 , C00, C01, C02, C03, C04, C05, C07, C10, C11, C12, C17, C21, C23, C40, C43
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 92.72403, 0, 0, 148.0411, 0, 391.4839, 265.1448, 49.54971, 0, 0, 0, 0, 38.33105, 0
0.2, 6.473145, 124.502, 0, 0, 135.238, -4.768372e-07, 472.9536, 279.978, 55.48529, 0, 0, 0, 0, 36.46252, 0
0.3, 89.63898, 159.9964, 0, 0, 123.5422, 16.75404, 468.579, 311.8704, 53.2424, -9.536743e-07, 74.36118, 0, 0, 133.3375, 0
0.4, 84.83919, 172.5999, 0, 0, 238.1784, 15.34902, 441.1755, 518.3101, 51.09015, 0, 68.54448, 0, 18.02177, 192.8488, 0
0.5, 80.29642, 163.8931, 0, 0, 217.58, 14.06182, 415.3746, 575.5063, 49.02493, -9.536743e-07, 63.18277, 0, 16.75406, 183.448, -1.525879e-05
0.6, 75.99688, 155.6255, 0, 0, 198.763, 376.4733, 391.0825, 546.4072, 47.04318, 55.62193, 104.6294, 0, 15.57552, 174.5054, 0
0.7, 71.92757, 167.8786, 0, 0, 181.5734, 370.7271, 368.2111, 747.9609, 45.14154, 52.97876, 138.4904, 0, 14.47989, 165.9988, 0
0.8, 68.07615, 159.4099, 0, 0, 165.8704, 339.6372, 346.6772, 710.1421, 43.3168, 50.4612, 127.6573, 0, 13.46133, 157.907, 0
0.9, 64.43095, 151.3685, 0, 0, 151.5254, 326.3299, 326.4028, 697.9866, 41.5658, 122.1926, 117.6717, 0, 12.51441, 150.2095, 0
1, 60.98095, 178.9752, 0, 0, 138.4211, 298.9633, 307.314, 662.6946, 39.88557, 116.386, 108.4671, 0, 11.63411, 142.8872, 0
1.1, 57.71568, 169.9468, 0, 0, 126.45, 273.8918, 289.3417, 689.34, 38.27325, 110.8553, 99.98257, 0, 10.81573, 135.9219, 7.629395e-06
1.2, 54.62524, 214.1474, 0, 0, 115.5142, 250.9227, 272.4203, 945.9303, 36.72615, 105.5874, 92.16171, 0, 10.05491, 322.5203, 7.629395e-06
1.3, 51.7003, 203.3448, 0, 0, 105.5242, 229.8799, 256.4886, 898.1017, 35.24156, 100.5699, 84.9526, 0, 9.347616, 412.8876, 0
1.4, 125.4502, 193.5248, 0, 0, 96.39815, 210.6018, 241.4886, 994.6183, 33.81699, 95.79081, 78.30741, 0, 8.690074, 392.7606, 0
1.5, 118.7329, 183.7625, 0, 0, 88.06135, 192.9404, 227.3658, 944.3278, 32.44998, 91.23882, 72.18202, 0, 8.078785, 585.4293, 0
1.6, 137.3061, 174.4926, 0, 0, 80.44554, 176.7601, 214.0689, 1068.774, 31.13824, 86.90314, 185.9968, 0, 7.510497, 556.8915, 0
1.7, 129.954, 165.6903, 0, 0, 73.48837, 162.4223, 306.2167, 1036.733, 29.87953, 82.7735, 171.4477, 0, 6.982183, 757.1607, 0
1.8, 126.263, 157.332, 0, 0, 67.13288, 148.8013, 288.3085, 1131.203, 28.67169, 78.84009, 158.0367, 0, 6.491034, 957.8016, 0
1.9, 168.7906, 149.3954, 0, 0, 61.32703, 136.3225, 439.9863, 1207.895, 27.5127, 75.09361, 145.6747, 0, 6.034433, 1255.594, -3.814697e-06
2, 159.7526, 141.8592, 0, 0, 56.02328, 124.8903, 469.6105, 1146.821, 26.40053, 71.52515, 134.2797, 0, 5.609951, 1459.105, 0
2.1, 151.1985, 134.7031, 0, 0, 51.17822, 114.4168, 442.1467, 1167.725, 25.33334, 68.12627, 123.776, 0, 5.215329, 1480.212, 0
2.2, 143.1025, 127.908, 0, 0, 46.75217, 104.8216, 513.2458, 1260.996, 24.30928, 64.8889, 114.0939, 0, 4.848465, 1408.056, 0
2.3, 135.4399, 144.8687, 0, 0, 42.7089, 96.03107, 483.23, 1197.237, 23.32663, 61.80538, 105.1693, 0, 4.507408, 1339.418, 0
2.4, 128.1877, 137.5608, 0, 0, 39.01531, 87.97775, 558.141, 1207.897, 22.38368, 58.86838, 96.94267, 0, 4.190341, 1528.75, 0
2.5, 121.3238, 130.6215, 0, 0, 35.64115, 80.59978, 541.1525, 1303.554, 21.47887, 56.07095, 89.35958, 0, 3.895579, 1492.189, 0
2.6, 114.8274, 124.0323, 0, 0, 32.5588, 126.8774, 509.5047, 1237.643, 20.61063, 53.40645, 82.36967, 0, 3.621551, 1419.449, 0
2.7, 108.6789, 143.5574, 0, 0, 29.74301, 116.2372, 569.4263, 1280.729, 19.77747, 50.86857, 75.92652, 0, 3.366799, 1350.255, 0
2.8, 102.8596, 136.3156, 0, 0, 27.17075, 106.4894, 561.2677, 1223.07, 18.978, 48.45129, 69.98737, 0, 3.129967, 1284.435, 0
2.9, 97.3519, 144.2017, 0, 0, 24.82094, 97.55898, 594.9982, 1268.137, 86.17538, 46.14888, 64.51279, 0, 2.909795, 1221.822, 0
3, 92.13911, 313.3797, 0, 0, 22.67435, 89.37752, 1316.032, 1427.91, 183.5434, 43.95588, 59.46645, 0, 2.70511, 1249.967, 0
3.1, 87.20546, 297.5712, 0, 0, 20.71341, 81.88216, 2371.304, 1488.15, 238.5228, 41.8671, 54.81485, 0, 2.514824, 1271.348, 0
3.2, 82.53597, 365.3363, 0, 0, 18.92205, 75.01539, 3505.035, 1412.905, 285.0461, 39.87757, 50.5271, 0, 2.337923, 1209.374, 0
3.3, 78.11652, 562.4081, 0, 0, 17.28561, 143.775, 4633.596, 1513.528, 273.5236, 37.98258, 46.57476, 0, 2.173465, 1150.42, -1.907349e-06
3.4, 73.93371, 534.0374, 0, 0, 15.7907, 157.6074, 5363.572, 1597.639, 262.4669, 36.17764, 42.93157, 0, 2.020577, 1124.848, -1.907349e-06
3.5, 69.97487, 553.3774, 0, 0, 14.42507, 176.6082, 6153.402, 1548.86, 251.8571, 34.45848, 39.57336, 0, 1.878443, 1112.678, -1.907349e-06
3.6, 66.22801, 530.1974, 0, 0, 13.17755, 161.7975, 6515.419, 1470.546, 241.6763, 32.82101, 36.47784, 0, 1.746307, 1179.883, -1.907349e-06
3.7, 62.68179, 503.4516, 0, 0, 12.03792, 189.3996, 6397.855, 1396.191, 231.907, 31.26135, 33.62446, 0, 1.623466, 1307.767, -9.536743e-07
3.8, 59.32544, 478.055, 0, 0, 10.99684, 335.5031, 6505.666, 1441.488, 222.5325, 29.77581, 30.99428, 0, 1.509266, 1438.592, -1.907349e-06
3.9, 56.14882, 453.9395, 0, 0, 10.0458, 307.3672, 6251.532, 1485.288, 213.537, 28.36086, 28.56983, 0, 1.403099, 1639.566, -1.907349e-06
4, 53.14228, 431.0405, 0, 0, 9.177011, 281.5909, 6034.528, 1441.782, 204.9052, 27.01315, 26.33504, 0, 1.3044, 1813.771, -1.907349e-06
4.1, 50.29674, 516.5421, 0, 0, 8.383355, 257.9762, 5796.642, 1392.886, 196.6223, 25.72948, 24.27505, 0, 1.212645, 2017.508, -2.861023e-06
4.2, 47.60356, 517.8732, 0, 0, 7.658338, 236.3419, 5739.402, 1322.458, 188.6742, 24.50681, 22.3762, 0, 1.127343, 2221.625, -1.907349e-06
4.3, 45.05459, 508.5043, 0, 0, 6.996022, 216.5218, 5531.67, 1440.513, 181.0474, 23.34225, 20.62588, 0, 1.048042, 2336.486, -1.907349e-06
4.4, 42.64211, 537.6785, 0, 0, 6.390985, 198.364, 5490.645, 1367.677, 173.7289, 22.23302, 19.01247, 0, 0.9743194, 2435.009, -1.907349e-06
4.5, 40.35881, 510.5553, 0, 0, 5.838274, 181.7288, 5183.455, 1298.524, 166.7062, 21.17651, 17.52527, 0, 0.9057825, 2767.772, -1.430511e-06
4.6, 38.19776, 484.8003, 0, 0, 5.333362, 210.0985, 5104.927, 1262.371, 159.9674, 20.17019, 16.15441, 0, 0.8420668, 2746.204, -1.430511e-06
4.7, 36.15243, 460.3446, 0, 0, 4.872117, 192.4793, 5055.303, 1388.052, 153.501, 19.2117, 14.89077, 0, 0.782833, 2612.335, -1.907349e-06
4.8, 34.21662, 437.1225, 0, 0, 4.450762, 176.3376, 4839.231, 1317.868, 147.296, 18.29876, 13.72598, 0, 0.7277659, 2568.612, -1.907349e-06
4.9, 32.38446, 415.0718, 0, 0, 4.065846, 161.5497, 4584.227, 1339.264, 141.3418, 17.4292, 12.6523, 0, 0.6765724, 2575.975, -1.430511e-06
5, 30.65041, 397.6469, 0, 0, 3.71422, 148.0018, 4613.694, 1390.465, 135.6283, 16.60097, 11.66261, 0, 0.6289801, 2507.356, -9.536743e-07
5.1, 29.00921, 424.3888, 5.257962, 0, 3.393003, 135.5902, 4454.276, 1320.159, 130.1458, 15.81209, 10.75033, 0, 0.5847356, 2425.316, -9.536743e-07
5.2, 30.93476, 402.9805, 4.888141, 0, 3.099566, 124.2193, 4397.136, 1262.889, 145.3289, 15.06069, 9.909416, 0, 0.5436034, 2480.647, -9.536743e-07
5.3, 29.27833, 382.6522, 4.544332, 0, 2.831506, 113.8021, 4284.425, 1344.013, 139.4542, 14.34501, 9.134278, 0, 0.5053645, 2433.048, -7.152557e-07
5.4, 27.7106, 424.718, 4.224705, 0, 2.586629, 104.2585, 4074.518, 1276.056, 133.817, 13.66333, 8.419774, 0, 0.4698155, 2371.327, -7.152557e-07
5.5, 26.22681, 534.4084, 3.927558, 0, 2.36293, 95.51516, 4028.451, 1285.793, 128.4077, 13.01405, 7.76116, 0, 0.4367671, 2352.489, -7.152557e-07
5.6, 24.82248, 507.4502, 3.651312, 0, 2.158576, 89.62473, 3955.575, 1220.78, 123.2171, 12.39562, 7.154064, 0, 0.4060434, 2348.302, -7.152557e-07
5.7, 23.49334, 523.6893, 3.394496, 0, 1.971896, 82.10865, 3811.437, 1222.123, 118.2362, 11.80658, 6.594456, 0, 0.377481, 2233.829, -4.768372e-07
5.8, 22.23537, 497.2719, 3.155743, 0, 1.801361, 75.22288, 3673.797, 1251.657, 113.4567, 11.24553, 6.078622, 0, 0.3509277, 2217.759, -4.768372e-07
5.9, 75.39693, 472.187, 2.933782, 0, 1.645573, 68.91456, 3643.801, 1226.308, 108.8705, 41.93615, 5.603138, 0, 0.3262423, 2145.077, -4.768372e-07
6, 103.7506, 448.3675, 2.727434, 0, 1.503259, 63.13527, 3468.893, 1271.13, 104.4696, 48.82841, 5.164848, 0, 0.3032933, 2040.511, -4.768372e-07
6.1, 161.3889, 425.7496, 2.535599, 0, 1.373253, 57.84064, 3513.755, 1206.858, 100.2466, 85.81738, 4.760841, 0, 0.2819587, 2187.735, -4.768372e-07
6.2, 169.2776, 404.2726, 2.357256, 0, 1.25449, 108.7588, 3308.262, 1256.324, 96.19428, 81.73933, 4.388437, 0, 0.2621248, 2153.014, -4.768372e-07
6.3, 160.2135, 383.8791, 2.191458, 0, 1.145998, 99.63811, 3422.532, 1290.376, 92.30579, 77.85507, 4.045164, 0, 0.2436861, 2048.061, -4.768372e-07
6.4, 151.6347, 364.5143, 2.037321, 0, 1.046889, 91.28229, 3287.8, 1231.361, 88.5745, 74.1554, 3.728741, 0, 0.2265444, 2003.738, -4.768372e-07
6.5, 143.5153, 346.1264, 1.894025, 0, 0.9563505, 83.6272, 3233.966, 1173.236, 84.99403, 70.63152, 3.437071, 0, 0.2106085, 2006.388, -4.768372e-07
6.6, 135.8307, 328.666, 1.760808, 0, 0.8736424, 76.61408, 3200.468, 1226.437, 81.5583, 141.4348, 3.168215, 0, 0.1957936, 1908.583, -3.576279e-07
6.7, 128.5575, 312.0865, 1.636961, 0, 0.7980872, 70.18909, 3013.298, 1164.425, 78.26145, 134.7138, 2.92039, 0, 0.1820208, 1815.546, -3.576279e-07
6.8, 121.6738, 308.1957, 1.521824, 0, 0.7290663, 64.30292, 2986.521, 1162.878, 75.09788, 128.3122, 2.69195, 0, 0.1692169, 1792.015, -3.576279e-07
6.9, 115.1587, 292.6488, 1.414786, 0, 0.6660144, 58.91036, 2908.152, 1166.373, 72.06218, 122.2148, 2.48138, 0, 0.1573136, 1824.122, -3.576279e-07
7, 108.9924, 277.8861, 1.315277, 0, 0.6084155, 53.97004, 2871.021, 1107.398, 69.14919, 116.4071, 10.44991, 0, 0.1462476, 1809.513, -3.576279e-07
7.1, 103.1563, 263.8681, 1.222766, 0, 0.5557979, 71.44904, 2847.261, 1057.529, 66.35396, 110.8754, 9.632495, 0, 0.1359601, 1767.261, -3.576279e-07
7.2, 97.63275, 250.5573, 1.136762, 0, 0.5077308, 88.73456, 2680.747, 1182.641, 63.67172, 105.6066, 8.879019, 0, 0.1263962, 1771.688, -3.576279e-07
7.3, 92.40493, 269.9794, 1.056808, 0, 0.4638207, 81.29313, 2655.629, 1147.372, 63.10891, 105.2422, 8.184482, 0, 0.1175051, 1685.324, -2.980232e-07
7.4, 87.45703, 296.074, 0.9824769, 0, 0.4237081, 74.47575, 2555.697, 1089.358, 119.765, 100.2411, 7.544272, 0, 0.1092394, 1603.17, -2.980232e-07
7.5, 82.77408, 458.3754, 0.913374, 0, 0.3870645, 68.23009, 2537.005, 1172.958, 114.9237, 153.137, 6.954142, 0, 0.1015551, 1547.115, -2.980232e-07
7.6, 78.34187, 435.2526, 0.8491315, 0, 0.35359, 62.50819, 2575.146, 1113.65, 110.2781, 145.8599, 6.410172, 0, 0.09441141, 1599.701, -2.384186e-07
7.7, 74.147, 516.1174, 0.7894075, 0, 0.3230105, 57.26615, 2424.546, 1057.341, 105.8203, 138.9286, 5.908754, 0, 0.0877702, 1697.79, -2.384186e-07
7.8, 70.17674, 490.0819, 0.7338842, 0, 0.2950756, 52.46371, 2411.828, 1102.633, 101.5427, 132.3267, 5.446558, 0, 0.08159615, 1627.891, -2.384186e-07
7.9, 66.41908, 465.3597, 0.6822662, 0, 0.2695566, 48.06401, 2294.705, 1046.881, 97.43803, 126.0385, 5.020515, 0, 0.07585641, 1548.536, -2.384186e-07
8, 62.86261, 441.8846, 0.6342787, 0, 0.2462445, 44.03329, 2160.505, 1055.536, 93.49928, 120.0492, 4.627799, 0, 0.07052042, 1515.809, -2.086163e-07
8.1, 59.49659, 419.5937, 0.5896665, 0, 0.2249486, 84.08183, 2158.684, 1002.165, 89.71973, 114.3444, 4.265801, 0, 0.06555977, 1510.326, -1.788139e-07
8.199999999999999, 56.31079, 398.4273, 0.5481921, 0, 0.2054943, 77.03058, 2032.44, 1200.552, 86.09298, 108.9108, 3.932121, 0, 0.06094808, 1797.586, -1.788139e-07
8.300000000000001, 53.29559, 432.3622, 0.5096348, 0, 0.1877226, 70.57066, 2042.274, 1139.849, 82.61282, 103.7353, 3.624541, 0, 0.05666079, 1880.344, -1.788139e-07
8.4, 50.44184, 410.5516, 0.4737894, 0, 0.1714877, 64.65248, 1999.166, 1120.746, 79.27335, 98.80581, 3.341021, 0, 0.05267508, 2030.858, -1.788139e-07
8.5, 47.74089, 389.8414, 0.4404653, 0, 0.156657, 59.23062, 1882.25, 1140.69, 76.06886, 94.11055, 3.079678, 0, 0.04896974, 2291.469, -1.490116e-07
8.6, 45.18457, 370.1758, 0.409485, 0, 0.1431088, 54.26344, 1986.657, 1083.013, 72.99391, 89.6384, 2.838779, 0, 0.04552505, 2441.25, -1.490116e-07
8.699999999999999, 42.76513, 369.6112, 0.3806837, 0, 0.1307323, 49.71281, 1870.473, 1028.253, 70.04327, 85.37878, 2.616723, 0, 0.04232267, 2582.15, -1.490116e-07
8.800000000000001, 40.47523, 350.9662, 0.3539082, 0, 0.1194262, 117.108, 1840.002, 1013.87, 67.21188, 81.32157, 2.412037, 0, 0.03934555, 2774.494, -1.192093e-07
8.9, 38.30796, 370.7149, 0.3290159, 0, 0.1090979, 107.2871, 1732.395, 976.0021, 64.49496, 77.45715, 2.223361, 0, 0.03657785, 2922.167, -1.192093e-07
9, 36.25673, 432.0456, 0.3058744, 0, 94.66722, 98.28983, 1782.987, 986.4106, 61.88787, 73.77638, 2.049445, 0, 0.03400484, 2910.209, -1.192093e-07
9.1, 34.31533, 410.251, 0.2843606, 0, 86.48012, 90.04707, 1678.714, 936.5351, 59.38617, 70.27052, 1.889132, 0, 0.03161283, 2856.543, -1.192093e-07
9.199999999999999, 32.47789, 392.2576, 0.26436, 0, 91.55788, 82.49557, 1580.539, 889.1814, 56.98559, 66.93126, 1.74136, 0, 0.02938908, 2878.254, -1.192093e-07
9.300000000000001, 30.73884, 372.4702, 0.2457661, 0, 83.63968, 75.57735, 1535.529, 866.9308, 54.68204, 63.75068, 1.605147, 0, 0.02732176, 2888.441, -1.043081e-07
9.4, 29.0929, 353.6809, 0.2284801, 0, 76.40627, 69.23931, 1524.006, 900.224, 52.47162, 60.72124, 1.479589, 0, 0.02539985, 2766.607, -1.043081e-07
9.5, 27.5351, 411.8709, 0.2124099, 0, 69.79842, 63.43278, 1434.879, 854.7063, 50.35055, 57.83576, 1.363852, 0, 0.02361314, 2721.551, -8.940697e-08
9.6, 26.06071, 391.0941, 0.1974699, 0, 63.76205, 58.1132, 1424.239, 908.389, 48.31522, 55.0874, 1.257168, 0, 0.02195211, 2665.794, -8.940697e-08
9.699999999999999, 24.66527, 371.3653, 0.1835808, 0, 58.24771, 53.23973, 1340.946, 862.4585, 46.36216, 52.46964, 1.158829, 0, 0.02040793, 2557.57, -8.940697e-08
9.800000000000001, 23.34455, 352.6318, 0.1706686, 0, 53.21028, 48.77496, 1262.525, 818.8503, 44.48805, 49.97628, 1.068183, 0, 0.01897237, 2461.636, -8.195639e-08
9.9, 22.09455, 334.8433, 0.1586645, 0, 73.00883, 44.6846, 1235.443, 881.4885, 42.6897, 47.60141, 0.9846273, 0, 0.01763779, 2341.639, -7.450581e-08
10, 20.91148, 317.9521, 0.1475048, 0, 66.6948, 40.93727, 1198.888, 836.9182, 40.96404, 45.33938, 0.9076074, 0, 0.01639709, 2423.49, -7.450581e-08
10.1, 19.79176, 347.1328, 0.13713, 0, 60.92683, 37.5042, 1182.492, 831.7975, 39.30814, 43.18485, 0.8366123, 0, 0.01524366, 2450.603, -6.705523e-08
10.2, 18.73199, 329.6217, 0.1274849, 0, 55.6577, 34.35904, 1157.089, 789.7396, 37.71918, 41.1327, 0.7711705, 0, 0.01417137, 2331.143, -5.960464e-08
10.3, 17.72897, 312.9939, 0.1185182, 0, 50.84425, 31.47763, 1089.42, 749.8083, 36.19445, 39.17807, 0.7108477, 0, 0.01317451, 2217.507, 435.9843
10.4, 16.77966, 297.2049, 0.1101822, 0, 46.44709, 28.83786, 1025.708, 727.0015, 34.73136, 37.31633, 39.29347, 0, 0.01224777, 2331.209, 1133.687
10.5, 15.88118, 282.2124, 0.1024325, 0, 42.43021, 26.41947, 965.7227, 690.2424, 33.3274, 35.54305, 36.21984, 0, 0.01138623, 2250.023, 1670.642
10.6, 15.03081, 267.9762, 0.09522785, 0, 38.76072, 24.20389, 909.2451, 655.342, 31.98021, 33.85404, 33.38664, 0, 0.01058528, 2172.545, 2192.472
10.7, 14.22598, 254.4581, 0.08852996, 0, 35.40857, 22.17411, 887.7358, 622.2062, 30.68746, 32.24529, 30.77506, 0, 0.009840677, 2066.64, 2610.694
10.8, 13.46424, 241.622, 0.08230317, 0, 32.34633, 20.31455, 835.8191, 693.4631, 29.44698, 30.71299, 28.36776, 0, 0.009148451, 2072.171, 3163.106
10.9, 12.74328, 229.4333, 0.07651435, 0, 29.54893, 18.61094, 786.9385, 658.3998, 28.25664, 29.25351, 26.14877, 0, 0.008504918, 1971.159, 3122.435
11, 12.06093, 217.8596, 0.07113268, 0, 26.99345, 17.05019, 740.9166, 625.1094, 27.11441, 75.3378, 24.10335, 0, 0.007906654, 1992.563, 3145.704
11.1, 11.41512, 206.8696, 9.96248, 0, 24.65897, 20.65857, 787.5392, 747.4554, 26.01836, 71.75774, 22.21793, 0, 0.007350474, 1926.594, 3059.896
11.2, 10.80389, 207.1815, 57.82663, 0, 22.52639, 18.9261, 756.4512, 709.6621, 24.96661, 68.34781, 20.48, 0, 0.006833417, 1872.497, 2826.192
11.3, 10.22539, 303.4611, 53.75937, 0, 20.57824, 17.33893, 712.2122, 673.7797, 23.95738, 65.09991, 18.878, 0, 0.006352731, 1841.813, 2753.324
11.4, 9.677861, 364.6141, 50.86879, 0, 18.79857, 15.88486, 670.5604, 639.7117, 22.98895, 62.00636, 17.40132, 0, 0.005905859, 1869.554, 2585.964
11.5, 9.159653, 383.2336, 67.23703, 0, 40.42158, 14.55272, 720.9861, 636.6032, 22.05966, 59.05981, 162.9388, 0, 0.005490421, 1840.311, 2482.113
11.6, 8.669192, 405.8705, 62.50789, 0, 36.9258, 26.06502, 678.8212, 604.4149, 21.16794, 56.25328, 150.1934, 0, 0.005104207, 1788.902, 2364.014
11.7, 8.204994, 460.8896, 71.54848, 0, 33.73234, 92.01568, 648.129, 573.8541, 20.31226, 53.58012, 138.4449, 0, 0.00474516, 1758.575, 2229.386
11.8, 7.765651, 437.64, 66.5161, 0, 41.45339, 84.2991, 610.225, 679.3477, 19.49117, 51.03399, 127.6154, 0, 0.00441137, 1672.85, 2166.571
11.9, 7.349833, 648.8497, 61.83766, 0, 37.86838, 77.22962, 574.5377, 694.6622, 18.70328, 48.60884, 117.633, 0, 0.00410106, 1696.762, 2001.095
12, 6.956281, 616.1185, 57.48829, 0, 34.59341, 70.75301, 540.9374, 670.5211, 17.94723, 46.29895, 108.4315, 0, 0.003812578, 1630.987, 1848.259
12.1, 6.583801, 717.7522, 106.7567, 0, 31.60167, 64.81955, 509.3022, 661.9067, 17.22175, 44.09882, 99.94973, 0, 0.003544388, 1551.482, 1761.8
12.2, 6.231266, 681.5452, 99.24793, 0, 28.86866, 59.38367, 614.1044, 628.4389, 16.52559, 42.00323, 92.13143, 0, 0.003295064, 1475.852, 1683.137
12.3, 5.897609, 688.5218, 92.26729, 0, 26.37201, 54.40366, 578.1902, 596.6634, 15.85757, 40.00724, 84.9247, 0, 0.003063279, 1403.909, 1583.266
12.4, 5.581817, 715.6785, 85.77763, 0, 24.09128, 49.84127, 544.3763, 641.2793, 18.59917, 38.10609, 78.28169, 0, 0.002847797, 1379.361, 1501.85
12.5, 5.282934, 679.5761, 79.74443, 0, 22.00779, 45.6615, 573.663, 622.2137, 17.84734, 36.29528, 72.15832, 0, 0.002647474, 1491.636, 1387.144
12.6, 5.000055, 645.2949, 74.13557, 0, 91.17443, 41.83225, 540.114, 590.753, 17.12589, 34.57053, 66.51392, 0, 0.002461242, 1460.381, 1321.022
12.7, 4.732323, 612.743, 96.02989, 51.03995, 115.5217, 38.32413, 600.0269, 560.883, 16.43361, 32.92773, 61.31105, 0, 0.00228811, 1389.192, 1220.127
12.8, 4.478928, 671.8727, 89.27559, 99.8522, 105.5311, 35.1102, 564.9359, 539.5044, 15.76931, 31.36301, 56.51516, 0, 0.002127156, 1432.152, 1194.873
12.9, 4.2391, 637.98, 82.99635, 94.26382, 96.40442, 32.1658, 574.3215, 535.1816, 15.13186, 29.87263, 52.09441, 0, 0.001977525, 1362.339, 1103.612
13, 4.012114, 605.7971, 99.25114, 88.98821, 88.06708, 29.46832, 540.7339, 508.1215, 14.52018, 28.45308, 48.01946, 0, 0.001838419, 1327.743, 1019.322
13.1, 3.797282, 575.2377, 92.27027, 84.00786, 235.979, 26.99706, 509.1106, 482.4295, 13.93323, 27.10099, 44.26327, 0, 0.001709099, 1263.02, 978.2753
13.2, 3.593954, 571.6517, 85.7804, 79.30624, 215.5708, 24.73304, 479.3367, 490.4122, 13.37001, 25.81315, 40.80089, 0, 0.001588875, 1201.451, 921.7109
13.3, 3.401513, 542.8148, 79.747, 74.86775, 196.9276, 22.65888, 451.304, 465.6157, 12.82955, 24.58651, 37.60935, 0, 0.001477108, 1157.004, 1141.125
13.4, 3.219376, 625.0499, 88.37971, 73.22974, 179.8967, 34.57735, 522.5311, 442.0729, 12.31094, 37.44558, 34.66746, 0, 0.001373204, 1213.053, 1053.97
13.5, 3.046992, 593.5192, 82.16348, 73.40651, 164.3387, 31.67764, 491.9723, 451.2746, 95.20161, 35.66616, 43.88237, 0, 0.001276608, 1201.308, 973.4713
13.6, 2.883839, 563.5792, 445.7904, 69.29821, 150.1262, 40.62003, 463.2007, 434.2647, 149.0118, 33.97131, 40.44978, 0, 0.001186807, 1142.748, 899.1208
13.7, 2.729421, 535.1494, 991.6562, 65.41984, 189.4121, 75.41103, 569.3229, 412.3071, 142.9883, 32.35698, 37.28571, 0, 0.001103323, 1127.815, 830.4491
13.8, 2.583272, 508.1538, 2304.737, 61.75852, 173.0312, 109.2824, 547.2, 643.1148, 142.8248, 30.81938, 34.36913, 0, 0.001025712, 1209.368, 767.0222
13.9, 2.444949, 586.0615, 3054.049, 58.30212, 158.0669, 100.1178, 627.8326, 610.5972, 137.0513, 164.2507, 31.6807, 0, 0.0009535598, 1150.415, 708.4397
14, 2.314033, 597.5109, 3128.577, 84.40121, 144.3968, 95.17416, 591.1155, 579.7239, 131.5113, 156.4455, 29.20256, 0, 0.0008864832, 1094.336, 654.3315
14.1, 2.190126, 567.3694, 3057.485, 79.67758, 131.909, 87.1927, 556.5458, 550.4115, 161.9713, 149.0112, 26.91827, 0, 0.0008241251, 1040.99, 604.3559
14.2, 2.072854, 614.8148, 2976.685, 190.9283, 141.0768, 79.88057, 573.0236, 694.9782, 155.4239, 141.9302, 24.81266, 85.09212, 0.0007661534, 990.2454, 558.1973
14.3, 1.961861, 583.8004, 3046.23, 180.2428, 128.8761, 113.662, 539.5118, 720.9732, 149.1411, 166.855, 22.87175, 81.22867, 292.0092, 961.8886, 515.5641
14.4, 1.856812, 554.3506, 2865.66, 170.1552, 117.7305, 104.1301, 507.96, 684.5189, 146.7027, 237.9806, 21.08267, 77.54063, 421.323, 959.617, 476.1871
14.5, 1.757388, 545.5971, 2777.485, 160.6322, 107.5488, 95.39756, 478.2534, 718.0432, 140.7725, 226.6718, 19.43353, 74.02005, 972.4807, 912.8387, 439.8176
14.6, 1.663287, 578.574, 2582.13, 151.6422, 98.24765, 87.39735, 450.284, 858.4166, 135.082, 317.5742, 17.9134, 70.65931, 1705.952, 868.3406, 406.2258
14.7, 1.574225, 549.3878, 2546.166, 143.1553, 89.7509, 80.06806, 423.9504, 815.0128, 129.6216, 313.7173, 16.51217, 67.45116, 2086.549, 897.3901, 375.1997
14.8, 1.489932, 682.9087, 2367.08, 135.1434, 81.98898, 73.35342, 434.0677, 773.8036, 124.3819, 311.9104, 15.22055, 64.38866, 2060.861, 914.6576, 346.5432
14.9, 11.78709, 669.3138, 2200.591, 127.5799, 74.89832, 67.20188, 408.6824, 734.6781, 119.354, 297.0884, 14.02996, 61.46522, 2198.843, 1004.337, 320.0755
15, 11.15594, 660.895, 2045.811, 120.4398, 68.42089, 61.56622, 384.7817, 700.0851, 114.5293, 289.95, 12.93251, 58.6745, 2044.169, 955.3788, 295.6292
15.1, 10.55859, 627.5562, 1960.082, 113.6992, 62.50365, 56.40317, 362.2788, 677.3073, 161.0898, 278.7626, 11.9209, 56.0105, 1926.521, 927.506, 273.0501
15.2, 9.993223, 595.899, 1822.219, 107.3358, 57.09814, 51.6731, 343.1666, 643.0609, 154.5781, 265.5157, 10.98842, 53.46745, 1791.003, 890.4315, 252.1954
15.3, 9.458128, 569.0404, 1858.932, 101.3286, 52.16013, 47.33971, 334.2121, 610.546, 148.3295, 252.8984, 10.12888, 51.03986, 1665.018, 895.9274, 232.9336
15.4, 8.951685, 540.3351, 1810.321, 95.65762, 47.64916, 43.36972, 314.6666, 579.6752, 142.3336, 240.8806, 9.336572, 48.72249, 1578.328, 877.7216, 215.143
15.5, 8.472361, 513.0779, 1746.631, 90.30401, 43.52832, 39.73266, 321.1468, 550.3653, 149.4465, 229.434, 8.606243, 67.25298, 1467.303, 834.9354, 198.7111
