 , C00, C01, C02, C07, C08, C09, C13, C19, C22, C23, C30, C32, C34, C49
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 102.3198, 0, 0, 0, 75.97571, 160.0566, 0, 13.16183, 0, 0, 74.79591, 0, 0, 112.0161
0.2, 97.16687, 0, 4.248325, 0, 72.71765, 228.6819, 1.525879e-05, 12.3071, 0, -7.629395e-06, 70.43517, 33.34775, 0, 105.232
0.3, 92.27345, 0, 4.047624, 0, 69.59924, 216.1081, 1.525879e-05, 11.50786, 29.20622, 0, 66.32865, 31.21616, 1.525879e-05, 98.85883
0.4, 105.4385, 0, 3.856405, 0, 66.61459, 204.2257, 1.525879e-05, 10.76054, 167.3936, -7.629395e-06, 62.46156, 29.22076, 1.525879e-05, 92.87164
0.5, 179.7489, 0, 3.674219, 10.67618, 63.75797, 284.8663, 1.525879e-05, 10.06174, 717.999, -7.629395e-06, 58.81992, 27.35294, 3.051758e-05, 159.4724
0.6, 170.6966, 0, 3.50064, 10.20987, 110.6263, 389.1239, 1.525879e-05, 9.408325, 1129.68, -7.629395e-06, 55.39059, 25.60449, 1.525879e-05, 325.186
0.7, 162.1001, 0, 3.335261, 9.763947, 105.8822, 367.7284, 1.525879e-05, 8.797348, 1054.528, -7.629395e-06, 52.16121, 23.96783, 3.051758e-05, 415.3726
0.8, 153.9366, 0, 3.177695, 9.337494, 101.3416, 500.5933, 1.525879e-05, 20.35822, 1064.346, -1.525879e-05, 49.12011, 22.43579, 3.051758e-05, 693.2755
0.9, 146.1842, 0, 11.20128, 8.929688, 96.99579, 509.6309, 1.525879e-05, 29.98544, 993.5403, -7.629395e-06, 46.2563, 21.00168, 3.051758e-05, 1407.439
1, 138.8222, 0, 10.6721, 8.539673, 92.8363, 547.0344, 0, 28.03818, 1110.126, -7.629395e-06, 43.55946, 19.65924, 1.525879e-05, 1546.719
1.1, 131.8309, 0, 35.66092, 28.96957, 149.7087, 516.9563, -1.525879e-05, 26.21738, 1036.276, -1.525879e-05, 41.01986, 18.40262, 1.525879e-05, 1506.679
1.2, 125.1918, 0, 81.87706, 49.77838, 143.2887, 488.5321, -1.525879e-05, 24.51481, 967.3375, -1.525879e-05, 38.62831, 17.2263, 1.525879e-05, 1415.43
1.3, 118.887, 0, 82.35939, 47.60428, 137.144, 499.937, -1.525879e-05, 22.92281, 975.2427, -1.525879e-05, 36.3762, 16.12518, 1.525879e-05, 1329.707
1.4, 168.9373, 0, 78.46854, 69.06087, 131.2628, 472.4486, -7.629395e-06, 21.43419, 1123.4, -1.525879e-05, 34.25539, 15.09445, 7.629395e-06, 1415.726
1.5, 160.4294, 0, 114.6686, 66.04459, 125.6338, 478.4832, -7.629395e-06, 20.04224, 1048.666, -1.525879e-05, 32.25823, 14.12959, 7.629395e-06, 1423.404
1.6, 152.35, 0, 623.3376, 63.16003, 120.2462, 452.1743, -1.525879e-05, 18.74068, 1014.436, -1.525879e-05, 30.37751, 54.65277, 7.629395e-06, 1337.199
1.7, 144.6775, 0, 997.2543, 60.40147, 115.0897, 523.4465, -1.525879e-05, 17.52365, 1031.896, -1.525879e-05, 28.60644, 51.15932, 86.46931, 1331.541
1.8, 137.3914, 0, 1003.386, 57.76338, 110.1542, 576.4101, -1.525879e-05, 51.27854, 963.2497, -1.525879e-05, 26.93863, 75.74101, 919.6633, 1250.899
1.9, 130.4722, 0, 955.984, 55.24051, 117.4276, 731.1185, -1.525879e-05, 109.3095, 899.1697, -1.144409e-05, 25.36805, 70.89957, 1384.7, 1175.141
2, 123.9015, 0, 910.821, 52.82784, 112.3919, 690.9188, 63.25658, 102.2109, 920.6014, -7.629395e-06, 23.88904, 66.3676, 1430.113, 1320.899
2.1, 117.6617, 0, 960.5991, 50.52052, 208.9132, 652.9294, 212.5703, 95.57328, 859.3586, -7.629395e-06, 22.49626, 62.12531, 1341.294, 1244.974
2.2, 111.7361, 0, 939.6431, 48.314, 241.867, 656.0877, 201.6797, 93.1619, 802.1899, -1.144409e-05, 21.18468, 58.15419, 1338.243, 1248.641
2.3, 106.109, 0, 895.2521, 46.20384, 231.4949, 642.7655, 191.347, 113.297, 766.3519, -1.144409e-05, 19.94957, 54.43691, 1637.949, 1173.019
2.4, 100.7652, 0, 852.9583, 44.18584, 221.5677, 763.9949, 181.5437, 105.9395, 772.9814, -1.335144e-05, 18.78647, 164.0258, 2123.083, 1101.978
2.5, 95.69057, 0, 812.6625, 42.256, 259.6397, 721.9875, 172.2427, 99.05969, 721.559, -1.144409e-05, 17.69118, 778.0391, 2209.473, 1196.924
2.6, 90.8715, 0, 822.0897, 40.41042, 264.3665, 688.2811, 210.7677, 92.62669, 673.5574, -1.144409e-05, 16.65975, 884.9368, 2099.209, 1168.579
2.7, 86.29511, 0, 783.2521, 57.16519, 253.0296, 650.4368, 199.9694, 86.61147, 628.7491, -9.536743e-06, 15.68845, 840.1241, 1968.834, 1097.807
2.8, 81.9492, 0, 746.2495, 54.66844, 318.4918, 733.2834, 189.7244, 95.85717, 586.9218, -9.536743e-06, 14.77378, 786.4226, 1920.929, 1096.26
2.9, 77.82215, 0, 864.7369, 127.206, 304.8337, 692.9647, 180.0042, 89.63215, 547.8768, -7.629395e-06, 13.91244, 842.5551, 1936.305, 1114.334
3, 73.90295, 0, 842.4086, 162.7841, 291.7615, 1559.363, 170.782, 89.3326, 511.4294, -7.629395e-06, 13.10132, 788.6981, 1917.295, 1046.846
3.1, 70.18111, 0, 802.8393, 167.3662, 279.2498, 1527.415, 162.0323, 83.5313, 477.4067, -5.722046e-06, 12.33749, 773.9623, 1849.393, 983.4464
3.2, 66.64673, 0, 801.001, 160.0564, 267.2746, 1523.33, 153.7309, 104.6126, 445.6473, -3.814697e-06, 11.61819, 752.959, 1862.044, 970.7598
3.3, 63.29033, 0, 763.1598, 153.0658, 255.813, 1581.068, 145.8548, 97.81902, 416.0007, -3.814697e-06, 10.94082, 762.6824, 1746.399, 911.9677
3.4, 60.10296, 0, 735.2111, 146.3805, 244.8428, 1657.369, 138.3822, 91.4666, 388.3263, -3.814697e-06, 97.23588, 713.931, 1787.808, 935.0204
3.5, 57.07611, 0, 700.4779, 139.9872, 298.8423, 1611.652, 131.2924, 85.5267, 362.493, -3.814697e-06, 119.8249, 675.1542, 2048.219, 878.3928
3.6, 54.2017, 0, 667.7308, 133.8731, 286.0269, 1573.764, 215.4574, 79.97256, 428.4072, -3.814697e-06, 112.8388, 653.4155, 2627.853, 825.1947
3.7, 51.47204, 0, 636.1856, 128.0261, 273.7611, 1659.375, 303.9681, 74.77909, 399.9075, -3.814697e-06, 106.2601, 611.6485, 2560.14, 775.2184
3.8, 48.87986, 0, 606.1307, 122.4344, 262.0214, 1568.137, 288.3949, 110.5721, 373.3037, -4.768372e-06, 100.0649, 572.5513, 2633.444, 823.0851
3.9, 46.41822, 0, 588.8462, 117.087, 250.785, 1481.915, 273.6195, 103.3915, 450.1992, -4.768372e-06, 94.23093, 535.9532, 2523.909, 773.2367
4, 44.08055, 0, 591.9836, 111.9731, 240.0305, 1400.433, 259.6011, 96.67717, 420.2498, -4.768372e-06, 88.73708, 574.3636, 2603.321, 726.4072
4.1, 41.8606, 24.60034, 564.0168, 107.0826, 229.7372, 1634.182, 246.301, 90.3989, 392.2928, -4.768372e-06, 83.56352, 537.6497, 2467.063, 802.4437
4.2, 39.75246, 23.16322, 629.3677, 102.4057, 496.0762, 1546.037, 233.6822, 84.52834, 366.1956, -3.814697e-06, 78.6916, 503.2826, 2313.843, 753.8453
4.3, 37.75049, 21.81006, 599.6349, 97.93301, 474.8028, 1520.917, 221.7099, 79.03902, 341.8345, -4.768372e-06, 74.10371, 471.1123, 2286.911, 708.1902
4.4, 35.84933, 20.53594, 587.7958, 93.65569, 454.4417, 1437.292, 210.351, 73.90618, 319.094, -3.814697e-06, 69.78332, 440.9983, 2144.879, 695.3292
4.5, 34.04393, 42.53783, 633.9785, 89.5652, 520.542, 1404.096, 199.5741, 69.10667, 297.8663, -3.814697e-06, 65.71481, 412.8092, 2011.668, 701.1584
4.6, 32.32944, 40.05283, 623.0836, 85.65335, 498.2194, 1326.893, 189.3493, 64.61885, 278.0508, -2.861023e-06, 61.88351, 386.4221, 1886.731, 708.6353
4.7, 30.70129, 37.71299, 593.6476, 99.73103, 476.8541, 1337.702, 179.6483, 60.42246, 259.5536, -1.907349e-06, 58.27557, 361.7216, 1984.325, 665.7183
4.8, 29.15514, 35.50985, 565.6022, 95.3752, 456.405, 1441.985, 170.4444, 56.49859, 242.2868, -1.907349e-06, 54.87799, 338.5999, 1861.086, 625.4004
4.9, 27.68686, 33.43542, 538.8818, 108.6098, 436.8328, 1800.439, 161.712, 52.82954, 226.1687, -1.907349e-06, 51.67849, 316.9563, 1826.523, 587.5243
5, 26.29252, 31.48217, 513.4238, 103.8662, 418.1, 2101.268, 153.427, 49.39876, 211.1229, -1.430511e-06, 48.66553, 296.6961, 1790.347, 551.9421
5.1, 24.9684, 29.64302, 554.0294, 119.2117, 400.1705, 1985.732, 145.5665, 46.19078, 197.078, -1.430511e-06, 45.82823, 277.731, 1697.326, 518.5148
5.2, 23.71097, 27.91132, 527.8557, 114.6682, 383.0098, 2145.865, 138.1086, 43.19112, 183.9674, -9.536743e-07, 43.15635, 259.9781, 1681.732, 487.1121
5.3, 22.51686, 26.28078, 502.9185, 109.66, 366.5851, 2070.062, 131.0329, 40.38626, 171.729, -1.430511e-06, 40.64025, 243.3601, 1577.286, 457.6111
5.4, 21.38289, 24.74549, 479.1594, 104.8705, 350.8647, 2168.913, 277.3218, 56.77791, 160.3048, -1.430511e-06, 38.27084, 706.1608, 1479.326, 429.8968
5.5, 128.3074, 142.5817, 481.8516, 100.2902, 345.2902, 2049.658, 392.6938, 53.09072, 149.6405, -1.430511e-06, 36.03957, 1728.843, 1572.448, 403.861
5.6, 121.8457, 134.2523, 459.0877, 95.90991, 330.483, 1998.949, 372.5749, 741.3987, 139.6857, -1.430511e-06, 33.93839, 2471.664, 1723.962, 379.4019
5.7, 115.7094, 298.6555, 621.4114, 150.2184, 358.3448, 2051.181, 481.3549, 985.767, 130.3932, -1.430511e-06, 31.95971, 2739.453, 2546.47, 356.4243
5.8, 109.8822, 392.731, 592.0544, 176.9243, 453.7321, 2085.547, 456.6936, 964.9506, 121.7188, -9.536743e-07, 30.0964, 2584.666, 2713.459, 334.8381
5.9, 104.3484, 537.5222, 564.0844, 169.197, 434.2745, 1970.876, 732.8223, 902.2861, 113.6215, -9.536743e-07, 28.34172, 2489.929, 2714.588, 314.5593
6, 99.0933, 516.2087, 538.7039, 161.8071, 415.6514, 1887.702, 695.2775, 843.6912, 106.0628, -7.152557e-07, 26.68933, 2330.77, 2755.034, 295.5087
6.1, 172.0958, 493.6613, 513.2542, 192.095, 419.9918, 1810.428, 947.1176, 788.9014, 99.00701, -7.152557e-07, 378.6694, 2271.893, 2640.241, 277.6118
6.2, 969.2609, 464.8223, 489.0068, 183.705, 401.9811, 1746.474, 1194.694, 769.5847, 92.42059, -7.152557e-07, 834.4611, 2235.982, 2632.096, 260.7988
6.3, 2061.568, 437.668, 465.905, 510.0937, 384.7428, 1797.967, 1140.05, 1099.385, 86.27232, -4.768372e-07, 1000.185, 2245.115, 2538.655, 245.0041
6.4, 2079.301, 423.1367, 443.8945, 806.9411, 368.2438, 1699.108, 1275.886, 1575.021, 80.53308, -4.768372e-07, 941.8718, 2172.222, 2641.537, 230.1659
6.5, 2096.645, 398.4176, 422.9239, 1305.733, 462.5516, 1724.814, 1210.518, 1472.739, 75.17563, -4.768372e-07, 886.9587, 2178.705, 2939.186, 216.2263
6.6, 1991.056, 375.1426, 402.9439, 1291.512, 453.7599, 1629.978, 1148.499, 1467.22, 523.5801, -4.768372e-07, 876.5626, 2039.44, 2986.514, 203.131
6.7, 1989.43, 353.2273, 383.9079, 1235.104, 574.7728, 1581.773, 1089.658, 1371.938, 682.9962, -4.768372e-07, 874.7819, 1992.539, 2871.79, 190.8288
6.8, 2012.107, 332.5923, 365.7711, 1343.243, 550.1246, 1494.801, 1254.169, 1618.035, 678.6749, -4.768372e-07, 836.364, 2345.31, 2768.082, 179.2717
6.9, 1933.196, 396.073, 348.4912, 1482.537, 534.0103, 1412.611, 1510.014, 1521.981, 698.1589, -4.768372e-07, 787.6023, 3215.624, 2821.136, 168.4144
7, 2259.34, 372.935, 413.7249, 1497.01, 587.9611, 1457.285, 1485.595, 1439.325, 717.198, -7.152557e-07, 852.6645, 3455.021, 2723.297, 158.2148
7.1, 2181.987, 351.1486, 398.9608, 1550.939, 874.4573, 1405.819, 1409.483, 1363.269, 669.4866, -4.768372e-07, 864.1496, 3381.531, 2670.46, 148.6328
7.2, 2303.333, 330.635, 380.1129, 1642.572, 922.5914, 1328.522, 1394.191, 1382.928, 624.9491, -3.576279e-07, 869.7967, 3305.235, 2658.491, 139.6312
7.3, 2187.334, 311.3198, 392.5392, 1570.831, 1000.442, 1306.71, 1344.989, 1429.403, 583.3745, -3.576279e-07, 874.4317, 3236.443, 2764.575, 131.1747
7.4, 2077.178, 329.2039, 395.1717, 1632.664, 1056.953, 1543.995, 1294.465, 1336.577, 544.5656, -3.576279e-07, 823.4506, 3082.354, 3178.954, 123.2304
7.5, 2017.427, 393.3769, 376.5028, 1741.737, 1011.627, 1459.1, 1272.431, 1249.779, 508.3385, -2.384186e-07, 795.3286, 2885.327, 3109.126, 115.7672
7.6, 2214.944, 381.1617, 358.7159, 1665.666, 1057.139, 1378.874, 1239.815, 1168.618, 474.5213, -2.384186e-07, 828.6982, 2780.258, 3039.686, 224.507
7.7, 2103.397, 477.0735, 341.7693, 1949.116, 1439.927, 1303.058, 1495.883, 1172.74, 475.2608, -2.384186e-07, 780.3834, 2719.45, 2899.489, 210.9102
7.8, 1997.468, 575.8826, 325.6233, 1987.436, 1577.468, 1231.411, 1448.41, 1096.582, 478.2816, -1.192093e-07, 734.8855, 2717.736, 2877.056, 235.1125
7.9, 1965.949, 542.2404, 310.2401, 2024.153, 1777.546, 1229.313, 1374.203, 1110.742, 446.464, -2.384186e-07, 692.0402, 2544.015, 2806.753, 235.7299
8, 1866.942, 558.443, 295.5836, 1996.166, 1890.75, 1161.721, 1303.799, 1040.926, 416.763, -2.384186e-07, 651.6928, 2525.213, 2744.201, 221.4534
8.1, 1806.286, 525.8195, 281.6195, 2009.09, 1834.347, 1097.845, 1237.001, 986.4161, 389.038, -2.384186e-07, 613.6978, 2392.918, 2655.7, 208.0415
8.199999999999999, 1715.32, 495.1019, 268.3152, 2059.951, 1835.623, 1139.19, 1173.625, 922.3577, 363.1573, -2.384186e-07, 577.918, 2290.715, 2588.575, 390.6699
8.300000000000001, 1628.935, 466.1787, 255.6393, 1969.981, 1889.732, 1076.553, 1113.497, 965.5287, 388.1825, -2.384186e-07, 544.2241, 2250.426, 2597.868, 367.0098
8.4, 1678.796, 563.8132, 243.5623, 1937.833, 1955.261, 1017.36, 1163.859, 902.8267, 376.1797, -2.384186e-07, 512.4948, 2132.894, 2490.11, 344.7826
8.5, 2176.896, 552.4069, 232.0558, 2075.006, 2204.546, 1009.343, 1658.888, 1046.528, 351.1544, -1.788139e-07, 482.6152, 1996.557, 3213.185, 323.9016
8.6, 2412.634, 532.3977, 221.093, 1984.379, 2520.079, 1072.278, 1959.823, 978.5658, 327.7939, -1.192093e-07, 454.4778, 2045.013, 3238.186, 484.2156
8.699999999999999, 2379.774, 662.7179, 210.648, 2108.777, 2412.01, 1013.32, 1946.728, 918.8026, 402.9442, -1.788139e-07, 427.9808, 1964.697, 3118.021, 454.8901
8.800000000000001, 2271.815, 692.8278, 200.6965, 2274.735, 2774.113, 957.604, 2217.064, 859.1351, 376.1384, -1.788139e-07, 403.0286, 1932.675, 2924.372, 427.3406
8.9, 2261.171, 673.9103, 191.2151, 2336.588, 3182.726, 904.9513, 2935.091, 892.0831, 351.1159, -1.788139e-07, 379.5312, 1817.714, 2997.039, 484.1695
9, 2174.587, 634.5414, 182.1816, 2234.536, 3063.343, 855.1936, 3569.869, 882.0388, 1008.988, -1.788139e-07, 357.4038, 1875.231, 3141.154, 454.8468
9.1, 2312.562, 799.528, 173.5749, 2365.168, 2961.424, 808.1718, 4119.573, 824.7588, 1322.072, -1.192093e-07, 336.5664, 2055.364, 2946.068, 531.1644
9.199999999999999, 2196.1, 829.1412, 165.3748, 2322.236, 3009.069, 763.7355, 4443.131, 782.8757, 1234.121, -1.192093e-07, 316.9439, 2406.245, 2763.098, 498.9955
9.300000000000001, 2085.502, 780.7039, 157.5621, 2246.97, 2880.031, 721.7424, 4342.851, 732.0353, 1236.651, -1.192093e-07, 298.4654, 2252.435, 2591.492, 648.1469
9.4, 1986.433, 757.3431, 150.1185, 2318.109, 3266.346, 682.0582, 4188.141, 789.6232, 1166.94, -5.960464e-08, 281.0642, 2186.537, 2597.231, 608.8932
9.5, 2189.301, 713.1002, 143.0266, 2358.428, 3800.536, 653.5893, 3973.569, 738.3445, 1158.412, -8.940697e-08, 264.6776, 2293.003, 2860.069, 586.7829
9.6, 2361.026, 671.4419, 136.2697, 2417.38, 3941.262, 623.6536, 4007.953, 691.2191, 1081.349, -8.940697e-08, 249.2464, 2207.269, 2891.166, 676.578
9.699999999999999, 3052.497, 632.2172, 129.832, 2349.97, 3772.247, 643.7976, 3802.613, 848.8504, 1110.573, -8.940697e-08, 234.7148, 2066.178, 2800.582, 778.0685
9.800000000000001, 2928.292, 595.2839, 123.6984, 2489.785, 3610.481, 854.8667, 3607.793, 793.7255, 1036.693, -8.940697e-08, 221.0304, 1934.106, 2939.461, 730.9464
9.9, 2864.759, 560.5082, 117.8546, 2526.758, 3455.651, 822.3478, 3422.955, 764.1758, 967.7269, -8.940697e-08, 208.1439, 1810.476, 3259.78, 686.678
10, 3129.712, 527.764, 112.2868, 2959.066, 3307.461, 777.132, 3247.586, 714.5498, 903.349, -8.940697e-08, 196.0087, 1694.748, 3057.326, 832.4815
10.1, 3206.46, 496.9328, 106.9821, 2832.303, 3165.626, 734.4024, 3081.202, 715.0953, 916.1705, -1.192093e-07, 184.581, 1843.036, 3525.878, 980.9879
10.2, 3044.98, 467.9027, 101.928, 2708.6, 3029.874, 694.0222, 3060.072, 731.989, 855.2225, -1.192093e-07, 173.8195, 1996.351, 3617.802, 1302.686
10.3, 3109.709, 440.5685, 97.11272, 2590.3, 3306.921, 700.8594, 3242.662, 684.4531, 809.1362, -8.940697e-08, 163.6855, 1868.742, 3712.341, 1506.209
10.4, 3232.32, 414.8311, 92.52488, 2477.166, 3531.593, 662.3235, 3269.72, 640.0044, 901.8348, -8.940697e-08, 154.1423, 2941.877, 3481.781, 1686.79
10.5, 3211.464, 390.5972, 88.15379, 2777.774, 3555.247, 625.9064, 3102.203, 762.6761, 962.675, -8.940697e-08, 145.1555, 3207.073, 3404.827, 1584.633
10.6, 3640.86, 367.7791, 83.98919, 2656.453, 3619.913, 591.4918, 2943.267, 758.2542, 898.6333, -5.960464e-08, 136.6926, 3089.724, 3193.365, 1583.06
10.7, 3584.196, 346.2939, 80.02134, 2540.429, 3612.987, 558.9693, 3282.917, 709.8608, 838.8519, -7.450581e-08, 128.7232, 3071.294, 2995.036, 1576.768
10.8, 3761.753, 541.9844, 76.24094, 2972.839, 3906.385, 528.235, 3114.723, 663.762, 783.0475, -7.450581e-08, 121.2183, 2874.974, 3538.292, 1681.546
10.9, 3887.801, 576.0283, 72.63913, 3205.773, 4906.016, 605.5112, 3236.947, 854.1887, 973.6487, -5.960464e-08, 114.1511, 2893.508, 3318.542, 1874.956
11, 3901.31, 542.3776, 69.20748, 3111.351, 4695.629, 572.2178, 3195.513, 1494.319, 908.8769, -5.960464e-08, 107.4958, 2886.582, 3112.439, 1911.561
11.1, 3783.111, 510.6926, 65.93795, 3067.999, 4494.265, 540.7551, 3031.797, 1552.2, 848.4141, -4.470348e-08, 101.2286, 2746.77, 3098.603, 1816.911
11.2, 3592.589, 480.8586, 62.82289, 2934.002, 4301.536, 511.0224, 2876.469, 1459.354, 791.9734, -2.980232e-08, 95.32676, 2571.193, 2906.16, 1900.701
11.3, 3583.591, 452.7675, 59.85498, 2929.954, 4117.072, 482.9244, 2935.436, 1364.582, 800.5142, -4.470348e-08, 89.76901, 2747.473, 2725.668, 1928.65
11.4, 3403.117, 426.3175, 57.02729, 2801.986, 4058.998, 456.3714, 3321.085, 1305.916, 868.3264, -2.980232e-08, 84.53529, 2608.04, 2556.387, 2009.034
11.5, 3461.062, 408.6815, 54.33318, 3153.197, 4170.309, 431.2784, 3476.927, 1221.109, 810.5612, -2.980232e-08, 79.60671, 2441.331, 2397.619, 2032.759
11.6, 3605.339, 665.3935, 51.76635, 3015.478, 4204.265, 407.5651, 3413.68, 1252.207, 756.6388, -2.980232e-08, 74.96548, 2359.146, 2248.711, 1909.649
11.7, 3478.591, 626.5221, 49.32079, 2883.774, 4023.972, 385.1556, 3238.786, 1245.951, 706.3035, -2.980232e-08, 70.59484, 2208.347, 2109.052, 1793.995
11.8, 3303.406, 589.9215, 46.99076, 2757.823, 4191.449, 363.9783, 3176.88, 1165.038, 659.3168, -2.980232e-08, 66.47901, 2223.572, 1978.066, 1818.285
11.9, 3364.326, 720.4691, 44.7708, 2913.364, 4011.706, 378.8551, 3014.119, 1089.38, 615.4559, -2.235174e-08, 62.60315, 2081.439, 2347.542, 1708.164
12, 3398.17, 852.091, 42.65572, 2786.12, 3951.417, 358.0242, 2859.696, 1103.856, 574.5128, -2.235174e-08, 58.95326, 1984.045, 2410.78, 1708.892
12.1, 3227.035, 802.313, 40.64056, 2805.802, 3781.968, 338.3387, 3130.615, 1032.171, 536.2935, -2.235174e-08, 55.51617, 1960.295, 2261.055, 1605.396
12.2, 3064.518, 763.7884, 38.72061, 2800.378, 4076.297, 319.7356, 3140.87, 1020.415, 500.6166, -2.235174e-08, 52.27946, 1834.991, 3184.826, 1522.976
12.3, 2910.186, 719.1689, 36.89135, 2730.051, 3901.491, 302.1553, 3309.58, 954.1486, 467.3132, -2.235174e-08, 49.23146, 1785.912, 3104.178, 1612.884
12.4, 2763.626, 677.1561, 35.14852, 2886.331, 3885.082, 285.5417, 3140.02, 949.3532, 436.2253, -2.235174e-08, 46.36117, 1671.755, 3261.485, 1515.203
12.5, 2815.541, 637.5975, 33.48801, 2760.267, 3793.038, 269.8415, 3029.235, 887.7017, 407.2055, -2.235174e-08, 43.65822, 1564.895, 3065.22, 1423.438
12.6, 2704.874, 600.35, 31.90596, 2800.922, 3723.571, 255.0046, 3034.444, 830.0539, 380.1162, -2.235174e-08, 41.11285, 1577.544, 3151.714, 1337.23
12.7, 2811.952, 565.2784, 30.39865, 2878.82, 3847.862, 240.9835, 2878.98, 908.9886, 354.8291, -2.980232e-08, 38.71589, 1532.968, 3042.789, 1493.827
12.8, 2670.339, 532.2556, 180.9316, 2757.472, 3777.312, 227.7333, 2750.125, 1038.688, 331.2242, -2.235174e-08, 36.45868, 1465.509, 2872.067, 1545.441
12.9, 2824.471, 501.162, 238.6359, 2697.291, 3822.575, 264.0135, 2877.407, 971.2346, 309.1895, -2.235174e-08, 34.33307, 1451.076, 2785.749, 1470.831
13, 2682.228, 651.3264, 227.3621, 2655.581, 3906.273, 319.1953, 2775.572, 956.5682, 288.6208, -2.235174e-08, 32.33138, 1371.744, 2759.095, 1443.026
13.1, 2547.148, 648.4354, 254.4573, 2656.626, 3738.759, 301.6447, 2784.609, 920.166, 269.4203, -1.862645e-08, 30.44639, 1514.408, 2757.09, 1370.135
13.2, 2546.082, 610.5547, 276.5975, 2579.973, 3716.676, 285.0591, 3080.552, 860.4099, 251.4972, -1.490116e-08, 28.6713, 1807.027, 2814.144, 1287.156
13.3, 2463.679, 574.8869, 293.9595, 2706.473, 3812.116, 270.3882, 3101.716, 1024.588, 234.7664, -1.862645e-08, 26.99971, 1878.426, 2656.57, 1349.645
13.4, 2416.381, 541.3028, 280.0721, 2588.265, 4034.683, 255.5212, 2942.805, 958.0504, 219.1486, -1.862645e-08, 25.42557, 1852.359, 2973.493, 1310.556
13.5, 2501.203, 509.6806, 266.8409, 2608.162, 4037.688, 289.6851, 2792.036, 895.834, 204.5698, -1.862645e-08, 23.94321, 1733.954, 2915.412, 1231.185
13.6, 2485.27, 479.9058, 254.2346, 2709.643, 3864.538, 273.7571, 2838.377, 837.6581, 190.9608, -1.862645e-08, 22.54727, 1623.118, 2874.139, 1156.62
13.7, 2360.109, 451.8704, 242.224, 2591.297, 3901.712, 258.7049, 2765.054, 783.2601, 178.2572, -1.862645e-08, 21.23272, 1665.038, 2695.636, 1086.572
13.8, 2392.202, 425.4727, 232.2927, 2557.71, 3868.54, 244.4803, 2623.392, 732.3948, 166.3987, -1.490116e-08, 19.9948, 1558.607, 2882.473, 1125.384
13.9, 2305.837, 576.0909, 233.5268, 2445.999, 3959.622, 231.0379, 2674.848, 915.5316, 155.3291, -1.490116e-08, 18.82907, 1458.979, 2733.041, 1248.313
14, 2232.757, 603.022, 222.4944, 2386.889, 3809.945, 218.3345, 2841.706, 1485.301, 144.9958, -1.490116e-08, 17.73129, 1467.074, 2563.301, 1172.712
14.1, 2225.688, 650.9683, 211.9832, 2419.429, 3646.562, 206.3297, 2696.116, 2017.949, 204.3449, -1.490116e-08, 16.69752, 1492.464, 2507.995, 1178.555
14.2, 2113.6, 1179.409, 201.9686, 2407.085, 3502.494, 194.9849, 2666.095, 2128.527, 509.9963, -1.490116e-08, 15.72402, 1397.064, 2427.876, 1107.178
14.3, 2097.733, 1666.935, 192.4272, 2301.953, 3531.243, 184.2639, 2682.379, 2058.716, 476.0689, -1.303852e-08, 14.80728, 2084.103, 2478.991, 1040.124
14.4, 1992.089, 1569.555, 183.3364, 2332.888, 3698.93, 174.1323, 2733.188, 2049.975, 553.362, -1.303852e-08, 13.94398, 2516.657, 2325.03, 977.1313
14.5, 1974.98, 1566.693, 174.6752, 2230.997, 3540.308, 164.5579, 2660.787, 1944.334, 873.8975, -1.303852e-08, 13.13102, 2405.683, 2453.048, 1145.907
14.6, 2009.274, 1518.094, 166.4231, 2280.358, 3461.469, 155.5098, 2530.835, 1818.068, 1501.541, -1.303852e-08, 12.36546, 2353.287, 2300.698, 1076.507
14.7, 1926.579, 1429.409, 158.5609, 2368.717, 3470.721, 146.9593, 2702.663, 1819.485, 1462.972, -1.117587e-08, 11.64452, 2424.974, 2258.344, 1102.2
14.8, 2132.559, 1486.074, 151.0701, 2367.766, 3321.885, 138.879, 2637.399, 1729.354, 1365.648, -1.117587e-08, 10.96562, 2426.259, 2281.852, 1035.447
14.9, 2074.901, 1456.041, 204.7927, 2267.965, 3487.201, 131.2429, 2502.276, 1688.231, 1313.689, -1.117587e-08, 10.32631, 2271.169, 2140.134, 1181.765
15, 2019.568, 1370.981, 195.1178, 2299.781, 3486.065, 124.0266, 2466.746, 1600.405, 1226.296, -9.313226e-09, 9.724262, 2189.012, 2078.027, 1110.194
15.1, 1961.048, 1326.596, 185.9, 2199.336, 3460.655, 117.2072, 2370.623, 1508.9, 1144.717, -9.313226e-09, 9.157317, 2049.088, 2071.817, 1042.957
15.2, 1883.291, 1371.117, 177.1176, 2251.252, 3593.246, 110.7627, 2264.314, 1533.029, 1068.565, -7.450581e-09, 8.623427, 2003.826, 1943.144, 979.7926
15.3, 1788.447, 1298.622, 168.7502, 2229.932, 3526.808, 104.6725, 2148.307, 1433.473, 1074.5, -7.450581e-09, 8.120664, 1968.642, 1822.462, 920.4534
