 , C00, C01, C02, C07, C08, C09, C13, C19, C22, C23, C30, C32, C34, C49
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
43.6, 2.467543, 190.1078, 8.357204, 1047.998, 643.1978, 28.84291, 783.3368, 48.18061, 97.77893, 88.66759, 1025.734, 905.4639, 1460.352, 600.8361
43.7, 2.343275, 179.002, 7.96239, 1083.951, 712.8707, 27.25702, 853.2935, 45.05174, 91.27421, 83.61587, 965.9313, 876.0571, 1468.45, 695.033
43.8, 2.225265, 168.545, 7.586227, 1036.608, 682.3004, 25.75832, 809.5767, 42.12605, 85.20221, 78.85196, 959.8455, 820.0587, 1572.182, 652.9397
43.9, 2.113198, 158.6988, 7.227836, 1043.107, 796.7804, 24.34203, 768.0995, 39.39036, 79.53415, 74.35947, 950.0786, 785.4395, 1485.225, 613.3958
44, 2.006775, 149.4278, 26.76421, 1042.383, 818.5278, 23.00362, 728.7474, 36.83233, 74.24316, 70.12292, 894.687, 746.8462, 1431.955, 576.2467
44.1, 1.905712, 140.6985, 25.4998, 1084.363, 783.4266, 21.73879, 691.4114, 34.44041, 69.30415, 66.12776, 867.0526, 718.2421, 1343.022, 541.3475
44.2, 1.809739, 132.4791, 24.29513, 1158.016, 803.2314, 20.54351, 655.9883, 32.20383, 64.6937, 62.36021, 816.5016, 672.3314, 1259.611, 508.5619
44.3, 1.718598, 124.7398, 23.14737, 1109.406, 768.7861, 19.41395, 622.3799, 30.1125, 60.38997, 58.80732, 768.8979, 629.3552, 1305.064, 477.7618
44.4, 1.632048, 117.4527, 22.05383, 1060.952, 832.0886, 18.34649, 590.4935, 28.15698, 56.37254, 55.45684, 724.0696, 589.1262, 1261.786, 610.334
44.5, 1.549856, 110.5913, 21.01196, 1080.679, 796.4058, 17.33773, 618.4156, 26.32845, 52.62236, 52.29726, 681.8549, 551.4686, 1240.018, 573.3704
44.6, 1.471804, 104.1307, 20.0193, 1033.479, 800.051, 16.38444, 586.7322, 24.61866, 49.12167, 49.31769, 705.2101, 516.2182, 1163.005, 538.6453
44.7, 1.397682, 98.04751, 81.91296, 988.341, 765.7422, 15.48356, 556.6721, 23.01991, 45.85386, 46.50787, 664.095, 483.221, 1326.08, 506.0234
44.8, 1.327294, 92.31971, 78.04319, 945.1743, 898.7279, 14.63222, 635.7626, 21.52499, 42.80344, 43.85815, 687.0176, 452.333, 1259.533, 475.3771
44.9, 1.26045, 86.92652, 74.35624, 903.893, 876.4695, 13.82768, 632.4579, 20.12714, 39.95595, 41.35938, 646.9631, 423.4194, 1291.327, 446.5869
45, 1.196972, 81.8484, 70.84348, 864.4147, 1039.608, 13.06738, 690.1097, 18.82008, 37.29789, 39.00298, 609.2438, 396.354, 1249.14, 419.5402
45.1, 1.136691, 77.06693, 67.49666, 938.6723, 995.0262, 12.34889, 654.7533, 17.59789, 34.81665, 36.78084, 573.7236, 415.5385, 1171.56, 394.1316
45.2, 1.079446, 72.56478, 64.30795, 897.6749, 952.3561, 11.6699, 621.2083, 16.45507, 32.50048, 34.6853, 540.2744, 388.9769, 1098.799, 370.2618
45.3, 1.025084, 68.32565, 62.76687, 858.4681, 942.0206, 11.02824, 589.3818, 15.38647, 30.33839, 32.70914, 508.7753, 364.1131, 1166.707, 347.8377
45.4, 0.9734601, 64.33415, 59.80161, 820.9738, 901.6236, 10.42187, 630.8077, 14.38726, 28.32014, 30.84558, 479.1126, 340.8386, 1094.247, 326.7716
45.5, 0.9244356, 60.57584, 56.97644, 825.1428, 862.959, 9.848835, 663.249, 13.45295, 26.43615, 29.08819, 451.1794, 319.0519, 1026.287, 343.2599
45.6, 0.8778801, 57.03708, 54.28474, 829.4688, 848.9456, 9.307308, 629.2687, 12.5793, 24.67749, 27.43093, 424.8747, 298.6577, 962.5483, 322.471
45.7, 0.8336691, 53.70506, 51.7202, 793.241, 812.5399, 8.795557, 685.575, 11.7624, 23.03582, 25.86809, 400.1036, 279.5672, 902.7678, 302.9412
45.8, 0.7916847, 50.56768, 49.27681, 758.5955, 777.6955, 8.311944, 650.4509, 10.99854, 21.50337, 40.67062, 404.4869, 261.697, 846.7001, 473.649
45.9, 0.7518146, 47.61359, 46.94886, 803.97, 744.3453, 7.854922, 617.1262, 10.28429, 20.07286, 38.35346, 380.9045, 244.9691, 794.1146, 444.9634
46, 0.7139524, 44.83207, 44.73088, 768.8558, 827.5421, 7.423028, 585.5089, 9.616422, 18.73752, 36.16832, 402.8033, 229.3104, 744.795, 490.6479
46.1, 0.6779971, 42.21304, 42.61769, 758.3743, 792.0543, 7.014882, 555.5115, 8.991926, 17.49101, 34.10767, 379.3191, 214.6526, 783.5861, 460.9328
46.2, 0.6438524, 39.74701, 40.60432, 725.2516, 758.0883, 6.629177, 527.0509, 8.407986, 16.32742, 32.16443, 357.204, 200.9318, 840.5358, 433.0173
46.3, 0.6114274, 37.42505, 38.68608, 720.355, 725.579, 6.26468, 500.0484, 7.861966, 15.24124, 30.3319, 349.2863, 188.088, 788.3331, 406.7925
46.4, 0.5806352, 35.23873, 36.85846, 688.8929, 694.4637, 5.920224, 474.4294, 7.351406, 14.22732, 28.60378, 328.9221, 176.0653, 739.3726, 382.1559
46.5, 0.5513939, 33.18013, 35.11717, 658.8049, 664.6828, 5.594708, 450.1229, 6.874001, 13.28085, 26.97412, 309.7453, 164.811, 693.4528, 371.1292
46.6, 0.5236251, 31.24179, 33.45815, 722.1511, 863.807, 5.28709, 427.0617, 6.427599, 12.39735, 25.4373, 291.6866, 304.4716, 703.9003, 348.6525
46.7, 0.4972548, 29.41669, 31.87751, 690.6105, 826.7641, 4.996386, 405.182, 6.010188, 11.57262, 23.98804, 437.3598, 340.9605, 660.1835, 327.5371
46.8, 0.4722125, 27.69821, 30.37154, 660.4474, 791.3097, 4.721665, 384.4233, 5.619883, 10.80275, 22.62135, 452.2332, 319.166, 619.1819, 317.7484
46.9, 0.4484314, 26.08012, 28.93672, 843.7349, 757.3757, 4.46205, 364.7281, 5.254924, 10.0841, 21.33253, 473.3828, 298.7645, 580.7267, 324.8784
47, 0.4258479, 24.55655, 27.56968, 806.884, 724.8969, 81.60711, 346.0419, 4.913667, 9.413257, 20.11713, 527.5393, 279.6672, 544.6599, 422.0518
47.1, 0.4044018, 23.12199, 26.26722, 771.6426, 815.349, 232.8246, 328.3131, 4.594571, 8.787042, 18.97098, 496.7827, 261.7906, 570.3642, 396.4911
47.2, 0.3840357, 21.77123, 40.48545, 737.9404, 780.3841, 220.023, 311.4926, 4.296196, 8.202485, 17.89013, 467.8192, 245.0566, 534.9409, 372.4785
47.3, 0.3646953, 20.49939, 38.57282, 705.7101, 819.7729, 207.9253, 295.5339, 4.017199, 7.656816, 16.87087, 479.4026, 229.3924, 524.9169, 423.1657
47.4, 4.797628, 19.30184, 36.75055, 674.8876, 784.6183, 196.4928, 361.2704, 3.75632, 7.147448, 15.90967, 451.4524, 214.7294, 492.3162, 397.5375
47.5, 4.556015, 18.17426, 35.01436, 645.4113, 750.9713, 223.136, 342.7614, 3.512382, 6.671966, 15.00324, 432.5874, 201.0036, 493.8207, 373.4615
47.6, 4.32657, 17.11254, 33.3602, 617.2224, 718.7671, 210.8671, 325.2007, 3.284286, 6.228115, 14.14845, 407.3667, 188.1553, 463.1513, 350.8435
47.7, 4.108679, 16.11285, 31.78418, 590.2646, 687.944, 199.2729, 308.5397, 3.071003, 5.81379, 13.34235, 487.7638, 176.1282, 434.3866, 329.5954
47.8, 3.901762, 15.17156, 30.28262, 564.4843, 658.4426, 188.3161, 326.7908, 2.87157, 5.427029, 12.58219, 459.3261, 164.8699, 407.4084, 433.6848
47.9, 3.705265, 14.28526, 28.852, 576.0887, 630.2064, 177.9618, 310.0482, 2.685089, 5.065997, 11.86534, 432.5465, 154.3313, 382.1057, 514.737
48, 34.45453, 13.45073, 27.48896, 557.4484, 603.1811, 168.1767, 294.1635, 2.510717, 4.728982, 11.18932, 463.1039, 144.4662, 394.35, 490.8557
48.1, 52.70276, 12.66496, 26.19032, 533.1014, 577.3147, 158.9297, 279.0926, 2.34767, 4.414388, 10.55182, 436.104, 135.2318, 369.8583, 461.128
48.2, 50.0486, 11.92509, 24.95302, 509.8177, 572.3737, 150.1912, 264.7938, 2.195211, 4.120721, 9.950647, 410.6783, 126.5876, 346.8878, 433.2007
48.3, 47.5281, 11.22844, 23.77418, 487.5509, 547.8284, 141.9331, 451.0961, 2.052653, 3.846591, 9.383721, 386.7349, 118.496, 325.3438, 450.9692
48.4, 73.22475, 10.57249, 22.65103, 466.2567, 609.0103, 134.1291, 427.9851, 63.17554, 3.590698, 8.849095, 364.1875, 355.1348, 305.1379, 423.6572
48.5, 69.53708, 9.954861, 21.58094, 593.7895, 582.8939, 126.7542, 525.1277, 337.7648, 3.351827, 8.344929, 361.9127, 1241.081, 426.6155, 531.7808
48.6, 66.03512, 9.373311, 20.56141, 567.8552, 589.7798, 119.7847, 770.9777, 315.8302, 3.128848, 7.869487, 405.6684, 1688.719, 450.5799, 540.5699
48.7, 62.70952, 8.825735, 19.59004, 635.0123, 634.5886, 113.1985, 731.4781, 295.32, 2.920702, 7.421133, 382.0171, 1786.468, 698.1461, 507.8314
48.8, 115.5165, 8.310147, 18.66456, 607.2775, 651.0178, 106.9744, 694.0023, 323.9251, 2.726403, 6.998323, 359.7448, 1672.275, 708.9278, 664.7442
48.9, 109.699, 414.3224, 17.7828, 585.6578, 686.1927, 101.0926, 806.7717, 302.8892, 404.1975, 6.599602, 388.2985, 1695.666, 664.8988, 624.4853
49, 104.1744, 390.1183, 16.9427, 560.0787, 656.7665, 95.53413, 843.5826, 295.2241, 412.7476, 6.223598, 380.2646, 2384.612, 650.1981, 1062.445
49.1, 98.92809, 408.9762, 16.14228, 535.6168, 628.6021, 90.2813, 899.3267, 276.0521, 393.0587, 5.869016, 558.5222, 2870.924, 609.8166, 1133.129
49.2, 93.94596, 385.0844, 15.37968, 641.8755, 640.6394, 85.31729, 853.2514, 258.1251, 604.1452, 5.534636, 525.9592, 2895.4, 571.9431, 1322.007
49.3, 89.21474, 370.7667, 14.65311, 613.8411, 613.1666, 80.62622, 809.5367, 271.8741, 775.063, 5.219307, 495.2947, 2716.087, 536.4217, 1241.942
49.4, 122.6464, 413.6432, 13.96086, 587.031, 605.4937, 76.19308, 768.0616, 254.2185, 723.5021, 4.921944, 466.418, 2799.772, 550.9824, 1166.726
49.5, 177.905, 738.8842, 13.30132, 561.3919, 654.5441, 72.0037, 728.7114, 237.7094, 675.3713, 4.641522, 466.2844, 2620.808, 516.7629, 1096.066
49.6, 236.0831, 816.0752, 12.67293, 536.8726, 626.475, 68.04466, 691.3773, 222.2724, 630.4423, 4.377077, 439.0991, 2492.824, 497.1116, 1173.093
49.7, 224.1937, 776.4539, 12.07423, 513.4243, 599.6097, 64.30331, 713.2896, 207.8379, 588.5023, 4.127698, 413.4987, 2499.157, 466.2378, 1102.047
49.8, 212.9031, 731.0945, 11.50382, 491, 618.6174, 60.76767, 676.7455, 194.3408, 570.0518, 3.892528, 389.3909, 2364.282, 1215.452, 1049.465
49.9, 237.0962, 688.385, 10.96035, 469.5551, 736.0844, 129.8807, 667.8221, 181.7202, 1580.447, 3.670756, 366.6886, 2225.903, 1618.643, 985.9065
50, 334.9306, 648.1705, 10.44256, 449.0469, 736.4023, 122.7394, 633.6075, 169.9192, 2702.581, 3.461619, 345.3099, 2127.572, 1742.028, 1276.894
50.1, 318.0631, 610.3052, 9.949224, 429.4344, 704.8229, 115.9907, 601.1459, 158.8845, 2979.006, 3.264398, 325.1776, 2053.868, 1795.276, 1199.562
50.2, 302.0451, 696.2285, 9.479199, 410.6785, 674.5977, 109.6131, 570.3473, 178.012, 3078.198, 3.078413, 306.2191, 1958.846, 1706.285, 1126.912
50.3, 286.8338, 760.4721, 9.03138, 392.7417, 675.6109, 103.5862, 541.1266, 166.4518, 2914.305, 2.903024, 288.3659, 1859.196, 1629.089, 1058.663
50.4, 272.3886, 716.0464, 8.604715, 375.5884, 646.6384, 97.89059, 660.3731, 155.6423, 2880.137, 2.737628, 271.5536, 1876.219, 1527.912, 1109.103
50.5, 258.6708, 682.5907, 8.198208, 415.7437, 618.9084, 92.5082, 626.5402, 189.9646, 2688.537, 2.581655, 375.536, 1809.001, 1433.019, 1041.932
50.6, 309.3324, 642.7147, 7.810905, 397.5857, 592.3676, 87.42175, 594.4406, 177.6282, 2631.014, 2.434568, 353.6415, 1711.726, 1429.724, 978.8297
50.7, 293.7541, 605.1682, 7.441899, 380.2208, 566.9648, 82.61497, 688.1512, 166.0929, 2498.44, 2.295862, 333.0235, 1830.654, 1340.929, 919.5488
50.8, 278.9603, 670.1807, 7.090326, 382.3397, 542.6515, 78.07249, 652.8951, 188.1022, 2502.833, 2.165058, 313.6075, 1713.636, 1257.649, 929.2804
50.9, 264.9116, 641.0139, 6.755362, 367.9475, 616.8365, 73.77976, 619.4453, 175.8867, 2473.293, 2.041706, 408.8746, 1678.708, 1269.995, 876.6536
51, 251.5703, 603.5668, 6.436223, 405.2362, 590.3845, 69.72307, 587.7092, 164.4645, 2485.829, 1.925383, 470.9627, 1703.881, 1191.12, 865.1573
51.1, 238.901, 568.3073, 6.13216, 584.3909, 565.0668, 65.88943, 557.5991, 153.7841, 2320.46, 1.815686, 443.5046, 1609.256, 1117.143, 867.7048
51.2, 226.8697, 535.1075, 5.842462, 647.6375, 740.7751, 62.26657, 529.0315, 185.1025, 2259.923, 1.71224, 417.6474, 1590.895, 1081.666, 815.154
51.3, 215.4443, 503.8473, 5.56645, 619.3514, 709.0082, 58.84292, 501.9276, 173.0818, 2151.582, 1.614687, 393.2977, 1538.004, 1192.321, 765.7858
51.4, 204.5943, 474.4132, 5.303477, 592.3007, 731.9185, 55.60751, 476.2122, 161.8418, 2128.251, 1.522692, 370.3676, 1439.693, 1144.092, 719.4076
51.5, 194.2907, 446.6986, 5.052928, 568.5916, 700.5314, 52.55, 451.8144, 151.3317, 2050.365, 1.435939, 348.7744, 1381.395, 1073.037, 757.2273
51.6, 184.506, 420.6031, 4.814216, 543.7578, 670.4903, 49.6606, 428.6666, 230.5637, 1913.965, 1.354128, 328.4402, 1348.531, 1091.248, 733.6732
51.7, 175.2141, 396.0321, 4.586781, 520.0087, 648.316, 46.93007, 406.7047, 1119.213, 1871.67, 1.276978, 309.2914, 1279.738, 1093.805, 777.8723
51.8, 166.3902, 372.8964, 7.358171, 497.2969, 620.5141, 44.34968, 385.8679, 1265.018, 1841.472, 1.204224, 291.2591, 1212.081, 1086.655, 730.7621
51.9, 158.0106, 351.1123, 7.010553, 475.577, 711.0817, 41.91116, 366.0987, 1428.198, 1718.968, 1.135615, 274.2781, 1174.698, 1126.74, 694.2813
52, 150.053, 330.6008, 6.679358, 454.8058, 687.4419, 39.60673, 347.3423, 1335.45, 1824.689, 1.070915, 258.2871, 1099.61, 1067.618, 876.1937
52.1, 142.4962, 311.2876, 6.363809, 434.9417, 657.9621, 37.429, 329.5469, 1332.362, 1836.916, 1.009901, 243.2285, 1111.317, 1018.044, 823.1288
52.2, 173.2166, 324.6283, 6.063168, 415.9453, 633.1938, 35.37101, 312.6632, 1245.838, 1714.716, 0.9523627, 229.0478, 1080.063, 1038.473, 773.2776
52.3, 187.8978, 305.6639, 5.776729, 397.7785, 632.7497, 33.42618, 296.6445, 1164.932, 1727.864, 0.8981031, 215.6938, 1083.861, 1047.648, 726.4457
52.4, 192.4279, 331.751, 5.503822, 380.4052, 605.6153, 31.58828, 281.4464, 1089.281, 1714.421, 0.8469347, 203.1184, 1014.579, 982.5825, 682.45
52.5, 182.737, 312.3706, 5.243809, 363.7906, 579.6445, 29.85144, 267.0271, 1102.62, 1617.604, 0.7986817, 1074.03, 982.2827, 921.5578, 641.1188
52.6, 173.5342, 294.1223, 4.996078, 348.2861, 554.7874, 28.21009, 253.3464, 1031.016, 1610.075, 0.7531778, 1430.658, 967.3053, 864.3231, 602.2907
52.7, 164.7948, 276.9401, 4.760052, 333.0744, 530.9962, 26.659, 240.3667, 964.0609, 1573.803, 0.7102664, 1538.307, 952.2208, 1063.693, 565.8142
52.8, 156.4956, 348.2815, 4.535175, 318.5271, 559.4935, 25.19318, 228.052, 901.4542, 1469.106, 0.6697999, 1523.788, 924.3846, 997.6305, 531.5468
52.9, 148.6143, 327.9354, 4.320923, 304.6151, 535.5006, 135.0625, 216.3682, 896.1777, 1436.765, 0.6316388, 1500.096, 865.297, 935.6712, 499.3548
53, 203.2594, 308.7779, 4.116792, 386.5432, 563.3173, 127.6362, 205.283, 869.5067, 1359.617, 0.595652, 1412.638, 832.5411, 877.56, 469.1124
53.1, 193.0231, 290.7395, 58.82488, 369.6606, 539.1603, 188.9113, 194.7657, 813.0405, 1395.949, 0.5617154, 1330.278, 779.3242, 823.0579, 440.7015
53.2, 183.3022, 273.7549, 56.04585, 367.3308, 516.0394, 210.9431, 184.7872, 760.2411, 1303.083, 0.5297124, 1385.38, 729.509, 830.3067, 414.0114
53.3, 174.0709, 257.7625, 53.39811, 379.7166, 493.9099, 456.6704, 175.32, 710.8707, 1216.396, 3.628458, 1304.609, 682.8781, 956.9833, 388.9376
53.4, 165.3045, 249.7418, 50.87546, 363.1321, 472.7294, 431.5609, 166.3378, 723.9815, 1261.882, 583.0916, 1228.548, 686.8169, 1109.33, 365.3824
53.5, 290.8019, 235.1522, 48.47198, 347.272, 452.4572, 407.8321, 157.8158, 746.5077, 1177.936, 1110.76, 1156.921, 720.1398, 1040.434, 477.6277
53.6, 370.4247, 221.415, 46.18204, 364.8549, 433.0543, 385.4079, 149.7304, 698.0291, 1099.574, 1318.37, 1089.47, 674.1077, 975.8161, 486.2452
53.7, 433.7978, 208.4802, 48.21386, 348.9195, 414.4835, 377.6758, 142.0592, 714.5306, 1191.069, 1243.257, 1025.952, 631.018, 915.2117, 456.7967
53.8, 427.9593, 196.3011, 113.6256, 354.4797, 562.7865, 498.526, 134.7811, 668.1286, 1631.222, 1389.495, 1048.907, 605.5305, 858.3712, 429.1317
53.9, 676.0125, 184.8335, 108.2577, 338.9975, 597.6201, 536.0814, 127.8759, 624.7399, 1767.776, 1310.331, 987.7537, 566.8244, 805.0608, 403.1422
54, 683.4952, 174.0357, 103.1433, 324.1915, 690.6323, 725.9158, 121.3244, 584.1689, 1723.639, 1235.676, 1023.519, 560.3188, 755.0613, 378.7267
54.1, 649.0737, 322.0798, 98.27058, 310.0321, 710.9602, 686.0022, 115.1086, 589.8589, 1788.382, 1165.275, 963.8456, 524.5027, 738.3141, 367.3012
54.2, 735.8408, 303.2643, 93.62804, 296.4912, 680.4719, 692.8756, 109.2112, 628.4606, 1693.63, 1240.862, 907.6514, 490.9759, 692.4601, 345.0564
54.3, 698.7831, 316.059, 89.71719, 411.644, 651.291, 654.7787, 103.616, 587.648, 1687.979, 1186.465, 902.5159, 554.7714, 649.4539, 324.1587
54.4, 663.5917, 310.2527, 125.238, 440.6137, 623.3615, 618.7765, 98.30738, 561.7645, 1575.687, 1118.867, 849.8974, 519.3098, 653.597, 379.9119
54.5, 630.1725, 382.2451, 119.3215, 421.3695, 596.6296, 646.3062, 93.27079, 525.2832, 1621.144, 1055.121, 800.3466, 486.115, 613.0045, 406.2786
54.6, 672.1519, 398.4644, 234.3861, 604.4036, 571.0442, 869.3752, 88.49224, 609.1558, 2753.017, 1384.498, 937.0883, 628.4639, 660.0038, 509.24
54.7, 924.0709, 470.345, 223.3131, 578.0057, 874.2106, 860.8085, 83.95851, 856.912, 4187.107, 2026.418, 1016.42, 701.3821, 619.0134, 478.3989
54.8, 955.7557, 442.8681, 229.3887, 552.7607, 1016.822, 1012.421, 79.65706, 812.0969, 4632.026, 2316.483, 970.2718, 799.5496, 580.5687, 549.5392
54.9, 907.6229, 416.9964, 264.2187, 528.6184, 1004.119, 1051.044, 75.57598, 799.7888, 4561.148, 2288.659, 913.7029, 748.4416, 606.2451, 516.2574
55, 861.9141, 392.636, 251.7364, 505.5305, 961.059, 1042.753, 71.70399, 747.85, 4418.818, 2208.709, 877.9517, 700.6004, 816.9386, 573.481
55.1, 818.5072, 369.6988, 314.1917, 483.451, 919.8455, 995.6414, 68.03036, 826.624, 4420.94, 2090.646, 836.9489, 673.6897, 766.2015, 538.7493
55.2, 777.2863, 348.1015, 299.3485, 462.3358, 880.3995, 940.8972, 64.54496, 772.9426, 4320.201, 2004.3, 902.9466, 676.8882, 718.6154, 506.121
55.3, 738.1414, 327.7659, 285.2066, 470.4039, 842.645, 889.1631, 61.23812, 722.7473, 4380.423, 2118.781, 1157.604, 647.5782, 673.9848, 722.6611
55.4, 700.9678, 308.6182, 271.7327, 449.8586, 806.5096, 840.2736, 58.1007, 798.0917, 4178.749, 1998.066, 1412.412, 606.1843, 632.126, 678.8947
55.5, 665.6663, 290.5892, 258.8954, 430.2106, 771.9238, 1552.251, 55.12402, 813.4782, 4120.474, 1894.272, 1499.632, 622.6202, 668.8873, 737.2675
55.6, 632.1427, 273.6133, 246.6646, 411.4208, 738.8211, 2555.724, 52.29984, 814.6315, 3846.36, 1901.668, 1569.361, 582.8217, 627.3451, 692.6163
55.7, 600.3073, 257.6292, 235.0116, 393.4516, 707.138, 3607.287, 49.62036, 761.7288, 3794.885, 1890.916, 1477.865, 545.5671, 588.3829, 650.6694
55.8, 570.0752, 242.5789, 223.909, 376.2673, 676.8135, 3532.024, 47.07815, 712.2617, 3997.642, 1783.183, 1501.264, 510.6939, 551.8406, 611.2629
55.9, 541.3656, 228.4077, 213.331, 359.8335, 647.7895, 3570.723, 44.66619, 666.007, 3827.808, 1844.186, 1495.769, 478.0498, 517.5677, 648.7398
56, 514.1019, 215.0645, 203.2528, 344.1174, 620.0101, 3492.223, 42.3778, 622.7562, 3651.022, 1739.116, 1420.577, 447.4924, 485.4235, 609.4502
56.1, 488.2112, 202.5007, 193.6506, 329.0878, 593.4221, 3369.508, 40.20666, 624.8719, 3503.321, 1651.839, 1337.754, 418.8882, 455.2755, 572.5401
56.2, 463.6243, 190.6709, 184.5021, 348.2768, 567.9741, 3289.436, 38.14674, 584.2924, 3382.457, 1557.727, 1290.859, 392.1124, 427, 537.8654
56.3, 440.2757, 179.5322, 175.7858, 333.0655, 543.6175, 3145.708, 36.19237, 546.3481, 3226.527, 1599.94, 1334.229, 367.0482, 400.4806, 505.2906
56.4, 418.103, 169.0441, 167.4812, 318.5186, 520.3054, 2972.745, 34.33812, 527.8339, 3147.209, 1561.712, 1256.441, 343.5861, 375.6082, 474.6887
56.5, 397.0469, 159.1688, 159.569, 304.607, 497.9929, 2863.625, 32.57887, 493.5561, 3083.049, 1472.735, 1231.227, 321.6237, 352.2805, 445.9402
56.6, 377.0512, 149.8704, 152.0306, 291.303, 476.6373, 2706.172, 30.90975, 461.5043, 3019.678, 1405.688, 1225.245, 301.0652, 330.4016, 418.9327
56.7, 358.0625, 141.1152, 144.8483, 278.58, 549.9463, 2786.124, 29.32615, 431.5339, 2927.879, 1325.6, 1239.004, 281.8208, 309.8816, 475.7598
56.8, 340.0301, 132.8714, 138.0053, 266.4128, 575.9858, 2646.566, 27.82368, 403.5099, 3051.733, 1269.451, 1166.767, 263.8065, 290.6359, 502.7259
56.9, 322.9059, 125.1092, 131.4856, 254.777, 551.2856, 2501.048, 26.39819, 377.3057, 2848.717, 1253.019, 1128.677, 246.9437, 272.5856, 472.2793
57, 306.644, 117.8005, 125.2739, 243.6494, 527.6447, 2409.692, 25.04572, 352.8033, 2759.925, 1181.63, 1062.872, 231.1588, 255.6562, 443.6767
57.1, 291.2011, 110.9188, 119.3557, 233.0078, 505.0175, 2477.14, 23.76255, 329.892, 2576.322, 1407.459, 1000.905, 216.3829, 239.7784, 416.8063
57.2, 276.5359, 104.4391, 113.717, 222.831, 483.3607, 2340.937, 22.54512, 308.4687, 2574.85, 1327.271, 942.55, 202.5515, 224.8866, 391.5633
57.3, 262.6093, 98.33788, 108.3448, 213.0986, 462.6325, 2240.594, 21.39007, 288.4365, 2483.883, 1251.651, 971.2432, 189.6042, 210.9197, 367.849
57.4, 249.384, 92.59312, 103.2263, 203.7914, 442.7933, 2186.884, 20.29419, 269.7053, 2557.982, 1270.082, 914.6177, 581.3846, 197.8202, 345.571
57.5, 236.8247, 87.18395, 98.34963, 194.8906, 423.8048, 2066.641, 19.25445, 252.1905, 2387.812, 1197.721, 861.2936, 1669.55, 185.5343, 324.6422
57.6, 224.898, 82.09078, 93.70336, 186.3786, 436.8921, 2131.497, 18.26799, 235.8131, 2241.192, 1233.553, 827.9572, 2607.475, 174.0114, 304.9809
57.7, 213.5719, 77.29515, 101.4575, 178.2383, 459.4202, 2064.109, 17.33206, 220.4992, 2193.145, 1165.449, 844.8138, 2713.837, 163.2042, 286.5104
57.8, 202.8162, 72.77967, 104.5588, 170.4536, 439.7187, 1967.078, 16.44409, 206.1799, 2047.247, 1129.053, 795.5594, 2694.615, 153.0682, 269.1584
57.9, 192.6022, 68.52798, 99.61922, 306.5016, 420.8621, 1990.663, 15.6016, 192.7905, 1911.054, 1064.727, 749.1767, 2680.496, 225.4177, 252.8574
58, 182.9025, 64.52467, 95.45904, 293.1149, 402.8141, 1881.208, 14.80229, 180.2705, 1982.782, 1160.972, 705.4982, 2625.441, 298.1885, 237.5436
58.1, 173.6913, 60.75523, 90.94933, 280.3128, 385.5401, 1878.087, 14.04392, 168.5637, 1957.925, 1104.031, 700.8391, 2457.62, 279.6691, 223.1573
58.2, 164.9441, 57.20599, 128.7593, 325.1906, 369.0069, 1859.834, 13.3244, 157.617, 1827.674, 1041.13, 838.7061, 2444.93, 351.029, 209.6422
58.3, 156.6373, 53.8641, 122.6764, 310.9875, 353.1826, 1757.573, 12.64175, 147.3813, 1747.504, 981.8127, 789.8078, 2514.078, 329.2279, 196.9456
58.4, 148.7489, 50.71743, 116.8809, 297.4049, 338.037, 1660.935, 11.99408, 137.8103, 1892.909, 925.8751, 884.3476, 3213.338, 308.7807, 185.018
58.5, 141.2578, 47.75459, 111.3591, 284.4155, 337.4077, 1646.917, 11.37958, 128.8608, 1766.984, 993.67, 832.7883, 3393.559, 289.6034, 173.8128
58.6, 134.1439, 44.96483, 106.0983, 362.1064, 322.9385, 1556.364, 10.79657, 120.4925, 1649.435, 937.0569, 878.4788, 3257.138, 271.6172, 163.2862
58.7, 127.3882, 42.33805, 101.0859, 346.2911, 383.5415, 1470.789, 10.24343, 112.6676, 1653.13, 883.6693, 882.2026, 3237.528, 254.748, 153.3971
58.8, 120.9728, 39.86472, 96.31039, 331.1665, 367.0939, 1394.358, 9.718627, 105.3509, 1655.873, 920.3932, 830.7684, 3067.741, 238.9265, 144.1069
58.9, 114.8805, 37.53587, 93.51278, 316.7025, 351.3517, 1422.144, 9.220712, 98.50939, 1545.717, 867.955, 782.3329, 2915.448, 252.1299, 135.3794
59, 109.095, 35.34308, 136.1499, 302.8702, 339.0297, 1928.833, 8.748306, 92.11214, 1470.437, 835.4415, 788.8749, 2807.802, 236.471, 127.1804
59.1, 103.6009, 33.27839, 129.7179, 289.6421, 324.491, 1953.795, 8.300103, 86.13033, 1372.616, 810.405, 745.7569, 2628.324, 276.4463, 119.478
59.2, 98.38343, 31.33431, 123.5897, 276.9917, 310.5757, 2101.32, 7.874863, 80.53697, 1281.303, 764.2332, 832.9453, 2679.505, 651.5231, 112.242
59.3, 93.42874, 29.5038, 120.5506, 264.8939, 430.8747, 2088.147, 7.471409, 75.30685, 1264.884, 720.6919, 784.3828, 2508.228, 611.0593, 105.4443
59.4, 88.72357, 27.78023, 114.8555, 253.3244, 412.3973, 2059.75, 120.2868, 70.41638, 1212.789, 745.6583, 738.6517, 2347.899, 573.1086, 99.0583
