 , C000, C001, C002, C003, C004, C006, C009, C013, C017, C019, C020, C023, C030, C040, C047, C049, C069, C071, C112
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
123.5, 9.447365, 202.5648, 229.0549, 231.1475, 36.13478, 39.81267, 107.8857, 4.443297, 84.40961, 342.632, 164.1888, 71.42218, 244.5387, 18.88126, 274.9632, 393.2392, 107.6967, 1.140635, 596.2338
123.6, 8.957651, 192.0959, 217.659, 300.1083, 33.82387, 37.5544, 147.7449, 4.235196, 112.5906, 321.6884, 154.8062, 80.43821, 233.1201, 18.01503, 261.5673, 366.2893, 102.3681, 59.09879, 570.0173
123.7, 8.493322, 182.1682, 206.8302, 283.782, 31.66074, 35.42422, 140.5265, 4.036842, 107.243, 535.569, 145.9598, 75.32253, 222.2347, 17.18855, 248.8239, 341.1863, 97.30318, 55.67527, 544.9535
123.8, 8.053062, 190.2698, 196.54, 268.3439, 29.63595, 33.41488, 133.6608, 3.847777, 170.4422, 502.8319, 137.619, 70.5322, 351.2497, 16.39998, 292.2502, 317.8037, 92.48883, 52.45007, 520.9918
123.9, 7.635624, 180.4364, 186.7618, 253.7457, 27.74065, 31.5195, 127.1305, 3.667567, 162.347, 472.0959, 129.7547, 66.04652, 351.8216, 15.64759, 432.3289, 366.0604, 87.91268, 49.4117, 498.0837
124, 7.239824, 171.1112, 177.4701, 239.9416, 25.96656, 47.86681, 123.5468, 3.495798, 154.6362, 627.1077, 122.3399, 74.18785, 429.4742, 14.92972, 472.9214, 372.7079, 83.56295, 46.54934, 476.1829
124.1, 6.86454, 162.2679, 168.6407, 226.8884, 24.30593, 45.15169, 117.5106, 3.332073, 224.9516, 588.7751, 115.3488, 69.46968, 478.9247, 14.24478, 491.4875, 347.1651, 79.42844, 43.85279, 455.2451
124.2, 6.50871, 158.3626, 184.9714, 220.8294, 22.7515, 42.59058, 111.7694, 3.176016, 256.1277, 561.2826, 197.948, 65.05157, 456.5615, 13.59126, 467.5427, 379.707, 75.49849, 41.31245, 569.9078
124.3, 6.171324, 174.9092, 259.6695, 208.816, 21.29648, 40.17474, 117.3881, 3.027268, 243.9628, 526.9737, 186.6362, 60.91445, 435.2426, 12.96773, 444.7644, 353.6845, 71.76299, 38.91927, 695.2124
124.4, 5.851428, 165.8697, 246.7505, 197.4562, 19.93451, 37.89593, 111.6528, 2.885487, 232.3756, 597.2913, 175.9709, 57.04044, 414.9191, 12.3728, 582.1932, 329.4454, 68.2123, 36.66472, 664.6438
124.5, 5.548113, 192.9884, 234.4743, 186.7143, 18.65965, 35.74638, 106.1978, 2.750346, 221.3388, 630.8112, 165.9151, 53.4128, 473.0274, 11.80517, 553.8292, 438.5684, 64.8373, 34.54078, 688.1273
124.6, 5.260521, 183.0145, 222.8088, 176.5568, 190.7793, 33.71876, 101.0092, 2.621534, 210.8262, 592.2523, 178.0525, 50.01587, 450.9396, 11.26358, 526.8471, 408.5119, 61.62929, 93.81168, 657.8702
124.7, 4.987836, 173.556, 211.7237, 166.9519, 178.5785, 31.80615, 96.07421, 2.498755, 200.8129, 660.6254, 194.8239, 46.83498, 429.8832, 10.74683, 501.1796, 380.5153, 58.58001, 88.37729, 628.9436
124.8, 4.729287, 164.5864, 201.1901, 157.8695, 167.1579, 30.00203, 91.38029, 2.381726, 260.8517, 620.2441, 183.6907, 43.85639, 409.81, 10.25379, 476.7625, 401.3252, 55.68159, 83.2577, 601.2888
124.9, 4.484139, 156.0804, 191.1806, 149.2812, 156.4677, 28.30024, 86.9157, 2.270179, 248.4624, 589.2057, 173.1937, 41.06723, 390.6741, 9.783376, 453.535, 373.8211, 52.92658, 78.43468, 682.5337
125, 4.251699, 148.014, 181.669, 141.1601, 146.4612, 26.69499, 97.10075, 2.163855, 236.6615, 553.19, 184.1047, 38.45545, 372.4318, 9.334538, 431.4392, 348.2019, 50.30789, 122.9203, 676.8251
125.1, 4.031308, 140.3644, 172.6307, 133.4808, 140.1869, 25.18078, 108.6568, 2.062512, 234.6604, 694.5595, 173.584, 36.00978, 427.2977, 8.906293, 410.4198, 393.7002, 47.81876, 115.7997, 647.0649
125.2, 3.822341, 133.1102, 164.042, 126.2193, 220.5355, 23.75247, 152.4066, 1.965914, 223.5151, 652.1039, 163.6646, 33.71964, 407.3453, 8.497694, 390.4245, 424.587, 45.45279, 109.0915, 618.6134
125.3, 3.624206, 126.2309, 158.6572, 119.3528, 206.4316, 22.40517, 144.9604, 1.873841, 212.8991, 612.2435, 154.312, 31.57515, 392.862, 8.107841, 371.4034, 395.4887, 43.20388, 102.772, 717.2426
125.4, 3.436342, 119.7071, 150.7638, 112.8598, 193.2298, 21.13429, 137.8781, 1.78608, 217.2856, 574.8196, 145.4938, 29.56705, 374.5175, 7.735873, 353.3089, 368.3846, 41.06624, 96.81852, 685.7053
125.5, 3.258216, 113.5205, 143.263, 106.7201, 180.8722, 19.93551, 131.1417, 1.70243, 206.9655, 721.3831, 149.6133, 27.68666, 357.0295, 7.38097, 336.096, 456.827, 39.03437, 91.20994, 765.9962
125.6, 3.089323, 107.6536, 136.1355, 100.9144, 190.4975, 18.80472, 283.7003, 1.622697, 197.1355, 688.1431, 141.0637, 25.92585, 357.2332, 7.042349, 319.7217, 425.5192, 37.10303, 85.92625, 732.3152
125.7, 2.929185, 102.0899, 129.3625, 95.42454, 178.3147, 17.73807, 269.8394, 1.546698, 187.7724, 683.1999, 133.0026, 24.27703, 340.5524, 6.719264, 304.1451, 396.357, 35.26725, 80.94865, 700.1152
125.8, 2.777347, 96.81374, 184.4933, 90.23332, 166.9109, 16.73192, 266.3301, 1.474259, 178.8541, 641.4387, 125.4022, 22.73307, 324.6505, 6.411001, 289.3274, 369.1934, 33.5223, 76.25939, 669.3311
125.9, 2.633381, 91.81028, 175.3145, 85.32452, 156.2365, 15.78285, 253.3179, 1.405212, 170.3593, 602.2302, 118.2361, 21.2873, 309.4911, 6.11688, 275.2316, 343.8914, 31.86369, 71.84177, 639.9005
126, 2.496877, 187.565, 166.5923, 80.68275, 146.2448, 14.88761, 276.6282, 1.339399, 162.268, 657.0888, 111.4795, 19.93348, 295.0396, 5.836253, 261.8226, 320.3234, 30.28714, 67.68007, 611.7639
126.1, 2.367449, 231.0659, 158.304, 76.29351, 136.892, 14.04315, 263.1129, 1.276669, 154.5609, 704.1241, 105.109, 18.66576, 281.2628, 5.5685, 249.0668, 298.3706, 28.7886, 68.71311, 584.8646
126.2, 2.24473, 219.1241, 333.3006, 72.14304, 128.1374, 13.24658, 271.7477, 1.216877, 147.22, 804.2626, 99.10254, 17.47866, 268.1294, 5.313031, 236.9325, 277.9223, 27.3642, 64.73264, 707.1793
126.3, 2.128372, 207.7995, 316.7183, 68.21837, 119.9427, 12.49521, 258.4709, 1.159884, 140.2277, 755.1013, 93.43933, 16.36706, 294.1052, 5.069283, 225.3893, 313.9991, 26.01028, 60.98276, 676.0845
126.4, 2.018045, 197.0601, 300.9611, 64.5072, 112.272, 11.78645, 245.8427, 1.105561, 133.5675, 708.9451, 88.09975, 15.32615, 280.3721, 4.836717, 214.4085, 434.5632, 24.72335, 57.4501, 646.3569
126.5, 1.913438, 186.8758, 285.9878, 60.99793, 105.0919, 11.11789, 289.2791, 1.053783, 127.2236, 665.6102, 83.06529, 87.71588, 267.2803, 4.61482, 203.9627, 404.7812, 23.50009, 54.12209, 617.9365
126.6, 1.814253, 177.2178, 271.7594, 57.67956, 98.37104, 10.48726, 275.1457, 1.004429, 121.181, 624.9242, 78.31853, 82.13736, 274.7286, 4.403103, 194.0258, 411.8268, 22.33735, 50.98686, 590.7657
126.7, 1.720209, 168.059, 318.602, 54.54172, 92.07995, 9.892397, 324.4974, 0.9573868, 115.4255, 674.0291, 73.84303, 76.91362, 276.3339, 4.2011, 184.5731, 383.603, 21.23215, 48.03325, 678.55
126.8, 1.631041, 159.3734, 302.751, 51.57458, 86.19118, 9.331276, 308.6434, 0.9125478, 109.9433, 726.3663, 69.62327, 72.02209, 263.4306, 4.008364, 175.5808, 357.3135, 20.18163, 45.25074, 648.7141
126.9, 1.546494, 151.1368, 287.6886, 64.53753, 80.67902, 8.801984, 293.5639, 0.8698089, 175.4185, 930.4985, 65.64465, 67.44166, 281.5511, 3.82447, 167.0267, 332.8257, 19.18308, 42.62942, 620.19
127, 1.46633, 143.3259, 273.3756, 61.0266, 75.51939, 8.302714, 279.2212, 0.8290716, 167.0869, 873.6209, 61.89339, 63.15253, 268.4042, 3.649013, 158.8893, 310.0161, 18.23394, 40.15995, 592.9202
127.1, 1.390321, 135.9186, 259.7747, 57.70668, 70.68972, 7.831764, 265.5792, 0.7902422, 159.151, 820.2201, 58.3565, 59.13618, 255.8712, 3.481605, 151.1483, 336.1264, 17.33177, 57.39666, 566.8494
127.2, 1.318252, 128.8941, 246.8505, 54.56736, 76.45243, 7.387528, 252.6037, 0.7532314, 151.5921, 839.0912, 55.02172, 55.37526, 351.1686, 3.321878, 143.7845, 313.0906, 16.47423, 161.8575, 541.9249
127.3, 1.24992, 122.2327, 234.5693, 51.59883, 90.33056, 6.96849, 240.2622, 0.717954, 144.3921, 787.801, 51.87751, 51.85352, 334.771, 3.169478, 136.7794, 440.0174, 15.65912, 152.4813, 518.0964
127.4, 1.185129, 115.9156, 222.8991, 48.79179, 84.55368, 6.57322, 228.5236, 0.6843288, 137.5341, 842.8302, 48.91297, 48.55576, 319.139, 3.024071, 130.1157, 409.8616, 14.88434, 143.6483, 495.3156
127.5, 1.123696, 109.9249, 211.8095, 46.13745, 79.14625, 6.200371, 217.3586, 0.6522784, 131.0019, 791.3115, 46.11784, 45.46773, 385.6426, 2.885334, 123.7765, 432.7194, 14.14789, 135.3269, 473.5365
127.6, 1.065448, 104.2438, 201.2716, 43.62752, 144.6681, 5.848671, 206.739, 0.6217291, 124.7798, 782.2893, 43.48244, 42.57609, 367.6353, 2.752962, 117.7462, 403.0637, 13.44788, 127.4876, 452.715
127.7, 1.01022, 98.85635, 191.258, 137.0541, 135.4162, 5.516921, 196.6383, 0.5926106, 135.3692, 734.4712, 40.99763, 39.86835, 350.4687, 2.626663, 112.0098, 540.5536, 12.78251, 120.1024, 432.8091
127.8, 0.957854, 93.74732, 181.7426, 134.5764, 126.7559, 5.203988, 187.0311, 0.5648558, 128.9397, 860.2282, 38.65483, 37.33282, 334.1037, 2.506158, 106.5527, 503.5077, 12.15006, 118.7653, 413.7784
127.9, 0.9082027, 88.90234, 172.7006, 127.2553, 118.6496, 4.908805, 177.8933, 0.5384009, 122.8156, 844.1954, 112.3789, 34.95854, 426.8326, 2.391181, 101.3616, 691.644, 11.5489, 111.8854, 395.5844
128, 0.8611251, 84.30775, 164.1085, 175.8654, 121.9076, 4.630366, 169.2019, 0.5131851, 116.9824, 941.9302, 105.957, 32.73526, 419.2493, 2.28148, 96.42332, 692.6566, 10.97749, 105.404, 378.1905
128.1, 0.8164878, 79.95061, 155.9438, 245.7794, 122.2758, 4.367721, 160.9352, 0.4891502, 111.4263, 1006.97, 99.90208, 30.65338, 447.2808, 2.176811, 91.72565, 680.8781, 10.43434, 163.9041, 471.5858
128.2, 0.7741643, 75.81865, 148.1854, 232.4087, 114.456, 4.119973, 161.3989, 0.4662409, 106.134, 945.4183, 127.276, 28.70389, 503.8173, 2.076945, 87.25686, 634.2153, 9.918076, 154.4094, 513.2514
128.3, 0.7340347, 71.90024, 147.1945, 219.7654, 107.1362, 3.886278, 153.5134, 0.4444047, 181.667, 1126.942, 120.0028, 26.8784, 480.2918, 1.98166, 83.00578, 590.7505, 9.42735, 145.4646, 490.6837
128.4, 0.6959853, 68.18433, 139.8713, 207.8098, 100.2846, 3.665839, 186.021, 0.4235911, 177.4616, 1066.713, 113.1452, 25.16899, 491.1385, 1.890746, 78.9618, 550.2645, 8.960905, 137.038, 469.1082
128.5, 0.6599082, 64.66048, 132.9125, 196.5047, 93.87109, 3.457904, 257.3441, 0.4037523, 169.033, 1001.509, 106.6796, 23.5683, 508.6846, 1.804003, 75.11485, 512.5532, 8.517538, 129.0996, 448.4814
128.6, 0.6257012, 74.84894, 126.2999, 192.9707, 87.86777, 3.261764, 244.771, 0.3848427, 161.0046, 940.2911, 100.5834, 22.06942, 484.9318, 1.72124, 178.8817, 477.4263, 8.096108, 263.0159, 428.7616
128.7, 0.5932673, 70.98064, 120.0162, 182.4729, 82.2484, 3.076749, 232.8121, 0.3668186, 153.3576, 882.815, 147.0623, 20.66585, 462.2881, 1.642274, 170.1668, 444.7067, 7.69553, 270.0098, 535.4852
128.8, 0.5625147, 67.31227, 114.0452, 219.6319, 76.9884, 2.902228, 221.4375, 0.3496388, 146.0738, 828.8522, 138.6585, 19.35155, 440.7018, 1.56693, 161.8764, 414.2296, 7.314772, 254.3684, 511.9398
128.9, 0.5333562, 112.8162, 108.3713, 225.1725, 72.06478, 2.737607, 210.6187, 0.3332635, 139.1359, 778.1879, 140.7408, 32.56495, 420.1234, 1.495044, 153.9899, 385.8411, 6.952853, 239.6332, 489.4297
129, 0.5057091, 106.9857, 102.9796, 246.1055, 67.45605, 37.97296, 200.3285, 0.3176552, 172.1305, 763.4985, 142.4805, 30.4939, 400.506, 1.426455, 168.1268, 359.3982, 6.60884, 225.7515, 467.9094
129.1, 0.4794952, 101.4565, 97.85624, 232.717, 63.14205, 35.81904, 190.541, 0.3027779, 163.9551, 716.829, 134.3385, 28.55456, 381.8045, 1.361012, 334.5171, 334.7675, 6.281849, 212.674, 513.2775
129.2, 0.4546401, 96.21311, 92.98773, 220.0569, 59.10395, 33.7873, 181.2316, 0.2885973, 156.168, 724.5952, 126.6617, 26.73856, 363.9763, 1.298573, 318.2197, 363.0489, 5.971036, 200.354, 490.7086
129.3, 0.4310733, 91.24069, 88.36144, 208.5566, 55.32409, 31.8708, 172.3772, 0.2750809, 211.7827, 805.274, 119.4236, 25.03805, 346.9807, 1.238997, 302.7163, 447.5012, 5.675602, 188.7478, 495.1128
129.4, 0.4087282, 151.8506, 83.96532, 197.2108, 104.9927, 30.06301, 163.9553, 0.2621976, 201.7239, 756.051, 112.5992, 23.44569, 330.7786, 1.182155, 287.9682, 416.8325, 5.394786, 177.8138, 473.3426
129.5, 0.3875414, 144.0028, 79.7879, 196.2838, 98.27812, 28.35777, 230.5034, 0.2499176, 192.1429, 709.8367, 107.5499, 21.9546, 315.333, 1.127921, 273.9387, 494.9071, 5.127863, 167.5133, 580.5005
129.6, 0.3674528, 136.5605, 75.81832, 203.1353, 91.99297, 26.74925, 219.2417, 0.2382128, 183.017, 710.1851, 101.404, 20.55834, 300.6087, 1.076174, 307.1101, 522.8851, 4.874147, 157.8095, 554.9758
129.7, 0.3484055, 129.5029, 80.66619, 220.3565, 86.10978, 25.23197, 208.5301, 0.2270562, 182.3056, 772.4769, 95.60924, 19.25088, 286.5719, 1.026802, 342.2861, 532.0765, 4.632985, 179.3127, 645.3343
129.8, 0.3303455, 122.81, 76.65292, 208.3688, 80.60283, 23.80075, 198.3419, 0.216422, 173.6469, 757.2045, 90.14565, 18.02657, 273.1906, 0.9796951, 441.2112, 576.353, 4.403755, 168.9254, 616.9589
129.9, 0.3132218, 116.463, 72.83931, 201.9805, 75.44806, 22.45071, 188.6514, 0.206286, 165.3995, 710.9197, 84.99429, 16.88012, 260.4341, 0.9347492, 543.5052, 536.8537, 4.185866, 159.1397, 589.8311
130, 0.2969856, 127.5549, 149.5059, 220.967, 70.62296, 21.17726, 179.4344, 0.1966246, 157.5437, 721.8284, 80.13729, 15.80659, 267.7512, 0.8918652, 689.2642, 500.0614, 3.978759, 149.9209, 647.21
130.1, 0.2815911, 120.9627, 142.0677, 246.5414, 66.10643, 19.97603, 170.6678, 0.1874157, 166.3297, 677.7061, 76.18713, 14.80133, 255.2487, 0.8509486, 655.6838, 465.7906, 3.781898, 141.2362, 618.7521
130.2, 0.2669945, 168.0481, 134.9996, 324.9592, 61.87875, 18.84294, 162.3294, 0.1786381, 158.4297, 663.0891, 71.83343, 13.86, 333.5829, 0.8119092, 623.7394, 433.8685, 3.594778, 167.4613, 591.5455
130.3, 0.2531546, 159.3631, 128.2832, 328.552, 57.92143, 17.77412, 154.3984, 0.1702717, 150.905, 703.0671, 67.72851, 12.97853, 318.0064, 0.7746608, 852.5236, 439.4489, 3.416916, 157.7604, 565.5351
130.4, 0.240032, 151.127, 121.9009, 356.1122, 54.2172, 16.76593, 146.8549, 0.162297, 143.7377, 784.8195, 63.85817, 12.15313, 303.1573, 0.7391213, 810.9893, 486.4401, 3.247854, 179.158, 540.6684
130.5, 0.2275897, 143.3166, 143.9275, 336.7393, 50.74987, 15.81493, 139.68, 0.1546959, 136.9108, 736.8467, 60.209, 11.38022, 289.0015, 0.7052123, 771.4786, 555.6367, 3.087157, 168.7796, 516.8951
130.6, 0.2157924, 135.9098, 136.7669, 318.4202, 47.50428, 14.91787, 141.4722, 0.1474507, 130.4081, 691.8063, 56.76836, 10.65646, 317.2143, 0.6728589, 733.8928, 542.2234, 2.934411, 159.0024, 494.1672
130.7, 0.2046066, 128.8858, 129.9625, 301.0977, 44.46625, 14.07169, 134.5603, 0.1405449, 124.2143, 783.2332, 53.52433, 9.978739, 316.9386, 0.6419898, 871.4438, 505.0631, 2.789223, 149.7916, 472.4386
130.8, 0.1940006, 191.793, 174.5781, 284.7177, 41.62252, 13.27351, 127.986, 0.1339625, 118.3147, 810.5775, 50.46569, 9.344114, 316.0613, 0.6125369, 882.77, 470.4496, 2.651218, 141.1143, 551.5315
130.9, 0.1839444, 181.8809, 165.8926, 338.9912, 38.96064, 12.52061, 121.733, 0.1276884, 182.7563, 839.7109, 47.58183, 8.749851, 359.3401, 0.5844352, 891.536, 438.2082, 2.520041, 132.9397, 575.3564
131, 0.1744094, 172.4811, 157.6391, 407.6184, 36.46901, 11.81041, 115.7854, 0.1217082, 183.2008, 788.3828, 44.86277, 8.193381, 342.5609, 0.5576228, 870.9447, 408.1764, 2.395355, 125.2387, 550.0579
131.1, 0.1653688, 163.567, 149.7963, 434.1436, 34.13671, 11.14049, 110.1285, 0.116008, 174.4995, 740.1922, 42.29909, 7.672302, 409.0318, 0.5320404, 828.513, 436.3107, 2.276838, 117.9838, 525.8717
131.2, 0.1567967, 155.1136, 142.3437, 420.9867, 31.95358, 10.50858, 154.2567, 0.1105748, 166.2116, 945.2717, 39.88191, 7.184361, 389.9323, 0.5076317, 788.1486, 490.7337, 2.164185, 111.1491, 502.749
131.3, 0.148669, 147.0972, 135.2619, 398.0844, 29.91006, 9.912506, 146.7202, 0.105396, 158.3173, 905.6012, 37.60286, 6.727453, 474.2472, 0.4843428, 749.7506, 532.8442, 2.057106, 104.7104, 480.6431
131.4, 0.1409626, 139.495, 128.5324, 519.5419, 27.99723, 9.350245, 139.5518, 0.1004598, 150.7979, 850.2455, 35.45405, 6.299603, 496.1065, 0.4621224, 814.2268, 601.6104, 1.955325, 98.64463, 459.5091
131.5, 0.1336556, 132.2857, 122.1377, 845.0705, 26.20674, 8.819876, 184.5102, 0.09575483, 143.6357, 798.2736, 33.42803, 5.898963, 584.8136, 0.4409214, 774.5583, 560.3801, 1.858579, 92.93027, 574.2114
131.6, 0.1267275, 125.449, 137.2665, 1001.683, 24.53074, 8.319592, 175.4956, 0.09127018, 136.8136, 749.4784, 31.51779, 5.523803, 628.1361, 0.420693, 736.8225, 645.3779, 1.766621, 125.0507, 548.9632
131.7, 0.1201584, 118.9656, 130.4373, 947.1902, 53.83409, 7.847684, 226.7688, 0.08699556, 130.3155, 987.5762, 29.7167, 5.172503, 598.8056, 0.4013927, 700.9251, 664.3249, 1.679212, 132.9669, 524.8252
131.8, 0.1139299, 112.8173, 123.9478, 895.6619, 138.4071, 7.402545, 215.6895, 0.08292115, 124.1261, 1111.137, 28.01854, 4.843544, 570.8447, 0.3829778, 666.7766, 731.7579, 1.596128, 125.2643, 501.7485
131.9, 0.1080242, 106.9868, 135.05, 846.9367, 171.4163, 6.982655, 205.1515, 0.07903755, 199.041, 1043.218, 26.41743, 25.63928, 554.6628, 0.3654077, 634.2918, 681.6082, 1.517155, 118.0079, 479.6866
132, 0.1024247, 101.4576, 267.5287, 839.4347, 160.4538, 6.586582, 195.1284, 0.07533585, 197.6531, 979.4505, 24.9078, 24.00869, 555.5773, 0.3486437, 603.3896, 634.8954, 1.44209, 111.1718, 458.5947
132.1, 0.09711538, 96.2141, 254.2187, 793.7684, 150.1923, 6.212976, 185.5949, 0.07180752, 188.2655, 919.5807, 23.48445, 22.48179, 549.0486, 0.3326488, 573.993, 851.7983, 1.370738, 104.7318, 438.4302
132.2, 0.09208131, 99.11639, 241.5709, 833.4009, 140.5871, 5.86056, 176.5273, 0.06844443, 179.3237, 942.243, 22.14243, 21.052, 523.4111, 0.3173877, 546.0285, 793.4218, 1.302917, 98.66479, 419.1523
132.3, 0.08730818, 93.99392, 229.5523, 801.566, 131.5962, 5.528135, 182.1583, 0.06523885, 170.8066, 973.8536, 20.8771, 19.71314, 498.9706, 0.3028267, 519.4265, 739.0461, 1.238451, 92.94926, 400.7221
132.4, 0.08278248, 89.13618, 218.1317, 770.9737, 123.1803, 5.214566, 173.2585, 0.0621834, 162.694, 1137.304, 19.68408, 18.45943, 475.6714, 0.2889338, 494.1204, 688.3969, 1.177175, 87.56483, 383.1023
132.5, 0.07849136, 84.52951, 207.2793, 772.6085, 115.3026, 90.72469, 211.9008, 0.05927106, 154.9668, 1067.785, 18.55924, 17.28546, 453.4602, 0.2756782, 470.0473, 641.2189, 1.118931, 82.4923, 366.2572
132.6, 0.07442268, 80.16091, 262.655, 730.5776, 107.9286, 85.57857, 201.5479, 0.05649511, 147.6066, 1004.087, 17.49867, 16.18614, 432.2861, 0.2630308, 447.147, 597.2741, 1.063569, 77.71362, 350.1528
132.7, 0.0705649, 76.01809, 249.5875, 778.7652, 101.0263, 80.72434, 191.7008, 0.05384918, 140.5959, 1066.234, 16.49871, 15.15674, 419.5428, 0.2509636, 425.3623, 620.3472, 1.010946, 73.21177, 334.7566
132.8, 0.0669071, 72.08937, 260.0031, 736.3994, 94.56541, 76.14546, 182.3348, 0.05132716, 157.4937, 1001.059, 15.55589, 14.19281, 399.9525, 0.23945, 404.639, 577.8329, 0.9609262, 68.9707, 320.0373
132.9, 0.0634389, 75.29655, 247.0676, 732.1779, 88.51769, 71.82631, 173.4264, 0.04892327, 150.0135, 1008.942, 14.66695, 13.29018, 381.2769, 0.2284646, 384.9254, 538.2322, 0.9133816, 64.9753, 305.9652
133, 0.06015048, 146.6196, 234.7755, 698.8662, 82.85675, 67.75215, 164.9533, 0.04663195, 142.8885, 1178.836, 13.82881, 12.44496, 363.4734, 0.2179832, 428.9438, 637.0063, 0.8681895, 287.6625, 292.5118
133.1, 0.05703252, 139.0421, 223.0951, 730.1648, 77.55784, 63.90909, 156.8941, 0.04444796, 136.1019, 1106.779, 13.03856, 11.65349, 346.5012, 0.2079827, 456.1022, 593.3503, 0.8252333, 317.2183, 394.837
133.2, 0.05407618, 183.4458, 258.2296, 761.5352, 72.59781, 77.81081, 149.2287, 0.04236625, 129.6377, 1062.8, 12.29348, 10.91235, 330.3214, 0.198441, 433.8813, 552.6861, 0.7844025, 298.8422, 377.4759
133.3, 0.05127309, 173.9651, 245.3822, 720.1067, 67.95499, 169.2261, 171.4037, 0.04038204, 123.4805, 997.8353, 11.59097, 10.21835, 314.8972, 0.189337, 579.4314, 514.8088, 0.7455919, 281.5306, 360.8782
133.4, 0.0486153, 164.9743, 233.174, 680.9319, 63.60908, 159.6272, 249.3514, 0.03849075, 117.6157, 936.8417, 25.63593, 9.568491, 300.1933, 0.1806507, 607.2614, 479.5273, 0.7087016, 333.7077, 345.0103
133.5, 0.04609527, 156.4482, 221.5733, 671.209, 59.54111, 150.5727, 237.1688, 0.03668805, 112.0295, 903.3749, 24.17097, 8.959958, 286.1759, 0.1723629, 577.6761, 446.6638, 0.6736366, 407.2973, 442.0593
133.6, 0.04370588, 148.3628, 210.5496, 673.6558, 152.873, 171.2755, 270.8123, 3.650891, 106.7085, 848.1553, 22.78972, 8.390126, 272.813, 0.1644553, 595.9842, 416.0525, 0.6403065, 383.7031, 422.6219
133.7, 0.04144034, 140.6952, 200.0744, 710.8798, 143.0964, 301.3529, 329.4063, 3.479903, 101.6404, 808.2008, 21.4874, 7.856534, 260.0742, 0.1569105, 623.4962, 387.5391, 0.6086255, 374.3997, 404.0391
133.8, 0.03929223, 167.303, 190.1204, 699.1506, 133.945, 284.2595, 313.3124, 3.316922, 96.8129, 971.822, 20.25951, 7.356877, 247.9301, 0.1497118, 776.0194, 360.9798, 0.578512, 352.7111, 386.2735
133.9, 0.03725548, 158.6566, 180.6616, 661.116, 166.1656, 268.1356, 298.0049, 3.161575, 92.21471, 960.85, 19.10178, 6.888998, 236.3532, 0.1428434, 738.2124, 336.2407, 0.5498884, 348.8282, 369.289
134, 0.03532431, 180.884, 171.6734, 672.4885, 155.5389, 252.9263, 304.0654, 21.18746, 87.83492, 996.1046, 18.01021, 6.450874, 275.9362, 0.1362901, 717.8951, 313.197, 0.5226811, 328.621, 353.0513
134.1, 0.03349324, 171.5357, 163.1324, 653.2062, 145.5918, 238.5797, 312.7241, 20.19515, 83.66314, 963.8568, 16.98102, 6.040614, 268.1732, 0.1300375, 719.8237, 291.7326, 0.49682, 373.003, 337.5276
134.2, 0.03175708, 162.6705, 155.0163, 617.671, 186.5752, 225.0469, 297.4452, 56.86037, 79.68951, 904.9402, 16.01064, 5.656445, 255.651, 0.1240717, 684.7545, 271.7393, 0.4722384, 424.6675, 322.6864
134.3, 0.03011092, 154.2635, 147.304, 584.0688, 229.6913, 318.9227, 282.9129, 54.19733, 75.9046, 849.625, 15.09571, 5.296709, 270.0156, 0.1183796, 651.3938, 326.9377, 0.448873, 400.067, 308.4978
134.4, 0.02855009, 195.2646, 139.9753, 552.2947, 297.3277, 300.8326, 319.1166, 51.65901, 72.29947, 866.2927, 14.23307, 4.95985, 296.3494, 0.1129486, 619.6584, 314.2661, 0.4266637, 376.8916, 522.9611
134.5, 0.02707017, 185.1731, 133.0113, 522.2492, 278.3128, 283.7687, 303.5255, 49.23957, 68.86556, 813.3398, 13.41972, 4.644416, 282.5115, 0.1077668, 664.3724, 292.7285, 0.4055533, 355.0587, 499.9664
134.6, 0.02566696, 175.6031, 126.3938, 615.7635, 260.5139, 302.7297, 288.696, 46.93344, 65.59475, 894.7027, 12.65285, 4.349042, 269.3198, 0.1028228, 632.0047, 333.3158, 0.3854874, 334.4906, 477.9828
134.7, 0.02433649, 234.7509, 120.1055, 651.1992, 243.8534, 285.5581, 274.5911, 44.73533, 62.47929, 840.0132, 11.9298, 4.072453, 256.744, 0.0981055, 759.6572, 426.4518, 0.3664143, 315.114, 456.9658
134.8, 0.02307498, 222.6186, 114.1301, 646.3401, 228.2583, 269.3606, 261.1754, 42.64016, 59.5118, 788.6666, 11.24808, 3.813455, 244.7555, 0.09360466, 722.6473, 397.2256, 0.3482849, 296.8598, 436.873
134.9, 0.02187886, 211.1134, 108.4519, 732.7241, 215.6439, 254.0818, 261.9275, 40.64312, 56.68525, 826.2168, 10.60531, 3.570928, 233.3268, 0.08931031, 756.9651, 370.0025, 0.3310525, 279.6631, 417.6636
135, 0.02074475, 201.9931, 103.0562, 757.5066, 201.8529, 239.6697, 249.1304, 38.7396, 53.99295, 775.7136, 9.999266, 3.343826, 222.4317, 0.08521298, 720.0864, 515.7705, 0.3146727, 297.6078, 399.2988
