 , C000, C001, C002, C003, C004, C006, C009, C013, C017, C019, C020, C023, C030, C040, C047, C049, C069, C071, C112
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 0, 37.8092, 0, 0, 0, 0, 0, 0, 0, 0, 97.74017, 30.68771, 153.2308, 26.50824, 0, 0, 124.8502
0.2, 0, 0, 0, 35.75232, 0, -1.907349e-06, 0, 0, 0, 0, 0, 0, 93.17621, 29.27983, 244.5099, 24.69153, 0, 0, 241.9707
0.3, 0, 0, 55.34924, 33.80736, -3.051758e-05, 32.4507, 0, 0, 0, 0, 0, 0, 94.26587, 27.93655, 351.7411, 258.0985, 0, 0, 286.5283
0.4, 0, 0, 52.59552, 31.96819, 72.79602, 30.61002, -7.629395e-06, 0, 0, 0, -1.525879e-05, -1.525879e-05, 89.8642, 26.65489, 334.6046, 362.1589, 0, -4.768372e-07, 273.9297
0.5, 0, 0, 62.80045, 78.66788, 68.14053, 28.87374, 0, 0, 41.42879, 83.68819, -1.525879e-05, -1.525879e-05, 150.1865, 25.43203, 318.3029, 337.339, 0, 0, 261.885
0.6, 0, 0, 59.67603, 74.38824, 63.78278, 27.23596, 0.8371277, 0, 39.46111, 78.57266, 67.44794, 28.35681, 241.0103, 24.26527, 332.6789, 314.2201, 20.4279, -4.768372e-07, 301.5278
0.7, 0, 0, 86.2429, 141.4872, 59.7037, 25.69107, 14.77225, 0, 121.0006, 73.76984, 63.59363, 32.36581, 229.7564, 23.15204, 405.5155, 292.6856, 19.41717, -9.536743e-07, 288.2697
0.8, 0, 0, 81.95217, 133.7901, 55.88548, 24.23381, 131.6308, 0, 115.2536, 69.2606, 59.95956, 30.30742, 334.0079, 22.08989, 385.7591, 294.4023, 77.71109, -9.536743e-07, 305.3551
0.9, 0, 0, 77.87491, 126.5118, 52.31146, 22.85921, 125.1996, 0, 109.7796, 65.02699, 56.53317, 45.26547, 318.4116, 21.07646, 490.2788, 415.1403, 73.86611, -9.536743e-07, 476.085
1, 0, 0, 225.8777, 119.6294, 48.966, 21.56257, 119.0827, 0, 104.5655, 61.05215, 96.33136, 42.3867, 303.5435, 20.10952, 466.3928, 507.4762, 70.21137, -9.536743e-07, 455.1515
1.1, 0, 0, 214.64, 113.1214, 45.83449, 20.3395, 113.2647, 0, 99.59913, 57.32028, 90.82651, 39.691, 368.1448, 19.18694, 443.6706, 472.6972, 66.73746, -9.536743e-07, 472.9734
1.2, 0, 0, 203.9613, 106.9674, 42.90324, 19.18579, 107.7309, 0, 94.86861, 53.81653, 85.63623, 37.16676, 350.9544, 18.30669, 422.0553, 561.573, 63.43544, -9.536743e-07, 595.687
1.3, 0, 0, 193.8139, 101.1483, 40.15947, 18.09753, 102.4674, 0, 90.36277, 50.52695, 96.08867, 69.90138, 334.5668, 17.46683, 401.4931, 558.0655, 60.29679, -9.536743e-07, 595.949
1.4, 0, 0, 184.1713, 95.64568, 37.59117, 17.071, 134.4016, 0, 86.07093, 47.43845, 90.59769, 65.45583, 318.9444, 16.66549, 381.9327, 519.8195, 57.31343, -9.536743e-07, 569.745
1.5, 0, 0, 180.5004, 90.44243, 35.18712, 16.10269, 127.8351, 0, 81.98295, 44.53873, 118.04, 61.29299, 364.7426, 15.90092, 363.3253, 484.1947, 54.47768, -9.536743e-07, 544.6933
1.6, 0, 0, 171.5203, 85.52224, 32.93681, 15.1893, 121.5895, 0, 78.08911, 41.81626, 111.2946, 98.68221, 347.7112, 15.17143, 459.4904, 624.4121, 51.78225, -7.152557e-07, 661.6326
1.7, 0, 0, 162.9868, 80.86972, 30.83041, 14.32773, 115.6489, 0, 74.38023, 257.889, 104.9347, 92.40627, 360.5182, 14.4754, 437.1045, 581.6192, 49.22017, 140.3852, 709.4471
1.8, 0, 0, 158.4402, 76.47031, 101.0373, 13.51503, 317.9193, 0, 70.8475, 242.1253, 98.93819, 86.52945, 356.0124, 13.8113, 415.8091, 541.759, 46.78486, 132.2528, 811.3466
1.9, 0, 0, 215.8701, 72.31023, 94.57566, 30.05096, 302.3867, 0, 67.48256, 227.3252, 93.28438, 81.02637, 344.3053, 13.17768, 395.5512, 504.6305, 44.47004, 124.5916, 871.7957
2, 0, 0, 218.0903, 107.1575, 88.5273, 224.2287, 287.6129, 0, 64.27744, 213.4297, 87.95365, 75.87329, 436.8822, 12.57312, 376.2803, 470.0466, 42.26976, 117.3741, 956.7866
2.1, 0, 0, 207.24, 170.737, 82.86575, 311.5039, 273.5609, 0, 140.1967, 200.3837, 82.92754, 71.04793, 416.4822, 11.99629, 357.9482, 437.8328, 40.17834, 110.5748, 1019.128
2.2, 0, 0, 196.9295, 202.807, 84.39571, 293.8346, 260.1955, 0, 133.538, 188.135, 78.18865, 66.52945, 397.0347, 11.44593, 340.5093, 532.952, 94.16476, 104.1693, 1121.283
2.3, 0, 0, 268.2903, 307.4465, 78.99837, 352.9273, 247.483, 0, 127.1955, 218.6465, 73.72057, 62.29833, 378.4953, 10.92082, 323.92, 564.8616, 89.50569, 98.13493, 1085.504
2.4, 0, 0, 254.9424, 381.2633, 73.94621, 450.7628, 235.3917, 0, 121.1543, 262.2826, 69.5078, 58.33631, 360.8217, 10.4198, 308.1389, 526.1498, 85.07714, 92.45009, 1107.54
2.5, 0, 0, 242.2586, 453.2946, 69.21715, 425.1945, 223.8911, 0, 115.4, 404.9445, 94.25506, 54.62626, 343.9733, 9.941768, 293.1266, 490.0911, 80.86771, 87.09457, 1058.841
2.6, 0, 0, 230.2058, 428.6348, 64.79053, 401.0764, 212.9524, 0, 109.919, 380.1919, 88.86885, 51.15215, 327.9117, 9.485664, 278.8457, 456.5036, 76.86655, 82.04928, 1115.266
2.7, 0, 0, 218.7527, 405.3165, 60.647, 389.8936, 202.5481, 0, 104.6984, 356.9523, 83.79045, 47.89899, 312.5999, 9.050486, 297.6772, 472.6637, 73.06335, 77.29626, 1251.065
2.8, 0, 0, 207.8694, 412.4982, 56.76845, 404.5252, 192.6521, 0, 99.72565, 335.1333, 79.00225, 44.85273, 298.0032, 8.635272, 318.6884, 504.1417, 69.44833, 115.5109, 1440.717
2.9, 0, 0, 204.6101, 458.6474, 53.13796, 381.5796, 183.2397, 0, 94.98911, 318.8203, 82.47082, 42.0002, 284.0881, 8.239106, 303.1621, 469.5912, 66.01218, 108.8195, 1430.764
3, 0, 0, 194.4305, 433.6964, 49.73964, 359.9355, 244.3903, 0, 90.47755, 299.3321, 77.75803, 39.32909, 328.5121, 7.861116, 288.3923, 437.4086, 62.74603, 102.5157, 1414.77
3.1, 0, 0, 184.7572, 410.1027, 46.55866, 339.519, 232.4501, 0, 86.18027, 281.0352, 73.31455, 36.82785, 365.5353, 7.500468, 274.3421, 464.5977, 59.64149, 96.57711, 1352.563
3.2, 0, 0, 175.5652, 388.1351, 43.58111, 320.2607, 267.9071, 0, 82.08708, 263.8567, 69.125, 34.48569, 348.4668, 7.156366, 260.9764, 432.7573, 56.69056, 90.98251, 1511.649
3.3, 0, 0, 166.8306, 588.4293, 40.79398, 302.0948, 277.9353, 0, 78.18831, 247.7282, 65.17485, 32.29248, 332.1953, 6.82805, 248.2618, 597.3839, 53.88563, 85.71201, 1553.231
3.4, 0, 0, 158.5305, 742.7557, 38.1851, 284.9592, 264.3561, 0, 74.47471, 232.5856, 95.92291, 30.23875, 316.6836, 6.514796, 281.28, 556.4433, 51.21948, 80.74681, 1527.401
3.5, 0, 0, 150.6433, 702.3489, 35.74306, 268.7957, 265.1702, 0, 70.93748, 218.3686, 90.44141, 28.31564, 321.6198, 6.215913, 267.5762, 518.3085, 48.68525, 76.06925, 1619.734
3.6, 0, 0, 143.1486, 664.1402, 33.4572, 253.5489, 257.7444, 0, 67.56827, 205.0206, 112.2102, 30.79845, 308.5438, 5.930742, 254.5401, 681.7637, 46.27641, 71.66265, 1561.342
3.7, 0, 0, 136.0267, 628.0101, 31.31752, 239.167, 245.1517, 0, 64.35907, 192.4885, 105.798, 28.83974, 347.2316, 5.658655, 242.1392, 635.0403, 43.98675, 67.51132, 1554.938
3.8, 0, 0, 129.2591, 593.8456, 29.31469, 225.6009, 308.536, 0, 61.3023, 180.7225, 99.75214, 27.0056, 331.0178, 5.399049, 230.3423, 591.5189, 41.81038, 63.60047, 1572.819
3.9, 0, 0, 122.8283, 575.3973, 27.43993, 212.8043, 293.4618, 0, 58.39072, 169.6757, 94.0518, 25.28811, 340.2305, 5.151354, 219.1202, 550.9803, 39.74169, 59.91617, 1745.051
4, 0, 0, 116.7174, 544.095, 25.68508, 200.7335, 279.1241, 0, 55.61742, 159.3041, 88.67722, 23.67984, 324.3436, 4.915022, 208.4449, 584.6915, 37.77536, 56.4453, 1744.048
4.1, 0, 0, 110.9105, 595.1152, 24.04245, 189.3474, 265.4868, 0, 52.97583, 149.5665, 83.60977, 22.17386, 309.1985, 4.689534, 198.2896, 544.6207, 35.90631, 53.17549, 1695.635
4.2, 0, 0, 105.3925, 562.7402, 22.50487, 178.6072, 252.5158, 0, 50.45972, 140.4241, 129.8636, 20.76366, 294.7606, 4.47439, 188.6291, 507.2961, 34.12974, 50.0951, 1922.307
4.3, 0, 17.04309, 100.1491, 566.4316, 21.06562, 168.4761, 240.1786, 0, 48.0631, 131.8406, 122.4425, 19.44314, 320.0897, 4.269116, 243.3579, 472.5295, 32.44107, 47.19315, 1956.667
4.4, 0, 16.16228, 95.16649, 535.617, 19.71842, 158.9198, 228.4441, 0, 45.78032, 123.7817, 115.4456, 18.2066, 305.1432, 4.073259, 231.5018, 572.1666, 30.83596, 44.4593, 1870.632
4.5, 0, 15.32699, 90.4318, 506.4788, 18.45737, 149.9055, 217.283, 0, 43.60595, 116.2154, 108.8484, 17.0487, 448.2623, 3.886388, 283.2504, 658.1047, 29.31026, 41.88383, 1788.38
4.6, 0, 33.15585, 134.819, 562.3708, 17.27698, 141.4025, 284.937, 0, 41.53486, 182.2676, 220.7607, 96.06464, 427.331, 3.70809, 269.4507, 677.1179, 27.86005, 39.45755, 1805.798
4.7, 0, 31.44231, 173.2078, 603.0295, 16.17207, 133.3818, 271.0158, 0, 39.56214, 171.1263, 208.1453, 89.95515, 407.3769, 3.537972, 256.3232, 759.9317, 26.4816, 37.17183, 1755.703
4.8, 0, 29.81733, 164.5904, 593.1632, 15.13782, 125.816, 257.7747, 0, 37.68311, 160.6661, 196.2509, 84.23422, 417.1669, 3.375659, 394.3481, 707.8511, 25.17134, 35.01851, 1802.334
4.9, 0, 28.27633, 156.4017, 603.6747, 14.16972, 118.6795, 245.1806, 0, 35.89333, 150.8452, 185.0361, 78.87712, 397.6875, 3.220792, 375.1358, 659.3398, 23.92592, 32.98993, 1761.233
5, 0, 26.81497, 148.6205, 570.834, 13.26353, 111.9477, 233.2017, 0, 34.18856, 141.6247, 174.4623, 73.86073, 379.1177, 3.07303, 362.5381, 782.0094, 22.74212, 31.07886, 1833.12
5.1, 0, 39.44533, 141.2264, 539.7799, 12.41529, 105.5977, 221.8081, 0, 32.56475, 132.9677, 164.4926, 69.16336, 391.9488, 2.932047, 416.1049, 728.4158, 21.61688, 29.2785, 1752.518
5.2, 0, 95.60291, 134.2001, 571.4143, 11.6213, 99.60797, 210.9712, 0, 49.9479, 124.84, 155.0927, 73.93042, 373.6469, 2.797532, 395.8326, 678.4952, 20.54733, 27.58243, 1759.446
5.3, 0, 90.66202, 127.5235, 540.3286, 10.87808, 93.95797, 200.6637, 0, 47.57559, 117.209, 146.2299, 69.22862, 386.1139, 2.669188, 389.0638, 724.4846, 19.53069, 25.98461, 1809.436
5.4, 0, 85.97649, 121.179, 510.9341, 10.1824, 88.62845, 190.8598, 0, 45.31596, 110.0445, 137.8736, 64.82584, 368.0845, 2.546732, 396.7955, 674.8333, 18.56435, 24.47935, 1918.349
5.5, 0, 81.5331, 115.1501, 513.1229, 9.531209, 83.60123, 181.5349, 0, 43.16365, 103.3179, 129.9949, 60.70308, 350.8969, 2.429894, 377.464, 628.5848, 17.64583, 23.0613, 1883.617
5.6, 0, 77.31937, 109.4212, 485.2083, 8.921663, 78.85917, 172.6656, 0, 70.24573, 97.00255, 122.5663, 56.84251, 334.512, 2.318417, 359.0742, 585.5059, 16.77275, 21.72538, 1800.794
5.7, 0, 113.4627, 103.9773, 575.326, 8.351099, 74.38609, 164.2296, 0, 151.9182, 91.07319, 115.5623, 53.22746, 318.8921, 2.212054, 427.7509, 545.3793, 15.94287, 20.46686, 2016.357
5.8, 0, 107.5988, 98.80428, 578.7423, 7.817024, 70.16673, 156.2058, 0, 144.7028, 85.50626, 108.9585, 49.84232, 304.0016, 2.11057, 406.9112, 508.0027, 15.15405, 19.28123, 1927.698
5.9, 0, 102.038, 93.88861, 547.258, 7.317105, 87.28016, 148.574, 0, 137.83, 80.27961, 102.732, 46.67246, 289.8064, 2.013742, 387.0869, 531.803, 14.40426, 18.1643, 2049.604
6, 0, 96.7645, 89.2175, 635.5992, 6.849157, 82.32942, 192.0752, 0, 131.2837, 75.37245, 96.86142, 43.7042, 276.274, 1.921357, 368.2283, 542.5568, 13.69157, 17.11206, 1959.483
6.1, 0, 91.76358, 84.77879, 601.0218, 6.411135, 77.6595, 238.6123, 0, 125.0483, 70.76524, 91.32627, 40.92472, 263.3735, 1.83321, 350.2885, 505.3736, 13.01414, 16.12078, 1873.324
6.2, 0, 87.02112, 80.5609, 583.3113, 6.001125, 87.71097, 232.3419, 0, 119.1091, 66.43965, 86.10744, 38.32201, 251.0755, 1.749107, 333.2228, 470.7387, 12.37023, 15.18692, 2039.781
6.3, 0, 82.52375, 76.55286, 551.5784, 5.617337, 92.28011, 220.9903, 0, 113.4519, 62.37847, 107.8931, 35.88482, 281.1532, 1.668862, 316.9884, 488.6925, 11.75817, 14.30716, 2038.603
6.4, 0, 78.25881, 72.74423, 607.9611, 5.258094, 101.8356, 210.1933, 0, 108.0634, 58.56553, 101.7276, 33.60263, 268.0249, 1.592299, 301.545, 455.2008, 11.1764, 136.9316, 2043.397
6.5, 0, 74.21429, 69.12509, 604.571, 4.921824, 96.05921, 199.9239, 0, 102.9309, 54.98566, 95.91438, 31.46558, 255.5096, 1.519248, 286.854, 424.0045, 10.62342, 128.9993, 1953.548
6.6, 0, 70.3788, 65.686, 571.6816, 4.60706, 90.6105, 190.1561, 0, 98.04214, 51.62461, 102.0305, 29.46445, 243.5787, 1.449548, 272.8787, 394.9461, 10.0978, 121.5265, 2071.718
6.7, 0, 66.74153, 62.41801, 645.4656, 4.312427, 85.47086, 180.8656, 0, 93.38557, 48.46901, 96.19993, 27.59058, 266.8511, 1.383047, 259.5843, 491.6989, 9.598178, 114.4866, 1980.625
6.8, 0, 63.29224, 129.9224, 656.2112, 4.036635, 95.35473, 172.029, 0, 88.95017, 45.50631, 90.70259, 25.83588, 302.1581, 1.319596, 246.9375, 458.0013, 9.123281, 107.8546, 1988.095
6.9, 0, 60.02121, 123.4585, 654.6229, 3.778482, 171.4364, 163.6241, 0, 84.72543, 98.47717, 202.9756, 24.19278, 288.049, 1.259056, 234.907, 426.6129, 8.67188, 101.6067, 1981.52
7, 0, 56.91924, 117.3162, 652.4091, 3.536838, 161.7122, 155.6299, 0, 80.70135, 100.1197, 191.3766, 22.65418, 274.5986, 1.201294, 223.4625, 397.3758, 8.242813, 95.72073, 1960.522
7.1, 0, 53.97757, 111.4796, 703.9846, 3.310647, 152.5394, 148.0263, 0, 76.86839, 93.99975, 180.4404, 21.21342, 261.7764, 1.146182, 212.5756, 370.1424, 7.834976, 90.17574, 2006.14
7.2, 0, 51.18794, 105.9333, 751.0317, 3.098922, 143.8871, 154.7785, 0, 73.21748, 116.2199, 170.1292, 19.8643, 249.5529, 1.093598, 202.2191, 344.7753, 7.447318, 84.95197, 2008.794
7.3, 0, 48.54248, 143.6765, 769.7507, 2.900738, 135.7254, 147.2165, 0, 69.73997, 109.1158, 236.8103, 18.60098, 308.0024, 1.043426, 192.3671, 459.3334, 7.078841, 81.44498, 1920.467
7.4, 0, 46.03374, 136.5283, 823.6217, 2.715228, 128.0268, 288.2729, 0, 66.42764, 102.446, 223.2778, 17.418, 293.6204, 0.9955561, 182.9951, 427.8539, 6.728595, 76.72697, 1888.35
7.5, 0, 43.65465, 129.7358, 778.8157, 2.541582, 120.7648, 293.3218, 0, 63.27262, 104.2049, 210.5186, 38.94363, 279.9099, 0.9498825, 174.0798, 398.5317, 6.395678, 72.28226, 1875.087
7.6, 0, 41.39852, 123.2812, 777.009, 2.379041, 113.9147, 280.2948, 0, 60.26745, 97.8353, 198.4885, 63.97448, 266.8397, 0.9063043, 165.5988, 371.219, 6.079234, 68.09504, 1947.728
7.7, 0, 39.25899, 201.4954, 802.8346, 2.226895, 107.4532, 266.6003, 0, 57.40501, 91.85503, 200.2301, 59.90585, 254.3797, 0.8647254, 157.5309, 345.7782, 5.778446, 64.15038, 1862.086
7.8, 0, 37.23003, 191.4707, 759.1594, 2.084479, 101.3582, 253.575, 0, 54.67852, 86.24031, 188.7879, 56.09599, 242.5016, 0.8250539, 149.8561, 379.79, 5.492541, 60.43422, 1888.301
7.9, 0, 35.30593, 182.7336, 717.8601, 1.951171, 95.60891, 260.4149, 0, 52.08154, 80.9688, 177.9996, 52.52841, 231.1781, 0.7872024, 142.5553, 380.0565, 5.220782, 56.93334, 1894.979
8, 0, 33.48128, 197.075, 722.3185, 1.826389, 90.18575, 259.8252, 0, 49.60789, 76.01951, 167.8279, 49.18773, 284.422, 0.7510875, 135.6101, 511.4171, 4.962469, 53.63526, 1811.657
8.1, 0, 31.75092, 244.3321, 690.5995, 1.709586, 85.07019, 247.1308, 0, 73.92457, 198.8309, 158.2374, 46.05951, 271.1411, 0.7166295, 129.0033, 476.3681, 4.716936, 50.52823, 1862.073
8.199999999999999, 0, 30.10999, 232.1761, 829.7285, 1.600254, 107.6154, 344.5845, 0, 130.7275, 186.6772, 149.1949, 43.13023, 258.4803, 0.6837524, 122.7184, 443.721, 4.483552, 47.60119, 1823.427
8.300000000000001, 0, 28.55387, 220.625, 784.5902, 1.497913, 101.5112, 327.749, 0, 191.5366, 175.2664, 140.6692, 40.38725, 246.4107, 0.6523835, 116.7396, 413.3114, 4.261715, 44.84371, 1830.691
8.4, 0, 27.07816, 209.6485, 773.8865, 1.402118, 95.75322, 311.7361, 0, 182.4394, 164.5531, 132.6306, 37.81872, 234.9046, 0.6224537, 111.0522, 423.603, 4.050855, 42.24597, 1750.196
8.5, 0, 25.67873, 199.2182, 807.1046, 1.312449, 90.32186, 296.5055, 0, 173.7744, 154.4946, 125.0515, 35.41354, 223.9359, 0.5938971, 105.6418, 451.382, 3.850427, 39.79871, 1786.876
8.6, 0, 24.35162, 189.3067, 823.0165, 1.228514, 85.19859, 282.0191, 0, 165.5209, 145.051, 145.5629, 33.16132, 213.4793, 0.5666506, 100.495, 420.4474, 3.659916, 37.49322, 1708.307
8.699999999999999, 0, 23.09309, 179.8884, 820.3271, 1.149947, 80.36593, 268.2404, 0, 157.6593, 161.0978, 137.2447, 31.05234, 203.511, 0.5406542, 95.59898, 535.3498, 3.478831, 35.32128, 1733.495
8.800000000000001, 0, 51.50969, 170.9387, 775.7003, 1.076405, 75.80738, 255.1349, 0, 150.1712, 151.2506, 184.1286, 29.07748, 270.1269, 0.5158502, 90.94147, 498.6606, 3.306706, 33.27517, 1674.702
8.9, 0, 69.01215, 162.4342, 733.5012, 1.007566, 71.5074, 250.5406, 0, 143.0388, 276.6883, 173.6066, 27.22823, 257.5134, 0.4921843, 86.51089, 507.1572, 3.143097, 31.34757, 1706.814
9, 0, 65.44551, 171.9691, 693.5978, 0.9431297, 67.45133, 332.5681, 0, 136.245, 259.7755, 163.6858, 25.49658, 245.489, 0.4696042, 82.29614, 591.84, 2.987583, 29.53165, 1802.406
9.1, 0, 62.0632, 163.4134, 710.2316, 0.882814, 63.62533, 330.4961, 0, 129.774, 280.55, 154.332, 23.87505, 234.026, 0.4480599, 78.28674, 551.2794, 2.839764, 27.82092, 1723.154
9.199999999999999, 0, 58.85569, 155.2833, 671.5941, 0.8263557, 60.01635, 326.87, 0, 123.6103, 263.4012, 145.5127, 22.35666, 223.0983, 0.427504, 74.47268, 513.4985, 2.699259, 26.20928, 1693.435
9.300000000000001, 0, 55.81395, 148.444, 635.0586, 0.773508, 56.61208, 396.3312, 0, 117.7394, 287.4958, 137.1974, 20.93483, 212.6808, 0.4078912, 70.84444, 478.3068, 2.565705, 24.69101, 1738.529
9.4, 0, 52.92941, 206.2407, 600.5106, 0.72404, 53.4009, 376.9675, 0, 112.1473, 269.9224, 129.3573, 19.60342, 283.5559, 0.3891782, 67.39295, 521.5956, 2.438759, 23.26069, 1741.073
9.5, 0, 50.19395, 195.9799, 567.842, 0.6777358, 50.37188, 358.55, 0, 106.8208, 253.4232, 121.9651, 18.35669, 270.3154, 0.3713237, 64.10962, 485.849, 2.318095, 21.91323, 1664.518
9.6, 0, 47.59986, 191.6726, 544.4618, 0.6343927, 47.51466, 341.0322, 0, 101.7472, 237.9325, 114.9954, 37.79784, 269.9322, 0.3542883, 60.98626, 452.5522, 2.2034, 20.64382, 1631.682
9.699999999999999, 0, 85.20524, 182.1366, 603.8055, 0.5938217, 44.81952, 324.3703, 0, 96.91469, 273.312, 156.9272, 35.39399, 257.3278, 0.3380344, 58.01506, 499.6812, 2.094381, 19.44795, 1598.159
9.800000000000001, 0, 80.80172, 173.075, 722.189, 0.5558453, 42.27724, 308.5224, 0, 92.31167, 388.5544, 147.9597, 37.05517, 406.5936, 0.3225262, 55.18861, 492.9923, 1.990755, 18.32135, 1527.887
9.9, 0, 76.62578, 164.4642, 682.9009, 0.5202974, 39.87918, 430.5501, 0, 87.92727, 364.8037, 139.5045, 34.69855, 387.6079, 0.3077295, 52.49987, 459.206, 1.892257, 17.26002, 1687.271
10, 0, 72.66566, 156.2818, 645.7502, 0.4870229, 37.61714, 409.5146, 0, 83.75111, 342.5048, 131.5325, 32.49181, 391.6588, 0.2936116, 49.94212, 613.7565, 1.798632, 16.26017, 1613.082
10.1, 0, 68.9102, 148.5066, 642.2071, 0.4558765, 35.4834, 389.5069, 0, 79.7733, 321.5689, 167.1431, 30.42541, 373.3704, 0.2801414, 47.50898, 571.6938, 1.70964, 15.31823, 1542.154
10.2, 0, 65.34883, 157.3504, 607.2702, 0.426722, 33.4707, 370.4766, 0, 75.98442, 301.9127, 157.5917, 28.49042, 355.9361, 0.2672892, 45.19438, 540.0916, 1.62505, 14.43087, 1474.345
10.3, 0, 61.97152, 169.7418, 653.9914, 0.399432, 31.57216, 352.3761, 0, 72.3755, 436.7976, 276.3078, 26.6785, 339.3158, 0.2550267, 42.99255, 503.0774, 1.544646, 13.5949, 1515.283
10.4, 0, 58.76875, 161.2969, 669.9609, 0.3738873, 29.78131, 348.3165, 0, 68.93797, 410.098, 260.5182, 24.98181, 323.4716, 0.2433266, 40.89799, 555.4417, 1.46822, 12.80737, 1469.409
10.5, 0, 55.7315, 153.2721, 654.4939, 0.3499762, 28.09204, 331.2987, 0, 65.66372, 385.0304, 245.6309, 23.39303, 308.3673, 0.2321634, 38.90548, 517.3755, 1.395576, 12.06545, 1455.219
10.6, 0, 52.85122, 145.6465, 698.1902, 0.3275942, 26.4986, 315.1124, 0, 62.54498, 361.495, 231.5943, 21.90529, 293.9682, 0.2215124, 37.01003, 548.0541, 1.326526, 11.36652, 1391.233
10.7, 0, 50.1198, 138.4004, 694.834, 0.3066437, 24.99553, 493.4122, 0, 59.57437, 339.3983, 287.2274, 20.51216, 280.2415, 0.2113499, 35.20693, 510.4942, 1.260892, 10.70807, 1330.06
10.8, 0, 47.52954, 131.5148, 657.0341, 0.287033, 23.57773, 469.3055, 0, 56.74485, 318.6523, 270.8138, 19.20764, 267.1558, 0.2016537, 33.49168, 475.5084, 1.198506, 26.24588, 1271.577
10.9, 0, 45.07315, 124.9717, 621.2906, 0.2686765, 53.05127, 446.3765, 0, 54.04972, 299.1744, 255.3382, 17.98608, 254.6811, 0.1924024, 31.85999, 517.0861, 1.139206, 24.72548, 1301.501
11, 0, 42.74371, 118.7541, 587.4916, 0.2514939, 50.04208, 560.1793, 0, 51.4826, 280.8871, 240.7469, 16.84221, 242.7889, 0.1835754, 30.3078, 481.6486, 1.082841, 23.29317, 1244.274
11.1, 0, 40.53465, 112.8459, 555.5314, 0.2354102, 47.20357, 532.8104, 0, 49.0374, 263.7176, 226.9895, 15.77108, 236.8176, 0.1751534, 28.83123, 448.6397, 1.029264, 21.94382, 1189.563
11.2, 3.94525, 86.29623, 107.2317, 572.2733, 0.2203551, 44.52607, 537.3643, 0, 46.70834, 247.5977, 214.0182, 14.76808, 225.7596, 0.1671178, 27.4266, 454.8159, 0.9783384, 20.67264, 1303.668
11.3, 3.740744, 81.83633, 101.8967, 585.6776, 0.2062628, 42.00045, 564.3126, 0, 44.4899, 232.463, 201.7881, 13.82887, 238.5912, 0.1594509, 26.0904, 480.1143, 0.9299323, 19.4751, 1358.07
11.4, 3.546839, 77.60692, 96.82717, 553.816, 0.1930717, 39.61808, 536.7418, 0, 42.37682, 218.2535, 190.2569, 12.94938, 227.4503, 0.1521357, 24.81929, 447.2105, 0.8839212, 18.34693, 1298.355
11.5, 3.362985, 73.59609, 92.00986, 523.6877, 0.1807243, 37.37085, 516.9793, 0, 40.36411, 204.9126, 179.3847, 12.12583, 216.8296, 0.1451561, 23.61012, 478.9099, 0.8401867, 17.28411, 1333.359
11.6, 3.188661, 69.79255, 87.43222, 495.1984, 0.1691665, 35.25108, 519.0677, 0, 38.44699, 192.3871, 169.1338, 11.35466, 206.7048, 0.1384967, 22.45985, 468.7826, 0.798616, 16.28287, 1274.731
11.7, 3.023374, 66.18558, 83.08232, 514.7529, 0.1583478, 38.81313, 493.7075, 0, 36.62093, 180.6273, 159.4686, 10.63253, 197.0529, 0.1321428, 21.36563, 436.6554, 0.7591022, 15.33962, 1436.935
11.8, 2.866654, 62.76502, 78.94884, 506.3519, 0.1482211, 36.61156, 469.5863, 0, 34.8816, 169.5863, 150.3558, 9.956326, 225.5158, 0.1260804, 20.32471, 477.8561, 0.7215434, 14.45101, 1373.753
11.9, 2.718058, 105.8012, 75.02101, 478.8057, 0.138742, 96.30134, 446.6436, 0, 33.22487, 159.2202, 141.7637, 9.323127, 214.9855, 0.1202962, 19.33451, 445.1071, 0.685843, 13.61388, 1368.75
12, 2.577165, 100.3332, 71.28859, 452.7581, 0.129869, 90.83889, 424.8218, 0, 31.64683, 149.4877, 243.1258, 8.730199, 204.9468, 0.1147773, 18.39255, 574.7999, 0.6519089, 12.82525, 1342.718
12.1, 58.36834, 95.14786, 67.74187, 428.1274, 0.1215636, 85.68629, 411.1967, 0, 30.14375, 140.3502, 234.6907, 8.174979, 195.3769, 0.1095116, 17.49648, 535.4071, 0.6196539, 12.0823, 1317.423
12.2, 97.98116, 90.23049, 64.3716, 408.8125, 0.1137892, 135.2155, 440.2971, 161.4247, 28.71205, 448.5421, 221.2793, 7.65507, 247.6628, 0.1044874, 16.64407, 562.8135, 0.5889947, 98.36256, 1464.264
12.3, 196.306, 174.8513, 61.16901, 386.5726, 0.1065121, 202.6546, 648.3525, 162.7453, 27.34835, 439.6616, 208.6343, 7.168226, 385.0602, 0.09969383, 15.83318, 524.2421, 0.5598525, 92.66454, 1399.88
12.4, 212.2784, 224.4806, 58.12575, 365.5425, 0.09970038, 191.1596, 654.5771, 155.1232, 26.04943, 412.7869, 196.7119, 6.712344, 367.08, 0.09512012, 15.0618, 488.3142, 0.5321522, 185.4035, 1421.984
