 , C02, C03, C05, C07, C11, C13, C15, C19, C22, C28, C30, C45
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
358.7, 242.3187, 796.811, 79.55235, 513.1572, 474.3057, 2486.605, 604.2224, 2347.8, 608.4532, 1153.534, 2092.249, 777.3967
358.8, 229.7419, 935.1331, 74.71405, 489.8501, 479.0388, 2339.334, 571.5427, 2258.291, 572.2947, 1081.616, 2087.777, 738.7582
358.9, 217.8177, 890.0432, 70.17001, 467.6016, 529.7553, 2245.924, 540.6306, 2171.028, 538.2851, 1077.87, 2184.924, 702.0401
359, 206.5125, 1121.072, 137.589, 758.576, 976.1514, 2193.765, 511.3904, 2275.275, 506.2965, 1257.253, 2385.18, 667.147
359.1, 274.0977, 1067.016, 199.981, 767.5698, 1243.048, 2182.142, 483.7316, 2255.952, 476.2089, 1178.869, 2545.197, 633.9881
359.2, 259.8715, 1106.138, 200.0038, 772.8841, 1449.148, 2104.986, 457.5688, 2251.245, 447.9093, 1175.372, 2955.911, 602.4774
359.3, 371.0958, 1111.014, 187.8397, 901.2535, 1470.391, 2205.28, 571.5198, 2303.409, 421.2915, 1126.715, 2930.261, 572.5328
359.4, 351.8351, 1174.216, 176.4155, 1053.758, 1588.877, 2482.019, 540.6089, 2800.349, 396.2555, 1056.469, 3270.845, 544.0765
359.5, 333.5741, 1117.598, 184.5088, 1137.223, 1727.866, 2465.329, 717.3745, 3028.248, 372.7072, 990.6022, 3259.352, 752.5482
359.6, 1184.497, 1396.148, 173.2872, 1085.572, 1824.474, 2624.608, 678.575, 3197.98, 350.5584, 928.8422, 3292.676, 715.1447
359.7, 1720.652, 1328.829, 162.748, 1036.266, 1759.378, 2657.271, 641.8739, 3514.385, 329.7259, 870.9327, 3149.184, 679.6002
359.8, 1764.628, 1264.756, 152.8498, 989.2002, 1663.626, 3535.78, 607.1579, 3614.875, 310.1313, 816.6336, 3104.773, 724.5402
359.9, 1765.442, 1203.773, 143.5537, 982.3051, 1592.182, 4515.461, 574.3195, 3781.737, 291.7012, 765.7198, 2969.469, 688.5287
360, 1765.719, 1145.73, 144.2774, 1059.384, 1505.529, 4719.125, 543.2572, 3628.039, 274.3663, 717.9803, 3183.038, 695.1786
360.1, 1674.075, 1090.485, 135.5025, 1011.268, 1688.22, 4721.571, 513.8749, 3500.388, 258.0616, 673.2172, 3370.49, 660.6266
360.2, 1618.018, 1037.905, 127.2614, 965.337, 1596.341, 4678.621, 486.0817, 3392.761, 242.7258, 631.2449, 3463.977, 627.7918
360.3, 1534.039, 987.8592, 119.5215, 1008.703, 1509.462, 4546.901, 459.7918, 3429.663, 228.3014, 591.8893, 3313.02, 676.0734
360.4, 1597.642, 940.2269, 112.2523, 981.7161, 1427.311, 4375.536, 434.9237, 3335.194, 214.7341, 582.8304, 3318.935, 642.4708
360.5, 1514.721, 894.8914, 105.4252, 937.1276, 1349.631, 4211.093, 411.4007, 3338.454, 201.9732, 546.4933, 3291.833, 610.5385
360.6, 1475.148, 851.7419, 646.3275, 894.5642, 1380.968, 4015.008, 682.8425, 3199.392, 189.9706, 677.9514, 3254.896, 580.1932
360.7, 1398.584, 821.7726, 844.7896, 853.934, 1380.92, 4102.499, 962.0676, 3042.949, 178.6812, 635.6838, 3541.052, 551.3561
360.8, 1455.445, 782.1487, 935.8689, 852.9003, 1305.765, 3915.289, 1082.656, 3179.592, 168.0627, 596.0515, 3765.989, 523.9524
360.9, 1443.3, 749.3546, 897.123, 878.002, 1234.7, 3763.574, 1080.297, 3052.872, 158.0753, 558.8901, 3691.81, 747.9374
361, 1509.084, 713.9146, 856.8345, 912.4454, 1167.502, 3724.959, 1021.868, 2949.355, 148.6814, 524.0456, 3872.714, 1060.254
361.1, 1491.802, 792.3141, 804.7227, 890.0706, 1103.962, 3674.099, 966.6, 2865.554, 139.8457, 491.3735, 3703.945, 1268.027
361.2, 1428.693, 754.1105, 755.7802, 849.6445, 1122.831, 3599.593, 914.321, 2838.901, 131.5351, 641.0598, 3670.498, 1205.003
361.3, 1363.45, 717.7491, 709.8144, 811.0546, 1061.722, 3386.405, 891.7468, 2707.461, 123.7184, 698.2289, 3510.54, 1145.111
361.4, 1300.292, 683.1409, 666.6442, 874.869, 1161.323, 3413.957, 843.5162, 2632.54, 116.3662, 789.0017, 3725.107, 1088.196
361.5, 1232.804, 650.2015, 626.0995, 881.7652, 1098.119, 3211.763, 825.7576, 2633.306, 485.4482, 842.6318, 3729.158, 1034.11
361.6, 1220.279, 622.241, 717.08, 841.7163, 1038.355, 3086.927, 794.3043, 2602.983, 456.5995, 841.3434, 3746.362, 982.7123
361.7, 1260.637, 592.238, 673.4678, 803.4864, 1057.545, 3019.727, 751.3441, 2633.924, 429.4652, 788.8891, 3812.667, 933.8691
361.8, 1215.037, 569.8344, 634.7137, 773.4398, 1219.802, 2840.882, 817.3761, 2516.699, 403.9435, 739.7051, 3811.532, 887.4535
361.9, 1151.974, 542.3583, 596.111, 738.311, 1202.201, 2791.907, 773.168, 2585.421, 475.0155, 693.5875, 3814.698, 843.3448
362, 1187.608, 516.2071, 591.6005, 739.2631, 1212.954, 2656.653, 786.5938, 2475.399, 446.7868, 687.9377, 3721.458, 801.4285
362.1, 1164.608, 491.3168, 629.1353, 749.8172, 1186.826, 2499.311, 744.0505, 2376.832, 453.722, 645.0476, 3559.28, 761.5956
362.2, 1104.162, 467.6266, 590.8719, 748.0299, 1202.809, 2522.327, 703.8082, 2332.934, 426.7587, 604.8315, 3531.417, 723.7424
362.3, 1046.854, 445.0788, 554.9356, 714.0552, 1398.894, 2372.941, 665.7424, 2309.765, 460.8004, 567.1227, 3465.392, 687.7706
362.4, 992.5197, 423.6181, 521.1849, 681.6235, 1350.141, 2391.266, 629.7355, 2196.823, 433.4164, 531.765, 3421.725, 653.5867
362.5, 941.0057, 403.1923, 567.843, 650.6649, 1371.299, 2405.76, 685.1816, 2099.971, 407.6599, 498.6116, 3291.271, 621.1019
362.6, 912.9727, 383.7513, 543.8136, 621.1124, 1296.668, 2291.099, 748.3592, 2099.627, 383.4339, 514.3257, 3304.538, 590.2316
362.7, 865.5875, 365.2477, 510.7394, 669.0707, 1236.803, 2235.488, 707.8839, 2262.449, 360.6477, 482.2596, 3433.786, 560.8956
362.8, 820.6616, 373.3208, 479.6767, 757.1582, 1169.491, 2296.433, 669.5977, 2151.821, 339.2155, 452.1927, 3324.832, 533.0178
362.9, 778.0675, 454.3554, 450.5032, 812.5626, 1441.183, 2160.426, 729.5724, 2137.899, 319.057, 424.0003, 3385.327, 506.5255
363, 860.9704, 510.2265, 423.1041, 775.6569, 1362.748, 2032.473, 853.8057, 2033.361, 300.0965, 397.5656, 3289.873, 481.3499
363.1, 816.2842, 526.7777, 397.3713, 740.4273, 1380.632, 1979.973, 807.6273, 2037.649, 282.2627, 372.779, 3410.517, 457.4256
363.2, 861.2047, 534.1494, 373.2036, 706.7979, 1539.152, 2027.727, 763.9464, 1939.836, 265.4887, 349.5378, 3341.773, 434.6904
363.3, 816.5063, 508.394, 628.6556, 701.1164, 1455.385, 1988.679, 722.6281, 1930.001, 249.7115, 327.7455, 3196.142, 413.0852
363.4, 806.8609, 483.8804, 950.7544, 698.4213, 1560.796, 1870.898, 714.6826, 1862.05, 234.872, 348.3583, 3277.693, 392.5539
363.5, 764.9831, 473.2414, 1034.971, 666.6997, 1561.349, 1795.742, 676.0287, 1859.465, 220.9143, 326.6396, 3606.719, 373.043
363.6, 725.2788, 450.4228, 972.025, 673.1428, 1616.204, 1730.218, 639.4654, 1808.275, 207.786, 306.2749, 3553.906, 354.5018
363.7, 690.2465, 428.7045, 912.9074, 659.9174, 1528.244, 1739.718, 604.8796, 1855.255, 323.9477, 287.1799, 3454.02, 336.8822
363.8, 654.4212, 408.0334, 857.3853, 629.9446, 1445.071, 1687.714, 572.1645, 1774.562, 327.2536, 269.2754, 3447.629, 320.1383
363.9, 620.4553, 388.359, 805.2399, 650.7997, 1366.425, 1587.758, 804.572, 1870.652, 534.4647, 303.5485, 3598.335, 304.2267
364, 716.9854, 369.6332, 947.6593, 660.4441, 1456.122, 1513.843, 914.4969, 1779.182, 1192.683, 515.4107, 3530.29, 289.1059
364.1, 679.7723, 351.8104, 890.0236, 630.4474, 1434.323, 1536.385, 882.1199, 1692.184, 1630.852, 660.9533, 3388.428, 274.7366
364.2, 644.4906, 334.8469, 847.1453, 669.8478, 1356.261, 1457.693, 834.41, 1772.267, 1533.935, 644.0245, 3551.233, 261.0815
364.3, 617.0165, 318.7014, 795.6227, 639.424, 1282.448, 1371.36, 789.2806, 2263.95, 1673.857, 673.6313, 3540.127, 248.1051
364.4, 584.9921, 303.3343, 747.2337, 610.382, 1225.432, 1360.49, 746.592, 2389.988, 1649.691, 643.4307, 3494.279, 235.7737
364.5, 680.8455, 288.7083, 727.0544, 640.5313, 1311.864, 1279.914, 706.2122, 2339.902, 1633.719, 603.3154, 3448.604, 224.0551
364.6, 645.5081, 274.7874, 682.8356, 611.439, 1240.467, 1287.685, 668.0164, 2260.726, 1536.632, 565.7012, 3509.282, 212.9191
364.7, 656.5264, 261.5378, 641.3062, 583.6681, 1256.445, 1211.421, 665.0315, 2277.392, 1472.257, 562.822, 3457.214, 202.3365
364.8, 675.3461, 248.9271, 602.3026, 557.1585, 1188.064, 1139.674, 629.063, 2239, 1512.297, 594.0943, 3306.552, 192.2798
364.9, 640.2942, 236.9244, 565.6711, 531.853, 1143.457, 1200.392, 648.8123, 2138.385, 1422.426, 557.0549, 3318.75, 182.7231
365, 607.0615, 225.5005, 531.2676, 507.6967, 1081.225, 1129.298, 696.4746, 2033.823, 1441.353, 522.3248, 3278.486, 173.6413
365.1, 575.5537, 214.6273, 498.9564, 496.126, 1024.934, 1062.415, 658.8055, 1934.374, 1355.698, 489.76, 3317.931, 165.0109
365.2, 573.3341, 204.2785, 468.6104, 530.8572, 969.1535, 1023.731, 645.0308, 1998.704, 1439.308, 459.2255, 3173.338, 156.8094
365.3, 594.7808, 194.4287, 440.1099, 506.7462, 919.6517, 963.1005, 635.9605, 1947.008, 1353.775, 430.5946, 3035.047, 149.0156
365.4, 563.9104, 185.0538, 413.3429, 483.7303, 900.3214, 1067.105, 601.5643, 1851.804, 1315.584, 403.7488, 3258.219, 141.6092
365.5, 534.6422, 218.9871, 438.0412, 461.7598, 851.3223, 1003.905, 569.0284, 1889.204, 1237.403, 378.5767, 3116.229, 598.4727
365.6, 567.0897, 216.5279, 411.4, 440.7871, 804.9901, 944.4484, 538.2523, 1920.18, 1163.868, 354.974, 3096.548, 568.7271
365.7, 537.6565, 206.0875, 386.3791, 520.5568, 761.1793, 914.9168, 509.1407, 1913.593, 1191.036, 332.8428, 3036.549, 540.46
365.8, 576.964, 207.5185, 362.8799, 533.4976, 752.6064, 860.7304, 481.6036, 2073.544, 1120.257, 312.0914, 2904.219, 513.5978
365.9, 547.0183, 197.5125, 340.8098, 509.2667, 742.6453, 816.4862, 455.5559, 2757.451, 1053.683, 292.6338, 3085.799, 488.0707
366, 518.6269, 225.9225, 320.0821, 501.4765, 901.564, 768.1294, 430.9169, 2729.34, 991.0662, 274.3893, 2991.198, 463.8124
366.1, 491.709, 218.1014, 300.6151, 478.6999, 852.4974, 812.9321, 407.6106, 2840.155, 932.1702, 257.2822, 2860.844, 440.7598
366.2, 466.1882, 217.8024, 282.3319, 456.9579, 960.7233, 790.9232, 385.5648, 2746.826, 876.7743, 241.2417, 2920.922, 418.8529
366.3, 441.992, 207.3005, 265.1608, 436.2033, 908.437, 744.0803, 364.7114, 2617.777, 908.1328, 226.2013, 2849.793, 398.0349
366.4, 434.4639, 197.305, 249.034, 416.3914, 858.9963, 735.6799, 344.9858, 2697.196, 854.1653, 212.0985, 2903.686, 378.2516
366.5, 411.9143, 187.7914, 264.3606, 420.6853, 812.2463, 692.1089, 326.3271, 2740.739, 915.9529, 198.8751, 2900.44, 359.4515
366.6, 390.535, 200.7772, 248.2824, 401.5782, 780.2363, 651.1184, 308.6776, 2719.138, 861.5207, 186.476, 2873.693, 341.5859
366.7, 472.8847, 191.0962, 233.1821, 383.339, 746.6934, 612.5556, 291.9826, 2659.202, 877.9036, 174.85, 2849.269, 482.916
366.8, 460.5052, 181.882, 219.0002, 365.9281, 706.0554, 604.3372, 276.1906, 2529.173, 825.7326, 163.9488, 2770.344, 458.9139
366.9, 497.9998, 173.1121, 205.6808, 349.308, 667.6291, 568.545, 261.2527, 2405.503, 776.6619, 153.7273, 2728.85, 436.1048
367, 472.1525, 164.765, 193.1715, 333.4428, 631.2941, 558.965, 262.5308, 2354.609, 730.5074, 144.143, 2764.53, 414.4293
367.1, 447.6468, 156.8204, 260.536, 429.5831, 596.9366, 525.86, 248.3317, 2371.261, 764.6996, 135.1563, 2777.746, 471.3477
367.2, 527.4366, 180.6893, 244.6904, 419.614, 564.449, 531.4284, 286.2022, 2382.654, 737.4482, 126.7298, 2855.377, 447.9206
367.3, 500.0615, 266.6338, 229.8086, 425.8409, 533.7294, 553.7377, 270.7229, 2329.181, 693.624, 118.8287, 2730.942, 514.9499
367.4, 474.1072, 253.7773, 216.5835, 406.4996, 509.5023, 536.2398, 256.0807, 2352.717, 652.4041, 111.4202, 2611.93, 539.1421
367.5, 449.5, 241.5408, 203.4111, 388.0368, 652.7841, 522.6529, 242.2305, 2257.631, 613.6337, 104.4736, 2713.551, 512.3454
367.6, 477.18, 269.2773, 191.0399, 370.4126, 617.257, 491.6985, 229.1293, 2282.328, 577.1674, 97.96014, 2607.588, 486.8806
367.7, 458.8808, 256.2933, 179.421, 354.2325, 632.6409, 462.5774, 216.7368, 2266.824, 542.8682, 91.85273, 2570.214, 462.6814
367.8, 440.5066, 319.3294, 181.701, 338.1436, 662.233, 435.181, 205.0145, 2155.982, 561.4919, 86.12608, 2657.764, 608.2238
367.9, 417.6433, 303.9321, 170.6501, 322.7855, 626.1917, 409.4072, 213.053, 2133.222, 528.1243, 80.75647, 2587.886, 577.9936
368, 450.1587, 289.2772, 160.2714, 308.1249, 592.1118, 385.1599, 201.5299, 2179.933, 496.7395, 75.72163, 2544.089, 549.2659
368.1, 450.8407, 275.3289, 164.5483, 294.1302, 559.8868, 362.3486, 204.2129, 2073.34, 502.0439, 71.0007, 2488.752, 521.966
368.2, 427.4411, 262.0532, 154.5406, 280.7711, 529.4155, 340.8883, 193.168, 1971.959, 550.3947, 66.5741, 2380.294, 496.023
368.3, 405.256, 249.4176, 145.1416, 268.0188, 500.6027, 320.6991, 182.7204, 1940.844, 517.6865, 62.42347, 2398.82, 471.3694
368.4, 384.2223, 237.3913, 136.3142, 255.8456, 473.3579, 301.7055, 172.8379, 1917.754, 554.9484, 58.53162, 2347.493, 447.9412
368.5, 364.2803, 225.9448, 128.0237, 244.2254, 447.5959, 283.8369, 163.4899, 1879.245, 531.3193, 54.88242, 2245.191, 425.6774
368.6, 345.3734, 215.0503, 120.2374, 233.1329, 423.236, 267.0265, 154.6475, 1787.355, 499.7447, 51.46072, 2356.218, 404.5202
368.7, 345.9054, 204.6811, 112.9247, 222.5443, 400.2018, 282.7484, 146.2833, 1757.738, 488.8062, 48.25235, 2405.245, 384.4146
368.8, 386.4311, 194.8118, 106.0568, 212.4365, 378.4213, 266.0025, 138.3715, 1751.972, 480.5064, 45.24401, 2361.083, 365.3082
368.9, 366.3745, 185.4184, 99.60648, 202.7879, 357.8261, 250.2484, 130.8876, 1666.305, 451.9514, 42.42323, 2322.391, 347.1515
369, 347.3588, 176.478, 93.54852, 193.5775, 338.3518, 235.4273, 576.6548, 1617.309, 425.0934, 39.77832, 2401.141, 329.8972
369.1, 329.3301, 167.9686, 87.85899, 184.7854, 319.9373, 221.484, 996.283, 1672.184, 440.3475, 37.2983, 2296.501, 563.1532
369.2, 312.2372, 159.8696, 82.51549, 176.3926, 302.5251, 208.3665, 951.7862, 1685.904, 487.9846, 34.9729, 2366.66, 535.1631
369.3, 298.988, 152.161, 77.49698, 168.3811, 286.0605, 196.0259, 1330.176, 1603.468, 458.9852, 32.79249, 2263.523, 508.5641
369.4, 283.4698, 144.8242, 72.78369, 160.7334, 270.4919, 184.4162, 1325.099, 1526.257, 441.5594, 30.74801, 2303.013, 483.2873
369.5, 268.7571, 137.8411, 68.35706, 153.433, 255.7707, 173.494, 1253.43, 1765.449, 415.3189, 28.831, 2324.254, 459.2667
369.6, 254.8081, 131.1947, 64.19965, 146.4643, 241.8507, 163.2188, 1292.85, 1679.123, 443.7289, 27.0335, 2222.965, 436.44
369.7, 241.583, 124.8688, 60.29509, 139.812, 228.6882, 153.552, 1222.926, 1597.018, 417.3595, 25.34807, 2239.68, 496.1206
369.8, 229.0443, 118.8479, 56.628, 133.4619, 216.2421, 144.4579, 1257.13, 1551.462, 392.5571, 23.76772, 2225.233, 657.9346
369.9, 217.1564, 113.1174, 53.18394, 127.4002, 204.4734, 135.9023, 1223.209, 1555.89, 516.3646, 22.2859, 2128.259, 625.2336
370, 251.115, 107.6631, 49.94934, 121.6138, 193.3451, 127.8534, 1216.463, 1543.2, 922.712, 20.89647, 2035.511, 594.158
370.1, 238.0816, 102.4719, 46.91147, 160.73, 182.8225, 120.2812, 1150.67, 1567.921, 867.8781, 19.59366, 2162.256, 564.6268
370.2, 225.7247, 97.53091, 44.05836, 153.4298, 172.8726, 113.1575, 1088.436, 1664.598, 936.4935, 18.37208, 2081.57, 536.5635
370.3, 214.0091, 92.82819, 53.88023, 367.2509, 163.4642, 106.4557, 1029.567, 1804.336, 880.8407, 17.22665, 1990.857, 509.895
370.4, 211.6717, 666.7081, 50.60329, 522.9998, 154.5678, 100.1508, 1064.739, 1807.75, 828.4951, 16.15264, 2086.699, 484.5519
370.5, 200.6855, 645.3547, 47.52564, 558.2943, 146.1556, 94.21931, 1007.152, 1729.858, 882.7444, 15.14559, 2015.311, 460.4685
370.6, 190.2694, 657.8035, 44.63518, 532.9371, 138.2013, 88.63912, 976.3705, 1731.161, 830.2856, 14.20132, 1927.486, 437.5821
370.7, 180.394, 626.0858, 41.92051, 512.4571, 130.6798, 83.38943, 923.563, 1695.778, 780.9444, 13.31593, 2046.022, 415.8332
370.8, 171.0312, 595.8973, 39.37094, 489.1818, 123.5677, 78.45065, 873.6118, 1612.859, 734.5353, 12.48574, 1956.858, 395.1652
370.9, 162.1543, 627.9585, 36.97644, 471.5184, 116.8427, 73.80437, 826.3621, 1565.455, 690.8842, 11.7073, 1920.288, 375.5245
371, 153.7381, 597.6798, 34.72757, 450.1025, 110.4836, 69.43327, 846.4247, 1638.911, 649.8271, 10.9774, 1836.603, 356.86
371.1, 145.7588, 568.8611, 32.61547, 429.6593, 104.4707, 65.32104, 900.1395, 1722.778, 611.21, 10.293, 1981.071, 339.1232
371.2, 138.1936, 541.4319, 30.63183, 410.1446, 98.78497, 61.45237, 851.455, 1653.985, 574.8877, 9.651277, 1894.738, 322.268
371.3, 131.0211, 515.3254, 29.49607, 391.5163, 93.40871, 57.81282, 805.4037, 1573.11, 747.532, 9.049559, 1866.762, 306.2505
371.4, 124.2208, 490.4776, 27.70215, 376.8919, 88.32504, 54.38883, 894.5278, 1547.646, 779.2911, 8.485355, 1785.41, 291.0291
371.5, 163.0406, 466.8279, 26.01733, 359.7739, 83.51804, 123.0395, 846.1469, 1501.844, 1171.906, 101.755, 1833.754, 276.5642
371.6, 154.5784, 444.3186, 24.43498, 427.0406, 78.97266, 538.533, 851.4918, 1477.103, 1243.415, 264.4622, 1927.146, 262.8183
371.7, 146.5555, 422.8946, 22.94887, 517.6588, 74.67466, 655.4838, 881.4417, 1538.193, 1169.522, 247.974, 1917.972, 452.9448
371.8, 184.458, 402.5036, 21.55314, 494.1473, 70.61057, 623.7739, 930.8577, 1506.399, 1133.228, 266.2276, 1847.276, 430.4323
371.9, 207.4621, 383.0958, 20.2423, 471.7036, 66.76767, 680.8683, 880.5119, 1432.739, 1073.633, 249.6294, 1870.17, 409.0387
372, 196.6943, 364.6238, 71.70934, 450.2793, 63.13391, 683.2558, 832.889, 1362.682, 1009.83, 234.066, 1893.985, 388.7085
372.1, 186.4855, 347.0425, 67.34805, 429.8281, 59.69791, 642.7896, 800.9625, 1467.193, 992.6648, 219.473, 1811.447, 369.3887
372.2, 176.8065, 330.3089, 63.252, 410.3058, 56.44892, 604.7201, 775.9741, 1580.299, 1662.159, 255.1118, 1755.054, 351.0292
372.3, 628.3499, 476.7007, 59.40508, 723.8985, 53.37675, 568.9053, 772.7256, 2149.301, 2110.992, 469.3193, 1938.899, 522.4558
372.4, 1220.469, 453.7154, 92.63837, 691.0198, 50.47178, 748.9033, 811.201, 2549.395, 2724.728, 633.139, 1854.404, 538.1871
372.5, 1157.124, 576.1973, 140.9307, 659.6343, 47.7249, 704.5491, 888.0281, 2467.778, 2921.044, 664.9988, 1814.008, 594.9396
372.6, 1097.067, 548.4144, 132.3594, 718.5781, 45.12753, 662.8218, 839.9987, 2493.874, 3488.041, 623.5389, 1878.45, 565.3697
372.7, 1043.663, 691.5179, 124.3094, 685.941, 42.67151, 623.5659, 909.961, 2371.93, 3569.278, 584.6638, 1796.589, 537.2694
372.8, 989.4949, 658.1746, 116.749, 654.7863, 40.34916, 606.1735, 860.7454, 2275.151, 3534.348, 849.1051, 1867.284, 558.8524
372.9, 960.8928, 626.4389, 109.6485, 625.0466, 38.1532, 570.2725, 832.4689, 2299.523, 3419.282, 796.1669, 1785.91, 585.9471
373, 911.0204, 596.2335, 102.9798, 596.6576, 36.07675, 536.4979, 787.4445, 2279.979, 3555.329, 746.5291, 1871.119, 556.8241
373.1, 863.7365, 639.3993, 96.71663, 569.558, 34.11331, 504.7235, 820.4956, 2219.041, 3344.047, 747.1931, 1827.494, 529.1486
373.2, 818.9067, 608.569, 90.83442, 566.855, 32.25673, 474.831, 776.1188, 2235.972, 3145.321, 744.4102, 1747.853, 706.1013
373.3, 776.4036, 579.2252, 85.30996, 602.4394, 30.50119, 446.7089, 734.142, 2126.639, 2991.098, 697.9993, 1803.133, 671.0063
373.4, 871.4867, 551.2963, 80.12149, 575.0772, 28.8412, 420.2523, 702.0242, 2342.481, 2982.016, 654.4819, 1724.554, 637.6556
373.5, 1283.136, 524.7141, 75.24858, 548.9578, 27.27155, 395.3627, 708.0584, 2854.85, 2965.255, 613.6776, 1753.369, 605.9626
373.6, 1318.517, 499.4136, 70.67204, 524.0247, 25.78732, 415.3004, 669.7628, 2868.083, 2902.781, 575.4173, 1676.959, 575.8447
373.7, 1286.24, 475.3331, 66.37383, 500.224, 24.38388, 401.4576, 633.5383, 2796.041, 2730.278, 588.174, 1695.86, 833.6384
373.8, 1316.241, 452.4136, 62.33704, 477.5043, 23.05681, 451.959, 599.2731, 2659.322, 2589.373, 640.07, 1621.956, 832.3268
373.9, 1247.925, 430.5993, 58.54576, 455.8166, 21.80197, 440.8716, 566.8612, 2557.434, 2556.687, 600.1642, 1625.48, 790.9581
374, 1267.263, 409.8368, 54.98507, 435.1139, 20.61542, 414.7608, 536.2023, 2680.346, 2477.757, 592.6751, 1554.643, 751.6455
374.1, 1251.764, 390.0754, 51.64093, 415.3514, 19.49345, 390.1964, 507.2015, 2604.742, 2494.761, 555.7242, 1588.97, 714.2869
374.2, 1186.794, 371.2669, 48.50018, 408.8483, 18.43254, 367.0868, 479.7693, 2477.377, 2346.505, 521.0771, 1673.764, 796.8433
374.3, 1125.197, 353.3653, 45.55044, 395.1365, 17.42937, 345.3459, 453.8208, 2419.485, 2264.613, 488.5901, 1713.099, 757.2382
374.4, 1066.797, 336.3268, 42.78011, 377.1898, 16.48079, 324.8926, 429.2757, 2334.505, 2371.487, 458.1284, 1718.717, 719.6016
374.5, 1053.002, 320.11, 40.17826, 406.5106, 15.58384, 305.6507, 406.0581, 2430.814, 2293.535, 429.566, 1643.816, 683.8356
374.6, 998.3492, 304.675, 37.73466, 388.0473, 14.73571, 287.5483, 384.0963, 2311.954, 2157.237, 451.1696, 1572.18, 649.8472
374.7, 1084.912, 289.9843, 35.43967, 370.4226, 13.93373, 270.5182, 363.3223, 2310.232, 2077.845, 472.0093, 1598.562, 617.5482
374.8, 1101.356, 276.002, 33.28427, 391.451, 13.1754, 254.4966, 343.6718, 2328.391, 2078.392, 442.5815, 1743.622, 678.2409
374.9, 1044.193, 262.6938, 31.25995, 375.8982, 12.45835, 239.4239, 325.0842, 2214.538, 2010.178, 414.9883, 1667.636, 723.5206
375, 1050.318, 250.0273, 29.35875, 376.0001, 11.78031, 225.2439, 340.8011, 2132.403, 2057.862, 466.3506, 1594.962, 687.5598
375.1, 995.804, 237.9716, 27.57318, 358.9225, 11.13918, 228.0076, 322.3687, 2183.614, 1935.57, 437.2755, 1588.65, 653.3864
375.2, 944.1196, 249.1156, 25.89621, 342.6206, 10.53294, 214.5038, 323.4774, 2166.588, 1972.568, 410.0132, 1662.854, 620.9115
375.3, 895.1177, 237.1039, 24.32123, 327.0591, 9.959701, 201.7997, 305.982, 2145.994, 2015.183, 384.4505, 1590.388, 718.1733
375.4, 848.6592, 225.6713, 22.84203, 312.2044, 9.417655, 189.848, 352.6043, 2251.34, 1895.427, 360.4816, 1521.08, 682.4783
375.5, 804.6119, 214.7899, 21.4528, 298.0244, 8.905109, 178.6042, 333.5335, 2186.273, 1906.881, 338.007, 1454.793, 648.5575
375.6, 762.8508, 204.4333, 20.14806, 284.4885, 8.420459, 168.0262, 315.4942, 2084.126, 1793.561, 316.9337, 1468.537, 616.3226
375.7, 749.1755, 194.576, 18.92268, 271.5673, 7.962184, 158.0748, 298.4306, 2094.509, 1686.976, 297.1741, 1560.702, 675.3126
375.8, 814.2915, 185.194, 17.77182, 259.233, 7.528851, 148.7127, 304.2327, 1992.093, 1681.186, 278.6465, 1492.688, 864.5839
375.9, 784.0084, 176.2644, 16.69095, 247.4589, 7.119102, 139.9052, 287.7781, 1899.977, 1581.278, 261.2741, 1427.638, 1579.109
376, 859.8604, 167.7653, 15.67583, 236.2195, 6.731652, 131.6192, 272.2135, 1892.496, 1578.894, 244.9847, 1424.211, 1879.198
376.1, 855.8785, 159.6761, 14.72244, 225.4907, 6.365289, 123.824, 257.4908, 1799.958, 1485.065, 229.7109, 1481.394, 2052.026
376.2, 907.4319, 151.9769, 13.82703, 222.2215, 6.018865, 220.7965, 243.5643, 1800.223, 1511.3, 215.3894, 1448.368, 2029.521
376.3, 860.3342, 144.6489, 12.98609, 212.1284, 5.691295, 291.6385, 230.391, 1780.454, 1421.488, 201.9607, 1385.249, 1928.649
376.4, 858.3929, 137.6743, 12.19629, 202.4937, 5.381552, 274.3661, 217.9302, 1693.394, 1337.014, 189.3693, 1461.182, 2063.161
376.5, 822.3497, 131.0359, 11.45452, 212.1602, 5.088667, 551.6414, 206.1433, 1610.592, 1257.559, 177.5629, 1397.505, 2012.519
376.6, 858.0826, 124.7177, 10.75787, 202.5241, 4.811722, 1617.18, 194.994, 1577.915, 1337.406, 166.4926, 1336.603, 2131.46
376.7, 813.5463, 118.7041, 10.10358, 193.3257, 4.549849, 1820.84, 184.4476, 1579.023, 1279.647, 341.2391, 1342.851, 2432.459
376.8, 771.3215, 112.9804, 9.489094, 184.545, 4.302228, 1726.273, 174.4717, 1501.813, 1332.405, 355.2626, 1305.366, 2588.919
376.9, 732.6102, 107.5328, 8.911976, 176.1632, 4.068084, 1733.108, 165.0353, 1657.313, 1402.42, 333.1135, 1248.48, 2460.244
377, 728.5667, 102.3478, 8.369958, 168.162, 3.846683, 1719.032, 156.1093, 1576.274, 1333.716, 332.1835, 1194.072, 2519.469
377.1, 766.8666, 97.41283, 7.860905, 160.5243, 3.637331, 1617.221, 147.6661, 1499.198, 1389.58, 326.5575, 1247.932, 2409.918
