 , C000, C003, C005, C008, C009, C010, C012, C015, C018, C019, C021, C022, C024, C026, C030, C033, C036, C037, C039, C040, C045, C047, C049, C062, C081, C082, C086, C118
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 0, 0, 0, 122.8661, 13.05078, 62.68799, 31.48874, 149.3856, 0, 0, 0, 134.2003, 123.2903, 0, 82.65784, 0, 0, 69.87488, 0, 0, 0, 0, 0, 0, 174.4103, 304.0767
0.2, 0, 0, 0, 0, 0, 142.7535, 12.43829, 65.12683, 60.80402, 143.0581, 0, 0, 6.103516e-05, 128.355, 117.6206, 0, 77.75104, -6.103516e-05, 0, 66.93262, 0, 0, 1.525879e-05, 0, 165.4931, 3.051758e-05, 166.4739, 340.9019
0.3, 0, 0, 0, 0, 0, 134.8394, 11.85455, 69.38293, 57.95816, 136.9987, 0, 44.90154, 6.103516e-05, 122.7644, 221.5481, 0, 73.1355, -6.103516e-05, 133.9041, 134.6472, 0, 0, 1.525879e-05, 0, 157.0914, 3.051758e-05, 188.0554, 588.6177
0.4, 0, 0, 0, 0, 0, 217.5752, 11.29819, 66.14124, 55.24548, 131.1958, 0, 42.88116, 102.259, 117.4173, 301.9639, 0, 83.92206, 51.9707, 141.6171, 151.762, 0, 52.0737, 1.525879e-05, 0, 149.1162, 0, 179.498, 821.3325
0.5, 0, 7.934961, 0, 0, 0, 205.5132, 10.76794, 70.1687, 103.813, 125.6388, 0, 40.95171, 97.42529, 112.3031, 345.9675, 0, 78.94025, 141.1135, 200.7322, 280.9186, -1.907349e-06, 52.53112, 1.525879e-05, 0, 141.5459, 3.051758e-05, 223.3782, 941.6343
0.6, 0, 7.519833, -7.629395e-06, 0, 0, 194.1198, 10.26263, 66.89038, 140.6663, 120.3172, 0, 39.10905, 92.82007, 107.4117, 454.2056, 0, 186.8102, 139.6459, 306.4941, 366.0167, 52.56687, 50.2011, 1.525879e-05, 0, 134.3599, 87.18399, 213.2136, 1202.656
0.7, 0, 23.79128, -7.629395e-06, 0, 0, 183.358, 72.36658, 90.7973, 134.0825, 115.2209, 0, 37.34932, 88.43262, 160.5886, 553.0771, 0, 175.7206, 222.5319, 292.6196, 350.6052, 50.21116, 47.97443, 1.525879e-05, 0, 127.5387, 82.86807, 276.1118, 1152.598
0.8, 0, 59.55996, -1.525879e-05, -3.051758e-05, 0, 173.1929, 123.0292, 143.6127, 127.8069, 110.3405, 0, 52.32291, 237.9601, 153.594, 527.6436, 0, 165.2893, 210.3938, 279.3733, 335.8427, 47.96102, 67.65125, 1.525879e-05, 0, 121.0638, 78.76581, 263.5475, 1366.72
0.9, 0, 56.444, -7.629395e-06, -3.051758e-05, 0, 163.5914, 122.1538, 161.2004, 239.0227, 105.6669, 0, 49.96861, 226.712, 146.9041, 707.8516, 0, 155.4772, 215.2312, 266.7266, 352.4209, 45.81172, 64.65058, 1.525879e-05, 0, 114.9177, 74.86664, 251.555, 1415.585
1, 0, 53.49105, -7.629395e-06, -6.103516e-05, 0, 154.5221, 116.4211, 153.669, 227.8354, 101.1912, 0, 47.72025, 215.9956, 140.5056, 703.5765, 0, 146.2477, 263.0375, 254.6524, 476.675, 43.75874, 61.783, 1.525879e-05, 0, 109.0836, 71.16046, 240.1082, 1526.63
1.1, 0, 50.6926, -7.629395e-06, -6.103516e-05, 0, 254.9396, 110.9573, 146.4896, 217.1718, 96.90505, 0, 45.57304, 271.4532, 134.3858, 726.6404, 0, 137.566, 440.1583, 298.1708, 537.5645, 41.79775, 59.04261, 7.629395e-06, 0, 103.5457, 67.63777, 229.1823, 1712.077
1.2, 0, 48.04054, -7.629395e-06, -6.103516e-05, 0, 277.093, 167.5463, 192.9472, 207.0072, 92.80047, 0, 62.12802, 388.2288, 128.5325, 693.2255, 0, 129.3997, 480.7535, 379.644, 514.9298, 39.92465, 56.42378, 0, 0, 98.28886, 64.28946, 360.3621, 1841.391
1.3, 0, 165.7158, -7.629395e-06, 112.703, 0, 322.2868, 172.8308, 183.9326, 227.4981, 88.86974, 0, 582.0483, 369.8775, 122.9341, 815.6334, 0, 121.7181, 474.6533, 362.4583, 516.4103, 38.13548, 53.9211, 0, 0, 93.29895, 61.10692, 502.5377, 1969.292
1.4, 0, 157.0461, -7.629395e-06, 159.3059, 0, 304.4197, 365.1479, 175.3392, 353.0387, 85.10551, 0, 715.6782, 352.3937, 117.5796, 778.126, 0, 207.8036, 448.7633, 346.0504, 591.5614, 36.4265, 59.77924, 0, 0, 88.56235, 171.1397, 479.6701, 2010.034
1.5, 0, 148.8301, -7.629395e-06, 152.0282, 0, 374.1413, 348.0114, 167.1472, 345.3732, 81.50072, 0, 851.1969, 404.11, 112.4583, 927.7792, 0, 195.4678, 573.0413, 360.8387, 566.6531, 34.7941, 57.12773, 0, 0, 84.06622, 162.6677, 497.286, 2234.398
1.6, 0, 141.0438, -1.144409e-05, 162.7977, 0, 353.3994, 333.9937, 159.338, 329.2083, 78.04862, 0, 812.8968, 485.7351, 107.5601, 918.4099, 0, 183.8642, 541.7848, 366.9052, 662.5085, 33.23485, 54.59383, 7.629395e-06, 0, 79.79837, 154.6151, 510.5261, 2189.519
1.7, 0, 220.455, -1.144409e-05, 260.3986, 0, 333.8074, 318.3191, 151.8936, 439.3078, 74.74274, 0, 776.3199, 462.7749, 102.8753, 988.3043, 0, 172.9495, 512.2332, 350.2961, 634.6129, 31.74548, 52.17232, 7.629395e-06, 0, 75.74716, 146.9611, 594.658, 2540.856
1.8, 0, 208.9216, -1.144409e-05, 248.5026, 0, 315.3016, 303.3802, 263.4841, 418.7463, 71.57688, 0, 741.389, 440.9, 98.39444, 1049.326, 0, 162.6827, 484.2935, 334.4389, 663.6432, 30.32286, 49.85821, 7.629395e-06, 0, 71.90163, 139.686, 783.9125, 2448.572
1.9, 11.8304, 197.9916, -1.144409e-05, 237.1501, 0, 297.8218, 356.5464, 251.174, 459.1708, 68.54512, 0, 708.0298, 420.0591, 94.10879, 1001.072, 0, 153.0254, 525.1827, 319.2995, 739.8896, 28.96398, 47.64675, 7.629395e-06, 0, 68.25133, 132.771, 748.2411, 2586.965
2, 11.22507, 193.832, -1.144409e-05, 299.9495, 0, 281.3109, 349.8737, 273.4186, 530.5389, 65.64177, 0, 676.1715, 478.6239, 90.0098, 1075.842, 0, 143.9414, 527.7676, 304.8454, 708.7359, 27.666, 45.53337, 7.629395e-06, 0, 64.78634, 126.1984, 890.0555, 2703.066
2.1, 59.18102, 183.6914, -1.144409e-05, 286.2467, 0, 265.7155, 333.4539, 281.3205, 505.7074, 62.8614, 0, 645.7468, 455.9998, 86.08935, 1041.572, 0, 190.6263, 590.2383, 291.0456, 678.8938, 26.42619, 43.51374, 7.629395e-06, 0, 61.49728, 119.9511, 992.3568, 2726.112
2.2, 56.15289, 174.0813, -1.144409e-05, 316.0046, 0, 250.9846, 317.8047, 268.177, 485.8252, 60.1988, 0, 616.691, 434.4451, 82.33966, 1185.079, 0, 179.3101, 558.0437, 303.0905, 704.4547, 25.24194, 41.58369, 1.525879e-05, 0, 58.37518, 114.0131, 947.2003, 2740.075
2.3, 53.27969, 164.974, -1.144409e-05, 342.7354, 0, 288.1357, 302.8899, 323.9156, 517.2004, 57.64898, 0, 588.9426, 511.2949, 78.75329, 1147.5, 0, 174.0705, 527.6052, 352.3605, 674.7928, 24.11076, 39.73924, 7.629395e-06, 0, 55.4116, 108.369, 904.0986, 2899.375
2.4, 85.70751, 209.0824, -1.144409e-05, 374.7015, 0, 272.1619, 288.6751, 308.7821, 492.9933, 55.20715, 0, 562.4428, 487.1265, 75.32312, 1094.732, 0, 163.7372, 498.8271, 365.5477, 801.2991, 23.03027, 37.97661, 7.629395e-06, 0, 52.59847, 103.0044, 862.9583, 2954.668
2.5, 81.32209, 198.144, -7.629395e-06, 357.5837, 0, 257.0736, 275.1274, 294.3556, 469.9191, 52.86876, 0, 537.1353, 464.1005, 72.04236, 1269.158, 0, 230.001, 471.6186, 349.0001, 767.5596, 21.99821, 36.29216, 7.629395e-06, 0, 49.92817, 97.90531, 823.69, 3089.679
2.6, 104.4541, 187.7778, -7.629395e-06, 341.248, 0, 282.6873, 262.2155, 346.6099, 447.9249, 50.62941, 0, 512.9666, 442.1629, 68.90449, 1210.795, 0, 216.3475, 445.8942, 333.2015, 735.2407, 21.01239, 34.68242, 7.629395e-06, 0, 47.39342, 93.05865, 884.6666, 3003.74
2.7, 119.3896, 184.7625, -3.814697e-06, 325.6584, 0, 267.0156, 249.9095, 373.9278, 426.9601, 48.48491, 0, 489.8853, 466.4395, 150.88, 1296.75, 0, 203.5045, 451.4295, 337.72, 704.2827, 20.07075, 33.14407, 7.629395e-06, 0, 44.98736, 88.45191, 844.4105, 3239.597
2.8, 113.2808, 175.0964, -5.722046e-06, 310.7812, 0, 252.2126, 238.1811, 413.7296, 406.9766, 46.43125, 0, 475.0931, 444.3914, 201.7048, 1237.118, 0, 191.4239, 426.8063, 322.432, 674.6281, 19.17131, 31.67397, 7.629395e-06, 0, 42.70345, 84.07323, 937.5473, 3201.387
2.9, 107.4845, 165.936, -5.722046e-06, 296.5835, 0, 238.2303, 227.0031, 394.3998, 424.7664, 107.512, 0, 453.7159, 423.3854, 192.9194, 1261.488, 0, 226.3584, 430.4395, 307.8361, 673.5426, 18.31218, 30.26907, 1.144409e-05, 0, 182.9018, 79.91131, 929.7128, 3068.135
3, 101.9848, 157.2548, 56.00764, 512.8236, 0, 256.4057, 216.3497, 563.5718, 404.8856, 117.5418, 0, 470.7783, 565.4696, 197.0844, 1203.478, 0, 313.8824, 406.9612, 350.0573, 705.8743, 17.49154, 28.92648, 7.629395e-06, 0, 173.6163, 75.95541, 966.0148, 3128.16
3.1, 180.2151, 149.0278, 52.72643, 489.3959, 0, 242.1909, 206.1962, 537.2415, 385.9352, 112.5631, 0, 449.5953, 538.7404, 188.5002, 1392.431, 0, 299.9583, 548.6802, 446.1886, 676.1528, 16.70769, 27.64345, 3.814697e-06, 0, 164.8021, 72.19534, 1128.716, 3318.245
3.2, 248.2788, 141.2312, 49.63746, 467.0385, 0, 285.8419, 196.5193, 559.8982, 367.8718, 107.7953, 0, 429.3655, 513.2747, 307.4679, 1354.606, 0, 282.1519, 603.3882, 425.9905, 719.5484, 15.95896, 26.41732, 0, 0, 192.9815, 68.62142, 1077.355, 3342.84
3.3, 235.575, 133.8425, 46.72944, 514.1221, 0, 269.9952, 356.2213, 533.7394, 409.4702, 103.2294, 0, 410.046, 565.9288, 294.0759, 1292.314, 0, 265.4026, 627.1711, 406.7068, 689.251, 15.24378, 25.24558, 3.814697e-06, 0, 183.1842, 65.22441, 1131.232, 3334.953
3.4, 223.5213, 126.8404, 43.99179, 490.6351, 0, 255.0271, 446.5703, 508.8028, 437.1929, 98.85696, 0, 439.4747, 603.6393, 281.2672, 1232.886, 0, 249.6475, 592.962, 388.2959, 741.0096, 14.56065, 24.12581, 3.814697e-06, 0, 173.8844, 61.99557, 1139.287, 3360.526
3.5, 212.0843, 120.2046, 41.41454, 468.221, 0, 240.8887, 493.6105, 650.3693, 484.7742, 94.6697, 0, 474.6557, 575.1058, 317.0502, 1431.174, 0, 234.8277, 633.5193, 791.7217, 764.3317, 13.90814, 23.05571, 3.814697e-06, 0, 225.8504, 58.92657, 1274.454, 3431.968
3.6, 201.2325, 113.9159, 38.98826, 565.4956, 0, 227.5342, 508.1403, 619.9836, 462.0847, 106.8528, 0, 465.2544, 547.9211, 303.2408, 1388.628, 0, 220.8876, 598.964, 776.1348, 1063.536, 13.28487, 22.03308, 3.814697e-06, 0, 214.3845, 56.00949, 1216.461, 3623.728
3.7, 190.936, 107.9562, 36.70413, 539.6617, 0, 214.92, 484.2929, 618.9579, 440.4572, 102.3269, 0, 601.1688, 761.6585, 290.0329, 1515.245, 0, 226.4681, 566.2936, 803.4495, 1018.755, 12.68953, 21.0558, 3.814697e-06, 0, 203.5006, 53.23682, 1312.088, 3724.354
3.8, 185.8829, 102.3083, 34.55382, 677.175, 15.45444, 284.3394, 478.1665, 643.5974, 419.8419, 97.99265, 0, 574.1188, 725.6556, 277.4002, 1547.463, 0, 285.6918, 535.4052, 867.8679, 1072.266, 12.12086, 20.12187, 3.814697e-06, 0, 295.3806, 50.60141, 1252.382, 3634.001
3.9, 176.3717, 96.95594, 32.52948, 646.2391, 25.11706, 306.1906, 519.324, 922.3574, 400.1915, 93.842, 0, 548.2859, 846.0512, 265.3178, 1476.302, 0, 268.7323, 506.2015, 828.5812, 1090.369, 11.57768, 19.22936, 3.814697e-06, 0, 280.3847, 48.09647, 1244.699, 3669.765
4, 167.3473, 91.88356, 30.62374, 616.7166, 23.87203, 289.2159, 494.9518, 1184.128, 384.7301, 146.2495, 0, 523.6155, 806.0592, 253.7617, 1499.249, 0, 252.7796, 478.5908, 791.0729, 1044.458, 11.05885, 18.37644, 7.629395e-06, 0, 266.1502, 45.71552, 1245.315, 3705.501
4.1, 158.7846, 87.07655, 28.82965, 588.5427, 30.39829, 347.67, 471.7234, 1212.682, 460.5696, 146.101, 0, 500.0551, 813.8205, 242.7089, 1457.39, 0, 255.2688, 452.4861, 974.1726, 1026.95, 10.56326, 17.56135, 3.814697e-06, 0, 252.6383, 43.45244, 1265.174, 3807.803
4.2, 150.66, 82.52102, 27.14067, 696.1208, 28.89147, 328.3956, 484.4109, 1234.832, 439.013, 139.9127, 0, 477.7393, 893.3442, 232.1375, 1390.371, 0, 240.1153, 427.8052, 930.0737, 1087.417, 10.08989, 16.78242, 5.722046e-06, 0, 239.8124, 41.30139, 1243.325, 3785.796
4.3, 142.9511, 78.20382, 25.55063, 664.3195, 27.45934, 310.1899, 461.6772, 1230.679, 418.4653, 133.9864, 0, 456.2431, 851.1167, 222.0266, 1453.951, 0, 261.6467, 404.4706, 887.9709, 1041.631, 9.637723, 16.03803, 5.722046e-06, 0, 227.6376, 39.25682, 1240.826, 3834.221
4.4, 135.6367, 74.11248, 24.05375, 633.9708, 109.5494, 357.3465, 497.5324, 1198.091, 510.9972, 128.3112, 0, 435.7142, 875.5077, 212.356, 1523.641, 0, 246.1146, 382.4088, 942.7775, 1067.928, 9.205823, 15.32667, 5.722046e-06, 0, 216.0809, 37.31347, 1184.363, 3890.02
4.5, 128.6965, 70.23518, 22.64455, 712.7492, 104.1191, 337.5357, 474.1829, 1292.968, 510.1732, 122.8763, 0, 416.1089, 834.1232, 203.1067, 1588.719, 0, 231.5045, 437.9693, 900.0997, 1022.962, 8.793278, 14.64685, 3.814697e-06, 0, 294.3815, 35.46632, 1179.158, 3903.408
4.6, 144.6928, 66.56074, 21.31792, 680.1882, 124.4523, 318.8232, 523.8811, 1271.846, 486.295, 117.6717, 0, 397.3859, 842.2264, 194.2602, 1551.133, 0, 241.4672, 489.6373, 859.3539, 1019.319, 8.39922, 13.99719, 3.814697e-06, 0, 279.4364, 33.71061, 1125.501, 3884.916
4.7, 137.2893, 63.07852, 20.06901, 910.791, 118.2833, 301.1481, 693.469, 1248.482, 463.5343, 112.6875, 0, 379.5052, 802.4152, 185.799, 1479.803, 0, 227.133, 462.93, 820.4526, 1125.429, 8.022821, 13.37634, 1.907349e-06, 0, 265.25, 32.04181, 1074.286, 3774.346
4.8, 130.2646, 69.52712, 18.89327, 960.0787, 112.4201, 284.4529, 660.924, 1190.152, 441.839, 107.9144, 0, 362.4292, 815.5334, 177.7064, 1517.191, 0, 213.6498, 437.6796, 819.684, 1078.042, 7.663291, 12.78304, 1.907349e-06, 0, 251.7838, 30.45563, 1025.401, 3949.852
4.9, 123.5993, 114.5249, 17.7864, 973.7679, 106.8475, 268.6832, 678.2368, 1702.538, 421.159, 125.617, 0, 346.1214, 865.8355, 169.9662, 1447.422, 0, 276.409, 413.8064, 851.9641, 1121.18, 7.319872, 12.21604, 1.907349e-06, 0, 239.0013, 28.94797, 1146.758, 3830.355
5, 117.275, 108.5333, 16.74439, 1018.895, 101.5512, 253.7878, 706.3522, 2436.091, 488.3757, 120.2962, 0, 382.093, 824.9083, 162.5632, 1417.146, 0, 260.0005, 439.4395, 1005.766, 1175.898, 6.991843, 11.6742, 1.907349e-06, 0, 226.8677, 27.51494, 1106.893, 3935.625
5.1, 111.2744, 226.5532, 15.76342, 972.3482, 96.51738, 239.7182, 719.3494, 3308.197, 465.5176, 115.2009, 0, 370.2897, 785.9156, 155.4826, 1461.997, 0, 244.5662, 415.4703, 960.2369, 1126.385, 6.678514, 11.15639, 1.907349e-06, 0, 215.3501, 26.15285, 1168.776, 3771.813
5.2, 105.5808, 214.7007, 14.83992, 927.9277, 91.73309, 226.4286, 685.5898, 3589.746, 443.7294, 110.3214, 0, 353.6283, 748.7661, 148.7104, 1394.767, 0, 230.048, 392.8085, 956.9083, 1110.487, 6.379226, 10.66155, 1.907349e-06, 0, 204.4172, 24.85819, 1115.592, 3889.297
5.3, 100.1785, 425.1107, 13.97052, 885.5365, 87.18594, 282.3315, 653.4147, 3574.696, 422.961, 137.8863, 0, 337.7166, 713.3727, 142.2332, 1330.627, 0, 216.3917, 422.4413, 986.0156, 1115.779, 6.09335, 10.18865, 3.814697e-06, 0, 194.0394, 23.62762, 1064.827, 3776.813
5.4, 95.05263, 402.8705, 13.15206, 853.6115, 82.8642, 266.6794, 622.7495, 3635.084, 403.1646, 132.0459, 0, 322.5208, 679.6522, 136.0381, 1297.369, 0, 203.5461, 399.3993, 941.3806, 1068.797, 5.820285, 9.736736, 1.907349e-06, 0, 184.1884, 22.45797, 1066.877, 3832.975
5.5, 90.18904, 381.7938, 12.38154, 842.4949, 78.75669, 291.424, 593.5234, 3465.251, 384.2948, 126.4529, 0, 308.0088, 647.5258, 130.1129, 1292.799, 0, 191.463, 492.0894, 898.7661, 1059.292, 5.559458, 9.304863, 1.907349e-06, 0, 174.8376, 21.34622, 1162.576, 3924.721
5.6, 85.57431, 361.8197, 11.65617, 804.0066, 74.85278, 275.2679, 565.669, 3517.743, 366.3082, 121.0968, 0, 294.1498, 616.9178, 124.4457, 1343.01, 0, 180.0972, 564.0638, 880.5151, 1014.69, 5.310319, 8.892145, 1.907349e-06, 0, 165.9614, 20.28951, 1109.674, 3871.951
5.7, 81.1957, 342.8906, 10.97329, 797.8207, 71.14239, 260.0074, 539.1218, 3464.125, 349.1634, 115.9675, 0, 280.9143, 587.7567, 119.0254, 1281.25, 0, 169.4061, 599.21, 840.6558, 971.9651, 5.072345, 8.497734, 1.907349e-06, 0, 157.5359, 19.28511, 1098.781, 3749.804
5.8, 77.04114, 324.9518, 10.33042, 761.3733, 67.61591, 290.0928, 524.5316, 3432.248, 332.821, 111.0555, 0, 268.2744, 559.974, 113.8411, 1222.331, 0, 159.3497, 566.5262, 863.7227, 931.0396, 4.845036, 8.120817, 2.861023e-06, 0, 218.4622, 18.33042, 1048.782, 3872.14
5.9, 73.09915, 307.9515, 9.725211, 726.5909, 64.26424, 296.4164, 499.915, 3359.195, 317.2436, 106.3515, 0, 256.2032, 533.5046, 108.8827, 1317.287, 0, 149.8902, 535.6251, 824.6237, 891.8373, 4.627912, 7.760618, 2.861023e-06, 0, 259.7609, 17.423, 1123.331, 3972.422
6, 69.35886, 291.8406, 9.155459, 693.3975, 65.09771, 279.9835, 476.4536, 3283.864, 302.3953, 101.8468, 0, 244.6752, 508.2863, 104.1402, 1256.711, 0, 140.9923, 506.4094, 855.9712, 854.2855, 4.420519, 7.416396, 3.814697e-06, 0, 246.5733, 16.5605, 1094.628, 3922.793
6.1, 65.80996, 276.5726, 8.619085, 661.7206, 61.87086, 323.7984, 454.0933, 3130.44, 288.2419, 97.53294, 0, 233.6659, 484.2601, 99.60428, 1198.92, 0, 132.6226, 478.7874, 850.6371, 818.3149, 65.60424, 7.087441, 3.814697e-06, 0, 289.9615, 15.7407, 1044.818, 3864.741
6.2, 62.44264, 262.1033, 8.114137, 747.775, 58.80397, 305.8474, 432.7824, 3082.412, 274.7509, 93.40176, 0, 223.152, 617.8239, 95.26593, 1276.774, 0, 124.7497, 452.672, 872.2662, 832.282, 62.66428, 6.773077, 2.861023e-06, 0, 275.2408, 14.96148, 997.274, 3981.919
6.3, 59.24762, 248.391, 7.63877, 713.6138, 55.88911, 288.8917, 412.4717, 2964.639, 261.8914, 89.44557, 0, 213.1111, 647.2142, 91.11654, 1425.091, 0, 117.3442, 427.981, 832.7804, 797.2379, 59.85608, 6.472657, 2.861023e-06, 0, 438.8952, 14.22083, 1005.867, 3949.952
6.4, 56.21608, 235.3961, 7.191252, 681.0132, 53.11872, 272.8759, 444.1436, 3068.93, 249.6338, 85.65695, 0, 203.522, 644.6118, 87.14788, 1359.557, 0, 110.3783, 471.6465, 795.082, 763.6694, 57.17372, 6.185562, 2.861023e-06, 0, 416.6134, 13.51685, 1019.52, 3976.136
6.5, 53.33965, 224.0869, 6.769952, 736.2019, 50.48567, 257.7481, 423.2996, 2966.376, 237.9498, 82.0288, 0, 194.3644, 614.1416, 83.35208, 1297.037, 0, 103.826, 562.8919, 759.0902, 764.5751, 54.61156, 5.911201, 1.907349e-06, 0, 395.4628, 12.84772, 973.1271, 3829.356
6.6, 50.6104, 240.9284, 6.373333, 702.5695, 110.0241, 243.4589, 403.4339, 2989.058, 226.8128, 78.55433, 0, 185.6189, 596.168, 79.72161, 1237.392, 0, 97.66255, 532.189, 724.7276, 732.3818, 73.91531, 5.64901, 1.907349e-06, 0, 420.9149, 12.21171, 949.5961, 3982.788
6.7, 48.02081, 267.9997, 5.999951, 670.4735, 109.0127, 229.9619, 384.5005, 2938.031, 216.1969, 75.22703, 0, 177.2669, 619.2786, 164.2054, 1184.423, 0, 91.86502, 503.1608, 741.1708, 737.2504, 70.60291, 5.398448, 1.907349e-06, 0, 399.546, 11.60718, 990.9812, 3882.829
6.8, 45.56371, 291.7032, 5.648444, 727.4218, 103.6091, 217.2131, 366.4556, 2854.593, 206.078, 72.04066, 0, 169.2906, 690.3914, 335.1539, 1129.957, 0, 86.41165, 475.7159, 748.1125, 856.5661, 127.9811, 5.158999, 9.536743e-07, 0, 396.8891, 11.03259, 999.7706, 4134.736
6.9, 43.23234, 279.7617, 5.31753, 694.1904, 110.1434, 276.7353, 359.9331, 2832.697, 196.4327, 106.1133, 0, 161.6733, 657.7573, 320.556, 1287.201, 0, 203.8636, 449.768, 714.2468, 914.318, 122.2458, 4.930171, 9.536743e-07, 0, 544.8916, 10.48643, 1282.163, 3996.356
7, 41.02026, 294.6145, 5.006002, 662.4772, 269.0263, 261.3935, 352.1144, 2906.941, 187.2388, 233.83, 0, 154.3987, 665.508, 354.3417, 1228.009, 0, 191.7617, 425.2354, 681.9142, 875.8197, 116.7676, 4.711493, 9.536743e-07, 0, 517.2286, 9.967319, 1223.819, 3982.871
7.1, 38.92136, 279.2013, 4.712726, 769.7415, 255.6909, 246.9023, 335.5895, 2834.029, 178.4752, 223.9257, 0, 147.4514, 634.0501, 338.908, 1230.94, 0, 180.3781, 402.041, 749.0378, 874.8209, 211.982, 4.502515, 9.536743e-07, 0, 490.97, 9.473901, 1197.604, 3944.947
7.2, 36.92986, 264.5945, 4.43663, 734.5768, 436.0302, 233.2143, 319.8401, 2825.554, 214.6659, 214.441, 0, 140.8168, 604.0792, 442.4207, 1174.334, 0, 178.1976, 380.1117, 715.1303, 837.9856, 202.4824, 4.302805, 4.768372e-07, 0, 466.0445, 9.00491, 1158.462, 3980.853
7.3, 35.04026, 250.7519, 4.17671, 794.1148, 414.4165, 220.2853, 304.8297, 2743.104, 296.8997, 205.3579, 0, 211.0331, 575.5249, 423.1506, 1120.332, 0, 167.6193, 436.0085, 682.7577, 890.298, 235.5018, 4.111954, 4.768372e-07, 0, 442.3844, 8.559134, 1188.565, 3901.976
7.4, 33.24734, 237.6335, 84.06796, 757.8367, 396.5659, 438.193, 310.1042, 2614.944, 283.0035, 196.6597, 0, 432.9638, 863.9728, 404.7199, 1068.813, 0, 157.6689, 421.1922, 651.8506, 903.3018, 224.9481, 3.929568, 0, 0, 419.9254, 8.135427, 1134.48, 3990.307
7.5, 31.54616, 286.8713, 79.14283, 828.1086, 507.618, 413.9002, 295.5508, 2608.479, 269.7577, 193.008, 0, 548.8576, 823.1337, 387.092, 1156.441, 0, 237.6809, 436.6487, 622.3425, 865.2673, 214.8674, 3.755272, 0, 0, 398.6067, 7.732693, 1248.999, 3932.95
7.6, 29.93203, 271.8633, 74.50625, 790.2775, 482.4558, 390.9541, 281.6805, 2572.066, 257.1319, 184.8328, 0, 524.1614, 784.225, 370.2319, 1191.891, 0, 273.8369, 412.8317, 629.2098, 909.1405, 205.2384, 3.588707, 0, 0, 378.3703, 7.349895, 1192.164, 3878.852
7.7, 28.40049, 257.6404, 70.1413, 754.1747, 458.5408, 369.2802, 268.461, 2542.341, 245.0971, 177.0039, 0, 500.5764, 747.1553, 354.1061, 1137.081, 0, 257.5811, 390.3138, 732.4728, 870.8602, 196.041, 3.42953, 4.768372e-07, 0, 359.1613, 6.98605, 1137.916, 3885.876
7.8, 26.94731, 244.7612, 316.9358, 805.1257, 435.8113, 348.8078, 255.8619, 2423.562, 233.6255, 196.8398, 0, 478.0527, 711.8381, 338.6827, 1084.792, 0, 341.7022, 369.0242, 699.3151, 834.1917, 187.2557, 3.277413, 4.768372e-07, 0, 479.3491, 6.640215, 1221.804, 4008.885
7.9, 25.56849, 231.9562, 884.8323, 825.5693, 414.2084, 329.4704, 274.0326, 2363.615, 222.6908, 188.5023, 0, 456.5424, 678.1902, 348.0554, 1034.907, 0, 321.4178, 348.8958, 667.6584, 883.6204, 178.8641, 3.132043, 4.768372e-07, 0, 455.0136, 6.311501, 1308.299, 3842.023
8, 24.26022, 219.8211, 888.9206, 806.1161, 393.6764, 311.2051, 261.172, 2404.162, 212.2679, 195.75, 0, 436, 646.1328, 332.8956, 987.3161, 0, 302.3375, 329.8653, 637.4348, 846.4146, 170.8486, 2.993121, 4.768372e-07, 0, 431.9135, 5.999059, 1248.766, 3890.905
8.1, 23.01889, 208.3208, 938.7397, 769.2897, 374.1622, 293.9523, 248.9151, 2401.36, 202.3329, 187.4586, 0, 416.3819, 710.334, 368.0549, 1115.647, 0, 284.3899, 311.8728, 608.5793, 843.9202, 163.1923, 2.860361, 4.768372e-07, 0, 459.8192, 5.702084, 1191.941, 3867.432
8.199999999999999, 21.84107, 328.3302, 891.9614, 779.1519, 382.8773, 277.656, 237.2333, 2331.75, 192.8629, 179.5185, 0, 397.6466, 676.7572, 352.024, 1064.343, 0, 267.5077, 366.6763, 581.0302, 872.7083, 155.879, 2.73349, 4.768372e-07, 0, 590.1371, 5.419811, 1212.129, 3875.307
8.300000000000001, 69.55669, 318.7244, 1011.81, 743.5574, 377.8286, 262.2632, 226.0998, 2222.81, 183.836, 171.9147, 0, 394.5569, 660.9001, 336.6913, 1015.398, 0, 251.6277, 476.9705, 554.728, 861.4333, 148.8936, 2.612246, 0, 0, 560.1771, 5.151511, 1156.972, 3741.694
8.4, 65.99766, 302.0499, 984.3334, 709.5889, 359.0999, 247.7236, 215.4888, 2180.804, 175.2318, 164.6329, 0, 376.8036, 677.8212, 426.0727, 968.7047, 0, 236.6903, 450.9542, 529.6165, 945.2694, 142.2211, 2.496379, 4.768372e-07, 0, 531.7382, 4.896492, 1104.325, 3805.876
