 , C000, C001, C002, C004, C006, C007, C008, C009, C011, C012, C014, C015, C016, C023, C028, C034, C038, C041, C042, C087
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
123, 303.2285, 191.3349, 1129.367, 376.4684, 516.2113, 64.81155, 144.8643, 789.7425, 1410.488, 52.68195, 383.7107, 302.8868, 945.577, 616.4932, 333.4893, 910.1095, 105.5333, 239.8093, 399.5529, 987.4425
123.1, 283.515, 177.6881, 1119.245, 352.1196, 579.504, 61.49404, 136.3633, 739.0022, 1402.899, 49.9133, 353.3103, 284.8929, 887.0865, 573.0906, 352.3356, 858.6791, 151.8917, 226.04, 378.1489, 1019.206
123.2, 265.083, 197.137, 1241.151, 329.3455, 540.4441, 58.34634, 128.3613, 711.5251, 1394.106, 47.29016, 325.3185, 339.5614, 832.214, 532.7436, 489.3701, 878.3698, 139.1146, 307.3034, 547.9444, 973.384
123.3, 247.8494, 183.0765, 1214.111, 308.0444, 504.0169, 55.35977, 120.8288, 665.8102, 1462.426, 44.80488, 299.5443, 319.3888, 829.7915, 495.2372, 537.8187, 856.5806, 127.4124, 379.1166, 518.591, 929.6226
123.4, 231.7361, 170.0188, 1153.651, 288.121, 470.045, 52.52607, 148.5034, 623.0325, 1466.093, 42.45021, 301.1874, 300.4146, 778.4631, 460.3712, 512.1724, 866.4311, 116.6945, 357.3485, 544.8748, 887.8286
123.5, 216.6704, 272.2234, 1096.201, 269.4862, 438.3628, 49.83742, 139.789, 583.0032, 1376.187, 40.21929, 389.9374, 335.9699, 813.3544, 427.96, 487.7492, 817.469, 106.8782, 463.778, 531.9594, 893.1074
123.6, 202.5842, 252.8074, 1041.612, 252.0566, 408.8161, 47.2864, 205.5637, 565.0309, 1361.087, 38.10561, 408.5233, 316.0106, 854.7339, 397.8306, 464.4905, 900.0195, 97.8877, 437.1488, 737.6714, 852.955
123.7, 189.4137, 234.7762, 989.741, 235.7543, 381.261, 44.86595, 213.2696, 576.7618, 1311.804, 36.10301, 376.1571, 297.2371, 801.8626, 369.8223, 442.341, 962.9262, 89.65344, 412.0486, 733.8374, 814.6078
123.8, 177.0995, 218.0311, 1045.892, 235.7761, 390.8342, 42.5694, 228.224, 589.0081, 1268.377, 34.20565, 346.3552, 313.6913, 779.9032, 343.7859, 421.2477, 955.512, 82.11185, 388.3896, 694.5258, 902.0206
123.9, 165.5859, 262.6722, 993.808, 220.5268, 364.4911, 40.3904, 247.0542, 551.1648, 1211.431, 32.40801, 318.9143, 295.0555, 731.6608, 319.5826, 453.6846, 1054.588, 75.20464, 366.0891, 657.32, 861.4675
124, 154.8208, 243.9374, 1088.135, 236.5279, 339.9235, 38.32294, 232.5566, 515.7529, 1235.211, 30.70485, 326.9122, 378.0643, 721.7231, 297.0832, 443.0036, 994.9932, 68.87847, 345.069, 677.0292, 822.7376
124.1, 144.7555, 226.5389, 1053.272, 221.23, 317.0119, 36.3613, 218.9097, 482.6162, 1159.463, 29.09119, 301.0118, 440.0439, 810.8301, 276.1678, 589.7768, 938.766, 63.08445, 325.2559, 640.7607, 835.1129
124.2, 181.9808, 210.3813, 1000.82, 206.9215, 419.7436, 34.50008, 206.0636, 478.7531, 1150.954, 27.56233, 277.1634, 452.3686, 769.0252, 256.7249, 561.6529, 994.7101, 97.92311, 306.5804, 737.021, 925.3309
124.3, 170.1498, 233.7665, 1197.664, 196.8569, 391.4519, 32.73412, 193.9714, 447.9937, 1080.374, 26.11382, 255.2045, 425.4943, 936.7048, 238.6508, 670.2379, 1076.22, 310.4682, 288.9772, 762.2126, 883.7298
124.4, 159.088, 217.0934, 1610.131, 184.1248, 365.0671, 31.05856, 182.5888, 577.7678, 1044.072, 254.0981, 234.9853, 400.2166, 878.7631, 401.9049, 638.2772, 1015.403, 339.6765, 272.3847, 721.3809, 971.627
124.5, 148.7453, 330.7875, 1702.861, 172.2161, 340.4607, 29.46877, 171.8741, 540.6467, 980.0454, 361.2661, 253.5784, 376.4406, 853.3492, 616.7181, 607.8406, 1031.251, 311.1031, 256.7449, 682.7365, 1016.278
124.6, 139.0751, 307.1945, 1636.899, 161.0777, 317.5129, 27.96035, 161.7882, 541.4432, 919.9454, 342.2802, 233.4881, 354.077, 1048.338, 573.2997, 578.8553, 1090.228, 284.9333, 242.0032, 646.1624, 970.5878
124.7, 130.0335, 285.2842, 1883.762, 150.6597, 296.1118, 26.52915, 152.2941, 555.1615, 980.4255, 566.7705, 334.4244, 346.5656, 1113.126, 532.938, 690.7878, 1055.487, 260.9648, 228.1078, 693.0375, 926.9521
124.8, 121.5797, 264.9367, 1951.697, 140.9155, 276.1531, 25.1712, 143.3572, 566.6188, 939.2654, 554.2342, 341.8591, 325.9769, 1044.271, 495.4178, 657.8472, 1061.304, 239.0126, 215.0104, 732.0261, 885.2781
124.9, 113.6755, 246.0404, 1854.505, 131.8015, 257.5398, 23.88276, 134.9447, 530.214, 912.2451, 525.1071, 314.7745, 311.5002, 1070.084, 460.5392, 626.4773, 1057.377, 218.907, 202.6649, 692.8115, 845.4778
125, 106.2852, 228.4919, 1762.154, 123.2769, 292.2609, 22.66028, 127.0259, 496.1482, 964.2107, 497.5107, 289.8357, 376.2868, 1146.95, 428.1161, 596.6033, 997.6244, 200.4927, 191.0283, 655.6976, 807.4667
125.1, 137.2355, 212.195, 1746.996, 115.3037, 420.0046, 21.50037, 119.5717, 464.2711, 905.0817, 471.3645, 266.8728, 582.4901, 1076.003, 397.9757, 568.1539, 941.2485, 183.6274, 180.0599, 620.5719, 771.1646
125.2, 128.3135, 197.0604, 1659.998, 107.8462, 391.6953, 20.39983, 112.555, 434.442, 849.5787, 446.5925, 245.7292, 547.8856, 1113.602, 369.9572, 541.0612, 1054.791, 168.1807, 169.7212, 587.3279, 736.4946
125.3, 119.9716, 183.0054, 1577.333, 100.8711, 365.2941, 112.568, 105.9501, 406.5295, 899.6899, 452.4209, 226.2607, 515.3369, 1118.32, 343.9113, 515.2603, 1041.356, 154.0335, 159.9762, 555.8647, 703.3832
125.4, 112.1719, 169.9527, 1620.445, 94.34702, 340.6725, 192.8326, 179.4899, 380.4103, 844.5176, 428.6444, 208.3347, 541.2795, 1149.07, 319.6992, 490.6898, 1043.508, 141.0763, 150.7907, 526.0871, 671.7604
125.5, 147.1695, 157.8311, 1637.12, 88.24493, 378.6003, 182.9621, 168.957, 355.9693, 792.7287, 468.6884, 191.8288, 681.3791, 1077.992, 297.1916, 467.291, 1163.971, 129.209, 142.1326, 497.9046, 687.0453
125.6, 148.7585, 146.5739, 1638.492, 82.53751, 433.0253, 173.5968, 159.0423, 333.0986, 744.1157, 444.057, 176.6307, 640.8998, 1103.473, 276.2686, 445.0079, 1098.195, 204.6449, 133.9716, 471.2319, 656.157
125.7, 213.6265, 136.1197, 1732.958, 77.19923, 403.8384, 164.7109, 149.7094, 311.6973, 859.0374, 420.7201, 289.1379, 602.8253, 1035.216, 256.8186, 423.7874, 1036.136, 187.4303, 126.2793, 445.988, 709.7205
125.8, 199.7381, 126.4112, 1646.66, 72.20621, 376.6187, 156.2798, 141.9557, 291.671, 806.358, 398.6096, 266.2303, 567.0127, 971.1802, 238.7379, 443.1841, 1033.217, 171.6637, 119.0286, 422.0965, 703.9318
125.9, 186.7527, 117.395, 1711.894, 67.53613, 351.2337, 148.2803, 262.0958, 272.9314, 756.9092, 377.6611, 245.1376, 533.3277, 1030.789, 221.9302, 429.9711, 1011.192, 211.427, 112.1942, 399.4848, 672.2844
126, 174.6115, 109.022, 1639.691, 63.16809, 327.5598, 140.6903, 246.7155, 299.5717, 713.2156, 357.8135, 225.7159, 501.6438, 967.0276, 206.3058, 443.6669, 954.0496, 221.1715, 105.7522, 454.3543, 750.8036
126.1, 163.2596, 101.2461, 1610.197, 75.57623, 305.4814, 133.4888, 232.2377, 280.3245, 669.4786, 339.009, 207.8331, 471.8422, 907.2102, 191.7813, 460.4228, 970.5107, 222.4939, 99.68016, 451.1884, 717.049
126.2, 152.6457, 94.02488, 1695.189, 70.68818, 333.1671, 126.6559, 222.193, 262.3139, 687.7615, 497.1112, 191.367, 443.8111, 993.7391, 178.2794, 486.6388, 1031.34, 203.7778, 93.95673, 611.6854, 684.8118
126.3, 174.8135, 87.31867, 1698.395, 66.11627, 418.6541, 120.1728, 210.5443, 415.1371, 726.4363, 791.2215, 176.2055, 417.4452, 1045.758, 165.7281, 463.4331, 1374.08, 186.6361, 88.56194, 666.0147, 654.024
126.4, 276.2333, 81.09077, 1627.084, 61.84007, 390.4358, 114.0215, 234.6426, 388.4648, 681.8885, 749.6397, 261.5547, 392.6457, 1044.254, 154.0605, 542.555, 1598.176, 280.503, 83.47689, 714.8146, 693.192
126.5, 404.9861, 98.5266, 1617.933, 186.4193, 364.1195, 108.1851, 220.8733, 363.5063, 640.0726, 710.2432, 240.8324, 544.1978, 979.6592, 143.2142, 569.1149, 1519.802, 256.9073, 78.68382, 780.1759, 721.7783
126.6, 378.657, 91.49931, 1537.363, 174.3623, 339.577, 102.6474, 207.912, 340.1513, 608.7055, 672.9172, 221.7519, 511.8682, 1044.638, 133.1316, 554.6075, 1730.239, 235.2964, 74.16596, 738.3819, 689.3286
126.7, 384.313, 121.3185, 1460.804, 163.085, 316.6887, 97.3932, 195.7113, 318.2969, 697.7614, 637.5527, 381.4072, 481.4592, 980.0203, 123.7588, 528.1607, 1777.364, 337.9497, 69.90751, 787.1721, 658.3377
126.8, 485.7534, 112.6656, 1388.059, 168.0419, 295.3431, 92.40794, 184.2266, 297.8466, 654.9721, 604.0469, 375.2819, 452.8567, 919.3992, 115.0459, 502.975, 1676.925, 351.6036, 65.89356, 745.0033, 685.6779
126.9, 454.1735, 104.6298, 1318.935, 181.662, 275.4363, 87.67786, 173.4158, 278.7102, 614.8068, 572.3019, 345.5493, 425.9534, 862.5279, 106.9464, 516.122, 1664.285, 322.0269, 62.11009, 705.0935, 654.8511
127, 424.6466, 97.16725, 1253.255, 169.9126, 256.8712, 83.1899, 163.2394, 260.8033, 577.1046, 542.2252, 318.1723, 400.6484, 809.1745, 99.4171, 595.0425, 1570.236, 294.9382, 58.54386, 765.302, 625.4103
127.1, 397.0394, 90.23692, 1190.844, 158.9232, 254.2821, 78.93166, 153.6602, 244.0469, 559.8259, 513.7291, 301.95, 376.8468, 759.1214, 92.41789, 592.4698, 1481.502, 270.1281, 55.18239, 724.3048, 597.293
127.2, 371.2269, 83.80088, 1131.542, 148.6445, 237.1429, 74.89138, 144.6431, 228.3671, 539.5817, 486.7307, 278.0273, 354.4591, 733.6138, 85.91145, 564.2175, 1538.658, 247.4051, 52.01394, 779.6299, 655.2971
127.3, 347.0926, 111.5745, 1075.193, 139.0306, 221.1589, 71.05791, 136.1552, 213.6947, 508.8846, 461.1511, 256, 395.2952, 754.1718, 79.86307, 537.3124, 1546.533, 226.5935, 49.0274, 759.9756, 746.4711
127.4, 324.5273, 151.0322, 1021.65, 130.0385, 206.2522, 67.42068, 128.1653, 228.114, 481.0515, 436.9158, 425.2605, 371.8115, 707.521, 74.24051, 568.3168, 1459.139, 365.411, 46.21235, 824.1739, 712.9113
127.5, 303.4291, 140.26, 970.7737, 128.1702, 192.3504, 63.96962, 257.3668, 213.4579, 488.3296, 413.9541, 391.5682, 349.723, 684.2971, 69.01379, 640.2529, 1376.682, 334.6729, 43.55893, 855.1165, 680.8602
127.6, 283.7025, 130.2561, 922.4307, 119.8806, 179.3855, 60.69521, 437.4777, 199.7434, 458.3834, 392.1992, 389.3825, 328.9467, 739.1059, 64.15505, 685.3503, 1298.886, 306.5204, 41.05787, 918.7733, 650.25
127.7, 265.2583, 120.9658, 1106.115, 197.7483, 167.2945, 57.5884, 411.8056, 186.91, 430.2737, 371.5876, 358.5327, 309.4047, 693.387, 59.63838, 876.0025, 1225.486, 280.736, 38.70041, 869.5546, 621.0161
127.8, 248.0133, 112.338, 1051.032, 352.3659, 162.2962, 54.64062, 505.1105, 187.1143, 403.8877, 352.0592, 400.5276, 291.0236, 650.4962, 55.43969, 935.2188, 1156.234, 257.1207, 36.47831, 926.9372, 593.0964
127.9, 231.8894, 104.3257, 998.692, 329.576, 286.0569, 51.84373, 512.1943, 175.0923, 379.1198, 333.5572, 404.3861, 273.7345, 624.9703, 51.5366, 890.6223, 1090.895, 235.4918, 34.3838, 877.2812, 566.4319
128, 216.8137, 96.88477, 948.9587, 333.7043, 269.6865, 49.19001, 482.1377, 163.8428, 355.8708, 316.0274, 432.912, 257.4725, 586.3115, 47.90829, 848.1524, 1029.248, 215.6824, 32.40956, 830.2853, 540.9662
128.1, 202.7182, 89.97459, 1021.084, 366.6689, 251.509, 46.67212, 453.8449, 153.316, 344.3673, 299.419, 398.6135, 242.1766, 651.5306, 44.53543, 959.4281, 971.0851, 197.5393, 30.54867, 785.8069, 516.6454
128.2, 189.539, 83.55726, 1080.589, 418.7162, 260.8644, 44.28312, 427.2124, 143.4656, 323.2495, 283.6833, 367.0324, 270.4191, 611.2289, 41.40003, 939.158, 916.209, 286.7245, 28.79463, 743.7113, 493.418
128.3, 177.2166, 77.59764, 1124.659, 391.6349, 243.2815, 105.0537, 402.1427, 199.9199, 303.4266, 268.7747, 486.4892, 254.3541, 573.4201, 302.6593, 894.3736, 1033.585, 262.6054, 27.1413, 786.806, 471.2349
128.4, 165.6954, 114.2877, 1104.741, 433.9048, 321.6731, 257.5375, 393.9067, 201.1208, 284.8194, 254.6495, 453.7545, 239.2434, 592.3104, 377.9623, 851.7249, 1110.29, 376.8349, 25.5829, 1087.725, 450.0491
128.5, 154.9231, 106.1362, 1060.918, 406.0492, 402.2964, 244.3549, 370.7915, 188.199, 267.3532, 241.2667, 459.7581, 292.9751, 555.6718, 351.3528, 811.1098, 1047.547, 345.1358, 24.11398, 1099.862, 429.8158
128.6, 144.8512, 98.56619, 1024.286, 447.6239, 446.6526, 275.2453, 349.0327, 205.1599, 250.9581, 228.5872, 423.3326, 275.5701, 521.2996, 326.6167, 772.4315, 1101.848, 316.1031, 22.72941, 1040.942, 410.4921
128.7, 135.4341, 125.7661, 1062.195, 418.6729, 452.1129, 261.1563, 328.5508, 191.9785, 369.6852, 216.5741, 389.7931, 259.1991, 489.0536, 303.6221, 773.8512, 1193.001, 289.5127, 21.42433, 1104.637, 392.0372
128.8, 126.6292, 116.796, 1239.879, 391.5944, 421.6395, 247.7885, 309.2707, 179.6441, 355.2373, 205.1922, 358.9108, 243.8006, 505.9647, 282.2464, 861.3955, 1125.585, 265.1591, 20.19419, 1045.461, 374.412
128.9, 118.3968, 298.1481, 1178.135, 366.2672, 527.0085, 235.105, 291.1221, 172.722, 333.4529, 194.4086, 330.4752, 229.3169, 474.6672, 262.3755, 820.3193, 1138.337, 242.854, 19.03468, 989.4561, 357.5791
129, 110.6996, 276.8831, 1119.466, 342.5781, 491.4869, 426.7364, 274.0385, 161.6248, 316.9015, 184.1917, 304.2925, 215.6937, 445.3057, 243.9037, 781.2019, 1074.01, 222.4253, 17.94175, 956.5468, 341.5031
129.1, 103.5027, 257.1347, 1063.718, 320.4211, 524.4139, 1011.727, 257.9573, 151.2405, 297.468, 174.5117, 280.1842, 202.8798, 417.7605, 523.1841, 743.9498, 1013.317, 203.715, 16.91157, 1050.788, 326.1498
129.2, 96.77377, 302.901, 1010.747, 299.6972, 663.1422, 1082.419, 242.8199, 141.5234, 279.2261, 165.3404, 257.986, 206.071, 391.9191, 486.3506, 708.4741, 956.0546, 186.5786, 15.94055, 994.4974, 311.4867
129.3, 90.48229, 281.297, 1059.628, 280.3137, 649.4944, 1042.392, 228.5707, 138.9477, 262.103, 156.6511, 237.5464, 193.8287, 512.8732, 452.1104, 674.6901, 902.0279, 170.8837, 15.02527, 1045.275, 297.4829
129.4, 84.59983, 261.2338, 1006.86, 294.2131, 756.9432, 989.0351, 215.1577, 130.0204, 246.0298, 148.4185, 218.7262, 182.3138, 481.1484, 420.2807, 642.517, 851.0542, 156.5091, 14.16255, 989.28, 284.1086
129.5, 79.0998, 242.6017, 1041.684, 344.8847, 844.8841, 946.1769, 202.5318, 125.6608, 230.9424, 140.6185, 201.3971, 255.9375, 451.386, 390.6919, 611.8782, 869.9473, 143.3436, 13.34937, 936.2843, 271.3357
129.6, 73.95734, 225.2984, 1015.431, 339.9529, 840.4392, 1151.167, 190.6468, 117.5872, 216.7801, 133.2285, 185.441, 240.7328, 423.4647, 363.1862, 582.7004, 820.7864, 131.2856, 12.58288, 886.1276, 259.1369
129.7, 69.14921, 209.2293, 1056.523, 317.9658, 783.7916, 1180.768, 179.4593, 110.0323, 203.4864, 126.2268, 170.749, 226.4314, 397.2704, 337.617, 623.73, 839.5348, 120.242, 11.86039, 838.6577, 247.4866
129.8, 64.65366, 204.6308, 1075.397, 297.4007, 817.5502, 1188.167, 168.9283, 102.9629, 191.0078, 119.5931, 157.221, 212.9795, 372.6965, 313.848, 593.9871, 792.0926, 110.1273, 11.17939, 995.2674, 236.3601
129.9, 60.45038, 190.0358, 1021.844, 278.1657, 762.4454, 1127.349, 176.4427, 96.34757, 179.2945, 113.308, 144.7648, 200.3269, 349.6426, 291.7523, 565.6624, 747.3314, 100.8634, 10.5375, 970.4816, 225.7338
130, 56.52037, 176.4817, 1014.169, 260.1747, 711.0548, 1069.643, 166.0887, 90.15733, 168.2995, 107.3532, 133.2954, 188.4259, 328.0147, 271.2122, 785.6119, 705.0996, 92.37886, 9.932455, 1059.089, 215.5853
130.1, 52.84585, 163.8944, 1216.537, 243.3474, 663.1281, 1014.891, 173.727, 84.36479, 157.9788, 101.7114, 122.7348, 177.2319, 307.7247, 252.1182, 947.8356, 665.2544, 84.608, 9.362154, 1161.412, 205.893
130.2, 49.41022, 157.6833, 1155.956, 227.6084, 618.4316, 962.9421, 163.5323, 256.932, 148.2909, 96.36607, 113.0108, 166.7029, 288.6898, 234.3685, 952.5522, 726.5797, 92.71115, 8.824598, 1201.457, 196.6364
130.3, 46.19795, 146.4367, 1160.946, 212.8874, 576.7479, 913.652, 153.9359, 240.4244, 139.1972, 91.30166, 104.0573, 156.7994, 346.8837, 217.8684, 907.1292, 847.5417, 196.2221, 8.317908, 1137.095, 187.796
130.4, 43.19452, 150.8103, 1169.321, 199.1184, 537.8737, 866.8849, 207.9873, 258.7033, 130.6611, 86.5034, 95.81309, 147.4843, 447.1898, 202.5299, 863.8721, 941.2932, 206.8146, 7.840311, 1076.181, 179.3531
130.5, 40.38634, 140.054, 1298.465, 186.24, 501.6198, 842.6129, 195.7822, 269.2471, 122.6485, 81.95731, 111.9895, 170.7065, 547.5972, 188.2713, 907.1719, 888.1006, 261.6996, 7.390137, 1115.197, 171.2897
130.6, 37.76073, 130.0648, 1233.804, 174.1946, 467.8094, 806.4523, 184.2933, 326.0072, 115.1272, 77.65014, 254.711, 229.0382, 615.915, 175.0165, 876.8445, 1013.137, 331.1429, 6.96581, 1309.202, 163.5889
130.7, 35.30582, 120.7881, 1193.802, 162.9282, 518.9178, 1003.91, 173.4786, 437.9987, 169.1628, 73.56932, 234.5309, 314.5399, 577.8163, 162.6949, 835.0316, 955.8846, 303.2873, 6.565848, 1239.068, 156.2342
130.8, 33.01051, 112.173, 1297.926, 152.3905, 542.046, 1002.29, 163.2985, 409.8576, 168.6957, 69.70296, 215.9496, 295.8538, 542.0743, 151.2408, 835.8574, 1012.036, 277.7749, 6.18885, 1172.691, 149.2102
130.9, 30.86442, 220.2255, 1233.291, 154.5839, 505.5108, 1835.196, 153.7159, 383.5246, 158.3506, 66.0398, 198.8405, 316.7266, 508.5432, 140.5931, 795.999, 1041.561, 254.4087, 5.833499, 1151.025, 142.502
131, 28.85786, 204.5182, 1171.875, 144.5859, 560.7448, 2058.664, 144.6955, 358.8835, 148.64, 62.56915, 183.0869, 297.9105, 477.0863, 130.695, 758.0413, 982.7023, 233.0079, 5.498552, 1089.364, 136.0954
131.1, 26.98174, 265.7815, 1166.572, 135.2345, 522.9493, 1953.287, 136.2045, 335.8255, 139.5248, 59.2809, 168.5814, 366.8931, 447.5752, 121.4937, 811.2605, 927.1697, 213.4075, 5.182837, 1031.007, 129.9768
131.2, 25.2276, 246.825, 1440.781, 204.5576, 690.1103, 1864.218, 128.2117, 314.249, 130.9687, 56.16546, 155.2251, 345.0967, 554.8097, 112.9403, 1038.89, 903.6569, 195.4557, 4.885249, 975.7762, 124.1333
131.3, 23.58749, 229.2205, 1369.032, 191.3275, 643.5952, 1797.739, 120.688, 404.6372, 134.6247, 53.21375, 142.927, 324.5952, 520.4908, 104.989, 1080.313, 852.5911, 179.0141, 4.604748, 992.8615, 118.5525
131.4, 22.05402, 212.8716, 1300.856, 178.953, 600.2154, 1705.718, 113.6058, 378.6396, 133.0231, 50.41716, 131.6033, 305.3117, 488.2949, 97.59753, 1028.797, 897.6755, 163.9556, 4.340353, 1064.928, 113.2226
131.5, 20.62023, 197.6888, 1258.861, 167.3788, 559.7595, 1618.407, 106.9392, 354.3123, 124.8657, 47.76754, 121.1767, 287.1738, 458.0904, 90.72643, 1005.811, 859.7126, 150.1637, 4.091138, 1007.88, 108.1324
131.6, 86.12726, 183.5889, 1321.438, 196.9592, 522.0303, 1561.19, 100.6638, 331.5481, 117.2085, 45.25717, 111.5762, 270.1134, 429.7543, 84.33907, 957.8479, 1086.2, 137.532, 3.856234, 1098.577, 103.2709
131.7, 80.52793, 170.4947, 1255.632, 184.2204, 486.8443, 1616.726, 94.75661, 310.2464, 110.0208, 42.87873, 127.667, 254.0665, 403.171, 78.4014, 912.1723, 1142.3, 125.9629, 3.634817, 1193.148, 98.62808
131.8, 75.29263, 158.3343, 1193.104, 172.3056, 463.3101, 1533.971, 164.7466, 290.3133, 103.2739, 40.62529, 117.5522, 238.973, 378.2321, 72.88174, 868.6748, 1145.761, 115.367, 56.0809, 1190.814, 94.19395
131.9, 70.39768, 147.0413, 1133.689, 200.0836, 440.7083, 1489.349, 155.0789, 271.6609, 96.94078, 38.49027, 108.2389, 224.7761, 354.8358, 67.75069, 827.2515, 1123.104, 105.6624, 82.74915, 1127.022, 89.95918
132, 65.82097, 136.5538, 1153.802, 205.2363, 411.0035, 1554.603, 145.9786, 292.947, 90.99601, 36.46746, 145.7701, 211.4226, 332.8867, 62.98088, 971.8132, 1188.516, 96.7741, 77.99786, 1066.648, 85.91479
132.1, 61.5418, 126.8143, 1096.344, 191.9622, 383.3009, 1475.027, 137.4123, 274.1254, 85.41579, 34.55095, 134.2212, 198.8625, 312.2953, 58.54687, 1100.843, 1121.353, 88.63351, 97.09509, 1009.508, 82.05222
132.2, 57.54082, 117.7694, 1041.748, 179.5466, 357.4655, 1430.695, 129.3487, 269.7964, 80.17778, 32.73516, 180.7246, 187.0485, 292.9777, 54.42503, 1048.348, 1057.985, 81.17771, 91.5201, 955.4282, 78.36331
132.3, 53.79996, 109.3696, 989.8708, 167.9341, 333.3715, 1637.31, 121.7582, 252.4622, 75.26098, 31.0148, 166.4063, 175.9363, 274.855, 50.59338, 998.3572, 998.1986, 74.34909, 122.8102, 959.2299, 74.84025
132.4, 50.30231, 101.569, 940.5768, 157.0726, 310.9014, 1658.551, 114.6132, 236.2418, 70.6457, 174.716, 153.2224, 165.4843, 257.8533, 47.03148, 950.7499, 941.7903, 68.09489, 115.7587, 907.844, 71.47558
132.5, 47.03204, 94.32471, 951.0934, 146.9136, 427.5568, 1652.797, 107.8875, 221.0634, 66.31345, 165.534, 187.6881, 155.6532, 241.9032, 43.72035, 905.4128, 888.5697, 62.36678, 109.112, 1366.088, 291.1861
132.6, 94.506, 206.8691, 957.2546, 137.4117, 398.7385, 1568.195, 101.5564, 236.0347, 62.24686, 156.8345, 180.1764, 146.4062, 226.9398, 40.64233, 862.2377, 838.3566, 57.12053, 147.2609, 1357.991, 278.095
132.7, 88.36195, 192.1144, 1060.155, 128.5243, 371.8625, 1585.857, 95.59688, 283.9565, 58.42965, 148.5923, 165.9015, 137.7085, 212.902, 37.78101, 821.1213, 879.5933, 52.31558, 278.6914, 1393.161, 265.5924
132.8, 142.356, 178.4121, 1007.361, 120.2117, 373.3007, 1649.816, 89.98706, 265.7125, 54.84653, 161.1631, 152.7576, 129.5276, 199.7325, 35.12114, 841.0145, 961.2736, 47.91482, 262.6895, 1415.076, 253.6519
132.9, 133.1011, 165.6871, 957.1961, 175.232, 348.1394, 1565.367, 84.70644, 248.6407, 51.48314, 256.8786, 263.9714, 121.8326, 187.3777, 32.64852, 861.3243, 906.9519, 43.88425, 297.3011, 1385.246, 242.2482
133, 124.4479, 153.8697, 909.5292, 163.8985, 324.674, 1485.241, 79.73569, 239.4258, 48.326, 243.3786, 243.0576, 114.5948, 175.7871, 30.34999, 882.2612, 855.7, 40.19273, 280.2307, 1321.494, 231.3572
133.1, 116.3573, 142.8951, 864.2361, 153.298, 302.7902, 1461.425, 75.05663, 224.0429, 45.36248, 230.5881, 223.8008, 107.787, 164.9134, 28.21327, 840.19, 807.3443, 36.81174, 264.1404, 1277.266, 220.9558
133.2, 108.7926, 132.7033, 821.1985, 201.3248, 282.3814, 1501.285, 70.65216, 209.6484, 42.58068, 218.4698, 206.0696, 101.3836, 154.7124, 26.22699, 800.125, 761.7212, 33.71516, 248.974, 1208.843, 211.022
133.3, 101.7198, 123.2384, 780.3041, 188.3037, 263.3482, 1543.052, 66.50615, 196.1786, 39.96947, 206.9884, 189.7433, 95.36058, 145.1423, 24.38054, 761.9705, 718.6763, 30.87906, 234.6784, 1144.085, 201.5349
133.4, 95.10673, 239.5303, 830.6702, 176.1247, 374.5824, 1464.067, 62.60344, 183.5743, 37.5184, 196.1103, 174.7104, 89.69541, 136.1642, 22.66409, 784.6451, 678.0638, 28.28153, 221.2037, 1179.086, 192.4743
133.5, 108.6546, 222.4462, 789.3041, 164.7335, 349.3346, 1448.112, 58.92974, 171.7798, 35.21763, 185.804, 252.6836, 138.5905, 127.7415, 21.06849, 747.2288, 639.7463, 25.90251, 208.5026, 1161.84, 183.821
133.6, 101.5908, 206.5805, 826.6008, 154.079, 325.7886, 1373.988, 55.47163, 188.4494, 33.05796, 243.1841, 232.6641, 150.5708, 119.8398, 19.58521, 711.5967, 603.5942, 23.7236, 196.5308, 1200.314, 175.5568
133.7, 185.0011, 191.8464, 877.5954, 144.1136, 303.8297, 1303.657, 52.21644, 700.8402, 31.03072, 230.4038, 257.7893, 141.6257, 112.4269, 18.20637, 677.6638, 569.485, 21.72799, 388.4791, 1136.013, 167.6641
