 , C001, C002, C003, C004, C006, C007, C008, C009, C010, C012, C014, C016, C019, C021, C022, C025, C036, C053, C054, C063, C064, C091
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
10.4, 150.692, 235.2767, 970.1724, 384.6385, 155.9501, 9.503462, 133.1843, 42.89158, 103.2039, 283.2544, 615.658, 163.5018, 85.80901, 617.4003, 484.1825, 136.22, 1243.839, 128.5383, 712.4429, 651.6444, 1183.2, 2155.349
10.5, 140.0506, 217.8953, 922.6255, 362.6345, 148.7721, 8.915436, 123.1756, 40.43353, 97.32316, 342.5835, 583.6042, 153.4709, 79.24518, 585.3953, 454.7873, 127.4275, 1224.815, 122.8439, 673.5053, 618.4849, 1297.125, 2052.745
10.6, 130.1606, 201.798, 877.4089, 341.8893, 141.9245, 8.363795, 113.919, 38.11636, 91.77748, 487.5488, 717.4312, 144.0555, 73.18344, 674.6675, 427.1768, 119.2025, 1430.721, 117.4017, 636.6957, 587.0128, 1231.662, 2106.691
10.7, 120.9691, 186.8899, 834.4083, 322.3308, 135.3922, 7.846286, 105.358, 35.93197, 86.54781, 535.4984, 680.0787, 135.2177, 67.58538, 768.8512, 401.2424, 111.5085, 1357.172, 112.2007, 601.8979, 557.1421, 1169.503, 2045.239
10.8, 136.2808, 173.0831, 793.515, 333.9025, 129.1604, 7.360798, 97.44047, 33.87277, 81.61614, 500.1999, 644.6709, 126.922, 72.7398, 728.9952, 388.0733, 104.311, 1287.405, 107.2301, 597.4463, 528.7914, 1110.481, 1947.877
10.9, 126.657, 160.2964, 754.6259, 314.801, 123.2155, 6.90535, 90.11787, 31.93158, 76.96549, 467.2282, 611.1066, 119.1353, 67.17567, 691.2053, 364.513, 97.57809, 1416.258, 102.4796, 588.7959, 501.8834, 1054.438, 1985.764
11, 117.7129, 148.4543, 825.2541, 296.7922, 117.5443, 6.478082, 83.34557, 30.10164, 72.57983, 463.3686, 579.2898, 111.8264, 62.03717, 655.3743, 342.3831, 91.27977, 1407.846, 97.93967, 690.0098, 476.3447, 1071.597, 1953.018
11.1, 109.4004, 137.487, 892.8864, 294.6514, 112.134, 6.077252, 77.08221, 28.37656, 68.44409, 528.961, 549.1295, 104.9658, 57.29173, 621.4008, 340.2033, 85.38799, 1335.473, 93.60082, 823.4928, 452.1055, 1106.179, 1888.418
11.2, 114.5443, 127.3299, 849.1273, 277.7953, 106.9728, 5.701222, 71.28953, 26.75035, 64.54401, 494.0935, 664.2265, 98.52616, 52.90929, 589.1883, 319.5493, 79.8765, 1317.797, 89.45419, 778.4858, 429.0997, 1159.559, 2007.659
11.3, 106.4555, 117.9233, 1004.122, 261.9035, 102.0491, 5.34846, 65.93216, 67.36108, 60.86616, 461.5243, 722.8885, 92.48158, 48.86208, 558.6457, 300.1491, 74.72076, 1250.054, 85.49126, 778.1864, 407.2646, 1101.039, 1974.369
11.4, 98.93795, 109.2115, 954.9114, 253.122, 97.35211, 5.017525, 60.9774, 138.6885, 57.39788, 431.102, 685.2519, 86.80782, 45.12444, 529.6864, 281.9268, 69.8978, 1234.066, 93.11621, 835.4001, 386.5406, 1045.472, 1907.815
11.5, 113.0481, 101.1434, 948.988, 238.6416, 92.87126, 4.707067, 56.39499, 164.3881, 54.12723, 402.6851, 649.5748, 81.48215, 41.67272, 502.2283, 264.8107, 65.38615, 1235.462, 100.9485, 880.5612, 366.8711, 992.7094, 1888.032
11.6, 105.065, 93.67126, 987.7286, 224.9897, 88.59665, 4.415817, 52.15694, 154.9673, 51.04295, 376.1413, 615.7552, 76.4832, 84.52288, 560.7149, 248.7338, 61.16571, 1186.178, 96.4764, 1081.652, 348.2026, 942.6097, 1966.398
11.7, 190.4677, 86.75117, 1012.507, 407.485, 84.51879, 4.142589, 126.5194, 146.0863, 48.13441, 351.3472, 583.6964, 137.8579, 78.05743, 786.7333, 233.6329, 57.21768, 1221.709, 106.2167, 1046.726, 330.484, 1037.648, 2022.943
11.8, 177.0174, 140.4763, 962.8854, 384.174, 80.62862, 3.886267, 117.0115, 137.7144, 45.39162, 328.1874, 626.1488, 237.8229, 72.08655, 745.9503, 219.4488, 53.52448, 1158.906, 101.5112, 989.5186, 313.667, 1116.946, 2066.89
11.9, 164.517, 130.0984, 915.6957, 362.1965, 76.91751, 3.645805, 148.6635, 129.8222, 42.80511, 306.5543, 654.4506, 267.9973, 66.5724, 707.2814, 206.1259, 50.06967, 1226.276, 97.01413, 935.4377, 297.7058, 1060.576, 2065.583
12, 152.8993, 120.4872, 1047.117, 341.4764, 73.37721, 3.420221, 137.4915, 122.3823, 40.36599, 321.3645, 842.3853, 313.2802, 61.48004, 670.6171, 193.6118, 46.83785, 1377.065, 92.71629, 964.4446, 282.5568, 1126.772, 2063.132
12.1, 142.102, 235.3898, 1351.553, 321.9415, 69.99986, 3.208595, 209.4145, 115.3688, 38.06586, 300.1811, 881.3191, 294.0605, 56.77722, 635.8534, 181.8574, 43.81464, 1349.273, 88.60884, 946.8845, 268.1786, 1189.214, 2081.895
12.2, 132.0672, 240.3004, 1497.061, 318, 66.77796, 3.010064, 193.6772, 108.7572, 35.89679, 286.7852, 1060.186, 276.0198, 52.43413, 602.8918, 170.8167, 186.0301, 1279.912, 84.68336, 918.1119, 254.5322, 1200.681, 2061.841
12.3, 122.741, 222.5479, 1655.342, 299.8082, 63.70436, 2.823817, 179.1224, 102.5245, 33.85131, 267.8812, 1039.842, 259.086, 48.42326, 571.6389, 160.4462, 227.8021, 1214.116, 80.93179, 867.9337, 241.5801, 1211.319, 2080.24
12.4, 114.0734, 243.9859, 1606.474, 282.6571, 60.77222, 2.649093, 165.6615, 96.649, 31.92239, 250.2233, 1021.284, 243.191, 44.7192, 542.006, 150.7054, 213.0983, 1237.146, 77.34641, 820.4979, 229.287, 1240.301, 2058.141
12.5, 106.0179, 225.9611, 1527.743, 266.4872, 57.97504, 2.485181, 159.6259, 91.11021, 30.10339, 233.7293, 1107.668, 228.2712, 41.29847, 513.9092, 141.5559, 344.0004, 1173.549, 73.91987, 877.495, 217.6196, 1177.706, 1960.165
12.6, 98.53119, 209.2679, 1452.871, 251.2422, 55.30661, 2.331411, 348.2177, 85.88884, 28.38804, 257.3646, 1049.998, 214.2668, 38.1394, 487.269, 132.9619, 321.7964, 1249.743, 70.64513, 829.5366, 206.5458, 1613.345, 1866.853
12.7, 91.57322, 193.808, 1530.118, 236.8694, 52.761, 2.187155, 322.0494, 80.9667, 26.77043, 240.3999, 995.3307, 201.1215, 35.22199, 462.0097, 124.8897, 301.0256, 1185.498, 67.51546, 784.1994, 196.0356, 1531.924, 1836.98
12.8, 85.10659, 179.4901, 1455.129, 223.3188, 50.33256, 2.051825, 297.8476, 76.32663, 25.245, 224.5535, 943.5096, 188.7826, 32.52773, 438.0599, 117.3075, 281.5955, 1124.556, 64.52444, 741.34, 186.0601, 1535.644, 1783.82
12.9, 79.09662, 259.9239, 1383.815, 210.5435, 48.01589, 1.924868, 275.4645, 71.95248, 23.80648, 209.7516, 894.3865, 177.2008, 30.03957, 415.3516, 110.1856, 263.4195, 1066.746, 61.66593, 700.8231, 176.5923, 1501.949, 1766.527
13, 73.51105, 240.7216, 1315.996, 228.0474, 45.80585, 1.805768, 254.7636, 67.829, 22.44994, 195.9254, 847.821, 166.3295, 27.74174, 393.8204, 103.4962, 246.4167, 1011.909, 58.93405, 734.2557, 167.6062, 1486.552, 1682.434
13.1, 68.31992, 222.938, 1251.501, 215.0015, 43.69754, 1.694036, 235.6182, 63.94184, 21.1707, 183.0106, 803.6798, 156.1252, 25.61968, 373.4054, 97.21281, 230.5114, 959.8902, 56.3232, 694.1259, 159.0775, 1444.53, 1696.504
13.2, 63.49537, 217.2601, 1190.166, 202.7019, 41.68626, 1.589218, 217.9117, 60.27744, 19.96435, 170.9471, 761.8368, 146.5469, 40.06093, 354.0487, 91.31093, 215.6328, 910.5457, 53.82802, 786.4067, 150.9827, 1460.246, 1717.498
13.3, 59.01152, 201.2097, 1131.838, 191.106, 39.76756, 1.490885, 201.5358, 56.82304, 18.82674, 159.6787, 722.1724, 137.5562, 36.99653, 335.6954, 85.76736, 322.5966, 863.7377, 51.44337, 804.0548, 143.2998, 1386.551, 1763.376
13.4, 54.8443, 216.9441, 1076.368, 180.1734, 37.93716, 1.398637, 186.3905, 53.56661, 17.75396, 149.1532, 684.5731, 334.5934, 34.16653, 318.2935, 80.56034, 347.3654, 819.3361, 49.16436, 790.3489, 136.0078, 1316.575, 1679.432
13.5, 50.97136, 200.917, 1144.146, 237.3997, 36.19102, 1.312096, 172.3833, 282.652, 16.7423, 139.3215, 648.9312, 418.1807, 31.55302, 301.7936, 75.66944, 324.9442, 777.2169, 46.98632, 747.1534, 129.087, 1393.22, 1674.04
13.6, 47.37191, 224.7757, 1133.137, 223.8188, 34.52525, 1.230911, 159.4288, 892.1792, 15.78829, 130.1378, 615.1451, 392.5253, 29.13942, 286.1491, 71.07548, 343.6961, 737.2629, 44.90477, 706.3187, 122.5183, 1322.908, 1594.349
13.7, 254.2475, 208.1701, 1077.604, 211.0148, 32.93615, 1.154748, 147.4479, 859.7716, 14.88864, 645.207, 583.118, 368.4438, 26.91044, 271.3156, 66.76041, 321.5117, 699.3629, 42.91544, 667.7158, 116.2838, 1256.144, 1518.452
13.8, 236.2933, 255.6064, 1024.792, 383.1886, 31.42019, 1.083298, 136.3672, 810.4996, 14.04026, 1169.964, 552.7585, 345.8398, 24.85197, 257.251, 62.70732, 471.4406, 663.4111, 41.01423, 631.2227, 110.3666, 1270.987, 1545.557
13.9, 262.3845, 240.06, 1022.258, 361.2676, 29.974, 1.016269, 126.1193, 789.9061, 13.24021, 1284.762, 729.7786, 324.6225, 22.95095, 243.9156, 58.9003, 441.0108, 707.5751, 39.19725, 617.1561, 104.7505, 1206.844, 1471.982
14, 360.2278, 274.8201, 972.1583, 370.2677, 28.59438, 0.9533877, 116.6415, 744.6379, 12.48576, 1354.76, 691.7833, 304.7068, 21.19536, 231.2714, 55.32441, 412.5451, 671.2012, 37.46077, 647.5849, 99.42019, 1425.573, 1492.472
14.1, 393.2859, 254.5174, 924.5142, 349.0858, 27.27826, 0.894397, 107.876, 735.7007, 11.77429, 1265.458, 655.7661, 286.0131, 19.57405, 219.2826, 51.96561, 481.8735, 636.6971, 35.80121, 612.192, 94.36111, 1353.628, 1523.482
14.2, 365.5132, 244.7394, 879.2049, 392.412, 26.02272, 0.8390563, 99.7692, 693.539, 11.10337, 1287.855, 621.6241, 268.4661, 18.07676, 207.9154, 48.81073, 450.7704, 603.9667, 34.21517, 578.7335, 89.55946, 1327.193, 1450.958
14.3, 384.2716, 226.659, 836.1163, 369.9633, 24.82496, 0.7871398, 92.2716, 653.7935, 10.47068, 1321.921, 589.2598, 251.9957, 16.69401, 197.1374, 45.84738, 538.9247, 605.3027, 32.69939, 547.1035, 85.00215, 1511.373, 1438.157
14.4, 501.5212, 326.6712, 795.1393, 348.7988, 23.68234, 0.7384357, 85.33744, 639.772, 9.874038, 1428.883, 558.5804, 236.5357, 15.41702, 186.9181, 43.06394, 745.4172, 696.522, 31.25077, 517.2023, 80.67674, 1685.732, 1470.493
14.5, 653.8479, 302.538, 756.1707, 434.5301, 22.59231, 25.27417, 78.92439, 608.5031, 9.311395, 1893.171, 529.4984, 222.0242, 14.23772, 177.2285, 40.44949, 729.9179, 770.4888, 29.86633, 488.9352, 76.57143, 1958.504, 1526.208
14.6, 607.6751, 280.1876, 830.3801, 409.6719, 21.55245, 23.71033, 72.99328, 573.6307, 8.780812, 1768.379, 501.9304, 208.403, 13.14863, 168.0413, 37.99376, 823.8364, 836.8615, 28.54321, 462.2131, 72.67503, 2085.399, 1636.915
14.7, 626.3596, 290.069, 789.6843, 386.2358, 20.56045, 22.24326, 67.50788, 574.5859, 8.280463, 1932.445, 475.7978, 195.6175, 12.14284, 159.3303, 35.68713, 999.7866, 793.8414, 27.27871, 436.9515, 68.9769, 1980.154, 1569.888
14.8, 582.1279, 476.5157, 750.9828, 430.3994, 19.61411, 20.86696, 62.4347, 541.6573, 7.808626, 1805.064, 451.0257, 336.7596, 11.21399, 151.0709, 33.52053, 935.254, 830.3548, 26.07023, 413.0705, 65.46695, 2052.422, 1582.204
14.9, 541.0198, 441.3124, 779.3449, 405.7776, 18.71132, 19.57582, 57.74278, 510.6159, 7.363675, 1783.529, 427.5434, 316.0994, 10.3562, 143.2396, 31.48546, 874.8867, 918.4048, 24.91529, 390.4946, 62.13561, 1948.841, 1674.973
15, 502.8146, 408.7099, 741.1503, 382.5643, 17.85009, 18.36457, 53.40345, 481.3533, 6.944077, 1665.964, 405.2837, 296.7066, 9.564014, 135.8143, 29.57395, 818.4159, 871.1929, 23.81151, 369.1526, 58.97379, 2020.176, 1595.237
15.1, 467.3073, 393.1369, 704.8275, 417.0415, 17.0285, 17.22827, 49.39021, 453.7678, 6.548389, 1556.148, 384.1829, 278.5037, 8.83243, 128.7739, 27.77849, 765.5901, 826.408, 22.75663, 348.9771, 55.97285, 1918.222, 1519.297
15.2, 434.3075, 364.0934, 670.2848, 393.1838, 16.24473, 16.16227, 45.67857, 427.7631, 6.175249, 1623.404, 364.1807, 261.4174, 8.156806, 448.4505, 26.09203, 716.174, 783.9253, 21.74849, 329.9042, 53.12463, 1821.414, 1446.973
15.3, 403.638, 337.1955, 637.4351, 468.9768, 15.49703, 15.16223, 42.24585, 403.2487, 5.82337, 1580.851, 345.2199, 245.3794, 7.532863, 425.2036, 24.50796, 669.9476, 743.6265, 73.82507, 311.8737, 50.42133, 1729.492, 1512.644
15.4, 375.1342, 312.2847, 606.1953, 442.1481, 14.78374, 14.22407, 39.0711, 380.1393, 5.491543, 1476.646, 327.2463, 230.3254, 6.956648, 403.1617, 23.02006, 626.7049, 705.3993, 70.55453, 294.8287, 47.8556, 1765.334, 1566.033
15.5, 348.6434, 289.2142, 576.4864, 416.8541, 14.10328, 13.34396, 64.98757, 358.3541, 5.178624, 1379.31, 310.2085, 216.1949, 6.42451, 382.2624, 21.62249, 586.2533, 669.1372, 74.9528, 278.7152, 45.42043, 1721.784, 1491.483
15.6, 324.0233, 267.8481, 595.8284, 414.5442, 13.45415, 12.5183, 60.1038, 337.8174, 4.883535, 1389.438, 294.0577, 202.9313, 5.933076, 362.4466, 20.30976, 548.4127, 634.7393, 71.63231, 263.4824, 43.10917, 1688.075, 1450.8
15.7, 301.1417, 248.0605, 566.6276, 448.0435, 12.83489, 11.74373, 55.58704, 318.4577, 4.605262, 1422.49, 278.7478, 274.1627, 5.479235, 343.6579, 19.07674, 513.0146, 602.1096, 68.45891, 249.0821, 40.91552, 1602.882, 1508.389
15.8, 279.8759, 229.7347, 538.8579, 422.4123, 12.24414, 11.01709, 51.40971, 300.2074, 4.342844, 1414.182, 264.235, 257.3427, 5.060109, 325.8433, 17.91857, 479.9014, 571.1572, 65.42609, 318.4562, 38.8335, 1521.988, 1486.125
15.9, 260.112, 212.7627, 658.3245, 398.2474, 11.68057, 10.33541, 47.5463, 283.0031, 4.09538, 1377.384, 458.5742, 241.5547, 4.673043, 504.9767, 16.83072, 448.9255, 541.7961, 62.52764, 338.5166, 36.85743, 1615.004, 1437.544
16, 241.7436, 197.0446, 626.0609, 375.4648, 11.14295, 9.695908, 43.97323, 266.7846, 3.862017, 1286.591, 434.6989, 226.7353, 4.315586, 478.7995, 15.80891, 419.949, 513.9443, 59.75759, 475.4622, 34.9819, 1533.499, 1369.111
16.1, 224.6724, 182.4876, 595.3784, 462.2808, 10.63007, 9.095975, 40.66867, 251.4957, 3.641952, 1232.178, 445.7349, 212.8251, 48.6164, 453.9793, 14.84914, 392.8428, 487.5242, 57.11026, 449.4765, 33.20182, 1515.89, 1303.936
16.2, 208.8067, 169.0061, 566.1998, 435.8351, 10.1408, 8.533162, 37.61245, 237.0829, 3.434426, 1150.957, 422.5281, 199.7682, 61.76064, 475.266, 13.94763, 367.4862, 462.4623, 54.5802, 424.9109, 31.51232, 1495.004, 1274.941
16.3, 194.0614, 156.5206, 566.8854, 410.9023, 9.674045, 8.005175, 34.7859, 223.496, 3.238725, 1182.849, 400.5295, 187.5125, 57.03635, 615.9269, 13.10086, 343.7663, 438.6888, 52.16223, 401.688, 29.90879, 1419.555, 1246.666
16.4, 180.3574, 144.9574, 577.1222, 387.3958, 9.228775, 7.509855, 32.17176, 210.6879, 3.054176, 1104.879, 466.2395, 285.2858, 52.67344, 583.9982, 12.30549, 321.5774, 416.1374, 49.85138, 379.7342, 28.38685, 1437.987, 1323.837
16.5, 167.6211, 145.6831, 548.8382, 365.2341, 8.804, 7.045184, 140.1047, 198.6137, 2.880143, 1119.006, 626.0645, 299.2386, 48.64426, 553.7247, 11.55841, 300.8207, 394.7452, 47.64291, 358.9803, 26.94236, 1492.247, 1347.097
16.6, 155.7842, 134.9205, 552.1506, 422.1419, 8.398776, 6.609264, 129.576, 187.2315, 2.716026, 1045.245, 617.5985, 280.8803, 51.4117, 525.0204, 10.85669, 281.4039, 374.4528, 45.53227, 454.0514, 25.57138, 1507.698, 1420.822
16.7, 144.7832, 124.9531, 681.1709, 397.9925, 8.012203, 6.200317, 119.8384, 176.5016, 2.561262, 1092.965, 585.4437, 263.6483, 47.47904, 497.8043, 10.19757, 263.2403, 355.2035, 43.51514, 463.1483, 24.27015, 1431.608, 1527.639
16.8, 134.559, 240.1971, 647.7876, 375.2245, 7.643424, 5.816673, 110.8326, 166.3866, 2.415316, 1020.92, 669.4733, 247.4734, 123.6664, 471.9989, 9.578465, 246.249, 336.9438, 41.58736, 437.8356, 23.03515, 1466.187, 1454.917
16.9, 125.0568, 285.2795, 616.0404, 376.3327, 7.291618, 5.456767, 102.5036, 156.8512, 2.277686, 1136.992, 634.6176, 232.2909, 114.2067, 447.5312, 8.996947, 230.3546, 319.6227, 39.74499, 638.3964, 21.86299, 1446.604, 1385.657
17, 116.2257, 347.4625, 585.8491, 354.8039, 6.956005, 5.11913, 94.80055, 147.8623, 2.147899, 1080.696, 601.5767, 218.0398, 105.4707, 424.3319, 8.450734, 215.486, 303.192, 37.98424, 603.5056, 20.75047, 1473.66, 1461.182
17.1, 108.0182, 321.7932, 557.1374, 334.5066, 6.635839, 4.802385, 87.67635, 139.3886, 2.025507, 1029.16, 570.256, 204.6631, 97.40284, 402.3353, 7.937682, 201.5771, 287.606, 36.30149, 686.6202, 19.69456, 1434.293, 1391.624
17.2, 100.3903, 298.0203, 529.8328, 398.6237, 6.33041, 4.505238, 81.08752, 131.4005, 1.91009, 961.321, 540.5661, 192.107, 89.95216, 381.4789, 7.455777, 188.5661, 272.8212, 34.69329, 649.0939, 18.69239, 1497.642, 1346.847
17.3, 93.30101, 331.7292, 503.8664, 375.8196, 6.039038, 4.226477, 74.99385, 123.8701, 1.801249, 924.917, 512.422, 180.3212, 113.8308, 361.7036, 7.00313, 176.3948, 258.7964, 33.15634, 613.6185, 17.74121, 1519.263, 1350.738
17.4, 86.71237, 485.113, 479.1726, 354.3201, 5.761078, 3.964964, 69.35812, 116.7713, 1.69861, 968.9687, 485.7431, 169.2585, 105.1235, 342.9535, 6.577963, 165.0092, 245.4926, 31.68748, 580.082, 16.83843, 1515.657, 1347.491
17.5, 80.589, 465.6561, 455.689, 334.0505, 5.495912, 3.719633, 64.1459, 110.0794, 1.60182, 905.0972, 460.4532, 158.8744, 97.08222, 325.1753, 6.178609, 154.3584, 232.8727, 30.28368, 548.3784, 15.9816, 1613.201, 1283.344
17.6, 74.89804, 431.2551, 433.3563, 314.9405, 5.24295, 3.489481, 80.54919, 103.7709, 1.510545, 845.4359, 436.4801, 149.1275, 92.93801, 308.3187, 5.8035, 144.3951, 220.9016, 28.94208, 518.4075, 15.16836, 1531.787, 1292.328
17.7, 69.60897, 485.2773, 412.1181, 296.9237, 5.001631, 3.27357, 74.49597, 97.82397, 1.424471, 818.4011, 413.7551, 139.9785, 85.82886, 292.336, 5.451164, 135.0749, 209.5458, 27.65991, 490.0746, 14.3965, 1454.481, 1230.808
17.8, 64.69339, 449.4267, 391.9207, 279.9376, 4.77142, 3.071018, 68.89765, 92.21784, 1.343302, 764.4546, 392.2133, 131.3908, 175.7972, 449.071, 33.86528, 126.3563, 198.7738, 26.43454, 463.2902, 13.66393, 1381.077, 1220.853
17.9, 60.12494, 416.2247, 372.7132, 263.9232, 4.551805, 2.880999, 63.72004, 86.93299, 1.266758, 714.064, 371.793, 175.6483, 162.3499, 425.7919, 31.80929, 118.2005, 188.5555, 25.26346, 437.9697, 12.96863, 1311.378, 1191.679
18, 55.87909, 385.4755, 354.447, 248.825, 4.342298, 2.702738, 58.93152, 81.951, 1.194575, 856.7411, 352.4359, 164.8723, 149.9312, 403.7196, 29.87812, 110.5711, 178.8626, 24.14426, 414.033, 12.30871, 1292.145, 1248.168
18.1, 51.93308, 356.998, 337.076, 310.5876, 4.142434, 2.535506, 66.06017, 77.25453, 1.126506, 800.2673, 334.0865, 605.1432, 245.4547, 382.7914, 28.06419, 103.4341, 169.6679, 23.07464, 391.4045, 11.68237, 1313.364, 1279.072
18.2, 123.8127, 337.3133, 320.5564, 292.8199, 3.951769, 2.378622, 94.82965, 72.8272, 1.062315, 747.5161, 316.6926, 717.6355, 226.679, 362.9481, 276.5649, 96.7578, 160.9459, 22.0524, 370.0128, 11.0879, 1247.082, 1291.615
18.3, 115.0694, 312.3938, 304.8464, 329.2243, 3.76988, 2.231445, 87.70326, 68.65359, 1.001782, 698.2421, 300.2042, 673.6085, 221.6116, 453.2702, 469.1844, 90.51244, 152.6722, 21.07545, 349.7903, 10.52368, 1184.145, 1230.129
18.4, 169.3468, 289.3153, 289.9062, 310.3904, 3.596363, 2.093374, 81.11242, 64.71917, 0.9446988, 652.2161, 488.0207, 1145.957, 576.9858, 429.7734, 440.6998, 84.67019, 144.8239, 20.14179, 330.6729, 9.988175, 1272.554, 1240.056
18.5, 157.3881, 267.9417, 275.6984, 292.6339, 3.430832, 1.963847, 150.3974, 61.01022, 0.8908679, 609.2239, 462.6123, 1232.509, 655.6353, 407.4947, 413.9445, 79.20502, 137.379, 19.24948, 312.6004, 9.479918, 1339.014, 1181.024
18.6, 198.286, 289.9528, 262.1867, 275.8932, 3.27292, 1.842334, 139.0952, 57.51383, 0.8401045, 569.0657, 438.5267, 1272.33, 680.4634, 386.3708, 388.8135, 74.09263, 275.5728, 18.39671, 295.5157, 8.997525, 1406.419, 1124.803
18.7, 184.2836, 443.0952, 249.3373, 345.7163, 3.122277, 1.72834, 128.6422, 54.21781, 0.7922336, 531.5546, 415.6951, 1210.127, 769.4269, 366.342, 365.2082, 69.31021, 261.4066, 17.58171, 279.3646, 8.539678, 1335.441, 1235.822
18.8, 171.2701, 410.3609, 237.1176, 325.9389, 2.978567, 1.6214, 118.9749, 51.11068, 0.7470905, 496.5161, 394.0523, 1135.885, 1143.188, 347.3514, 343.0361, 64.83649, 247.9686, 16.80282, 264.0963, 8.105129, 1411.908, 1216.284
18.9, 159.1755, 380.0449, 225.4968, 307.2929, 2.841472, 1.521076, 148.6338, 239.1888, 171.4278, 463.7872, 373.5363, 1066.199, 1169.405, 329.3452, 322.21, 60.65152, 270.222, 16.05844, 249.6625, 7.692693, 1340.653, 1269.229
19, 147.935, 351.9686, 214.4455, 289.7137, 2.710687, 1.426959, 141.1609, 490.0926, 538.3218, 433.2158, 354.0884, 1000.787, 1278.973, 435.9143, 302.6483, 56.73669, 256.3309, 15.34703, 236.0175, 7.301243, 1272.993, 1208.808
19.1, 242.4193, 325.9664, 203.9358, 763.6695, 2.585921, 1.338666, 130.5528, 574.9684, 643.4758, 404.6595, 335.653, 1521.711, 1367.712, 413.3172, 284.2743, 53.07454, 243.1538, 14.66714, 223.1183, 6.929713, 1419.745, 1151.264
19.2, 339.9702, 301.8852, 193.9412, 836.1188, 2.466898, 1.255836, 172.6908, 782.3159, 606.8093, 377.9855, 318.1775, 2129.27, 1263.091, 468.9475, 267.0157, 568.2352, 263.4673, 14.01736, 210.924, 6.577089, 1427.751, 1096.459
19.3, 363.8418, 279.583, 184.4364, 788.287, 2.353354, 1.178132, 159.7132, 737.4827, 640.683, 353.0699, 604.8482, 2252.09, 1312.311, 444.638, 250.8049, 632.8059, 311.6878, 13.39638, 199.3962, 6.242408, 1481.223, 1338.695
19.4, 338.1484, 258.9284, 175.3974, 906.7799, 2.245036, 1.105235, 147.7109, 864.7654, 604.1756, 329.7965, 573.3573, 2241.884, 1211.928, 421.5887, 235.5783, 720.1551, 295.665, 12.8029, 188.4985, 5.924757, 1641.027, 1274.968
19.5, 314.2693, 374.7883, 166.8014, 854.9058, 2.141703, 1.036849, 136.6105, 815.2072, 569.7485, 369.9175, 543.5059, 2104.344, 1119.223, 399.7342, 221.2761, 765.4645, 280.4659, 12.23572, 178.1964, 5.623271, 1558.208, 1263.451
19.6, 292.0766, 347.1003, 158.6267, 805.9991, 2.043126, 0.972694, 126.3443, 768.4891, 537.2831, 398.1936, 515.2086, 2009.536, 1033.61, 379.0126, 207.8422, 716.0565, 266.0482, 11.69366, 168.4573, 5.337126, 1479.569, 1285.952
19.7, 271.451, 321.4578, 150.8526, 759.8904, 1.949087, 0.9125087, 116.8496, 724.4482, 506.6676, 371.9459, 488.3846, 1927.442, 989.7758, 520.6946, 195.2239, 669.8376, 252.3716, 11.17562, 159.2505, 5.065542, 1404.899, 1224.736
19.8, 252.2819, 297.7097, 143.4595, 716.5994, 1.859376, 0.8560473, 108.0684, 682.9313, 477.7966, 543.494, 462.9573, 2120.222, 914.0644, 493.7026, 183.3717, 626.6021, 239.3981, 10.68052, 150.5468, 4.807778, 1333.997, 1166.433
19.9, 234.4666, 275.7159, 136.4288, 675.6049, 1.773794, 0.8030795, 99.94717, 655.0989, 450.5708, 563.9935, 438.8538, 2020.498, 844.1444, 468.1099, 172.239, 586.1571, 227.0915, 10.20736, 142.3189, 4.56313, 1266.673, 1110.906
20, 217.9092, 255.347, 129.7426, 636.9556, 1.692151, 0.7533891, 92.4362, 660.6091, 424.8963, 526.8168, 416.0052, 1896.54, 779.5729, 443.8438, 161.7822, 548.3228, 215.4175, 9.755164, 134.5406, 4.330931, 1303.748, 1058.023
20.1, 202.5211, 236.4829, 123.3841, 600.5173, 1.614266, 0.7067732, 163.2808, 622.7507, 400.6849, 492.0906, 394.3462, 1780.187, 752.1306, 420.8357, 151.9603, 659.5043, 204.3436, 9.322999, 127.1875, 4.110548, 1273.276, 1007.656
20.2, 188.2197, 219.0124, 117.3372, 566.1635, 1.539966, 0.6630417, 151.0104, 653.0449, 377.853, 493.0817, 373.8148, 1670.973, 694.5975, 399.0202, 142.7346, 616.9357, 193.8391, 8.909978, 120.2362, 3.901379, 1209.017, 1030.125
