 , C002, C003, C004, C005, C006, C007, C008, C011, C014, C015, C019, C022, C023, C027, C029, C030, C032, C034, C036, C037, C057, C068, C092
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
190.5, 736.1633, 51.40101, 601.3022, 418.3902, 500.9962, 229.6285, 171.2306, 344.0555, 501.6909, 1.671312, 32.8208, 584.9809, 464.1408, 349.7621, 34.64695, 381.0135, 56.61774, 854.0138, 124.2255, 239.1543, 657.2195, 702.81, 1634.647
190.6, 762.6579, 48.70369, 572.5162, 395.3461, 474.3066, 238.7144, 164.0783, 328.0409, 478.6487, 1.599902, 31.43854, 591.9319, 450.1073, 332.5672, 32.95904, 402.9077, 54.0857, 815.1008, 118.5655, 229.2043, 624.8618, 810.8447, 1705.46
190.7, 723.5068, 46.14791, 545.1083, 373.5712, 455.3456, 227.7601, 170.4221, 312.7717, 456.6649, 1.531542, 30.1145, 564.6088, 430.7096, 511.0368, 31.35336, 649.4852, 51.6669, 865.8832, 113.1633, 219.6683, 594.0972, 775.4491, 1722.09
190.8, 686.3656, 43.72626, 519.0125, 352.9957, 431.088, 217.3085, 165.6271, 298.2133, 508.7996, 1.466103, 28.84621, 538.5468, 412.1479, 556.9393, 29.8259, 683.5417, 49.35627, 868.5362, 108.0073, 210.529, 564.8473, 783.7316, 1649.757
190.9, 767.1129, 41.43168, 661.6152, 333.5534, 433.7722, 207.3365, 158.7089, 297.0599, 485.4309, 1.403461, 27.63135, 513.6879, 466.9832, 529.5592, 28.37286, 738.1871, 47.14897, 931.0482, 103.0862, 201.77, 650.3314, 772.9794, 1580.462
191, 727.7331, 39.25751, 629.9419, 315.182, 410.6638, 197.8221, 152.0797, 283.2328, 578.1283, 1.343494, 26.46764, 548.5526, 482.8037, 503.5252, 26.9906, 744.45, 45.04039, 897.5636, 98.38934, 193.3754, 618.3127, 739.2368, 1604.145
191.1, 690.3749, 37.19743, 599.7849, 297.8224, 388.7865, 188.7442, 196.6068, 270.0493, 551.5754, 1.28609, 25.35295, 523.2318, 461.997, 478.771, 25.67569, 766.5638, 43.0261, 929.1274, 93.90646, 185.33, 628.9904, 706.967, 1536.766
191.2, 760.5025, 35.24546, 571.0715, 281.4189, 368.0747, 180.083, 188.3945, 257.4794, 539.0019, 1.231139, 24.2852, 530.2538, 493.796, 455.2339, 24.42483, 730.2548, 41.1019, 887.3491, 89.62785, 177.6194, 598.0225, 743.0114, 1472.217
191.3, 766.3288, 33.39592, 543.7327, 265.919, 348.4662, 171.8192, 180.5253, 305.8107, 514.2461, 1.178536, 23.26242, 543.3807, 472.5155, 432.8538, 28.65139, 792.2333, 39.26376, 1003.518, 85.54417, 170.2296, 568.5793, 714.8996, 1473.434
191.4, 726.9893, 31.64344, 517.7027, 251.2727, 329.9024, 163.9347, 172.9848, 291.5763, 515.8605, 1.12818, 22.28272, 555.2556, 452.1521, 411.574, 50.82928, 888.2864, 37.50781, 1038.808, 81.64656, 248.8662, 685.481, 683.6923, 1411.546
191.5, 781.8593, 29.98292, 492.9188, 237.4331, 312.3275, 156.4119, 165.7592, 300.6166, 492.1675, 1.079976, 21.34427, 529.6253, 432.6664, 391.3403, 48.35301, 846.2119, 35.8304, 991.4753, 77.92654, 284.3059, 651.7318, 659.7587, 1552.051
191.6, 741.7225, 28.40953, 469.3214, 224.3558, 329.3886, 149.2344, 158.8355, 286.6239, 580.0274, 1.033831, 20.44535, 505.1782, 414.0203, 372.1013, 45.99737, 806.1304, 34.228, 1005.293, 74.37601, 272.4774, 619.6443, 740.1426, 1696.845
191.7, 802.6688, 26.91871, 446.8537, 211.9987, 311.8411, 142.3862, 152.201, 438.769, 653.7546, 0.9896586, 19.58429, 481.8595, 396.1779, 353.8082, 43.7565, 767.9473, 47.83846, 959.4874, 70.98724, 363.1177, 679.511, 707.8334, 1678.951
191.8, 761.4638, 25.50613, 557.3455, 200.3223, 295.2284, 135.8523, 155.9403, 418.3458, 826.3619, 0.9473731, 18.75949, 492.9529, 379.1043, 336.4144, 41.62479, 885.0069, 45.69904, 915.7684, 67.75288, 348.0102, 646.0558, 682.1242, 1684.185
191.9, 773.5558, 24.16767, 530.6638, 273.0942, 279.5006, 129.6182, 149.4267, 398.8732, 814.6289, 0.9068943, 17.96943, 470.1985, 362.7666, 455.5436, 39.59694, 843.0878, 43.6553, 874.86, 64.66589, 333.5313, 614.2477, 652.3477, 1613.444
192, 749.168, 22.89945, 505.2595, 258.0528, 371.0239, 123.6702, 143.1851, 380.307, 777.2138, 0.8681451, 17.21264, 448.4945, 360.1058, 618.5515, 37.66787, 803.1542, 41.70296, 834.9971, 61.71954, 319.6548, 584.0056, 623.8709, 1545.675
192.1, 710.7094, 21.69777, 481.0713, 243.8397, 351.2583, 259.5223, 137.2043, 362.605, 759.9714, 0.8310516, 16.48772, 427.7923, 381.4342, 588.1425, 35.83279, 765.1121, 39.83794, 907.1962, 58.90744, 306.3556, 808.802, 596.6373, 1558.062
192.2, 769.4697, 20.55916, 458.0411, 230.4095, 332.5457, 247.6131, 131.4733, 345.727, 725.0667, 0.795543, 66.78977, 444.0082, 396.8108, 559.2284, 34.0871, 728.8719, 38.05632, 1014.102, 56.22347, 293.6097, 768.9812, 662.0905, 1492.619
192.3, 752.6954, 19.4803, 436.1134, 287.8594, 314.83, 236.2505, 138.5107, 329.6345, 754.6806, 0.7615515, 63.9769, 471.6617, 379.71, 531.7358, 32.42647, 694.3483, 36.35437, 1192.648, 53.66179, 281.3941, 731.121, 633.1884, 1429.924
192.4, 714.0557, 18.45805, 483.0731, 272.0047, 307.8488, 225.4092, 143.1406, 314.2911, 720.0189, 0.7290124, 61.28249, 454.2132, 366.847, 505.5948, 30.84673, 661.46, 34.72854, 1745.076, 51.21682, 269.6867, 695.1248, 655.473, 1369.863
192.5, 677.3997, 17.48945, 459.947, 257.0232, 291.4487, 229.5551, 152.5459, 299.662, 750.1545, 0.6978636, 58.70156, 433.247, 351.0375, 480.7389, 29.34396, 630.1293, 113.8733, 1728.172, 48.88325, 258.4665, 660.9008, 626.8599, 1519.818
192.6, 642.6253, 16.57167, 437.9281, 242.8669, 373.2643, 219.0211, 146.1741, 285.7137, 730.6684, 0.6680458, 56.22932, 473.2138, 335.9093, 457.1049, 192.6923, 600.2827, 167.6307, 1846.478, 46.656, 247.713, 628.3619, 638.4688, 1455.981
192.7, 702.3137, 15.70206, 416.9632, 253.1431, 393.2339, 208.9705, 174.5266, 272.4147, 732.2827, 0.6395019, 53.8612, 459.4261, 365.0293, 434.6329, 183.3048, 571.8498, 172.0288, 1802.403, 44.53024, 237.4069, 690.4537, 684.261, 1394.826
192.8, 830.3513, 14.87807, 522.7424, 239.2005, 372.2852, 199.3811, 171.2227, 259.7347, 884.4833, 0.6121777, 80.2149, 438.2194, 349.2981, 413.2656, 217.0396, 544.7637, 174.3825, 1720.276, 42.50132, 227.5296, 728.5345, 654.3912, 1336.239
192.9, 787.7252, 14.09733, 497.7173, 293.396, 352.4524, 209.5178, 173.5309, 278.7975, 908.033, 0.586021, 140.8938, 417.9915, 386.3334, 392.9488, 206.466, 587.7292, 166.5838, 1819.863, 40.56485, 218.0633, 692.6656, 625.8252, 1370.13
193, 829.9814, 13.35756, 485.45, 277.2364, 333.6762, 248.416, 166.2826, 284.1038, 866.3279, 0.5609819, 134.96, 398.6973, 370.3636, 373.6307, 196.4075, 605.5515, 159.1339, 1793.574, 81.44136, 208.9908, 658.5627, 598.5062, 1355.961
193.1, 787.3743, 12.65661, 612.2489, 261.9667, 315.9003, 237.0165, 235.7799, 309.0774, 826.5383, 0.5370126, 133.2202, 380.2937, 354.4026, 355.2624, 186.839, 591.7889, 226.3681, 1711.85, 77.73068, 200.2958, 626.1389, 572.3798, 1299.006
193.2, 761.8558, 11.99244, 582.9388, 247.5381, 299.0713, 226.1401, 269.6819, 374.095, 794.862, 0.5140675, 127.6096, 412.0457, 339.1294, 337.7971, 193.1554, 585.285, 216.2446, 1633.85, 74.18907, 191.9625, 595.3114, 563.0168, 1265.359
193.3, 1024.035, 150.254, 592.9167, 288.9767, 283.1389, 215.7628, 267.1281, 356.6821, 758.3548, 0.4921027, 122.2353, 411.8113, 324.5144, 321.1905, 307.2824, 616.418, 206.5737, 1559.403, 83.28986, 371.6615, 566.0017, 597.0732, 1244.052
193.4, 971.4662, 805.0446, 639.9835, 273.0605, 268.0552, 205.8618, 285.9083, 340.0797, 760.3792, 0.4710765, 117.0873, 435.204, 367.0548, 305.4002, 292.3123, 587.2209, 197.3354, 1488.349, 118.0733, 356.1985, 538.135, 571.0094, 1362.462
193.5, 1061.488, 1817.092, 609.3457, 258.0209, 253.7751, 196.415, 273.9659, 372.2616, 725.4557, 0.4509486, 112.1561, 450.9711, 411.8761, 290.3862, 278.0716, 559.4067, 188.5102, 1487.24, 112.6936, 341.3789, 511.6403, 555.3547, 1305.234
193.6, 1006.997, 2468.805, 613.6793, 243.8096, 496.4297, 187.4018, 265.2932, 354.9341, 692.1363, 0.4316808, 107.4326, 470.136, 394.126, 276.1104, 264.5247, 532.9099, 180.0797, 1419.474, 154.3815, 327.1759, 486.4501, 583.7075, 1329.167
193.7, 955.3024, 2801.844, 584.3007, 230.3811, 500.099, 178.8022, 353.8293, 339.8518, 719.1019, 0.4132362, 105.5823, 448.4349, 377.1409, 262.5363, 268.5814, 507.6682, 172.0263, 1354.796, 147.3475, 313.5638, 570.3986, 624.8282, 1300.384
193.8, 1004.379, 2936.165, 556.3286, 217.6921, 473.4572, 170.5972, 339.0499, 324.0328, 686.0743, 0.3955798, 101.1357, 427.7354, 363.706, 249.6296, 255.4968, 483.622, 164.3329, 1380.492, 199.5946, 300.518, 585.9844, 597.5527, 1390.555
193.9, 1084.154, 2862.874, 709.6608, 205.7021, 571.0955, 162.7687, 342.1075, 308.9502, 680.7803, 0.3786777, 96.87631, 407.9914, 381.6425, 237.3574, 243.0497, 460.7149, 158.152, 1317.59, 190.5006, 288.015, 557.1339, 571.468, 1435.749
194, 1099.359, 2721.936, 675.6873, 236.3624, 569.4024, 155.2994, 327.8177, 330.9605, 649.5127, 0.3624978, 95.32427, 389.1588, 420.9658, 225.6885, 282.4458, 438.8927, 151.0792, 1286.933, 181.8209, 276.0322, 590.3799, 546.5219, 1539.836
194.1, 1042.923, 2765.983, 643.3403, 277.5897, 581.3288, 190.3739, 423.1811, 315.5555, 743.2775, 0.3470092, 94.91447, 371.1955, 402.824, 214.5933, 415.7062, 418.1042, 144.3227, 1262.019, 173.5367, 264.5479, 561.313, 522.6647, 1600.423
194.2, 1181.348, 2708.632, 685.5815, 262.3006, 550.3597, 181.6379, 408.1354, 300.8674, 709.1395, 0.3321824, 90.91711, 354.0614, 532.9761, 204.0435, 395.454, 475.6263, 137.8683, 1204.516, 165.6299, 253.5414, 533.6771, 499.8489, 1631.432
194.3, 1120.703, 2640.866, 765.1026, 247.8536, 521.0403, 193.213, 394.7787, 286.863, 676.5695, 0.3179892, 87.08811, 337.7181, 510.0071, 194.0124, 376.1885, 453.0979, 131.7026, 1149.632, 158.0834, 242.9928, 599.6085, 478.0292, 1562.907
194.4, 1063.172, 2704.863, 743.2324, 234.2023, 580.4169, 184.3467, 378.2888, 273.5105, 711.2397, 0.3044023, 83.42036, 322.1293, 488.028, 184.4744, 357.8615, 431.6365, 178.7836, 1116.854, 150.8807, 292.2082, 570.0872, 457.1619, 1653.966
194.5, 1220.619, 2562.923, 707.6517, 221.3029, 605.6581, 175.8873, 362.4878, 260.7795, 678.5731, 0.291396, 79.90709, 307.26, 466.9961, 175.4053, 340.4274, 411.1917, 170.7881, 1096.928, 148.4949, 280.0509, 542.0193, 437.2055, 1616.34
194.6, 1157.959, 2630.984, 781.2952, 209.114, 573.3928, 167.816, 347.3467, 248.6411, 647.4069, 0.2789454, 76.54178, 293.0771, 446.8706, 166.7821, 323.8426, 498.6367, 163.1501, 1046.947, 221.887, 268.3994, 515.3334, 512.4046, 1677.382
194.7, 1098.515, 3144.812, 785.6372, 197.5965, 722.1012, 160.1152, 390.462, 237.0677, 617.6722, 0.2670268, 87.93984, 279.5489, 427.6125, 158.5828, 308.0658, 475.0184, 155.8538, 1061.361, 211.7773, 257.2327, 489.9614, 490.0367, 1692.012
194.8, 1214.838, 3999.836, 846.3094, 186.7132, 683.6327, 152.7677, 374.1524, 226.033, 686.1954, 0.2556175, 84.23623, 266.6451, 409.1842, 150.7866, 469.5138, 452.5188, 148.8837, 1013, 202.1281, 296.6483, 465.8385, 468.6453, 1679.074
194.9, 1152.474, 4818.661, 871.8426, 176.4295, 647.2135, 145.7574, 358.5241, 215.5119, 1016.307, 0.2446956, 80.68859, 254.3369, 439.7371, 143.3737, 446.6403, 490.4454, 142.2254, 1045.652, 192.9187, 284.3063, 442.9033, 448.1877, 1690.445
195, 1107.684, 5390.579, 830.105, 370.6866, 630.8074, 139.0688, 343.5486, 307.1074, 969.629, 0.2342404, 100.2058, 242.5969, 420.7864, 136.3252, 424.8811, 467.2151, 135.8648, 998.0073, 184.1288, 272.4778, 421.0972, 428.6231, 1822.098
195.1, 1245.004, 5331.701, 823.0432, 350.2699, 597.2024, 218.5525, 329.1987, 292.8126, 968.0944, 0.224232, 95.98556, 231.3988, 418.5521, 129.6232, 404.1819, 445.085, 129.7887, 1023.742, 175.7394, 261.1414, 400.3648, 409.9125, 1745.564
195.2, 1181.091, 5295.581, 783.6418, 339.9152, 565.3876, 208.5234, 315.4481, 301.5932, 923.6308, 0.2146511, 91.94309, 220.7176, 492.7898, 123.2507, 384.4912, 549.5132, 123.9843, 977.0948, 167.7323, 265.5603, 380.6531, 443.0581, 1672.245
195.3, 1168.126, 5252.798, 793.6265, 387.9314, 560.6788, 198.9545, 302.2719, 287.5551, 881.2094, 0.2054797, 88.07088, 210.5294, 471.5527, 117.1915, 365.7597, 523.485, 118.4395, 932.5736, 199.2663, 254.5117, 361.912, 423.7174, 1656.337
195.4, 1204.673, 5173.567, 817.1194, 446.4148, 549.1852, 189.8248, 320.7747, 283.2601, 840.7363, 0.1967001, 84.36174, 200.8115, 451.2308, 111.4302, 347.9408, 498.6897, 113.1427, 890.081, 190.1872, 243.9228, 344.0935, 405.221, 1803.898
195.5, 1142.831, 4902.079, 778.0016, 465.2511, 582.0102, 181.1139, 315.8301, 282.3242, 824.4386, 0.1882956, 80.80882, 191.5422, 431.7847, 105.9521, 330.99, 475.0689, 108.0828, 849.5245, 181.5218, 233.7744, 327.1523, 387.532, 1747.101
195.6, 1119.017, 4888.963, 795.3587, 439.626, 551.0048, 185.8471, 302.6379, 269.183, 786.5729, 0.1802502, 77.40553, 182.7007, 432.7552, 100.7433, 314.865, 452.5668, 103.2491, 810.816, 173.2512, 224.0483, 338.9831, 444.0862, 1945.584
195.7, 1061.573, 4811.147, 892.3161, 415.4123, 639.5075, 177.3188, 319.1883, 256.6534, 750.4464, 0.1725486, 74.14557, 174.2674, 414.1053, 95.7906, 299.5256, 431.1306, 98.63165, 773.8713, 165.3574, 214.7268, 339.5354, 442.9847, 1937.819
195.8, 1075.157, 4769.515, 849.5984, 442.7332, 664.9848, 169.1819, 352.8109, 244.707, 753.238, 0.165176, 71.0229, 166.2233, 396.2592, 91.08137, 284.9334, 410.7097, 94.22066, 738.6099, 157.8233, 242.314, 322.8186, 423.6472, 1870.982
195.9, 1154.057, 4705.759, 808.9258, 418.3484, 629.5591, 161.4184, 338.074, 245.3107, 718.6425, 0.1581185, 68.03175, 158.5506, 428.3141, 86.60365, 271.0522, 391.2561, 90.00696, 704.9553, 150.6325, 232.2325, 306.9249, 516.4538, 1805.574
196, 1155.802, 4689.379, 914.3537, 395.3066, 699.6898, 154.0111, 338.5639, 257.062, 685.636, 0.1513625, 65.16657, 151.232, 409.8557, 82.34607, 257.8472, 372.724, 159.3946, 672.834, 143.7693, 222.5705, 291.8137, 545.1038, 1985.163
196.1, 1096.469, 4565.369, 915.5239, 473.5737, 747.3663, 146.9437, 432.9397, 245.0967, 788.0028, 0.1448952, 62.42206, 144.2512, 431.9365, 78.2978, 245.2855, 355.0696, 152.2662, 642.1765, 137.2188, 213.3105, 316.8013, 521.3085, 1901.78
196.2, 1074.589, 4499.9, 892.8453, 447.4902, 707.5519, 140.2007, 414.8559, 264.1794, 886.0394, 0.1387042, 77.43918, 137.5927, 413.3219, 74.44855, 233.3358, 338.2514, 145.4566, 612.9158, 130.9667, 204.4358, 301.2038, 498.552, 1906.831
196.3, 1063.229, 4381.507, 858.2758, 422.8434, 669.8585, 133.767, 418.3712, 251.8828, 845.3445, 0.1327778, 74.1778, 131.2415, 467.2341, 70.78853, 221.9683, 322.2298, 224.5721, 584.9883, 124.9995, 195.9302, 361.7629, 476.7888, 1859.714
196.4, 1067.726, 4342.917, 909.6772, 399.554, 634.1731, 127.6286, 420.2186, 240.1585, 806.5186, 0.1271045, 71.05378, 125.1835, 447.0984, 269.408, 211.1546, 306.9671, 214.5288, 558.3334, 119.3042, 222.2382, 343.9518, 455.9757, 1909.197
196.5, 1099.084, 4400.711, 883.0688, 377.5474, 837.3775, 121.7719, 402.6661, 228.9799, 789.9305, 0.1216737, 68.06133, 119.4051, 458.9739, 256.1635, 200.8676, 292.4274, 286.0514, 532.893, 116.2509, 212.992, 327.0175, 436.0711, 1933.067
196.6, 1070.156, 4267.914, 1021.554, 356.7528, 917.6566, 116.184, 385.8468, 218.3216, 845.2712, 0.1164749, 65.1949, 113.8934, 480.5551, 243.5701, 232.4991, 278.5763, 280.0821, 508.6118, 110.9542, 204.1305, 310.9171, 517.6481, 1930.171
196.7, 1127.264, 4060.431, 1097.959, 337.1036, 868.7702, 110.8524, 395.8823, 224.3983, 839.0654, 0.1114982, 62.4492, 108.6362, 536.4072, 231.5957, 221.1723, 355.2612, 267.5563, 485.437, 105.8989, 262.5682, 409.1331, 526.3387, 1931.4
196.8, 1103.442, 4100.084, 1045.396, 318.5366, 905.8443, 105.7656, 379.3463, 213.9533, 858.9116, 0.1067342, 59.81913, 103.6216, 513.2903, 220.2101, 210.3973, 338.434, 255.5907, 463.3181, 101.0738, 251.6441, 388.9897, 503.3626, 1893.655
196.9, 1292.485, 4186.554, 995.3502, 300.9922, 857.5872, 153.3064, 363.5011, 203.9945, 819.4626, 0.1021737, 57.29982, 98.83851, 491.1698, 209.3842, 200.1473, 462.2006, 244.1603, 442.2071, 96.46865, 294.524, 369.8381, 481.3895, 1814.116
197, 1299.133, 3966.861, 947.7, 284.4142, 811.9009, 253.3411, 348.3177, 194.4993, 781.8255, 0.09780812, 54.88662, 94.27619, 541.5541, 199.0905, 190.3966, 440.3081, 250.7621, 422.058, 92.07329, 282.2704, 563.1167, 460.3755, 1974.98
197.1, 1232.442, 3883.465, 902.331, 268.7493, 935.2766, 241.7156, 404.5977, 185.446, 745.9171, 0.09362904, 52.57505, 89.92447, 518.2155, 277.7939, 181.121, 419.4525, 239.5476, 402.8269, 87.87819, 270.5266, 535.392, 440.2789, 1919.465
197.2, 1275.868, 3958.813, 1015.505, 253.9471, 885.4515, 245.5774, 387.6978, 176.8141, 711.6578, 0.08962852, 50.36084, 85.77361, 495.8827, 264.1371, 256.4204, 399.5848, 294.2289, 384.4722, 83.87424, 259.2713, 509.0324, 421.0595, 1838.842
197.3, 1229.284, 3891.454, 966.8901, 239.9602, 838.2809, 234.3082, 552.4802, 188.0909, 678.9721, 0.08579893, 48.23988, 81.81436, 518.5579, 251.1517, 243.9282, 380.6581, 290.3109, 366.9537, 80.05271, 259.3723, 497.1776, 402.6791, 1926.099
197.4, 1253.781, 3839.069, 961.7712, 226.7437, 793.6231, 223.5561, 529.4032, 179.3359, 647.7876, 0.08213297, 46.20824, 78.03786, 496.2103, 238.8047, 232.0446, 362.628, 336.7934, 350.2335, 138.7985, 248.5811, 472.6995, 385.1011, 1845.197
197.5, 1476.391, 3789.851, 915.7286, 214.2551, 884.6152, 213.2974, 617.3328, 194.7641, 618.0353, 0.07862364, 44.26216, 74.43569, 509.6764, 227.0646, 220.74, 345.4518, 321.7314, 334.2752, 132.4745, 238.2389, 449.4265, 368.2904, 1979.619
197.6, 1488.082, 3629.361, 935.4786, 202.4544, 945.2855, 261.9667, 594.3941, 185.6985, 589.6496, 0.07526426, 42.39804, 70.99979, 487.7116, 272.3112, 239.0559, 329.0892, 529.2281, 319.044, 136.1935, 228.327, 593.2531, 352.2135, 2011.754
197.7, 1516.09, 3761.242, 996.741, 191.3036, 894.9272, 419.122, 581.7233, 177.0548, 562.5676, 0.07204842, 40.61244, 67.72249, 642.0933, 258.924, 227.4097, 313.5016, 505.5601, 304.5068, 189.2073, 372.3733, 567.6801, 336.8384, 2043.767
197.8, 1519.002, 3594.082, 949.0243, 180.767, 847.2518, 399.8891, 661.0775, 168.864, 536.7294, 0.06896998, 38.90203, 64.59647, 614.4218, 302.8049, 255.7709, 298.6523, 482.9506, 290.632, 199.8571, 431.3979, 539.7308, 322.1345, 2168.256
197.9, 1441.024, 3487.526, 961.9415, 170.8107, 898.4601, 484.6569, 698.3716, 161.004, 512.0779, 0.06602307, 37.26366, 61.61474, 600.2231, 328.3624, 243.3104, 284.5064, 461.3522, 277.3893, 299.0737, 413.4497, 557.1473, 308.0725, 2095.968
198, 1585.55, 3635.431, 1223.743, 161.4028, 850.5964, 571.4282, 688.7691, 153.5098, 488.5587, 0.06320208, 35.69429, 58.77065, 708.8998, 323.0935, 309.0106, 271.0305, 442.1372, 264.7501, 285.4471, 396.2482, 614.4288, 294.6243, 2103.21
198.1, 1504.156, 3477.265, 1165.159, 152.513, 805.2825, 545.2061, 660.7211, 146.3644, 525.6137, 0.06050162, 34.19101, 56.05783, 718.8256, 354.2678, 293.9564, 258.1929, 422.3641, 252.6868, 299.3676, 379.7623, 584.1778, 281.7631, 2225.981
198.2, 1503.695, 3382.468, 1241.838, 144.1129, 762.3827, 746.8475, 710.0766, 146.1029, 501.4728, 0.05791655, 32.75105, 53.47024, 687.8473, 336.8514, 279.6356, 245.9634, 403.4752, 241.1732, 285.7276, 363.9623, 555.4162, 269.4634, 2234.573
198.3, 1441.31, 3363.509, 1226.199, 136.1755, 721.7682, 1033.735, 754.0081, 139.3023, 587.6705, 0.05544193, 31.37173, 51.00209, 679.7212, 320.2912, 266.0124, 234.3131, 415.0199, 230.1841, 272.7091, 348.8197, 528.0707, 257.7006, 2207.089
198.4, 1465.044, 3336.875, 1282.82, 128.6752, 683.3174, 986.2979, 813.819, 132.8182, 688.1343, 0.05307304, 30.0505, 48.64787, 650.4282, 304.5451, 282.3896, 223.2147, 670.5934, 219.6958, 334.5805, 334.3071, 519.4761, 246.4513, 2276.842
198.5, 1863.988, 3464.54, 1342.741, 121.588, 646.915, 941.0379, 907.0627, 126.636, 694.2802, 0.05080537, 28.78491, 46.40231, 865.0757, 289.5732, 268.6323, 212.642, 1414.98, 209.6854, 416.9006, 400.302, 546.4174, 235.693, 2357.371
198.6, 2041.875, 3392.937, 1278.461, 114.8912, 680.9905, 972.6473, 1050.183, 120.7415, 662.3926, 0.04863459, 27.57262, 44.26041, 827.7947, 313.4496, 255.5452, 202.57, 1447.236, 200.1311, 670.9252, 520.6201, 519.5149, 225.4044, 2417.075
198.7, 1937.055, 3511.687, 1387.123, 108.5632, 710.6039, 928.0137, 1006.317, 115.1214, 631.9695, 0.04655657, 26.41139, 42.21738, 792.1204, 298.0399, 267.922, 192.9751, 1601.524, 191.0122, 640.3561, 957.2724, 738.5001, 215.5648, 2540.259
198.8, 1837.616, 3461.188, 1320.717, 102.5838, 864.6574, 967.6921, 964.2832, 109.7629, 652.6765, 151.0751, 25.29907, 40.26866, 878.4703, 352.6573, 254.8695, 183.8347, 1690.703, 182.3087, 611.1798, 1125.751, 702.1406, 206.1549, 2638.848
198.9, 1743.282, 3511.104, 1257.491, 96.93369, 1105.432, 959.9271, 964.3205, 104.6538, 677.6679, 144.6201, 24.23359, 38.40989, 840.612, 335.3201, 242.4529, 175.1272, 1724.531, 174.0018, 583.3329, 1078.915, 667.5712, 197.1556, 2528.008
199, 2018.221, 3394.002, 1346.523, 91.59477, 1046.542, 927.5035, 1147.2, 99.78249, 646.5433, 138.4409, 23.21299, 36.63691, 911.6425, 318.8352, 230.6412, 166.8321, 1671.159, 166.0735, 577.4007, 1034.027, 803.3167, 188.5493, 2551.212
199.1, 1914.615, 3352.577, 1282.061, 86.54992, 1071.948, 1036.547, 1099.281, 95.13795, 646.9456, 132.5257, 22.23536, 34.94577, 880.8403, 303.1608, 327.2399, 158.93, 1796.666, 158.5063, 551.0928, 1088.417, 763.7659, 180.3186, 2703.842
199.2, 1816.329, 3321.591, 1523.268, 81.78293, 1014.842, 988.9808, 1053.365, 90.70959, 617.232, 126.8632, 21.29891, 33.3327, 921.2546, 568.434, 311.2975, 151.4021, 1806.88, 151.284, 525.9836, 1066.434, 726.1625, 172.4472, 2590.272
199.3, 1723.087, 3273.035, 1450.345, 77.27849, 960.7784, 1088.04, 1009.366, 86.48737, 588.8831, 121.4427, 20.4019, 31.79408, 881.5525, 540.4888, 296.1319, 144.2309, 1861.381, 144.3908, 748.8357, 1318.754, 690.4104, 164.9194, 2481.473
199.4, 1846.219, 3203.392, 1380.913, 73.02215, 917.0075, 1038.111, 973.1151, 82.46167, 615.2234, 116.2537, 19.54267, 30.32649, 1051.473, 513.9174, 281.7051, 137.3992, 1778.136, 137.8116, 731.3728, 1263.888, 656.4185, 157.7202, 2501.949
199.5, 1787.803, 3189.787, 1314.805, 69.00024, 1166.811, 990.4738, 981.8922, 78.62336, 586.9668, 111.2865, 18.71963, 28.92664, 1035.903, 488.6524, 377.883, 130.8912, 1823.624, 131.5323, 698.0496, 1211.304, 703.375, 150.8353, 2764.44
199.6, 2193.191, 3258.774, 1251.861, 65.19984, 1211.191, 945.0222, 1280.646, 74.96371, 560.008, 106.5315, 17.93124, 27.59141, 1057.023, 464.6294, 408.0332, 243.6375, 1794.266, 125.539, 707.1489, 1160.908, 729.0051, 144.2509, 2648.325
199.7, 2080.604, 3130.094, 1191.931, 61.60877, 1310.495, 901.6563, 1231.26, 71.4744, 534.2874, 130.1687, 17.17606, 26.3178, 1011.47, 441.7874, 406.2177, 232.0974, 1714.023, 119.8188, 674.9293, 1112.608, 693.113, 137.954, 2877.636
199.8, 1973.796, 3283.484, 1134.87, 58.21548, 1260.263, 882.6817, 1179.83, 68.14751, 509.748, 124.6069, 16.45269, 25.10299, 1248.04, 420.0684, 410.4427, 318.4329, 1637.369, 114.3593, 644.1778, 1328.483, 862.5771, 131.9319, 2846.417
199.9, 1872.471, 3154.954, 1528.542, 55.00909, 1382.695, 1008.761, 1130.549, 64.97547, 575.3185, 119.2828, 15.75978, 23.94426, 1201.386, 399.4171, 452.7533, 303.3501, 1564.143, 109.1485, 614.8274, 1280.275, 1063.757, 232.2925, 2915.411
200, 1776.348, 2989.394, 1618.889, 51.9793, 1309.035, 1058.02, 1188.971, 61.95108, 548.8947, 195.5475, 15.09605, 22.839, 1149.612, 379.7811, 430.6963, 432.4185, 1494.192, 104.1752, 586.8143, 1327.144, 1201.635, 502.7644, 2820.945
200.1, 1685.159, 2987.724, 1605.482, 49.11639, 1239.298, 1193.774, 1139.308, 59.06747, 536.791, 187.1923, 14.46027, 21.78477, 1100.069, 361.1104, 409.7139, 411.9366, 1427.369, 99.42847, 668.6703, 1368.185, 1142.473, 480.8174, 2833.371
200.2, 1598.651, 2841.279, 1528.623, 46.41116, 1213.608, 1300.167, 1091.719, 56.31807, 533.6993, 179.194, 13.85127, 20.7792, 1107.545, 343.3576, 389.7536, 392.4249, 1363.534, 94.89802, 688.5357, 1311.262, 1399.745, 556.6228, 2714.361
