 , C002, C003, C004, C005, C006, C007, C008, C011, C014, C015, C019, C022, C023, C027, C029, C030, C032, C034, C036, C037, C057, C068, C092
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 67.08852, 56.52748, 0, 0, 0, 70.23892, 0, 262.4589, 0, 0, 0, 0, 41.9171, 0, 0, 0, 0, 21.66208, 0, 0, 0, 0
0.2, 84.19196, 145.743, 53.82138, 0, 0, 27.08226, 67.30502, 0, 250.4045, 0, 0, 0, 0, 39.85638, 0, 1.525879e-05, 0, 0, 120.9819, 0, 0, 0, 0
0.3, 79.86993, 138.095, 51.24481, 0, 0, 25.83949, 64.49371, 0, 334.9396, 0, 0, 0, 0, 37.89698, 0, 1.525879e-05, 58.03657, 0, 198.0604, 0, 0, 0, 3.051758e-05
0.4, 177.3436, 132.3756, 48.79158, 0, 0, 24.65375, 84.73193, 0, 319.5561, 0, 0, 0, 0, 160.5287, 0, 52.94739, 55.44107, 0, 333.3876, 0, 0, 0, 137.0272
0.5, 168.2396, 125.429, 46.4558, -3.051758e-05, 0, 23.52242, 84.11826, 0, 654.981, 0, 0, 0, 0, 152.6368, 59.66954, 50.43948, 136.0444, 0, 363.6172, 0, 0, 0, 131.2717
0.6, 159.603, 118.847, 44.23183, 0, 6.143632, 22.44301, 81.23276, 0, 822.134, 0, 0, 0, 0, 145.1329, 56.76258, 142.3809, 266.7919, 0, 570.9547, 0, 0, 0, 125.7578
0.7, 151.4098, 231.4142, 42.11433, -3.051758e-05, 138.0547, 21.41313, 408.8991, 0, 846.1581, 0, 0, 0, 0, 137.998, 53.99725, 135.6369, 254.8605, 0, 544.9406, 0, 0, 0, 154.6191
0.8, 227.7193, 248.8506, 40.09821, -1.525879e-05, 130.7001, 20.43051, 546.0741, 0, 807.295, 0, 0, 1.525879e-05, 0, 131.2137, 51.36664, 129.2123, 256.8096, 0, 662.4565, 0, 0, 0, 315.405
0.9, 216.0293, 251.8738, 38.17859, -1.525879e-05, 135.2177, 19.49298, 578.7193, 0, 770.2166, 0, 0, 1.525879e-05, 0, 124.7631, 58.39182, 123.0921, 245.3247, 0, 632.2733, 0, 0, 0, 302.157
1, 204.9395, 305.57, 141.2213, -1.525879e-05, 128.0143, 131.0415, 554.5463, 0, 734.8414, 0, 0, 1.525879e-05, 0, 118.6295, 55.54711, 117.2617, 234.3533, 0, 846.15, 0, 0, 0, 289.4655
1.1, 358.8289, 289.5349, 134.4607, 0, 121.1945, 125.0282, 531.3829, 0, 701.0908, 0, 0, 1.525879e-05, 0, 112.7975, 52.841, 111.7075, 223.8726, 0, 807.5973, 0, 0, 0, 277.3071
1.2, 340.4083, 371.444, 128.0237, -1.525879e-05, 146.9418, 119.2908, 788.9169, 0, 668.8904, 0, 0, 0, 0, 107.2522, 101.7348, 106.4164, 565.6187, 0, 883.3337, 0, 0, 0, 490.7898
1.3, 322.9335, 351.9521, 121.8948, -1.525879e-05, 139.1138, 113.8167, 1407.471, 0, 638.1688, 0, 0, 0, 0, 202.0084, 126.3977, 101.3759, 983.7115, 0, 843.0868, 0, 0, 0, 470.1751
1.4, 306.3557, 333.4831, 116.0594, -3.051758e-05, 321.6707, 115.494, 1637.965, 0, 608.8584, 0, 0, 1.525879e-05, 0, 192.0773, 120.2399, 96.57411, 1075.897, 0, 804.6736, 0, 0, 0, 450.4263
1.5, 290.6288, 315.9832, 110.5033, -3.051758e-05, 304.5343, 117.0265, 1578.944, 0, 580.8941, 0, 0, 1.525879e-05, 0, 182.6345, 114.3821, 91.99979, 1027.781, 0, 1018.18, 110.2352, 0, 0, 431.5071
1.6, 275.7094, 487.558, 105.2132, -3.051758e-05, 288.3109, 111.6563, 1773.335, 0, 554.2142, 0, 0, 0, 0, 173.6559, 108.8097, 87.64214, 1291.942, 0, 1013.664, 414.3864, 0, 0, 413.3825
1.7, 261.5558, 461.9728, 100.1764, -3.051758e-05, 493.3285, 303.2393, 2633.749, 0, 528.7596, 0, 0, 7.629395e-06, 0, 165.1186, 289.4341, 83.4909, 1315.59, 0, 967.4789, 397.1459, 0, 0, 789.2205
1.8, 248.1289, 692.6602, 95.38065, -3.051758e-05, 692.8798, 470.9798, 2523.737, 0, 504.4742, 0, 0, 7.629395e-06, 0, 271.6376, 275.3336, 79.53628, 1451.798, 0, 923.398, 938.4613, 0, 0, 863.3427
1.9, 235.3912, 691.0132, 90.81451, -1.525879e-05, 655.968, 449.3671, 2479.656, 31.98973, 481.3042, 0, 0, 7.629395e-06, 0, 501.6841, 261.92, 75.76898, 1621.311, 0, 881.3257, 1030.077, 0, 0, 827.0797
2, 223.3074, 937.4264, 86.46697, -7.629395e-06, 621.0226, 428.7462, 2493.763, 30.50071, 459.1985, 0, 0, 0, 0, 477.0205, 315.2577, 235.9335, 1693.944, 0, 841.1702, 987.221, 662.9397, 0, 792.3398
2.1, 211.8439, 888.234, 82.32755, -1.525879e-05, 587.9389, 409.0716, 2670.343, 29.08101, 438.1079, 0, 0, 0, 0, 453.5694, 299.8991, 349.0706, 1618.188, 0, 802.8443, 946.1478, 630.3004, 0, 759.0591
2.2, 200.9689, 867.713, 78.38631, -1.525879e-05, 591.4687, 390.2998, 2660.449, 27.72738, 417.9861, 0, 0, 7.629395e-06, 35.59073, 431.2712, 285.2888, 332.5366, 1545.82, 0, 766.2646, 906.7834, 599.268, 0, 761.1511
2.3, 190.6521, 943.4886, 74.63373, -1.525879e-05, 559.9594, 372.3895, 2794.926, 26.43677, 398.7883, 0, 0, 0, 236.3742, 410.0692, 324.0509, 316.7857, 1476.688, 0, 731.3516, 1127.331, 805.1117, 0, 899.5928
2.4, 180.865, 1103.989, 71.06081, -1.525879e-05, 530.1286, 355.301, 2974.672, 25.20622, 380.4724, 0, 0, 0, 226.1875, 389.9095, 308.2639, 301.7809, 1410.648, 0, 698.0294, 1080.429, 785.5739, 0, 1123.018
2.5, 171.5803, 1151.137, 67.65893, -1.525879e-05, 501.8871, 338.9967, 3059.802, 24.03296, 362.9977, 0, 0, 7.629395e-06, 216.4398, 370.7408, 293.2461, 287.4868, 1347.561, 0, 899.7122, 1035.478, 961.0588, 0, 1075.848
2.6, 162.7722, 1090.73, 64.4199, -1.525879e-05, 487.1859, 323.4406, 3038.405, 37.20844, 346.3255, 0, 0, 1.525879e-05, 207.1122, 352.5146, 305.2512, 273.8698, 1297.71, 0, 858.7191, 992.3967, 913.7418, 0, 1030.659
2.7, 154.4163, 1247.81, 61.33594, -7.629395e-06, 461.2321, 308.5983, 3022.045, 35.47651, 330.4192, 0, 0, 7.629395e-06, 198.1866, 335.1844, 290.3801, 260.8977, 1288.173, 0, 819.5936, 951.1082, 868.7543, 0, 987.3685
2.8, 146.4893, 1182.33, 58.39961, -7.629395e-06, 436.6609, 390.0303, 3046.358, 33.8252, 315.2433, 0, 0, 7.629395e-06, 189.6456, 318.7062, 505.5387, 248.5401, 1384.482, 0, 782.2508, 1028.391, 825.9819, 0, 945.896
2.9, 138.9693, 1223.839, 55.60387, 0, 413.3986, 372.1323, 3006.764, 147.3983, 300.7645, 0, 0, 0, 181.4727, 303.0381, 492.0399, 236.7678, 1464.576, 0, 1045.764, 985.6053, 785.3152, 0, 906.1655
3, 131.8353, 1159.617, 52.94196, 0, 391.3756, 492.5316, 3038.129, 140.5374, 286.9507, 0, 0, 7.629395e-06, 173.652, 288.1402, 468.0689, 225.5531, 1508.613, 132.8363, 998.1162, 944.5993, 746.6508, 0, 868.1038
3.1, 125.0675, 1098.765, 50.40748, 0, 370.5259, 636.9199, 3149.958, 133.9958, 273.7713, 0, 0, 0, 166.1684, 273.9747, 500.5733, 214.8695, 1441.145, 222.7763, 1062.625, 905.2994, 709.89, 0, 831.6408
3.2, 118.6471, 1041.106, 47.99433, 3.814697e-06, 350.7868, 979.1127, 3239.117, 127.7588, 261.1973, 0, 0, 3.814697e-06, 159.0072, 260.5057, 735.1348, 204.6921, 1848.663, 476.3041, 1341.939, 1034.721, 674.9391, 0, 796.7094
3.3, 346.3687, 986.473, 45.69671, 3.814697e-06, 332.0994, 1548.561, 3795.556, 121.812, 249.2008, 0, 0, 3.814697e-06, 152.1547, 247.6988, 699.3209, 194.9967, 1863.176, 454.6013, 1686.975, 1130.226, 641.7089, 0, 763.2452
3.4, 1327.965, 934.7068, 43.50908, 3.814697e-06, 346.0928, 1812.732, 4288.576, 116.1421, 1018.941, 0, 0, 0, 145.5975, 235.5215, 842.2607, 185.7605, 1859.841, 433.8875, 1960.677, 1102.703, 610.1149, 67.22314, 731.1866
3.5, 1301.032, 885.6572, 41.42618, 7.629395e-06, 327.6554, 1729.548, 4128.99, 110.7361, 972.1423, 0, 0, 3.814697e-06, 139.3229, 223.9429, 801.2278, 176.9618, 1812.079, 414.1174, 2460.012, 1584.553, 580.0763, 264.6683, 700.4745
3.6, 1553.602, 839.1815, 146.4417, 7.629395e-06, 310.2002, 1656.419, 4113.32, 105.5817, 927.4928, 161.2912, 0, 3.814697e-06, 133.3187, 212.9335, 762.194, 168.5798, 1753.451, 395.2482, 2554.505, 1518.628, 551.5167, 253.1148, 671.0524
3.7, 1473.848, 795.1446, 139.4312, 7.629395e-06, 293.6749, 1580.408, 4090.919, 100.6672, 914.6276, 195.7293, 0, 3.814697e-06, 127.5732, 202.4653, 725.0618, 160.5949, 1990.866, 377.2388, 2593.81, 1455.446, 524.3632, 254.6817, 642.8662
3.8, 1398.188, 753.4186, 132.7562, 7.629395e-06, 278.0299, 1647.593, 3926.679, 95.98149, 872.6196, 187.3663, 0, 3.814697e-06, 122.0754, 192.5117, 689.7386, 152.9882, 2024.948, 360.05, 2607.724, 1564.808, 498.5465, 243.5641, 615.8639
3.9, 1534.75, 713.8823, 126.4008, 7.629395e-06, 263.2184, 1571.987, 4124.849, 91.51388, 851.9588, 179.3606, 0, 0, 116.8144, 183.0475, 714.7048, 145.7418, 1934.389, 343.6443, 2495.046, 1499.704, 474.0009, 232.9319, 589.9957
4, 1727.597, 676.4205, 120.3497, 3.814697e-06, 249.196, 1499.851, 4524.729, 87.25421, 812.8292, 171.697, 0, 3.814697e-06, 111.7803, 174.0486, 754.7903, 294.2768, 1847.879, 327.9862, 2381.365, 1437.309, 450.6638, 222.7638, 565.2141
4.1, 1673.477, 826.9684, 114.5882, 3.814697e-06, 235.9205, 1513.539, 4618.654, 83.19282, 775.4967, 164.3609, 0, 3.814697e-06, 106.963, 165.4921, 919.355, 280.3382, 1765.239, 313.0416, 2472.141, 1661.25, 428.4757, 213.0396, 649.2755
4.2, 1587.569, 844.6588, 109.1025, 3.814697e-06, 660.3907, 1444.084, 4574.606, 79.32047, 739.8789, 157.3382, 0, 3.814697e-06, 127.0457, 157.3562, 1074.519, 267.0597, 1771.79, 298.7779, 2359.504, 2109.283, 407.38, 203.7398, 762.4557
4.3, 1506.071, 872.3035, 323.1669, 3.814697e-06, 625.2097, 1377.817, 5008.011, 75.62837, 705.897, 150.6155, 0, 0, 219.9328, 149.6203, 1022.171, 352.127, 1957.267, 285.1641, 2251.999, 2021.526, 539.128, 194.846, 730.4303
4.4, 1428.757, 879.0814, 307.696, 0, 591.9029, 1372.032, 5390.634, 72.10812, 673.4758, 144.1801, 0, 0, 210.4546, 142.2648, 1030.476, 335.4482, 1869.734, 272.1706, 2149.392, 2174.75, 512.5844, 186.3404, 858.9505
4.5, 2985.08, 832.9507, 292.9657, 0, 781.4543, 1309.072, 5740.764, 68.75173, 642.5438, 138.0197, 0, 0, 201.3849, 135.2708, 1532.249, 319.5594, 1786.117, 259.7692, 2590.536, 2110.718, 487.3477, 178.2062, 907.7347
4.6, 2831.841, 804.9653, 278.9406, 0, 739.8239, 1263.779, 6040.275, 65.55157, 613.0323, 132.1225, 0, 1.907349e-06, 192.7061, 128.6207, 1588.289, 304.4232, 1731.712, 247.9328, 2488.279, 2170.216, 463.3535, 170.427, 910.4128
4.7, 2686.468, 801.382, 265.587, 1.907349e-06, 726.408, 1226.681, 6339.099, 62.50036, 584.8764, 126.4772, 0, 1.907349e-06, 184.4013, 122.2974, 1521.313, 290.004, 1750.41, 236.6358, 2374.906, 2079.924, 440.5406, 162.9874, 872.1727
4.8, 2548.558, 850.8394, 470.2652, 3.814697e-06, 687.71, 1372.195, 6150.561, 59.59118, 558.0136, 121.0732, 0, 1.907349e-06, 360.789, 116.2851, 1447.199, 276.2677, 1855.739, 225.8535, 2266.699, 1993.389, 418.8509, 155.8725, 835.5388
4.9, 3218.377, 806.1908, 447.7523, 3.814697e-06, 651.0736, 1309.226, 6188.751, 56.81741, 670.7296, 115.9001, 0, 1.907349e-06, 345.2406, 110.5683, 1890.862, 263.182, 1772.747, 215.5625, 2297.902, 1910.455, 398.2291, 149.0683, 876.8424
5, 3257.871, 763.8851, 426.3172, 5.722046e-06, 616.389, 1340.532, 6202.291, 54.17275, 639.9236, 110.948, 0, 1.907349e-06, 330.3622, 105.1326, 2001.734, 250.7162, 1693.466, 205.7405, 2358.952, 1830.97, 378.6226, 153.884, 920.9904
5.1, 3834.185, 723.7995, 557.7716, 5.722046e-06, 705.6646, 1279.017, 6442.868, 51.65119, 636.7112, 106.2074, 0, 1.907349e-06, 316.125, 99.96412, 1952.576, 238.8408, 1617.732, 196.3659, 2285.049, 1877.919, 359.9814, 147.1665, 1027.909
5.2, 3932.869, 701.2486, 531.0696, 3.814697e-06, 668.0717, 1284.51, 6301.745, 49.247, 669.467, 101.6695, 0, 1.907349e-06, 302.5014, 95.04971, 1968.523, 227.5279, 1576.377, 187.4185, 2180.936, 1889.42, 342.258, 140.7423, 1049.318
5.3, 3952.475, 664.4498, 532.8627, 3.814697e-06, 632.4815, 1279.443, 6344.321, 46.95472, 638.7191, 97.32541, 0, 3.814697e-06, 402.0555, 90.37691, 1872.621, 304.526, 1505.879, 178.8788, 2388.187, 1810.811, 325.4071, 134.5985, 1052.977
5.4, 3822.54, 675.5468, 507.353, 3.814697e-06, 625.6807, 1251.744, 6420.667, 44.76913, 609.3834, 93.16695, 0, 1.907349e-06, 384.7287, 85.93383, 1781.392, 404.7368, 1438.533, 170.7282, 2279.375, 1812.937, 309.386, 212.8358, 1056.964
5.5, 3869.292, 644.722, 483.0646, 5.722046e-06, 592.3488, 1294.273, 6166.498, 42.68528, 594.9406, 89.18618, 0, 1.907349e-06, 368.1485, 81.70918, 1706.441, 385.5662, 1374.199, 162.949, 2175.521, 1737.51, 294.1536, 203.545, 1012.568
5.6, 3670.662, 659.4884, 459.939, 3.814697e-06, 678.8489, 1234.88, 6091.923, 40.69843, 567.6156, 85.37549, 0, 1.907349e-06, 352.2829, 77.69222, 1623.308, 367.3035, 1321.679, 155.5243, 2076.399, 1665.221, 279.6711, 194.6597, 970.0375
5.7, 3807.87, 671.5084, 475.3504, 3.814697e-06, 642.6846, 1178.213, 6046.671, 38.80405, 605.4874, 81.72762, 0, 3.814697e-06, 337.1011, 73.87274, 1544.224, 526.6113, 1344.383, 148.4378, 2299.343, 1832.115, 265.9017, 262.2986, 929.293
5.8, 3612.393, 636.2703, 452.5941, 3.814697e-06, 608.4469, 1180.438, 6103.797, 36.99785, 577.6779, 78.23562, 0, 3.814697e-06, 322.5735, 70.24104, 1666.795, 501.6679, 1284.26, 141.6743, 2254.38, 1851.671, 252.8103, 250.8486, 969.1714
5.9, 3426.95, 602.8814, 430.9271, 3.814697e-06, 576.0331, 1126.269, 6087.911, 35.27573, 551.1458, 74.89281, 0, 1.907349e-06, 308.672, 66.78787, 1671.674, 477.906, 1257.621, 135.2189, 2151.664, 1774.632, 240.3633, 239.8984, 928.4633
6, 3251.028, 623.3273, 642.3184, 3.814697e-06, 545.3461, 1192.036, 5946.344, 33.63376, 525.8322, 285.4016, 0, 3.814697e-06, 455.28, 63.50447, 1590.234, 455.2696, 1253.965, 129.0577, 2053.629, 1700.799, 461.4496, 229.4262, 1051.21
6.1, 3856.457, 590.6176, 611.5689, 1.907349e-06, 516.2938, 1693.459, 6112.069, 32.06822, 833.824, 273.2071, 0, 2.861023e-06, 435.6595, 60.38248, 1645.146, 433.7054, 1197.885, 123.1772, 2124.079, 1630.038, 438.7305, 352.4842, 1007.056
6.2, 3744.932, 559.6243, 582.2914, 2.861023e-06, 488.7893, 2511.33, 6021.087, 30.57555, 795.5273, 356.8299, 0, 2.861023e-06, 416.8844, 57.41398, 1625.758, 413.1626, 1152.866, 117.5646, 2078.657, 1562.22, 417.1299, 337.0973, 964.7566
6.3, 3685.795, 590.5057, 554.4155, 1.907349e-06, 462.75, 3014.06, 6026.024, 29.15236, 783.5869, 341.5835, 0, 2.861023e-06, 427.3256, 54.59141, 1546.556, 393.5928, 1101.307, 112.2078, 2163.239, 1497.224, 396.5928, 375.6017, 1020.165
6.4, 3738.73, 598.9689, 527.874, 1.907349e-06, 438.0979, 3190.362, 6144.059, 27.79542, 747.5975, 445.1534, 0, 2.861023e-06, 408.9097, 51.90761, 1471.211, 374.95, 1052.055, 107.0951, 2064.677, 1434.932, 377.0668, 359.2057, 977.3154
6.5, 3749.83, 567.5374, 502.6032, 1.907349e-06, 414.7591, 3235.019, 5901.085, 26.50164, 713.2611, 426.1332, 0, 2.861023e-06, 391.2875, 49.35574, 1399.537, 357.1901, 1005.005, 102.2153, 2165.679, 1375.232, 358.5022, 343.5254, 987.7522
6.6, 3715.567, 537.7552, 478.5422, 1.907349e-06, 392.6636, 3139.768, 6004.892, 25.26807, 819.731, 407.9256, 0, 2.861023e-06, 374.4247, 46.92933, 1331.355, 340.2715, 1182.958, 97.55785, 2113.085, 1318.016, 340.8516, 328.5295, 946.2637
6.7, 3661.89, 571.3201, 455.633, 9.536743e-07, 371.7453, 3112.382, 5984.728, 24.09193, 782.0815, 390.496, 0, 1.907349e-06, 358.2886, 44.62221, 1321.998, 324.1542, 1130.054, 93.11264, 2067.858, 1263.18, 324.07, 314.1883, 976.2185
6.8, 3473.906, 555.7561, 433.8206, 9.536743e-07, 351.9413, 2969.558, 6026.075, 22.97053, 956.498, 373.8112, 0, 2.861023e-06, 434.4092, 42.4285, 1257.594, 308.8004, 1079.516, 88.86997, 1988.088, 1210.625, 308.1147, 300.4731, 935.2144
6.9, 3670.046, 526.5923, 413.0524, 9.536743e-07, 333.1923, 2985.942, 5967.144, 21.90133, 929.0515, 357.8392, 0, 2.861023e-06, 415.688, 40.34265, 1304.201, 294.1738, 1083.346, 84.82063, 1897.506, 1160.257, 292.9449, 287.3567, 895.9325
7, 3494.402, 580.3843, 393.2784, 9.536743e-07, 315.4422, 2848.921, 5916.253, 20.8819, 926.6231, 342.5497, 0, 2.861023e-06, 397.7737, 38.35934, 1443.589, 280.24, 1185.83, 80.95578, 1950.769, 1111.985, 278.5219, 274.8128, 858.3006
7.1, 3397.281, 549.9281, 374.4511, 4.768372e-07, 298.6376, 2741.583, 5916.722, 19.90991, 884.0642, 327.9135, 0, 2.861023e-06, 503.0721, 36.47353, 1468.025, 266.9662, 1187.26, 77.26704, 2032.382, 1116.1, 264.8091, 262.8165, 878.0959
7.2, 3409.35, 564.9419, 356.5251, 4.768372e-07, 282.7283, 2694.78, 5899.927, 18.98318, 857.165, 313.9026, 0, 2.861023e-06, 483.2551, 34.68043, 1480.302, 254.3212, 1134.163, 73.74638, 1939.781, 1143.694, 403.2107, 351.9402, 841.2132
7.3, 3421.176, 535.296, 339.4572, 4.768372e-07, 267.6665, 2686.124, 5780.509, 18.09957, 817.7963, 300.4904, 0, 2.861023e-06, 521.7717, 32.97548, 1561.166, 242.275, 1083.442, 70.38613, 2135.245, 1096.111, 540.5522, 336.5771, 890.6874
7.4, 3359.942, 507.2058, 323.2065, 4.768372e-07, 253.4071, 2707.233, 5912.138, 17.2571, 836.9403, 287.6512, 0, 2.861023e-06, 499.2856, 31.35435, 1755.06, 230.7995, 1034.988, 67.17899, 2048.424, 1050.508, 529.1229, 321.8846, 889.5214
7.5, 3423.557, 728.9385, 307.7337, 4.768372e-07, 239.9073, 2757.13, 6025.112, 16.45384, 910.8422, 275.3606, 0, 2.861023e-06, 477.7686, 29.81292, 1807.483, 219.8675, 1013.836, 64.11799, 1955.093, 1006.801, 503.0719, 379.0348, 852.1588
7.6, 3559.177, 690.6868, 293.0016, 4.768372e-07, 227.1267, 2694.306, 5915.171, 15.68797, 906.6125, 263.5952, 0, 2.861023e-06, 462.1959, 28.34727, 1719.427, 209.4532, 1005.692, 61.19646, 2113.25, 964.9136, 478.3035, 362.4889, 816.3655
7.7, 3545.324, 654.4423, 278.9748, 9.536743e-07, 254.2354, 2651.494, 5812.968, 14.95775, 864.9727, 290.7752, 31.16697, 2.384186e-06, 442.2772, 26.95367, 1703.806, 199.5323, 960.7159, 58.40805, 2016.965, 924.7685, 521.2917, 346.6653, 885.8504
7.8, 3363.325, 628.3708, 265.6195, 9.536743e-07, 240.6915, 2529.821, 5808.448, 14.26151, 825.2454, 284.6934, 29.85436, 2.861023e-06, 445.7032, 25.62858, 1727.662, 190.0813, 917.7511, 55.74669, 1931.499, 886.2936, 495.6263, 331.5324, 848.642
7.9, 3445.762, 630.2682, 358.3258, 9.536743e-07, 227.8692, 2462.504, 5819.259, 13.59769, 787.3427, 272.5292, 28.59703, 2.861023e-06, 472.2739, 24.36864, 1643.495, 181.078, 876.7077, 53.2066, 1924.037, 849.4195, 644.2907, 317.0601, 878.0945
8, 3368.481, 597.1943, 378.9272, 4.768372e-07, 215.7299, 2407.656, 5711.08, 12.96476, 751.1808, 260.8848, 27.39266, 2.861023e-06, 451.921, 23.17063, 1563.428, 172.501, 837.4998, 50.78225, 1913.139, 814.0795, 612.5695, 303.2195, 841.2119
8.1, 3394.217, 565.8559, 360.787, 4.768372e-07, 204.2373, 2455.81, 5807.509, 12.36129, 806.1006, 254.8244, 26.23901, 2.384186e-06, 508.7236, 22.03153, 1493.719, 164.3304, 800.0454, 48.46836, 1825.971, 780.2098, 582.4101, 289.9832, 805.8784
8.199999999999999, 3352.6, 539.7344, 343.5151, 4.768372e-07, 193.3569, 2355.833, 5731.55, 11.78592, 769.0772, 243.9364, 25.13395, 2.861023e-06, 486.7998, 20.94842, 1839.594, 156.5467, 764.266, 46.2599, 1799.942, 747.7493, 799.3074, 277.3246, 906.8494
8.300000000000001, 3290.256, 522.962, 327.0701, 4.768372e-07, 188.6805, 2247.727, 5756.557, 11.23732, 755.9447, 233.5137, 162.1103, 2.861023e-06, 497.8141, 19.91856, 1778.665, 149.1318, 730.0867, 44.15208, 1835.398, 716.6393, 759.9541, 265.2187, 868.759
8.4, 3144.683, 526.6594, 311.4123, 4.768372e-07, 178.6289, 2399.199, 5698.022, 10.71426, 721.2249, 254.1641, 155.283, 2.861023e-06, 524.5114, 18.93933, 1692.012, 142.068, 697.4359, 42.14029, 1882.13, 686.8236, 765.5977, 320.4826, 832.2684
8.5, 3183.054, 499.0225, 296.5042, 4.768372e-07, 169.1128, 2289.103, 5481.399, 10.21555, 688.0998, 243.3044, 192.086, 2.384186e-06, 501.9072, 18.00824, 1640.98, 135.3388, 666.2454, 40.22018, 1904.256, 733.0031, 727.904, 348.8247, 852.4773
8.6, 3164.756, 564.7398, 282.3097, 4.768372e-07, 160.1037, 2312.575, 5462.654, 9.740052, 656.496, 280.0903, 183.9963, 2.384186e-06, 666.8915, 17.12293, 1594.508, 128.9284, 636.4497, 38.38755, 2033.045, 727.1522, 869.0428, 347.5773, 816.6706
8.699999999999999, 3410.118, 535.1046, 420.483, 4.768372e-07, 151.5745, 2206.454, 5525.067, 9.286686, 626.3438, 268.1228, 176.2472, 2.384186e-06, 638.1514, 16.28114, 1516.828, 122.8216, 607.9866, 36.63843, 1940.414, 790.5549, 881.3778, 332.4046, 879.4623
8.800000000000001, 3249.84, 595.4194, 400.3533, 4.768372e-07, 143.4996, 2105.203, 5615.184, 8.854422, 728.4508, 256.6666, 168.8245, 2.384186e-06, 630.7805, 15.48073, 1442.932, 117.004, 580.7964, 34.969, 1911.504, 757.664, 954.8688, 317.8942, 842.5222
8.9, 3284.677, 564.1742, 381.1873, 4.768372e-07, 135.855, 2008.598, 5380.638, 8.442278, 734.5995, 344.7075, 163.2202, 2.384186e-06, 603.5966, 14.71967, 1372.635, 111.4621, 554.8221, 33.37564, 1824.411, 726.1415, 907.8565, 304.0172, 845.8915
9, 3116.058, 534.5686, 362.9388, 2.384186e-07, 128.6176, 2103.621, 5372.167, 8.049318, 700.86, 329.9791, 156.3462, 2.145767e-06, 577.5842, 13.99603, 1305.764, 106.1826, 530.0095, 31.85489, 1885.444, 695.9305, 888.0773, 290.7461, 844.3797
9.1, 3154.449, 506.5166, 345.5639, 2.384186e-07, 176.445, 2007.088, 5485.589, 7.67465, 713.6179, 315.88, 149.7616, 1.907349e-06, 558.9692, 13.30796, 1242.151, 101.1531, 506.3066, 30.40342, 1799.538, 666.9764, 844.3535, 278.0542, 808.9132
9.199999999999999, 3135.531, 479.9366, 329.0208, 2.384186e-07, 167.0453, 2147.996, 5416.786, 7.31742, 680.8421, 302.3833, 143.4543, 1.66893e-06, 534.8801, 12.65372, 1478.179, 96.36193, 483.6637, 29.0181, 1898.482, 748.8699, 802.7824, 329.998, 774.9365
9.300000000000001, 3079.373, 581.0073, 313.2696, 2.384186e-07, 158.1463, 2144.133, 5390.677, 6.976819, 649.5718, 289.4632, 137.4127, 1.66893e-06, 511.8291, 12.03164, 1524.084, 91.79767, 486.4261, 27.69589, 1912.559, 717.7133, 763.258, 315.5927, 880.6809
9.4, 3316.375, 550.5183, 298.2725, 3.576279e-07, 149.7213, 2045.741, 5350.563, 6.652071, 737.5419, 277.0952, 196.2363, 1.66893e-06, 489.7715, 11.44014, 1449.835, 87.44959, 464.6723, 26.43393, 1825.418, 687.8529, 725.6796, 312.8246, 843.6897
9.5, 3146.129, 521.6293, 283.9934, 3.576279e-07, 141.7452, 1951.865, 5201.165, 6.34244, 759.8943, 286.3385, 187.9717, 1.66893e-06, 542.2877, 10.87773, 1486.855, 83.30746, 443.8914, 25.22947, 1742.247, 659.2349, 689.9512, 299.169, 808.2522
9.6, 3148.148, 494.2563, 270.3979, 4.768372e-07, 141.1466, 1862.296, 5427.815, 6.047221, 734.184, 282.6456, 180.0552, 1.430511e-06, 518.9174, 10.34296, 1414.419, 79.36154, 424.0398, 24.07989, 1662.866, 631.8075, 655.982, 286.1094, 774.3031
9.699999999999999, 2986.538, 468.3197, 257.4532, 3.576279e-07, 133.6273, 1795.907, 5403.466, 5.765743, 700.4637, 325.9127, 172.4722, 1.430511e-06, 496.5544, 9.834482, 1345.512, 75.60252, 405.076, 22.98269, 1587.101, 605.5212, 776.7005, 273.62, 741.78
9.800000000000001, 2929.299, 443.7442, 245.1282, 3.576279e-07, 126.5086, 1761.729, 5178.244, 5.497367, 668.2921, 311.9873, 165.2084, 1.192093e-06, 475.155, 9.351003, 1279.962, 72.02154, 386.9603, 21.93549, 1740.899, 794.5316, 998.0033, 261.6758, 710.623
9.9, 2964.782, 476.5309, 233.3932, 3.576279e-07, 119.7691, 1776.724, 5070.748, 5.241483, 637.5981, 462.9689, 158.2506, 1.192093e-06, 454.6779, 8.891292, 1252.921, 68.61018, 369.6548, 20.936, 1707.969, 761.4752, 951.8322, 250.2529, 680.7747
10, 3039.549, 565.0049, 222.22, 3.576279e-07, 113.3886, 1785.545, 5361.355, 4.997509, 608.3138, 443.1875, 151.5858, 1.192093e-06, 435.0833, 8.454181, 1240.521, 287.142, 364.4987, 19.98205, 1630.15, 729.7941, 904.9694, 239.3287, 755.8264
