 , C000, C001, C002, C003, C004, C007, C011, C016, C017, C018, C019, C021, C022, C023, C027, C028, C029, C030, C058, C059, C065
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
135.1, 0.808921, 102.4156, 51.5284, 25.29935, 10.65779, 19.50991, 83.3985, 217.3777, 66.34553, 270.4639, 6.117537, 176.8524, 67.34187, 230.9101, 240.618, 98.97881, 65.78435, 45.74573, 66.90248, 67.82125, 133.3025
135.2, 0.7607033, 122.274, 48.17385, 23.54937, 9.969523, 18.50174, 84.10795, 221.6619, 62.37654, 285.7417, 5.712746, 197.0322, 63.5662, 219.0448, 255.5123, 109.7163, 62.41589, 43.41495, 62.25451, 64.19604, 125.9937
135.3, 0.7153597, 113.4948, 54.98434, 21.92044, 9.399541, 17.54566, 115.3135, 211.6172, 63.29353, 271.0449, 5.334739, 187.2338, 60.00224, 207.7892, 241.8199, 102.8483, 59.21992, 41.20293, 57.92944, 60.7646, 119.0856
135.4, 0.672719, 105.3461, 51.40481, 20.40419, 8.792534, 16.63899, 109.3495, 210.3806, 59.50712, 262.8783, 4.981744, 177.9227, 56.63809, 201.8468, 228.8612, 96.41015, 56.18759, 39.10361, 53.90485, 62.22573, 112.5563
135.5, 0.6326199, 97.78234, 48.8681, 18.99282, 13.88532, 15.77917, 105.7662, 200.8471, 55.94722, 249.3575, 4.652106, 175.3584, 53.46256, 191.4749, 216.597, 90.37505, 53.31054, 37.11125, 50.15987, 58.89961, 106.385
135.6, 0.594911, 90.76169, 45.68675, 17.67907, 12.98863, 14.96378, 111.7209, 191.7457, 84.98213, 236.5321, 4.344281, 166.6378, 50.46507, 205.3136, 204.99, 84.71774, 50.5808, 35.2204, 46.67507, 65.30518, 128.8807
135.7, 0.5594499, 91.20017, 42.7125, 16.4562, 12.14985, 14.19053, 105.9427, 183.0567, 100.082, 264.5795, 4.056824, 158.3509, 47.63564, 194.7636, 201.8393, 79.41457, 47.99083, 57.05186, 43.43237, 61.81446, 121.8144
135.8, 0.5261025, 84.65211, 39.93188, 15.31791, 11.36523, 24.98639, 100.4634, 189.5378, 108.5061, 255.049, 3.788388, 150.4761, 44.96485, 199.0239, 202.6935, 74.44336, 45.53348, 64.31628, 40.41496, 60.16243, 115.1354
135.9, 0.4947429, 81.3726, 38.9927, 14.25836, 10.63128, 23.69522, 95.26741, 197.9462, 132.9471, 320.859, 3.537713, 156.1247, 42.44381, 188.7971, 224.5076, 69.78334, 43.20196, 77.79325, 37.60717, 79.85375, 108.8227
136, 0.4652525, 95.16485, 36.45424, 29.98155, 13.39626, 41.23099, 90.34019, 203.4699, 124.9939, 388.1028, 3.303626, 165.3958, 40.06411, 179.0958, 236.5941, 67.38022, 40.98983, 73.82963, 34.99445, 75.58537, 102.8561
136.1, 0.43752, 125.9124, 60.45602, 29.57739, 18.59153, 39.10038, 85.6678, 222.9584, 156.3017, 423.7698, 3.085028, 212.2762, 46.83528, 169.893, 266.9155, 74.37893, 38.89096, 70.06796, 62.25974, 71.54514, 97.21664
136.2, 0.4114406, 136.3397, 65.52551, 27.5315, 17.39092, 45.40524, 81.23707, 212.8549, 146.9513, 487.6227, 2.880895, 220.3734, 44.20936, 161.163, 298.0566, 69.72295, 36.89957, 66.49794, 57.93431, 67.72088, 91.88638
136.3, 0.3869157, 140.1964, 61.25975, 25.62712, 16.26784, 43.05892, 77.03549, 226.8419, 138.1602, 505.2526, 2.690269, 240.8445, 41.73067, 152.8817, 282.0844, 65.35841, 35.01014, 77.43451, 53.90938, 64.10103, 86.84837
136.4, 0.3638526, 130.1304, 57.90713, 23.85448, 15.21729, 40.83385, 73.05122, 216.5625, 129.8951, 540.6938, 2.512256, 228.8673, 41.78486, 145.0259, 287.4424, 61.2671, 33.21746, 73.48916, 50.16409, 60.67467, 93.19331
136.5, 0.3421643, 120.7872, 66.28432, 22.20445, 14.23458, 38.72377, 69.27302, 244.8035, 122.1244, 560.142, 2.346022, 217.4857, 39.44211, 137.5738, 328.0045, 58.17945, 31.51658, 69.74483, 46.67899, 79.56349, 105.4697
136.6, 0.3217687, 112.1149, 61.96916, 20.66855, 13.31534, 36.72272, 65.69022, 233.7102, 128.056, 560.0612, 2.190788, 216.9322, 37.23071, 148.8353, 310.4274, 64.57758, 29.90279, 66.19128, 43.43602, 84.90495, 99.68697
136.7, 0.3025889, 106.1764, 64.63636, 19.23889, 12.45545, 34.82507, 62.29273, 223.1195, 165.765, 572.9329, 2.045825, 218.1385, 38.13645, 141.1874, 293.7922, 60.53514, 28.37163, 79.10627, 40.41835, 87.59065, 94.22126
136.8, 0.2845524, 104.218, 60.42848, 17.90812, 11.6511, 33.02549, 59.07096, 213.0088, 155.8484, 543.4648, 1.910455, 207.2905, 39.22003, 133.9325, 278.0485, 56.74575, 26.91888, 75.07574, 37.61032, 82.90871, 89.05523
136.9, 0.2675909, 96.73528, 58.25464, 16.6694, 10.89869, 31.3189, 56.01581, 203.3562, 146.5251, 515.5123, 1.784042, 196.9819, 37.02108, 130.9538, 263.1484, 53.19357, 25.54051, 99.38713, 34.99739, 96.53973, 84.17245
137, 0.2516405, 89.78981, 57.91988, 15.51637, 10.19487, 33.60576, 53.11868, 204.1164, 167.8227, 488.9976, 1.665994, 187.186, 34.94542, 124.2248, 249.0468, 49.86375, 24.23272, 110.534, 32.56598, 91.37945, 85.95592
137.1, 0.2366409, 107.6794, 57.09467, 14.44309, 9.536501, 31.86919, 60.2632, 194.8668, 157.783, 463.8466, 1.555756, 177.8772, 32.98613, 130.1573, 235.7009, 46.74237, 22.9919, 104.9022, 30.3035, 116.5661, 81.24307
137.2, 0.2225353, 109.8162, 53.37776, 13.44405, 8.920649, 35.51865, 57.14639, 213.8723, 148.3439, 489.8938, 1.452813, 189.461, 33.73971, 123.4692, 223.0701, 43.81639, 21.81461, 99.55737, 54.74647, 110.3354, 96.18391
137.3, 0.2092706, 101.9316, 49.90282, 12.51412, 8.344567, 33.68323, 54.19079, 204.1806, 139.4696, 472.3392, 1.356682, 180.0391, 53.25806, 117.1247, 211.1162, 41.07356, 20.6976, 106.6231, 50.94302, 104.4377, 90.91027
137.4, 0.1967965, 94.61302, 46.65411, 19.45647, 7.805688, 31.94265, 51.38805, 194.9281, 156.0233, 448.045, 1.266912, 171.0858, 96.15015, 120.1381, 199.8029, 38.50243, 19.63779, 115.9192, 67.2467, 98.85522, 85.92578
137.5, 0.1850659, 87.81992, 43.61689, 39.47231, 7.30161, 30.29201, 48.73026, 202.2866, 146.6895, 425.0004, 1.183081, 162.5777, 98.78634, 113.9648, 189.0959, 36.09225, 18.63225, 110.013, 62.57481, 93.57116, 81.21458
137.6, 0.1740346, 81.51456, 40.77739, 36.74199, 6.830083, 28.72668, 46.20994, 193.1199, 151.2084, 454.9317, 2.137968, 154.4927, 120.8612, 108.1088, 178.9626, 33.83294, 17.67819, 114.8743, 58.22749, 88.56955, 76.7617
137.7, 0.1636609, 75.66192, 38.12275, 34.20052, 6.389008, 27.24223, 43.81997, 184.3687, 142.1627, 450.2697, 1.996501, 146.8097, 135.9195, 102.5536, 169.3723, 31.71506, 16.77299, 109.0213, 54.1822, 83.83529, 72.55295
137.8, 0.1539055, 76.99055, 35.64092, 31.83484, 5.976416, 25.83448, 41.5536, 182.0054, 139.2184, 435.5296, 1.864394, 139.5089, 128.2989, 97.28391, 160.296, 29.72976, 15.91414, 116.2368, 50.41795, 79.35408, 68.57497
137.9, 0.1447316, 71.46272, 33.32067, 29.6328, 5.590468, 24.49949, 39.40445, 173.7577, 135.8413, 421.6718, 1.741029, 151.3496, 126.5858, 92.28498, 151.7061, 27.86873, 15.09926, 121.3187, 46.91522, 75.1124, 64.81509
138, 0.1361045, 66.33179, 31.15146, 27.73947, 5.229445, 23.23348, 37.36646, 174.8764, 127.7149, 448.6305, 15.87328, 164.8839, 119.4885, 87.54293, 143.5764, 26.1242, 14.32611, 115.1374, 43.65583, 71.09746, 72.71897
138.1, 0.1279916, 61.56925, 30.55574, 25.82071, 5.887784, 22.03289, 35.43387, 166.9518, 135.478, 425.5557, 44.71666, 156.6842, 112.7891, 91.48695, 135.8825, 24.48887, 13.59255, 119.8921, 40.62289, 72.21861, 68.73189
138.2, 0.1203624, 57.14865, 28.56653, 24.03468, 5.507561, 20.89434, 33.60123, 183.3186, 127.3733, 426.6447, 45.89997, 148.8923, 106.4654, 86.78591, 128.6008, 22.95591, 12.89655, 116.6759, 37.80066, 70.23508, 64.96341
138.3, 0.1131879, 53.04545, 26.70683, 30.71975, 5.151891, 19.81463, 31.86338, 175.0115, 153.425, 404.7007, 42.86281, 141.4879, 107.2306, 91.90331, 121.7093, 21.51891, 12.23619, 128.7598, 61.56433, 84.13208, 61.40155
138.4, 0.106441, 49.23685, 24.96819, 28.59484, 9.208991, 18.79071, 30.21541, 167.0808, 144.2466, 383.8854, 51.099, 134.4517, 156.8637, 87.18086, 115.1872, 20.17187, 11.60964, 129.5301, 73.7589, 93.27193, 58.03498
138.5, 0.1000964, 60.06128, 37.9771, 26.61692, 22.37235, 17.8197, 28.65267, 159.5094, 146.3311, 400.2925, 49.55894, 135.2475, 181.645, 82.70109, 109.0145, 18.90915, 11.01518, 122.9305, 68.63458, 115.5902, 60.09409
138.6, 0.09412988, 55.74896, 40.38726, 32.16013, 20.92758, 16.89887, 38.94522, 163.3041, 147.9891, 379.7039, 46.27967, 128.5216, 206.5029, 78.4515, 103.1726, 17.72547, 10.45115, 123.8227, 63.86627, 109.4116, 83.82912
138.7, 0.08851904, 51.74625, 37.75801, 48.12323, 19.57611, 16.02562, 36.93098, 155.904, 218.0795, 374.0244, 43.21739, 122.1302, 194.9249, 74.42028, 97.64381, 16.61589, 9.916003, 117.5138, 59.42923, 112.913, 91.30751
138.8, 0.08324264, 48.03094, 44.90974, 44.79451, 18.31192, 15.1975, 35.02091, 148.8391, 211.325, 354.7869, 65.80383, 116.0567, 183.996, 70.59621, 92.41128, 15.57576, 9.408259, 134.342, 66.33348, 106.8775, 86.30124
138.9, 0.07828076, 44.58237, 79.20734, 52.89627, 22.52126, 14.41217, 33.20963, 142.0944, 204.4568, 359.4254, 87.49819, 128.3919, 173.6799, 80.56047, 87.45914, 14.60075, 8.926515, 141.0043, 61.72503, 101.1646, 89.14915
139, 0.07361464, 54.45486, 74.05087, 49.2374, 21.86656, 13.66742, 38.25352, 135.6554, 202.7964, 346.9731, 82.23605, 138.7889, 163.9422, 78.60263, 82.77238, 13.68677, 8.469437, 140.0168, 57.43675, 95.75714, 87.97408
139.1, 0.06922666, 50.54507, 69.23009, 45.83162, 20.45445, 12.96115, 36.27505, 129.5081, 200.1296, 329.127, 76.79456, 131.8869, 154.7505, 74.56364, 78.33677, 12.83, 8.035764, 150.3129, 53.4464, 104.2113, 83.15058
139.2, 0.06510024, 46.916, 64.72316, 42.66141, 19.13353, 12.29139, 36.29679, 129.7258, 188.1572, 342.643, 76.44021, 139.1712, 146.0741, 76.57392, 74.13885, 12.02687, 7.624297, 142.6543, 49.73326, 98.64091, 78.59155
139.3, 14.35676, 43.54749, 60.50963, 40.45842, 21.03564, 11.65623, 34.41953, 131.0885, 176.9011, 336.3952, 71.38223, 137.1382, 167.073, 87.26315, 70.1659, 11.27401, 7.233898, 135.386, 46.2781, 130.54, 79.37418
139.4, 16.70943, 40.42083, 56.5704, 37.65988, 19.67719, 11.0539, 40.7925, 133.0585, 182.3689, 319.0931, 83.66447, 130.3183, 217.7971, 95.99193, 66.40585, 10.56828, 6.86349, 160.2151, 71.88308, 123.5623, 108.2243
139.5, 15.71342, 37.51867, 52.88762, 35.05492, 23.09375, 10.48269, 46.1487, 134.8151, 185.195, 316.9514, 89.86673, 135.3477, 229.0089, 91.05939, 62.84729, 9.906721, 6.512049, 152.0521, 84.26402, 130.1203, 102.2905
139.6, 14.77678, 34.82487, 49.44459, 32.63015, 21.60239, 9.940993, 43.76189, 128.7059, 174.116, 326.2404, 84.7849, 128.6169, 216.169, 86.38032, 59.47942, 9.286578, 6.178603, 154.9556, 78.40987, 123.165, 96.68204
139.7, 13.89598, 32.32449, 49.30025, 30.3731, 20.20734, 9.427293, 41.49854, 129.2934, 172.4778, 326.7795, 100.124, 122.2207, 216.2362, 92.60161, 56.29204, 8.705256, 5.86223, 151.4619, 72.96243, 116.5815, 91.3811
139.8, 13.06767, 30.00364, 46.09076, 28.27217, 18.90238, 8.940138, 39.35223, 123.4344, 170.7228, 315.1495, 93.49892, 116.1427, 204.1125, 87.84328, 53.27546, 8.160322, 5.562057, 147.6837, 67.89344, 110.35, 99.13165
139.9, 12.28874, 27.84941, 59.95397, 26.31656, 17.6817, 8.478157, 42.10335, 117.8409, 160.5096, 331.278, 92.45438, 119.7173, 222.0761, 83.32947, 50.42053, 7.649501, 5.277255, 145.2022, 63.17662, 115.0298, 93.6964
140, 11.55624, 46.14151, 56.16249, 40.89478, 16.53984, 8.040049, 50.27381, 112.5009, 150.9075, 332.5875, 86.33675, 141.5192, 219.0354, 79.04759, 47.71859, 7.170656, 5.007036, 163.9075, 58.78749, 108.8812, 88.55914
140.1, 10.8674, 42.82861, 52.50626, 49.34783, 21.73197, 7.624579, 64.0015, 126.3361, 141.8797, 315.4813, 104.1442, 134.4814, 206.7547, 74.98574, 90.69809, 6.721786, 4.750653, 155.5563, 54.70329, 103.0612, 83.70356
140.2, 10.21963, 39.75357, 52.81876, 74.55157, 20.32855, 7.230579, 60.69135, 120.6111, 133.392, 317.8603, 97.25312, 127.7937, 204.5264, 71.13261, 85.83776, 8.518826, 4.507398, 167.7007, 50.90284, 97.55235, 96.49972
140.3, 9.61046, 40.27365, 49.38021, 71.64297, 26.35884, 9.005649, 57.5524, 139.8496, 125.4121, 346.7537, 101.752, 121.4385, 203.3592, 67.47747, 121.2019, 33.72578, 4.276599, 176.7309, 47.36642, 109.5715, 109.9544
140.4, 9.037605, 63.34729, 63.92956, 70.40232, 24.65663, 8.540282, 60.60946, 133.5123, 139.1496, 351.3772, 95.01917, 115.3993, 234.1996, 64.01015, 133.2579, 36.97703, 4.057618, 167.7264, 44.07569, 129.2207, 133.035
140.5, 8.498897, 89.77884, 59.76769, 95.67749, 35.72122, 13.03482, 91.55251, 127.4621, 159.2699, 333.3045, 88.73183, 121.8816, 251.3148, 60.72099, 128.7136, 34.66233, 3.849849, 159.1806, 41.01358, 122.3136, 132.4716
140.6, 7.992299, 122.972, 55.87676, 89.05941, 33.4144, 12.36124, 86.81743, 121.6861, 161.1636, 316.1614, 91.09877, 127.2028, 237.3322, 70.67047, 145.2243, 32.49253, 3.65272, 151.0702, 38.16421, 154.933, 146.9745
140.7, 48.66406, 114.1427, 52.23914, 82.89911, 31.25655, 11.72248, 82.32724, 116.1719, 155.0724, 299.9, 85.07085, 125.6031, 267.6732, 67.03908, 180.609, 52.13788, 3.465684, 143.3731, 79.20071, 146.6514, 138.9161
140.8, 45.76332, 105.9474, 48.83833, 77.16492, 29.23805, 11.11672, 78.06928, 121.9803, 145.7955, 284.475, 79.44179, 119.3568, 252.6655, 112.0986, 170.9306, 48.87414, 3.288225, 191.6912, 82.74895, 138.8125, 131.2995
140.9, 43.03548, 98.34053, 45.65891, 83.14277, 29.03404, 10.54226, 74.03155, 116.4528, 137.0736, 269.8434, 74.1852, 113.4212, 253.6833, 127.9531, 161.7707, 45.81471, 3.119853, 181.9243, 104.3741, 131.3927, 124.1005
141, 40.47025, 91.2798, 42.68647, 84.24434, 27.15907, 9.99749, 70.20264, 111.1757, 128.8734, 255.9643, 69.27643, 107.7808, 239.46, 129.3472, 153.1017, 42.94679, 2.960103, 172.6552, 106.0873, 124.3694, 117.2962
141.1, 38.05792, 84.72603, 39.90755, 78.4171, 25.40518, 9.48087, 66.57177, 106.1377, 121.1638, 242.7991, 64.69247, 102.4208, 226.0342, 122.7007, 144.8973, 40.2584, 2.808532, 163.8583, 98.71696, 117.7215, 110.865
141.2, 35.78939, 78.64281, 37.30953, 72.99294, 23.76455, 8.990947, 63.12868, 101.328, 118.4383, 230.311, 60.41183, 111.1336, 213.3611, 123.4694, 137.1326, 37.7383, 2.664723, 155.5096, 91.8587, 111.429, 104.7865
141.3, 34.72096, 72.99635, 34.88065, 67.94396, 22.22988, 8.52634, 59.86367, 96.73634, 122.836, 218.4652, 56.41443, 105.6069, 201.3986, 126.2205, 129.7839, 35.37595, 35.01879, 147.5862, 85.47692, 105.4729, 99.04115
141.4, 32.65133, 67.75531, 32.60989, 63.24423, 20.79431, 8.085741, 56.76753, 92.3527, 115.4876, 207.2287, 52.68154, 100.3551, 216.2732, 129.9533, 122.829, 33.16148, 33.22567, 140.0666, 79.53851, 99.83509, 93.61085
141.5, 30.70507, 62.89056, 30.97125, 58.86958, 19.45144, 7.667911, 53.83152, 99.39741, 108.5788, 196.5702, 49.19565, 95.3644, 204.1474, 129.6697, 116.2469, 31.08564, 73.55499, 132.9301, 74.01266, 94.49866, 88.47829
141.6, 28.87482, 58.3751, 28.95499, 54.79753, 18.1953, 7.271672, 51.04736, 94.89318, 102.0833, 186.4598, 45.94042, 90.62192, 192.7014, 151.475, 110.0174, 29.13973, 69.78864, 126.1572, 83.41358, 89.44747, 83.62714
141.7, 27.15367, 54.18384, 27.07, 51.00714, 17.02028, 6.895908, 48.4072, 90.59306, 98.15324, 236.5474, 42.90059, 93.55863, 188.1546, 169.0413, 153.3191, 27.31564, 66.21515, 119.7294, 77.61852, 84.66628, 79.04197
141.8, 25.5351, 50.29351, 28.92293, 47.47894, 15.92113, 6.539563, 45.90358, 86.48781, 92.28142, 224.3809, 40.06189, 88.90595, 195.0662, 181.1818, 145.103, 25.60573, 62.82463, 113.6291, 72.22605, 80.14066, 74.7082
141.9, 37.59357, 46.6825, 27.04002, 44.19479, 14.89297, 6.201631, 43.52945, 82.56859, 104.6972, 212.8401, 37.41103, 84.48466, 186.181, 195.9687, 156.3809, 24.00286, 59.60773, 107.8396, 98.55051, 75.85694, 70.61205
142, 35.35271, 43.33075, 26.07245, 41.13781, 13.93121, 5.881162, 41.27811, 78.82697, 98.43392, 239.1128, 34.93558, 108.2518, 189.3871, 187.5294, 148.0007, 22.50032, 56.55555, 102.3451, 117.749, 71.8022, 66.74048
142.1, 33.24543, 40.21966, 24.37511, 38.29227, 15.9276, 5.577253, 54.57684, 89.91662, 92.54531, 259.5359, 32.62392, 102.8684, 188.9697, 191.1755, 140.0697, 21.09184, 53.65965, 97.13053, 109.5685, 67.9642, 63.08118
142.2, 34.75694, 37.33194, 22.78827, 35.64357, 14.89902, 8.73809, 51.75413, 85.84202, 87.00897, 246.187, 30.46523, 97.75278, 178.3748, 181.352, 144.163, 19.77153, 50.91203, 92.18166, 107.4256, 64.33134, 59.62252
142.3, 32.68517, 34.65155, 39.45578, 36.81078, 13.93687, 8.28655, 52.89506, 81.95206, 81.80383, 263.5614, 28.44937, 106.5552, 168.3738, 187.3472, 136.4376, 18.53387, 48.30511, 87.48493, 119.2678, 60.89267, 56.3535
142.4, 30.73689, 32.16361, 36.88718, 34.26455, 13.03685, 7.858343, 56.63875, 78.23837, 76.91009, 250.0054, 26.5669, 108.8512, 159.8582, 177.7204, 129.1261, 17.37368, 45.83167, 83.0275, 110.9818, 57.6378, 53.26371
142.5, 28.90474, 29.85431, 38.77203, 31.89445, 14.17302, 7.452263, 53.7094, 74.69298, 72.3091, 237.1467, 24.809, 103.438, 150.8955, 168.5883, 133.1205, 16.28612, 43.48488, 78.79719, 103.2714, 54.55692, 50.34333
142.6, 27.1818, 47.59875, 36.24794, 29.68829, 13.25774, 7.067167, 50.93155, 71.30824, 67.98335, 273.039, 23.16741, 108.3113, 152.3369, 185.8363, 134.0886, 15.26664, 41.25826, 74.78241, 115.4201, 51.64072, 68.4076
142.7, 25.56156, 44.18122, 35.67161, 27.63473, 12.40158, 11.48773, 48.29738, 68.07689, 63.91639, 311.3144, 21.63444, 151.3688, 149.5762, 176.2871, 170.0098, 14.31098, 39.14565, 70.97219, 107.4014, 48.88039, 69.789
142.8, 24.0379, 41.00907, 33.34936, 30.25585, 11.60071, 20.62655, 45.79944, 64.99197, 60.09272, 315.9669, 20.20291, 147.6713, 141.1899, 189.1731, 193.6226, 13.41514, 37.14122, 67.3561, 99.93983, 46.26761, 65.96256
142.9, 22.60507, 38.06467, 49.46408, 40.72449, 10.85155, 19.78605, 43.4307, 62.04683, 56.49779, 331.8008, 18.8661, 152.5467, 153.4109, 179.4524, 191.3306, 12.57537, 35.23942, 63.92426, 92.99661, 43.79449, 66.01414
143, 21.25764, 58.71025, 46.24393, 46.27679, 10.15077, 21.85406, 41.18447, 59.23516, 53.11792, 318.2043, 17.61775, 174.3139, 152.6139, 170.2313, 188.6374, 11.78818, 33.435, 60.66727, 86.53577, 41.45357, 65.25806
143.1, 19.99052, 54.49493, 43.23341, 43.07579, 18.42692, 20.86413, 49.47484, 56.5509, 49.94025, 305.9802, 16.452, 165.6453, 144.0573, 175.774, 190.0726, 20.93516, 31.72298, 57.57622, 89.77047, 39.23777, 95.31128
143.2, 18.79894, 78.33344, 40.41888, 52.16806, 29.50281, 19.78597, 46.91601, 53.98828, 46.95267, 313.8264, 15.36339, 157.4077, 135.9804, 199.075, 210.6529, 19.62466, 30.09862, 54.64267, 99.40633, 37.14042, 90.08549
143.3, 17.67838, 72.70919, 53.7639, 48.55956, 27.59756, 24.45174, 44.48952, 51.54178, 44.14383, 297.6851, 14.3468, 196.0048, 128.3564, 188.8455, 212.3605, 34.49894, 28.55743, 51.85859, 92.50018, 35.15517, 85.14622
143.4, 16.62462, 84.10449, 50.26382, 45.20066, 25.81536, 33.4022, 42.18852, 49.20615, 41.50301, 338.6516, 13.39749, 199.7427, 121.1598, 190.5795, 238.7876, 46.25159, 27.09517, 49.21635, 97.35867, 33.27604, 112.4181
143.5, 15.63367, 78.0659, 67.31008, 42.0741, 24.14824, 51.07372, 40.00653, 46.97636, 39.02018, 365.686, 12.51099, 207.9757, 114.3667, 222.4307, 255.1645, 43.35632, 25.70777, 46.70874, 90.59478, 31.49735, 108.3066
143.6, 14.70179, 72.46086, 73.8673, 39.1638, 22.58879, 48.43449, 37.9374, 44.84761, 36.68587, 363.1444, 11.68315, 204.3873, 121.8888, 211.0011, 269.6638, 40.6423, 24.39142, 44.3289, 84.3008, 29.81374, 147.6396
143.7, 13.82545, 67.25826, 69.05848, 36.45481, 21.46741, 45.93164, 35.97528, 42.81532, 34.49121, 379.1411, 10.91009, 200.5306, 135.7332, 200.1589, 265.7122, 38.09816, 23.14247, 42.0703, 78.4441, 28.22012, 145.7404
143.8, 13.00135, 62.4292, 64.56271, 33.93321, 20.08108, 43.55812, 34.11464, 40.87513, 32.42785, 359.6404, 10.18818, 190.5582, 128.123, 192.8233, 251.4732, 44.21262, 21.95747, 39.92679, 88.55142, 26.71169, 137.7496
143.9, 12.22637, 57.94687, 64.20624, 31.58602, 18.78428, 41.30725, 32.35024, 39.02287, 30.48792, 341.1427, 9.514033, 181.0817, 120.9396, 217.4047, 237.9972, 50.32306, 20.83315, 104.1983, 93.66547, 44.48176, 130.197
144, 25.86253, 53.78635, 60.02636, 29.4012, 17.57122, 59.89589, 30.67709, 37.25453, 28.66404, 331.3318, 8.884499, 172.0765, 123.5523, 206.2334, 225.2434, 47.17293, 19.7664, 98.88931, 87.15816, 42.1041, 131.8746
144.1, 24.32093, 49.92456, 56.11859, 27.36749, 16.4365, 58.45347, 29.09047, 47.51702, 26.94927, 319.0199, 8.296619, 198.2961, 116.6251, 195.6361, 237.503, 44.21999, 18.75427, 93.85083, 81.10294, 47.55462, 124.6441
144.2, 22.87123, 46.34004, 66.14594, 25.47447, 15.37506, 63.92673, 27.58591, 53.29913, 25.33709, 302.6115, 7.74764, 188.4348, 110.0862, 192.552, 224.7757, 41.4519, 17.79396, 89.06906, 75.46841, 93.60827, 124.7198
144.3, 21.50793, 43.01288, 61.83979, 23.71238, 14.38216, 60.62332, 26.15917, 50.88386, 23.82135, 317.051, 7.234985, 179.0639, 105.8281, 182.6577, 231.2425, 38.85709, 16.88283, 84.53092, 70.22532, 88.60468, 125.3627
144.4, 36.62168, 39.92461, 57.81396, 22.07218, 13.45338, 57.49061, 24.80622, 48.57804, 22.39628, 300.7438, 6.756253, 170.1591, 99.89468, 173.2719, 238.824, 37.47744, 16.01836, 80.22401, 85.43049, 124.7971, 125.969
144.5, 34.43876, 37.05807, 54.05023, 40.4802, 12.58458, 54.51978, 23.52325, 46.37671, 21.05647, 285.2755, 6.309198, 161.697, 94.29388, 164.3683, 242.9033, 35.13142, 15.19814, 76.13654, 87.26614, 125.9156, 122.0222
144.6, 32.38595, 51.91254, 50.53151, 37.68015, 13.59875, 51.70248, 22.30663, 44.27514, 19.79681, 312.899, 5.891725, 162.3914, 89.0071, 155.9223, 238.2898, 34.77735, 14.41993, 72.25732, 81.20342, 119.1851, 120.6142
144.7, 30.45551, 48.18528, 47.24187, 35.07379, 12.72056, 49.03075, 21.15293, 42.2688, 28.92504, 296.8054, 5.501874, 183.9557, 84.01673, 147.9102, 236.6348, 32.60035, 13.68157, 68.57576, 81.23102, 112.8143, 114.0011
144.8, 28.64013, 44.72564, 44.16638, 32.64771, 11.89909, 46.49709, 20.0589, 40.35337, 27.19466, 317.1897, 5.13782, 174.8076, 80.92233, 140.3099, 223.954, 30.55963, 12.98101, 65.08177, 81.48924, 106.7841, 125.9979
144.9, 26.93297, 41.51439, 41.29111, 30.38945, 11.13067, 44.09436, 19.02146, 38.52475, 25.56779, 300.8754, 4.797855, 166.1144, 76.38525, 145.8892, 211.9528, 30.9797, 12.31632, 61.7658, 75.82787, 101.0762, 119.0896
145, 25.32756, 38.53371, 38.60302, 28.28739, 10.41187, 41.81578, 18.03767, 36.77898, 24.03825, 285.4002, 4.480386, 157.8535, 72.10255, 138.3927, 219.4392, 29.04043, 11.68567, 58.61879, 87.50142, 95.67345, 112.5601
145.1, 23.81785, 35.76704, 36.08994, 26.33073, 24.73742, 39.65495, 17.10476, 35.11233, 22.60021, 326.4913, 4.183923, 172.7192, 68.05997, 136.9354, 221.9408, 27.22255, 11.08731, 55.63212, 81.42236, 90.55947, 106.3885
145.2, 22.39813, 37.11764, 43.73866, 24.50941, 110.9071, 37.60579, 16.22011, 33.52121, 21.2482, 309.6986, 3.907076, 168.7834, 89.64952, 136.0262, 210.0474, 25.51847, 10.51959, 52.79762, 92.81043, 85.71884, 100.5554
145.3, 21.06303, 34.45264, 40.89123, 23.40108, 149.6875, 35.66251, 15.38121, 32.00218, 19.97707, 293.7696, 3.648549, 160.3898, 84.62314, 129.0365, 232.5717, 23.92106, 9.98094, 50.10754, 86.36253, 104.6431, 95.04206
145.4, 19.80752, 31.97898, 38.22918, 47.95823, 154.8215, 33.81965, 14.58569, 30.55199, 31.81799, 278.6599, 3.407127, 152.4136, 79.87857, 140.7096, 231.834, 22.42365, 9.469871, 47.55452, 103.7606, 99.04965, 89.83102
145.5, 18.62684, 52.85735, 35.74043, 44.64093, 151.3046, 34.82886, 13.83132, 29.16752, 29.91454, 317.1281, 3.181681, 182.4986, 75.40002, 150.7051, 219.4104, 21.01997, 8.98497, 45.13158, 96.55193, 93.7552, 101.0108
145.6, 17.51655, 49.06226, 33.4137, 41.55308, 158.2801, 33.02908, 13.11597, 52.41698, 30.87708, 306.0875, 2.971152, 178.7509, 109.7695, 142.9611, 223.3608, 19.70416, 8.524899, 42.8321, 89.84409, 88.74375, 95.47247
