 , C001, C002, C003, C005, C006, C008, C009, C010, C011, C012, C014, C016, C019, C023, C024, C029, C031, C033, C034, C036, C040, C042, C082, C123
67.8, 122.3352, 260.098, 219.6749, 1887.484, 251.5333, 538.6025, 61.19995, 50.18992, 500.1787, 168.8873, 1.875501, 1085.434, 276.8934, 112.876, 497.0796, 358.4707, 2088.97, 353.9932, 832.597, 13.184, 286.5387, 142.4982, 764.6838, 1226.439
67.90000000000001, 114.8532, 246.4405, 254.4693, 1802.734, 239.7017, 513.7932, 56.60225, 47.40366, 471.5902, 240.1266, 1.777548, 1070.427, 258.5846, 106.2285, 546.8015, 364.2019, 2103.718, 334.2383, 858.0253, 12.22702, 270.1324, 134.9978, 726.734, 1199.346
68, 107.8288, 233.5001, 357.7226, 1879.024, 228.4266, 490.1266, 52.34995, 145.085, 444.6358, 224.4426, 1.68471, 1166.768, 302.466, 99.97247, 521.0722, 370.871, 2085.743, 315.5858, 834.8423, 190.0564, 273.3352, 127.8923, 738.5048, 1301.653
68.09999999999999, 101.234, 221.2392, 381.3638, 1903.168, 217.6819, 550.4971, 48.41711, 269.0427, 419.2219, 434.1883, 1.596721, 1112.242, 361.2438, 94.08488, 563.0024, 407.8752, 2166.423, 349.0125, 777.0334, 176.2609, 257.6848, 121.1607, 810.8441, 1447.028
68.2, 95.04253, 522.7189, 363.188, 1930.607, 264.2712, 525.14, 44.77972, 254.1069, 395.2607, 408.2885, 1.513328, 1262.473, 415.7324, 88.54403, 593.3945, 381.3431, 2182.702, 351.2579, 723.2276, 232.2635, 242.9306, 114.7834, 770.6034, 1568.876
68.3, 463.9865, 824.3891, 499.7127, 1844.477, 260.7648, 867.8711, 345.83, 425.8463, 577.4109, 820.8406, 1.43429, 1701.756, 1267.307, 288.2427, 854.7311, 727.1524, 2212.346, 382.7838, 795.8131, 915.0846, 634.3926, 108.7418, 1023.373, 1556.965
68.40000000000001, 489.1858, 1295.598, 574.5754, 1906.076, 286.939, 1037.662, 368.3546, 866.1201, 555.3915, 1232.035, 1.35938, 1768.888, 1801.396, 287.0632, 811.0729, 1032.513, 2111.507, 438.2938, 740.7068, 1655.017, 892.8811, 103.0182, 1118.087, 1862.87
68.5, 459.2672, 1496.699, 547.1911, 1804.78, 335.6093, 989.8651, 947.3137, 818.038, 609.4769, 1151.564, 1.288382, 1686.223, 1682.284, 270.1574, 859.8286, 965.3488, 2068.053, 413.8344, 689.4164, 2011.432, 841.7574, 97.5959, 1115.762, 1773.433
68.59999999999999, 431.1784, 1418.109, 521.1119, 1708.867, 358.8846, 944.2695, 1463.52, 772.6251, 574.6412, 1360.46, 1.221092, 1607.421, 1571.048, 254.2473, 840.1141, 902.5533, 1973.791, 390.74, 641.6777, 1945.35, 1033.032, 92.45897, 1139.796, 1688.291
68.7, 404.8076, 1343.645, 496.2757, 1952.598, 481.2094, 900.7742, 1479.897, 729.7333, 541.7967, 1271.601, 1.157317, 1623.796, 1467.167, 239.2742, 797.2026, 843.8427, 1883.825, 368.9344, 597.2446, 2106.458, 973.8835, 390.6563, 1083.23, 1607.236
68.8, 380.0496, 1337.277, 472.6232, 1981.197, 458.5743, 893.3638, 1439.333, 689.2226, 510.8295, 1249.834, 1.096873, 1547.911, 1370.155, 225.1828, 756.4828, 788.9511, 1854.481, 348.3457, 555.8882, 1953.558, 989.9669, 505.6104, 1029.471, 1530.073
68.90000000000001, 356.8058, 1267.058, 450.098, 1979.783, 437.004, 852.2134, 1819.364, 650.9608, 481.6322, 1168.2, 1.039585, 1475.574, 1279.558, 211.9213, 717.843, 737.6302, 1769.953, 328.9059, 517.3956, 1927.864, 933.2844, 478.9977, 978.3802, 1456.614
69, 334.9835, 1200.526, 428.6463, 1874.57, 416.4483, 812.9584, 1682.683, 614.8231, 454.1038, 1091.899, 0.9852899, 1451.571, 1194.951, 199.4408, 681.1768, 689.6477, 1856.202, 310.5511, 481.5685, 1846.106, 879.8473, 625.7365, 1037.208, 1386.682
69.09999999999999, 314.4959, 1137.487, 429.6378, 1774.948, 451.6686, 775.5117, 1556.269, 580.6916, 428.1487, 1020.581, 0.9338303, 1383.735, 1115.938, 187.6954, 646.3835, 644.7864, 1815.245, 293.2205, 448.2221, 1747.685, 829.4698, 639.5573, 1040.833, 1320.108
69.2, 295.2614, 1077.758, 409.1612, 1680.62, 430.4231, 739.7898, 1439.353, 548.4548, 403.6772, 1058.94, 0.8850582, 1319.07, 1042.15, 176.6416, 691.4142, 602.8434, 1737.576, 276.857, 587.3967, 1648.111, 781.9769, 747.5006, 1129.234, 1256.729
69.3, 277.2032, 1021.166, 389.6606, 1591.306, 410.1769, 705.7133, 1511.037, 518.0077, 380.6044, 989.775, 0.8388335, 1264.133, 973.2409, 166.2388, 656.098, 563.6287, 1783.874, 261.4068, 546.7223, 1528.481, 737.2032, 708.1561, 1073.192, 1196.394
69.40000000000001, 260.2495, 967.5453, 371.0893, 1545.032, 390.8831, 730.7841, 1397.519, 489.2508, 358.8504, 925.1275, 0.7950229, 1205.056, 908.8882, 156.4487, 635.4493, 526.965, 1702.565, 246.8187, 508.8644, 1417.535, 694.9932, 834.2689, 1019.932, 1138.955
69.5, 244.3326, 916.7403, 353.4032, 1462.923, 372.4968, 713.4161, 1292.529, 462.0903, 338.3398, 864.7025, 0.7535005, 1148.741, 848.7907, 147.2351, 615.7415, 492.6862, 1803.746, 233.0448, 473.628, 1314.641, 655.2, 790.3574, 969.3142, 1084.274
69.59999999999999, 229.3893, 868.603, 336.56, 1402.557, 376.6469, 680.5545, 1195.426, 436.4377, 341.9314, 930.0238, 0.7141467, 1095.057, 792.6669, 138.5641, 584.2905, 460.6371, 1721.531, 220.0395, 491.0724, 1219.217, 617.6852, 748.7572, 921.2089, 1032.218
69.7, 215.3598, 822.9933, 320.5195, 1328.02, 358.9302, 649.2065, 1105.619, 412.2091, 322.3878, 933.8819, 0.6768482, 1043.882, 740.2542, 130.4038, 554.4459, 430.6729, 1724.195, 207.76, 457.068, 1358.304, 582.3184, 709.3466, 1018.287, 982.6614
69.8, 202.1884, 779.7785, 305.2436, 1364.571, 342.0469, 619.3026, 1050.142, 389.3255, 317.2707, 872.8851, 0.6414979, 1047.294, 691.307, 122.724, 526.1258, 402.6578, 1645.605, 196.1658, 425.4182, 1326.079, 548.9766, 672.0103, 967.751, 935.4839
69.90000000000001, 189.8226, 738.8329, 290.6956, 1292.052, 343.4533, 590.776, 971.249, 367.7124, 300.4121, 815.8724, 0.6079937, 1035.864, 821.4024, 115.4965, 499.2522, 376.4651, 1570.598, 185.2186, 395.9601, 1254.074, 517.5439, 636.6392, 919.7233, 1055.927
70, 178.213, 700.0374, 276.8411, 1262.815, 328.782, 563.5635, 1125.766, 347.299, 352.5592, 822.5922, 0.5762395, 1090.043, 767.0896, 108.6947, 473.7513, 351.9763, 1595.459, 174.8823, 368.5417, 1163.046, 487.9109, 603.1299, 1043.61, 1005.232
70.09999999999999, 167.3135, 663.279, 263.6468, 1195.705, 347.5328, 570.8791, 1041.191, 328.019, 360.832, 768.8643, 0.5461437, 1066.755, 716.368, 102.2934, 463.9644, 329.0804, 1522.737, 165.1228, 343.022, 1078.625, 459.9746, 571.3843, 991.8181, 1073.565
70.2, 157.0806, 628.4507, 251.0814, 1132.16, 331.1856, 544.5831, 981.077, 309.8092, 340.2081, 718.6457, 0.5176197, 1016.903, 669.0003, 96.26917, 440.2659, 307.6738, 1453.33, 155.908, 428.3817, 1000.332, 527.9162, 541.3097, 1007.638, 1022.023
70.3, 147.4736, 595.4512, 239.1148, 1089.61, 315.6073, 519.4983, 1072.488, 292.6103, 320.7629, 671.7072, 0.4905854, 983.3721, 624.7646, 90.59968, 437.6088, 287.6598, 1387.087, 147.2074, 398.7183, 927.7216, 497.6893, 512.818, 984.9436, 1053.387
70.40000000000001, 138.4541, 564.1845, 227.7186, 1190.722, 300.7618, 554.2903, 991.9163, 276.3662, 522.0849, 758.7889, 0.4649632, 937.4166, 583.4539, 85.26408, 425.1503, 268.9477, 1327.254, 138.9923, 371.1089, 860.3818, 469.1931, 485.826, 936.0627, 1002.814
70.5, 129.9863, 534.5596, 216.8655, 1127.443, 286.6147, 528.7584, 917.3976, 261.0239, 492.2443, 715.2056, 0.4406791, 943.4367, 544.8748, 80.2427, 403.4343, 251.4527, 1304.916, 131.2357, 345.4114, 797.9301, 442.3285, 460.2546, 982.9463, 954.6693
70.59999999999999, 122.0363, 506.4903, 230.349, 1081.573, 273.1329, 504.4026, 848.4772, 246.5333, 464.1093, 668.4918, 0.4176633, 899.3475, 555.1005, 75.51704, 382.8276, 235.0959, 1394.655, 123.912, 379.9352, 740.0114, 417.0021, 436.0293, 1018.859, 908.8357
70.7, 114.5726, 479.8949, 219.3705, 1024.094, 260.2853, 481.1686, 784.7346, 232.8472, 437.5825, 624.829, 0.3958496, 857.3186, 717.0392, 71.06968, 363.2734, 219.803, 1334.196, 116.997, 353.6265, 819.3215, 393.1258, 413.079, 968.2953, 1000.784
70.8, 107.5653, 454.696, 208.9153, 1012.425, 248.0421, 459.0048, 725.7806, 219.9208, 412.5717, 584.0181, 0.3751752, 913.4269, 669.6271, 66.88424, 375.0128, 205.5049, 1345.685, 110.4679, 329.1395, 759.8502, 370.6166, 391.3367, 939.8487, 952.736
70.90000000000001, 100.9866, 430.8202, 231.2586, 1065.032, 236.3747, 437.862, 671.2556, 207.712, 590.5267, 545.8728, 0.3555805, 932.1167, 625.35, 62.94529, 355.8578, 192.1369, 1375.947, 104.3031, 319.926, 704.6956, 349.3962, 370.7388, 939.1656, 990.0494
71, 94.81027, 408.1982, 229.0037, 1008.433, 225.2562, 417.693, 620.8268, 196.181, 556.7742, 510.219, 0.3370093, 995.7284, 584.0006, 59.23831, 337.6812, 179.6385, 1313.231, 98.48238, 351.998, 653.5444, 329.3908, 373.055, 1090.159, 1007.297
71.09999999999999, 89.01168, 386.764, 218.0894, 954.8406, 214.6606, 398.4531, 574.1866, 185.9928, 524.9509, 476.8939, 0.319408, 949.1954, 545.3853, 55.74965, 320.4331, 167.9531, 1449.475, 92.98647, 489.2956, 748.2851, 310.5309, 353.4193, 1128.108, 958.9366
71.2, 83.56773, 366.4553, 207.6953, 1136.492, 204.5634, 380.0994, 531.0502, 175.6675, 494.9465, 445.7454, 0.3027259, 974.6, 509.3233, 52.46643, 333.5849, 157.0278, 1605.922, 87.79728, 505.5973, 693.97, 330.8661, 334.8172, 1072.122, 912.8981
71.3, 78.45673, 347.213, 315.1867, 1076.095, 194.9412, 362.5911, 550.4567, 222.2778, 466.657, 416.6314, 0.2869152, 929.0544, 475.6458, 49.37658, 316.5459, 146.8132, 1532.724, 82.89767, 470.5871, 706.2476, 311.9218, 317.1942, 1069.433, 869.0699
71.40000000000001, 73.65832, 328.9811, 300.1649, 1089.034, 185.7716, 345.8893, 509.1031, 209.9382, 482.8522, 389.419, 0.2719302, 900.7755, 444.1951, 46.46869, 300.3773, 137.2631, 1462.861, 78.27149, 452.8347, 654.9838, 294.062, 350.9041, 1197.175, 827.3459
71.5, 69.15337, 311.7066, 285.859, 1054.822, 177.0333, 329.9568, 470.8562, 262.5263, 467.8202, 363.984, 0.2577278, 901.6199, 414.824, 43.73205, 285.0346, 128.3342, 1510.491, 73.90348, 512.8358, 966.1386, 277.2249, 364.1006, 1137.761, 787.6251
71.59999999999999, 64.92396, 295.3391, 319.2324, 1052.292, 168.706, 314.7583, 471.8763, 247.9523, 441.0812, 340.2103, 0.2442672, 1043.964, 387.395, 41.15658, 270.4755, 119.9861, 1999.429, 69.77923, 477.3244, 896.0104, 261.3519, 344.9362, 1100.328, 936.4888
71.7, 60.95321, 279.8311, 304.0178, 996.3694, 160.7705, 300.2598, 436.4261, 234.1874, 415.8705, 317.9893, 0.2315096, 995.1767, 361.7797, 38.73278, 256.6601, 112.1811, 1908.294, 65.88513, 450.6229, 830.9725, 246.3876, 359.5492, 1089.139, 891.528
71.8, 57.22531, 265.1373, 507.6393, 961.2797, 153.2082, 286.4291, 403.6391, 221.1866, 392.1008, 297.2198, 0.2194184, 948.6695, 509.0909, 36.45173, 243.5503, 104.8838, 1867.441, 62.20835, 455.2667, 770.6554, 232.2802, 340.6244, 1035.087, 848.7258
71.90000000000001, 53.72541, 251.2152, 692.7529, 910.1936, 146.0016, 273.2355, 373.3153, 284.4606, 369.6896, 277.8068, 0.2079586, 938.1269, 475.4287, 34.30501, 231.1102, 98.06114, 1973.237, 58.73676, 443.5787, 774.7237, 218.9806, 322.6957, 983.7172, 970.347
72, 50.43957, 238.024, 802.3702, 861.8224, 139.134, 260.6496, 345.2697, 268.6689, 348.5594, 259.6617, 0.1970973, 894.2858, 853.7697, 32.28472, 219.3055, 91.68231, 2129.833, 55.4589, 552.1704, 718.4895, 206.4424, 305.7108, 934.8972, 923.7607
72.09999999999999, 47.35469, 225.5256, 764.1292, 816.0219, 132.5894, 299.0184, 319.3309, 253.754, 328.637, 242.7019, 0.1868033, 1111.961, 797.3167, 30.3834, 208.1037, 85.71842, 2306.331, 52.36396, 513.9352, 666.3372, 194.6221, 289.6198, 888.4999, 879.411
72.2, 44.45848, 213.6834, 866.2896, 878.4652, 126.3527, 285.2449, 295.3409, 239.667, 309.8532, 226.8497, 0.177047, 1095.895, 744.5964, 28.59406, 197.4742, 80.14248, 2393.362, 49.44174, 478.3477, 617.9703, 183.4787, 320.0431, 844.4053, 964.0351
72.3, 41.7394, 202.4631, 950.187, 1038.177, 120.4094, 353.3879, 273.1531, 314.0732, 336.5692, 212.033, 0.1678002, 1398.793, 695.3622, 26.9101, 187.3875, 74.92924, 2284.272, 46.6826, 445.2244, 776.4627, 172.9732, 859.6827, 1000.4, 917.7518
72.40000000000001, 39.18662, 191.8319, 939.1761, 1063.988, 114.7456, 337.11, 252.6322, 296.6377, 317.332, 198.184, 0.1590363, 1624.185, 649.3834, 25.32531, 244.8708, 70.05513, 2309.918, 44.07743, 414.3947, 720.1023, 163.0693, 916.3288, 950.7516, 1003.871
72.5, 36.78997, 181.7589, 1130.772, 1122.563, 109.3482, 321.5819, 233.653, 280.17, 334.8299, 185.2395, 0.1507301, 1857.958, 606.4449, 23.83385, 232.3633, 65.49808, 2327.709, 41.61765, 385.6999, 667.8329, 233.2838, 883.226, 903.5676, 1112.192
72.59999999999999, 34.5399, 172.2149, 1096.593, 1104.406, 104.2047, 306.7691, 216.0995, 264.6165, 315.6922, 173.1405, 0.1428578, 1857.338, 566.3455, 22.43022, 220.4946, 61.23746, 2221.612, 39.29514, 358.992, 804.4297, 219.9267, 836.7377, 903.5768, 1058.796
72.7, 32.42744, 163.172, 1047.9, 1045.713, 99.30311, 292.6386, 199.8649, 304.4415, 297.6483, 161.8318, 0.1353966, 1770.539, 528.8976, 21.10926, 209.2321, 57.25399, 2319.221, 37.10224, 334.1335, 746.0392, 207.3344, 1142.313, 929.2543, 1167.411
72.8, 30.44418, 154.604, 1134.633, 990.1399, 94.6321, 300.8315, 184.8498, 333.1639, 280.6357, 151.2617, 0.1283251, 1784.307, 568.2589, 19.86609, 198.5449, 53.52964, 2293.848, 35.03172, 524.9251, 691.8871, 195.463, 1229.899, 883.1371, 1129.008
72.90000000000001, 28.58221, 146.4859, 1161.297, 1073.999, 90.18082, 337.2787, 170.9628, 314.6685, 264.5956, 141.382, 0.121623, 1865.194, 530.6844, 18.69614, 188.4035, 50.04757, 2226.918, 33.07674, 498.0301, 641.6658, 184.2714, 1165.164, 933.8489, 1282.291
73, 26.83413, 138.794, 1252.855, 1316.083, 85.9389, 337.9552, 158.119, 374.3104, 249.4722, 132.1476, 0.1152709, 1778.028, 495.5945, 17.59508, 178.7802, 46.792, 2629.715, 31.23086, 463.5439, 738.2164, 173.7206, 1103.836, 1003.769, 1386.83
73.09999999999999, 25.19295, 131.506, 1306.603, 1246.141, 81.89652, 350.7975, 146.2402, 362.4747, 348.9349, 123.5163, 0.1092505, 1760.739, 462.8247, 16.55887, 169.6484, 43.7482, 3204.634, 29.48799, 582.7299, 684.6321, 163.7738, 1045.735, 969.5834, 1432.01
73.2, 23.65215, 124.6007, 1267.701, 1179.916, 78.04429, 334.6389, 135.2538, 342.3521, 328.991, 115.4488, 0.1035446, 1678.455, 432.2218, 15.58368, 160.9831, 40.9024, 3639.875, 27.84239, 796.9457, 634.9373, 154.3967, 990.6935, 1012.464, 1493.486
73.3, 22.20559, 118.0581, 1360.524, 1350.646, 74.37325, 319.2247, 125.0927, 323.3466, 310.187, 107.9083, 0.09813665, 1682.465, 403.6424, 14.66593, 152.7604, 38.24172, 3473.969, 26.28862, 756.3032, 588.8497, 145.5564, 939.4797, 962.2168, 1509.786
73.40000000000001, 20.84749, 111.8589, 1373.591, 1278.867, 70.87489, 314.3711, 115.695, 305.3962, 292.4578, 100.8602, 0.09301117, 1633.113, 427.8879, 13.80222, 144.9576, 35.75411, 3413.361, 24.82156, 703.9328, 699.3863, 137.2222, 986.4272, 914.4637, 1563.86
73.5, 19.57246, 105.9853, 1308.126, 1210.903, 67.54109, 324.6567, 169.1031, 288.4424, 275.7419, 94.27249, 0.08815338, 1658.264, 507.0148, 12.98938, 139.8153, 33.42833, 3276.269, 23.43637, 655.1888, 648.6205, 129.3653, 934.507, 923.9073, 1572.221
73.59999999999999, 18.37541, 100.4201, 1245.781, 1146.551, 64.36411, 322.7488, 156.3991, 454.6704, 259.9814, 88.11505, 0.08354931, 1930.217, 473.4899, 12.22441, 165.7225, 31.25383, 3126.935, 22.12848, 609.8201, 601.5397, 121.9582, 1117.504, 988.6608, 1630.024
73.7, 17.25157, 95.14709, 1186.407, 1110.349, 61.33656, 334.5468, 144.6494, 429.4297, 245.1218, 82.35979, 0.0791857, 1875.296, 442.1818, 11.50449, 157.2576, 29.22078, 3055.588, 20.89358, 567.593, 557.8762, 114.9753, 1130.189, 1179.896, 1731.375
73.8, 106.5537, 90.15099, 1129.862, 1051.341, 58.45142, 319.1368, 133.7825, 405.5901, 231.1115, 76.98043, 0.07505, 1787.658, 438.4371, 10.82697, 149.2252, 27.31998, 3000.378, 19.72759, 528.2899, 659.904, 141.4569, 1259.172, 1121.34, 1949.171
73.90000000000001, 100.0369, 85.41723, 1076.013, 1092.215, 55.70199, 304.4366, 123.732, 383.074, 217.9019, 71.95243, 0.07113029, 1704.116, 512.3718, 10.18934, 141.603, 25.54283, 3229.584, 18.62668, 491.7084, 612.0042, 133.3575, 1192.896, 1065.69, 1968.041
74, 93.91861, 80.93204, 1048.985, 1034.171, 53.08189, 290.4135, 114.4365, 361.8079, 308.4633, 67.25284, 0.0674153, 1624.479, 478.4927, 9.589271, 134.3702, 23.88128, 3087.752, 17.5872, 457.6599, 567.5811, 125.7219, 1234.412, 1012.802, 1873.556
74.09999999999999, 113.6245, 76.68236, 1078.168, 979.2108, 50.58503, 277.0364, 105.8393, 341.7224, 290.8326, 62.8602, 0.06389433, 1711.911, 446.8538, 9.024539, 127.5068, 22.32782, 2959.518, 16.60573, 440.3313, 526.3826, 118.5234, 1408.601, 1058.401, 1783.606
74.2, 106.6753, 72.65582, 1208.787, 927.1718, 48.20562, 264.2754, 97.88805, 354.1072, 308.022, 58.75447, 0.06055726, 1631.909, 417.3069, 8.493065, 120.994, 20.8754, 2867.335, 15.67903, 409.8404, 488.1746, 111.7371, 1334.46, 1258.766, 1822.596
74.3, 100.151, 85.88112, 1185.684, 877.8983, 45.93813, 252.1023, 126.4433, 334.4491, 336.7552, 54.9169, 0.05739448, 1803.596, 389.7137, 7.992891, 114.8138, 19.51747, 2775.521, 68.92065, 381.4609, 457.7362, 105.3394, 1341.108, 1224.797, 1735.094
74.40000000000001, 152.167, 81.37157, 1129.175, 863.6397, 43.7773, 240.4899, 116.9441, 315.8824, 355.0964, 51.32999, 0.05439688, 1719.309, 363.945, 7.522173, 108.9493, 18.24787, 2672.913, 65.07447, 355.0466, 424.5109, 99.30797, 1270.519, 1421.567, 1710.651
74.5, 208.3393, 77.09881, 1259.102, 886.1686, 41.71811, 229.4123, 108.1586, 298.3464, 521.6911, 171.69, 0.05155584, 1638.961, 339.8802, 7.079176, 103.3844, 17.06085, 2655.889, 107.1807, 330.4613, 393.6973, 93.62189, 1274.422, 1351.017, 1870.359
74.59999999999999, 195.5973, 73.05041, 1199.093, 839.0742, 39.75578, 218.845, 100.0331, 281.7838, 491.873, 160.476, 0.04886318, 1562.368, 317.4067, 6.662269, 98.1037, 15.95105, 2534.833, 101.1994, 307.5785, 365.1204, 88.26138, 1384.034, 1421.499, 1780.563
74.7, 183.6346, 69.21458, 1141.944, 794.4825, 37.88576, 208.7645, 92.51799, 370.6981, 463.7592, 213.8316, 0.04631116, 1690.066, 342.2373, 6.269914, 145.5153, 97.76836, 2537.071, 95.55184, 286.2801, 338.6177, 83.2078, 1311.185, 1350.953, 1821.5
74.8, 172.4035, 89.46793, 1195.778, 752.2607, 36.10369, 280.954, 85.56748, 394.8722, 437.2523, 199.8651, 0.04389242, 1611.084, 432.5805, 5.900666, 493.3382, 91.40857, 2524.062, 90.21948, 372.3909, 314.0388, 115.9925, 1329.825, 1385.636, 1734.05
74.90000000000001, 161.8593, 84.77004, 1138.787, 712.2827, 34.40546, 268.0126, 79.13914, 372.9511, 412.2605, 186.8109, 0.04160001, 1535.794, 403.9774, 5.553164, 720.7681, 85.46249, 2409.015, 85.1847, 346.6046, 291.2439, 109.3511, 1259.83, 1316.87, 1711.126
75, 151.96, 80.31883, 1084.512, 674.4292, 32.7871, 255.6673, 73.19373, 352.2469, 388.6971, 174.6093, 0.03942733, 1593.599, 377.2656, 5.226126, 1082.019, 79.90319, 2431.812, 80.43089, 322.6039, 270.1036, 103.09, 1202.915, 1286.214, 1669.953
75.09999999999999, 142.6661, 76.10135, 1058.237, 638.5874, 31.24486, 243.8907, 67.69498, 332.6921, 366.4805, 163.2046, 0.03736812, 1519.126, 352.32, 4.918349, 1150.922, 74.70553, 2401.319, 75.94238, 338.7508, 303.5959, 97.18735, 1255.379, 1222.382, 1677.835
75.2, 133.9407, 133.2561, 1074.846, 604.6504, 29.77517, 232.6565, 62.60933, 325.9124, 345.5338, 152.5448, 0.03541645, 1513.442, 410.3918, 4.628697, 1092.135, 69.84597, 2291.866, 71.70434, 582.1489, 281.5591, 91.62269, 1269.821, 1161.717, 1597.282
75.3, 125.7489, 126.2589, 1123.387, 633.6458, 28.37461, 221.9398, 57.90575, 307.8195, 325.7842, 142.5813, 0.03356672, 1442.715, 383.2559, 4.356103, 1053.673, 65.30252, 2228.483, 67.70281, 541.8379, 261.1218, 86.37665, 1202.984, 1168.028, 1728.296
75.40000000000001, 118.0581, 232.9502, 1070.28, 604.1111, 27.03993, 211.7168, 53.55552, 353.0424, 369.7811, 133.2686, 0.0318136, 1591.828, 357.9142, 4.099564, 1004.419, 61.05462, 2210.722, 63.92459, 504.3182, 330.484, 81.43098, 1238.134, 1110.061, 1645.32
75.5, 110.8376, 378.2711, 1060.609, 716.1749, 25.76803, 201.9646, 49.53211, 333.4435, 348.6457, 124.5641, 0.03015204, 1517.438, 334.2482, 3.858132, 1041.823, 57.08305, 2318.513, 60.35722, 506.2245, 306.4955, 76.76849, 1175.569, 1054.971, 1566.328
75.59999999999999, 104.0588, 358.4084, 1178.861, 678.1146, 24.55596, 192.6616, 45.81096, 396.2048, 328.7183, 116.4282, 0.02857726, 1508.211, 312.147, 3.630919, 988.6087, 53.36982, 2346.508, 56.98893, 471.1709, 309.661, 72.37296, 1137.689, 1028.69, 1624.543
75.7, 97.69458, 339.5886, 1173.574, 688.0701, 23.4009, 183.7872, 42.36937, 374.2097, 331.6169, 108.8236, 0.02708473, 1521.594, 350.2683, 3.417086, 938.1123, 179.58, 2239.553, 53.80861, 438.5445, 287.184, 68.2291, 1077.807, 1014.43, 1546.549
75.8, 91.71958, 321.757, 1175.948, 654.2734, 22.30017, 175.3215, 39.18633, 353.4357, 312.6629, 101.7158, 0.02567015, 1452.79, 327.1079, 3.215847, 938.6984, 167.8984, 2212.407, 74.62221, 408.1774, 304.3779, 64.3225, 1021.077, 974.3441, 1874.808
75.90000000000001, 86.11002, 304.8618, 1274.854, 631.407, 21.25122, 167.2458, 36.24241, 333.815, 294.7921, 95.07217, 0.02432945, 1476.355, 417.0381, 27.95253, 890.7513, 156.9767, 2285.705, 70.45785, 379.9131, 304.0453, 60.63959, 967.3329, 925.9892, 1896.59
76, 80.84353, 332.8535, 1214.095, 597.8516, 20.25161, 159.5421, 33.51966, 315.2834, 312.7329, 88.8625, 0.02305877, 1581.682, 389.4627, 26.30634, 969.6569, 146.7655, 2336.035, 66.52588, 353.6059, 369.4971, 57.16755, 1028.119, 951.604, 1886.148
76.09999999999999, 75.89914, 315.3756, 1156.231, 566.0794, 19.29902, 152.1932, 31.00147, 297.7807, 294.8582, 83.05842, 0.02185446, 1507.766, 421.7003, 24.75711, 920.1285, 137.2184, 2229.558, 62.81334, 329.1204, 342.6767, 53.8943, 974.0046, 904.3777, 1795.594
76.2, 71.25715, 298.8155, 1124.812, 535.9958, 18.39123, 201.7158, 28.67245, 356.6141, 278.0051, 77.63343, 0.02071304, 1437.304, 393.8167, 23.29911, 873.13, 128.2924, 2127.934, 59.30798, 388.7282, 317.8031, 50.80848, 1119.698, 913.3502, 1742.046
76.3, 66.89906, 283.1249, 1071.203, 575.012, 17.52615, 244.3478, 26.5184, 336.8169, 262.1153, 72.56278, 0.01963124, 1506.651, 482.5282, 21.92698, 968.8266, 119.9471, 2030.942, 55.99825, 361.8106, 294.735, 151.1166, 1060.763, 868.0223, 1735.628
76.40000000000001, 62.80752, 268.2582, 1020.149, 544.4537, 16.70176, 233.0926, 24.52618, 318.1187, 247.1337, 67.82332, 0.01860594, 1436.241, 630.2595, 20.63565, 919.3406, 112.1446, 2146.361, 134.4603, 336.757, 273.3414, 142.4642, 1004.93, 824.944, 1717.299
76.5, 58.96621, 254.1722, 971.5291, 515.5193, 15.91614, 247.8363, 22.68363, 300.4586, 233.0084, 63.39342, 0.01763419, 1369.122, 588.5854, 19.42038, 872.3823, 180.9973, 2269.958, 130.7842, 313.4381, 253.5006, 134.3071, 952.0356, 784.0036, 1866.766
76.59999999999999, 55.35984, 260.2454, 998.593, 488.1226, 15.16748, 236.4204, 59.46169, 283.7788, 223.6727, 59.25286, 0.01671319, 1317.92, 549.6669, 134.2123, 866.7788, 169.2235, 2166.493, 123.4857, 291.734, 235.1, 126.6171, 957.7808, 847.9398, 1777.143
76.7, 51.97403, 256.7107, 1072.028, 519.2775, 14.45404, 225.5303, 54.99458, 268.025, 210.8883, 55.38274, 0.0158403, 1363.013, 513.3218, 126.3082, 885.5193, 158.2156, 2399, 182.194, 308.391, 218.035, 119.3674, 907.3683, 841.2482, 1852.729
76.8, 48.7953, 243.231, 1020.935, 536.8782, 13.77415, 241.948, 55.37496, 253.1458, 198.8347, 51.7654, 0.01501299, 1455.211, 479.3799, 118.8697, 840.2886, 307.7103, 2387.71, 179.5706, 287.0364, 202.2087, 112.5327, 859.6092, 880.8582, 1763.78
76.90000000000001, 45.81099, 230.4591, 1011.525, 508.3465, 13.12624, 230.8033, 51.21486, 239.0925, 187.47, 48.38433, 0.01422889, 1387.205, 447.6823, 111.8692, 872.0421, 387.8724, 2390.67, 262.3782, 267.1605, 187.5311, 106.0895, 870.8177, 837.1429, 1733.4
77, 43.00919, 218.3579, 963.316, 614.3709, 12.50881, 220.1719, 47.36729, 225.8194, 176.7548, 60.59882, 0.01348575, 1332.086, 418.0807, 105.281, 832.0269, 362.6414, 2439.54, 247.7359, 248.6609, 173.919, 100.0151, 824.9825, 795.597, 1650.179
