 , C05, C07, C09, C12, C23, C30, C33, C34, C35, C54, C58, C60
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
70.59999999999999, 6773.689, 1641.364, 707.6193, 1078.19, 1400.027, 408.3953, 1810.885, 698.925, 1235.058, 8.227272, 10.80405, 683.1198
70.7, 6558.194, 1658.655, 684.3669, 1048.007, 1313.266, 416.892, 1717.21, 905.0828, 1521.477, 7.738844, 10.22857, 701.1083
70.8, 6401.608, 1565.693, 733.3257, 980.0822, 1231.881, 398.1624, 1809.072, 916.5719, 1537.741, 7.279413, 9.683747, 829.1287
70.90000000000001, 6381.458, 1513.911, 721.822, 916.5594, 1309.7, 472.6288, 1696.412, 861.3641, 1462.205, 6.847257, 9.167943, 784.6979
71, 6146.177, 1429.061, 712.6745, 857.1537, 1228.536, 528.5078, 1590.769, 809.4817, 1405.507, 6.440757, 8.679613, 742.6481
71.09999999999999, 6152.184, 1348.968, 680.3698, 868.7369, 1223.944, 504.7636, 1569.558, 760.7243, 1420.541, 6.058389, 8.217294, 702.8517
71.2, 5947.237, 1273.363, 653.1672, 812.4308, 1225.998, 482.0863, 1640.841, 714.9037, 1340.347, 5.698721, 7.7796, 665.1878
71.3, 5711.866, 1389.667, 691.0565, 759.7741, 1222.458, 460.4277, 1586.506, 671.843, 1332.582, 5.360406, 7.36522, 711.4736
71.40000000000001, 5905.28, 1311.781, 697.8484, 722.2578, 1178.209, 439.7422, 1529.512, 631.3759, 1257.354, 5.042175, 6.972911, 673.3477
71.5, 5867.951, 1238.26, 666.2157, 754.3398, 1117.357, 419.9861, 1434.261, 593.3463, 1232.559, 4.742837, 6.6015, 699.2142
71.59999999999999, 5651.762, 1247.094, 636.0169, 705.4482, 1081.581, 401.1175, 1344.943, 557.6074, 1162.978, 4.461269, 6.249871, 661.7452
71.7, 5599.238, 1265.25, 607.187, 659.7255, 1088.884, 416.1385, 1261.187, 524.0211, 1159.241, 329.5349, 5.916972, 626.2841
71.8, 5424.775, 1194.337, 650.7448, 626.9216, 1021.405, 397.4427, 1231.298, 492.4578, 1093.798, 309.9715, 5.601804, 592.7232
71.90000000000001, 5420.337, 1127.399, 713.2209, 734.5556, 1124.087, 379.5869, 1844.999, 462.7956, 1193.786, 291.5694, 5.303424, 623.5513
72, 5154.236, 1064.212, 680.8914, 686.9463, 1165.406, 362.5333, 2881.49, 434.9201, 1126.393, 274.2599, 5.020937, 590.1369
72.09999999999999, 5280.021, 1004.567, 650.0274, 759.521, 1096.126, 346.2459, 3302.998, 408.7236, 1092.202, 257.9779, 4.753497, 596.0319
72.2, 5125.083, 948.2645, 620.5624, 710.2936, 1128.948, 330.6902, 3411.558, 384.105, 1162.141, 242.6626, 493.6461, 799.912
72.3, 5258.525, 1068.114, 592.433, 728.5063, 1058.986, 315.8334, 3365.987, 360.9693, 1096.534, 228.2565, 878.5139, 757.0469
72.40000000000001, 5038.119, 1410.009, 618.3821, 704.6894, 1010.404, 301.644, 3396.081, 339.2271, 1034.632, 214.7056, 831.7198, 716.4788
72.5, 4902.369, 1849.839, 590.3516, 711.371, 1108.329, 288.0922, 3385.06, 318.7944, 1102.656, 304.29, 787.4183, 678.0847
72.59999999999999, 4682.012, 2002.456, 563.5916, 665.2643, 1053.955, 275.1491, 3174.255, 299.5925, 1187.881, 286.2253, 745.4765, 641.748
72.7, 4636.016, 1890.225, 538.0447, 622.1461, 988.6403, 316.5817, 3095.882, 281.5472, 1175.749, 312.9281, 705.7687, 737.5026
72.8, 4670.042, 2308.72, 513.6557, 581.8224, 1025.113, 360.6475, 3024.781, 344.9607, 1404.682, 294.3505, 668.176, 697.9818
72.90000000000001, 4474.281, 2544.276, 490.3723, 544.1124, 961.5857, 429.1688, 2836.413, 324.1827, 1442.232, 276.8759, 632.5856, 660.5789
73, 4269.022, 2435.15, 522.2592, 508.8464, 901.9952, 409.8876, 2783.206, 304.6562, 1434.087, 320.4904, 598.8909, 625.1802
73.09999999999999, 4258.739, 2318.392, 551.0628, 475.8662, 846.0976, 391.4727, 2644.433, 286.3059, 1353.128, 301.4639, 566.991, 591.6785
73.2, 4265.214, 2216.142, 526.0837, 446.5277, 837.7858, 373.8852, 2566.269, 269.0609, 1276.74, 401.3299, 536.7903, 654.8824
73.3, 4166.35, 2168.096, 502.237, 417.5866, 807.9267, 400.5018, 2484.722, 330.9869, 1204.664, 377.5042, 508.1982, 619.7891
73.40000000000001, 3961.811, 2046.582, 507.7731, 444.5892, 757.8586, 382.5086, 2495.812, 523.2761, 1136.658, 355.0929, 481.129, 586.5763
73.5, 3907.462, 1931.878, 489.2805, 415.7737, 710.8933, 365.3238, 2513.393, 491.7576, 1072.49, 334.0122, 455.5017, 555.1432
73.59999999999999, 3715.632, 1901.472, 582.8532, 437.5959, 666.8385, 397.6738, 2392.698, 462.1377, 1011.945, 314.1829, 563.3145, 525.3947
73.7, 3900.536, 2015.542, 556.4332, 409.2337, 625.5138, 424.5464, 2243.693, 434.3018, 954.8175, 295.5309, 533.3096, 497.2402
73.8, 3810.73, 1902.578, 531.2107, 382.7098, 643.866, 405.4729, 2214.837, 408.1425, 900.9153, 277.9861, 589.7954, 470.5945
73.90000000000001, 3811.269, 1895.703, 507.1315, 357.9049, 603.965, 387.2564, 2106.098, 383.559, 850.056, 383.3418, 558.3799, 571.3059
74, 3701.044, 1789.455, 500.4548, 334.7078, 566.5366, 369.8582, 2117.079, 360.4561, 802.0678, 398.3822, 528.6379, 540.6912
74.09999999999999, 3615.529, 1772.99, 547.006, 313.0141, 531.4277, 353.2417, 2031.423, 338.7448, 973.8068, 699.0101, 600.7817, 680.2188
74.2, 3590.124, 1744.238, 522.2108, 292.7265, 498.4946, 411.5993, 2076.03, 318.3412, 953.5911, 806.207, 568.7811, 643.7677
74.3, 3413.874, 1784.563, 498.5396, 273.7538, 501.4018, 403.0305, 2094.192, 299.1666, 948.8248, 1005.807, 538.485, 1093.98
74.40000000000001, 3506.832, 1684.545, 475.9414, 291.3725, 514.0673, 408.889, 2081.852, 281.1469, 925.9688, 1046.268, 509.8026, 1090.869
74.5, 3441.282, 1955.288, 454.3675, 272.4875, 482.21, 390.519, 1952.204, 264.2126, 873.6951, 984.1546, 482.6479, 1088.685
74.59999999999999, 3374.731, 1986.654, 433.7715, 254.8266, 452.3269, 372.9742, 1830.631, 248.2984, 824.3725, 925.7284, 573.8301, 1142.252
74.7, 3460.249, 2427.227, 414.1092, 238.3103, 487.0594, 356.2177, 1881.696, 233.3426, 777.8342, 1060.118, 543.2651, 1081.042
74.8, 3388.24, 2408.225, 415.0507, 222.8646, 562.8907, 340.2141, 1764.513, 219.2877, 733.9232, 997.1823, 514.3281, 1181.647
74.90000000000001, 3309.337, 2321.092, 396.2369, 208.4199, 528.0078, 324.9294, 2155.433, 206.0794, 692.4911, 1004.737, 486.9324, 1118.326
75, 3146.872, 2261.542, 378.2759, 194.9114, 495.2866, 329.2921, 2248.092, 193.6667, 771.9594, 1084.091, 460.996, 1058.398
75.09999999999999, 3007.209, 2254.161, 361.1291, 182.2785, 464.5931, 314.4981, 2108.092, 182.0016, 728.3801, 1019.732, 436.441, 1001.681
75.2, 2995.213, 2233.333, 344.7596, 170.4643, 435.8018, 353.8195, 2155.857, 171.0391, 687.2609, 1073.05, 413.194, 1023.441
75.3, 2953.225, 2108.163, 329.132, 159.4159, 408.7947, 337.9236, 2105.201, 160.7369, 707.2969, 1066.549, 391.1853, 1069.342
75.40000000000001, 2808.242, 2027.678, 314.2128, 149.0836, 397.3288, 322.7418, 2038.183, 151.0553, 667.3679, 1003.232, 501.9758, 1012.039
75.5, 2670.377, 2085.512, 328.1781, 139.4209, 372.7059, 308.2421, 1974.329, 141.9568, 688.8065, 943.673, 475.2381, 957.8066
75.59999999999999, 2842.766, 1968.627, 313.3022, 130.3845, 458.3943, 294.3938, 1987.524, 133.4063, 649.9213, 887.6501, 449.9245, 906.4804
75.7, 2703.206, 1858.292, 305.3479, 121.9338, 429.9872, 281.1677, 1863.751, 125.3709, 613.2314, 834.9531, 425.9593, 857.9046
75.8, 2645.508, 1856.059, 291.5068, 114.0308, 403.3404, 268.5357, 1747.686, 117.8194, 578.6127, 865.6012, 403.2706, 811.9318
75.90000000000001, 2712.969, 1867.646, 278.2932, 106.6401, 378.345, 256.4713, 1693.823, 110.7228, 545.9483, 814.2131, 478.6013, 895.7085
76, 2663.812, 1762.971, 265.6784, 99.72831, 392.0975, 244.9489, 1788.614, 104.0537, 515.1279, 832.5443, 550.3563, 900.4847
76.09999999999999, 2533.038, 1706.887, 253.6355, 181.3606, 367.7988, 233.9442, 1714.111, 97.78622, 486.0475, 886.8963, 521.0416, 852.2302
76.2, 2556.473, 1611.222, 242.1385, 173.6108, 394.0021, 223.4338, 1607.365, 91.89627, 482.3966, 834.244, 493.2884, 806.5615
76.3, 2494.338, 1566.666, 298.2686, 162.3585, 369.5854, 234.6657, 1643.019, 86.36109, 533.8145, 846.1827, 467.0134, 763.3401
76.40000000000001, 2371.883, 1478.86, 284.7485, 151.8354, 355.4222, 280.7125, 1656.075, 81.15932, 503.6791, 833.6622, 442.1379, 722.4348
76.5, 2365.954, 1395.975, 271.8412, 141.9944, 437.0857, 268.101, 1552.943, 76.27086, 475.2449, 845.4846, 418.5874, 827.6017
76.59999999999999, 2300.519, 1317.736, 282.6297, 132.7912, 447.1911, 256.0561, 1456.234, 71.67684, 448.416, 795.2908, 396.2914, 849.7928
76.7, 2231.892, 1307.695, 269.8185, 148.5845, 419.4781, 244.5524, 1554.167, 67.35954, 423.1016, 828.2007, 503.4106, 804.2547
76.8, 2372.855, 1275.984, 257.5879, 147.0723, 393.4826, 233.5654, 1457.382, 63.30228, 399.2162, 779.033, 476.5964, 898.7353
76.90000000000001, 2256.364, 1282.01, 245.9117, 137.54, 369.0981, 223.0721, 1366.624, 59.48941, 376.6793, 732.7842, 451.2105, 894.7395
77, 2171.578, 1210.158, 234.7648, 128.6255, 346.2247, 213.0502, 1394.016, 55.90619, 355.4147, 689.2811, 510.4939, 846.7928
77.09999999999999, 2296.797, 1142.333, 224.1232, 136.087, 437.5043, 203.4786, 1348.07, 52.5388, 335.3505, 852.3199, 483.3024, 801.4155
77.2, 2248.067, 1204.509, 213.964, 127.2667, 410.3917, 298.1713, 1292.817, 49.37424, 562.8155, 1245.365, 457.5593, 795.6253
77.3, 2388.853, 1137.001, 204.2652, 119.0181, 471.7748, 284.7755, 1212.307, 46.40028, 531.0429, 1332.888, 433.1874, 827.2216
77.40000000000001, 2465.579, 1073.276, 195.0061, 111.3041, 442.5385, 271.9814, 1270.191, 43.60546, 501.064, 1253.759, 647.3521, 782.8931
77.5, 2402.283, 1013.123, 186.1667, 104.09, 446.5997, 259.7622, 1306.546, 40.97898, 472.7774, 1348.014, 612.8708, 740.94
77.59999999999999, 2363.341, 956.3408, 177.728, 97.34357, 418.9234, 248.0919, 1272.299, 38.5107, 446.0878, 1267.986, 580.2263, 701.235
77.7, 2261.281, 983.2027, 169.6718, 91.03437, 392.9623, 236.946, 1219.119, 36.19109, 420.9048, 1192.71, 549.3206, 717.4781
77.8, 2150.268, 965.0076, 161.9807, 85.13409, 368.61, 226.3008, 1283.663, 34.01119, 397.1435, 1121.902, 520.061, 781.4424
77.90000000000001, 2189.904, 910.9224, 154.6383, 79.61623, 437.0578, 216.1338, 1347.448, 31.9626, 374.7236, 1055.299, 492.36, 739.567
78, 2152.263, 859.8685, 147.6288, 74.45601, 422.9939, 206.4236, 1353.066, 30.0374, 353.5693, 1051.324, 466.1344, 699.9357
78.09999999999999, 2087.184, 906.9993, 140.9369, 69.63023, 467.8108, 197.1497, 1342.099, 28.22816, 333.6093, 1034.246, 441.3058, 662.428
78.2, 1984.718, 856.1653, 134.5484, 65.11724, 516.1107, 188.2924, 1293.7, 26.5279, 314.7761, 972.8465, 417.7997, 626.9304
78.3, 1887.282, 905.0894, 128.4495, 60.89675, 484.1267, 179.8331, 1213.135, 24.93005, 297.0061, 975.8391, 517.6441, 593.3349
78.40000000000001, 1947.01, 854.3623, 122.627, 56.9498, 454.1249, 171.7538, 1436.629, 23.42844, 280.2392, 917.9066, 573.1327, 653.801
78.5, 1851.425, 1366.127, 117.0685, 53.25867, 425.9823, 164.0374, 1376.859, 22.01728, 264.4189, 996.2101, 542.6048, 779.7489
78.59999999999999, 1863.812, 1397.282, 111.7619, 49.80678, 399.5837, 156.6678, 1291.115, 20.69111, 249.4917, 975.0438, 513.7029, 737.9643
78.7, 1772.312, 1318.969, 106.6958, 46.57862, 374.821, 149.6292, 1315.657, 19.44483, 235.4071, 917.1584, 486.3406, 698.4188
78.8, 1763.475, 1267.611, 101.8594, 43.55968, 351.593, 142.9069, 1233.724, 18.27361, 222.1177, 862.7096, 460.4357, 660.9925
78.90000000000001, 1688.607, 1209.469, 97.24227, 40.73642, 329.8044, 136.4865, 1156.894, 17.17294, 209.5785, 1033.071, 435.9106, 625.5717
79, 1760.518, 1141.683, 153.9456, 38.09614, 309.3661, 130.3546, 1170.913, 16.13856, 197.7472, 971.7412, 480.2899, 592.0491
79.09999999999999, 1714.592, 1077.696, 146.9674, 35.62699, 290.1943, 124.4982, 1132.548, 15.16649, 274.7277, 914.0519, 624.7712, 560.3228
79.2, 1636.054, 1017.295, 140.3055, 33.31787, 326.0962, 118.9049, 1062.019, 14.25297, 259.2185, 859.7875, 1358.668, 530.2966
79.3, 1555.735, 1092.755, 133.9456, 31.15841, 491.3256, 113.5629, 1178.327, 13.39447, 244.5848, 808.7446, 1484.996, 501.8795
79.40000000000001, 1479.359, 1038.216, 127.874, 64.41229, 460.8776, 108.4609, 1875.198, 12.58768, 230.7773, 760.732, 1405.898, 474.9851
79.5, 1449.887, 1048.899, 122.0776, 62.77639, 432.3166, 103.5881, 3283.1, 11.82949, 217.7493, 715.5697, 1684.418, 449.532
79.59999999999999, 1378.708, 1070.065, 116.544, 58.70761, 473.8047, 98.93426, 3792.594, 11.11697, 205.4567, 673.0886, 1594.698, 425.4428
79.7, 1311.023, 1155.218, 111.2612, 54.90255, 444.4425, 94.48946, 3775.837, 10.44736, 193.858, 633.1294, 1509.756, 402.6445
79.8, 1313.678, 1103.153, 106.2179, 51.34411, 416.9, 90.24436, 3792.381, 9.818087, 182.9142, 814.2125, 1580.093, 381.0679
79.90000000000001, 1249.186, 1041.325, 101.4031, 48.01631, 391.0642, 86.18998, 3556.211, 140.5765, 172.5882, 765.8752, 1495.93, 360.6475
80, 1187.859, 1032.571, 96.80663, 44.90419, 419.0282, 82.31775, 3464.125, 304.7789, 162.845, 720.4076, 2010.034, 341.3214
80.09999999999999, 1255.129, 979.8098, 92.4185, 41.99378, 393.0605, 78.61948, 3533.885, 286.4212, 153.652, 677.6392, 2638.15, 323.0309
80.2, 1193.511, 924.8949, 110.3767, 39.27201, 368.7022, 75.08737, 3313.813, 269.1692, 144.9779, 637.4099, 3486.647, 435.425
80.3, 1184.119, 940.2103, 105.3735, 36.72664, 345.8533, 71.71394, 3307.457, 252.9564, 136.7934, 599.5688, 3530.761, 412.0918
80.40000000000001, 1125.987, 887.5148, 100.597, 34.34625, 324.4204, 68.49207, 3101.486, 237.7201, 129.071, 563.9743, 3419.418, 415.4232
80.5, 1115.881, 869.0986, 96.03705, 32.12014, 304.3157, 148.9339, 3222.993, 223.4015, 121.7846, 530.4929, 3442.064, 762.4137
80.59999999999999, 1180.609, 1007.924, 91.6838, 30.03832, 518.4656, 142.2428, 3268.925, 209.9454, 114.9095, 498.9992, 3258.722, 786.9935
80.7, 1361.821, 1081.095, 134.7971, 28.09142, 774.4171, 135.8523, 3193.01, 197.2998, 108.4225, 469.3752, 3314.157, 744.8207
80.8, 1431.993, 1131.561, 128.6869, 26.27071, 1701.238, 273.2263, 3258.288, 185.4159, 234.9135, 441.5099, 3370.128, 801.3478
80.90000000000001, 1587.219, 1336.842, 122.8536, 24.56801, 2500.031, 367.116, 3281.866, 174.2477, 221.6519, 650.0195, 3362.451, 844.2641
81, 1509.297, 1261.917, 141.3282, 43.27977, 3088.163, 350.6227, 3136.842, 273.9008, 247.0463, 722.0336, 3575.96, 1264.044
81.09999999999999, 1435.201, 1191.191, 134.922, 40.47465, 2896.786, 334.8704, 3421.258, 257.403, 283.5443, 1422.107, 3437.578, 2019.947
81.2, 1448.836, 1124.429, 128.8061, 40.36032, 2794.813, 319.8257, 3377.599, 241.8989, 437.531, 2283.988, 3485.888, 2156.534
81.3, 1432.477, 1061.408, 122.9675, 853.5958, 2698.316, 305.457, 3167.259, 227.3286, 412.8311, 2828.362, 3300.212, 2122.956
81.40000000000001, 1383.047, 1001.92, 117.3935, 1281.354, 2730.078, 291.7339, 3053.803, 213.6359, 558.6582, 2883.308, 3213.568, 2362.297
81.5, 1315.149, 987.8165, 112.0722, 1293.22, 2680.522, 278.6272, 2896.491, 370.6303, 527.1203, 2977.414, 3335.388, 2491.449
81.59999999999999, 1250.584, 1194.638, 106.9921, 1717.05, 2519.216, 266.1094, 2957.515, 509.518, 726.1322, 2866.562, 3157.729, 2442.851
81.7, 1189.189, 1672.518, 102.1423, 1836.771, 2495.435, 254.154, 2797.658, 759.939, 777.7091, 2858.903, 3024.666, 2344.912
81.8, 1130.808, 1578.779, 97.51228, 1717.723, 2500.428, 242.7357, 2623.434, 739.4653, 867.6757, 2689.179, 2894.642, 2293.263
81.90000000000001, 1075.293, 1555.939, 93.09216, 1606.391, 2467.568, 231.8304, 2583.979, 1017.894, 954.3628, 2529.531, 2972.653, 2322.124
82, 1022.504, 1530.581, 88.8724, 1502.275, 2314.65, 221.415, 2535.764, 1225.468, 900.4862, 2379.361, 2814.314, 2531.849
82.09999999999999, 972.3058, 1444.797, 84.84392, 1404.907, 2334.341, 211.4676, 2377.85, 1342.159, 849.6511, 2379.647, 2842.299, 2563.168
82.2, 924.5724, 1363.822, 80.99804, 1313.849, 2364.681, 201.967, 2229.769, 1261.317, 801.6859, 2238.375, 2690.904, 2581.9
82.3, 879.1823, 1346.207, 77.32649, 1290.631, 2218.14, 192.8933, 2259.868, 1185.344, 756.4283, 2221.338, 2547.573, 2443.543
82.40000000000001, 836.0206, 1341.716, 73.82137, 1206.98, 2080.679, 184.2273, 2195.531, 1113.947, 713.7258, 2187.815, 2570.027, 2312.601
82.5, 822.0271, 1266.518, 70.47514, 1128.751, 2007.381, 175.9505, 2094.327, 1046.851, 673.4338, 2118.979, 2433.135, 2319.718
82.59999999999999, 939.7675, 1251.979, 67.28058, 1112.225, 2041.28, 224.8419, 2091.226, 983.7962, 635.4165, 2060.841, 2567.938, 2195.41
82.7, 923.3994, 1181.81, 64.23083, 1057.295, 2067.379, 214.7405, 2046.702, 924.5393, 599.5454, 2200.33, 2431.157, 2208.343
82.8, 878.0668, 1115.573, 61.31932, 1011.793, 1979.283, 205.0929, 1966.638, 949.0222, 565.6993, 2069.703, 2301.661, 2234.491
82.90000000000001, 834.9598, 1119.416, 58.53978, 946.2147, 1939.177, 195.8788, 1942.261, 891.8598, 533.764, 2098.952, 2179.063, 2114.751
83, 793.9691, 1098.86, 55.88624, 884.887, 1862.041, 187.0786, 1930.33, 838.1405, 503.6314, 1974.344, 2062.995, 2139.587
83.09999999999999, 847.9623, 1098.733, 53.35298, 827.5342, 1916.658, 178.6738, 1810.119, 787.6569, 475.2, 1917.292, 2234.358, 2024.932
83.2, 815.028, 1037.153, 50.93455, 807.7497, 1811.08, 170.6465, 1876.96, 740.2141, 448.3735, 1990.244, 2115.345, 2047.805
83.3, 836.5493, 983.5748, 48.62575, 884.7552, 1820.22, 162.98, 1760.072, 695.6288, 423.0615, 1872.09, 2094.759, 2330.233
83.40000000000001, 795.4805, 961.701, 46.4216, 881.4268, 1739.379, 155.6578, 1921.79, 653.7291, 958.2596, 1760.949, 2047.027, 2227.314
83.5, 842.0068, 964.4562, 44.31736, 824.2982, 1898.933, 195.3743, 1802.111, 614.3531, 1439.19, 1814.371, 1937.992, 2164.988
83.59999999999999, 851.3033, 910.4019, 42.30851, 827.1232, 2529.339, 232.3461, 1689.885, 577.3489, 1373.747, 1772.817, 1953.959, 2374.59
83.7, 899.5646, 859.3771, 40.39071, 915.2754, 2622.874, 221.9076, 1731.835, 542.5735, 1296.195, 1667.57, 2099.41, 3172.665
83.8, 857.0917, 811.2121, 38.55984, 984.6489, 2539.66, 242.3392, 1756.251, 509.8927, 1360.082, 1701.149, 2042.166, 3629.71
83.90000000000001, 815.0145, 765.7466, 36.81197, 920.8301, 2501.204, 231.4517, 1842.008, 479.1804, 1594.32, 1658.968, 1984.865, 3674.234
84, 775.0029, 722.8292, 35.14333, 861.1477, 2629.869, 287.1904, 1893.071, 535.4229, 1514.468, 1560.48, 1958.762, 3588.287
84.09999999999999, 736.9557, 682.3172, 33.55032, 805.3335, 2514.885, 274.2879, 1805.222, 503.1728, 1428.972, 1467.839, 1914.278, 3641.301
84.2, 700.7762, 644.0757, 32.02952, 753.1368, 2541.952, 261.965, 1692.802, 472.8652, 1437.142, 1380.698, 1812.314, 3678.251
84.3, 666.373, 607.9776, 30.57766, 704.3232, 2440.289, 250.1958, 1636.793, 444.3832, 1356.012, 1298.73, 1791.443, 3481.144
84.40000000000001, 745.2711, 573.9026, 29.19161, 658.6734, 2328.37, 238.9553, 1625.645, 661.0784, 1279.461, 1386.217, 1696.022, 3715.285
84.5, 708.6834, 541.7374, 27.86839, 615.9823, 2687.856, 228.2198, 1594.013, 699.1287, 1207.231, 1303.922, 1605.684, 3604.191
84.59999999999999, 673.892, 511.375, 26.60514, 633.8438, 3416.512, 269.7687, 1568.447, 657.0182, 1139.08, 1226.512, 1799.67, 3411.052
84.7, 709.4033, 482.7142, 25.39916, 592.762, 3563.963, 257.6489, 1519.294, 617.4441, 1074.775, 1153.698, 2644.969, 3347.631
84.8, 674.5765, 455.6598, 24.24785, 554.3429, 3476.301, 246.0735, 1424.68, 580.2537, 1014.101, 1085.206, 2765.956, 3168.24
84.90000000000001, 641.4595, 430.1217, 23.14872, 518.4139, 3449.067, 235.0183, 1335.958, 545.3033, 956.8521, 1161.722, 2854.342, 2998.463
85, 609.9683, 406.0149, 22.09941, 484.8135, 3374.324, 224.4597, 1252.761, 740.1058, 902.835, 1092.754, 2702.306, 3091.197
85.09999999999999, 580.0231, 383.2592, 21.09767, 453.391, 3218.845, 214.3755, 1287.801, 695.5271, 851.8673, 1027.881, 2654.104, 3079.24
85.2, 551.548, 361.7789, 20.14134, 424.005, 3182.577, 248.4818, 1249.693, 653.6335, 803.7769, 966.8585, 2611.72, 3163.991
85.3, 524.4708, 341.5025, 19.22836, 396.5237, 2985.349, 237.3183, 1171.868, 614.2632, 758.4014, 909.4592, 2580.888, 2994.441
85.40000000000001, 498.7229, 322.3625, 18.35676, 388.725, 2962.308, 226.6564, 1193.17, 577.2644, 715.5874, 988.3896, 2443.417, 2905.556
85.5, 474.2391, 304.2953, 17.52467, 420.2772, 2847.957, 379.0273, 1202.337, 542.4941, 675.1904, 1049.167, 2362.837, 2875.523
85.59999999999999, 450.9572, 287.2406, 16.73029, 474.3507, 2882.173, 361.9989, 1127.461, 509.8181, 637.0739, 986.8817, 2380.941, 2806.87
85.7, 428.8184, 271.1418, 15.97193, 498.7801, 2794.898, 345.7354, 1057.249, 479.1103, 601.1093, 975.5472, 2293.801, 2718.781
85.8, 407.7664, 255.9453, 15.24794, 539.1432, 2634.14, 414.622, 1689.532, 450.2521, 567.1749, 977.0352, 2262.349, 2665.008
85.90000000000001, 409.7408, 241.6004, 14.55677, 514.7175, 2663.637, 395.9944, 2467.045, 423.1321, 535.1562, 919.0316, 2178.778, 2562.752
86, 389.6254, 285.9792, 13.89693, 505.2571, 2692.209, 378.2037, 2394.459, 397.6457, 504.9451, 864.4716, 2087.451, 2560.585
86.09999999999999, 370.4975, 269.9511, 13.26699, 472.5095, 2525.37, 361.2123, 2466.542, 373.6943, 476.4395, 813.1506, 2081.721, 2423.37
86.2, 352.3086, 254.8213, 12.66562, 441.8844, 2384.374, 344.9842, 2423.619, 351.1856, 449.5431, 1028.372, 2002.681, 2409.054
86.3, 335.0127, 249.7309, 12.0915, 413.2443, 2451.378, 329.4852, 2272.689, 330.0327, 424.165, 967.3209, 2017.586, 2504.31
86.40000000000001, 318.5659, 355.4045, 11.54341, 386.4604, 2410.548, 314.6825, 2304.356, 310.1539, 400.2197, 909.8941, 2012.825, 2370.111
86.5, 354.1024, 351.5572, 11.02016, 361.4124, 2340.966, 337.1017, 2160.853, 291.4724, 377.6261, 855.8765, 1971.583, 2243.103
86.59999999999999, 342.1919, 331.8536, 10.52063, 337.9879, 2332.542, 321.9568, 2203.665, 273.9162, 356.308, 805.0658, 1940.231, 2213.158
86.7, 325.3926, 313.2544, 10.04374, 327.7953, 2227.989, 307.4924, 2141.295, 257.4174, 336.1934, 757.2715, 1836.885, 2183.027
86.8, 309.4181, 295.6976, 9.588467, 306.5497, 2089.918, 293.6778, 2137.516, 241.9125, 317.2143, 712.3147, 1739.043, 2175.56
86.90000000000001, 294.2278, 279.1248, 9.153832, 286.6811, 2205.848, 280.4838, 2004.402, 227.3414, 299.3066, 670.0268, 2249.883, 2087.741
87, 281.5623, 263.4809, 8.738899, 268.1002, 2151.24, 267.8826, 2023.259, 213.6479, 282.4099, 630.2494, 3338.43, 2040.967
87.09999999999999, 267.7396, 248.7137, 8.342775, 250.7236, 2109.716, 255.8475, 2125.566, 374.2328, 266.467, 592.8334, 3677.714, 1978.499
87.2, 346.8118, 234.7742, 7.964607, 234.4733, 2078.489, 244.3531, 2133.862, 729.7039, 251.4242, 557.6387, 3587.545, 1872.476
87.3, 329.7857, 221.616, 7.60358, 219.2762, 2031.237, 233.3751, 2048.131, 764.6979, 237.2305, 524.5334, 3776.914, 1801.764
87.40000000000001, 313.5956, 209.1952, 7.258919, 205.0641, 2024.774, 222.8904, 2216.464, 756.9355, 223.8382, 493.3935, 3767.676, 1917.768
87.5, 298.2002, 197.4706, 6.92988, 191.7731, 1916.993, 212.8766, 2078.434, 738.7129, 211.2018, 464.1023, 3673.121, 1815
87.59999999999999, 283.5606, 186.403, 6.615757, 179.3436, 2111.051, 203.3128, 1948.999, 694.2181, 199.2789, 436.55, 3535.936, 1959.213
87.7, 269.6398, 175.9558, 6.315872, 167.7197, 2241.058, 194.1786, 1936.942, 718.4359, 188.029, 410.6334, 3374.082, 2043.46
87.8, 256.4023, 166.0941, 6.029581, 156.8491, 3242.344, 243.5323, 1870.92, 675.1624, 177.4142, 386.2553, 3406.01, 1982.682
87.90000000000001, 445.5065, 156.7851, 5.756267, 146.6832, 4052.692, 232.5912, 1949.367, 634.4954, 167.3987, 363.3246, 3308.634, 1964.194
88, 423.6352, 147.9979, 5.495342, 137.1761, 3961.889, 222.1416, 1935.697, 596.278, 157.9485, 341.7551, 3326.323, 1858.938
88.09999999999999, 438.8755, 139.7031, 5.246244, 128.2852, 3862.923, 212.1615, 1858.584, 560.3624, 149.0319, 321.4662, 3344.158, 1866.363
88.2, 417.3298, 131.8733, 5.008438, 372.4317, 3833.161, 293.2987, 1836.442, 526.6102, 140.6186, 302.3817, 3217.924, 1766.35
88.3, 446.4449, 124.4822, 4.781411, 1310.969, 3789.599, 280.1218, 1868.271, 494.8909, 132.6803, 284.4303, 3264.631, 1765.39
88.40000000000001, 656.7715, 117.5055, 4.564675, 1496.368, 3693.094, 267.5368, 1751.924, 465.0822, 125.1901, 267.5445, 3337.854, 1742.293
88.5, 624.5286, 110.9197, 4.357764, 1630.225, 3649.527, 255.5173, 1759.11, 437.069, 118.1227, 251.6612, 3210.734, 1648.928
