 , C05, C07, C09, C12, C23, C30, C33, C34, C35, C54, C58, C60
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
201.7, 2343.084, 381.2543, 2104.338, 1222.03, 533.8035, 3262.74, 964.9286, 2292.851, 1671.67, 21.14714, 747.2906, 133.9904
201.8, 2373.895, 429.1328, 2353.372, 1160.124, 554.7435, 3116.156, 904.8377, 2360.29, 1968.979, 19.8917, 707.4862, 126.8102
201.9, 2257.353, 405.0814, 2340.269, 1182.258, 520.3655, 2976.158, 848.489, 2243.755, 1857.825, 18.71079, 669.8019, 120.0148
202, 2146.532, 382.3781, 2379.891, 1105.631, 488.1179, 2902.775, 913.5146, 2254.488, 1827.616, 17.59999, 634.1249, 113.5835
202.1, 2048.782, 360.9471, 2345.148, 1086.059, 524.9003, 2852.757, 856.6256, 2237.233, 1742.76, 16.55513, 600.3483, 107.4969
202.2, 2117.825, 340.7173, 2440.096, 1015.668, 492.3716, 2724.592, 803.2793, 2213.078, 1800.039, 15.5723, 568.3707, 101.7365
202.3, 2225.486, 321.6214, 2329.49, 1058.13, 605.8018, 2602.185, 753.2551, 2188.001, 1698.422, 14.64782, 538.0965, 96.28468
202.4, 2116.23, 344.8785, 2369.047, 1037.693, 598.3397, 2496.703, 706.3462, 2176.029, 1602.541, 13.77823, 681.1815, 91.12505
202.5, 2159.211, 325.5493, 2261.66, 970.4358, 561.2599, 2541.31, 662.3585, 2250.956, 1635.711, 12.96026, 683.8273, 86.24191
202.6, 2053.209, 374.5336, 2404.03, 907.5382, 526.478, 2523.99, 621.1102, 2115.375, 1562.061, 12.19085, 647.4033, 81.62044
202.7, 1952.41, 353.5424, 2355.078, 967.3646, 493.8516, 2588.361, 582.4306, 1987.96, 1473.878, 11.46712, 612.9193, 77.24662
202.8, 1856.561, 333.7276, 2248.325, 904.6661, 463.2471, 2774.892, 546.1598, 2125.831, 1477.876, 10.78635, 826.6346, 73.10719
202.9, 1765.416, 315.0233, 2148.533, 870.4371, 434.5392, 2742.48, 512.1477, 2044.822, 1394.445, 10.146, 782.6039, 69.18958
203, 1678.747, 297.3674, 2051.142, 814.0208, 407.6103, 2734.358, 480.2538, 2153.079, 1315.725, 325.6043, 740.9186, 404.0633
203.1, 1690.957, 280.701, 1958.166, 761.2611, 382.3503, 2686.959, 1010.792, 2529.407, 1425.883, 306.2742, 701.4536, 382.4106
203.2, 1607.943, 372.883, 1914.844, 895.6715, 358.6556, 2885.814, 1731.644, 2728.071, 1361.328, 288.0917, 664.0906, 361.9183
203.3, 1529.004, 715.4898, 1852.369, 855.1768, 336.4294, 2874.997, 2509.587, 2593.307, 1526.335, 270.9886, 628.7179, 342.5241
203.4, 1596.756, 734.7724, 2079.911, 1218.257, 315.5805, 2745.833, 3664.892, 2437.104, 1622.535, 254.9008, 595.2292, 466.2679
203.5, 1518.366, 752.9167, 2137.404, 1139.297, 296.0236, 2842.351, 4270.485, 2396.413, 1530.938, 239.7682, 563.5244, 441.2819
203.6, 1445.623, 710.7184, 2102.048, 1065.455, 277.6787, 2714.653, 4171.508, 2252.071, 1589.117, 325.3545, 533.5082, 417.6348
203.7, 1506.684, 734.5802, 2006.765, 996.3992, 260.4707, 2707.725, 4155.229, 2116.422, 1628.955, 336.3038, 505.0909, 395.2549
203.8, 1432.716, 693.4096, 1915.801, 931.8188, 244.329, 2636.419, 4220.945, 2071.499, 1536.996, 562.7267, 478.1873, 374.0742
203.9, 1433.42, 654.5464, 1936.508, 916.3237, 229.1877, 2626.592, 4033.943, 2028.82, 1632.598, 529.3193, 452.7166, 354.0286
204, 1363.049, 617.8615, 1848.728, 856.9333, 214.9847, 2595.936, 3782.729, 1906.619, 1540.433, 497.8953, 428.6027, 335.0572
204.1, 1296.132, 589.7479, 1764.927, 801.3923, 201.6619, 2508.586, 3724.906, 1909.57, 1453.471, 468.3368, 405.7732, 317.1024
204.2, 1295.979, 556.6946, 1799.485, 749.451, 189.1647, 2649.436, 3619.564, 1794.551, 1537.778, 440.5331, 384.1597, 300.1097
204.3, 1277.264, 525.4938, 1719.14, 700.8763, 177.4419, 2530.405, 3426.965, 1778.47, 1450.966, 414.38, 363.6974, 284.0277
204.4, 1327.696, 496.0418, 1790.289, 736.6018, 166.4457, 2505.815, 3362.524, 1740.978, 1378.859, 389.7796, 344.3251, 268.8074
204.5, 1267.386, 468.2404, 1730.76, 688.8599, 156.1308, 2438.179, 3232.708, 1733.887, 1301.018, 366.6396, 325.9846, 254.4028
204.6, 1222.222, 441.9972, 1652.307, 644.2123, 175.0112, 2445.26, 3286.544, 1629.45, 1253.959, 344.8734, 308.6211, 240.77
204.7, 1163.405, 417.2249, 1738.068, 602.4585, 164.1655, 2335.403, 3096.037, 1767.198, 1183.169, 324.3993, 292.1824, 792.8127
204.8, 1301.574, 393.8409, 1660.861, 563.4109, 153.992, 2332.409, 2994.603, 1722.608, 1116.376, 305.1407, 276.6193, 750.328
204.9, 1311.194, 371.7675, 1658.858, 526.8941, 144.449, 2370.864, 3035.757, 1618.85, 1152.814, 287.0255, 261.8852, 710.12
205, 1350.27, 350.9313, 1777.019, 492.7441, 135.4973, 2345.66, 2846.706, 1521.342, 1202.869, 269.9857, 247.9359, 672.0666
205.1, 1283.981, 331.2628, 1696.468, 460.8076, 127.1004, 2337.752, 2866.22, 1600.583, 1134.963, 253.9574, 234.7296, 636.0524
205.2, 1249.312, 398.5672, 1626.881, 430.9409, 143.62, 2328.208, 2804.301, 1504.175, 1070.891, 238.8808, 222.2267, 601.9681
205.3, 1343.819, 376.229, 1575.07, 590.0224, 548.4412, 2223.609, 2968.03, 1413.574, 1010.436, 224.6992, 210.3898, 569.7103
205.4, 1277.847, 381.8907, 1650.034, 622.0474, 1443.503, 2326.86, 2783.196, 1402.164, 1003.953, 211.3595, 479.2825, 539.181
205.5, 1374.617, 360.4871, 1658.619, 603.5699, 2104.575, 2282.755, 2700.156, 1317.708, 1076.514, 393.4189, 453.7535, 510.2878
205.6, 1307.133, 340.2831, 1583.435, 564.4503, 2038.633, 2251.158, 2577.705, 1287.456, 1225.43, 981.7181, 429.5844, 482.9429
205.7, 1242.962, 321.2114, 1511.66, 527.8661, 1912.297, 2198.874, 2709.318, 1419.748, 1470.594, 1646.932, 406.7025, 457.0633
205.8, 1253.595, 303.2086, 1443.138, 493.6532, 1806.015, 2282.27, 2540.595, 1393.942, 1387.575, 1884.599, 385.0396, 432.5706
205.9, 1284.984, 286.2149, 1377.723, 538.8359, 1694.094, 2179.735, 2382.38, 1385.019, 1309.242, 2209.717, 364.5304, 409.3903
206, 1312.252, 270.1736, 1403.565, 503.912, 1712.269, 2254.517, 2276.165, 1324.9, 1235.331, 2216.176, 431.9513, 387.4522
206.1, 1268.589, 310.1627, 1397.947, 471.2516, 2147.984, 2153.229, 2201.412, 1245.098, 1253.971, 2250.84, 408.9435, 366.6897
206.2, 1206.31, 292.7791, 1334.58, 440.708, 2548.786, 2117.805, 2064.319, 1236.067, 1337.602, 2117.215, 387.1611, 347.0398
206.3, 1202.427, 276.3699, 1274.085, 412.144, 2529.978, 2088.555, 1935.764, 1161.615, 1262.09, 2049.994, 493.1897, 328.4428
206.4, 1171.118, 260.8804, 1299.378, 385.4315, 2424.245, 2118.878, 2031.34, 1091.648, 1190.842, 1989.865, 466.92, 310.8425
206.5, 1113.624, 246.259, 1240.479, 396.9248, 2363.726, 2260.421, 1948.817, 1116.805, 1123.615, 1924.364, 710.4784, 294.1853
206.6, 1058.953, 232.457, 1184.249, 371.1986, 2330.304, 2198.188, 1883.408, 1049.537, 1060.184, 1810.12, 672.6348, 278.4207
206.7, 1090.628, 226.3338, 1179.015, 347.1398, 2185.892, 2105.739, 1859.069, 1103.479, 1059.736, 1884.716, 636.8069, 263.5009
206.8, 1055.369, 213.6486, 1316.435, 324.6404, 2075.915, 2011.135, 1743.295, 1037.014, 999.911, 1772.827, 602.8874, 249.3806
206.9, 1003.558, 221.0712, 1256.762, 303.5992, 2132.065, 2248.582, 1764.389, 974.5515, 943.4631, 1705.51, 570.7746, 236.017
207, 954.29, 208.681, 1339.499, 283.9218, 2057.78, 2147.56, 1716.013, 1131.833, 890.2019, 1604.259, 540.3723, 223.3695
207.1, 907.441, 219.1196, 1360.46, 265.5198, 2026.9, 2215.012, 1771.001, 1063.659, 839.9474, 1631.727, 511.5894, 211.3997
207.2, 1037.848, 206.8388, 1357.573, 248.3105, 2061.439, 2115.499, 1710.237, 999.5919, 792.5299, 1534.857, 484.3396, 200.0714
207.3, 1022.875, 195.2462, 1296.036, 232.2165, 1933.69, 2042.787, 1640.762, 939.3836, 834.4728, 1443.737, 458.5413, 189.3501
207.4, 1078.031, 184.3033, 1351.62, 217.1657, 1813.857, 2033.946, 1538.583, 1232.153, 1161.72, 1464.703, 434.1171, 179.2034
207.5, 1025.107, 173.9738, 1290.353, 203.0904, 1826.06, 2061.692, 1464.246, 1323.393, 1114.369, 1377.748, 410.9938, 169.6004
207.6, 974.7815, 164.2232, 1344.23, 189.9274, 1779.59, 2033.061, 1495.054, 1253.868, 1082.141, 1295.956, 389.1023, 160.5119
207.7, 926.9265, 155.0191, 1283.297, 177.6174, 1727.24, 2069.001, 1509.881, 1223.269, 1021.051, 1368.542, 368.3767, 151.9105
207.8, 881.4208, 146.3308, 1225.127, 166.1054, 1620.201, 1976.048, 1441.538, 1429.178, 963.4094, 1333.323, 348.7552, 143.7701
207.9, 863.5212, 138.1295, 1263.652, 155.3395, 1622.668, 1920.265, 1612.194, 1343.095, 909.0222, 1307.775, 330.1787, 136.0658
208, 821.1284, 130.3878, 1206.372, 145.2713, 1522.109, 1929.983, 1907.076, 1262.197, 857.7052, 1230.136, 312.5917, 128.7744
208.1, 780.8167, 123.08, 1151.689, 135.8558, 1441.905, 1951.354, 2128.491, 1233.94, 883.4192, 1357.637, 295.9416, 121.8738
208.2, 742.4839, 116.1819, 1173.158, 127.0505, 1447.837, 1863.686, 2014.22, 1159.616, 833.5476, 1316.54, 280.1783, 115.3429
208.3, 709.4462, 109.6703, 1168.232, 118.8158, 1399.077, 1893.923, 2071.595, 1089.769, 786.4914, 1277.494, 265.2546, 109.162
208.4, 674.6173, 103.5236, 1115.277, 111.1149, 1345.816, 1845.223, 1942.587, 1128.937, 761.7709, 1201.653, 251.1258, 103.3123
208.5, 641.4983, 97.72151, 1183.958, 103.9132, 1262.414, 1928.066, 1871.667, 1430.749, 718.7667, 1130.315, 237.7496, 97.77605
208.6, 647.0392, 92.24457, 1189.009, 97.17817, 1184.181, 1940.624, 1755.109, 1761.559, 678.1902, 1193.044, 225.0859, 92.53651
208.7, 639.6096, 87.07459, 1135.113, 90.87969, 1337.002, 1853.438, 1747.977, 1655.455, 639.9044, 1122.217, 213.0967, 87.57773
208.8, 608.2092, 82.19437, 1083.659, 84.98944, 1254.147, 1880.762, 1752.175, 1555.742, 700.4996, 1055.594, 201.7461, 307.5517
208.9, 578.3503, 77.58767, 1073.94, 79.48096, 1260, 1796.266, 1749.755, 1462.036, 660.9544, 992.9269, 191.0001, 587.2989
209, 626.4994, 73.23916, 1210.895, 74.3295, 1181.917, 1790.871, 1696.888, 1438.943, 664.7471, 933.9799, 180.8265, 555.8271
209.1, 595.7426, 69.13437, 1156.006, 69.51192, 1139.064, 1901.72, 1695.335, 1485.44, 729.9297, 1084.034, 171.1947, 526.0419
209.2, 566.4958, 65.25964, 1103.606, 65.0066, 1127.727, 1816.282, 1618.8, 1395.968, 736.1173, 1051.244, 162.0761, 497.8527
209.3, 617.3501, 61.60207, 1053.581, 60.79328, 1057.84, 1810.193, 1517.989, 1381.132, 723.6473, 988.8351, 153.4431, 471.1742
209.4, 587.0425, 58.14949, 1005.823, 56.85304, 1052.727, 1821.696, 1547.515, 1297.942, 682.7953, 930.1311, 145.2699, 445.9252
209.5, 558.2228, 54.89042, 985.3281, 53.16818, 1017.816, 1739.853, 1562.081, 1219.764, 644.2496, 989.7047, 137.5322, 495.1882
209.6, 547.6521, 51.81401, 940.6643, 49.72215, 980.3854, 1684.196, 1538.04, 1231.13, 607.8798, 978.0088, 130.2065, 468.6525
209.7, 520.7662, 48.91002, 954.1036, 46.49947, 987.5125, 1750.464, 1496.223, 1156.975, 573.5632, 1056.614, 123.271, 443.5387
209.8, 495.2002, 46.16879, 936.4686, 43.48567, 1072.246, 1771.085, 1403.046, 1087.287, 541.1839, 1301.868, 116.705, 419.7706
209.9, 493.1711, 43.58119, 985.2949, 40.6672, 1036.561, 1691.516, 1315.671, 1021.797, 510.6325, 1377.053, 110.4887, 594.686
210, 468.9598, 41.13862, 940.6326, 38.03141, 999.4108, 1615.521, 1233.738, 1082.281, 526.5994, 1295.301, 104.6035, 835.8318
210.1, 460.0234, 38.83295, 982.828, 35.56645, 956.207, 1626.865, 1283.726, 1054.935, 496.8713, 1218.403, 99.03184, 850.0682
210.2, 450.8279, 36.6565, 938.2775, 33.26125, 896.9498, 1661.104, 1287.966, 1090.115, 468.8214, 1299.409, 412.0178, 804.5154
210.3, 428.6954, 34.60203, 895.7465, 31.10547, 1060.446, 1586.476, 1207.758, 1095.025, 442.3551, 1283.471, 390.0717, 809.079
210.4, 485.0219, 32.66271, 855.1433, 29.08941, 1631.936, 1699.461, 1310.481, 1029.069, 417.3829, 1285.495, 871.1066, 850.7022
210.5, 461.2107, 30.83208, 816.3806, 27.20401, 1939.325, 1623.11, 1228.87, 1038.436, 393.8204, 1209.179, 951.3022, 939.5424
210.6, 438.5685, 29.10406, 779.375, 25.44082, 1819.143, 1550.189, 1152.343, 1014.373, 371.5881, 1137.394, 1042.749, 889.1949
210.7, 508.9344, 27.47288, 744.0468, 23.7919, 1804.53, 1556.69, 1129.084, 1021.336, 432.358, 1209.933, 1103.577, 841.5454
210.8, 537.773, 25.93312, 710.32, 22.24986, 2422.575, 1486.753, 1058.77, 959.8185, 407.9502, 1296.207, 1044.795, 796.4493
210.9, 604.172, 24.47966, 828.5715, 20.80777, 2556.023, 1431.982, 1124.979, 902.0059, 384.9202, 1340.439, 989.1442, 753.7698
211, 574.5114, 23.10767, 791.0133, 19.45914, 2588.339, 1601.387, 1054.921, 847.6755, 363.1903, 1260.861, 1016.946, 713.3773
211.1, 546.3068, 21.81256, 755.1576, 18.19792, 2473.334, 1529.442, 989.2261, 796.6176, 441.5958, 1270.151, 962.7784, 675.1494
211.2, 522.0931, 20.59005, 925.9553, 17.01844, 2501.78, 1460.729, 1019.205, 748.635, 416.6664, 1312.609, 1002.363, 638.97
211.3, 507.0366, 19.43605, 883.9828, 15.91541, 2366.153, 1395.104, 1074.253, 703.5425, 453.9637, 1234.683, 948.972, 604.7294
211.4, 537.8934, 18.34673, 843.9128, 14.88388, 2285.787, 1332.426, 1083.915, 661.1661, 428.3361, 1161.384, 898.425, 572.3236
211.5, 530.3511, 17.31846, 805.6592, 13.9192, 2281.132, 1488.825, 1016.415, 621.3422, 404.1553, 1092.436, 850.5704, 541.6544
211.6, 504.3146, 16.34782, 769.1396, 13.01704, 2277.446, 1421.937, 953.1174, 583.917, 381.3395, 1119.194, 805.2648, 512.6286
211.7, 479.5562, 15.43158, 849.1498, 12.17336, 2136.31, 1358.054, 893.7621, 629.0391, 359.8118, 1052.751, 762.3724, 485.1582
211.8, 472.6384, 14.5667, 810.6588, 11.38436, 2232.098, 1341.662, 951.2103, 622.6182, 339.4994, 1051.866, 721.7646, 459.1599
211.9, 449.4351, 13.75029, 773.9126, 10.6465, 2172.733, 1354.992, 891.9738, 711.6461, 320.3336, 1049.529, 771.6878, 434.5548
212, 461.3993, 12.97963, 738.832, 9.956457, 2038.086, 1368.565, 916.3661, 668.7816, 302.2498, 987.222, 846.0394, 411.2682
212.1, 438.7478, 12.25217, 705.3416, 9.311142, 2149.667, 1429.832, 859.2995, 698.5848, 285.187, 928.6137, 800.9752, 389.2295
212.2, 431.4213, 11.56548, 795.4351, 8.707652, 2016.45, 1365.594, 847.4484, 672.8519, 269.0873, 1032.179, 808.6968, 368.3718
212.3, 414.4869, 10.91728, 759.3789, 8.143276, 1966.416, 1345.22, 794.6736, 649.5557, 253.8965, 970.902, 817.5156, 513.2815
212.4, 429.085, 10.3054, 724.9572, 7.61548, 1844.555, 1349.26, 775.6868, 610.4311, 239.5633, 1004.992, 773.9707, 688.9836
212.5, 408.0199, 9.72782, 692.0957, 7.121892, 1872.139, 1443.724, 727.381, 573.6631, 226.0393, 945.3284, 732.7452, 652.0629
212.6, 387.989, 9.182611, 789.7242, 6.660296, 1829.595, 1378.862, 747.2388, 539.1097, 213.2787, 889.2072, 790.4134, 617.1206
212.7, 373.5648, 8.667958, 773.6949, 6.228617, 1784.67, 1405.238, 700.7045, 737.7902, 201.2385, 961.4164, 748.312, 584.0508
212.8, 476.4796, 8.18215, 738.6243, 5.824917, 1734.019, 1342.105, 657.0682, 693.351, 189.878, 1002.394, 739.2861, 552.7531
212.9, 466.8122, 7.723569, 705.1432, 5.447382, 1760.785, 1375.897, 717.1698, 651.5885, 179.1588, 942.8848, 744.908, 523.1326
213, 452.3807, 7.290691, 705.6143, 5.094317, 1748.975, 1376.6, 672.5081, 612.3414, 169.0448, 886.9087, 789.8597, 495.0993
213.1, 473.5919, 6.882074, 673.6296, 4.764136, 1719.402, 1314.754, 630.6277, 575.4584, 159.5017, 834.2557, 1091.727, 468.5683
213.2, 450.3418, 6.496358, 643.0947, 4.455354, 1697.473, 1348.265, 591.3555, 540.7969, 150.4974, 784.7285, 1153.02, 443.459
213.3, 428.2331, 21.25598, 613.944, 4.166586, 1697.023, 1287.692, 554.5289, 508.2231, 142.0014, 891.0775, 1291.73, 419.6953
213.4, 407.2098, 20.06466, 586.1146, 3.896534, 1591.857, 1229.84, 641.1836, 477.6114, 133.985, 838.177, 1222.926, 397.205
213.5, 442.1479, 110.2724, 675.4006, 3.643985, 1493.208, 1308.26, 601.2539, 448.8434, 126.4211, 788.4171, 1157.787, 375.9198
213.6, 423.2768, 104.092, 644.7855, 3.407805, 1400.672, 1352.915, 563.8109, 421.8083, 195.1775, 810.7114, 1173.383, 355.7753
213.7, 402.4968, 98.25806, 615.558, 3.186932, 1454.376, 1292.133, 528.6996, 396.4016, 368.9592, 851.9136, 1131.598, 336.7103
213.8, 382.737, 92.75105, 649.2421, 2.980375, 1421.839, 1234.081, 495.7748, 372.5252, 378.4327, 801.3382, 1095.526, 490.3668
213.9, 363.9473, 87.55269, 644.1384, 2.787206, 1400.37, 1178.638, 557.5101, 350.0869, 357.069, 753.7653, 1109.992, 464.0894
214, 523.0474, 82.64568, 614.9404, 2.606557, 1313.588, 1286.465, 522.7912, 329.0002, 336.9114, 779.5776, 1050.869, 439.2201
214.1, 520.1899, 78.01368, 636.4273, 2.437616, 1256.349, 1228.669, 490.2344, 309.1836, 404.2717, 791.845, 994.8942, 415.6835
214.2, 499.6849, 73.64129, 625.9522, 2.279625, 1244.544, 1212.956, 459.7051, 290.5605, 381.4493, 744.8356, 1364.115, 393.4082
214.3, 475.1538, 69.51395, 597.5785, 2.131874, 1218.197, 1195.256, 524.0137, 273.0592, 359.9154, 804.4852, 1291.455, 678.3389
214.4, 451.8271, 65.61794, 570.491, 1.993699, 1199.718, 1207.837, 491.3808, 335.2372, 339.5971, 920.3748, 1222.666, 641.9885
214.5, 451.6104, 61.94029, 600.8067, 1.86448, 1252.632, 1196.32, 460.7801, 315.0449, 385.0256, 932.7199, 1157.541, 607.5861
214.6, 463.8393, 58.46876, 573.5728, 1.743636, 1175.005, 1142.573, 432.0851, 296.0688, 441.3703, 877.3472, 1095.885, 575.0272
214.7, 462.7157, 55.1918, 547.5734, 1.630625, 1102.189, 1091.241, 405.177, 278.2357, 416.4537, 1109.1, 1037.512, 544.2131
214.8, 448.0127, 52.09849, 522.7526, 1.524938, 1223.837, 1126.408, 379.9446, 261.4768, 496.2645, 1043.256, 982.2491, 515.0502
214.9, 426.0184, 49.17856, 562.7479, 1.426101, 1147.995, 1132.604, 573.9691, 426.4105, 507.4935, 981.3216, 929.9297, 487.45
215, 405.1038, 88.46835, 594.2097, 1.33367, 1076.852, 1323.586, 538.2252, 418.2414, 579.6675, 923.0636, 880.397, 461.3289
215.1, 385.216, 83.51002, 723.5492, 1.24723, 1043.262, 1412.423, 1081.427, 525.4816, 704.2774, 868.2642, 833.5027, 436.6076
215.2, 366.3046, 78.82958, 690.7515, 1.166392, 978.6098, 1396.43, 1256.962, 493.8304, 664.5189, 816.7181, 789.1062, 413.211
215.3, 348.3216, 74.41147, 659.4406, 1.090794, 926.9767, 1495.636, 1281.697, 525.5324, 627.0048, 768.2321, 747.0745, 391.0681
215.4, 331.2214, 70.24097, 664.0529, 1.020096, 869.5309, 1534.175, 1201.879, 493.8781, 698.9596, 722.6245, 707.2816, 370.1118
215.5, 314.9607, 66.30422, 633.9521, 0.9539794, 1022.176, 1509.87, 1247.358, 464.1304, 659.5013, 679.7245, 669.6082, 350.2786
215.6, 299.4983, 62.58811, 605.2158, 0.8921484, 958.8304, 1442.036, 1169.679, 436.1745, 638.7069, 639.3714, 633.9415, 331.5081
215.7, 290.5027, 59.08027, 577.782, 0.834325, 899.4106, 1488.495, 1190.837, 409.9024, 602.65, 601.4139, 600.1746, 313.7435
215.8, 276.241, 55.76903, 662.3744, 0.7802492, 843.6732, 1421.622, 1172.899, 385.2128, 972.7896, 565.7099, 568.2064, 296.9308
215.9, 262.6795, 52.64338, 632.3497, 0.7296784, 882.6108, 1458.526, 1114.629, 362.0103, 1524.515, 532.1255, 537.9409, 281.0191
216, 249.7837, 49.6929, 645.4462, 0.6823852, 872.3701, 1393, 1128.883, 340.2054, 1881.542, 500.5349, 509.2874, 265.9601
216.1, 237.5211, 339.1325, 643.6697, 0.6381572, 874.1221, 1398.342, 1058.582, 319.7139, 2188.977, 470.8197, 482.1602, 251.708
216.2, 225.8604, 461.8698, 668.3945, 0.5967959, 953.9085, 1412.852, 992.6591, 300.4566, 2229.142, 442.8686, 456.478, 238.2196
216.3, 214.7723, 553.2405, 687.6276, 0.5581154, 894.7938, 1349.377, 930.8413, 282.3592, 2103.3, 416.5768, 432.1637, 225.4541
216.4, 204.2284, 665.4852, 690.8268, 0.5219418, 993.8705, 1365.706, 1011.919, 265.3519, 2621.882, 391.846, 409.1445, 213.3726
216.5, 194.2022, 1042.088, 659.5125, 0.4881128, 932.2793, 1311.475, 948.9019, 249.369, 2597.365, 368.5833, 387.3514, 201.9386
216.6, 184.6683, 983.6828, 629.6175, 0.4564764, 930.1237, 1289.669, 889.8091, 234.3488, 2539.722, 346.7017, 366.7192, 191.1172
216.7, 175.6023, 1160.412, 703.4749, 0.4268905, 872.4829, 1231.728, 834.3964, 220.2333, 2444.824, 326.119, 347.1859, 180.8758
216.8, 166.9815, 1095.375, 671.5872, 0.3992221, 818.4142, 1295.294, 782.4344, 206.968, 2383.086, 306.7584, 328.693, 171.1832
216.9, 158.7838, 1078.953, 641.1449, 0.373347, 879.882, 1237.1, 891.4948, 1045.051, 2353.363, 288.5471, 311.1852, 162.0099
217, 150.9887, 1049.323, 612.0825, 301.4681, 843.54, 1303.578, 835.977, 1944.457, 2370.907, 271.417, 294.6099, 153.3282
217.1, 143.5762, 1030.342, 829.0034, 533.4792, 806.7109, 1327.427, 783.9166, 2759.803, 2237.062, 255.3038, 278.9175, 145.1118
217.2, 136.5276, 972.5953, 791.4256, 722.228, 756.7182, 1309.327, 816.4164, 3090.403, 2141.05, 240.1472, 264.061, 137.3357
217.3, 129.825, 1111.276, 755.5512, 675.4177, 747.605, 1349.075, 877.7711, 2966.92, 2020.182, 225.8904, 249.9958, 129.9762
217.4, 123.4515, 1048.993, 721.3029, 631.6414, 796.4403, 1409.013, 823.108, 2889.044, 1906.136, 212.48, 236.6798, 123.0112
217.5, 117.3909, 990.2003, 725.1141, 666.5378, 747.084, 1380.726, 771.849, 2997.639, 2029.737, 199.8657, 224.073, 116.4193
217.6, 111.6278, 934.7031, 692.2455, 639.7153, 741.9933, 1381.524, 723.7822, 2859.522, 1915.153, 188.0003, 212.1378, 110.1807
217.7, 106.1477, 905.7745, 764.9013, 598.2529, 766.5928, 1319.456, 678.7087, 2775.903, 1807.037, 176.8393, 200.8383, 104.2765
217.8, 100.9366, 855.009, 730.2292, 583.8667, 719.0862, 1377.574, 636.4421, 2716.237, 1705.024, 166.3409, 190.1406, 98.68856
217.9, 95.98127, 884.725, 697.1287, 546.0241, 707.0839, 1315.684, 596.8077, 2732.284, 1777.474, 156.4658, 180.0128, 93.40011
218, 91.26926, 835.1393, 724.1995, 510.6342, 663.2652, 1386.885, 632.3798, 2698.557, 1677.13, 147.1769, 170.4244, 88.39505
218.1, 86.78857, 788.3327, 691.3724, 477.5381, 622.1619, 1372.762, 592.9984, 2753.123, 1602.555, 138.4395, 161.3468, 83.6582
218.2, 82.52785, 864.1531, 660.0333, 446.5871, 583.6059, 1398.852, 649.528, 2640.124, 1512.086, 130.2208, 152.7526, 79.17519
218.3, 78.4763, 820.0826, 640.4059, 417.6422, 708.1699, 1336.006, 609.0787, 2624.903, 1582.17, 122.49, 144.6163, 74.9324
218.4, 74.62366, 774.1199, 730.3643, 407.8596, 664.2839, 1334.604, 571.1483, 2536, 1492.852, 115.2181, 136.9133, 70.91698
218.5, 70.96015, 785.8658, 697.2577, 381.4247, 623.1175, 1293.062, 635.2795, 2535.484, 1519.469, 108.378, 129.6206, 67.11674
218.6, 67.4765, 741.8209, 676.4995, 356.7031, 601.6274, 1234.969, 660.7197, 2487.491, 1450.362, 101.9439, 122.7164, 63.52013
218.7, 64.16387, 789.5114, 645.8345, 333.5839, 588.7975, 1350.915, 619.5734, 2440.991, 1368.485, 95.89182, 610.226, 60.11626
218.8, 61.01387, 800.4971, 616.5596, 311.963, 631.7285, 1290.222, 580.9895, 2534.709, 1291.23, 90.19902, 811.9929, 56.8948
218.9, 58.01851, 755.6321, 639.1017, 291.7436, 592.5797, 1232.257, 544.8084, 2382.036, 1253.354, 84.84418, 943.2297, 53.84596
219, 55.1702, 732.3796, 691.6364, 272.8346, 555.8569, 1335.896, 510.8805, 2338.742, 1207.72, 79.80725, 892.9886, 50.96051
219.1, 52.46173, 728.2269, 662.4739, 300.5144, 521.4099, 1275.879, 479.0654, 2350.507, 1139.541, 75.06934, 845.4236, 48.22967
219.2, 49.88622, 687.4124, 686.6296, 378.7235, 489.0975, 1218.558, 449.2317, 2208.929, 1075.21, 70.61271, 800.3922, 45.64518
219.3, 47.43716, 648.8854, 655.5054, 354.5627, 458.7876, 1269.093, 421.2558, 2293.224, 1014.511, 66.42065, 757.7593, 43.19918
219.4, 45.10832, 612.5176, 801.1329, 331.5822, 430.3561, 1245.6, 460.4094, 2306.304, 1196.217, 62.47747, 717.3973, 40.88425
219.5, 42.89382, 578.1882, 801.679, 310.0911, 403.6865, 1189.64, 509.6272, 2167.389, 1450.728, 58.76838, 679.1851, 38.69337
219.6, 40.78803, 545.7828, 828.5286, 289.9929, 378.6696, 1136.193, 477.8902, 2072.4, 1368.831, 55.27948, 643.0084, 36.6199
219.7, 38.78562, 515.1937, 859.9543, 271.1974, 355.203, 1085.148, 448.1296, 1947.573, 1291.556, 51.99771, 608.7585, 34.65754
219.8, 36.88151, 486.3189, 824.9192, 253.6201, 348.8651, 1227.742, 420.2224, 2098.279, 1263.321, 48.91077, 576.333, 32.80034
219.9, 35.07088, 459.0625, 787.5266, 237.182, 367.5309, 1172.584, 394.053, 1971.893, 1225.453, 46.00709, 1113.297, 31.04266
220, 33.34915, 433.3336, 820.7089, 241.7263, 344.7546, 1170.61, 369.5134, 1882.609, 1156.273, 43.27579, 1252.382, 29.37917
