 , C000, C001, C002, C004, C005, C006, C008, C011, C012, C015, C017, C020, C021, C024, C028, C030, C035, C036, C037, C039, C049, C051, C054, C065
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 0, 0, 164.2209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68.96307, 0, 0, 0, 0, 0, 0, 0
0.2, 0, 0, 0, 0, 224.3094, -9.536743e-07, 0, 0, 280.4312, 7.252525, 0, 0, 0, 0, -3.051758e-05, 0, 65.61407, 0, 0, 0, 0, 249.642, 0, 64.30835
0.3, -7.629395e-06, 0, 0, 0, 210.9483, -9.536743e-07, 0, -1.907349e-06, 262.9734, 6.716728, 0, 0, 0, 0, 0, 0, 62.42767, 0, 0, 0, 0, 235.3059, 6.103516e-05, 61.30127
0.4, 0, 0, 0, 0, 198.3831, -9.536743e-07, 0, -1.907349e-06, 483.1084, 6.220512, 0, 0, 0, 0, -3.051758e-05, 0, 59.39603, 0, 0, 0, 0, 221.793, 6.103516e-05, 58.43494
0.5, 0, 0, 0, 0, 186.5664, 0, 0, -1.907349e-06, 611.7866, 5.760956, 0, 0, 0, 0, -3.051758e-05, -1.525879e-05, 56.5116, 0, 0, 257.5663, 0, 209.056, 52.77441, 55.70251
0.6, 72.02399, 0, 12.15981, 0, 175.4535, 19.47412, 153.0086, 29.66417, 822.6324, 5.335358, 0, 0, 0, 0, -3.051758e-05, -1.525879e-05, 53.76724, 0, 0, 243.7198, 121.566, 197.0505, 50.13568, 149.4362
0.7, 339.4822, 194.4303, 125.1842, 0, 165.0025, 22.42722, 175.5579, 28.16968, 860.7238, 4.9412, 7.629395e-06, 87.33303, 0, 32.19177, -3.051758e-05, -1.525879e-05, 51.15616, 0, 0, 230.6179, 132.9548, 185.7344, 47.62891, 209.1603
0.8, 416.9846, 664.1205, 119.6106, 0, 155.1741, 20.84172, 165.4843, 26.75048, 1066.68, 103.6423, 1.525879e-05, 82.05917, 0, 30.52421, -3.051758e-05, -1.525879e-05, 48.67188, 0, 0, 218.2202, 126.4201, 175.0684, 287.2894, 199.38
0.9, 396.3865, 628.0502, 220.3057, 0, 145.9311, 19.36831, 155.9887, 25.40278, 1000.275, 95.98548, 18.48896, 77.1038, 84.85899, 28.94302, -3.051758e-05, -7.629395e-06, 46.30823, 0, 0, 206.489, 120.2065, 165.0147, 272.9249, 190.0571
1, 376.8059, 593.9389, 210.4969, 0, 137.2386, 83.7549, 190.1216, 24.12298, 1172.736, 88.89436, 35.70743, 72.44766, 80.27529, 27.44374, -3.051758e-05, -7.629395e-06, 44.05936, 0, 0, 290.7959, 114.2984, 155.5384, 323.3432, 288.5723
1.1, 358.1925, 561.6803, 201.1248, 0, 129.064, 77.83383, 179.2123, 22.90766, 1167.341, 82.32713, 33.20266, 68.0727, 75.93919, 35.43088, 0, -1.525879e-05, 41.91974, 0, 0, 275.1631, 190.8484, 146.6063, 307.176, 675.4895
1.2, 340.4986, 531.1738, 192.17, 0, 121.3762, 106.3433, 168.929, 21.75356, 1254.843, 76.24504, 30.8736, 63.96194, 84.94202, 51.46126, -3.051758e-05, -7.629395e-06, 84.6756, 0, 0, 388.5009, 181.4682, 138.1872, 300.5941, 1175.739
1.3, 323.6787, 502.3241, 183.6139, 0, 114.1464, 98.82537, 159.2358, 20.65761, 1176.724, 70.6123, 28.70792, 60.09941, 106.4135, 48.79552, -1.525879e-05, 0, 80.56354, 0, 0, 367.6157, 172.5491, 130.2515, 314.8814, 1120.762
1.4, 307.6897, 475.0414, 175.4388, 0, 107.3472, 98.75129, 150.0988, 19.61688, 1327.88, 124.2291, 44.51131, 56.47014, 100.6655, 46.26786, -3.051758e-05, 0, 207.947, 0, 0, 347.8532, 164.0683, 122.7715, 336.849, 1199.318
1.5, 292.4906, 449.2404, 167.6276, 0, 100.9531, 176.7909, 141.486, 18.62857, 1361.442, 115.0514, 119.5098, 53.06003, 95.22802, 93.81541, -1.525879e-05, 7.629395e-06, 197.8485, 0, 0, 329.1532, 213.3712, 115.7211, 320.0065, 1273.4
1.6, 278.0422, 424.8409, 160.1643, 0, 94.93976, 164.2926, 133.3675, 17.69006, 1383.508, 106.5518, 111.1266, 49.85585, 90.08424, 88.95568, -1.525879e-05, 0, 188.2404, 0, 0, 311.4584, 202.884, 109.0756, 304.0061, 1213.856
1.7, 264.3075, 401.7665, 160.4281, 0, 89.28464, 166.5099, 125.7148, 16.79882, 1368.519, 226.824, 120.4184, 46.84516, 108.1745, 195.4133, -1.525879e-05, 7.629395e-06, 223.14, 0, 0, 294.7149, 192.9123, 102.8117, 288.8058, 1298.738
1.8, 251.2513, 379.9453, 153.2853, 0, 83.96637, 195.7816, 118.5012, 15.9525, 1475.974, 210.0669, 236.7361, 44.01628, 113.4139, 185.2907, -1.525879e-05, 7.629395e-06, 345.0038, 0, 0, 278.8715, 183.4306, 96.90753, 274.3655, 1254.875
1.9, 238.8401, 430.7652, 232.0076, 0, 78.96487, 243.1375, 111.7015, 15.1488, 1475.681, 194.5478, 220.1298, 41.35823, 167.6157, 300.8799, -1.525879e-05, 7.629395e-06, 328.2495, 0, 0, 263.8798, 338.9626, 91.34247, 260.6472, 1349.955
2, 227.0419, 429.6535, 294.279, 0, 74.26131, 465.959, 105.292, 14.3856, 1556.164, 180.1752, 204.6884, 447.208, 286.749, 515.2222, -1.525879e-05, 0, 312.3088, 3.533993, 0, 344.0998, 395.9381, 86.09698, 263.3608, 1286.831
2.1, 215.8266, 556.7541, 363.9677, 0, 69.83791, 443.6457, 99.25029, 13.66085, 1517.491, 166.8644, 190.3301, 420.2021, 394.0334, 531.7391, -3.051758e-05, 0, 297.1422, 3.358873, 0, 393.8428, 376.4778, 81.15268, 264.5481, 1226.66
2.2, 205.1652, 526.5151, 361.025, 0, 65.67798, 412.2821, 93.55525, 12.97261, 1593.093, 154.537, 176.9791, 394.827, 372.7495, 637.3638, -4.577637e-05, 7.629395e-06, 282.7122, 3.19243, 0, 452.0925, 357.9739, 76.49231, 307.8572, 1352.797
2.3, 195.0305, 497.9185, 344.9509, 0, 61.76585, 383.1358, 88.187, 12.31905, 1599.165, 143.1203, 222.5546, 370.9843, 495.4083, 604.3477, -3.051758e-05, 7.629395e-06, 268.9829, 3.034236, 0, 502.543, 340.3795, 72.09961, 292.4643, 1390.702
2.4, 185.3965, 470.875, 329.5924, 0, 58.08674, 356.0499, 83.12679, 11.69841, 1499.726, 132.547, 350.8178, 348.5813, 468.6486, 573.0418, -4.577637e-05, 7.629395e-06, 255.9204, 2.88388, 0, 558.5938, 323.6499, 67.95914, 277.841, 1378.863
2.5, 176.2383, 445.3004, 314.9178, 0, 54.62679, 330.8789, 78.35692, 11.10904, 1449.689, 122.7548, 335.6491, 327.5312, 625.9465, 543.3577, -3.814697e-05, 7.629395e-06, 243.4922, 2.740975, 0, 528.5646, 307.7425, 64.05643, 280.6028, 1440.191
2.6, 167.5325, 421.1147, 300.8966, 0, 51.37292, 307.4874, 73.86076, 10.54936, 1449.337, 113.6861, 328.63, 307.7523, 592.1357, 515.2112, -3.051758e-05, 7.629395e-06, 231.6676, 2.605152, 0, 609.7665, 292.617, 60.37787, 266.5726, 1394.783
2.7, 159.2568, 398.2427, 331.4997, 0, 48.31287, 285.7495, 69.62259, 10.01788, 1562.108, 105.2873, 305.5777, 289.1678, 560.1512, 488.5227, -2.288818e-05, 1.144409e-05, 220.4171, 2.476058, 0, 576.9865, 278.2349, 56.91055, 253.244, 1573.922
2.8, 151.3898, 376.613, 358.1082, 13.27694, 45.4351, 265.5484, 65.6276, 9.513178, 1495.442, 97.509, 284.1424, 271.7056, 529.8944, 463.2167, -3.051758e-05, 1.525879e-05, 209.7131, 2.353362, 0, 601.0775, 264.5596, 53.64233, 240.5817, 1537.518
2.9, 143.9115, 436.1782, 348.3734, 12.19633, 42.72874, 246.7754, 61.86185, 9.0339, 1459.976, 90.30533, 306.2359, 255.2979, 501.2719, 608.9491, -3.051758e-05, 1.525879e-05, 199.5289, 2.236746, 0, 646.7275, 251.5565, 50.5618, 228.5526, 1657.979
3, 136.8026, 554.1312, 375.5667, 11.20367, 40.18359, 229.3296, 133.7223, 8.57877, 1415.435, 83.63385, 284.7544, 239.881, 474.1955, 583.4028, -3.051758e-05, 1.525879e-05, 189.8392, 2.125909, 0, 864.9101, 319.161, 318.5305, 258.2532, 1606.287
3.1, 130.0449, 625.4683, 408.1761, 10.29181, 37.79004, 213.1171, 126.0492, 8.146567, 1565.177, 77.45524, 264.7798, 225.3951, 448.5816, 553.1819, -3.051758e-05, 1.525879e-05, 180.6201, 2.020563, 0, 878.4677, 303.4743, 300.2382, 245.3405, 1643.107
3.2, 123.621, 715.3532, 427.5167, 9.45416, 35.53906, 198.0507, 200.3382, 7.73614, 1545.253, 71.73309, 246.2063, 211.784, 424.3512, 524.5266, -3.051758e-05, 1.525879e-05, 171.8487, 1.920438, 0, 831.2426, 288.5586, 282.9964, 233.0735, 1717.065
3.3, 117.5144, 676.5002, 408.4822, 8.684688, 33.42216, 184.0495, 188.8427, 7.34639, 1502.454, 66.43366, 228.9357, 198.9948, 401.4297, 497.3555, -3.814697e-05, 1.525879e-05, 163.5033, 1.825275, 0, 915.8026, 274.3759, 347.9694, 221.4198, 1688.316
3.4, 111.7094, 639.7575, 405.0932, 7.977842, 31.43136, 171.0381, 178.0068, 6.976277, 1417.999, 61.52575, 212.8766, 186.9779, 379.7463, 471.592, -3.051758e-05, 1.144409e-05, 246.2553, 1.734827, 0, 866.5705, 260.8904, 484.7235, 210.3488, 1748.27
3.5, 106.1912, 605.0104, 387.057, 7.328527, 29.55914, 158.9465, 167.7927, 6.624809, 1417.257, 56.98041, 197.944, 175.6867, 359.2341, 447.1631, -3.051758e-05, 1.144409e-05, 234.2965, 1.648861, 0, 819.985, 248.0676, 535.6377, 199.8313, 1666.521
3.6, 100.9456, 572.1505, 369.8238, 6.732059, 27.79844, 147.7098, 158.1646, 6.291049, 1443.959, 52.77087, 184.0588, 165.0774, 339.8299, 425.9586, -3.051758e-05, 254.3675, 222.9184, 1.567155, 0, 860.1329, 235.8751, 504.8776, 189.8397, 1767.991
3.7, 95.95914, 541.0753, 353.358, 6.184138, 26.14261, 137.2674, 162.123, 5.974103, 1433.91, 48.87233, 171.1477, 155.1087, 321.4738, 403.8935, -3.051758e-05, 291.0111, 212.0929, 1.489498, 0, 858.6025, 224.2819, 475.884, 180.3477, 1782.752
3.8, 91.21898, 511.6878, 337.6252, 5.680812, 24.58542, 127.5633, 152.8203, 5.673126, 1344.644, 45.26179, 159.1422, 145.742, 304.1093, 382.9714, -2.670288e-05, 276.1476, 201.7931, 1.415688, 0, 812.4453, 213.2584, 448.5555, 171.3303, 1822.473
3.9, 86.71297, 483.8965, 322.593, 5.218452, 39.50121, 118.5452, 144.0514, 5.387312, 1260.935, 41.91799, 147.9789, 136.941, 287.6826, 363.1331, -1.907349e-05, 262.0432, 300.1155, 1.345537, 0, 768.7695, 202.7768, 422.7963, 162.7637, 1936.659
4, 82.42954, 457.6147, 308.23, 4.793723, 37.14831, 110.1646, 135.7856, 5.115897, 1272.956, 38.82122, 137.5986, 128.6714, 272.1433, 344.3224, -1.907349e-05, 248.6591, 285.541, 1.278861, 0, 727.4415, 192.8103, 398.5164, 154.6255, 2007.079
4.1, 78.3577, 432.7603, 294.5065, 4.403563, 34.93555, 102.3765, 160.362, 4.858156, 1240.102, 35.95322, 127.9465, 120.9012, 257.4434, 326.4861, -2.288818e-05, 345.1112, 271.6744, 1.21549, 0, 756.543, 183.3337, 375.6308, 146.8942, 1961.421
4.2, 74.48701, 409.2557, 281.394, 4.045157, 65.70997, 95.13897, 151.1604, 4.6134, 1207.362, 33.29711, 118.9715, 113.6003, 243.5375, 309.5738, -1.907349e-05, 327.4844, 258.4811, 1.155259, 0, 764.8465, 174.3229, 354.0595, 139.5495, 1937.007
4.3, 70.80752, 387.0278, 272.444, 3.715923, 61.79593, 88.41311, 142.4867, 4.380976, 1289.824, 66.06613, 110.626, 106.7402, 230.3827, 293.5376, -1.907349e-05, 310.7579, 245.9286, 1.098012, 0, 777.4569, 165.7549, 333.7269, 132.572, 1995.562
4.4, 67.30978, 366.0072, 260.3139, 3.413484, 58.11503, 82.16273, 134.3107, 4.16026, 1209.908, 61.18537, 102.8659, 100.2944, 217.9384, 278.332, -1.907349e-05, 294.8857, 233.9857, 1.043602, 0, 803.6721, 157.6081, 314.562, 182.5555, 1902.251
4.5, 134.1821, 346.1283, 248.7238, 3.135661, 54.65339, 76.35422, 126.6039, 3.950665, 1134.587, 56.66518, 95.6502, 94.2378, 206.1664, 263.9142, -1.525879e-05, 279.8242, 222.6227, 0.9918886, 0, 760.468, 149.8616, 296.4976, 173.4277, 2055.041
4.6, 127.5538, 327.329, 237.6497, 14.10577, 51.39794, 70.95634, 119.3393, 3.751629, 1186.756, 68.31817, 88.94064, 88.54698, 195.0302, 250.2431, -1.144409e-05, 265.5321, 211.8115, 0.9427375, 0, 821.2792, 142.496, 279.4706, 164.7563, 2023.828
4.7, 175.1243, 309.5508, 227.0687, 12.9577, 48.3364, 65.94007, 112.4915, 3.562621, 1245.939, 63.27104, 82.70174, 83.19982, 184.4956, 237.2803, -1.144409e-05, 251.9699, 250.7894, 0.896022, 0, 795.1941, 135.4923, 457.4641, 156.5185, 2047.22
4.8, 188.3056, 292.7382, 216.9588, 11.90308, 77.29243, 61.27843, 106.0367, 3.383135, 1168.375, 58.59677, 95.03999, 78.17556, 174.53, 224.9889, -1.144409e-05, 379.0504, 238.6104, 0.8516214, 0, 752.4456, 128.8329, 469.1461, 148.6925, 2081.007
4.9, 193.254, 276.8387, 207.299, 10.93429, 72.68848, 56.94634, 99.95228, 3.212691, 1188.931, 64.14044, 234.095, 73.4547, 165.1026, 213.3343, 138.3595, 359.6902, 227.0228, 0.8094209, 0, 732.8039, 122.5007, 490.1346, 141.2579, 1983.7
5, 183.7076, 261.8027, 198.0693, 10.04435, 68.35876, 52.92051, 94.21696, 3.050834, 1133.115, 59.40194, 249.3535, 69.01894, 156.1846, 202.2833, 130.6829, 341.3188, 258.7769, 0.7693117, 0, 754.4026, 116.4798, 638.47, 134.195, 1890.943
5.1, 174.6329, 247.5834, 189.2506, 9.226838, 64.28695, 49.17928, 88.81075, 2.897132, 1076.199, 55.01351, 231.8622, 64.85103, 147.7482, 191.8048, 123.4323, 323.8857, 287.9047, 0.73119, 0, 713.847, 110.7549, 601.8046, 127.4852, 2007.289
5.2, 166.0064, 294.0369, 180.8245, 8.475867, 60.45768, 45.70255, 83.71474, 2.751173, 1094.962, 50.94928, 233.523, 60.93481, 139.7675, 181.8692, 116.584, 307.343, 273.9233, 0.6949573, 0, 731.8373, 105.3113, 621.0164, 121.1109, 1913.429
5.3, 157.8061, 384.6081, 172.7735, 7.786018, 114.4256, 42.4716, 78.91113, 2.612569, 1026.796, 47.18531, 217.1421, 57.25509, 132.2179, 172.4482, 110.1156, 291.6453, 280.1208, 0.66052, 0, 717.2458, 100.1352, 585.3533, 115.0554, 1963.528
5.4, 242.9488, 430.4691, 181.4205, 7.152315, 107.6098, 39.46906, 74.38317, 2.480947, 1075.482, 43.6994, 201.9102, 53.79758, 125.0761, 163.5152, 240.7554, 276.7493, 455.2336, 0.6277893, 0, 813.4547, 95.21358, 580.3357, 109.3026, 1871.715
5.5, 230.9477, 425.6111, 173.343, 6.570189, 101.1999, 36.67879, 70.11502, 2.355956, 1112.451, 40.47103, 187.7469, 50.54886, 118.32, 155.0449, 455.5418, 262.6142, 433.1263, 0.5966804, 0, 827.1044, 90.53384, 547.0088, 103.8374, 1784.194
5.6, 248.9955, 447.8634, 165.6252, 6.035443, 95.17192, 34.08578, 66.09178, 2.237262, 1043.299, 37.48115, 174.577, 47.49632, 111.9289, 147.0134, 439.5387, 249.201, 412.0924, 0.5671131, 0, 782.6404, 86.08411, 805.952, 98.64555, 1700.766
5.7, 258.9196, 423.5386, 158.2509, 5.544219, 89.50297, 31.67608, 62.2994, 2.124548, 1067.997, 34.71216, 162.331, 44.62812, 105.883, 139.398, 415.1519, 236.4729, 392.0801, 0.5390109, 0, 740.5668, 81.85308, 925.9685, 93.71326, 1653.145
5.8, 261.5517, 400.535, 151.205, 5.092976, 84.17169, 29.43673, 87.75347, 2.017512, 1001.51, 32.14774, 150.944, 41.93312, 100.1637, 132.177, 444.6343, 224.3949, 373.0396, 0.5123013, 0, 741.5888, 77.83001, 872.7929, 282.9763, 1630.482
5.9, 377.4685, 427.8616, 144.4729, 4.67846, 79.15797, 27.3557, 158.8717, 1.915869, 1069.276, 29.77276, 140.3557, 39.40088, 94.75332, 125.3301, 419.9649, 212.9337, 354.9238, 0.4869152, 0, 701.7221, 74.00467, 822.671, 268.8275, 1723.367
6, 416.7206, 519.408, 138.0404, 21.25011, 74.4429, 25.42178, 149.7556, 1.819347, 1032.803, 27.57324, 130.5102, 37.02154, 89.63518, 118.8379, 396.6641, 202.058, 364.2836, 0.4627871, 0, 852.8112, 70.36735, 775.4275, 255.3861, 1727.663
6.1, 478.3694, 491.1974, 131.8944, 63.28635, 70.00868, 23.62459, 172.9738, 1.727688, 1057.483, 29.17845, 121.3553, 34.78589, 84.7935, 112.682, 374.6562, 191.7378, 346.593, 0.4398546, 0, 806.9653, 66.9088, 730.897, 242.6168, 2036.026
6.2, 665.0402, 464.519, 126.022, 58.13548, 153.9819, 21.95444, 195.7323, 1.640646, 991.6509, 27.02284, 112.8426, 32.68525, 80.21333, 106.8449, 353.8692, 181.9447, 329.7615, 0.4180585, 0, 886.9374, 63.62024, 688.9238, 340.7227, 2037.547
6.3, 659.1688, 449.1188, 300.2265, 53.40385, 144.8099, 20.40237, 184.5011, 1.55799, 934.4559, 25.02647, 104.9271, 30.71145, 75.88057, 101.3102, 334.2356, 336.722, 358.0399, 0.3973424, 0, 839.257, 82.38229, 649.361, 480.5482, 2061.08
6.4, 626.6073, 615.2341, 286.8593, 49.05732, 136.1843, 18.96002, 173.9143, 1.479498, 876.2824, 23.1776, 97.56676, 28.85686, 71.78185, 208.4942, 315.6914, 319.5237, 340.6525, 0.3776529, 0, 824.5574, 78.33321, 612.0701, 456.5207, 2118.037
6.5, 595.6543, 581.8189, 311.4736, 45.06455, 185.485, 17.61964, 183.0212, 1.40496, 905.0268, 71.51419, 90.72276, 27.11425, 67.90452, 197.694, 298.176, 423.6444, 324.1095, 0.358939, 0, 850.5383, 74.48313, 576.9208, 433.6946, 2192.377
6.6, 566.2303, 550.2186, 297.6057, 132.2119, 208.8932, 16.37401, 206.6825, 1.334178, 885.2336, 66.23093, 84.35884, 25.47688, 64.23663, 395.9052, 281.6324, 402.0065, 461.2003, 0.3411525, 0, 804.8147, 70.82229, 543.79, 412.0098, 2089.862
6.7, 538.2598, 520.3345, 284.3552, 121.4512, 196.4504, 15.21645, 194.823, 1.266962, 830.1245, 61.338, 78.44134, 23.93839, 60.76685, 375.3969, 266.0067, 381.4737, 438.8031, 0.3242474, 0, 761.5491, 67.34138, 512.5618, 391.4092, 2164.827
6.8, 511.671, 492.0736, 271.6947, 111.5663, 382.6302, 14.14072, 183.6439, 1.203132, 778.446, 56.80654, 72.93892, 22.4928, 57.4845, 366.1925, 251.248, 361.9897, 417.4937, 0.3081799, 0, 720.6093, 64.03156, 483.1269, 371.8387, 2082.634
6.9, 486.3956, 465.3476, 259.5979, 102.4859, 359.8387, 13.14104, 173.1063, 1.142517, 847.1508, 52.60985, 67.82248, 21.13451, 157.3636, 382.1972, 237.308, 343.5009, 397.219, 0.2929087, 0, 780.5936, 60.88441, 455.3824, 353.2467, 2002.134
7, 462.3687, 440.0732, 248.0397, 106.3736, 338.4048, 12.21203, 163.1734, 1.084957, 794.4124, 48.72319, 63.06495, 19.85824, 148.8635, 362.399, 224.1416, 325.9563, 377.929, 0.2783942, 0, 738.6301, 57.89194, 429.2311, 335.5844, 1908.515
7.1, 439.5287, 416.1715, 236.9961, 97.71587, 318.2475, 11.3487, 181.9073, 1.030296, 744.9572, 45.12367, 58.64114, 18.65904, 140.8226, 343.6263, 211.7056, 309.3079, 359.5758, 0.2645989, 0, 698.9224, 55.04655, 553.7456, 318.8051, 1961.323
7.2, 417.817, 393.568, 267.9855, 89.76279, 321.7146, 10.5464, 198.0043, 0.9783897, 889.025, 41.79008, 54.52765, 17.53226, 133.216, 325.8261, 199.9596, 293.5098, 342.1138, 0.2514872, 0, 761.0059, 52.34102, 778.6259, 385.6919, 2017.95
7.3, 397.1778, 436.4415, 256.0538, 82.45701, 302.5516, 9.800823, 214.3864, 0.9290982, 833.6797, 38.70275, 50.70271, 16.47353, 126.0203, 308.948, 254.8901, 278.5186, 372.5471, 0.2390252, 0, 750.8485, 57.20163, 787.8569, 383.5882, 1923.592
7.4, 415.9949, 412.737, 244.6534, 75.74584, 303.336, 9.107953, 202.0848, 0.8822898, 827.5359, 35.84352, 80.69945, 15.47873, 119.2132, 292.9442, 240.7482, 264.2932, 354.4553, 0.2271808, 0, 780.4399, 115.234, 759.3297, 456.7013, 1914.952
7.5, 395.4457, 390.32, 233.7605, 69.5809, 285.2676, 8.464065, 306.5276, 0.8378398, 784.1264, 33.19551, 79.88837, 14.544, 181.1831, 277.7694, 523.0945, 250.7942, 337.2419, 0.2159233, 0, 767.3638, 109.5702, 754.0912, 433.8662, 1825.41
7.6, 375.9116, 369.1206, 223.3527, 63.91772, 291.6377, 7.865696, 288.9389, 0.7956291, 735.3115, 30.74312, 159.5561, 13.66572, 171.3964, 263.3806, 547.566, 237.9847, 320.8646, 0.2052236, 0, 821.9946, 104.1849, 710.7861, 412.1728, 1740.054
7.7, 446.0021, 349.0725, 213.4082, 58.71547, 274.2662, 7.30963, 272.3594, 0.755545, 704.3397, 28.47192, 235.5887, 12.84048, 162.1384, 249.7373, 517.1856, 225.8295, 381.167, 0.1950542, 0, 777.8054, 99.06419, 669.9678, 391.5641, 1717.403
7.8, 423.9706, 330.1134, 203.9065, 53.93663, 257.9294, 6.792875, 256.7313, 0.7174804, 758.629, 26.3685, 219.0629, 12.06507, 153.3804, 236.8006, 488.4908, 214.2951, 416.5333, 0.1853887, 0, 805.7048, 94.19519, 763.3606, 371.9858, 1716.7
7.9, 429.8711, 343.6373, 253.6179, 49.54673, 242.5658, 6.312651, 241.9999, 0.6813335, 711.4015, 24.42048, 224.5396, 11.33649, 145.0955, 224.5341, 461.388, 203.3499, 428.0689, 0.1762021, 0, 828.145, 89.56551, 719.5231, 414.7486, 1824.72
8, 448.8332, 324.9734, 242.3259, 45.51413, 309.0967, 5.866377, 228.1138, 0.6470077, 667.114, 83.29686, 283.164, 10.6519, 137.2581, 212.903, 435.789, 192.9636, 407.2807, 0.1674707, 0, 901.8751, 85.16337, 678.2031, 504.8976, 1877.8
8.1, 426.6618, 413.4573, 231.5367, 41.80975, 298.6314, 5.451653, 236.0987, 0.6144112, 740.3889, 118.4477, 263.3009, 10.00865, 129.844, 201.8744, 489.6327, 183.1079, 387.5021, 0.1591721, 0, 892.0593, 80.97759, 639.2559, 479.6527, 1981.981
8.199999999999999, 488.1332, 391.0012, 227.0738, 38.40686, 280.8434, 5.066247, 222.5513, 0.5834571, 694.2969, 109.6971, 244.8312, 9.404253, 122.8304, 191.4171, 462.4666, 173.7555, 513.2848, 0.1512846, 0, 980.2321, 76.99755, 602.5453, 455.67, 1924.749
8.300000000000001, 464.0205, 369.7647, 216.9637, 35.28093, 264.1148, 4.708088, 209.7811, 0.5540623, 651.0742, 101.593, 227.6571, 8.83635, 116.1957, 215.34, 502.5558, 164.8809, 510.8364, 0.143788, 0, 927.5364, 73.21313, 567.943, 527.138, 1914.625
8.4, 441.099, 349.6817, 262.9631, 64.77821, 248.3827, 4.375249, 197.7438, 0.5261484, 641.6012, 97.24376, 211.6876, 8.302742, 109.9193, 232.0629, 512.6884, 156.4595, 486.0288, 0.1366629, 0, 933.1135, 69.61471, 535.3278, 560.7786, 1992.795
8.5, 419.3097, 330.6895, 307.0125, 59.50592, 233.5877, 4.06594, 186.3971, 0.4996409, 601.6591, 90.05969, 196.8384, 7.801357, 103.982, 220.0418, 505.3705, 296.7499, 462.426, 0.1298908, 0, 920.7689, 66.19315, 504.5855, 586.6152, 1899.612
8.6, 398.5967, 312.7287, 293.3433, 54.66274, 219.674, 3.778498, 175.7016, 0.4744688, 615.7812, 83.40636, 183.0308, 7.33025, 98.36535, 306.9608, 609.7402, 281.5932, 496.6963, 0.1234543, 0, 871.2698, 62.93977, 475.6086, 557.2844, 1810.787
8.699999999999999, 378.9069, 295.7435, 280.2826, 76.06878, 206.589, 3.511376, 165.6197, 0.4505649, 577.4465, 77.24455, 209.2202, 6.887592, 93.0521, 310.2244, 683.9772, 306.3189, 561.9907, 0.1173368, 0, 824.4316, 59.84628, 448.2959, 529.42, 1726.116
8.800000000000001, 360.1898, 279.6808, 267.8034, 69.87756, 245.6229, 3.263139, 156.1163, 0.4278653, 572.5988, 71.53796, 362.8899, 6.471665, 88.02585, 294.1544, 687.4045, 341.1449, 534.6989, 0.1115224, 0, 780.1114, 56.90484, 422.5516, 502.949, 1645.403
8.9, 342.3972, 264.4905, 310.1475, 64.19023, 647.4838, 3.032451, 147.1583, 0.4063093, 595.3239, 66.25295, 372.6625, 6.080855, 446.275, 324.4125, 649.2655, 429.4314, 508.7325, 0.1059961, 0, 805.871, 54.10797, 398.2857, 477.8015, 1568.465
9, 325.4835, 250.1252, 296.3386, 58.9658, 608.9162, 2.818071, 150.1023, 0.3858393, 585.1594, 61.35839, 449.386, 5.713645, 637.9276, 339.5709, 613.2426, 468.3927, 615.3737, 0.1007437, 0, 762.5486, 51.44857, 375.4134, 453.9113, 1495.124
9.1, 309.4053, 236.5402, 283.1446, 54.16658, 572.6459, 2.618847, 156.1214, 0.3664005, 553.3865, 56.82542, 417.8629, 5.368611, 736.0961, 321.9807, 579.2183, 444.4693, 585.4895, 0.09575152, 0, 721.5551, 48.91987, 353.8545, 431.2157, 1536.058
9.199999999999999, 294.1214, 223.6929, 270.538, 49.75797, 538.536, 2.433707, 147.163, 0.3479412, 587.3282, 52.62733, 388.5512, 5.044412, 696.3356, 305.3018, 547.0817, 421.7677, 557.0566, 0.09100675, 0, 682.7654, 46.51546, 333.5337, 409.6548, 1464.233
9.300000000000001, 279.5925, 211.5435, 258.4927, 45.70818, 506.4579, 2.261656, 138.7188, 0.3304118, 550.7648, 48.73939, 361.2955, 4.739791, 658.7227, 289.4869, 516.7282, 400.2257, 578.7247, 0.08649709, 0, 646.0609, 44.22923, 491.633, 389.1721, 1395.766
9.4, 265.7812, 200.054, 246.9837, 41.988, 476.2906, 2.101768, 130.759, 0.3137655, 516.4775, 45.13867, 335.9518, 4.453565, 623.1415, 274.4911, 488.0588, 379.7839, 550.6203, 0.0822109, 0, 611.3297, 42.05537, 463.4001, 369.7134, 1369.447
9.5, 252.6522, 189.1884, 235.9871, 53.43518, 447.9202, 1.953183, 123.256, 0.2979579, 555.0781, 41.80397, 312.3858, 4.184624, 589.4822, 260.2722, 460.98, 360.3862, 523.8807, 0.0781371, 0, 578.4655, 39.98835, 436.7884, 351.2277, 1305.412
9.6, 240.1718, 178.913, 225.4801, 49.0861, 488.8602, 1.815102, 116.1835, 0.2829467, 520.5224, 38.71562, 290.4729, 3.931923, 557.6411, 246.7899, 435.4036, 341.9792, 498.4396, 0.07426517, 0, 588.241, 38.02293, 411.7049, 333.6663, 1378.582
