 , C000, C001, C002, C004, C005, C006, C008, C010, C012, C014, C015, C016, C017, C019, C024, C029, C030, C035, C037, C038, C040, C042, C047, C053, C080, C095, C101, C105, C107
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
8, 211.845, 545.6031, 420.6356, 96.95047, 16.42517, 14.36766, 345.1279, 4.659216, 318.3056, 771.4016, 572.5703, 978.9738, 799.5971, 231.7219, 318.978, 44.71324, 268.4221, 745.0646, 502.4113, 907.1295, 63.0039, 149.1603, 655.6604, 637.3771, 342.7295, 250.3905, 75.49696, 562.8491, 572.0581
8.1, 198.2893, 516.538, 498.4829, 91.44948, 15.57658, 13.37948, 327.7138, 4.446932, 301.9855, 737.409, 556.7371, 918.629, 752.7178, 219.2728, 303.7097, 42.26982, 253.8625, 707.3229, 475.7447, 894.7403, 59.57267, 141.9878, 823.5616, 916.084, 325.1709, 236.2108, 71.87865, 637.3708, 547.0144
8.199999999999999, 185.601, 501.1816, 473.1014, 86.2606, 14.77183, 12.45927, 311.1783, 38.28103, 286.5022, 704.9143, 549.1985, 904.46, 708.5869, 207.4926, 289.1723, 39.95993, 311.0244, 758.6989, 450.4935, 894.6825, 56.3283, 135.1603, 776.9123, 1028.928, 308.5118, 222.834, 68.43376, 607.8115, 523.067
8.300000000000001, 173.7246, 529.6004, 449.0122, 81.36616, 14.00866, 11.60235, 295.4771, 47.29631, 271.8127, 673.8515, 515.049, 905.6649, 667.0434, 257.5384, 275.3308, 37.77626, 294.154, 755.1725, 426.5826, 832.9749, 53.26062, 177.1221, 732.9052, 966.5098, 292.7063, 210.2149, 65.15397, 879.2634, 500.168
8.4, 162.6081, 501.3878, 426.1496, 145.965, 13.28491, 10.80436, 280.5682, 66.93719, 257.8763, 644.1575, 499.9608, 1027.053, 627.9355, 276.1152, 262.1518, 35.71192, 278.1986, 777.2534, 403.9408, 839.0996, 50.36002, 292.0504, 691.3909, 907.8785, 277.7104, 198.3103, 62.03137, 920.5005, 478.2715
8.5, 152.203, 474.6781, 404.4511, 155.7738, 12.59856, 10.06126, 266.4115, 63.88739, 244.6545, 699.0331, 468.8729, 1008.488, 764.1097, 319.4292, 249.6036, 33.76039, 408.0904, 872.5797, 382.5008, 781.2256, 47.61738, 287.8487, 735.5073, 1068.122, 263.4828, 187.0799, 59.05842, 1159.911, 457.3336
8.6, 145.7947, 583.037, 383.8575, 146.9352, 11.94767, 9.369268, 252.9692, 181.8392, 232.1107, 718.2069, 439.7181, 1036.984, 719.311, 302.2681, 237.656, 31.9155, 385.955, 828.3786, 362.1987, 738.4739, 45.0241, 312.3359, 693.8456, 1003.327, 249.9842, 176.4854, 56.22796, 1106.118, 437.3123
8.699999999999999, 143.0439, 573.5053, 446.1258, 138.5981, 11.3304, 8.72487, 240.2051, 228.2656, 220.2099, 864.5287, 412.3761, 973.0637, 677.1387, 286.0289, 226.2803, 30.17144, 365.0202, 786.4165, 342.9742, 726.8536, 42.57206, 341.1401, 891.2818, 942.462, 237.1771, 166.491, 53.53316, 1054.819, 418.1675
8.800000000000001, 137.1932, 542.9539, 423.4102, 130.734, 10.74503, 8.124791, 228.085, 217.8653, 208.9193, 826.4323, 488.2358, 913.0832, 637.439, 318.3968, 215.4492, 28.52268, 412.6003, 822.5053, 324.7702, 737.6219, 40.25356, 373.3712, 1032.942, 885.2894, 225.0261, 157.0625, 50.9675, 1066.135, 399.8608
8.9, 128.4143, 569.937, 554.7648, 153.0927, 10.1899, 90.58408, 216.5765, 207.9389, 198.2077, 822.3379, 749.0436, 940.9301, 693.3118, 301.2912, 205.1365, 26.96402, 390.2202, 780.8408, 307.5323, 704.0576, 38.06132, 355.4175, 1457.173, 831.5851, 213.4976, 148.168, 48.52481, 1016.691, 382.3556
9, 120.1972, 539.5756, 719.5255, 144.4062, 9.663448, 84.35389, 205.6487, 211.041, 188.0452, 786.1007, 702.4675, 951.3411, 702.3865, 285.1046, 195.3174, 25.49053, 369.0541, 759.7198, 291.2094, 695.0428, 35.98848, 338.3271, 1679.051, 907.3086, 202.5598, 139.7772, 46.19918, 1007.453, 365.6168
9.1, 112.5059, 510.8316, 682.889, 136.2125, 9.164196, 78.55221, 195.2723, 235.2675, 178.4037, 809.0555, 658.7876, 892.6996, 661.2065, 269.7876, 185.9683, 24.09756, 349.0361, 921.0196, 275.7528, 725.6617, 34.02853, 322.0585, 1583.944, 852.2685, 192.1823, 131.8615, 43.98502, 986.3722, 349.6107
9.199999999999999, 105.3068, 483.6188, 648.118, 128.4838, 8.690737, 73.14955, 185.4194, 251.5605, 169.2567, 861.2317, 654.7664, 890.72, 622.4409, 255.2934, 177.0667, 22.78072, 330.1039, 874.3647, 261.1166, 693.6804, 32.17531, 353.3147, 1762.537, 915.1742, 182.3365, 124.3941, 41.87697, 995.1099, 334.3053
9.300000000000001, 98.56834, 457.8557, 711.0914, 240.892, 8.241738, 140.9507, 176.0637, 240.0989, 160.5785, 823.2806, 718.4116, 835.8153, 585.9481, 241.578, 168.5912, 21.53583, 312.1985, 887.7741, 247.2573, 645.8362, 30.42302, 388.7773, 1662.701, 908.3479, 172.9951, 117.3496, 39.86996, 948.9596, 319.67
9.4, 92.26105, 433.4651, 776.8099, 227.2237, 7.815937, 162.703, 167.18, 229.1595, 152.3454, 787.002, 687.2687, 807.0719, 744.2526, 228.5994, 160.5214, 20.35897, 323.1171, 918.7051, 393.007, 652.0127, 28.76616, 370.0827, 1632.528, 853.2448, 164.1322, 110.7041, 37.95913, 904.9496, 647.8424
9.5, 86.35737, 410.3737, 801.4357, 214.331, 7.412135, 151.5127, 158.7446, 218.7185, 144.5344, 752.3219, 732.547, 757.3233, 768.4395, 216.3181, 152.8379, 19.24643, 423.1251, 987.7246, 385.6824, 607.0424, 27.19954, 352.2871, 1540.056, 801.4844, 155.7235, 104.4348, 36.13988, 862.9808, 754.7609
9.6, 80.83145, 388.5125, 870.7022, 202.1698, 7.029194, 292.4438, 150.7348, 208.7533, 137.1238, 719.1701, 686.9968, 710.6412, 723.3868, 235.401, 340.0223, 18.19468, 400.1742, 937.6908, 405.5979, 565.1738, 25.71824, 335.3472, 1452.822, 900.4795, 147.7455, 98.52064, 34.40782, 842.0178, 780.817
9.699999999999999, 75.65913, 367.8159, 826.3682, 190.6986, 78.19051, 437.7904, 143.1291, 199.242, 130.0932, 687.4791, 644.2787, 832.8012, 680.9756, 229.8685, 323.7468, 17.20041, 411.0908, 955.7955, 450.7668, 526.1929, 24.3176, 319.2219, 1370.529, 891.5524, 140.1763, 92.94136, 32.75878, 914.1008, 788.1856
9.800000000000001, 70.81779, 348.2218, 784.2915, 179.8783, 126.1158, 407.6801, 135.9073, 190.1642, 123.4231, 781.0127, 604.2171, 833.6584, 641.051, 217.519, 308.2503, 16.26047, 388.7926, 907.3791, 426.8414, 489.9006, 22.99325, 303.872, 1292.897, 837.4681, 132.9948, 87.67805, 31.18877, 934.5587, 785.7185
9.9, 66.28623, 329.6715, 824.8434, 169.672, 188.1599, 379.6407, 207.688, 190.8523, 228.6253, 746.5966, 600.3628, 782.271, 603.467, 205.8329, 293.4956, 15.37189, 367.7039, 1078.993, 404.1859, 456.1114, 21.74102, 289.2602, 1288.048, 932.9016, 126.1812, 82.71279, 29.694, 891.2166, 883.3455
10, 62.04465, 364.8947, 782.8444, 160.0447, 242.626, 353.5298, 222.429, 182.1567, 216.9033, 916.0376, 743.7357, 734.0511, 568.0865, 203.6532, 279.4471, 14.53187, 347.7592, 1024.336, 382.7328, 424.6527, 20.55699, 275.351, 1215.089, 876.309, 119.7168, 78.02873, 28.27087, 849.8846, 909.9915
10.1, 58.07447, 345.4562, 742.9838, 150.9637, 230.091, 329.2148, 211.2058, 173.8572, 289.1802, 875.6714, 777.1193, 688.8036, 534.7803, 253.5056, 266.071, 13.73776, 328.8962, 972.4478, 362.4185, 395.3638, 176.4783, 262.1106, 1146.262, 996.053, 113.5835, 73.60992, 26.91595, 849.3639, 870.1536
10.2, 54.35835, 350.5157, 705.1529, 209.5103, 218.2036, 306.5721, 200.549, 165.9359, 306.4951, 837.0841, 778.9742, 646.3452, 567.6968, 360.3581, 253.3353, 12.98704, 311.0564, 923.1878, 343.1823, 460.7308, 166.8672, 249.5069, 1214.099, 1074.432, 107.7644, 69.44136, 25.62596, 809.973, 832.0597
10.3, 50.88002, 331.8432, 669.2482, 197.6226, 206.9303, 285.4867, 190.4299, 158.3755, 348.7223, 923.0201, 730.5371, 606.5039, 534.4135, 340.9982, 241.2091, 12.27734, 294.1842, 884.7806, 324.9672, 436.5193, 157.7794, 237.5092, 1191.603, 1247.921, 353.5777, 65.50887, 24.3978, 772.4088, 795.6335
10.4, 47.62426, 314.1655, 635.1718, 186.4095, 196.2395, 265.8515, 180.8213, 163.0454, 330.8426, 882.3463, 685.1118, 569.1185, 503.0815, 322.6783, 229.6633, 11.60643, 278.2272, 839.9614, 444.173, 406.4119, 149.1867, 226.0885, 1124.107, 1172.219, 354.417, 61.79906, 23.2285, 814.7542, 873.397
10.5, 44.57684, 297.4294, 632.278, 175.8326, 186.101, 247.5668, 171.6976, 187.8243, 365.7562, 843.4648, 659.5848, 534.0375, 473.5865, 334.7457, 218.6703, 10.97218, 263.1358, 890.0253, 420.5976, 378.3811, 174.0439, 215.2169, 1060.433, 1101.108, 426.1706, 58.29935, 22.11523, 776.9683, 835.1611
10.6, 41.72441, 281.5849, 600.084, 165.8558, 176.4862, 230.5397, 163.0342, 209.6372, 414.3682, 806.2966, 697.9739, 501.119, 445.8207, 316.7617, 208.2034, 10.37259, 248.8629, 844.9405, 398.2734, 420.2243, 164.5654, 204.8681, 1000.367, 1034.312, 404.3372, 54.99783, 21.05533, 840.4336, 798.5991
10.7, 39.05452, 369.4219, 569.5292, 156.4451, 167.3683, 214.6836, 251.8222, 200.0857, 393.1227, 770.7664, 654.5734, 470.2296, 454.7166, 326.4072, 198.2375, 9.805763, 235.3642, 802.1394, 377.1342, 391.2408, 155.603, 195.0169, 1092.061, 971.5673, 383.6223, 51.88328, 20.04622, 801.4567, 763.6378
10.8, 36.55546, 349.7423, 540.5302, 147.5683, 183.4558, 199.9181, 239.116, 190.9694, 372.9666, 974.335, 633.7354, 441.2443, 447.6744, 308.8712, 188.7486, 9.269913, 222.5977, 789.2889, 357.117, 364.2563, 213.2141, 185.6395, 1124.99, 912.6292, 404.2926, 48.94511, 19.08548, 764.2875, 809.3448
10.9, 34.21631, 331.111, 513.0077, 139.1953, 173.9777, 186.1682, 227.0509, 182.2685, 353.8439, 931.3999, 602.108, 414.0456, 421.4278, 292.2774, 179.714, 8.763345, 210.5237, 953.7722, 605.029, 339.133, 201.6023, 176.7129, 1061.267, 857.2664, 383.58, 46.17332, 18.17078, 728.8422, 773.9131
11, 32.02685, 313.4722, 486.8866, 131.2973, 164.9893, 173.3639, 215.5945, 173.9639, 335.7017, 890.3569, 644.387, 388.5235, 396.7201, 309.099, 171.1118, 8.28446, 199.1046, 905.4583, 572.9158, 315.7425, 190.6229, 168.2156, 1001.153, 894.5473, 403.0946, 43.5585, 17.29992, 695.0406, 859.103
11.1, 29.97748, 296.7731, 553.0818, 123.8474, 156.4653, 161.4403, 204.7162, 166.0378, 318.4897, 851.1224, 604.3185, 364.5746, 422.2299, 292.4929, 162.9213, 7.831744, 188.3048, 998.9873, 542.507, 293.9653, 180.2415, 160.1268, 982.3269, 840.2814, 382.4434, 41.09176, 16.47079, 662.8066, 821.493
11.2, 28.05926, 280.9636, 524.9202, 201.7756, 148.3817, 150.3368, 194.3869, 158.4728, 302.1601, 813.6168, 566.7416, 342.1019, 458.7708, 276.7789, 155.1229, 7.403767, 178.0909, 948.3829, 513.7123, 325.8193, 170.4254, 152.4271, 988.1707, 909.7177, 450.9747, 38.76472, 15.6814, 668.3593, 785.5294
11.3, 26.26377, 265.9962, 498.1926, 201.4091, 140.7157, 139.9969, 184.5787, 151.2524, 286.6678, 777.764, 549.7268, 321.0144, 431.8736, 261.9092, 254.4207, 6.999177, 168.431, 900.342, 486.4459, 303.347, 161.1439, 145.0975, 932.1973, 854.5316, 427.8705, 36.56945, 14.92985, 652.1252, 751.1403
11.4, 24.58318, 251.8262, 534.0675, 189.9811, 173.7717, 130.3682, 175.2654, 144.3611, 271.9698, 743.491, 589.4551, 301.2268, 501.0668, 384.3793, 242.2425, 6.616697, 159.295, 854.7346, 460.6267, 282.4247, 152.3679, 254.6734, 879.3944, 802.6931, 405.9499, 441.5483, 14.21431, 621.8816, 718.2567
11.5, 23.01013, 238.4111, 506.8741, 179.2016, 164.794, 121.4018, 216.7859, 176.4856, 258.0254, 710.7284, 603.325, 282.6589, 471.6899, 363.7289, 386.4552, 6.255118, 162.6041, 842.2067, 436.178, 262.9455, 144.0699, 242.4274, 829.5824, 753.9993, 385.1524, 416.5432, 13.53307, 682.6901, 847.0421
11.6, 21.53774, 225.7105, 481.0653, 221.4403, 156.2801, 113.052, 205.8475, 175.2878, 244.796, 777.3955, 565.8098, 265.2356, 444.0353, 344.1878, 367.9571, 5.913299, 153.7843, 862.7653, 413.0269, 284.1573, 136.2237, 230.7701, 891.389, 708.2595, 456.4675, 392.9541, 12.88448, 651.0289, 863.2606
11.7, 20.15956, 213.6866, 469.6439, 208.8757, 148.206, 105.2765, 195.461, 207.6501, 353.1461, 846.0417, 614.531, 248.8862, 418.0021, 367.9955, 350.3444, 5.590158, 145.4428, 908.9608, 391.1046, 339.1277, 128.8049, 219.6734, 876.8987, 890.959, 507.5161, 462.4255, 12.26697, 620.8361, 987.6223
11.8, 18.86957, 229.6409, 445.7307, 268.0818, 215.3548, 98.03584, 185.5986, 216.6512, 355.2148, 808.7601, 576.3191, 233.5447, 393.4952, 348.2253, 333.5748, 5.284676, 137.5537, 869.0396, 370.3459, 315.7375, 121.7901, 209.1103, 827.2281, 836.9107, 481.5152, 520.7084, 11.67906, 592.0436, 944.3859
11.9, 17.66213, 217.4076, 443.8719, 252.8707, 210.1841, 91.29314, 194.1703, 206.7801, 337.0023, 773.1213, 646.856, 219.1488, 370.4251, 335.2328, 317.6079, 4.995887, 130.0926, 825.0178, 350.689, 293.9606, 269.786, 199.0552, 861.9479, 786.1412, 525.3676, 491.2205, 11.11932, 570.8407, 903.0423
12, 16.53195, 205.826, 454.346, 238.5228, 199.3252, 139.0916, 184.373, 197.3587, 319.7236, 837.6312, 606.6341, 205.6403, 348.7076, 358.5991, 302.4052, 4.72288, 123.0362, 820.744, 332.0754, 273.6857, 361.4642, 189.4835, 813.1241, 738.4516, 498.4521, 463.4024, 10.58641, 584.9412, 863.5087
12.1, 15.47408, 194.8613, 574.9838, 224.9889, 189.0273, 129.5251, 201.6135, 188.3667, 303.3307, 800.7201, 613.7993, 192.9644, 328.2633, 339.3337, 287.9303, 4.464791, 116.3625, 779.1686, 314.4498, 309.3766, 341.7786, 180.3721, 767.066, 693.6549, 497.1618, 660.0171, 10.07904, 590.9748, 825.7057
12.2, 14.48392, 184.4808, 545.707, 212.223, 179.2614, 146.5056, 191.4407, 179.7843, 343.4213, 765.4355, 631.7636, 181.0699, 309.0177, 321.1032, 274.1482, 4.220806, 110.0509, 739.6993, 297.7597, 314.9495, 411.9687, 171.6989, 917.3823, 651.5757, 661.6334, 622.64, 9.59599, 563.5671, 789.5577
12.3, 13.55711, 174.6532, 517.921, 200.1814, 170, 202.1841, 181.7811, 171.593, 325.8134, 731.7059, 618.7977, 217.2754, 397.7989, 341.564, 261.0258, 3.990154, 104.0815, 752.67, 281.9555, 293.2269, 389.5326, 163.4426, 1079.85, 612.0492, 627.7368, 587.3796, 9.136087, 537.4305, 754.9922
12.4, 12.6896, 165.3492, 543.8455, 188.8231, 161.2171, 229.6998, 172.609, 163.7749, 335.9057, 699.4625, 580.3204, 203.8823, 374.4764, 323.2137, 248.5315, 3.772106, 98.436, 714.543, 266.9901, 273.0026, 368.3184, 155.5834, 1221.172, 842.8675, 595.5768, 554.116, 8.698227, 522.1754, 721.94
12.5, 11.87761, 156.5408, 516.1542, 178.1092, 177.3214, 213.9015, 163.8996, 156.3129, 562.2606, 748.8547, 582.7772, 191.3148, 408.3572, 411.4399, 236.6352, 3.565974, 93.09669, 678.3474, 252.819, 254.1732, 348.2595, 148.1021, 1337.384, 791.7367, 565.0645, 522.7361, 8.281351, 497.9584, 818.0155
12.6, 11.11757, 148.2016, 489.8729, 168.0032, 219.0707, 199.1898, 155.6297, 149.191, 533.4325, 715.8557, 773.8978, 179.522, 418.1233, 389.3357, 225.3084, 3.371106, 88.04699, 684.738, 239.4001, 298.6059, 329.2931, 140.9806, 1314.653, 743.7075, 536.1152, 754.9619, 7.884455, 474.8645, 824.1034
12.7, 10.40617, 140.3067, 464.9298, 158.4707, 207.7527, 185.49, 147.7771, 142.3936, 506.0824, 684.3108, 725.7763, 202.4984, 517.4543, 368.4189, 214.5238, 3.186888, 83.27119, 677.7952, 226.6934, 335.8845, 311.3596, 134.2015, 1321.692, 698.592, 508.6491, 755.7595, 7.506581, 461.842, 962.657
12.8, 9.74029, 222.0173, 496.5728, 149.479, 197.0193, 172.7324, 140.3207, 135.9058, 480.1346, 654.1559, 723.2793, 190.0162, 487.1167, 374.6721, 204.2554, 3.012735, 78.75444, 643.4611, 214.6612, 364.8915, 294.4027, 127.7483, 1315.349, 656.2134, 482.5902, 759.4601, 7.146816, 660.083, 920.5135
12.9, 9.117019, 240.7364, 471.2885, 140.9975, 186.8405, 160.8522, 251.0181, 129.7137, 455.5172, 625.3298, 739.6084, 275.1053, 489.6195, 354.5431, 194.4785, 2.8481, 74.48269, 754.1609, 203.2676, 339.7243, 278.3694, 121.6055, 1288.125, 616.4055, 457.8663, 780.021, 6.804294, 866.1722, 949.9691
13, 8.533631, 278.1339, 557.4335, 132.9973, 177.1876, 149.7891, 238.3525, 123.8037, 432.162, 597.7741, 746.1225, 258.1476, 460.9138, 335.4955, 185.1695, 2.692462, 70.44263, 726.8049, 192.4787, 316.2931, 263.2092, 115.758, 1319.14, 579.0125, 434.409, 735.848, 6.478188, 827.296, 908.3811
13.1, 7.987574, 263.3173, 529.0504, 125.451, 168.0334, 139.4869, 226.3259, 118.1629, 410.0043, 571.4326, 699.7281, 263.5496, 433.891, 317.4713, 176.3062, 2.545328, 66.62173, 689.9882, 182.2625, 294.4778, 248.8746, 110.1918, 1297.324, 543.8879, 412.1535, 694.1766, 6.167711, 963.5734, 868.6137
13.2, 7.476457, 249.29, 502.1124, 118.3329, 159.3521, 129.8933, 214.9062, 112.7792, 388.9826, 546.2518, 746.7628, 247.3042, 408.4525, 300.4154, 167.8671, 2.406235, 63.00807, 655.0364, 172.5885, 345.115, 235.3208, 104.8931, 1223.839, 510.894, 391.0382, 654.8651, 5.872115, 988.3578, 830.5873
13.3, 6.998046, 236.0099, 476.5461, 111.6186, 151.1193, 120.9595, 204.0626, 107.6407, 369.0387, 587.0252, 713.345, 232.0601, 384.5055, 284.2758, 159.832, 2.274743, 59.59042, 621.855, 163.428, 321.3119, 222.505, 99.8493, 1154.517, 479.9017, 613.4324, 617.7797, 5.590685, 942.5206, 930.8177
13.4, 6.550249, 223.4373, 452.2815, 105.2853, 143.3119, 112.6402, 193.7662, 102.7364, 350.1174, 662.4891, 668.9887, 217.7558, 422.1992, 338.7932, 152.1814, 2.150437, 56.35814, 590.3546, 154.7537, 299.1505, 210.3873, 95.048, 1089.121, 450.7894, 582.0052, 810.0825, 5.322743, 898.8093, 890.0681
13.5, 6.131105, 252.4534, 429.2524, 99.31142, 135.9078, 104.893, 183.9893, 125.1412, 332.1663, 633.2959, 709.5717, 262.4248, 472.0683, 344.3341, 144.8971, 2.032923, 53.30119, 560.4498, 146.5398, 289.279, 198.9294, 90.47758, 1027.429, 423.4432, 589.2133, 897.4295, 5.067643, 917.2024, 851.1024
13.6, 5.738783, 239.0048, 407.3959, 93.67647, 128.8863, 97.6787, 174.7057, 119.4395, 380.8481, 605.389, 700.6972, 322.4277, 444.3916, 325.835, 137.9614, 1.921831, 50.41006, 532.0598, 138.7619, 269.327, 188.0956, 86.12692, 969.2321, 397.7559, 629.3938, 1093.05, 4.824769, 874.6653, 1059.66
13.7, 5.371564, 226.2727, 386.6523, 88.36124, 122.2275, 90.96056, 165.8906, 181.0795, 428.9742, 847.633, 657.1273, 302.553, 418.3375, 308.3298, 131.3578, 1.81681, 47.67574, 608.6738, 131.3968, 369.4228, 177.8518, 81.98547, 976.2985, 373.6268, 725.9493, 1031.15, 4.593534, 886.4, 1013.27
13.8, 5.027844, 241.8241, 366.9649, 165.2385, 115.9128, 84.70448, 157.5202, 172.8292, 406.9799, 810.2812, 629.8281, 283.9034, 393.8109, 291.765, 125.0702, 1.717528, 45.08974, 577.8411, 124.4226, 343.9431, 168.1659, 78.04317, 992.7739, 350.9615, 688.7577, 1075.442, 4.373382, 848.4413, 1010.411
13.9, 4.706117, 228.9418, 348.2799, 155.8628, 109.9242, 78.87868, 149.5722, 180.9777, 418.7668, 774.5753, 708.6744, 266.4033, 370.7223, 324.3997, 119.0835, 1.623671, 42.644, 666.0762, 117.8186, 363.7482, 307.4318, 74.29043, 936.5398, 329.6711, 684.8659, 1514.697, 375.0287, 809.093, 1099.586
14, 4.404978, 216.7458, 330.5464, 256.6271, 104.2451, 73.45357, 142.0252, 172.732, 490.4871, 740.4429, 703.5856, 249.982, 348.9873, 306.9716, 113.3835, 1.534943, 40.33093, 641.7628, 111.5652, 338.66, 329.9291, 70.71814, 940.063, 309.6723, 681.7185, 1465.37, 419.722, 771.5697, 1152.24
14.1, 4.123108, 287.2079, 313.7157, 242.066, 98.85939, 68.40158, 134.8591, 177.7626, 465.3389, 707.8145, 659.8362, 234.5729, 328.5267, 290.4798, 107.9563, 1.451064, 38.14333, 653.9515, 105.6436, 315.3021, 311.9609, 67.31763, 886.8146, 290.8867, 646.7929, 1434.185, 399.6061, 859.1911, 1101.797
14.2, 3.859275, 271.908, 297.7421, 254.1645, 93.75192, 63.69706, 128.0545, 169.6634, 441.4801, 676.624, 661.5372, 226.073, 309.2656, 287.2259, 102.7888, 1.371768, 36.07438, 623.2763, 100.0363, 308.4214, 294.9713, 64.08064, 1042.195, 273.2406, 613.6566, 1520.025, 380.4544, 819.3444, 1086.594
14.3, 3.612324, 257.423, 282.5818, 239.7431, 88.90833, 59.31611, 121.5932, 161.9332, 418.8446, 646.8079, 625.7003, 212.1377, 291.1337, 352.5775, 97.86872, 1.296806, 34.11765, 591.7038, 94.72668, 287.1492, 278.907, 60.99929, 983.1615, 256.665, 582.218, 1459.176, 362.2206, 781.3456, 1080.203
14.4, 3.381175, 243.7097, 268.1934, 226.14, 84.31496, 55.23647, 115.458, 154.5552, 397.3697, 618.3056, 588.8979, 199.0613, 274.0649, 333.6356, 93.18413, 1.22594, 32.26706, 561.7307, 89.69886, 267.3441, 350.0101, 58.06611, 945.9324, 241.095, 681.681, 1488.78, 344.8606, 745.1091, 1032.914
14.5, 3.164818, 230.7269, 254.5377, 213.3088, 79.95892, 163.6581, 109.6323, 147.5133, 376.9958, 591.0593, 590.8755, 186.791, 257.9969, 315.7113, 88.72377, 1.158947, 30.51684, 549.3159, 84.9379, 248.9049, 330.9483, 55.27397, 946.0253, 226.4694, 659.2577, 1473.636, 328.3327, 712.1473, 1047.071
14.6, 2.962304, 218.4358, 241.5772, 220.1227, 75.82792, 152.402, 104.1005, 177.7228, 357.6665, 565.0137, 561.1192, 175.277, 309.7807, 406.7056, 84.47691, 1.095615, 28.86156, 521.49, 80.42963, 289.7591, 358.7504, 52.6161, 1077.226, 212.7311, 644.8864, 1520.463, 368.8796, 688.8873, 1192.158
14.7, 2.77275, 206.7994, 229.2767, 260.3102, 107.667, 141.9202, 98.84794, 169.6254, 387.2611, 540.1158, 665.8533, 164.4728, 291.6187, 384.8557, 80.43333, 1.035743, 27.29607, 495.0735, 76.16066, 269.7739, 339.2126, 50.08603, 1016.208, 199.8262, 611.8478, 1710.781, 367.9584, 751.2596, 1370.301
14.8, 2.595325, 195.7829, 217.6025, 245.5401, 102.1045, 147.6716, 93.86036, 170.4518, 367.4055, 516.3151, 647.196, 154.3346, 274.5215, 364.1796, 76.5833, 0.9791436, 25.81549, 469.9953, 72.11827, 299.3703, 413.1425, 47.67762, 1048.777, 187.7041, 713.1411, 1682.859, 605.031, 721.7803, 1310.311
14.9, 2.429253, 185.3532, 206.5227, 231.6081, 96.82941, 197.8036, 89.12444, 162.6856, 348.5679, 493.5631, 768.2452, 144.8212, 258.4266, 344.6143, 72.91756, 0.9256368, 24.41522, 446.1873, 68.29044, 436.5014, 390.6425, 45.38502, 1322.88, 176.3174, 802.8662, 1649.79, 651.7413, 688.3063, 1364.59
15, 2.273807, 175.4792, 196.0071, 218.4666, 91.82681, 184.1991, 84.62747, 162.6436, 330.6962, 471.8138, 751.3137, 135.8943, 243.2754, 351.6022, 69.42728, 0.8750541, 23.0909, 473.3376, 64.66578, 406.3953, 369.3679, 43.20266, 1293.743, 165.6215, 761.7341, 1556.362, 620.5056, 696.369, 1304.85
15.1, 2.128309, 166.1311, 186.0269, 249.5827, 87.08267, 171.5302, 80.35741, 162.06, 313.7408, 451.0228, 704.5966, 127.5177, 316.1348, 332.7126, 208.2674, 0.8272355, 21.83842, 581.4104, 61.2335, 378.3656, 349.2519, 41.12524, 1270.026, 155.5744, 722.7092, 1640.76, 590.767, 664.0734, 1247.726
15.2, 1.992121, 157.2811, 176.5548, 235.4214, 82.58363, 159.7327, 76.30281, 249.6304, 384.1066, 431.148, 660.7842, 119.6574, 313.4357, 314.8379, 222.8116, 0.78203, 20.65387, 551.9587, 57.9834, 352.2691, 330.2314, 39.14771, 1384.473, 146.1368, 685.6836, 1602.359, 562.4536, 633.2756, 1254.856
15.3, 1.864647, 148.9025, 167.5651, 301.9595, 78.31703, 148.7467, 72.45279, 238.2567, 434.51, 412.1491, 837.6744, 112.2816, 295.0594, 297.9235, 284.9565, 0.7392948, 19.53357, 523.9988, 54.90581, 327.9726, 391.3289, 37.26528, 1449.251, 137.2717, 650.5549, 1823.243, 679.5225, 629.9343, 1199.921
15.4, 1.74533, 140.9703, 159.0331, 284.8263, 74.27086, 138.5162, 68.79703, 227.4012, 412.2319, 393.9873, 830.5402, 105.3605, 356.0931, 311.444, 271.3167, 0.698895, 18.47404, 522.9017, 51.99156, 510.0157, 370.0168, 35.47336, 1486.561, 128.9444, 796.9281, 1763.719, 828.0509, 643.4326, 1196.556
15.5, 1.633648, 144.5119, 150.9355, 268.6651, 70.43373, 128.9893, 65.32573, 217.0404, 502.635, 376.6259, 857.0315, 98.86597, 335.2159, 294.7119, 258.3298, 0.6607029, 17.47198, 496.4138, 49.232, 595.2556, 349.8655, 33.76761, 2234.028, 121.1222, 867.01, 1663.839, 885.0361, 613.5921, 1198.565
