 , C002, C003, C004, C006, C007, C008, C009, C010, C011, C014, C016, C024, C025, C026, C027, C031, C042, C043, C054, C060, C067, C101, C115, C116
41.4, 887.0825, 1657.199, 451.1656, 36.01013, 105.7261, 0.002888012, 76.28735, 246.7864, 201.1553, 238.12, 151.2033, 431.9786, 1088.196, 642.9259, 827.664, 823.6667, 478.4934, 950.926, 824.1998, 2527.583, 1782.645, 628.8638, 1257.191, 1336.744
41.5, 1001.677, 1691.157, 419.5034, 33.86983, 125.5686, 0.002763293, 71.28947, 231.9029, 190.9086, 225.7054, 141.9551, 409.2571, 1097.646, 661.1504, 784.6187, 779.0218, 454.7555, 1190.738, 843.4039, 2386.948, 1945.572, 597.1304, 1248.531, 1433.177
41.6, 938.4648, 1637.981, 390.0631, 31.85673, 117.2908, 0.002643961, 66.61902, 217.9171, 181.1838, 213.938, 196.6155, 450.3347, 1105.125, 689.3074, 743.812, 736.7968, 432.1953, 1190.276, 815.957, 2321.671, 1970.122, 566.9984, 1190.844, 1400.956
41.7, 901.9614, 1634.499, 362.6889, 29.96329, 109.5586, 0.002529781, 62.25455, 218.806, 193.5356, 202.784, 211.5659, 449.5756, 1121.221, 757.7583, 705.1277, 740.9742, 410.7542, 1117.418, 836.8521, 2336.301, 1867.41, 704.7484, 1299.925, 1496.34
41.8, 927.7208, 1611.849, 337.2359, 28.18238, 102.3362, 0.002420533, 58.17601, 341.2928, 204.8902, 192.2117, 235.6849, 425.9284, 1071.944, 771.6223, 814.5877, 729.9318, 390.3768, 1049.021, 793.0978, 2334.414, 1815.473, 793.4384, 1475.448, 1506.159
41.9, 869.1757, 1537.688, 313.5691, 26.50733, 95.5899, 0.002316003, 54.36467, 320.7097, 204.4876, 182.1905, 221.2694, 403.5251, 1062.351, 733.0847, 870.2676, 1073.853, 371.0103, 984.8098, 804.1033, 2204.526, 1855.289, 914.2607, 1478.986, 1577.259
42, 967.9591, 1579.636, 291.5632, 24.93184, 89.28833, 0.002215986, 50.80303, 301.3679, 194.0711, 172.6918, 207.7356, 620.935, 1149.382, 696.4717, 825.0065, 1015.648, 352.6046, 994.3588, 939.4922, 2177.598, 1826.745, 923.3149, 1678.431, 1505.718
42.1, 906.8748, 1589.713, 271.1016, 23.44998, 83.40218, 0.002120289, 47.47473, 283.1927, 184.1852, 163.6883, 195.0295, 702.6083, 1098.868, 783.1022, 782.0994, 960.5969, 335.1121, 1187.189, 890.3715, 2310.733, 1854.508, 953.6318, 1791.353, 1628.706
42.2, 849.6452, 1539.63, 252.076, 22.0562, 77.90407, 0.002028725, 44.36447, 310.9405, 237.6125, 155.1542, 183.1007, 665.652, 1050.573, 743.9912, 852.197, 1187.972, 318.4873, 1114.52, 843.8191, 2233.421, 1746.784, 905.5101, 1708.585, 1701.586
42.3, 796.0272, 1580.437, 234.3856, 20.74527, 72.7684, 0.001941114, 41.45798, 292.1879, 225.5086, 186.8307, 171.9014, 630.6395, 1004.401, 706.8336, 831.7593, 1174.042, 302.6872, 1253.88, 799.7006, 2198.875, 1645.317, 859.8168, 1815.726, 1624.406
42.4, 745.7928, 1571.368, 217.9367, 19.51225, 67.9713, 0.001857288, 38.74191, 274.5663, 214.0213, 177.0901, 161.3872, 597.4686, 960.2587, 794.0096, 829.7237, 1227.146, 287.671, 1177.13, 757.8889, 2076.529, 1707.909, 816.4291, 1850.254, 1629.726
42.5, 698.7285, 1543.186, 202.6422, 18.35251, 63.49043, 0.001777081, 36.20377, 258.0074, 246.2984, 205.5333, 151.516, 566.0424, 918.0561, 754.3539, 811.3801, 1160.631, 273.3997, 1105.078, 718.2632, 1960.99, 1647.675, 775.2309, 1779.11, 1627.797
42.6, 654.6343, 1534.068, 188.421, 17.26171, 59.30496, 0.001700338, 33.83192, 242.4472, 233.7521, 194.8176, 332.298, 536.2692, 877.7082, 716.6788, 900.5317, 1097.722, 259.8365, 1037.435, 680.7093, 1851.88, 1551.964, 736.1116, 1818.2, 1553.964
42.7, 613.3227, 1463.485, 175.1978, 16.23574, 55.3954, 0.001626909, 31.61546, 227.8254, 221.8449, 184.6605, 311.9732, 508.0621, 839.1336, 680.8853, 853.6967, 1081.352, 246.9461, 973.9335, 645.1189, 1748.841, 1461.814, 751.7602, 1734.192, 1510.647
42.8, 574.6181, 1431.971, 162.9027, 15.27075, 51.74358, 0.001556651, 29.54421, 214.0854, 257.0648, 175.033, 354.0167, 481.3386, 802.2543, 646.8794, 809.2974, 1116.465, 234.6952, 914.3187, 611.3893, 1782.788, 1554.353, 713.8253, 1743.472, 1496.721
42.9, 547.0432, 1430.807, 151.4704, 14.36311, 48.33249, 0.001489427, 27.60865, 201.1741, 243.9701, 165.9075, 332.3635, 456.0208, 766.9958, 614.5719, 824.4216, 1055.95, 223.052, 858.353, 579.4232, 1683.594, 1504.067, 706.7849, 1662.917, 1519.775
43, 512.5213, 1425.964, 140.8403, 13.50942, 45.14627, 0.001425107, 25.7999, 212.5166, 231.5424, 157.2577, 312.0347, 432.0346, 733.287, 604.2026, 817.0784, 1164.223, 211.9865, 805.8129, 549.1285, 1644.867, 1416.698, 715.3235, 1684.294, 1450.842
43.1, 480.1779, 1375.667, 130.9563, 12.70647, 42.1701, 0.001363563, 24.10965, 199.6999, 219.7477, 149.0589, 292.9493, 409.3101, 701.0596, 727.4905, 861.1748, 1101.119, 201.4699, 756.4888, 520.4177, 1652.974, 1334.405, 679.2272, 1689.51, 1385.035
43.2, 449.8757, 1312.372, 121.766, 11.95125, 39.39012, 0.001304678, 22.53013, 190.3082, 208.5539, 141.2875, 275.0312, 387.7809, 670.2485, 691.157, 816.3867, 1041.436, 191.4751, 710.1838, 493.208, 1653.895, 1287.446, 644.9525, 1751.32, 1442.573
43.3, 421.4857, 1307.157, 263.0616, 73.51422, 36.79341, 0.001248336, 21.05409, 178.8309, 204.6, 133.9213, 258.2091, 367.384, 640.7916, 656.6381, 808.1977, 1062.995, 181.9761, 666.7133, 467.4209, 1647.855, 1326.551, 612.4072, 1670.402, 1377.141
43.4, 450.7922, 1247.015, 244.6002, 126.1543, 34.36788, 0.001194427, 19.67476, 182.1915, 219.1843, 126.9392, 242.4159, 348.0601, 612.6293, 623.8433, 800.8013, 1005.378, 172.9483, 625.9035, 442.9821, 1556.168, 1249.495, 581.5043, 1638.416, 1314.677
43.5, 422.3444, 1327.184, 227.4344, 118.6561, 32.10225, 0.001142845, 18.38579, 171.2037, 208.0192, 120.3211, 227.5887, 516.4987, 585.7047, 592.6863, 759.153, 950.8837, 164.3684, 587.5917, 419.8211, 1469.582, 1176.914, 552.1607, 1787.692, 1255.047
43.6, 455.2035, 1266.12, 211.4734, 111.6037, 29.98598, 0.001093492, 17.18126, 160.8785, 218.3862, 114.048, 213.6684, 489.3315, 596.9351, 563.0854, 719.6708, 899.3433, 156.2141, 551.6251, 397.8711, 1387.814, 1108.549, 524.2979, 1705.094, 1198.121
43.7, 426.4773, 1207.866, 278.5304, 104.9704, 28.00921, 0.001046269, 16.05565, 193.9712, 207.2617, 108.1019, 200.5995, 463.5932, 570.7002, 534.9629, 867.3883, 850.5966, 148.4644, 517.8599, 377.0687, 1310.595, 1044.156, 582.5344, 1700.988, 1143.777
43.8, 399.5639, 1179.285, 258.9834, 98.73133, 26.16276, 0.001001086, 15.00378, 182.2729, 196.7039, 102.4659, 188.3299, 439.2088, 545.6183, 508.2449, 822.277, 804.492, 141.0991, 486.1616, 357.3539, 1429.548, 983.5032, 553.1389, 1682.714, 1188.145
43.9, 374.3488, 1136.881, 240.8083, 110.8689, 24.43804, 0.0009578547, 14.02083, 171.2802, 186.6839, 97.12374, 176.8108, 486.9008, 670.8015, 482.8613, 779.5118, 760.8864, 134.0992, 456.4034, 338.6699, 1350.008, 926.3735, 525.2267, 1695.402, 1302.807
44, 413.9859, 1191.644, 223.9086, 104.2793, 22.82701, 0.0009164898, 13.10227, 225.431, 192.2309, 92.06008, 165.9963, 461.2903, 641.3203, 458.7455, 738.9708, 719.6444, 127.4466, 428.4668, 320.9628, 1274.893, 872.5624, 498.723, 1832.925, 1243.715
44.1, 387.8607, 1174.941, 208.195, 136.3601, 21.32219, 0.0008769113, 12.24389, 211.8354, 182.4387, 185.484, 155.8432, 437.027, 790.8904, 435.834, 700.5383, 680.6378, 121.124, 402.2402, 304.1815, 1203.957, 821.877, 473.5567, 1805.05, 1187.303
44.2, 365.1272, 1120.881, 193.5841, 128.2554, 19.91657, 0.000839042, 11.44174, 199.0598, 173.1454, 175.8136, 146.3112, 414.0399, 756.1313, 414.0669, 664.1046, 643.7455, 115.1151, 377.619, 288.2776, 1136.969, 774.1359, 449.6603, 1939.824, 1133.45
44.3, 342.0854, 1164.845, 281.9643, 120.6324, 18.60361, 0.0008028081, 10.69215, 187.0547, 164.3255, 172.4971, 137.3622, 443.433, 722.9, 393.3869, 629.5657, 608.8528, 109.4043, 354.5048, 273.2052, 1073.707, 729.1679, 426.9698, 1850.197, 1082.039
44.4, 320.4976, 1158.312, 262.1764, 113.4625, 17.3772, 0.000768139, 9.991664, 175.7735, 155.9548, 163.5038, 128.9605, 420.1089, 726.2672, 373.7398, 691.4, 575.8514, 103.9768, 332.8054, 258.9208, 1013.966, 686.8121, 405.4243, 1795.872, 1032.96
44.5, 300.2722, 1105.017, 299.6036, 106.7187, 16.23165, 0.0007349669, 9.337071, 165.1728, 148.0105, 277.0921, 121.0727, 398.0117, 732.412, 355.0739, 655.4415, 544.6387, 98.81853, 312.4343, 245.3833, 1176.255, 646.9166, 421.7632, 1712.896, 986.1074
44.6, 281.3231, 1077.331, 278.5778, 100.3757, 15.16161, 0.0007032275, 8.725364, 172.8456, 140.471, 262.6456, 113.6674, 377.0768, 735.3049, 337.3402, 691.9716, 515.1179, 93.91618, 293.3101, 232.5536, 1110.807, 609.3385, 532.4977, 1633.753, 941.3798
44.7, 263.5698, 1091.393, 329.0019, 94.40977, 14.16211, 0.0006728587, 8.153731, 266.4524, 133.3154, 248.9523, 106.715, 357.243, 702.9888, 320.4922, 655.9834, 487.1971, 89.25703, 275.3565, 220.3947, 1049.002, 573.9433, 505.6271, 1651.33, 898.681
44.8, 246.9369, 1060.764, 305.9129, 88.79842, 13.22851, 0.0006438014, 7.619548, 250.3829, 126.5244, 235.9728, 100.1878, 338.4524, 672.093, 304.4857, 756.5925, 601.7806, 329.9511, 258.5018, 372.1609, 1066.686, 540.6041, 480.1125, 1603.502, 857.9189
44.9, 231.3536, 1011.958, 284.4443, 83.52058, 12.35644, 0.0006159989, 7.120362, 282.2664, 120.0793, 223.6701, 94.05989, 320.6502, 642.555, 289.2785, 838.8541, 664.5886, 364.5883, 242.6788, 352.7027, 1083.709, 509.2015, 455.8853, 1724.681, 819.0057
45, 216.7537, 1061.442, 264.4824, 78.55643, 11.54187, 0.0005893971, 6.653879, 307.4027, 113.9625, 439.8676, 88.30678, 303.7844, 614.3152, 274.8309, 835.3476, 628.5661, 440.8047, 227.8244, 456.1933, 1023.411, 668.2081, 432.8806, 1644.994, 781.8575
45.1, 203.0752, 1012.604, 442.1376, 73.88733, 10.781, 0.000563944, 6.217957, 333.4301, 108.1573, 604.0775, 82.90555, 449.8752, 749.8251, 261.1049, 791.9026, 614.4829, 487.1559, 213.8792, 873.7112, 1047.188, 706.5713, 411.0369, 1619.38, 746.3942
45.2, 190.2598, 966.0142, 411.1089, 69.49575, 10.07028, 0.0005395901, 5.810595, 313.3212, 102.6479, 572.5832, 77.83468, 426.2123, 780.702, 248.0643, 797.6064, 581.1763, 502.6665, 200.7876, 1510.701, 988.9225, 665.528, 390.2953, 1544.558, 712.5395
45.3, 178.2532, 921.5677, 382.2578, 65.36519, 9.406421, 0.000516288, 5.42992, 294.4251, 97.41904, 542.7309, 73.07397, 403.794, 823.8875, 235.6751, 756.1243, 549.675, 536.4225, 188.4973, 1665.496, 933.8986, 626.8688, 370.6005, 1473.193, 680.2203
45.4, 167.0043, 879.1662, 520.1885, 61.48013, 8.786322, 0.0004939922, 5.074184, 276.6685, 92.45656, 514.435, 68.60445, 382.5549, 787.6782, 223.9046, 716.7997, 556.57, 509.8108, 176.9593, 1578.417, 881.9361, 590.4553, 351.8994, 1405.126, 649.3671
45.5, 156.4653, 838.7156, 483.6823, 57.82598, 8.207102, 0.0004726592, 4.741755, 259.9828, 87.74686, 487.6143, 64.40829, 362.433, 753.0604, 212.722, 679.5202, 605.4793, 484.5192, 166.1276, 1595.058, 832.8649, 632.7095, 388.5501, 1340.204, 619.9133
45.6, 146.5913, 916.8638, 449.7381, 54.38903, 7.666066, 0.0004522475, 4.431104, 244.3035, 83.27708, 462.192, 60.4688, 343.3694, 719.9639, 202.0979, 644.1796, 572.6608, 564.8165, 155.9588, 1743.076, 786.524, 703.2436, 438.5114, 1278.281, 591.7955
45.7, 137.3405, 892.803, 418.176, 51.15635, 7.160697, 0.0004327172, 4.140805, 229.5697, 79.03499, 580.4639, 151.4266, 425.5275, 804.8937, 192.0044, 706.4866, 541.621, 612.7808, 146.4126, 1667.633, 742.7615, 662.3936, 435.3802, 1219.219, 564.953
45.8, 128.6734, 851.725, 388.8289, 48.11581, 6.688643, 0.0004140304, 3.869524, 215.7246, 75.00899, 550.2007, 142.1647, 403.1453, 769.5192, 182.415, 770.3436, 683.8574, 582.381, 137.4506, 1632.036, 854.5396, 808.6093, 413.4103, 1362.549, 539.328
45.9, 120.5533, 812.5369, 361.5414, 45.25599, 6.247708, 0.0003961505, 3.616017, 231.9582, 71.18806, 533.1732, 133.4693, 381.9403, 904.6019, 173.3045, 730.2794, 646.7905, 553.4893, 129.0372, 1633.297, 806.9927, 761.6388, 619.3399, 1536.622, 514.8653
46, 112.9457, 878.9489, 336.1688, 42.56615, 5.835841, 0.0003790428, 3.379117, 217.969, 67.56178, 556.4062, 125.3057, 399.6892, 903.4761, 164.6491, 692.2988, 611.7328, 731.858, 121.1388, 1576.118, 762.0914, 776.8844, 667.2368, 1465.624, 491.5122
46.1, 105.8181, 838.5082, 312.5769, 40.03618, 5.451125, 0.0003626739, 3.157738, 389.5958, 64.12022, 527.3973, 117.6415, 378.666, 863.769, 156.4259, 656.2936, 578.5753, 695.5507, 113.7238, 1493.711, 789.9202, 731.7568, 698.7366, 1480.697, 469.2183
46.2, 155.2968, 799.9283, 388.0473, 37.65658, 5.091771, 0.0003470119, 2.950862, 372.3763, 60.85397, 499.9008, 110.446, 358.7486, 929.8485, 148.6134, 622.1609, 547.215, 661.0447, 106.7628, 1415.614, 745.9688, 689.2505, 663.4774, 1652.022, 447.9357
46.3, 145.4966, 793.4568, 360.8146, 35.41842, 4.756107, 0.0003320262, 2.75754, 349.9185, 57.7541, 473.8379, 103.6906, 339.8788, 888.9824, 141.1911, 589.8035, 517.5545, 628.2505, 100.2278, 1597.316, 766.2117, 673.4993, 861.9033, 1575.692, 427.6183
46.4, 158.0926, 756.9498, 394.2941, 33.31328, 4.44257, 0.0003176877, 2.576883, 328.8152, 54.81213, 449.1338, 136.0463, 322.0016, 849.9122, 134.1395, 659.2473, 489.5017, 597.0832, 94.0928, 1568.823, 797.8683, 674.9251, 899.4116, 1502.889, 408.2226
46.5, 153.5992, 722.1224, 412.4821, 31.33327, 4.149703, 0.0003039684, 2.408061, 308.9846, 52.02003, 425.7177, 127.7251, 305.0647, 812.5592, 127.4401, 624.961, 462.9694, 567.4621, 88.33335, 1486.799, 753.4746, 635.7201, 883.4807, 1433.45, 389.7065
46.6, 143.9061, 688.8974, 391.9547, 29.47094, 3.876143, 0.0002908416, 2.2503, 290.35, 49.37016, 403.5224, 169.7025, 339.4146, 931.7221, 121.0753, 592.4579, 437.8753, 539.3105, 82.92644, 1425.311, 711.551, 598.7924, 838.8989, 1367.219, 372.0303
46.7, 134.8247, 698.9042, 429.802, 27.7193, 3.620616, 0.0002782816, 2.102874, 272.8392, 46.85526, 382.4843, 212.8048, 404.2744, 960.5375, 115.0284, 561.6452, 414.1413, 512.5555, 77.85048, 1363.674, 671.9601, 564.0098, 958.9693, 1304.048, 355.1559
46.8, 126.3164, 666.7474, 399.639, 26.07177, 3.381934, 0.000266264, 1.965106, 256.3845, 44.46848, 362.543, 199.7888, 383.0101, 918.3226, 109.2834, 532.4351, 391.6938, 487.1278, 73.08523, 1411.678, 634.572, 531.2477, 910.5783, 1243.795, 339.0468
46.9, 118.345, 728.7696, 371.5928, 24.52216, 3.158988, 0.0002547655, 1.836365, 240.9222, 42.20328, 343.6414, 323.3414, 362.8642, 877.963, 103.8254, 504.744, 370.4629, 462.9615, 68.61166, 1337.87, 599.2642, 553.8909, 864.6292, 1186.327, 323.6684
47, 110.8767, 695.2388, 480.3771, 23.06466, 2.950738, 0.0002437634, 1.716057, 226.3923, 40.05346, 325.7252, 303.5644, 343.778, 839.3772, 98.64001, 530.0213, 350.3829, 439.9942, 64.41191, 1282.174, 565.921, 562.7151, 909.3166, 1131.514, 308.9876
47.1, 103.8797, 704.0168, 446.6649, 21.69378, 2.756217, 0.0002332365, 1.603632, 212.7388, 38.01316, 308.7432, 334.254, 325.6956, 835.7531, 93.71357, 502.4558, 331.3912, 418.1662, 254.3963, 1324.599, 638.2919, 530.0282, 863.4312, 1079.234, 294.9726
47.2, 97.32422, 671.6249, 470.9834, 20.40438, 2.574519, 0.0002231643, 1.498571, 288.8736, 36.07679, 292.6465, 313.8095, 412.6371, 830.011, 89.03317, 476.324, 313.4289, 397.4211, 238.8246, 1497.111, 679.1831, 499.24, 819.8611, 1029.369, 281.5934
47.3, 91.18244, 640.7233, 437.9304, 19.19163, 2.404799, 0.0002135269, 1.400394, 277.6515, 34.23906, 277.389, 294.6156, 446.4395, 836.5951, 84.58653, 451.5512, 296.4402, 377.7052, 493.815, 1418.836, 705.519, 470.2401, 877.4471, 981.808, 268.8209
47.4, 85.42825, 611.2435, 407.1969, 18.05095, 2.246268, 0.0002043058, 1.308649, 260.9066, 32.49493, 262.927, 276.5956, 477.2234, 799.8274, 80.36198, 428.0669, 280.3724, 358.9674, 556.3571, 1482.961, 808.3749, 609.0168, 833.1698, 936.4446, 256.6278
47.5, 80.03719, 621.404, 378.6203, 16.97807, 2.098187, 0.0001954829, 1.222914, 245.1715, 30.83966, 249.219, 259.6778, 452.122, 803.3967, 76.34841, 442.3331, 265.1755, 341.1591, 690.5399, 1481.122, 763.3966, 798.2181, 811.8198, 893.1771, 424.2939
47.6, 83.10748, 592.813, 352.0492, 15.96896, 1.959869, 0.000187041, 1.142796, 230.3854, 29.2687, 236.2257, 243.7948, 428.3409, 804.5879, 72.53529, 419.3282, 250.8023, 324.2343, 863.9167, 1460.194, 775.5876, 751.8513, 770.8542, 851.9088, 405.0489
47.7, 77.86287, 591.0134, 327.3428, 15.01982, 1.830668, 0.0001789636, 1.067927, 216.491, 27.77777, 223.9098, 228.8832, 405.8106, 769.2269, 208.7436, 421.3668, 237.2081, 308.1492, 811.0361, 1383.849, 732.4337, 708.1777, 731.9557, 812.5472, 418.9427
47.8, 72.94923, 578.8007, 304.3703, 14.1271, 1.709985, 0.0001712351, 0.9979631, 203.4346, 26.36278, 212.236, 214.8837, 384.4655, 841.2986, 198.3181, 399.4523, 224.3508, 292.862, 936.4764, 1311.495, 691.6808, 745.4518, 716.3698, 775.0043, 399.9404
47.9, 68.34566, 552.1699, 283.0099, 13.28744, 1.597258, 0.0001638403, 0.9325826, 321.0245, 25.01988, 201.1708, 260.188, 383.9924, 814.9609, 188.4134, 378.6775, 212.1904, 278.3333, 895.3756, 1362.464, 653.1955, 702.1501, 735.4581, 739.196, 444.8318
48, 64.03262, 625.2497, 263.1486, 12.49769, 1.491962, 0.0001567649, 0.8714855, 301.6638, 23.74538, 190.6825, 244.2737, 393.9362, 779.144, 179.0034, 358.9831, 200.6891, 264.5252, 1241.076, 1427.686, 802.6865, 661.3636, 698.3458, 705.0422, 424.6553
48.1, 59.99175, 596.4818, 530.9771, 11.75487, 1.393608, 0.0001499951, 0.8143911, 326.9023, 22.5358, 180.7411, 229.3329, 411.7909, 744.9012, 170.0633, 340.313, 189.8113, 251.4022, 1254.728, 1353.04, 758.0247, 622.9464, 663.1062, 672.4665, 405.3939
48.2, 56.20589, 585.301, 493.7138, 11.05621, 1.301737, 0.0001435175, 0.7610371, 314.5289, 21.38784, 171.3179, 215.3059, 446.4418, 731.5184, 214.6779, 508.134, 179.523, 238.9303, 1177.926, 1388.872, 715.848, 640.1767, 629.6449, 641.3959, 387.0062
48.3, 52.65894, 584.8757, 459.0655, 10.39907, 1.215923, 0.0001373198, 0.7111786, 295.5599, 20.29835, 162.386, 202.1368, 422.9595, 699.3687, 220.2027, 481.7069, 169.7924, 227.077, 1133.53, 1316.255, 790.056, 713.7491, 597.8721, 611.7609, 369.4525
48.4, 49.33583, 582.5402, 426.8488, 9.780986, 1.135766, 0.0001313896, 0.6645865, 277.735, 19.26436, 153.9199, 189.7732, 424.3772, 725.7822, 267.1526, 456.6542, 160.5892, 215.8118, 1168.316, 1247.436, 1011.869, 781.3477, 567.7026, 583.4951, 480.8665
48.5, 46.22242, 584.1724, 396.8931, 9.199641, 1.060893, 0.0001257156, 0.6210468, 310.6832, 18.28305, 145.8951, 178.1659, 512.233, 714.0493, 253.81, 432.9044, 151.8848, 205.1054, 1585.114, 1314.824, 1117.505, 905.9478, 539.0555, 556.5353, 459.0555
48.6, 43.3055, 643.0521, 471.0927, 8.652849, 0.9909555, 0.0001202866, 0.5803596, 291.9462, 17.35172, 138.2887, 414.1717, 485.2902, 682.6674, 241.1339, 410.3898, 143.6523, 194.9302, 1981.094, 1397.137, 1310.119, 950.2539, 511.8539, 530.8212, 573.7894
48.7, 40.57264, 613.4651, 438.032, 8.138556, 0.9256288, 0.000115092, 0.542338, 343.1727, 16.46783, 131.0788, 420.5123, 645.4364, 652.6647, 286.6352, 389.0462, 135.8659, 185.2598, 2288.618, 1481.827, 1638.021, 938.7594, 486.0251, 506.2951, 547.7637
48.8, 38.01225, 585.2394, 407.2914, 7.654831, 0.8646087, 0.0001101218, 0.5068073, 322.4762, 15.62897, 124.2449, 394.792, 611.4872, 623.9805, 272.3195, 368.8126, 128.5016, 176.0691, 2506.267, 1404.35, 1735.474, 884.2288, 461.4995, 482.9023, 619.2114
48.9, 35.61344, 558.3124, 378.7082, 7.199857, 0.8076112, 0.0001053662, 0.4736044, 307.6603, 14.83283, 117.7672, 423.1238, 579.3237, 596.5571, 258.7189, 349.6313, 121.5365, 167.3344, 2364.328, 1491.159, 1638.912, 832.8658, 438.2116, 460.5903, 591.1254
49, 33.366, 532.6244, 352.1309, 6.771925, 0.7543711, 0.000100816, 468.9096, 289.1056, 14.07726, 111.6273, 397.2437, 548.8519, 570.3388, 245.7976, 331.4476, 114.9489, 159.033, 2434.708, 1464.216, 1547.722, 784.4863, 481.2783, 439.3092, 564.3133
49.1, 31.2604, 508.1182, 442.9776, 6.369428, 0.7046407, 9.646223e-05, 1349.021, 271.6699, 13.36017, 105.8075, 515.9105, 519.983, 545.2728, 304.5186, 314.2096, 108.7184, 151.1434, 2285.678, 1387.66, 1461.606, 738.9171, 580.3466, 419.0114, 538.7173
49.2, 29.28767, 484.7396, 411.8899, 5.990853, 0.6581888, 9.229652e-05, 1373.397, 255.2857, 12.67961, 100.2911, 484.3551, 492.6325, 521.3085, 289.3098, 297.8681, 102.8256, 143.6452, 2145.771, 1505.029, 1516.28, 879.5597, 671.1938, 399.6514, 591.7953
49.3, 27.43943, 462.4366, 483.3075, 5.63478, 0.614799, 8.831071e-05, 1327.331, 239.8896, 12.03371, 95.06228, 454.7299, 466.7206, 498.3974, 274.8606, 282.3766, 97.25215, 136.5191, 2014.428, 1437.186, 1431.914, 899.4061, 637.3243, 381.1859, 564.9528
49.4, 25.70783, 441.1598, 569.876, 5.29987, 0.5742697, 8.449701e-05, 1240.372, 225.422, 11.42072, 90.10609, 426.9166, 442.1716, 476.4932, 261.1331, 267.6906, 91.98083, 129.7464, 1988.97, 1457.498, 1459.356, 847.1615, 605.164, 363.5736, 577.2047
49.5, 24.0855, 420.862, 529.8828, 23.44298, 0.5364121, 8.084802e-05, 1291.314, 211.827, 10.83896, 85.40831, 400.8045, 418.9139, 455.5517, 248.0912, 253.7685, 86.99522, 123.3097, 1867.225, 1381.294, 1378.156, 958.1499, 723.0257, 346.775, 551.024
49.6, 22.56555, 401.498, 492.6963, 71.21014, 0.5010503, 7.735661e-05, 1206.715, 199.0519, 10.28683, 80.95544, 376.2896, 396.8795, 435.5305, 235.7006, 240.5705, 82.27985, 117.1924, 1766.103, 1530.865, 1301.475, 1103.372, 686.5408, 330.7527, 526.0309
49.7, 21.14152, 383.025, 458.1194, 66.97768, 0.4680196, 7.401597e-05, 1127.659, 216.4375, 9.76282, 76.73473, 353.274, 376.0041, 416.3893, 223.9288, 228.0588, 77.82007, 111.3785, 1778.199, 1481.765, 1229.061, 1232.429, 689.3876, 315.4706, 586.9777
49.8, 19.80736, 365.402, 425.9691, 62.99678, 0.4371664, 7.081959e-05, 1053.781, 203.3843, 9.265507, 72.73408, 331.6663, 442.8438, 453.2396, 212.745, 216.1979, 73.60202, 105.853, 1695.914, 1404.292, 1330.612, 1258.394, 654.6, 300.8946, 560.3537
49.9, 18.55739, 348.5898, 465.1472, 68.7175, 0.4083471, 6.776126e-05, 992.9789, 191.1183, 8.793527, 68.942, 311.3801, 455.1438, 433.3201, 202.1198, 204.9538, 69.61259, 100.6017, 1592.106, 1330.87, 1465.494, 1185.296, 621.5679, 286.9921, 534.9373
50, 17.3863, 332.5511, 571.4119, 127.5233, 0.3814277, 6.4835e-05, 937.7028, 179.5921, 8.345589, 65.34763, 292.3347, 431.2037, 414.276, 192.0252, 194.2946, 65.83941, 95.61089, 1631.154, 1355.478, 1383.953, 1143.868, 657.9987, 273.7319, 550.5067
50.1, 16.28911, 317.2503, 531.3109, 126.2993, 0.3562829, 6.203511e-05, 1109.939, 187.3139, 7.920468, 61.94065, 274.4543, 470.6389, 559.434, 182.4347, 184.1896, 62.27074, 90.86767, 1531.311, 1370.649, 1306.95, 1077.423, 715.5667, 261.0844, 525.5369
50.2, 15.26117, 302.6536, 494.0241, 118.7926, 0.3327956, 5.935613e-05, 1037.222, 176.0172, 7.517004, 58.7113, 319.5085, 445.8838, 638.343, 173.3233, 174.6103, 58.8955, 389.0249, 1437.579, 1308.115, 1348.167, 1100.837, 679.4581, 249.0213, 602.0308
50.3, 14.29809, 288.7284, 459.3541, 111.732, 0.3108568, 5.679284e-05, 969.2697, 195.8665, 7.134091, 55.65032, 318.6274, 422.4308, 610.2883, 164.6669, 165.5291, 55.70321, 369.7255, 1423.52, 1254.754, 1273.155, 1036.892, 645.1717, 237.5155, 636.589
50.4, 13.39579, 275.444, 427.1172, 164.4946, 0.2903642, 5.434025e-05, 905.769, 193.6454, 6.770684, 52.74893, 299.1388, 400.2115, 583.4666, 156.4428, 234.3517, 52.68395, 351.3835, 1479.552, 1189.15, 1202.316, 976.6608, 612.6154, 226.5413, 607.7148
50.5, 12.55043, 262.7708, 397.1426, 154.7176, 0.2712226, 5.199357e-05, 931.6487, 223.3653, 6.425788, 49.9988, 280.8422, 402.8694, 557.8236, 148.6295, 222.1635, 49.82834, 333.9515, 1573.21, 1197.157, 1135.419, 919.9286, 745.931, 216.0742, 580.1502
50.6, 11.75842, 250.6806, 369.2716, 185.8507, 0.2533428, 4.974824e-05, 870.6128, 259.4036, 6.098462, 47.39206, 263.6646, 381.679, 641.2159, 141.2064, 210.6092, 47.12752, 317.3843, 1721.793, 1290.608, 1133.831, 1000.705, 708.2902, 206.0907, 701.5206
