 , C000, C002, C004, C005, C007, C008, C009, C010, C011, C012, C013, C022, C025, C030, C048, C096
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
347.8, 292.7109, 73.95846, 3.029281, 509.9958, 543.2171, 253.9875, 705.0139, 83.16103, 836.6926, 288.9261, 1178.277, 772.9509, 1478.844, 114.9436, 1005.219, 599.4893
347.9, 319.5927, 68.36058, 2.84189, 483.1461, 619.2769, 240.078, 672.7652, 78.18694, 796.2275, 264.7899, 1250.838, 771.6223, 1413.163, 110.1094, 956.9191, 570.6205
348, 321.9012, 63.18641, 2.66609, 457.7099, 605.7581, 232.0703, 641.9917, 73.51036, 757.7194, 242.6699, 1195.938, 769.8349, 1350.399, 105.4784, 910.9401, 543.142
348.1, 303.1992, 58.40386, 2.501165, 433.6129, 571.3434, 219.3611, 612.6258, 69.1135, 721.0736, 222.3977, 1143.447, 775.0309, 1290.422, 130.2785, 867.1705, 516.9868
348.2, 418.3832, 53.98331, 2.346443, 410.7845, 538.8839, 207.3479, 584.6031, 64.97963, 686.2002, 206.0256, 1230.797, 727.1747, 1339.173, 298.1129, 1019.905, 492.091
348.3, 443.8963, 49.89734, 2.201292, 448.1458, 535.1797, 195.9926, 619.1268, 61.09302, 653.0134, 246.2456, 1176.777, 682.2735, 1473.238, 387.7569, 970.8999, 575.3361
348.4, 418.1067, 46.12064, 2.06512, 424.5523, 504.7747, 185.2592, 605.1564, 57.43887, 621.4315, 225.6748, 1125.128, 677.5184, 1462.483, 371.4488, 958.758, 547.6305
348.5, 393.8154, 42.6298, 1.937371, 402.2009, 505.8967, 175.1136, 707.506, 54.0033, 591.3771, 206.8224, 1200.692, 635.6833, 1438.569, 381.6407, 1070.795, 521.2591
348.6, 426.8365, 39.40317, 1.817526, 381.0262, 477.1553, 212.7184, 675.1434, 50.77321, 890.9382, 189.5448, 1162.456, 655.7329, 1401.713, 414.6387, 1052.297, 496.1576
348.7, 402.038, 36.42077, 1.705093, 395.6106, 488.3441, 201.069, 644.2611, 47.73632, 847.8495, 173.7107, 1111.435, 753.5288, 1511.228, 397.2, 1023.538, 472.2649
348.8, 378.6803, 33.6641, 1.599616, 396.5461, 460.6, 190.0576, 614.7914, 44.88108, 806.8448, 230.3715, 1115.763, 707.0003, 1444.109, 380.4948, 1017.899, 449.5228
348.9, 356.6796, 31.11608, 1.500664, 375.6692, 434.432, 179.6492, 586.6697, 42.19661, 767.8232, 427.5334, 1066.792, 663.3448, 1430.028, 364.4921, 1065.789, 427.8758
349, 374.7062, 28.76093, 1.407833, 355.8914, 465.1023, 254.3804, 559.8343, 39.67272, 730.6888, 436.4173, 1019.97, 622.3849, 1467.552, 349.1624, 1043.713, 407.2712
349.1, 352.9364, 26.58403, 1.320744, 337.1548, 438.6786, 240.4494, 534.2264, 37.29978, 695.3504, 447.1229, 975.2028, 583.9542, 1402.373, 376.1867, 1012.973, 387.6589
349.2, 332.4314, 24.5719, 1.239043, 319.4046, 413.7561, 227.2813, 509.7899, 35.06878, 661.721, 446.6805, 978.3552, 547.8965, 1340.088, 360.3652, 997.5062, 368.991
349.3, 313.1177, 22.71206, 1.162395, 356.7745, 423.151, 214.8344, 486.4712, 32.97122, 629.7181, 409.3658, 935.4147, 514.0652, 1280.57, 345.2091, 1034.194, 351.222
349.4, 294.9261, 20.993, 1.09049, 337.9914, 399.1107, 356.2331, 464.2191, 30.99912, 599.2629, 375.1682, 934.5268, 482.323, 1223.695, 330.6904, 984.5018, 334.3088
349.5, 277.7914, 19.40405, 1.023032, 320.1972, 380.0986, 578.8192, 566.5518, 29.14497, 570.2806, 343.8274, 1099.179, 528.4316, 1373.514, 316.7824, 1054.516, 318.21
349.6, 261.6522, 17.93537, 0.9597469, 343.2402, 358.5042, 593.5241, 540.6367, 27.40173, 542.7, 315.1048, 1131.203, 506.103, 1404.533, 303.4593, 1110.931, 302.8864
349.7, 246.4506, 104.2789, 0.9003769, 376.9975, 437.2536, 561.0201, 515.9069, 25.76276, 516.4532, 288.7816, 1081.553, 526.2941, 1342.153, 321.5999, 1057.552, 416.8278
349.8, 299.9767, 198.2011, 0.8446795, 357.1497, 412.412, 615.0611, 492.3084, 68.16058, 491.4759, 264.6573, 1034.084, 652.2026, 1282.543, 308.0742, 1047.064, 425.276
349.9, 282.5486, 183.1994, 0.7924275, 338.3469, 543.3171, 643.486, 469.7893, 64.0837, 467.7066, 302.9025, 1027.008, 686.2526, 1225.58, 295.1174, 1171.933, 404.7967
350, 315.256, 169.3331, 5.796198, 320.534, 512.4498, 608.2458, 448.3002, 60.25068, 445.0868, 342.1394, 981.9321, 926.7216, 1511.797, 282.7054, 1462.087, 636.6104
350.1, 296.9402, 156.5164, 5.437645, 303.6588, 525.1711, 591.1279, 427.7942, 56.64692, 423.561, 313.5578, 1101.065, 869.4988, 1444.652, 270.8156, 1547.244, 815.9532
350.2, 288.7106, 144.6698, 5.101272, 287.6721, 495.3347, 558.7551, 408.2261, 53.25871, 403.0762, 287.3638, 1052.739, 953.1514, 1449.828, 368.5555, 1594.708, 884.2743
350.3, 271.937, 257.3742, 4.785707, 272.5271, 582.0905, 645.5859, 389.5531, 50.07316, 383.5822, 263.358, 1006.533, 894.2967, 1385.436, 353.0549, 1635.38, 841.6917
350.4, 256.138, 304.2195, 4.489662, 258.1794, 549.0203, 610.2308, 516.066, 47.07814, 365.0309, 241.3577, 962.3562, 839.0761, 1323.904, 350.7965, 1641.65, 801.1596
350.5, 241.2568, 587.6257, 4.211931, 244.587, 517.829, 576.8118, 492.4602, 44.26227, 347.3768, 323.7169, 920.1179, 928.5746, 1265.104, 336.0428, 1562.771, 879.1335
350.6, 275.0275, 543.1486, 3.951381, 281.5709, 488.4097, 545.223, 552.7342, 41.61482, 330.5766, 296.6743, 879.7335, 871.2374, 1208.916, 321.9097, 1487.681, 910.3961
350.7, 259.0489, 508.8838, 3.706948, 266.747, 460.6619, 595.3606, 527.4511, 39.12572, 314.5888, 271.8907, 841.1216, 817.4407, 1221.614, 308.371, 1416.2, 866.5555
350.8, 377.2532, 519.6682, 3.477636, 252.7036, 593.3695, 608.0361, 540.2758, 131.4543, 299.3743, 249.1776, 893.695, 766.9658, 1167.358, 295.4016, 1371.284, 898.7339
350.9, 444.3587, 519.0279, 3.262509, 461.4727, 559.6586, 574.7374, 564.4049, 162.5298, 284.8956, 275.038, 854.4703, 719.6075, 1115.511, 341.5722, 1469.741, 1003.246
351, 435.7006, 495.2216, 3.06069, 498.0828, 527.8629, 606.2237, 538.588, 251.8581, 271.1171, 303.7548, 946.5552, 675.1736, 1065.967, 327.2065, 1399.122, 954.9345
351.1, 410.3871, 457.7386, 2.871355, 471.8602, 497.8735, 573.0242, 513.952, 236.7938, 258.005, 278.3797, 905.0105, 633.4833, 1071.128, 327.5183, 1331.895, 908.9492
351.2, 418.6234, 423.0926, 2.693733, 447.0182, 469.588, 541.6428, 490.4428, 222.6305, 245.5271, 255.1244, 865.2892, 594.3673, 1206.026, 439.1158, 1267.899, 876.0513
351.3, 431.6259, 391.0689, 2.527098, 423.4841, 442.9094, 511.98, 557.7794, 209.3143, 233.6526, 233.8119, 855.8205, 557.6666, 1152.462, 448.5775, 1206.978, 833.8646
351.4, 410.594, 361.4691, 2.370772, 401.189, 417.7466, 483.9417, 532.2656, 196.7946, 222.3524, 245.5041, 886.6472, 523.2321, 1101.277, 469.8515, 1332.93, 813.9174
351.5, 386.7391, 334.1097, 51.00367, 380.0676, 394.0132, 457.4389, 507.9188, 185.0238, 211.5987, 265.2911, 847.7319, 490.9239, 1052.365, 529.9271, 1286.71, 774.7228
351.6, 536.949, 308.8212, 47.84858, 360.0582, 371.6283, 484.6574, 484.6856, 173.957, 201.3651, 247.9194, 810.5245, 460.6105, 1051.86, 507.6396, 1278.009, 737.4157
351.7, 546.9471, 285.4467, 44.88866, 341.1022, 350.5151, 458.1154, 462.5152, 186.173, 191.6265, 227.2088, 774.9503, 432.169, 1084.164, 486.2895, 1233.929, 781.4064
351.8, 515.1704, 263.8414, 42.11184, 323.1443, 405.4145, 433.0269, 441.3589, 175.0374, 182.3588, 271.56, 740.9373, 405.4836, 1036.012, 553.4781, 1348.935, 743.7773
351.9, 485.2399, 243.8714, 39.5068, 306.1317, 440.2874, 409.3125, 421.1703, 164.5679, 173.5394, 253.0434, 708.4172, 380.446, 1170.209, 530.2002, 1389.402, 767.9373
352, 457.0482, 225.4129, 37.06291, 290.0148, 475.1937, 386.8967, 401.9052, 154.7247, 165.1464, 231.9047, 677.3245, 356.9544, 1187.045, 566.3753, 1449.064, 730.9568
352.1, 430.4945, 208.3515, 34.7702, 274.7464, 516.7407, 365.7085, 383.5213, 168.7146, 157.1594, 212.5319, 647.5964, 334.9134, 1255.109, 542.5549, 1410.357, 695.7573
352.2, 405.4835, 192.5815, 32.61931, 260.2819, 487.3832, 345.6807, 365.9784, 158.6233, 149.5587, 194.7774, 619.173, 314.2333, 1199.365, 519.7364, 1342.591, 662.2527
352.3, 381.9256, 178.0051, 30.60147, 406.8622, 475.2183, 326.7497, 349.2378, 149.1356, 142.3255, 178.5061, 714.9145, 294.8302, 1146.096, 497.8775, 1278.081, 658.5845
352.4, 359.7363, 164.532, 28.70847, 385.4422, 448.2198, 308.8554, 333.263, 140.2154, 135.4422, 163.5941, 683.5366, 276.6252, 1095.194, 476.938, 1216.671, 626.87
352.5, 338.8362, 167.7913, 26.93256, 386.438, 422.7552, 291.9411, 318.019, 150.0556, 128.8918, 149.9277, 653.5358, 259.5443, 1046.552, 456.8792, 1193.519, 754.7751
352.6, 319.1504, 155.0912, 26.77476, 452.99, 398.7374, 300.6428, 303.4722, 189.4734, 122.6582, 137.4031, 624.8518, 243.5181, 1000.071, 437.6639, 1136.172, 718.4285
352.7, 300.6083, 174.2595, 25.11847, 429.1414, 376.084, 344.6286, 289.5908, 392.1657, 116.7261, 125.9247, 597.4268, 374.9087, 974.9089, 419.2568, 1250.612, 720.8946
352.8, 283.1435, 161.0699, 23.56464, 406.5484, 354.7177, 476.5209, 276.3444, 397.3677, 111.0808, 115.4052, 571.2054, 420.8045, 1044.041, 422.1707, 1318.325, 686.1796
352.9, 266.6933, 189.7829, 22.10693, 385.1449, 334.5652, 450.4245, 263.7039, 373.6001, 105.7086, 105.7645, 546.1349, 594.197, 997.6708, 404.4153, 1254.981, 653.1362
353, 251.1989, 200.4305, 64.25266, 364.8682, 357.1396, 538.8779, 251.6416, 402.6963, 100.5962, 110.5166, 589.9725, 649.3262, 1024.959, 387.4066, 1226.113, 621.6841
353.1, 236.6046, 185.2601, 60.27798, 345.659, 336.8495, 509.3666, 352.7676, 378.6099, 95.73103, 164.8696, 564.0784, 609.2319, 979.4363, 371.1132, 1254.916, 591.7466
353.2, 222.8583, 171.2378, 56.54918, 327.4611, 390.3408, 486.0292, 349.5467, 355.9642, 91.10117, 151.0968, 539.3207, 571.6134, 935.9359, 355.5051, 1194.618, 596.3216
353.3, 209.9106, 158.2769, 53.05104, 310.2213, 368.1645, 516.7665, 438.3452, 350.638, 86.69522, 138.4745, 515.6497, 536.3177, 894.3675, 371.1529, 1246.824, 677.7248
353.4, 197.7151, 146.2971, 56.0393, 293.8891, 347.2481, 488.466, 418.2945, 373.4187, 82.50237, 172.9734, 493.0175, 503.2014, 854.6453, 355.5431, 1266.11, 790.3283
353.5, 186.2282, 135.2239, 110.4857, 278.4167, 327.52, 461.7155, 399.1609, 351.0835, 78.51228, 158.5236, 471.3788, 596.768, 816.6873, 384.4177, 1291.002, 752.2697
353.6, 175.4087, 124.9889, 103.651, 263.7589, 308.9127, 496.5894, 380.9026, 454.554, 74.71518, 145.2808, 450.6898, 559.9191, 780.4151, 439.1342, 1228.97, 748.7567
353.7, 165.2177, 140.2509, 97.23916, 249.8728, 314.4651, 469.394, 363.4794, 427.3658, 71.10172, 133.1444, 497.9102, 525.3455, 874.326, 497.0784, 1259.867, 727.4306
353.8, 155.6189, 129.6353, 105.8551, 236.7178, 296.5995, 464.206, 346.8531, 419.8195, 67.66301, 122.0218, 476.0566, 492.9067, 961.1603, 476.1725, 1348.482, 745.6419
353.9, 146.5777, 119.8233, 99.30689, 224.2553, 292.6909, 438.784, 330.9875, 394.709, 64.39061, 111.8283, 455.1623, 462.4709, 918.4716, 456.1458, 1283.689, 771.3032
354, 138.0617, 110.754, 93.16376, 212.449, 276.0623, 572.1229, 315.8475, 371.1003, 61.27647, 102.4864, 435.185, 433.9145, 987.1047, 453.712, 1336.585, 734.1608
354.1, 130.0406, 102.3711, 123.5502, 201.2642, 343.4419, 851.6325, 301.4, 439.9244, 58.31295, 93.92492, 416.0845, 407.1214, 943.2637, 626.6755, 1300.685, 698.8069
354.2, 122.4855, 109.4547, 115.9074, 190.6683, 323.93, 1251.436, 287.6134, 854.5698, 55.49274, 143.574, 553.2524, 460.161, 940.3193, 725.3804, 1350.379, 813.9503
354.3, 115.3693, 131.6542, 108.7374, 180.6302, 305.5267, 1212.84, 274.4575, 1315.017, 52.80894, 131.5801, 528.9699, 463.7045, 898.5562, 694.8726, 1285.495, 774.7541
354.4, 108.6665, 284.812, 102.0109, 171.1205, 367.6245, 1274.921, 261.9033, 1343.363, 50.25493, 120.5882, 505.7532, 587.9363, 858.6479, 665.6479, 1302.936, 854.2109
354.5, 102.3532, 263.2548, 95.70047, 162.1116, 350.0795, 1378.556, 249.9233, 1464.635, 47.82444, 110.5145, 483.5554, 922.9459, 909.1659, 637.6524, 1240.331, 813.076
354.6, 96.40661, 288.7782, 89.78043, 153.5769, 330.1905, 1380.689, 238.4914, 1529.646, 45.5115, 101.2823, 462.3319, 1101.269, 868.7864, 610.8343, 1180.735, 773.9219
354.7, 90.80555, 266.9208, 84.22661, 224.1992, 311.4315, 1525.028, 227.5823, 1885.086, 43.31042, 92.82143, 442.04, 1222.27, 872.6514, 760.3621, 1124.002, 736.6533
354.8, 85.5299, 246.7177, 79.01634, 212.3958, 317.6326, 1506.916, 217.1723, 2206.564, 41.21579, 85.06731, 422.6386, 1146.797, 833.8937, 852.0931, 1189.303, 701.1794
354.9, 80.56075, 270.8047, 74.12839, 278.0211, 299.5871, 1424.39, 207.2384, 2167.281, 39.22246, 77.96097, 404.0888, 1075.986, 823.166, 905.3527, 1203.015, 795.722
355, 75.88031, 327.7245, 69.5428, 263.3841, 405.002, 1774.095, 197.7589, 2082.907, 37.32553, 71.44827, 386.3532, 1009.546, 786.6061, 987.8525, 1430.892, 813.7527
355.1, 71.47179, 302.9193, 65.24088, 249.5178, 381.9927, 1687.151, 188.7131, 2337.671, 35.52035, 65.47963, 369.396, 1073.213, 775.4282, 969.8325, 1483.673, 828.6603
355.2, 67.3194, 279.9915, 61.20507, 236.3814, 360.2907, 1798.612, 180.081, 2211.312, 33.80247, 60.0096, 353.183, 1006.945, 884.0588, 929.0437, 1412.384, 788.7558
355.3, 94.23144, 258.7991, 57.41892, 330.7538, 339.8216, 1700.112, 171.8438, 2079.048, 32.16768, 54.99652, 337.6816, 1020.804, 844.7945, 889.9704, 1344.521, 750.7729
355.4, 118.714, 239.2107, 53.86698, 313.3406, 320.5154, 1610.625, 163.9833, 1987.717, 30.61195, 50.40223, 322.8606, 998.3994, 807.274, 852.5404, 1385.842, 714.6191
355.5, 115.7662, 221.105, 50.53476, 296.8442, 302.3061, 1522.42, 156.4824, 1881.643, 29.13145, 46.19173, 308.6901, 936.7507, 771.4199, 816.6846, 1319.254, 680.2062
355.6, 210.7655, 204.3697, 47.40868, 281.2162, 285.1312, 1467.461, 149.3246, 1769.097, 27.72256, 42.33297, 295.1416, 878.9088, 874.3941, 782.3369, 1288.109, 670.0297
355.7, 277.6694, 188.9011, 44.47598, 266.4111, 268.9322, 1394.555, 142.4942, 1663.282, 26.38181, 38.79656, 282.1877, 824.6384, 835.559, 749.4337, 1389.334, 734.2921
355.8, 284.3407, 174.6032, 47.52283, 274.9081, 253.6534, 1318.183, 135.9763, 1563.797, 25.1059, 35.55557, 369.3098, 773.719, 798.4487, 717.9143, 1332.246, 768.8237
355.9, 267.821, 161.3876, 44.58306, 356.169, 239.2427, 1245.993, 129.7565, 1470.261, 23.8917, 32.58533, 353.1006, 725.9438, 762.9866, 687.7206, 1311.616, 731.8006
356, 252.261, 149.1723, 41.82515, 449.6945, 225.6506, 1177.757, 123.8212, 1485.164, 22.73622, 29.86322, 337.6029, 799.3503, 829.4244, 658.7967, 1248.594, 696.5604
356.1, 445.5693, 230.7769, 39.23784, 426.0194, 212.8308, 1161.694, 319.773, 1396.332, 21.63663, 27.36851, 322.7853, 749.9925, 839.4016, 631.0893, 1225.996, 663.0172
356.2, 449.2033, 224.129, 36.81059, 403.5908, 200.7393, 1098.074, 305.146, 1399.156, 400.0836, 43.81342, 368.4927, 703.6823, 1145.955, 633.2452, 1289.816, 655.0015
356.3, 517.4827, 294.0941, 34.53348, 382.343, 348.1348, 1037.939, 433.0706, 1315.469, 507.8236, 57.94113, 381.1666, 826.8789, 1095.058, 643.7241, 1227.841, 972.4726
356.4, 569.0821, 297.3155, 40.34017, 408.0077, 328.3564, 1013.557, 501.8049, 1236.787, 483.2636, 53.10085, 466.664, 775.8212, 1046.423, 696.273, 1354.464, 935.4666
356.5, 536.0194, 274.8119, 37.84473, 539.2214, 309.7015, 1102.426, 478.8514, 1162.811, 557.1738, 48.66491, 446.1819, 773.944, 999.9473, 758.018, 1404.214, 1236.489
356.6, 504.8776, 254.0115, 35.50365, 510.8331, 292.1066, 1590.077, 592.7601, 1093.26, 530.2271, 126.3634, 426.5988, 885.8784, 955.5359, 776.9341, 1357.28, 1176.945
356.7, 475.545, 234.7856, 33.30739, 483.9393, 275.5112, 1829.848, 565.6462, 1027.869, 504.5836, 115.8072, 501.9814, 831.1777, 913.097, 744.2581, 1292.065, 1120.269
356.8, 447.9167, 217.0148, 31.24699, 458.4614, 259.8587, 1729.637, 539.7725, 1033.806, 480.1803, 225.2557, 479.9492, 779.8546, 872.5429, 806.2491, 1229.982, 1066.322
356.9, 421.8935, 200.5891, 29.31405, 434.3248, 366.5414, 1653.835, 515.0823, 971.9712, 456.9573, 208.435, 458.884, 731.7005, 833.79, 772.3402, 1271.773, 1078.014
357, 443.312, 185.4066, 27.50068, 436.966, 345.7172, 1760.802, 491.5215, 1283.196, 434.8574, 206.085, 512.2452, 686.5198, 796.7583, 839.6515, 1263.96, 1026.101
357.1, 417.5563, 290.6531, 106.2189, 413.9611, 326.076, 1664.373, 469.0384, 1594.896, 413.8263, 188.8691, 489.7625, 644.129, 761.3713, 835.2385, 1314.959, 1122.72
357.2, 393.297, 268.6538, 99.64819, 420.5017, 307.5508, 1599.06, 447.5837, 1824.555, 393.8123, 173.0913, 468.2666, 604.3556, 727.5559, 800.1104, 1251.776, 1127.599
357.3, 370.4471, 248.3195, 93.48394, 398.3636, 290.078, 1665.539, 427.1104, 1813.966, 374.7663, 158.6317, 447.7141, 567.0381, 695.2424, 809.6815, 1235.874, 1200.067
357.4, 348.9248, 289.0741, 87.70102, 391.5606, 273.5979, 1574.327, 407.5735, 1897.096, 356.6414, 145.3799, 428.0638, 532.025, 664.3641, 809.333, 1194.739, 1172.512
357.5, 370.3197, 267.1942, 82.27583, 370.9461, 281.5218, 1488.11, 388.9304, 1883.404, 339.393, 133.2352, 409.2758, 499.1738, 634.8572, 775.2944, 1275.891, 1116.049
357.6, 376.7487, 246.9705, 87.79655, 351.417, 265.5278, 1406.614, 371.14, 1770.752, 322.9789, 122.105, 467.2656, 468.351, 606.6608, 742.6874, 1214.586, 1214.489
357.7, 354.8602, 228.2774, 82.36546, 332.9159, 250.4424, 1329.582, 354.1634, 1664.838, 307.3586, 111.9046, 446.7571, 439.4315, 579.7167, 711.4518, 1156.226, 1156.004
357.8, 334.2434, 210.9992, 133.5194, 315.3889, 236.2141, 1256.768, 337.9633, 1565.26, 292.4938, 102.5563, 427.1487, 412.2978, 553.9694, 681.5298, 1100.671, 1125.467
357.9, 327.6173, 195.0288, 125.2599, 298.7847, 222.7942, 1187.942, 322.5042, 1471.637, 278.3478, 93.98896, 408.4009, 466.338, 690.7559, 652.8663, 1047.785, 1071.269
358, 436.3454, 180.2672, 117.5113, 283.0546, 210.1366, 1122.885, 307.7522, 1383.615, 264.886, 86.13731, 390.476, 437.5428, 660.0768, 625.4084, 997.4398, 1197.236
358.1, 410.9944, 200.7725, 110.2421, 351.1098, 198.1982, 1061.391, 293.6751, 1300.857, 368.9977, 78.94158, 464.2278, 506.4566, 630.7604, 599.1052, 949.5139, 1139.582
358.2, 741.9197, 187.3572, 103.4225, 332.6249, 186.938, 1003.264, 386.4917, 1223.049, 351.1518, 72.34696, 751.4794, 475.1842, 711.886, 752.9042, 947.116, 1207.621
358.3, 698.8154, 173.1762, 156.8701, 315.1133, 176.3176, 948.321, 368.8129, 1149.895, 334.169, 66.30325, 718.4966, 445.8427, 762.2441, 721.2389, 948.4299, 1155.281
358.4, 769.3939, 160.0686, 147.1662, 298.5235, 166.3005, 896.3868, 351.9427, 1081.116, 318.0075, 60.76441, 686.9614, 418.3131, 728.39, 690.9053, 902.8589, 1159.922
358.5, 724.6934, 147.9531, 138.0624, 282.8072, 176.5923, 847.2966, 335.8442, 1016.452, 302.6277, 55.68827, 656.8104, 525.9601, 696.0395, 661.8475, 859.4775, 1104.065
358.6, 682.5899, 136.7546, 129.5219, 267.9182, 166.5597, 1200.562, 320.4821, 955.655, 287.9916, 130.2748, 627.9827, 644.2604, 803.066, 634.0118, 818.1805, 1099.975
358.7, 642.9326, 126.4037, 143.4314, 253.8132, 157.097, 1218.433, 371.1381, 1078.254, 274.0634, 119.392, 600.4202, 604.4789, 782.7738, 607.3469, 778.8679, 1289.446
358.8, 660.683, 116.8363, 134.5587, 240.4507, 162.6015, 1151.706, 354.1615, 1016.249, 554.9776, 109.4182, 574.0675, 627.1016, 748.0079, 581.8033, 848.8355, 1295.17
358.9, 684.34, 107.993, 126.2349, 227.7917, 188.7304, 1088.634, 337.9615, 1015.974, 528.1371, 100.2776, 548.8714, 630.44, 763.4146, 585.0605, 808.0499, 1350.699
359, 779.1301, 99.8191, 138.7669, 215.7991, 178.0081, 1207.421, 541.3173, 1059.171, 502.5947, 91.90064, 524.7812, 591.5119, 729.5085, 641.3674, 769.2239, 1659.589
359.1, 759.2416, 92.26385, 130.1828, 204.438, 167.895, 1141.297, 516.5564, 995.8194, 478.2876, 159.9577, 501.7483, 639.6862, 760.0689, 614.3931, 732.2635, 1579.671
359.2, 790.8296, 246.4029, 122.1297, 193.675, 158.3564, 1113.358, 492.9282, 1007.726, 455.1561, 146.5952, 479.7263, 600.1872, 864.1403, 588.5532, 740.8366, 1559.327
359.3, 744.8837, 227.7528, 114.5747, 183.4786, 149.3598, 1052.385, 470.3807, 1014.589, 433.1432, 134.349, 458.6709, 563.1271, 825.7606, 620.7883, 741.5217, 1496.052
359.4, 701.6072, 210.5143, 225.5982, 173.819, 211.6169, 1043.379, 448.8646, 953.9039, 412.195, 228.748, 438.5396, 747.5817, 789.0855, 594.6794, 734.0267, 1424.008
359.5, 660.845, 194.5806, 211.6427, 164.668, 199.5944, 986.2392, 428.3327, 896.8483, 392.2599, 209.6389, 419.2919, 761.1069, 754.0392, 569.6686, 698.7576, 1355.435
359.6, 622.451, 179.8529, 344.3224, 155.9987, 188.2549, 1173.979, 408.74, 843.2053, 373.289, 192.1261, 400.889, 795.1522, 720.5496, 545.7098, 743.1859, 1290.163
359.7, 586.2877, 569.7505, 350.9356, 147.7858, 177.5596, 1370.328, 390.0435, 792.7708, 355.2355, 176.0762, 383.2938, 746.0535, 688.5472, 522.7585, 734.1565, 1463.013
359.8, 552.2254, 597.9906, 366.8274, 140.0054, 167.472, 1546.072, 372.2021, 745.353, 338.0552, 161.3672, 366.4708, 733.5596, 657.9663, 500.7726, 698.881, 1392.561
359.9, 520.142, 590.4051, 344.1354, 132.6345, 157.9575, 1531.855, 355.1769, 700.7713, 321.7058, 147.8869, 350.3863, 755.87, 628.7435, 479.7113, 665.3006, 1325.502
360, 489.9226, 545.7177, 489.2829, 125.6517, 148.9835, 1447.964, 338.9305, 658.8562, 306.1471, 149.404, 335.0076, 709.1969, 600.8187, 459.5358, 633.3336, 1261.672
360.1, 461.459, 528.0735, 465.2131, 136.9386, 140.5193, 1427.195, 323.4272, 619.4482, 291.3408, 136.9231, 320.304, 665.4058, 574.134, 440.2088, 653.968, 1283.036
360.2, 450.0888, 488.1039, 535.2032, 153.6565, 132.536, 1434.581, 308.633, 669.4718, 277.2506, 125.4848, 306.2457, 624.3186, 548.6346, 526.7043, 750.712, 1267.433
360.3, 519.0074, 451.1596, 502.0955, 145.567, 194.0205, 1522.817, 294.5156, 946.1849, 263.8419, 115.0021, 292.8044, 633.4489, 524.2676, 563.3273, 803.9536, 1328.914
360.4, 488.8539, 555.3133, 471.3014, 196.181, 235.3163, 1622.302, 281.0439, 992.1826, 251.0817, 238.5851, 279.9531, 594.335, 500.9829, 539.6351, 765.3245, 1362.092
360.5, 481.2964, 513.2819, 442.1466, 205.1458, 221.9473, 1700.609, 268.1884, 1092.855, 238.9386, 218.6542, 267.6658, 557.6363, 478.7324, 516.9394, 820.4202, 1453.94
360.6, 506.1229, 538.0492, 414.7954, 194.3455, 214.6204, 1607.477, 255.921, 1236.507, 227.3827, 350.1938, 255.9178, 615.7856, 457.4701, 495.1982, 794.3942, 1383.925
360.7, 476.718, 497.3246, 389.1361, 184.1138, 291.1688, 1657.564, 244.2147, 1247.813, 216.3858, 328.0193, 244.6855, 747.5862, 437.1522, 474.3713, 787.0389, 1380.953
360.8, 449.0215, 459.6823, 365.0641, 174.4208, 278.1125, 1566.789, 233.0438, 1173.178, 205.9207, 300.6172, 233.9461, 701.4246, 417.7366, 454.4204, 749.2225, 1314.453
360.9, 422.9341, 424.8893, 342.4812, 246.0021, 262.3122, 1480.984, 222.384, 1165.692, 195.9617, 277.9402, 223.6781, 658.1134, 399.1833, 435.3086, 769.974, 1251.155
361, 398.3624, 424.3332, 321.2953, 233.0509, 247.4095, 1399.879, 212.2117, 1095.969, 186.4843, 295.8198, 213.8608, 617.4766, 381.4541, 417.0006, 732.9776, 1365.081
361.1, 375.2182, 392.2157, 301.42, 318.2282, 233.3535, 1323.216, 202.5048, 1030.416, 177.4654, 271.1076, 204.4743, 579.3489, 364.5123, 399.4626, 697.7589, 1299.345
361.2, 353.4186, 362.5291, 282.7741, 301.4745, 220.0961, 1250.75, 193.2418, 968.7839, 168.8826, 248.4598, 195.4999, 543.5756, 348.323, 382.6622, 664.2323, 1442.043
361.3, 332.8856, 341.6398, 309.1374, 404.6775, 207.5918, 1182.254, 184.4026, 910.8383, 160.7149, 227.704, 186.9193, 510.0112, 332.8526, 366.5683, 778.2316, 1435.984
361.4, 313.5455, 315.7812, 361.1983, 383.3724, 195.7979, 1117.508, 175.9677, 952.7292, 152.9422, 365.4892, 178.7153, 478.5193, 318.0694, 351.1514, 740.8384, 1366.833
361.5, 295.3291, 295.8318, 338.8546, 403.225, 184.6741, 1056.308, 167.9186, 917.2631, 145.5454, 334.957, 170.8714, 448.9719, 303.9427, 336.3828, 705.2419, 1301.013
361.6, 278.171, 273.4405, 317.893, 381.9965, 178.4938, 998.4603, 160.2377, 868.2589, 138.5063, 306.9753, 163.3718, 421.249, 290.4435, 322.2354, 671.3558, 1238.362
361.7, 262.0097, 252.7439, 356.7836, 361.8855, 168.3531, 943.7802, 152.9081, 904.1873, 131.8077, 281.3313, 156.2013, 395.2379, 277.5438, 308.6829, 639.0978, 1178.728
