 , C000, C002, C004, C005, C007, C008, C009, C010, C011, C012, C013, C022, C025, C030, C048, C096
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 57.47073, 36.12945, 0, 0, 0, 0, 0, 31.63098, 0, 0, 0, 86.12692, 0, 158.5601, 91.84729, 0
0.2, 54.13177, 189.6862, -3.051758e-05, 0, 0, 0, 0, 51.37799, -3.051758e-05, 0, 0.0001220703, 80.80884, 0, 151.8914, 100.0312, 0
0.3, 50.98681, 295.0015, 31.59106, -3.051758e-05, 0, 0, 0, 89.63153, 0, 0, 30.27252, 75.81909, 0, 145.5032, 136.1749, 60.40491
0.4, 48.02456, 272.673, 29.63687, -3.051758e-05, 0, 3.814697e-06, 159.0213, 84.27045, 0, 0, 91.49103, 71.13744, 0, 183.9515, 214.387, 57.49615
0.5, 45.23441, 252.0345, 118.8773, -3.051758e-05, 0, 0, 151.7474, 92.48013, 77.68576, 0, 87.4754, 66.74489, 0, 257.3465, 204.0859, 106.4173
0.6, 42.60636, 232.9582, 111.5235, -3.051758e-05, 0, 122.9353, 248.1242, 215.6707, 73.92865, 0, 135.7454, 62.62357, 0, 362.8719, 194.2798, 342.4683
0.7, 40.131, 215.3257, 104.6247, -3.051758e-05, 0, 116.2029, 236.7745, 645.0619, 70.35321, 0, 129.7875, 58.75673, 0, 418.1776, 202.9866, 325.9765
0.8, 37.79945, 254.6582, 267.374, 90.51018, 0, 109.8391, 225.944, 675.2155, 113.2052, 0, 334.5533, 55.12865, 0, 428.6228, 269.0305, 325.3221
0.9, 35.60338, 235.3833, 250.8342, 85.74509, 0, 103.8238, 215.6089, 749.8109, 129.6965, 0, 375.4462, 51.72459, 0, 431.0867, 256.1039, 419.3539
1, 33.53488, 257.4631, 280.3801, 81.23088, 0, 98.13795, 205.7466, 704.9626, 183.3437, 0, 358.9676, 48.53072, 0, 471.6623, 291.744, 485.5143
1.1, 31.58657, 348.2137, 263.0358, 76.95432, 0, 92.76348, 269.8208, 695.3307, 224.9348, 0, 343.2123, 45.53407, 0, 451.8253, 277.726, 462.1342
1.2, 29.75144, 353.5654, 246.7644, 72.90291, 0, 87.68334, 279.9949, 653.741, 214.0562, 3.690267, 328.1486, 152.3327, 0, 432.8227, 264.3816, 439.8799
1.3, 28.02293, 326.8042, 231.4995, 69.06479, 0, 98.28844, 335.2437, 755.0293, 203.7038, 3.381989, 357.5703, 315.7202, 0, 444.3421, 380.8651, 621.9161
1.4, 26.39484, 321.9124, 274.5527, 65.42873, 3.828397, 346.6388, 319.909, 890.1394, 356.3658, 3.099465, 455.0675, 296.2253, 0, 425.6541, 409.1255, 618.292
1.5, 24.86135, 297.547, 257.5688, 78.2522, 3.610895, 512.2807, 408.4177, 1025.932, 339.1309, 89.67686, 635.4402, 277.9341, 0, 636.3317, 621.1981, 618.5885
1.6, 23.41695, 310.5067, 241.6356, 74.13246, 251.0027, 564.1141, 389.7359, 1508.261, 322.7294, 125.4937, 701.392, 307.3774, 0, 609.5692, 739.1119, 769.3732
1.7, 22.05646, 367.2969, 226.688, 86.81709, 249.3958, 533.2207, 503.0558, 1563.153, 307.1212, 115.0102, 783.845, 879.1317, 0, 583.9321, 826.189, 845.2198
1.8, 20.77501, 397.9113, 212.6651, 129.74, 235.227, 553.3173, 480.0451, 1469.657, 292.2678, 105.4025, 760.9521, 909.9634, 0, 559.3734, 967.3796, 804.5178
1.9, 19.56802, 367.7936, 199.5096, 182.4099, 221.8631, 523.0151, 458.087, 1381.753, 278.1328, 96.59739, 832.0786, 853.7754, 0, 535.8475, 920.8982, 916.0584
2, 18.43115, 339.9555, 187.1679, 203.6318, 209.2585, 494.3725, 437.1332, 1299.106, 264.6814, 88.52784, 795.5583, 888.77, 0, 513.311, 876.65, 909.4438
2.1, 17.36033, 314.2245, 240.5984, 192.9112, 197.3699, 467.2985, 417.1379, 1267.882, 251.8806, 81.13241, 760.6409, 955.4561, 0, 491.7224, 834.528, 942.8733
2.2, 16.35172, 290.441, 225.715, 266.6716, 186.1568, 441.7071, 398.0573, 1192.046, 239.6988, 74.35477, 727.256, 896.4591, 0, 471.0418, 794.4298, 897.4687
2.3, 15.40172, 268.4577, 211.7522, 252.6321, 175.5807, 417.5172, 451.7465, 1120.747, 228.1062, 68.14333, 695.3364, 841.105, 0, 451.231, 756.2584, 854.2506
2.4, 14.5069, 248.1383, 260.5528, 239.3318, 165.6055, 394.6522, 431.0828, 1053.712, 217.0743, 62.45078, 664.8179, 789.1689, 0, 530.559, 826.462, 813.1138
2.5, 13.66408, 229.3568, 244.435, 360.3822, 156.197, 373.0392, 411.3643, 990.6861, 206.5759, 57.23377, 635.6387, 740.4397, 0, 508.245, 786.7513, 839.7986
2.6, 12.87022, 211.997, 323.5309, 341.4092, 165.1637, 352.61, 434.6083, 1090.785, 196.5852, 52.45258, 607.7401, 694.7194, 0, 486.8694, 748.9488, 835.8992
2.7, 12.12248, 251.0993, 348.3627, 323.435, 155.7803, 333.2994, 414.7285, 1097.78, 187.0777, 48.0708, 581.0662, 651.8223, 0, 510.0696, 777.5975, 795.6461
2.8, 11.41819, 286.4442, 672.3317, 306.4072, 146.9301, 315.0465, 517.7946, 1040.666, 178.03, 44.05506, 555.5629, 611.5739, 0, 488.6173, 797.6132, 757.3314
2.9, 10.75481, 264.7634, 630.7412, 290.2758, 138.5826, 297.7931, 494.1098, 978.4207, 169.4199, 40.37479, 531.179, 573.8107, 0, 468.0673, 913.8677, 750.2042
3, 10.12997, 253.5547, 670.7401, 274.9936, 130.7093, 281.4846, 471.5083, 982.9194, 161.2262, 37.00197, 636.576, 538.3793, 0, 448.3815, 869.9573, 714.0778
3.1, 9.541437, 373.1809, 629.248, 260.5161, 123.2834, 266.0693, 449.9406, 1178.276, 153.4288, 35.74171, 691.9512, 634.4315, 0, 429.5237, 898.3697, 714.0428
3.2, 8.987097, 344.9351, 590.3226, 304.8129, 116.2793, 251.4981, 429.3595, 1107.8, 146.0085, 32.75592, 731.1665, 616.0797, 0, 411.4589, 954.6456, 744.7764
3.3, 8.46496, 318.8271, 553.8052, 471.3087, 109.6732, 251.0801, 409.7198, 1051.881, 138.9471, 30.01955, 738.0421, 637.4667, 0, 394.154, 1796.332, 819.7433
3.4, 7.973161, 548.256, 663.7207, 446.4958, 103.4423, 237.3299, 390.9785, 988.9648, 132.2271, 27.51178, 705.649, 598.1047, 0, 377.5768, 2314.944, 1103.294
3.5, 7.509934, 594.4227, 622.6629, 422.9891, 97.56551, 224.3326, 436.7864, 929.812, 125.8322, 25.2135, 674.6777, 820.8857, 0, 361.6968, 2355.677, 1087.519
3.6, 7.073619, 572.8299, 746.5109, 400.7201, 105.4872, 212.0472, 495.5142, 917.302, 119.7465, 75.14775, 645.0658, 1163.119, 0, 346.4847, 2242.489, 1035.149
3.7, 6.662655, 720.6279, 700.3317, 379.6234, 99.49419, 200.4345, 472.8485, 903.8214, 241.5032, 68.87006, 616.7535, 1384.474, 0, 331.9124, 2260.073, 1038.102
3.8, 6.275565, 826.6373, 657.0091, 359.6374, 93.84165, 189.4578, 590.5908, 849.7614, 229.8233, 63.1168, 681.7817, 1298.986, 0, 317.953, 2347.327, 988.1119
3.9, 5.910965, 811.4763, 707.5898, 340.7036, 88.51025, 179.0823, 563.5761, 856.7684, 218.7083, 57.84415, 651.8579, 1218.777, 0, 304.5807, 2359.175, 940.5289
4, 5.567548, 750.0561, 663.8182, 322.7665, 83.48175, 169.2749, 583.4366, 819.997, 208.1309, 53.01197, 623.2476, 1276.462, 0, 291.7707, 2274.119, 1139.591
4.1, 5.244082, 720.6267, 622.7544, 324.7482, 78.73893, 160.0047, 556.7491, 792.7478, 355.8091, 48.58346, 595.8929, 1329.615, 0, 279.4996, 2380.656, 1084.713
4.2, 4.93941, 666.0829, 672.9811, 307.6512, 74.26556, 151.2421, 531.2825, 745.3313, 338.601, 44.5249, 569.7389, 1426.172, 0, 267.7445, 2303.519, 1080.603
4.3, 4.652439, 615.6674, 850.1379, 342.5951, 70.04633, 142.9594, 506.9807, 700.751, 322.2252, 40.80538, 544.7328, 1384.827, 0, 256.4838, 2280.287, 1028.566
4.4, 4.38214, 860.3572, 1021.444, 324.5585, 66.0668, 135.1303, 483.7904, 658.8372, 306.6414, 37.39658, 520.8242, 1314.364, 0, 245.6967, 2378.132, 989.9769
4.5, 4.127545, 795.2373, 1116.667, 307.4715, 62.31337, 127.73, 512.3071, 619.4302, 291.8112, 34.27255, 497.965, 1373.171, 0, 235.3633, 2498.111, 942.304
4.6, 3.887741, 918.5472, 1495.498, 302.2342, 58.77318, 120.7349, 488.8733, 718.8744, 277.6983, 31.40949, 476.109, 1431.153, 0, 225.4645, 2378.08, 1004.617
4.7, 3.66187, 849.0229, 2009.033, 305.9953, 55.43412, 114.123, 535.4985, 675.8765, 264.2679, 28.78561, 455.2123, 1342.782, 0, 215.982, 2433.182, 1016.741
4.8, 3.449121, 784.7608, 1925.155, 289.8856, 52.28476, 107.8731, 511.0038, 635.4504, 251.487, 26.38092, 435.2329, 1259.869, 0, 206.8983, 2316.27, 967.7791
4.9, 3.248733, 767.7856, 2033.537, 274.624, 49.31432, 101.9655, 618.7783, 597.4424, 239.3243, 24.17711, 416.1303, 1298.282, 0, 198.1967, 2248.475, 921.1752
5, 3.059986, 800.5044, 1907.742, 260.1659, 46.51264, 96.38139, 590.4742, 572.9595, 227.7498, 22.1574, 397.8661, 1250.92, 0, 189.861, 2233.382, 876.8156
5.1, 2.882206, 746.8198, 1789.729, 246.4689, 43.87013, 91.10312, 563.4648, 538.6892, 216.7351, 20.30642, 380.4036, 1406.75, 0, 181.8759, 2126.07, 834.5921
5.2, 2.714755, 691.285, 1679.016, 249.8802, 41.37775, 86.11391, 537.6909, 533.5981, 206.2531, 18.61006, 363.7075, 1319.887, 0, 174.2267, 2107.109, 794.4019
5.3, 2.557032, 638.9621, 1579.624, 247.666, 39.02697, 81.39793, 513.0959, 559.6342, 196.2781, 17.05542, 460.0789, 1238.387, 0, 166.8991, 2178.693, 756.1471
5.4, 2.408473, 590.5994, 1691.684, 305.0948, 36.80974, 76.94022, 489.626, 595.281, 186.7854, 73.03206, 439.8858, 1161.92, 0, 159.8797, 2338.015, 1023.376
5.5, 2.268545, 545.8972, 1587.036, 289.0324, 34.71848, 72.72663, 467.2296, 628.5284, 177.7519, 66.93111, 491.6606, 1090.174, 0, 153.1556, 2322.227, 974.0947
5.6, 2.136746, 504.5786, 1488.862, 310.8715, 32.74603, 68.74379, 445.8576, 594.3569, 169.1552, 154.233, 470.0814, 1022.858, 0, 213.6668, 2210.646, 990.9856
5.7, 2.012604, 466.3873, 1396.761, 294.5051, 55.0173, 64.97907, 425.4633, 566.8537, 160.9743, 141.3487, 449.4492, 959.6995, 0, 236.028, 2104.427, 943.2642
5.8, 1.895675, 431.0867, 1310.357, 279.0003, 51.89162, 61.42053, 406.0018, 725.7356, 153.1891, 129.5408, 429.7227, 900.4404, 0, 226.1013, 2172.867, 897.8409
5.9, 1.78554, 398.458, 1349.605, 459.9237, 48.94352, 58.05687, 387.4305, 682.3273, 145.7804, 118.7192, 482.1617, 844.8405, 0, 269.1816, 2068.463, 908.5307
6, 1.681803, 368.299, 1266.119, 435.7101, 46.1629, 54.87742, 369.7087, 641.5154, 138.73, 108.8016, 460.9994, 792.6737, 0, 257.8605, 2017.649, 864.78
6.1, 1.584093, 340.4226, 1224.791, 412.7714, 43.54026, 51.87209, 352.7975, 712.3064, 132.0206, 99.71257, 467.8631, 743.7281, 0, 247.0155, 2064.353, 823.1361
6.2, 1.49206, 314.6562, 1149.025, 429.3747, 41.06662, 49.03134, 336.6599, 669.7014, 125.6356, 91.38279, 464.3298, 697.8047, 0, 236.6267, 2111.149, 783.4976
6.3, 1.405373, 290.8401, 1077.947, 488.7431, 38.73352, 46.34617, 321.2604, 629.6446, 119.5595, 83.74886, 443.9502, 654.717, 0, 226.6747, 2009.711, 745.7678
6.4, 1.323723, 268.8265, 1011.265, 513.6479, 36.53296, 43.80805, 306.5654, 623.1909, 113.7772, 76.75266, 460.547, 614.2899, 0, 217.1413, 1913.147, 709.855
6.5, 1.246818, 278.5189, 948.7078, 486.6059, 34.45742, 41.40892, 292.5425, 590.8325, 108.2746, 70.3409, 440.3334, 576.3591, 0, 208.0089, 1856.939, 675.6716
6.6, 1.174379, 333.6081, 910.3462, 469.3797, 32.49981, 39.14119, 279.1611, 609.3098, 103.038, 64.46476, 454.8603, 540.7703, 0, 238.0143, 1803.909, 643.1343
6.7, 1.10615, 308.3575, 854.0322, 444.6683, 30.6534, 36.99764, 266.3917, 572.8653, 263.1084, 59.07951, 549.7076, 507.3791, 0, 228.0039, 1768.364, 804.6609
6.8, 1.041885, 285.0181, 801.2016, 421.2578, 28.9119, 34.97149, 254.2065, 538.6006, 331.0036, 54.14413, 525.5807, 476.0497, 0, 218.4147, 1818.423, 765.9121
6.9, 90.97185, 287.321, 751.6392, 504.5937, 27.26934, 33.05629, 242.5786, 506.3854, 482.1836, 49.62104, 551.3849, 446.6548, 0, 209.2287, 1731.05, 953.8917
7, 98.25249, 287.5323, 785.0575, 478.0284, 25.72009, 31.24599, 375.1371, 476.0971, 606.3043, 45.4758, 582.4938, 419.075, 0, 200.429, 1842.693, 956.4036
7.1, 92.54419, 265.7691, 856.4214, 452.8616, 24.25887, 29.53482, 357.9777, 447.6204, 971.0502, 41.67684, 717.4646, 393.1982, 0, 191.9995, 1824.466, 910.3475
7.2, 87.16753, 245.6532, 803.4431, 472.1886, 102.7191, 27.91736, 414.4035, 420.847, 964.7622, 38.19524, 685.9747, 368.9192, 0, 183.9244, 1790.723, 866.5092
7.3, 211.2984, 227.0598, 801.7834, 447.3293, 230.2966, 26.38848, 395.4479, 395.675, 1008.82, 35.00449, 947.0099, 346.1394, 0, 176.189, 1755.046, 824.7821
7.4, 199.0223, 282.1608, 752.185, 552.6432, 307.9227, 24.94333, 377.3594, 372.0085, 1473.642, 32.08029, 934.5341, 324.7661, 0, 327.5505, 1802.5, 785.0643
7.5, 187.4594, 260.8042, 705.6548, 541.2283, 290.4287, 23.57732, 360.0983, 349.7577, 1593.026, 29.40037, 893.517, 304.7126, 0, 313.7745, 1792.764, 747.2592
7.6, 176.5683, 241.0641, 662.0029, 670.8509, 273.9287, 22.28612, 343.6267, 328.8377, 1515.982, 26.94432, 854.3001, 285.8974, 0, 305.5407, 1789.026, 711.2745
7.7, 166.31, 222.8181, 621.0514, 635.5327, 418.6153, 21.06564, 327.9086, 309.169, 1545.189, 24.69345, 983.2581, 268.2439, 0, 419.0987, 1727.288, 776.8972
7.8, 156.6477, 205.9531, 582.6331, 602.0738, 583.6269, 19.91199, 312.9094, 290.6768, 1742.101, 22.63061, 973.8229, 251.6806, 195.3208, 401.4724, 1730.115, 739.4854
7.9, 147.5467, 190.3646, 571.1448, 570.3765, 550.4695, 18.82152, 298.5963, 273.2906, 1730.431, 20.7401, 931.0814, 236.1399, 186.6458, 514.3435, 1748.826, 703.8751
8, 138.9745, 175.9561, 535.8137, 540.3478, 519.1958, 17.79077, 284.938, 256.9443, 1854.143, 19.00751, 890.2158, 221.5589, 208.5659, 579.0709, 1664.797, 783.6122
8.1, 130.9003, 162.638, 502.6682, 511.9002, 489.6989, 16.81647, 271.9044, 241.5758, 1764.471, 17.41966, 911.5402, 207.8782, 248.3286, 554.7166, 1604.915, 745.877
8.199999999999999, 123.2952, 150.3281, 515.9393, 484.9502, 565.9122, 15.89552, 259.467, 227.1264, 1833.71, 15.96446, 871.5322, 195.0422, 237.2993, 531.3865, 1527.801, 709.9589
8.300000000000001, 116.132, 138.9498, 548.7418, 459.4191, 533.7612, 15.02501, 334.8642, 213.5414, 1804.061, 14.63082, 993.297, 182.9988, 301.4746, 509.0377, 1523.067, 675.7705
8.4, 109.3849, 128.4328, 514.7966, 435.2321, 503.4368, 14.20218, 427.2189, 200.7689, 1767.219, 13.40859, 1094.125, 171.6991, 288.085, 487.6288, 1776.594, 689.8574
8.5, 124.0617, 118.7118, 482.9512, 453.8071, 474.8352, 13.4244, 407.6771, 188.7603, 1681.751, 12.28847, 1174.489, 161.0971, 275.2901, 467.1204, 1752.26, 656.637
8.6, 116.8539, 109.7265, 478.8573, 429.9155, 559.5151, 12.68922, 389.0292, 177.47, 1600.416, 11.26191, 1171.644, 151.1498, 263.0634, 447.4744, 1687.819, 695.1429
8.699999999999999, 110.0649, 101.4214, 449.2352, 407.2818, 626.1603, 11.9943, 514.5876, 193.6325, 1523.015, 10.32112, 1353.076, 141.8167, 251.3798, 428.6547, 1606.721, 661.668
8.800000000000001, 103.6703, 93.74488, 421.4455, 407.8975, 590.5865, 11.33744, 491.0494, 182.0508, 1611.834, 9.458912, 1293.689, 133.0598, 271.7749, 410.6266, 1579.753, 629.805
8.9, 97.64725, 93.20159, 395.3748, 461.6995, 604.4387, 10.71655, 494.271, 217.6141, 1533.88, 8.668734, 1313.935, 124.8437, 281.6574, 393.3566, 1674.584, 599.4764
9, 131.4696, 86.14721, 370.9169, 437.3924, 570.0989, 10.12967, 539.1549, 204.598, 1489.486, 7.944565, 1409.972, 117.1349, 269.148, 376.813, 1718.46, 570.6083
9.1, 123.8315, 79.62678, 347.972, 414.3651, 537.71, 9.574922, 514.4929, 192.3604, 1417.449, 7.280893, 1511.814, 109.9021, 406.5576, 360.9651, 1728.349, 543.1305
9.199999999999999, 116.6371, 73.59988, 326.4464, 428.8007, 507.1613, 9.050556, 513.2914, 202.5937, 1348.897, 6.672662, 1445.46, 103.116, 388.5009, 345.7838, 1745.841, 516.9757
9.300000000000001, 109.8607, 68.02914, 306.2524, 428.9533, 478.3481, 8.554908, 489.8126, 190.476, 1317.724, 6.115242, 1464.313, 96.74881, 442.6466, 331.2409, 1661.955, 492.0805
9.4, 103.4779, 62.88005, 287.3076, 488.6025, 451.1718, 8.086403, 467.4076, 179.0831, 1408.991, 5.604387, 1458.372, 307.0027, 422.987, 317.3098, 1672.832, 468.3841
9.5, 120.0995, 58.1207, 333.3902, 462.8791, 425.5395, 7.643556, 495.5457, 168.3717, 1340.848, 5.136209, 1394.364, 288.0461, 436.4206, 303.9645, 1649.098, 513.3252
9.6, 113.1219, 53.72157, 339.3011, 438.5099, 401.3635, 7.22496, 472.8786, 158.3009, 1276, 4.70714, 1368.309, 270.2599, 417.0375, 291.1805, 1585.984, 526.4958
9.699999999999999, 168.9301, 49.65542, 371.2995, 415.4237, 378.5609, 6.829289, 451.2482, 170.4588, 1300.175, 4.313916, 1330.763, 253.5721, 398.5153, 278.9341, 1578.924, 501.1422
9.800000000000001, 249.8351, 47.4313, 348.3309, 393.5529, 626.779, 6.455287, 430.6073, 160.2632, 1459.351, 3.95354, 1405.31, 275.8689, 499.3247, 267.2028, 1503.059, 477.0095
9.9, 314.2943, 43.84125, 326.7831, 372.8336, 591.17, 6.101767, 463.6361, 150.6774, 1401.707, 3.62327, 1458.538, 466.2954, 477.1478, 255.9649, 1430.839, 481.8486
10, 350.4333, 40.52293, 306.5683, 353.205, 607.9167, 5.767607, 442.4286, 141.6649, 1428.634, 47.28099, 1528.366, 437.5028, 455.9559, 245.1996, 1453.765, 458.645
10.1, 370.9819, 37.45577, 287.6039, 423.0717, 573.3793, 5.451746, 422.191, 180.087, 1546.576, 43.33123, 1512.04, 410.4881, 435.7052, 234.8871, 1619.883, 521.2461
10.2, 349.4285, 34.62077, 269.8127, 452.737, 540.8041, 5.153185, 402.8792, 264.0201, 1471.779, 39.71143, 1513.824, 385.1415, 416.3539, 225.0084, 1542.049, 496.1453
10.3, 329.1273, 32.00034, 352.7243, 428.9018, 510.0795, 4.870973, 538.9128, 248.2283, 1400.599, 36.39402, 1646.695, 361.36, 397.8621, 215.5451, 1610.627, 472.2531
10.4, 392.492, 29.57825, 330.9048, 406.3215, 481.1005, 4.604217, 514.2619, 233.3811, 1332.862, 33.35374, 1574.421, 339.0469, 380.1915, 206.4798, 1582.622, 449.5116
10.5, 369.6889, 27.33949, 310.4349, 432.3592, 453.7679, 4.35207, 490.7386, 322.7946, 1268.4, 30.56744, 1574.289, 318.1116, 363.3058, 197.7957, 1806.796, 427.8651
10.6, 348.2106, 25.27018, 291.2314, 409.5968, 427.9881, 4.113731, 468.2914, 303.4874, 1207.056, 28.0139, 1597.945, 298.4691, 347.17, 189.4769, 1719.981, 407.2611
10.7, 327.9801, 23.35749, 333.8929, 388.0328, 421.9014, 3.888445, 446.8708, 285.335, 1148.679, 25.67367, 1742.877, 280.0393, 331.7509, 181.508, 1726.933, 387.6492
10.8, 343.2494, 21.58958, 384.4225, 367.604, 397.9321, 3.675496, 426.4301, 268.2683, 1093.125, 23.52895, 1666.381, 262.7476, 317.0166, 173.8742, 1643.956, 368.9818
10.9, 323.3072, 19.95548, 363.0177, 348.2508, 402.1478, 3.47421, 406.9244, 252.2224, 1134.534, 21.56339, 1616.108, 246.5236, 302.9367, 250.4363, 1694.681, 351.2133
11, 304.5236, 18.44506, 376.945, 329.9164, 401.3031, 3.283946, 388.3109, 237.1363, 1079.664, 19.76203, 1545.177, 231.3014, 289.4821, 239.9035, 1613.253, 386.0156
11.1, 286.8313, 17.04896, 353.6271, 351.2625, 378.504, 3.104103, 370.5489, 222.9525, 1027.448, 18.11115, 1668.025, 217.0191, 276.6251, 229.8138, 1535.738, 367.4268
11.2, 270.1668, 15.75854, 331.7517, 332.7697, 357.0002, 2.934108, 353.5993, 209.6171, 1034.632, 16.59818, 1594.814, 203.6187, 264.3392, 252.9025, 1561.366, 349.7332
11.3, 292.984, 14.56578, 311.2295, 315.2504, 336.718, 2.773424, 337.425, 197.0793, 984.5936, 15.2116, 1524.817, 191.0458, 252.5989, 298.205, 1607.345, 332.8916
11.4, 275.9621, 13.46331, 291.9769, 298.6534, 317.5882, 51.19531, 321.9905, 185.2914, 936.9755, 13.94086, 1526.533, 179.2492, 241.38, 285.6633, 1530.114, 316.8611
11.5, 327.6654, 12.44428, 273.9151, 340.2357, 299.5452, 48.39163, 307.2621, 174.2086, 891.6603, 12.77627, 1528.482, 168.181, 230.6594, 273.649, 1456.594, 301.6025
11.6, 308.6286, 11.50238, 267.0046, 322.3233, 282.5272, 45.74149, 293.2074, 163.7887, 941.2976, 11.70896, 1498.383, 157.7962, 220.415, 362.8236, 1494.945, 287.0787
11.7, 290.6978, 10.63177, 250.4877, 325.4302, 266.476, 144.3452, 279.7955, 153.9921, 895.7734, 10.73082, 1432.618, 148.0527, 210.6255, 347.5642, 1438.872, 273.2543
11.8, 273.8087, 9.827054, 234.9925, 308.2973, 251.3368, 136.4402, 266.9971, 144.7814, 852.4509, 9.83439, 1429.698, 138.9108, 201.2708, 332.9465, 1369.736, 260.0956
11.9, 257.9009, 9.08325, 262.5678, 292.0664, 237.0577, 128.9681, 254.7842, 136.1216, 925.0558, 9.012845, 1411.438, 130.3335, 192.3316, 318.9435, 1361.008, 247.5705
12, 283.9497, 49.65733, 246.3254, 335.5539, 223.5898, 121.9053, 243.1299, 127.9798, 880.3171, 8.259931, 1474.833, 122.2857, 183.7895, 305.5295, 1343.607, 235.6487
12.1, 267.4527, 87.69556, 231.0877, 342.4747, 210.8871, 143.1938, 232.0087, 120.325, 883.3257, 7.569913, 1410.102, 114.7348, 175.6267, 292.6797, 1318.522, 224.3009
12.2, 263.0193, 81.05794, 353.8966, 324.4445, 198.906, 154.3122, 221.3962, 113.128, 840.6053, 6.937538, 1447.19, 107.6503, 167.8265, 362.7645, 1365.376, 246.545
12.3, 247.7383, 74.9227, 350.4681, 307.3634, 187.6056, 145.8614, 383.2354, 106.3615, 799.9509, 6.357991, 1484.516, 101.0031, 160.3727, 347.5075, 1529.241, 234.6725
12.4, 239.033, 69.25185, 328.7881, 291.1817, 187.8708, 137.8733, 365.7055, 99.99971, 822.476, 5.826857, 1475.212, 94.76643, 153.2499, 332.8922, 1621.628, 223.3717
12.5, 420.29, 64.01022, 308.4492, 275.8519, 177.1974, 130.3228, 348.9775, 94.01846, 782.6984, 5.340094, 1410.464, 88.91485, 146.4435, 318.8915, 1543.711, 212.6152
12.6, 395.8719, 59.16531, 289.3686, 261.3291, 227.753, 123.1857, 333.0146, 88.39494, 744.8445, 4.893993, 1473.265, 83.42458, 139.9394, 305.4797, 1469.537, 202.3766
12.7, 491.6861, 54.68713, 271.4682, 247.5709, 214.8138, 116.4395, 394.7131, 83.1078, 708.8215, 4.485159, 1408.603, 78.27332, 133.7242, 292.632, 1398.928, 204.0368
12.8, 531.6498, 50.54789, 259.6538, 234.5371, 202.6096, 110.0628, 376.6582, 78.13689, 674.5405, 4.110478, 1346.779, 73.44014, 127.785, 280.3246, 1357.599, 243.2212
12.9, 500.7618, 46.72195, 255.1614, 222.1894, 218.0547, 104.0353, 359.4291, 73.4633, 641.9176, 3.767097, 1287.668, 68.9054, 122.1096, 268.5348, 1309.522, 231.5088
13, 501.5495, 43.18559, 239.3771, 210.4918, 205.6665, 98.33782, 342.9882, 69.06926, 657.6181, 3.452402, 1366.579, 64.65066, 116.6862, 257.2409, 1246.601, 294.5643
13.1, 472.4104, 39.9169, 224.5692, 199.4101, 193.982, 154.2618, 327.2993, 64.93803, 758.5722, 3.163995, 1306.599, 60.65864, 111.5038, 306.6545, 1240.204, 280.3795
13.2, 494.8583, 36.89561, 237.5927, 188.9118, 182.9614, 145.8138, 312.328, 61.05391, 721.8852, 113.5493, 1282.753, 56.91312, 106.5515, 293.7574, 1382.221, 266.8777
13.3, 466.1079, 62.42807, 222.8952, 178.9661, 172.5668, 137.8284, 298.0415, 57.4021, 686.9725, 413.9101, 1226.452, 53.39888, 101.8191, 281.4027, 1395.782, 289.0298
13.4, 500.4099, 57.70292, 258.4745, 169.5441, 195.7244, 130.2803, 284.4086, 53.96872, 705.7796, 379.3329, 1172.622, 50.10163, 97.29694, 352.1542, 1517.212, 275.1114
13.5, 471.337, 53.33542, 242.4852, 160.6181, 266.1154, 123.1455, 271.3992, 50.7407, 671.6458, 347.6442, 1121.155, 47.00798, 92.97562, 337.3434, 1506.262, 422.2279
13.6, 443.9531, 49.29849, 227.4851, 152.1621, 250.9967, 116.4015, 258.9849, 83.92448, 639.1629, 318.6028, 1204.423, 44.10536, 88.84622, 323.1556, 1480.454, 401.8954
13.7, 418.1602, 45.56712, 213.4128, 144.1512, 238.5291, 110.0269, 539.2021, 114.1412, 721.9881, 291.9873, 1224.297, 41.38196, 84.90023, 309.5644, 1496.647, 400.4849
13.8, 758.756, 42.11816, 246.4147, 136.5621, 227.6664, 104.0013, 589.7803, 176.0183, 855.5757, 267.5953, 1170.562, 38.82673, 81.12949, 296.5449, 1508.486, 621.5042
13.9, 714.6736, 38.93026, 231.1715, 129.3725, 214.7321, 98.30574, 669.1276, 165.4901, 909.6527, 245.241, 1119.186, 36.42928, 77.52623, 284.0729, 1622.908, 811.0465
14, 673.1523, 35.98365, 216.8712, 122.5615, 202.5326, 92.92207, 780.4864, 155.5917, 962.4229, 224.754, 1148.337, 34.17986, 74.083, 272.1255, 1735.251, 1061.493
14.1, 664.5285, 33.26007, 203.4555, 116.109, 191.0262, 87.83325, 744.7855, 146.2853, 915.877, 205.9785, 1122.531, 32.06934, 70.79269, 260.6806, 1776.384, 1085.259
14.2, 833.925, 30.74264, 190.8697, 109.9962, 180.1735, 83.02311, 948.3816, 137.5356, 871.5823, 188.7715, 1099.13, 30.08914, 67.64853, 249.717, 1841.143, 1032.998
