 , C000, C001, C003, C004, C011, C017, C036, C042, C054, C057, C059, C064, C071, C072, C082
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 518.1856, 0, 0, 34.75281, 69.66479, 0, 0, 0, 0, 733.3289, 138.4754, 56.94226, 0
0.2, 0, 0, 1133.51, 0, 0, 32.76953, 95.07639, -0.0001220703, 0, 156.256, -1.525879e-05, 977.7959, 132.3405, 89.58307, 0
0.3, 0, 0, 1208.218, 0, 0, 112.1888, 89.89276, 194.7649, 6.103516e-05, 144.301, 0, 1386.713, 126.4774, 84.25769, 0
0.4, 0, 0, 1243.873, 0, 69.44052, 105.7865, 84.99176, 1215.928, 3.051758e-05, 202.6383, 0, 1571.222, 178.981, 221.3268, 3.051758e-05
0.5, 0, 0, 1242.288, 8.14065, 65.74368, 99.74951, 137.1837, 1803.742, 3.051758e-05, 187.1346, -1.525879e-05, 1639.065, 171.0514, 330.9938, 3.051758e-05
0.6, 0, 0, 1180.074, 7.717663, 136.3602, 94.05701, 129.7044, 2161.701, 0, 268.4521, -1.525879e-05, 1660.922, 163.4732, 783.7151, 3.051758e-05
0.7, 0, 0, 1120.977, 7.316654, 129.1007, 88.68936, 287.4214, 2101.682, 3.051758e-05, 333.8089, 0, 1829.998, 156.2308, 1036.29, 171.4832
0.8, 0, 0, 1064.839, 6.936482, 122.2277, 83.62808, 271.7511, 2043.449, 0, 339.072, 0, 1738.561, 290.6929, 1223.523, 163.1573
0.9, 0, 7.629395e-06, 1182.281, 6.576063, 145.1967, 78.85559, 256.9351, 2284.831, 0, 313.1297, 0, 1684.782, 277.8142, 1179.164, 155.2357
1, 0, 0, 1123.073, 6.234372, 147.4362, 74.35547, 242.9268, 2532.947, 0, 289.1724, 0, 1808.405, 265.506, 1324.983, 147.6987
1.1, 0, -7.629395e-06, 1170.168, 5.910435, 139.587, 70.11215, 229.6824, 2623.909, 284.4868, 267.048, 7.629395e-06, 1849.178, 309.782, 1324.789, 178.6756
1.2, 0, 0, 1282.888, 5.603329, 132.1557, 66.11102, 217.16, 2538.58, 324.2436, 272.4739, 7.629395e-06, 1911.868, 296.0575, 1390.125, 261.1129
1.3, 0, 18.06511, 1218.642, 5.312181, 125.12, 62.33817, 205.3203, 2624.572, 457.8304, 251.6271, 0, 1816.341, 282.9411, 1307.488, 340.1689
1.4, 0, 17.18765, 1157.613, 5.036161, 118.4589, 58.78064, 194.1261, 2706.463, 478.2498, 353.608, 0, 1854.926, 270.4058, 1376.131, 531.7593
1.5, 33.42721, 76.31213, 1099.64, 4.774483, 112.1524, 55.42615, 288.9319, 2773.073, 849.549, 326.5536, 0, 2045.978, 258.4259, 1724.524, 505.9413
1.6, 979.2676, 72.60553, 1325.617, 4.526401, 106.1816, 52.26309, 273.1792, 3141.922, 920.0733, 301.5692, 0, 2119.205, 246.9767, 1622.009, 481.3768
1.7, 1410.679, 69.07896, 2097.13, 4.29121, 100.5287, 49.28055, 360.3606, 2960.98, 913.8908, 364.8063, 0, 2013.317, 305.6351, 1525.588, 458.0049
1.8, 1369.778, 65.72369, 2333.573, 4.068239, 95.1768, 77.83858, 836.5849, 3132.033, 846.8464, 336.8952, 3.814697e-06, 1912.721, 389.7811, 1434.899, 435.7679
1.9, 1414.616, 62.53139, 2239.416, 3.856854, 90.10979, 160.5329, 936.2622, 2951.66, 784.7206, 333.2962, 3.814697e-06, 2005.354, 372.5124, 1349.601, 414.6104
2, 1379.657, 59.49415, 2167.562, 3.656452, 85.31253, 236.4175, 885.2167, 2979.539, 727.1524, 307.7959, 7.629395e-06, 1984.83, 528.7338, 1269.374, 394.4802
2.1, 1300.923, 56.60443, 2272.691, 3.466464, 106.1082, 222.9256, 836.9543, 3049.781, 673.8075, 346.9841, 7.629395e-06, 2026.91, 505.309, 1360.837, 375.3273
2.2, 1284.586, 53.85507, 2158.876, 3.286347, 100.4592, 210.2037, 841.5358, 3325.195, 682.8278, 322.5964, 7.629395e-06, 2135.384, 482.9221, 1315.884, 357.1044
2.3, 1280.805, 51.23924, 2231.639, 3.115588, 95.11096, 198.2078, 795.6548, 3218.094, 632.7346, 297.9148, 7.629395e-06, 2146.478, 524.7291, 1309.775, 339.7663
2.4, 1207.712, 48.75048, 2229.116, 2.953703, 90.04744, 186.8965, 834.0161, 3215.846, 586.3163, 275.1215, 7.629395e-06, 2092.939, 501.4817, 1231.915, 323.2699
2.5, 1278.594, 46.3826, 2241.415, 2.800229, 85.25351, 176.2307, 979.7112, 3078.011, 543.3033, 254.0721, 7.629395e-06, 2024.081, 479.2643, 1158.683, 307.5745
2.6, 1230.216, 44.12973, 2129.166, 2.654729, 80.7148, 166.1736, 1018.977, 2933.221, 503.4458, 234.6332, 7.629395e-06, 1974.007, 503.9421, 1277.787, 292.6411
2.7, 1160.01, 41.98627, 2187.869, 2.51679, 76.41772, 156.6904, 963.422, 2791.602, 511.8329, 216.6816, 7.629395e-06, 2109.31, 481.6157, 1314.826, 278.4327
2.8, 1178.744, 39.94694, 2146.975, 2.386018, 72.3494, 147.7484, 935.6434, 2698.545, 474.2841, 200.1034, 7.629395e-06, 2053.583, 541.7773, 1236.666, 264.9143
2.9, 1111.475, 38.00665, 2056.631, 2.262041, 68.49767, 139.3167, 884.6317, 2691.466, 468.6498, 184.7936, 5.722046e-06, 2027.975, 585.7015, 1207.794, 252.0521
3, 1048.046, 36.16061, 2064.652, 2.144505, 64.85101, 131.3661, 1076.545, 2536.465, 434.269, 170.6552, 5.722046e-06, 2020.358, 597.0244, 1135.997, 239.8145
3.1, 988.2358, 34.40423, 1961.255, 2.033077, 61.39849, 123.8693, 1399.17, 2390.391, 402.4104, 157.5984, 5.722046e-06, 1919.409, 646.8469, 1165.196, 228.171
3.2, 950.3712, 32.73317, 2046.809, 1.927439, 58.12978, 116.8004, 1511.393, 2422.019, 372.889, 145.5407, 3.814697e-06, 1878.795, 653.5225, 1095.93, 217.0928
3.3, 896.1354, 31.14327, 1956.764, 1.827289, 55.03506, 110.1348, 1428.991, 2439.122, 345.5334, 134.4054, 3.814697e-06, 1949.164, 931.3616, 1030.782, 673.1824
3.4, 844.9948, 29.63059, 1858.77, 1.732343, 68.91353, 103.8496, 1351.082, 2381.263, 354.2711, 124.1222, 3.814697e-06, 1851.773, 890.0989, 969.507, 640.4979
3.5, 1001.113, 28.19138, 1913.758, 1.642331, 65.24473, 97.92315, 1387.935, 2244.127, 354.6092, 114.6256, 3.814697e-06, 1759.248, 1240.378, 1166.932, 609.4005
3.6, 943.9816, 26.82209, 2020.754, 1.556996, 61.77123, 92.33487, 1312.264, 2114.888, 328.5946, 105.8557, 3.814697e-06, 1771.098, 1185.425, 1097.563, 579.8127
3.7, 1007.645, 25.5193, 2078.616, 1.476094, 58.48267, 128.6552, 1317.712, 1993.092, 837.1495, 97.75674, 1.907349e-06, 1722.388, 1221.394, 1032.318, 551.6616
3.8, 950.1411, 24.27979, 1974.52, 1.399397, 94.52383, 121.3131, 1277.632, 2132.247, 1961.843, 90.27744, 1.907349e-06, 1733.007, 1167.282, 970.952, 524.8773
3.9, 895.9184, 23.10048, 1875.637, 1.326684, 99.46586, 114.39, 1207.975, 2545.15, 2852.616, 83.37036, 9.536743e-07, 1719.374, 1224.523, 913.2334, 499.3934
4, 869.1541, 21.97845, 1781.707, 1.25775, 94.1705, 107.862, 1235.933, 2805.674, 3051.055, 76.99174, 9.536743e-07, 1644.632, 1170.272, 858.9459, 475.1468
4.1, 857.692, 20.91093, 1824.801, 1.192397, 89.15706, 101.7065, 1168.549, 2644.096, 2984.705, 71.10115, 9.536743e-07, 1647.002, 1118.425, 807.8856, 452.0774
4.2, 808.7452, 19.89525, 1842.134, 1.130441, 84.41053, 95.90231, 1232.459, 2701.467, 2816.761, 65.66124, 9.536743e-07, 1592.458, 1068.875, 759.8606, 430.1281
4.3, 762.5918, 18.92891, 1862.556, 1.071703, 79.91669, 90.42936, 1165.265, 2719.883, 2659.051, 60.63754, 9.536743e-07, 1713.93, 1192.998, 714.6905, 409.2445
4.4, 719.0722, 18.0095, 1802.918, 1.016018, 119.8992, 220.9974, 1135.324, 2563.246, 2671.745, 55.99819, 9.536743e-07, 1628.292, 1140.144, 672.2054, 389.3748
4.5, 749.8012, 17.13475, 1729.31, 156.8393, 113.5161, 208.3856, 1205.699, 2415.629, 2643.786, 51.71381, 145.8694, 1610.004, 1304.224, 632.246, 370.4699
4.6, 713.5367, 158.3133, 1813.302, 148.69, 107.4727, 1321.057, 1139.964, 2276.513, 2554.438, 47.75721, 631.8976, 1579.793, 1389.091, 773.407, 352.4828
4.7, 819.9003, 150.6237, 1722.493, 140.9641, 101.7511, 1563.4, 1077.812, 2205.008, 2458.15, 44.10333, 589.0573, 1700.295, 1360.412, 727.4315, 335.369
4.8, 799.0045, 143.3077, 1683.911, 133.6396, 96.33409, 1474.18, 1019.05, 2078.022, 2277.817, 40.72901, 612.0339, 1665.414, 1610.317, 684.1891, 319.0861
4.9, 753.4069, 136.347, 1599.582, 126.6957, 91.20547, 1390.051, 1036.678, 2058.385, 2266.761, 37.61286, 570.5403, 1582.2, 1538.974, 643.5173, 303.5938
5, 710.4114, 129.7245, 1581.45, 120.1126, 86.34988, 1456.769, 1040.719, 2042.276, 2198.388, 34.73512, 630.8749, 1546.524, 1565.949, 605.2632, 288.8537
5.1, 669.8697, 123.4235, 1638.475, 113.8716, 105.1958, 1402.352, 1021.042, 2054.86, 2274.815, 32.07756, 588.1039, 1571.505, 1722.577, 569.2831, 274.8292
5.2, 760.6893, 117.4287, 1613.985, 107.9548, 99.59544, 1322.323, 965.374, 1936.521, 2206.326, 29.62332, 548.2327, 1492.984, 1739.335, 535.4419, 261.4857
5.3, 717.2783, 111.725, 1533.157, 102.3455, 94.2932, 1246.861, 912.7413, 1896.31, 2157.929, 27.35686, 546.7297, 1433.932, 1762.658, 503.6124, 248.79
5.4, 676.3446, 106.2983, 1555.496, 97.02765, 89.27322, 1288.897, 862.9783, 1894.988, 2127.516, 25.2638, 530.394, 1529.251, 1775.178, 556.1036, 236.7107
5.5, 746.2169, 101.1353, 1572.133, 91.98611, 84.52051, 1255.481, 815.9283, 2355.537, 1981.862, 23.33088, 509.8498, 1452.841, 1696.532, 708.6548, 225.2179
5.6, 703.6318, 96.22296, 1583.549, 87.20652, 80.02081, 1183.833, 830.5541, 2447.302, 1981.986, 21.54585, 933.5864, 1380.249, 1893.675, 666.5286, 214.2831
5.7, 663.477, 91.54926, 1504.246, 205.0457, 75.76068, 1116.274, 953.9824, 2306.363, 1849.932, 19.89739, 930.8031, 1498.598, 1866.003, 626.9066, 203.8792
5.8, 625.6137, 87.10257, 1428.914, 194.3916, 71.72734, 1052.571, 901.9709, 2173.54, 1797.681, 18.37505, 867.6981, 1534.923, 1822.169, 933.924, 193.9805
5.9, 589.9112, 82.87186, 1531.1, 184.291, 67.90873, 1003.47, 944.1669, 2048.366, 1680.475, 16.96919, 808.8715, 1458.23, 1741.44, 878.4066, 184.5623
6, 556.2462, 78.84665, 1474.64, 174.7153, 64.29341, 946.2039, 892.6905, 1930.401, 1622.356, 15.67089, 754.033, 1385.369, 1822.868, 826.1894, 175.6014
6.1, 524.5023, 75.01695, 1400.791, 165.6371, 60.87057, 1077.709, 844.0206, 1819.23, 1511.542, 14.47192, 858.1438, 1316.148, 1742.109, 777.0764, 167.0756
6.2, 494.57, 71.37326, 1402.061, 157.0306, 57.62995, 1016.207, 903.2411, 1714.461, 1496.236, 13.36468, 799.9648, 1250.386, 1696.945, 730.8828, 158.9637
6.3, 466.3459, 67.90656, 1419.983, 174.0977, 54.56186, 958.2138, 853.996, 1772.021, 1386.47, 12.34215, 745.7302, 1399.305, 1960.256, 687.4352, 151.2457
6.4, 439.7325, 64.60823, 1348.871, 165.0516, 51.6571, 903.5305, 807.4357, 1669.97, 1407.979, 11.39786, 695.1724, 1329.388, 1994.786, 646.5704, 143.9024
6.5, 414.6378, 61.47011, 1348.901, 156.4756, 68.42902, 851.9678, 809.3821, 1573.797, 1304.688, 10.52582, 648.0423, 1373.818, 1906.41, 608.1348, 136.9156
6.6, 390.9753, 58.48441, 1281.348, 185.916, 72.55196, 803.3477, 783.3295, 1531.578, 1208.974, 9.720494, 604.1074, 1305.175, 1821.949, 571.9841, 130.2681
6.7, 389.379, 55.64373, 1217.179, 176.2558, 580.4255, 757.5023, 740.6221, 1540.235, 1165.501, 8.976786, 563.1512, 1261.457, 1795.167, 537.9824, 123.9433
6.8, 367.1579, 52.94103, 1156.224, 167.0976, 863.091, 784.1949, 909.4011, 1530.139, 1197.587, 8.289976, 524.9716, 1266.583, 1867.022, 506.0018, 117.9256
6.9, 346.2049, 50.36961, 1098.32, 158.4152, 852.0242, 739.4425, 882.6082, 1485.301, 1109.73, 7.655716, 489.3805, 1203.297, 1784.307, 475.9223, 112.2001
7, 326.4477, 240.7915, 1140.762, 150.184, 871.0505, 959.659, 946.2455, 1399.763, 1028.319, 7.069982, 619.2815, 1143.174, 1799.373, 447.631, 106.7525
7.1, 307.818, 229.0959, 1083.633, 142.3805, 824.6777, 969.2845, 894.6558, 1430.84, 952.8797, 6.529061, 742.9043, 1086.054, 1719.654, 421.0214, 101.5695
7.2, 290.2514, 285.5971, 1092.309, 134.9824, 873.181, 1022.623, 1044.808, 1348.438, 882.9751, 6.029527, 767.8656, 1063.44, 1643.467, 395.9937, 96.63806
7.3, 273.6874, 271.7253, 1131.305, 127.9687, 826.6948, 964.2642, 1057.193, 1472.691, 922.7081, 5.568211, 927.443, 1037.578, 1722.687, 372.4537, 91.94608
7.4, 258.0686, 258.5272, 1227.631, 121.3195, 1058.167, 1875.118, 1244.898, 1421.617, 1031.802, 5.14219, 1026.859, 1320.752, 1646.366, 350.313, 87.48191
7.5, 243.3411, 431.2055, 1166.152, 115.0157, 1133.754, 3145.485, 1242.576, 1442.516, 1143.31, 4.748764, 1774.822, 1254.76, 1573.426, 329.4886, 83.23448
7.6, 229.4541, 410.2612, 1107.752, 109.0395, 1073.395, 3619.675, 1174.831, 1359.441, 1117.517, 4.385439, 1781.862, 1243.57, 1503.718, 309.902, 79.19328
7.7, 216.3597, 390.3342, 1124.807, 103.3739, 1016.25, 3536.835, 1125.582, 1281.151, 1035.534, 4.049911, 1750.597, 1181.434, 1450.86, 291.4798, 75.34827
7.8, 204.0125, 371.3751, 1068.477, 163.9548, 962.1471, 3434.603, 1179.867, 1346.917, 959.5659, 3.740055, 1774.956, 1122.403, 1386.582, 274.1527, 71.68996
7.9, 192.3699, 353.3368, 1070.892, 393.6095, 910.9244, 3494.212, 1239.768, 1269.348, 889.1708, 3.453906, 2337.59, 1066.322, 1445.958, 257.8556, 68.20926
8, 181.3917, 336.1747, 1017.262, 476.0126, 993.895, 3364.906, 1172.175, 1347.209, 823.9399, 3.189649, 2179.11, 1136.801, 1381.897, 597.2666, 64.89756
8.1, 171.0401, 319.8462, 966.3182, 451.2791, 940.9821, 3172.877, 1108.268, 1578.09, 763.4946, 2.945611, 2031.374, 1080, 1320.674, 1071.193, 61.74665
8.199999999999999, 161.2791, 304.3108, 917.9255, 427.8307, 934.1124, 3218.407, 1047.844, 1660.007, 707.4836, 2.720244, 1916.009, 1026.037, 1464.364, 1920.908, 58.74872
8.300000000000001, 152.0753, 289.5299, 871.9563, 405.6006, 892.6452, 3150.848, 990.7156, 1833.934, 1017.896, 2.51212, 1906.105, 974.7709, 1550.053, 2725.361, 55.89634
8.4, 143.3966, 275.467, 828.2892, 384.5257, 845.1227, 2971.036, 1003.748, 1979.642, 1989.069, 2.319919, 1776.878, 926.066, 1607.394, 2983.81, 53.18246
8.5, 135.2133, 262.0872, 786.809, 364.5458, 1007.611, 2985.565, 949.0234, 2091.458, 2034.759, 2.142423, 1656.412, 879.7946, 1536.181, 2825.994, 50.60034
8.6, 127.4969, 249.3572, 820.3101, 345.604, 953.9683, 2878.873, 897.2823, 2067.965, 1885.486, 1.978508, 1544.114, 911.6083, 1547.122, 2953.279, 48.14359
8.699999999999999, 120.2209, 237.2455, 779.2294, 327.6465, 903.1811, 2869.765, 848.3621, 2067.289, 1847.309, 1.827133, 1439.428, 1023.181, 1478.579, 2777.72, 45.80611
8.800000000000001, 113.3602, 225.7222, 786.7039, 310.622, 918.6566, 2759.455, 856.2122, 2064.855, 1758.228, 1.68734, 1341.841, 1043.517, 1413.073, 2685.077, 43.58213
8.9, 106.8909, 214.7585, 747.3062, 294.4821, 869.7493, 2682.152, 865.8663, 1945.94, 1753.62, 1.558243, 1250.869, 991.3771, 1350.469, 2637.788, 41.46613
9, 100.7909, 204.3273, 981.5986, 279.1809, 823.4457, 3357.047, 818.6589, 1919.705, 1624.972, 1.439023, 1371.676, 941.8425, 1300.011, 2480.984, 39.45286
9.1, 95.03895, 194.4029, 932.4407, 264.6747, 790.634, 3838.886, 822.9873, 1809.149, 1505.762, 1.328924, 1278.681, 894.7828, 1274.121, 2411.639, 37.53734
9.199999999999999, 89.61526, 184.9604, 975.0205, 250.9222, 748.5423, 3676.072, 908.5536, 1704.961, 1395.297, 1.227249, 1191.991, 966.0562, 1361.915, 2438.288, 35.71482
9.300000000000001, 84.5011, 175.9766, 926.192, 237.8843, 708.6915, 3667.988, 912.1631, 1606.772, 1292.936, 1.133353, 1111.179, 917.7867, 1391.307, 2293.343, 33.9808
9.4, 79.67879, 167.4292, 984.9741, 225.5239, 670.9623, 3466.374, 1070.912, 1646.79, 1256.011, 1.04664, 1134.109, 1195.478, 1329.667, 2157.015, 32.33096
9.5, 75.13168, 159.2969, 979.4434, 213.8057, 672.8071, 3493.635, 1012.526, 1881.398, 1163.868, 0.9665626, 1076.24, 1624.185, 1270.758, 2133.954, 30.76122
9.6, 70.84406, 151.5596, 937.0433, 202.6964, 725.0381, 3406.914, 957.3223, 2087.508, 1184.317, 0.8926114, 1038.003, 1748.015, 1214.459, 2246.965, 29.2677
9.699999999999999, 66.80113, 144.1981, 927.4783, 192.1643, 686.4387, 3748.241, 991.4374, 2009.851, 1393.049, 0.8243182, 1079.799, 1660.674, 1215.537, 2288.529, 27.84669
9.800000000000001, 62.98893, 137.1942, 881.0307, 182.1795, 683.1218, 3645.506, 937.3838, 1894.104, 1571.082, 0.7612501, 1178.543, 1577.698, 1387.377, 2277.861, 26.49468
9.9, 59.39428, 407.9645, 982.0638, 172.7135, 679.1215, 3467.847, 886.2772, 1851.77, 1455.826, 0.7030073, 1098.642, 1696.239, 1325.911, 2142.453, 25.20831
10, 56.00476, 438.9807, 960.2561, 163.7393, 642.9666, 3269.944, 837.957, 1841.311, 1411.31, 0.6492207, 1024.158, 1611.486, 1370.026, 2015.094, 23.98439
10.1, 52.80869, 417.6588, 912.167, 155.2314, 632.6378, 3280.305, 792.2712, 1774.742, 1307.775, 0.5995492, 1037.302, 1723.282, 1309.329, 1895.306, 22.8199
10.2, 49.795, 397.3724, 1059.123, 147.1656, 630.3533, 3187.749, 749.0763, 1797.211, 1293.056, 0.553678, 966.9772, 1637.177, 1251.321, 1782.639, 21.71194
10.3, 46.9533, 378.0714, 1027.103, 139.5189, 596.7947, 3023.606, 708.2363, 1832.717, 1696.274, 0.5113164, 1132.005, 1648.355, 1195.883, 2281.962, 291.5292
10.4, 44.27377, 359.7079, 975.6663, 132.2695, 662.4747, 3143.196, 764.0866, 1727.171, 2744.651, 0.4721959, 1055.26, 1621.42, 1142.901, 2327.238, 391.6892
10.5, 41.74715, 342.2364, 935.4191, 125.3968, 627.2059, 2963.82, 722.4283, 1697.509, 3533.03, 0.4360684, 983.7169, 1590.101, 1092.266, 2217.529, 404.1273
10.6, 39.36472, 325.6134, 888.5738, 118.8812, 593.8148, 2902.011, 683.0411, 1599.75, 3524.001, 0.4027051, 1086.114, 1510.651, 1043.875, 2314.468, 522.7402
10.7, 37.11826, 309.7979, 844.0745, 112.7042, 562.2014, 2906.029, 645.8015, 1678.768, 3437.21, 0.3718944, 1012.48, 1499.972, 997.6279, 2176.884, 497.36
10.8, 35, 353.9272, 925.248, 106.8481, 532.2711, 2837.796, 610.5921, 1582.089, 3309.232, 0.3434409, 943.8373, 1425.025, 976.61, 2274.253, 473.2122
10.9, 33.00262, 370.4944, 878.9121, 101.2962, 545.7556, 2721.171, 577.3024, 1571.954, 3098.923, 0.3171645, 971.9153, 1353.823, 933.3428, 2139.059, 593.1346
11, 31.11922, 352.499, 834.8967, 96.03291, 516.7007, 2782.552, 545.8276, 1481.425, 3099.432, 0.2928984, 938.6445, 1425.93, 891.9924, 2086.636, 564.3367
11.1, 29.34331, 344.591, 793.0855, 91.04305, 489.1927, 2658.038, 516.0688, 1396.11, 2872.053, 0.2704889, 875.0079, 1354.682, 852.474, 1962.596, 536.9369
11.2, 27.66875, 327.8537, 753.3682, 86.31246, 514.8817, 2506.349, 487.9325, 1315.709, 2790.673, 0.249794, 863.2862, 1325.612, 814.7064, 2039.3, 510.8675
11.3, 26.08975, 319.6327, 715.64, 81.82767, 528.6339, 2731.157, 461.3303, 1350.995, 2621.736, 0.2306824, 898.9296, 1423.88, 865.366, 1918.073, 486.0638
11.4, 24.60086, 304.1076, 899.7219, 77.57592, 500.4906, 2951.104, 436.1783, 1437.536, 2648.863, 0.213033, 996.2798, 1352.735, 845.8406, 1922.918, 462.4644
11.5, 23.19694, 289.3366, 1444.592, 73.54508, 473.8455, 2837.432, 412.3977, 1354.748, 2542.859, 0.196734, 1084.137, 1285.145, 833.4675, 2026.601, 440.0107
11.6, 21.87313, 275.2831, 1852.148, 69.72369, 448.619, 2911.583, 559.8716, 1380.854, 2356.312, 0.1816819, 1053.558, 1336.044, 861.482, 1906.129, 418.6473
11.7, 20.62488, 372.4294, 2334.357, 66.10085, 424.7355, 2802.981, 529.3472, 1301.331, 2270.026, 0.1677816, 982.1309, 1269.288, 823.3153, 1929.5, 398.3211
11.8, 19.44786, 354.3399, 2289.414, 62.66626, 402.1235, 2705.52, 500.487, 1268.093, 2185.558, 0.1549447, 915.546, 1205.868, 888.0443, 1814.8, 378.9818
11.9, 18.33801, 354.3911, 2281.152, 59.41013, 380.7153, 2644.895, 473.2002, 1195.064, 2070.7, 0.14309, 906.7247, 1145.616, 848.7008, 1706.919, 360.5814
12, 17.29149, 407.1187, 2290.572, 56.32318, 397.7917, 2493.957, 508.9963, 1222.485, 1959.386, 0.1321422, 845.2522, 1121.794, 811.1003, 1710.848, 343.0744
12.1, 16.3047, 387.3444, 2318.381, 105.1107, 387.6968, 2426.806, 481.2456, 1296.862, 1881.502, 0.1220321, 937.8933, 1265.45, 781.1688, 2048.715, 697.9842
12.2, 15.37423, 405.574, 2202.278, 199.2995, 414.9029, 2355.077, 505.5195, 1222.176, 1854.671, 0.1126955, 874.3076, 1202.221, 746.5602, 2016.324, 808.1875
12.3, 14.49685, 385.8747, 2121.831, 188.944, 392.8143, 2265.939, 477.9583, 1302.204, 1718.61, 0.1040732, 815.0328, 1180.508, 713.485, 1896.463, 939.5795
12.4, 13.66954, 374.7709, 2050.559, 179.1265, 371.9017, 2298.52, 532.697, 1227.21, 1698.809, 0.09611066, 759.7766, 1121.523, 681.8751, 1841.953, 893.9609
12.5, 12.88945, 360.7668, 2048.383, 169.8191, 355.2563, 2254.452, 503.6541, 1215.79, 1617.905, 0.08875729, 708.2665, 1222.524, 750.4519, 1732.458, 850.5572
12.6, 12.15388, 343.2438, 2056.524, 160.9953, 336.3433, 2125.795, 476.1947, 1145.773, 1499.214, 0.08196652, 789.6226, 1161.44, 717.2042, 1837.491, 922.7197
12.7, 11.46028, 499.932, 2068.016, 152.63, 400.8488, 2105.439, 450.2324, 1112.572, 1458.457, 0.07569531, 795.1934, 1103.408, 725.7953, 2014.319, 877.9197
12.8, 164.2556, 475.6495, 1990.927, 245.8527, 379.5084, 2117.455, 425.6855, 1289.917, 1398.962, 0.06990391, 741.2822, 1136.413, 693.6401, 2015.686, 958.8784
12.9, 184.6446, 452.5465, 1916.151, 233.0782, 387.5175, 2097.549, 402.477, 1343.972, 1315.498, 0.0645556, 831.0556, 1079.632, 733.4135, 1895.863, 1497.191
13, 174.1073, 430.5656, 2090.57, 220.9675, 366.8869, 2062.095, 380.5337, 1266.573, 1288.479, 0.05961649, 952.3911, 1025.688, 700.9207, 2259.785, 1424.499
13.1, 164.1714, 409.6524, 2378.204, 209.486, 361.7725, 2026.872, 359.7869, 1193.632, 1209.934, 0.05505527, 977.2473, 1124.802, 669.8674, 2125.452, 1537.599
13.2, 166.4297, 389.755, 3091.925, 198.6012, 342.5125, 2339.782, 340.1711, 1217.134, 1166.587, 0.05084302, 1011.34, 1068.601, 640.1899, 2056.996, 1462.945
13.3, 156.9319, 370.824, 3331.269, 188.2819, 324.2778, 2206.255, 321.6248, 1147.04, 1081.004, 0.04695305, 942.7751, 1015.208, 611.8273, 1934.717, 1391.916
13.4, 336.819, 352.8125, 3177.002, 178.4988, 307.014, 2161.028, 304.0898, 1175.705, 1001.7, 0.0433607, 910.1748, 964.4826, 665.778, 2173.018, 1688.923
13.5, 441.7307, 335.6758, 3127.533, 169.224, 290.6692, 2080.727, 287.5107, 1245.896, 1042.703, 0.0400432, 848.4683, 1077.146, 636.2817, 2082.547, 1659.479
13.6, 564.3566, 319.3716, 3178.701, 160.4311, 275.1946, 2027.64, 271.8354, 1174.145, 966.2087, 0.03697952, 883.2675, 1023.326, 772.7957, 1958.75, 1578.907
13.7, 548.9596, 303.8592, 3114.424, 152.0952, 260.5438, 1978.564, 461.6684, 1156.27, 895.3262, 0.03415024, 823.3853, 1037.461, 738.5581, 1884.498, 1652.357
13.8, 517.6316, 289.1003, 3073.27, 144.1923, 246.673, 1924.275, 436.4981, 1117.488, 901.2098, 21.99479, 767.5627, 985.6241, 705.8374, 2194.816, 1734.555
13.9, 488.0914, 275.0583, 2931.934, 136.7001, 233.5407, 1898.688, 412.7, 1319.612, 927.6271, 671.4802, 884.9724, 936.3769, 674.5663, 2128.639, 1821.015
14, 460.237, 261.6982, 2810.082, 129.5972, 221.1075, 1815.939, 390.1994, 1243.616, 859.5751, 1445.192, 849.4398, 946.0419, 812.4965, 2042.015, 1819.556
14.1, 433.9722, 248.9872, 2793.754, 122.8633, 209.3362, 1764.081, 368.9256, 1171.996, 796.5155, 1469.6, 791.851, 1020.728, 776.5, 2053.429, 1885.239
14.2, 409.2063, 236.8935, 2742.189, 116.4794, 198.1916, 1676.454, 348.8116, 1104.501, 773.0867, 1496.176, 738.1664, 1061.959, 742.0983, 1931.362, 1793.707
14.3, 385.8537, 225.3872, 2694.937, 110.4271, 187.6403, 1750.382, 329.7943, 1221.525, 716.3719, 1399.529, 775.0043, 1111.098, 709.2207, 1816.552, 1761.881
14.4, 363.8338, 214.4398, 2622.425, 104.6893, 177.6507, 1743.449, 311.8138, 1682.579, 663.8179, 1292.452, 722.4619, 1055.582, 892.431, 1708.567, 1796.752
14.5, 343.0705, 204.0241, 2635.655, 99.24968, 168.193, 1833.036, 294.8135, 1585.679, 615.1193, 1193.567, 673.4817, 1120.319, 916.9934, 1734.55, 1858.361
14.6, 323.4922, 194.1144, 2575.883, 175.6229, 159.2387, 1963.861, 278.7402, 1730.921, 569.9933, 1161.202, 800.8246, 1119.249, 895.9351, 1724.029, 1783.584
14.7, 305.0311, 184.6859, 2447.446, 176.2347, 246.6949, 2248.125, 263.5432, 2196.575, 572.7316, 1072.359, 746.5317, 1080.162, 856.2421, 1621.544, 1856.289
14.8, 287.6236, 175.7155, 2446.447, 201.4656, 233.5614, 2345.467, 249.1747, 2070.075, 555.7122, 1141.966, 744.907, 1026.191, 828.7413, 1721.467, 1798.09
