 , C001, C003, C006, C007, C008, C009, C011, C014, C015, C016, C017, C019, C020, C021, C022, C024, C025, C026, C027, C028, C029, C030, C031, C034, C035, C036, C037, C038, C039, C040, C043, C047, C048, C049, C051, C052, C053, C058, C060, C066, C067, C068, C069, C070, C072, C074, C075, C076, C077, C078, C079, C082, C084, C085, C086, C087, C088, C090, C091, C092, C093, C099, C101, C102, C108, C112, C113, C118, C119, C120, C121, C124, C125, C126, C130, C131, C134, C136, C137
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
23.5, 239.1974, 1202.434, 1543.375, 1946.096, 496.4807, 0, 716.1088, 883.2339, 1075.016, 346.6433, 214.3166, 1364.689, 1275.892, 1872.215, 917.28, 3093.714, 583.3821, 1488.016, 229.4284, 1107.758, 8.084584, 1168.596, 2861.58, 1751.913, 868.098, 6.068786, 847.9318, 965.1821, 2970.815, 458.5787, 618.3264, 653.615, 2144.643, -2.793968e-09, 4452.397, 430.196, 471.0992, 2170.596, 339.1231, 1561.334, 357.7367, 385.3552, 318.8406, 967.509, 609.9769, 0, 1351.815, 468.538, 0.01718638, 4783.715, 469.3858, 294.5583, 187.3108, 0.2130776, 1843.819, 7.753563, 223.3993, 1743.496, 3229.976, 0.006455729, 0.5118725, 1452.178, 241.7264, 1629.265, 698.6964, 0.1256294, 1138.793, 1251.184, 603.425, 579.8913, 311.5639, 0.01505297, 19.63246, 546.0632, 361.8069, 0, 625.6292, 0, 269.8049
23.6, 263.933, 1149.746, 1544.841, 1937.255, 516.6741, 0, 709.8751, 880.3891, 1029.51, 329.7692, 203.913, 1306.355, 1248.226, 1912.956, 947.0304, 3118.705, 558.7725, 1426.8, 218.4524, 1061.293, 7.72578, 1171.771, 2929.31, 1781.548, 921.3484, 5.814746, 888.06, 1020.683, 2846.792, 438.9712, 642.9406, 670.7334, 2165.155, -2.793968e-09, 4342.722, 412.2393, 462.2652, 2081.525, 325.0966, 1592.743, 399.807, 368.7847, 304.0796, 919.5517, 584.2708, 0, 1373.326, 539.298, 0.01645487, 4663.914, 517.8525, 281.0067, 178.9388, 0.2042147, 1874.929, 7.423814, 213.4688, 1745.63, 3150.436, 0.006185692, 0.4902186, 1410.946, 231.6566, 1632.02, 668.8129, 0.1203517, 1089.268, 1219.328, 576.6964, 553.7487, 344.926, 0.0144373, 18.8115, 521.448, 360.6349, 0, 659.7484, 0, 258.4397
23.7, 262.9734, 1170.729, 1495.621, 1916.032, 492.7254, 0, 709.304, 876.3494, 985.9307, 538.8845, 194.0144, 1464.428, 1230.876, 1859.241, 906.7636, 3020.402, 580.6284, 1391.828, 208.0015, 1034.42, 7.382899, 1176.096, 2931.639, 1737.938, 878.1297, 5.57134, 883.85, 977.2455, 2871.454, 420.202, 639.27, 631.4379, 2152.55, -2.793968e-09, 4428.758, 395.0322, 449.5889, 1996.109, 311.6502, 1609.777, 379.4091, 352.9267, 290.002, 947.4876, 587.0683, 0, 1312.679, 651.1719, 0.01575449, 4727.978, 493.144, 346.1485, 170.9409, 0.1957205, 1795.958, 7.108088, 203.9797, 1671.714, 3148.849, 0.005926951, 0.4694808, 1497.7, 222.0062, 1737.308, 640.2074, 0.1152958, 1041.897, 1287.655, 551.1518, 560.4479, 330.4051, 0.01384681, 18.02487, 497.9424, 345.6559, 0, 673.9061, 0, 247.5532
23.8, 293.8548, 1107.161, 1565.805, 1939.889, 483.6691, 0, 678.7277, 862.3011, 944.1957, 512.6522, 184.5963, 1500.552, 1281.158, 1971.294, 874.5346, 3102.8, 627.4854, 1469.959, 263.4128, 1010.699, 7.055236, 1203.022, 3101.632, 1841.411, 836.9382, 5.338122, 847.3004, 985.8254, 2783.127, 402.2353, 676.9678, 673.1922, 2145.345, -3.72529e-09, 4392.284, 378.5434, 450.1442, 2153.09, 298.7599, 1614.788, 418.9427, 337.7507, 276.576, 977.3548, 628.7756, 0, 1298.215, 767.3425, 0.01508393, 4709.552, 546.201, 330.2234, 163.3006, 0.1875796, 1823.448, 6.80579, 265.8776, 1764.122, 3236.476, 0.005679032, 0.4496202, 1522.081, 212.7579, 1691.732, 612.8255, 0.1104522, 1079.664, 1240.341, 648.9601, 535.1818, 316.4955, 0.01328047, 17.27114, 475.4963, 331.299, 0, 645.6451, 0, 237.1254
23.9, 346.3884, 1175.519, 1586.503, 1927.918, 461.2503, 0, 729.4123, 935.1434, 904.2275, 487.697, 175.6355, 1598.003, 1268.547, 1938.142, 922.936, 3098.834, 614.6262, 1409.486, 264.4377, 983.0792, 6.742115, 1175.531, 3310.263, 1763.52, 930.641, 121.0043, 848.9641, 950.5934, 2835.855, 385.0369, 647.9268, 735.7243, 2085.822, -2.793968e-09, 4491.983, 362.7427, 427.8153, 2134.265, 398.9452, 1529.529, 397.5685, 323.2272, 263.7717, 1095.932, 623.3649, 0, 1258.718, 1042.435, 0.0144419, 4788.965, 520.1399, 315.0309, 156.0017, 0.1797773, 1795.321, 6.516348, 283.7926, 1689.423, 3309.475, 0.005441484, 0.4305998, 1495.944, 203.8949, 1670.802, 586.6146, 0.1058122, 1110.262, 1256.504, 750.2345, 594.9918, 358.4385, 0.0127373, 16.54892, 500.9819, 339.0753, 0, 641.38, 0, 227.1368
24, 379.059, 1133.157, 1605.572, 1895.352, 439.8706, 0, 697.9692, 926.9053, 960.1653, 463.9565, 167.1096, 1705.678, 1370.197, 1916.552, 903.1866, 3103.217, 588.6984, 1382.344, 251.7868, 989.8197, 6.442892, 1165.667, 3581.875, 1844.738, 886.9864, 180.6813, 829.9597, 946.8768, 2757.797, 368.5738, 620.1315, 761.5637, 2088.375, -2.793968e-09, 4342.996, 431.0558, 472.0234, 2120.939, 622.5602, 1606.474, 508.2546, 309.3282, 251.5601, 1156.097, 629.8636, 0, 1203.132, 1081.789, 0.01382721, 4749.988, 594.0592, 300.5374, 149.0291, 0.1722996, 1719.703, 6.239216, 328.4318, 1716.593, 3333.772, 0.005213872, 0.412384, 1505.607, 195.401, 1641.401, 570.2945, 0.101367, 1167.617, 1203.657, 746.0603, 568.1684, 358.7696, 0.01221634, 15.8569, 540.3977, 348.5938, 0, 644.7448, 0, 217.5689
24.1, 394.109, 1208.518, 1639.472, 1809.308, 447.2652, 0, 758.1663, 896.4081, 977.0734, 441.3716, 158.9976, 1754.243, 1322.315, 1829.447, 910.6035, 3117.694, 583.3931, 1332.955, 239.7411, 948.3013, 6.156948, 1234.139, 3615.777, 1778.476, 845.3795, 232.6429, 795.6386, 1008.883, 2642.666, 352.8146, 659.5302, 716.9468, 2057.236, 232.3802, 4352.613, 413.0633, 448.6092, 2033.906, 596.8103, 1610.952, 577.0819, 296.0269, 239.9139, 1306.35, 646.3787, 0, 1150, 1113.834, 0.01323867, 4751.073, 565.7147, 286.7108, 142.3681, 0.1651329, 1730.45, 5.97387, 339.4848, 1728.871, 3427.088, 0.004995781, 0.3949388, 1494.868, 187.261, 1608.19, 565.0643, 0.09710862, 1116.839, 1272.676, 787.487, 542.5543, 383.0539, 0.01171668, 15.19383, 592.0117, 334.1149, 0, 617.7068, 0, 208.4041
24.2, 455.7387, 1194.919, 1560.789, 1739.259, 426.5338, 0, 725.4836, 855.4482, 963.4338, 419.8862, 151.2793, 1679.258, 1317.121, 1892.451, 899.0945, 2985.792, 558.783, 1351.81, 333.0988, 985.837, 5.883694, 1170.933, 3597.093, 1833.014, 805.7243, 286.6636, 783.2825, 948.8937, 2730.634, 337.7292, 646.4589, 674.9438, 2101.609, 303.5046, 4357.499, 395.8218, 450.0591, 2150.631, 572.1255, 1655.715, 547.6395, 283.2976, 228.8069, 1241.597, 619.1385, 0, 1171.211, 1228.464, 0.01267519, 4713.667, 586.8915, 273.5202, 136.0048, 0.1582642, 1765.968, 5.719809, 324.394, 1751.739, 3301.055, 0.004786812, 0.3782316, 1447.559, 179.4601, 1675.09, 591.3519, 0.09302911, 1126.85, 1238.876, 752.6054, 556.3813, 366.9278, 0.01123747, 14.55848, 641.4149, 320.2374, 0, 591.8027, 0, 199.6253
24.3, 460.153, 1130.037, 1570.184, 1788.452, 430.3064, 0, 694.2099, 929.2416, 1018.981, 399.4467, 143.9358, 1607.479, 1307.403, 1891.561, 897.3222, 3015.019, 535.211, 1394.258, 317.1631, 999.4932, 5.622568, 1129.992, 3537.004, 1832.597, 881.2906, 307.6715, 827.5203, 892.4719, 2628.977, 323.2888, 659.9195, 635.4016, 2081.297, 382.6302, 4271.556, 379.3, 452.3347, 2155.113, 548.4617, 1619.565, 519.6992, 271.1156, 218.2141, 1206.568, 634.9813, 0, 1233.433, 1187.343, 0.01213569, 4712.015, 558.889, 324.8448, 129.9259, 0.1516813, 1691.587, 5.476553, 309.9741, 1722.285, 3379.299, 0.004586584, 0.3622312, 1471.17, 171.9841, 1719.917, 566.0596, 0.08912099, 1139.945, 1268.573, 719.269, 531.2985, 351.4807, 0.01077785, 13.94969, 612.5014, 306.9362, 0, 597.5712, 0, 191.2164
24.4, 449.1477, 1101.715, 1494.827, 1763.621, 443.9225, 0, 664.2843, 914.1423, 1016.005, 380.0021, 136.9487, 1560.717, 1239.403, 1877.203, 930.3916, 2919.265, 512.6334, 1486.599, 301.9898, 969.8933, 5.373031, 1195.631, 3458.24, 1778.662, 839.951, 306.5034, 810.0335, 955.817, 2792.191, 309.4659, 631.6097, 598.176, 2075.779, 365.3148, 4269.36, 576.4203, 429.8972, 2112.981, 525.7766, 1615.852, 536.2675, 259.4575, 208.1116, 1214.348, 669.8432, 0, 1207.319, 1126.714, 0.01161915, 4736.974, 532.2225, 336.6323, 124.1188, 0.1453722, 1620.338, 5.243642, 332.975, 1649.357, 3385.389, 0.004394731, 0.3469076, 1408.499, 164.8196, 1669.31, 609.404, 0.08537704, 1090.369, 1257.491, 687.4091, 507.3466, 367.1164, 0.01033703, 13.36637, 584.8913, 345.0919, 0, 572.5115, 0, 183.1616
24.5, 430.7558, 1094.355, 1511.614, 1731.835, 423.346, 0, 800.2383, 883.7054, 1065.292, 361.5041, 130.3008, 1687.429, 1174.939, 1937.334, 1001.13, 2945.754, 589.2712, 1425.442, 345.1226, 970.2786, 5.134569, 1134.397, 3397.817, 1733.781, 800.5505, 391.4955, 889.0942, 898.9835, 2706.963, 296.234, 623.9565, 660.1443, 2033.039, 348.783, 4342.186, 552.3601, 439.6768, 2142.833, 504.0298, 1553.924, 508.9074, 248.3007, 198.4769, 1154.155, 692.9233, 0, 1154.002, 1156.051, 0.0111246, 4674.488, 532.4182, 321.145, 118.5712, 0.1393255, 1738.797, 5.020636, 351.7545, 1654.87, 3332.759, 0.004210904, 0.3322323, 1433.254, 157.9536, 1651.439, 583.3395, 0.08179037, 1042.95, 1204.603, 656.9605, 540.6139, 351.6613, 0.009914245, 12.80744, 582.5021, 330.7584, 0, 583.2931, 0, 175.4462
24.6, 458.9699, 1034.933, 1487.991, 1687.988, 403.7233, 0, 846.7484, 878.7167, 1020.197, 343.9065, 123.9756, 1636.683, 1113.829, 1861.013, 980.0737, 2855.232, 564.413, 1495.365, 339.1268, 1035.641, 4.90669, 1135.414, 3365.302, 1793.015, 786.864, 404.7647, 852.3277, 845.5292, 2593.954, 283.5679, 607.5099, 661.1893, 1969.376, 332.9994, 4377.193, 529.3043, 437.0467, 2054.9, 483.1825, 1631.184, 667.4724, 237.6236, 189.2882, 1131.131, 725.2337, 0, 1192.062, 1097.019, 0.0106511, 4587.866, 507.0148, 306.3702, 113.2715, 0.1335303, 1675.288, 4.807115, 336.1183, 1646.398, 3339.717, 0.004034766, 0.3181778, 1406.565, 151.3735, 1685.347, 603.0906, 0.07835438, 1135.135, 1314.02, 627.8606, 516.242, 336.8569, 0.009508749, 12.27187, 556.2443, 317.0203, 0, 558.8321, 0, 168.0557
24.7, 502.7261, 1082.388, 1489.046, 1698.036, 385.0101, 0, 810.2472, 864.7205, 1013.643, 327.1656, 117.9574, 1619.672, 1055.897, 1878.886, 969.1386, 2899.939, 562.4815, 1499.343, 397.1509, 992.2005, 4.688925, 1110.786, 3424.074, 1850.012, 783.9746, 512.3747, 883.5563, 795.2535, 2675.271, 271.4433, 658.034, 622.4529, 1949.036, 317.9299, 4198.548, 507.2108, 484.8748, 2133.486, 463.1974, 1593.127, 633.4182, 227.4057, 180.5249, 1093.231, 736.42, 0, 1154.261, 1041.002, 0.01019775, 4572.917, 511.152, 292.2752, 108.2088, 0.1279762, 1668.66, 4.602674, 321.1772, 1621.735, 3359.665, 0.003865996, 0.3047179, 1359.063, 145.0676, 1675.429, 577.2962, 0.07506274, 1085.769, 1258.754, 723.9186, 492.9688, 346.1732, 0.009119838, 11.75871, 557.5451, 356.4282, 0, 594.3364, 0, 160.9766
24.8, 482.1403, 1070.197, 1453.952, 1651.08, 457.1062, 0, 833.0403, 908.8939, 970.7347, 311.2396, 112.2314, 1564.991, 1070.499, 1905.278, 1003.405, 2905.708, 538.7535, 1533.874, 432.6909, 950.5822, 4.480824, 1117.146, 3436.847, 1786.522, 797.2896, 500.8481, 847.0188, 747.9672, 2677.983, 259.8371, 666.3543, 585.986, 1954.411, 303.5425, 4269.284, 486.0395, 460.8231, 2045.937, 444.039, 1598.916, 601.1016, 217.6271, 172.1674, 1218.109, 729.4203, 0, 1174.117, 1035.71, 0.009763696, 4799.822, 486.7632, 278.8286, 103.3723, 0.1226531, 1629.339, 4.406928, 306.9003, 1568.771, 3432.625, 0.003704285, 0.2918273, 1452.989, 139.0244, 1647.441, 552.605, 0.07190938, 1164.119, 1251.619, 691.8528, 470.7448, 331.5998, 0.008746834, 11.267, 629.1237, 341.6239, 0, 569.4123, 0, 351.653
24.9, 493.7142, 1012.087, 1451.051, 1576.125, 477.7514, 0, 797.1301, 867.3635, 929.6431, 296.0888, 106.7833, 1533.221, 1080.809, 1922.231, 966.7311, 2903.143, 516.0265, 1507.122, 484.1758, 994.1617, 4.281959, 1132.489, 3328.088, 1710.953, 759.8903, 479.8825, 828.5981, 703.4926, 2622.006, 248.7272, 637.7686, 551.6554, 1937.756, 348.8129, 4325.376, 465.752, 489.3014, 1961.981, 425.673, 1514.495, 570.4337, 208.269, 164.1967, 1157.73, 737.1739, 0, 1122.266, 982.8232, 0.00934812, 4774.985, 572.754, 324.6105, 98.75195, 0.1175514, 1639.003, 4.219507, 293.258, 1639.552, 3290.794, 0.003549338, 0.279482, 1435.53, 133.2329, 1705.576, 585.6205, 0.06888848, 1113.492, 1303.365, 661.2073, 449.5228, 317.64, 0.008389086, 10.79586, 600.7643, 327.4345, 0, 545.5334, 0, 336.8401
25, 523.6133, 1032.054, 1428.067, 1596.995, 543.4027, 0, 783.1298, 950.7181, 978.3613, 281.6755, 101.5997, 1572.896, 1068.716, 1916.976, 1097.04, 2870.897, 511.0259, 1537.146, 487.2919, 952.4611, 4.09192, 1142.32, 3260.749, 1797.286, 724.2452, 505.6983, 922.8215, 786.715, 2701.647, 238.0923, 610.4091, 519.3362, 1936.752, 363.7158, 4291.283, 446.3112, 520.8353, 2065.866, 408.0666, 1644.674, 541.3304, 382.9969, 156.5951, 1100.344, 706.1074, 0, 1186.85, 1002.43, 0.008950231, 4580.235, 591.0994, 309.6763, 94.33814, 0.1126619, 1646.201, 4.040057, 280.2221, 1600.634, 3334.115, 0.003400873, 0.267659, 1510.04, 127.6827, 1664.547, 582.7619, 0.0659945, 1083.318, 1248.547, 631.9193, 429.2574, 304.2678, 0.00804597, 10.34441, 573.6833, 313.8344, 0, 557.9153, 0, 322.6511
25.1, 502.1722, 976.0155, 1433.729, 1524.495, 534.6517, 0, 801.0723, 907.2766, 976.7181, 267.9639, 96.66777, 1563.261, 1025.898, 1919.529, 1050.395, 2918.701, 637.7212, 1549.938, 486.8932, 912.5097, 68.47105, 1119.349, 3203.519, 1845.182, 690.2722, 484.5296, 884.6603, 760.9455, 2691.371, 227.9122, 653.0654, 488.9104, 1905.977, 347.2564, 4159.1, 427.6819, 511.3752, 1981.093, 391.1884, 1557.837, 513.712, 366.5278, 149.3454, 1045.803, 745.6218, 0, 1134.438, 965.8147, 0.008569278, 4710.206, 609.7896, 295.4292, 90.12161, 0.1079758, 1699.784, 3.868238, 267.7657, 1574.125, 3376.627, 0.003258617, 0.2563362, 1458.639, 122.3637, 1587.323, 557.8369, 0.06322209, 1107.426, 1247.062, 603.9286, 409.9057, 291.4585, 0.007716886, 9.911849, 547.8231, 380.4258, 0, 534.5186, 0, 309.0598
25.2, 481.6091, 965.9729, 1395.372, 1614.978, 543.9634, 0, 766.5402, 929.6427, 981.782, 254.9198, 91.97521, 1522.23, 972.5392, 1852.893, 1005.733, 2876.871, 610.8193, 1572.316, 516.4444, 945.8869, 65.43222, 1080.705, 3262.516, 1767.131, 742.9619, 499.7532, 848.0771, 756.8392, 2709.118, 218.1673, 659.6243, 460.2671, 1873.754, 331.5418, 4195.424, 409.8302, 504.2371, 1995.077, 375.0084, 1475.585, 487.5027, 350.7669, 142.4313, 1085.666, 714.1992, 0, 1129.208, 972.2663, 0.00820454, 4518.099, 642.1614, 281.8375, 86.09354, 0.1034846, 1657.172, 3.703727, 255.8631, 1567.309, 3426.308, 0.003122312, 0.2454923, 1433.141, 117.2663, 1654.822, 533.978, 0.06056615, 1071.669, 1239.995, 577.1777, 391.4263, 279.1885, 0.007401262, 9.497372, 523.1285, 364.6248, 0, 512.103, 0, 296.0411
25.3, 494.4069, 1005.836, 1427.34, 1669.743, 533.2799, 0, 786.2731, 1003.814, 980.4603, 242.5106, 87.51045, 1457.163, 1040.13, 1826.597, 962.9702, 2755.156, 585.0522, 1507.632, 523.1782, 906.2112, 62.52826, 1132.681, 3250.539, 1790.598, 752.6191, 557.6208, 813.0067, 711.837, 2690.333, 208.8391, 658.2314, 545.4329, 1877.973, 349.7104, 4269.94, 392.7236, 479.225, 1950.334, 359.4976, 1568.069, 462.6306, 361.3028, 135.8373, 1031.852, 684.101, 0, 1231.601, 922.6193, 0.007855326, 4333.826, 611.5217, 268.8711, 82.24551, 0.09918021, 1597.245, 3.546212, 244.4895, 1583.633, 3301.483, 0.002991709, 260.4196, 1487.644, 112.3812, 1649.628, 555.0623, 0.05802178, 1189.052, 1327.447, 551.6118, 373.7801, 267.4351, 0.007098549, 9.100226, 499.5471, 349.48, 0, 532.8584, 0, 283.5707
25.4, 474.1617, 1052.955, 1358.838, 1593.94, 595.5339, 0, 752.3789, 1035.051, 1022.99, 230.7055, 83.26242, 1553.85, 1020.368, 1890.311, 979.1337, 2862.677, 582.9866, 1581.122, 511.2578, 984.9146, 117.2235, 1092.638, 3283.276, 1748.387, 717.3151, 534.2786, 779.3866, 742.6066, 2725.757, 199.9097, 629.9942, 596.1876, 1891.37, 333.8848, 4268.624, 376.3311, 455.4537, 1944.481, 344.6283, 1485.277, 439.0274, 412.6279, 129.5486, 980.7051, 655.2711, 0, 1177.213, 957.2993, 0.007520975, 4371.357, 582.344, 256.5013, 78.56947, 0.09505486, 1545.264, 3.395396, 277.0475, 1627.805, 3304.005, 0.002866569, 249.403, 1562.987, 107.6996, 1642.506, 591.8835, 0.0555843, 1190.341, 1271.616, 527.1783, 356.9294, 256.1764, 0.006808216, 8.719687, 477.0287, 334.9642, 0, 510.5124, 0, 271.6257
25.5, 486.9703, 995.7819, 1415.814, 1612.915, 594.1542, 0, 728.8384, 987.7562, 979.6868, 219.475, 79.22061, 1604.87, 967.297, 1869.135, 956.4743, 2858.472, 558.3937, 1631.127, 535.6791, 986.0938, 112.021, 1036.679, 3222.392, 1798.978, 699.5815, 511.9136, 839.5237, 770.9495, 2669.295, 191.3621, 602.9682, 561.2594, 1880.568, 422.6755, 4210.313, 360.6228, 506.1062, 1908.312, 330.374, 1406.856, 416.6284, 394.8846, 123.551, 932.0938, 738.1887, 0, 1200.808, 1050.804, 0.007200856, 4551.145, 554.5584, 244.7005, 75.05774, 0.0911011, 1688.086, 3.250994, 264.7322, 1558.877, 3286.257, 0.002746663, 317.9815, 1496.405, 103.2131, 1643.013, 583.6727, 0.05324922, 1138.574, 1298.646, 503.827, 340.8383, 284.167, 0.006529757, 8.355062, 455.5254, 321.0515, 0, 550.0918, 0, 260.1838
25.6, 467.0297, 941.7129, 1347.865, 1539.692, 566.6143, 0, 697.42, 962.9084, 1070.458, 208.7912, 75.37499, 1636.444, 973.8463, 1833.776, 939.1024, 2815.454, 593.2988, 1564.024, 510.0518, 998.7857, 107.0494, 1116.042, 3134.077, 1765.005, 666.7654, 490.4848, 804.807, 796.0309, 2591.023, 183.18, 658.4119, 609.1047, 1789.526, 442.449, 4148.77, 345.5702, 502.7968, 1878.069, 316.7093, 1332.576, 395.3723, 377.9044, 117.8311, 885.892, 764.569, 0, 1197.043, 1064.133, 0.006894362, 4575.168, 528.0986, 287.8285, 71.70296, 0.08731179, 1706.965, 3.112733, 252.9644, 1556.861, 3334.832, 0.002631773, 304.5299, 1598.848, 98.91342, 1644.736, 558.7087, 0.05101224, 1155.976, 1377.093, 481.5101, 405.7811, 305.4358, 0.006262688, 8.005684, 434.9914, 307.7165, 0, 527.0231, 0, 249.2239
25.7, 447.9056, 940.1946, 1283.177, 1564.382, 593.0259, 0, 680.5641, 918.9099, 1025.145, 198.6275, 71.71606, 1625.176, 969.6507, 1858.73, 1003.927, 2891.571, 656.0945, 1535.67, 485.6506, 1011.365, 115.4546, 1095.053, 3189.597, 1741.858, 665.7147, 469.953, 801.92, 777.7758, 2751.212, 175.3477, 691.6656, 573.4197, 1880.941, 459.7956, 4248.667, 331.1459, 477.8562, 2003.091, 303.6098, 1262.217, 375.2006, 361.6543, 112.376, 985.5095, 899.5481, 0, 1144.18, 1009.795, 0.006600914, 4583.956, 561.8433, 296.3954, 68.49814, 0.08368009, 1679.037, 2.980352, 241.7196, 1515.487, 3211.812, 0.002521688, 291.6473, 1636.07, 94.79288, 1683.52, 544.6992, 0.04886923, 1105.704, 1319.174, 460.1818, 387.4877, 292.5774, 0.006006542, 7.670915, 415.383, 294.9355, 0, 504.9219, 0, 238.7256
25.8, 457.1153, 1035.306, 1341.037, 1554.91, 565.5382, 0, 808.8964, 967.658, 981.7499, 188.9586, 68.23474, 1555.708, 944.6214, 1854.458, 977.9402, 2769.235, 677.6967, 1567.036, 485.3471, 1070.519, 110.3306, 1111.871, 3161.124, 1784.969, 634.4872, 450.2807, 768.7584, 731.5287, 2652.813, 167.8503, 661.9941, 539.8253, 1789.881, 438.9882, 4170.109, 317.3237, 486.089, 1920.893, 291.0522, 1453.924, 356.058, 346.1029, 107.1734, 936.6599, 861.6387, 0, 1218.614, 1030.521, 0.006319956, 4396.998, 589.7419, 304.5598, 65.43655, 0.08019946, 1763.371, 2.853602, 246.144, 1530.291, 3245.9, 0.002416208, 279.3096, 1566.374, 90.844, 1629.364, 586.293, 0.04681624, 1132.417, 1263.692, 439.7981, 394.2776, 280.2603, 0.005760872, 7.350145, 396.6585, 282.6853, 0, 521.6912, 0, 228.6696
25.9, 475.9349, 979.0905, 1316.225, 1484.32, 539.3246, 0, 945.2861, 978.3867, 940.192, 179.7603, 64.92242, 1604.029, 895.4901, 1770.176, 936.3591, 2785.431, 735.5314, 1592.257, 523.319, 1025.616, 105.434, 1127.98, 3050.76, 1808.091, 616.9224, 458.8876, 736.9681, 714.855, 2630.234, 160.6735, 688.1123, 544.605, 1855.842, 475.0565, 4097.452, 304.0784, 517.1386, 2056.911, 279.0139, 1422.808, 337.8921, 384.8278, 102.2118, 929.7879, 860.6345, 0, 1175.675, 1029.656, 0.006050956, 4403.26, 561.6034, 290.548, 62.51181, 0.0768636, 1706.417, 2.732242, 267.9034, 1526.948, 3210.658, 0.002315141, 267.4939, 1499.647, 87.05963, 1646.553, 561.2169, 0.04484951, 1144.589, 1210.542, 420.3174, 399.2358, 268.4617, 0.00552525, 7.042789, 378.7781, 270.9439, 0, 499.8135, 0, 219.0372
26, 465.5763, 959.1838, 1321.605, 1416.935, 514.3261, 0, 1024.087, 956.0764, 992.5833, 171.0098, 61.77088, 1553.848, 848.9142, 1807.016, 928.6513, 2725.477, 753.7221, 1570.517, 536.6217, 982.5958, 100.7547, 1108.782, 3007.22, 1731.61, 613.7415, 497.8012, 803.0596, 737.0856, 2633.522, 153.8036, 658.5932, 512.6988, 1765.997, 504.3593, 4237.908, 291.386, 491.4866, 1985.628, 267.4735, 1347.685, 320.653, 368.28, 97.47977, 929.3577, 891.9409, 0, 1123.756, 1036.938, 0.005793406, 4486.895, 534.8074, 277.1809, 59.71778, 0.0736665, 1745.411, 2.616043, 255.9946, 1482.586, 3256.799, 0.0022183, 256.1781, 1576.454, 83.4329, 1570.164, 537.2134, 0.04296539, 1201.501, 1369.904, 401.6995, 381.2375, 257.1599, 0.005299266, 6.748285, 361.7037, 259.6902, 0, 516.5166, 0, 209.8105
26.1, 446.5118, 1001.994, 1258.177, 1473.941, 490.4863, 0, 1134.668, 970.1597, 950.5668, 162.6853, 58.77233, 1526.594, 804.7607, 1857.062, 907.8521, 2686.4, 721.9268, 1525.652, 510.9493, 941.3804, 96.28307, 1114.947, 3019.864, 1658.363, 584.952, 476.9632, 769.8508, 693.2579, 2587.831, 147.2274, 630.3404, 482.6618, 1810.789, 521.775, 4243.63, 279.2234, 467.107, 1973.173, 256.4104, 1295.017, 304.2935, 352.4437, 92.96685, 883.2916, 854.3521, 0, 1162.796, 1013.055, 0.005546818, 4364.286, 509.29, 449.4365, 57.04865, 0.07060238, 1671.895, 2.504786, 244.6151, 1469.5, 3292.753, 0.002125511, 294.7749, 1597.837, 79.95725, 1536.631, 514.2366, 0.04116043, 1213.59, 1334.117, 383.9063, 401.3515, 286.6946, 0.005082523, 6.466097, 478.7897, 248.9039, 0, 540.2677, 0, 200.9725
26.2, 428.2278, 964.4739, 1197.794, 1467.431, 508.6331, 0, 1085.755, 961.0966, 965.6424, 154.766, 55.91934, 1520.885, 762.9038, 1856.602, 977.6584, 2699.22, 721.1552, 1670.193, 486.5051, 959.2449, 92.00989, 1057.845, 3107.917, 1647.801, 557.513, 456.9974, 738.0153, 693.5881, 2575.504, 140.9323, 648.6447, 454.3846, 1766.685, 538.0761, 4155.247, 267.5684, 480.4906, 2019.525, 245.805, 1378.859, 288.7686, 337.2884, 88.66286, 839.5088, 818.3474, 0, 1165.671, 987.0698, 0.005310726, 4457.415, 528.0383, 428.7595, 54.4988, 0.0676657, 1728.521, 2.398261, 233.7415, 1407.276, 3156.701, 0.002036603, 282.3049, 1529.77, 76.6264, 1566.94, 542.6372, 0.03943129, 1208.477, 1278.006, 366.9012, 383.2578, 274.6251, 0.004874646, 6.195708, 474.9086, 238.5656, 0, 517.611, 0, 192.5068
