 , C000, C001, C002, C003, C004, C007, C008, C009, C012, C013, C014, C015, C016, C018, C019, C022, C023, C024, C026, C027, C030, C031, C032, C033, C035, C037, C038, C039, C042, C043, C044, C046, C047, C048, C050, C052, C053, C054, C056, C057, C058, C059, C060, C061, C062, C066, C067, C070, C072, C073, C074, C076, C078, C079, C080, C081, C086, C087, C090, C091, C092, C093, C094, C098, C101, C102, C108, C111, C112, C113, C120, C124, C125, C127
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
100.8, 462.8503, 6.369372e-05, 423.7662, 376.0594, 1912.132, 66.2851, 396.9288, 478.7642, 3323.671, 2146.886, 4963.629, 1351.827, 618.1533, 1955.349, 239.3706, 605.2766, 711.7156, 788.5164, 221.3571, 709.0685, 1817.573, 470.5823, 2268.263, 855.8788, 1460.114, 1116.433, 1900.308, 418.905, 19.80826, 1263.263, 0.001835796, 470.3831, 240.2287, 0.07036216, 4.031717, 645.3195, 126.4519, 1779.949, 722.2554, 771.8433, 1599.305, 1390.62, 758.1083, 256.4304, 1747.271, 1077.762, 610.5098, 3443.562, 431.2285, 1536.416, 1435.693, 852.6993, 228.5567, 2193.194, 955.5225, 1297.516, 3.94604e-06, 0.2576801, 1149.365, 621.0179, 2638.232, 1198.087, 2181.581, 864.7065, 203.4699, 2231.253, 554.1838, 863.3698, 1245.025, 172.6537, 762.8855, 132.4792, 2281.934, 0.3270741
100.9, 521.8606, 6.0768e-05, 498.0306, 466.3295, 1942.685, 63.27925, 428.5613, 455.8797, 3282.204, 2132.07, 5051.957, 1375.669, 680.2421, 2000.609, 228.8827, 579.3008, 728.4296, 789.6562, 217.6971, 754.6346, 1739.911, 448.2357, 2407.127, 819.5942, 1438.692, 1230.516, 2000.543, 401.5355, 18.90692, 1333.866, 0.001754482, 449.4691, 229.31, 0.06745785, 3.866916, 616.9291, 120.9148, 1769.281, 888.6342, 733.1998, 1534.84, 1435.167, 780.1306, 245.8722, 1799.971, 1031.26, 584.2049, 3379.387, 411.433, 1500.855, 1371.592, 917.4519, 219.082, 2360.832, 905.2344, 1345.065, 3.76709e-06, 0.2471382, 1098.393, 594.2544, 2557.389, 1314.109, 2119.29, 873.2798, 194.7684, 2220.19, 530.5814, 822.1667, 1258.733, 165.5368, 730.533, 126.9453, 2374.406, 0.3127743
101, 493.7854, 5.797667e-05, 477.2621, 594.6533, 2036.172, 60.40971, 529.1406, 454.588, 3310.351, 2233.534, 5341.007, 1315.903, 650.7947, 1917.294, 218.8544, 659.8474, 696.2387, 876.9453, 208.0722, 721.155, 1820.48, 426.9503, 2371.64, 901.1801, 1377.504, 1321.965, 2216.937, 384.8863, 18.04659, 1350.242, 0.001676769, 563.8182, 218.8876, 0.06467342, 3.708853, 589.7878, 115.6202, 1822.52, 890.8557, 696.491, 1503.821, 1407.831, 770.7184, 323.1717, 1911.985, 1005.99, 559.0334, 3602.812, 501.6114, 1595.008, 1310.352, 875.2407, 210.0002, 2315.527, 888.096, 1357.268, 3.596255e-06, 0.2370276, 1292.408, 568.6443, 2573.113, 1294.669, 2131.094, 899.7682, 186.4391, 2231.304, 507.9841, 782.9301, 1282.214, 158.7133, 791.3167, 121.6425, 2463.694, 0.2990997
101.1, 467.2206, 5.531357e-05, 457.3597, 567.7454, 2056.374, 57.67029, 505.9189, 600.5477, 3549.547, 2295.005, 5603.093, 1293.088, 622.6222, 1962.588, 209.2655, 672.0073, 730.2087, 911.4443, 215.5037, 689.1606, 1771.54, 438.8871, 2353.271, 928.0975, 1318.918, 1301.596, 2165.902, 368.9274, 17.22541, 1350.765, 0.001602498, 706.0425, 297.1161, 0.06200391, 3.55725, 756.6702, 110.5574, 2002.531, 943.8564, 661.6201, 1621.344, 1468.097, 1031.656, 309.8655, 1913.585, 1062.379, 621.5359, 3704.243, 478.585, 1529.129, 1427.048, 918.1895, 201.2948, 2378.946, 1009.997, 1348.412, 3.433167e-06, 0.2273306, 1397.603, 544.1379, 2569.819, 1316.062, 2420.046, 952.6594, 178.466, 2273.507, 486.3492, 768.9666, 1226.635, 152.1711, 831.9076, 116.5613, 2716.927, 0.2860229
101.2, 442.0849, 5.277278e-05, 438.2872, 556.4604, 2236.136, 55.0551, 668.7534, 674.1323, 3723.214, 2270.829, 5820.323, 1347.094, 595.6692, 2059.975, 200.0967, 658.8859, 733.2468, 972.8952, 234.9669, 658.5858, 1893.572, 418.0456, 2371.598, 888.7512, 1350.155, 1367.451, 2096.703, 353.6302, 16.44159, 1289.209, 0.001531517, 696.9929, 283.6118, 0.0594446, 216.5192, 723.3811, 105.7163, 2022.171, 891.7262, 689.0339, 1687.444, 1466.79, 987.1756, 297.1072, 1963.93, 1091.155, 594.7559, 4034.142, 591.5794, 1541.497, 1363.333, 988.7075, 192.9503, 2538.329, 956.842, 1285.871, 3.277475e-06, 0.2180303, 1366.816, 520.6876, 2629.738, 1365.441, 2447.876, 908.5941, 170.8339, 2329.886, 465.6358, 849.8321, 1251.228, 145.8986, 866.0637, 111.6923, 2892.12, 0.2735179
101.3, 418.3015, 5.034871e-05, 420.0101, 568.3383, 2148.814, 52.55849, 639.4047, 649.7983, 3602.048, 2361.226, 5744.265, 1320.146, 569.883, 1989.991, 191.3296, 670.3811, 717.6541, 925.2504, 224.5784, 629.3673, 1812.662, 398.1939, 2439.568, 874.7715, 1390.14, 1400.498, 2092.524, 338.9673, 15.69345, 1317.596, 0.00146368, 666.0035, 461.5103, 0.05699093, 207.6688, 754.5948, 101.0871, 2122.049, 842.4752, 654.5363, 1699.076, 1390.663, 944.6127, 284.8742, 1872.978, 1044.075, 569.1297, 4026.561, 564.423, 1477.828, 1302.462, 943.2178, 184.9517, 2649.59, 990.3312, 1271.107, 3.128844e-06, 0.2091105, 1379.149, 498.2479, 2643.85, 1353.882, 2598.072, 866.5671, 163.5281, 2222.846, 445.8045, 823.5126, 1196.992, 139.8846, 908.4438, 107.0267, 3011.297, 0.2615595
101.4, 454.5406, 4.803598e-05, 402.4951, 570.5651, 2055.982, 50.17511, 691.6354, 618.7385, 3804.251, 2405.441, 5722.148, 1392.834, 545.2131, 2012.151, 182.9466, 641.6113, 785.6516, 922.9871, 214.6492, 601.4452, 1753.801, 379.2849, 2412.048, 837.6859, 1378.976, 1331.852, 2004.088, 324.9124, 14.97934, 1257.551, 0.001398848, 636.392, 440.5341, 0.05463853, 199.1801, 760.8903, 96.66071, 2025.68, 795.9443, 638.021, 1648.164, 1404.385, 903.8849, 273.1449, 1786.238, 999.0261, 544.6077, 4017.765, 538.5131, 1531.038, 1244.309, 899.821, 177.2847, 2789.899, 986.4827, 1288.563, 2.986953e-06, 0.2005556, 1317.986, 476.7753, 2529.743, 1340.901, 2711.784, 826.4839, 156.5348, 2243.449, 426.8178, 872.9456, 1215.599, 134.1185, 869.9184, 102.556, 2883.098, 0.250124
101.5, 430.087, 4.582949e-05, 385.7106, 588.7662, 1993.628, 47.8998, 661.2825, 753.3417, 3711.894, 2405.965, 5679.827, 1332.323, 521.6111, 1922.069, 174.9309, 665.7222, 772.6219, 884.9464, 214.4381, 626.6509, 1760.738, 398.7857, 2485.35, 802.1725, 1457.192, 1317.587, 2002.911, 311.4403, 14.29773, 1329.39, 0.001336887, 687.1443, 420.5113, 0.05238324, 209.2446, 792.0768, 272.4017, 1970.157, 751.9835, 728.4659, 1576.949, 1331.496, 1069.121, 261.8985, 1770.209, 1053.813, 521.1423, 3886.344, 513.7927, 1516.442, 1259.44, 858.421, 169.9355, 2860.361, 952.9846, 1281.854, 2.851497e-06, 0.1923507, 1283.736, 456.2281, 2581.038, 1281.608, 2736.29, 915.4333, 149.8405, 2241.834, 408.6398, 831.2856, 1162.908, 128.5901, 1108.088, 98.27205, 2836.684, 0.2391885
101.6, 487.5677, 4.372435e-05, 388.0494, 718.7702, 1961.41, 45.72767, 632.2616, 783.1606, 3727.93, 2304.589, 5612.578, 1274.44, 499.0308, 1927.423, 167.2665, 748.6364, 738.4781, 846.5477, 204.9572, 676.4063, 1685.504, 440.3212, 2412.474, 824.0344, 1395.217, 1288.748, 1999.594, 298.5267, 13.64713, 1623.972, 0.001277671, 711.5605, 401.3986, 0.05022104, 416.7946, 789.9869, 260.4737, 1880.686, 710.4506, 691.9941, 1508.81, 1299.815, 1023.025, 251.1151, 1707.454, 1008.344, 498.688, 3763.919, 490.207, 1474.267, 1317.085, 1083.947, 162.891, 2791.136, 985.7342, 1388.297, 2.722184e-06, 0.1844815, 1226.805, 436.5663, 2671.481, 1224.938, 2699.169, 1135.692, 143.4326, 2215.872, 391.236, 897.3988, 1112.5, 123.2895, 1061.096, 94.16704, 2902.215, 0.2287311
101.7, 461.3374, 4.171591e-05, 371.8672, 760.1398, 1981.835, 43.65405, 604.5143, 758.0547, 3658.983, 2362.785, 5492.421, 1284.306, 477.428, 1841.134, 190.6521, 716.5081, 742.7136, 891.2046, 195.8956, 681.6149, 1613.485, 550.0637, 2427.799, 789.0998, 1335.877, 1307.114, 2087.081, 286.1487, 13.02614, 1827.243, 0.001221078, 728.5511, 383.1546, 0.04814808, 399.7578, 900.156, 249.068, 1832.706, 753.5601, 657.3483, 1633.014, 1347.304, 978.916, 240.7758, 1731.185, 964.8372, 477.2011, 3677.033, 467.704, 1615.575, 1274.608, 1137.517, 156.1385, 2974.652, 933.8561, 1417.389, 2.598734e-06, 0.1769342, 1204.658, 417.752, 2593.881, 1271.024, 2743.705, 1183.57, 137.2986, 2114.07, 374.5734, 854.5718, 1064.278, 118.2075, 1016.097, 90.23351, 2778.66, 0.2187309
101.8, 436.5182, 14.39811, 357.5092, 725.7438, 1944.707, 41.67445, 596.5012, 721.8204, 3697.432, 2495.885, 5560.742, 1228.51, 456.7604, 1758.708, 182.2988, 685.7587, 709.8914, 847.5604, 187.2345, 651.3748, 1580.982, 575.3953, 2327.88, 755.6462, 1378.121, 1243.045, 2045.436, 274.2838, 12.43341, 1743.973, 0.001166992, 696.1587, 365.7397, 0.04616069, 383.4173, 944.5742, 238.1618, 1781.775, 711.9402, 624.4371, 1577.39, 1277.378, 936.7092, 248.4303, 1745.194, 981.0736, 456.64, 3653.173, 446.2341, 1623.7, 1369.485, 1085.181, 149.6659, 3129.573, 930.6963, 1351.649, 2.480884e-06, 0.1696957, 1151.233, 399.7484, 2600.041, 1214.821, 2623.326, 1170.45, 131.427, 2016.944, 358.6204, 872.9124, 1018.145, 113.3349, 973.0066, 86.46428, 2696.89, 0.2091679
101.9, 464.81, 22.78334, 342.6006, 692.9041, 1875.627, 39.78463, 570.3234, 726.7653, 3701.949, 2390.721, 5390.465, 1242.749, 436.9875, 1819.103, 174.3115, 656.329, 761.0085, 806.0536, 178.9564, 622.4763, 1579.745, 565.5582, 2370.734, 723.611, 1422.482, 1182.117, 1984.338, 262.9109, 11.86765, 1674.603, 0.001115301, 665.2064, 349.1165, 0.04425533, 367.7447, 903.0184, 227.7331, 1724.781, 719.0552, 717.1096, 1564.132, 1211.081, 896.3221, 274.5534, 1664.372, 938.7433, 616.3442, 3578.893, 425.7497, 1556.635, 1468.505, 1035.252, 143.4617, 3063.515, 881.7148, 1347.952, 2.368377e-06, 0.1627533, 1100.178, 382.5208, 2528.806, 1193.613, 2608.862, 1316.923, 125.8065, 2100.737, 343.3469, 928.1139, 974.0126, 108.6632, 931.7432, 82.8525, 2627.966, 0.200023
102, 509.0862, 21.7368, 361.0536, 661.5505, 1895.239, 37.9805, 567.2111, 692.0266, 3716.494, 2450.457, 5473.317, 1224.4, 418.0706, 1772.856, 185.9883, 628.1622, 727.3779, 766.5794, 171.0443, 696.14, 1606.031, 538.7015, 2327.412, 760.4521, 1361.983, 1174.591, 2064.429, 252.0096, 11.32763, 1598.289, 0.0010659, 657.5636, 333.2487, 0.04242862, 352.7128, 863.2908, 217.761, 1767.516, 801.8212, 712.0804, 1522.023, 1148.224, 857.6765, 315.4088, 1684.743, 898.2394, 589.7878, 3505.938, 406.2057, 1597.206, 1417.902, 987.6213, 137.5146, 3093.261, 835.3112, 1285.432, 2.260973e-06, 0.1560949, 1051.387, 366.0356, 2500.287, 1196.935, 2494.4, 1256.009, 120.4264, 2128.471, 328.7239, 883.821, 1059.464, 104.1841, 892.2297, 79.39159, 2564.342, 0.1912779
102.1, 519.5819, 20.73834, 389.2133, 631.6155, 1878.088, 36.25819, 542.3187, 658.9484, 3840.985, 2347.206, 5446.421, 1171.206, 399.9725, 1693.487, 177.8394, 601.2042, 695.2335, 729.0384, 163.482, 665.2554, 1550.281, 564.7146, 2394.867, 728.2131, 1344.001, 1251.644, 2096.568, 241.5603, 10.81218, 1547.395, 0.001018687, 628.3273, 318.1022, 0.04067731, 338.2953, 903.4416, 208.2257, 1687.247, 812.5463, 751.7623, 1613.655, 1218.158, 820.697, 302.4222, 1606.721, 859.4831, 630.8434, 3360.174, 387.5588, 1572.522, 1378.938, 942.1816, 131.814, 3108.719, 791.3498, 1234.122, 2.15844e-06, 0.1497089, 1004.76, 350.2608, 2524.755, 1144.009, 2517.5, 1222.595, 115.2763, 2134.798, 314.7236, 841.642, 1013.54, 99.88957, 854.392, 76.07526, 2666.561, 0.1829151
102.2, 491.6293, 29.98007, 372.9826, 603.0352, 1837.729, 34.61398, 518.5186, 627.4512, 3779.537, 2346.045, 5354.273, 1120.323, 415.3227, 1653.196, 170.0475, 575.4031, 760.3017, 745.5571, 156.254, 713.8968, 1545.185, 537.898, 2371.21, 706.8692, 1366.006, 1260.898, 2007.962, 231.5443, 10.32019, 1547.459, 0.0009735656, 600.391, 303.6441, 0.03899829, 324.4672, 863.6954, 199.1078, 1610.624, 767.6685, 730.9742, 1603.514, 1154.935, 785.312, 289.9704, 1619.453, 872.8793, 716.2319, 3291.288, 369.7679, 1590.186, 1317.37, 898.8325, 126.3498, 3005.969, 924.1068, 1176.882, 2.060556e-06, 0.1435842, 960.2001, 335.1659, 2549.364, 1181.527, 2558.99, 1166.044, 110.3465, 2090.312, 301.3197, 851.3205, 969.6068, 95.77209, 818.1588, 72.89745, 2553.039, 0.174918
102.3, 526.265, 28.60296, 357.4288, 575.748, 1804.375, 33.04432, 585.5972, 597.4597, 3808.067, 2421.12, 5297.498, 1115.174, 422.9514, 1642.823, 162.597, 635.1984, 757.7307, 709.0455, 149.3457, 682.2245, 1479.161, 512.3549, 2353.391, 742.6932, 1397.445, 1199.094, 1988.511, 221.9435, 9.85059, 1476.939, 0.0009304426, 573.6967, 289.8431, 0.03738857, 311.2043, 825.6978, 190.3893, 1619.224, 725.2693, 694.3768, 1563.691, 1094.993, 751.4526, 278.0312, 1544.455, 947.191, 685.3718, 3312.212, 352.7937, 1563.022, 1274.127, 857.4779, 121.1121, 3064.907, 951.9938, 1176.848, 1.967111e-06, 0.13771, 1079.274, 320.7215, 2512.595, 1170.339, 2592.691, 1246.194, 105.6275, 2159.563, 288.4866, 810.6925, 927.578, 91.82433, 783.4622, 69.85238, 2520.187, 0.1672705
102.4, 497.9528, 27.28911, 367.1932, 611.9771, 1922.22, 31.54585, 656.8307, 568.9017, 3982.106, 2406.328, 5358.912, 1066.725, 404.642, 1674.208, 155.4729, 657.4509, 780.5187, 697.8416, 142.7427, 651.9573, 1528.413, 488.0247, 2356.049, 760.9277, 1507.19, 1225.168, 1904.472, 212.7409, 9.402354, 1430.489, 0.0008892296, 595.2628, 276.6694, 0.03584529, 298.4835, 789.3718, 182.0524, 1730.491, 765.8202, 789.8155, 1536.306, 1038.161, 719.053, 266.5836, 1616.085, 937.3983, 722.5058, 3315.601, 336.5987, 1639.339, 1267.232, 818.026, 116.0915, 3115.819, 901.8915, 1151.564, 1.877904e-06, 0.1320762, 1049.992, 306.8996, 2404.153, 1276.833, 2565.44, 1188.551, 101.1103, 2169.981, 276.2, 955.5604, 887.371, 88.03929, 750.2371, 66.93451, 2545.336, 0.1599574
102.5, 471.1638, 26.03561, 351.8808, 584.2853, 1905.564, 30.11533, 628.0052, 541.7087, 4156.535, 2304.938, 5254.12, 1020.382, 458.1626, 1766.245, 148.661, 629.236, 746.0258, 663.6667, 136.4317, 717.0367, 1585.98, 464.8498, 2397.419, 728.6685, 1499.799, 1165.116, 1947.604, 203.9198, 8.974515, 1365.299, 0.0008498422, 603.1383, 264.0945, 0.03436572, 286.2827, 754.644, 174.0807, 1721.177, 825.1096, 750.2721, 1607.359, 1190.124, 688.0505, 255.6074, 1661.663, 896.9524, 691.3753, 3177.75, 321.1472, 1578.801, 1210.652, 780.3892, 111.279, 3037.795, 854.426, 1129.938, 1.792743e-06, 0.1266729, 1003.426, 293.6734, 2487.759, 1220.374, 2582.541, 1168.129, 96.78629, 2116.743, 264.4367, 909.9576, 848.9069, 84.41028, 718.4209, 64.13853, 2484.408, 0.152964
102.6, 445.8159, 24.83969, 337.2069, 639.7028, 1841.732, 28.74968, 600.4448, 515.8156, 4147.059, 2207.819, 5261.985, 976.0515, 515.2602, 1687.172, 142.1475, 602.2319, 771.1336, 746.2664, 130.3997, 685.225, 1543.206, 527.8412, 2361.171, 697.7769, 1497.319, 1163.803, 1865.293, 195.4645, 8.566144, 1369.322, 0.0008121993, 576.3219, 252.091, 0.03294722, 274.5806, 778.5452, 166.458, 1734.213, 779.5378, 712.7086, 1537.906, 1128.355, 658.3846, 245.0831, 1584.71, 904.0463, 744.6391, 3164.479, 306.4049, 1660.338, 1244.632, 744.4841, 106.666, 2952.259, 898.2921, 1077.529, 1.711443e-06, 0.1214906, 958.9258, 281.0172, 2465.655, 1269.728, 2623.798, 1114.097, 92.6472, 2219.627, 253.1745, 866.5312, 812.11, 80.93085, 687.954, 61.45934, 2474.532, 0.1462763
102.7, 421.8318, 71.15733, 328.4002, 610.7564, 1762.166, 27.44596, 574.0939, 491.1601, 4105.556, 2234.911, 5153.168, 933.6471, 492.9548, 1611.639, 135.9194, 590.2861, 809.233, 709.7201, 124.6344, 678.3107, 1553.836, 502.7756, 2339.487, 668.1949, 1569.841, 1106.758, 1852.378, 187.3598, 8.176355, 1344.19, 0.0007762238, 550.6978, 240.6332, 0.03158727, 263.3568, 744.2936, 159.1691, 1655.457, 736.4831, 817.4902, 1532.941, 1140.931, 629.9977, 234.9921, 1552.695, 971.3123, 712.555, 3198.761, 292.3394, 1638.334, 1189.062, 710.231, 102.2443, 2875.958, 906.7486, 1027.552, 1.63383e-06, 0.1165203, 916.399, 268.9064, 2499.234, 1213.583, 2692.624, 1106.873, 88.68512, 2138.824, 242.3918, 825.1773, 776.9082, 77.59486, 658.7792, 58.89207, 2405.057, 0.1398811
102.8, 454.3062, 67.88878, 323.3742, 583.1199, 1748.64, 26.20136, 570.9769, 467.6831, 4142.474, 2223.392, 5150.125, 1109.491, 471.6151, 1539.487, 131.3037, 609.0828, 773.4712, 674.9636, 119.124, 674.5426, 1539.262, 494.2833, 2262.545, 639.8671, 1599.002, 1176.561, 1774.091, 179.5911, 7.804304, 1408.396, 0.0007418418, 526.2129, 229.6962, 0.03028345, 252.5919, 711.549, 152.1993, 1580.278, 795.6579, 776.5613, 1525.259, 1081.715, 602.8348, 225.3167, 1583.811, 929.4031, 681.8533, 3212.45, 278.9196, 1570.666, 1135.972, 760.1212, 98.00583, 2872.004, 974.7039, 1007.347, 1.559737e-06, 0.1117533, 950.1498, 511.5467, 2559.642, 1159.921, 2574.486, 1055.674, 84.89248, 2062.91, 232.0685, 924.8193, 820.2495, 74.39637, 630.8417, 472.5865, 2383.29, 0.1337654
102.9, 536.2224, 64.77036, 436.3896, 556.7339, 1776.474, 25.0132, 585.5541, 445.3283, 4164.373, 2156.862, 5141.606, 1089.748, 465.2986, 1599.18, 142.1537, 582.9437, 739.2898, 648.8856, 113.8572, 711.6907, 1519.727, 628.7764, 2282.357, 612.7402, 1530.995, 1118.891, 1846.023, 172.1446, 7.449182, 1491.438, 0.0007089827, 502.8167, 219.2562, 0.02903345, 242.2669, 757.5677, 145.5348, 1646.34, 751.7128, 737.6815, 1633.389, 1293.475, 576.8431, 216.0395, 1542.728, 889.3021, 652.4744, 3211.557, 266.1158, 1549.675, 1120.062, 785.4944, 93.94308, 2802.532, 1060.073, 1080.182, 1.489004e-06, 0.1071814, 908.0123, 489.501, 2449.169, 1208.249, 2663.683, 1006.844, 81.26203, 1968.135, 222.1847, 880.6837, 823.9358, 71.32973, 884.0387, 497.8825, 2473.927, 0.1279171
103, 507.3745, 66.55663, 431.9204, 531.5419, 1730.505, 23.87892, 572.5445, 424.042, 4144.199, 2200.732, 5065.476, 1051.483, 445.156, 1527.586, 135.9253, 601.1052, 706.619, 643.1135, 108.8233, 722.077, 1584.793, 598.9177, 2188.424, 586.7634, 1633.339, 1117.606, 1877.897, 165.0068, 7.110219, 1462.461, 0.0006775791, 480.4607, 209.2908, 0.02783505, 232.364, 862.4934, 139.1621, 1618.167, 710.1949, 700.7483, 1576.891, 1226.343, 551.972, 232.2887, 1556.357, 850.9315, 675.7443, 3166.115, 253.8997, 1485.668, 1181.741, 893.7703, 90.04875, 2796.339, 1021.337, 1030.082, 1.421479e-06, 0.1027965, 940.7595, 468.4053, 2434.045, 1207.507, 2685.788, 960.2725, 77.78684, 2057.261, 212.722, 899.8868, 788.2213, 68.38949, 908.2839, 604.6712, 2452.457, 0.1223245
103.1, 480.0786, 63.4994, 445.2085, 507.4898, 1752.135, 22.79607, 547.418, 403.7732, 4096.158, 2108.004, 5025.373, 1133.792, 452.5859, 1497.075, 129.9699, 575.3084, 743.8305, 611.6188, 104.012, 690.0417, 1560.477, 570.4769, 2304.266, 606.3196, 1625.935, 1152.37, 1856.625, 158.1649, 6.78668, 1484.055, 0.0006475665, 459.0987, 199.7782, 0.02668611, 222.8659, 824.5486, 133.0684, 1544.681, 711.1507, 665.6642, 1508.755, 1162.694, 528.1732, 222.7245, 1637.683, 913.7194, 713.837, 3199.171, 242.2444, 1424.305, 1170.186, 852.6486, 86.31586, 2878.27, 1156.119, 1027.061, 1.357016e-06, 0.09859104, 967.7975, 448.2188, 2388.617, 1154.113, 2807.383, 915.855, 74.46027, 1982.575, 203.6622, 895.4737, 805.5342, 65.57045, 869.7653, 579.413, 2377.721, 0.1169765
103.2, 489.2599, 60.58261, 426.6427, 484.526, 1676.441, 21.76233, 614.4182, 384.4732, 3993.626, 2091.688, 4917.897, 1094.244, 482.7461, 1486.939, 154.4544, 550.6187, 729.2268, 581.6666, 99.41334, 659.4278, 1493.8, 543.3867, 2209.431, 580.615, 1590.101, 1095.886, 1876.372, 151.6068, 6.477863, 1416.424, 0.0006188832, 438.6865, 190.6981, 0.0255846, 213.7561, 856.6639, 127.2416, 1474.532, 687.4753, 717.8941, 1563.678, 1161.151, 505.4006, 255.5153, 1561.84, 874.2952, 683.0801, 3144.979, 231.1242, 1570.548, 1117.939, 813.4188, 82.73771, 2930.427, 1095.274, 979.4249, 1.295476e-06, 0.09455761, 924.8773, 428.9023, 2417.155, 1176.435, 2949.156, 987.045, 71.27596, 1891.491, 194.9883, 961.4547, 805.1218, 62.86761, 832.8802, 737.6359, 2520.805, 0.1118622
103.3, 502.1761, 63.21254, 413.0869, 462.6014, 1655.644, 20.77547, 587.454, 366.0958, 4087.351, 2093.245, 4866.711, 1055.955, 461.8483, 1506.139, 157.6004, 526.9885, 732.9885, 559.8973, 95.01802, 690.1988, 1437.349, 517.5828, 2215.487, 556.0001, 1575.654, 1042.171, 1815.792, 145.3206, 218.6456, 1351.876, 0.0005914704, 419.1818, 182.0306, 0.02452856, 205.0186, 883.8438, 121.6699, 1509.193, 795.5715, 681.9516, 1557.315, 1100.886, 483.6098, 244.9948, 1530.206, 836.572, 653.6483, 3144.756, 220.5145, 1505.679, 1139.424, 775.994, 79.30789, 2849.739, 1037.631, 952.2794, 1.236727e-06, 0.09068917, 1003.82, 410.4182, 2460.737, 1124.415, 2980.55, 980.2717, 68.22782, 1986.075, 186.6838, 915.5706, 820.4192, 60.27618, 1007.402, 706.8235, 2439.806, 0.1069715
103.4, 475.1599, 60.30892, 395.8606, 441.6689, 1664.061, 105.3228, 561.6732, 348.5968, 4019.777, 2071.312, 4796.818, 1052.413, 441.8551, 1438.711, 150.6952, 504.3725, 774.243, 629.2704, 90.81703, 758.0391, 1511.002, 493.0044, 2366.052, 532.4286, 1543.28, 991.088, 1949.388, 139.295, 208.6964, 1345.664, 0.0005652718, 400.5444, 173.7571, 0.0235161, 196.6382, 844.9597, 116.3422, 1440.656, 751.6312, 796.8179, 1592.393, 1091.047, 462.7585, 266.0725, 1627.015, 800.4764, 625.4847, 3069.855, 210.3918, 1443.49, 1135.312, 740.2911, 76.02025, 2876.471, 1146.729, 908.1113, 1.180642e-06, 0.086979, 959.3018, 675.6696, 2510.599, 1151.48, 3054.677, 952.9208, 65.31004, 1894.83, 178.733, 903.403, 784.8572, 57.79158, 964.68, 677.2982, 2425.449, 0.1022947
103.5, 449.5971, 57.53868, 439.24, 487.8722, 1634.742, 108.062, 537.0237, 331.9342, 4016.471, 2087.426, 4910.514, 1006.692, 508.3926, 1431.497, 159.2938, 482.727, 740.0275, 598.4537, 86.80178, 752.8981, 1501.225, 469.593, 2268.675, 509.8566, 1488.646, 942.5092, 1935.706, 133.5193, 199.2, 1350.809, 0.0005402337, 382.7356, 165.8597, 0.02254543, 188.6005, 807.7864, 111.2478, 1574.817, 773.8322, 756.9239, 1577.9, 1062.728, 541.3024, 255.1174, 1551.666, 765.9383, 598.5345, 3095.094, 200.7337, 1428.573, 1191.183, 706.2309, 72.8689, 2909.866, 1086.378, 913.8101, 1.127101e-06, 0.08342062, 916.7584, 646.5508, 2456.236, 1230.261, 2947.252, 944.9113, 62.51704, 1885.814, 171.1208, 881.3748, 779.9079, 55.40939, 923.7697, 649.0061, 2360.801, 0.09782232
103.6, 425.4095, 54.89569, 441.3752, 465.7962, 1598.347, 103.1617, 612.6619, 316.068, 3953.067, 2018.18, 4836.734, 962.956, 490.6255, 1367.411, 152.3145, 516.1206, 707.324, 640.7825, 82.96406, 855.7333, 1533.204, 500.9307, 2351.465, 535.2233, 1513.343, 996.5829, 1853.898, 127.9831, 190.1358, 1388.317, 0.0005163046, 365.7186, 158.3212, 0.02161483, 180.8912, 833.3712, 106.3764, 1503.3, 820.0303, 760.0339, 1547.339, 1144.475, 517.9637, 244.6132, 1511.468, 757.705, 572.7456, 3139.907, 191.519, 1408.319, 1311.649, 673.7377, 69.84818, 2846.154, 1029.203, 900.2958, 1.075988e-06, 0.08000781, 876.1016, 618.6869, 2433.522, 1175.861, 2994.592, 960.4272, 59.84349, 1947.187, 163.8329, 839.3124, 767.3445, 53.12539, 884.5944, 621.8959, 2289.486, 0.09354549
