 , C000, C001, C002, C003, C006, C008, C011, C012, C015, C016, C018, C020, C021, C022, C023, C024, C025, C033, C034, C035, C036, C038, C040, C042, C045, C046, C047, C051, C052, C053, C056, C059, C061, C066, C067, C070, C072, C073, C076, C077, C079, C081, C083, C089, C092, C093, C098, C099, C100, C103
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
30.9, 332.5335, 169.6361, 321.7184, 416.7307, 147.6243, 1669.117, 111.682, 479.9013, 1053.401, 871.2596, 123.4842, 423.578, 675.1903, 473.9418, 225.7531, 2159.624, 114.075, 274.7097, 2935.772, 761.0699, 733.6461, 408.181, 1138.025, 1933.619, 751.3755, 11.02503, 922.0861, 842.2128, 1353.176, 487.8293, 1435.371, 866.5297, 393.545, 527.9058, 1049.626, 1150.314, 308.0453, 8.238175, 43.48874, 367.7225, 677.9589, 1343.024, 1448.505, 487.3497, 3968.915, 3040.72, 1222.271, 946.1323, 545.5585, 5.286087
31, 316.7965, 220.625, 306.3939, 453.2787, 140.4293, 1715.979, 106.7528, 472.4817, 1030.497, 834.1788, 117.4148, 404.4079, 675.7108, 451.192, 215.9347, 2065.377, 109.0953, 262.1842, 2973.461, 751.12, 701.4716, 414.3994, 1125.704, 2012.597, 718.0023, 10.54026, 895.6044, 848.7731, 1388.46, 499.3855, 1445.115, 829.1321, 370.9972, 505.5733, 1003.358, 1285.98, 340.1565, 99.66061, 41.51968, 351.5792, 647.6489, 1278.777, 1544.379, 459.1361, 3847.336, 3159.261, 1159.852, 927.9607, 715.5833, 5.059249
31.1, 301.8042, 291.0211, 311.9552, 432.0015, 133.585, 1710.942, 130.2636, 512.4797, 1122.839, 902.1234, 111.6436, 386.1054, 695.2889, 503.8568, 206.5434, 2168.395, 104.333, 315.7115, 3048.547, 813.3847, 780.6745, 405.1147, 1174.501, 2152.722, 686.1115, 10.0768, 957.8724, 811.7834, 1421.387, 549.1529, 1381.101, 818.6788, 349.7412, 484.1856, 959.1292, 1325.856, 324.3557, 139.2193, 39.63976, 336.1445, 618.694, 1217.603, 1609.24, 515.9743, 3916.288, 3025.469, 1100.62, 961.0574, 756.0703, 4.842147
31.2, 287.5214, 278.8022, 448.6393, 502.9701, 127.0743, 1661.018, 235.3701, 489.5523, 1124.271, 863.7291, 106.1562, 368.6312, 745.7613, 479.6711, 197.5605, 2073.766, 99.77856, 301.3166, 3057.59, 820.6932, 846.0051, 385.8518, 1275.556, 2101.449, 655.637, 9.633725, 913.6926, 852.2576, 1353.551, 583.7772, 1371.116, 783.3464, 329.7031, 463.7027, 1003.767, 1332.814, 487.5836, 132.2709, 37.84497, 321.3875, 591.0336, 1159.356, 1603.847, 704.5926, 4007.777, 3013.285, 1208.241, 913.696, 722.0055, 4.63436
31.3, 273.9146, 267.0964, 427.2692, 479.3604, 120.8809, 1634.511, 227.4742, 467.6506, 1248.791, 916.3846, 100.9385, 351.9479, 712.2476, 456.6464, 188.9683, 2062.542, 95.42294, 402.1436, 2967.961, 777.0501, 863.0097, 367.5049, 1213.939, 2007.842, 626.5161, 9.210129, 971.809, 815.1161, 1510.692, 559.1076, 1310.38, 926.4272, 310.813, 491.2673, 1026.219, 1273.295, 464.9347, 227.4734, 36.13144, 307.2783, 564.6099, 1170.934, 1632.742, 724.3141, 3843.162, 3133.205, 1146.538, 917.7841, 931.2842, 4.435491
31.4, 260.9517, 255.882, 406.9169, 456.8589, 114.9894, 1571.437, 247.6841, 531.381, 1196, 917.8718, 95.97717, 336.0196, 823.4095, 485.8753, 180.7498, 2064.816, 91.25747, 383.8077, 3116.664, 735.7279, 854.7267, 395.2896, 1290.76, 2137.595, 692.6169, 8.805157, 1022.891, 905.5316, 1438.593, 535.4805, 1252.334, 903.0934, 293.0053, 470.4848, 1001.677, 1326.684, 443.3378, 216.1203, 34.49549, 293.7885, 539.3674, 1272.617, 1563.077, 682.3821, 3940.154, 3052.433, 1087.986, 1038.643, 889.3251, 4.245155
31.5, 248.6022, 245.1385, 401.4755, 459.6745, 109.385, 1593.13, 236.7523, 744.8706, 1145.441, 878.8073, 317.8654, 320.8122, 786.4064, 462.5527, 172.8887, 2042.481, 87.27383, 366.3078, 3009.594, 882.0733, 817.2422, 376.4939, 1228.408, 2042.378, 678.8647, 8.417993, 999.0166, 912.377, 1489.819, 612.411, 1196.86, 864.1179, 276.2178, 450.5815, 957.5228, 1320.92, 422.7442, 225.0502, 32.93361, 280.8909, 515.2535, 1276.961, 1584.505, 642.8777, 3937.563, 2988.156, 1169.175, 987.4581, 849.2565, 4.062986
31.6, 236.8372, 234.8461, 382.3519, 438.0971, 104.0538, 1624.605, 281.9063, 819.0408, 1185.832, 978.3952, 302.2419, 306.2931, 769.3544, 486.0852, 165.3695, 2160.481, 83.46408, 349.6058, 3080.943, 934.0016, 781.4016, 386.6238, 1169.068, 2096.75, 670.2569, 8.047852, 1114.055, 872.6155, 1418.717, 586.5314, 1184.322, 939.7265, 260.3922, 431.5202, 1012.438, 1534.924, 403.1072, 213.818, 31.44246, 268.5595, 582.5013, 1215.874, 1706.675, 605.6603, 3841.945, 3028.821, 1109.467, 938.7957, 810.9932, 3.888635
31.7, 225.629, 224.9858, 437.2433, 475.9446, 98.98236, 1619.757, 269.4641, 782.3984, 1302.743, 936.7548, 287.3862, 292.431, 780.4773, 531.877, 158.1773, 2081.706, 79.82065, 333.6654, 3003.138, 1018.176, 747.1329, 368.2401, 1168.468, 2016.006, 713.4988, 7.693985, 1097.536, 834.5867, 1443.464, 561.7455, 1158.56, 899.17, 245.4732, 422.7754, 967.8088, 1466.379, 384.3823, 296.2842, 30.01881, 256.7695, 556.459, 1157.71, 1646.34, 613.2964, 3901.131, 3059.512, 1052.808, 996.411, 774.4539, 3.721766
31.8, 214.9512, 215.5395, 416.416, 453.6035, 94.15813, 1710.664, 257.571, 747.3953, 1274.44, 908.9905, 273.2607, 279.1963, 745.4035, 506.3462, 151.2979, 1990.86, 76.33625, 318.4518, 3023.634, 964.0308, 714.3669, 404.8098, 1112.023, 1942.377, 681.808, 7.35568, 1046.915, 798.2153, 1437.975, 538.007, 1230.605, 947.1103, 231.409, 404.8904, 925.1473, 1615.364, 366.5272, 281.4968, 28.65963, 245.4971, 531.5811, 1248.055, 1673.739, 577.7916, 3772.778, 2970.828, 999.043, 962.8043, 739.5609, 3.562057
31.9, 204.7787, 206.4898, 456.819, 432.311, 89.56902, 1634.837, 273.1646, 750.1256, 1281.098, 900.5877, 259.8296, 266.5605, 711.9059, 547.5681, 144.7178, 1952.97, 73.00396, 303.9318, 3107.1, 912.7653, 808.9229, 402.976, 1193.726, 1923.37, 651.5247, 7.032248, 1088.361, 763.429, 1416.344, 515.2716, 1193.719, 906.2351, 218.1507, 452.0345, 1038.809, 1543.227, 349.5016, 267.4474, 27.36199, 234.7196, 507.8153, 1188.351, 1602.324, 658.6988, 3770.422, 2943.117, 1154.893, 942.3052, 887.8486, 3.409202
32, 195.0876, 197.8201, 435.0592, 412.0181, 85.20358, 1562.371, 261.1082, 871.3171, 1394.382, 862.2588, 247.0585, 254.4967, 802.494, 549.4175, 138.4238, 1996.924, 69.81713, 290.0739, 3310.861, 864.226, 773.4471, 433.5305, 1364.016, 1895.845, 682.4338, 6.723039, 1038.163, 788.7332, 1348.748, 601.0289, 1354.604, 867.124, 205.6519, 483.5612, 993.018, 1474.312, 333.2668, 254.0993, 26.1231, 224.4152, 485.112, 1131.503, 1639.239, 620.5655, 3886.296, 2965.12, 1095.915, 895.868, 881.0515, 3.262906
32.1, 185.8551, 189.5144, 414.3359, 392.6777, 81.0509, 1511.758, 249.5839, 832.3359, 1335.437, 906.8484, 234.9152, 465.435, 766.4308, 523.0448, 132.4035, 2023.556, 66.76942, 276.8478, 3340.448, 845.3538, 739.5272, 492.3882, 1298.125, 1939.101, 652.1227, 6.427425, 1108.819, 754.36, 1386.671, 575.6303, 1414.683, 829.7008, 193.8692, 463.1047, 1001.46, 1408.474, 317.7861, 241.4174, 24.94031, 214.5631, 662.2927, 1077.375, 1655.617, 584.6398, 3845.287, 2893.661, 1039.948, 887.1116, 841.3557, 3.122888
32.2, 177.0596, 181.5574, 441.9857, 463.8252, 77.10062, 1466.968, 238.5682, 795.0987, 1278.984, 868.253, 223.3688, 467.577, 731.9883, 585.3727, 126.6451, 2028.041, 63.85475, 264.2248, 3262.836, 907.2215, 851.8415, 468.9755, 1330.821, 1894.361, 623.158, 6.144809, 1156.277, 721.4849, 1320.491, 595.8389, 1525.988, 850.7939, 182.7617, 443.5136, 957.3148, 1345.576, 303.0245, 229.3684, 23.81107, 205.1436, 632.6831, 1025.835, 1634.028, 550.7939, 3880.705, 2809.431, 986.8391, 976.7308, 895.8336, 2.988878
32.3, 168.6803, 173.9345, 420.9325, 476.3685, 73.34286, 1472.814, 228.0387, 759.5273, 1224.917, 831.3002, 212.3899, 446.4156, 699.0936, 557.2742, 121.1371, 2051.783, 61.06731, 252.1774, 3403.128, 858.977, 814.4836, 446.6761, 1358.947, 1853.421, 595.4797, 5.87462, 1125.856, 690.0424, 1257.47, 570.6597, 1458.392, 814.0755, 172.2905, 438.5671, 915.1158, 1324.774, 288.9486, 217.9207, 22.73296, 196.1376, 604.3973, 1168.592, 1564.308, 518.9073, 3893.48, 2876.353, 936.4426, 1050.779, 855.4717, 2.86062
32.4, 160.6976, 166.6317, 400.8821, 454.0075, 69.76826, 1407.53, 217.974, 725.5474, 1272.628, 862.3787, 201.9506, 426.212, 667.6771, 621.2498, 115.8686, 1974.605, 58.40155, 240.6792, 3437.79, 836.4429, 778.7639, 425.437, 1293.301, 1770.862, 662.9659, 5.616312, 1122.144, 659.9702, 1197.457, 582.2181, 1461.803, 866.3539, 162.4193, 420.014, 874.7769, 1265.614, 275.5265, 207.0444, 21.70367, 187.527, 577.376, 1112.689, 1657.034, 488.8668, 3752.767, 2908.877, 888.6198, 998.996, 816.9284, 2.737864
32.5, 153.0926, 159.6355, 458.5219, 432.6961, 66.36787, 1345.14, 208.3534, 693.0877, 1218.83, 825.676, 192.0244, 406.9227, 637.6724, 591.4291, 110.8293, 2096.321, 55.85217, 229.7053, 3392.198, 791.9623, 776.8008, 482.3873, 1331.593, 1705.031, 777.9528, 5.369362, 1082.641, 631.2086, 1140.308, 600.6401, 1503.218, 828.9639, 305.7875, 402.2458, 862.1111, 1242.438, 262.7279, 196.711, 20.72098, 179.2944, 551.5629, 1059.461, 1586.332, 460.5654, 3770.962, 2785.688, 843.2393, 1016, 780.1217, 2.620377
32.6, 145.8476, 152.933, 436.681, 412.385, 63.13321, 1370.053, 199.1575, 717.9374, 1167.306, 790.5353, 182.5861, 409.6356, 609.0161, 563.0399, 106.0092, 2057.514, 53.41406, 219.2318, 3398.241, 838.7897, 742.7338, 459.4502, 1267.268, 1846.704, 743.3991, 5.13327, 1111.828, 764.3661, 1178.394, 575.258, 1436.63, 815.5156, 288.2677, 385.2292, 987.5397, 1403.399, 250.5239, 186.8932, 19.78278, 171.4232, 650.5219, 1130.093, 1583.149, 433.9024, 3776.455, 2811.535, 800.1762, 965.9309, 744.9733, 2.507931
32.7, 138.9454, 146.5119, 415.8805, 473.8321, 60.0562, 1410.056, 190.3675, 738.1612, 1251.319, 756.8901, 173.6117, 391.0965, 581.6476, 536.0133, 101.3987, 1967.724, 51.08239, 209.2358, 3307.482, 794.1843, 759.6787, 437.6036, 1221.535, 1776.243, 710.3801, 4.907558, 1127.166, 767.7314, 1244.175, 550.9484, 1439.186, 802.66, 326.3389, 368.9326, 944.0083, 1340.728, 238.8867, 177.5655, 18.88706, 163.8976, 621.4386, 1248.176, 1586.33, 408.783, 3712.581, 2901.406, 759.3123, 951.2957, 775.1957, 2.400311
32.8, 132.3698, 140.3604, 396.0707, 451.5901, 57.12917, 1461.59, 181.9654, 705.1371, 1205.199, 724.6769, 165.0784, 373.3965, 555.5091, 510.2841, 96.98871, 2042.92, 48.8525, 199.6956, 3362.286, 751.9509, 726.3625, 455.7984, 1427.343, 1859.661, 873.3993, 4.691772, 1092.795, 734.2735, 1283.107, 527.6662, 1491.514, 768.019, 405.2944, 353.3253, 985.3829, 1280.855, 227.7901, 168.7033, 18.0319, 156.7023, 593.6555, 1265.881, 1613.785, 385.1177, 3780.748, 2875.441, 720.5353, 1069.492, 740.2693, 2.297308
32.9, 126.1055, 161.4461, 377.2046, 430.3922, 54.34479, 1588.903, 173.9341, 673.5906, 1246.31, 737.3297, 156.9646, 367.556, 530.5452, 485.7899, 92.77052, 1953.767, 46.71996, 190.5904, 3257.293, 711.9634, 787.9142, 434.1255, 1412.398, 1866.768, 1029.681, 4.485474, 1042.392, 702.2737, 1387.4, 505.3678, 1457.178, 734.873, 382.0735, 338.3783, 1158.941, 1223.656, 217.2089, 160.2834, 17.21546, 149.823, 567.1146, 1241.987, 2000.918, 362.8225, 3665.17, 2873.428, 683.7385, 1016.787, 706.9164, 2.198726
33, 120.1376, 190.0277, 359.2371, 534.6315, 51.69612, 1613, 166.2573, 738.6972, 1193.625, 763.6603, 149.2495, 350.9213, 506.703, 462.4714, 88.73579, 1868.504, 44.6805, 181.9004, 3151.478, 674.1024, 935.0454, 456.9886, 1364.009, 1831.76, 1151.01, 4.288246, 1116.545, 790.9548, 1321.186, 685.1561, 1629.65, 737.0695, 527.0952, 324.0636, 1118.031, 1263.749, 207.1193, 152.2838, 16.43598, 143.2456, 541.7602, 1217.038, 2330.406, 341.8181, 3750.338, 2897.41, 648.8209, 1041.995, 942.2394, 2.104374
33.1, 114.4521, 184.4525, 342.1254, 509.5356, 49.17654, 1609.94, 158.9194, 705.6492, 1143.166, 731.1589, 141.9137, 457.5893, 483.9324, 440.2723, 84.87653, 1786.962, 42.73007, 173.6065, 3184.061, 638.2548, 938.2416, 592.4467, 1298.119, 1798.97, 1187.798, 4.099691, 1065.047, 756.4849, 1321.975, 656.2024, 1557.462, 705.2592, 506.4328, 377.3258, 1192.031, 1322.411, 197.4983, 144.6834, 15.6918, 136.957, 579.2347, 1158.818, 2518.367, 322.0295, 3623.417, 2894.915, 615.6866, 1085.971, 899.7867, 2.014071
33.2, 109.0357, 184.3197, 325.8289, 485.6177, 46.77975, 1563.943, 151.9053, 674.0797, 1116.117, 700.0409, 134.9384, 450.5418, 462.185, 488.4897, 81.18511, 1708.979, 40.86478, 165.6908, 3218.834, 604.3135, 922.0502, 564.2762, 1277.509, 1718.837, 1296.752, 3.919426, 1015.924, 723.5172, 1337.899, 628.4723, 1605.882, 674.8217, 596.2438, 361.3635, 1247.53, 1263.357, 188.3243, 137.4623, 14.98131, 130.9444, 553.3384, 1231.393, 2410.915, 303.3866, 3735.545, 3005.723, 584.2443, 1032.454, 859.2468, 1.927643
33.3, 103.8756, 176.5808, 393.5639, 547.0374, 44.49979, 1494.62, 145.2008, 643.9225, 1068.935, 773.58, 128.306, 430.1514, 441.4149, 655.3107, 77.65424, 1756.709, 39.08092, 158.1361, 3183.098, 572.1771, 881.6132, 537.4453, 1348.959, 1866.582, 1239.156, 3.747088, 969.0665, 691.9861, 1274.047, 601.914, 1573.502, 673.4435, 654.6705, 346.0764, 1192.538, 1270.598, 179.5764, 130.6017, 14.30299, 125.1959, 580.3144, 1232.338, 2495.089, 285.823, 3659.802, 2878.432, 682.1723, 981.574, 820.5334, 1.844924
33.4, 98.95974, 169.1668, 374.8172, 521.3591, 42.33094, 1589.327, 138.7922, 615.1146, 1188.038, 740.6565, 121.9995, 410.6838, 421.5782, 623.8551, 74.27694, 1768.605, 37.37493, 150.9258, 3171.314, 541.7497, 842.9496, 663.608, 1373.422, 1918.107, 1276.6, 3.582328, 924.3704, 661.8293, 1213.243, 596.9825, 1589.115, 743.27, 824.733, 352.2028, 1338.288, 1213.857, 171.2348, 124.0834, 13.65539, 119.6997, 554.3699, 1173.386, 2388.63, 422.1028, 3813.817, 2867.523, 810.754, 1021.183, 783.5643, 1.765755
33.5, 94.27651, 162.0642, 356.9634, 515.66, 40.26781, 1728.658, 132.6664, 587.5954, 1259.976, 883.527, 116.0031, 415.7961, 402.633, 593.9094, 71.04652, 1691.422, 35.74341, 144.0443, 3106.845, 512.9404, 805.9816, 632.0539, 1371.075, 1922.904, 1361.053, 3.424812, 881.7358, 693.9396, 1155.34, 641.8431, 1579.782, 711.1921, 777.4806, 425.3639, 1279.295, 1159.65, 163.2807, 117.8905, 13.0371, 114.4447, 628.7966, 1286.643, 2466.719, 586.9454, 3657.169, 2923.288, 769.3499, 1008.494, 748.2607, 1.689982
33.6, 89.81491, 205.1799, 339.9601, 491.4547, 38.30523, 1652.033, 163.4909, 561.3074, 1227.094, 1134.177, 110.3013, 396.9781, 549.4385, 565.4011, 67.9566, 1720.183, 34.18311, 137.4765, 3256.838, 485.6631, 770.6348, 602.0002, 1304.843, 1983.395, 1357.678, 3.274223, 947.42, 663.6976, 1180.326, 614.7197, 1657.032, 712.479, 732.9355, 407.3693, 1314.462, 1277.781, 155.6961, 112.0066, 12.44681, 109.4205, 600.6846, 1279.584, 2424.341, 663.3522, 3556.793, 2943.073, 730.0603, 1129.776, 714.5479, 1.617462
33.7, 85.56445, 196.5652, 323.7666, 468.3855, 36.43829, 1578.805, 156.2751, 769.2307, 1425.633, 1201.313, 104.8799, 379.0119, 584.2675, 538.2612, 65.00107, 1823.17, 32.69093, 131.2082, 3187.381, 614.0658, 763.4427, 573.3755, 1277.123, 2021.088, 1429.385, 3.130254, 1039.246, 657.3827, 1197.021, 600.4263, 1606.453, 777.9182, 741.8079, 464.1968, 1318.966, 1241.308, 148.4638, 106.4165, 11.88325, 104.6168, 573.8293, 1231.781, 2417.197, 624.9495, 3661.612, 2874.116, 692.7772, 1100.935, 682.3539, 1.548053
33.8, 81.51514, 201.0182, 322.8562, 446.3992, 34.66235, 1561.54, 149.3777, 734.8167, 1491.19, 1150.185, 99.72486, 361.8588, 558.0112, 512.4241, 62.17407, 1758.443, 31.26388, 125.2257, 3149.1, 581.4108, 746.0332, 546.112, 1263.446, 2005.011, 1494.262, 2.992616, 991.3129, 650.2885, 1139.893, 703.3241, 1535.293, 744.3449, 699.3067, 444.5595, 1260.825, 1317.926, 141.5675, 101.1053, 11.34521, 100.0241, 623.5004, 1292.419, 2335.919, 588.77, 3551.147, 2891.321, 657.398, 1071.183, 651.6105, 1.481623
33.9, 77.65747, 283.0929, 338.778, 425.4449, 32.97297, 1558.617, 152.1107, 701.9423, 1428.152, 1101.233, 94.82323, 345.4819, 532.9348, 487.8271, 59.47003, 1897.827, 29.89912, 119.516, 3165.165, 550.4924, 747.9643, 520.1448, 1202.413, 1973.654, 1427.892, 2.86103, 1016.856, 644.0656, 1085.491, 673.6027, 1579.305, 712.2206, 786.1898, 425.7529, 1256.283, 1275.498, 134.9915, 96.05917, 10.83152, 95.63293, 595.6251, 1331.196, 2236.251, 554.6849, 3592.161, 2881.319, 623.8256, 1018.394, 622.2521, 1.418043
34, 73.98235, 271.2069, 322.6409, 405.4743, 31.36592, 1489.53, 145.3971, 670.5386, 1408.78, 1054.365, 90.16252, 329.8463, 508.9853, 464.4109, 56.88359, 1815.006, 28.59394, 114.0666, 3083.891, 521.2181, 759.1382, 495.4123, 1244.551, 2114.588, 1484.545, 2.73523, 969.9559, 615.9971, 1203.023, 645.1372, 1509.347, 722.1342, 741.1457, 407.7419, 1200.906, 1297.427, 128.7209, 91.26492, 10.34109, 91.43456, 568.996, 1267.515, 2231.781, 522.5732, 3503.595, 2834.473, 591.9677, 1076.238, 594.2166, 1.357192
34.1, 70.48116, 259.82, 307.2725, 433.7151, 29.8372, 1423.505, 138.9799, 640.5399, 1506.695, 1070.087, 85.7309, 314.9183, 486.1121, 442.1186, 54.40963, 1803.516, 27.34574, 108.8657, 3054.673, 493.5006, 746.6125, 471.8558, 1217.186, 2166.711, 1524.84, 2.614961, 963.8356, 589.1519, 1145.608, 617.8747, 1552.567, 793.3624, 698.6824, 390.4929, 1171.102, 1288.587, 122.7417, 86.70994, 9.872875, 87.42049, 593.6073, 1288.024, 2242.569, 492.3204, 3514.403, 2896.116, 740.6467, 1023.2, 567.4441, 1.298952
34.2, 67.14567, 248.9112, 380.4832, 413.3562, 28.38299, 1381.143, 132.8458, 611.8832, 1449.391, 1071.273, 81.51709, 300.6659, 464.2667, 420.8964, 52.04327, 1760.932, 26.15202, 103.9019, 3013.011, 467.2571, 774.4465, 449.4194, 1234.882, 2222.211, 1457.112, 2.499981, 919.3808, 626.191, 1165.206, 591.7642, 1540.789, 769.1716, 658.652, 483.9709, 1119.479, 1344.581, 117.0402, 82.38229, 9.425854, 83.58265, 696.4668, 1226.408, 2288.565, 463.8191, 3483.894, 2842.957, 702.8229, 972.7763, 541.8779, 1.243212
34.3, 63.96803, 238.4603, 375.0841, 393.953, 26.99965, 1518.92, 132.9842, 584.5087, 1399.265, 1055.97, 77.5104, 287.0585, 443.4031, 400.6929, 49.77983, 1785.166, 25.01041, 170.8342, 2973.646, 442.4092, 740.4827, 428.0499, 1255.292, 2276.541, 1546.077, 2.390056, 876.9763, 598.9015, 1135.947, 635.9343, 1472.537, 759.1519, 660.9395, 492.7722, 1229.093, 1343.342, 111.6035, 78.27065, 8.999074, 79.9133, 665.3293, 1167.74, 2206.738, 436.9677, 3480.537, 2862.437, 666.9307, 1052.396, 517.4636, 1.189863
34.4, 60.94076, 228.4483, 408.0799, 375.4606, 25.68373, 1451.593, 127.1148, 558.3588, 1340.113, 1011.028, 73.70065, 274.0669, 423.4771, 381.4592, 47.61483, 1835.841, 23.91864, 163.045, 2929.505, 418.8826, 804.565, 407.6964, 1291.893, 2223.831, 1477.406, 2.284965, 836.5276, 572.8013, 1081.734, 609.0607, 1407.309, 726.3885, 623.0715, 471.9261, 1254.171, 1283.352, 106.4194, 74.3642, 8.591617, 76.40504, 635.584, 1111.878, 2160.35, 411.6708, 3429.459, 2862.456, 780.3582, 1000.534, 494.1492, 1.138803
34.5, 58.05676, 218.8566, 412.0656, 410.2017, 24.43195, 1434.524, 121.5044, 533.3788, 1457.324, 1019.936, 70.07815, 261.6633, 404.4465, 363.1488, 45.54399, 1784.053, 22.87452, 173.5844, 2935.417, 396.6071, 804.6699, 388.3108, 1260.567, 2292.513, 1496.2, 2.184494, 937.6376, 547.8386, 1055.954, 583.3227, 1423.562, 744.6747, 675.7502, 451.9618, 1198.886, 1226.042, 101.476, 70.65273, 8.202609, 73.05079, 607.1685, 1184.583, 2068.173, 387.8384, 3364.004, 2866.323, 777.6201, 1061.002, 471.8853, 1.089935
34.6, 55.30924, 209.6677, 392.4375, 390.9466, 23.24118, 1411.225, 140.4515, 509.5164, 1434.974, 1015.957, 66.6337, 249.8211, 542.2941, 345.7172, 43.56321, 1706.197, 21.87599, 165.6697, 3024.542, 375.5162, 948.8197, 369.8469, 1199.673, 2190.395, 1473.288, 2.088442, 894.3911, 676.038, 1075.579, 558.6724, 1360.503, 712.5363, 707.5175, 545.4946, 1146.039, 1347.414, 96.76234, 67.1265, 7.831214, 69.84379, 580.0233, 1127.915, 2037.838, 526.7371, 3442.225, 2934.357, 737.9081, 1087.182, 450.6245, 1.043164
34.7, 52.69175, 270.8745, 373.7444, 372.5953, 22.10844, 1378.62, 156.5214, 486.7215, 1374.312, 1114.879, 63.35855, 238.5148, 517.924, 439.0263, 41.66858, 1732.875, 20.92104, 158.1159, 3061.608, 355.5469, 971.0939, 352.2609, 1334.438, 2166.398, 1493.007, 1.996613, 965.2259, 646.5761, 1042.052, 535.0637, 1300.238, 723.0841, 666.9809, 675.5278, 1176.429, 1287.243, 92.26759, 63.77625, 7.476635, 66.77759, 554.0918, 1073.958, 2032.427, 496.2433, 3449.177, 2966.809, 700.2241, 1033.605, 430.3216, 0.9983992
34.8, 50.19813, 259.5015, 355.9417, 446.4252, 21.03091, 1317.511, 149.6131, 464.9465, 1337.878, 1122.203, 60.24438, 227.7202, 494.6491, 417.9525, 39.85635, 1747.89, 20.00778, 150.9066, 3038.961, 336.6395, 1079.797, 335.5112, 1290.404, 2199.753, 1490.696, 1.908821, 920.7069, 618.3982, 1024.272, 512.4528, 1242.642, 739.757, 628.7668, 646.9504, 1310.841, 1229.758, 87.98164, 60.59322, 7.13811, 63.84599, 529.3196, 1129.626, 2012.429, 550.1244, 3374.757, 2841.167, 664.4647, 982.6689, 410.9334, 0.9555559
34.9, 47.82253, 322.6603, 338.9871, 425.4698, 20.00591, 1381.923, 143.0098, 444.1456, 1281.322, 1151.354, 57.28328, 217.4142, 472.4201, 397.8904, 38.12294, 1744.717, 19.13438, 144.0259, 3036.625, 318.7376, 1032.442, 319.5579, 1228.069, 2101.767, 1519.844, 1.82489, 1022.405, 591.4483, 975.3885, 575.5609, 1337.737, 707.8307, 715.7021, 619.5818, 1295.193, 1174.841, 83.89478, 57.56904, 6.814913, 61.04309, 505.655, 1075.588, 1955.93, 608.4745, 3362.943, 2913.069, 754.1293, 1038.204, 392.4188, 0.914551
35, 45.55934, 317.0939, 337.3448, 405.4979, 19.03085, 1366.686, 136.6979, 424.2753, 1416.724, 1126.829, 54.46771, 207.5746, 451.1901, 378.7912, 36.46491, 1668.577, 18.29911, 137.459, 3026.798, 301.7877, 987.1637, 304.3631, 1387.873, 2255.505, 1537.978, 1.744649, 990.6713, 565.6729, 965.3633, 551.2386, 1433.926, 730.4916, 737.2773, 593.3712, 1260.35, 1157.703, 79.99776, 54.6958, 6.50635, 58.36324, 483.0483, 1266.954, 1992.45, 573.2487, 3454.759, 2935.515, 770.6513, 1014.129, 374.7384, 0.8753057
35.1, 43.40326, 382.8627, 347.9633, 386.4636, 18.10332, 1426.265, 130.6646, 405.294, 1356.834, 1164.145, 51.79054, 326.4027, 430.9141, 531.7438, 241.1547, 1595.76, 17.50031, 131.1915, 2998.719, 285.7391, 943.8711, 289.8909, 1454.606, 2186.624, 1469.667, 1.667936, 1006.211, 541.0208, 919.291, 527.9441, 1398.571, 698.9651, 708.9877, 593.4077, 1258.405, 1206.875, 76.28175, 51.96597, 6.211758, 55.80104, 461.4523, 1369.516, 2041.263, 659.6402, 3408.116, 2876.256, 842.3375, 1007.866, 357.8546, 0.8377445
35.2, 41.34921, 366.7878, 409.7562, 368.3228, 17.22099, 1476.883, 124.8975, 387.1619, 1299.477, 1114.599, 49.24496, 331.3411, 411.5493, 506.2195, 245.0151, 1661.491, 16.73637, 125.2097, 2997.408, 270.544, 902.4771, 276.1068, 1486.474, 2218.638, 1596.82, 1.594597, 1009.604, 517.4431, 947.0476, 563.5045, 1474.599, 668.7993, 839.0314, 576.1408, 1202.934, 1351.802, 72.73837, 49.37238, 5.930504, 53.35133, 440.8218, 1304.002, 2160.8, 685.7292, 3449.726, 2798.95, 821.821, 1162.993, 341.7314, 0.8017952
35.3, 39.39238, 351.3878, 413.7408, 369.5358, 16.38167, 1578.654, 131.3117, 369.8409, 1244.543, 1348.454, 46.82449, 316.3455, 393.0547, 481.9204, 254.9787, 1588.983, 16.00578, 181.3944, 3121.131, 256.1569, 971.7197, 262.9781, 1414.668, 2158.187, 1713.05, 1.524482, 963.0379, 494.8928, 984.2726, 539.6916, 1475.459, 639.9354, 790.9598, 551.7678, 1258.152, 1443.584, 236.2168, 46.90823, 5.661985, 51.00916, 421.1137, 1294.226, 2130.566, 646.0311, 3548.755, 2846.257, 909.9581, 1105.68, 326.3347, 0.7673885
