 , C000, C001, C002, C003, C004, C009, C011, C013, C014, C016, C017, C023, C024, C026, C027, C028, C032, C037, C038, C039, C040, C041, C044, C046, C047, C048, C051, C056, C066, C071, C072
3.5, 2698.846, 4555.854, 482.324, 18.57061, 38.73746, 486.368, 627.6439, 201.9432, 676.5861, 107.4937, 448.2552, 43.81987, 1229.005, 853.7102, 0, 157.1999, 1759.882, 1830.4, 84.90377, 1992.402, 154.8041, 2038.401, 329.6621, 1517.034, 1678.514, 707.4149, 165.5153, 0, 789.7516, 2580.321, 2610.098
3.6, 2561.336, 4547.594, 481.885, 17.61118, 36.77199, 464.8519, 802.5816, 191.7434, 644.603, 101.3111, 426.567, 41.88556, 1172.25, 817.0203, 0, 148.6677, 1691.46, 1741.399, 80.19894, 1900.827, 147.402, 2074.744, 348.5957, 1653.082, 1797.265, 761.7394, 153.6227, 0, 783.5152, 2584.935, 2578.294
3.7, 2430.833, 4533.589, 454.1186, 16.70132, 34.90625, 444.2876, 884.2506, 182.0587, 664.9681, 138.0239, 420.2305, 40.03663, 1386.388, 781.9072, 0, 140.5985, 1614.209, 1721.028, 75.75481, 2055.056, 140.3538, 1998.157, 362.2629, 1647.21, 1778.902, 842.9371, 142.5846, 0, 862.9564, 2469.458, 2463.103
3.8, 2531.393, 4600.734, 427.952, 15.83847, 33.13517, 424.633, 855.4028, 172.8631, 633.5342, 130.0852, 399.8981, 38.26932, 1538.11, 748.3032, 0, 162.4622, 1805.838, 1786.226, 71.55696, 2088.394, 133.6426, 2182.742, 344.3614, 1575.9, 1694.065, 794.7476, 132.3397, 0, 821.8773, 2544.801, 2671.353
3.9, 2494.401, 4613.824, 639.9935, 15.0202, 88.21635, 458.8975, 906.6952, 164.1321, 603.5862, 208.2289, 380.5496, 36.58002, 1467.08, 803.6583, 0, 153.6444, 2118.09, 1936.402, 67.59172, 2027.651, 127.2524, 2317.151, 327.3445, 1879.986, 2032.679, 867.9007, 184.7727, 0, 782.7535, 2571.282, 2754.808
4, 2620.256, 4506.295, 603.1168, 14.2442, 83.74043, 438.5966, 1030.89, 155.842, 575.054, 196.2523, 362.1372, 34.96529, 1486.489, 769.1196, 0, 194.4791, 2313.228, 2320.43, 63.84622, 2135.453, 412.1423, 2207.577, 436.1506, 1822.528, 2277.58, 854.2878, 171.4964, 0, 878.334, 2549.547, 2849.14
4.1, 2719.368, 4707.167, 763.3804, 13.50829, 80.57648, 569.612, 984.4331, 147.9706, 547.8704, 184.9645, 637.1586, 33.42184, 1417.844, 936.6782, 0, 330.8818, 2442.655, 2550.839, 60.30826, 2108.445, 392.4352, 2307.959, 500.705, 1762.863, 2647.628, 805.4495, 159.1741, 0, 970.8868, 2435.651, 2856.086
4.2, 2733.133, 4709.287, 814.2662, 12.81041, 76.48819, 655.6811, 1036.227, 140.4968, 615.4152, 179.8941, 791.3011, 31.94651, 1409.407, 896.4226, 0, 312.9227, 2474.785, 2456.562, 56.96636, 2110.588, 373.6705, 2203.524, 710.8981, 1686.547, 2634.138, 759.4031, 147.7371, 0, 924.6699, 2458.147, 2920.285
4.3, 2786.793, 4578.561, 767.3478, 12.14857, 94.02399, 632.7313, 1032.431, 133.4005, 586.3237, 259.8433, 765.6757, 30.53632, 1393.749, 857.8971, 0, 295.9384, 2552.103, 2426.874, 53.80964, 2172.494, 355.803, 2099.323, 890.9088, 1613.534, 2508.514, 762.7478, 137.1219, 0, 880.653, 2477.331, 2789.814
4.4, 2644.803, 4624.956, 723.1329, 11.52093, 89.25339, 604.7402, 1084.541, 126.6627, 558.6074, 244.8979, 924.3596, 29.18837, 1503.122, 840.7963, 0, 400.6357, 2589.305, 2819.837, 50.82784, 2281.142, 338.7899, 2123.378, 929.0922, 1543.683, 2430.537, 719.1426, 127.2695, 0, 838.7314, 2366.661, 2812.597
4.5, 2512.726, 4520.876, 694.9024, 10.92572, 84.72484, 577.9874, 1035.666, 120.2651, 532.2013, 230.8122, 879.6356, 27.89993, 1691.062, 804.6614, 0, 378.8907, 2588.924, 3042.545, 48.01128, 2281.994, 368.8421, 2401.515, 883.1804, 1698.209, 2550.378, 694.8201, 118.1249, 0, 867.3474, 2260.935, 2832.862
4.6, 2657.023, 4310.04, 795.0894, 10.36126, 80.42606, 552.4182, 1150.722, 114.1907, 507.0434, 287.3417, 876.1142, 26.66836, 1612.969, 834.6923, 0, 705.7049, 2747.064, 3042.404, 45.3508, 2177.109, 351.2055, 2287.951, 876.9714, 1624.692, 2428.749, 655.0983, 109.6374, 0, 833.6624, 2159.932, 2922.383
4.7, 2785.838, 4370.222, 831.1522, 9.825958, 76.3454, 583.5143, 1098.865, 108.4231, 483.0748, 373.3302, 1001.327, 49.88276, 1665.969, 913.1541, 0, 667.4019, 2797.5, 2965.278, 42.83774, 2234.997, 334.4122, 2380.855, 833.6352, 1609.694, 2312.921, 630.9323, 110.9786, 0, 793.9776, 2063.441, 2816.58
4.8, 2838.783, 4329.844, 783.2608, 9.318314, 72.47178, 557.7006, 1120.035, 102.9468, 460.2392, 351.8574, 1048.975, 47.68082, 1589.035, 1023.082, 0, 663.5472, 2800.215, 3119.209, 40.46395, 2215.399, 318.4219, 2338.019, 792.4404, 1746.612, 2389.452, 767.6807, 103.0046, 0, 819.5748, 1971.261, 2765.373
4.9, 2803.956, 4528.675, 1075.47, 8.836895, 68.7947, 533.0287, 1069.561, 97.74706, 669.1971, 331.6198, 1090.263, 45.57607, 1518.155, 979.1131, 0, 644.9948, 2925.192, 3202.508, 38.22169, 2195.296, 303.1963, 2227.458, 882.9183, 1670.999, 2376.408, 743.8907, 95.60352, 0, 780.5607, 1883.199, 2641.823
5, 2980.831, 4430.613, 1013.501, 8.380349, 65.30419, 509.4484, 1021.362, 92.80999, 678.9489, 312.5461, 1287.319, 43.56423, 1628.644, 1039.271, 0, 824.3679, 2791.596, 3419.4, 36.10368, 2094.396, 288.6986, 2122.126, 898.3325, 1598.66, 2444.361, 719.9418, 88.73423, 0, 743.4038, 1799.071, 2766.995
5.1, 2845.224, 4544.308, 1070.513, 7.94739, 61.99078, 486.9112, 975.3343, 88.12228, 878.1044, 314.3754, 1225.034, 41.6412, 1599.988, 1010.237, 0, 886.6837, 2832.861, 3253.137, 34.10305, 2142.155, 274.8942, 2278.277, 853.9406, 1529.452, 2422.247, 699.9295, 82.35851, 0, 708.0157, 1718.701, 2643.373
5.2, 2700.256, 4572.268, 1008.83, 7.536799, 58.84549, 465.371, 931.3811, 83.67135, 899.3157, 296.2935, 1165.762, 39.80305, 1704.124, 966.8198, 0, 838.5578, 2984.123, 3094.958, 66.69983, 2043.697, 261.7498, 2170.542, 811.7424, 1540.34, 2429.265, 777.4199, 76.4409, 0, 674.3121, 1641.921, 2525.274
5.3, 2570.119, 4616.387, 950.7003, 7.147421, 55.85978, 444.7838, 889.4087, 79.44522, 856.8038, 279.2517, 1130.131, 38.04605, 1625.428, 925.2688, 0, 793.044, 2964.297, 3517.238, 114.405, 2035.167, 249.2339, 2288.824, 794.918, 1561.447, 2411.478, 792.922, 70.94848, 0, 642.213, 1568.572, 2600.656
5.4, 2629.966, 4420.402, 919.1895, 6.77816, 53.02556, 425.1072, 1005.606, 75.43256, 816.3016, 532.0822, 1075.451, 36.36661, 1581.029, 885.5035, 0, 750.0005, 2828.915, 3593.63, 191.8746, 2120.46, 237.3165, 2180.59, 873.8943, 1632.816, 2656.481, 782.0128, 229.9907, 0, 611.6418, 1627.59, 2759.65
5.5, 2829.301, 4440.606, 866.2253, 6.427976, 50.33515, 406.3011, 960.2891, 71.62256, 839.0262, 514.0618, 1023.416, 34.7613, 1511.145, 847.4471, 0, 709.2933, 2764.74, 3499.922, 181.2421, 2022.999, 225.969, 2284.434, 830.7101, 1677.704, 2529.792, 961.255, 213.4654, 0, 673.3248, 1575.772, 2918.163
5.6, 2728.84, 4233.514, 816.313, 6.095882, 47.78124, 388.327, 917.0139, 115.8421, 799.3644, 484.4946, 973.8996, 33.22684, 1441.361, 972.6699, 0, 670.7955, 2847.154, 3503.078, 171.1988, 2078.426, 215.164, 2220.521, 879.3118, 1641.966, 2409.145, 1014.933, 198.1275, 0, 641.2727, 1728.22, 2901.994
5.7, 2679.387, 4408.164, 769.2766, 5.780947, 45.35691, 371.148, 875.6889, 109.9911, 811.4128, 456.6281, 926.7787, 31.76013, 1374.799, 930.8675, 0, 634.3872, 2906.929, 3444.93, 367.0226, 1982.897, 204.8757, 2115.517, 835.8599, 1570.884, 2430.521, 956.9106, 183.8917, 0, 610.7463, 1831.078, 2805.406
5.8, 2555.417, 4318.144, 724.9504, 5.482283, 43.05559, 354.7291, 836.2262, 104.4356, 785.9071, 430.3643, 881.9377, 30.35817, 1511.646, 890.8616, 0, 599.955, 2774.167, 3360.118, 346.6844, 2087.771, 195.0794, 2015.478, 887.3927, 1557.807, 2314.608, 1025.026, 170.6788, 0, 581.673, 1776.744, 2911.164
5.9, 2425.215, 4209.867, 683.1785, 5.199048, 40.87103, 339.0364, 798.5419, 279.3751, 938.5068, 456.9453, 839.2663, 29.01808, 1441.838, 891.581, 0, 567.3917, 2722.981, 3276.814, 565.7754, 2153.672, 185.7514, 2202.015, 843.5414, 1490.367, 2277.753, 1002.178, 158.4152, 0, 586.9833, 1709.815, 2781.101
6, 2519.226, 4324.738, 643.8134, 4.930446, 38.79731, 324.0379, 762.5558, 265.2643, 894.1424, 430.6633, 798.6595, 27.73715, 1375.255, 853.2635, 0, 536.5958, 2598.619, 3117.483, 560.8636, 2117.774, 176.8695, 2097.886, 921.0981, 1535.297, 2169.126, 944.8849, 147.0327, 0, 559.0412, 1638.957, 2803.609
6.1, 2497.104, 4204.741, 606.7164, 4.675721, 36.82881, 309.703, 728.1914, 251.8661, 851.8751, 405.8929, 760.0174, 26.51277, 1425.906, 957.5386, 0, 507.4713, 2479.938, 3050.079, 529.7841, 2250.744, 168.4123, 2178.092, 875.5813, 1468.833, 2339.349, 970.2425, 136.4682, 0, 567.892, 1918.474, 2953.723
6.2, 2435.292, 4293.053, 571.7571, 4.434156, 34.96019, 296.0022, 695.3757, 239.1447, 811.6059, 382.5473, 723.2449, 25.34243, 1360.058, 935.4149, 0, 479.9276, 2666.319, 2901.773, 514.0727, 2211.01, 160.3595, 2075.094, 920.8754, 1405.245, 2359.007, 933.8494, 126.6627, 0, 540.8588, 2052.344, 2889.587
6.3, 2428.029, 4258.529, 572.947, 4.205072, 33.18637, 282.9075, 664.0387, 227.0659, 807.3284, 360.5444, 688.2516, 24.22375, 1297.251, 895.2136, 0, 453.879, 2544.545, 2760.678, 485.586, 2125.074, 152.6917, 2135.304, 899.8189, 1544.201, 2267.755, 1141.579, 196.5444, 0, 515.1124, 2174.099, 2907.413
6.4, 2304.318, 4358.944, 539.9335, 3.987822, 114.6137, 270.3922, 634.114, 225.3993, 805.7518, 339.8071, 654.9515, 23.15446, 1237.344, 856.74, 0, 429.2441, 2430.878, 2626.444, 458.6779, 2027.401, 145.3906, 2034.33, 855.3536, 1477.351, 2159.605, 1076.316, 341.7006, 0, 490.5916, 2180.559, 2777.518
6.5, 2263.032, 4155.659, 607.3282, 3.781797, 108.7984, 258.4304, 639.6436, 214.0147, 767.6628, 424.9023, 665.6505, 22.13236, 1280.506, 1034.863, 0, 405.9463, 2456.315, 2498.737, 436.4917, 1934.217, 138.4386, 2129.182, 813.0856, 1413.395, 2380.674, 1406.212, 620.1476, 0, 467.238, 2142.34, 2948.5
6.6, 2206.654, 4344.182, 661.3578, 3.586416, 103.2782, 246.9978, 610.8182, 308.7071, 731.3745, 400.4633, 633.4439, 21.15539, 1221.373, 990.3875, 0, 383.9131, 2344.133, 2577.575, 412.304, 2026.716, 131.819, 2624.081, 772.9063, 1352.207, 2308.096, 1506.017, 575.5889, 0, 493.2701, 2160.333, 2887.607
6.7, 2135.447, 4326.159, 671.522, 3.401128, 98.03807, 236.071, 583.2919, 299.8888, 696.8014, 443.7585, 602.7955, 20.22154, 1245.627, 947.8236, 0, 363.0757, 2237.074, 2452.244, 389.4568, 2056.479, 125.5159, 2673.669, 734.7125, 1424.349, 2198.022, 1528.987, 534.2318, 0, 469.7891, 2160.554, 2825.042
6.8, 2158.651, 4474.19, 632.8285, 3.225414, 93.0638, 225.6276, 574.8818, 284.7418, 663.8627, 437.4249, 711.1321, 19.32891, 1433.867, 907.089, 0, 343.3693, 2173.216, 2376.157, 529.6279, 2020.533, 137.103, 2547.236, 748.3043, 1449.318, 2093.198, 1448.933, 495.8462, 0, 447.4258, 2064.035, 2787.711
6.9, 2265.887, 4409.413, 836.8612, 3.058777, 88.34193, 215.6462, 717.5777, 270.3599, 632.481, 412.2657, 760.0674, 18.47569, 1367.651, 868.105, 0, 324.7325, 2273.884, 2414.248, 643.0917, 1927.665, 130.5473, 2549.015, 752.6496, 1471.831, 2398.248, 1444.411, 460.2188, 0, 426.1271, 2138.05, 2719.901
7, 2372.708, 4284.596, 806.8902, 2.900749, 83.85963, 206.1063, 1035.022, 381.9729, 742.0891, 388.5535, 723.2925, 17.66012, 1458.514, 830.7965, 0, 307.1072, 2455.769, 2670.102, 607.4556, 2197.317, 171.411, 2428.477, 795.935, 1439.067, 2397.965, 1463.297, 427.1512, 0, 487.7584, 2344.708, 2855.698
7.1, 2355.617, 4399.591, 760.3967, 2.750886, 79.60475, 196.9885, 1111.112, 362.68, 892.6423, 366.2052, 688.2969, 16.88056, 1413.144, 795.0914, 0, 290.4386, 2405.867, 2630.096, 573.7943, 2096.323, 163.2148, 2313.638, 756.6032, 1421.333, 2395.165, 1436.701, 396.4596, 0, 464.5397, 2239.963, 2990.239
7.2, 2416.723, 4234.827, 782.544, 2.608765, 75.56576, 188.274, 1061.04, 344.3615, 850.446, 345.1422, 654.9946, 16.13541, 1452.435, 848.0779, 0, 274.6747, 2314.254, 2605.389, 541.9982, 2042.832, 485.1857, 2527.969, 719.215, 1384.442, 2506.658, 1374.675, 367.9733, 0, 527.3723, 2247.551, 2950.528
7.3, 2293.588, 4305.698, 737.4534, 2.473987, 71.7317, 179.9451, 1052.574, 366.912, 1061.391, 337.8614, 623.3035, 15.42316, 1385.362, 983.5167, 0, 259.7663, 2367.979, 2596.572, 511.9641, 2153.952, 502.9705, 2475.236, 683.6744, 1481.644, 2387.115, 1640.69, 341.5337, 82.83992, 600.8573, 2184.553, 2936.228
7.4, 2344.435, 4279.683, 1061.505, 2.346172, 115.0601, 171.9846, 1083.974, 348.3797, 1011.217, 409.1667, 593.1458, 14.74234, 1508.798, 941.248, 0, 336.7145, 2400.321, 2561.438, 735.8578, 2054.952, 574.4924, 2622.403, 649.8901, 1417.502, 2480.125, 1588.025, 316.9939, 78.08575, 572.2548, 2258.13, 2942.972
