 , C000, C001, C002, C003, C004, C009, C011, C013, C014, C016, C017, C023, C024, C026, C027, C028, C032, C037, C038, C039, C040, C041, C044, C046, C047, C048, C051, C056, C066, C071, C072
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 879.937, 154.1055, 354.0112, 0, 118.1317, 283.7881, 0, 0, 433.3983, 16.90375, 53.29028, 184.5795, 0, 280.9637, 0, 0, 467.3623, 114.7212, 0, 139.4861, 0, 606.3657, 0, 148.2312, 0, 39.53793, 190.0357, 0, 0, 900.5881, 300.7288
0.2, 1250.41, 730.3125, 639.9836, 0, 112.1379, 271.2338, 25.53088, 0, 412.911, 106.3672, 231.7488, 176.4317, 0, 300.4286, 0, 161.2732, 501.6201, 308.2222, 0, 533.5845, -6.103516e-05, 715.8228, 0, 271.3628, 206.5969, 37.27762, 338.8569, 0, 212.1558, 860.3562, 640.8391
0.3, 1728.181, 701.8779, 603.1074, 0, 106.4483, 259.2347, 24.38025, 0, 637.6274, 114.4318, 220.5359, 185.8186, 0.0002441406, 358.1893, 0, 509.0736, 478.7104, 830.4736, 0, 734.0366, 0, 1247.796, 0, 509.2419, 268.0398, 35.14651, 314.5094, 0, 202.0566, 1495.496, 664.9309
0.4, 2018.157, 1253.984, 568.356, -3.814697e-06, 101.0473, 361.1899, 23.28162, 0, 651.5669, 107.85, 209.8657, 177.6161, 27.646, 342.7953, 0, 481.443, 456.8474, 1339.355, 6.103516e-05, 744.9951, 0, 1188.79, 0, 611.9487, 255.2571, 64.77322, 291.9113, 0, 192.4381, 1428.688, 1085.083
0.5, 2214.588, 1387.311, 535.6069, 0, 95.92033, 345.2114, 168.7573, 0, 620.7664, 242.257, 580.09, 169.7757, 57.97998, 446.5624, 0, 570.3239, 435.9829, 1274.231, 3.051758e-05, 739.4966, -6.103516e-05, 1132.574, 0, 611.1233, 420.1775, 213.6931, 346.1111, 0, 347.9915, 1545.221, 1136.063
0.6, 2101.752, 1610.173, 575.5212, 0, 91.05351, 503.4149, 161.1522, 0, 591.422, 228.3231, 552.0231, 162.2814, 93.49951, 480.1353, 0, 539.3688, 860.9783, 1346.927, 6.103516e-05, 929.6711, 32.10345, 1079.017, 0, 584.6672, 685.0522, 308.6166, 321.2423, 0, 340.5623, 1476.191, 1085.307
0.7, 2346.913, 1621.9, 542.3595, -1.907349e-06, 86.43363, 481.1447, 153.8899, 0, 563.4647, 215.1907, 525.3141, 155.1179, 421.5891, 633.8499, 0, 510.0939, 902.2783, 1483.504, 3.051758e-05, 886.9414, 30.56836, 1268.943, 0, 559.3562, 652.3818, 504.3241, 428.0247, 0, 324.3506, 1410.245, 1098.433
0.8, 2227.335, 1809.63, 570.1617, -1.907349e-06, 82.04816, 579.8983, 146.9549, 0, 536.829, 202.8137, 499.8975, 148.2706, 402.1202, 715.9811, 0, 482.4078, 937.5835, 1617.552, 6.103516e-05, 1201.756, 69.60736, 1443.45, 0, 674.8735, 694.6326, 475.4926, 417.524, 0, 499.1636, 1347.245, 1170.822
0.9, 2178.87, 2385.143, 537.3088, -3.814697e-06, 77.88519, 706.9917, 140.3324, 0, 570.5759, 191.1485, 475.7106, 141.7256, 511.4286, 685.2103, 0, 456.2246, 1105.156, 1659.906, 6.103516e-05, 1146.521, 66.27905, 1499.065, 0, 886.073, 661.5056, 739.2008, 387.5241, 0, 475.402, 1287.06, 1211.177
1, 2067.854, 2579.921, 609.4753, -3.814697e-06, 73.93345, 675.7155, 270.6743, 0, 580.8102, 180.1542, 664.6799, 135.4695, 815.5969, 805.0287, 0, 431.4624, 1114.327, 2127.564, 9.155273e-05, 1200.579, 415.332, 1428.177, 0, 847.7139, 904.843, 711.1752, 359.6798, 0, 624.1438, 1229.563, 1336.194
1.1, 1962.495, 2923.765, 767.2165, -1.907349e-06, 70.18221, 645.8229, 258.4764, 62.2065, 583.5991, 169.7923, 697.6835, 129.4895, 805.8275, 770.4308, 0, 408.0443, 1236.074, 2024.115, 9.155273e-05, 1254.184, 460.9136, 1420.602, 0, 948.5574, 978.615, 824.7884, 333.8361, 0, 594.4327, 1174.635, 1662.189
1.2, 2163.511, 2787.412, 723.0091, 0, 66.62129, 617.2528, 535.1146, 59.06453, 556.0116, 160.0264, 663.927, 123.7735, 1178.046, 737.3201, 0, 385.897, 1443.029, 2206.469, 9.155273e-05, 1469.281, 438.8745, 1353.425, 199.2824, 907.4932, 1334.931, 777.6365, 329.2601, 0, 771.9655, 1169.586, 1587.927
1.3, 2053.278, 3126.839, 936.1808, -1.907349e-06, 63.24105, 589.9465, 639.455, 56.08126, 529.7283, 150.8222, 675.2511, 118.3099, 1123.645, 945.5298, 0, 364.9519, 1377.124, 2226.891, 9.155273e-05, 1418.744, 417.8893, 1406.441, 236.6832, 1071.362, 1271.267, 733.1801, 305.6022, 0, 735.2177, 1117.337, 1789.721
1.4, 2119.022, 3556.196, 882.2375, -1.907349e-06, 60.03232, 563.8481, 610.6381, 53.24868, 504.6874, 142.1474, 808.4557, 113.0874, 1071.755, 1009.591, 0, 345.1437, 1314.229, 2341.629, 222.83, 1628.087, 433.1566, 1737.555, 224.9873, 1243.86, 1271.971, 691.2653, 486.7791, 0, 776.3774, 1499.29, 2011.856
1.5, 2160.925, 3551.96, 831.4025, 0, 109.7514, 538.9044, 583.1198, 50.55916, 527.2025, 133.9715, 769.3396, 108.0954, 1022.262, 1000.386, 0, 326.4106, 1254.207, 2254.762, 265.5181, 1560.187, 412.4447, 2053.067, 213.8693, 1577.461, 1423.709, 728.7714, 451.8031, 0, 825.339, 1546.789, 2092.071
1.6, 2355.628, 3872.064, 783.4967, 0, 104.1828, 568.7119, 556.8416, 135.3603, 502.2808, 126.2659, 820.8684, 103.3238, 975.0541, 1089.333, 0, 308.6943, 1465.979, 2145.128, 250.8047, 1620.253, 392.7232, 1955.981, 272.0883, 1509.171, 1509.54, 797.7535, 419.3402, 0, 881.2988, 1745.327, 2031.395
1.7, 2291.186, 4037.312, 890.6443, 0, 98.89678, 543.5528, 531.7477, 128.5235, 897.2366, 119.0035, 781.1517, 98.76288, 930.0262, 1042.517, 0, 291.9395, 1412.21, 2040.824, 236.9067, 1545.782, 373.9447, 1888.963, 258.6428, 1497.835, 1437.55, 752.1472, 389.2098, 0, 839.3465, 1705.689, 2144.016
1.8, 2522.71, 4230.062, 889.0507, 0, 93.87894, 519.507, 507.7846, 122.0319, 952.1885, 112.1588, 743.3567, 94.40324, 985.5074, 1007.561, 0, 298.157, 1637.255, 2059.313, 223.7789, 1779.219, 356.0641, 1799.638, 245.8618, 1432.992, 1739.113, 709.148, 412.0202, 0, 862.7769, 1636.255, 2048.227
1.9, 2477.814, 4132.017, 837.8231, 0, 89.11571, 496.5248, 484.9014, 115.8682, 907.1773, 141.0576, 707.3903, 90.23605, 972.8647, 1062.107, 0, 317.8106, 1674.897, 2009.434, 211.3785, 1789.616, 339.0385, 1883.355, 233.7123, 1595.914, 1656.174, 668.6071, 545.7093, 0, 821.7063, 1616.258, 2136.76
2, 2466.312, 4209.33, 812.3579, 41.15193, 84.59415, 474.5593, 463.0495, 196.061, 864.2938, 140.1132, 673.1641, 86.25282, 1241.675, 1016.461, 0, 321.12, 1738.224, 1934.532, 199.6652, 1735.233, 322.8271, 2013.096, 222.1632, 1661.328, 1613.024, 630.3837, 506.4991, 0, 782.5908, 2072.996, 2302.575
2.1, 2722.393, 4336.319, 934.4982, 39.02587, 80.302, 454.7173, 442.1823, 299.8019, 823.4374, 132.0543, 640.5941, 82.4454, 1184.335, 1111.805, 0, 343.3623, 1812.7, 1840.468, 188.601, 1840.918, 307.3907, 1928.021, 273.1315, 1589.408, 1657.309, 737.6343, 470.1061, 0, 814.9467, 1980.389, 2362.08
2.2, 2691.872, 4299.196, 880.652, 37.00965, 76.22763, 434.6013, 422.2554, 284.6593, 856.9842, 124.459, 609.5997, 78.80606, 1129.642, 1064.023, 0, 324.7259, 1905.161, 1763.095, 178.15, 1795.419, 292.6925, 1836.848, 259.6345, 1520.601, 1618.139, 695.4648, 436.3281, 0, 776.1529, 2106.06, 2256.548
2.3, 2888.588, 4435.928, 829.9083, 35.0976, 72.35999, 415.3753, 403.2266, 270.2816, 816.4734, 117.3005, 580.105, 75.32738, 1139.805, 1018.295, 0, 307.101, 1905.643, 1795.523, 168.278, 1866.292, 278.6971, 1953.54, 246.8045, 1565.495, 1540.969, 655.7061, 404.9771, 0, 739.2059, 2180.579, 2278.906
2.4, 2759.623, 4465.832, 817.3546, 33.28432, 68.68858, 396.9998, 385.0553, 256.63, 777.8776, 110.5538, 552.0373, 72.00224, 1243.806, 974.5315, 0, 290.4327, 1819.968, 1708.219, 158.9531, 1917.048, 265.3709, 2177.783, 320.3582, 1660.231, 1591.037, 618.2203, 375.8788, 0, 704.0175, 2115.21, 2368.792
2.5, 2619.017, 4409.596, 804.1287, 31.56474, 65.20345, 379.4371, 367.7029, 243.668, 741.1064, 104.1951, 525.3276, 68.82389, 1357.254, 964.152, 0, 274.669, 1757.776, 1873.599, 150.1449, 2163.551, 252.6819, 2169.777, 304.5274, 1588.358, 1515.159, 582.8776, 348.8712, 0, 934.8547, 2269.715, 2459.075
2.6, 2683.444, 4351.765, 757.7943, 29.93399, 61.89515, 362.6514, 351.1324, 287.4324, 819.4218, 98.20211, 499.9103, 65.78584, 1304.547, 922.7157, 0, 259.761, 1869.496, 1782.498, 141.8248, 2064.11, 240.5996, 2273.573, 289.479, 1612.493, 1534.052, 549.5553, 323.8042, 0, 890.353, 2168.32, 2349.21
2.7, 2607.946, 4399.405, 714.1299, 28.38749, 58.7547, 346.6082, 513.8951, 272.9146, 780.6866, 92.55383, 527.1362, 62.88189, 1301.855, 883.0601, 0, 245.6621, 1784.114, 1695.826, 133.9658, 2093.013, 229.095, 2166.06, 275.1741, 1622.68, 1545.529, 518.1381, 300.5382, 0, 1001.986, 2190.616, 2540.213
2.8, 2686.279, 4539.205, 730.7322, 26.92088, 55.7736, 331.2748, 490.7365, 259.13, 743.7826, 87.23044, 501.6314, 60.10613, 1317.954, 845.1089, 0, 232.3285, 1824.966, 1842.876, 126.5423, 1996.814, 218.1406, 2063.631, 261.5762, 1552.432, 1570.781, 488.5168, 278.944, 0, 954.2885, 2092.754, 2491.178
2.9, 2782.233, 4593.544, 688.6271, 25.53005, 52.94376, 477.6432, 468.6216, 246.0417, 756.2756, 147.3586, 477.3606, 57.4529, 1328.388, 808.7888, 0, 219.7185, 1741.618, 1800.058, 119.5301, 1927.885, 207.71, 2024.56, 248.6502, 1626.309, 1581.362, 583.3204, 258.9014, 0, 963.709, 2234.353, 2535.071
3, 2751.02, 4637.555, 648.948, 24.21108, 50.25749, 534.6814, 447.5033, 233.6145, 720.5254, 138.883, 454.2641, 54.91679, 1297.647, 809.9086, 0, 207.793, 1701.735, 1712.532, 112.9065, 1969.672, 197.7781, 2141.527, 319.8686, 1765.104, 1667.658, 549.9728, 240.2988, 0, 917.8338, 2360.415, 2472.722
3.1, 2782.591, 4553.341, 611.5552, 22.96025, 47.70752, 511.028, 555.6804, 221.815, 725.2194, 130.8949, 481.3146, 52.49263, 1237.722, 854.15, 0, 196.5147, 1624.015, 1915.21, 106.6499, 1933.836, 188.3211, 2242.007, 304.062, 1688.691, 1694.863, 518.5317, 223.0329, 0, 874.1424, 2382.332, 2668.176
3.2, 2647.594, 4472.052, 576.3171, 21.77404, 45.28693, 488.4209, 633.0327, 210.6114, 690.9373, 123.3662, 458.0269, 50.17548, 1180.565, 966.5809, 0, 185.8486, 1745.304, 1945.303, 100.74, 2135.996, 179.3164, 2135.987, 289.0365, 1651.5, 1636.981, 488.888, 207.0076, 0, 905.9871, 2387.911, 2611.688
3.3, 2782.298, 4591.862, 543.1094, 20.64911, 42.98916, 466.8139, 604.5051, 199.9737, 658.2758, 116.2706, 435.8658, 47.96061, 1126.047, 925.0402, 0, 175.7614, 1747.651, 1850.715, 95.15766, 2097.342, 170.7422, 2208.629, 274.7535, 1657.432, 1558.912, 460.9389, 192.1337, 0, 862.8595, 2393.418, 2615.534
3.4, 2640.536, 4571.455, 511.8151, 19.5823, 40.80798, 446.1628, 657.2633, 212.6857, 627.1582, 114.0537, 471.0462, 45.84351, 1216.924, 885.2848, 0, 166.2218, 1667.834, 1917.149, 89.88461, 2021.19, 162.578, 2139.577, 311.1842, 1585.68, 1615.462, 575.137, 178.3285, 0, 821.7849, 2572.781, 2530.598
