 , C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C014, C015, C016, C020, C021, C024, C025, C026, C027, C028, C029, C034, C035, C036, C038, C040, C042, C044, C045, C047, C048, C049, C054, C057, C059, C060, C062, C067, C079, C080, C082, C083, C088, C091, C093, C110
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
64.2, 1580.13, 546.2137, 769.1328, 1148.747, 167.0885, 1600.198, 0.01819749, 744.4852, 0.08964404, 116.9859, 167.3147, 309.1127, 573.3558, 40.14408, 590.7878, 402.4337, 1495.362, 936.0186, 409.0767, 265.4739, 41.92548, 1048.29, 111.3943, 89.96961, 915.9559, 252.1459, 21.3652, 662.2786, 591.6137, 498.6793, 708.7192, 584.0854, 2078.396, 2564.671, 1660.157, 681.2435, 821.2072, 1086.768, 0.8618026, 201.156, 1013.286, 1102.192, 1219.698, 1248.466, 1704.748, 464.1622, 3348.679
64.3, 1578.972, 588.7277, 734.264, 1165.042, 158.4506, 1576.573, 0.01742162, 857.958, 0.08579555, 113.4905, 159.7534, 295.6018, 548.7145, 37.88026, 558.2899, 385.1776, 1428.99, 896.2526, 390.7097, 254.2665, 40.11851, 1013.021, 106.7106, 86.21938, 870.9406, 240.258, 20.22146, 779.7068, 636.6791, 475.379, 788.78, 592.092, 1993.597, 2537.231, 1680.384, 653.4028, 783.1793, 1041.312, 0.8208755, 192.6088, 1102.811, 1055.632, 1296.004, 1215.497, 1696.765, 635.1881, 3380.362
64.40000000000001, 1625.209, 563.2899, 733.75, 1211.513, 150.2593, 1594.232, 0.01667883, 815.7956, 0.08211228, 156.3829, 152.5338, 282.6814, 550.2586, 35.74411, 527.5797, 368.6615, 1365.563, 858.176, 373.1674, 243.5323, 38.38942, 1104.276, 102.2238, 82.62546, 828.1377, 228.9306, 19.13895, 746.9191, 610.6484, 477.55, 866.7575, 565.6414, 2084.552, 2516.898, 1709.777, 626.6999, 746.9123, 1030.748, 0.7818919, 184.4249, 1122.05, 1011.039, 1277.081, 1284.548, 1622.593, 609.0972, 3332.517
64.5, 1563.309, 538.9512, 836.5433, 1157.858, 142.4914, 1560.018, 0.01596772, 845.9742, 0.07858714, 177.0152, 145.6404, 270.3258, 573.4167, 33.72842, 498.5588, 352.8535, 1545.399, 821.7172, 356.4127, 233.2512, 36.73486, 1057.62, 97.92566, 79.18135, 821.7849, 218.1373, 18.11439, 852.446, 585.682, 455.2369, 824.967, 540.3725, 2062.149, 2413.674, 1668.01, 601.0883, 712.3247, 987.6346, 0.7447597, 349.422, 1097.897, 968.3289, 1220.426, 1231.02, 1679.17, 584.0779, 3343.313
64.59999999999999, 1683.138, 550.748, 882.4636, 1106.578, 135.1251, 1562.205, 0.01528692, 951.1216, 0.07521333, 192.363, 298.752, 387.5858, 705.9738, 31.82639, 471.1343, 337.7234, 1476.805, 854.9062, 340.4103, 223.4041, 35.1516, 1028.718, 93.80825, 75.88081, 831.4525, 207.8528, 171.248, 887.908, 637.7552, 433.9664, 785.1913, 671.4818, 1978.013, 2404.286, 1679.958, 576.5233, 679.3388, 1098.425, 0.7093909, 334.575, 1122.979, 927.4234, 1166.286, 1207.938, 1841.692, 560.0864, 3373.908
64.7, 1600.132, 712.1747, 893.2595, 1057.57, 128.1396, 1535.314, 0.01463515, 1334.149, 0.07198436, 238.4736, 285.2507, 370.645, 757.7884, 30.03163, 445.2183, 323.2421, 1411.256, 1120.667, 325.1263, 213.9727, 33.63658, 1118.637, 89.86397, 72.71783, 797.9902, 198.0532, 162.0806, 924.6381, 611.6805, 484.4375, 747.3335, 641.4847, 2107.645, 2504.996, 1913.992, 552.9623, 647.8804, 1090.338, 0.6757019, 592.7243, 1075, 888.2459, 1114.546, 1205.991, 1921.466, 537.0803, 3374.194
64.8, 1667.296, 681.403, 875.7783, 1010.733, 121.5152, 1481.242, 0.01401116, 1793.202, 0.06889401, 241.8324, 272.3596, 354.4445, 725.2206, 123.2027, 420.7279, 309.3817, 1348.616, 1209.335, 310.5286, 204.9395, 32.18686, 1071.374, 86.08553, 69.68671, 814.178, 188.7157, 153.404, 961.7042, 586.6719, 461.8026, 711.301, 612.8276, 2063.02, 2532.57, 2013.012, 530.3641, 617.8788, 1127.274, 0.6436127, 754.0797, 1056.245, 850.7234, 1120.259, 1155.737, 2135.156, 515.0192, 3305.901
64.90000000000001, 1624.194, 651.9608, 878.6836, 1037.594, 115.2333, 1585.337, 0.01341378, 1958.383, 0.06593634, 232.063, 336.137, 338.9522, 694.0526, 153.8427, 397.5846, 296.1157, 1288.757, 1157.957, 372.569, 196.2877, 30.79962, 1090.336, 228.2763, 66.78193, 774.1647, 179.8183, 255.759, 973.0806, 562.6857, 440.2253, 677.0057, 726.3688, 1978.848, 2501.527, 1930.94, 508.6895, 589.2664, 1215.388, 0.6130474, 799.353, 1083.497, 814.7859, 1156.744, 1251.863, 2260.035, 493.8643, 3170.622
65, 1643.373, 623.7908, 838.8483, 991.641, 109.2761, 1528.484, 0.01284187, 2088.26, 0.06310564, 254.9309, 473.7282, 324.1371, 664.2241, 227.4446, 375.7144, 283.4184, 1348.281, 1108.762, 355.8412, 188.0011, 29.47217, 1044.269, 218.6781, 63.99823, 736.1179, 475.068, 278.7596, 932.1613, 539.6803, 419.6562, 644.3641, 693.9197, 1953.016, 2494.633, 1885.575, 487.9007, 561.979, 1285.653, 0.5839337, 871.4914, 1037.204, 780.3666, 1105.428, 1199.696, 2161.241, 473.5783, 3303.848
65.09999999999999, 1734.278, 596.838, 800.819, 967.5147, 103.6269, 1537.161, 0.01229435, 1995.626, 0.06039647, 244.6324, 452.3194, 309.9695, 635.6775, 214.6185, 355.0473, 271.2657, 1288.437, 1145.327, 404.2725, 180.0643, 28.20193, 1088.172, 209.4835, 61.33057, 714.8724, 729.0822, 263.8369, 892.9627, 546.1672, 400.0481, 613.2962, 662.9202, 1926.659, 2408.482, 1911.656, 467.9614, 535.9552, 1386.255, 0.5562026, 834.4617, 1156.065, 747.4013, 1056.389, 1218.733, 2247.849, 454.1256, 3223.851
65.2, 1724.815, 571.0497, 836.5649, 1135.059, 98.26973, 1469.38, 0.01177017, 1932.706, 0.0578036, 234.75, 431.878, 296.4211, 608.3578, 202.5156, 335.517, 259.634, 1319.941, 1177.62, 386.1212, 172.4626, 26.98644, 1042.197, 200.6755, 58.77411, 710.5499, 694.7083, 297.1047, 855.4125, 605.6226, 381.3562, 583.7263, 684.0411, 1848.051, 2348.424, 1833.716, 448.837, 511.1365, 1425.499, 0.5297884, 799.0053, 1106.671, 715.8286, 1048.715, 1186.741, 2342.638, 435.472, 3195.077
65.3, 1639.753, 546.3757, 826.7325, 1111.131, 93.18952, 1420.508, 0.01126834, 1876.513, 0.05532204, 264.5627, 412.3605, 283.4649, 582.2122, 191.0953, 317.061, 248.5011, 1333.147, 1127.59, 566.3345, 165.1818, 25.82334, 1027.606, 192.2379, 56.3242, 675.6295, 661.955, 281.1999, 819.4413, 610.5653, 398.0344, 619.0976, 653.4829, 1883.42, 2432.287, 1950.793, 430.4942, 487.4671, 1461.028, 0.5046287, 883.4218, 1059.389, 685.5895, 1002.192, 1207.203, 2240.233, 417.5846, 3290.307
65.40000000000001, 1558.887, 522.7679, 789.2525, 1113.505, 88.37194, 1497.722, 0.0107879, 1802.921, 0.05294703, 253.8752, 393.7249, 271.075, 557.1903, 180.319, 299.6202, 237.8455, 1353.766, 1079.685, 540.9069, 158.2084, 24.71037, 1050.477, 285.6073, 53.97642, 673.8984, 630.746, 266.1465, 853.3374, 629.0721, 415.4069, 589.2479, 624.2899, 1939.845, 2332.533, 1871.258, 412.901, 464.8938, 1399.917, 0.4806637, 845.8852, 1073.762, 656.6279, 1066.866, 1215.215, 2292.692, 400.4319, 3220.982
65.5, 1544.909, 500.1801, 881.8878, 1064.19, 83.80341, 1546.787, 0.01032795, 1746.379, 0.05067397, 243.6194, 375.9316, 259.2267, 533.2438, 170.1504, 283.1388, 351.5675, 1379.614, 1109.935, 516.6209, 151.5294, 23.64536, 1006.094, 273.5986, 51.7265, 656.1886, 601.0083, 251.8989, 854.4362, 603.3525, 457.5116, 560.8375, 654.8716, 1860.699, 2264.16, 1854.074, 396.0268, 443.3658, 1341.363, 0.4578369, 809.9435, 1103.059, 759.996, 1019.538, 1193.123, 2333.272, 383.9838, 3252.792
65.59999999999999, 1630.257, 478.5682, 841.9073, 1165.862, 79.47106, 1535.144, 0.009887606, 1704.639, 0.0484985, 261.0208, 358.9424, 247.8963, 510.3264, 160.5552, 381.8347, 336.4926, 1318.379, 1062.78, 493.4254, 145.1323, 22.62626, 1032.9, 329.476, 49.57037, 623.9398, 572.6727, 238.4141, 818.506, 578.6844, 436.1348, 567.5889, 659.2949, 1886.485, 2313.737, 1800.352, 379.8422, 422.8347, 1450.301, 0.4360942, 775.5289, 1078.32, 815.9509, 1072.861, 1213.732, 2262.74, 368.2113, 3269.901
65.7, 1619.135, 457.8902, 803.7393, 1275.277, 75.36268, 1467.452, 0.009466039, 1677.909, 0.04641642, 250.4763, 342.7209, 237.061, 488.3939, 151.5012, 360.8309, 322.064, 1362.932, 1078.211, 471.2712, 139.0053, 21.65108, 992.2291, 315.6227, 47.5041, 664.3062, 545.673, 225.6512, 784.0868, 555.0248, 415.7568, 540.2227, 629.8422, 1809.516, 2279.962, 1802.15, 364.319, 403.2543, 1420.919, 0.415384, 742.5767, 1128.875, 833.7175, 1025.267, 1163.155, 2253.557, 353.0867, 3222.513
65.8, 1647.651, 438.1056, 767.3016, 1238.17, 71.46668, 1440.928, 0.009062447, 1595.452, 0.04442373, 240.3578, 327.2326, 226.6994, 467.4041, 142.9577, 340.9824, 308.2541, 1435.349, 1032.404, 491.6951, 133.137, 20.71793, 963.2648, 302.352, 45.52397, 694.3065, 519.9462, 247.1011, 751.1149, 659.2881, 396.331, 514.176, 601.7053, 1907.95, 2229.799, 1900.236, 349.4302, 384.5807, 1361.486, 0.3956573, 711.0245, 1139.213, 853.2469, 979.7836, 1114.685, 2155.046, 338.5833, 3265.656
65.90000000000001, 1601.995, 419.1759, 816.6295, 1207.676, 67.77209, 1377.39, 0.00867606, 1612.912, 0.04251658, 230.6481, 312.4442, 216.7907, 447.3163, 134.896, 322.2258, 295.0364, 1432.554, 988.5435, 469.6186, 127.5164, 19.82499, 983.046, 289.6392, 43.62638, 660.1843, 495.4324, 233.8731, 810.4071, 650.121, 439.177, 524.7054, 648.868, 1830.105, 2225.042, 1822.762, 335.1498, 366.7717, 1350.867, 0.3768675, 680.813, 1138.574, 817.2029, 1073.151, 1131.837, 2226.51, 324.6757, 3265.686
66, 1569.713, 401.0641, 779.6074, 1154.191, 64.26851, 1316.654, 0.008306148, 1578.775, 0.04069131, 247.6533, 298.3241, 207.315, 592.59, 127.2889, 304.5009, 282.3855, 1368.969, 1035.083, 565.8182, 122.1331, 18.97054, 941.5121, 277.4609, 41.80788, 729.9512, 472.0744, 278.6866, 856.1343, 623.5407, 418.6568, 547.8055, 619.8811, 1755.436, 2278.498, 1860.903, 321.4531, 349.7875, 1341.983, 0.35897, 651.8853, 1123.942, 912.152, 1025.544, 1151.059, 2177.043, 311.3393, 3235.04
66.09999999999999, 1566.15, 383.7348, 744.2638, 1169.819, 60.94604, 1396.968, 0.007952008, 1550.34, 0.0389444, 237.6488, 284.8422, 198.2536, 567.1221, 120.1107, 420.7728, 270.277, 1411.845, 991.1079, 540.4137, 116.9771, 18.15292, 970.9725, 265.7947, 40.06519, 912.5037, 449.8176, 263.7678, 874.9509, 639.63, 399.0955, 521.3931, 592.1891, 1789.886, 2223.165, 1785.032, 308.3162, 333.5897, 1408.267, 0.3419224, 624.1866, 1178.775, 873.6197, 980.0483, 1103.094, 2081.877, 524.0327, 3312.656
66.2, 1488.913, 367.1544, 781.1647, 1179.421, 57.79534, 1394.453, 0.007612967, 1534.463, 0.03727249, 252.6293, 271.9695, 266.0788, 542.7487, 113.3374, 397.6271, 258.6877, 1485.797, 949.0015, 516.1498, 112.0387, 17.37054, 929.9487, 254.6191, 38.39514, 1072.599, 428.6101, 249.6476, 1048.075, 613.4787, 380.4481, 496.2543, 565.7343, 1716.858, 2250.982, 1799.662, 295.7161, 318.1421, 1388.465, 0.3256845, 597.6649, 1220.795, 836.7151, 991.3194, 1057.126, 2143.934, 502.5076, 3233.258
66.3, 1519.928, 351.2903, 959.2455, 1162.713, 54.80752, 1693.575, 0.007288381, 1578.419, 0.03567235, 242.4238, 259.6786, 274.7814, 519.4228, 106.9461, 375.7545, 247.5953, 1453.767, 1081.871, 492.9754, 107.3088, 16.62188, 958.0659, 243.9133, 36.7947, 1205.048, 408.4025, 236.2832, 1004.002, 588.3965, 451.7868, 549.0936, 540.4612, 1870.939, 2231.333, 1897.677, 682.3212, 303.4097, 1430.049, 0.3102176, 572.27, 1168.636, 801.3694, 1061.438, 1099.6, 2050.215, 481.8666, 3283.336
66.40000000000001, 1483.419, 336.1117, 1124.715, 1176.318, 51.97416, 1740.785, 0.006977634, 1500.851, 0.03414091, 232.6306, 247.9431, 326.5529, 497.0994, 100.9151, 355.0852, 236.9786, 1478.579, 1035.908, 470.8415, 102.7786, 15.90548, 917.5873, 233.6576, 35.26097, 1248.226, 389.1476, 297.0296, 961.7822, 606.0004, 479.0078, 522.6191, 516.3171, 1794.604, 2139.821, 1853.441, 654.4365, 574.3619, 1370.234, 0.2954853, 547.9542, 1233.306, 767.5169, 1062.666, 1124.811, 2106.813, 462.0735, 3298.928
66.5, 1410.263, 321.589, 1188.145, 1190.829, 49.28727, 1664.026, 0.006680136, 1509.581, 0.03267521, 223.233, 236.738, 312.2797, 475.7354, 95.22429, 335.5528, 226.8172, 1505.014, 1052.087, 449.7014, 98.43963, 15.21996, 952.1001, 223.8332, 33.79118, 1272.33, 370.8006, 281.1288, 921.338, 624.4745, 512.8615, 497.4212, 493.2517, 1768.428, 2147.884, 1808.649, 627.6913, 566.7652, 1312.921, 0.2814527, 524.6716, 1180.612, 735.0944, 1015.524, 1150.948, 2051.214, 512.9642, 3237.184
66.59999999999999, 1421.636, 307.6937, 1184.433, 1236.636, 46.73928, 1722.213, 0.006395322, 1471.638, 0.03127244, 214.215, 226.0392, 298.6304, 455.2896, 89.85437, 317.0948, 217.0914, 1467.002, 1007.39, 429.5104, 94.28384, 14.56399, 914.8195, 214.4219, 32.38265, 1319.868, 353.3185, 266.0792, 944.4635, 598.9429, 488.8985, 473.4381, 471.2166, 1742.782, 2185.614, 1790.941, 602.0391, 584.843, 1304.074, 0.2680864, 502.3783, 1130.17, 704.0416, 1043.546, 1102.987, 1998.133, 491.8937, 3137.923
66.7, 1401.591, 294.3988, 1263.434, 1181.868, 44.32302, 1687.72, 0.006122652, 1399.318, 0.02992989, 258.2357, 215.824, 285.5777, 435.7224, 84.78728, 299.6522, 207.7827, 1401.888, 964.5914, 410.226, 90.3035, 13.93629, 876.1682, 205.4062, 31.03283, 1305.429, 336.6607, 251.8353, 904.7476, 574.455, 466.0552, 551.7885, 548.1655, 1671.676, 2143.759, 1830.313, 577.4353, 557.7604, 1249.529, 0.255355, 481.0322, 1191.653, 674.3005, 1115.403, 1057.025, 2051.212, 471.6888, 3176.981
66.8, 1332.47, 281.6784, 1206.156, 1157.437, 42.03167, 1664.812, 0.005861607, 1366.699, 0.02864497, 271.6196, 206.0704, 309.1809, 416.9962, 80.00593, 474.6481, 198.8731, 1339.664, 964.2896, 391.8074, 86.49119, 13.33564, 874.034, 196.7697, 29.73928, 1257.259, 320.7882, 238.3539, 866.7017, 593.5808, 444.2792, 525.1841, 523.6773, 1661.651, 2164.237, 1755.69, 553.837, 531.932, 1197.265, 0.2432281, 460.5931, 1140.739, 822.9016, 1065.921, 1093.909, 1961.547, 494.2126, 3299.851
66.90000000000001, 1427.832, 269.5076, 1151.475, 1214.995, 39.85878, 1591.403, 0.005611692, 1347.532, 0.02741522, 267.0708, 196.7576, 295.667, 399.0748, 75.49421, 448.5388, 190.3456, 1336.387, 1046.123, 374.2158, 82.83982, 12.76088, 906.1436, 188.4962, 28.49965, 1195.47, 305.6641, 225.5941, 830.2558, 613.161, 423.5207, 499.8625, 500.2831, 1635.268, 2115.52, 1808.261, 531.2031, 507.2996, 1266.62, 0.2316772, 441.0225, 1156.939, 828.4707, 1018.634, 1095.128, 1936.364, 519.7905, 3164.82
67, 1357.417, 257.8627, 1140.487, 1161.185, 37.79821, 1548.777, 0.005372433, 1376.216, 0.02623826, 304.8835, 187.8657, 282.7438, 381.9236, 71.23692, 423.8658, 182.1837, 1292.524, 1028.208, 357.414, 79.34261, 12.2109, 867.8588, 180.5707, 27.31168, 1159.124, 291.253, 283.4594, 795.3425, 588.0919, 403.7321, 475.7617, 477.9339, 1568.548, 2177.723, 1734.536, 509.4941, 654.5073, 1231.035, 0.2206748, 422.2834, 1180.517, 924.9183, 1017.127, 1126.528, 1938.977, 522.0635, 3158.802
67.09999999999999, 1290.474, 246.7209, 1165.058, 1177.369, 35.84417, 1551.25, 0.005143374, 1308.584, 0.02511184, 297.8848, 179.3756, 270.3854, 365.5096, 67.2197, 400.5499, 174.3718, 1336.349, 1145.123, 341.3666, 75.99303, 11.68461, 831.1916, 172.9784, 26.17324, 1102.158, 277.5213, 268.2851, 761.8973, 606.8138, 384.868, 515.5969, 456.5832, 1605.445, 2088.409, 1663.818, 488.6724, 624.1988, 1203.319, 0.2101949, 404.3406, 1130.079, 980.0242, 1001.581, 1186.071, 1930.622, 653.486, 3206.257
67.2, 1384.234, 236.0606, 1133.143, 1160.956, 33.99115, 1531.756, 0.004924081, 1388.317, 0.02403376, 285.8511, 171.2692, 258.5672, 349.801, 63.42903, 378.5166, 166.8948, 1277.034, 1096.474, 326.0397, 72.78487, 11.18101, 808.9331, 233.5529, 25.08225, 1077.227, 264.4371, 253.9231, 784.5047, 641.3348, 366.8854, 490.7375, 436.1862, 1539.943, 2053.73, 1731.711, 468.7016, 595.2938, 1152.987, 0.2002127, 387.1601, 1172.11, 938.6247, 1037.738, 1207.088, 2021.485, 626.6434, 3075.055
67.3, 1315.969, 225.8608, 1081.772, 1192.339, 32.23392, 1464.214, 0.004714138, 1320.092, 0.02300198, 274.3036, 163.5292, 247.2656, 334.7675, 59.85212, 480.3239, 159.7385, 1220.352, 1049.891, 311.401, 69.71214, 10.69911, 799.5267, 392.0086, 24.03674, 1024.286, 251.9697, 240.3299, 751.5153, 679.6483, 349.743, 467.0767, 416.7005, 1477.112, 2102.001, 1736.242, 449.547, 567.7273, 1192.963, 0.1907046, 495.1235, 1211.547, 932.0471, 1224.82, 1156.788, 2001.275, 600.9034, 3152.232
67.40000000000001, 1251.07, 216.1018, 1080.178, 1184.704, 30.56754, 1439.55, 0.004513147, 1351.203, 0.02201448, 263.2225, 156.1389, 323.3164, 320.38, 56.47692, 453.9024, 152.889, 1166.186, 1005.287, 297.4195, 66.76913, 10.23799, 841.3627, 519.8987, 23.03481, 1002.979, 240.0902, 227.4644, 719.913, 651.8608, 333.4016, 517.9919, 398.0852, 1563.211, 2135.34, 1739.997, 431.1752, 541.4373, 1192.355, 0.181648, 612.4445, 1216.05, 979.2101, 1627.912, 1138.02, 1913.792, 576.2208, 3062.66
67.5, 1189.372, 206.7645, 1089.44, 1182.584, 28.9873, 1437.395, 0.004320725, 1284.801, 0.02106939, 332.8475, 149.0826, 377.294, 306.611, 53.29206, 428.9343, 146.3333, 1114.424, 962.5782, 284.0658, 63.95036, 9.796735, 812.4124, 498.0389, 22.07464, 953.6871, 228.7707, 215.2876, 821.9877, 646.9844, 317.8237, 493.0171, 380.3015, 1499.432, 2094.564, 1721.926, 413.5541, 516.3647, 1219.637, 0.1730215, 586.4217, 1353.606, 969.8063, 1803.296, 1210.274, 2037.573, 552.5519, 2954.737
67.59999999999999, 1130.717, 197.8306, 1264.436, 1130.21, 27.48876, 1475.702, 0.004136507, 1309.262, 0.02016486, 325.2504, 142.3452, 461.2443, 293.4337, 190.9892, 405.3396, 140.0586, 1153.922, 921.6838, 271.3116, 61.2506, 9.3745, 778.0878, 477.0983, 21.15449, 932.043, 217.9849, 203.7626, 787.422, 620.5323, 302.9737, 469.2463, 363.3123, 1537.967, 2057.056, 1838.314, 396.6532, 492.4532, 1168.624, 0.1648047, 561.5046, 1373.912, 928.8384, 1756.017, 1159.841, 2049.748, 529.8553, 2974.473
67.7, 1074.954, 189.2827, 1685.337, 1126.981, 26.06768, 1646.92, 0.003960144, 1244.921, 0.01929917, 360.9435, 135.9123, 441.084, 280.8227, 917.3419, 458.6481, 134.053, 1102.704, 882.5269, 259.1301, 58.6648, 8.970464, 745.2134, 457.0381, 20.2727, 949.5183, 207.7076, 192.8547, 754.3099, 756.0518, 478.2873, 446.6217, 347.0821, 1670.02, 2067.797, 1881.05, 380.443, 469.649, 1119.744, 0.1569781, 715.1835, 1660.523, 1112.315, 1742.438, 1252.786, 1960.146, 508.091, 3078.38
67.8, 1021.941, 292.6035, 1915.804, 1077.069, 24.72007, 1792.713, 0.003791299, 1280.134, 0.01847064, 346.3625, 129.7701, 421.8047, 268.7537, 1202.819, 433.4189, 128.3049, 1053.76, 845.0334, 247.4955, 56.18818, 8.583841, 788.4645, 437.8214, 19.42767, 1011.975, 197.9148, 182.5306, 722.5901, 725.1405, 455.9397, 425.088, 331.5768, 1601.882, 2023.476, 1843.22, 364.8953, 447.9008, 1072.908, 0.1495231, 704.2766, 1752.611, 1065.327, 1746.587, 1241.98, 2110.135, 487.2207, 2982.202
67.90000000000001, 971.5431, 296.4387, 1866.68, 1029.368, 23.44213, 1713.664, 0.003629654, 1244.505, 0.01767768, 361.1834, 331.3394, 403.3682, 257.2033, 1220.167, 409.5776, 122.8033, 1034.917, 809.1329, 236.3833, 53.8161, 8.213881, 760.7352, 419.4126, 18.61786, 962.2408, 188.5838, 172.7593, 692.2043, 715.0317, 434.6364, 442.2229, 316.7643, 1747.866, 2004.165, 1871.477, 349.9829, 427.1597, 1191.902, 0.1424223, 726.1067, 1806.862, 1020.324, 1669.104, 1212.892, 2017.893, 467.2076, 2993.271
68, 923.6302, 306.5841, 1861.858, 983.7796, 22.23025, 1651.533, 0.0034749, 1329.04, 0.01691876, 346.5927, 331.7966, 385.7375, 246.1494, 1151.359, 387.0477, 117.5376, 1047.835, 774.7576, 225.77, 51.54417, 7.859867, 728.594, 401.7779, 254.6428, 914.9509, 179.6927, 163.511, 663.0962, 685.7976, 414.3284, 493.3515, 302.6135, 1739.631, 2113.375, 1893.825, 335.68, 407.379, 1258.098, 0.1356586, 695.2544, 1799.612, 977.2224, 1805.787, 1232.66, 2050.892, 448.0166, 3024.659
68.09999999999999, 878.0803, 321.7968, 1824.552, 1083.822, 21.08102, 1640.46, 0.003326745, 1288.691, 0.01619243, 352.8499, 345.0066, 368.8774, 235.5706, 1086.431, 365.7571, 112.4976, 1001.326, 741.8427, 215.6333, 235.1855, 7.521111, 697.8107, 384.8846, 344.4369, 1024.028, 171.2207, 154.7578, 635.2121, 759.407, 394.9693, 469.5646, 289.0948, 1668.654, 2026.701, 1945.59, 321.9616, 388.5144, 1354.498, 0.1292161, 665.713, 1838.077, 935.9412, 1725.678, 1272.968, 2192.34, 429.6139, 2996.326
68.2, 967.7111, 307.8925, 1906.758, 1126.909, 19.9912, 1644.946, 0.003184906, 1225.361, 0.01549727, 338.5958, 329.415, 352.7543, 225.4464, 1244.529, 345.6377, 107.6738, 956.8817, 710.3261, 205.9516, 225.2568, 7.196954, 668.3281, 368.7017, 353.5831, 973.7019, 163.1482, 289.684, 608.5006, 728.3586, 376.5147, 446.9247, 276.1801, 1653.407, 2039.806, 1866.267, 308.8039, 597.7981, 1442.777, 0.1230797, 740.3945, 1824.87, 896.4039, 1649.123, 1360.127, 2115.55, 411.9671, 2998.401
68.3, 965.2346, 342.4332, 1869.091, 1158.33, 18.95773, 1712.613, 0.003049114, 1165.143, 0.01483196, 324.9175, 314.528, 337.3359, 215.7573, 1213.302, 326.6249, 103.0568, 987.3823, 680.1485, 196.7047, 215.7472, 6.886769, 672.0177, 353.1991, 338.8446, 943.7231, 155.4563, 322.6895, 582.9124, 698.5797, 358.9224, 425.3763, 263.8423, 1624.506, 2011.969, 1821.434, 296.1839, 570.1156, 1382.43, 0.1172346, 788.9121, 1829.576, 1062.305, 1731.527, 1303.449, 2098.872, 395.0452, 2956.155
68.40000000000001, 917.6328, 399.3345, 1824.848, 1196.483, 17.97768, 1637.096, 0.002919113, 1215.874, 0.01419522, 311.7918, 300.3137, 322.5914, 206.4846, 1144.881, 308.6581, 98.63784, 960.3952, 808.4179, 187.8729, 206.6391, 6.589952, 643.6248, 338.3484, 324.7204, 897.3432, 148.127, 316.0102, 630.8889, 670.0182, 342.152, 404.8669, 377.2141, 1558.226, 1957.719, 1822.825, 284.0796, 543.715, 1324.607, 0.1116671, 755.3912, 1886.874, 1037.396, 1700.721, 1249.133, 2153.956, 378.8183, 2880.504
68.5, 872.3786, 452.9911, 1742.119, 1143.493, 17.04829, 1564.908, 0.002794653, 1201.497, 0.0135858, 299.1964, 286.7419, 308.4913, 322.031, 1104.224, 377.6193, 94.40832, 970.2114, 774.0729, 179.4377, 197.9155, 6.305929, 711.9233, 382.2263, 311.185, 900.2673, 141.1433, 321.9891, 604.3591, 642.6245, 326.1653, 385.3463, 431.8509, 1601.092, 1942.411, 1824.145, 272.47, 518.537, 1318.913, 0.106364, 723.2946, 1806.256, 1069.633, 1929.653, 1275.048, 2079.179, 363.258, 2948.685
68.59999999999999, 870.8664, 433.4182, 1663.139, 1131.204, 16.16695, 1495.904, 0.002675501, 1142.453, 0.01300255, 287.1097, 341.0576, 295.0076, 308.1909, 1088.347, 356.8473, 90.36015, 927.1479, 741.1871, 171.3811, 189.5602, 6.034146, 690.5015, 366.1551, 354.3331, 856.0231, 134.4889, 377.9256, 578.945, 616.3507, 310.9255, 366.7669, 412.5588, 1569.684, 1886.558, 1749.773, 261.3348, 494.5249, 1333.667, 0.1013127, 790.4794, 1729.084, 1024.448, 2018.102, 1240.326, 2053.237, 348.3368, 2947.236
68.7, 856.3442, 414.691, 1619.606, 1161.505, 15.33118, 1455.374, 0.002561428, 1086.309, 0.01244435, 275.5114, 325.6445, 282.1132, 294.9457, 1026.972, 367.8293, 86.48557, 885.9957, 709.6984, 163.6864, 181.5576, 5.774077, 661.3276, 364.7189, 433.3726, 858.403, 128.1481, 357.6942, 599.9359, 664.545, 296.3978, 349.0833, 436.3605, 1505.64, 1809.187, 1678.433, 250.6547, 471.6248, 1277.883, 0.09650138, 822.1392, 1655.208, 1031.396, 1944.333, 1259.503, 2084.333, 334.0286, 2973.098
68.8, 814.1125, 396.773, 1613.311, 1127.886, 14.53861, 1411.22, 0.00245222, 1137.549, 0.0119101, 264.3815, 310.9279, 269.7824, 282.2697, 1048.908, 418.8146, 82.77713, 846.6702, 891.73, 156.3371, 275.6752, 169.37, 741.4158, 379.2505, 596.0603, 816.2162, 122.1064, 389.5174, 574.7078, 637.3751, 282.5489, 519.2757, 479.9134, 1607.401, 1879.29, 1824.736, 240.4111, 449.785, 1270.829, 0.09191851, 814.8456, 1584.489, 987.8268, 1880.661, 1207.018, 1993.219, 320.308, 2915.503
