 , C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C014, C015, C016, C020, C021, C024, C025, C026, C027, C028, C029, C034, C035, C036, C038, C040, C042, C044, C045, C047, C048, C049, C054, C057, C059, C060, C062, C067, C079, C080, C082, C083, C088, C091, C093, C110
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 13.06171, 102.5558, 0, 68.53955, 0, 0, 96.83136, 0, 0, 68.94733, 0, 0, 44.50519, 74.62427, 0, 0, 0, 31.67142, 0, 0, 0, 172.4568, 109.3081, 0, 0, 0, 141.2049, 132.0175, 0, 0, 161.5669, 319.8482, 93.5293, 0, 79.64868, 101.6188, 134.1862, 0, 0, 0, 0, 0, 0, 0, 0
0.2, -6.103516e-05, 84.63867, 26.08423, 136.9284, 0, 427.192, 0, 0, 92.67429, 0, 0, 65.93375, 2.980232e-08, -1.525879e-05, 42.05707, 71.4245, 107.9345, 53.21497, 103.8343, 66.39548, 0, 0, 55.32257, 165.2682, 148.156, 0, 0, 0, 135.4317, 125.849, 0, 63.56288, 173.4041, 587.8157, 173.493, 0, 182.5752, 97.36841, 174.9823, 0, 0, 0, 0, 102.4496, 0, 0, 0
0.3, 0, 80.98157, 174.2818, 202.6445, 36.51385, 1017.682, -0.0001220703, 54.26028, 88.69574, 0, 0, 63.05188, 0, -1.525879e-05, 39.74362, 68.36182, 103.1438, 142.4926, 123.6515, 129.7336, 101.2455, 0, 72.26965, 158.3793, 318.1224, 0, 7.629395e-06, 0, 129.8945, 195.5632, 242.9205, 71.57948, 354.3831, 918.2269, 232.1799, 0, 174.1206, 141.91, 216.3005, 0, 0, 0, 0, 98.18042, 0, 0, 0
0.4, 117.22, 125.8684, 166.3807, 296.1355, 48.86334, 1244.01, 0, 81.07529, 84.88797, 0, 0, 179.1108, 0, -1.525879e-05, 37.55743, 65.43054, 98.56573, 136.4388, 118.0997, 224.3349, 96.88184, 0, 76.88507, 151.7775, 302.488, 0, 1.525879e-05, 0, 124.5838, 255.7798, 231.2081, 229.8431, 405.6487, 1395.239, 402.5358, 0, 246.3684, 135.9743, 390.3362, 0, 0, 0, 0, 94.08923, 0, 0, 0
0.5, 111.4391, 136.0723, 158.8378, 415.508, 90.22263, 1282.665, 0, 85.35297, 112.0911, 0, 0, 171.2821, 2.980232e-08, -1.525879e-05, 35.49149, 152.9459, 201.8671, 130.6423, 112.7972, 214.8642, 167.6379, 0, 92.47968, 145.4509, 287.6222, 0, 7.629395e-06, 0, 119.4902, 270.2247, 272.213, 260.4946, 547.978, 1561.159, 386.124, 0, 288.7086, 130.2869, 371.7992, 0, 0, 6.103516e-05, -3.051758e-05, 90.16833, 0, 0, 0
0.6, 105.9434, 211.5374, 182.7457, 487.0807, 136.7529, 1348.871, 0, 139.1215, 107.279, 0, 3.814697e-06, 163.7956, 0, -1.525879e-05, 33.53918, 146.3876, 234.6881, 125.092, 165.571, 205.7934, 160.4127, 0, 88.59119, 139.388, 340.9427, 0, 7.629395e-06, 0, 114.6049, 257.5988, 259.0884, 283.185, 623.0564, 1882.585, 460.5214, 0, 356.896, 243.2589, 460.2939, 0, 0, 0, -3.051758e-05, 86.41101, 0, 0, 0
0.7, 161.0195, 202.3972, 174.4608, 465.5089, 129.6832, 1289.393, 0, 151.956, 102.6734, -3.051758e-05, 3.814697e-06, 156.6363, 0, -1.525879e-05, 133.3901, 140.1107, 288.8115, 119.7776, 191.4356, 214.0389, 153.499, 0, 84.8663, 133.5778, 385.422, 3.051758e-05, 7.629395e-06, 0, 109.9192, 287.771, 275.8675, 360.1163, 754.161, 2324.899, 441.7456, -6.103516e-05, 340.369, 233.0841, 515.5481, 0, 0, 0, 0, 133.7955, 0, -6.103516e-05, 0
0.8, 236.2067, 227.708, 166.5516, 501.2524, 122.979, 1243.905, 6.103516e-05, 193.9564, 98.26562, -3.051758e-05, 0, 149.7899, 2.980232e-08, -1.525879e-05, 126.0527, 165.8882, 398.4421, 114.689, 238.1154, 225.8085, 146.8832, 11.73337, 81.29797, 128.0099, 422.1375, 3.051758e-05, 0, 0, 181.6515, 274.3251, 318.1821, 344.0288, 867.8326, 2556.06, 505.1274, -6.103516e-05, 324.6075, 255.9849, 639.0734, 0, 0, 0, 0, 182.3904, 0, -6.103516e-05, 0
0.9, 224.5578, 313.8685, 206.323, 531.9638, 116.6214, 1234.631, 6.103516e-05, 196.9889, 94.047, -3.051758e-05, 0, 143.2428, 0, -1.525879e-05, 231.2478, 158.775, 454.8273, 109.8165, 265.5647, 216.2756, 167.2863, 11.23763, 108.6549, 122.674, 462.1675, 3.051758e-05, 0, 0, 174.2247, 261.5075, 302.841, 421.7588, 901.5715, 2670.455, 525.5386, -6.103516e-05, 360.0306, 305.5099, 660.6403, 0, 162.7744, 0, -3.051758e-05, 174.79, 0, 110.3234, 0
1, 213.4835, 348.3398, 196.9693, 553.3853, 110.5925, 1301.364, 6.103516e-05, 214.3385, 110.0051, -3.051758e-05, 0, 136.9819, 0, -2.288818e-05, 266.1627, 173.3416, 486.9509, 105.151, 253.6412, 225.8582, 160.0764, 26.46567, 127.475, 117.5605, 455.6711, 0, 0, 0, 167.1015, 399.9646, 350.1761, 402.9175, 978.6921, 2998.312, 659.5983, -6.103516e-05, 343.3586, 312.4056, 655.1873, 0, 155.8198, 0, -3.051758e-05, 167.5063, 0, 105.7918, 32.20721
1.1, 202.9553, 333.2888, 188.0396, 617.1044, 104.8752, 1265.641, 0, 215.313, 135.4376, -4.577637e-05, -3.814697e-06, 130.9946, 0, -1.525879e-05, 251.5217, 165.9089, 613.7089, 248.329, 285.9944, 388.0083, 183.2505, 79.68665, 122.1152, 112.6602, 433.2769, 3.051758e-05, -7.629395e-06, 0, 263.6861, 381.2766, 370.8085, 455.0609, 1049.261, 3238.102, 632.706, -6.103516e-05, 327.4586, 442.0111, 679.3083, 0, 209.7628, -6.103516e-05, -6.103516e-05, 239.5388, 0, 182.531, 181.3061
1.2, 192.9463, 359.4198, 179.5148, 692.6995, 154.9071, 1329.974, 0, 265.7935, 129.6232, -3.051758e-05, -1.907349e-06, 221.088, 1.490116e-08, -1.525879e-05, 237.6861, 158.7948, 670.0562, 237.7789, 334.8463, 371.6279, 243.6009, 76.31988, 178.2805, 107.9641, 535.931, 0, -7.629395e-06, 0, 252.9053, 406.7999, 352.93, 571.7454, 1058.416, 3370.702, 678.3806, -6.103516e-05, 412.0375, 457.3207, 702.9236, 0, 342.0455, -6.103516e-05, -6.103516e-05, 229.557, 0, 175.0334, 224.6513
1.3, 299.5529, 343.8899, 171.3765, 662.0212, 251.4925, 1311.24, 0, 252.7317, 124.0584, -3.051758e-05, -1.907349e-06, 211.4245, 1.490116e-08, -1.525879e-05, 279.6233, 193.5925, 728.8082, 227.6771, 319.8121, 416.2123, 233.1018, 73.09534, 170.7845, 103.4638, 557.1202, 0, -7.629395e-06, 0, 290.5576, 460.1777, 376.2074, 546.2038, 1125.277, 3618.054, 786.1337, -6.103516e-05, 431.6722, 438.1923, 778.8258, 0, 327.4315, -6.103516e-05, -6.103516e-05, 219.9911, 0, 253.1578, 396.5187
1.4, 284.7801, 329.0311, 163.6071, 807.2441, 238.4912, 1306.678, 0, 240.3117, 118.7325, -4.577637e-05, -1.907349e-06, 261.84, 1.490116e-08, -7.629395e-06, 264.2419, 185.2914, 733.1163, 218.0043, 305.453, 440.9845, 255.378, 85.90519, 163.6036, 99.15109, 529.7401, 0, -7.629395e-06, 0, 288.9519, 438.6763, 358.0687, 689.5688, 1108.634, 3681.072, 799.4738, 0, 411.6826, 448.0704, 825.6578, 0, 340.4326, 0, -4.577637e-05, 336.0897, 0, 242.7591, 436.2082
1.5, 270.7358, 314.8143, 156.19, 881.9041, 226.162, 1282.076, 0, 228.5022, 152.5859, -4.577637e-05, -1.907349e-06, 250.3953, 1.490116e-08, -1.525879e-05, 249.7066, 196.9296, 768.9875, 208.7426, 291.7386, 422.3676, 244.3713, 82.27567, 222.861, 95.01816, 503.7057, -1.525879e-05, -3.814697e-06, 0, 343.1344, 551.4116, 444.8354, 658.7637, 1303.431, 3883.758, 839.1773, 0, 392.6186, 461.4038, 1053.437, 0, 370.5494, 0, -4.577637e-05, 322.0844, 0, 232.7875, 575.2594
1.6, 257.3842, 301.2118, 234.4665, 842.8464, 214.4702, 1992.548, 0, 217.2729, 167.0435, -4.577637e-05, -1.907349e-06, 239.4509, 1.490116e-08, -1.525879e-05, 285.6998, 245.8571, 778.6985, 199.8744, 278.6399, 404.5367, 233.8391, 78.79951, 213.4905, 91.05746, 532.9131, -1.525879e-05, -3.814697e-06, 0, 409.8036, 525.6475, 504.8953, 629.3348, 1250.251, 4045.622, 922.245, 0, 440.4366, 442.1046, 1077.231, 0, 441.413, 0, -3.051758e-05, 308.6628, 0, 314.4055, 652.5001
1.7, 244.6909, 288.197, 311.2074, 915.7798, 203.3828, 2190.704, -6.103516e-05, 206.5955, 180.9062, -3.051758e-05, 0, 228.9848, 1.490116e-08, -1.525879e-05, 269.9841, 235.3149, 744.1354, 286.1532, 364.1956, 387.4586, 261.5782, 75.47021, 204.5141, 87.26187, 604.967, -1.525879e-05, -3.814697e-06, 0, 393.0488, 554.9686, 496.7404, 601.2205, 1281.96, 4169.836, 964.3096, 3.051758e-05, 580.4214, 458.9188, 1257.273, 0, 422.5535, -6.103516e-05, -4.577637e-05, 376.9243, 0, 332.2509, 771.3085
1.8, 346.1832, 313.2606, 297.0988, 970.665, 192.8686, 2164.51, 0, 243.3088, 209.836, -3.051758e-05, 0, 218.9762, 2.980232e-08, -1.525879e-05, 255.1329, 283.9084, 810.8612, 273.9962, 347.8437, 371.1014, 324.47, 84.56911, 195.915, 83.62448, 575.2356, -1.525879e-05, -3.814697e-06, 0, 450.8209, 555.6496, 472.7902, 574.3621, 1371.779, 4317.939, 924.9941, 3.051758e-05, 553.5437, 439.7235, 1482.884, 0, 489.9452, -6.103516e-05, -4.577637e-05, 406.5305, 0, 318.6033, 834.0931
1.9, 329.1107, 299.7252, 283.6298, 927.6762, 182.898, 2110.496, 0, 281.5585, 200.8276, -1.525879e-05, 0, 209.405, 1.490116e-08, -7.629395e-06, 345.1154, 271.7347, 882.6835, 262.3557, 332.226, 483.4036, 326.5375, 80.99604, 187.6776, 80.13876, 565.0102, 0, 0, 0, 432.389, 562.4521, 499.6289, 637.1485, 1367.327, 4529.646, 1007.242, 0, 527.9105, 454.8994, 1560.637, 0, 469.0121, 0, 318.5294, 411.3484, 0, 381.9016, 914.3817
2, 357.6212, 346.4711, 270.7713, 980.954, 173.4428, 2062.004, 0, 304.903, 231.1263, -3.051758e-05, 0, 200.2522, 1.490116e-08, -3.814697e-06, 326.1315, 260.0829, 843.5049, 251.2098, 317.3095, 543.7501, 312.4638, 107.7817, 179.7864, 76.79828, 587.4459, -1.525879e-05, -3.814697e-06, 0, 505.816, 558.0411, 475.5394, 608.6851, 1357.43, 4559.242, 966.1761, 0, 503.4644, 453.053, 1486.522, 0, 546.4438, 0, 304.3987, 431.2671, 0, 366.2147, 1103.899
2.1, 412.2054, 331.5007, 258.4959, 979.7688, 164.4764, 2045.138, 0, 289.9192, 221.2039, -3.051758e-05, 0, 191.4994, 1.490116e-08, -7.629395e-06, 308.1917, 283.3407, 916.5331, 336.1799, 303.0627, 643.9352, 327.4865, 103.2279, 172.2271, 73.59708, 558.5754, -1.525879e-05, -3.814697e-06, 0, 485.1357, 531.9672, 452.6114, 623.9533, 1401.704, 4595.529, 1080.992, 0, 480.1502, 515.4298, 1563.97, 0, 576.9113, -3.051758e-05, 290.8948, 459.482, 0, 351.1721, 1188.799
2.2, 391.877, 317.1772, 246.7769, 980.9882, 206.5196, 2017.33, 0, 289.6253, 211.7074, -3.051758e-05, 0, 183.1292, 2.980232e-08, -1.144409e-05, 291.2388, 271.1913, 875.8521, 321.8976, 289.4556, 616.7504, 364.8005, 158.9383, 164.9856, 70.52928, 531.1239, -1.525879e-05, -3.814697e-06, 0, 465.3009, 526.2356, 430.7888, 596.0794, 1471.192, 4675.842, 1106.87, 0, 457.9157, 493.8709, 1567.597, 0, 588.6812, 0, 277.9901, 440.335, 0, 336.7473, 1302.601
2.3, 372.5511, 380.6868, 235.5893, 985.1023, 228.4345, 2005.577, 0, 361.766, 202.6187, -3.051758e-05, 0, 175.1249, 2.980232e-08, -1.144409e-05, 275.2185, 259.5628, 836.9767, 308.222, 276.4595, 590.7133, 362.6065, 152.2231, 158.0486, 67.58939, 505.0215, -1.525879e-05, -7.629395e-06, 0, 482.9214, 501.6477, 410.0184, 688.4583, 1411.167, 4784.687, 1129.101, -3.051758e-05, 525.2217, 473.2138, 1562.213, 0, 667.1124, 302.1334, 265.6578, 449.4357, 0, 322.915, 1391.328
2.4, 354.1783, 364.238, 224.9088, 941.4742, 216.6253, 1967.436, 0, 343.9878, 227.3511, -3.051758e-05, 1.907349e-06, 167.4704, 2.980232e-08, -7.629395e-06, 351.4804, 248.433, 1081.016, 295.1275, 264.0468, 565.7753, 346.9784, 173.4484, 151.4032, 64.77202, 538.6472, -1.525879e-05, -7.629395e-06, 0, 472.8678, 537.5353, 552.1375, 657.7028, 1547.542, 4852.5, 1083.067, -3.051758e-05, 500.9001, 554.7455, 1580.877, 0, 701.087, 289.3703, 253.8726, 478.5012, 0, 411.0338, 1518.707
2.5, 409.7797, 389.8129, 214.7125, 1088.802, 205.4265, 1969.31, -3.051758e-05, 327.0833, 217.5907, -4.577637e-05, 1.907349e-06, 160.1505, 1.490116e-08, -7.629395e-06, 332.1463, 237.7803, 1033.034, 337.1123, 252.1915, 541.8903, 332.0237, 166.1202, 145.0372, 62.07213, 612.0012, -3.051758e-05, -7.629395e-06, 0, 550.4951, 512.4194, 525.5164, 666.998, 1544.469, 4790.624, 1038.909, -3.051758e-05, 477.7047, 531.5422, 1505.801, 0, 788.6656, 277.1463, 242.6102, 458.5615, 0, 418.9709, 1586.769
2.6, 481.8686, 386.0148, 204.9785, 1111.832, 194.8066, 1938.273, 0, 311.0095, 208.2494, 13.23822, 1.907349e-06, 153.1506, 1.490116e-08, -7.629395e-06, 408.9519, 227.5844, 1009.209, 366.3696, 304.6404, 519.0135, 438.4689, 205.6544, 198.6379, 59.48473, 581.924, -3.051758e-05, -3.814697e-06, 0, 527.9881, 488.4771, 500.1787, 650.1685, 1622.805, 4927.327, 1119.417, -3.051758e-05, 455.5835, 509.3094, 1508.846, 0, 754.9696, 265.4387, 231.8475, 513.5503, 0, 460.9137, 1650.98
2.7, 476.2088, 369.3358, 195.6857, 1098.983, 217.4652, 1945.341, 0, 295.7256, 199.3091, 12.70344, 1.907349e-06, 231.5739, 2.235174e-08, -7.629395e-06, 420.2628, 265.4789, 1062.888, 423.5039, 290.9625, 497.1025, 419.5711, 259.2617, 190.2859, 57.0052, 553.325, -3.051758e-05, -3.814697e-06, 0, 506.4012, 529.5565, 500.708, 636.277, 1694.079, 4899.875, 1073.778, -3.051758e-05, 494.2273, 488.0064, 1466.22, 0, 824.9369, 254.2257, 221.5622, 570.6761, 0, 441.9813, 1720.425
2.8, 542.987, 425.6288, 186.8143, 1091.724, 219.6259, 2037.05, 3.051758e-05, 281.1928, 241.347, 12.19025, 2.861023e-06, 221.4521, 2.235174e-08, -7.629395e-06, 411.2303, 254.0954, 1015.711, 405.5117, 316.848, 476.1165, 480.0441, 248.3078, 182.2851, 54.62906, 691.4879, -1.525879e-05, -3.814697e-06, 0, 550.4565, 504.8134, 488.6617, 645.501, 1730.655, 4963.164, 1186.24, -3.051758e-05, 471.3409, 467.5946, 1460.816, 0, 789.6912, 322.145, 211.7332, 611.0978, 0, 423.8264, 1768.476
2.9, 516.2089, 462.4619, 286.1447, 1084.742, 224.3071, 2357.769, 3.051758e-05, 267.3743, 230.9858, 11.6978, 2.861023e-06, 211.7727, 2.980232e-08, -3.814697e-06, 443.3857, 282.0715, 970.6276, 441.4217, 302.6219, 456.0165, 459.3544, 237.8168, 274.7696, 52.35193, 709.1334, -1.525879e-05, -3.814697e-06, 0, 527.951, 546.1969, 631.3782, 616.6646, 1714.307, 4961.014, 1229.907, -3.051758e-05, 569.1052, 536.5602, 1450.075, 0, 792.1209, 308.5364, 202.3402, 585.6328, 0, 406.4174, 1917.379
3, 563.1007, 479.1241, 316.4048, 1070.659, 240.6684, 2732.774, 0, 316.1354, 221.0694, 11.22524, 1.907349e-06, 202.5164, 2.980232e-08, -7.629395e-06, 516.5253, 293.4531, 961.9952, 422.6682, 475.8214, 436.7651, 439.5565, 227.769, 263.2166, 50.16974, 674.2826, -1.525879e-05, -3.814697e-06, 0, 506.3657, 520.6763, 600.9364, 589.1163, 1746.653, 4932.271, 1179.763, -6.103516e-05, 542.7514, 514.1174, 1494.014, 0, 881.384, 295.5028, 193.3639, 664.5977, 0, 389.7234, 1863.079
3.1, 577.3094, 458.422, 302.0605, 1186.566, 270.1738, 2968.549, 0, 300.5996, 211.5787, 10.77177, 1.907349e-06, 193.6646, 2.980232e-08, -5.722046e-06, 547.7678, 304.0258, 1039.791, 465.2373, 454.4576, 418.3264, 420.6118, 255.7529, 252.1493, 48.07849, 641.1445, -1.525879e-05, -3.814697e-06, 0, 564.094, 538.3008, 661.879, 562.7986, 1749.743, 5033.701, 1291.502, -3.051758e-05, 517.618, 492.6135, 1450.513, 0, 843.7266, 283.0198, 184.7858, 636.9033, 0, 373.7151, 1932.909
3.2, 548.8386, 521.6768, 288.3665, 1238.688, 256.2067, 2905.173, -3.051758e-05, 359.4635, 202.4955, 10.33662, 1.907349e-06, 259.2534, 2.980232e-08, -5.722046e-06, 559.4328, 290.9894, 993.639, 445.4721, 434.0531, 400.6661, 402.4836, 268.7158, 241.5474, 46.07442, 609.6351, -7.629395e-06, -1.907349e-06, 0, 541.0309, 513.1492, 711.612, 737.7513, 1794.185, 4875.09, 1238.847, -4.577637e-05, 493.6484, 573.7985, 1489.814, 0, 980.6345, 536.5986, 176.5883, 610.3629, 0, 566.6986, 1873.633
3.3, 521.772, 499.1361, 275.2934, 1183.829, 242.9617, 2914.318, -3.051758e-05, 351.7299, 193.8022, 9.91906, 1.907349e-06, 247.9218, 2.980232e-08, -5.722046e-06, 528.6597, 314.9413, 949.5356, 426.5466, 414.5647, 383.7513, 385.1368, 257.3625, 231.3912, 44.15387, 603.6802, -7.629395e-06, 199.5985, 0, 518.9108, 521.2117, 677.3018, 704.7938, 1720.982, 4842.979, 1302.485, -4.577637e-05, 470.7889, 549.7982, 1443.956, 0, 1103.113, 513.9308, 168.7544, 667.1921, 0, 543.4209, 2143.795
3.4, 545.1483, 477.5694, 262.8129, 1237.511, 342.2247, 2785.812, -3.051758e-05, 391.3047, 185.4821, 9.518356, 9.536743e-07, 237.0855, 2.980232e-08, -3.814697e-06, 499.5794, 301.4369, 1008.152, 548.1007, 395.9513, 367.5506, 368.5376, 310.0913, 221.6621, 42.3134, 574.0118, -7.629395e-06, 188.9135, 0, 525.6903, 523.7267, 644.6458, 673.3085, 1867.95, 4985.709, 1317.028, -4.577637e-05, 448.9879, 526.8018, 1456.963, 0, 1161.625, 492.2206, 161.2681, 691.5557, 96.04569, 521.0994, 2162.676
3.5, 571.5585, 456.9345, 250.8982, 1182.704, 324.5329, 2822.296, 156.4763, 372.0749, 252.6814, 9.133842, 1.907349e-06, 226.7228, 2.235174e-08, -3.814697e-06, 532.5898, 288.5115, 1043.132, 524.8151, 378.1736, 352.0339, 352.6537, 303.8965, 212.342, 40.54964, 545.8018, -7.629395e-06, 178.8004, 0, 569.4551, 499.2561, 613.5643, 643.2297, 1820.64, 4888.992, 1348.181, -6.103516e-05, 428.1965, 504.7672, 1407.178, 0, 1111.994, 471.4276, 154.1139, 712.0724, 91.84719, 499.6948, 2171.217
3.6, 543.3713, 437.1912, 239.5237, 1165.243, 307.7557, 2764.531, 266.404, 353.7901, 241.8336, 32.89569, 1.907349e-06, 271.8029, 2.235174e-08, -1.907349e-06, 576.6384, 371.1457, 1077.901, 502.5188, 361.1942, 337.1722, 337.4546, 291.0568, 203.4138, 38.85939, 556.4502, -7.629395e-06, 169.2288, 0, 546.1728, 581.6617, 583.9814, 614.4947, 1853.131, 4936.062, 1366.671, -4.577637e-05, 534.9091, 483.6543, 1414.55, 0, 1172.833, 451.5129, 147.277, 682.3997, 87.83222, 479.1693, 2283.59
3.7, 516.5743, 418.301, 228.6649, 1279.605, 291.8457, 2793.431, 255.0456, 368.9046, 280.8244, 31.5668, 9.536743e-07, 312.5957, 2.980232e-08, -1.907349e-06, 544.9189, 355.2313, 1055.699, 481.1697, 344.977, 322.938, 366.6738, 299.882, 194.8611, 37.23959, 529.1031, -7.629395e-06, 160.1695, 0, 604.1636, 577.8703, 555.8249, 587.0433, 1832.496, 4947.381, 1310.951, -4.577637e-05, 579.9095, 463.4245, 1347.372, 0, 1338.436, 432.4395, 140.7435, 691.5282, 83.99276, 459.487, 2290.519
3.8, 491.0988, 400.2271, 218.2983, 1296.275, 310.6855, 2811.908, 244.1715, 350.7756, 268.7684, 60.36546, 1.907349e-06, 298.9326, 2.980232e-08, -3.814697e-06, 514.9442, 339.9992, 1008.841, 460.7277, 329.488, 309.3046, 350.8704, 298.3724, 186.6679, 35.68732, 503.1, -7.629395e-06, 151.5952, 0, 579.4623, 550.8698, 529.0259, 560.8184, 1828.536, 4981.417, 1342.515, -4.577637e-05, 553.0554, 444.0408, 1358.386, 0, 1329.498, 414.1718, 134.4998, 723.8396, 80.32114, 574.9646, 2363.032
3.9, 466.8797, 463.7224, 329.4454, 1238.866, 356.7968, 2722.557, 233.761, 366.9684, 257.2299, 57.92688, 9.536743e-07, 285.8666, 2.980232e-08, -3.814697e-06, 486.6183, 325.4203, 964.0627, 441.1541, 314.6945, 296.2468, 335.748, 285.7661, 178.8192, 34.19975, 572.3743, -1.525879e-05, 143.4799, 0, 593.4311, 565.3583, 556.6294, 535.7649, 1879.626, 5000.929, 1287.779, -4.577637e-05, 527.4449, 511.3425, 1432.761, 0, 1324.29, 396.6758, 128.533, 693.6765, 76.81001, 551.3474, 2479.705
4, 515.3251, 443.6859, 314.51, 1262.753, 338.3516, 2675.212, 223.7944, 348.9346, 246.1868, 55.5868, 9.536743e-07, 273.3718, 2.980232e-08, -3.814697e-06, 520.4012, 374.2372, 1034.309, 510.3096, 300.5651, 283.7403, 352.2434, 283.3308, 171.3005, 32.77419, 544.2446, -1.525879e-05, 135.799, 0, 569.1686, 538.9424, 568.8498, 511.8307, 1896.014, 5150.706, 1283.953, -4.577637e-05, 553.903, 489.9546, 1364.719, 0, 1355.49, 379.9189, 122.831, 751.1874, 73.45237, 528.7002, 2493.69
4.1, 534.2181, 441.8481, 438.9137, 1322.859, 320.86, 2875.115, 214.2527, 369.976, 235.6178, 80.11742, 9.536743e-07, 261.4231, 2.980232e-08, -3.814697e-06, 491.7751, 358.1902, 988.4001, 488.6295, 287.0701, 271.7617, 337.0619, 301.6006, 164.098, 31.40805, 548.0509, -1.525879e-05, 128.5293, 0, 581.1009, 513.7609, 583.0723, 488.9656, 1818.656, 5167.737, 1334.222, -4.577637e-05, 528.2532, 499.6279, 1394.543, 0, 1348.911, 363.8698, 117.3819, 748.8486, 70.2415, 506.9834, 2489.399
4.2, 507.8724, 422.7566, 419.0155, 1369.491, 304.2726, 3796.778, 205.1179, 351.7943, 225.5026, 76.88091, 9.536743e-07, 319.6877, 3.352761e-08, -2.861023e-06, 464.7237, 342.8312, 1073.994, 467.8705, 274.1811, 260.2889, 409.0236, 364.6007, 157.1983, 30.09887, 579.8872, -7.629395e-06, 121.6488, 0, 557.3425, 563.3445, 752.1221, 467.1221, 1959.235, 5181.958, 1502.961, -3.051758e-05, 625.1539, 478.73, 1328.316, 0, 1314.642, 348.4987, 112.1746, 717.6434, 67.171, 486.1586, 2639.228
4.3, 482.8261, 404.4901, 416.0339, 1401.947, 359.0681, 4915.453, 196.3725, 334.5062, 215.8216, 73.77516, 9.536743e-07, 305.7146, 3.352761e-08, -1.907349e-06, 482.6544, 328.1309, 1056.274, 542.6827, 261.8707, 249.3004, 465.4487, 405.4182, 276.7338, 28.84425, 765.6234, -1.525879e-05, 115.1366, 0, 534.5555, 601.8036, 762.1538, 446.2543, 1991.161, 5236.318, 1441.684, -3.051758e-05, 668.4948, 500.2013, 1330.646, 0, 1344.336, 333.777, 107.1983, 740.5897, 64.23471, 466.1891, 2602.349
4.4, 495.2394, 411.3029, 444.4857, 1364.744, 381.6574, 5320.638, 188, 369.6719, 206.5562, 70.79486, 0, 292.3522, 2.980232e-08, -1.907349e-06, 493.937, 314.0609, 1046.494, 519.6273, 250.1131, 238.7757, 445.3881, 423.7306, 265.0982, 27.64192, 727.9963, -1.144409e-05, 108.973, 0, 548.1168, 573.6849, 725.4067, 426.3188, 2027.089, 5225.856, 1382.905, -3.051758e-05, 637.5385, 510.925, 1324.325, 0, 1448.115, 319.6771, 102.4427, 709.7286, 225.888, 447.04, 2667.25
4.5, 485.0168, 393.5313, 460.6026, 1427.928, 487.443, 5344, 179.9844, 351.5052, 197.6886, 67.93497, 4.768372e-07, 279.5739, 2.980232e-08, -2.861023e-06, 466.7667, 300.5942, 1038.386, 562.9375, 238.8834, 228.6954, 426.192, 405.8279, 253.9518, 26.48972, 692.2185, -1.525879e-05, 103.1394, 0, 554.9103, 716.4369, 743.4686, 407.2738, 1944.383, 5115.24, 1547.961, -3.051758e-05, 608.0157, 489.5545, 1261.432, 0, 1568.114, 306.1729, 97.89812, 680.1534, 216.0136, 428.6774, 2701.72
4.6, 509.8261, 413.5475, 457.6787, 1364.688, 486.1559, 5368.249, 172.3106, 334.2313, 189.2016, 80.61703, 4.768372e-07, 267.3541, 2.607703e-08, -2.861023e-06, 441.091, 287.7049, 1185.046, 616.3875, 228.1578, 219.0407, 552.8778, 388.6816, 243.2741, 25.38553, 742.381, -1.525879e-05, 97.61807, 0, 572.4178, 682.962, 707.6224, 389.0797, 2029.591, 5233.35, 1544.003, -1.525879e-05, 579.8602, 505.6227, 1234.793, 0, 1602.373, 293.2391, 93.55513, 785.5524, 206.5709, 539.7261, 2791.089
4.7, 484.6834, 395.6789, 436.9297, 1413.176, 461.0233, 5176.417, 164.964, 347.7856, 282.9589, 88.27399, 0, 255.6684, 2.607703e-08, -2.861023e-06, 516.4565, 275.3683, 1132.447, 590.2007, 217.9139, 209.7935, 529.049, 500.0318, 233.0453, 24.32738, 814.5696, -1.144409e-05, 92.3923, 0, 549.0145, 651.0513, 770.5065, 371.6983, 2064.137, 5358.512, 1535.656, -1.525879e-05, 553.0084, 520.2785, 1280.849, 0, 1587.089, 280.8517, 89.40481, 752.8176, 197.5409, 517.5563, 2850.461
