 , C000, C004, C005, C006, C008, C009, C010, C011, C012, C013, C015, C017, C018, C020, C022, C025, C027, C028, C029, C032, C034, C035, C037, C038, C044, C046, C051, C052, C054, C059, C060, C061, C065, C071, C072, C073, C075, C083, C093, C109, C111, C124
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 184.6663, 0, 0, 0, 0, 0, 0, 53.62216, 0, 0, 0, 0, 0, 39.84552, 0, 86.59802, 71.35986, 13.93396, 51.13977, 0, 117.5869, 198.1703, 129.9853, 7.170868, 0, 74.71436, 32.08524, 42.28192, 117.0834, 53.99072, 0, 0, 0, 0, 0, 58.45667, 124.6115, 31.8833, 97.02454, 0, 225.1787
0.2, 1.525879e-05, 176.6593, 174.3126, 0, 153.5469, 0, 26.57735, 64.88614, 51.41895, 3.051758e-05, 99.57025, 0, 38.69366, 155.4388, 38.18036, 113.8384, 83.06042, 253.8845, 65.26501, 48.92871, 25.23242, 111.8383, 190.103, 142.0391, 103.8191, 0, 103.1355, 80.49918, 58.03156, 146.3666, 202.731, 70.65887, 0, 43.90173, 106.7374, 0, 199.2486, 171.2874, 248.6566, 193.6276, 6.103516e-05, 282.709
0.3, 1.525879e-05, 228.2939, 259.1895, -3.051758e-05, 228.3182, 0, 25.42216, 62.23405, 49.30629, 3.051758e-05, 166.618, 0, 37.11005, 170.4489, 77.40594, 108.5748, 245.3831, 279.0858, 154.3927, 46.81323, 74.74271, 228.6471, 182.3641, 232.879, 247.9823, -6.103516e-05, 219.9632, 102.0257, 111.0455, 140.0105, 193.8909, 257.6821, -3.814697e-06, 42.03198, 102.1123, -3.051758e-05, 240.9728, 241.9446, 468.1694, 337.6265, 50.64905, 418.4619
0.4, 3.051758e-05, 218.3953, 308.5359, -3.051758e-05, 242.6846, 0, 24.31717, 59.69037, 47.28043, 3.051758e-05, 167.1075, 0, 101.1996, 163.28, 74.17114, 108.6711, 260.6418, 319.6375, 167.1263, 162.8116, 105.8291, 255.7565, 257.8682, 223.4066, 237.9792, -6.103516e-05, 210.2728, 97.64426, 129.9163, 259.1006, 185.4363, 245.5632, -3.814697e-06, 78.91907, 220.8282, -3.051758e-05, 257.3875, 301.1425, 729.1964, 409.5576, 137.8738, 531.8386
0.5, 3.051758e-05, 208.9258, 295.8127, 18.3215, 274.664, 0, 23.26022, 57.25067, 45.33781, 3.051758e-05, 159.4987, 0, 120.1323, 156.4126, 80.04205, 103.6464, 249.9944, 339.2492, 202.3024, 155.7723, 101.4189, 243.2532, 323.9531, 264.8956, 228.3797, 58.34424, 201.0093, 93.45093, 137.9461, 265.6407, 309.5753, 234.0142, -3.814697e-06, 214.9839, 328.579, 0, 373.497, 328.7191, 782.8235, 514.963, 131.8368, 696.2817
0.6, 1.525879e-05, 227.6043, 301.4094, 101.0857, 261.9187, 0, 22.24922, 118.5602, 43.47499, 3.051758e-05, 199.6193, 0, 115.2157, 149.834, 149.6023, 154.5307, 331.8737, 356.6508, 359.1492, 149.0374, 97.1925, 303.4236, 310.7655, 309.3327, 234.7013, 114.654, 239.928, 89.43765, 244.6756, 254.1049, 494.6685, 223.0085, -3.814697e-06, 205.8282, 314.3416, -3.051758e-05, 357.4201, 385.8196, 851.1371, 493.3015, 126.0642, 891.1946
0.7, 3.051758e-05, 416.9466, 388.1151, 96.88736, 350.0925, 0, 28.1564, 208.4005, 41.68872, 1.525879e-05, 204.9528, 0, 153.5556, 143.5321, 143.3504, 147.3855, 331.0906, 435.8024, 344.1736, 142.5936, 93.14221, 288.5901, 310.1683, 311.7411, 225.2339, 109.9509, 229.3582, 157.8612, 233.9644, 355.3676, 635.5919, 212.5204, 0, 236.5179, 357.6703, -3.051758e-05, 342.0352, 448.0682, 947.7469, 537.7941, 120.5444, 1037.345
0.8, 1.525879e-05, 398.8682, 372.1104, 92.86337, 333.847, 0, 26.93259, 199.8826, 48.32082, 1.525879e-05, 195.6208, -1.525879e-05, 165.8177, 137.4953, 175.5638, 197.3341, 414.7899, 418.0569, 424.8923, 136.4284, 89.26073, 274.4818, 399.9664, 365.011, 216.1485, 105.4406, 219.2538, 151.0818, 223.722, 386.9832, 829.1527, 202.5255, 0, 226.4451, 342.1722, 0, 327.3126, 538.5807, 955.0276, 655.4713, 215.3153, 1190.821
0.9, 1.525879e-05, 381.5735, 367.1578, 89.00659, 318.3554, 0, 25.76196, 191.7128, 46.33543, 0, 352.3373, -1.525879e-05, 168.1075, 131.7123, 168.2269, 194.2643, 440.9391, 401.0342, 447.1614, 130.5298, 110.502, 261.0632, 383.6843, 444.1782, 207.4296, 101.1154, 342.5152, 185.485, 213.9282, 370.178, 792.9973, 259.5945, 3.814697e-06, 284.2225, 327.3457, 0, 313.2236, 539.5789, 1041.625, 720.0209, 242.1629, 1394.512
1, 2.288818e-05, 365.0288, 352.0172, 85.30994, 303.5827, 0, 24.64221, 183.877, 44.43164, 0, 359.0237, -1.525879e-05, 161.2274, 126.1726, 180.0914, 264.216, 434.4208, 384.7047, 545.4391, 213.0778, 121.7559, 248.3006, 397.5036, 426.1109, 216.862, 170.1533, 356.5773, 192.6022, 204.5629, 470.4262, 855.2408, 247.3857, 3.814697e-06, 272.118, 432.7686, 0, 433.6526, 611.5223, 997.8354, 689.7338, 231.5596, 1337.51
1.1, 1.525879e-05, 349.2015, 337.5011, 81.76685, 347.6396, 0, 23.57114, 176.3614, 42.60606, 0, 342.6765, 0, 154.6289, 120.8659, 257.9255, 251.9993, 416.6744, 369.04, 522.6958, 238.6747, 164.0715, 236.1619, 533.0736, 467.8407, 208.1143, 163.1735, 365.3253, 184.3309, 334.5049, 449.9974, 905.3259, 235.7511, 5.722046e-06, 422.7452, 476.6832, 0, 414.9864, 585.2938, 1058.762, 660.7206, 280.2543, 1602.959
1.2, 2.288818e-05, 334.0604, 410.1706, 78.37088, 331.508, 0, 22.54662, 233.6784, 67.92709, -1.525879e-05, 327.0736, -1.525879e-05, 148.3004, 115.7824, 253.4149, 240.3474, 497.8115, 354.0131, 514.7849, 228.3553, 175.2775, 248.0382, 523.3006, 448.8109, 199.7194, 156.4801, 369.6093, 176.4149, 319.8612, 430.4557, 865.849, 224.6637, 3.814697e-06, 404.7414, 456.0283, -1.525879e-05, 397.1237, 560.1901, 1123.884, 812.9222, 344.0336, 1584.422
1.3, 1.525879e-05, 319.5758, 415.0459, 75.11594, 316.125, 0, 21.56662, 224.1273, 65.13617, 0, 381.0479, 0, 155.1172, 110.9127, 242.8246, 229.2343, 477.4755, 459.3825, 595.1827, 218.4821, 167.9732, 235.9123, 501.9977, 430.5552, 191.6632, 319.5964, 417.2566, 168.8388, 305.8586, 411.7626, 964.7963, 284.3881, 5.722046e-06, 473.5174, 436.2682, -3.051758e-05, 425.7918, 656.2534, 1182.124, 778.7272, 328.9697, 1565.951
1.4, 2.288818e-05, 305.7193, 415.9412, 93.70926, 301.4558, 0, 20.62922, 214.9666, 62.4599, 1.525879e-05, 363.6979, 0, 148.7687, 106.2478, 232.6768, 218.635, 457.9704, 440.6771, 570.3653, 325.6721, 160.9733, 224.3792, 481.562, 426.2115, 183.9319, 318.1329, 398.8746, 221.3261, 388.2849, 393.8813, 985.0735, 271.0133, 5.722046e-06, 479.9036, 573.493, -3.051758e-05, 479.7029, 693.3552, 1132.428, 745.9708, 355.8702, 1733.818
1.5, 2.288818e-05, 292.4636, 398.7889, 89.81732, 287.4673, 0, 19.73257, 245.58, 59.8936, 1.525879e-05, 347.1379, 0, 142.6801, 101.7791, 222.9532, 208.5258, 574.2443, 422.7332, 563.7123, 401.2742, 198.8684, 244.7575, 532.3896, 492.418, 194.2754, 305.0829, 381.3024, 211.8213, 371.2869, 376.7765, 973.2748, 258.2674, 5.722046e-06, 459.4655, 548.6432, -1.525879e-05, 459.0544, 688.5696, 1216.286, 714.592, 442.0072, 1784.391
1.6, 2.288818e-05, 279.7826, 410.889, 108.9099, 364.0627, 0, 18.87489, 295.3013, 109.9859, 3.051758e-05, 331.3318, 0, 136.8406, 97.49837, 303.2903, 198.884, 597.162, 405.52, 637.8347, 383.9248, 227.4976, 232.792, 551.1946, 472.3885, 186.4387, 292.5682, 425.9019, 248.0855, 355.033, 360.4145, 980.9766, 298.25, 7.629395e-06, 439.8977, 557.1319, -3.051758e-05, 571.5826, 757.9791, 1358.859, 684.5333, 422.6535, 1778.913
1.7, 2.288818e-05, 267.6515, 393.9451, 104.3866, 347.169, 0, 18.05449, 283.2314, 105.4668, 1.525879e-05, 337.9839, 186.8846, 131.2402, 93.39769, 302.0908, 189.6881, 606.9576, 389.0077, 720.3143, 367.3255, 218.0172, 221.4115, 528.7562, 486.1426, 284.8983, 345.534, 455.4431, 237.4315, 433.7837, 344.7631, 1065.394, 284.2232, 5.722046e-06, 466.7363, 561.9767, -3.051758e-05, 546.9794, 752.0067, 1448.333, 882.8835, 404.1471, 1957.845
1.8, 1.525879e-05, 256.0463, 377.7, 143.5839, 331.0593, 0, 17.26975, 277.8697, 101.1335, 1.525879e-05, 351.106, 178.9142, 218.5873, 89.46947, 289.4663, 180.9173, 582.163, 456.4159, 752.795, 351.4438, 208.9318, 294.9062, 612.0673, 490.8479, 273.4062, 411.3199, 488.5401, 254.7988, 453.2656, 329.7913, 1034.1, 270.8561, 5.722046e-06, 460.2012, 537.6259, -1.525879e-05, 523.435, 814.6475, 1597.943, 845.7457, 386.4512, 1877.816
1.9, 1.525879e-05, 244.9444, 433.0743, 137.6205, 315.697, 0, 16.51912, 361.204, 141.9466, 1.525879e-05, 495.0489, 171.2838, 220.0813, 85.70645, 277.3694, 172.5521, 558.3812, 437.8312, 721.4055, 464.1328, 200.225, 307.7924, 587.1508, 571.2356, 284.2989, 394.4473, 506.6604, 308.6286, 528.1135, 315.4697, 1021.781, 258.1176, 5.722046e-06, 500.0443, 572.3368, 0, 500.9041, 849.1299, 1530.766, 810.1701, 369.53, 2050.75
2, 2.288818e-05, 234.3238, 415.2156, 155.4505, 359.7412, 0, 15.80111, 346.4406, 200.138, 3.051758e-05, 513.0261, 163.9789, 211.0741, 82.10172, 265.7781, 242.5976, 535.5709, 445.07, 752.1358, 444.0657, 191.8811, 292.7453, 637.6907, 548.0001, 272.8309, 510.2915, 595.2817, 295.3746, 545.1413, 301.7701, 1124.546, 306.3979, 3.814697e-06, 561.0721, 581.928, 0, 479.3431, 812.71, 1646.832, 776.0909, 468.0705, 2147.01
2.1, 2.288818e-05, 224.1637, 453.4167, 148.9943, 411.1365, 0, 15.11432, 332.2806, 191.9149, 3.051758e-05, 489.6668, 156.9854, 202.4355, 78.64859, 368.049, 231.3804, 629.8612, 426.9473, 787.5692, 524.7559, 183.8848, 413.5421, 653.2041, 525.7098, 302.2176, 489.359, 569.0569, 282.6898, 653.6967, 288.6653, 1075.51, 291.9879, 3.814697e-06, 607.6169, 556.7126, -1.525879e-05, 598.6447, 777.8523, 1626.851, 883.1147, 447.5755, 2059.249
2.2, 2.288818e-05, 214.4442, 434.7191, 142.8063, 446.2852, 0, 14.45737, 318.6993, 265.6655, 307.1981, 495.7398, 150.2903, 203.7735, 75.34071, 352.6681, 220.6819, 604.131, 563.4276, 833.136, 525.7797, 176.2219, 490.8124, 696.3542, 590.0813, 290.0268, 473.5028, 543.9875, 291.2122, 654.0746, 403.5923, 1084.827, 278.2557, 3.814697e-06, 709.6416, 532.59, 0, 663.8744, 744.4897, 1638.086, 922.1734, 427.978, 2167.224
2.3, 2.288818e-05, 205.1461, 481.8686, 136.8752, 425.5761, 0, 13.82899, 305.6732, 254.7501, 294.099, 473.1676, 143.8806, 195.4337, 72.17194, 337.93, 279.3263, 579.4518, 590.0013, 870.938, 537.3096, 168.8782, 475.7189, 668.0066, 648.7808, 316.0225, 491.6105, 581.8038, 358.5081, 666.2058, 386.0659, 1129.646, 265.1693, 3.814697e-06, 679.4194, 509.5124, -1.525879e-05, 635.2983, 858.8887, 1606.817, 958.4731, 409.2385, 2186.51
2.4, 2.288818e-05, 196.2511, 461.9977, 131.1905, 405.8281, 0, 13.22791, 293.1794, 324.1961, 281.5583, 451.6231, 137.7443, 187.4352, 69.13644, 368.9205, 289.5761, 668.9477, 565.9772, 834.6223, 557.9814, 161.8406, 488.0622, 725.8501, 622.3912, 303.2748, 471.4444, 556.1727, 343.112, 637.0412, 369.3004, 1080.387, 298.8845, 3.814697e-06, 650.4843, 666.1719, -1.525879e-05, 607.9524, 840.2581, 1740.524, 918.1557, 391.3195, 2267.774
2.5, 2.288818e-05, 187.7418, 442.9463, 125.7419, 386.9963, 0, 12.65296, 281.1964, 310.8758, 269.5525, 500.9485, 131.8698, 179.7641, 66.22862, 353.5032, 276.1868, 675.3396, 542.9313, 852.7745, 533.8566, 155.0962, 464.2023, 751.5981, 597.075, 291.0414, 452.1055, 585.6523, 383.4958, 703.288, 353.2631, 1033.276, 284.8279, 4.768372e-06, 668.5497, 699.4, -1.525879e-05, 581.7836, 853.3488, 1667.354, 935.6704, 482.9378, 2320.192
2.6, 65.85854, 179.6015, 461.4479, 120.5195, 369.0385, 0, 12.103, 269.7031, 298.1027, 258.0585, 478.1391, 126.2457, 172.4069, 76.16415, 338.7302, 263.4165, 647.7515, 520.8237, 817.2161, 510.7747, 148.6329, 441.5088, 721.0016, 572.7886, 279.3015, 584.5161, 592.6478, 416.541, 672.5, 337.9222, 988.22, 359.6568, 3.814697e-06, 713.3823, 669.0945, -1.525879e-05, 730.5431, 868.353, 1680.819, 966.61, 553.2437, 2343.597
2.7, 350.865, 171.8141, 442.4191, 115.514, 393.6646, 0, 11.57694, 258.6795, 285.8545, 247.0547, 456.3683, 120.8615, 165.3508, 72.96075, 324.5746, 251.2367, 621.2904, 623.16, 783.1405, 574.3452, 210.0504, 522.2833, 720.9673, 549.49, 305.042, 560.5389, 566.5391, 398.6527, 695.1394, 390.9935, 945.1283, 342.742, 3.814697e-06, 727.851, 640.1022, -2.288818e-05, 699.0974, 879.1036, 1844.493, 950.3461, 529.0193, 2297.332
2.8, 379.9976, 164.3644, 446.9773, 110.7165, 410.9022, 0, 11.07375, 248.1065, 274.1095, 236.5201, 435.5888, 115.707, 158.5836, 69.89209, 311.0105, 239.6201, 595.9104, 597.7857, 929.2751, 619.7599, 201.2971, 496.7504, 691.6176, 619.1852, 332.9476, 598.9479, 605.2584, 401.9399, 664.7081, 374.0141, 1073.116, 326.6227, 3.814697e-06, 820.9222, 612.3661, -2.288818e-05, 669.0052, 967.1445, 1836.541, 946.3903, 574.6332, 2454.669
2.9, 364.2805, 157.2377, 441.6435, 106.1182, 494.3594, 0, 10.59243, 237.9657, 403.1921, 226.4347, 415.7554, 110.7723, 152.0933, 66.95248, 298.0133, 228.5406, 635.3716, 573.4446, 890.5269, 592.964, 216.8484, 531.217, 663.4627, 666.0928, 319.5172, 637.5747, 578.5941, 384.6786, 776.4362, 357.772, 1045.691, 311.2615, 3.814697e-06, 785.9608, 657.0769, -1.525879e-05, 690.2025, 925.663, 1759.334, 906.5812, 672.9733, 2399.601
3, 364.9973, 150.42, 423.4314, 172.9844, 471.4196, 0, 10.13203, 349.5207, 386.6261, 216.7793, 537.0601, 106.048, 148.9439, 64.13653, 285.5592, 217.9734, 609.4163, 550.0946, 942.8494, 567.3267, 207.8118, 519.4709, 822.7409, 638.999, 335.4435, 611.421, 679.7842, 368.1586, 800.8844, 342.2354, 1044.653, 296.6228, 2.861023e-06, 867.0756, 706.6355, -2.288818e-05, 783.6526, 1040.078, 1857.311, 921.3863, 643.5065, 2492.679
3.1, 349.9007, 143.8979, 485.8723, 175.5898, 449.5441, 0, 9.691643, 335.2347, 409.5622, 207.5357, 533.6909, 266.1676, 142.8481, 61.439, 273.6256, 207.8948, 625.9749, 657.4587, 903.5353, 673.7037, 199.1516, 575.7073, 789.2482, 643.5254, 426.6234, 586.3401, 649.8367, 352.3481, 1000.178, 387.0392, 1062.91, 282.6725, 2.861023e-06, 830.1486, 676.0166, -1.525879e-05, 906.9968, 995.4688, 1904.237, 973.4371, 651.1744, 2521.019
3.2, 335.4285, 137.6586, 510.0045, 168.2971, 478.5645, 0, 9.27039, 321.5327, 392.7344, 198.6862, 509.3907, 254.816, 197.2167, 111.2509, 309.0699, 198.2822, 600.4033, 659.6694, 967.7075, 679.7169, 209.7328, 605.4424, 825.3896, 617.3495, 409.4144, 615.6586, 621.2086, 407.3659, 1007.725, 370.2316, 1070.883, 269.3784, 2.861023e-06, 909.9591, 646.7244, -1.525879e-05, 867.9558, 998.7689, 1939.997, 1004.796, 677.0359, 2471.084
3.3, 354.2899, 131.6898, 534.3438, 161.3074, 456.3576, 0, 8.867451, 308.3908, 536.5731, 190.2141, 571.6857, 243.9485, 189.1453, 106.5718, 296.1537, 189.1141, 660.6118, 680.8939, 994.9713, 650.3287, 200.9926, 575.844, 823.6943, 633.4176, 392.8996, 590.4039, 593.8416, 441.1938, 1063.05, 420.8361, 1024.186, 256.7094, 1.907349e-06, 871.2058, 618.7013, -1.525879e-05, 914.2657, 955.931, 1858.44, 1051.383, 676.899, 2613.812
3.4, 339.6362, 125.9799, 512.3089, 172.9253, 435.1811, 0, 8.482029, 295.7859, 514.5267, 182.1032, 610.8314, 233.5445, 202.3018, 102.0894, 302.7603, 180.3699, 633.6254, 653.1687, 953.4837, 622.2112, 192.6167, 559.6957, 790.1627, 607.6528, 377.0509, 621.3571, 602.9115, 422.2468, 1016.513, 402.5607, 1028.234, 244.6363, 1.907349e-06, 1028.69, 751.8679, -1.525879e-05, 874.9119, 914.9305, 1857.754, 1007.158, 729.9802, 2530.536
3.5, 325.5885, 120.5175, 491.1828, 165.7433, 414.9874, 0, 8.113358, 304.5375, 536.5113, 174.3382, 599.2441, 223.5842, 194.0223, 97.79565, 306.7265, 172.03, 607.7414, 657.176, 975.5029, 660.7318, 184.5898, 532.3338, 861.3552, 636.8674, 443.918, 652.3235, 611.9713, 404.1134, 1152.378, 385.079, 1124.79, 233.1309, 2.861023e-06, 984.8801, 757.0844, -1.525879e-05, 837.2519, 1006.508, 1999.199, 1206.934, 698.0173, 2591.821
3.6, 312.1219, 115.292, 573.8165, 187.4225, 482.4096, 0, 7.760712, 295.8726, 514.4675, 166.9042, 571.9592, 214.0486, 186.0816, 118.7086, 293.9083, 164.0757, 582.9148, 740.5558, 934.8271, 705.0176, 176.8975, 506.3096, 826.2905, 626.4289, 426.0114, 625.5648, 653.5917, 386.7589, 1101.93, 368.3564, 1075.744, 351.5227, 1.907349e-06, 942.9359, 724.2794, -1.525879e-05, 890.2367, 963.3378, 1915.154, 1156.165, 739.9896, 2659.696
3.7, 299.2123, 110.293, 550.1539, 196.7912, 460.0243, 0, 7.423389, 303.8423, 493.3294, 159.7873, 545.9165, 204.9198, 178.4659, 113.7158, 284.0481, 282.1342, 643.1284, 733.528, 955.8978, 674.5355, 253.6813, 481.5576, 805.1177, 716.4878, 408.8271, 599.9037, 624.7981, 370.1495, 1117.305, 352.3601, 1028.835, 334.9905, 2.861023e-06, 902.7782, 797.1216, -1.525879e-05, 851.9171, 922.0195, 1947.829, 1191.935, 707.5884, 2706.282
3.8, 309.8484, 105.5108, 527.4672, 188.618, 438.6777, 20.57742, 7.100731, 355.627, 473.0599, 152.9738, 548.1754, 196.1803, 171.1619, 108.933, 331.5368, 269.0889, 616.8561, 734.2142, 968.5308, 645.3713, 243.1097, 458.0156, 866.6709, 687.3442, 392.3359, 575.2954, 597.2729, 354.2535, 1068.392, 337.0584, 1099.652, 338.6776, 2.861023e-06, 979.2487, 762.5818, -1.525879e-05, 815.2469, 937.8167, 1865.944, 1236.844, 676.606, 2733.161
3.9, 297.0328, 100.9359, 576.4787, 191.821, 418.3217, 19.71672, 6.792095, 341.0915, 484.8071, 146.4509, 523.2157, 187.8135, 183.1241, 104.3514, 317.6818, 256.6469, 591.6572, 704.3179, 1010.362, 673.1951, 232.9787, 435.6245, 831.3898, 692.0667, 386.732, 551.6964, 570.9604, 339.0401, 1056.189, 322.4212, 1088.538, 322.7495, 2.861023e-06, 937.5444, 729.5386, -1.525879e-05, 780.1552, 931.8632, 1787.5, 1237.419, 646.98, 2702.047
4, 284.7473, 96.55945, 552.7064, 183.8543, 398.9103, 18.89203, 6.496876, 327.1501, 464.8877, 140.2061, 619.6172, 179.8036, 175.6294, 99.96249, 304.4058, 295.8408, 644.884, 675.6389, 968.2329, 700.5534, 223.2698, 520.3202, 797.545, 690.4174, 371.1321, 604.8432, 598.6243, 324.48, 1039.809, 308.4197, 1041.072, 350.5506, 2.384186e-06, 897.6162, 697.9272, -7.629395e-06, 910.7682, 978.8939, 1777.781, 1185.368, 618.6514, 2720.847
4.1, 272.9698, 92.37271, 562.8134, 176.2184, 380.3995, 18.10183, 6.214491, 350.1107, 445.7867, 134.2276, 605.2292, 172.1352, 168.4414, 95.75815, 291.6845, 282.1618, 622.4539, 693.7027, 998.041, 705.0605, 213.9655, 494.8832, 774.9485, 662.3342, 356.1615, 717.1512, 604.899, 310.5453, 994.2887, 295.0262, 1127.619, 334.0641, 2.384186e-06, 970.8387, 667.6855, -1.525879e-05, 871.5648, 936.9084, 1805.518, 1173.01, 591.563, 2786.392
4.2, 319.6474, 88.36751, 539.6046, 192.5653, 362.7478, 17.34468, 5.944378, 335.8007, 443.4978, 128.5041, 577.6716, 164.7939, 172.9839, 91.73065, 279.4949, 359.876, 764.9335, 665.4559, 1013.686, 674.5767, 260.1154, 591.9264, 924.6548, 635.3933, 341.7947, 687.7333, 578.2506, 335.3337, 950.7615, 282.2143, 1173.753, 318.3529, 2.384186e-06, 929.4926, 787.6127, -1.525879e-05, 942.726, 896.7238, 1936.365, 1333.675, 643.9877, 2718.226
4.3, 357.2207, 84.53596, 611.0168, 184.5676, 390.5284, 16.6192, 5.686005, 322.0755, 452.6712, 123.0245, 603.2806, 320.0821, 184.3646, 91.93334, 376.0519, 459.8031, 736.845, 638.3594, 982.8231, 645.4107, 249.2757, 818.0688, 1037.281, 729.5442, 573.4643, 733.6042, 585.5315, 401.1209, 954.3686, 535.2938, 1240.417, 364.2575, 1.907349e-06, 940.5327, 827.7512, -1.525879e-05, 902.147, 1130.228, 2140.265, 1361.467, 686.4382, 2788.843
4.4, 385.4956, 367.5804, 781.2693, 176.9021, 400.2358, 15.92406, 5.438862, 308.9113, 453.099, 117.7787, 735.7189, 306.4312, 176.8192, 88.0667, 360.3366, 438.5428, 856.0974, 779.198, 995.0173, 702.3774, 238.8877, 803.6779, 998.7769, 699.8695, 580.9838, 900.2682, 697.5006, 383.8948, 1007.045, 512.048, 1204.167, 493.0197, 2.384186e-06, 900.4773, 830.0431, -1.525879e-05, 986.4175, 1149.874, 2083.154, 1304.198, 656.3817, 2818.767
4.5, 425.8913, 351.6425, 749.0521, 202.8397, 381.6636, 15.258, 5.202459, 398.6547, 434.4824, 112.7565, 782.9341, 293.3623, 169.5826, 84.36269, 345.278, 422.0842, 918.6734, 771.9055, 990.4037, 707.2751, 332.9178, 858.3951, 1031.699, 781.7377, 587.4894, 991.8585, 666.7726, 367.4085, 962.9599, 489.8117, 1299.142, 469.8329, 1.907349e-06, 862.1277, 837.608, -1.525879e-05, 943.9579, 1136.204, 2067.241, 1358.362, 627.6414, 2737.744
4.6, 408.2761, 336.3955, 718.1633, 194.4153, 429.9278, 14.6198, 18.10812, 457.8314, 428.4753, 107.9485, 855.5866, 280.8509, 268.3136, 80.81447, 332.2562, 476.5893, 903.7297, 829.7794, 972.4858, 676.6954, 319.0443, 855.8092, 1015.284, 749.9401, 578.4512, 1050.998, 718.3207, 351.6302, 920.8043, 468.541, 1325.469, 544.0172, 1.907349e-06, 825.4113, 801.3138, -1.525879e-05, 1142.902, 1265.607, 1980.336, 1333.841, 665.5711, 2907.128
4.7, 453.8708, 321.8097, 688.5483, 186.3408, 409.9778, 14.0083, 17.32104, 439.1185, 410.8704, 103.3455, 816.6298, 268.873, 283.8067, 77.41548, 519.2305, 454.5529, 974.5546, 795.9918, 1009.782, 692.243, 305.7488, 813.9712, 1092.09, 772.564, 555.1179, 1064.91, 686.6755, 373.5937, 974.3052, 448.194, 1332.833, 518.4319, 1.907349e-06, 900.9193, 766.5924, -1.525879e-05, 1093.707, 1211.324, 2027.848, 1395.302, 734.6362, 3034.539
4.8, 435.0983, 307.8563, 667.1027, 178.6017, 390.9535, 32.61204, 16.56818, 461.3103, 393.9889, 98.93872, 806.296, 257.406, 393.2142, 74.15945, 497.5317, 433.5354, 934.7434, 777.7454, 1020.651, 662.3133, 293.0074, 820.5618, 1076.367, 741.1394, 570.3926, 1021.227, 741.2087, 357.5498, 931.6529, 428.7307, 1606.41, 494.0499, 1.430511e-06, 907.6001, 733.3754, -1.525879e-05, 1046.629, 1268.752, 2025.932, 1336.61, 702.4694, 3161.015
4.9, 417.1023, 294.5079, 646.2785, 171.1839, 418.1998, 31.24797, 21.68124, 442.4552, 377.8009, 94.71989, 785.1259, 246.4281, 403.3984, 71.04037, 562.3412, 413.4897, 896.5585, 797.7537, 1041.405, 633.6776, 280.7969, 780.4469, 1126.448, 840.3845, 623.8693, 979.3355, 708.5552, 342.1948, 986.0465, 410.1125, 1655.157, 470.8145, 1.907349e-06, 868.9472, 816.3073, -1.525879e-05, 1001.578, 1275.779, 2064.35, 1280.387, 822.2703, 3351.758
5, 399.8506, 281.7383, 664.2423, 164.0743, 473.8789, 29.94096, 20.73886, 424.3708, 362.2781, 90.68095, 749.3773, 235.9183, 405.6296, 68.05248, 649.7252, 394.3708, 903.7577, 826.3386, 1101.814, 606.28, 269.0954, 782.3434, 1080.591, 829.9952, 600.2767, 939.1626, 677.3403, 327.4993, 1013.17, 392.3028, 1690.99, 448.672, 1.430511e-06, 925.7578, 780.9361, -1.525879e-05, 958.4655, 1221.06, 2065.54, 1226.528, 786.2664, 3507.542
5.1, 383.3124, 486.2403, 669.576, 157.2599, 503.7255, 28.68861, 20.05087, 407.0255, 347.3931, 86.81425, 715.2564, 225.8568, 399.8401, 65.19026, 622.573, 448.629, 1041.258, 822.7432, 1093.539, 671.8135, 257.8814, 753.3778, 1113.045, 834.2789, 576.0629, 1026.44, 776.8235, 340.196, 992.6226, 375.2666, 1741.619, 427.5708, 1.430511e-06, 886.3315, 747.0977, -1.525879e-05, 917.209, 1346.124, 2016.733, 1264.442, 751.8388, 3599.159
5.2, 479.4437, 574.7348, 698.6611, 220.8233, 591.975, 27.48865, 19.17935, 390.3893, 333.1197, 83.11241, 682.6891, 216.2243, 471.9231, 62.44841, 596.5555, 563.5192, 1085.6, 807.4703, 1047.941, 721.001, 247.1348, 768.9567, 1205.582, 800.3441, 552.8259, 1126.425, 942.5432, 360.0513, 974.3724, 358.9701, 1949.821, 407.462, 1.430511e-06, 917.451, 757.4332, -1.144409e-05, 877.7285, 1377.717, 2013.483, 1338.569, 718.9188, 3627.057
