 , C003, C006, C008, C012, C013, C014, C017, C019, C023, C025, C028, C031, C037, C039, C042, C060, C076, C077, C088, C089, C094, C099, C100, C107, C109, C114, C115, C136, C139
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 85.28516, 137.6447, 0, 0, 0, 0, 0, 126.9486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21.59189, 0, 0
0.2, 168.5657, 131.2907, 0, 0, 0, 0, 0, 120.63, 6.103516e-05, 0, 0, -7.629395e-06, 0, 0, 41.48358, 0, 0, 0, 0, 0, 172.0657, 0, 86.23242, 0, 1.525879e-05, 0, 159.4955, 0, 0
0.3, 282.0762, 168.7749, 155.9704, 0, 0, 0, 0, 114.6259, 6.103516e-05, 0, 0, -7.629395e-06, -3.814697e-06, 0, 39.57843, 0, 114.9276, 0, 0, 0, 163.7574, 0, 81.96362, 0, 1.525879e-05, 1.525879e-05, 152.228, 0, 0
0.4, 544.6069, 235.838, 147.4729, 0, 0, 0, 0, 108.9207, 6.103516e-05, 108.561, 0, 0, -3.814697e-06, 0, 37.76086, 0, 178.7864, 0, 0, 0, 474.4779, 0, 77.90619, 0, 223.6232, 0, 145.2917, 0, 0
0.5, 579.6375, 224.9512, 139.4383, 0, 0, 0, 0, 103.4994, 139.1963, 102.6964, 0, 0, -3.814697e-06, 0, 36.02673, 0, 312.6823, 0, 0, 0, 451.5679, 0, 165.5823, 0, 233.8898, 1.525879e-05, 277.5356, 0, 0
0.6, 710.5259, 214.5669, 131.8415, 0, 0, 0, 0, 98.34794, 227.8267, 97.14855, 0, -7.629395e-06, -3.814697e-06, 0, 34.37219, -7.629395e-06, 420.9734, 0, 0, 0, 568.2474, 0, 157.3855, 0, 243.7302, 0, 264.8895, 0, 0
0.7, 865.9535, 204.662, 124.6586, 0, 0, 0, 0, 93.4529, 287.7665, 91.90044, 0, 0, -3.814697e-06, 0, 174.8615, -7.629395e-06, 458.584, 0, 0, 0, 540.8098, 0, 205.9234, 0, 233.6729, 0, 252.8198, 0, 0
0.8, 826.3524, 195.2143, 117.8671, 0, 0, 0, 0, 88.8015, 274.8855, 123.6196, 0, -7.629395e-06, -3.814697e-06, 0, 166.8311, 0, 436.6358, 0, 0, 0, 547.7979, 0, 195.7295, 0, 245.2945, 1.525879e-05, 241.2999, 0, 0
0.9, 1001.91, 186.2027, 111.4455, 1.525879e-05, 0, 0, 0, 84.38162, 463.1586, 116.9415, 0, -7.629395e-06, -7.629395e-06, 0, 278.5511, 0, 468.4346, 0, 0, 0, 647.8336, 0, 349.338, 0, 267.0236, 0, 230.305, 0, 0
1, 1015.285, 177.6071, 105.3738, 64.71483, 0, 43.9212, 0, 80.18172, 442.4268, 110.6241, 0, -1.144409e-05, -3.814697e-06, 0, 370.0338, 3.814697e-06, 446.0149, 0, 0, 0, 643.2585, 0, 401.6787, 0, 361.202, 0, 237.7836, 0, 0
1.1, 1147.739, 169.4083, 99.63287, 61.5166, 0, 48.9549, 0, 76.19086, 452.3954, 104.648, 0, -7.629395e-06, 119.8749, 0, 353.0402, 3.814697e-06, 502.9708, 0, 0, 0, 782.8319, 0, 381.7944, 0, 346.2973, 0, 226.9489, 0, 0
1.2, 1369.737, 253.6928, 94.20474, 58.47643, 0, 77.23224, 0, 72.39864, 476.4206, 152.7598, 0, -7.629395e-06, 114.4106, 0, 472.08, 7.629395e-06, 478.8982, 0, 0, 0, 745.0332, 0, 362.8944, 0, 332.0077, 0, 235.7739, 0, 0
1.3, 1340.142, 241.9818, 89.07233, 126.6619, 0, 110.2314, 0, 68.79517, 499.1231, 144.5075, 0, -3.814697e-06, 109.1954, 0, 544.0233, 7.629395e-06, 455.9777, 0, 0, 0, 912.4631, 0, 344.9301, 0, 356.1141, 0, 382.161, 0, 0
1.4, 1367.143, 318.9444, 84.21954, 120.4022, 0, 104.779, 0, 65.37105, 641.0865, 136.701, 0, -3.814697e-06, 104.218, 0, 519.0393, 1.144409e-05, 434.1542, 0, 0, 0, 916.3864, 0, 327.855, 0, 341.4194, 7.629395e-06, 364.7477, 0, 0
1.5, 1550.31, 304.2212, 79.63114, 114.4519, 0, 99.5963, 0, 62.11736, 612.3903, 129.3161, 0, -3.814697e-06, 99.46741, 0, 495.2027, 1.144409e-05, 520.657, 0, 0, 0, 872.139, 0, 472.3077, 0, 350.5862, 132.9737, 348.1279, 0, 0
1.6, 1509.651, 317.8594, 75.29273, 108.7956, 0, 94.66995, 0, 59.02561, 651.4751, 122.3303, 0, -3.814697e-06, 94.93339, 0, 527.978, 7.629395e-06, 495.738, 0, 0, 0, 830.028, 0, 448.9271, 0, 336.1196, 126.9379, 479.5438, 0, 0
1.7, 1602.955, 348.2943, 71.19067, 103.4189, 0, 89.98728, 0, 56.08775, 622.3138, 115.7218, 0, -3.814697e-06, 90.60605, 0, 522.3541, 3.814697e-06, 472.0115, 0, 0, 0, 920.8735, 0, 426.7039, 0, 322.2499, 121.1762, 457.6932, 0, 0
1.8, 1529.65, 464.0404, 67.3121, 98.30791, 0, 85.53622, 0, 53.2961, 594.4578, 171.4948, 0, -3.814697e-06, 86.47595, 0, 633.2623, 3.814697e-06, 560.5845, 0, 0, 0, 953.5032, 0, 405.5807, 0, 339.2214, 115.6759, 436.8383, 0, 0
1.9, 1459.698, 442.6191, 63.64485, 93.44949, 0, 81.30534, 0, 50.64341, 567.8488, 179.7306, 0, -3.814697e-06, 82.53413, 0, 604.1801, 3.814697e-06, 533.7544, 0, 0, 0, 921.2183, 0, 385.5033, 0, 427.6526, 110.4253, 499.7591, 0, 0
2, 1768.352, 422.1868, 60.1774, 88.83118, 0, 77.28371, 0, 48.12275, 589.1002, 170.0213, 0, -3.814697e-06, 78.77197, 0, 576.4333, 7.629395e-06, 528.4805, 0, 0, 0, 898.3603, 0, 366.4197, 0, 410.0059, 105.413, 476.9874, 0, 0
2.1, 1756.673, 402.6976, 56.89885, 84.44111, 0, 177.7574, 0, 45.72755, 562.731, 160.8365, 0, -3.814697e-06, 199.2271, 0, 549.9609, 3.814697e-06, 553.1216, 0, 0, 0, 854.9833, 0, 425.2831, 0, 453.5716, 100.6283, 484.6074, 0, 0
2.2, 1802.697, 384.1081, 53.79892, 80.268, 0, 168.9649, 0, 43.45156, 537.5421, 298.3292, 0, -5.722046e-06, 200.6411, 0, 573.2087, 3.814697e-06, 563.3087, 0, 0, 0, 870.5982, 0, 404.2303, 0, 448.6251, 144.3219, 462.5261, 0, 0
2.3, 1741.591, 451.77, 50.86787, 76.30113, 0, 253.1249, 0, 41.28886, 513.4807, 282.213, 0, -5.722046e-06, 191.4953, 0, 560.949, 3.814697e-06, 536.3483, 0, 0, 0, 1030.652, 0, 384.2197, 0, 430.113, 203.7403, 441.451, 0, 0
2.4, 1927.308, 430.9152, 48.09652, 72.5303, 0, 251.5376, 0, 39.2338, 517.0132, 266.9674, 0, -5.722046e-06, 182.7663, 0, 535.1877, 3.814697e-06, 510.6782, 0, 0, 0, 1036.337, 0, 515.0676, 0, 412.3648, 310.612, 462.4305, 0, 0
2.5, 1839.17, 411.0231, 45.47615, 68.94583, 0, 269.1248, 0, 37.28103, 530.3187, 252.5454, 0, -5.722046e-06, 174.4353, 0, 627.1116, 5.722046e-06, 591.8289, 0, 0, 0, 986.298, 0, 489.5702, 0, 416.3821, 296.5132, 441.3597, 0, 0
2.6, 1938.299, 392.0493, 42.99855, 65.5385, 0, 255.813, 0, 35.42545, 622.6521, 278.1306, 0, -3.814697e-06, 166.484, 0, 598.3119, 5.722046e-06, 563.5034, 0, 0, 0, 1230.14, 0, 465.335, 0, 495.4122, 283.0543, 421.249, 0, 0
2.7, 1940.328, 373.9513, 40.65593, 62.29955, 0, 319.8949, 0, 33.66223, 594.781, 263.1056, 0, -3.814697e-06, 158.8952, 0, 570.8347, 5.722046e-06, 604.063, 0, 0, 0, 1170.743, 0, 442.2994, 0, 486.2083, 270.2063, 464.8687, 0, 0
2.8, 1851.595, 356.6888, 38.44094, 59.22068, 0, 304.0719, 0, 31.98677, 568.1575, 248.8922, 0, -3.814697e-06, 225.2102, 0, 544.6194, 5.722046e-06, 575.152, 0, 0, 0, 1114.214, 0, 420.4043, 0, 466.1453, 257.9415, 443.6868, 0, 0
2.9, 1831.169, 340.2232, 36.34662, 56.29397, 0, 289.0316, 0, 30.3947, 542.7256, 235.4467, 0, -3.814697e-06, 263.8355, 0, 519.608, 5.722046e-06, 547.6248, 0, 0, 0, 1098.054, 0, 567.7046, 0, 446.9102, 246.2334, 705.4418, 0, 0
3, 1895.255, 324.5177, 34.36641, 53.5119, 0, 274.7351, 0, 203.1683, 518.4323, 295.699, 0, -3.814697e-06, 266.9226, 0, 528.6513, 5.722046e-06, 572.0569, 0, 0, 0, 1059.914, 0, 539.6015, 0, 457.0442, 348.8326, 673.2982, 0, 0
3.1, 1959.467, 309.5372, 151.1422, 50.86732, 0, 261.1459, 0, 193.0561, 495.2263, 279.7249, 0, -3.814697e-06, 254.7555, 0, 504.3733, 3.814697e-06, 544.6778, 0, 0, 0, 1150.466, 0, 512.8896, 0, 484.8026, 332.9988, 642.6191, 0, 0
3.2, 1876.469, 295.2482, 183.8015, 48.35344, 0, 248.2288, 0, 183.4471, 473.059, 356.2523, 0, -3.814697e-06, 243.143, 0, 512.0374, 3.814697e-06, 586.0992, 0, 0, 0, 1094.916, 0, 595.9604, 0, 464.7977, 317.8838, 661.0381, 0, 0
3.3, 2014.325, 407.1759, 173.7877, 45.96379, 0, 235.9506, 0, 174.3165, 451.8839, 337.007, 0, -5.722046e-06, 232.0598, 0, 576.4261, 3.814697e-06, 558.048, 0, 0, 0, 1042.049, 0, 566.4586, 0, 445.6183, 303.4549, 630.9177, 0, 0
3.4, 1922.208, 388.3797, 164.3195, 43.69225, 0, 224.2797, 0, 236.0675, 431.6568, 415.341, 0, -3.814697e-06, 221.4819, 0, 549.954, 1.907349e-06, 531.3393, 0, 0, 0, 1201.491, 0, 538.4172, 0, 427.2302, 289.6809, 602.1697, 0, 0
3.5, 2051.97, 370.4511, 155.3672, 41.53297, 0, 213.1862, 0, 224.3178, 412.335, 392.9037, 0, -3.814697e-06, 239.9049, 0, 569.555, 1.907349e-06, 505.9089, 0, 0, 0, 1151.295, 0, 590.1832, 0, 475.2448, 276.5321, 630.061, 0, 0
3.6, 1958.131, 353.3502, 146.9025, 39.4804, 0, 202.6413, 0, 213.1529, 487.5927, 371.6784, 0, -3.814697e-06, 228.9693, 0, 543.3984, 1.907349e-06, 481.6957, 0, 0, 0, 1095.705, 0, 560.9674, 0, 455.6343, 263.9802, 780.6726, 0, 0
3.7, 1945.004, 337.0387, 138.8991, 37.52926, 0, 192.618, 0, 202.5437, 465.7672, 351.5997, 0, -3.814697e-06, 274.1146, 0, 575.5521, 1.907349e-06, 458.6413, 0, 0, 0, 1293.557, 0, 710.5314, 0, 436.8329, 251.998, 745.101, 0, 0
3.8, 1864.583, 321.4802, 131.3317, 35.67456, 0, 183.0905, 0, 192.4626, 519.9754, 346.2984, 0, -3.814697e-06, 336.3033, 0, 591.144, 9.536743e-07, 489.4643, 0, 0, 0, 1313.331, 0, 675.358, 0, 571.675, 240.5597, 763.1599, 0, 0
3.9, 1867.479, 338.668, 159.9958, 33.9115, 0, 174.0343, 0, 182.8832, 496.7003, 327.5909, 0, -3.814697e-06, 320.9736, 0, 704.5504, 0, 498.8447, 0, 0, 0, 1249.917, 0, 794.4373, 0, 548.0854, 229.6406, 728.3863, 0, 0
4, 1967.401, 323.0342, 151.2791, 32.23558, 0, 165.426, 0, 173.7806, 474.4671, 565.9056, 0, -2.861023e-06, 306.3427, 0, 781.5182, 0, 474.9695, 0, 0, 0, 1189.565, 0, 755.1103, 0, 525.4692, 219.217, 695.1971, 0, 0
4.1, 2087.027, 308.1222, 224.3245, 30.64249, 0, 157.2435, 0, 165.1311, 453.2291, 535.3345, 0, -2.861023e-06, 292.3787, 0, 834.9857, 0, 668.0232, 0, 0, 0, 1159.446, 0, 717.73, 0, 503.7862, 323.2367, 663.5203, 0, 0
4.2, 2078.025, 311.7501, 281.3893, 29.12812, 0, 149.4657, 0, 156.9121, 432.9417, 506.415, 0, -3.814697e-06, 416.879, 0, 796.6395, -9.536743e-07, 818.5696, 0, 0, 0, 1103.463, 0, 682.2002, 0, 482.9979, 324.7662, 633.2867, 0, 0
4.3, 1982.995, 297.359, 266.0588, 27.68859, 0, 142.0727, 0, 216.8177, 453.3012, 559.3634, 0, -2.861023e-06, 397.8764, 0, 760.0542, -9.536743e-07, 1044.635, 0, 0, 0, 1158.756, 0, 648.4293, 0, 463.0675, 454.0881, 604.4308, 0, 0
4.4, 1892.31, 374.9201, 282.1095, 26.32021, 0, 334.3537, 0, 206.0261, 618.3243, 637.5189, 0, -2.861023e-06, 379.7401, 0, 869.0738, -9.536743e-07, 994.6383, 0, 0, 0, 1266.509, 0, 616.33, 0, 443.9594, 433.4768, 576.8898, 0, 0
4.5, 1824.188, 357.6129, 276.9043, 25.01946, 0, 317.8155, 0, 292.5092, 590.647, 616.5047, 0, -3.814697e-06, 494.0166, 0, 829.162, -9.536743e-07, 947.0341, 0, 0, 0, 1257.852, 0, 678.3341, 0, 425.6399, 413.801, 651.8873, 0, 0
4.6, 1792.946, 650.5389, 390.5323, 23.78299, 0, 302.0953, 0, 321.3793, 564.2085, 823.5769, 0, -2.861023e-06, 471.4979, 0, 791.0832, -9.536743e-07, 1219.771, 0, 0, 0, 1197.117, 0, 817.206, 0, 408.0762, 395.0184, 761.3546, 0, 0
4.7, 1735.871, 620.5084, 369.2555, 22.60763, 0, 287.1527, 0, 305.3834, 605.017, 995.3185, 0, -3.814697e-06, 478.1973, 0, 849.5728, -9.536743e-07, 1326.823, 0, 0, 0, 1248.494, 0, 776.7518, 0, 391.2373, 377.0883, 969.2294, 0, 0
4.8, 1656.488, 591.8643, 349.138, 21.49035, 0, 272.9492, 0, 464.5315, 633.8854, 1131.229, 0, -3.33786e-06, 456.3997, 0, 810.5566, -9.536743e-07, 1479.867, 0, 0, 0, 1274.824, 0, 738.3002, 0, 375.0933, 359.972, 925.0662, 0, 0
4.9, 1832.539, 564.5424, 330.1165, 20.42829, 0, 259.4483, 0, 441.4105, 605.5115, 1070.119, 0, -2.384186e-06, 457.6461, 0, 773.3322, 0, 1409.039, 0, 0, 0, 1383.911, 0, 701.7521, 0, 359.6154, 343.6327, 882.9152, 0, 0
5, 1748.735, 538.4817, 312.1313, 19.41872, 0, 246.6152, 0, 419.4403, 677.8226, 1104.166, 0, -2.384186e-06, 436.7853, 0, 762.9422, 0, 1341.601, 0, 0, 0, 1317.089, 0, 667.0133, 0, 344.7762, 328.035, 890.2422, 0, 0
5.1, 1668.763, 513.6241, 295.1259, 18.45904, 0, 234.4168, 0, 398.5637, 732.9135, 1044.518, 0, -1.907349e-06, 466.2527, 0, 864.2725, 9.536743e-07, 1529.468, 0, 0, 0, 1274.598, 0, 633.9941, 0, 330.5493, 313.1453, 849.6781, 0, 0
5.2, 1592.449, 489.914, 311.2885, 17.54678, 0, 222.8218, 0, 378.7261, 876.1663, 988.0911, 0, -1.907349e-06, 513.0996, 0, 824.5812, 4.768372e-07, 1456.266, 0, 0, 0, 1213.055, 0, 763.0435, 0, 316.9095, 298.9315, 1016.379, 0, 0
5.3, 1562.395, 467.2984, 294.329, 82.81656, 0, 211.8004, 0, 359.8759, 836.9474, 1031.841, 0, -1.907349e-06, 489.7111, 0, 786.7128, 4.768372e-07, 1386.568, 0, 0, 0, 1154.483, 0, 725.2706, 0, 303.8326, 285.3628, 970.0673, 0, 0
5.4, 1622.675, 445.7267, 324.395, 78.72372, 0, 201.3241, 0, 341.9639, 799.484, 1005.498, 0, -1.907349e-06, 467.3886, 0, 823.0297, 9.536743e-07, 1427.327, 0, 0, 0, 1192.015, 0, 689.3674, 0, 291.2952, 272.41, 925.8659, 0, 0
5.5, 1602.532, 425.1509, 306.7215, 74.83318, 0, 191.3659, 0, 324.9434, 763.6976, 989.7226, 0, -1.430511e-06, 446.0836, 0, 785.2325, 4.768372e-07, 1359.014, 0, 0, 0, 1134.459, 0, 655.2417, 0, 279.2751, 260.0452, 883.6785, 0, 0
5.6, 1556.818, 405.5249, 290.0108, 71.1349, 0, 181.9004, 0, 308.7701, 729.5131, 936.2563, 0, -1.430511e-06, 425.7498, 0, 749.1711, 4.768372e-07, 1345.527, 0, 0, 0, 1114.562, 0, 622.8052, 0, 267.7512, 248.2416, 843.4135, 0, 0
5.7, 1485.623, 386.8049, 274.2106, 67.61938, 0, 172.903, 0, 293.4018, 696.8587, 885.6783, 0, -1.430511e-06, 406.3429, 0, 714.7659, 4.768372e-07, 1281.129, 0, 0, 0, 1074.961, 0, 591.9745, 0, 256.7027, 236.9738, 804.983, 0, 0
5.8, 1417.684, 368.9491, 259.2712, 64.27761, 0, 164.3507, 0, 278.7984, 665.666, 837.8326, 0, -1.430511e-06, 387.8206, 0, 773.656, 0, 1219.813, 0, 0, 0, 1167.147, 0, 562.67, 0, 246.1101, 226.2174, 768.3037, 0, 0
5.9, 1562.533, 414.7063, 245.1458, 172.1701, 0, 156.2214, 0, 264.9218, 635.8695, 792.5716, 0, -9.536743e-07, 447.1418, 0, 738.1263, 0, 1161.432, 0, 0, 0, 1110.792, 0, 534.8161, 0, 235.9546, 215.9493, 733.2958, 0, 0
6, 1672.624, 395.5625, 231.7899, 163.6613, 0, 148.4942, 0, 251.736, 607.4068, 905.9377, 0, -1.430511e-06, 426.7598, 0, 704.2282, 0, 1105.844, 0, 0, 0, 1181.085, 0, 508.3411, 0, 226.2181, 206.1472, 699.8829, 0, 0
6.1, 1596.133, 377.3023, 219.1617, 155.5732, 0, 141.1492, 0, 239.2064, 580.2181, 865.1614, 0, -1.430511e-06, 450.5638, 0, 830.9912, 0, 1104.415, 0, 0, 0, 1124.057, 0, 483.1767, 0, 216.8834, 196.7901, 839.1763, 0, 0
6.2, 1757.403, 378.7198, 244.502, 147.8847, 0, 134.1675, 0, 227.3004, 554.2464, 837.0692, 0, -1.430511e-06, 443.3182, 0, 792.8284, -4.768372e-07, 1051.557, 0, 0, 0, 1302.645, 0, 459.2579, 0, 207.9339, 187.8577, 800.939, 0, 0
6.3, 1677.035, 383.6888, 284.2818, 140.5762, 0, 127.5312, 0, 215.9871, 529.4373, 791.8494, 0, -1.192093e-06, 423.1104, 0, 756.4182, 0, 1001.228, 0, 0, 0, 1282.644, 0, 436.5233, 0, 199.3537, 179.3307, 792.3379, 0, 0
6.4, 1932.618, 443.6317, 268.7938, 133.6288, 0, 121.2231, 0, 205.2368, 505.7386, 749.0724, 0, -1.192093e-06, 403.8239, 0, 721.6801, -4.768372e-07, 953.3087, 0, 0, 0, 1220.712, 0, 414.9141, 0, 191.1276, 171.1908, 756.2348, 0, 0
6.5, 1844.238, 508.6208, 254.1495, 127.0248, 0, 115.227, 0, 195.0216, 483.1008, 744.8159, 0, -9.536743e-07, 385.4164, 0, 688.5373, -4.768372e-07, 984.0266, 0, 0, 0, 1161.77, 0, 517.9877, 0, 183.2409, 163.4203, 721.7767, 0, 0
6.6, 1759.899, 485.1416, 240.3031, 120.7472, 0, 109.5275, 0, 185.3149, 461.4763, 704.5798, 0, -7.152557e-07, 367.8479, 0, 656.9166, -4.768372e-07, 963.3042, 0, 0, 0, 1105.674, 0, 588.3286, 0, 175.6796, 156.0026, 688.8887, 0, 0
6.7, 1687.622, 462.7463, 227.2111, 223.3533, 0, 104.1099, 0, 176.0913, 440.8197, 692.4833, 0, -9.536743e-07, 351.0803, 0, 626.748, -2.384186e-07, 917.1996, 0, 0, 0, 1196.65, 0, 690.6947, 0, 168.4304, 148.9216, 657.4993, 0, 0
6.8, 1618.151, 441.3849, 214.8323, 212.3151, 0, 98.96031, 0, 167.3267, 421.0878, 655.0743, 0, -7.152557e-07, 347.124, 0, 597.965, -2.384186e-07, 956.4891, 0, 0, 0, 1225.246, 0, 656.5032, 0, 161.4803, 142.1619, 627.5402, 0, 0
6.9, 1668.755, 421.0095, 203.1279, 201.8224, 0, 94.06542, 0, 158.9984, 402.2391, 792.8002, 0, -7.152557e-07, 331.301, 0, 570.5037, -2.384186e-07, 910.7106, 0, 0, 0, 1299.28, 0, 624.0043, 0, 298.158, 135.7091, 598.9461, 0, 0
7, 1618.399, 401.5746, 192.0612, 221.6197, 0, 89.41265, 0, 151.0846, 384.2341, 749.9719, 0, -4.768372e-07, 334.2787, 0, 544.3036, -2.384186e-07, 974.5939, 0, 0, 0, 1273.327, 0, 593.1143, 0, 285.8548, 129.5492, 571.6549, 0, 0
7.1, 1797.734, 383.037, 217.5061, 210.6671, 0, 84.99002, 0, 143.5648, 367.0351, 769.7141, 0, -4.768372e-07, 319.0413, 0, 519.3068, -2.384186e-07, 927.949, 0, 0, 0, 1211.845, 0, 563.7533, 0, 274.0593, 123.6689, 642.1192, 0, 0
7.2, 1722.131, 365.355, 241.8063, 228.1412, 0, 80.78615, 0, 136.4192, 350.6059, 807.7527, 0, -2.384186e-07, 304.4985, 0, 557.6011, 0, 883.5366, 0, 0, 0, 1310.574, 0, 535.8458, 0, 262.7505, 118.0555, 612.8608, 0, 0
7.3, 1695.874, 348.4894, 228.6324, 216.8663, 0, 76.79021, 0, 129.6292, 334.9121, 955.0065, 0, -2.384186e-07, 290.6186, 0, 591.2039, -2.384186e-07, 920.2293, 0, 0, 0, 1247.293, 0, 509.3198, 0, 265.5026, 112.6969, 584.9357, 0, 0
7.4, 1712.355, 332.4023, 284.5891, 206.1487, 0, 72.99192, 0, 289.4966, 319.9208, 903.4155, 0, -3.576279e-07, 277.3713, 0, 564.0532, -2.384186e-07, 992.0029, 0, 0, 0, 1187.068, 0, 580.7468, 0, 313.7641, 274.1616, 646.5743, 0, 0
7.5, 1634.047, 317.0578, 269.0843, 195.9608, 0, 69.38151, 0, 275.0875, 305.6005, 854.6116, 0, -2.384186e-07, 327.197, 0, 538.1494, -2.384186e-07, 944.5248, 0, 0, 0, 1271.103, 0, 570.8828, 0, 300.817, 261.7173, 617.113, 0, 0
7.6, 1559.32, 302.4216, 254.4242, 186.2763, 0, 65.94968, 0, 261.3957, 567.0934, 808.4442, 0, -2.384186e-07, 312.2824, 0, 513.4351, -2.384186e-07, 899.319, 0, 0, 0, 1307.586, 0, 614.9371, 0, 288.404, 520.2514, 588.994, 0, 0
7.7, 1488.011, 288.4611, 240.5628, 177.0705, 0, 62.6876, 0, 248.3853, 601.7282, 764.7708, 0, -2.384186e-07, 390.4576, 0, 489.8559, 0, 856.2769, 0, 0, 0, 1452.132, 0, 584.4959, 0, 383.02, 496.6369, 562.1563, 0, 0
7.8, 1602.891, 275.145, 227.4566, 168.3196, 0, 59.58687, 0, 236.0225, 595.5546, 723.4567, 0, -1.192093e-07, 385.6822, 0, 467.3595, 0, 815.2947, 0, 0, 0, 1382.016, 0, 700.533, 0, 367.2151, 474.0943, 536.5415, 0, 0
7.9, 1615.037, 262.4437, 215.0645, 160.0012, 0, 56.63952, 0, 224.2751, 730.8113, 684.3745, 0, -2.384186e-07, 368.1017, 0, 445.8963, 0, 776.2739, 0, 0, 0, 1315.286, 0, 665.8545, 0, 352.0623, 452.5749, 512.0938, 0, 0
8, 1652.517, 320.4665, 203.3474, 152.0939, 0, 53.83795, 0, 213.1123, 698.0988, 647.4034, 0, -2.384186e-07, 351.3225, 0, 425.4187, -2.384186e-07, 739.1208, 0, 0, 0, 1251.778, 0, 632.8927, 0, 337.5348, 432.0323, 488.7601, 0, 0
8.1, 1673.142, 305.6729, 192.2688, 144.5773, 0, 51.17495, 0, 202.5051, 666.8506, 708.0271, 0, -2.384186e-07, 335.3082, 0, 405.8816, -2.384186e-07, 703.7458, 0, 0, 0, 1191.336, 0, 601.5626, 0, 349.7017, 412.4221, 466.4896, 0, 0
8.199999999999999, 1630.051, 291.5623, 181.7937, 137.4323, 0, 48.64368, 0, 192.4259, 718.1119, 669.7784, 0, -3.576279e-07, 320.0238, 0, 464.4452, -2.384186e-07, 670.0639, 0, 0, 0, 1133.812, 0, 571.7834, 0, 362.8695, 393.702, 445.2339, 0, 0
8.300000000000001, 1832, 278.1031, 171.8894, 130.6403, 0, 46.23761, 0, 182.8484, 685.9679, 633.5959, 0, -3.576279e-07, 305.4362, 0, 443.1158, -1.192093e-07, 637.9941, 0, 0, 0, 1163.725, 0, 543.4785, 0, 347.896, 375.8317, 424.9466, 0, 0
8.4, 1748.22, 321.3032, 162.5246, 124.184, 0, 43.95055, 0, 173.7475, 718.6934, 599.3682, 0, -3.576279e-07, 291.5135, 0, 484.0815, -2.384186e-07, 607.4591, 0, 0, 0, 1107.535, 0, 516.5746, 0, 333.5404, 358.7725, 405.5838, 0, 0
8.5, 1710.582, 359.271, 153.67, 118.0468, 0, 41.77662, 0, 165.0996, 686.5233, 566.9893, 0, -3.576279e-07, 278.2255, 0, 461.8503, -2.384186e-07, 578.3856, 0, 0, 0, 1162.929, 0, 491.0026, 0, 319.7772, 342.4876, 387.1033, 0, 0
8.6, 1789.016, 342.6862, 145.2979, 165.4465, 0, 39.71022, 0, 156.8822, 655.7932, 536.3597, 0, -2.384186e-07, 265.5432, 0, 440.6401, -2.384186e-07, 550.7036, 0, 0, 0, 1106.778, 0, 466.6965, 0, 306.5819, 326.9419, 421.5913, 0, 0
8.699999999999999, 1911.74, 326.8669, 137.3818, 192.243, 0, 37.74603, 0, 149.0737, 778.5638, 507.3847, 0, -2.384186e-07, 253.4389, 0, 420.4039, -2.384186e-07, 524.3464, 0, 0, 0, 1053.337, 0, 443.5936, 0, 293.9311, 312.1018, 450.7741, 0, 0
8.800000000000001, 1824.314, 311.778, 129.8971, 182.7423, 0, 35.87899, 0, 141.6539, 753.2072, 552.5463, 0, -2.384186e-07, 241.8864, 0, 401.097, -2.384186e-07, 499.2507, 0, 0, 0, 1002.477, 0, 421.6344, 0, 281.8023, 297.9353, 430.2344, 0, 0
8.9, 1869.092, 453.3487, 122.8201, 280.0637, 0, 34.1043, 0, 134.6035, 815.4086, 522.6969, 0, -2.384186e-07, 304.9813, 0, 425.9915, -2.384186e-07, 475.3562, 0, 0, 0, 954.0728, 0, 510.4086, 0, 270.174, 284.4119, 417.9184, 0, 0
9, 1783.616, 432.421, 116.1287, 484.2115, 0, 32.41739, 0, 127.9039, 1211.922, 525.0618, 112.2825, -2.384186e-07, 480.2723, 0, 439.4268, -2.384186e-07, 452.6052, 0, 0, 0, 908.0056, 150.648, 783.61, 0, 259.0255, 271.5023, 456.8972, 0, 0
9.1, 1713.65, 412.4594, 299.7954, 637.8747, 0, 30.81393, 0, 242.2589, 1299.941, 496.6972, 107.0298, -2.980232e-07, 490.8855, 0, 419.2463, 329.9291, 430.9431, 0, 0, 0, 864.1628, 143.5182, 783.0769, 0, 472.1011, 259.1786, 810.5999, 0, 0
9.199999999999999, 2011.503, 393.4193, 283.4621, 734.923, 0, 29.28977, 0, 309.7036, 1356.364, 469.8648, 102.0227, -2.980232e-07, 671.1337, 0, 538.0613, 495.1668, 410.3178, 0, 0, 0, 822.437, 136.7257, 1039.103, 0, 693.5555, 247.4144, 773.6646, 0, 0
