 , C003, C006, C008, C012, C013, C014, C017, C019, C023, C025, C028, C031, C037, C039, C042, C060, C076, C077, C088, C089, C094, C099, C100, C107, C109, C114, C115, C136, C139
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
170.9, 316.8159, 849.9031, 9.841381e-05, 238.5764, 392.7378, 401.0415, 1103.303, 0.6879759, 1382, 6.012504, 0.7887737, 1080.888, 26.84687, 224.7633, 1250.367, 481.4728, 0.001175443, 1194.972, 39.457, 1137.247, 7.255343e-08, 11.63649, 8.985035e-05, 279.6147, 7.541589, 1.011994, 6.10189e-07, 403.4799, 1036.738
171, 302.3275, 836.3191, 9.305209e-05, 226.7859, 375.7374, 555.0888, 1055.7, 0.6537335, 1386.603, 5.687699, 0.7518735, 1107.38, 25.62311, 213.9505, 1298.67, 458.9149, 0.001119185, 1242.815, 37.7924, 1093.323, 6.90502e-08, 11.08576, 8.540248e-05, 267.8972, 7.230392, 0.9660589, 5.823856e-07, 384.9158, 992.4338
171.1, 288.5018, 933.9026, 8.798249e-05, 249.3054, 359.4729, 732.8694, 1101.711, 0.6211954, 1702.951, 5.380441, 0.7166996, 1254.281, 24.45513, 203.658, 1415.271, 437.4139, 0.00106562, 1190.605, 36.19803, 1048.731, 6.571614e-08, 10.56109, 8.11748e-05, 256.6707, 6.932037, 0.922209, 5.55849e-07, 367.2059, 1213.341
171.2, 275.3083, 890.7914, 8.318908e-05, 321.3687, 343.9124, 696.6194, 1073.91, 0.5902769, 1730.762, 5.089781, 0.6831712, 1265.668, 23.3404, 251.6315, 1387.021, 416.9202, 0.001014619, 1280.074, 34.67091, 1005.958, 6.254305e-08, 10.06126, 7.715641e-05, 245.9147, 6.645993, 0.8803494, 5.305216e-07, 350.3108, 1161.49
171.3, 262.7181, 1002.713, 7.865682e-05, 310.9172, 329.0255, 662.1624, 1027.575, 0.5608972, 1653.29, 4.814823, 0.6512113, 1200.489, 22.27647, 239.5262, 1637.52, 397.3867, 0.0009660582, 1226.299, 33.20823, 1039.431, 5.952318e-08, 9.585077, 7.333693e-05, 235.6095, 6.371753, 0.8403898, 5.063482e-07, 334.193, 1111.854
171.4, 250.7038, 992.6914, 7.437148e-05, 342.632, 314.783, 629.4098, 1091.891, 0.5329798, 1688.852, 4.554719, 0.6207466, 1138.667, 21.26105, 276.7623, 1656.186, 378.7683, 0.0009198218, 1216.631, 31.80725, 997.0369, 5.664912e-08, 9.131434, 6.970653e-05, 409.3016, 6.108829, 0.8022441, 4.832763e-07, 318.8168, 1064.34
171.5, 274.1242, 956.4575, 7.031962e-05, 352.9911, 301.157, 686.5865, 1059.921, 0.506452, 1784.856, 4.308666, 0.591707, 1349.271, 20.2919, 263.448, 1580.126, 361.0223, 0.0008757983, 1222.682, 30.46537, 956.3723, 5.391383e-08, 8.699262, 6.625585e-05, 404.8531, 5.856753, 0.7658297, 4.612556e-07, 304.1481, 1018.856
171.6, 477.1433, 912.3051, 6.648851e-05, 335.5461, 288.1209, 745.0389, 1014.19, 0.4812446, 1733.475, 4.075905, 0.5640259, 1309.619, 19.36694, 250.7742, 1599.064, 344.1077, 0.0008338819, 1171.318, 29.1801, 945.1282, 5.131062e-08, 8.287543, 6.297599e-05, 597.5967, 5.61508, 0.7310683, 4.402384e-07, 290.1543, 975.3165
171.7, 455.323, 1117.496, 6.286612e-05, 318.9633, 275.649, 787.122, 970.4313, 0.4572917, 1655.881, 3.855719, 0.5376399, 1310.854, 18.48414, 238.7102, 1525.628, 327.9856, 0.0007939716, 1122.111, 27.94906, 906.5807, 4.88331e-08, 7.89531, 5.985849e-05, 572.554, 5.383379, 0.6978847, 4.201788e-07, 276.8043, 933.6371
171.8, 434.5006, 1065.91, 5.944109e-05, 303.2, 263.717, 748.1885, 1065.208, 0.4345311, 1612.476, 3.647427, 0.5124882, 1263.938, 17.64157, 227.2265, 1644.084, 312.6189, 0.0007559714, 1139.185, 26.76995, 924.6755, 4.647521e-08, 7.521641, 5.689531e-05, 548.5606, 5.161239, 0.6662074, 4.010332e-07, 264.0685, 893.739
171.9, 414.6304, 1016.705, 5.620265e-05, 288.2158, 252.3015, 711.1807, 1019.249, 0.4129033, 1540.298, 3.450387, 0.4885131, 1198.848, 16.83742, 216.2952, 1634.134, 297.9721, 0.00071979, 1163.099, 25.64059, 886.9622, 4.423116e-08, 7.165657, 5.407882e-05, 525.5728, 4.948266, 0.6359679, 3.8276e-07, 251.9188, 855.5458
172, 395.6689, 1000.168, 5.314065e-05, 273.9721, 241.3802, 676.0035, 984.1647, 0.392352, 1471.352, 3.263992, 0.4656597, 1189.146, 16.06992, 205.8898, 1660.741, 284.0115, 0.0006853402, 1114.238, 24.55887, 930.6912, 4.209548e-08, 6.826521, 5.140176e-05, 503.5482, 4.74408, 0.6071009, 3.653194e-07, 240.328, 818.9847
172.1, 377.5746, 1019.209, 5.024548e-05, 260.4323, 230.9315, 642.5662, 941.7019, 0.3728236, 1405.491, 3.087666, 0.4438753, 1127.908, 15.33741, 195.985, 1792.42, 270.705, 0.0006525393, 1087.728, 23.52279, 892.7325, 4.006291e-08, 6.503435, 4.885721e-05, 482.4466, 4.54832, 0.5795442, 3.486736e-07, 229.2706, 783.9861
172.2, 360.3077, 1113.723, 4.750803e-05, 277.0724, 220.9352, 610.7829, 1041.234, 0.3542672, 1514.471, 2.920866, 0.4231101, 1069.823, 14.63828, 186.5567, 1773.069, 258.022, 0.0006213082, 1042.033, 22.53041, 856.322, 3.812848e-08, 6.195641, 4.643863e-05, 462.2293, 4.360638, 0.5532384, 3.327861e-07, 218.7218, 914.8561
172.3, 384.0075, 1062.311, 4.491973e-05, 263.3794, 211.3716, 580.5717, 996.3087, 0.3366344, 1446.68, 2.763076, 0.4033163, 1014.729, 13.97102, 177.582, 1715.081, 245.9332, 0.0005915719, 998.2582, 21.5799, 857.9211, 3.628746e-08, 5.902413, 4.413978e-05, 442.8592, 4.1807, 0.5281266, 3.176226e-07, 208.6585, 875.7605
172.4, 401.0363, 1072.117, 4.247244e-05, 250.3631, 202.222, 551.8547, 953.3219, 0.3198792, 1468.959, 2.613811, 0.3844485, 962.4727, 13.33418, 169.039, 1726.809, 234.4107, 0.0005632587, 956.322, 20.6695, 822.9304, 3.453533e-08, 5.623064, 4.195473e-05, 424.3008, 4.008188, 0.5041546, 3.031501e-07, 199.0581, 838.3356
172.5, 382.6965, 1022.626, 4.015848e-05, 237.99, 193.4684, 524.5583, 943.4958, 0.3039579, 1403.206, 2.472609, 0.3664634, 1061.465, 12.72637, 160.9069, 1647.506, 223.4281, 0.0005363006, 1111.096, 19.7975, 789.3668, 3.28678e-08, 5.356936, 3.987784e-05, 406.5201, 3.842794, 0.4812708, 2.89337e-07, 189.8995, 802.5101
172.6, 365.1954, 975.4187, 3.797059e-05, 226.2285, 185.0938, 498.612, 902.7877, 0.2888291, 1384.602, 2.339035, 0.3493196, 1082.309, 12.14627, 153.1661, 1571.845, 212.9601, 0.0005106328, 1064.42, 18.96228, 820.2139, 3.128079e-08, 5.103403, 3.790377e-05, 389.4846, 3.684224, 0.4594256, 2.761532e-07, 181.1622, 850.019
172.7, 348.4946, 930.391, 3.59019e-05, 215.0482, 177.0816, 473.949, 904.8338, 0.2744533, 1322.625, 2.212676, 0.3329779, 1026.573, 11.5926, 145.7977, 1543.882, 202.9825, 0.0004861935, 1019.704, 18.16231, 917.6832, 2.97704e-08, 4.861869, 3.602742e-05, 373.1629, 3.532198, 0.438572, 2.635702e-07, 172.827, 845.9977
172.8, 372.6435, 887.4419, 3.394592e-05, 204.4204, 169.4163, 450.506, 928.1562, 0.2607931, 1263.422, 2.093144, 0.3174006, 973.7064, 11.06418, 138.7838, 1472.98, 193.4724, 0.0004629238, 1019.514, 17.39608, 880.255, 2.833295e-08, 4.631766, 3.424395e-05, 357.5252, 3.386446, 0.418665, 2.515606e-07, 164.8752, 944.5275
172.9, 355.6021, 846.4754, 3.20965e-05, 194.3179, 162.0828, 483.601, 915.9904, 0.2478127, 1239.821, 1.980069, 0.3025521, 1076.69, 10.55984, 132.1073, 1466.784, 184.4078, 0.0004407679, 1092.423, 16.66218, 933.0727, 2.69649e-08, 4.412554, 3.254877e-05, 342.5428, 3.246707, 0.3996616, 2.400981e-07, 157.2893, 972.0195
173, 339.34, 905.0535, 3.034784e-05, 184.7146, 155.0667, 542.1664, 973.8313, 0.2354784, 1184.324, 121.0512, 0.2883982, 1047.547, 10.07849, 125.7519, 1399.423, 175.768, 0.0004196724, 1094.294, 15.95924, 945.2238, 2.566291e-08, 4.203717, 3.093751e-05, 328.1883, 3.112735, 0.3815207, 2.29158e-07, 150.0524, 1096.47
173.1, 323.8217, 984.842, 2.869444e-05, 175.586, 148.3544, 515.3492, 931.8143, 0.223758, 1222.24, 276.3214, 0.2749064, 1128.019, 9.619084, 164.0739, 1335.155, 167.5329, 0.0003995865, 1253.65, 15.28595, 948.7116, 2.442378e-08, 4.004763, 2.940601e-05, 314.4353, 2.984291, 0.3642033, 2.187163e-07, 143.1485, 1181.642
173.2, 309.0129, 947.6716, 2.713113e-05, 226.1957, 141.9326, 489.8584, 891.6102, 0.212621, 1167.53, 261.394, 0.2620459, 1069.928, 9.180618, 213.8432, 1297.803, 159.6837, 0.0003804619, 1606.224, 14.64107, 947.4113, 2.324449e-08, 3.815226, 2.795032e-05, 301.2586, 2.861147, 0.3476719, 2.087505e-07, 136.5623, 1318.911
173.3, 294.8814, 971.8549, 2.565299e-05, 215.017, 135.7888, 465.6284, 853.1408, 0.2020382, 1318.557, 247.2731, 0.2497869, 1014.829, 8.762138, 203.5557, 1393.468, 152.2022, 0.0003622527, 1630.296, 57.56499, 927.4082, 2.212213e-08, 3.634659, 2.65667e-05, 288.6342, 2.743084, 0.3318909, 1.992387e-07, 130.2791, 1262.548
173.4, 281.3962, 1013.862, 2.425538e-05, 204.3908, 129.9109, 442.597, 816.3312, 0.1919823, 1259.536, 233.9151, 0.2381015, 962.5676, 8.362734, 193.7632, 1329.474, 145.0712, 0.0003449149, 1561.808, 99.78008, 1085.056, 2.105397e-08, 3.462637, 2.525157e-05, 276.5387, 2.629893, 0.3168262, 1.901603e-07, 124.285, 1208.594
173.5, 285.7031, 967.0596, 2.293391e-05, 194.2897, 124.2874, 420.7047, 781.1097, 0.1824268, 1203.156, 221.2786, 0.2269627, 1103.245, 7.981536, 184.4418, 1291.519, 138.2743, 0.000328407, 1546.282, 95.57059, 1040.801, 2.003739e-08, 3.298758, 2.400154e-05, 264.9501, 2.521373, 0.3024453, 1.814956e-07, 648.2226, 1329.777
173.6, 272.6376, 922.4177, 2.168444e-05, 184.6879, 118.9074, 399.8954, 747.408, 227.5807, 1216.731, 209.3248, 0.216345, 1046.43, 7.617714, 175.5688, 1250.24, 131.7959, 0.0003126892, 1481.324, 91.53868, 998.3518, 1.906989e-08, 3.142634, 2.281339e-05, 253.8472, 2.417331, 0.2887171, 1.732257e-07, 717.0326, 1272.95
173.7, 260.1696, 879.8367, 2.050304e-05, 175.5605, 113.7603, 380.1153, 715.1603, 245.6849, 1162.268, 198.0168, 0.206224, 992.541, 7.270476, 167.1226, 1192.823, 125.621, 0.0002977236, 1512.279, 87.67687, 957.6335, 1.814911e-08, 2.9939, 2.168406e-05, 243.2095, 2.317582, 0.2756121, 1.653326e-07, 875.7811, 1385.928
173.8, 248.2718, 839.2213, 1.938601e-05, 166.8843, 108.8359, 361.3136, 684.304, 233.4565, 1110.242, 187.3196, 0.1965765, 1111.491, 6.939066, 159.0828, 1358.065, 119.7354, 0.0002834743, 1544.649, 83.97798, 1011.029, 1.727278e-08, 2.852204, 2.061063e-05, 233.0176, 2.22195, 0.2631019, 1.577992e-07, 956.4382, 1326.702
173.9, 236.918, 1023.492, 1.832983e-05, 158.6368, 104.1248, 343.4419, 654.779, 305.9872, 1060.546, 177.2003, 0.1873803, 1054.251, 6.622763, 151.4298, 1295.697, 114.1256, 0.000269907, 1623.839, 80.43514, 1139.292, 1.643877e-08, 2.717215, 1.959034e-05, 223.2528, 2.130263, 0.2511596, 1.50609e-07, 912.4326, 1499.049
174, 226.0835, 976.2452, 1.73312e-05, 150.7969, 99.61753, 326.4541, 626.5279, 290.7574, 1013.074, 167.6277, 0.1786144, 999.9595, 6.320878, 144.1449, 1236.193, 108.7786, 0.000256989, 1867.257, 77.04176, 1102.307, 1.564503e-08, 2.588615, 1.862056e-05, 213.8972, 2.04236, 0.2397593, 1.437465e-07, 870.4516, 1434.988
174.1, 287.6296, 931.1794, 1.638697e-05, 143.3445, 95.3054, 310.3067, 599.4957, 351.0059, 967.7266, 158.5722, 0.1702585, 948.4637, 6.032753, 137.2105, 1250.966, 103.6821, 0.0002446893, 1933.522, 73.79154, 1064.235, 1.488961e-08, 2.466101, 1.769879e-05, 204.9337, 1.958084, 0.2288765, 1.371966e-07, 830.4022, 1373.665
174.2, 274.476, 888.1939, 1.549418e-05, 136.2603, 91.17992, 294.9579, 573.6299, 333.5354, 924.4094, 150.0058, 0.1622935, 899.6199, 5.757763, 130.6096, 1193.516, 98.82439, 0.0002329782, 1985.884, 70.67844, 1020.829, 1.417067e-08, 2.349385, 1.682264e-05, 196.3457, 1.877285, 0.2184877, 1.309452e-07, 792.1955, 1314.963
174.3, 261.9239, 847.1927, 1.465004e-05, 129.5263, 87.23302, 280.3684, 548.8801, 316.9344, 923.6174, 141.9023, 0.1547012, 961.6517, 5.495307, 124.3264, 1167.952, 94.19428, 0.0002218277, 1908.184, 67.69668, 1062.349, 1.348644e-08, 2.238194, 1.598987e-05, 188.1177, 1.799821, 0.2085704, 1.249786e-07, 755.7466, 1324.312
174.4, 249.9459, 808.0843, 1.385189e-05, 123.1251, 83.45697, 266.5005, 525.1981, 428.0773, 904.2265, 134.2365, 0.147464, 912.1287, 5.244815, 118.3453, 1193.85, 89.7811, 0.0002112108, 1899.391, 64.84071, 1021.362, 1.283525e-08, 2.132264, 1.519832e-05, 180.2345, 1.725553, 0.1991033, 1.19284e-07, 720.9748, 1305.681
174.5, 238.5156, 806.2664, 1.309722e-05, 117.0402, 79.84438, 253.3185, 552.5519, 426.3814, 863.7516, 126.9848, 0.1405654, 865.1559, 5.005741, 112.6521, 1139.023, 322.7197, 0.0002011021, 1864.707, 62.10522, 979.7049, 1.221551e-08, 2.031348, 1.444596e-05, 172.6816, 1.654349, 0.1900659, 1.138487e-07, 1061.708, 1393.223
174.6, 227.608, 812.9589, 1.238366e-05, 111.256, 76.38816, 240.7886, 546.7823, 405.1592, 886.4324, 120.1249, 0.1339895, 820.6022, 4.777564, 107.2327, 1137.15, 359.635, 0.0001914772, 1901.296, 59.48514, 1003.174, 1.162569e-08, 1.935209, 1.373084e-05, 165.4453, 1.586084, 0.1814387, 1.086612e-07, 1152.248, 1333.685
174.7, 217.1992, 914.1346, 1.170898e-05, 105.7577, 73.08155, 228.8784, 595.5605, 432.8867, 846.754, 113.6356, 0.1277213, 778.343, 4.559789, 102.074, 1206.07, 403.6802, 0.0001823129, 1825.512, 56.9756, 1110.165, 1.106434e-08, 1.843619, 1.305112e-05, 158.5121, 1.520636, 0.1732031, 1.0371e-07, 1099.233, 1328.21
174.8, 207.2665, 910.0984, 1.107106e-05, 100.5311, 69.91808, 217.5574, 569.8644, 442.9304, 808.8517, 107.4968, 0.1217462, 738.2599, 4.35194, 97.1635, 1150.682, 384.767, 0.0001735873, 1999.855, 54.57193, 1101.682, 1.05301e-08, 1.756364, 1.240505e-05, 151.8696, 1.457888, 0.1653413, 9.898443e-08, 1048.658, 1404.004
174.9, 197.788, 868.0861, 1.046789e-05, 95.56282, 66.89154, 206.7963, 635.327, 434.9264, 812.9008, 101.6897, 0.1160507, 700.2411, 4.153566, 92.48922, 1097.838, 366.7399, 0.0001652793, 2148.587, 52.26966, 1181.667, 1.002166e-08, 1.673239, 1.179096e-05, 145.5054, 1.39773, 0.1578364, 9.447417e-08, 1088.622, 1426.941
175, 188.7429, 871.0042, 9.89759e-06, 90.84007, 63.99601, 196.5675, 629.4991, 489.0052, 827.494, 96.19625, 0.1106217, 664.1802, 3.964234, 88.03981, 1047.42, 389.2042, 0.0001573688, 2498.025, 50.06452, 1146.24, 9.537768e-09, 1.594048, 1.120728e-05, 139.4078, 1.340054, 0.1506721, 9.016943e-08, 1204.464, 1729.065
175.1, 180.1115, 895.6746, 9.358355e-06, 86.35072, 61.22582, 186.8447, 602.3387, 464.666, 790.4538, 90.99958, 0.1054466, 877.236, 3.783533, 174.7314, 999.3179, 370.9692, 0.000149837, 2694.55, 47.95241, 1099.49, 9.077239e-09, 1.518605, 1.065248e-05, 133.5658, 1.284758, 0.143833, 8.606083e-08, 1266.929, 1747.092
175.2, 190.6847, 854.3281, 8.848499e-06, 82.08324, 58.57555, 177.6027, 932.9169, 441.5384, 956.7596, 86.08364, 0.1005137, 933.6353, 3.611068, 166.3255, 984.6279, 578.3162, 0.0001426657, 3102.975, 45.92941, 1054.647, 8.638947e-09, 1.446733, 1.012515e-05, 127.9687, 1.231744, 0.1373043, 8.213944e-08, 1388.841, 1816.008
175.3, 181.9645, 984.7753, 8.36642e-06, 78.02666, 56.03999, 252.621, 1042.329, 500.0504, 913.9332, 81.43327, 0.09581146, 978.096, 3.446465, 158.324, 959.9843, 551.2209, 0.0001358376, 3324.596, 43.99175, 1085.708, 8.221818e-09, 1.378262, 9.623926e-06, 122.606, 1.180917, 0.131072, 7.839674e-08, 1531.588, 2031.194
175.4, 173.6431, 1081.563, 145.3036, 74.17056, 53.61419, 250.1213, 1071.139, 678.0651, 963.273, 77.03413, 0.09132925, 1020.325, 3.289365, 178.418, 967.1901, 525.3952, 0.0001293363, 3430.173, 42.13584, 1135.222, 7.82483e-09, 1.313031, 9.147513e-06, 117.4681, 1.132187, 0.1251226, 7.482457e-08, 1494.245, 2140.639
175.5, 165.7022, 1031.635, 254.9724, 70.50502, 51.2934, 320.2152, 1024.923, 735.684, 930.6716, 72.87263, 0.08705671, 1027.543, 3.139426, 203.9961, 922.7723, 500.7794, 0.0001231462, 3603.721, 40.35822, 1186.512, 7.44701e-09, 1.250888, 8.694684e-06, 112.5455, 1.085469, 0.1194432, 7.141517e-08, 1552.947, 2244.988
175.6, 158.1244, 1124.931, 241.0811, 67.02064, 49.07306, 304.3764, 1147.505, 816.0447, 914.1312, 68.93594, 0.08298405, 1059.415, 2.996321, 194.1824, 880.3945, 477.3169, 0.0001172523, 3581.937, 38.6556, 1138.119, 7.087433e-09, 1.191686, 8.264271e-06, 107.8292, 1.040678, 0.1140216, 6.816111e-08, 1673.704, 2341.767
175.7, 150.8932, 1073.001, 227.9467, 63.70845, 46.94884, 289.321, 1097.995, 797.8685, 873.213, 65.21191, 0.07910192, 1004.858, 2.85974, 184.8408, 913.0191, 454.9537, 0.0001116405, 3625.987, 37.02481, 1182.812, 6.745219e-09, 1.135286, 7.855165e-06, 103.3105, 0.9977354, 0.1088461, 6.505533e-08, 1596.697, 2286.6
175.8, 143.9927, 1023.469, 215.5278, 60.55996, 44.91657, 275.0102, 1050.621, 798.4481, 860.7177, 61.68907, 0.0754014, 953.1095, 2.729385, 175.9486, 948.5229, 433.6382, 0.0001062973, 3676.631, 35.46281, 1169.944, 6.419528e-09, 1.081555, 7.46631e-06, 98.98122, 0.9565648, 0.1039055, 6.209107e-08, 1559.536, 2305.1
175.9, 137.4078, 1049.397, 203.7856, 57.56707, 42.97227, 261.4073, 1017.44, 819.2827, 822.1903, 58.35653, 0.071874, 904.0264, 2.604971, 167.4842, 904.9625, 639.4313, 0.0001012098, 3607.761, 33.96672, 1122.227, 6.109563e-09, 1.030367, 7.096705e-06, 94.83334, 0.9170931, 0.09918918, 5.926187e-08, 1706.768, 2206.594
176, 131.124, 1052.159, 192.683, 54.72208, 41.11213, 248.4773, 1036.983, 778.5048, 785.3875, 55.20402, 0.06851161, 934.7916, 2.486229, 159.427, 894.5289, 609.4727, 9.636579e-05, 3685.376, 32.53374, 1130.788, 5.814564e-09, 0.981602, 6.745397e-06, 90.85927, 0.8792501, 0.09468693, 5.656158e-08, 1628.239, 2247.876
176.1, 125.1275, 1031.468, 182.1854, 52.0177, 39.33251, 236.1868, 992.2416, 781.7482, 833.1194, 52.22182, 0.06530653, 907.1451, 2.3729, 151.7574, 853.4481, 580.9177, 9.175365e-05, 3546.979, 31.16121, 1193.001, 5.53381e-09, 0.9351448, 6.411479e-06, 87.05173, 0.8429687, 0.09038904, 5.398434e-08, 1553.324, 2244.462
176.2, 119.4053, 983.8528, 172.2597, 49.44696, 37.62993, 224.5043, 1023.126, 742.8385, 795.8274, 49.40071, 0.06225138, 947.5369, 2.264736, 144.4567, 861.5843, 553.7006, 8.736223e-05, 3640.973, 29.84659, 1144.344, 5.266612e-09, 0.8908862, 6.094092e-06, 83.40376, 0.8081844, 0.08628623, 5.152452e-08, 1481.856, 2148.547
176.3, 113.9448, 938.4358, 162.8747, 47.00328, 36.00105, 213.3996, 1092.102, 705.8654, 760.2047, 46.73201, 0.05933916, 1042.535, 2.161502, 137.5073, 971.2612, 527.7586, 8.3181e-05, 3497.847, 95.57143, 1228.239, 5.012315e-09, 0.8487224, 5.792415e-06, 79.90866, 0.7748354, 0.08236966, 4.917679e-08, 1413.676, 2153.556
176.4, 108.734, 958.5437, 154.0011, 44.68036, 34.44267, 202.8442, 1186.685, 670.7326, 726.1765, 44.20748, 0.05656317, 988.8469, 2.062975, 130.8922, 964.8099, 503.0321, 7.919989e-05, 3605.067, 91.53948, 1260.533, 4.770297e-09, 0.8085541, 5.505673e-06, 76.56002, 0.7428626, 0.07863085, 4.693604e-08, 1348.633, 2165.029
176.5, 167.0723, 1066.002, 145.6109, 42.47224, 32.95176, 192.8109, 1135.484, 637.3484, 693.6714, 41.81932, 0.05391705, 1045.639, 1.968938, 124.5953, 964.9803, 479.4641, 7.540931e-05, 3597.298, 92.18574, 1217.46, 4.539964e-09, 0.7702868, 5.233126e-06, 73.35171, 0.712209, 0.07506175, 4.479738e-08, 1286.582, 2273.465
176.6, 159.4319, 1141.366, 137.6778, 40.37325, 31.52538, 369.3593, 1231.389, 605.6259, 763.9911, 39.56018, 0.05139472, 1088.758, 1.879188, 198.7331, 954.2071, 457.0003, 7.180016e-05, 3717.33, 88.29663, 1274.359, 4.320754e-09, 0.7338307, 4.97407e-06, 70.27785, 0.6828204, 0.07165466, 4.275617e-08, 1227.387, 2201.83
176.7, 152.1409, 1088.677, 130.1769, 38.37799, 30.16074, 522.4943, 1188.895, 660.841, 986.4139, 37.42308, 0.04899039, 1102.294, 1.793529, 244.5364, 975.5375, 435.5889, 6.836374e-05, 4027.827, 154.8655, 1222.383, 4.112127e-09, 0.6991, 4.727839e-06, 253.7211, 0.6546445, 0.06840222, 4.080798e-08, 1170.915, 2340.428
176.8, 145.1833, 1056.503, 123.0847, 36.48133, 28.85518, 496.6501, 1137.599, 720.8173, 1012.141, 35.40142, 0.04669854, 1085.824, 1.711775, 232.7724, 1035.226, 415.1808, 6.509179e-05, 3858.621, 233.3259, 1172.528, 3.913574e-09, 0.6660129, 4.493796e-06, 243.0887, 126.7874, 0.0652974, 3.894855e-08, 1117.041, 2240.412
176.9, 138.5439, 1007.733, 247.0791, 34.67841, 27.60612, 472.0842, 1152.649, 684.9402, 966.8359, 33.48898, 0.0445139, 1204.213, 1.633747, 221.5744, 1025.059, 395.7287, 6.197645e-05, 3809.273, 223.4824, 1124.706, 3.724609e-09, 0.6344919, 4.27134e-06, 318.9568, 121.5557, 0.06233352, 3.717385e-08, 1195.149, 2144.67
177, 132.2082, 961.2133, 233.6179, 32.96459, 26.41114, 448.7334, 1259.009, 650.8489, 923.5585, 31.67986, 0.04243147, 1142.199, 1.559276, 210.915, 977.9834, 377.1881, 5.90102e-05, 3983.292, 214.0542, 1260.864, 3.544767e-09, 0.6044626, 4.059895e-06, 305.5907, 116.5398, 0.05950417, 3.548001e-08, 1180.111, 2236.976
177.1, 126.1621, 960.5864, 220.8901, 31.33547, 25.26788, 426.5376, 1264.798, 618.4545, 957.871, 29.96846, 0.04044646, 1083.378, 1.4882, 200.7684, 933.07, 359.5161, 5.618592e-05, 3917.744, 231.9474, 1209.439, 3.373609e-09, 0.5758546, 3.858918e-06, 292.7847, 111.7309, 0.05680324, 3.386335e-08, 1125.815, 2249.441
177.2, 120.3926, 940.7947, 208.8557, 29.78686, 24.17411, 405.4397, 1247.564, 587.6723, 997.1066, 28.34952, 0.0385543, 1027.587, 1.420363, 191.11, 890.2192, 342.6721, 5.349681e-05, 3763.788, 231.2047, 1160.111, 3.210715e-09, 0.5486006, 3.66789e-06, 280.5153, 107.1204, 0.05422491, 3.232036e-08, 1132.766, 2153.313
177.3, 114.8869, 897.3653, 197.4769, 28.31478, 23.12769, 385.3854, 1193.737, 558.4223, 952.4742, 26.81804, 0.03675067, 974.668, 1.355619, 181.9162, 969.7425, 326.6172, 5.093641e-05, 3809.816, 221.4507, 1145.342, 3.055687e-09, 0.5226364, 3.486318e-06, 268.7601, 102.7002, 0.05176361, 3.084767e-08, 1154.615, 2061.293
177.4, 109.633, 913.4238, 186.7181, 26.91546, 22.12656, 366.323, 1194.451, 530.6281, 946.4252, 25.36928, 0.03503141, 924.4747, 1.293826, 173.1647, 925.2076, 311.3146, 4.849855e-05, 3649.768, 212.1082, 1119.62, 2.908144e-09, 0.4979011, 3.313735e-06, 257.4975, 98.46236, 0.04941403, 2.944209e-08, 1169.57, 1973.205
177.5, 104.6194, 871.258, 176.5454, 25.58529, 21.16877, 348.2035, 1173.312, 504.2173, 904.0614, 23.9988, 0.03339259, 939.7889, 1.234849, 164.8342, 947.3293, 296.7289, 4.617737e-05, 3635.44, 210.1615, 1106.249, 2.767725e-09, 0.4743364, 3.149695e-06, 246.7068, 94.39941, 0.0471711, 2.810055e-08, 1206.941, 1988.124
177.6, 99.83504, 847.202, 211.8867, 24.32085, 20.25244, 465.7883, 1236.078, 479.1211, 915.4124, 22.70234, 0.03183043, 891.3918, 1.178561, 185.1736, 903.8237, 282.8266, 4.396728e-05, 3760.558, 201.2953, 1061.13, 2.634086e-09, 0.451887, 2.993776e-06, 236.3684, 134.5903, 0.04502998, 2.682014e-08, 1151.41, 2001.715
177.7, 95.26948, 808.0931, 200.3428, 23.11891, 19.37578, 442.7489, 1212.972, 455.2739, 874.4368, 21.47593, 0.03034135, 961.088, 1.124839, 234.5986, 953.9323, 269.5756, 4.186296e-05, 3665.897, 206.0611, 1017.851, 2.5069e-09, 0.4305001, 2.845575e-06, 226.4632, 171.1182, 0.04298605, 2.559807e-08, 1245.912, 1972.272
177.8, 90.9127, 883.2943, 189.4279, 21.97636, 18.53706, 420.8492, 1160.637, 587.3571, 912.8939, 20.31577, 0.02892193, 1022.471, 1.073566, 223.3127, 910.1235, 256.9455, 3.985937e-05, 3654.12, 197.3678, 1025.825, 2.385855e-09, 0.4101254, 2.70471e-06, 216.973, 164.0571, 0.04103488, 2.443169e-08, 1266.365, 1887.989
177.9, 86.75517, 866.8659, 179.1076, 20.89028, 17.73465, 400.0326, 1110.56, 586.4047, 872.031, 19.21828, 0.02756891, 1007.869, 1.024629, 224.2692, 868.3265, 244.9071, 3.795166e-05, 3612.533, 347.2736, 983.9861, 2.270655e-09, 0.390715, 2.570819e-06, 207.8806, 157.2875, 0.03917229, 2.331845e-08, 1208.1, 1807.307
