 , C001, C003, C004, C006, C007, C008, C011, C013, C016, C022, C025, C026, C027, C029, C035, C038, C039, C054, C055, C058, C060, C065, C069, C083, C084, C090, C102, C105, C107, C117, C118, C119, C120, C121, C124
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 37.32706, 0, 48.32596, 0, 0, 82.96725, 46.46185, 8.771332, 0, 12.76721, 0, 0, 0, 71.55447, 0, 0, 0, 0, 179.4348, 34.75348, 0, 0, 0, 57.94543, 0, 76.44031, 0, 0, 0, 139.1342, 43.50841, 0, 0, 284.4599, 0
0.2, 138.1901, 0, 46.01038, 50.56778, 67.38634, 78.66803, 44.04831, 12.96954, -7.629395e-06, 127.9176, 40.72607, 13.36, 0, 68.17398, 34.94885, 116.3534, 0, 0, 199.7384, 33.27637, 0, 0, 3.814697e-06, 55.42416, 0, 184.0432, 0, 0, 0, 251.8638, 41.66243, 0, -3.051758e-05, 270.7258, -6.103516e-05
0.3, 131.3242, 0, 43.80576, 111.9959, 64.4716, 74.59158, 73.28775, 36.79219, 0, 176.2134, 38.64929, 12.79373, 0, 145.3175, 81.78516, 110.2725, 0, 54.57353, 394.1097, 31.862, 0, 0, 0, 53.0126, -7.629395e-06, 174.3943, 0, 0, 0, 240.3412, 71.19485, 3.051758e-05, -3.051758e-05, 257.6548, 45.02893
0.4, 124.7995, 74.5556, 41.70676, 107.0715, 61.68295, 70.72636, 69.48071, 35.04939, 0, 207.2263, 61.04701, 12.25146, 0, 138.4522, 132.6982, 104.5094, 0, 51.7843, 377.4353, 30.50781, 0, 0, 0, 105.2628, 0, 165.2513, 0, 0, 0, 229.3458, 68.17417, 3.051758e-05, -3.051758e-05, 245.2148, 43.09802
0.5, 118.599, 70.66528, 39.70834, 181.175, 107.0261, 95.31606, 65.8714, 33.38916, 0, 195.8228, 57.93402, 19.78789, 0, 162.955, 177.5436, 99.04749, 0, 49.13763, 361.4664, 88.17068, 0, 0, 3.814697e-06, 175.2894, 0, 156.5877, 0, -1.525879e-05, 0, 218.8534, 65.28166, 3.051758e-05, 42.50839, 233.3755, 41.24994
0.6, 203.0211, 66.97797, 37.80569, 173.2088, 102.3968, 90.37694, 62.44962, 31.80756, 0, 203.5577, 54.97975, 18.94919, 0, 155.2565, 169.8974, 93.87104, 0, 46.62624, 459.9558, 158.0746, 9.536743e-07, 0, 3.814697e-06, 167.6624, 0, 148.3782, 1.525879e-05, -1.525879e-05, 0, 281.5496, 62.51187, 16.29219, 40.71841, 222.1078, 103.4197
0.7, 192.9341, 172.0186, 92.85226, 165.5928, 97.96774, 85.69377, 97.34723, 30.30086, 0, 319.5483, 52.17616, 39.45688, 0, 166.4095, 235.7212, 88.96512, 0, 44.24318, 585.8971, 151.356, 9.536743e-07, 0, 3.814697e-06, 160.3672, 23.48477, 140.5992, 1.525879e-05, 0, 0, 268.6689, 59.8596, 15.59044, 64.25385, 211.3841, 98.98492
0.8, 183.3484, 187.7951, 164.6703, 158.3118, 138.8627, 119.053, 131.4297, 28.86555, 0, 540.6719, 49.51552, 94.47214, 0, 184.0022, 225.5693, 84.31558, 0, 41.98195, 659.5579, 188.0854, 63.96351, 53.96707, 1.907349e-06, 153.3895, 86.63625, 133.228, 1.525879e-05, 94.86958, 0, 256.3775, 118.1, 184.5471, 109.3918, 201.1781, 118.9091
0.9, 174.2389, 365.1214, 264.7304, 151.3508, 132.8563, 112.8839, 136.067, 27.49823, 3.814697e-06, 592.8594, 134.8429, 170.7693, 0, 175.3093, 263.4046, 79.90905, 0, 39.83627, 631.6526, 180.0912, 212.6001, 51.69291, 1.907349e-06, 210.9142, 82.81902, 126.2432, 0, 90.77225, 0, 244.6484, 202.4178, 202.6298, 104.7854, 191.465, 125.1116
1, 218.5184, 997.0582, 744.3478, 144.6959, 127.1098, 154.4453, 128.9988, 26.19569, 3.814697e-06, 720.4291, 157.654, 183.4966, 0, 170.4337, 491.86, 75.73282, 0, 37.80028, 604.9281, 230.3615, 438.5917, 49.51458, 1.907349e-06, 461.597, 79.16998, 119.6246, 0, 86.85184, 0, 327.2939, 203.3324, 410.1853, 100.373, 182.2207, 119.7466
1.1, 248.9286, 999.0106, 823.3534, 138.3337, 121.6118, 146.4422, 193.6179, 24.95483, 3.814697e-06, 756.5372, 149.6146, 177.2683, 0, 227.9325, 524.755, 71.77483, 0, 35.86832, 684.3661, 220.5705, 434.6383, 47.42805, 1.907349e-06, 495.5678, 75.68171, 113.3531, 7.629395e-06, 83.10077, 0, 335.6136, 216.9769, 397.4683, 96.14636, 173.4228, 195.3463
1.2, 288.7052, 967.8012, 870.3716, 132.2512, 116.3516, 138.8538, 183.5601, 23.77277, 3.814697e-06, 714.9051, 141.9853, 169.7547, 0, 273.5818, 645.8922, 68.02371, 0, 34.0351, 709.2846, 211.1957, 453.8188, 45.42944, 3.814697e-06, 501.1278, 72.34715, 107.4103, 7.629395e-06, 179.402, 0, 392.4511, 222.9597, 439.4568, 122.2938, 165.0497, 186.9696
1.3, 274.3611, 983.4773, 1268.988, 126.4361, 111.3189, 131.6587, 174.0248, 22.64668, 3.814697e-06, 713.0587, 178.9433, 162.5596, 0, 260.6568, 618.0756, 64.46863, 0, 32.29559, 715.0903, 202.2193, 592.2748, 76.68481, 3.814697e-06, 503.3542, 69.15949, 101.7791, 0, 171.6538, 0, 374.4968, 213.4999, 465.9198, 169.4373, 157.0808, 178.9521
1.4, 260.7298, 945.8551, 2007.108, 120.8767, 176.2171, 124.8363, 164.9848, 21.57394, 0, 866.0688, 169.8183, 155.6695, 0, 248.3425, 591.4571, 61.09933, 0, 30.64497, 798.8233, 193.6244, 562.6647, 73.45333, 1.907349e-06, 573.77, 66.1123, 96.44307, 0, 164.2401, 0, 412.6967, 204.4415, 531.8229, 162.3025, 149.4968, 171.2784
1.5, 348.8381, 896.5005, 2668.29, 115.5618, 168.595, 118.3675, 156.4144, 20.55202, 0, 919.5868, 161.1587, 149.0714, 0, 288.7477, 565.985, 57.90613, 0, 29.07874, 1278.018, 185.3948, 649.4881, 72.77136, 1.907349e-06, 571.3424, 63.19936, 91.38684, 0, 157.1467, 0, 472.7948, 240.2487, 508.916, 155.4681, 142.2788, 163.9337
1.6, 410.3335, 855.4083, 3187.807, 110.4806, 175.7578, 138.057, 240.9876, 19.57849, 3.814697e-06, 993.3325, 152.9407, 142.753, 0, 275.1063, 637.3574, 54.87981, 0, 27.59254, 1332.711, 177.515, 617.0176, 69.7048, 1.907349e-06, 654.4269, 145.364, 86.59569, 0, 150.3597, 0, 451.1648, 230.0554, 499.775, 182.8174, 135.4094, 196.2311
1.7, 548.2426, 830.4514, 3196.868, 105.6228, 283.4176, 222.0695, 228.4691, 18.65109, 3.814697e-06, 938.6697, 145.1417, 136.7024, 0, 262.1094, 609.9084, 52.01166, 0, 26.1823, 1544.615, 169.9702, 586.1705, 66.76745, 1.907349e-06, 625.9522, 138.9592, 82.05573, 0, 143.8657, 0, 430.5243, 220.2946, 478.2486, 227.0682, 128.8717, 187.8164
1.8, 521.0037, 813.9722, 3252.554, 100.9785, 271.1587, 210.5622, 216.601, 17.76762, 3.814697e-06, 988.9078, 137.7405, 150.928, 0, 249.7264, 622.2797, 49.2934, 0, 24.84413, 1479.264, 214.4734, 556.8655, 63.95388, 1.907349e-06, 598.7164, 132.8366, 77.75378, 7.629395e-06, 137.6523, 0, 410.8282, 210.9478, 457.6493, 217.5066, 122.6495, 179.7627
1.9, 495.1182, 787.879, 3163.639, 96.53854, 259.43, 321.4089, 205.3493, 16.92599, 3.814697e-06, 956.1909, 130.7166, 186.0525, 0, 237.9285, 623.2949, 46.71721, 0, 23.57436, 1437.876, 224.2666, 529.0256, 61.25888, 3.814697e-06, 642.7571, 126.9837, 73.67738, 0, 131.7072, 0, 392.0331, 201.9977, 437.9373, 208.3476, 116.7278, 209.8266
2, 470.5187, 895.8278, 3189.817, 208.6223, 248.2086, 304.754, 275.8112, 47.39376, 3.814697e-06, 947.2997, 124.0509, 193.1056, 0, 226.688, 617.5341, 44.27565, 0, 53.38921, 1405.987, 256.3316, 502.5776, 58.67744, 3.814697e-06, 614.7902, 250.2162, 69.81468, 0, 126.0188, 0, 374.0979, 234.8474, 419.0743, 199.5743, 111.092, 210.8405
2.1, 447.1415, 870.5916, 3198.398, 199.4492, 237.4726, 288.9622, 334.7801, 45.14878, 3.814697e-06, 895.1702, 224.4306, 190.4915, 0, 215.9784, 601.376, 41.9617, 0, 50.66052, 1448.819, 261.3657, 477.4517, 56.20479, 1.907349e-06, 633.3761, 250.3258, 66.1545, 0, 120.5761, 0, 356.9832, 224.8833, 420.5497, 342.7148, 105.7283, 326.6938
2.2, 424.9257, 825.1642, 3099.721, 190.6794, 227.2009, 273.9886, 364.7993, 43.01015, 3.814697e-06, 952.5283, 244.1686, 182.4175, 95.22295, 205.7749, 718.7147, 120.992, 0, 48.0713, 1496.416, 300.5226, 453.582, 53.83633, 3.814697e-06, 643.7749, 416.4703, 62.6862, 0, 115.3685, 0, 340.6516, 215.3419, 449.8254, 328.2834, 100.6236, 312.6847
2.3, 403.8137, 824.3818, 3122.896, 251.2503, 217.3736, 259.791, 345.8492, 94.5359, 3.814697e-06, 900.111, 281.4266, 190.2141, 90.77782, 238.9832, 687.762, 186.3635, 0, 116.7933, 1433.105, 287.7496, 430.9057, 51.56768, 3.814697e-06, 630.177, 398.1204, 59.39973, 0, 110.3858, 0, 325.067, 252.521, 430.4503, 314.4598, 95.76537, 299.2764
2.4, 383.7506, 810.9348, 2973.26, 240.2029, 207.9713, 246.3291, 355.758, 111.8639, 3.814697e-06, 968.9371, 267.0757, 182.1519, 86.54021, 227.6928, 687.7643, 176.6237, 0, 110.8241, 1551.822, 304.8365, 409.363, 49.39463, 3.814697e-06, 668.3744, 380.579, 56.28558, 7.629395e-06, 105.6184, 0, 310.1954, 292.2953, 443.088, 301.2183, 91.14168, 286.443
2.5, 364.6843, 846.1245, 2956.948, 229.6412, 198.9757, 233.5648, 385.7344, 106.565, 3.814697e-06, 985.9543, 253.4566, 174.4313, 82.5004, 327.5768, 666.0579, 167.3929, 0, 105.1599, 1665.713, 422.1981, 388.8974, 47.31316, 2.861023e-06, 855.4026, 363.8105, 53.33467, 7.629395e-06, 101.0568, 0, 378.5569, 394.7598, 531.8437, 288.5342, 86.74121, 274.16
2.6, 346.5654, 801.9739, 2954.516, 219.5439, 190.3692, 221.4618, 365.6968, 121.1318, 1.907349e-06, 997.2662, 327.2483, 167.038, 78.64919, 361.0797, 726.8479, 158.6446, 0, 99.78527, 1748.067, 574.9689, 369.4549, 45.31939, 3.814697e-06, 818.1832, 347.7809, 50.53849, 7.629395e-06, 96.6922, 0, 361.2382, 434.0397, 550.3181, 276.3844, 82.55322, 262.4037
2.7, 329.3466, 778.9601, 2893.828, 209.8906, 182.135, 209.9861, 384.0688, 115.3939, 3.814697e-06, 994.9845, 310.5609, 159.9581, 74.97775, 344.0211, 701.225, 150.3534, 0, 94.6853, 1785.567, 604.9382, 490.6905, 43.40964, 3.814697e-06, 782.5833, 332.4575, 47.8889, 1.144409e-05, 192.3758, 0, 344.7119, 455.3458, 648.8974, 264.7461, 78.56744, 251.1515
2.8, 312.9834, 837.6144, 3131.558, 200.6618, 174.2569, 199.1049, 364.1178, 109.9278, 3.814697e-06, 1081.336, 294.7243, 153.1782, 283.5169, 327.7684, 740.1779, 199.5374, 0, 89.84599, 1776.057, 650.9058, 562.7241, 41.58037, 2.861023e-06, 765.5167, 317.8093, 45.37822, 1.144409e-05, 342.9504, 0, 460.9339, 638.5132, 657.809, 253.5979, 74.77409, 240.3818
2.9, 297.4331, 793.9078, 3877.449, 191.8387, 166.7196, 188.7877, 345.2031, 141.8264, 1.907349e-06, 1021.831, 301.5047, 146.6857, 270.282, 397.5957, 746.1749, 189.1091, 0, 85.25401, 1805.314, 623.2405, 780.9694, 39.82818, 2.861023e-06, 732.2083, 303.8065, 42.99917, 1.144409e-05, 328.1386, 0, 439.8465, 611.4223, 722.1988, 242.9192, 71.16389, 230.0739
3, 282.6555, 803.2502, 4428.048, 183.4036, 208.0989, 179.005, 327.271, 165.4934, 1.907349e-06, 1005.466, 286.1299, 178.6981, 257.6649, 378.812, 714.0394, 191.7493, 0, 80.89673, 1742.39, 596.7511, 940.5449, 38.14983, 3.814697e-06, 700.3492, 290.4206, 40.74485, 1.525879e-05, 323.7378, 0, 512.3345, 585.4808, 731.4763, 232.6901, 67.72799, 220.208
3.1, 268.612, 884.1128, 4653.428, 175.3394, 256.5726, 169.7293, 310.2704, 157.6542, 1.907349e-06, 1161.449, 316.2787, 171.1239, 245.6368, 373.8502, 683.288, 348.5497, 0, 76.76215, 1792.734, 571.3875, 1028.518, 36.54221, 2.861023e-06, 824.968, 277.6245, 38.60871, 1.525879e-05, 379.0646, 0, 532.5599, 621.7602, 750.3811, 222.8918, 64.45799, 210.7652
3.2, 255.2663, 1459.849, 5052.316, 167.6297, 447.1777, 160.9342, 294.1529, 191.283, 1.907349e-06, 1195.396, 417.3553, 171.7333, 234.1702, 366.1326, 653.861, 330.3336, 0, 72.83887, 1774.921, 643.385, 1092.055, 35.00233, 2.861023e-06, 953.3112, 265.3923, 36.58456, 1.144409e-05, 397.7122, 0, 581.2922, 626.4453, 801.7215, 213.506, 61.34586, 201.7273
3.3, 242.5836, 1522.281, 5013.315, 160.2591, 427.8355, 152.5948, 278.8726, 182.2222, 1.907349e-06, 1166.519, 396.073, 164.4543, 223.2388, 348.8352, 678.384, 313.0696, 0, 69.11612, 1868.113, 657.7781, 1088.468, 33.52734, 1.907349e-06, 932.3048, 253.699, 34.66654, 1.144409e-05, 477.6085, 0, 554.6985, 652.0331, 767.1895, 204.5155, 58.384, 193.077
3.4, 230.5311, 1460.335, 4989.474, 153.2126, 409.3299, 144.6877, 264.3862, 193.5325, 1.907349e-06, 1102.326, 375.8759, 157.4839, 212.8178, 379.764, 649.1682, 296.7078, 0, 65.58363, 1835.518, 687.4328, 1045.766, 32.11451, 1.907349e-06, 891.7394, 242.5209, 32.84907, 1.144409e-05, 456.9809, 0, 529.3215, 657.408, 734.1449, 195.9036, 55.56512, 184.7976
3.5, 219.0774, 1839.422, 5053.334, 146.4758, 391.6248, 137.1902, 304.7191, 194.0388, 1.907349e-06, 1093.167, 417.1126, 245.5331, 202.8832, 366.0038, 660.7764, 281.2012, 0, 62.23168, 1757.859, 658.215, 1043.525, 30.76121, 2.861023e-06, 1011.539, 231.8353, 31.12689, 1.144409e-05, 544.3691, 0, 505.1055, 662.3997, 810.38, 258.8936, 52.88235, 176.8732
3.6, 208.1927, 2200.316, 5183.191, 140.0353, 374.6854, 130.0812, 288.89, 184.8474, 2.861023e-06, 1107.515, 451.6066, 261.9442, 193.4123, 348.7125, 632.3188, 266.5049, 0, 59.05105, 1727.37, 630.2391, 1050.461, 29.46494, 1.907349e-06, 1034.51, 221.6205, 29.49499, 1.144409e-05, 520.8582, 0, 481.9974, 634.2952, 775.475, 302.5625, 50.32912, 169.2887
3.7, 197.8489, 2204.133, 5198.131, 133.878, 358.4788, 123.3406, 273.8832, 217.2633, 2.861023e-06, 1046.568, 428.5776, 250.8416, 184.3836, 360.3062, 649.7646, 252.5767, 0, 56.03299, 1677.727, 603.4522, 997.9444, 28.22329, 9.536743e-07, 989.4977, 211.8558, 27.94865, 1.144409e-05, 498.3627, 0, 459.9464, 607.3832, 742.0735, 289.8219, 47.89915, 162.0293
3.8, 188.019, 2204.858, 5030.499, 127.9914, 342.9731, 116.9493, 259.6559, 206.9718, 1.907349e-06, 1042.58, 438.3226, 240.2097, 175.7764, 352.9618, 621.7813, 239.3765, 0, 53.16917, 1662.657, 650.4789, 1136.287, 27.03397, 1.907349e-06, 969.9639, 202.5213, 26.48338, 7.629395e-06, 476.8387, 0, 438.9042, 581.6131, 710.1107, 444.162, 45.58651, 155.0813
3.9, 178.6775, 2180.325, 4932.806, 122.3636, 328.1382, 110.8892, 324.1212, 197.1678, 1.907349e-06, 1136.303, 477.577, 230.0283, 167.5709, 336.2867, 595.0032, 226.8661, 0, 50.45173, 1805.386, 658.8752, 1079.479, 25.89476, 1.907349e-06, 1039.414, 193.5982, 25.09493, 1.144409e-05, 456.2443, 0, 418.8246, 556.9363, 679.5245, 425.4588, 43.38553, 268.9639
4, 169.8, 2094.779, 4883.593, 116.9833, 313.9449, 105.1431, 307.2842, 187.8282, 1.907349e-06, 1073.772, 453.2238, 220.2785, 159.7485, 320.3994, 569.3783, 215.0095, 0, 47.87316, 1862.117, 653.084, 1052.484, 24.80356, 1.430511e-06, 1042.4, 185.0681, 23.77928, 7.629395e-06, 436.5395, 0, 543.8073, 709.1216, 650.2559, 407.5432, 41.29081, 257.4303
4.1, 161.3637, 2061.401, 4829.332, 196.3541, 300.3655, 99.69478, 312.9269, 246.7203, 2.861023e-06, 1014.683, 521.2667, 210.942, 152.2912, 394.6711, 574.4648, 203.7726, 0, 45.42639, 1820.467, 653.2308, 1067.857, 23.75835, 9.536743e-07, 1017.208, 176.914, 22.5326, 7.629395e-06, 417.6856, 0, 791.298, 679.0349, 622.2478, 390.3819, 39.29723, 246.3914
4.2, 153.3465, 2118.038, 4828.949, 290.3181, 287.3735, 94.52876, 341.8177, 273.6646, 1.907349e-06, 958.8453, 494.6855, 202.0012, 145.1821, 404.3461, 568.6256, 193.1229, 0, 43.10468, 1790.415, 663.9464, 1057.189, 22.75718, 9.536743e-07, 1046.627, 169.119, 21.35128, 5.722046e-06, 399.646, 0, 755.0968, 650.2245, 595.4461, 373.9434, 37.3999, 235.8258
4.3, 145.7276, 2045.388, 4702.57, 277.5529, 274.9434, 89.63044, 324.0614, 260.7015, 1.907349e-06, 906.0804, 469.4598, 193.4393, 138.4048, 398.7764, 555.1417, 183.0299, 0, 40.90162, 1936.128, 678.7949, 1004.336, 21.79819, 9.536743e-07, 1010.099, 161.6676, 20.23189, 5.722046e-06, 382.3856, 0, 720.5517, 622.6367, 569.7989, 358.197, 35.59418, 225.7133
4.4, 138.4873, 1976.049, 4581.507, 279.5901, 263.051, 84.98595, 307.2275, 325.4036, 1.907349e-06, 856.2191, 445.5205, 185.2403, 131.9439, 379.9368, 531.2335, 173.4643, 0, 38.81116, 1931.676, 649.9442, 1011.653, 20.87962, 1.430511e-06, 1014.835, 154.5444, 19.17119, 5.722046e-06, 365.8706, 0, 687.587, 596.2194, 545.2563, 343.1137, 33.87564, 216.0344
4.5, 131.6067, 1966.783, 4500.34, 342.9488, 251.673, 80.58212, 291.2681, 309.9897, 1.907349e-06, 809.1016, 422.8019, 177.3889, 125.7846, 391.8898, 508.3549, 164.3986, 0, 36.82755, 1932.137, 622.3198, 961.0767, 19.99976, 1.430511e-06, 988.9285, 147.7351, 18.1661, 7.629395e-06, 350.0688, 0, 656.1305, 570.9229, 521.7708, 328.6656, 32.24007, 206.7706
4.6, 125.068, 1952.262, 4324.68, 376.9501, 240.7871, 76.40649, 276.1377, 295.3058, 1.907349e-06, 833.2627, 456.8907, 169.8702, 119.9128, 410.8116, 525.5862, 155.8067, 0, 34.94531, 2060.932, 595.8694, 913.0287, 19.15697, 1.430511e-06, 1008.394, 141.2258, 17.2137, 5.722046e-06, 334.9496, 0, 626.1131, 546.6996, 516.9155, 314.8258, 30.68347, 197.904
4.7, 118.8541, 1915.507, 4227.112, 370.4034, 230.3721, 72.44724, 261.7933, 281.3176, 1.907349e-06, 801.8658, 433.5922, 162.6702, 114.3151, 423.7636, 621.9633, 147.6639, 0, 33.15928, 1973.736, 570.5433, 867.3828, 18.3497, 1.430511e-06, 1027.497, 135.0034, 16.31124, 5.722046e-06, 320.4834, 0, 597.4689, 523.5042, 556.631, 301.5688, 29.20203, 189.4176
4.8, 112.9489, 1815.556, 4176.476, 438.3047, 220.4076, 68.69314, 301.6383, 267.992, 1.907349e-06, 757.7394, 411.4819, 155.7754, 108.9787, 403.7436, 633.7424, 139.9466, 0, 31.46453, 2103.733, 546.2937, 858.8429, 17.57645, 9.536743e-07, 1003.72, 129.0551, 15.45609, 5.722046e-06, 306.6419, 0, 570.1352, 501.2928, 532.6556, 288.8701, 27.79211, 267.505
4.9, 107.3372, 1737.65, 4127.392, 419.0325, 210.8741, 65.13358, 298.2937, 255.2975, 1.907349e-06, 802.0105, 390.4991, 149.1728, 103.8915, 473.1005, 606.4492, 132.6327, 0, 29.85639, 2111.15, 523.0747, 900.0818, 16.83578, 9.536743e-07, 988.754, 123.3688, 14.64577, 7.629395e-06, 293.3982, 0, 544.0519, 480.0238, 509.7128, 276.7061, 26.45027, 256.0341
5, 102.0042, 1744.046, 4034.521, 400.6077, 201.7529, 61.75847, 282.7983, 243.2044, 2.384186e-06, 757.8761, 370.5862, 142.8501, 99.04169, 450.7496, 580.3313, 125.701, 0, 28.33045, 2197.806, 500.8426, 855.0832, 16.12633, 1.430511e-06, 945.7324, 117.9331, 13.87793, 7.629395e-06, 280.7266, 0, 519.162, 459.6573, 487.7583, 265.0543, 25.17321, 245.055
5.1, 96.93626, 1695.539, 3973.36, 382.9931, 193.0263, 58.55825, 279.1053, 231.6841, 1.907349e-06, 716.1704, 421.1615, 136.7954, 94.4183, 482.41, 643.4333, 119.1315, 0, 26.8825, 2104.819, 576.837, 891.3608, 15.44677, 1.430511e-06, 960.3001, 112.737, 13.15035, 9.536743e-06, 268.6022, 0, 495.4108, 440.1548, 466.7494, 253.8931, 23.95781, 234.5467
5.2, 92.12009, 1653.049, 3799.772, 366.153, 184.6771, 55.52386, 300.4348, 220.7096, 1.907349e-06, 676.7598, 531.7733, 130.9973, 90.01074, 470.6361, 615.7227, 112.9054, 0, 25.50855, 2221.719, 552.3198, 858.7791, 14.79585, 9.536743e-07, 918.5165, 107.7697, 12.46091, 9.536743e-06, 257.0014, 0, 472.7461, 421.4798, 446.6454, 243.202, 22.80109, 224.4891
5.3, 87.54319, 1632.553, 3781.868, 417.8904, 176.6891, 52.64671, 284.8282, 210.2548, 1.907349e-06, 685.8, 518.5013, 125.4449, 85.80893, 448.4016, 663.0226, 107.0047, 0, 24.20482, 2127.721, 528.8447, 877.866, 14.17235, 1.430511e-06, 878.551, 103.0213, 11.80762, 9.536743e-06, 245.9017, 0, 451.1184, 403.5972, 427.4074, 232.961, 21.70022, 214.8627
5.4, 83.1937, 1605.735, 3743.246, 434.6821, 169.0466, 49.91865, 299.7974, 200.2953, 1.907349e-06, 648.0607, 537.7442, 120.1279, 81.80326, 427.2176, 634.4683, 101.4124, 0, 22.96772, 2037.699, 506.3673, 833.978, 13.57513, 1.430511e-06, 840.3243, 98.48215, 147.726, 7.629395e-06, 235.2814, 0, 430.4801, 386.4733, 408.9979, 223.1512, 20.6525, 205.6491
5.5, 79.0603, 1565.288, 3638.771, 474.2648, 161.7347, 47.33195, 284.2239, 190.8076, 1.430511e-06, 612.3981, 632.926, 115.0363, 77.98458, 407.0344, 607.1437, 96.11234, 0, 21.79386, 1951.486, 484.8454, 906.1044, 13.00308, 1.430511e-06, 850.3961, 94.14298, 139.9811, 5.722046e-06, 225.1197, 0, 410.7859, 370.0759, 391.3814, 213.7546, 19.65536, 339.1425
5.6, 75.13226, 1547.39, 3588.458, 496.9711, 154.739, 44.87929, 269.4595, 181.7693, 1.430511e-06, 615.6506, 718.2534, 110.1604, 74.34416, 387.8047, 593.0129, 91.08928, 0, 20.67999, 1868.921, 464.2381, 947.4231, 12.45513, 1.192093e-06, 813.3945, 89.995, 160.4165, 7.629395e-06, 215.3969, 0, 391.9929, 354.3743, 374.5237, 204.7536, 18.70637, 324.5996
5.7, 71.39939, 1466.647, 3531.474, 492.6851, 148.0459, 42.55371, 255.462, 173.1591, 9.536743e-07, 581.7715, 713.8473, 105.4913, 70.87369, 369.4835, 641.3914, 86.32873, 0, 19.62304, 1920.088, 558.3159, 900.0577, 11.93028, 1.192093e-06, 867.5398, 86.02978, 152.0063, 5.722046e-06, 206.0941, 0, 374.0595, 339.3388, 358.3921, 196.1316, 17.8032, 310.6803
5.8, 67.85198, 1495.249, 3419.497, 471.0218, 141.6423, 40.34865, 242.1916, 164.9568, 9.536743e-07, 613.1245, 677.4458, 101.02, 67.56522, 352.0278, 613.7687, 81.81698, 0, 18.62012, 2036.534, 595.442, 855.0602, 11.42754, 9.536743e-07, 948.6547, 82.23927, 217.0145, 6.67572e-06, 197.193, 0, 356.9466, 324.9413, 342.9553, 187.8727, 16.94363, 297.3579
5.9, 64.48083, 1454.784, 3347.09, 450.3111, 135.5157, 38.25785, 229.6106, 157.143, 9.536743e-07, 579.3845, 733.4371, 111.3983, 64.41119, 335.3968, 613.9069, 77.54102, 0, 17.66846, 1965.742, 570.1341, 812.3124, 10.94598, 9.536743e-07, 943.9402, 78.61577, 273.6594, 5.722046e-06, 188.6764, 0, 340.6165, 311.1546, 328.1834, 179.9616, 16.12557, 284.6068
6, 61.27716, 1411.909, 3297.282, 483.4964, 129.6541, 36.27539, 332.8891, 149.6993, 9.536743e-07, 547.5011, 696.0366, 106.6767, 61.40439, 352.6561, 587.4678, 73.48854, 0, 16.76543, 2117.342, 545.9019, 771.7018, 10.48472, 7.152557e-07, 966.7815, 75.15192, 259.3122, 6.67572e-06, 180.5276, 0, 325.0336, 297.9529, 314.0478, 172.3836, 15.347, 272.4025
6.1, 58.23267, 1490.602, 3290.192, 462.2372, 124.0461, 34.39566, 315.5967, 142.6083, 9.536743e-07, 517.3723, 731.1163, 102.1551, 58.53796, 335.9954, 562.1674, 69.64784, 0, 15.90856, 2027.759, 522.6995, 789.7219, 10.0429, 4.768372e-07, 924.7159, 71.84069, 245.7172, 4.768372e-06, 172.7307, 0, 310.1636, 285.3113, 300.521, 165.1247, 14.60603, 260.7216
6.2, 55.33944, 1990.712, 3259.388, 441.9127, 118.6806, 32.61334, 299.2025, 135.8531, 9.536743e-07, 488.9014, 693.8342, 97.82527, 55.80534, 320.1218, 537.9567, 66.00788, 0, 15.09549, 1941.967, 500.4833, 750.2406, 9.619694, 4.768372e-07, 985.5272, 68.67535, 232.835, 5.722046e-06, 165.2706, 0, 295.9739, 273.206, 287.5769, 158.1715, 13.90083, 249.5415
6.3, 52.58995, 2079.614, 3209.67, 422.4819, 113.5472, 30.92337, 283.66, 129.4179, 4.768372e-07, 518.611, 658.4533, 93.67892, 53.20028, 304.9981, 562.4799, 62.55814, 0, 14.32396, 1891.586, 479.2114, 735.2592, 9.214322, 4.768372e-07, 942.646, 65.64948, 220.6281, 5.722046e-06, 158.1326, 0, 282.4333, 261.6144, 275.1903, 151.5111, 13.22967, 370.1295
6.4, 49.97707, 1971.1, 3152.698, 442.2237, 108.6358, 29.32097, 268.9248, 123.2876, 4.768372e-07, 490.072, 677.8292, 89.70833, 50.71682, 340.8131, 646.0389, 59.2887, 0, 13.59188, 1965.251, 458.8436, 698.5007, 8.826033, 2.384186e-07, 901.6306, 62.75694, 209.0612, 4.768372e-06, 151.303, 0, 269.5122, 250.5146, 263.3372, 145.1311, 12.59092, 354.2578
