 , C001, C003, C004, C006, C007, C008, C011, C013, C016, C022, C025, C026, C027, C029, C035, C038, C039, C054, C055, C058, C060, C065, C069, C083, C084, C090, C102, C105, C107, C117, C118, C119, C120, C121, C124
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
357.1, 15.76087, 146.0021, 897.7366, 596.413, 1021.917, 369.0958, 4.510214, 657.746, 565.1057, 422.961, 133.0972, 1289.259, 737.2559, 1.634338, 344.6935, 322.2354, 1958.573, 574.0961, 451.6493, 2020.509, 439.2303, 2774.744, 1895.765, 1220.818, 1174.322, 961.1992, 2171.736, 1242.328, 1345.042, 732.177, 1876.518, 1908.559, 2314.409, 1068.393, 957.6174
357.2, 14.9778, 138.3837, 919.0375, 583.2088, 1042.939, 349.9698, 4.275924, 626.5895, 651.9635, 399.6856, 126.3101, 1333.643, 741.3372, 1.557126, 358.2807, 334.7774, 1997.719, 544.7543, 432.5405, 2033.723, 417.2714, 2747.386, 1934.447, 1328.072, 1122.58, 910.8062, 2375.739, 1229.514, 1339.313, 698.6805, 1871.18, 1876.863, 2263.025, 1016.809, 961.1049
357.3, 14.23365, 131.1629, 953.2836, 557.5652, 1069.566, 356.8391, 4.053804, 638.1625, 733.3458, 377.691, 119.8691, 1291.881, 744.9503, 1.483562, 353.8275, 350.6171, 1942.522, 548.041, 481.9064, 2044.831, 396.4104, 2710.013, 1881.088, 1309.537, 1167.934, 945.6968, 2481.599, 1339.784, 1317.865, 666.7164, 1903.86, 1918.731, 2260.199, 1020.225, 955.6462
357.4, 13.52646, 124.3188, 907.6063, 590.1671, 1042.414, 338.3483, 3.843223, 687.0634, 698.6541, 356.9068, 113.7566, 1265.681, 736.3339, 1.413474, 494.7333, 332.293, 1935.859, 520.0309, 778.2808, 2052.512, 376.5923, 2716.644, 1853.911, 1320.173, 1152.288, 937.2873, 2575.045, 1281.92, 1324.383, 636.2147, 1823.083, 1915.459, 2257.221, 970.967, 941.8258
357.5, 12.85441, 117.8319, 904.3251, 564.2176, 1039.436, 320.8157, 3.64358, 654.5181, 665.6036, 337.2663, 107.9558, 1214.823, 760.1824, 1.346696, 473.4267, 314.9266, 1925.751, 546.4747, 745.3525, 1965.275, 357.7649, 2642.784, 1799.483, 1273.952, 1136.808, 888.1479, 2529.939, 1236.603, 1320.81, 680.0672, 1886.435, 1904.696, 2257.98, 1044.286, 944.1035
357.6, 12.21575, 111.6834, 899.5149, 539.4091, 994.4766, 304.1916, 3.454309, 623.5144, 634.1165, 318.7067, 102.4507, 1192.475, 724.6962, 1.283074, 453.0377, 298.4677, 1954.715, 603.287, 713.8174, 1959.461, 339.8788, 2592.586, 1797.701, 1232.895, 1191.98, 841.5848, 2539.268, 1314.174, 1284.882, 648.9547, 1822.044, 1897.915, 2352.083, 1154.623, 971.0689
357.7, 11.60883, 105.8558, 898.0972, 578.7309, 970.5922, 288.4289, 3.274869, 593.9793, 604.119, 301.1683, 97.22643, 1141.932, 690.8665, 1.222457, 433.5268, 282.8691, 1905.473, 588.2055, 683.6166, 2025.53, 322.887, 2575.522, 1782.414, 1179.25, 1164.606, 888.1158, 2573.444, 1304.002, 1384.78, 619.2655, 1782.328, 1834.545, 2289.773, 1098.876, 929.4282
357.8, 11.03205, 100.3322, 891.1136, 577.6157, 1020.328, 273.483, 3.104751, 599.2332, 575.5406, 284.5951, 92.26853, 1167.885, 658.616, 1.164704, 414.8561, 293.8706, 1835.59, 595.851, 654.6935, 1957.217, 306.7446, 2579.056, 1723.939, 1253.89, 1177.837, 879.069, 2493.033, 1253.882, 1347.426, 590.9346, 1706.707, 1766.386, 2289.602, 1045.82, 889.5731
357.9, 10.48394, 95.09689, 878.6292, 552.218, 976.1951, 332.1256, 2.94347, 655.3992, 548.3141, 268.9339, 87.56345, 1238.008, 627.871, 1.109679, 431.6243, 334.5107, 1879.825, 565.3974, 626.9941, 1891.71, 291.4092, 2543.088, 1717.102, 1199.332, 1202.632, 875.3653, 2522.762, 1287.277, 1309.363, 563.8998, 1813.494, 1782.402, 2242.675, 1122.878, 1003.408
358, 9.963054, 90.13474, 880.4755, 527.9371, 969.5821, 330.853, 2.790567, 624.3538, 616.3749, 317.3215, 83.09829, 1227.1, 664.9969, 1.057254, 444.6071, 317.0283, 1884.238, 567.1886, 600.4666, 1943.524, 276.8405, 2573.709, 1721.148, 1215.396, 1217.465, 841.0463, 2539.143, 1231.681, 1428.18, 609.1226, 1736.55, 1795.933, 2226.851, 1068.664, 960.381
358.1, 9.468049, 85.43152, 916.0967, 504.7238, 957.8865, 313.7087, 2.645606, 676.535, 599.3351, 299.8594, 78.86082, 1175.089, 633.954, 1.007306, 425.4593, 300.4597, 1915.356, 572.5297, 575.0615, 1930.81, 263.0002, 2470.165, 1826.687, 1162.513, 1172.553, 908.767, 2438.293, 1225.677, 1367.321, 581.2557, 1801.515, 1798.121, 2216.238, 1017.068, 919.1986
358.2, 8.997639, 80.97371, 872.2012, 482.5312, 1001.875, 297.4529, 2.508176, 661.3312, 570.9829, 302.069, 74.83945, 1155.453, 604.3603, 0.9597174, 407.1361, 284.7569, 1852.266, 543.2681, 550.7313, 1987.692, 249.8518, 2470.147, 1762.619, 1219.481, 1199.822, 887.0293, 2466.404, 1237.197, 1431.476, 612.79, 1810.16, 1856.182, 2260.182, 1054.045, 963.4525
358.3, 8.5506, 76.7485, 887.2479, 585.7867, 958.5396, 356.4414, 2.377885, 688.8438, 626.6807, 338.9792, 71.02313, 1186.522, 627.8293, 0.9143771, 389.602, 301.9821, 1936.963, 577.4496, 527.4304, 1927.595, 237.3607, 2536.315, 1762.636, 1207.414, 1146.958, 905.2977, 2458.919, 1201.863, 1401.871, 584.7553, 1822.491, 1785.745, 2194.306, 1003.154, 1019.953
358.4, 8.125772, 72.74377, 889.852, 560.0297, 985.0892, 359.3629, 2.254362, 664.3835, 597.035, 377.5121, 67.40142, 1145.067, 598.5215, 0.8711788, 456.1971, 301.0855, 1855.786, 626.9781, 505.1154, 1907.963, 225.4941, 2468.292, 1762.075, 1253.876, 1114.8, 857.8355, 2444.577, 1255.37, 1370.766, 558.0032, 1883.908, 1708.829, 2249.642, 997.9541, 976.2162
358.5, 7.722052, 68.94801, 866.8211, 563.0635, 959.2436, 340.7413, 2.137255, 640.3535, 568.7916, 356.7378, 63.96439, 1184.03, 570.5818, 0.8300213, 436.5501, 318.2335, 1906.788, 594.9337, 483.7445, 1963.878, 214.2208, 2465.703, 1771.96, 1250.522, 1155.208, 917.2318, 2444.67, 1247.781, 1324.645, 532.475, 1803.977, 1796.102, 2154.912, 996.2064, 965.2197
358.6, 7.338389, 65.3503, 825.2867, 558.4449, 956.0946, 323.0846, 2.026232, 628.2217, 599.4624, 361.9812, 60.70263, 1177.322, 566.142, 0.7908083, 417.7492, 301.6018, 1826.876, 564.5269, 463.2778, 1909.992, 203.511, 2444.03, 1723.768, 1271.259, 1150.735, 869.1439, 2400.409, 1209.579, 1320.731, 538.6632, 1785.362, 1741.373, 2064.171, 992.907, 1009.051
358.7, 6.973789, 61.94033, 864.8846, 533.8902, 922.5547, 320.836, 1.920976, 678.2667, 571.1042, 358.7715, 57.6072, 1158.063, 548.5412, 0.7534478, 399.7581, 285.8394, 1884.884, 535.6743, 443.677, 1937.772, 193.3367, 2440.959, 1747.067, 1251.65, 1224.097, 823.5771, 2418.801, 1220.735, 1310.639, 581.3292, 1763.825, 1711.027, 2110.005, 944.968, 1008.861
358.8, 6.627303, 58.70829, 823.4431, 530.175, 952.1433, 399.0669, 1.821188, 676.0137, 596.7224, 375.9767, 54.66961, 1108.978, 556.8396, 0.7178524, 382.5417, 270.9007, 1855.01, 508.2962, 424.9055, 1855.412, 183.6711, 2460.45, 1767.13, 1261.804, 1170.162, 846.0123, 2425.75, 1168.013, 1300.106, 593.0459, 1822.875, 1728.51, 2021.155, 955.2491, 1013.068
358.9, 6.298032, 55.64489, 783.9872, 522.6317, 910.9593, 378.3879, 1.726584, 739.6229, 568.4938, 428.7653, 51.88182, 1244.028, 553.9478, 0.6839386, 366.0669, 374.5375, 1838.859, 516.3206, 406.9283, 1876.778, 174.4886, 2395.42, 1756.713, 1319.567, 1197.087, 867.5944, 2465.842, 1259.254, 1291.527, 592.6263, 1822.143, 1789.239, 2107.461, 1039.787, 1036.012
359, 5.985121, 124.7312, 769.4902, 652.4304, 999.9197, 401.3136, 1.636894, 714.3963, 541.6006, 405.1705, 49.23619, 1191.3, 579.8057, 0.6516269, 350.3015, 370.1454, 1821.164, 526.576, 389.7115, 1907.819, 165.7653, 2422.035, 1756.972, 1395.035, 1239.133, 861.4888, 2358.407, 1268.098, 1236.491, 597.0704, 1802.702, 1811.629, 2172.821, 1218.17, 1027.772
359.1, 5.687756, 118.2227, 732.6194, 636.3811, 1001.325, 429.1097, 214.7407, 723.6998, 608.5175, 382.8741, 46.72548, 1194.107, 552.7397, 0.6208419, 335.2151, 350.8007, 1744.841, 499.6631, 373.2233, 1931.007, 157.478, 2498.248, 1813.914, 1441.45, 1199.474, 816.3234, 2457.796, 1226.933, 1304.833, 729.2692, 1818.088, 1733.598, 2164.191, 1407.272, 1014.199
359.2, 5.405166, 112.0539, 717.1167, 649.1927, 958.0138, 406.874, 265.5927, 730.6255, 579.731, 607.7084, 44.34278, 1251.987, 526.9371, 0.5915112, 320.7784, 454.8548, 1809.516, 474.1255, 357.4326, 1971.282, 149.6051, 2459.147, 1857.723, 1431.24, 1329.329, 773.5259, 2439.948, 1173.942, 1284.675, 841.4057, 1854.722, 1761.345, 2087.668, 1628.734, 1043.54
359.3, 203.5342, 106.2069, 801.3166, 679.226, 916.5759, 385.7904, 337.5702, 785.5459, 552.3062, 614.4955, 42.0816, 1284.3, 524.8077, 0.5635662, 306.9635, 450.3844, 1798.353, 559.4368, 342.31, 2059.248, 142.1257, 2386.399, 1955.445, 1384.226, 1419.073, 807.3439, 2444.014, 1162.841, 1312.016, 892.2226, 1889.552, 1900.136, 2180.045, 1800.797, 1011.702
359.4, 193.4218, 100.665, 762.9209, 766.4547, 876.9303, 365.7994, 320.0346, 825.0121, 526.1788, 580.6801, 39.93571, 1340.451, 624.8041, 0.5369414, 293.7436, 466.653, 1722.986, 600.5549, 327.8272, 2036.733, 135.0203, 2483.675, 2103.802, 1374.498, 1440.276, 855.4946, 2498.528, 1291.991, 1268.998, 965.7651, 1823.966, 1938.382, 2168.151, 1772.858, 1119.529
359.5, 183.8119, 95.41234, 726.365, 732.7538, 838.9995, 346.8443, 303.4099, 858.2981, 551.436, 548.7254, 37.89926, 1358.706, 602.8779, 0.5115744, 281.093, 606.9946, 1650.777, 569.8609, 313.9572, 1971.674, 128.2701, 2520.761, 2188.346, 1314.692, 1402.44, 810.6434, 2389.67, 1236.191, 1284.167, 1098.548, 1782.539, 1942.963, 2076.852, 1687.262, 1071.522
359.6, 253.4621, 90.43373, 861.3135, 700.5348, 802.7094, 328.8714, 287.6488, 879.7325, 525.3498, 518.5292, 35.96665, 1591.455, 604.1004, 0.4874059, 268.9872, 575.2716, 1581.594, 540.7357, 300.674, 2040.953, 121.8574, 2704.233, 2420.889, 1257.488, 1813.21, 768.1437, 2510.789, 1182.8, 1229.445, 1159.166, 1706.91, 1906.733, 2064.842, 1605.799, 1097.167
359.7, 663.3769, 85.7149, 864.1985, 809.5795, 767.989, 311.8299, 272.7064, 859.189, 500.4976, 489.9947, 186.744, 1883.476, 676.0388, 0.4643792, 257.4027, 760.7346, 1515.311, 513.0989, 287.9528, 1954.207, 115.7652, 2590.277, 2532.144, 1202.774, 1817.472, 727.8721, 2401.396, 1131.716, 1177.055, 1437.169, 1634.488, 1824.606, 1977.894, 1528.268, 1050.12
359.8, 630.4177, 105.7547, 822.7897, 773.9825, 734.7704, 543.2504, 415.5415, 1159.345, 497.4951, 463.0305, 346.3982, 1803.645, 644.4805, 0.4424403, 246.3172, 816.6558, 1451.806, 486.8748, 275.7698, 1871.148, 109.9777, 2481.123, 2556.798, 1150.44, 1737.393, 689.7118, 2296.77, 1176.765, 1126.897, 1371.42, 1565.14, 1746.016, 1894.607, 1454.481, 1254.531
359.9, 599.096, 100.2365, 783.3651, 739.9506, 702.9886, 636.0303, 584.8854, 1113.031, 855.6167, 611.7454, 431.1462, 1727.197, 614.3953, 0.4215379, 275.6252, 938.7156, 1390.962, 668.1847, 264.1023, 1791.619, 104.4795, 2940.777, 2446.585, 1199.831, 1660.843, 653.5521, 2196.702, 1480.392, 1281.662, 1355.009, 1566.488, 1980.478, 1814.827, 1713.258, 1262.039
360, 569.3305, 95.00613, 872.2373, 791.3867, 776.5242, 603.0723, 554.5026, 1060.308, 815.1409, 676.759, 409.1606, 1688.593, 636.7697, 0.401623, 263.7549, 889.656, 1332.668, 634.0342, 252.9284, 1859.505, 99.25612, 3072.579, 2493.873, 1177.576, 1723.305, 619.2882, 2164.734, 1416.455, 1270.127, 1380.803, 1794.831, 2123.596, 1953.119, 1690.328, 1207.921
360.1, 541.0439, 90.04872, 858.7686, 857.1721, 742.9365, 571.8221, 525.6981, 1010.083, 776.5798, 639.5172, 388.2961, 1741.227, 607.0445, 0.382649, 282.5287, 843.1604, 1351.605, 601.629, 242.2273, 1810.003, 94.29391, 2943.101, 2386.373, 1126.338, 1647.376, 586.8207, 2148.477, 1355.279, 1310.77, 1390.092, 1718.68, 2032.127, 1870.875, 1608.716, 1208.662
360.2, 629.7906, 85.34998, 864.8192, 819.4824, 710.8015, 542.1913, 498.3898, 962.2365, 739.843, 604.3248, 368.4956, 1841.404, 578.7069, 0.3645714, 270.3611, 799.0948, 1353.145, 570.8801, 231.9789, 1747.68, 89.57979, 2819.079, 2283.506, 1077.33, 1574.792, 556.0554, 2280.379, 1296.746, 1290.393, 1358.238, 1645.759, 1944.599, 1792.094, 1531.045, 1236.393
360.3, 598.5001, 80.89642, 823.3807, 857.1601, 680.0565, 514.0958, 472.5002, 916.6566, 704.8439, 571.069, 349.7047, 1763.355, 687.765, 0.3473478, 258.7175, 757.3322, 1485.022, 541.7028, 222.1642, 2103.366, 85.10134, 3534.469, 2590.043, 1317.983, 1992.553, 843.8365, 2330.409, 1240.74, 1235.406, 1335.84, 1854.57, 1860.841, 2127.412, 1457.124, 1183.375
360.4, 794.3806, 76.67525, 783.9279, 819.4709, 650.6413, 487.4562, 447.9554, 957.6528, 671.5006, 539.6432, 331.8721, 1688.615, 751.8248, 0.3309379, 247.5753, 717.7521, 1422.786, 514.0167, 212.7646, 2258.241, 80.84679, 3385.527, 2847.583, 1260.636, 2192.727, 799.5966, 2632.994, 1187.153, 1182.761, 1274.727, 1775.884, 1780.69, 2113.191, 1386.772, 1132.63
360.5, 754.9125, 72.67435, 902.3521, 848.2101, 622.4985, 462.1971, 424.6857, 912.29, 639.7346, 509.9468, 314.9488, 1830.141, 716.7286, 0.3153032, 236.9131, 680.2407, 1363.158, 487.7456, 203.7628, 2162.259, 76.80495, 3242.862, 2724.835, 1205.785, 2096.115, 757.676, 2518.277, 1135.881, 1132.36, 1489.006, 1700.537, 1703.991, 2074.616, 1319.816, 1127.47
360.6, 717.4055, 68.8822, 894.6786, 810.9145, 595.5729, 438.2468, 402.6247, 869.076, 609.4713, 481.8846, 298.8885, 1752.571, 683.2709, 0.3004072, 226.71, 937.2499, 1306.03, 462.8172, 195.1418, 2070.357, 72.96516, 3106.208, 2607.379, 1153.32, 2003.759, 717.9532, 2408.558, 1086.823, 1084.107, 1487.096, 1628.386, 1688.641, 1987.256, 1256.094, 1098.45
360.7, 681.7619, 238.5266, 851.8094, 775.2587, 569.812, 607.9562, 622.4135, 1185.435, 580.6396, 455.3666, 441.994, 1678.287, 651.3749, 0.286215, 216.9463, 995.4678, 1251.295, 483.2604, 186.8856, 1982.361, 69.31735, 2975.313, 2494.986, 1103.138, 1915.472, 680.3129, 2303.62, 1174.632, 1312.373, 1419.062, 1559.296, 1640.85, 1903.575, 1195.447, 1397.543
360.8, 647.8892, 226.0803, 810.9943, 893.9297, 545.1653, 576.4529, 590.0812, 1191.759, 553.1719, 430.308, 419.4552, 1607.153, 620.968, 0.2726932, 207.6031, 1006.332, 1198.854, 593.1649, 178.9786, 1898.105, 65.85191, 2849.935, 2387.437, 1055.139, 1831.076, 644.6461, 2203.253, 1123.9, 1410.401, 1354.142, 1493.138, 1570.175, 1823.417, 1137.729, 1337.614
360.9, 615.6995, 214.2834, 962.6403, 854.6238, 592.1085, 695.8339, 586.6703, 1135.307, 706.8074, 542.1147, 398.0658, 1935.654, 640.9319, 0.2598103, 267.1515, 953.7387, 1148.612, 562.8485, 171.4062, 2016.538, 62.55971, 3347.95, 2284.525, 1075.247, 1750.398, 610.8491, 2217.869, 1075.36, 1350.3, 1475.587, 1770.942, 1936.484, 1869.234, 1295.081, 1280.255
361, 585.1091, 203.1021, 978.4776, 817.0461, 566.4974, 659.777, 556.1948, 1081.529, 673.3712, 550.6819, 434.1913, 1895.78, 662.5056, 0.2475359, 289.6916, 1065.201, 1100.474, 534.0817, 164.1542, 1930.829, 59.43211, 3206.869, 2186.048, 1028.462, 1673.274, 578.824, 2121.238, 1028.916, 1292.76, 1479.37, 1719.466, 1853.075, 1860.758, 1232.553, 1225.356
361.1, 556.0386, 192.5043, 931.5931, 872.3644, 541.9941, 665.3082, 603.8069, 1297.629, 641.5167, 520.3781, 566.9069, 1815.427, 631.579, 0.2358415, 277.2155, 1009.531, 1054.354, 629.1509, 157.209, 1936.419, 56.46086, 3071.732, 2300.996, 1193.849, 1655.945, 594.1364, 2028.818, 1067.402, 1326.784, 1411.69, 1646.512, 1773.258, 1782.403, 1173.043, 1460.802
361.2, 528.4124, 182.4594, 886.9551, 1034.643, 889.7066, 713.8975, 684.6721, 1236.162, 903.1508, 668.6615, 608.7698, 1900.698, 635.1233, 0.2246995, 280.008, 956.7702, 1052.931, 745.0829, 150.5577, 2099.431, 53.63816, 3504.387, 2434.385, 1197.721, 1680.748, 707.0533, 2152.066, 1407.243, 1369.374, 1347.107, 1944.157, 1923.975, 1884.674, 1334.229, 1398.161
361.3, 502.1587, 172.9387, 844.4559, 989.1503, 877.9388, 758.8995, 649.1057, 1177.607, 1015.353, 631.8652, 577.7266, 1897.331, 713.9249, 0.214084, 267.949, 906.7671, 1008.803, 872.2816, 144.1878, 2222.248, 50.95658, 4009.78, 2641.659, 1145.607, 1785.346, 669.9845, 2230.271, 1346.465, 1311.021, 1312.063, 1905.667, 1933.984, 2081.983, 1338.663, 1338.206
361.4, 477.2095, 163.9147, 868.2203, 945.6576, 839.9644, 719.5746, 615.3869, 1239.223, 1080.871, 658.9666, 548.2664, 1955.79, 680.598, 0.2039699, 354.8026, 859.3773, 966.5254, 929.6547, 138.0873, 2127.797, 48.40906, 3997.208, 2527.788, 1095.761, 1706.683, 634.8591, 2133.101, 1288.312, 1255.155, 1272.722, 1824.813, 1850.683, 2044.846, 1274.03, 1280.822
361.5, 453.4998, 155.3617, 877.9886, 904.0772, 803.6326, 682.2875, 583.4197, 1229.145, 1029.739, 622.7039, 520.3084, 2084.545, 704.256, 0.1943337, 356.1913, 814.4641, 926.0192, 882.1406, 132.245, 2276.829, 45.9889, 3839.146, 2418.826, 1048.083, 1631.485, 601.5753, 2040.164, 1232.671, 1326.825, 1240.965, 1747.39, 1971.809, 2178.188, 1212.518, 1225.899
361.6, 430.9681, 147.2549, 921.9402, 864.3251, 843.0336, 646.9325, 553.113, 1170.922, 1085.609, 730.6726, 493.7761, 2114.771, 671.3805, 0.1851527, 340.8513, 771.8983, 1081.195, 837.0549, 126.6498, 2735.329, 43.68973, 4135.566, 2414.695, 1002.48, 1742.708, 570.0364, 2025.676, 1179.432, 1280.982, 1365.974, 1879.55, 1978.701, 2126.245, 1368.673, 1173.331
361.7, 409.5559, 139.5712, 912.8851, 826.3209, 823.7071, 613.4095, 524.3807, 1115.457, 1132.189, 690.4639, 468.5968, 2074.299, 760.0172, 0.1764054, 430.0574, 731.557, 1035.883, 896.783, 121.2914, 3033.152, 41.50551, 4410.375, 2310.607, 958.861, 1665.924, 540.151, 1937.419, 1128.493, 1362.968, 1506.639, 1985.667, 2000.273, 2157.282, 1317.886, 1123.017
361.8, 389.2076, 132.2884, 926.7805, 841.1022, 839.9438, 581.6237, 497.1409, 1342.937, 1078.629, 652.4679, 444.7015, 2180.961, 724.5387, 0.1680714, 411.5362, 693.324, 992.4699, 993.1916, 116.1597, 3280.506, 39.43048, 4259.899, 2591.934, 999.7993, 1628.516, 511.8324, 1955.718, 1079.754, 1304.888, 1437.712, 1901.419, 1995.792, 2066.441, 1347.395, 1176.358
361.9, 433.4323, 125.3856, 940.0317, 1093.887, 1073.979, 551.485, 471.3161, 1279.324, 1079.992, 616.5628, 422.0247, 2088.521, 824.8372, 0.1601312, 393.8127, 657.0892, 1467.742, 1115.376, 111.2451, 3625.382, 231.5829, 4591.213, 3034.597, 956.297, 1866.975, 484.9985, 2018.39, 1182.525, 1325.165, 1466.849, 2104.848, 1909.828, 2211.667, 1344.831, 1125.914
362, 579.8494, 118.8429, 894.9894, 1175.099, 1186.74, 522.908, 446.8329, 1351.063, 1050.5, 582.6335, 400.5042, 2222.766, 925.3811, 0.152566, 376.8524, 622.7482, 1763.502, 1264.018, 106.5385, 4273.784, 292.4638, 5133.267, 4060.965, 1276.168, 2517.168, 959.2169, 2429.694, 1296.418, 1268.696, 1413.879, 2076.573, 1919.908, 2356.45, 1279.9, 1077.633
362.1, 551.0402, 112.6417, 930.302, 1190.923, 1135.409, 495.8117, 423.6214, 1287.065, 1000.805, 550.5714, 380.0811, 2361.253, 882.1832, 0.1453583, 360.6225, 590.2018, 1761.918, 1213.353, 102.0309, 4372.327, 336.6122, 5039.971, 3885.914, 1220.641, 2406.26, 908.9279, 2323.835, 1240.427, 1236.698, 1419.292, 2042.777, 1955.352, 2344.5, 1218.105, 1031.423
362.2, 523.6624, 106.7641, 885.7259, 1138.559, 1086.298, 470.1196, 401.6158, 1226.099, 1026.438, 613.8523, 360.6995, 2451.704, 886.3857, 0.1384911, 345.0916, 559.3564, 1859.755, 1217.506, 97.7141, 4472.212, 319.7837, 5094.096, 3718.408, 1167.53, 2300.24, 861.2753, 2222.588, 1208.029, 1479.549, 1455.876, 2107.236, 1912.601, 2276.966, 1423.288, 1074.029
362.3, 497.6447, 101.1931, 1026.962, 1088.497, 1081.22, 445.7588, 380.7532, 1168.02, 977.8809, 580.0722, 342.3062, 2347.788, 937.3013, 0.1319483, 372.3622, 530.1231, 2063.704, 1194.199, 93.57993, 4571.416, 303.7964, 5239.2, 3839.25, 1187.508, 2364.915, 816.1211, 2270.746, 1292.699, 1416.501, 1389.271, 2148.425, 1980.221, 2439.531, 1354.57, 1072.966
362.4, 472.9197, 95.9129, 1081.936, 1095.575, 1034.453, 422.6603, 360.9743, 1112.692, 931.6212, 548.151, 324.8509, 2427.948, 945.2087, 0.1257146, 356.3257, 502.4176, 2152.253, 1133.164, 89.62066, 4485.177, 344.2518, 5135.029, 3673.755, 1175.984, 2311.513, 795.3267, 2209.841, 1258.195, 1356.14, 1444.9, 2151.57, 1960.391, 2336.805, 1323.528, 1026.956
362.5, 556.8345, 90.90816, 1091.143, 1283.233, 989.7086, 400.7588, 342.223, 1126.346, 887.5499, 517.9865, 308.2856, 2325.039, 1023.773, 0.1197754, 340.9799, 476.16, 2198.522, 1075.249, 85.8289, 4417.056, 445.9706, 4918.64, 3789.399, 1124.816, 2281.404, 856.9876, 2327.155, 1258.204, 1298.351, 1401.836, 2060.283, 1875.953, 2346.627, 1259.626, 1068.573
362.6, 653.8102, 86.16458, 1097.471, 1248.735, 946.8997, 379.9921, 385.3272, 1176.759, 902.537, 489.4818, 358.3534, 2280.008, 975.9823, 0.1141168, 326.295, 451.2747, 2111.468, 1104.847, 82.19757, 4333.446, 423.6748, 4769.859, 3626.054, 1135.516, 2180.884, 898.6147, 2281.182, 1203.863, 1297.012, 1396.269, 2046.718, 1867.342, 2286.481, 1265.224, 1022.751
362.7, 786.1003, 81.66852, 1044.885, 1241.64, 933.21, 360.3016, 463.0348, 1393.596, 1032.846, 462.5458, 476.3808, 2183.369, 1054.375, 0.1087255, 312.2425, 427.69, 2107.754, 1207.352, 78.71988, 4574.406, 402.4936, 4929.224, 4130.301, 1425.484, 2432.134, 1098.344, 2322.245, 1439.935, 1241.742, 1332.391, 2041.254, 1858.714, 2190.199, 1246.944, 978.894
362.8, 908.096, 77.40706, 1141.419, 1504.991, 892.8449, 411.1398, 438.9818, 1327.583, 983.9865, 620.6632, 668.9985, 2259.22, 1005.155, 0.103589, 298.7952, 405.3379, 2019.42, 1145.645, 75.38933, 4379.981, 382.3714, 4721.508, 4117.987, 1363.459, 2377.831, 1040.76, 2245.688, 1589.702, 1188.828, 1340.574, 2141.851, 1778.655, 2166.404, 1289.513, 1025.479
362.9, 912.0685, 73.36797, 1121.453, 1543.047, 854.2258, 399.6023, 416.1782, 1474.853, 1033.221, 641.933, 634.884, 2417.577, 1093.324, 0.09869508, 285.927, 384.154, 2272.295, 1087.091, 72.19968, 4466.969, 363.2551, 4546.096, 4431.007, 1304.134, 2492.955, 1056.979, 2311.92, 1521.043, 1138.169, 1378.098, 2191.455, 1755.547, 2196.293, 1227.253, 981.5048
363, 866.7533, 69.53963, 1166.707, 1726.472, 989.261, 378.8955, 394.5591, 1404.991, 1068.05, 643.611, 602.5091, 2657.073, 1322.677, 0.09403239, 316.4026, 626.0776, 2220.9, 1031.531, 69.145, 4576.403, 345.0946, 4589.166, 4240.004, 1275.359, 2533.172, 1040.988, 2211.192, 1455.35, 1089.668, 1454.242, 2302.385, 2042.631, 2353.818, 1341.593, 970.9677
363.1, 823.6895, 193.0335, 1110.803, 1868.216, 946.4715, 670.7406, 908.2041, 1338.439, 1249.551, 1008.838, 837.6016, 2970.544, 1511.688, 0.08958998, 313.843, 931.1669, 2127.824, 1277.284, 66.21954, 4673.875, 327.8419, 4706.216, 4057.235, 1309.652, 2421.56, 1044.854, 2114.853, 1728.146, 1369.067, 1542.647, 2575.51, 2470.701, 2254.701, 1482.085, 1319.087
363.2, 782.7653, 312.2908, 1086.15, 2155.147, 1082.547, 904.0387, 1161.079, 1330.281, 1463.001, 1354.027, 886.0311, 3270.099, 1593.064, 72.37135, 427.7739, 1326.636, 2157.283, 1301.702, 63.41787, 4803.911, 311.4518, 5093.639, 3882.345, 1531.481, 2454.559, 1215.766, 2022.711, 1947.578, 1310.727, 1472.072, 3014.27, 2822.715, 2343.569, 1823.692, 1262.523
363.3, 765.5869, 354.3876, 1131.801, 2316.612, 1073.362, 857.1929, 1202.864, 1320.482, 1490.436, 1646.008, 1043.678, 3500.28, 1605.203, 68.95228, 432.4054, 1503.401, 2066.874, 1235.173, 60.73472, 4744.095, 295.8811, 5074.993, 4148.131, 1583.616, 2503.581, 1208.068, 1934.583, 2144.79, 1254.873, 1439.5, 3289.796, 2987.812, 2244.884, 1797.553, 1258.528
363.4, 727.5494, 410.9801, 1166.208, 2585.389, 1038.982, 812.7747, 1230.105, 1257.933, 1594.198, 1847.281, 990.4573, 3812.328, 1715.72, 65.69474, 413.7831, 1595.844, 1980.253, 1172.044, 58.1651, 4810.475, 281.0889, 4994.453, 4117.806, 1759.432, 2781.658, 1160.345, 1941.858, 2059.049, 1282.758, 1595.736, 3314.826, 2977.375, 2405.696, 1710.765, 1204.561
