 , C002, C003, C004, C005, C006, C007, C011, C012, C013, C014, C015, C017, C018, C019, C020, C021, C022, C025, C026, C027, C029, C030, C031, C033, C035, C038, C040, C045, C050, C051, C055, C056, C059, C065, C066, C067, C069, C076, C079, C081, C087, C088, C089, C094, C095, C096, C097, C099, C107, C108, C111, C112, C123, C124, C129, C133
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
271.9, 3630.503, 1306.505, 768.8174, 1056.782, 2029.104, 16.29828, 2890.321, 1044.899, 1339.644, 1063.953, 2774.288, 1751.987, 1062.758, 390.1053, 2045.332, 3002.318, 2768.818, 902.811, 2671.642, 225.1883, 3571.888, 1195.581, 547.2147, 3686.024, 2174.698, 3190.505, 1129.593, 2267.824, 1847.606, 757.5415, 1405.963, 2610.255, 3961.29, 6.826622, 1843.618, 2689.37, 1340.305, 2687.017, 82.13161, 1389.234, 2142.087, 1678.536, 757.7352, 578.796, 27.79486, 1406.726, 2989.903, 807.8262, 9.342859e-05, 960.6893, 1303.297, 1798.488, 1028.622, 49.35081, 1328.693, 743.2171
272, 3614.972, 1292.79, 731.9357, 1000.818, 1930.023, 15.48195, 2753.1, 997.4075, 1277.211, 1019.43, 2667.685, 1678.938, 1041.636, 372.2082, 1950.395, 3038.074, 2798.703, 890.8878, 2567.767, 215.1977, 3423.031, 1137.451, 639.9768, 3602.163, 2218.55, 3126.336, 1082.85, 2422.581, 1881.102, 724.3997, 1447.111, 2673.928, 3853.133, 6.527771, 1849.433, 2595.69, 1331.187, 2735.773, 78.47619, 1330.122, 2166.499, 1608.555, 725.5012, 549.6399, 26.46642, 1442.951, 2889.663, 770.1619, 8.943051e-05, 917.6259, 1246.861, 1814.891, 982.7961, 47.2541, 1311.26, 712.3566
272.1, 3592.264, 1262.097, 696.8232, 947.8165, 1945.861, 14.7065, 2815.911, 952.0746, 1306.716, 976.7712, 2711.141, 1680.326, 1133.216, 355.1322, 1972.357, 3078.638, 3098.646, 884.5862, 2592.778, 205.6504, 3494.374, 1181.536, 661.2946, 3519.708, 2119.651, 3014.155, 1038.042, 2455.592, 1834.706, 692.7078, 1449.125, 2710.192, 3966.395, 6.242003, 1790.574, 2611.562, 1334.341, 2641.374, 74.98346, 1273.526, 2303.447, 1541.492, 694.6385, 521.9525, 25.20147, 1381.767, 2939.689, 734.2535, 8.560352e-05, 926.9055, 1261.032, 1873.255, 939.0118, 45.24647, 1301.382, 682.7775
272.2, 3566.501, 1209.481, 663.3951, 985.923, 1926.58, 13.9699, 2690.889, 908.8022, 1368.908, 935.8972, 2690.479, 1702.565, 1085.16, 338.8396, 1880.807, 2969.174, 3436.834, 955.2756, 2522.883, 196.5266, 3602.258, 1353.457, 669.0903, 3599.841, 2172.795, 3055.199, 995.0877, 2504.014, 1753.207, 662.4025, 1384.273, 2587.841, 3931.356, 5.968746, 1749.184, 2721.885, 1429.187, 2530.791, 71.64618, 1260.921, 2317.873, 1477.225, 742.9284, 495.6599, 23.99698, 1366.289, 3010.674, 700.0194, 8.194029e-05, 970.686, 1206.427, 1792.439, 897.1782, 43.32413, 1245.997, 654.4266
272.3, 3489.702, 1264.94, 631.5707, 933.7108, 1886.357, 13.27019, 2653.696, 867.4965, 1305.111, 896.7336, 2687.91, 1631.577, 1056.35, 323.2944, 1793.506, 2952.485, 3715.75, 914.5144, 2539.29, 187.8076, 3452.135, 1347.911, 638.3989, 3501.077, 2152.019, 3043.414, 953.911, 2476.26, 1805.509, 633.4229, 1383.19, 2711.867, 3889.439, 5.70745, 1766.797, 2650.05, 1364.198, 2547.641, 68.45744, 1220.269, 2417.099, 1415.637, 711.3243, 470.6917, 22.85005, 1426.227, 2882.766, 667.3815, 7.843383e-05, 927.1744, 1248.298, 1715.109, 857.2083, 41.48347, 1231.866, 627.253
272.4, 3488.842, 1212.206, 601.2729, 884.2635, 1881.747, 12.60552, 2646.914, 828.0682, 1298.447, 965.6445, 2729.997, 1672.095, 1036.162, 308.4624, 1772.893, 2815.074, 3836.13, 875.4924, 2484.06, 195.1516, 3337.131, 1315.725, 626.9457, 3533.666, 2114.85, 3003.829, 914.4382, 2669.735, 1734.595, 605.7112, 1321.288, 2589.44, 3870.613, 5.457594, 1705.982, 2560.821, 1371.41, 2448.1, 65.41061, 1191.73, 2516.268, 1356.617, 681.0647, 446.9812, 21.75795, 1405.286, 2810.846, 636.2653, 7.507741e-05, 1037.414, 1369.998, 1641.115, 819.019, 39.721, 1179.439, 718.1438
272.5, 3383.046, 1161.67, 572.4286, 837.4349, 2034.997, 11.97415, 2521.249, 790.4319, 1237.933, 1033.812, 2675.765, 1749.522, 1029.453, 294.3109, 1736.877, 2889.858, 3845.115, 838.1355, 2375.8, 271.2051, 3290.203, 1312.865, 616.0215, 3420.804, 2259.5, 3011.687, 876.5988, 2612.899, 1690.451, 579.2119, 1311.934, 2679.558, 3880.167, 5.218676, 1630.474, 2578.974, 1309.049, 2462.877, 62.49939, 1208.11, 2457.519, 1300.057, 701.11, 424.4651, 20.71803, 1345.699, 2885.174, 606.5998, 7.186463e-05, 1064.296, 1452.223, 1718.631, 782.5311, 38.03342, 1129.244, 688.3244
272.6, 3251.624, 1113.241, 544.968, 793.0862, 1948.747, 11.3744, 2584.42, 754.5063, 1180.24, 1321.735, 2623.268, 1744.845, 985.7972, 280.8086, 1800.824, 2762.839, 3787.995, 900.2922, 2415.068, 259.173, 3352.963, 1307.574, 587.7644, 3409.19, 2215.476, 2885.372, 840.3251, 2686.586, 1676.318, 553.8718, 1353.735, 2753.47, 3835.3, 4.990216, 1558.309, 2498.952, 1378.257, 2453.513, 59.71774, 1204.085, 2396.018, 1245.856, 671.2849, 403.0832, 19.72783, 1348.843, 3048.04, 578.3174, 6.878933e-05, 1165.736, 1513.891, 1644.485, 747.6688, 36.41754, 1160.376, 745.5448
272.7, 3284.997, 1066.831, 518.8248, 751.0861, 1925.918, 10.80469, 2461.722, 720.2134, 1199.565, 1436.74, 2632.212, 1770.429, 999.7305, 267.9258, 1726.796, 2754.153, 3698.871, 880.0522, 2355.041, 247.6747, 3213.23, 1243.998, 624.186, 3336.414, 2272.979, 2905.825, 805.5525, 2600.613, 1676.392, 529.6404, 1335.715, 2729.08, 3730.757, 4.771759, 1527.446, 2449.56, 1315.584, 2391.661, 57.05989, 1152.852, 2473.591, 1193.914, 642.7286, 382.7784, 18.78494, 1291.649, 3016.118, 551.3538, 6.584563e-05, 1244.906, 1467.184, 1662.759, 714.3596, 34.87031, 1176.265, 714.5876
272.8, 3292.583, 1076.662, 537.9049, 711.3102, 1831.876, 10.26351, 2426.884, 754.0162, 1143.66, 1569.06, 2522.522, 1696.611, 957.3349, 255.634, 1846.566, 2655.084, 3673.631, 851.2582, 2402.007, 236.6865, 3214.533, 1344.022, 595.5543, 3359.496, 2171.654, 2775.306, 772.2188, 2749.555, 1766.538, 506.4691, 1361.064, 2709.893, 3682.908, 4.562864, 1459.84, 2375.242, 1301.345, 2389.91, 54.52034, 1103.799, 2362.003, 1144.138, 716.632, 363.4965, 17.88713, 1280.421, 2942.237, 525.6472, 6.302791e-05, 1235.136, 1468.213, 1616.251, 682.5344, 33.38881, 1235.042, 734.1346
272.9, 3157.481, 1135.707, 512.1005, 673.6408, 1742.427, 9.749442, 2437.671, 719.7456, 1090.36, 1520.506, 2586.849, 1725.675, 976.577, 364.9448, 1920.58, 2744.386, 3680.45, 814.9354, 2391.071, 226.1858, 3080.569, 1278.674, 622.5851, 3349.461, 2074.846, 2698.686, 740.2643, 2674.342, 1971.057, 484.3115, 1445.508, 2886.573, 3523.494, 4.363115, 1445.586, 2271.969, 1357.682, 2431.752, 52.09381, 1056.833, 2392.793, 1096.437, 735.2946, 345.1859, 17.03222, 1226.129, 2881.953, 501.1393, 6.033076e-05, 1243.894, 1453.341, 1546.522, 652.127, 31.97026, 1182.481, 770.6669
273, 3299.62, 1088.361, 533.0468, 637.9663, 1695.299, 9.261121, 2321.94, 707.8832, 1039.545, 1456.879, 2479.049, 1680.348, 1091.397, 348.202, 2020.621, 2745.904, 3708.562, 863.0463, 2286.864, 216.151, 3039.326, 1216.504, 611.9539, 3224.241, 2166.691, 2643.848, 709.6322, 2799.76, 2072.385, 463.1233, 1486.891, 2866.297, 3577.478, 4.17211, 1504.651, 2441.365, 1295.945, 2329.945, 49.77528, 1011.865, 2409.879, 1050.725, 775.0482, 327.7976, 16.21817, 1250.615, 2852.808, 477.774, 5.774904e-05, 1248.307, 1446.482, 1569.81, 623.0742, 30.61197, 1273.13, 738.6666
273.1, 3239.379, 1131.88, 507.4754, 604.181, 1651.139, 8.797258, 2332.986, 675.7094, 991.0976, 1456.969, 2375.741, 1690.027, 1158.765, 332.2273, 1940.291, 2618.108, 3638.582, 826.2205, 2187.198, 206.5614, 3122.678, 1157.356, 643.0858, 3224.341, 2070.105, 2610.418, 680.2676, 2840.131, 2192.789, 442.862, 1481.524, 2821.016, 3486.937, 3.989466, 1467.961, 2335.217, 1237.016, 2346.778, 47.55994, 968.8102, 2418.504, 1006.918, 742.0778, 311.2852, 15.44303, 1246.177, 2954.468, 455.498, 5.527779e-05, 1228.624, 1439.69, 1585.915, 595.3158, 29.3114, 1218.948, 707.995
273.2, 3228.781, 1119.337, 521.0086, 572.1849, 1602.452, 8.356629, 2397.244, 644.9979, 944.9081, 1426.611, 2276.738, 1628.384, 1160.333, 354.8345, 1850.229, 2582.752, 3563.698, 790.9659, 2091.876, 197.3972, 3127.905, 1101.084, 712.3221, 3120.842, 2097.959, 2635.121, 652.1182, 2811.054, 2207.132, 423.4872, 1415.221, 2713.756, 3478.07, 3.814818, 1480.765, 2233.685, 1271.834, 2421.071, 45.4432, 927.5878, 2349.526, 964.9383, 710.5099, 295.6046, 14.70494, 1251.951, 2828.948, 434.2607, 5.291229e-05, 1173.55, 1490.178, 1517.495, 568.7941, 28.06607, 1207.414, 723.8135
273.3, 3082.625, 1072.673, 543.9055, 541.8833, 1524.205, 7.93807, 2350.554, 615.6823, 900.8713, 1366.913, 2227.455, 1625.26, 1167.215, 338.5555, 1890.684, 2552.861, 3400.911, 879.4523, 2067.268, 188.6396, 2997.551, 1047.548, 679.6476, 3188.332, 2202.078, 2674.429, 625.1335, 2757.682, 2196.896, 404.96, 1351.886, 2671.94, 3327.522, 3.647816, 1415.225, 2136.567, 1272.092, 2409.856, 43.42067, 888.1193, 2271.146, 924.7085, 735.014, 280.714, 14.00213, 1396.139, 2846.745, 414.0136, 5.064802e-05, 1296.232, 1425.65, 1452.027, 543.4539, 26.87366, 1213.588, 737.6522
273.4, 2943.086, 1027.954, 517.8132, 513.1863, 1616.394, 7.540475, 2451.373, 686.8423, 858.8868, 1374.055, 2387.474, 1662.556, 1146.448, 323.0234, 1802.925, 2509.093, 3459.332, 948.2009, 2015.872, 180.2705, 3084.293, 996.6155, 648.472, 3052.477, 2226.183, 2743.249, 599.2655, 2671.078, 2099.307, 387.2433, 1336.738, 2636.275, 3362.104, 3.488125, 1396.062, 2148.343, 1214.247, 2342.859, 41.48815, 938.932, 2311.972, 886.1559, 703.7466, 266.5734, 13.3329, 1427.715, 2856.01, 394.7105, 4.848064e-05, 1238.127, 1461.32, 1518.091, 519.2426, 25.73191, 1226.247, 707.0227
273.5, 2852.791, 1078.789, 511.5662, 572.6012, 1629.125, 7.162795, 2487.209, 655.6249, 818.859, 1406.344, 2304.25, 1593.236, 1141.14, 308.2038, 1719.239, 2487.809, 3301.312, 975.9959, 1928.016, 172.2727, 3037.099, 948.1591, 687.688, 3039.78, 2192.771, 2635.86, 574.4679, 2774.877, 2006.053, 370.3018, 1392.046, 2556.812, 3306.791, 3.335424, 1334.272, 2153.952, 1159.032, 2292.089, 39.64164, 898.9808, 2247.538, 849.2107, 723.3331, 253.1451, 12.69566, 1436.783, 2734.672, 376.3073, 4.640601e-05, 1182.628, 1398.042, 1490.992, 496.11, 24.63867, 1225.93, 677.6651
273.6, 2723.656, 1094.992, 487.0253, 542.2775, 1736.421, 6.804031, 2508.589, 625.8263, 780.6967, 1347.494, 2273.317, 1578.272, 1225.224, 294.0642, 1762.595, 2519.831, 3303.098, 934.3506, 1987.319, 164.6298, 2987.126, 1016.887, 656.1435, 3097.159, 2181.736, 2544.852, 550.6964, 2830.206, 2018.848, 354.1014, 1329.748, 2590.982, 3417.875, 3.189409, 1275.216, 2060.301, 1106.328, 2344.537, 37.87732, 860.7296, 2198.214, 972.7261, 692.5627, 240.3932, 12.08888, 1403.615, 2720.247, 358.7622, 4.442017e-05, 1129.616, 1373.465, 1446.03, 474.0079, 23.59187, 1173.756, 649.5265
273.7, 2783.078, 1049.343, 463.6617, 616.2978, 1843.817, 6.463237, 2389.491, 597.3821, 744.3128, 1291.106, 2178.582, 1551.199, 1218.554, 280.5732, 1753.506, 2568.894, 3223.388, 950.408, 1947.388, 157.3259, 2870.548, 1005.664, 735.2492, 3023.424, 2235.006, 2470.315, 605.9994, 2816.993, 1929.168, 338.6097, 1270.238, 2604.728, 3409.357, 3.049785, 1358.757, 2148.34, 1109.554, 2340.526, 36.19152, 869.2076, 2099.048, 932.1716, 663.1012, 228.2837, 11.5111, 1393.536, 2839.84, 342.0352, 4.25193e-05, 1154.969, 1388.646, 1443.093, 452.8905, 22.58955, 1123.802, 622.5563
273.8, 2811.259, 1016.817, 441.4189, 583.66, 1753.784, 6.139513, 2364.103, 695.6375, 709.6246, 1359.837, 2199.361, 1585.619, 1189.081, 267.7012, 1733.055, 2644.445, 3240.469, 909.8545, 1862.517, 150.3461, 2922.569, 956.7678, 714.7946, 3018.591, 2177.603, 2390.724, 625.3368, 2768.126, 1843.472, 323.7958, 1270.217, 2528.022, 3374.727, 2.916274, 1332.21, 2077.754, 1111.512, 2287.092, 34.58075, 832.2231, 2091.333, 957.9642, 740.3148, 216.7842, 10.96093, 1371.043, 2833.238, 326.088, 4.069977e-05, 1239.862, 1368.865, 1380.835, 432.7139, 21.62981, 1170.882, 662.6051
273.9, 2706.635, 992.0612, 452.8464, 552.7507, 1690.546, 5.832002, 2271.987, 699.6869, 765.8289, 1369.17, 2107.709, 1640.978, 1166.625, 255.4197, 1804.664, 2809.343, 3092.447, 906.6709, 1860.669, 143.6759, 2876.585, 910.2487, 692.6725, 2994.396, 2240.877, 2384.271, 599.4604, 2682.031, 1918.596, 309.63, 1213.371, 2461.662, 3228.652, 2.788608, 1326.905, 2032.897, 1208.848, 2242.82, 33.04166, 901.0037, 2131.121, 918.0251, 756.1276, 205.864, 10.43706, 1431.173, 2791.357, 310.8844, 353.873, 1221.982, 1369.43, 1384.115, 413.4362, 20.71085, 1212.354, 722.7073
274, 2754.738, 950.7031, 467.2016, 523.4782, 1629.549, 5.539894, 2305.425, 667.8856, 764.8677, 1311.876, 2121.705, 1621.224, 1155.548, 243.7016, 1794.055, 2745.994, 2999.666, 954.0671, 1834.312, 137.3017, 2892.268, 865.9915, 700.869, 2948.5, 2266.674, 2393.942, 574.6547, 2728.887, 1888.96, 296.084, 1180.628, 2501.455, 3333.103, 2.66653, 1395.816, 1964.35, 1243.39, 2296.759, 31.57108, 862.6664, 2140.952, 879.7512, 723.962, 195.4939, 271.1207, 1384.769, 2809.289, 296.3896, 427.2103, 1269.037, 1384.681, 1424.671, 395.0173, 19.83093, 1160.757, 692.6984
274.1, 2850.936, 1033.424, 444.789, 495.756, 1623.159, 5.262417, 2195.972, 637.5298, 729.2215, 1317.012, 2174.557, 1578.755, 1184.242, 232.5212, 1744.094, 2682.587, 3046.111, 913.3574, 1953.123, 131.2103, 2944.363, 874.1448, 668.7198, 3003.509, 2285.191, 2374.397, 550.8755, 2767.412, 2066.657, 283.1306, 1299.946, 2453.265, 3242.207, 2.549797, 1334.036, 2090.203, 1186.85, 2234.371, 30.16595, 927.6984, 2044.37, 843.0729, 725.2454, 185.6461, 258.1626, 1326.051, 2802.421, 282.5706, 588.2082, 1212.152, 1402.153, 1472.118, 377.419, 18.9884, 1163.117, 663.9356
274.2, 2796.783, 1102.102, 459.4161, 469.5019, 1599.293, 4.998837, 2157.448, 608.5536, 718.0403, 1261.901, 2134.953, 1591.668, 1306.562, 356.9552, 1912.207, 2793.841, 3189.959, 891.051, 1915.573, 125.3891, 2990.007, 831.643, 638.0454, 2931.728, 2229.893, 2332.176, 528.0803, 2853.868, 2266.256, 270.7438, 1241.769, 2342.513, 3138.298, 2.438174, 1330.157, 2028.758, 1132.881, 2311.762, 28.82336, 888.2252, 2056.037, 807.9239, 785.9642, 176.2945, 283.9643, 1370.263, 2899.947, 269.3959, 677.2401, 1211.346, 1341.437, 1408.608, 360.6047, 18.18166, 1134.533, 636.3671
274.3, 2794.753, 1118.639, 484.5384, 444.6381, 1521.2, 4.74846, 2189.365, 607.2834, 684.5765, 1287.401, 2193.522, 1564.969, 1341.485, 340.579, 1823.449, 2663.813, 3492.375, 907.1956, 1897.599, 119.8261, 2948.466, 791.2076, 608.778, 2951.693, 2224.156, 2318.802, 506.2283, 2772.164, 2275.693, 258.899, 1355.658, 2236.761, 3231.052, 602.9018, 1287.64, 2094.02, 1162.463, 2214.979, 27.54053, 850.4316, 2090.02, 861.6774, 798.6555, 167.4139, 270.3924, 1405.783, 2938.621, 256.8355, 767.8057, 1157.047, 1350.811, 1347.837, 344.5396, 17.40919, 1179.607, 609.9434
274.4, 2736.469, 1109.917, 461.294, 421.091, 1446.921, 4.510624, 2130.74, 579.6819, 702.3827, 1249.83, 2129.861, 1561.732, 1446.728, 324.954, 1821.235, 2539.838, 3819.913, 868.486, 1859.156, 114.51, 2911.483, 752.7383, 580.8531, 2949.505, 2221.062, 2281.495, 514.0853, 2845.64, 2417.395, 247.5724, 1357.775, 2358.096, 3091.196, 576.5084, 1230.649, 2144.714, 1146.568, 2246.685, 26.31478, 851.5439, 1995.735, 825.7527, 764.6808, 158.9806, 257.4691, 1359.068, 2971.809, 244.8607, 794.1649, 1204.344, 1360.404, 1413.643, 329.1901, 16.66955, 1129.404, 584.6168
274.5, 2698.346, 1218.489, 439.1648, 398.791, 1439.512, 4.2847, 2202.9, 648.2695, 731.9257, 1197.529, 2149.658, 1523.002, 1385.377, 310.0459, 1787.306, 2526.239, 3841.525, 831.428, 1845.114, 109.4297, 2896.545, 751.4434, 554.2092, 2981.783, 2270.581, 2179.019, 601.2399, 2851.117, 2416.257, 236.7413, 1429.22, 2323.424, 3002.199, 551.2705, 1293.328, 2051.464, 1170.505, 2152.626, 25.14359, 850.7691, 2011.315, 791.3258, 846.4858, 150.9722, 245.1635, 1416.729, 2969.493, 233.4442, 760.1802, 1196.074, 1359.358, 1378.005, 314.5244, 15.96133, 1164.411, 560.3418
274.6, 2602.141, 1167.691, 418.0971, 377.6719, 1369.221, 4.070092, 2098.315, 618.8052, 730.983, 1228.372, 2110.649, 1542.493, 1326.627, 295.8217, 1775.509, 2496.217, 3726.513, 795.9514, 1809.498, 104.5748, 2957.574, 780.3946, 570.9461, 2977.646, 2299.975, 2214.96, 576.3607, 2785.206, 2464.385, 226.3841, 1365.258, 2218.533, 2961.26, 527.1374, 1272.595, 2101.836, 1211.555, 2062.505, 24.02453, 854.1043, 1920.581, 799.5776, 810.4764, 143.3671, 297.4401, 1356.657, 3033.036, 222.5601, 813.4193, 1169.287, 1365.423, 1452.19, 300.5121, 15.2832, 1178.964, 537.0748
274.7, 2558.276, 1177.557, 398.0402, 357.6712, 1302.363, 3.866233, 2170.076, 590.6801, 696.916, 1176.97, 2116.112, 1550.911, 1316.464, 282.2501, 1693.096, 2479.927, 3685.971, 761.9884, 1753.308, 99.9353, 2880.078, 742.451, 563.0497, 3032.521, 2267.823, 2211.459, 618.1999, 2852.205, 2502.365, 216.48, 1350.368, 2191.47, 2967.935, 504.0608, 1342.959, 2078.592, 1156.463, 2147.608, 22.95528, 817.7625, 1997.791, 847.3094, 869.8807, 136.1452, 297.1512, 1352.3, 3026.208, 212.1833, 778.6107, 1150.343, 1416.508, 1389.539, 287.1241, 14.63388, 1176.804, 514.7739
274.8, 2442.472, 1329.683, 378.9453, 338.7298, 1392.632, 3.672584, 2134.603, 563.8333, 752.0876, 1188.57, 2195.727, 1486.246, 1313.332, 346.01, 1867.599, 2517.382, 3553.993, 729.4747, 1806.889, 95.50163, 3008.19, 894.334, 537.2224, 2982.587, 2285.457, 2112.128, 592.6188, 2818.984, 2544.716, 207.0092, 1357.732, 2192.906, 3061.128, 481.9944, 1303.382, 1988.217, 1103.876, 2144.862, 21.93361, 782.967, 1907.667, 811.9837, 853.5312, 239.6597, 282.949, 1346.444, 2897.64, 202.2904, 745.2916, 1191.014, 1396.325, 1363.053, 274.3325, 14.01214, 1291.135, 493.399
274.9, 2443.335, 1286.212, 422.2456, 320.7914, 1351.306, 3.488635, 2066.706, 538.2067, 786.1506, 1138.833, 2104.226, 1478.693, 1347.968, 379.449, 1780.912, 2463.398, 3499.219, 698.3483, 1924.316, 91.26466, 2927.519, 1031.963, 530.1697, 3016.866, 2306.97, 2130.174, 633.0242, 2910.2, 2543.21, 197.9527, 1321.824, 2181.431, 3010.538, 460.894, 1245.693, 2105.509, 1053.68, 2082.617, 20.95741, 833.7759, 1821.608, 1101.107, 882.0079, 288.7538, 362.7274, 1361.965, 3003.101, 192.8588, 713.3984, 1192.111, 1493.349, 1304.248, 262.1108, 13.41682, 1308.548, 472.9117
275, 2423.522, 1268.197, 401.9896, 303.803, 1351.36, 3.3139, 2019.511, 534.4178, 777.2164, 1146.787, 2118.334, 1417.039, 1290.805, 362.0408, 1711.315, 2437.52, 3470.44, 779.2255, 1924.01, 87.21567, 2974.876, 1056.878, 602.6617, 2999.764, 2278.197, 2034.495, 633.5995, 2825.806, 2454.945, 189.2924, 1262.669, 2169.477, 2982.008, 440.7174, 1306.817, 2064.609, 1040.384, 2143.919, 20.02466, 798.299, 1993.307, 1055.2, 950.0059, 274.2082, 407.8712, 1372.206, 2999.711, 183.8669, 682.8701, 1138.674, 1532.376, 1247.979, 250.4336, 12.8468, 1307.743, 564.4034
275.1, 2452.247, 1215.327, 436.6057, 287.7143, 1285.374, 3.147916, 1966.48, 603.1965, 740.9948, 1098.799, 2136.891, 1529.936, 1298.45, 345.4312, 1631.881, 2376.187, 3387.912, 888.8964, 1937.798, 83.34631, 2850.9, 1094.833, 575.0175, 2913.803, 2220.629, 1943.113, 607.3812, 2811.556, 2488.37, 181.011, 1254.286, 2235.938, 2916.836, 421.424, 1248.976, 2062.137, 1024.755, 2250.996, 19.13343, 784.5233, 2023.85, 1011.207, 939.5014, 260.3953, 388.3772, 1441.661, 2976.305, 175.2942, 653.6481, 1087.632, 1638.501, 1316.996, 239.2766, 12.30099, 1252.088, 540.9678
275.2, 2369.698, 1270.378, 415.6608, 272.4776, 1321.934, 2.990246, 1893.499, 621.0178, 706.4612, 1129.057, 2095.863, 1466.145, 1274.591, 329.5836, 1594.603, 2409.27, 3448.187, 850.9676, 1915.494, 79.64861, 2983.736, 1041.601, 589.2795, 2966.477, 2231.504, 2003.167, 596.0115, 2765.125, 2531.172, 173.0919, 1198.153, 2170.305, 2790.581, 402.9752, 1193.696, 2011.69, 1012.474, 2210.967, 18.28186, 810.4952, 2074.951, 969.0486, 899.5352, 247.2782, 369.8149, 1392.234, 3034.979, 167.1212, 712.4186, 1091.925, 1796.226, 1305.14, 228.6166, 11.77837, 1198.8, 639.8383
275.3, 2275.129, 1273.831, 395.7206, 258.0478, 1257.384, 2.840473, 1920.128, 592.7921, 673.537, 1138.249, 2048.507, 1478.644, 1281.751, 314.4631, 1636.855, 2331.001, 3366.835, 814.6572, 1853.144, 76.11497, 2859.39, 1006.249, 562.2491, 2946.632, 2219.633, 2054.401, 656.1924, 2826.925, 2477.077, 165.5193, 1144.532, 2133.786, 2815.938, 385.3341, 1140.863, 2012.435, 1031.811, 2212.518, 17.46819, 776.009, 2052.624, 928.6474, 861.2691, 234.8219, 412.8813, 1472.978, 3003.582, 159.3293, 681.9322, 1042.979, 1881.123, 1316.365, 563.8348, 11.27796, 1233.829, 613.2704
275.4, 2172.142, 1220.726, 376.7371, 244.3821, 1195.987, 2.698202, 1903.597, 570.8817, 684.8963, 1090.618, 2013.96, 1468.747, 1282.842, 300.0363, 1560.878, 2303.189, 3213.04, 779.8961, 1826.3, 72.7381, 2896.632, 985.6425, 536.4585, 2931.893, 2223.334, 2070.424, 698.4799, 2864.352, 2475.698, 158.278, 1093.311, 2185.781, 2835.284, 368.4652, 1090.368, 1986.724, 1001.312, 2297.875, 16.69074, 742.9901, 2127.971, 889.9306, 868.4779, 222.9931, 393.1478, 1441.225, 2936.95, 151.9007, 731.1046, 996.2266, 1958.487, 1259.574, 538.7156, 10.7988, 1199.944, 587.8057
275.5, 2098.584, 1236.277, 358.6642, 231.4402, 1137.587, 2.563057, 1813.222, 544.9348, 652.9772, 1044.98, 2105.599, 1407.508, 1228.441, 286.2713, 1631.609, 2294.544, 3212.597, 766.5732, 1812.964, 69.51104, 2867.686, 1035.81, 511.851, 2933.199, 2309.361, 1999.098, 669.5768, 2845.758, 2395.736, 151.3535, 1165.921, 2235.95, 2828.817, 352.3348, 1099.776, 1961.291, 1073.314, 2362.554, 15.94789, 759.8865, 2047.313, 852.8279, 831.533, 211.7601, 374.3575, 1409.815, 2952.148, 144.8184, 699.8185, 951.5701, 2059.119, 1278.372, 553.0278, 10.34001, 1240.318, 563.3983
275.6, 2168.625, 1272.81, 341.4583, 301.2979, 1082.04, 2.434681, 1747.628, 539.6412, 622.5456, 1001.252, 2098.457, 1413.275, 1176.346, 273.1379, 1594.413, 2242.979, 3261.081, 772.9602, 1837.106, 66.42715, 3067.853, 1004.93, 512.2775, 2808.215, 2218.04, 1969.371, 641.8697, 2750.472, 2305.678, 144.7319, 1113.742, 2152.503, 2930.104, 336.9106, 1079.419, 1967.25, 1024.508, 2361.439, 15.2381, 824.1529, 2097.851, 817.2722, 796.1597, 318.58, 377.4541, 1350.036, 2870.869, 138.0663, 669.8712, 908.9155, 2192.929, 1223.22, 613.8983, 9.900702, 1326.472, 540.0044
275.7, 2123.621, 1259.814, 325.0779, 313.3547, 1029.204, 2.312735, 1733.118, 697.0008, 729.7427, 1076.857, 2027.523, 1407.919, 1126.461, 330.5335, 1606.157, 2336.605, 3249.129, 739.9783, 1757.041, 63.48009, 2940.001, 956.0693, 568.2101, 2813.784, 2162.499, 1984.903, 615.3091, 3008.584, 2291.594, 138.4, 1123.45, 2118.632, 2803.275, 322.1616, 1092.471, 1920.992, 977.9213, 2262.576, 14.5599, 812.1485, 2080.35, 783.1988, 859.4976, 302.5319, 359.4139, 1332.109, 2896.847, 131.6291, 641.2054, 868.1729, 2313.884, 1170.448, 586.5487, 9.480062, 1302.277, 517.5818
275.8, 2092.957, 1267.353, 309.4832, 296.7601, 978.9486, 2.196897, 1762.391, 665.3217, 724.3607, 1066.938, 1943.031, 1359.207, 1176.292, 315.3694, 1531.605, 2268.558, 3185.934, 777.1462, 1721.612, 60.66377, 2969.135, 1055.119, 593.1101, 2761.14, 2299.472, 2002.615, 589.8477, 2879.688, 2372.743, 132.3451, 1111.739, 2153.874, 2849.884, 308.0582, 1169.172, 1899.651, 1001.054, 2279.33, 13.91188, 843.8443, 1986.501, 750.546, 822.9347, 287.2923, 354.3682, 1342.029, 3005.144, 125.492, 728.2477, 879.2086, 2270.399, 1119.952, 631.7969, 9.077293, 1339.306, 496.0904
