 , C000, C001, C004, C007, C009, C010, C011, C013, C015, C016, C021, C022, C023, C026, C030, C031, C032, C038, C040, C042, C043, C045, C046, C047, C049, C051, C052, C055, C057, C058, C059, C064, C065, C066, C068, C069, C071, C078, C101
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 25.29803, 59.75699, 0, 0, 0, 27.10437, 0, 0, 21.34235, 0, 44.83539, 220.9098, 15.47156, 0, 0, 0, 0, 0, 24.15723, 0, 0, 0, 91.8963, 34.62238, 121.1924, 103.1037, 123.1854, 36.23486, 37.96454, 0, 98.72559, 210.7504, 2.0466, 0, 0, 40.40375, 71.17992, 62.16406, 126.0435
0.2, 106.9465, 104.8271, 84.51318, 63.91759, 0, 51.16721, 18.00639, 0, 20.35803, -7.629395e-06, 42.95743, 261.1804, 75.70746, 59.03345, 0, 93.20453, 25.552, 0, 23.08679, 0, 131.9264, 0, 115.9961, 33.2171, 115.8686, 179.1891, 118.1534, 34.34036, 60.95374, 0, 94.60205, 224.3126, 1.9534, 0, 0, 38.64497, 68.01933, 103.7147, 330.3369
0.3, 102.3164, 118.2682, 222.1265, 79.86349, 0, 48.89398, 17.21468, 0, 88.30115, -7.629395e-06, 41.32382, 428.4958, 72.46609, 78.73047, 0, 89.38464, 24.4809, 0, 22.06384, -9.536743e-07, 126.3231, 0, 116.4803, 66.64062, 217.2961, 171.8872, 162.0563, 32.54492, 58.26727, 0, 90.65076, 313.6041, 49.69928, 27.53192, 0, 36.96274, 104.5116, 244.392, 431.1987
0.4, 175.5503, 116.1354, 211.5007, 76.51991, -1.907349e-06, 46.72171, 153.913, 0, 84.22882, 79.58985, 39.59296, 456.0275, 69.36353, 90.49811, 0, 121.022, 23.45471, 0, 64.86615, -9.536743e-07, 120.9577, 0, 187.6857, 78.73044, 242.7226, 164.883, 155.4364, 30.84335, 92.8118, -7.629395e-06, 154.1161, 300.2622, 47.43542, 112.6151, 0, 35.35374, 99.87096, 357.0813, 479.7717
0.5, 193.1649, 111.1056, 201.3832, 86.15097, 7.491207, 44.64597, 147.1457, -1.907349e-06, 112.8693, 76.29953, 49.83847, 435.7208, 66.39377, 86.71405, 0, 125.4244, 71.14621, 0, 61.99182, -9.536743e-07, 115.8202, 22.62806, 224.6296, 75.53482, 274.6909, 158.1641, 164.6711, 77.96362, 88.72125, -7.629395e-06, 147.6791, 312.1932, 48.54108, 150.1133, 0, 108.7964, 95.43642, 341.8085, 484.5852
0.6, 223.0245, 106.2936, 191.7497, 208.8228, 28.75254, 42.66248, 140.676, -1.907349e-06, 177.4177, 81.08894, 58.13889, 675.1569, 63.55118, 83.08826, 10.50728, 211.0926, 68.16391, 0, 129.244, -9.536743e-07, 110.901, 21.69156, 263.8841, 72.46896, 335.0906, 196.2923, 172.3154, 93.07632, 84.811, -7.629395e-06, 141.511, 322.2476, 76.87814, 143.7576, 0, 104.0605, 91.19876, 496.2334, 723.093
0.7, 213.369, 101.69, 243.3161, 200.0802, 27.51651, 40.76709, 134.4907, -1.907349e-06, 169.2355, 77.73665, 55.70367, 645.0924, 60.83026, 169.9624, 10.07779, 202.4413, 178.6089, 0, 123.517, -9.536743e-07, 106.1906, 20.79381, 254.3003, 212.8938, 391.4626, 188.2935, 318.7003, 88.20996, 81.07309, 48.75912, 148.5077, 308.538, 85.3938, 240.5828, 0, 114.6398, 87.14929, 475.0089, 819.4724
0.8, 278.019, 146.9097, 231.6767, 191.7037, 62.0575, 38.9559, 128.5774, -1.907349e-06, 161.4306, 74.52294, 53.37048, 693.7255, 58.22586, 162.8557, 9.665863, 197.9665, 171.122, 0, 158.7077, -9.536743e-07, 101.6804, 45.24827, 243.9898, 204.2526, 374.2661, 180.6207, 305.6817, 83.59802, 182.6296, 64.1731, 230.2983, 333.1448, 81.50409, 257.2263, 0, 146.4193, 83.27962, 501.2488, 817.729
0.9, 265.9827, 140.5471, 303.408, 183.6778, 59.38971, 37.22519, 181.9335, -1.907349e-06, 153.9857, 71.44209, 91.97354, 682.3922, 55.73296, 156.0462, 9.270782, 342.6255, 239.7872, 0, 151.675, -9.536743e-07, 97.36166, 98.3336, 263.4936, 210.268, 357.825, 182.1912, 487.4016, 221.9235, 174.5805, 126.3642, 249.2999, 382.8774, 77.79153, 246.3355, 0, 140.0457, 79.58177, 612.6425, 898.1227
1, 254.4674, 175.3217, 310.8906, 259.5517, 56.83662, 75.73395, 173.9342, -1.907349e-06, 146.8841, 153.6045, 175.2941, 883.2246, 82.8454, 149.5214, 8.89183, 328.5836, 229.7359, 0, 144.9541, -9.536743e-07, 93.22638, 94.26388, 252.8103, 201.7335, 342.1062, 184.3011, 659.7816, 304.4879, 243.9382, 256.6279, 238.8873, 500.3234, 74.24811, 275.8426, 0, 133.9495, 119.6884, 712.3557, 968.9924
1.1, 344.1925, 265.3875, 369.711, 261.6104, 54.39328, 72.36926, 166.2866, -1.907349e-06, 140.1101, 147.2543, 167.9517, 843.8951, 106.8248, 143.2694, 8.528381, 328.1054, 353.1101, 0, 138.5309, 0, 89.26675, 90.36259, 242.5603, 290.8079, 379.6356, 176.791, 632.8302, 355.2662, 265.1655, 284.6042, 228.9096, 479.0378, 191.9845, 264.1636, 0, 180.4016, 114.3739, 681.8873, 1101.619
1.2, 329.2913, 253.8936, 352.0252, 272.1699, 52.05498, 69.15405, 158.9753, -1.907349e-06, 133.6484, 141.1667, 160.9169, 806.3168, 102.2512, 137.2788, 8.179794, 321.2231, 338.3086, 0, 207.6464, 0, 85.4753, 86.62276, 418.4067, 279.0042, 426.4483, 169.5869, 608.8281, 336.6916, 278.2607, 288.4834, 219.3487, 458.6578, 183.2395, 280.09, 0, 186.9729, 187.899, 652.7223, 1073.04
1.3, 315.0351, 242.8975, 396.3155, 260.7752, 49.8172, 94.66409, 199.4363, -9.536743e-07, 127.4848, 135.3307, 154.1768, 919.6954, 125.4767, 159.3644, 7.845428, 397.812, 324.1275, 0, 282.4392, 0, 81.84487, 83.03771, 419.929, 267.6797, 471.4921, 255.4453, 655.6329, 376.7629, 265.9968, 399.8806, 210.1871, 482.9809, 174.8929, 268.2312, 0, 266.1382, 179.5558, 624.8046, 1263.152
1.4, 335.5738, 235.0465, 377.3571, 334.6816, 56.19691, 98.20601, 190.6675, -1.907349e-06, 121.6054, 129.736, 147.7189, 936.6935, 120.1045, 190.3522, 24.74681, 381.5084, 416.3224, 0, 269.9239, 0, 78.36865, 79.60104, 474.7455, 283.277, 521.3615, 245.0361, 630.443, 361.3839, 254.2734, 382.0999, 201.5444, 462.4331, 255.6083, 311.157, 0, 254.5532, 217.1907, 598.081, 1263.494
1.5, 448.2552, 252.4445, 388.2081, 320.6698, 53.78107, 93.84294, 182.2842, -9.536743e-07, 115.9971, 124.3726, 146.0527, 894.983, 114.9623, 182.393, 23.73529, 466.9028, 543.3219, 0, 257.9631, -4.768372e-07, 75.04008, 76.30659, 455.4973, 271.779, 513.0371, 235.0511, 648.1678, 370.1678, 243.0668, 365.1098, 210.7363, 562.1044, 255.6004, 319.9298, 0, 359.2327, 246.5072, 792.0947, 1334.93
1.6, 483.171, 317.751, 465.4904, 347.5102, 51.46908, 125.0816, 174.2695, -9.536743e-07, 242.3228, 119.2309, 277.6031, 1053.149, 110.0403, 174.7665, 22.76511, 447.7677, 520.5471, 0, 344.7748, -4.768372e-07, 92.97371, 73.1485, 437.0294, 313.8464, 490.4999, 307.8955, 771.198, 473.0283, 261.632, 470.27, 201.9344, 565.5188, 257.7159, 306.3842, 0, 582.2261, 235.5616, 758.2159, 1300.398
1.7, 472.1842, 303.9892, 467.4379, 332.9613, 93.97821, 120.5611, 244.6877, -9.536743e-07, 252.8158, 114.3018, 282.6489, 1006.252, 147.8354, 167.459, 39.84308, 493.8058, 605.4539, 0, 365.238, -9.536743e-07, 89.02481, 70.12111, 533.0803, 303.9117, 574.9637, 295.349, 846.0479, 631.3462, 364.1103, 806.0215, 193.5001, 541.4595, 352.1056, 293.412, 0, 635.491, 225.102, 931.1243, 1383.742
1.8, 477.78, 290.8235, 526.7511, 319.0215, 127.4445, 181.6992, 338.4277, 0, 241.1564, 109.5765, 270.8099, 961.4445, 175.6649, 175.0902, 143.651, 528.0078, 612.973, 0, 349.0538, -9.536743e-07, 85.24364, 67.21902, 590.4969, 347.103, 632.3911, 325.5157, 1049.993, 750.4817, 401.8166, 1075.63, 185.4181, 518.4238, 336.067, 280.9892, 0, 635.8495, 215.1069, 1119.524, 1350.624
1.9, 645.6562, 278.228, 501.5531, 305.6653, 121.9658, 173.6267, 518.5463, 0, 287.2402, 105.0465, 460.6617, 1073.345, 168.1439, 167.7691, 148.2524, 506.3684, 617.2059, 0, 333.5867, -9.536743e-07, 81.62305, 64.43703, 621.5297, 383.7606, 695.7542, 312.2512, 1395.005, 854.7588, 618.2714, 1367.156, 177.6736, 496.3682, 530.5783, 269.0923, 0, 649.5251, 205.5555, 1160.928, 1468.201
2, 726.9313, 266.1779, 527.6949, 292.8683, 116.7227, 165.9129, 495.7468, 0, 273.9931, 100.7038, 441.3665, 1025.55, 160.945, 160.7542, 207.9585, 549.0602, 734.3149, 0, 318.805, -9.536743e-07, 78.15625, 61.77018, 615.1633, 368.184, 665.1904, 345.9343, 1400.364, 863.503, 591.0222, 1414.397, 170.2527, 536.1356, 598.2344, 257.699, 0, 697.2203, 196.4283, 1212.717, 1587.273
2.1, 695.4599, 254.6498, 540.0085, 280.607, 111.7049, 158.5419, 473.9498, -9.536743e-07, 261.357, 96.54057, 428.9844, 1123.234, 166.5727, 154.0325, 200.6822, 526.558, 723.915, 0, 304.6782, -4.768372e-07, 183.1842, 59.2137, 625.8018, 353.2397, 635.9694, 331.8378, 1413.149, 818.356, 793.3031, 1608.97, 163.1416, 513.3264, 570.9845, 246.7882, 0, 712.2386, 280.0452, 1208.701, 1522.649
2.2, 665.3511, 243.621, 601.7876, 268.8591, 106.9028, 151.4982, 505.2263, -9.536743e-07, 296.0504, 92.54948, 411.016, 1139.3, 159.441, 147.5919, 192.4793, 530.9799, 713.2871, 6.472448, 367.0378, -4.768372e-07, 175.4038, 56.76303, 698.5549, 338.902, 737.561, 318.3157, 1470.722, 775.5694, 1008.021, 1537.427, 156.3276, 491.4876, 638.1445, 377.9149, 0, 716.9747, 267.6104, 1213.33, 1639.602
2.3, 636.5457, 240.4448, 587.6044, 257.603, 102.3072, 144.7675, 499.051, -9.536743e-07, 282.3969, 88.7234, 393.8002, 1224.75, 152.6147, 141.4206, 184.6116, 646.968, 754.5392, 13.91392, 435.7402, -4.768372e-07, 167.9538, 54.41378, 739.6184, 325.1462, 705.1607, 358.1796, 1622.247, 761.0043, 984.4563, 1543.081, 149.7982, 521.6666, 658.6929, 361.9142, 0, 753.4198, 255.7278, 1320.44, 1572.848
2.4, 671.6495, 230.0312, 578.73, 246.8181, 97.90913, 138.3359, 477.1087, -9.536743e-07, 269.3733, 85.0555, 377.3055, 1170.212, 194.4202, 227.3163, 208.3749, 620.4532, 791.6287, 13.31287, 434.0801, -9.536743e-07, 217.7442, 52.16177, 717.2422, 377.4355, 773.2203, 343.5841, 1555.98, 721.2162, 985.1015, 1474.468, 168.7618, 499.473, 628.6892, 346.5909, 0, 720.6233, 244.3727, 1356.964, 1633.089
2.5, 694.7513, 220.0686, 551.0455, 236.4848, 125.23, 132.19, 456.1311, 0, 256.9502, 81.53924, 374.7418, 1204.404, 186.0963, 217.8114, 199.8575, 595.0251, 890.2036, 12.73779, 460.8426, -1.430511e-06, 208.4959, 55.89532, 688.162, 414.158, 813.4744, 377.6058, 1539.65, 810.0986, 999.9742, 1460.96, 167.4347, 513.8702, 658.9734, 346.3234, 0, 689.2545, 233.5219, 1553.449, 1732.879
2.6, 736.4259, 306.1991, 579.7958, 308.594, 119.8466, 126.3171, 503.3313, 0, 245.1, 78.16833, 359.0453, 1197.887, 178.1287, 208.704, 191.6883, 657.0354, 852.8883, 12.18755, 459.8298, -9.536743e-07, 199.6404, 53.58199, 670.4562, 397.3477, 912.0133, 499.028, 1585.607, 767.7437, 955.9021, 1395.999, 179.5251, 506.8787, 628.9568, 352.5261, 0, 659.2511, 223.1529, 1592.277, 1745.422
2.7, 753.9344, 292.9377, 587.7305, 295.6743, 114.6945, 120.7052, 481.2008, 0, 233.7964, 74.93678, 349.0735, 1165.87, 274.6647, 257.0302, 233.88, 630.108, 955.6664, 11.66108, 439.4541, -4.768372e-07, 191.161, 51.49076, 729.5592, 381.2196, 896.9351, 478.6931, 1635.792, 779.0007, 1038.974, 1431.038, 200.8921, 538.7746, 600.3076, 411.1223, 0, 738.0831, 213.2443, 1655.396, 1791.179
2.8, 721.2939, 286.3562, 628.4902, 283.2956, 109.7639, 115.3425, 531.8608, 0, 252.8367, 71.83882, 346.2545, 1242.891, 262.9052, 246.2829, 274.7795, 604.2885, 915.6072, 11.15735, 519.5615, -4.768372e-07, 183.0417, 112.1534, 699.9796, 456.5415, 870.6249, 459.1867, 1666.661, 738.2718, 993.1832, 1387.784, 192.5014, 529.4219, 572.9633, 478.7341, 0, 705.9542, 203.7756, 1674.549, 1740.824
2.9, 760.345, 273.9542, 693.4719, 271.4351, 121.8019, 110.2181, 508.4759, 0, 342.9404, 68.86894, 334.767, 1187.546, 251.649, 235.985, 348.3447, 600.9778, 965.9781, 10.67538, 496.5389, -4.768372e-07, 175.2673, 107.5117, 714.0234, 438.0109, 953.4876, 440.4752, 1661.963, 781.432, 949.4103, 1326.076, 184.4611, 569.9302, 589.5143, 458.4648, 0, 784.1493, 194.7274, 1602.927, 1872.492
3, 788.0389, 262.0893, 660.2986, 337.1568, 116.5658, 105.3214, 486.1192, -4.768372e-07, 327.1245, 66.02183, 320.745, 1289.699, 240.8748, 237.0694, 344.0847, 685.1462, 964.02, 10.21423, 474.5365, -4.768372e-07, 208.4089, 103.104, 685.0738, 420.2324, 911.602, 575.5211, 1610.926, 797.5809, 1056.354, 1267.112, 176.7566, 628.7604, 562.6617, 439.0536, 0, 750.0151, 186.081, 1653.656, 1834.758
3.1, 869.8161, 257.1283, 628.7121, 323.0414, 181.4657, 100.6422, 464.7455, -4.768372e-07, 312.038, 63.29243, 372.5449, 1232.27, 230.562, 227.1568, 407.4293, 657.0668, 955.7363, 9.772997, 453.5091, -4.768372e-07, 199.5571, 98.83683, 657.2979, 482.4146, 871.5563, 552.069, 1545.121, 755.8804, 1009.797, 1210.77, 241.6049, 635.351, 537.0322, 420.4644, 0, 747.066, 237.2578, 1653.061, 1878.653
3.2, 832.1588, 279.6503, 598.6366, 309.5169, 173.6647, 96.17094, 482.7223, -9.536743e-07, 297.6473, 60.67586, 444.5648, 1213.14, 220.6906, 219.0547, 416.3194, 630.1381, 915.6741, 9.350827, 433.4134, -4.768372e-07, 264.437, 114.5069, 630.6481, 462.8338, 919.8932, 600.8555, 1689.205, 770.0361, 965.2919, 1186.333, 231.5137, 642.3438, 512.5702, 402.6622, 0, 808.494, 272.8807, 1634.231, 1995.572
3.3, 883.2087, 267.5387, 655.3374, 296.5586, 195.2853, 91.89831, 550.9484, -4.768372e-07, 283.9203, 58.16746, 425.9438, 1268.308, 310.2867, 216.4665, 412.5531, 711.5539, 968.0842, 8.946895, 414.2081, -7.152557e-07, 253.2055, 109.7679, 687.696, 583.5181, 1009.042, 576.3712, 1620.203, 729.7758, 1003.951, 1300.592, 221.844, 615.0161, 489.2224, 385.6137, 0, 835.1501, 421.5148, 1651.752, 1958.874
3.4, 844.9715, 255.9516, 623.9882, 284.1429, 199.3464, 145.3797, 605.6517, -4.768372e-07, 270.8263, 120.8674, 424.6445, 1335.954, 297.002, 336.4376, 442.9353, 682.3922, 1059.788, 8.56041, 515.8143, -7.152557e-07, 242.451, 105.2249, 659.8137, 588.4067, 1000.35, 570.2012, 1554.019, 701.7582, 1080.914, 1242.761, 239.2017, 637.1843, 466.9381, 467.8901, 0, 798.796, 552.9825, 1581.105, 2011.298
3.5, 823.5022, 244.8664, 665.1369, 272.2469, 208.1189, 144.1555, 616.8458, 0, 258.3362, 115.8706, 406.8578, 1276.464, 335.6133, 441.631, 424.8302, 779.2576, 1046.976, 8.190621, 524.2044, -7.152557e-07, 249.1699, 100.87, 633.062, 665.0762, 1085.807, 561.1843, 1614.027, 665.0677, 1083.512, 1271.207, 229.2108, 610.0761, 515.9082, 493.3764, 0, 764.0242, 744.4182, 1606.467, 2075.124
3.6, 787.85, 290.6828, 748.3558, 260.849, 206.0536, 177.7683, 589.7242, 0, 246.4221, 111.0804, 402.8645, 1347.152, 514.6329, 575.6396, 470.497, 844.713, 1088.022, 7.836806, 522.5318, -4.768372e-07, 344.8239, 260.7507, 607.3948, 638.1301, 1246.487, 629.1371, 1664.643, 708.2407, 1035.758, 1299.522, 219.6373, 589.8729, 499.4257, 476.2048, 0, 779.6698, 867.7684, 1627.154, 1990.638
3.7, 786.9908, 278.0933, 712.557, 249.9282, 223.6919, 169.8705, 563.7952, 0, 235.0576, 106.4882, 456.3482, 1287.164, 514.504, 551.5702, 550.719, 930.3883, 1042.415, 7.498275, 532.501, -4.768372e-07, 545.5021, 249.959, 582.7683, 615.8363, 1328.29, 603.5003, 1596.644, 671.2113, 1019.461, 1460.542, 210.4637, 661.4282, 572.4521, 594.8907, 0, 916.5349, 829.2371, 1657.55, 2033.244
3.8, 752.9193, 266.0491, 678.4706, 243.0626, 214.0756, 162.3235, 539.0062, -4.768372e-07, 224.2171, 124.084, 545.2257, 1414.706, 492.4759, 528.5072, 528.2083, 892.258, 1139.909, 7.174368, 617.5172, -4.768372e-07, 522.3328, 255.3003, 606.7599, 590.84, 1334.747, 621.6406, 1531.423, 636.118, 1060.42, 1395.599, 201.6731, 633.2886, 548.2213, 661.252, 0, 935.5153, 792.4167, 1586.654, 2030.911
3.9, 757.2875, 254.5266, 721.1988, 232.8865, 204.8728, 155.1119, 677.1599, -4.768372e-07, 213.8765, 118.9543, 526.8064, 1351.71, 486.0707, 554.3366, 515.5035, 876.2579, 1092.126, 6.864453, 590.1541, -4.768372e-07, 572.0665, 244.7342, 595.9359, 624.6467, 1356.72, 611.5446, 1552.345, 629.0217, 1074.409, 1409.066, 193.2498, 716.0198, 523.2495, 633.255, 0, 894.7921, 757.2312, 1695.009, 2204.713
4, 724.5019, 243.5031, 971.9599, 223.1365, 215.5927, 148.2207, 647.3864, -4.768372e-07, 204.0128, 114.0366, 511.5863, 1331.307, 465.2599, 550.5791, 514.8135, 857.3709, 1141.654, 6.567925, 564.0034, 18.76257, 547.7689, 279.356, 571.774, 618.0057, 1344.569, 642.8754, 1549.945, 648.2899, 1027.056, 1346.412, 227.5368, 685.5577, 499.4153, 676.7996, 0, 855.8416, 766.4799, 1782.776, 2228.705
4.1, 693.1356, 311.0205, 925.4646, 213.7946, 206.3246, 141.6356, 618.9221, -4.768372e-07, 194.6041, 109.3222, 511.9826, 1367.772, 445.3402, 527.5576, 493.7704, 878.9412, 1198.55, 6.284206, 680.1492, 53.18626, 524.5033, 267.7943, 548.5917, 738.8944, 1285.504, 656.2252, 1656.323, 658.6609, 1104.283, 1286.544, 218.0332, 656.3915, 529.7143, 792.033, 0, 818.5867, 732.4461, 1853.26, 2175.021
4.2, 804.2365, 297.5503, 881.1934, 272.5291, 197.455, 135.3431, 637.8678, 0, 185.6292, 104.8027, 500.8012, 1385.354, 426.2733, 550.8793, 550.8527, 858.3019, 1148.31, 6.012744, 710.146, 51.03422, 540.5383, 308.7389, 578.5945, 731.0318, 1229.033, 682.5432, 1674.112, 624.2238, 1055.614, 1256.786, 276.8274, 628.4662, 578.3775, 826.2587, 0, 814.6939, 699.9234, 1773.994, 2127.688
4.3, 797.5083, 290.8071, 980.3061, 326.93, 188.9666, 129.3301, 609.822, -4.768372e-07, 177.0683, 100.4701, 479.8247, 1323.665, 456.3677, 527.8453, 554.8696, 956.6442, 1123.425, 5.753008, 734.4686, 48.96926, 517.5798, 295.9612, 598.9281, 701.3598, 1271.856, 654.73, 1670.832, 591.5872, 1031.53, 1200.902, 271.3725, 683.3962, 552.0322, 880.6686, 0, 919.0511, 786.9839, 1783.623, 2089.135
4.4, 762.9814, 278.2123, 933.4115, 314.3727, 180.8432, 123.5843, 583.0093, -4.768372e-07, 168.9022, 96.31657, 554.7441, 1264.723, 530.18, 505.7744, 571.9019, 994.4341, 1076.333, 5.504492, 772.4424, 46.98785, 550.6686, 283.7123, 606.1668, 672.8922, 1215.984, 660.8475, 1703.083, 613.1954, 1127.937, 1267.766, 280.2367, 654.322, 563.4453, 843.3816, 0, 879.0447, 793.7634, 1785.178, 2123.18
4.5, 814.4028, 348.8878, 888.7603, 342.4596, 173.0689, 118.0937, 638.7864, 0, 161.1127, 92.33476, 531.5081, 1409.801, 514.7487, 538.9542, 548.5252, 966.0267, 1201.422, 5.266711, 738.2142, 45.08661, 527.2798, 271.9703, 670.3077, 678.878, 1230.201, 653.1185, 1689.766, 581.1353, 1078.225, 1248.166, 308.2803, 706.0872, 556.5734, 819.3477, 0, 861.7083, 821.4185, 1837.922, 2142.979
4.6, 779.1445, 333.7775, 884.6186, 328.1222, 173.792, 112.8471, 680.9272, 0, 153.6824, 88.51756, 509.2454, 1347.023, 573.7512, 516.4188, 526.1041, 965.3948, 1151.061, 5.039202, 705.5027, 43.26231, 558.6868, 265.1951, 643.1305, 821.8937, 1315.842, 798.0735, 1767.734, 582.4899, 1109.958, 1217.517, 343.6909, 686.9818, 531.2213, 795.1339, 0, 824.1979, 784.9453, 1963.456, 2220.793
4.7, 846.3779, 319.3217, 937.0397, 322.4615, 166.3209, 121.1842, 650.9881, 0, 146.5948, 84.85815, 487.9152, 1358.505, 558.7443, 501.7047, 618.2595, 947.8339, 1137.278, 4.821521, 867.228, 41.51181, 534.9576, 369.5044, 715.3712, 914.5857, 1258.038, 765.5527, 1721.669, 603.0679, 1093.533, 1276.262, 329.3358, 706.8234, 556.2741, 903.5317, 0, 913.7142, 769.7377, 2122.227, 2220.029
4.8, 855.2416, 351.3083, 892.2148, 308.9613, 185.1868, 160.9716, 622.3654, -2.384186e-07, 139.8341, 120.4151, 660.9606, 1332.538, 599.5471, 504.9799, 598.6393, 908.9886, 1417.685, 4.613243, 1172.476, 39.83215, 512.2361, 390.2278, 822.1414, 951.1696, 1209.243, 803.4131, 1764.359, 590.9357, 1141.214, 1291.142, 315.5803, 690.7824, 530.9356, 897.0974, 0, 873.9401, 841.7068, 2238.621, 2187.548
4.9, 818.2151, 456.1783, 919.7964, 296.0263, 177.2258, 201.8551, 595.0012, -2.384186e-07, 133.3852, 115.437, 643.8535, 1273.201, 573.8779, 575.5839, 695.4204, 886.9301, 1372.655, 4.413962, 1528.679, 61.83319, 498.4776, 404.4926, 788.808, 912.5623, 1448.689, 864.8063, 1966.652, 560.0394, 1090.917, 1252.747, 302.3993, 661.3939, 506.7513, 958.2496, 0, 895.9792, 804.3327, 2324.291, 2137.815
5, 810.5845, 459.3751, 875.7964, 283.6328, 225.9421, 192.8871, 568.8401, -2.384186e-07, 127.2337, 110.6647, 667.2379, 1259.749, 549.3077, 551.5168, 666.9949, 953.8318, 1315.116, 4.223289, 1633.524, 59.33127, 549.3138, 387.752, 756.8263, 975.2303, 1385.05, 906.2724, 1886.316, 576.1519, 1141.018, 1197.044, 289.7689, 659.9305, 491.3506, 1068.904, 0, 979.6341, 803.7335, 2278.925, 2172.707
5.1, 775.4915, 526.4396, 833.9012, 319.9266, 216.2291, 184.3176, 543.8293, -2.384186e-07, 121.3659, 106.0898, 657.0502, 1239.328, 563.1509, 528.4561, 639.7313, 914.7407, 1328.774, 4.040854, 1651.619, 56.93059, 525.9826, 455.3235, 892.0084, 935.6465, 1439.154, 869.3425, 1809.262, 546.0286, 1190.456, 1264.691, 336.7191, 726.1937, 511.6341, 1023.647, 0, 936.9905, 768.0455, 2356.804, 2199.54
5.2, 832.872, 550.5847, 794.0101, 346.5673, 206.9336, 176.1289, 519.9182, 0, 226.9268, 101.7039, 629.5291, 1233.026, 616.9999, 511.9214, 675.5994, 879.2153, 1273.075, 3.866298, 1712.075, 54.62705, 514.2299, 436.4791, 855.8423, 995.3558, 1375.933, 865.0587, 1863.989, 517.4803, 1137.988, 1208.456, 391.8525, 695.2986, 595.5546, 1106.856, 0, 896.2031, 733.9421, 2352.764, 2151.61
5.3, 905.91, 584.1117, 756.0274, 333.2225, 241.2339, 201.596, 534.5363, -2.384186e-07, 216.4613, 97.49937, 603.1608, 1424.655, 590.5834, 490.5163, 647.9841, 935.2909, 1219.711, 3.699284, 1690.656, 52.41671, 492.3888, 474.2503, 868.1642, 991.1045, 1347.277, 973.8113, 1927.893, 525.1896, 1087.833, 1293.076, 375.4858, 722.5546, 568.4269, 1075.841, 0, 882.5178, 785.5833, 2396.167, 2111.018
5.4, 866.6901, 558.8139, 782.5736, 408.2747, 230.8636, 240.739, 534.0918, -2.384186e-07, 206.4784, 93.46864, 577.8969, 1361.216, 594.6095, 470.0062, 669.9144, 1009.801, 1402.849, 3.539484, 1784.248, 50.29581, 471.4754, 454.6225, 905.1638, 950.8763, 1288.093, 975.6369, 1996.887, 566.1369, 1161.461, 1235.58, 359.8027, 751.0202, 575.4948, 1030.29, 0, 991.7205, 786.6911, 2388.168, 2219.02
5.5, 985.6949, 582.207, 880.0583, 391.1819, 259.4643, 230.0436, 510.6088, -2.384186e-07, 196.9559, 89.60457, 553.691, 1376.473, 674.2229, 450.3538, 642.5315, 968.416, 1513.723, 3.386587, 1746.71, 48.26073, 513.791, 476.8169, 868.4645, 977.7874, 1386.768, 1018.693, 2029.932, 536.5372, 1110.271, 1297.572, 390.2281, 778.5278, 591.766, 1281.046, 0, 993.9137, 751.7598, 2446.86, 2128.676
5.6, 1068.966, 627.8594, 882.948, 374.8046, 261.4819, 219.8233, 488.1583, -2.384186e-07, 299.9354, 85.90022, 602.877, 1315.179, 664.8622, 560.2642, 787.3117, 928.7272, 1546.128, 3.240294, 1747.232, 46.30799, 502.8522, 556.453, 871.4225, 1177.819, 1396.956, 1097.357, 2047.296, 508.4851, 1219.014, 1239.875, 373.9293, 745.4063, 564.8109, 1347.374, 0, 950.6484, 779.1063, 2545.523, 2085.192
5.7, 1062.608, 600.6669, 840.7108, 359.113, 323.7258, 210.0571, 524.9648, -2.384186e-07, 286.1028, 82.34903, 598.927, 1344.308, 636.3965, 536.8378, 755.1301, 890.665, 1698.841, 3.100322, 1733.021, 44.43426, 481.4944, 533.4232, 878.1436, 1130.012, 1451.073, 1075.169, 1990.155, 481.8997, 1192.45, 1276.018, 358.3112, 785.58, 539.0835, 1424.087, 0, 983.5515, 744.5118, 2581.481, 2136.611
5.8, 1016.604, 574.6521, 800.494, 411.8993, 309.8092, 285.9309, 570.4446, -2.384186e-07, 272.9082, 78.94464, 573.8404, 1312.557, 800.2244, 538.9016, 831.5393, 866.4478, 1627.63, 2.966395, 1761.21, 42.63634, 665.2364, 588.7986, 876.5739, 1084.146, 1398.087, 1031.356, 2121.044, 580.3525, 1408.124, 1296.074, 380.1199, 902.3746, 613.0983, 1363.792, 0, 940.7373, 795.7159, 2554.449, 2175.372
