 , C000, C001, C003, C006, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C020, C022, C024, C025, C034, C037, C039, C041, C042, C043, C045, C046, C052, C053, C054, C055, C060, C063, C071, C072, C073, C075, C078, C079, C097
99.3, 247.3724, 133.9166, 65.41889, 363.786, 57.5793, 0.0200036, 394.7998, 344.2289, 410.1819, 88.43224, 734.3107, 396.3392, 0.1553578, 299.034, 9.157208, 216.7906, 1.593916, 336.8841, 105.6508, 453.8188, 0.003411719, 342.733, 479.4037, 153.2322, 183.6234, 395.425, 20.52118, 184.4012, 5.018292e-05, 161.7319, 364.8348, 2128.25, 2024.307, 6.51302, 1127.313, 951.0928, 1027.759, 598.4323, 1214.208
99.40000000000001, 241.7691, 127.9191, 62.5285, 348.3395, 54.92434, 0.01907311, 376.3997, 338.0591, 448.1448, 84.43886, 869.0733, 375.4274, 0.148636, 285.7991, 8.771812, 239.9898, 1.519748, 322.2842, 100.6522, 440.0788, 0.00326477, 375.3263, 457.8584, 146.8798, 175.2959, 377.9194, 19.61828, 176.1153, 4.755963e-05, 154.9332, 348.8075, 2076.623, 1929.505, 6.235983, 1123.925, 911.2995, 1128.484, 682.0537, 1162.667
99.5, 268.9813, 122.1902, 59.76582, 333.5489, 52.39178, 0.01818591, 358.8571, 323.2633, 426.4113, 80.62581, 1053.018, 355.619, 0.142205, 273.15, 8.402637, 359.9522, 1.449031, 308.317, 95.89018, 438.6114, 0.00312415, 359.2525, 499.4218, 140.7907, 167.3461, 433.9305, 18.75509, 168.2018, 4.507347e-05, 148.4202, 333.4842, 2035.64, 1839.143, 5.97073, 1071.686, 952.5545, 1074.161, 652.1266, 1209.105
99.59999999999999, 256.0599, 160.7307, 57.1252, 404.6447, 314.0825, 0.01733997, 350.9201, 309.1151, 405.7317, 76.98495, 1022.699, 336.8557, 0.1360523, 261.0607, 8.048998, 343.1246, 1.381605, 346.5969, 91.35344, 579.2602, 0.002989587, 383.6696, 476.9769, 134.9541, 159.7569, 414.7203, 17.92989, 160.6439, 4.271727e-05, 142.1811, 318.8341, 2034.028, 1833.756, 5.71676, 1077.313, 912.7001, 1022.454, 623.5126, 1244.163
99.7, 279.4035, 153.5323, 54.60125, 387.4634, 342.1205, 0.01653339, 344.4575, 354.8916, 416.8705, 73.5085, 1054.407, 319.0825, 0.1301658, 249.5065, 7.710243, 327.0836, 1.317317, 331.576, 168.1921, 554.2789, 0.00286082, 367.2385, 471.1797, 129.3594, 165.9643, 396.3605, 17.141, 153.4256, 4.048425e-05, 136.2042, 304.8276, 1943.028, 1747.878, 5.473593, 1027.24, 874.5131, 1183.545, 645.3351, 1256.87
99.8, 265.9814, 216.3421, 52.18882, 371.0115, 326.3454, 0.01576432, 360.4214, 339.3591, 435.6914, 70.18903, 1026.818, 302.2469, 0.124534, 238.4636, 7.385745, 311.7926, 1.256019, 356.4622, 208.2372, 530.375, 0.002737599, 351.5111, 492.9899, 123.9967, 158.4377, 378.8135, 16.38681, 146.5316, 3.836795e-05, 130.4786, 291.4365, 1981.549, 1747.088, 5.240769, 1056.444, 931.1218, 1126.572, 617.0191, 1229.613
99.90000000000001, 253.2042, 206.6532, 49.88297, 355.2582, 386.8542, 0.01503103, 343.6235, 456.133, 414.5619, 83.69458, 1057.969, 328.4116, 0.1191458, 227.9095, 7.074904, 297.2165, 1.197574, 341.0138, 273.6622, 507.502, 0.002619686, 405.8819, 502.2567, 118.8562, 151.2524, 362.0433, 15.66581, 139.9474, 3.636228e-05, 124.9937, 278.6335, 1951.181, 1846.805, 5.017848, 1155.218, 892.1641, 1072.341, 589.9456, 1177.418
100, 241.0407, 197.3982, 47.679, 340.1738, 369.0164, 0.01433185, 327.6085, 458.7852, 394.457, 79.91514, 996.0357, 311.0839, 0.1139908, 217.8225, 6.777145, 283.3217, 1.141849, 326.2349, 260.7148, 485.6153, 0.002506851, 388.4995, 479.6844, 113.9289, 144.393, 346.0155, 14.97653, 133.659, 3.446146e-05, 119.7393, 266.3931, 2071.252, 1760.316, 4.80441, 1101.524, 854.8363, 1020.721, 718.397, 1161.483
100.1, 229.4615, 233.324, 45.57241, 384.3079, 352.0011, 0.01366519, 312.3399, 438.7056, 375.3271, 76.30637, 955.8107, 294.6703, 0.1090588, 208.1819, 6.491919, 270.0766, 1.088717, 383.3152, 248.3798, 464.6726, 0.002398876, 371.8616, 458.1266, 109.2059, 137.8447, 396.4053, 14.31758, 127.6533, 3.266e-05, 114.7059, 254.6903, 2102.742, 1677.878, 4.60005, 1050.327, 819.0704, 971.5864, 686.8752, 1112.18
100.2, 218.4386, 268.7805, 43.5589, 367.99, 335.7704, 0.01302954, 297.7829, 419.5048, 357.125, 72.86056, 1044.46, 279.1229, 0.1043402, 198.968, 6.218696, 257.4506, 1.038057, 580.6547, 236.6285, 444.6331, 0.002295552, 355.9362, 437.5376, 104.6786, 131.5933, 395.922, 13.68763, 121.9173, 3.095271e-05, 109.884, 243.5017, 2113.743, 1599.3, 4.404384, 1053.849, 784.8008, 924.8166, 656.7365, 1113.58
100.3, 207.9452, 317.8965, 41.63434, 352.365, 320.2881, 0.01242346, 283.9044, 401.1443, 339.8057, 122.54, 1006.774, 264.3957, 0.09982572, 190.1619, 5.956972, 245.4149, 0.989754, 769.5483, 225.4332, 425.4577, 0.002196678, 340.6928, 417.8739, 100.3391, 125.6255, 378.3944, 13.08539, 116.4391, 2.933467e-05, 105.2648, 232.8046, 2097.47, 1682.975, 4.21704, 1108.469, 973.9932, 972.7549, 627.9202, 1094.072
100.4, 197.9559, 351.524, 39.79482, 337.4035, 305.5197, 0.01184557, 270.6726, 383.5875, 323.3262, 117.0064, 947.8371, 250.4456, 0.09550661, 181.7456, 5.706263, 233.9419, 0.9436989, 918.1858, 214.7675, 407.1094, 0.002102064, 326.1022, 399.0939, 96.17939, 119.9283, 361.6427, 12.50965, 111.2071, 2.780122e-05, 100.8398, 222.5774, 2003.631, 1716.309, 4.037664, 1056.949, 933.2418, 1174.943, 600.3683, 1047.631
100.5, 188.4465, 335.781, 38.03658, 437.4067, 291.4322, 0.01129456, 258.0576, 366.799, 307.646, 148.8974, 975.0596, 237.2315, 0.09137436, 173.7017, 5.466106, 223.0052, 0.8997869, 968.3066, 204.6064, 389.5523, 0.002011524, 312.1365, 452.4908, 92.19217, 114.4894, 345.6327, 11.95924, 290.4958, 2.634792e-05, 96.60078, 212.7995, 2045.174, 1635.931, 3.865919, 1111.338, 894.1954, 1118.385, 697.1344, 1039.048
100.6, 179.3938, 329.8316, 36.35601, 418.8343, 395.1043, 0.01076918, 246.0305, 430.1097, 292.7262, 142.1736, 917.9794, 224.7146, 0.0874209, 166.0139, 5.236056, 212.5798, 0.8579181, 935.1122, 194.9261, 372.7524, 0.001924884, 298.7689, 498.7449, 88.37024, 113.353, 330.3314, 11.43304, 277.4428, 2.497059e-05, 92.53999, 203.4511, 2194.36, 1625.289, 3.701479, 1126.666, 904.9529, 1245.413, 666.5456, 1073.003
100.7, 170.7761, 358.0558, 34.74971, 401.0504, 376.8862, 0.01026824, 234.564, 411.2851, 278.5299, 139.9692, 875.4965, 212.8581, 0.0836385, 158.6663, 5.015688, 202.6418, 0.8179976, 900.7347, 185.7038, 394.3067, 0.001841975, 285.9738, 476.3304, 84.70676, 108.2123, 315.7076, 10.93, 264.9763, 2.366527e-05, 88.64989, 194.5134, 2134.271, 1649.386, 3.544033, 1107.425, 930.8738, 1185.462, 741.9204, 1110.057
100.8, 211.894, 342.0203, 33.21437, 384.0217, 359.508, 0.009790607, 223.6318, 393.2844, 265.0222, 133.6486, 824.2448, 219.7646, 0.08001974, 151.6439, 4.804595, 193.1684, 0.7799347, 943.2389, 176.9178, 448.0844, 0.001762638, 273.7266, 454.9233, 81.19514, 103.3048, 301.7311, 10.44909, 253.0699, 2.242817e-05, 84.92332, 185.9684, 2054.634, 1672.104, 3.393285, 1055.953, 924.3904, 1128.396, 709.3665, 1062.938
100.9, 265.0771, 326.7029, 31.74686, 367.716, 342.9312, 0.009335187, 213.2092, 376.0716, 263.2282, 127.6133, 869.4709, 208.1694, 0.07655756, 144.9323, 4.602386, 184.1379, 0.7436429, 902.3607, 168.5475, 428.7603, 0.001686718, 262.0039, 434.4783, 77.82911, 98.61988, 288.3734, 9.989347, 241.6985, 2.125575e-05, 81.3534, 177.7987, 2050.237, 1695.904, 3.248949, 1006.873, 942.8107, 1287.335, 678.2409, 1017.818
101, 263.9248, 312.0714, 30.3442, 352.1026, 327.1187, 0.008900953, 259.0518, 359.6121, 250.4626, 149.0257, 849.408, 197.1859, 0.07324518, 138.5178, 4.408687, 175.5295, 0.7090398, 863.2542, 160.5732, 410.2695, 0.001614068, 250.7833, 414.9521, 74.60262, 94.1474, 275.607, 9.549827, 480.0792, 2.014461e-05, 77.93356, 169.988, 2005.368, 1616.482, 3.110752, 1044.557, 940.1004, 1225.366, 760.0515, 1010.19
101.1, 251.2463, 298.0953, 29.00351, 337.1522, 358.5187, 0.008486916, 246.9784, 343.873, 238.316, 142.2961, 854.0648, 186.7819, 0.07007611, 132.3872, 4.22314, 167.3236, 0.6760468, 825.8424, 152.9762, 392.5761, 0.001544547, 240.0432, 443.0069, 71.50988, 118.1732, 263.4058, 9.129645, 458.5075, 1.909156e-05, 74.65746, 162.5203, 1945.051, 1540.779, 2.978433, 996.0071, 1054.88, 1246.489, 726.702, 1074.328
101.2, 239.1769, 284.7451, 27.72205, 322.8366, 341.9875, 0.00809214, 235.4677, 328.8227, 226.7584, 157.6123, 804.0677, 176.9268, 0.06704415, 126.5279, 4.045403, 159.5013, 0.6445891, 790.052, 145.7386, 375.6458, 0.00147802, 229.7631, 423.0974, 68.54536, 140.7606, 251.7447, 275.3522, 437.9051, 1.809356e-05, 71.51909, 155.3808, 1929.025, 1598.747, 2.851743, 949.7136, 1010.744, 1186.486, 694.8158, 1028.724
101.3, 227.6873, 339.1514, 26.49722, 346.2423, 326.2185, 0.007715726, 267.794, 352.1576, 215.7614, 150.4949, 899.9619, 167.5918, 0.06414338, 120.9279, 3.875145, 152.0447, 0.6145952, 755.8127, 138.8434, 359.4457, 0.001414359, 219.9232, 404.0826, 65.70374, 134.377, 240.5999, 312.9959, 418.2284, 1.714773e-05, 68.51264, 148.5548, 1949.579, 1582.843, 2.730442, 951.3719, 1074.496, 1253.921, 773.3267, 985.0571
101.4, 216.7496, 323.9624, 25.32649, 456.2848, 311.1766, 0.007356822, 255.3132, 336.7448, 205.2977, 143.6989, 862.6957, 305.8949, 0.06136812, 115.5758, 3.712054, 144.9367, 0.5859969, 784.2702, 132.2745, 343.9442, 0.00135344, 238.7566, 449.8152, 62.97992, 197.0032, 300.9023, 340.4951, 399.4359, 1.625134e-05, 65.63258, 142.0288, 1882.073, 1562.677, 2.6143, 907.153, 1029.539, 1193.561, 795.7294, 943.2434
101.5, 206.3374, 309.4537, 24.2075, 436.9108, 296.8283, 0.007014613, 285.237, 371.5288, 251.7115, 137.2099, 891.7984, 295.6207, 0.05871293, 110.4605, 3.555826, 138.1609, 0.5587294, 834.8303, 126.0163, 329.1111, 0.001295145, 278.1507, 429.5998, 60.36901, 198.2503, 287.5813, 390.8332, 381.4877, 1.540181e-05, 62.87358, 135.7894, 1870.123, 1489.495, 2.503099, 959.2809, 986.4637, 1136.105, 760.8145, 1007.891
101.6, 196.4253, 295.5948, 23.13794, 418.3594, 283.1416, 0.006688321, 271.9432, 355.2681, 239.5044, 131.0138, 903.7161, 280.0231, 0.05617262, 105.5717, 3.406173, 131.702, 0.5327307, 840.5049, 120.0542, 314.9178, 0.001239361, 266.2386, 410.2928, 57.86635, 189.2595, 274.85, 373.637, 364.3461, 1.459668e-05, 60.23057, 129.8241, 1896.35, 1467.647, 2.396627, 960.6412, 989.9319, 1081.416, 727.4315, 965.1083
101.7, 281.1013, 282.3566, 22.11564, 489.4614, 322.4505, 0.006377208, 306.6797, 339.7191, 227.8892, 125.0975, 869.3572, 265.2484, 0.05374222, 100.8992, 3.262819, 125.545, 0.5079417, 854.9969, 114.3742, 384.4517, 0.001185979, 338.8095, 391.8535, 55.46744, 182.6121, 262.6823, 357.1974, 347.9747, 1.383365e-05, 57.69866, 124.1209, 1811.509, 1519.606, 2.294685, 915.9915, 994.8613, 1317.166, 695.5132, 996.9783
101.8, 267.5977, 269.7112, 21.13851, 468.6787, 432.6033, 0.006080566, 483.4788, 324.8506, 292.8773, 119.4484, 926.7645, 251.2533, 0.05141697, 96.43351, 3.125498, 119.6758, 0.4843062, 910.7371, 108.963, 403.1418, 0.001134897, 343.3313, 374.243, 53.16797, 185.9468, 251.0533, 341.4811, 332.3389, 1.31105e-05, 55.27318, 118.6682, 1884.874, 1486.791, 2.197078, 1037.106, 953.2368, 1253.761, 664.9955, 954.6585
101.9, 277.1231, 257.6322, 44.91167, 448.7784, 412.656, 0.005797723, 460.9456, 310.6329, 278.6737, 114.0544, 872.5115, 237.9966, 0.04919234, 92.16547, 2.993956, 114.081, 0.4617706, 871.2675, 103.8077, 385.7559, 0.001086015, 328.6277, 431.2823, 50.96384, 177.514, 239.939, 326.4563, 317.4057, 1.242515e-05, 52.94967, 113.4551, 1800.546, 1589.365, 2.103624, 1028.492, 983.4461, 1193.408, 635.8169, 914.1351
102, 263.8106, 246.0941, 42.92735, 477.6511, 393.6285, 0.005528037, 466.3172, 297.0375, 265.1589, 108.904, 821.4345, 225.4393, 0.04706395, 88.08633, 2.867951, 108.7478, 0.4402835, 856.8571, 98.89639, 369.1197, 0.001039238, 314.5538, 411.8997, 48.85107, 169.4636, 229.3169, 312.0926, 303.1435, 1.177563e-05, 50.72382, 108.471, 1741.539, 1514.932, 2.014144, 1066.785, 942.2992, 1135.96, 607.9185, 958.4037
102.1, 263.1596, 235.0728, 41.0307, 457.3699, 375.4784, 0.005270895, 444.5839, 284.037, 252.2996, 103.9862, 773.3475, 213.5446, 0.04502765, 84.18774, 2.747249, 103.6639, 0.4197963, 837.5927, 94.21741, 392.7193, 0.000994476, 301.0827, 594.6716, 46.8259, 161.7783, 219.1649, 298.3609, 289.5222, 1.116007e-05, 48.59155, 103.7058, 1793.059, 1443.986, 1.928471, 1017.202, 902.8738, 1358.883, 581.2443, 968.4205
102.2, 250.5179, 224.545, 39.21785, 437.9498, 369.0925, 0.005025715, 423.8635, 271.6056, 240.0639, 99.29041, 868.404, 202.2775, 0.04307946, 80.46169, 2.631626, 98.81765, 0.4002624, 801.2931, 89.75981, 375.7828, 0.0009516421, 288.1885, 567.946, 44.88468, 154.4415, 209.4624, 285.2333, 276.5129, 1.057668e-05, 46.54891, 99.14998, 1730.519, 1524.363, 1.846442, 969.9233, 919.6852, 1293.47, 555.7405, 927.3129
102.3, 238.4835, 214.4887, 37.4851, 419.3542, 352.0737, 0.004791939, 404.1088, 259.7183, 228.4216, 94.8067, 817.5674, 191.6049, 0.04121556, 76.90054, 2.52087, 94.19797, 0.3816375, 798.6786, 85.51311, 359.5768, 0.0009106531, 275.8465, 542.4216, 43.02393, 177.3763, 200.1895, 272.6834, 264.0881, 1.002379e-05, 44.59213, 94.79429, 1842.51, 1452.975, 1.767902, 965.7288, 1034.964, 1231.205, 613.305, 1003.037
102.4, 227.0272, 227.7668, 35.8289, 401.5483, 335.8397, 0.004569037, 481.8694, 311.1263, 217.3439, 90.52547, 769.7068, 181.4954, 0.03943231, 73.49702, 2.414775, 89.79426, 0.3638791, 836.8777, 109.2616, 362.8364, 0.0008714296, 264.033, 518.0442, 41.24033, 169.3321, 191.327, 331.7299, 252.2217, 9.499799e-06, 42.71762, 90.62994, 1816.625, 1384.929, 1.692703, 920.8425, 991.6619, 1171.938, 661.3444, 960.46
102.5, 216.1212, 217.5663, 34.24588, 542.1506, 320.3542, 0.004356504, 459.4112, 297.5092, 206.8035, 86.43756, 776.4489, 171.9193, 0.0377262, 70.24413, 2.313146, 85.59642, 0.3469472, 828.2469, 104.0923, 379.875, 0.0008338955, 252.7255, 494.7624, 39.53067, 161.6528, 182.8569, 317.1342, 240.8884, 9.003201e-06, 40.9219, 86.64854, 1863.905, 1434.408, 1.620702, 878.0426, 950.1713, 1115.524, 650.6978, 919.6904
102.6, 205.7391, 207.8225, 32.7328, 519.1307, 374.7666, 0.004153857, 437.9998, 322.7394, 196.7742, 109.7291, 730.9954, 162.8484, 0.03609392, 67.1352, 2.215793, 81.59483, 0.3308031, 792.3523, 99.16746, 430.4774, 0.000797978, 241.9022, 524.8452, 37.89188, 154.3217, 174.7617, 337.2636, 230.0644, 8.532562e-06, 39.20167, 208.796, 1780.516, 1446.8, 1.551764, 983.8851, 910.4166, 1286.379, 682.4284, 1014.672
102.7, 195.8558, 198.5152, 38.07885, 497.0882, 357.4862, 0.003960637, 417.5863, 308.6141, 187.2313, 104.774, 725.8909, 154.2561, 0.03453226, 64.16387, 2.122538, 77.7803, 0.3154102, 758.0133, 102.4697, 411.9125, 0.0007636076, 231.5425, 501.2577, 36.32103, 147.3231, 167.025, 322.4244, 219.7268, 8.086526e-06, 37.55375, 199.6236, 1779.505, 1434.303, 1.485759, 938.155, 872.3251, 1224.455, 652.4849, 990.1826
102.8, 252.1393, 189.6247, 36.39642, 475.9816, 341.0026, 0.003776404, 398.1241, 299.4865, 178.1512, 160.3092, 718.8243, 194.5189, 0.03303817, 61.32405, 2.033207, 74.14411, 0.3007336, 725.1625, 169.3193, 394.1483, 0.0007307176, 221.6264, 521.5648, 34.8153, 204.0931, 159.6307, 308.2381, 209.8536, 7.663806e-06, 35.97511, 199.9986, 1760.823, 1367.132, 1.422561, 941.4611, 1001.695, 1165.513, 623.8552, 948.1512
102.9, 240.0269, 257.6665, 34.89814, 455.7713, 325.279, 0.003600741, 379.5691, 359.1792, 169.5115, 170.5586, 676.7442, 254.4802, 0.03160872, 58.60992, 1.947637, 70.67791, 0.2867399, 776.7636, 161.3085, 377.1502, 0.0006992443, 212.135, 518.8478, 33.37199, 194.8374, 152.5638, 435.5545, 200.4241, 7.263184e-06, 34.46282, 270.673, 1682.045, 1303.107, 1.362051, 897.7028, 959.785, 1109.408, 596.4817, 1018.768
103, 233.3218, 276.1121, 33.35625, 464.0404, 328.8615, 0.003433249, 438.3406, 343.459, 161.2907, 181.8521, 642.669, 241.0532, 0.03024112, 56.01592, 1.865667, 67.37375, 0.2733974, 743.1002, 153.6767, 360.8851, 0.0006691265, 203.0501, 495.5299, 31.98852, 200.6363, 187.0746, 525.7815, 191.4184, 6.883504e-06, 33.01411, 282.9088, 1606.792, 1242.08, 1.304115, 855.9784, 919.6281, 1056.004, 693.4884, 1017.608
103.1, 222.1134, 263.7464, 86.74741, 482.7634, 313.6978, 0.003273548, 468.0675, 328.4269, 153.4687, 173.6401, 661.3002, 228.3347, 0.02893269, 53.53672, 1.787148, 64.22406, 0.2606757, 819.7551, 146.406, 345.3215, 0.000640306, 228.2563, 542.6549, 85.53977, 191.5373, 189.1583, 545.7307, 182.8172, 6.523671e-06, 31.6263, 270.4805, 1552.698, 1257.609, 1.248643, 921.9316, 1003.503, 1005.17, 663.0596, 1012.745
103.2, 211.4435, 251.9345, 82.91467, 462.2651, 299.2332, 0.003121276, 446.2526, 314.0527, 146.026, 202.2838, 622.5876, 216.2872, 0.02768087, 51.16725, 1.711933, 61.22161, 0.2485459, 784.2285, 139.4792, 330.4291, 0.0006127268, 218.4809, 518.2671, 81.99363, 182.8509, 180.7842, 521.7192, 174.6026, 6.182649e-06, 30.29683, 258.5982, 1611.063, 1261.685, 1.195531, 1028.604, 1074.43, 956.7838, 679.6887, 1005.355
103.3, 201.2861, 240.6516, 79.25127, 442.6371, 285.4357, 0.002976087, 425.4545, 300.3076, 138.9442, 193.1491, 586.1412, 204.8754, 0.02648321, 48.90265, 1.639883, 58.35953, 0.2369806, 750.2416, 132.8802, 316.179, 0.0005863355, 209.1242, 649.5598, 78.59449, 174.5585, 172.7809, 498.7641, 166.757, 5.859454e-06, 101.8137, 247.2379, 1637.026, 1202.598, 1.144678, 980.795, 1029.477, 910.7266, 649.8654, 962.6795
103.4, 191.6167, 229.874, 75.74973, 423.8426, 272.2743, 0.002837652, 405.6256, 287.164, 132.2059, 184.427, 732.7465, 194.0657, 0.02533737, 46.73827, 1.570866, 55.63125, 0.2259535, 785.1334, 126.5934, 302.5434, 0.0005610809, 200.1682, 645.8409, 75.33627, 166.6421, 165.1318, 527.8949, 159.264, 5.553153e-06, 114.1973, 236.3767, 1563.787, 1198.227, 1.095989, 935.2086, 986.4037, 866.8864, 706.5495, 998.3046
103.5, 219.3212, 219.5791, 75.39006, 405.846, 259.7198, 0.002705656, 386.7209, 274.5957, 125.7943, 197.1024, 728.3973, 183.8263, 0.02424111, 44.66969, 1.504754, 53.03052, 0.2154395, 751.1072, 120.604, 289.4958, 0.0005369141, 191.5958, 671.81, 72.21312, 159.0848, 157.8214, 504.6681, 152.1077, 5.262864e-06, 109.3968, 225.9926, 1554.792, 1315.851, 1.04937, 963.91, 945.1331, 825.1565, 675.5475, 969.9366
103.6, 266.2617, 209.7452, 72.05912, 449.4934, 247.7442, 0.002579799, 368.6973, 300.8339, 119.6937, 188.2018, 685.7568, 174.1272, 0.02319228, 42.69266, 1.441424, 50.55136, 0.2054147, 718.5557, 114.898, 277.011, 0.0005137882, 183.3905, 641.6177, 69.21944, 151.8702, 150.8345, 482.4633, 145.2729, 4.98775e-06, 104.7981, 350.7567, 1574.801, 1254.227, 1.004734, 919.1083, 905.5891, 785.4354, 678.9282, 965.5012
103.7, 314.1752, 200.3517, 68.87535, 430.4078, 236.3207, 0.002459798, 351.5137, 287.6674, 113.889, 179.703, 645.6124, 164.9398, 0.02218883, 40.80313, 1.380759, 48.18811, 0.1958563, 765.5556, 109.462, 265.0646, 0.0004916584, 241.8725, 653.5617, 66.34988, 174.3415, 144.1571, 461.2355, 138.7453, 4.727018e-06, 100.3927, 335.3479, 1565.573, 1195.49, 0.9619967, 913.5583, 970.8788, 747.6265, 658.9233, 1011.157
103.8, 344.7059, 191.379, 65.83224, 412.1325, 225.424, 0.002345378, 335.131, 275.0771, 108.3657, 171.5881, 618.4278, 163.4448, 0.02122879, 38.99723, 1.322648, 45.93534, 0.1867428, 732.3779, 104.2831, 253.6334, 0.0004704818, 261.0545, 624.1895, 63.59927, 188.7053, 161.3995, 440.9417, 132.511, 4.479915e-06, 121.4814, 320.6159, 1495.531, 1139.503, 0.9210774, 927.8468, 1028.822, 711.6375, 805.5435, 968.2358
103.9, 328.1469, 182.808, 62.92359, 394.6332, 215.0298, 0.00223628, 319.5118, 263.0378, 184.4938, 163.8396, 854.3932, 154.821, 0.0203103, 37.27126, 1.266982, 43.78788, 0.1780533, 738.4465, 99.34928, 308.2888, 0.0004502172, 249.8746, 614.9216, 60.96269, 180.1474, 154.2543, 421.5408, 126.5568, 4.245729e-06, 116.3747, 306.5311, 1485.243, 1086.138, 0.8818986, 884.7213, 985.7764, 677.381, 806.8862, 927.136
104, 312.3833, 174.621, 60.14345, 402.5335, 205.1148, 0.002132258, 304.6206, 251.5254, 221.5145, 156.441, 832.3201, 146.6523, 0.01943154, 35.62168, 1.213659, 41.74082, 0.1697681, 706.4437, 94.64888, 294.9935, 0.0004308255, 239.1734, 587.2859, 58.43542, 171.9776, 147.4254, 468.372, 120.8701, 4.023786e-06, 111.4827, 293.0651, 1464.34, 1148.132, 0.8443863, 843.6003, 1019.899, 644.7735, 872.7026, 914.306
104.1, 297.377, 166.8006, 57.48615, 454.9638, 195.657, 0.002033074, 388.8432, 240.5169, 210.7718, 191.5091, 870.3808, 138.9146, 0.0185908, 34.04511, 1.16258, 39.78946, 0.1618685, 696.2073, 90.17086, 320.6021, 0.0004122691, 228.9305, 712.3484, 56.01291, 164.1783, 140.8988, 447.7642, 115.439, 3.813444e-06, 106.7963, 280.1906, 1448.985, 1133.243, 0.8084696, 804.3905, 1019.934, 613.7357, 834.4102, 875.4955
104.2, 283.0915, 159.3304, 54.94625, 435.6459, 186.6353, 0.001938503, 370.7207, 229.9902, 200.55, 182.8611, 819.4285, 131.5851, 0.01778644, 32.53831, 1.113651, 37.92932, 0.1543365, 712.4212, 85.90471, 306.7758, 0.0003945119, 219.1263, 680.3342, 53.69083, 210.883, 134.6612, 428.0631, 110.2519, 3.614098e-06, 102.3069, 267.8818, 1421.6, 1096.842, 0.7740806, 767.0032, 977.2604, 822.316, 797.7979, 940.5473
104.3, 269.4923, 152.1948, 70.52961, 426.0898, 178.0296, 0.001848332, 353.4428, 219.9243, 190.824, 178.6282, 771.459, 124.6424, 0.01701688, 31.0982, 1.066781, 36.15614, 0.1471549, 687.139, 81.84039, 293.5457, 0.0003775195, 275.4984, 691.3125, 51.46502, 201.3193, 128.6997, 625.0928, 105.2978, 3.425172e-06, 98.0062, 256.1136, 1467.53, 1122.85, 0.7411545, 731.3536, 936.3723, 917.7465, 847.5961, 940.0369
104.4, 256.5464, 145.3787, 67.41341, 407.9978, 169.8207, 0.001762355, 336.9702, 210.2989, 181.5697, 248.5204, 726.2976, 118.066, 0.01628062, 29.72183, 1.021884, 34.46586, 0.1403075, 694.1619, 77.96837, 280.8862, 0.000361259, 263.6998, 735.8243, 49.33148, 194.8569, 123.0021, 597.5894, 100.5664, 3.246123e-06, 93.88632, 244.8625, 1525.868, 1070.265, 0.7096289, 776.4988, 1013.024, 873.5684, 932.6742, 964.9476
104.5, 369.2376, 138.8679, 64.4349, 423.0521, 161.9903, 0.001680378, 321.2652, 201.0947, 172.7642, 243.7693, 685.0845, 111.8365, 0.01557621, 28.40638, 0.9788766, 32.8546, 0.1337788, 681.9657, 74.27953, 323.8751, 0.0003456989, 252.4065, 800.6213, 80.54014, 186.02, 117.5568, 571.2962, 96.0476, 3.076433e-06, 89.93963, 234.1056, 1555.53, 1172.97, 0.6794442, 775.7841, 1005.065, 906.296, 891.7504, 923.9875
104.6, 368.7439, 132.6487, 66.17417, 405.0891, 164.7146, 0.001602213, 378.4908, 192.2934, 164.3857, 255.987, 644.9796, 105.9358, 0.01490228, 27.14915, 0.937679, 31.31866, 0.1275538, 667.7233, 70.76523, 309.9076, 0.000330809, 241.5969, 764.64, 77.20126, 177.5839, 112.3525, 546.1599, 91.73183, 2.915614e-06, 86.15884, 223.8212, 1485.937, 1118.038, 0.6505435, 796.518, 963.0137, 862.6691, 852.6222, 972.0026
104.7, 351.0301, 126.708, 63.25041, 387.8889, 157.1197, 0.001527685, 360.8507, 209.4158, 156.4135, 260.9886, 642.0417, 100.3464, 0.01425751, 25.94756, 0.8982153, 29.85453, 0.1216185, 650.7695, 67.41719, 296.5424, 0.0003165605, 231.2503, 838.7674, 74.00079, 169.5303, 107.3786, 522.1295, 87.60998, 2.763201e-06, 82.53699, 213.9887, 1635.163, 1065.678, 0.6228721, 784.1784, 1022.24, 1086.966, 815.2109, 997.6402
104.8, 334.1673, 121.0334, 60.45583, 371.419, 149.8749, 0.001456623, 344.0328, 200.2503, 152.0126, 249.203, 604.4565, 127.0377, 0.01364064, 24.79915, 0.8604125, 28.45884, 0.1159593, 622.5664, 64.22755, 342.6048, 0.0003029256, 221.3467, 801.0717, 70.93301, 161.842, 102.6249, 499.1564, 83.67334, 2.618756e-06, 143.8228, 204.5881, 1712.894, 1121.27, 0.5963777, 747.7305, 979.4699, 1034.642, 779.4411, 955.2923
104.9, 318.1145, 115.6129, 57.78473, 355.6484, 142.9642, 0.001388867, 327.9987, 191.486, 144.6405, 237.9496, 569.0715, 120.3349, 0.01305045, 23.70157, 0.8242006, 27.1284, 0.1105635, 619.739, 61.18883, 327.8295, 0.0002898781, 211.8673, 808.8499, 67.9924, 154.5023, 127.4272, 477.1941, 79.91359, 2.481861e-06, 137.7769, 195.6005, 1675.625, 1115.957, 0.5710102, 853.0656, 988.3691, 984.8364, 872.436, 914.742
