 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C012, C013, C014, C016, C017, C018, C019, C022, C024, C027, C031, C032, C033, C037, C041, C043, C047, C050, C051, C052, C054, C055, C057, C059, C060, C061, C068, C069, C071, C072, C075, C076, C080, C084, C086, C092, C098
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 0, 72.3531, 24.9567, 0, 0, 136.3185, 0, 0, 0, 0, 199.6433, 0, 0, 7.837311, 0, 0, 31.35284, 56.20023, 120.0937, 0, 0, 162.6851, 0, 0, 0, 54.41882, 0, 258.4632, 66.59766, 154.348, 0, 0, 338.4185, 0, 0, 34.26619, 0, 75.6741, 63.66858, 48.45007, 26.86833, 0, 87.18912, 0, 200.6091, 23.77972
0.2, 0, 23.92096, 0, 67.46699, 37.79108, 0, 76.37759, 206.3223, 6.103516e-05, 46.86273, -1.525879e-05, 0, 233.6916, 0, 0, 7.408997, 18.16214, 51.47662, 29.8316, 99.49483, 112.2745, 0, 1.525879e-05, 155.5558, 7.629395e-06, 0, 0, 51.62329, -6.103516e-05, 245.3806, 63.30469, 279.1075, 212.8945, 0, 318.2602, 0, 108.8598, 32.75748, 0, 217.889, 79.61182, 46.16431, 33.00987, -0.0001220703, 253.6481, 0, 232.7578, 22.65771
0.3, 0, 22.80286, 0, 464.336, 94.11768, 0, 163.3399, 329.5771, 87.13361, 44.32605, 46.24989, 0, 469.6659, 0, 0, 7.004059, 138.6366, 88.30872, 28.38422, 95.03121, 104.9644, -1.525879e-05, 208.2475, 176.4963, 0, 1.525879e-05, 0, 48.97137, -6.103516e-05, 282.064, 60.1745, 454.342, 202.8018, -6.103516e-05, 299.3026, -1.525879e-05, 197.2895, 31.31519, 1.525879e-05, 471.596, 75.88306, 227.4041, 31.47696, -0.0002441406, 255.9221, 32, 220.4338, 31.29968
0.4, 0, 38.73999, 0, 577.1871, 184.3565, 0, 280.8161, 537.674, 323.3459, 41.92664, 51.76523, 0, 500.6041, 0, 211.5793, 6.621277, 525.1578, 82.62823, 71.20477, 90.76784, 98.1302, -1.525879e-05, 256.9448, 168.7618, 0, 1.525879e-05, 0, 46.45575, -9.155273e-05, 421.0009, 106.5256, 668.0574, 193.1874, 137.4344, 412.9916, 71.17686, 329.7933, 29.93639, 0, 662.2252, 175.631, 264.1605, 30.01523, -0.0002441406, 289.2522, 215.4109, 261.7604, 206.2005
0.5, 0, 259.5656, -1.525879e-05, 538.2088, 174.2723, 0, 407.9644, 623.5253, 305.5373, 81.1615, 49.01384, 0, 784.4607, 0, 199.2866, 71.03999, 494.7552, 189.7533, 160.5247, 122.3429, 91.741, -7.629395e-06, 320.8466, 161.3662, 43.72829, 1.525879e-05, 0, 44.06927, -6.103516e-05, 662.1841, 162.1002, 672.6973, 184.0289, 142.6613, 388.3913, 66.90314, 343.1043, 28.6183, 0, 677.6759, 167.4049, 310.6401, 28.62138, -0.0002441406, 274.2878, 204.2644, 247.9008, 196.4713
0.6, 0, 318.5374, -3.051758e-05, 622.8572, 331.1334, 0, 424.4113, 775.7775, 288.7095, 76.76816, 46.40869, 0, 742.8912, 0, 250.1038, 112.4399, 466.1125, 361.2063, 269.0612, 116.8542, 85.76781, -7.629395e-06, 416.8387, 154.2947, 40.91124, 3.051758e-05, 0, 41.80542, -9.155273e-05, 628.6665, 400.961, 875.353, 175.3045, 197.4859, 365.2563, 62.886, 332.447, 27.35825, 0, 747.4849, 366.7371, 523.1032, 27.29227, -0.0002441406, 377.8715, 193.6947, 298.645, 270.5198
0.7, 0, 374.3464, -1.525879e-05, 580.7947, 313.0205, 0, 429.187, 781.0443, 272.8086, 170.6421, 43.942, 0, 703.5245, 0, 377.5552, 270.4155, 844.6118, 337.9716, 307.2004, 408.8147, 80.18353, 194.7102, 396.989, 147.5331, 38.27567, 3.051758e-05, 0, 39.65784, -0.0001220703, 641.9275, 414.5545, 831.1509, 166.9938, 189.072, 343.4994, 166.2529, 619.0382, 26.15369, 0, 704.4876, 388.7195, 759.0124, 69.54253, -0.0001220703, 386.4902, 183.6719, 380.5666, 257.7557
0.8, 0, 481.8008, -3.051758e-05, 880.988, 295.8984, 0, 408.9475, 1879.525, 257.7834, 197.9124, 41.60643, 0, 840.6863, 111.9389, 355.6194, 255.6364, 948.1993, 316.2314, 423.9399, 390.4741, 74.96281, 193.3779, 378.0844, 141.0678, 35.80988, 3.051758e-05, 0, 37.62064, -0.0001220703, 609.4352, 394.0563, 807.3975, 159.077, 181.0166, 323.0385, 156.2705, 684.4928, 25.00214, -1.525879e-05, 663.9636, 624.4054, 873.8756, 66.3131, -0.0002441406, 366.4952, 174.1678, 492.0055, 466.0315
0.9, 29.70436, 459.2809, -1.525879e-05, 821.4937, 279.7129, 0, 389.6625, 2868.637, 243.5857, 254.4773, 39.39497, 0, 885.3408, 142.4535, 391.398, 375.304, 956.6823, 295.8896, 741.821, 372.9563, 70.08202, 221.8406, 360.0801, 202.5399, 33.50294, 3.051758e-05, 0, 259.734, -9.155273e-05, 678.0239, 750.4766, 815.4098, 151.5356, 173.3044, 303.7963, 146.8874, 740.8699, 23.90131, -1.525879e-05, 870.4094, 621.9359, 960.3359, 101.3624, -0.0001220703, 422.2962, 165.1554, 632.6092, 806.0588
1, 133.3818, 437.8137, 0, 766.017, 269.1753, 39.70908, 371.2869, 3217.443, 230.17, 240.7022, 123.5602, 0, 856.015, 134.8135, 368.6579, 354.7923, 901.2975, 276.8564, 941.3562, 356.2244, 65.51904, 208.7696, 342.9332, 193.664, 31.34462, 2.288818e-05, 0, 897.6693, -9.155273e-05, 677.0768, 713.3685, 774.2346, 144.3516, 165.9207, 285.7003, 138.0677, 768.0119, 22.84895, -1.525879e-05, 959.0588, 715.6332, 1254.931, 228.1317, -0.0002441406, 772.0316, 156.6094, 599.114, 888.8163
1.1, 142.3185, 591.2605, 0, 714.2867, 254.4515, 37.59991, 393.4091, 3078.855, 217.4931, 227.6728, 116.9928, 0, 861.7481, 334.5663, 347.239, 335.4017, 958.9135, 259.0475, 1019.707, 340.2431, 61.25313, 266.7737, 326.6028, 185.1772, 29.32535, 2.288818e-05, 0, 1190.151, -6.103516e-05, 642.8054, 678.0952, 735.1387, 137.5083, 158.8516, 268.6822, 129.7776, 720.077, 21.84291, -1.525879e-05, 1261.947, 830.6844, 1195.726, 217.5377, -0.0001831055, 1171.117, 148.5056, 693.3736, 1021.968
1.2, 134.0293, 563.6244, 0, 666.0499, 315.8976, 35.60277, 374.8569, 3215.061, 205.5145, 215.3487, 110.7745, 0, 818.1042, 372.1164, 327.0645, 317.0709, 903.3997, 242.3842, 970.231, 324.9789, 57.26497, 279.8415, 311.0501, 177.0622, 27.43616, 2.288818e-05, 0, 1611.525, -6.103516e-05, 610.2687, 644.566, 698.017, 130.9894, 152.0837, 252.6778, 121.9852, 705.6555, 20.88118, -2.288818e-05, 1189.356, 791.7776, 1139.315, 207.4357, -0.0001220703, 1110.53, 140.8212, 656.6612, 1103.179
1.3, 126.2229, 537.2799, 0, 621.0706, 298.6182, 33.71171, 357.1795, 3040.932, 194.1955, 203.6917, 104.8867, 0, 774.7519, 352.1592, 346.352, 299.7419, 851.0996, 226.7927, 923.1552, 310.3994, 53.53649, 263.353, 296.2379, 169.3028, 25.66867, 2.288818e-05, 0, 2011.404, -3.051758e-05, 579.3789, 612.6947, 662.7698, 124.7795, 183.0912, 237.6268, 114.6608, 661.6125, 19.96178, -3.051758e-05, 1120.941, 838.3525, 1300.302, 197.8027, -0.0001220703, 1125.386, 133.5344, 851.9981, 1265.55
1.4, 118.8712, 512.1669, 1.525879e-05, 579.1288, 282.2839, 31.92109, 340.3358, 2876.234, 183.5, 192.6657, 99.31184, 0, 796.9638, 333.2723, 326.2291, 283.36, 863.301, 212.2041, 878.3636, 296.474, 50.05076, 247.836, 282.1312, 161.8835, 24.01505, 2.288818e-05, 0, 2191.556, 0, 802.3637, 582.3993, 629.3024, 118.864, 175.2906, 223.4723, 107.7761, 620.3185, 19.08287, -3.814697e-05, 1056.462, 963.2168, 1297.66, 188.6171, -0.0001220703, 1067.165, 126.6246, 806.8868, 1629.794
1.5, 111.9476, 488.2277, 0, 540.0193, 266.8431, 79.32175, 324.2863, 2746.107, 173.3936, 182.2365, 94.03329, 0, 754.7318, 315.3984, 411.0334, 267.8734, 813.3223, 198.554, 957.9642, 283.1733, 46.79198, 233.2334, 268.6961, 154.7893, 22.46796, 2.288818e-05, 0, 2166.628, 0, 761.7506, 553.6019, 597.5251, 113.229, 283.418, 273.8667, 101.3048, 581.6019, 18.24266, -3.814697e-05, 995.691, 918.1025, 1600.073, 179.8581, -0.0001220703, 1011.955, 120.0724, 764.1641, 2047.314
1.6, 105.4274, 465.4074, 7.629395e-06, 503.5511, 298.3632, 75.10853, 308.9938, 2848.419, 163.8437, 278.3744, 342.273, 295.0215, 714.7376, 298.483, 511.256, 271.2445, 766.2371, 185.782, 911.4838, 270.4693, 43.74538, 219.4911, 255.9009, 148.006, 21.02053, 2.288818e-05, 0, 2194.006, 0, 790.3931, 526.2284, 691.1285, 107.861, 415.4575, 382.6596, 95.22211, 545.3016, 17.43945, -3.051758e-05, 1054.82, 875.1013, 1524.586, 171.5058, -0.0001220703, 1038.444, 113.8592, 723.7034, 2032.56
1.7, 99.28684, 443.6538, 0, 469.5455, 393.0119, 71.11909, 294.4224, 2763.845, 154.8198, 263.3058, 324.0807, 477.0034, 676.8628, 319.4225, 481.5522, 256.4201, 721.8777, 173.8315, 867.2584, 258.3353, 40.89715, 206.5585, 243.715, 141.52, 19.66635, 2.288818e-05, 0, 2215.253, -3.051758e-05, 750.386, 500.2085, 776.828, 102.7476, 397.7568, 359.8661, 89.5046, 511.2671, 16.67159, -3.051758e-05, 994.1443, 834.1141, 1491.142, 163.5414, -0.0001220703, 984.7198, 107.9675, 789.3797, 1936.656
1.8, 93.50398, 422.917, 0, 437.8364, 418.5472, 67.34157, 280.5381, 2830.366, 146.293, 249.0528, 306.8554, 1117.98, 673.3373, 302.2913, 453.5742, 259.736, 680.0864, 162.6497, 864.6781, 246.7456, 38.23436, 194.3879, 232.1093, 135.3182, 18.39941, 2.288818e-05, 0, 2311.362, 0, 712.4039, 475.4752, 808.2732, 125.4976, 380.8103, 347.9073, 84.13041, 479.3568, 15.93755, -3.051758e-05, 971.9892, 795.0466, 1420.793, 155.9469, -0.0001220703, 1045.59, 102.3807, 789.0055, 1845.278
1.9, 88.05794, 403.1494, 0, 408.2686, 395.6528, 63.76468, 390.262, 2907.301, 138.2357, 235.5714, 290.5457, 1506.184, 637.6563, 315.7381, 427.2216, 245.5406, 640.7145, 152.1871, 822.7239, 235.6759, 35.74494, 182.9344, 221.0563, 129.3882, 17.21408, 1.525879e-05, 0, 2241.735, 0, 676.3443, 451.9648, 865.4512, 119.548, 364.5858, 327.1838, 79.0789, 516.1854, 15.23583, -2.288818e-05, 965.2327, 819.6533, 1606.836, 148.705, -0.0001220703, 1006.686, 97.083, 747.2296, 1758.212
2, 82.92909, 384.3058, 7.629395e-06, 380.6977, 374.0108, 89.19097, 415.6132, 2894.443, 130.6222, 252.1346, 275.1028, 1505.45, 796.2225, 298.8046, 402.4002, 232.1209, 603.6219, 142.3976, 782.8053, 225.1028, 33.41761, 172.1558, 210.5297, 123.718, 16.10512, 1.525879e-05, 0, 2223.883, 0, 642.11, 429.6169, 908.2425, 113.8806, 349.0526, 307.6947, 74.33069, 483.968, 14.565, -2.288818e-05, 909.71, 781.2632, 1587.723, 141.7994, -0.0001220703, 1260.085, 92.05942, 842.3298, 1675.253
2.1, 78.09897, 366.343, 7.629395e-06, 354.9886, 353.5526, 84.45354, 396.0138, 2737.679, 123.4281, 238.4864, 260.4807, 1408.962, 754.0297, 282.7792, 379.0209, 219.4347, 568.6768, 133.2378, 744.8235, 215.0041, 31.24181, 162.0123, 200.5043, 192.4999, 15.0676, 1.525879e-05, 0, 2362.18, 1.525879e-05, 609.6085, 408.374, 862.3797, 108.4818, 334.1812, 289.3665, 240.5524, 650.4446, 13.92371, -1.525879e-05, 857.3811, 744.6711, 1535.393, 198.9546, -0.0001831055, 1194.895, 87.29578, 954.4529, 1644.276
2.2, 73.55017, 349.2197, 7.629395e-06, 331.0157, 334.2134, 79.96775, 377.3387, 2727.93, 116.6301, 225.5769, 246.6358, 1318.658, 791.0236, 450.3199, 356.9999, 230.8698, 653.3904, 124.6673, 720.3949, 205.3584, 29.20767, 152.4664, 190.9563, 184.064, 14.09692, 1.525879e-05, 0, 2240.834, 0, 578.7521, 388.1815, 818.8328, 130.7467, 319.9433, 328.7098, 226.1087, 609.8476, 13.31065, -1.525879e-05, 887.7454, 843.2343, 1462.957, 189.7155, -0.0001220703, 1133.077, 82.77863, 1039.625, 1582.551
2.3, 69.26632, 431.1748, 7.629395e-06, 342.8662, 315.9321, 75.72022, 359.5443, 2770.664, 110.2066, 213.3662, 277.0232, 1348.693, 749.1063, 828.5764, 336.2583, 226.8206, 615.564, 116.648, 792.4984, 196.1454, 27.30598, 143.483, 181.8631, 175.9978, 13.18877, 1.525879e-05, 0, 2125.722, 1.525879e-05, 616.6464, 368.9874, 777.4847, 124.5483, 466.8175, 346.5195, 212.5323, 571.7844, 12.72459, -7.629395e-06, 940.4257, 803.7397, 1634.054, 180.9055, -0.0001220703, 1074.457, 78.49522, 1012.666, 1654.133
2.4, 65.23197, 604.4291, 200.3697, 319.712, 567.1688, 71.6983, 342.5891, 2666.602, 104.1369, 201.8165, 279.6078, 1376.643, 709.4103, 832.6403, 316.7218, 269.5302, 579.9274, 109.1445, 1112.347, 187.3457, 25.5281, 135.0288, 173.2028, 196.2327, 12.33913, 1.144409e-05, 0, 2153.509, 0, 691.2944, 350.7424, 738.2247, 118.6438, 446.9287, 468.3463, 199.7711, 636.6501, 12.16433, -1.525879e-05, 886.3299, 905.4614, 1802.927, 172.5045, -0.0001220703, 1018.87, 74.43347, 959.0481, 1576.086
2.5, 61.4326, 576.1775, 187.0932, 298.1214, 551.5988, 67.89001, 326.4334, 2632.076, 98.40143, 341.2725, 264.7463, 1498.461, 671.8178, 787.9844, 298.3204, 559.5154, 546.354, 102.1238, 1495.054, 178.9409, 23.86599, 127.0728, 164.9549, 187.6332, 11.54422, 1.144409e-05, 0, 2042.883, 0, 656.3033, 333.3995, 700.9472, 214.9039, 427.8873, 440.4487, 187.776, 596.9141, 11.62873, -7.629395e-06, 835.3459, 901.3186, 2063.456, 164.4937, -9.155273e-05, 1133.509, 70.58189, 908.2687, 1570.143
2.6, 57.85452, 549.2463, 213.9788, 298.6878, 863.7609, 64.28399, 311.0396, 2513.954, 92.98187, 541.2427, 256.3313, 1480.618, 636.2173, 797.1668, 280.9881, 548.7855, 642.0941, 95.55461, 1422.514, 170.9131, 22.31209, 119.5856, 157.0998, 179.4106, 10.80052, 1.144409e-05, 0, 2002.514, 0, 623.0834, 316.9142, 665.552, 204.7158, 409.657, 414.2128, 176.5013, 559.6581, 11.11672, -7.629395e-06, 787.2946, 859.1035, 2149.03, 156.8549, -9.155273e-05, 1171.231, 66.92961, 1008.695, 1583.647
2.7, 54.48484, 523.574, 199.8007, 296.2601, 830.0095, 60.86951, 296.3716, 2559.069, 87.86079, 558.8217, 255.3856, 1524.358, 704.1314, 754.4135, 264.6628, 518.7925, 721.2194, 89.40801, 1353.494, 163.2454, 20.85937, 157.0914, 149.6187, 322.7758, 10.10473, 1.144409e-05, 0, 2039.369, 1.525879e-05, 720.4856, 301.244, 727.4913, 195.0107, 392.2035, 389.5398, 165.9034, 524.7275, 10.62726, -7.629395e-06, 742.0073, 818.8656, 2210.676, 149.5709, -6.103516e-05, 1390.438, 63.46633, 955.2866, 1530.034
2.8, 51.31143, 499.1017, 263.0986, 276.2532, 784.6084, 57.63639, 282.3954, 2695.084, 83.02177, 528.5722, 241.8115, 1501.853, 666.8186, 713.953, 249.2859, 490.4387, 679.4662, 83.6568, 1287.822, 155.9218, 19.50123, 147.8354, 142.4939, 308.6309, 9.453769, 1.144409e-05, 0, 2232.215, 0, 684.017, 286.3487, 690.7557, 185.7657, 375.4937, 366.3364, 155.942, 592.491, 10.15935, -1.144409e-05, 948.7553, 780.5123, 2446.437, 249.3677, -6.103516e-05, 1616.597, 60.18225, 1119.573, 1601.126
2.9, 48.32285, 475.7732, 245.6658, 264.9055, 817.5831, 54.575, 269.0783, 2946.224, 78.44926, 499.9602, 321.4949, 1611.347, 631.4832, 675.6625, 234.8025, 463.6345, 640.1302, 78.27554, 1225.337, 148.9267, 18.23151, 139.1249, 135.7084, 295.1058, 8.844739, 7.629395e-06, 0, 2117.545, 0, 649.3943, 272.1899, 752.3684, 176.9591, 359.4957, 344.5151, 146.5786, 608.532, 9.712032, -1.525879e-05, 894.1804, 743.9554, 2628.688, 237.7875, -9.155273e-05, 1764.952, 57.06811, 1238.385, 1586.995
3, 45.50833, 453.535, 229.3881, 247.0161, 867.6483, 51.67622, 256.3893, 3050.126, 74.12858, 472.8969, 309.693, 1508.072, 680.5161, 639.4257, 221.1606, 438.2953, 638.7336, 73.24043, 1165.883, 142.2454, 17.04447, 130.9276, 129.246, 282.1735, 8.274945, 7.629395e-06, 0.9015152, 2136.981, 0, 616.524, 258.7311, 714.3766, 168.5699, 344.1793, 323.9937, 137.7775, 570.551, 9.284416, -1.525879e-05, 842.7448, 709.1107, 2504.672, 226.7451, -9.155273e-05, 1673.642, 54.1151, 1172.816, 1512.115
3.1, 42.85775, 432.3364, 214.1889, 409.7801, 902.5093, 48.93141, 244.2985, 2999.462, 70.04587, 447.2986, 351.3515, 1411.415, 644.4547, 605.1322, 208.3112, 414.341, 820.6203, 68.52921, 1109.314, 135.8639, 15.93471, 196.22, 123.0913, 282.268, 144.0357, 1.144409e-05, 0.8644979, 2106.806, 0, 654.9436, 245.9379, 678.3033, 160.5784, 329.5155, 304.6946, 129.5048, 677.6514, 8.875622, -1.525879e-05, 794.2678, 675.8981, 2386.508, 237.9927, -9.155273e-05, 1587.057, 51.3149, 1385.726, 1543.251
3.2, 40.36154, 412.1285, 199.9968, 382.107, 853.1425, 46.33239, 232.778, 2881.724, 66.18802, 423.0859, 332.6767, 1377.799, 610.3043, 726.8109, 196.2084, 391.6958, 773.1125, 64.12105, 1055.49, 129.7686, 14.89721, 184.6586, 117.2298, 284.0764, 263.1218, 1.144409e-05, 0.8290005, 2084.369, 0, 646.5363, 233.7772, 644.0515, 152.9658, 315.4764, 286.5451, 121.7288, 727.0561, 8.484833, -1.144409e-05, 748.5795, 644.241, 2376.976, 226.9407, -9.155273e-05, 1504.951, 48.6596, 1312.355, 1470.436
3.3, 38.01072, 392.8652, 308.3205, 356.3028, 860.9279, 43.87142, 221.8007, 2991.754, 62.54263, 479.9762, 314.9945, 1398.687, 577.9635, 706.5495, 184.8087, 370.2883, 728.3551, 59.99643, 1004.278, 123.9468, 13.92727, 173.7784, 111.6473, 336.2422, 246.171, 7.629395e-06, 0.7949607, 1977.294, 0, 637.4583, 222.2178, 611.5294, 145.7141, 302.0355, 269.4767, 114.4198, 703.8315, 8.111248, -1.144409e-05, 705.5192, 635.4064, 2338.361, 216.402, -9.155273e-05, 1577.401, 46.1417, 1346.757, 1401.055
3.4, 35.79683, 374.5023, 322.4367, 332.2411, 859.0292, 41.54117, 211.3411, 2856.773, 59.09803, 453.9946, 407.2692, 1485.545, 547.3365, 668.6561, 174.0714, 350.0508, 686.1887, 56.13713, 955.5503, 118.3862, 13.02047, 320.4279, 106.3307, 321.5072, 230.3122, 7.629395e-06, 0.7623187, 1908.805, 0, 757.3065, 211.23, 580.6495, 138.8061, 289.1672, 253.425, 107.5496, 659.9024, 7.754116, -1.144409e-05, 842.0507, 692.7141, 2228.043, 206.3527, -9.155273e-05, 1495.794, 43.75409, 1275.45, 1490.671
3.5, 66.12258, 356.9977, 301.0721, 309.8044, 818.9409, 112.6026, 201.3748, 3116.055, 55.84314, 429.4196, 385.6223, 1390.333, 518.3325, 758.343, 163.9579, 330.9193, 851.0606, 52.52608, 909.1869, 113.0751, 12.17272, 439.7636, 101.2672, 307.4178, 215.4751, 7.629395e-06, 0.7310169, 1810.749, -7.629395e-06, 718.9741, 200.7855, 551.3288, 132.2257, 276.8472, 238.3294, 101.0919, 618.7151, 7.412708, -1.144409e-05, 793.6136, 660.2694, 2174.062, 196.7701, -7.629395e-05, 1418.409, 161.4604, 1788.005, 1564.341
3.6, 165.4405, 340.3113, 281.1232, 288.8828, 774.1451, 106.6217, 191.8784, 3406.758, 52.76752, 406.1747, 399.3557, 1335.386, 553.1015, 717.6718, 154.432, 312.8334, 801.7906, 49.14732, 865.0731, 108.0022, 11.38016, 413.8524, 306.3234, 293.946, 201.5938, 7.629395e-06, 0.7010005, 1958.309, -7.629395e-06, 1016.683, 190.8575, 523.4888, 125.9572, 265.0521, 224.133, 95.02193, 594.4417, 7.086327, -1.525879e-05, 943.7488, 629.3444, 2071.495, 187.6324, -7.629395e-05, 1496.018, 198.9235, 2442.151, 1490.53
3.7, 175.2222, 324.4048, 262.496, 293.1094, 905.387, 100.9584, 182.8299, 3494.108, 49.86128, 522.6334, 404.4389, 1249.797, 622.5854, 679.1819, 145.4596, 295.736, 755.373, 45.9859, 823.0996, 103.1569, 10.6392, 500.9253, 291.7364, 281.0645, 247.023, 3.814697e-06, 0.6722166, 1980.856, -7.629395e-06, 1103.482, 181.4203, 497.0546, 119.9859, 253.7595, 210.7823, 89.31645, 616.5327, 6.774319, -1.144409e-05, 1003.28, 599.8678, 2031.619, 178.9191, -6.103516e-05, 1418.622, 188.6301, 2812.233, 1420.202
3.8, 165.0166, 309.2418, 245.1031, 273.3153, 855.8627, 95.59595, 174.2081, 3426.549, 47.11512, 494.3428, 382.9425, 1242.478, 627.1379, 842.6307, 137.0084, 279.5731, 711.6425, 43.02783, 783.1627, 98.52901, 9.946491, 471.4104, 277.844, 268.7474, 231.1093, 3.814697e-06, 0.6446146, 1980.557, -1.525879e-05, 1047.628, 172.4498, 471.9552, 114.2976, 242.948, 198.2268, 83.95355, 712.5499, 6.476049, -1.144409e-05, 977.6184, 571.7717, 2206.533, 170.6104, -6.103516e-05, 1345.23, 371.7781, 2770.405, 1353.192
3.9, 155.4054, 294.7875, 228.8627, 254.858, 809.0474, 90.51832, 165.9928, 3557.453, 44.5202, 467.5836, 514.1402, 1271.21, 660.6802, 797.439, 239.4554, 264.2934, 703.4737, 40.26005, 877.861, 94.10871, 9.298881, 472.8196, 264.6131, 256.9702, 216.2209, 3.814697e-06, 108.8775, 2098.373, -1.525879e-05, 1008.926, 163.9228, 448.1233, 108.8791, 232.5972, 186.4192, 137.383, 827.708, 6.190912, -1.144409e-05, 950.9443, 544.9916, 2212.328, 162.6876, -4.577637e-05, 1624.845, 383.5548, 2913.449, 1289.343
4, 167.4218, 281.0089, 213.6983, 237.647, 764.7928, 85.71039, 158.165, 3364.78, 42.06821, 536.1896, 522.5286, 1332.107, 625.67, 754.671, 225.5431, 249.8489, 969.246, 37.6703, 835.2672, 89.88673, 8.693437, 444.9608, 252.0123, 509.9089, 202.2915, 1.907349e-06, 104.4069, 2084.588, -1.525879e-05, 1084.791, 155.8174, 425.4947, 103.7174, 222.6873, 240.4072, 129.134, 790.7167, 5.918329, -1.144409e-05, 896.2435, 519.4659, 2107.956, 155.1327, -4.577637e-05, 1722.099, 520.2165, 2940.698, 1228.508
4.1, 157.6705, 267.8742, 199.5387, 221.5984, 722.959, 81.15784, 150.7063, 3446.352, 39.75125, 507.1652, 494.7555, 1246.729, 592.515, 714.1968, 212.4391, 236.1938, 913.134, 35.24715, 809.1674, 85.85415, 8.127412, 463.2303, 240.0115, 487.5633, 189.2596, 1.907349e-06, 127.7363, 2154.705, -7.629395e-06, 1308.303, 148.1129, 404.0089, 98.8004, 213.1997, 276.7359, 121.3803, 741.3647, 5.657745, -1.144409e-05, 844.6891, 565.5333, 2148.222, 147.9286, -4.577637e-05, 1707.536, 493.2978, 2935.185, 1170.542
4.2, 148.4871, 255.3535, 186.3173, 206.6335, 683.4135, 76.84709, 143.5993, 3333.118, 37.56191, 479.712, 468.4586, 1166.823, 561.1169, 675.8932, 200.0965, 223.285, 971.9248, 32.97986, 769.9065, 82.00249, 43.62208, 435.9364, 228.5822, 479.297, 177.0671, 1.907349e-06, 133.7261, 2044.017, -7.629395e-06, 1242.081, 140.7893, 383.6079, 94.11652, 204.1163, 343.1953, 114.0921, 729.7452, 5.408638, -1.144409e-05, 912.1639, 539.0453, 2135.398, 141.0591, -4.577637e-05, 1619.197, 467.772, 2911.728, 1115.312
4.3, 139.8387, 243.418, 173.972, 192.6792, 646.0311, 72.76532, 136.8275, 3191.048, 35.49315, 453.7448, 443.5594, 1184.04, 531.3827, 639.6439, 188.4709, 211.0817, 915.6576, 30.85842, 808.2782, 78.32362, 40.78187, 410.2507, 246.991, 458.2929, 165.6601, 0, 128.2351, 2152.284, -7.629395e-06, 1179.211, 133.8278, 364.2372, 89.65469, 195.4199, 322.7524, 197.6494, 684.1987, 5.170498, -7.629395e-06, 859.6938, 513.7981, 2034.655, 134.5086, -4.577637e-05, 1535.428, 483.3548, 2995.517, 1062.688
4.4, 131.6939, 232.0404, 162.4447, 179.6673, 610.6935, 68.90035, 130.3751, 3067.498, 33.53833, 512.8509, 419.9836, 1108.152, 518.1627, 605.3387, 177.5209, 199.5454, 862.6479, 28.87343, 769.0605, 74.8098, 38.12659, 386.0785, 235.2294, 511.9368, 154.988, 0, 122.9696, 2041.721, -7.629395e-06, 1119.523, 127.2105, 345.8446, 85.40439, 187.094, 335.3294, 185.7817, 641.495, 4.942842, -9.536743e-06, 924.2258, 497.7876, 1938.665, 128.2622, -4.577637e-05, 1455.993, 458.3435, 2945.982, 1012.547
4.5, 124.0235, 221.1946, 151.6812, 167.5341, 577.2888, 65.24067, 124.2269, 2901.361, 178.1935, 485.0898, 397.6609, 1089.385, 615.244, 572.8734, 205.3744, 188.6395, 832.2358, 27.01614, 731.7456, 71.45362, 35.64419, 363.3304, 224.0278, 489.5023, 145.0034, 1.907349e-06, 117.9204, 2026.104, -7.629395e-06, 1062.856, 120.9205, 328.3807, 81.35558, 179.1228, 315.3551, 174.6267, 652.2025, 4.725212, -7.629395e-06, 871.0618, 496.1999, 1847.203, 122.306, -4.577637e-05, 1380.667, 434.6264, 2851.517, 964.7711
4.6, 116.7999, 210.8558, 225.0017, 156.2203, 545.7114, 61.77538, 118.3687, 3060.158, 213.9863, 529.4275, 376.5247, 1100.218, 627.1901, 542.1492, 193.4422, 388.4437, 805.8757, 25.27831, 696.2413, 68.24801, 33.32342, 341.9227, 213.3597, 468.0509, 135.662, 278.2281, 113.0784, 2028.362, -7.629395e-06, 1075.766, 114.9414, 311.7988, 77.4987, 171.4913, 296.5706, 164.1414, 676.7957, 4.517164, -7.629395e-06, 820.9561, 544.858, 1760.056, 116.6263, -5.340576e-05, 1331.039, 412.1366, 2763.466, 919.2499
