 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C015, C016, C017, C019, C020, C022, C023, C024, C025, C026, C027, C028, C029, C036, C037, C038, C040, C044, C046, C047, C048, C049, C050, C052, C053, C055, C057, C060, C061, C062, C063, C067, C068, C069, C070, C071, C072, C073, C075, C076, C079, C080, C083, C093, C095, C096, C097, C105
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
3.6, 343.6337, 626.2678, 298.5575, 1037.078, 82.2036, 0, 280.0903, 570.588, 146.9972, 226.2913, 208.2809, 2.288818e-05, 945.0991, 447.4324, 812.3508, -1.525879e-05, 376.205, 739.2572, 1211.951, 136.5052, 533.6338, 814.0796, 833.1078, 454.4789, 819.6007, 1207.429, 270.9332, 910.7427, 46.64658, 341.2094, 5.722046e-06, 317.5651, 1141.578, 1159.573, 517.7603, 455.7, 149.9446, 1487.967, 1660.235, 723.2719, 380.4887, -7.629395e-06, 379.3878, 1186.005, 562.6331, 1017.268, 1700.018, 159.1891, 782.6195, 2334.446, 0, 875.8318, 2570.035, -1.525879e-05, 2208.791, 186.2477, 777.0623, 544.8256, 1276.506, 1792.572, 302.1178, 2015.724
3.7, 497.6124, 668.3233, 335.8432, 1170.061, 78.24194, 7.629395e-06, 301.7136, 891.9877, 140.5255, 215.8906, 199.269, 2.288818e-05, 902.9877, 599.2981, 771.6117, -1.525879e-05, 357.7724, 729.1594, 1155.808, 130.465, 591.4653, 880.3076, 795.8839, 449.1643, 840.6188, 1285.097, 256.9639, 873.7369, 44.408, 325.4368, 5.722046e-06, 303.9137, 1157.508, 1196.03, 492.6407, 435.867, 142.5387, 1562.402, 1676.082, 738.0709, 364.3195, 477.8285, 431.6076, 1472.471, 539.0358, 967.4778, 1615.431, 152.1978, 750.0807, 2275.217, 0, 978.3308, 2586.739, -1.525879e-05, 2260.631, 178.1187, 922.3936, 520.757, 1353.814, 1896.644, 289.2269, 1952.824
3.8, 475.7805, 662.6808, 341.9315, 1164.275, 74.47119, 0, 286.3289, 881.6031, 134.3387, 205.9679, 190.6471, 1.907349e-05, 934.0524, 617.9835, 1100.396, -1.525879e-05, 340.243, 806.4072, 1168.185, 124.6919, 663.8274, 840.9811, 760.3231, 479.9374, 821.1123, 1227.798, 243.7148, 863.1541, 42.27686, 358.1064, 7.629395e-06, 290.8492, 1174.194, 1146.876, 468.7399, 416.8973, 135.4985, 1744.08, 1700.942, 721.3704, 348.8374, 485.8958, 412.9437, 1470.229, 545.6074, 920.1241, 1535.054, 145.5135, 718.8949, 2423.926, 0, 961.9967, 2474.871, -1.525879e-05, 2270.905, 170.3444, 1085.653, 497.7516, 1343.922, 1923.902, 276.8861, 2040.96
3.9, 468.3536, 725.05, 324.5609, 1217.914, 70.88217, 7.629395e-06, 271.7288, 953.4014, 128.4243, 196.5013, 182.3981, 1.907349e-05, 1008.981, 707.2224, 1181.557, 0, 387.7986, 769.3552, 1251.618, 119.1744, 713.1795, 803.4114, 726.3513, 458.5757, 871.4863, 1263.906, 477.3801, 979.5967, 40.248, 399.4162, 7.629395e-06, 278.3462, 1216.46, 1099.742, 494.1682, 398.7532, 128.8061, 1669.139, 1641.696, 761.6775, 334.0132, 571.2432, 429.6238, 1509.171, 557.0529, 1002.401, 1520.163, 139.1229, 763.8228, 2353.619, 0, 1155.467, 2565.165, -1.525879e-05, 2169.999, 162.9094, 1279.263, 475.7625, 1285.904, 1927.948, 265.0718, 2059.211
4, 562.9717, 690.8936, 308.0726, 1157.074, 67.46613, 7.629395e-06, 257.873, 913.3165, 122.7703, 187.4698, 174.5061, 1.907349e-05, 964.0228, 674.8589, 1122.302, 0, 447.2314, 807.0903, 1193.636, 113.901, 803.957, 985.7915, 770.3776, 496.1531, 1139.819, 1309.823, 452.7664, 939.7932, 38.3165, 397.9771, 7.629395e-06, 314.1129, 1165.078, 1249.584, 547.0545, 381.3988, 122.4442, 1733.192, 1623.163, 724.2421, 319.819, 545.9021, 529.2421, 1442.805, 573.5081, 953.3382, 1482.469, 133.0128, 732.0656, 2383.251, 0, 1236.941, 2454.231, -7.629395e-06, 2163.243, 155.799, 1484.389, 454.7447, 1422.811, 2031.646, 253.7616, 2085.239
4.1, 538.2723, 658.3463, 292.422, 1099.274, 64.21472, 7.629395e-06, 268.3119, 874.9169, 117.3652, 178.8534, 166.9556, 1.525879e-05, 921.0682, 691.0716, 1066.019, 0, 522.7216, 911.7358, 1348.61, 108.8609, 788.2819, 980.7668, 845.5316, 474.0697, 1222.369, 1303.93, 429.4217, 937.4702, 36.47769, 576.2869, 5.722046e-06, 332.0442, 1170.021, 1198.229, 520.5138, 364.7996, 116.3965, 1658.719, 1595.762, 688.6465, 306.228, 521.6852, 506.3562, 1487.241, 549.4547, 906.6766, 1408.707, 127.1712, 927.9879, 2521.838, 0, 1238.881, 2564.54, 0, 2130.013, 148.9989, 1415.785, 434.6555, 1361.388, 1947.737, 242.934, 2207.014
4.2, 555.608, 627.3322, 277.5665, 1044.361, 61.12, 0, 254.6304, 875.3168, 112.1981, 170.633, 159.7318, 1.144409e-05, 880.0275, 688.1536, 1012.559, -1.525879e-05, 497.1103, 869.8444, 1324.901, 208.0759, 752.0157, 1026.549, 807.7526, 499.6728, 1171.225, 1257.54, 407.2808, 963.2471, 34.72713, 609.3424, 5.722046e-06, 317.7704, 1296.54, 1258.341, 632.3198, 429.635, 110.6476, 1673.592, 1612.118, 745.628, 293.2146, 498.5426, 642.5714, 1421.839, 526.4101, 944.1227, 1437.313, 121.586, 974.9799, 2457.16, 0, 1261.095, 2490.844, 0, 2076.655, 142.4956, 1350.352, 415.4538, 1400.666, 1867.294, 232.5685, 2113.096
4.3, 531.2317, 623.1941, 263.4657, 1097.038, 58.17442, 0, 267.8882, 847.5639, 107.2584, 162.7904, 152.8205, 1.144409e-05, 840.8155, 726.9758, 961.7794, -1.525879e-05, 688.0797, 829.8777, 1263.526, 239.1091, 717.418, 980.6895, 799.0545, 477.4327, 1122.221, 1334.526, 386.2814, 924.1079, 33.06057, 613.6736, 5.722046e-06, 332.9955, 1319.44, 1291.351, 601.6423, 410.9365, 105.1826, 1712.078, 1639.462, 708.9813, 280.7542, 476.4266, 614.7849, 1527.053, 504.332, 897.9122, 1422.152, 116.2462, 934.4434, 2356.569, 0, 1205.03, 2408.521, 7.629395e-06, 2036.12, 136.2761, 1287.943, 397.1003, 1496.163, 1790.173, 222.6451, 2023.176
4.4, 540.4059, 593.8359, 250.0812, 1042.237, 55.37081, -7.629395e-06, 384.464, 857.0194, 102.5362, 155.3083, 146.2082, 1.525879e-05, 803.3507, 792.0648, 913.5464, -2.288818e-05, 1198.561, 791.7473, 1204.993, 228.5287, 684.412, 1000.371, 806.4532, 506.1166, 1126.262, 1319.784, 366.3647, 955.2454, 31.47399, 627.7039, 5.722046e-06, 349.7188, 1263.709, 1238.279, 611.7914, 447.1022, 99.98746, 1638.512, 1559.685, 674.1359, 268.8232, 455.2918, 588.1998, 1698.392, 483.1799, 943.3801, 1351.391, 111.1409, 978.0961, 2483.201, 0, 1229.037, 2486.752, 0, 1945.647, 130.3281, 1228.419, 379.5577, 1431.573, 1744.155, 213.1452, 2148.82
4.5, 516.6965, 565.8609, 237.3766, 1049.372, 52.70231, -7.629395e-06, 404.3694, 860.3235, 98.02197, 148.1701, 139.8821, 1.144409e-05, 767.5552, 874.6032, 1038.103, -1.525879e-05, 1228.43, 823.4362, 1149.172, 218.4164, 652.9246, 955.6807, 853.8864, 519.5381, 1079.139, 1260.938, 347.4749, 916.4314, 29.96356, 624.3594, 5.722046e-06, 453.0274, 1321.348, 1306.946, 604.6841, 530.2164, 95.04897, 1568.107, 1483.789, 641.003, 257.3994, 435.0945, 653.3547, 1712.305, 548.5254, 989.054, 1284.151, 267.375, 957.7754, 2405.138, 0, 1274.706, 2430.52, 0, 1925.31, 348.4629, 1171.645, 362.79, 1369.771, 1683.577, 204.0507, 2137.803
4.6, 518.2662, 539.2037, 225.3175, 1036.309, 50.16241, 0, 444.7011, 824.152, 93.70644, 141.36, 133.8297, 7.629395e-06, 733.3547, 930.6166, 1079.685, 209.9645, 1258.087, 785.6018, 1095.936, 208.7516, 622.8857, 1052.413, 829.9383, 496.4138, 1033.988, 1204.717, 329.5591, 879.1945, 28.5256, 728.5043, 4.768372e-06, 477.4517, 1265.536, 1253.233, 669.0332, 507.1404, 90.35439, 1500.727, 1411.587, 741.4664, 246.461, 587.49, 663.8906, 1708.756, 525.5198, 940.6442, 1486.415, 255.6324, 985.8969, 2306.677, 0, 1218.036, 2427.233, 0, 1903.323, 540.8466, 1117.495, 346.763, 1391.141, 1641.854, 195.3442, 2046.831
4.7, 535.4759, 569.5989, 213.871, 1083.477, 47.74492, -7.629395e-06, 491.5732, 789.5013, 89.58092, 134.8628, 128.0391, 9.536743e-06, 700.6782, 1009.354, 1025.539, 200.6572, 1366.437, 803.0735, 1281.387, 199.5144, 594.2288, 1005.398, 889.7255, 474.3188, 1021.652, 1173.322, 312.5671, 1036.737, 129.4954, 810.9095, 4.768372e-06, 512.8903, 1269.309, 1201.728, 779.5905, 597.9839, 85.89167, 1543.666, 1395.226, 705.0243, 235.9874, 561.4282, 635.1821, 1633.614, 585.3726, 967.4819, 1571.465, 342.228, 989.0336, 2399.566, 0, 1267.312, 2359.634, 0, 1850.488, 822.1185, 1065.848, 331.4441, 1575.137, 1667.816, 187.0092, 2271.043
4.8, 543.0975, 542.7657, 203.006, 1029.354, 45.44394, -1.525879e-05, 537.767, 756.3074, 85.63702, 228.1939, 122.4991, 7.629395e-06, 669.4576, 963.1649, 1031.643, 398.9228, 1478.057, 766.1747, 1445.008, 190.686, 656.7038, 960.4832, 879.3967, 453.2072, 1065.316, 1121.007, 296.4511, 994.6119, 123.2809, 829.8519, 4.768372e-06, 592.7793, 1303.723, 1332.429, 741.7681, 571.9586, 165.9848, 1694.011, 1484.566, 670.3733, 225.9589, 536.5225, 607.715, 1734.243, 670.4678, 1030.012, 1595.85, 327.198, 1057.599, 2565.043, 0, 1210.97, 2335.195, 0, 1851.887, 786.2358, 1016.588, 316.802, 1533.149, 1732.035, 179.0298, 2198.522
4.9, 519.27, 576.6199, 192.693, 1049.885, 43.25385, -7.629395e-06, 510.3458, 724.5091, 81.86675, 217.7058, 117.1988, 7.629395e-06, 639.6281, 1071.355, 1018, 415.3551, 1405.638, 811.4598, 1437.39, 182.2482, 626.4911, 947.2965, 954.2831, 433.0353, 1079.047, 1208.812, 281.1661, 954.1983, 117.3647, 791.4917, 4.768372e-06, 765.6797, 1282.907, 1277.669, 786.7997, 547.0659, 157.7866, 1621.222, 1432.506, 637.4254, 216.3566, 588.9842, 749.8412, 2265.261, 749.6995, 1031.828, 1727.752, 312.8281, 1055.947, 2525.32, 0, 1254.608, 2295.527, -7.629395e-06, 1972.833, 751.9193, 969.6049, 302.8066, 1563.827, 1722.832, 171.3909, 2146.927
5, 496.4879, 569.6123, 267.211, 1059.454, 41.1693, -7.629395e-06, 494.5771, 694.0478, 78.26247, 232.1578, 112.1279, 9.536743e-06, 611.1277, 1040.35, 966.9479, 396.9432, 1336.767, 834.5183, 1460.646, 174.1838, 667.6166, 904.9774, 1016.006, 413.7612, 1125.358, 1205.236, 266.6692, 1008.454, 111.7323, 754.9048, 4.768372e-06, 773.3761, 1228.718, 1225.16, 888.3126, 523.2566, 149.9933, 1661.062, 1415.038, 606.0967, 207.1623, 586.933, 717.416, 2243.834, 783.0521, 1023.884, 1829.844, 299.0892, 1159.903, 2505.842, 0, 1319.099, 2263.961, 0, 1932.231, 848.5793, 924.7928, 289.4296, 1556.648, 1719.577, 164.0779, 2099.746
5.1, 580.5753, 542.7784, 253.6363, 1006.53, 39.18522, -7.629395e-06, 498.5456, 718.6926, 74.81689, 221.4875, 107.2763, 7.629395e-06, 583.8973, 1031.949, 918.4558, 379.3474, 1392.281, 796.1747, 1551.648, 245.6025, 692.7231, 990.0332, 970.6099, 395.345, 1235.194, 1151.498, 252.9198, 1073.229, 127.5428, 720.0091, 3.814697e-06, 740.1305, 1218.323, 1283.316, 845.2155, 500.4835, 142.585, 1663.833, 1346.181, 576.3079, 198.3587, 642.076, 686.3928, 2251.829, 750.2103, 1062.824, 1859.437, 365.188, 1160.627, 2530.959, 0, 1260.455, 2166.053, 7.629395e-06, 1846.374, 811.5417, 882.0519, 276.6435, 1585.43, 1716.445, 157.077, 2238.578
5.2, 685.099, 517.2087, 1112.303, 956.2506, 37.29676, -7.629395e-06, 1085.27, 688.4758, 71.52299, 728.0715, 102.6347, 7.629395e-06, 557.8802, 984.7256, 968.3759, 395.7869, 1412.897, 777.7202, 2003.89, 271.3396, 660.8533, 945.8049, 995.8698, 538.744, 1183.513, 1100.156, 239.8792, 1192.812, 241.058, 763.713, 4.768372e-06, 737.3317, 1278.474, 1230.574, 804.2093, 478.7015, 229.6064, 1735.149, 1280.675, 547.9832, 189.9293, 666.9273, 656.7112, 2276.952, 718.7459, 1071.258, 1794.709, 367.8153, 1199.696, 2427.347, 0, 1204.418, 2162.838, 3.814697e-06, 1860.737, 776.1207, 841.2863, 264.4222, 1516.986, 1786.649, 150.3748, 2392.976
5.3, 655.0414, 492.8435, 2213.65, 908.4824, 35.49931, -7.629395e-06, 2088.629, 659.5295, 68.37411, 1295.148, 98.1939, 5.722046e-06, 533.0224, 975.2269, 919.8122, 378.2423, 1343.67, 772.8693, 2621.232, 544.1838, 630.4496, 903.5524, 989.906, 569.031, 1240.941, 1051.103, 227.511, 1333.168, 274.0262, 801.2127, 3.814697e-06, 723.5604, 1224.473, 1180, 879.9644, 457.8676, 264.2881, 1660.592, 1252.831, 869.7362, 181.8581, 667.9002, 628.3132, 2204.581, 813.4304, 1059.906, 1878.726, 465.9573, 1171.682, 2433.023, 0, 1150.873, 2125.73, 3.814697e-06, 1778.057, 829.4766, 802.4048, 252.7409, 1529.775, 1712.858, 143.9586, 2523.621
5.4, 647.6475, 586.6442, 2433.21, 1006.723, 33.78848, -1.144409e-05, 2325.432, 631.8001, 65.36388, 1887.09, 93.94524, 3.814697e-06, 509.2721, 1086.186, 873.6838, 361.4755, 1427.806, 737.3582, 2768.159, 678.4393, 601.4448, 863.1874, 1044.325, 662.3053, 1284.328, 1004.237, 215.7806, 1364.336, 330.4453, 864.7767, 2.861023e-06, 692.4562, 1345.772, 1257.11, 889.5806, 437.9404, 251.2345, 1699.686, 1233.985, 826.9899, 174.1299, 638.2714, 601.1432, 2246.831, 779.3144, 1139.614, 1847.452, 445.4933, 1214.272, 2465.547, 0, 1251.077, 2218.495, 3.814697e-06, 1795.696, 793.2728, 765.3203, 241.5756, 1641.295, 1642.116, 137.8161, 2458.034
5.5, 801.8757, 559.008, 2309.599, 956.4338, 32.1601, -1.144409e-05, 2329.574, 665.3156, 62.48616, 1920.946, 89.8804, 3.814697e-06, 486.5801, 1036.48, 829.8689, 540.5839, 1357.85, 814.1517, 2728.989, 735.1177, 573.7744, 824.6257, 1048.512, 662.7361, 1230.592, 959.4614, 204.6549, 1359.669, 314.5872, 890.9174, 2.861023e-06, 662.6891, 1320.855, 1265.913, 876.5946, 418.8804, 238.8258, 1683.838, 1173.938, 786.3444, 166.73, 763.0522, 575.1481, 2183.942, 787.3273, 1083.835, 1755.53, 425.9281, 1163.787, 2425.36, 0, 1195.457, 2398.992, 0, 1780.767, 758.6491, 729.9496, 230.9035, 1570.439, 1607.49, 131.9357, 2403.667
5.6, 973.5801, 532.6736, 2192.267, 1156.086, 30.6102, -1.144409e-05, 2296.361, 762.4178, 59.73513, 1832.656, 85.99146, 3.814697e-06, 464.8993, 1010.583, 788.2512, 516.6207, 1360.694, 799.2977, 2712.26, 702.5891, 547.377, 787.7867, 1001.664, 718.1899, 1179.104, 1098.859, 194.1029, 1304.422, 299.4902, 849.7344, 1.907349e-06, 703.7748, 1443.069, 1213.887, 902.5186, 400.65, 278.4285, 1657.64, 1116.814, 747.6966, 159.6447, 729.2023, 632.3036, 2334.896, 754.3061, 1030.786, 1696.893, 511.6747, 1115.4, 2405.578, 0, 1142.31, 2365.738, -3.814697e-06, 1860.145, 725.5366, 696.2136, 220.703, 1502.642, 1572.226, 126.3062, 2343.783
5.7, 1042.279, 507.5799, 2190.679, 1098.336, 29.135, -1.144409e-05, 2227.073, 730.3626, 57.10524, 1829.352, 82.27077, 3.814697e-06, 633.8347, 1028.497, 803.169, 493.7199, 1294.025, 762.5724, 2633.433, 671.4999, 595.3528, 831.7676, 1033.406, 686.2238, 1211.802, 1161.151, 184.095, 1251.42, 285.1177, 859.2794, 1.907349e-06, 673.5212, 1382.115, 1258.704, 858.7322, 383.213, 264.6766, 1660.236, 1199.893, 710.9482, 152.8604, 696.8539, 631.1996, 2420.697, 722.6699, 1096.793, 1649.397, 489.2029, 1069.026, 2398.779, 0, 1181.355, 2294.875, 0, 1874.556, 794.67, 664.0369, 210.953, 1596.459, 1615.284, 120.9169, 2355.021
5.8, 996.5505, 576.5369, 2166.258, 1043.47, 27.73088, -1.525879e-05, 2304.887, 699.6552, 54.59111, 1745.272, 78.71107, 3.814697e-06, 605.5925, 1004.611, 821.1469, 471.8342, 1322.054, 727.5345, 2630.926, 641.7863, 567.9626, 794.6095, 1024.49, 655.6805, 1198.297, 1109.379, 174.6031, 1319.074, 296.4441, 819.559, 1.907349e-06, 644.5681, 1431.656, 1206.974, 817.0703, 366.5348, 251.6039, 1658.393, 1163.071, 676.006, 146.3645, 665.9407, 603.9047, 2454.397, 748.4752, 1093.175, 1622.82, 501.6394, 1126.202, 2447.883, 0, 1128.835, 2232.094, 0, 1835.581, 774.3243, 633.3472, 201.6337, 1576.177, 1548.572, 115.7576, 2287.236
5.9, 1087.172, 638.4255, 2056.209, 991.3447, 26.39444, -1.525879e-05, 2269.35, 670.2388, 52.18768, 1665.057, 75.3054, 3.814697e-06, 682.2515, 958.6384, 944.3406, 450.9186, 1375.384, 694.1064, 2639.504, 613.3876, 541.8326, 833.5333, 1046.064, 626.4966, 1263.838, 1059.915, 165.6005, 1265.477, 282.2177, 781.6746, 1.907349e-06, 631.0594, 1400.575, 1253.939, 777.4296, 350.5826, 239.1769, 1587.134, 1127.032, 642.7812, 140.1446, 636.3987, 577.7902, 2427.614, 782.868, 1108.16, 1636.798, 479.6083, 1143.143, 2491.996, 0, 1164.725, 2226.177, 0, 1834.03, 823.7449, 604.0759, 192.7262, 1508.132, 1611.002, 110.8184, 2287.364
6, 1039.475, 608.3499, 1999.971, 941.8234, 25.12241, -1.144409e-05, 2237.587, 642.0592, 49.89006, 1699.362, 72.04708, 3.814697e-06, 651.8519, 914.7697, 974.9067, 430.9302, 1307.996, 812.3774, 2587.117, 586.2455, 543.9868, 874.5943, 999.3254, 598.6116, 1210.959, 1012.656, 157.0622, 1256.203, 268.6741, 850.0301, 1.907349e-06, 622.2205, 1396.476, 1290.23, 819.9282, 516.4995, 254.2944, 1766.915, 1233.263, 611.1894, 134.189, 608.1673, 705.2861, 2338.635, 835.398, 1078.596, 1678.507, 458.5448, 1113.775, 2435.279, 0, 1141.019, 2171.542, -3.814697e-06, 1825.657, 820.8926, 576.1575, 184.2122, 1575.547, 1620.84, 106.09, 2242.544
6.1, 993.8694, 579.6912, 1961.257, 894.7758, 23.91167, -1.144409e-05, 2187.329, 661.3307, 47.6936, 1632.079, 68.92975, 2.861023e-06, 622.8069, 971.973, 970.0712, 411.8279, 1322.552, 775.0511, 2545.461, 602.1754, 518.9598, 835.523, 954.6747, 697.0599, 1260.907, 967.5047, 148.964, 1205.16, 255.7804, 829.3128, 1.907349e-06, 662.7504, 1546.62, 1237.205, 805.5612, 615.7093, 254.4694, 1690.993, 1173.251, 581.1503, 128.4866, 581.1883, 674.7876, 2435.531, 800.3607, 1189.528, 1594.991, 477.0767, 1208.59, 2528.5, 0, 1090.292, 2148.161, 0, 1798.393, 785.0634, 549.5294, 176.0742, 1507.529, 1553.898, 101.5633, 2253.934
6.2, 950.2651, 552.3824, 1935.747, 850.0786, 22.75929, -1.144409e-05, 2187.727, 633.5257, 45.59384, 1680.523, 65.9473, 2.861023e-06, 595.0562, 927.4941, 921.4224, 393.5722, 1391.439, 739.4398, 2562.562, 575.5294, 627.6753, 798.1971, 962.3918, 711.8117, 1208.151, 924.3664, 141.2835, 1273.242, 282.5751, 937.3038, 1.907349e-06, 634.2603, 1481.292, 1322.618, 872.6748, 616.9819, 241.9009, 1618.333, 1116.16, 552.5875, 123.0264, 555.406, 697.9901, 2397.252, 766.7929, 1280.917, 1614.446, 481.9317, 1158.341, 2424.989, 0, 1041.821, 2143.436, 370.8377, 1718.483, 750.798, 524.1318, 168.2958, 1550.399, 1601.144, 97.22978, 2332.947
6.3, 975.9036, 526.3602, 2961.398, 807.614, 21.66245, -1.144409e-05, 2849.154, 642.0611, 43.58652, 1991.64, 63.09388, 2.861023e-06, 568.5418, 885.0507, 918.2837, 376.1259, 1331.24, 800.0579, 2897.118, 550.0626, 693.6119, 762.5388, 979.1862, 680.1295, 1257.602, 883.1516, 133.9989, 1353.154, 386.6802, 987.3241, 1.430511e-06, 606.9949, 1570.646, 1299.048, 1232.711, 608.0485, 387.8804, 1548.795, 1061.847, 525.4286, 117.7983, 530.7675, 755.2509, 2291.833, 734.633, 1312.813, 1846.117, 460.7661, 1309, 2443.434, 0, 1154.041, 2126.653, 383.838, 1780.965, 829.2656, 499.9082, 408.8456, 1581.974, 1576.146, 93.08115, 2743.756
6.4, 1154.263, 501.5639, 3983.795, 767.2708, 20.61846, -1.144409e-05, 3671.588, 760.1735, 41.66758, 2866.641, 60.36394, 2.861023e-06, 588.5389, 844.5496, 1023.153, 359.4529, 1537.825, 801.4795, 3984.945, 697.2006, 661.7012, 728.4734, 972.0442, 649.8573, 1241.046, 843.7744, 127.0899, 1402.543, 432.9099, 1194.56, 1.430511e-06, 580.9017, 1535.189, 1464.13, 1611.399, 758.5351, 368.7225, 1482.245, 1010.176, 499.6045, 112.7923, 507.222, 722.5917, 2191.05, 703.8219, 1567.401, 1958.179, 440.5302, 1491.11, 2628.386, 0, 1188.961, 2402.714, 745.6663, 1915.374, 938.7474, 476.804, 476.6225, 1566.99, 1511.049, 89.10954, 3116.318
6.5, 1173.944, 477.9357, 4094.024, 728.9427, 19.62479, -7.629395e-06, 3840.371, 744.171, 39.83312, 3479.135, 57.75211, 1.907349e-06, 683.6738, 930.8449, 1097.078, 343.519, 1700.863, 764.6539, 4159.474, 666.3497, 744.592, 695.9299, 928.6124, 782.4347, 1189.121, 806.1528, 120.5372, 1345.554, 412.1346, 1331.677, 1.430511e-06, 631.1923, 1560.751, 1518.264, 2019.785, 911.3056, 350.5109, 1418.555, 961.0204, 475.0496, 107.9991, 484.721, 691.3448, 2166.06, 674.303, 1579.359, 1983.233, 640.3251, 1538.97, 2684.865, 277.6952, 1378.962, 2643.465, 904.7511, 1830.266, 1114.479, 454.7677, 503.7697, 1719.3, 1619.521, 85.30739, 3382.544
6.6, 1122.439, 455.4206, 3968.901, 692.5294, 18.67901, -3.814697e-06, 3848.442, 712.8829, 38.07943, 3548.076, 55.25329, 1.907349e-06, 855.2756, 888.2482, 1226.987, 328.2914, 1756.421, 729.5204, 4233.234, 636.8641, 710.3358, 664.8401, 910.968, 770.5217, 1239.662, 770.2088, 114.3223, 1290.88, 392.3562, 1323.863, 1.430511e-06, 801.4978, 1572.046, 1455.867, 2573.147, 1043.884, 333.1987, 1357.601, 1013.814, 451.7015, 103.4096, 463.2182, 661.4491, 2070.807, 646.0222, 1646.261, 1988.851, 638.3845, 1512.47, 2644.276, 265.9774, 1344.478, 2696.592, 1044.452, 1748.94, 1242.173, 433.7498, 586.5564, 1832.082, 1611.454, 81.66747, 3333.451
6.7, 1127.363, 433.9662, 3938.871, 657.9351, 17.77881, -3.814697e-06, 3652.206, 747.1079, 36.40294, 3385, 52.86259, 2.861023e-06, 1003.874, 847.6006, 1165.454, 313.7388, 1805.366, 733.2684, 4082.406, 608.6832, 677.6557, 635.1393, 924.5143, 749.2715, 1238.457, 735.8674, 108.4278, 1238.429, 373.527, 1262.667, 1.430511e-06, 881.7852, 1556.739, 1464.348, 2619.478, 998.4526, 316.7416, 1299.267, 1033.515, 429.501, 99.01512, 442.6693, 632.8461, 2173.183, 618.9275, 1720.381, 1889.893, 818.6049, 1518.158, 2589.529, 254.7541, 1348.461, 2757.262, 998.2802, 1671.227, 1271.456, 413.7032, 560.6442, 1752.99, 1700.043, 78.18285, 3375.446
6.8, 1077.902, 413.5224, 3879.684, 625.0688, 16.92199, -3.814697e-06, 3518.524, 715.6965, 34.80026, 3247.434, 50.57533, 2.861023e-06, 959.1442, 808.8132, 1107.007, 677.1808, 1784.73, 724.2424, 4004.352, 581.7492, 646.479, 670.6887, 968.2139, 873.6177, 1220.285, 703.0572, 102.8373, 1188.108, 355.6015, 1448.637, 9.536743e-07, 888.1585, 1575.879, 1511.082, 2492.392, 1014.921, 301.0974, 1243.439, 983.2229, 408.3916, 94.80738, 423.0319, 605.4801, 2173.014, 742.6126, 1678.888, 1795.859, 822.0479, 1608.942, 2721.514, 244.0044, 1326.603, 2678.252, 954.1496, 1596.968, 1347.317, 394.5832, 535.8766, 1856.373, 1686.429, 74.84691, 3270.159
6.9, 1075.472, 394.0417, 3778.459, 593.8444, 16.10647, -3.814697e-06, 3445.279, 685.6057, 33.26814, 3125.341, 48.38703, 1.907349e-06, 916.4069, 771.8008, 1051.491, 801.8971, 1840.259, 690.9656, 3939.785, 556.007, 616.7367, 673.3828, 1013.747, 869.4178, 1169.228, 671.7098, 97.53499, 1193.983, 338.5361, 1381.673, 9.536743e-07, 929.6387, 1656.898, 1448.979, 2486.507, 1076.706, 286.2258, 1190.01, 935.3785, 388.3197, 90.77846, 404.2657, 579.2974, 2077.456, 711.4669, 1734.527, 1706.504, 785.9451, 1650.104, 2610.1, 233.7082, 1297.573, 2678.029, 911.9698, 1526.008, 1288.511, 376.3469, 512.2032, 1892.608, 1699.604, 71.65331, 3357.402
7, 1028.287, 375.4788, 3787.547, 564.1797, 15.33024, -1.907349e-06, 3408.745, 656.78, 217.9007, 3173.255, 46.29342, 2.861023e-06, 875.5739, 736.4821, 998.7589, 828.874, 1911.959, 740.5117, 3889.883, 531.404, 588.3628, 799.4603, 1105.527, 830.7206, 1243.75, 641.7603, 92.50609, 1274.196, 322.2898, 1378.14, 9.536743e-07, 889.6757, 1711.644, 1568.848, 2495.143, 1092.544, 272.0888, 1138.876, 889.8622, 369.2343, 86.92075, 674.812, 651.9048, 2039.026, 681.6274, 1849.3, 1661.213, 839.4169, 1691.023, 2670.228, 223.8466, 1386.671, 2637.981, 871.6548, 1458.201, 1232.272, 358.9533, 537.9241, 1874.608, 1629.409, 68.59599, 3390.728
