 , C000, C002, C003, C004, C005, C006, C007, C008, C009, C010, C012, C014, C016, C017, C019, C021, C022, C030, C033, C034, C037, C040, C042, C046, C052, C053, C055, C061, C065, C077
1.1, 0, 116.4236, 0, 91.96024, 65.33551, 43.85471, 139.2258, 0, 416.5518, 144.3874, 134.9581, 0, 0, 86.97367, 83.92301, 0, 79.40765, 0, 427.4689, 191.3528, 268.558, 0, 121.8717, 344.4432, 312.2293, 0, 0, 224.6196, 457.7515, 201.0491
1.2, 0, 111.4142, 0, 86.73869, 62.36055, 163.8583, 133.0366, 0, 396.2916, 136.2815, 127.063, 0, 0, 114.2634, 79.94643, 0, 147.5864, 0, 404.1171, 181.9462, 255.9524, -3.051758e-05, 116.3337, 329.5627, 294.7269, 0, 0, 213.3773, 528.0166, 245.6501
1.3, 0, 106.6203, 0, 91.71677, 59.52104, 156.7295, 127.1225, 0, 394.24, 158.9669, 128.0258, 0, 0, 109.4449, 76.15829, 0, 198.841, 0, 382.0409, 173.0021, 243.9384, -3.051758e-05, 111.0473, 315.325, 278.2056, 0, 0, 202.6975, 505.8212, 233.6027
1.4, 0, 102.0327, 0, 96.81715, 56.81082, 165.7981, 121.4714, 0, 375.065, 150.0426, 210.7834, 0, 0, 104.8296, 72.54963, 0, 190.4138, 0, 371.2682, 164.4976, 232.4883, -3.051758e-05, 118.1711, 343.1099, 262.6104, 0, 0, 192.5524, 484.5587, 222.1461
1.5, 0, 97.64256, 0, 91.31982, 54.22403, 158.5848, 116.0714, 0, 388.3736, 141.6192, 255.1479, 0, 0, 100.409, 69.11197, 0, 182.3438, 0, 350.9865, 156.4112, 221.5757, 0, 112.8012, 328.287, 247.8894, 0, 0, 182.915, 464.1901, 211.2514
1.6, 0, 93.44126, 0, 107.5005, 51.755, 204.086, 110.9115, 0, 369.4839, 133.6687, 253.4653, 0, 0, 96.17477, 65.8372, 0, 174.6157, 0, 350.975, 148.7223, 211.1754, 0, 107.6753, 314.1044, 233.9937, 0, 0, 173.7599, 646.9101, 283.9501
1.7, 0, 89.42074, 0, 116.3267, 49.39841, 209.3734, 105.981, 0, 357.8366, 161.9837, 280.6928, 0, 0, 124.2558, 62.71759, 0, 167.2152, 0, 363.4633, 141.4114, 201.2631, 0, 102.7824, 300.5346, 220.8768, 0, 0, 165.0631, 619.7169, 270.0244
1.8, 0, 199.1914, 0, 109.7216, 47.14911, 222.6841, 101.2697, 0, 340.4323, 152.8899, 264.2722, 0, 0, 119.0159, 59.74581, 0, 160.1284, 0, 364.1799, 134.4598, 191.8162, 0, 98.11176, 414.2041, 251.3479, 0, 0, 229.1672, 593.6667, 256.7816
1.9, 0, 190.6208, 0, 103.4916, 134.8497, 292.2424, 96.76776, 0, 323.8743, 144.3067, 248.8122, 0, 0, 113.9971, 56.91484, 0, 153.3419, 0, 344.2853, 147.5424, 182.8127, 0, 93.65339, 396.3098, 237.2583, 0, 0, 217.6972, 779.3966, 244.1882
2, 0, 205.6881, 0, 97.61526, 128.7095, 307.9956, 92.466, 0, 438.89, 267.2292, 234.2566, 0, 0, 109.1898, 54.21801, 0, 146.843, 0, 325.4777, 345.1091, 275.6814, 1.525879e-05, 89.39761, 400.4191, 258.8175, 0, 0, 206.8013, 746.6343, 345.0921
2.1, 0, 196.8379, 0, 92.07262, 122.8489, 359.0773, 88.35547, 0, 417.5433, 252.227, 263.4555, 0, 0, 104.5853, 51.64896, 0, 140.6195, 0, 307.6974, 328.1441, 271.0574, 0, 85.33523, 474.5527, 244.3091, 0, 0, 196.4507, 715.2491, 362.5952
2.2, 0, 188.3685, 0, 86.84469, 117.2551, 343.4551, 84.42767, 0, 403.5383, 238.067, 289.1803, 0, 0, 100.175, 64.64816, 0, 134.6599, 0, 431.9883, 312.0132, 258.3345, -1.525879e-05, 81.45744, 473.4904, 230.6141, 0, 0, 186.6182, 685.1832, 388.7808
2.3, 0, 180.2635, 0, 147.6323, 111.9161, 404.881, 80.67448, 0, 383.911, 224.7019, 272.2632, 0, 0, 95.95065, 61.5849, 0, 128.9528, 0, 408.3896, 296.6751, 294.7197, -1.525879e-05, 88.6441, 453.0349, 217.6867, 0, 0, 177.2778, 656.3812, 379.675
2.4, 0, 172.5072, 0, 139.2496, 173.7664, 406.636, 77.08813, 0, 365.2384, 212.0872, 345.3819, 0, 0, 91.90443, 58.66679, 0, 220.2933, 0, 386.08, 282.0911, 389.5042, 0, 175.1455, 433.463, 205.484, 0, 0, 168.4049, 628.7899, 371.4644
2.5, 0, 165.0847, 0, 131.343, 165.8542, 388.9448, 73.66122, 0, 347.474, 200.1806, 325.1769, 0, 0, 88.02884, 55.88694, 0, 210.9569, 0, 414.7067, 268.224, 371.2215, -1.525879e-05, 167.1866, 414.7367, 365.8315, 0, 0, 159.9761, 710.9352, 381.371
2.6, 0, 192.5533, 0, 123.8853, 158.3022, 386.8151, 89.74541, 0, 330.5735, 225.6021, 306.154, 0, 0, 84.3167, 53.23882, 0, 202.0162, 0, 392.052, 268.2285, 375.1224, -1.525879e-05, 211.5585, 396.8194, 345.3243, 0, 0, 181.676, 681.0507, 362.6675
2.7, 17.70365, 184.2682, 0, 116.851, 151.0941, 369.9862, 85.75581, 0, 437.0169, 212.9369, 288.2439, 0, 0, 80.76108, 50.71617, 0, 193.4544, 0, 370.6349, 298.8434, 357.5149, 0, 201.9449, 379.6761, 325.9667, 0, 0, 179.5527, 688.0491, 364.0474
2.8, 19.34086, 176.3396, 0, 110.2161, 309.0745, 353.8894, 81.94359, 0, 415.7613, 200.9827, 351.29, 0, 0, 97.41187, 48.31306, 0, 185.2555, 0, 358.2708, 284.1528, 340.7337, 0, 192.7682, 467.0923, 307.6942, 0, 0, 170.5659, 754.1249, 423.1668
2.9, 18.274, 168.7522, 0, 103.958, 295.0012, 338.493, 78.30082, 0, 395.5396, 205.7545, 330.7394, 0, 0, 105.8031, 46.02381, 0, 177.4041, 0, 447.8377, 270.1843, 324.7402, -7.629395e-06, 184.0085, 446.9132, 290.446, 0, 0, 162.029, 993.0299, 402.4134
3, 17.26598, 161.4913, 0, 98.05524, 281.5687, 440.8803, 74.81999, 0, 376.3014, 194.2034, 330.2755, 0, 0, 101.3414, 43.84304, 0, 198.1038, 0, 423.3731, 256.9026, 309.4975, -7.629395e-06, 189.0526, 427.6058, 274.1647, 0, 0, 185.2336, 951.2873, 427.4226
3.1, 16.31357, 154.5427, 0, 120.3172, 268.7479, 421.6992, 71.49391, 0, 357.9988, 233.2477, 374.5037, 0, 0, 97.06789, 41.76559, 0, 206.7901, 0, 400.245, 244.2737, 294.9702, -7.629395e-06, 180.4617, 512.9725, 258.796, 0, 0, 183.394, 911.2994, 406.4605
3.2, 47.84043, 147.8932, 0, 113.4855, 256.5108, 403.3526, 82.80185, 0, 340.5865, 220.1532, 352.5951, 0, 0, 92.97456, 192.8132, 0, 198.026, 0, 378.3803, 232.2656, 281.1248, -7.629395e-06, 172.2612, 490.8112, 244.2889, 0, 0, 201.5913, 872.9925, 484.6989
3.3, 45.20149, 141.5297, 0, 140.4101, 244.8309, 653.0569, 79.12093, 0, 324.0211, 254.358, 331.9682, 0, 0, 96.80917, 188.5999, 0, 189.6334, 0, 357.7101, 220.8479, 355.7585, 0, 164.4333, 469.6073, 306.1685, 66.86677, 0, 191.5015, 1074.873, 549.8431
3.4, 227.7787, 135.4401, 0, 132.4375, 233.6828, 686.6152, 75.60365, 0, 308.2614, 266.4474, 312.548, 0, 0, 92.72676, 272.9126, 0, 274.4778, 0, 429.7831, 209.9914, 483.0667, 0, 312.6931, 449.3195, 357.4523, 98.12551, 0, 206.6563, 1029.69, 522.8771
3.5, 215.2141, 129.6124, 0, 124.9177, 223.0424, 707.9469, 72.24272, 0, 307.508, 278.1142, 355.3987, 0, 0, 183.234, 259.981, 0, 262.8449, 0, 406.3049, 256.5856, 479.7582, 0, 301.9969, 429.9081, 337.4148, 93.29667, 0, 196.313, 986.4067, 497.2337
3.6, 203.3426, 124.0356, 0, 117.8248, 212.8864, 688.5538, 69.0312, 0, 292.5515, 339.2886, 334.6078, 0, 0, 175.5071, 247.6622, 0, 251.7051, 0, 384.1092, 299.0182, 457.2391, 0, 288.2736, 428.5685, 530.4891, 88.70545, 0, 186.4873, 1186.114, 472.8478
3.7, 192.126, 118.6986, 0, 111.1347, 203.193, 702.4535, 65.96246, 0, 278.3224, 320.241, 448.3056, 0, 0, 168.106, 235.9271, 0, 241.0375, 0, 363.126, 284.3191, 450.6564, 0, 275.174, 442.1505, 500.7519, 84.34018, 0, 177.1535, 1136.255, 449.658
3.8, 181.5281, 113.5914, 0, 248.6568, 193.9408, 671.8923, 63.03013, 0, 264.7854, 302.2628, 422.0796, 0, 0, 161.017, 224.748, 0, 230.8219, 0, 367.5934, 270.3424, 544.374, 0, 343.9105, 503.5714, 507.7777, 80.18972, 0, 168.2868, 1088.492, 519.9632
3.9, 252.4043, 108.7038, 0, 271.446, 185.11, 689.7134, 60.22816, 0, 266.1613, 285.2938, 397.3878, 0, 0, 154.227, 365.1598, 0, 322.4388, 0, 516.8851, 257.0529, 565.2643, 0, 328.2826, 481.8163, 479.3136, 76.24352, 0, 159.8639, 1042.736, 494.4626
4, 238.4813, 104.0266, 0, 387.0604, 176.6813, 659.7065, 57.55075, 0, 253.2158, 269.2774, 488.729, 0, 0, 147.7233, 347.8572, 0, 308.7734, 0, 587.5349, 244.4166, 538.7318, 3.814697e-06, 313.3648, 461.001, 452.445, 72.4915, 0, 151.8626, 998.9044, 470.2127
4.1, 270.8536, 99.55059, 0, 365.0829, 168.6363, 738.0482, 54.99236, 0, 240.8999, 254.1602, 460.1382, 0, 0, 141.4938, 331.3745, 0, 295.687, 0, 555.4389, 232.4016, 513.4446, 0, 299.125, 441.085, 427.0826, 68.92413, 0, 144.2618, 1229.056, 447.1521
4.2, 255.913, 95.2672, 0, 464.2935, 160.9577, 705.9385, 52.5477, 0, 244.5415, 239.8917, 433.22, 0, 0, 135.527, 337.0903, 0, 283.1553, 0, 525.0963, 220.9771, 489.3444, 3.814697e-06, 285.5322, 422.0294, 403.1419, 65.53231, 0, 137.0414, 1255.294, 533.501
4.3, 241.7965, 91.1681, 0, 437.9308, 153.6287, 675.2256, 50.21172, 0, 257.1562, 226.4242, 526.0223, 0, 0, 129.8119, 321.1177, 0, 271.1548, 0, 558.7049, 210.1143, 508.7671, 3.814697e-06, 272.5571, 403.797, 411.5128, 62.30741, 0, 130.1823, 1202.527, 507.3365
4.4, 228.4587, 87.24538, 0, 413.0648, 146.6334, 645.849, 47.97958, 0, 244.6487, 213.7128, 565.4999, 0, 0, 140.366, 305.902, 0, 259.6628, 0, 528.1838, 199.7854, 484.8865, 0, 260.1716, 386.3523, 388.4449, 59.2412, 0, 123.6666, 1151.978, 482.4552
4.5, 215.8566, 83.49144, 0, 398.1093, 139.9567, 617.7505, 45.84666, 0, 243.2965, 201.715, 532.418, 0, 0, 134.4468, 291.4072, 0, 248.6579, 0, 499.3301, 189.9643, 462.1267, 3.814697e-06, 248.3489, 369.6613, 366.6701, 56.32589, 0, 117.477, 1103.554, 458.7942
4.6, 228.0201, 79.89902, 0, 375.5044, 133.5839, 663.909, 43.80857, 0, 231.4631, 190.3907, 501.2714, 0, 0, 128.7772, 277.5993, 0, 238.1193, 0, 472.0526, 180.626, 458.4738, 3.814697e-06, 237.0635, 353.6913, 432.2075, 53.55404, 0, 111.5972, 1130.817, 513.0907
4.7, 215.4423, 76.46117, 0, 399.9995, 127.5014, 652.7481, 41.86108, 0, 257.6663, 179.7023, 471.9469, 0, 0, 123.3467, 264.4456, 0, 228.0275, 0, 446.2652, 171.7468, 540.4456, 3.814697e-06, 226.2909, 338.4112, 407.9796, 50.9186, 0, 106.0116, 1254.652, 572.5367
4.8, 232.6411, 73.17125, 0, 377.2873, 202.3869, 624.3494, 40.00017, 0, 245.134, 169.6138, 444.3379, 0, 0, 118.1452, 251.9153, 0, 218.3633, 0, 421.8865, 163.304, 515.0779, 0, 216.0078, 323.7913, 385.1097, 48.41285, 0, 100.7057, 1201.912, 569.0739
4.9, 219.8083, 70.02289, 0, 403.804, 239.7165, 597.1863, 38.22198, 0, 233.2112, 160.0917, 418.344, 0, 0, 113.1631, 239.9786, 0, 209.1087, 0, 398.8396, 155.2763, 490.9011, 0, 206.1921, 309.8029, 363.5219, 46.03041, 0, 210.5315, 1213.082, 541.1648
5, 207.6834, 67.00999, 0, 380.8759, 228.8013, 571.2048, 36.52284, 0, 277.6984, 151.1042, 393.8708, 0, 0, 108.391, 311.5136, 0, 200.2463, 0, 423.4564, 147.6432, 467.859, 0, 196.8223, 296.4189, 343.1442, 43.76521, 0, 199.9942, 1162.089, 514.6245
5.1, 196.2273, 64.12672, 0, 359.2495, 218.3831, 546.3538, 34.89924, 0, 264.1917, 229.9596, 370.8292, 0, 0, 103.8202, 381.4115, 0, 191.7595, 0, 400.3237, 140.3853, 445.8985, 0, 187.8784, 283.6131, 344.5308, 41.61149, 0, 270.8989, 1232.933, 534.0737
5.2, 212.8578, 61.36752, 0, 338.8512, 208.4393, 522.5839, 33.34781, 0, 252.8792, 217.0497, 515.6758, 0, 0, 99.4421, 363.3388, 0, 183.6324, 0, 378.4547, 154.452, 424.9688, -1.907349e-06, 179.3408, 331.607, 402.0783, 39.56375, 0, 257.3402, 1310.739, 507.881
5.3, 211.3461, 58.72704, 0, 319.6111, 198.9483, 499.8482, 85.21365, 0, 240.5797, 259.6496, 485.5086, 0, 0, 126.8648, 346.1225, 0, 175.8498, 0, 465.7061, 146.8594, 405.0215, -1.907349e-06, 171.1913, 381.1117, 379.5392, 37.61678, 0, 244.4601, 1329.024, 482.973
5.4, 199.6879, 56.20017, 0, 301.4634, 189.8895, 478.1016, 81.42553, 0, 228.8784, 366.2853, 457.1062, 0, 0, 121.5149, 329.722, 0, 286.5114, 0, 549.517, 294.7003, 386.0104, -1.907349e-06, 163.412, 364.647, 576.7191, 35.76562, 0, 232.2247, 1273.158, 459.2866
5.5, 188.6729, 53.78202, 0, 289.2235, 181.2431, 457.3011, 77.80579, 0, 217.7462, 366.2283, 430.3654, 0, 0, 160.8042, 314.0986, 0, 298.7404, 0, 545.3071, 280.2133, 432.517, 0, 155.9863, 400.9888, 544.3903, 80.443, 0, 220.6017, 1219.64, 536.9919
5.6, 178.2655, 51.46793, 0, 272.8012, 223.1155, 437.4056, 74.34698, 0, 325.3695, 367.215, 405.1889, 0, 179.0628, 154.0231, 402.291, 0, 286.0793, 0, 584.3922, 328.1702, 412.2154, -1.907349e-06, 148.898, 383.6654, 684.8452, 87.79249, 0, 209.5604, 1306.15, 510.6562
5.7, 168.4321, 49.2534, 299.1332, 395.4502, 212.9562, 458.0077, 84.47508, 0, 388.1013, 393.6247, 887.1003, 0, 200.5385, 227.7277, 589.9026, 44.99612, 285.1414, 0, 781.1634, 571.1994, 583.7596, 215.4736, 142.1318, 367.0905, 870.8503, 113.6428, 0, 481.9046, 1251.245, 581.8058
5.8, 159.1412, 47.13416, 327.7407, 372.9963, 330.9296, 663.9033, 80.71979, 0, 601.3177, 371.5267, 1120.904, 0, 192.0352, 242.8075, 665.9409, 42.68901, 406.9125, 0, 897.7634, 696.8391, 556.3589, 458.0335, 135.6731, 460.9186, 968.3047, 135.4671, 0, 457.7849, 1198.649, 553.2722
5.9, 150.3627, 45.1061, 314.9125, 465.1815, 315.8611, 829.2468, 77.13142, 0, 577.1379, 448.6305, 1055.331, 0, 183.8924, 389.3469, 634.3862, 40.5002, 389.6668, 0, 1227.834, 969.4434, 773.0099, 431.5668, 129.5078, 542.0033, 1091.293, 318.6777, 0, 434.8724, 1255.505, 526.1381
6, 341.7646, 43.1653, 298.0954, 721.0689, 375.5845, 971.322, 73.70258, 272.586, 549.0672, 618.6788, 993.5939, 0, 176.0949, 589.1652, 604.3267, 38.42362, 373.1521, 0, 1471.398, 947.9343, 824.1564, 739.1303, 123.6228, 518.5878, 1518.271, 302.9953, 0, 413.1067, 1202.729, 500.3347
6.1, 322.9125, 41.30801, 282.1763, 813.7145, 554.2438, 929.0633, 70.42618, 260.9621, 522.3616, 840.0961, 1520.638, 0, 168.6281, 621.1349, 575.6915, 36.45351, 357.3373, 0, 1527.728, 1013.37, 790.823, 841.3672, 135.7143, 496.184, 1748.349, 306.597, 0, 392.4304, 1152.172, 475.7968
6.2, 305.1002, 39.53064, 267.1074, 1003.028, 653.3367, 923.6431, 67.29541, 330.3969, 507.281, 1127.825, 1509.847, 0, 161.4778, 725.6603, 548.4131, 34.58441, 342.1928, 0, 1497.575, 966.0344, 765.5879, 982.6985, 129.5472, 474.748, 1650.343, 291.5091, 82.90382, 372.7889, 1211.663, 452.4623
6.3, 288.2705, 37.82974, 293.1002, 946.0757, 623.5879, 954.4285, 64.30383, 333.4713, 571.8047, 1486.453, 1567.462, 0, 154.6308, 726.2236, 563.105, 32.81115, 327.6901, 0, 1415.766, 918.5459, 962.4012, 925.9149, 123.6603, 454.238, 1661.455, 452.8121, 165.6015, 354.1305, 1160.73, 430.2722
6.4, 272.3691, 36.20203, 277.4479, 1010.98, 595.1937, 912.9047, 61.44524, 319.2511, 543.9933, 1518.35, 1508.965, 0, 148.0741, 695.599, 536.4231, 31.12881, 313.802, 64.50168, 1658.069, 873.3918, 1046.359, 872.4125, 118.041, 434.6142, 1914.263, 430.5288, 252.7101, 336.406, 1111.938, 409.1704
6.5, 257.3449, 34.64435, 262.6314, 953.5758, 568.0923, 970.9067, 58.71372, 305.6373, 694.1871, 1433.111, 1420.69, 0, 141.7954, 666.2657, 511.0054, 29.53272, 300.5026, 61.66364, 1597.634, 830.4574, 997.2445, 822.0015, 123.1106, 415.8381, 2275.622, 630.3427, 239.3726, 319.5686, 1319.433, 389.1034
6.6, 243.1494, 33.1537, 248.6062, 1087.9, 542.225, 928.666, 56.10363, 474.396, 660.4233, 1352.656, 1436.071, 0, 135.7829, 692.8534, 644.1446, 28.01848, 287.7668, 113.2076, 1510.358, 789.6336, 953.8458, 843.7169, 117.5162, 397.8732, 2148.059, 764.8583, 226.7391, 303.5739, 1345.855, 370.0206
6.7, 229.737, 31.72718, 323.2617, 1133.446, 517.5355, 1008.779, 53.60957, 484.595, 628.3016, 1514.11, 1507.359, 0, 130.0254, 663.6359, 613.6227, 26.58187, 275.5708, 124.1676, 1524.415, 750.8166, 909.0739, 849.9817, 271.5265, 380.6844, 2189.26, 886.1555, 311.8628, 288.3798, 1354.806, 488.0819
6.8, 217.0644, 30.36205, 305.9987, 1077.987, 493.9702, 1153.382, 51.22638, 463.9305, 626.5421, 1571.117, 1419.178, 0, 124.512, 635.6506, 584.547, 25.21893, 263.8916, 118.7042, 1461.165, 713.9078, 866.4036, 983.7219, 272.2345, 364.2382, 2104.806, 859.1899, 295.4034, 273.9462, 1297.856, 464.1449
6.9, 205.0908, 29.05565, 289.6576, 1064.091, 471.478, 1103.203, 48.94914, 444.1472, 596.0685, 1482.914, 1368.149, 0, 119.2324, 608.8453, 556.8491, 23.92587, 325.9734, 113.4813, 1381.344, 693.8716, 943.2493, 926.8791, 464.6541, 348.5025, 2067.858, 1019.579, 279.8127, 260.235, 1419.923, 441.3819
7, 193.7778, 27.80546, 274.1892, 1003.671, 450.0098, 1055.206, 46.77312, 425.2075, 567.0769, 1452.562, 1317.766, 0, 114.1766, 583.1705, 530.4636, 22.6991, 312.1581, 108.4882, 1305.884, 659.7621, 940.3105, 902.9872, 443.5394, 333.4466, 1964.628, 969.4047, 265.0448, 247.21, 1360.236, 511.7671
7.1, 183.0887, 26.60907, 293.1476, 946.6824, 429.5192, 1009.298, 44.69385, 407.0754, 672.1498, 1371.016, 1240.677, 23.83846, 109.3353, 663.957, 505.3283, 21.53524, 298.9283, 103.7148, 1234.546, 781.4682, 959.4112, 850.8096, 423.3842, 319.0412, 1854.498, 937.9031, 251.0563, 234.8369, 1303.058, 520.8936
7.2, 172.9893, 25.46415, 277.4927, 892.9293, 409.9617, 965.3874, 225.373, 389.7166, 639.4578, 1294.047, 1302.932, 22.67286, 104.6992, 775.8237, 481.384, 20.43106, 310.7507, 221.5479, 1344.485, 743.0527, 914.3781, 801.647, 404.1448, 305.258, 2117.152, 891.748, 237.8061, 272.8332, 1545.862, 495.3474
7.3, 190.0328, 24.3685, 403.395, 842.2284, 528.7267, 923.3869, 301.4525, 373.098, 613.1399, 1221.399, 1334.724, 24.5559, 162.4761, 877.3456, 785.0181, 19.38348, 297.5806, 211.7999, 1457.589, 706.5255, 874.6424, 956.6927, 385.7797, 486.9532, 2303.743, 999.171, 225.2552, 259.1777, 1561.685, 588.2184
7.4, 269.0527, 23.31999, 383.0917, 794.4062, 528.0463, 883.2136, 288.0516, 357.188, 765.729, 1152.83, 1564.258, 23.35522, 171.9658, 840.3481, 843.7652, 18.38963, 538.2397, 296.3311, 1377.964, 850.7635, 893.4346, 1115.015, 389.4715, 465.916, 2174.603, 1055.814, 213.3668, 246.2056, 1558.369, 559.3705
7.5, 357.9506, 22.31659, 409.3636, 749.2995, 504.0024, 844.7882, 275.2464, 489.457, 730.5569, 1088.111, 1937.78, 249.1907, 164.6741, 899.8506, 1288.178, 199.5034, 677.5195, 368.3211, 1302.688, 808.9415, 918.8588, 1548.949, 672.1046, 559.8229, 2524.9, 1281.402, 202.1057, 233.8828, 1634.133, 531.9373
7.6, 579.4349, 21.35637, 625.4211, 706.7539, 878.6543, 808.0345, 360.0071, 468.5851, 743.307, 1027.024, 2422.456, 237.0063, 297.0429, 861.9041, 2118.106, 221.3427, 648.8052, 510.0447, 1231.524, 769.1754, 970.3583, 1938.559, 763.7378, 546.5451, 2383.364, 1218.343, 191.4391, 222.1768, 1565.441, 505.8495
7.7, 688.4725, 20.43746, 681.3644, 666.6241, 1143.263, 772.8799, 370.8447, 463.0276, 707.1541, 969.3672, 2886.261, 225.4176, 480.8511, 825.5578, 2017.742, 511.8784, 621.3077, 487.6029, 1164.248, 731.3641, 924.8113, 2043.849, 1127.76, 1027.02, 2249.761, 1355.279, 280.6082, 211.0567, 1499.637, 481.0411
7.8, 661.9695, 255.8259, 644.9778, 628.7729, 1590.732, 739.2547, 370.1688, 443.2828, 750.7019, 914.9471, 2745.906, 214.3957, 728.7159, 790.7442, 1934.398, 743.0782, 594.9756, 466.1486, 1100.648, 764.9817, 1021.428, 1925.749, 1782.091, 1497.159, 2123.648, 1288.585, 265.7983, 200.4931, 1436.599, 457.4494
7.9, 938.876, 244.8184, 730.0024, 593.0709, 2029.3, 913.8326, 353.7131, 424.38, 840.846, 863.5822, 2737.167, 253.8996, 1211.58, 1043.812, 1953.805, 728.1769, 569.7596, 445.6383, 1040.521, 727.3765, 1147.891, 2211.632, 1784.152, 1684.77, 2004.604, 1225.172, 251.77, 190.4583, 1376.211, 435.0147
8, 887.0864, 234.2845, 691.0184, 559.3961, 2244.46, 874.0751, 337.989, 406.2832, 799.949, 815.1008, 2577.042, 241.485, 1580.645, 999.7948, 1944.24, 690.8407, 545.6123, 426.0304, 983.6794, 691.62, 1094.011, 2083.836, 1760.731, 1734.781, 1892.233, 1164.88, 238.4822, 180.9257, 1676.337, 413.6803
8.1, 922.4479, 224.2038, 661.3417, 527.6333, 2568.567, 1073.422, 345.4857, 388.9582, 761.0411, 769.3412, 2426.285, 229.6774, 1513.622, 1143.525, 1852.114, 759.5477, 522.4883, 407.2852, 929.9428, 657.6212, 1042.66, 1963.425, 1885.432, 1659.835, 1786.162, 1107.556, 225.8956, 171.8702, 1743.772, 393.3922
8.199999999999999, 871.5645, 214.5569, 626.0244, 497.674, 2463.011, 1198.587, 330.1273, 372.3719, 724.0257, 726.1506, 2284.346, 218.4471, 1523.109, 1261.272, 1764.354, 757.4913, 500.3444, 389.3649, 879.1417, 625.2936, 993.7195, 1994.561, 1822.562, 1588.127, 1686.036, 1053.052, 250.4337, 163.268, 1808.345, 374.099
