 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C017, C018, C022, C023, C025, C026, C027, C029, C030, C031, C032, C035, C037, C038, C039, C040, C045, C047, C048, C052, C053, C054, C056, C057, C058, C061, C063, C065, C066, C078, C081, C092, C098
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
41.9, 464.3842, 649.7137, 536.7961, 358.6602, 254.3896, 556.3254, 781.8563, 1511.767, 446.5862, 1282.971, 814.205, 710.433, 3.667435, 265.1936, 891.7927, 897.4837, 798.1843, 651.7738, 1122.536, 697.3376, 1527.486, 987.4164, 983.2438, 1345.395, 2207.422, 0.0001455212, 250.6526, 424.0278, 971.4083, 612.5469, 886.1592, 1413.827, 987.7474, 655.3328, 154.1074, 444.2486, 438.3405, 303.5123, 2956.4, 495.3963, 814.0294, 1070.519, 917.4827, 604.0986, 607.0518, 4844.406, 745.246, 503.4574, 2845.198
42, 440.1907, 621.4586, 603.4789, 341.5676, 242.1143, 575.6539, 743.5663, 1564.479, 471.3506, 1266.332, 893.954, 678.1982, 3.503806, 252.0405, 1073.375, 855.6105, 764.9878, 624.0504, 1071.241, 666.2949, 1474.331, 979.0042, 935.3599, 1348.81, 2116.843, 0.0001395399, 240.3561, 472.3064, 1020.126, 604.9029, 849.0545, 1494.797, 1097.307, 621.3431, 147.3042, 423.9796, 419.5134, 290.5958, 2884.562, 473.234, 798.2853, 1053.509, 873.7847, 575.3972, 580.4932, 4900.216, 713.9626, 480.8892, 2816.946
42.1, 417.2577, 594.4322, 609.7106, 593.3175, 230.4314, 720.8316, 707.1516, 1492.131, 478.1033, 1257.823, 885.2487, 647.426, 3.347478, 239.5397, 1204.898, 815.691, 733.1719, 597.5063, 1036.75, 636.634, 1579, 929.855, 889.8079, 1293.78, 2203.887, 0.0001338044, 230.4827, 452.187, 1008.435, 635.4151, 813.5035, 1543.644, 1064.909, 589.1163, 140.8012, 404.6353, 463.0774, 350.6003, 2839.511, 490.8002, 863.1708, 1069.646, 832.168, 548.0593, 555.0967, 4931.831, 683.9924, 725.7801, 2847.567
42.2, 395.5193, 568.5812, 580.3784, 565.0419, 219.3121, 682.0641, 672.5201, 1423.129, 514.0699, 1420.479, 846.6845, 618.05, 3.198124, 227.659, 1343.829, 903.2565, 702.6793, 669.0837, 1057.04, 608.2936, 1610.089, 883.1733, 985.3574, 1303.985, 2158.702, 0.0001283047, 221.0148, 432.9246, 966.374, 603.5985, 815.6241, 1471.349, 1107.056, 558.5609, 134.5854, 386.1736, 516.7838, 335.6799, 2862.353, 632.8766, 886.3509, 1036.879, 859.2646, 522.0204, 530.8112, 4806.541, 655.2803, 693.246, 2728.511
42.3, 374.9136, 543.8544, 552.4573, 594.4283, 208.7295, 645.3816, 639.5847, 1479.046, 485.3424, 1357.628, 809.8003, 647.8878, 3.055435, 216.3675, 1348.7, 861.114, 673.4548, 640.6241, 1032.356, 581.2148, 1554.222, 838.8351, 1092.111, 1295.026, 2119.268, 0.000123031, 211.9358, 414.4827, 1041.398, 573.3751, 781.4728, 1537.831, 1091.003, 529.5904, 128.6439, 368.5543, 494.5875, 413.5245, 2766.979, 604.5638, 849.0241, 1033.974, 840.984, 553.037, 507.5882, 4906.371, 627.7734, 739.3812, 2752.555
42.4, 355.3813, 520.2029, 600.1025, 694.5101, 198.6575, 610.6719, 608.2623, 1449.754, 580.1309, 1297.558, 774.5229, 618.4908, 2.919111, 205.6361, 1487.756, 880.8234, 711.4062, 613.375, 1019.436, 555.3415, 1545.325, 845.7064, 1038.926, 1313.98, 2236.927, 0.000117974, 203.2298, 396.8264, 997.9621, 624.5311, 748.7515, 1492.641, 1043.158, 502.1224, 184.4523, 351.7388, 473.3445, 395.9263, 2727.276, 593.4509, 850.3982, 1071.459, 938.5715, 553.848, 485.3813, 4950.65, 601.4211, 911.7728, 2866.363
42.5, 336.8666, 543.8082, 571.2325, 812.1203, 189.0715, 577.829, 624.2249, 1382.712, 547.7116, 1351.765, 740.7822, 590.4277, 2.78887, 195.4369, 1463.882, 839.7275, 735.7833, 587.285, 982.8325, 530.6199, 1601.228, 890.6633, 1041.238, 1276.628, 2197.001, 0.000113125, 299.8905, 379.9223, 956.3375, 593.2595, 780.9731, 1443.399, 1163.758, 476.0791, 222.0576, 335.6906, 498.6183, 379.077, 2731.455, 566.9019, 914.8345, 1023.442, 893.8691, 597.2643, 464.1458, 4884.801, 576.1751, 870.9014, 2874.623
42.6, 319.3166, 520.1588, 588.0156, 773.4172, 271.4871, 546.7524, 593.6546, 1318.77, 517.1041, 1291.955, 708.5114, 563.6379, 2.66444, 185.7436, 1491.384, 830.1078, 768.7082, 641.8331, 1016.895, 506.9988, 1559.05, 868.8405, 1090.318, 1274.938, 2127.578, 0.0001084752, 287.5715, 363.7383, 916.4491, 563.5538, 748.2727, 1431.716, 1144.938, 451.3866, 262.7534, 320.3745, 519.4253, 362.9447, 2783.605, 541.5406, 876.3082, 977.5762, 851.2957, 568.8875, 443.8395, 4896.082, 551.9888, 831.862, 2830.47
42.7, 302.6808, 519.1981, 799.6991, 791.9862, 258.3868, 517.3472, 729.2776, 1439.79, 553.9324, 1234.791, 799.5662, 538.0637, 2.545562, 176.5311, 1425.097, 791.3782, 736.7376, 658.2114, 1034.432, 484.4292, 1503.947, 825.2219, 1037.219, 1364.126, 2178.913, 0.0001040166, 275.7585, 348.2436, 922.9923, 535.3354, 716.9415, 1364.663, 1094.727, 602.9581, 439.3489, 305.7573, 497.1155, 347.499, 2855.847, 517.314, 884.5178, 1017.255, 911.9626, 541.8589, 499.696, 4860.695, 955.6824, 794.5726, 2850.925
42.8, 286.9117, 496.6189, 812.4313, 847.5267, 245.9186, 489.5234, 693.5626, 1373.209, 563.2892, 1210.653, 764.7346, 564.9172, 2.431987, 167.7755, 1361.755, 895.5776, 706.0967, 630.2142, 1002.393, 462.8643, 1533.058, 903.3348, 986.7067, 1325.485, 2109.847, 9.974118e-05, 264.4307, 333.409, 929.3965, 508.5301, 686.9222, 1355.526, 1046.719, 670.1834, 496.4555, 291.807, 573.6686, 332.7106, 2845.158, 494.1711, 847.2682, 1030.449, 924.5709, 538.6052, 477.8344, 4797.121, 915.5655, 758.9548, 2819.218
42.9, 341.6516, 475.0216, 773.3466, 807.1362, 234.0521, 463.196, 659.5967, 1324.194, 531.8112, 1299.265, 759.5236, 677.1248, 2.32348, 159.4541, 1301.23, 853.7934, 676.7301, 603.4078, 956.5881, 442.2595, 1555.256, 857.9845, 938.6542, 1309.872, 2023.271, 9.564152e-05, 253.5683, 319.2064, 890.6318, 573.5916, 691.4398, 1368.3, 1051.031, 635.4234, 512.095, 278.4932, 575.0713, 318.5515, 2730.384, 492.7796, 861.4264, 1095.329, 1001.703, 535.5284, 456.9291, 4861.97, 877.1325, 724.9337, 2846.31
43, 323.8522, 454.3636, 788.347, 827.5315, 222.7582, 438.2846, 627.2941, 1465.862, 540.0648, 1241.777, 772.916, 646.4012, 2.219814, 151.5455, 1243.394, 813.9586, 719.8454, 602.2911, 912.8762, 601.9662, 1576.14, 814.9109, 892.9418, 1307.312, 2003.839, 9.171038e-05, 243.152, 305.6087, 894.7524, 544.8706, 662.4883, 1304.217, 1004.938, 602.4662, 540.205, 265.7868, 550.3715, 304.995, 2695.165, 470.7343, 825.1492, 1046.242, 953.9934, 589.6102, 493.5096, 4813.895, 840.3129, 692.4375, 2896.586
43.1, 306.9801, 463.4016, 750.4209, 788.0939, 212.0092, 521.811, 596.5735, 1398.075, 509.8845, 1186.833, 797.5396, 617.0718, 2.120773, 144.0291, 1320.779, 775.9824, 715.7542, 632.958, 945.505, 627.0723, 1557.782, 773.9998, 916.6371, 1253.976, 2028.155, 8.794082e-05, 233.1637, 292.5903, 857.4327, 593.4775, 634.749, 1243.135, 1062.344, 571.2185, 536.1083, 253.6602, 586.5649, 292.0154, 2657.613, 565.3709, 790.3998, 999.3545, 908.5565, 603.9316, 493.0677, 4759.841, 805.0388, 661.398, 2917.693
43.2, 290.9871, 540.8555, 799.2195, 778.2263, 201.779, 493.7471, 567.3575, 1333.423, 493.5041, 1134.32, 762.7963, 589.0731, 2.026151, 136.8855, 1262.074, 779.1398, 685.986, 726.6353, 911.0938, 599.1575, 1610.22, 773.8636, 903.3453, 1273.474, 1965.495, 8.43262e-05, 223.5857, 280.1265, 821.6696, 563.7609, 608.1713, 1373.184, 1150.875, 541.5914, 549.1922, 242.0868, 561.3715, 279.5882, 2765.305, 544.1878, 757.1138, 954.5683, 1014.548, 625.8986, 496.1147, 4672.538, 771.2455, 631.7499, 2919.339
43.3, 275.8272, 517.3345, 760.7704, 741.1384, 192.0423, 467.1926, 569.3887, 1390.913, 502.0707, 1205.848, 884.2123, 562.3447, 1.935751, 130.0963, 1298.115, 790.8176, 680.5312, 736.2821, 910.361, 572.4854, 1624.36, 735.0132, 943.461, 1320.459, 2096.023, 8.086015e-05, 214.4011, 268.1935, 916.8004, 611.7356, 670.1658, 1308.872, 1216.045, 513.501, 524.9474, 231.0415, 537.2601, 335.2177, 2724.401, 587.8925, 794.9745, 1039.051, 1022.548, 679.5232, 474.4097, 4888.143, 738.8707, 707.8958, 2893.242
43.4, 261.4572, 494.8363, 794.5754, 725.6022, 182.7756, 442.0662, 613.2469, 1487.619, 620.2703, 1255.88, 935.436, 536.8292, 1.849384, 123.6437, 1240.418, 776.636, 685.1165, 704.9642, 1044.928, 547.0006, 1705.379, 777.7943, 1010.536, 1284.824, 2066.794, 7.753657e-05, 205.5938, 256.769, 878.561, 581.1047, 686.1602, 1247.572, 1162.715, 658.8615, 533.6029, 220.5001, 631.8148, 362.428, 2714.514, 576.3755, 785.3224, 1013.214, 1063.279, 670.2579, 453.6543, 4732.23, 880.7941, 676.1634, 2862.041
43.5, 247.8358, 511.8932, 763.595, 731.1892, 173.9559, 418.2912, 583.2143, 1449.708, 585.608, 1200.312, 894.6855, 512.4714, 1.766871, 117.5112, 1223.145, 821.6182, 738.2053, 674.9783, 997.1797, 522.6503, 1697.543, 738.7465, 1040.927, 1322.172, 1981.985, 7.43496e-05, 197.1483, 245.831, 841.9167, 552.0075, 773.9998, 1189.144, 1111.725, 624.6887, 540.9069, 210.4397, 604.6778, 347.0042, 2776.013, 563.1786, 752.2502, 967.8062, 1012.637, 638.4131, 491.6285, 4735.247, 911.1311, 691.3738, 3000.235
43.6, 234.924, 489.6317, 762.3043, 696.343, 165.5619, 551.2151, 606.757, 1382.668, 566.3243, 1147.203, 855.7102, 489.2188, 1.688039, 111.6829, 1211.015, 783.2847, 707.5033, 646.2679, 951.613, 553.9828, 1645.511, 776.5615, 990.2343, 1284.95, 2037.18, 7.129361e-05, 189.0497, 235.359, 806.8007, 585.2464, 741.5914, 1133.451, 1135.898, 592.2883, 606.8674, 200.8383, 578.7064, 332.2369, 2807.272, 650.8272, 761.1438, 1019.145, 964.4072, 608.0814, 487.1891, 4764.987, 872.8843, 746.1372, 2977.56
43.7, 298.4042, 484.2558, 776.4122, 663.1575, 157.5729, 600.8323, 635.7635, 1397.574, 544.1595, 1096.443, 818.4328, 606.6444, 1.612724, 106.1436, 1157.189, 746.7396, 710.0764, 618.7788, 973.7272, 529.3217, 1646.611, 737.5756, 942.01, 1253.143, 1953.587, 6.836324e-05, 236.8723, 225.3331, 911.9668, 555.9418, 745.2575, 1175.975, 1086.083, 644.2618, 580.0765, 191.675, 606.2018, 318.098, 2737.146, 704.5719, 750.6454, 1062.742, 955.922, 598.5192, 537.5696, 4824.997, 948.4819, 772.1127, 3033.193
43.8, 308.1026, 495.202, 796.2243, 631.5535, 149.9694, 568.5186, 633.5452, 1339.485, 547.2189, 1101.908, 782.7793, 597.7618, 1.54077, 100.8791, 1167.164, 711.8995, 728.8309, 673.3954, 929.2321, 530.6122, 1607.04, 783.7895, 946.5205, 1268.199, 1975.867, 6.555331e-05, 227.1419, 215.7343, 873.9291, 528.1046, 754.9935, 1236.287, 1102.264, 610.8463, 571.4664, 182.9297, 580.1649, 304.5608, 2728.432, 708.6097, 719.0336, 1015.115, 982.0632, 613.2643, 514.0509, 4714.9, 908.6672, 737.5017, 3034.276
43.9, 292.051, 527.9945, 807.5477, 601.4557, 142.7328, 537.9427, 640.4069, 1398.298, 521.3125, 1265.769, 885.2672, 715.8151, 1.472026, 95.87566, 1221.314, 703.0291, 698.5188, 681.8369, 948.3181, 566.9372, 1641.583, 818.9773, 1003.428, 1230.992, 2043.857, 6.285888e-05, 217.8112, 206.5444, 941.9285, 611.0905, 723.3809, 1289.502, 1175.352, 579.1639, 590.4497, 174.5835, 555.2463, 408.788, 2634.758, 835.4147, 773.2166, 1024.579, 935.2894, 584.1273, 491.5612, 4778.132, 870.5239, 704.4422, 3021.116
44, 276.8358, 569.3302, 893.8019, 654.7234, 135.8454, 509.0113, 609.0441, 1473.376, 499.8638, 1209.763, 900.8144, 683.3361, 1.406349, 91.12041, 1265.47, 709.67, 710.0483, 652.8348, 948.0049, 541.6994, 1654.045, 777.862, 954.5609, 1241.188, 2101.611, 6.02752e-05, 216.5047, 197.746, 902.6411, 580.4919, 693.092, 1429.15, 1123.808, 549.1248, 723.8344, 166.618, 681.7036, 391.3913, 2671.91, 798.041, 837.3141, 1087.335, 937.7278, 589.6049, 470.0554, 4836.797, 905.9324, 710.8309, 3051.259
44.1, 262.4131, 603.4374, 850.8026, 679.3409, 164.6381, 481.6359, 610.4771, 1405.241, 480.1811, 1195.336, 913.2877, 713.9258, 1.343602, 193.7697, 1243.272, 711.1677, 742.0268, 625.0663, 904.6852, 604.3402, 1596.888, 738.8109, 908.0739, 1190.55, 2046.23, 5.779772e-05, 241.8906, 276.4226, 893.8082, 620.6918, 664.0714, 1362.218, 1089.129, 520.6436, 778.2582, 159.016, 768.1664, 405.2269, 2695.959, 851.5008, 844.2239, 1085.309, 985.6411, 561.592, 449.4905, 4861.023, 985.3823, 720.3588, 3075.603
44.2, 349.7606, 577.1947, 904.3674, 646.9657, 156.6937, 455.7327, 618.6941, 1368.258, 453.3473, 1191.916, 873.5021, 802.2325, 1.283655, 184.159, 1229.619, 698.5345, 711.1659, 598.479, 891.1102, 617.4038, 1615.068, 771.5053, 863.8507, 1232.379, 1962.265, 5.542206e-05, 231.9541, 264.6474, 879.2061, 719.0419, 672.2714, 1488.527, 1107.201, 593.3987, 743.9009, 151.7608, 735.173, 432.66, 2732.595, 908.1136, 859.1036, 1036.671, 938.6968, 534.9101, 460.6203, 4829.393, 944.0186, 758.2137, 3109.485
44.3, 350.2511, 552.0933, 860.8597, 616.1334, 149.1326, 431.2227, 588.3947, 1463.412, 469.0152, 1139.178, 847.3316, 783.5601, 1.226382, 198.2853, 1249.082, 734.3881, 681.5885, 685.0562, 961.7819, 589.9194, 1578.099, 764.455, 932.7884, 1182.1, 2015.897, 5.314406e-05, 323.1173, 253.3739, 861.7946, 683.038, 644.1225, 1472.382, 1058.646, 726.3902, 711.0605, 144.8367, 760.1143, 414.2474, 2685.13, 867.4877, 822.9243, 990.212, 893.9884, 597.1493, 477.8945, 4827.661, 904.3913, 724.2258, 3080.548
44.4, 332.0037, 528.0836, 890.6683, 586.7704, 206.7851, 408.0308, 559.5792, 1508.794, 513.7726, 1150.004, 870.7638, 837.2254, 1.171665, 188.4507, 1193.564, 700.1244, 653.2412, 655.9171, 1328.392, 610.9738, 1512.734, 726.0768, 920.2095, 1251.24, 2024.84, 5.095969e-05, 309.8441, 325.8648, 825.8495, 648.8368, 617.1522, 1499.53, 1012.219, 729.5825, 679.6698, 138.2284, 727.4667, 396.6184, 2615.951, 844.8301, 913.3973, 1055.382, 851.4094, 568.778, 456.9866, 4763.356, 1102.134, 691.7614, 3007.947
44.5, 337.7707, 505.1179, 847.8197, 558.8068, 196.8069, 386.0862, 557.7048, 1474.056, 485.0616, 1099.12, 904.1136, 799.2375, 1.119389, 206.932, 1200.92, 667.4592, 685.2437, 628.0175, 1356.538, 583.7756, 1493.564, 689.6255, 875.3953, 1224.361, 1952.336, 4.886509e-05, 309.9464, 311.9835, 812.0264, 673.8809, 591.3113, 1429.301, 967.8285, 756.7094, 649.6649, 131.9217, 742.8483, 425.3466, 2579.905, 873.4683, 903.6968, 1131.009, 810.8583, 541.7547, 436.9935, 4899.624, 1055.869, 660.7522, 2942.73
44.6, 389.1581, 483.151, 869.8895, 532.1758, 187.3102, 365.3219, 575.4465, 1405.891, 457.9551, 1050.488, 900.4724, 762.9733, 1.069446, 196.6686, 1280.655, 636.3181, 725.5652, 625.4621, 1373.941, 557.7883, 1546.66, 720.1084, 832.7637, 1220.069, 2048.819, 4.68566e-05, 297.2142, 298.6935, 778.1571, 640.1382, 566.5523, 1423.554, 974.8077, 717.4615, 648.6628, 125.9027, 710.9423, 407.2453, 2590.391, 834.3922, 865.6395, 1080.323, 942.8763, 516.0153, 490.3552, 4751.039, 1011.547, 631.1331, 2955.656
44.7, 368.8837, 608.7634, 828.0405, 603.0684, 341.8622, 494.021, 577.3094, 1370.899, 554.399, 1157.51, 895.634, 728.3546, 1.021731, 276.9943, 1223.734, 626.2197, 697.4202, 598.8579, 1366.818, 581.2344, 1622.501, 697.8917, 887.3447, 1235.236, 2008.994, 4.493066e-05, 472.6123, 285.9697, 795.8994, 608.0851, 551.1614, 1356.883, 1004.833, 680.2494, 620.0267, 120.1583, 765.1395, 389.9143, 2732.509, 902.5133, 829.1849, 1123.031, 897.9689, 491.4987, 468.9022, 4772.253, 969.0849, 730.3541, 2987.759
44.8, 349.6656, 631.7836, 816.663, 622.3287, 325.3661, 467.4518, 729.9341, 1480.248, 523.4178, 1181.261, 890.7243, 695.3066, 0.9761446, 263.2559, 1169.343, 651.13, 674.8535, 640.3224, 1402.865, 555.3601, 1555.297, 815.2029, 934.431, 1285.115, 2048.486, 4.308388e-05, 473.0299, 273.7878, 877.2692, 630.5233, 528.0836, 1588.051, 960.7663, 644.9673, 672.0376, 114.6761, 902.1147, 501.8015, 2622.279, 1013.45, 794.2656, 1265.998, 855.2003, 468.147, 448.3877, 4771.737, 928.4053, 850.2614, 3049.471
44.9, 331.4487, 604.3082, 933.1304, 693.1757, 326.2198, 442.3115, 762.3679, 1442.646, 494.1678, 1265.186, 901.7212, 663.7581, 0.9325922, 250.1989, 1154.756, 665.4828, 646.7863, 660.0196, 1381.297, 530.6377, 1531.593, 937.6792, 1067.791, 1284.879, 2010.903, 4.131301e-05, 595.2723, 281.3688, 840.6787, 665.8624, 745.6417, 1695.907, 1003.301, 829.3984, 655.5368, 109.4439, 968.9306, 480.4465, 2673.279, 968.1113, 815.8745, 1320.428, 814.4686, 445.9048, 428.7708, 4832.123, 889.4334, 812.1473, 2921.974
45, 314.1809, 578.0276, 1011.838, 780.2039, 310.4785, 418.5232, 762.5833, 1375.932, 559.786, 1209.206, 862.4394, 633.6411, 0.890983, 237.7894, 1103.431, 660.3739, 838.3507, 631.9455, 1479.149, 616.6926, 1468.154, 890.6047, 1038.857, 1232.458, 2031.009, 3.961493e-05, 582.7123, 269.383, 805.6144, 665.0704, 720.3463, 1616.481, 959.3018, 836.0923, 648.1533, 104.4505, 1043.847, 460.0003, 2610.926, 924.8013, 841.3922, 1291.526, 872.8726, 424.7193, 410.0121, 4930.185, 1500.799, 1198.11, 2987.081
45.1, 344.16, 552.89, 963.1597, 743.0218, 328.1502, 396.0144, 758.7653, 1312.304, 597.657, 1207.073, 824.8688, 604.8906, 0.8512303, 225.9955, 1054.387, 768.4741, 803.4836, 717.4271, 1411.559, 589.2399, 1407.343, 845.8935, 1075.485, 1249.453, 2056.364, 3.798664e-05, 607.8482, 257.9077, 788.1699, 666.7448, 789.8657, 1661.254, 1069.342, 906.368, 619.5397, 99.68488, 1029.48, 491.4005, 2635.348, 883.4288, 805.9587, 1457.31, 831.2993, 470.0623, 392.074, 4901.473, 1437.799, 1144.403, 2934.589
45.2, 326.2299, 528.8456, 1136.987, 707.6117, 321.1987, 374.7161, 795.2295, 1355.79, 580.465, 1153.665, 829.4474, 644.7523, 0.8132512, 266.1784, 1104.622, 732.62, 770.0667, 686.9111, 1403.73, 563.0093, 1445.028, 803.4269, 1023.109, 1256.318, 1971.983, 3.642528e-05, 691.3892, 246.9213, 910.6124, 660.2925, 761.9648, 1645.975, 1022.447, 859.3579, 631.8423, 95.13671, 985.2629, 516.9668, 2635.342, 843.9072, 772.0175, 1392.001, 791.706, 470.5042, 374.9208, 4929.72, 1377.444, 1093.103, 2827.973
45.3, 321.9089, 641.1251, 1082.288, 673.8892, 375.1023, 354.5632, 756.2846, 1293.093, 548.0271, 1102.619, 807.5145, 615.4976, 0.7769666, 252.9765, 1182.189, 698.4387, 758.3009, 657.6932, 1401.71, 627.3019, 1385.175, 843.4189, 999.9407, 1205.062, 2025.786, 3.492809e-05, 700.8925, 327.0062, 872.6312, 627.2303, 730.0603, 1629.09, 1015.675, 921.9359, 603.9489, 90.79606, 942.9451, 539.0536, 2606.83, 806.1536, 739.5056, 1393.862, 791.9053, 448.1499, 358.518, 4960.126, 1319.623, 1044.103, 2931.396
45.4, 415.5712, 613.2435, 1030.221, 641.7737, 386.1266, 335.4942, 849.3914, 1233.296, 517.4019, 1102.699, 772.3367, 636.1591, 0.7423009, 240.4293, 1129.644, 749.2679, 726.7631, 629.718, 1371.642, 599.3769, 1385.16, 856.5312, 1034.803, 1325.326, 2065.342, 3.349245e-05, 731.8559, 313.0763, 919.067, 595.8235, 731.8452, 1675.319, 971.1325, 923.8322, 646.9589, 86.65345, 902.4448, 516.1132, 2635.729, 770.0891, 708.3629, 1402.741, 821.2454, 426.8578, 342.8329, 5022.193, 1264.229, 997.3, 2912.419
45.5, 393.9207, 586.5743, 1063.999, 611.1888, 367.4945, 393.7697, 807.7941, 1357.389, 488.4881, 1092.799, 821.4276, 629.4381, 0.7091819, 228.5045, 1184.008, 714.3099, 696.537, 650.4899, 1308.964, 599.5408, 1361.451, 813.5306, 1013.479, 1271.255, 2023.849, 3.211581e-05, 814.2938, 299.7397, 921.1565, 565.9894, 701.2018, 1664.483, 940.2272, 875.9163, 618.3981, 82.69984, 863.684, 588.1725, 2554.317, 735.6379, 763.6674, 1589.384, 860.0679, 406.5772, 327.834, 5013.873, 1211.16, 952.5946, 2876.414
45.6, 373.3983, 561.065, 1012.812, 582.0615, 349.7615, 433.755, 768.2338, 1322.31, 647.8605, 1094.769, 785.6436, 671.1886, 0.6775405, 245.7382, 1248.128, 797.5348, 667.5681, 622.8211, 1340.579, 572.8517, 1376.883, 792.0123, 964.1225, 1219.39, 2103.638, 3.079576e-05, 780.8438, 286.9713, 1093.496, 675.1887, 698.8488, 1803.815, 926.6096, 830.4857, 591.0981, 78.92663, 928.138, 563.1418, 2515.355, 702.7279, 780.9066, 1539.848, 892.5328, 387.2603, 358.2029, 5010.347, 1160.319, 909.8932, 2997.547
45.7, 353.9449, 607.7766, 979.0293, 697.0193, 347.5322, 500.5206, 894.0025, 1298.813, 611.6563, 1046.329, 751.4185, 682.5928, 0.647311, 244.9591, 1192.653, 760.3248, 639.8039, 596.3293, 1316.154, 641.1244, 1319.852, 834.2249, 1076.779, 1195.699, 2078.467, 2.952996e-05, 748.7679, 274.7469, 1134.891, 641.3806, 727.8734, 2013.453, 885.9734, 879.1478, 565.0033, 75.32556, 888.2737, 675.1832, 2625.201, 710.2664, 860.7487, 1521.761, 850.0231, 419.102, 444.9141, 4963.341, 1111.612, 869.106, 2991.044
45.8, 335.5051, 652.4343, 961.4551, 663.8016, 397.0854, 473.6017, 850.2204, 1238.751, 609.2456, 1118.879, 718.6844, 724.5299, 0.6184301, 302.8393, 1201.917, 792.1992, 675.8836, 570.9643, 1355.321, 781.1658, 1301.048, 792.3441, 1127.078, 1146.917, 1993.179, 2.83162e-05, 762.6017, 336.8988, 1095.864, 676.933, 752.204, 2078.931, 984.7289, 833.5496, 540.0605, 71.8888, 943.9542, 646.4496, 2672.241, 678.4915, 922.2136, 1453.563, 895.1573, 457.2003, 438.1041, 4926.761, 1064.949, 830.1472, 2994.509
45.9, 318.0259, 624.0608, 934.4603, 632.1669, 377.9245, 448.1307, 833.3705, 1232.12, 575.1993, 1138.333, 687.3762, 741.3384, 0.5908378, 311.1767, 1193.155, 755.2382, 695.1437, 546.6782, 1322.874, 869.2428, 1247.158, 752.5659, 1072.19, 1211.318, 1956.727, 2.715232e-05, 731.2751, 322.5475, 1113.617, 643.0375, 720.7083, 2183.486, 941.544, 790.3163, 516.2188, 68.60884, 919.3372, 662.9957, 2564.442, 648.1381, 883.3765, 1467.168, 852.5226, 467.7724, 418.937, 5004.381, 1020.245, 792.9346, 2930.223
46, 301.4574, 596.9213, 921.8289, 602.0398, 359.6882, 424.0295, 792.5577, 1399.587, 590.7975, 1087.966, 657.4319, 707.7013, 0.5644765, 405.383, 1214.654, 720.0016, 769.719, 603.1473, 1262.424, 1005.527, 1297.246, 714.7847, 1049.733, 1175.007, 2021.098, 2.603628e-05, 701.2354, 315.0767, 1067.168, 610.8393, 690.5312, 2255.905, 945.6921, 802.0847, 493.4297, 65.47853, 940.4533, 634.7808, 2648.298, 619.1426, 940.8018, 1471.132, 811.9186, 445.5479, 474.7389, 4958.329, 977.4183, 757.3903, 2947.003
46.1, 285.7521, 607.9901, 942.5987, 573.3485, 401.3671, 401.2245, 791.3173, 1419.397, 557.7822, 1114.747, 708.4552, 675.5904, 0.5392915, 385.2767, 1229.7, 897.2059, 737.7064, 577.4922, 1232.667, 1164.166, 1323.24, 678.9002, 1107.119, 1229.869, 2041.208, 139.6168, 672.4296, 369.2582, 1022.657, 623.9132, 705.5817, 2281.909, 1054.192, 812.3376, 471.6466, 62.49104, 985.5696, 607.7666, 2619.945, 694.4708, 1001.858, 1405.203, 773.2484, 424.3794, 453.9691, 5037.032, 936.3889, 723.4392, 2823.79
46.2, 270.865, 601.0916, 897.2518, 546.0245, 381.9996, 623.2239, 840.1243, 1481.468, 526.6118, 1065.424, 677.5927, 672.0035, 0.5152301, 366.1677, 1175.043, 869.0363, 727.3448, 578.0532, 1176.339, 1328.83, 1403.918, 644.8173, 1170.019, 1217.462, 2010.27, 133.8782, 651.5824, 353.5284, 1061.067, 653.2296, 790.5715, 2307.373, 1112.75, 816.5384, 552.9349, 59.63986, 943.2386, 668.9259, 2687.154, 688.1854, 959.6671, 1434.245, 779.4445, 404.2166, 434.1079, 5050.354, 897.0818, 691.0101, 2741.996
46.3, 256.7534, 641.3348, 900.739, 520.0027, 381.1997, 589.7059, 798.9808, 1450.156, 514.9696, 1018.283, 707.2921, 696.3414, 0.4922422, 378.3092, 1231.806, 885.1047, 717.0649, 614.4065, 1122.586, 1293.948, 1345.767, 789.0258, 1220.633, 1186.337, 2056.689, 128.3754, 659.2349, 338.4687, 1071.514, 620.521, 757.4692, 2262.845, 1063.951, 774.1875, 528.5249, 56.91877, 902.7256, 640.4586, 2617.799, 657.3983, 919.2527, 1477.23, 777.2117, 433.2207, 494.4336, 5012.962, 859.4248, 660.0346, 2857.215
