 , C000, C001, C002, C003, C004, C007, C010, C012, C015, C019, C022, C024, C025, C026, C029, C033, C035, C036, C040, C041, C044, C045, C051, C058, C062, C063, C064, C068, C076, C077, C078, C079, C085, C104, C106, C127
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 208.6497, 117.6808, 35.40509, 0, 43.40552, 15.28085, 0, 0, 65.67892, 113.353, 44.79883, 13.32837, 98.66913, 25.20844, 36.3266, 0, 16.02081, 125.0945, 0, 0, 0, 0, 243.6785, 69.13641, 7.062775, 126.7513, 0, 0, 136.1814, 251.2953, 0, 0, 0, 70.6615, 232.0707, 189.0261
0.2, 360.8313, 112.7446, 33.90515, 46.01767, 169.7039, 40.29376, 6.103516e-05, 196.6599, 62.7243, 108.777, 135.3751, 57.20239, 263.8297, 24.1413, 76.66589, 337.0476, 72.33618, 250.7246, 0, 192.1914, 0, 25.49756, 320.0366, 412.5477, 26.02399, 228.2399, 0, 133.3768, 453.8054, 239.2392, 121.6446, 6.103516e-05, 3.051758e-05, 67.49023, 222.0748, 501.0161
0.3, 446.8295, 403.8634, 32.46872, 44.06699, 295.5945, 38.59793, 16.28778, 188.63, 59.90262, 104.3857, 333.1295, 328.8168, 252.7158, 23.11926, 73.25543, 438.9253, 190.4645, 239.0803, 0, 238.5226, 0, 100.5974, 333.0576, 877.0366, 32.66547, 218.2051, 96.32812, 373.4606, 682.2048, 227.7615, 132.6647, 43.72736, 82.38931, 128.4707, 212.5094, 729.3774
0.4, 579.2815, 386.9236, 31.09317, 42.19899, 330.3225, 36.97351, 102.9783, 180.9279, 127.3032, 162.6863, 319.3693, 314.4637, 242.0701, 165.1113, 69.99677, 447.6682, 196.7072, 227.9768, 0, 381.7418, 0, 96.3432, 441.2926, 1168.71, 31.09787, 208.6114, 92.08716, 406.6779, 727.3174, 216.8345, 201.3109, 55.44833, 166.6419, 122.7051, 203.356, 868.1084
0.5, 568.0576, 579.7462, 29.77588, 40.41019, 451.645, 35.41748, 98.29642, 173.5404, 121.5764, 189.9047, 416.4944, 556.4047, 231.8728, 158.1214, 165.2481, 459.5332, 253.2164, 270.3191, 0, 363.886, 0, 130.2164, 420.4448, 1144.958, 29.60547, 199.4395, 259.1418, 471.2479, 693.896, 206.4317, 192.8644, 81.60037, 159.2681, 270.0582, 194.5968, 1017.381
0.6, 576.8467, 621.0203, 28.51443, 38.6972, 432.9639, 33.92688, 93.82745, 166.4545, 116.1072, 182.2383, 399.2904, 540.8809, 222.105, 151.4274, 157.8972, 666.5435, 242.4552, 257.7648, 0, 346.8655, 0, 124.7098, 505.259, 1202.419, 92.25146, 190.6709, 247.7325, 450.9061, 662.0104, 196.5279, 234.0701, 78.0152, 152.2206, 345.1124, 186.2149, 1204.959
0.7, 548.5475, 708.9387, 96.13586, 37.05682, 415.0554, 32.49902, 89.56165, 159.658, 110.8841, 285.6235, 420.7126, 585.4932, 212.7488, 145.0168, 211.5801, 639.4624, 232.1513, 312.1385, 0, 330.6412, 0, 119.4359, 481.3893, 1297.14, 87.82434, 182.2878, 274.0784, 431.4423, 788.9573, 187.0993, 224.2491, 90.61887, 145.485, 329.624, 277.1247, 1298.068
0.8, 521.6365, 679.2026, 92.06302, 67.47992, 503.6782, 31.13129, 85.48975, 153.1389, 105.8959, 274.093, 403.3346, 559.9359, 304.2806, 151.0826, 202.1682, 718.2634, 222.2852, 363.6466, 0, 315.1757, 0, 230.093, 583.0224, 1235.893, 83.60968, 174.2732, 470.5747, 412.8187, 830.8344, 178.1231, 214.8403, 86.63745, 139.0474, 314.8307, 265.1881, 1297.259
0.9, 496.0458, 666.0995, 145.507, 64.61945, 653.4061, 68.10928, 81.60297, 146.8861, 136.291, 335.1204, 386.6743, 738.4608, 291.4628, 144.6866, 193.1749, 689.0809, 212.8385, 409.2562, 0, 300.4336, 0, 220.3625, 555.4789, 1177.538, 79.59729, 166.6111, 512.1035, 546.303, 792.6561, 169.5775, 205.8262, 159.2028, 132.8946, 300.7014, 253.7657, 1317.34
1, 542.7147, 737.3254, 139.3425, 61.88022, 714.3165, 65.24286, 77.89294, 140.8885, 130.1599, 321.5917, 370.7023, 706.2263, 323.5927, 138.5614, 220.5965, 768.4857, 210.3327, 390.2492, 0, 286.381, 0, 274.462, 679.3003, 1194.782, 75.77744, 159.2858, 489.5573, 583.5326, 835.6559, 161.4418, 197.1904, 152.2081, 127.0141, 287.2062, 242.8352, 1262.694
1.1, 590.5243, 788.6936, 133.4392, 59.25711, 684.7709, 62.49706, 74.35156, 135.1358, 124.3046, 355.6815, 445.907, 824.5345, 428.4475, 260.3825, 210.7835, 867.9408, 360.6667, 372.1251, 0, 272.9857, 0, 262.8552, 647.2084, 1215.351, 72.14093, 152.2826, 468.0037, 558.3439, 908.9244, 153.6965, 188.9169, 145.5208, 121.3939, 375.1283, 232.3756, 1244.316
1.2, 624.4616, 755.6123, 127.7859, 56.7452, 812.4678, 59.86682, 70.97119, 129.6181, 118.7126, 341.3228, 468.0908, 803.0864, 410.3991, 321.1304, 238.5284, 832.6771, 345.339, 354.8426, 0, 260.2171, 0, 391.7973, 616.6326, 1481.625, 68.67892, 145.5873, 447.399, 696.2391, 989.5325, 146.3228, 180.9904, 139.1272, 116.0223, 358.2929, 341.3596, 1481.638
1.3, 616.239, 893.8284, 122.3722, 54.33977, 837.6194, 186.7154, 127.8711, 124.3256, 113.3723, 357.4725, 448.7556, 768.031, 393.1109, 552.9749, 227.9177, 943.1367, 330.6627, 338.3628, 0, 248.0457, 0, 375.2286, 794.3256, 2060.329, 65.38306, 139.1863, 566.6538, 666.1852, 1019.682, 139.3029, 343.7056, 213.5848, 110.8884, 342.2131, 374.6105, 1496.288
1.4, 650.1456, 863.6174, 117.1878, 52.0363, 802.9735, 219.3961, 138.9176, 119.2492, 108.2722, 418.2031, 449.2907, 836.2373, 528.1592, 602.5989, 217.779, 972.6263, 349.3058, 322.6483, 0, 236.4435, 0, 359.3604, 1057.812, 2196.423, 62.24538, 133.0668, 744.4168, 637.4287, 1030.541, 132.6197, 352.2425, 204.2008, 105.9817, 370.5806, 377.0289, 1581.616
1.5, 618.2503, 952.3209, 112.2231, 49.83048, 806.7572, 210.1626, 135.6166, 114.3801, 103.4015, 483.4537, 465.7642, 823.9531, 505.9103, 684.1599, 208.0913, 962.5922, 381.4859, 455.0244, 0, 225.384, 0, 461.6605, 1287.771, 2218.217, 89.06894, 127.2163, 744.5988, 763.5172, 1174.772, 126.2572, 480.5987, 195.229, 101.2921, 395.6858, 434.7348, 1516.008
1.6, 621.374, 912.3763, 107.4688, 47.71818, 962.359, 237.5319, 129.4508, 109.7098, 98.74988, 463.9369, 446.5251, 804.2145, 642.6713, 900.4843, 234.8275, 999.9734, 429.9551, 433.8918, 0, 214.8419, 0, 442.1373, 1379.407, 2170.676, 84.79457, 121.6231, 711.8165, 730.5593, 1120.789, 120.1999, 460.4342, 328.0575, 96.80995, 406.1483, 487.6707, 1707.872
1.7, 688.6832, 959.3895, 102.9158, 61.00568, 937.4816, 227.5351, 138.109, 105.2302, 94.30756, 445.2079, 507.1497, 888.701, 615.5986, 862.3627, 259.5734, 959.3453, 411.6828, 413.7408, 0, 204.7928, 0, 423.4397, 1314.24, 2208.189, 80.72533, 116.2758, 822.4849, 699.024, 1135.612, 114.4332, 522.2324, 313.644, 92.52618, 387.9208, 466.6653, 1740.57
1.8, 701.5641, 948.1188, 98.55569, 58.41965, 1071.344, 255.0773, 131.8299, 100.9335, 90.06505, 486.4679, 486.2012, 888.5012, 589.6664, 825.855, 272.9875, 1082.165, 394.187, 437.9483, 0, 195.2137, 0, 405.5328, 1322.435, 2103.925, 76.85133, 146.9029, 786.2736, 733.199, 1249.658, 108.9431, 500.3211, 299.8638, 88.43196, 483.0335, 446.5646, 1668.368
1.9, 667.1464, 1087.107, 180.7569, 55.94324, 1027.03, 244.3421, 145.501, 96.81229, 144.7211, 526.7616, 466.118, 849.7173, 564.8265, 790.8928, 300.49, 1143.335, 377.4347, 449.5722, 0, 186.0828, 0, 388.3831, 1276.026, 2066.768, 73.16327, 140.4441, 899.0198, 701.5497, 1192.234, 103.7165, 479.3291, 362.6396, 84.51892, 461.3554, 427.3297, 1777.786
2, 669.6664, 1145.797, 223.635, 53.5718, 1108.682, 234.0588, 138.8859, 92.85931, 146.6854, 505.4964, 495.592, 812.6265, 605.7924, 770.4464, 287.123, 1136.441, 361.3944, 428.693, 0, 177.3789, 0, 371.9587, 1325.202, 1989.555, 102.6128, 134.2693, 859.4388, 671.2666, 1137.449, 98.74061, 523.4283, 346.7066, 80.77902, 440.6502, 515.6373, 1873.344
2.1, 636.8134, 1097.737, 214.1606, 51.30089, 1162.474, 224.2082, 212.2144, 89.06776, 140.0867, 485.0898, 584.8721, 987.3183, 632.532, 737.8299, 300.9007, 1124.042, 346.0358, 503.0535, 0, 314.888, 0, 356.2289, 1262.596, 2081.181, 180.2064, 128.3659, 821.6005, 700.5287, 1240.271, 94.00345, 501.4668, 380.3797, 131.4574, 620.4903, 493.4273, 1906.211
2.2, 772.0933, 1051.693, 272.3889, 93.81564, 1244.973, 214.7722, 396.1296, 85.431, 159.1091, 549.4253, 728.4235, 1036.348, 717.1025, 763.0092, 344.924, 1277.823, 482.4904, 479.6905, 0, 602.1235, 0, 341.1643, 1304.355, 1982.914, 177.9471, 122.7221, 785.4282, 726.1763, 1406.967, 89.49355, 717.9324, 363.6674, 125.6405, 667.517, 546.6996, 1952.237
2.3, 822.641, 1059.024, 344.1553, 89.83878, 1293.694, 205.7333, 479.8448, 81.94273, 207.9966, 656.2107, 698.335, 1069.092, 848.4588, 924.0413, 357.8435, 1225.906, 461.9854, 457.4124, 0, 669.6938, 0, 448.2396, 1315.376, 1969.535, 178.809, 117.3265, 750.8484, 694.8302, 1600.723, 85.20003, 687.8101, 393.7684, 151.3789, 637.5595, 590.6875, 1871.254
2.4, 797.6006, 1275.612, 379.0221, 86.03053, 1284.044, 197.0749, 613.4252, 78.5969, 198.6398, 629.7197, 669.4894, 1242.244, 941.6265, 942.152, 341.9252, 1176.098, 442.3518, 436.169, 0, 638.3694, 0, 429.2839, 1328.083, 2002.158, 224.8145, 112.1681, 880.3141, 757.1733, 1527.167, 81.11249, 740.8712, 376.4678, 212.0458, 608.9464, 660.6948, 2064.846
2.5, 816.274, 1222.107, 362.9646, 82.38369, 1275.035, 235.0783, 657.3929, 75.38768, 282.4215, 630.5515, 711.8842, 1188.019, 931.1098, 902.2664, 433.6782, 1128.314, 423.5527, 415.9122, 0, 756.7169, 0, 411.1299, 1265.341, 1907.622, 214.0258, 107.2365, 867.1085, 796.6248, 1456.992, 77.22105, 749.0807, 359.9274, 202.6629, 734.4445, 632.2366, 1979.192
2.6, 776.2289, 1170.846, 347.5874, 78.89143, 1281.994, 349.2871, 627.5049, 72.3095, 269.7166, 605.0964, 774.5105, 1136.161, 932.9242, 904.6614, 414.3864, 1214.047, 405.5524, 438.6921, 0, 870.0541, 0, 502.2514, 1316.325, 1865.179, 203.7548, 102.5217, 943.6677, 762.2378, 1615.18, 73.5163, 909.8592, 344.1136, 193.6952, 820.7001, 633.3583, 2000.794
2.7, 738.1481, 1202.172, 332.8617, 75.54723, 1228.968, 334.5871, 598.9757, 69.35701, 257.5833, 677.5688, 742.5184, 1100.35, 1117.322, 866.363, 395.9529, 1213.098, 388.3172, 500.9968, 0, 853.6849, 0, 499.7215, 1314.252, 1894.297, 193.9767, 112.8389, 1010.074, 763.9694, 1633.609, 69.9893, 871.6843, 328.9946, 185.1243, 828.206, 703.2547, 1973.018
2.8, 787.1385, 1151.748, 318.7598, 72.3448, 1298.32, 350.0076, 687.4227, 66.52507, 245.9957, 650.2157, 762.2246, 1151.814, 1070.254, 935.1217, 492.4492, 1195.541, 430.221, 477.7292, 0, 904.9572, 0, 478.5887, 1391.609, 1876.368, 184.6678, 107.8778, 1001.454, 778.1374, 1809.659, 66.6315, 835.111, 314.5399, 176.9327, 791.0368, 672.9634, 2005.817
2.9, 795.1471, 1176.006, 305.2554, 69.2781, 1392.431, 431.373, 656.1694, 63.80877, 234.9294, 623.9668, 730.74, 1101.536, 1025.17, 895.5338, 470.543, 1273.132, 411.9374, 455.5423, 0, 862.6284, 0, 477.2274, 1325.866, 1870.79, 175.8057, 103.1348, 1103.287, 744.5483, 1726.502, 63.4348, 800.0722, 406.3215, 169.1036, 755.5358, 770.8846, 2154.25
3, 756.1382, 1272.906, 292.3231, 66.3414, 1450.148, 413.2183, 626.337, 61.20337, 224.361, 738.7546, 700.5558, 1261.906, 1027.603, 930.8239, 449.6114, 1294.395, 473.4584, 434.3857, 0, 947.8772, 0, 602.1747, 1308.004, 1782.457, 167.3689, 98.60034, 1146.897, 765.8472, 1754.682, 60.39146, 766.5035, 388.4694, 161.6208, 721.628, 832.9024, 2165.045
3.1, 719.0431, 1219.514, 279.9386, 63.52919, 1450.46, 395.8277, 605.093, 58.70435, 214.2679, 708.9313, 759.0057, 1206.823, 1062.08, 891.4179, 429.6109, 1260.11, 467.5212, 414.2117, 0, 903.5409, 0, 576.7092, 1451.007, 1788.5, 159.3369, 94.26524, 1096.403, 854.3149, 1777.782, 57.49413, 734.3433, 371.4016, 154.4693, 864.9973, 797.0268, 2075.235
3.2, 683.7678, 1251.719, 313.9715, 60.83618, 1539.633, 383.82, 583.8734, 56.30737, 204.629, 724.8815, 766.7708, 1154.144, 1017.34, 877.5421, 410.5001, 1338.678, 453.8459, 519.204, 0, 861.2785, 0, 552.3207, 1538.647, 1704.052, 151.6904, 90.12075, 1094.708, 817.4376, 1736.236, 54.7358, 766.7357, 355.0837, 147.6341, 900.2095, 762.6965, 2201.223
3.3, 766.8957, 1199.216, 316.4194, 58.25734, 1475.95, 367.6666, 622.7714, 54.00827, 195.4236, 695.6183, 901.3948, 1225.452, 1106.968, 840.3917, 392.2394, 1392.432, 434.5583, 495.0908, 0, 820.9929, 0, 583.1594, 1493.616, 1829.671, 144.4109, 86.15847, 1139.318, 782.1521, 1762.923, 52.1098, 734.5657, 339.4828, 141.1014, 859.8088, 871.2553, 2254.274
3.4, 781.9094, 1252.843, 303.0142, 55.78781, 1488.77, 352.1931, 594.4574, 51.80304, 186.6323, 708.8539, 864.1614, 1171.96, 1094.432, 804.8141, 374.791, 1404.106, 416.0903, 472.0976, 0, 782.5915, 0, 579.0953, 1423.054, 1743.279, 137.4807, 82.3704, 1089.157, 830.7164, 1896.246, 49.60979, 775.9306, 389.6189, 134.8578, 821.2213, 833.7277, 2296.549
3.5, 760.1288, 1333.965, 290.1768, 53.42296, 1592.804, 337.3707, 567.4307, 49.68785, 178.2366, 744.24, 930.189, 1257.284, 1079.311, 925.2893, 358.1188, 1460.604, 398.4072, 450.1721, 0, 745.9863, 0, 554.6059, 1506.984, 1686.403, 130.883, 78.74887, 1163.827, 822.7324, 1940.065, 47.22972, 803.9378, 372.5006, 128.8904, 784.3657, 820.5089, 2500.396
3.6, 907.9071, 1419.146, 277.8833, 51.15836, 1591.198, 323.1721, 633.0406, 47.65903, 170.2185, 745.9027, 975.067, 1202.402, 1051.12, 891.6489, 439.4855, 1506.671, 403.6748, 429.265, 0, 711.0934, 0, 644.5093, 1501.3, 1606.776, 124.602, 92.09019, 1170.514, 895.7206, 1989.715, 44.96383, 770.207, 356.1344, 123.1871, 749.1641, 856.9811, 2396.674
3.7, 871.4949, 1359.621, 325.7802, 48.98976, 1620.689, 354.8898, 604.2598, 45.71305, 162.5611, 715.791, 949.0518, 1186.878, 1020.514, 853.9014, 484.1484, 1498.486, 401.7148, 409.3288, 0, 814.5001, 0, 617.2535, 1430.374, 1689.628, 118.6224, 88.04133, 1218.645, 901.2357, 2160.85, 42.80666, 737.8914, 340.4873, 215.8272, 779.3826, 820.0684, 2717.396
3.8, 863.4462, 1321.343, 311.9784, 46.91308, 1600.905, 343.7932, 576.7874, 43.84653, 155.2482, 751.8504, 909.85, 1340.629, 1124.193, 888.3549, 462.6115, 1554.193, 416.1592, 390.3185, 0, 776.4025, 0, 591.1504, 1382.659, 1609.849, 112.9298, 84.17047, 1164.992, 906.036, 2061.555, 40.75297, 752.0668, 325.5277, 206.2771, 865.1223, 784.7455, 2604.674
3.9, 856.3834, 1265.92, 332.8554, 44.92443, 1677.734, 329.3243, 550.564, 42.05621, 148.2642, 721.4985, 941.6715, 1358.134, 1165.01, 868.9203, 490.9836, 1491.047, 398.4731, 492.4498, 0, 779.4586, 0, 619.2084, 1462.78, 1563.263, 107.5103, 80.4698, 1260.025, 866.926, 1999.484, 38.79781, 720.5123, 329.9882, 218.2055, 948.9305, 750.9442, 2535.858
4, 814.3704, 1288.626, 318.7538, 43.02009, 1785.676, 337.8741, 525.5329, 40.339, 141.5945, 692.3719, 902.7745, 1428.86, 1131.158, 832.135, 469.1427, 1563.963, 381.5388, 538.8655, 0, 743, 0, 593.0226, 1393.674, 1726.921, 102.351, 76.93185, 1204.551, 858.1931, 2139.14, 36.93645, 785.9819, 429.9494, 330.5424, 1010.083, 718.5988, 2553.074
4.1, 820.3032, 1234.575, 305.2496, 41.19647, 1711.816, 323.6544, 501.6398, 38.69191, 135.2247, 777.3005, 938.3832, 1366.489, 1120.572, 796.9069, 512.2166, 1548.235, 365.324, 513.8392, 0, 765.0867, 0, 567.9442, 1327.834, 2191.45, 97.43916, 73.54943, 1279.994, 912.7733, 2040.844, 35.1644, 753.0045, 411.0591, 315.9162, 964.7508, 687.6466, 2724.014
4.2, 799.3256, 1351.93, 292.3176, 39.45015, 1641.011, 310.0331, 506.9279, 37.11207, 129.1416, 745.9212, 899.6221, 1306.841, 1073.368, 882.0731, 489.4312, 1739.506, 378.3163, 489.9753, 0, 729.3004, 0, 713.8324, 1382.981, 2555.852, 92.76311, 70.31573, 1223.64, 873.3726, 1947.064, 33.47736, 721.4107, 422.6112, 315.4181, 921.4537, 887.8472, 2767.246
4.3, 838.3609, 1295.224, 334.5286, 37.77786, 1724.069, 296.985, 483.8806, 317.6956, 123.3321, 715.8086, 862.4619, 1284.1, 1081.76, 906.2317, 467.6593, 1668.831, 373.3593, 467.2195, 0, 695.1879, 0, 683.6451, 1317.646, 2922.77, 88.31145, 67.22421, 1367.907, 835.6725, 1916.879, 31.87125, 730.8047, 404.0434, 339.4123, 880.0996, 849.6049, 2891.232
4.4, 797.2321, 1318.209, 344.2493, 36.17645, 1732.409, 284.4862, 461.8812, 304.7236, 117.7839, 686.9117, 826.8369, 1333.816, 1036.19, 1027.795, 446.8559, 1601.027, 357.4922, 486.7043, 0, 717.0588, 0, 654.7343, 1384.376, 3077.714, 84.07343, 64.2686, 1307.682, 832.3065, 1960.256, 30.34221, 700.1424, 447.0791, 343.4559, 840.6016, 813.0099, 2771.298
4.5, 781.7258, 1290.482, 329.6649, 34.64294, 1702.049, 272.5133, 440.882, 292.2814, 112.4853, 718.0768, 808.0589, 1275.594, 992.5406, 1018.151, 426.978, 1535.979, 342.2994, 525.34, 0, 683.5189, 0, 627.0461, 1318.974, 2932.394, 80.03878, 61.44295, 1250.109, 835.9799, 1951.283, 28.88651, 720.5072, 427.4362, 328.2582, 802.876, 777.9911, 2774.154
4.6, 867.3939, 1282.274, 315.6985, 33.17442, 1697.796, 261.0444, 420.8375, 280.3471, 107.4251, 770.6871, 944.9117, 1219.913, 982.1101, 1029.074, 407.9843, 1473.573, 327.7523, 500.9419, 0, 702.6717, 0, 600.5289, 1256.663, 3023.55, 76.19775, 58.74152, 1195.071, 799.8939, 1956.373, 27.50066, 739.0049, 436.0616, 342.9165, 766.8436, 744.4807, 2746.62
4.7, 824.8408, 1228.49, 302.3238, 31.76815, 1660.596, 250.0581, 452.8781, 323.0927, 102.5925, 775.0935, 916.5894, 1172.437, 974.2426, 985.509, 389.8354, 1413.703, 337.2079, 477.6769, 0, 669.8047, 0, 575.1331, 1361.921, 2935.947, 72.54106, 110.8335, 1334.7, 835.4873, 1905.081, 26.18129, 707.9985, 416.9028, 327.7427, 732.4283, 712.4137, 2852.9
4.8, 843.2757, 1448.854, 331.6296, 30.4215, 1617.894, 239.5342, 432.2883, 470.2268, 97.97728, 760.2246, 928.5446, 1222.915, 1014.031, 1031.342, 425.0154, 1460.925, 340.3383, 455.4923, 0, 638.4752, 0, 550.8112, 1297.58, 2854.314, 69.05985, 105.9605, 1275.937, 885.364, 1859.53, 24.92522, 678.2929, 398.5858, 384.8837, 699.5576, 681.7278, 2734.556
4.9, 889.4196, 1436.107, 324.5609, 29.13193, 1700.069, 229.4532, 532.9295, 451.0268, 93.5697, 803.8971, 1050.285, 1169.534, 1132.568, 987.6808, 406.1091, 1446.433, 325.8746, 434.3381, 0, 608.611, 0, 527.5179, 1236.279, 2861.265, 65.7457, 148.3272, 1357.943, 862.1167, 1896.057, 23.72941, 735.9888, 396.4113, 367.8529, 668.1621, 652.3638, 2826.412
5, 845.7859, 1375.87, 310.8107, 27.89703, 1629.75, 219.7964, 508.7001, 432.6108, 89.3604, 771.4441, 1120.722, 1118.483, 1084.859, 945.8678, 388.0437, 1501.452, 312.0255, 414.1664, 0, 721.3592, 0, 505.2096, 1226.417, 2855.285, 62.59059, 141.8058, 1298.157, 912.8786, 1975.307, 22.59097, 705.1089, 378.9946, 351.5757, 638.1755, 825.6833, 2709.167
5.1, 1004.2, 1318.16, 326.3964, 26.71448, 1624.528, 269.7447, 485.5723, 414.9467, 85.34046, 770.2297, 1074.429, 1159.804, 1252.333, 905.8249, 439.2997, 1440.45, 383.4867, 394.9314, 0, 687.6182, 0, 483.8447, 1274.031, 2759.211, 59.5869, 135.5712, 1281.134, 974.9675, 1884.539, 21.50715, 675.5247, 389.1877, 395.7324, 609.5348, 790.1187, 2773.084
5.2, 954.9358, 1274.688, 312.5685, 25.58205, 1719.636, 258.3922, 463.496, 398.0039, 81.50137, 739.1358, 1030.048, 1284.172, 1199.578, 981.97, 483.7171, 1427.545, 367.1892, 376.5898, 0, 655.4554, 0, 463.3833, 1328.561, 2865.249, 56.72735, 129.6106, 1302.668, 1017.784, 1797.941, 20.47533, 647.1817, 454.1242, 518.3163, 582.1794, 756.0859, 2718.944
5.3, 908.088, 1302.845, 299.3263, 24.49763, 1675.937, 247.5176, 442.4234, 381.7529, 77.83498, 855.3356, 987.5006, 1228.117, 1224.74, 940.3988, 462.1995, 1417.428, 351.5843, 359.1, 0, 693.1891, 0, 443.7873, 1356.352, 2756.601, 54.00503, 123.9121, 1245.316, 973.8505, 1811.847, 19.49301, 674.0341, 434.1718, 495.3812, 556.0517, 723.5189, 2656.785
5.4, 863.5385, 1310.402, 341.1828, 23.45917, 1720.923, 237.1006, 422.3088, 366.1654, 74.33351, 820.806, 1115.056, 1274.868, 1173.148, 900.5874, 441.639, 1470.106, 336.6426, 656.4355, 0, 760.7934, 0, 425.0199, 1292.275, 2651.529, 51.41335, 118.4641, 1190.489, 931.8133, 1728.59, 18.55782, 645.7536, 415.096, 473.461, 754.2483, 692.3548, 2763.007
5.5, 821.1744, 1255.438, 326.7284, 22.46474, 1681.635, 227.122, 403.1088, 351.2144, 70.98957, 835.5334, 1151.507, 1256.844, 1123.729, 862.4614, 421.9931, 1477.853, 343.1633, 625.949, 0, 725.2078, 0, 407.0461, 1299.057, 2636.326, 48.94605, 113.2557, 1231.128, 891.5907, 1695.838, 17.66749, 618.6597, 423.8316, 452.5107, 720.3983, 662.533, 2686.708
5.6, 780.8887, 1327.786, 312.8864, 21.51246, 1631.479, 217.5633, 384.7816, 336.8738, 67.79606, 801.8033, 1103.943, 1201.982, 1199.448, 825.9495, 403.2212, 1480.608, 328.5795, 596.8783, 0, 691.2867, 0, 389.8325, 1318.388, 2511.846, 46.59715, 108.2762, 1176.926, 895.2008, 1710.712, 16.81988, 592.7026, 405.2102, 432.4874, 688.0674, 633.9957, 2681.245
5.7, 781.127, 1272.093, 299.6308, 20.60055, 1688.116, 208.407, 367.2877, 323.1188, 64.74621, 893.1559, 1058.343, 1222.006, 1148.921, 790.9833, 385.2843, 1420.452, 360.1187, 665.7041, 0, 658.9523, 0, 373.3468, 1305.865, 2393.245, 44.36097, 103.5157, 1233.236, 856.5586, 1632.102, 16.01293, 567.8346, 387.4069, 413.3502, 702.7614, 606.6877, 2674.968
5.8, 742.806, 1361.392, 286.9368, 19.72729, 1679.781, 199.636, 350.5891, 309.9254, 61.83356, 857.0996, 1049.85, 1168.664, 1154.075, 757.4973, 368.1453, 1480.491, 344.8142, 634.7871, 0, 628.1302, 0, 357.5583, 1281.541, 2280.243, 42.23211, 98.96452, 1178.94, 917.906, 1715.812, 15.2447, 600.4843, 370.3858, 395.0598, 671.2221, 666.1746, 2670.374
5.9, 754.1687, 1312.611, 274.7805, 18.89106, 1703.431, 200.5134, 334.6498, 297.2708, 59.05194, 822.4988, 1006.484, 1345.951, 1208.681, 725.429, 351.7687, 1476.088, 330.1602, 605.3059, 0, 681.4828, 0, 513.6777, 1427.507, 2237.089, 40.20541, 94.61342, 1181.861, 926.0078, 1682.659, 14.51332, 575.2897, 354.1125, 377.5787, 733.9993, 637.4805, 2636.027
6, 717.1702, 1289.5, 263.1393, 18.09026, 1694.681, 192.0746, 319.4351, 285.1328, 56.39545, 789.2948, 964.9102, 1287.199, 1157.765, 818.8605, 336.1206, 1416.116, 316.129, 577.194, 0, 649.6069, 0, 491.9547, 1360.068, 2202.54, 38.27597, 131.4896, 1175.502, 903.5979, 1645.735, 13.81703, 551.1523, 380.3627, 401.1756, 701.058, 635.2263, 2651.63
6.1, 681.9868, 1235.413, 251.9913, 17.32342, 1685.482, 191.8213, 304.9121, 273.4905, 53.85846, 757.4313, 925.0533, 1295.868, 1108.994, 790.7613, 471.4092, 1529.267, 302.6941, 550.3876, 0, 672.1783, 0, 471.1503, 1320.526, 2241.885, 36.43913, 125.7085, 1250.167, 914.5555, 1733.445, 13.15415, 528.0276, 387.627, 436.5355, 669.5951, 750.696, 2595.365
6.2, 727.3982, 1299.977, 241.3155, 16.58908, 1615.766, 214.0877, 291.0494, 262.3235, 51.4356, 827.3154, 1008.644, 1283.715, 1093.169, 843.2488, 450.439, 1467.134, 289.8301, 524.8262, 0, 699.3759, 0, 451.2258, 1279.422, 2252.123, 34.69043, 120.1815, 1229.565, 974.2938, 1754.895, 12.52307, 665.7493, 462.1041, 417.2191, 639.5442, 718.3613, 2661.821
6.3, 728.2072, 1409.832, 231.0921, 15.88587, 1665.27, 205.0777, 277.817, 251.6125, 49.12174, 821.6692, 1047.751, 1309.238, 1096.883, 807.5502, 430.4017, 1602.59, 288.7549, 500.4519, 0, 666.6631, 0, 491.9319, 1334.444, 2213.397, 33.02565, 114.8976, 1240.963, 932.2374, 1711.081, 11.92226, 637.8164, 441.8011, 523.0212, 610.842, 687.4193, 2661.134
6.4, 704.5613, 1350.697, 221.3017, 15.21247, 1622.175, 196.4468, 265.1862, 241.3388, 46.91196, 889.7025, 1004.472, 1287.606, 1176.421, 773.3629, 411.2557, 1537.478, 276.4834, 477.2096, 0, 635.4805, 0, 592.9677, 1372.545, 2240.398, 31.44077, 109.846, 1254.448, 891.9965, 1632.454, 11.35028, 611.0555, 422.3901, 499.878, 583.428, 741.6811, 2609.894
