 , C000, C001, C002, C003, C004, C007, C010, C012, C015, C019, C022, C024, C025, C026, C029, C033, C035, C036, C040, C041, C044, C045, C051, C058, C062, C063, C064, C068, C076, C077, C078, C079, C085, C104, C106, C127
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
257.7, 488.0092, 144.8754, 196.2996, 7.534807, 433.9891, 45.54581, 578.0807, 1043.043, 340.6838, 4720.065, 287.7595, 135.5905, 784.2766, 397.6813, 774.532, 2257.762, 114.4238, 118.9935, 333.7984, 536.5822, 1046.005, 0.09536096, 567.109, 1036.965, 142.9534, 153.4397, 656.4216, 218.4448, 791.0228, 730.5349, 575.027, 518.3257, 1176.482, 349.9503, 774.1566, 2758.596
257.8, 464.0681, 138.7987, 187.9833, 7.215407, 416.0383, 43.62898, 623.5969, 1000.454, 340.4608, 4827.177, 275.8732, 129.6719, 751.2388, 380.8456, 824.4659, 2166.031, 109.561, 113.4671, 319.5335, 511.484, 1002.242, 0.09132823, 540.3173, 1035.818, 136.0932, 146.6935, 627.5215, 209.0154, 754.6741, 695.4868, 550.9006, 495.5526, 1124.423, 334.2449, 912.41, 2644.164
257.9, 441.3016, 132.9768, 180.0193, 6.909546, 398.83, 41.79282, 595.2454, 1109.453, 325.1449, 4863.441, 264.4779, 124.0116, 719.5927, 364.7227, 822.2474, 2230.418, 104.9048, 108.1974, 305.8782, 487.5597, 960.309, 0.08746603, 514.7913, 1061.573, 129.5621, 140.244, 599.8937, 199.9931, 719.9957, 662.1202, 527.7864, 473.78, 1099, 319.2443, 873.1097, 2534.479
258, 496.4902, 127.3992, 172.3926, 6.61665, 382.3334, 40.03393, 568.1828, 1064.152, 310.518, 4746.99, 253.5533, 118.5984, 832.5403, 349.2823, 785.6705, 2139.798, 100.4466, 103.1724, 292.8065, 464.7545, 920.1307, 0.08376717, 490.4713, 1026.172, 123.3445, 134.0779, 573.4824, 191.3602, 686.9108, 630.3545, 505.6421, 452.964, 1087.76, 304.9169, 835.5023, 2590.591
258.1, 472.1331, 122.0555, 165.0891, 6.33617, 366.5192, 38.34906, 542.3506, 1020.702, 383.1177, 4740.581, 245.9693, 113.4215, 824.3213, 369.5154, 842.519, 2119.013, 96.17776, 98.38083, 280.2933, 686.6755, 1109.556, 0.08022473, 467.3001, 1236.835, 117.4252, 128.183, 548.2338, 183.0999, 655.3461, 600.1127, 484.4268, 518.0864, 1142.672, 291.2325, 998.2089, 2483.128
258.2, 448.9709, 116.9359, 158.095, 6.06758, 351.3591, 36.73511, 517.6929, 979.025, 365.8829, 4728.347, 264.1647, 108.4706, 846.4129, 402.1978, 805.0403, 2162.546, 92.09038, 93.81177, 268.315, 654.5568, 1073.32, 0.07683209, 445.2236, 1178.436, 111.7901, 122.5473, 524.0969, 175.1962, 625.2319, 571.3218, 464.1017, 495.3238, 1092.109, 278.1622, 955.2131, 2585.278
258.3, 426.945, 112.0311, 151.3972, 5.810376, 336.8261, 35.18908, 570.066, 939.0501, 349.4235, 4577.208, 253.253, 103.7357, 885.5225, 466.4888, 769.2289, 2103.884, 88.1767, 89.45491, 256.8485, 623.9404, 1080.137, 0.07358293, 424.1901, 1122.794, 106.4253, 117.1593, 501.0226, 167.6337, 596.5016, 543.9122, 444.6294, 473.5613, 1186.906, 265.6785, 962.5303, 2478.036
258.4, 405.9997, 107.332, 144.9832, 5.564074, 322.8942, 33.70812, 568.2766, 900.7075, 426.199, 4512.712, 242.7921, 99.20758, 848.2197, 446.7402, 735.0106, 2075.24, 84.42934, 85.30039, 245.8721, 594.756, 1082.143, 0.07047118, 404.1503, 1069.779, 101.318, 112.0083, 478.9642, 160.3976, 569.0914, 517.8175, 425.9741, 452.7549, 1181.82, 253.7551, 921.0713, 2536.368
258.5, 386.0819, 102.8301, 138.8409, 5.328213, 309.5385, 32.28948, 542.4402, 863.9304, 407.0262, 4529.007, 232.7632, 94.87709, 855.5927, 504.6872, 702.3143, 2071.087, 80.84125, 81.33882, 235.3647, 566.9368, 1036.867, 0.06749101, 385.0572, 1019.267, 96.4558, 107.0837, 457.877, 153.4739, 542.9408, 659.0902, 408.1015, 432.8627, 1129.525, 242.3668, 881.398, 2431.155
258.6, 367.1413, 138.4173, 132.9589, 5.10235, 296.7353, 30.93055, 517.7784, 891.9935, 388.7158, 4577.853, 223.1486, 90.73563, 884.2822, 483.3215, 671.0726, 1986.94, 77.40564, 77.56124, 225.3064, 540.4187, 1171.497, 0.06463687, 366.8661, 971.1404, 91.82693, 102.3756, 437.7182, 146.8491, 517.9918, 627.4698, 390.9788, 413.8445, 1079.544, 231.4896, 843.4335, 2330.306
258.7, 349.1298, 132.6114, 127.326, 4.886062, 284.4616, 29.62881, 494.2378, 936.4565, 371.2292, 4584.087, 213.9312, 86.77494, 847.0316, 462.8603, 641.2206, 1906.212, 74.11604, 73.9591, 215.6779, 515.141, 1175.508, 0.06190343, 349.5344, 925.2861, 87.4202, 97.87451, 418.4469, 140.5102, 494.1893, 634.3224, 374.5745, 395.6618, 1031.775, 221.1005, 807.1043, 2410.553
258.8, 332.002, 127.0491, 121.9318, 4.678942, 272.6956, 28.38186, 471.7675, 898.2198, 354.5292, 4570.828, 205.0945, 82.98714, 944.9585, 443.2653, 732.3712, 1907.895, 70.96623, 70.52425, 206.4609, 491.0457, 1184.953, 0.05928559, 333.0215, 881.5969, 83.22495, 93.57133, 400.024, 134.4449, 471.4805, 702.4697, 358.8585, 437.1326, 986.1201, 397.066, 888.4384, 2384.21
258.9, 315.7144, 155.7461, 116.7661, 4.480601, 261.4163, 27.18738, 450.3189, 924.6898, 338.5805, 4413.08, 196.6228, 79.36469, 905.1519, 424.4998, 699.7924, 1895.779, 67.95029, 67.24892, 197.6377, 468.0774, 1135.375, 0.05677845, 317.2887, 839.9705, 79.23102, 89.45734, 382.4123, 128.6415, 449.8153, 668.7681, 343.8018, 417.9267, 1119.528, 426.6868, 850.1707, 2373.38
259, 300.2259, 149.2134, 111.8192, 4.290668, 250.6035, 26.04318, 438.9812, 886.9335, 323.3492, 4494.778, 188.501, 75.90035, 903.1203, 406.5288, 668.6628, 1889.356, 65.06253, 64.1257, 189.1917, 446.1834, 1195.7, 0.05437734, 302.2992, 932.7555, 75.42876, 85.52422, 365.5759, 123.0885, 429.1456, 636.6833, 329.3769, 399.5647, 1069.989, 407.5374, 813.5513, 2411.878
259.1, 350.3457, 142.9548, 107.0819, 4.108787, 240.2379, 24.94713, 419.0231, 999.2643, 308.8031, 4493.366, 180.7147, 72.58724, 931.4147, 416.4807, 638.918, 1970.135, 62.29749, 61.14754, 181.1065, 425.3135, 1145.673, 0.05207777, 288.0178, 1252.862, 71.80897, 81.76404, 349.4808, 117.7753, 409.4257, 606.1379, 315.5573, 382.0095, 1064.843, 453.4022, 836.0272, 2311.829
259.2, 333.1582, 253.8351, 102.5453, 3.934616, 230.3011, 23.89721, 428.5695, 958.463, 294.9114, 4603.391, 173.25, 69.41875, 961.8698, 458.635, 610.4963, 2029.319, 59.64996, 58.30769, 173.3669, 405.4197, 1153.011, 0.04987545, 274.4111, 1193.705, 68.36288, 78.16917, 334.0943, 112.6914, 390.6119, 577.058, 302.3174, 459.3195, 1060.853, 433.0539, 800.017, 2397.811
259.3, 316.814, 243.1882, 98.20094, 3.767827, 220.7753, 22.89147, 421.7865, 919.3277, 314.9791, 4417.554, 166.0937, 66.38857, 921.3508, 439.2189, 583.339, 1946.869, 57.11494, 55.59974, 165.9581, 386.4565, 1177.358, 0.04776626, 398.6565, 1137.342, 65.08218, 74.73236, 319.3852, 107.827, 372.6627, 549.3732, 289.6331, 517.0969, 1126.318, 413.6188, 765.5579, 2298.345
259.4, 301.2715, 305.8309, 94.0406, 3.608109, 211.6436, 21.92806, 433.0879, 952.398, 300.8096, 4457.47, 159.233, 63.49065, 882.5386, 420.6247, 730.3918, 1983.01, 54.68765, 53.01754, 158.8658, 368.3803, 1128.099, 0.04574626, 379.8229, 1141.58, 61.95892, 71.44666, 305.3237, 103.1725, 355.5383, 523.0165, 277.481, 494.3777, 1076.479, 395.0559, 815.7974, 2263.864
259.5, 351.1447, 293.003, 90.05651, 3.455161, 202.8895, 21.0052, 413.3978, 913.5103, 357.5205, 4410.836, 152.6557, 60.71923, 934.4255, 402.8177, 697.901, 1929.925, 52.36353, 50.55527, 152.0767, 351.1496, 1212.593, 0.04381169, 427.0546, 1087.678, 58.98554, 68.3054, 291.8813, 98.71897, 339.2007, 497.9244, 265.8387, 472.6568, 1028.846, 377.3262, 830.8371, 2270.415
259.6, 333.918, 280.7131, 86.24122, 3.308697, 194.4975, 20.12118, 394.6029, 913.121, 341.4373, 4446.969, 146.35, 58.06879, 954.6066, 410.5817, 666.8555, 1943.539, 50.13817, 48.20736, 145.5777, 334.7248, 1161.86, 0.04195894, 406.8794, 1116.39, 56.15485, 65.30226, 279.0307, 94.45767, 323.614, 474.036, 254.6849, 451.8901, 1062.674, 360.3921, 795.0505, 2255.174
259.7, 317.5365, 268.9388, 82.58756, 3.168441, 186.4526, 19.27436, 415.5604, 875.8371, 362.4727, 4498.299, 158.3206, 55.53404, 914.3936, 393.1999, 637.1911, 1864.575, 48.00739, 45.96848, 139.3564, 319.0683, 1236.308, 0.04018453, 387.6574, 1102.831, 53.46, 62.43116, 444.4579, 90.38032, 308.7434, 451.2938, 243.9991, 432.0359, 1070.656, 522.9644, 825.3731, 2283.735
259.8, 301.9586, 257.6583, 79.08869, 3.034131, 178.7405, 18.46318, 396.6671, 950.7611, 346.1666, 4488.535, 151.781, 53.10993, 925.5413, 376.554, 608.8463, 1841.554, 45.96716, 43.83359, 133.401, 304.1441, 1194.321, 0.03848516, 369.3434, 1203.177, 50.89448, 59.68629, 510.7226, 86.47897, 294.5562, 429.6426, 233.7616, 413.054, 1046.593, 524.0976, 789.8218, 2352.823
259.9, 351.2603, 246.8509, 75.73805, 2.905514, 171.3474, 17.68615, 412.2713, 942.4634, 330.5941, 4359.57, 145.5114, 50.79164, 970.5446, 360.6127, 581.7623, 1964.189, 115.9986, 41.79784, 127.7001, 289.918, 1150.057, 0.03685765, 351.8947, 1146.367, 48.45208, 57.0621, 488.2371, 82.74602, 281.0208, 563.5887, 223.9537, 394.9061, 1000.282, 812.6133, 806.397, 2255.223
260, 334.028, 236.4969, 72.52937, 2.78235, 164.2601, 16.94181, 393.5276, 921.3431, 315.7221, 4388.069, 139.5009, 48.57455, 929.6602, 345.3463, 555.8832, 1884.386, 111.0688, 39.85664, 122.2428, 276.3573, 1101.94, 0.03529897, 335.2703, 1113.288, 46.12689, 54.55329, 466.7416, 79.1742, 268.1075, 536.55, 214.5572, 377.5555, 1064.628, 776.144, 824.3134, 2197.178
260.1, 317.641, 226.5772, 69.45662, 2.664406, 157.4659, 16.2288, 375.636, 883.7234, 301.5191, 4385.883, 133.7386, 46.45423, 945.0869, 330.7262, 531.1553, 1906.57, 155.4453, 38.0056, 117.0187, 263.4309, 1055.836, 0.03380621, 319.4313, 1196.913, 43.91328, 52.15478, 446.1925, 75.75657, 255.7876, 510.8086, 205.5551, 360.9673, 1017.519, 741.3113, 809.5831, 2225.069
260.2, 302.058, 217.0735, 66.51405, 2.551462, 150.9527, 15.54579, 358.5579, 952.6926, 287.9551, 4392.188, 128.2144, 44.42646, 992.4083, 387.4356, 507.5273, 1900.026, 148.8391, 36.24052, 112.0179, 251.1091, 1011.661, 0.03237657, 304.3405, 1207.351, 41.8059, 49.86172, 426.5481, 72.48647, 244.0337, 486.3022, 196.9306, 345.1078, 1037.844, 708.0419, 830.8531, 2280.559
260.3, 392.6015, 207.9685, 63.69615, 2.443305, 144.709, 14.89154, 351.0363, 913.7928, 275.0013, 4301.726, 122.9183, 42.48721, 950.6028, 371.0337, 484.9505, 1822.829, 142.5137, 34.55742, 171.7426, 239.3636, 1041.455, 0.0310074, 289.9627, 1213.045, 39.79966, 47.66949, 407.7686, 69.35751, 232.82, 462.9714, 188.668, 370.5737, 991.92, 676.2656, 795.0658, 2467.611
260.4, 440.6944, 199.2454, 60.99763, 2.339734, 138.7235, 14.26481, 335.0766, 876.4814, 262.6301, 4395.155, 117.841, 40.63261, 1001.505, 355.3261, 463.378, 1795.321, 147.6216, 32.95248, 164.4032, 228.1676, 1013.576, 0.02969612, 368.0333, 1155.769, 37.88969, 45.57364, 389.8159, 66.36362, 222.1216, 440.7599, 180.752, 444.609, 1068.824, 645.9153, 760.8199, 2365.25
260.5, 419.0745, 190.8881, 58.41343, 2.240552, 132.9855, 13.66446, 319.8425, 957.9099, 250.8155, 4350.448, 112.9734, 38.85896, 959.3165, 340.2835, 511.6627, 1722.378, 141.3479, 31.42209, 157.3774, 217.4952, 971.1688, 0.0284403, 350.6465, 1101.197, 36.07138, 75.21992, 475.6833, 63.49897, 211.9147, 419.6141, 173.1682, 425.0747, 1021.53, 616.9272, 807.3806, 2267.135
260.6, 474.6742, 182.8814, 55.93871, 2.145576, 445.2425, 13.08938, 305.301, 918.7971, 335.3537, 4427.177, 108.3069, 37.16274, 918.9051, 325.8778, 508.6485, 1811.855, 135.3409, 29.96276, 150.6519, 207.322, 953.3152, 0.02723758, 459.5277, 1049.202, 34.34033, 71.91278, 553.4757, 60.75798, 202.1769, 399.4828, 165.9026, 426.8135, 1076.381, 589.2401, 913.0267, 2344.943
260.7, 618.5543, 175.2106, 53.56884, 2.054625, 426.8262, 12.53851, 318.3048, 881.2814, 320.2676, 4497.274, 149.6259, 35.54055, 916.4411, 314.6703, 504.6752, 1924.855, 129.5891, 28.57122, 144.2138, 197.6247, 1095.94, 0.02608573, 437.8184, 999.6614, 32.69235, 68.75104, 529.108, 58.1353, 518.5486, 380.3173, 158.9418, 458.5498, 1028.752, 562.7955, 1069.802, 2337.649
260.8, 588.2089, 167.8615, 51.29937, 26.02019, 409.1717, 12.01081, 303.8332, 845.2975, 322.7649, 4396.47, 224.5403, 33.98918, 877.8358, 301.3489, 482.2252, 1846.649, 124.0818, 27.2443, 138.0508, 481.7164, 1050.087, 0.02498258, 417.1347, 1116.194, 31.12346, 85.08657, 505.8131, 55.62583, 674.5142, 362.0712, 152.2731, 438.403, 983.2307, 537.5378, 1159.977, 2377.905
260.9, 559.3522, 160.8206, 49.12604, 24.9172, 392.2474, 11.50533, 290.0196, 810.7829, 455.7609, 4486.767, 215.2653, 32.50553, 988.1279, 288.5914, 662.6413, 1873.302, 188.8854, 25.979, 132.1512, 459.1845, 1261.761, 0.02392609, 397.4282, 1107.349, 29.62986, 81.34563, 483.5438, 53.22469, 643.5192, 526.9015, 145.8841, 446.0058, 1043.576, 513.4136, 1256.395, 2312.057
261, 531.9111, 154.0751, 47.04479, 23.86096, 520.4848, 11.02111, 276.834, 846.6509, 435.2582, 4456.109, 249.5171, 31.08664, 981.2651, 276.3741, 633.1644, 1797.191, 203.5383, 24.77247, 133.4574, 610.4106, 1208.971, 0.02291428, 378.6527, 1150.871, 28.20794, 77.76916, 529.0417, 50.92719, 613.9485, 501.623, 139.7633, 426.4101, 997.3989, 490.372, 1236.936, 2256.039
261.1, 505.8163, 147.6125, 45.05171, 90.60876, 498.9563, 10.55728, 271.4432, 812.081, 415.6778, 4439.326, 239.2105, 29.72968, 1095.183, 284.5885, 604.9987, 1948.827, 243.0643, 23.62197, 127.7541, 664.6279, 1158.389, 0.02194525, 360.7642, 1327.672, 26.85425, 74.34993, 505.7498, 48.72887, 585.7366, 477.5572, 133.8992, 492.6692, 1015.663, 468.3645, 1303.064, 2396.569
261.2, 481.0017, 141.4209, 43.14307, 86.76785, 478.3183, 10.11297, 259.1021, 897.2353, 479.8332, 4602.85, 229.3296, 28.43196, 1142.548, 282.504, 578.0859, 1869.648, 232.7345, 22.52491, 122.2945, 663.7735, 1224.221, 0.02101721, 343.7207, 1264.983, 25.56553, 71.08103, 878.5486, 46.62544, 558.8211, 454.646, 128.2812, 471.0233, 1010.226, 447.3447, 1331.149, 2319.862
261.3, 457.4044, 135.4891, 41.31528, 83.08977, 458.534, 9.687355, 333.789, 860.6, 458.2476, 4590.934, 219.8568, 27.19088, 1094.418, 293.3713, 552.3703, 1793.685, 222.8437, 21.47879, 117.0682, 701.8023, 1173.001, 0.02012841, 327.4825, 1205.254, 24.33865, 67.95586, 839.869, 44.61281, 533.1424, 432.834, 122.8989, 450.3285, 1005.699, 427.2683, 1298.079, 2404.626
261.4, 595.7932, 129.8061, 39.56494, 79.5676, 439.5679, 9.279655, 318.6134, 909.5327, 437.633, 4468.243, 210.7753, 26.00397, 1048.315, 452.1441, 527.7986, 1720.809, 213.3732, 20.48126, 112.0653, 668.976, 1170.381, 0.01927719, 312.0114, 1148.346, 23.17065, 64.96809, 802.8923, 42.68705, 508.6437, 412.0684, 117.7424, 430.5428, 961.1972, 408.0928, 1242.167, 2425.489
261.5, 566.5644, 124.3615, 37.88875, 76.19473, 421.3864, 8.889112, 304.1278, 872.3953, 417.9458, 4475.028, 202.069, 24.86888, 1048.836, 433.0028, 569.5462, 1686.298, 204.3053, 19.53006, 107.2762, 637.6851, 1121.413, 0.01846198, 297.2711, 1094.125, 22.0587, 62.11168, 767.5436, 40.84443, 485.2707, 392.2991, 112.8023, 411.6265, 918.665, 389.778, 1266.059, 2324.875
261.6, 538.7695, 119.1452, 36.28357, 72.96483, 403.9568, 8.515006, 290.3008, 836.7742, 399.1443, 4372.021, 193.7222, 23.78333, 1004.653, 414.6718, 580.6324, 1836.424, 195.6226, 18.62303, 119.8964, 607.8578, 1074.495, 0.01768124, 283.2273, 1282.956, 21.00011, 59.38085, 733.7512, 39.08134, 462.9718, 373.4782, 108.0695, 393.5413, 1040.947, 372.2851, 1408.581, 2356.635
261.7, 512.3383, 114.1477, 34.7464, 136.3642, 387.2483, 8.156645, 277.1024, 802.6076, 381.1885, 4415.222, 185.7203, 22.74517, 962.3319, 482.1378, 564.9937, 1913.907, 187.309, 17.75813, 114.7726, 642.7133, 1103.512, 0.01693351, 269.8469, 1222.379, 19.99233, 56.77009, 701.4465, 37.39435, 441.6975, 355.5603, 103.5352, 411.3614, 994.8862, 355.5773, 1379.151, 2258.877
261.8, 487.2036, 109.3598, 33.27435, 255.5722, 371.2308, 7.813365, 264.5041, 957.6862, 364.0405, 4316.236, 188.4324, 21.75233, 1108.897, 471.6512, 590.8855, 1887.202, 179.3487, 16.9334, 109.8678, 612.6509, 1260.069, 0.01621741, 257.0986, 1164.662, 19.03291, 54.27412, 670.5641, 35.78019, 421.4008, 338.502, 99.19117, 393.2878, 950.8633, 339.6193, 1319.747, 2275.2
261.9, 463.3021, 104.7728, 31.86466, 273.7124, 437.1252, 7.484532, 252.4785, 955.6609, 444.5739, 4466.833, 203.3499, 197.0644, 1144.381, 451.6841, 664.5758, 1878.008, 171.7267, 16.14697, 130.797, 622.7485, 1207.349, 0.01553159, 244.9526, 1144.774, 18.11953, 51.88788, 641.0413, 34.2357, 402.0368, 322.2621, 95.0294, 376.0084, 1157.356, 324.3774, 1401.638, 2417.609
262, 440.5731, 100.3782, 30.5147, 301.6295, 458.9301, 7.169539, 240.9997, 916.64, 437.3309, 4563.022, 222.8531, 188.4623, 1139.907, 512.1415, 635.0128, 1801.706, 164.4286, 15.39706, 125.2073, 696.7301, 1191.953, 0.01487477, 233.3804, 1090.721, 17.24998, 49.60656, 612.8184, 32.75788, 666.0715, 306.8013, 91.04225, 467.1287, 1164.447, 309.8197, 1341.265, 2409.645
262.1, 418.9592, 96.16786, 29.22193, 288.8434, 470.1458, 6.867803, 230.0428, 1092.56, 417.6573, 4610.45, 247.2184, 192.0329, 1213.045, 490.4602, 655.7847, 1949.544, 157.4407, 14.68198, 119.8566, 664.1411, 1191.729, 0.01424573, 222.3549, 1176.171, 16.42216, 47.42554, 585.838, 31.34386, 635.4645, 292.0822, 87.22239, 446.6049, 1112.922, 295.9152, 1599.538, 2443.243
262.2, 398.4056, 92.13416, 27.98392, 276.5993, 806.7635, 6.578765, 219.584, 1097.961, 398.8687, 4453.148, 237.0067, 183.6505, 1161.945, 469.6968, 626.6128, 1920.971, 150.7498, 14.00011, 114.7345, 780.3906, 1141.868, 0.01364329, 211.8503, 1120.635, 15.63407, 45.34041, 560.0454, 29.99087, 606.264, 439.0959, 83.5628, 426.9829, 1063.676, 282.6348, 1573.021, 2402.374
262.3, 378.8604, 88.26964, 26.79837, 264.8743, 773.3939, 6.301892, 209.6007, 1053.13, 380.9254, 4402.249, 227.2168, 188.2873, 1112.998, 449.8124, 724.1669, 1842.923, 144.3432, 13.34991, 109.8313, 743.8884, 1246.423, 0.01306633, 201.8419, 1067.723, 14.8838, 43.34696, 535.3884, 28.69628, 578.4052, 536.6757, 80.05676, 455.312, 1016.609, 269.9504, 1663.321, 2361.322
262.4, 360.274, 84.56721, 25.66304, 253.6463, 741.4045, 6.036671, 200.0713, 1083.219, 363.7892, 4413.476, 217.8313, 180.0684, 1066.113, 430.7698, 691.9531, 1768.047, 138.2088, 12.72991, 105.1377, 709.0936, 1230.979, 0.01251377, 192.3064, 1017.308, 14.16953, 41.44115, 511.817, 27.45758, 551.8266, 510.9283, 76.69781, 435.3074, 1140.416, 257.8352, 1757.763, 2597.849
262.5, 342.5995, 81.02009, 24.57581, 260.3388, 710.7383, 5.782612, 190.9752, 1038.99, 347.4239, 4312.678, 208.8335, 172.2083, 1203.839, 412.5333, 697.0146, 2019.624, 132.3352, 12.1387, 100.6446, 675.9262, 1179.476, 0.01198457, 183.2213, 1082.561, 13.48954, 39.61913, 489.2834, 26.27235, 526.4693, 486.416, 73.4798, 416.1817, 1089.953, 246.2638, 1682.051, 2611.508
262.6, 325.792, 77.62174, 23.53464, 272.4246, 681.3405, 5.539246, 182.2926, 996.5665, 374.7155, 4386.205, 264.3493, 164.6912, 1153.127, 555.5048, 774.6361, 1937.568, 126.7112, 11.57495, 96.34354, 644.3102, 1142.984, 0.01147775, 174.5655, 1093.007, 12.84218, 37.87722, 467.7419, 25.13828, 502.2772, 463.0798, 70.39681, 397.8964, 1041.723, 235.2117, 1695.993, 2553.631
262.7, 372.3407, 74.36594, 22.53758, 260.8766, 653.1586, 5.306122, 174.0047, 1072.904, 357.8587, 4361.258, 262.0643, 157.5023, 1104.552, 582.8065, 740.1772, 1907.119, 121.3262, 11.03738, 92.22629, 679.9124, 1183.141, 0.01099237, 166.3186, 1041.398, 12.22589, 36.2119, 447.1487, 24.05316, 479.1968, 440.8632, 67.44317, 380.4144, 995.6279, 224.6556, 1785.628, 2494.466
262.8, 450.294, 71.2467, 21.58277, 249.818, 626.1425, 5.082809, 166.0937, 1105.905, 341.7602, 4371.686, 251.2394, 201.1833, 1094.402, 558.1336, 707.2511, 1829.634, 116.17, 10.52477, 132.5225, 648.1099, 1133.64, 0.01052751, 504.9404, 992.2268, 11.63918, 34.61979, 427.4622, 23.01488, 457.177, 419.7124, 64.61346, 363.7006, 1002.192, 214.5733, 1734.72, 2467.221
262.9, 428.2032, 68.2583, 20.6684, 239.2282, 600.2437, 4.868895, 158.5423, 1146.626, 326.3859, 4338.52, 240.8616, 192.4015, 1048.3, 766.4016, 675.7897, 1807.94, 111.233, 10.03598, 126.8591, 647.3801, 1086.21, 0.01008231, 481.0857, 945.3769, 11.08062, 33.09769, 408.6425, 22.02142, 436.169, 399.5764, 61.90247, 347.721, 1062.375, 204.9434, 1660, 2480.003
263, 407.1962, 65.39524, 19.79277, 229.0873, 575.4162, 4.663983, 151.3343, 1099.808, 311.7032, 4204.096, 230.9125, 184.003, 1070.491, 749.5477, 645.7279, 1734.485, 106.5058, 9.56988, 121.4378, 692.092, 1040.764, 0.009655938, 458.358, 900.7391, 10.54887, 31.6425, 390.6513, 21.07084, 416.1263, 380.4063, 59.30523, 356.2542, 1055.093, 195.7457, 1720.342, 2377.128
263.1, 387.2197, 62.65228, 18.95424, 219.3763, 551.6157, 4.467695, 144.4539, 1153.065, 297.681, 4325.329, 221.3744, 175.9711, 1025.396, 772.7425, 617.0034, 1872.56, 101.9795, 265.8324, 219.1179, 659.7199, 997.2194, 0.009247597, 436.704, 905.9152, 10.04263, 30.2513, 373.4522, 20.1613, 397.0047, 362.156, 56.81696, 404.5576, 1008.406, 186.9608, 1717.258, 2536.407
263.2, 368.2233, 60.02436, 18.15124, 210.077, 528.7996, 4.279668, 137.8864, 1105.984, 284.2896, 4220.168, 212.2302, 225.7796, 982.2013, 740.0288, 589.5566, 1796.479, 97.64556, 253.4865, 209.7539, 628.862, 1084.862, 0.008856525, 416.073, 888.7588, 9.56069, 28.92126, 357.0103, 19.29102, 378.7617, 344.7813, 54.43309, 386.783, 1017.742, 178.5702, 1702.445, 2568.485
263.3, 350.1588, 57.50667, 17.38225, 201.1718, 506.9272, 4.099555, 131.6175, 1060.825, 271.5007, 4209.976, 203.4637, 215.9241, 940.8259, 708.7, 563.3307, 1723.49, 93.4958, 241.7139, 200.79, 599.4474, 1098.671, 0.00848199, 396.4166, 918.6752, 9.101877, 27.64969, 341.2923, 18.4583, 361.357, 328.2401, 52.14923, 369.7893, 972.7079, 170.5561, 1629.115, 2461.939
263.4, 332.9804, 55.09459, 16.64584, 192.6441, 485.9595, 3.927021, 125.6335, 1052.633, 259.2871, 4137.759, 195.0594, 240.1312, 1012.913, 678.6975, 538.2715, 1835.281, 89.52239, 230.4881, 195.5822, 623.589, 1052.703, 0.008123294, 377.6888, 875.2982, 8.665082, 26.43404, 326.2663, 17.66153, 344.7521, 312.4926, 49.96121, 353.5423, 1098.69, 162.9017, 1675.901, 2519.822
263.5, 316.6449, 52.78367, 15.94063, 184.478, 465.859, 3.761749, 119.9217, 1009.653, 247.6229, 4097.299, 187.0022, 260.7572, 970.2436, 649.9651, 514.3271, 1817.901, 85.71785, 219.7836, 187.224, 594.4211, 1008.659, 0.007779766, 359.8459, 833.9692, 8.249249, 25.27183, 311.9019, 16.89915, 328.9102, 297.5005, 47.86499, 338.0091, 1050.074, 155.5908, 1647.042, 2509.329
263.6, 446.7012, 50.56969, 15.2653, 176.6579, 446.59, 3.603432, 114.4695, 1012.814, 236.4834, 4104.079, 179.2778, 249.375, 1003.177, 622.4492, 582.3708, 1744.041, 82.07499, 209.5763, 210.1366, 566.6175, 966.4581, 0.007450767, 342.8458, 920.2604, 7.853371, 24.16072, 298.1699, 16.16968, 313.7963, 283.2276, 45.85671, 323.1584, 1003.609, 148.608, 1576.099, 2624.647
263.7, 424.7867, 48.44857, 14.61857, 169.1694, 428.118, 3.451779, 109.2652, 1007.561, 225.845, 4100.111, 171.8725, 238.4895, 960.9181, 596.098, 556.4647, 1673.182, 78.58694, 199.843, 201.1564, 618.1414, 926.0225, 0.00713568, 326.6489, 956.1155, 7.476491, 23.09846, 285.0424, 15.4717, 299.3769, 269.6396, 43.9327, 308.9601, 1101.521, 141.9386, 1648.706, 2678.306
263.8, 480.0786, 46.41642, 13.99925, 161.9983, 410.41, 3.306508, 104.2975, 1094.531, 215.6852, 4121.512, 195.261, 278.5638, 920.4392, 570.8625, 636.1964, 1605.202, 75.24714, 344.344, 297.7463, 639.0911, 946.3882, 0.006833919, 311.2171, 910.9706, 7.117698, 22.08291, 272.4929, 14.80385, 475.5485, 492.3549, 42.08942, 295.3856, 1114.051, 135.5685, 1577.691, 2706.569
