 , C000, C002, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C022, C024, C025, C027, C031, C032, C033, C035, C036, C037, C038, C041, C043, C044, C046, C050, C056, C058, C060, C062, C066, C068, C069, C072, C073, C076, C079, C084, C088, C092, C096, C097, C105
169.5, 2390.828, 14.17569, 17.51896, 509.2361, 2941.323, 1131.501, 156.131, 184.2473, 387.1976, 3622.409, 1016.033, 845.2274, 2743.023, 794.111, 1635.405, 785.957, 1243.549, 1292.692, 147.8257, 542.163, 765.3042, 1890.276, 1637.928, 283.6063, 7.492312, 3207.18, 236.4159, 893.8004, 1159.398, 787.1028, 976.9751, 1967.564, 1364.129, 11.77257, 298.0506, 3013.53, 1059.919, 2502.974, 2212.208, 1760.207, 2416.383, 865.4293, 733.4758, 2332.808, 0.3131032, 1388.109, 1784.902, 1327.483, 3931.728, 1659.457, 561.3621, 1182.957
169.6, 2401.547, 13.56017, 69.68583, 482.4058, 3076.568, 1079.407, 148.2489, 480.1738, 370.5955, 3671.395, 968.9113, 809.3097, 2807.199, 851.8977, 1614.265, 1193.745, 1183.642, 1233.376, 285.9962, 516.587, 833.3602, 1962.485, 1661.57, 269.3918, 7.147401, 3125.302, 224.7187, 896.0645, 1248.887, 950.0213, 932.3445, 2277.042, 1325.748, 11.26559, 282.5327, 2991.833, 1004.834, 2696.672, 2261.233, 1920.138, 2312.563, 826.1411, 697.1627, 2376.349, 0.2991329, 1326.509, 1707.859, 1361.189, 3771.608, 1581.619, 642.6656, 1122.151
169.7, 2447.601, 112.4656, 66.30434, 456.9891, 3152.466, 1029.712, 140.7648, 622.8289, 354.7051, 3580.157, 923.9751, 774.9183, 2857.034, 809.8156, 1536.773, 1137.628, 1126.62, 1176.782, 271.0027, 492.2176, 794.4438, 1945.984, 1615.025, 255.8897, 6.818368, 3087.596, 213.6003, 930.6624, 1237.517, 1080.678, 889.7527, 2180.941, 1266.833, 10.78045, 267.8227, 2966.069, 1041.933, 2580.367, 2211.324, 1944.814, 2213.203, 907.8535, 662.6474, 2338.783, 0.285786, 1428.293, 1705.297, 1360.53, 3920.741, 1507.431, 638.6169, 1064.471
169.8, 2324.291, 107.5822, 63.08695, 497.9779, 3206.879, 1108.121, 133.6584, 645.3251, 339.4962, 3588.102, 881.123, 741.9884, 2944.368, 769.8123, 1546.44, 1088.664, 1072.345, 1122.785, 256.7952, 468.9978, 757.3447, 2058.818, 1535.854, 243.0643, 6.504482, 3112.744, 203.032, 888.3605, 1332.849, 1143.296, 849.1067, 2304.66, 1210.536, 10.31619, 253.8786, 2969.419, 1071.976, 2583.22, 2222.541, 1861.906, 2231.372, 960.4692, 629.8409, 2485.428, 0.2730345, 1364.909, 1842.196, 1341.527, 3942.493, 1547.924, 895.5175, 1009.756
169.9, 2383.257, 102.9109, 60.02567, 471.7408, 3174.896, 1057.104, 126.9109, 610.373, 324.9393, 3641.732, 840.2582, 710.4578, 2986.137, 731.7851, 1494.083, 1091.399, 1020.686, 1071.266, 243.3325, 506.6545, 824.3427, 1995.233, 1516.24, 230.8818, 6.205046, 3168.727, 192.9865, 847.9815, 1334.083, 1471.208, 810.3174, 2207.393, 1156.741, 9.871929, 240.6604, 2860.254, 1016.264, 2471.808, 2346.402, 1953.528, 2135.501, 916.8665, 598.6586, 2491.605, 0.2608521, 1594.699, 1762.68, 1293.87, 3916.202, 1475.317, 1114.631, 957.853
170, 2308.873, 98.44244, 57.11295, 446.886, 3040.109, 1008.435, 120.5039, 617.7469, 311.0066, 3617.269, 941.0327, 680.2672, 2917.264, 794.796, 1623.322, 1048.929, 1165.234, 1022.111, 230.5756, 526.5187, 791.4464, 2027.53, 1441.911, 219.3099, 5.919394, 3066.895, 183.4381, 897.6364, 1277.566, 1476.984, 773.3002, 2114.232, 1105.337, 9.446799, 228.1305, 3083.06, 1079.848, 2510.286, 2316.065, 1937.381, 2043.749, 977.0551, 569.02, 2382.722, 215.0324, 1523.931, 1726.627, 1229.506, 3756.714, 1406.116, 1121.542, 908.618
170.1, 2314.475, 153.8341, 54.34156, 423.3407, 3133.434, 962.0078, 114.4205, 584.2885, 297.6714, 3471.041, 897.3894, 651.3594, 2912.072, 771.0292, 1711.215, 999.6202, 1109.099, 975.2107, 218.4875, 531.4315, 754.4872, 1938.431, 1611.688, 208.3179, 5.646893, 2932.432, 174.3622, 856.8358, 1223.443, 1412.016, 737.9739, 2207.89, 1056.217, 9.039978, 216.253, 2956.873, 1023.727, 2402.02, 2309.837, 1885.381, 2003.392, 932.6994, 608.4039, 2313.538, 261.0787, 1456.303, 1729.827, 1277.764, 3849.403, 1405.156, 1227.081, 861.9138
170.2, 2197.872, 147.1545, 51.70465, 466.1471, 3194.685, 917.7176, 108.6441, 552.6422, 284.9079, 3488.359, 855.7703, 623.6801, 2807.868, 732.9419, 2009.766, 952.6293, 1067.359, 930.4628, 207.0332, 506.3618, 735.3476, 1993.741, 1683.43, 197.8769, 5.386936, 2898.671, 165.7352, 817.8896, 1334.61, 1349.905, 704.2615, 2114.707, 1009.279, 8.650676, 204.9938, 3080.818, 970.5223, 2411.946, 2228.945, 1889.1, 2064.406, 890.3573, 578.2829, 2212.437, 323.6693, 1429.618, 1820.911, 1214.202, 3918.596, 1496.061, 1256.504, 817.6102
170.3, 2147.374, 140.7649, 49.1957, 451.8554, 3370.684, 875.4666, 103.1593, 522.71, 272.6917, 3400.054, 816.0814, 597.1769, 2861.5, 855.2607, 1943.413, 943.0067, 1015.94, 887.7682, 196.1793, 482.4747, 721.6232, 1963.619, 1643.693, 187.9592, 5.138947, 2940.594, 157.5352, 780.7137, 1335.148, 1411.714, 672.0891, 2145.603, 1023.732, 8.278139, 194.3209, 3120.356, 1052.647, 2403.396, 2272.229, 1984.535, 1975.709, 969.6932, 549.6531, 2380.237, 319.3724, 1366.175, 1889.992, 1153.802, 3823.012, 1425.886, 1216.605, 775.5839
170.4, 2109.166, 134.6528, 46.80849, 428.0483, 3289.25, 835.1607, 97.95147, 494.3989, 260.9992, 3529.385, 778.2332, 636.6063, 2772.902, 897.0229, 1850.12, 898.6771, 1049.634, 847.0327, 185.8945, 682.0021, 924.0155, 1951.229, 1660.679, 178.5386, 4.902373, 2887.06, 149.7408, 745.2276, 1528.723, 1660.29, 641.3865, 2070.248, 978.2379, 7.921645, 184.2036, 3274.386, 1078.031, 2299.74, 2289.136, 1899.934, 1963.92, 1098.677, 659.3333, 2287.056, 388.5131, 1368.734, 1961.4, 1257.226, 3992.099, 1459.509, 1305.31, 836.4401
170.5, 2002.906, 128.8061, 44.53712, 405.4955, 3350.906, 796.7105, 93.00652, 467.6212, 249.8082, 3406.141, 838.9793, 609.5538, 2863.952, 852.7117, 2060.923, 889.6208, 999.068, 808.1663, 176.1488, 692.6317, 880.8656, 1865.483, 1912.127, 169.5901, 4.676691, 2963.345, 142.332, 711.3544, 1539.951, 1774.502, 612.0864, 2236.912, 934.7659, 7.580503, 174.6131, 3279.132, 1022.004, 2419.083, 2283.965, 1915.778, 2054.111, 1153.632, 626.6909, 2315.589, 371.1781, 1414.364, 1876.739, 1282.98, 3859.439, 1461.589, 1409.216, 816.2471
170.6, 1927.191, 139.3615, 42.37598, 394.1555, 3285.456, 760.0305, 88.3112, 473.8916, 239.0969, 3277.982, 800.0691, 583.651, 2943.942, 917.6254, 2032.083, 905.8432, 1003.951, 771.0834, 166.9141, 659.9575, 839.7308, 1975.641, 1953.211, 161.0902, 4.461398, 2833.422, 441.3163, 679.0209, 1582.547, 1783.118, 584.1248, 2142.505, 967.7016, 7.254053, 165.5219, 3415.748, 1158.232, 2344.183, 2284.568, 2021.105, 2111.57, 1101.26, 595.6645, 2318.021, 354.6166, 1351.598, 2164.285, 1219.159, 3889.56, 1528.477, 1433.783, 774.2909
170.7, 1939.007, 133.3103, 40.31969, 373.3885, 3364.008, 725.0392, 83.85293, 448.2247, 228.845, 3350.958, 762.9635, 604.0347, 2842.726, 872.2964, 1943.101, 863.2606, 998.8217, 735.702, 158.1635, 687.91, 800.5168, 1936.847, 1933.899, 153.0162, 4.256016, 2883.339, 419.4813, 648.1571, 1570.645, 1704.684, 557.4405, 2370.259, 1007.607, 6.941661, 156.9041, 3644.302, 1098.037, 2243.081, 2386.668, 1934.945, 2020.846, 1051.266, 756.5809, 2353.351, 338.794, 1360.968, 2070.867, 1255.837, 3963.746, 1456.782, 1515.08, 792.1714
170.8, 1941.166, 127.5219, 38.36319, 353.7156, 3348.93, 691.6589, 79.61972, 423.9479, 219.0326, 3220.648, 727.5788, 578.3664, 2733.24, 867.2693, 1849.823, 822.6798, 1046.288, 701.944, 149.8717, 760.5349, 892.8452, 2017.803, 1934.094, 145.347, 4.060089, 2782.661, 398.7266, 618.6962, 1504.106, 1732.72, 531.9753, 2486.277, 1084.248, 6.642722, 148.7349, 3602.131, 1040.971, 2183.337, 2286.756, 1852.458, 1960.301, 1003.542, 719.1239, 2405.459, 323.6775, 1483.275, 2343.873, 1294.787, 4056.431, 1555.292, 1439.483, 751.4528
170.9, 1890.876, 121.9848, 36.50163, 344.9539, 3206.755, 659.8154, 75.60022, 400.986, 209.641, 3133.972, 693.8351, 553.7889, 2661.665, 883.4694, 1777.219, 784.0067, 995.8831, 800.3036, 142.0146, 724.6575, 902.575, 1929.132, 1935.074, 138.0621, 3.873182, 2660.66, 378.9988, 590.5743, 1498.225, 1656.502, 507.6734, 2538.403, 1036.065, 6.356657, 140.9911, 3616.589, 986.8702, 2089.171, 2333.438, 1773.488, 1946.916, 1056.858, 683.5213, 2300.342, 309.2354, 1499.285, 2415.743, 1230.379, 3995.464, 1482.339, 1367.659, 793.7206
171, 1964.077, 116.6881, 34.7304, 326.7792, 3150.966, 629.438, 71.78364, 514.8121, 200.6521, 3023.627, 724.8045, 661.7631, 2760.099, 914.8193, 1691.904, 747.1515, 947.9067, 789.406, 134.5694, 690.4725, 860.4263, 1872.763, 1840.213, 131.1423, 3.694878, 2755.49, 465.7842, 623.285, 1434.754, 1675.076, 484.4816, 2431.271, 990.023, 6.082911, 133.6504, 3694.518, 935.5812, 2058.404, 2382.532, 1887.073, 1863.267, 1008.879, 649.6813, 2404.228, 295.4377, 1608.298, 2320.887, 1169.174, 4043.151, 1479.042, 1299.418, 796.6219
171.1, 1865.127, 111.6214, 33.04512, 318.6918, 3164.536, 717.7006, 68.15974, 859.8798, 192.0485, 3122.965, 691.1895, 633.6417, 2638.236, 869.629, 1731.058, 712.0288, 902.2416, 753.1838, 127.5145, 657.9003, 903.1965, 1890.705, 1864.68, 124.5694, 3.524783, 2693.055, 442.7386, 594.9545, 1590.803, 1622.249, 462.3493, 2328.661, 973.9197, 5.820953, 126.6919, 3796.603, 886.9578, 2095.568, 2378.891, 1806.627, 1885.043, 1178.533, 617.5167, 2299.164, 282.2556, 1536.926, 2381.26, 1157.238, 4034.925, 1409.666, 1234.583, 755.6744
171.2, 1843.717, 199.3174, 31.44162, 353.4149, 3194.244, 684.6581, 64.71878, 1124.202, 183.8139, 3064.662, 659.1335, 606.7153, 2521.753, 826.671, 1647.959, 678.5573, 977.9119, 845.2291, 120.8295, 626.8646, 865.2257, 1975.051, 1795.712, 118.3259, 3.362519, 2695.107, 588.9877, 567.9118, 1561.734, 1619.005, 441.2281, 2418.345, 987.2484, 5.570277, 120.0958, 3914.288, 840.8613, 2064.686, 2308.892, 1826.043, 1827.451, 1125.031, 649.2468, 2247.983, 339.7055, 1468.722, 2303.752, 1243.569, 4145.751, 1403.977, 1264.538, 716.8317
171.3, 1874.423, 190.6628, 29.91593, 463.7846, 3248.583, 653.137, 61.45154, 1074.157, 175.9324, 3111.947, 748.8589, 580.9331, 2539.034, 926.0975, 1662.907, 646.6591, 930.8013, 806.4454, 114.4949, 626.7544, 924.0479, 1888.259, 1852.174, 112.3953, 3.207724, 2641.724, 647.3835, 542.0983, 1607.885, 1589.112, 421.0717, 2316.281, 943.376, 5.330396, 113.843, 3958.454, 857.998, 1975.638, 2370.029, 1748.198, 2088.651, 1073.957, 684.0893, 2149.747, 447.5683, 1403.544, 2346.567, 1233.429, 4278.871, 1338.122, 1237.843, 811.0096
171.4, 1866.552, 182.3841, 28.46427, 460.4781, 3260.288, 623.067, 58.34924, 1035.45, 168.3888, 3056.075, 714.1284, 556.2465, 2550.154, 880.3501, 1691.312, 616.2605, 885.9603, 769.4414, 108.4924, 691.8548, 880.8965, 1805.281, 1802.6, 106.762, 3.060055, 2730.79, 615.3528, 517.4581, 1557.675, 1519.211, 401.8362, 2689.926, 901.4533, 5.100845, 107.9158, 3796.437, 813.4067, 1982.999, 2321.967, 1673.673, 1998.912, 1224.143, 650.2212, 2072.712, 427.5984, 1341.258, 2268.368, 1172.072, 4186.374, 1275.356, 1176.08, 810.147
171.5, 1772.515, 174.4648, 27.08305, 465.0899, 3264.423, 594.3815, 55.40355, 1071.244, 161.1687, 2948.368, 681.0085, 551.7957, 2452.61, 836.8625, 1637.04, 587.2908, 843.2794, 734.1353, 102.8046, 659.2173, 851.1882, 1725.949, 1760.093, 101.411, 2.919185, 2660.799, 694.2188, 493.9378, 1491.685, 1670.853, 383.4793, 2577.371, 861.3936, 4.88118, 102.2972, 3855.331, 796.7884, 1958.03, 2224.764, 1750.756, 1913.029, 1168.57, 675.0202, 2122.58, 429.4323, 1564.104, 2274.575, 1136.656, 4242.359, 1428.601, 1246.333, 870.9028
171.6, 1826.078, 166.8894, 25.76885, 523.5323, 3167.254, 567.0166, 52.60657, 1013.223, 154.2581, 2950.665, 649.4247, 648.3378, 2455.246, 854.6104, 1662.803, 559.683, 802.6547, 700.4493, 97.41502, 628.1194, 811.4393, 1705.188, 1752.861, 96.32827, 2.784799, 2663.823, 659.8708, 499.6442, 1455.424, 1597.356, 365.961, 2489.967, 851.8478, 4.670975, 96.97112, 4077.51, 755.3782, 1873.582, 2296.523, 1676.121, 2020.166, 1115.52, 641.6011, 2086.34, 410.2715, 1494.693, 2484.899, 1192.821, 4313.511, 1361.591, 1249.347, 879.3265
171.7, 1804.888, 159.643, 24.51842, 495.9488, 3115.561, 540.9116, 132.1135, 958.3449, 147.6439, 2841.547, 619.3057, 620.7869, 2400.487, 863.2393, 1631.311, 533.373, 763.9871, 668.309, 92.30798, 683.808, 773.5465, 1746.985, 1678.839, 91.50024, 2.6566, 2640.039, 627.2224, 509.648, 1535.234, 1527.093, 349.243, 2641.659, 813.9925, 4.469821, 91.92235, 4017.955, 902.3557, 1941.513, 2398.858, 1604.668, 1933.369, 1118.802, 609.8365, 2243.163, 488.1788, 1551.528, 2377.776, 1216.511, 4137.843, 1297.724, 1308.447, 918.939
171.8, 1831.917, 152.7111, 23.32868, 493.2964, 3168.537, 589.8428, 125.4439, 906.439, 141.3132, 2781.09, 590.5835, 663.9274, 2294.501, 859.9391, 1553, 508.2998, 734.8917, 691.696, 87.46867, 750.6526, 737.4233, 1748.242, 1648.948, 86.91419, 2.534302, 2639.628, 658.1777, 486.4828, 1470.195, 1624.283, 333.2888, 2696.524, 777.8195, 4.277331, 87.13644, 4085.437, 855.459, 1871.032, 2539.534, 1682.579, 2293.048, 1068.012, 579.6446, 2265.912, 593.1064, 1780.906, 2396.798, 1155.996, 4442.523, 1236.853, 1306.974, 1052.947
171.9, 1739.625, 146.0803, 22.19666, 576.9865, 3034.021, 562.6869, 405.1009, 955.4648, 135.254, 2822.347, 563.1934, 731.0685, 2405.108, 817.4598, 1478.449, 484.4053, 831.2253, 744.6235, 82.88306, 715.2414, 786.5201, 1757.911, 1744.718, 82.558, 2.417635, 2594.393, 625.613, 464.3705, 1574.999, 1552.835, 318.0633, 2582.719, 792.7289, 4.09313, 82.5997, 4200.148, 849.6587, 1823.258, 2565.337, 1755.088, 2288.38, 1241.331, 732.8426, 2166.892, 566.6428, 1701.874, 2472.183, 1402.193, 4261.601, 1178.837, 1303.973, 1086.55
172, 1655.209, 139.7374, 21.11957, 546.5865, 3200.721, 536.7812, 384.6499, 903.7149, 129.4546, 2691.286, 537.0736, 811.6578, 2330.868, 777.0789, 1481.795, 461.634, 791.1813, 710.4562, 78.53786, 681.5007, 778.2487, 1680.661, 1681.895, 78.42014, 2.306338, 2613.885, 689.899, 443.2632, 1528.087, 1484.53, 303.5334, 2630.685, 757.5009, 3.916861, 78.29917, 4028.239, 805.5007, 1944.657, 2564.352, 1680.269, 2190.06, 1184.978, 748.3788, 2324.252, 541.3599, 1661.995, 2365.475, 1332.442, 4346.731, 1123.543, 1260.591, 1030.7
172.1, 1631.813, 133.6699, 20.09475, 517.7883, 3064.837, 512.0682, 365.2314, 854.7678, 123.9039, 2566.311, 512.1652, 777.1667, 2319.851, 738.6927, 1463.913, 439.9332, 753.0664, 788.2868, 74.42046, 691.9275, 741.9058, 1744.473, 1599.445, 74.48968, 2.200165, 2574.196, 727.0845, 468.7324, 1544.141, 1586.452, 289.6673, 2560.418, 723.8383, 3.748183, 74.22255, 4153.882, 807.1255, 1860.786, 2633.021, 1830.498, 2204.281, 1131.183, 711.3278, 2296.942, 517.205, 1827.405, 2517.629, 1266.16, 4387.119, 1070.842, 1254.76, 1179.404
172.2, 1549.602, 127.8658, 19.11966, 536.4376, 3081.407, 538.6276, 346.7932, 888.7845, 118.5912, 2705.4, 488.412, 744.1412, 2276.721, 733.0433, 1393.638, 419.2525, 826.9429, 752.116, 70.51892, 804.2184, 707.2601, 1733.867, 1593.867, 70.75621, 2.09888, 2494.957, 691.1105, 624.3851, 1600.583, 1516.668, 276.4346, 2680.759, 777.8342, 3.58677, 70.35818, 4239.919, 765.178, 1780.532, 2600.5, 1806.974, 2109.573, 1128.174, 799.8878, 2271.722, 569.3198, 1766.535, 2588.669, 1203.175, 4327.9, 1020.613, 1221.492, 1118.781
172.3, 1543.118, 122.3138, 18.19188, 508.1741, 3027.236, 513.8296, 329.2857, 912.3646, 113.5062, 2579.77, 548.9464, 712.5192, 2176.2, 719.205, 1326.737, 399.5439, 787.1052, 717.6049, 66.82191, 766.2803, 674.2324, 1680.435, 1630.916, 67.20987, 2.002257, 2512.154, 742.1763, 596.0046, 1628.657, 1449.954, 263.8064, 2646.842, 743.2681, 3.432307, 66.695, 4066.382, 725.4107, 1811.158, 2590.518, 1729.943, 2192.499, 1200.259, 760.2867, 2258.798, 543.9174, 1781.964, 2476.933, 1319.838, 4355.038, 1080.519, 1160.544, 1061.274
172.4, 1649.804, 117.0028, 17.30913, 488.2849, 3101.925, 490.1732, 312.6622, 907.7405, 108.6393, 2532.828, 557.0414, 682.2408, 2287.803, 683.6776, 1357.394, 380.7619, 749.1866, 684.6774, 63.31873, 730.1318, 721.6904, 1656.618, 1600.305, 63.84127, 1.910082, 2415.762, 747.6148, 568.9142, 1559.66, 1470.565, 251.7551, 2574.41, 710.238, 3.284497, 63.22254, 4115.949, 687.7101, 1733.045, 2539.557, 1728.151, 2098.298, 1204.017, 722.6462, 2160.089, 519.6485, 1702.885, 2486.792, 1254.183, 4471.209, 1165.546, 1102.638, 1006.723
172.5, 1566.687, 111.9225, 16.46921, 486.8404, 3053.986, 467.606, 296.8778, 858.5754, 103.9811, 2507.713, 565.3259, 653.2492, 2186.793, 686.2861, 1317.756, 362.8627, 713.0948, 653.2607, 59.9992, 695.6887, 869.7025, 1583.819, 1574.074, 60.64151, 1.822151, 2504.493, 748.8171, 543.0551, 1493.587, 1538.125, 240.2543, 2465.759, 678.6757, 3.143052, 59.93088, 4202.853, 651.9689, 1658.3, 2433.245, 1883.203, 2256.035, 1149.358, 686.8693, 2141.328, 496.4624, 1835.115, 2477.241, 1191.794, 4506.939, 1110.875, 1145.398, 1031.031
172.6, 1575.924, 107.0627, 15.67005, 461.1901, 2939.404, 446.0778, 281.8904, 876.0237, 99.52264, 2534.358, 631.2618, 708.7322, 2211.413, 652.3849, 1266.059, 345.805, 678.7418, 751.8355, 56.8537, 662.8703, 829.089, 1574.142, 1561.74, 57.60212, 1.738268, 2394.688, 711.7678, 518.3713, 1536.286, 1470.467, 229.2789, 2622.831, 648.5161, 3.007698, 56.81059, 4245.086, 618.0851, 1586.779, 2516.088, 1834.707, 2159.104, 1182.484, 652.8635, 2274.517, 564.0377, 1753.677, 2459.101, 1228.234, 4677.789, 1058.768, 1088.247, 1115.745
172.7, 1496.528, 102.4139, 14.90966, 448.6308, 2973.634, 492.0991, 267.6595, 828.5765, 95.25533, 2562.018, 601.9852, 688.9626, 2209.631, 620.1583, 1265.257, 329.5491, 654.705, 717.3373, 53.87311, 631.6001, 790.372, 1504.968, 1586.531, 54.71507, 1.658246, 2359.148, 676.5516, 494.8096, 1564.194, 1405.785, 218.8049, 2613.311, 701.1577, 2.878173, 53.85276, 4240.712, 679.1161, 1630.027, 2532.048, 1756.493, 2201.773, 1182.953, 620.5414, 2175.121, 557.7522, 1675.854, 2440.513, 1283.214, 4564.019, 1009.105, 1062.773, 1133.44
172.8, 1421.133, 97.96706, 14.18618, 458.6608, 2926.425, 469.4432, 254.147, 798.8488, 91.17099, 2443.045, 574.0663, 860.73, 2112.072, 618.0948, 1230.643, 314.0574, 762.4752, 767.6605, 51.04877, 647.3255, 859.8699, 1615.399, 1508.757, 51.97272, 1.581908, 2366.906, 643.0779, 472.3188, 1543.269, 1343.948, 355.8937, 2845.245, 684.3785, 2.754226, 51.04893, 4067.143, 643.8215, 1704.627, 2492.51, 1681.614, 2251.519, 1156.15, 589.8195, 2112.994, 649.3738, 1601.484, 2335.172, 1257.546, 4461.21, 961.7723, 1009.745, 1075.18
172.9, 1422.279, 93.71325, 13.4978, 434.4951, 2922.483, 513.5917, 241.3168, 793.3093, 87.26178, 2392.692, 698.455, 824.1536, 2160.074, 587.5621, 1171.567, 299.294, 725.7432, 871.2586, 48.37251, 616.7886, 819.7155, 1544.412, 1434.794, 49.36782, 1.509084, 2415.323, 667.278, 450.8503, 1556.566, 1382.632, 339.6357, 2725.164, 698.2335, 2.635617, 48.39109, 4243.083, 672.5976, 1708.134, 2416.378, 1741.66, 2347.853, 1153.347, 560.6185, 2249.698, 620.3995, 1530.414, 2443.923, 1215.691, 4639.463, 916.6594, 1085.652, 1100.326
173, 1406.755, 89.64414, 12.84282, 431.7629, 2996.067, 489.9464, 229.1342, 763.5952, 83.52019, 2363.011, 666.0621, 849.2495, 2126.584, 627.7753, 1162.976, 285.2245, 729.8192, 1013.213, 45.83655, 651.286, 781.4363, 1555.88, 1382.771, 46.89347, 1.439613, 2309.427, 634.263, 430.3576, 1544.055, 1389.574, 324.1203, 2859.23, 667.2047, 2.522115, 45.87162, 4138.621, 701.1435, 1634.464, 2461.808, 1667.413, 2246.977, 1189.826, 532.8633, 2151.387, 619.5186, 1539.764, 2338.435, 1199.828, 4450.521, 873.6626, 1031.482, 1043.767
173.1, 1335.882, 85.75172, 12.21963, 409.0145, 2887.245, 467.3896, 217.5667, 722.2373, 388.7036, 2408.905, 866.3834, 1013.065, 2045.357, 640.418, 1164.89, 271.8165, 831.4563, 1070.365, 43.43354, 620.5623, 972.1056, 1487.508, 1393.449, 44.54314, 1.37334, 2373.134, 762.4769, 410.7964, 1618.99, 1398.807, 378.3953, 2747.651, 637.5547, 2.413502, 43.48333, 4208.761, 728.4844, 1607.5, 2502.104, 1868.81, 2150.436, 1197.927, 506.4821, 2057.373, 591.8765, 1695.145, 2468.251, 1140.142, 4443.966, 954.6826, 980.0154, 1141.428
173.2, 1294.902, 82.02831, 11.62667, 387.4646, 2929.602, 445.8713, 288.9028, 752.65, 372.0369, 2297.042, 861.5369, 1077.221, 2144.167, 608.7826, 1248.527, 259.0388, 849.541, 1152.196, 41.15651, 591.288, 926.71, 1503.658, 1325.139, 42.31062, 1.310118, 2341.598, 724.7518, 570.4224, 1589.139, 1489.832, 733.7593, 2724.448, 678.4454, 2.309566, 41.21938, 4174.724, 832.0724, 1857.884, 2448.573, 1789.143, 2312.205, 1167.412, 481.4071, 1967.466, 565.4677, 1619.919, 2361.713, 1205.901, 4539.137, 1065.645, 931.1166, 1082.757
173.3, 1326.625, 78.46658, 11.06249, 367.0501, 2879.792, 425.3437, 274.3179, 711.8849, 356.0848, 2190.375, 1177.944, 1031.445, 2117.276, 578.7099, 1196.479, 246.8617, 1021.533, 1099.327, 38.99885, 563.3946, 1132.058, 1485.224, 1372.209, 40.18998, 1.249806, 2238.935, 688.8932, 601.1221, 1521.816, 1424.299, 700.2394, 2804.657, 705.2374, 2.210106, 39.0733, 4281.201, 788.8284, 1815.358, 2380.859, 1769.227, 2212.861, 1114.415, 457.5735, 1919.788, 610.1656, 1724.724, 2337.552, 1196.843, 4425.254, 1040.718, 884.6577, 1027.102
173.4, 1278.706, 113.6807, 10.52569, 353.7389, 2845.569, 405.7612, 260.4694, 673.3277, 340.8167, 2297.438, 1123.314, 987.6138, 2055.074, 550.1227, 1139.042, 235.257, 972.3214, 1187.345, 36.95431, 536.8171, 1079.193, 1589.304, 1422.633, 38.17564, 1.192271, 2140.772, 654.8088, 573.7991, 1639.431, 1527.389, 668.2507, 2848.76, 677.265, 2.114929, 37.03896, 4105.974, 747.8319, 1737.063, 2466.763, 1767.24, 2405.132, 1063.823, 434.9198, 1981.586, 582.9407, 1719.392, 2321.148, 1160.044, 4517.292, 1078.612, 840.5168, 974.3077
173.5, 1294.888, 108.7446, 10.01493, 335.1013, 2811.685, 387.0802, 289.324, 661.1043, 326.2032, 2227.146, 1071.217, 945.6454, 1964.339, 522.9478, 1168.438, 224.1979, 925.4802, 1132.863, 35.01695, 511.4933, 1028.797, 1543.513, 1352.893, 36.26225, 1.137384, 2115.255, 622.4108, 547.718, 1597.081, 1460.204, 637.7234, 2822.776, 647.168, 2.02385, 35.11054, 4214.576, 708.9661, 1662.145, 2443.714, 1761.264, 2301.796, 1015.529, 413.3876, 2099.825, 556.9306, 1701.467, 2430.823, 1102.338, 4473.679, 1028.019, 798.5785, 924.2269
173.6, 1229.652, 104.0228, 9.528962, 317.4457, 2807.332, 484.1613, 274.7178, 625.2975, 312.2163, 2123.724, 1139.96, 905.4604, 1921.109, 512.7029, 1112.348, 213.6586, 880.8954, 1108.999, 33.18116, 487.3642, 980.7539, 1475.685, 1377.58, 34.44476, 1.085024, 2080.714, 591.6157, 522.8223, 1615.977, 1395.973, 608.5906, 2870.267, 618.4084, 1.936694, 33.28252, 4136.1, 672.1201, 1878.546, 2341.414, 1759.738, 2202.899, 1081.511, 392.9215, 2008.063, 532.0811, 1625.96, 2403.677, 1122.136, 4528.544, 1007.362, 758.7327, 876.7204
173.7, 1263.914, 103.1179, 9.066572, 300.7203, 2794.012, 535.7026, 260.8491, 591.4301, 298.8292, 2339.437, 1087.091, 866.9832, 1959.816, 527.782, 1140.886, 203.6148, 872.2033, 1058.112, 31.44162, 517.9268, 934.9545, 1462.779, 1310.048, 32.71837, 1.035075, 2065.071, 562.3443, 499.0583, 1604.598, 1392.122, 634.7087, 2782.042, 590.927, 1.853292, 31.54967, 4244.371, 684.112, 1797.526, 2336.24, 1776.951, 2191.525, 1047.919, 373.4687, 1997.744, 508.3402, 1681.963, 2488.594, 1066.315, 4539.202, 983.4182, 720.875, 831.6558
173.8, 1200.237, 140.2011, 8.626619, 320.8021, 2675.395, 511.0393, 247.6804, 648.0941, 286.016, 2230.8, 1036.674, 952.4686, 1975.104, 501.7106, 1098.556, 194.0431, 981.5883, 1212.999, 29.79327, 493.4941, 891.2938, 1398.498, 1257.675, 31.07851, 0.9874248, 2026.475, 534.5212, 476.3744, 1601.763, 1330.887, 640.3381, 2664.628, 652.2311, 1.773481, 29.90705, 4252.524, 648.5577, 1720.001, 2314.533, 1735.514, 2347.746, 1000.346, 354.9789, 2028.304, 485.6587, 1741.145, 2465.543, 1013.272, 4594.302, 1011.176, 684.9062, 937.5341
