 , C000, C001, C002, C003, C004, C006, C007, C008, C009, C010, C012, C013, C016, C017, C018, C023, C025, C026, C028, C032, C034, C037, C041, C042, C044, C047, C048, C054, C055, C056, C057, C059, C061, C068, C069, C071, C072, C073, C075, C076, C079, C080, C081, C083, C085, C086, C088, C089, C092, C094, C098, C099, C100, C101, C102, C110, C112, C117, C118, C121, C123, C125, C126, C128, C131, C142
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
339.4, 339.2053, 165.8, 933.2344, 53.35322, 1138.759, 474.4527, 657.212, 230.9392, 187.8849, 1940.696, 1516.776, 387.6519, 291.4204, 718.5161, 426.6039, 1129.389, 1049.128, 1885.1, 129.2342, 773.4694, 1141.403, 210.4179, 1091.682, 1179.683, 706.1262, 546.1929, 1947.005, 593.2623, 1690.03, 1822.665, 158.9963, 1260.015, 9.324244, 487.2826, 147.0477, 862.0646, 42.16615, 9.355161e-05, 11.01615, 514.377, 707.683, 26.76662, 48.49195, 1506.899, 83.37986, 744.3739, 118.2532, 120.6539, 2831.184, 1547.978, 1.624186, 805.2977, 635.0632, 669.7542, 1551.614, 697.5874, 8.69265e-06, 455.1397, 1948.583, 0.004372665, 1140.963, 1826.452, 1078.503, 2081.115, 1013.264, 1201.928
339.5, 324.5641, 236.3022, 917.8548, 50.87141, 1089.482, 449.4189, 629.1626, 220.6319, 179.6393, 1988.44, 1449.855, 410.725, 279.0551, 681.6824, 407.2662, 1111.433, 1095.733, 1798.606, 123.2421, 734.7299, 1085.161, 200.0303, 1055.791, 1166.552, 686.3123, 552.0978, 2073.563, 568.0389, 1618.979, 1755.61, 152.5167, 1268.484, 8.939773, 470.3431, 140.5571, 887.1797, 40.37366, 8.976984e-05, 10.54754, 489.1162, 675.3147, 25.53754, 46.43392, 1624.623, 79.89846, 839.5362, 113.3729, 115.0692, 2927.929, 1631.823, 1.555319, 892.7435, 650.1964, 640.0873, 1639.719, 666.6022, 8.339031e-06, 435.405, 1864.783, 0.004192804, 1227.652, 1751.306, 1029.982, 2207.189, 968.9988, 1233.855
339.6, 310.5549, 251.9632, 879.5922, 48.50504, 1138.536, 425.7061, 620.9947, 294.7618, 171.7556, 1940.611, 1385.887, 393.2658, 267.2144, 727.1559, 388.8051, 1104.328, 1048.431, 1730.268, 117.5277, 697.9307, 1114, 238.0954, 1037.569, 1186.554, 694.864, 539.3679, 1985.801, 777.3469, 1628.571, 1760.209, 146.3011, 1258.736, 8.571154, 505.8257, 134.353, 840.934, 38.65736, 8.614094e-05, 10.09888, 465.096, 722.2106, 24.3649, 44.46323, 1554.223, 76.56242, 803.6715, 108.694, 109.743, 2822.892, 1557.157, 1.489372, 855.1724, 724.4771, 611.7346, 1567.256, 636.9932, 7.999798e-06, 416.526, 1901.29, 0.004020342, 1174.53, 1679.251, 1053.909, 2182.68, 990.4887, 1350.424
339.7, 372.3234, 242.0509, 937.4283, 46.24874, 1089.269, 412.7958, 612.3254, 281.6059, 164.2179, 2019.991, 1404.065, 415.5051, 255.8762, 787.3252, 371.1808, 1222.962, 1003.172, 1735.832, 112.0784, 662.9747, 1059.109, 226.3414, 1011.96, 1143.435, 665.7341, 542.0753, 1901.754, 744.2968, 1648.857, 1681.688, 140.3388, 1246.683, 8.217735, 485.4806, 128.4227, 849.3326, 37.01403, 8.265873e-05, 9.669291, 569.831, 689.1778, 23.2461, 42.57618, 1634.025, 73.36567, 769.3389, 104.2082, 104.6633, 2814.09, 1651.238, 1.426221, 819.1825, 694.7268, 584.6378, 1583.65, 670.158, 7.674365e-06, 398.4656, 1819.524, 0.003854974, 1276.342, 1840.608, 1084.565, 2181.611, 1025.077, 1405.226
339.8, 356.2527, 230.8861, 940.0864, 44.0974, 1093.214, 400.513, 641.9641, 335.8595, 157.011, 2004.234, 1387.618, 397.8428, 245.0191, 763.8947, 379.0829, 1171.395, 999.6887, 1656.187, 106.8817, 629.7694, 1006.922, 215.1677, 998.5234, 1091.177, 668.6912, 607.9504, 1968.625, 712.6519, 1586.841, 1782.587, 134.6194, 1304.115, 7.878889, 489.8524, 122.7542, 920.3366, 35.44056, 7.931729e-05, 9.257981, 541.8469, 657.6559, 22.17868, 40.76922, 1695.477, 70.3024, 803.3824, 99.90751, 99.81874, 2837.737, 1672.851, 1.365747, 906.4366, 666.1982, 638.8622, 1537.046, 714.2809, 7.36217e-06, 381.1883, 1741.274, 0.003696407, 1275.377, 1764.879, 1035.771, 2087.122, 1072.808, 1334.781
339.9, 340.8758, 252.8924, 944.6902, 42.04613, 1045.908, 379.3806, 655.3233, 320.8694, 150.1203, 1919.204, 1342.306, 380.9312, 234.6226, 724.7347, 389.4478, 1176.21, 1031.568, 1580.196, 101.926, 598.2272, 1042.412, 252.4484, 1013.164, 1085.086, 640.6586, 579.9158, 1922.748, 682.3525, 1690.86, 1751.855, 129.1332, 1283.977, 7.554014, 555.6616, 117.3359, 872.3625, 33.93397, 7.611093e-05, 8.864167, 636.4174, 732.7844, 21.16027, 39.03894, 1622.006, 67.36703, 857.5919, 95.78432, 95.19842, 2872.227, 1629.236, 1.307838, 868.2892, 638.8411, 610.5637, 1542.233, 682.5541, 7.062676e-06, 364.6601, 1745.554, 0.003544363, 1358.607, 1692.266, 1052.16, 2154.191, 1025.942, 1267.867
340, 352.4903, 241.2276, 954.991, 40.09029, 1095.305, 359.3632, 627.3546, 324.7433, 143.5321, 1986.839, 1367.267, 396.8014, 224.6673, 867.0974, 371.7944, 1231.01, 987.0361, 1605.493, 97.20003, 653.8489, 1043.885, 239.9858, 1026.649, 1124.097, 613.8011, 594.7256, 1841.37, 653.3412, 1619.775, 1685.351, 123.8706, 1229.632, 7.242536, 533.3119, 112.1568, 944.6345, 32.49142, 7.303418e-05, 8.487105, 605.1633, 699.268, 20.18863, 37.3821, 1570.468, 64.55422, 820.9559, 91.83129, 90.79195, 2749.596, 1644.028, 1.252385, 831.7473, 782.7974, 583.5187, 1520.93, 742.9814, 6.775365e-06, 542.5852, 1832.501, 0.003398573, 1438.22, 1720.73, 1120.303, 2251.689, 1127.907, 1252.371
340.1, 337.2757, 311.4834, 954.3544, 38.22542, 1273.266, 362.8568, 600.5795, 315.4069, 137.233, 2055.717, 1344.895, 379.9341, 225.3725, 856.4669, 430.4466, 1281.728, 1103.448, 1647.016, 92.6932, 650.3591, 1002.705, 228.1385, 1084.345, 1136.415, 616.1534, 567.3009, 1947.51, 625.5635, 1551.678, 1733.371, 118.8224, 1367.095, 6.9439, 603.4962, 107.2062, 895.3939, 31.1102, 7.008181e-05, 8.126083, 575.4441, 851.1157, 19.2616, 35.79558, 1676.521, 61.85886, 809.2301, 88.0414, 86.58945, 2851.829, 1568.803, 1.199282, 928.1901, 750.6522, 557.6718, 1588.295, 709.9799, 6.499742e-06, 519.0589, 1753.694, 0.00325878, 1375.986, 1701.518, 1215.202, 2154.164, 1078.633, 1351.54
340.2, 401.1872, 297.116, 991.0629, 36.4473, 1284.545, 343.7112, 574.9471, 323.8138, 131.2104, 2003.788, 1352.575, 363.7838, 215.8096, 843.2168, 410.9347, 1313.685, 1055.813, 1571.446, 88.39534, 617.7856, 1011.418, 216.876, 1085.016, 1093.893, 590.3232, 690.1971, 1865.084, 598.9667, 1646.949, 1789.246, 113.98, 1396.388, 6.657578, 638.7271, 102.4742, 848.72, 29.7877, 6.724878e-05, 7.780418, 547.1843, 845.6364, 18.37714, 34.27639, 1645.021, 59.27604, 905.4471, 84.40793, 82.58148, 2790.513, 1587.183, 1.148431, 889.1273, 853.6068, 532.9697, 1644.243, 678.4442, 6.235332e-06, 496.5527, 1678.275, 0.003124737, 1487.524, 1631.512, 1160.53, 2209.295, 1031.512, 1375.27
340.3, 383.8707, 299.5435, 996.575, 34.75189, 1249.093, 325.5759, 550.4088, 382.5442, 125.452, 1918.777, 1292.899, 348.32, 206.6525, 892.2416, 405.4319, 1347.747, 1063.991, 1628.611, 84.29675, 586.8437, 961.5808, 206.1695, 1030.73, 1120.988, 619.331, 658.3699, 1786.146, 739.0012, 1672.296, 1776.707, 109.3349, 1337.285, 6.383063, 615.6492, 97.95104, 897.1703, 28.52142, 6.453029e-05, 7.449457, 592.6953, 806.9583, 17.53329, 32.82167, 1573.737, 56.80106, 903.5908, 80.92441, 78.75903, 2867.268, 1635.47, 1.099737, 851.7084, 818.5538, 509.3617, 1571.58, 710.9597, 5.981678e-06, 475.0224, 1703.692, 0.002996207, 1566.536, 1609.805, 1228.965, 2260.487, 1081.93, 1306.326
340.4, 367.3016, 295.5663, 955.0308, 33.13535, 1195.042, 345.6117, 526.9177, 365.4704, 119.9464, 2068.76, 1235.856, 333.5136, 230.2833, 846.5022, 429.1353, 1290.919, 1018.059, 1559.455, 80.38821, 617.4844, 914.1997, 195.9916, 979.1592, 1115.954, 593.3676, 628.0103, 1710.549, 707.5815, 1601.991, 1861.803, 104.8791, 1280.684, 6.119867, 712.5714, 93.62754, 896.3538, 27.30896, 6.192168e-05, 7.132574, 563.5883, 864.0052, 16.72819, 31.4287, 1760.612, 54.42942, 967.5455, 77.58465, 75.11349, 2778.376, 1640.992, 1.053107, 1021.012, 784.9403, 486.7995, 1570.081, 679.3805, 5.738342e-06, 454.4256, 1688.037, 0.002872965, 1498.75, 1616.104, 1173.674, 2237.888, 1034.665, 1309.383
340.5, 351.4478, 319.3488, 926.6258, 31.594, 1161.67, 385.5554, 530.7974, 349.1587, 114.6824, 2068.546, 1277.981, 399.1115, 220.5121, 803.1075, 409.6828, 1346.8, 974.1107, 1561.76, 76.66089, 586.5575, 924.8568, 186.3161, 1121.368, 1075.393, 568.4927, 611.8694, 1699.598, 677.4976, 1569.272, 1778.751, 100.6049, 1331.386, 5.867523, 683.9105, 89.49487, 892.9608, 26.14805, 5.941852e-05, 6.82917, 535.9108, 824.4869, 15.96006, 30.09484, 1735.985, 52.1568, 926.2123, 74.38272, 71.63671, 2771.631, 1635.465, 1.008454, 978.0428, 825.4359, 537.4394, 1540.056, 649.2039, 5.504905e-06, 434.7218, 1694.163, 0.002754791, 1456.312, 1581.629, 1120.871, 2228.102, 989.4647, 1382.862
340.6, 336.2782, 315.2617, 902.9613, 30.12435, 1150.882, 365.2122, 554.7422, 333.575, 109.6494, 2068.338, 1221.596, 382.146, 211.1555, 761.9374, 391.1122, 1290.012, 976.0386, 1490.102, 73.10639, 557.1796, 922.3953, 213.6063, 1106.317, 1095.229, 581.1734, 588.2313, 1842.534, 741.0064, 1610.49, 1801.955, 96.50488, 1328.124, 5.625584, 770.6636, 85.54462, 857.4559, 25.03649, 5.701656e-05, 6.538672, 634.9557, 820.9998, 15.2272, 28.8176, 1660.759, 49.97906, 886.6448, 71.31294, 68.32085, 2809.413, 1560.632, 0.9656945, 936.8818, 841.761, 513.6335, 1523.245, 750.058, 5.280965e-06, 534.2149, 1621.304, 0.002641479, 1431.413, 1575.31, 1070.444, 2186.587, 946.239, 1417.893
340.7, 373.9993, 300.72, 888.8807, 28.72306, 1126.977, 345.9424, 531.0662, 318.6868, 104.8373, 2112.078, 1167.699, 365.9016, 202.1959, 774.0221, 373.3833, 1321.91, 933.9039, 1439.491, 69.71671, 529.2731, 893.0451, 203.0612, 1122.837, 1045.175, 556.8096, 602.7046, 1764.551, 709.5014, 1542.784, 1853.724, 92.57195, 1403.243, 5.393621, 739.6661, 81.76872, 826.6321, 23.97218, 5.471169e-05, 6.260532, 625.6918, 843.9335, 14.52799, 27.59456, 1691.858, 47.89227, 938.9868, 68.36985, 65.15848, 2776.075, 1600.015, 0.9247481, 1089.042, 920.8687, 540.8793, 1498.47, 716.7421, 5.066134e-06, 511.0515, 1610.225, 0.002532827, 1369.474, 1618.49, 1022.285, 2243.386, 988.0995, 1385.853
340.8, 369.1974, 286.8491, 883.7728, 27.38696, 1165.25, 327.6893, 508.4006, 304.4631, 100.2364, 2043.186, 1184.87, 411.3218, 220.0494, 734.343, 356.4581, 1320.633, 911.8073, 1473.042, 66.48418, 580.4776, 949.0808, 245.1162, 1105.915, 1094.868, 533.4672, 580.2912, 1721.926, 679.3359, 1570.803, 1771.032, 88.79931, 1397.635, 5.171223, 772.8597, 78.1595, 812.9184, 22.95312, 5.25e-05, 5.994223, 662.2852, 923.6945, 13.86089, 26.42343, 1708.658, 45.8926, 980.837, 65.54822, 174.3721, 2711.327, 1693.787, 0.8855379, 1043.21, 883.0536, 516.921, 1583.462, 766.3279, 4.860043e-06, 544.4834, 1688.516, 0.002428644, 1430.01, 1551.9, 1159.756, 2146.221, 1036.732, 1356.183
340.9, 353.2617, 326.4477, 846.931, 26.11301, 1184.784, 310.3993, 486.7025, 290.8743, 95.83738, 1991.308, 1173.739, 393.8373, 210.7125, 696.698, 445.1094, 1264.949, 944.3951, 1422.938, 63.40154, 551.4042, 939.9106, 233.0156, 1050.583, 1098.606, 511.1034, 659.1447, 1704.944, 854.1143, 1617.944, 1692.028, 85.18042, 1338.479, 4.957995, 741.7739, 74.70958, 800.3035, 21.97738, 5.037771e-05, 5.739243, 629.7607, 1044.879, 13.22442, 25.30199, 1742.942, 43.97642, 1023.579, 62.84304, 166.3009, 2817.069, 1616.285, 0.8479902, 999.3062, 846.7915, 578.3114, 1609.023, 732.2894, 4.662335e-06, 520.8748, 1698.567, 0.002328747, 1499.35, 1637.525, 1205.022, 2153.847, 1010.672, 1304.118
341, 352.1307, 311.39, 929.6453, 24.89832, 1133.515, 294.0216, 465.9303, 277.892, 91.63143, 2061.948, 1169.291, 377.096, 201.7717, 737.6122, 424.9329, 1346.862, 1054.405, 1424.456, 60.46183, 608.3566, 929.1539, 221.5123, 1049.081, 1101.691, 489.6771, 628.7494, 1754.886, 817.8004, 1549.924, 1679.933, 81.70901, 1400.246, 4.75356, 711.9385, 71.41194, 758.5864, 21.04311, 4.834122e-05, 5.495108, 598.8336, 997.0879, 12.61718, 24.22816, 1667.415, 42.14025, 979.8523, 60.2495, 158.6033, 2797.331, 1574.957, 0.8120345, 1042.101, 812.0184, 573.855, 1537.917, 699.7628, 4.472671e-06, 498.2899, 1625.519, 0.002232959, 1483.351, 1570.151, 1150.809, 2189.411, 1166.215, 1462.615
341.1, 426.0155, 297.0269, 961.2528, 23.74013, 1084.465, 278.5081, 467.38, 265.489, 87.61007, 1974.47, 1231.142, 361.0664, 196.7555, 753.1999, 424.8943, 1290.072, 1008.887, 1380.317, 57.65843, 577.8868, 1083.668, 210.577, 1068.969, 1088.775, 469.149, 632.8884, 1823.165, 783.0305, 1484.764, 1664.208, 78.37907, 1395.456, 4.557554, 744.1584, 68.25986, 743.3384, 20.14856, 4.638705e-05, 5.261359, 639.505, 1073.864, 12.03782, 23.1999, 1772.097, 40.38075, 937.9933, 57.763, 151.2621, 2712.897, 1539.346, 0.7776034, 998.2445, 915.1749, 548.4361, 1603.029, 784.2994, 4.290722e-06, 476.6842, 1743.542, 0.002141111, 1462.401, 1616.87, 1136.346, 2094.584, 1115.267, 1480.667
341.2, 407.6273, 283.3263, 921.1811, 22.63582, 1107.89, 263.813, 482.34, 253.6397, 83.76519, 2027.015, 1176.824, 345.7181, 188.4069, 780.5607, 405.6341, 1245.974, 965.3342, 1316.984, 54.98501, 639.3347, 1030.271, 200.1815, 1154.726, 1182.173, 486.8769, 615.0354, 1787.278, 749.7388, 1563.868, 1756.887, 75.18484, 1372.101, 4.369629, 714.2271, 65.2469, 805.8664, 19.29204, 4.451187e-05, 5.037552, 754.5637, 1122.611, 11.48506, 22.21528, 1741.153, 38.69471, 962.2507, 55.37912, 144.2606, 2790.288, 1565.095, 0.7446322, 1070.826, 960.4753, 628.0858, 1532.188, 812.4561, 4.116174e-06, 532.6453, 1668.56, 0.002053041, 1536.467, 1550.346, 1165.259, 2138.575, 1066.546, 1492.988
341.3, 390.0328, 270.2577, 950.8815, 21.58287, 1059.949, 249.8934, 461.754, 242.3192, 80.08904, 2042.475, 1124.902, 448.008, 180.4126, 740.5464, 387.247, 1390.345, 923.6616, 1352.567, 52.43555, 692.0432, 979.5051, 190.2991, 1096.952, 1225.92, 555.2943, 596.4775, 1792.937, 717.8625, 1586.765, 1678.515, 72.12079, 1409.765, 4.189454, 685.4996, 62.36694, 763.8593, 18.47193, 4.27125e-05, 4.823266, 717.5074, 1137.09, 10.95769, 21.27245, 1726.988, 37.07907, 921.1437, 53.09362, 137.5832, 2683.406, 1630.823, 0.7130591, 1025.761, 921.0339, 600.2646, 1565.311, 874.7861, 3.948728e-06, 509.55, 1596.802, 0.001968593, 1469.982, 1552.702, 1151.351, 2264.037, 1087.385, 1418.143
341.4, 373.1978, 259.6257, 922.5739, 20.57891, 1061.811, 236.7082, 442.0467, 231.504, 76.57423, 1989.147, 1130.926, 428.964, 172.7574, 702.5834, 369.6933, 1331.721, 948.5772, 1290.508, 50.00429, 657.382, 931.2408, 180.9047, 1057.785, 1169.892, 532.0154, 604.3633, 1717.053, 687.3416, 1599.484, 1603.638, 69.18161, 1430.689, 4.016708, 657.9276, 59.6141, 790.7397, 17.68669, 4.098587e-05, 4.618095, 682.2711, 1129.327, 10.45453, 20.36963, 1652.152, 35.5309, 1033.15, 50.90244, 131.2148, 2705.426, 1556.202, 0.6828247, 1045.207, 883.2121, 573.6759, 1568.614, 835.9301, 3.788093e-06, 487.4561, 1594.675, 0.001887619, 1406.374, 1599.172, 1099.552, 2165.977, 1069.86, 1347.05
341.5, 357.0894, 247.6502, 918.5402, 19.62164, 1015.864, 224.2187, 423.1805, 221.1715, 73.21368, 2059.119, 1081.03, 410.7295, 165.4271, 666.5665, 352.9354, 1289.041, 985.6016, 1231.295, 47.68577, 624.4568, 885.3547, 171.974, 1048.928, 1116.425, 509.7125, 613.1132, 1667.809, 658.1182, 1532.24, 1735.772, 66.36221, 1370.135, 3.851085, 667.4534, 56.98277, 806.3447, 16.93482, 3.932903e-05, 4.421651, 648.7651, 1146.52, 9.974474, 19.50513, 1651.595, 34.04736, 1028.459, 48.80169, 125.1413, 2790.957, 1568.927, 0.6538723, 1081.661, 903.1079, 702.9421, 1499.292, 798.8, 3.633992e-06, 466.3202, 1637.767, 0.001809976, 1345.519, 1604.916, 1145.194, 2202.203, 1141.328, 1477.486
341.6, 406.0974, 236.2272, 950.5259, 18.70891, 1088.861, 212.3881, 487.3074, 211.3001, 70.0006, 1971.761, 1116.569, 397.044, 158.4079, 747.2565, 336.937, 1527.754, 943.0541, 1174.8, 45.47475, 648.5533, 906.5493, 163.4842, 1058.756, 1092.847, 488.3445, 584.8405, 1597.22, 630.1374, 1494.725, 1658.341, 63.65771, 1312.144, 3.692291, 715.0773, 54.46758, 764.3126, 16.21492, 3.773917e-05, 4.233564, 616.9046, 1196.614, 9.516462, 18.67731, 1686.991, 32.62576, 984.5238, 46.78764, 119.3488, 2840.56, 1643.545, 0.6261474, 1036.139, 887.8696, 671.8052, 1433.035, 763.3191, 3.486161e-06, 446.1007, 1636.515, 0.001735526, 1418.381, 1538.885, 1093.672, 2221.864, 1141.24, 1403.418
341.7, 388.569, 225.331, 910.9014, 17.83863, 1041.744, 201.1818, 466.5095, 201.8693, 66.92853, 2045.607, 1067.306, 380.1664, 151.6864, 744.98, 321.6639, 1517.973, 902.3433, 1120.896, 43.36624, 673.9052, 909.0698, 155.4135, 1005.784, 1154.929, 467.8722, 667.543, 1677.61, 603.3462, 1431.886, 1679.475, 61.06343, 1325.961, 3.540045, 686.3157, 52.06341, 837.0474, 15.52562, 3.621359e-05, 4.053478, 586.6088, 1232.655, 9.079482, 17.88464, 1769.536, 31.26352, 1081.466, 127.0625, 113.8245, 2818.62, 1568.343, 0.5995981, 1076.367, 851.4097, 642.0475, 1572.849, 729.4142, 3.344344e-06, 426.7579, 1566.136, 0.001664139, 1357.006, 1583.424, 1192.621, 2437.495, 1091.384, 1333.063
341.8, 371.7971, 214.9374, 950.0354, 17.00884, 1035.144, 286.5651, 446.5992, 192.8595, 63.99128, 2031.489, 1040.87, 364.0062, 222.2205, 706.7897, 307.0831, 1462.698, 863.3899, 1118.72, 41.3555, 640.1525, 864.2762, 147.7412, 1031.76, 1102.145, 448.2582, 636.7604, 1606.607, 688.2914, 1497.631, 1646.308, 58.57488, 1329.87, 3.394076, 658.7109, 49.76536, 899.2311, 14.86562, 3.474967e-05, 3.881052, 557.8007, 1176.275, 8.662567, 17.1256, 1790.729, 29.95816, 1060.348, 121.8186, 108.5559, 2698.278, 1496.581, 0.5741745, 1031.068, 845.5927, 613.608, 1610.115, 697.0153, 3.208295e-06, 467.2146, 1498.783, 0.001595688, 1298.286, 1518.277, 1188.594, 2331.923, 1076.324, 1297.173
341.9, 355.7492, 205.0233, 979.0165, 16.21764, 990.3509, 271.445, 427.5386, 184.2518, 61.18294, 2155.4, 1095.169, 358.8435, 216.1007, 670.5572, 356.9919, 1486.826, 826.1181, 1156.649, 39.43799, 608.0902, 848.1901, 140.4477, 980.1379, 1051.774, 429.4665, 607.3973, 1538.609, 783.2682, 1494.165, 1660.729, 56.18774, 1273.583, 3.254127, 657, 47.56874, 852.3572, 14.23368, 3.334493e-05, 3.715961, 530.4074, 1122.474, 8.264796, 16.39878, 1761.867, 28.70731, 1015.051, 116.7912, 103.5312, 2766.201, 1497.839, 0.5498289, 987.6755, 835.9774, 586.4282, 1538.959, 784.1184, 3.077781e-06, 698.0151, 1613.383, 0.001530053, 1242.108, 1529.691, 1166.412, 2314.694, 1089.705, 1268.721
342, 340.394, 195.5664, 938.2043, 15.46325, 947.496, 257.1226, 409.2916, 176.0282, 58.49785, 2063.957, 1046.85, 343.5898, 226.6318, 636.1821, 340.8097, 1450.015, 790.4553, 1103.579, 37.60939, 622.3682, 806.3962, 133.5142, 950.8928, 1070.549, 458.2156, 593.3812, 1703.744, 749.9664, 1480.929, 1619.594, 53.89789, 1360.456, 3.119947, 630.5743, 45.46909, 865.342, 13.6286, 3.199698e-05, 3.557893, 504.3594, 1204.215, 7.885291, 15.7028, 1817.075, 27.50867, 971.6879, 111.9712, 98.73902, 2682.553, 1429.304, 0.5265157, 946.1092, 880.9536, 560.4523, 1470.949, 803.0272, 2.952576e-06, 667.7495, 1543.999, 0.001467117, 1188.361, 1466.754, 1113.935, 2214.441, 1042.1, 1293.719
342.1, 389.4924, 236.5327, 899.0934, 14.74395, 1010.872, 243.556, 391.8233, 168.1717, 55.9306, 2125.12, 1000.662, 328.9844, 217.0156, 603.5692, 325.361, 1397.493, 756.332, 1052.943, 35.86557, 591.1967, 766.6617, 126.923, 903.3169, 1021.622, 528.2608, 591.4055, 1631.635, 718.0804, 1484.926, 1547.346, 51.70135, 1302.874, 2.991301, 605.2115, 43.4621, 820.2346, 13.04924, 3.070351e-05, 3.406548, 734.4103, 1183.425, 7.523211, 15.03636, 1738.336, 26.36009, 1007.082, 107.3501, 94.16868, 2790.132, 1461.306, 0.5041909, 1015.817, 844.7776, 535.6271, 1512.747, 767.3586, 2.832465e-06, 638.7961, 1549.292, 0.00140677, 1136.939, 1627.228, 1105.066, 2288.429, 1068.83, 1266.649
342.2, 372.6807, 225.6224, 924.225, 14.05811, 991.7272, 230.7051, 375.1005, 160.6658, 53.47601, 2089.215, 1030.875, 314.9999, 207.8073, 634.9485, 310.6126, 1454.628, 723.6818, 1015.797, 34.20261, 805.8144, 827.17, 120.6573, 881.1185, 1083.419, 506.1152, 564.1339, 1562.578, 687.5502, 1551.253, 1478.321, 49.59434, 1297.066, 2.867959, 627.8801, 41.54371, 777.4785, 12.49452, 2.946234e-05, 3.261641, 698.3438, 1225.398, 7.177758, 14.39821, 1663.008, 25.25947, 964.0594, 102.9198, 89.80988, 2738.175, 1414.41, 0.4828126, 973.0659, 854.2924, 511.9014, 1445.894, 799.8368, 2.71724e-06, 611.0981, 1482.664, 0.001348906, 1397.108, 1617.3, 1055.349, 2297.92, 1055.481, 1255.511
342.3, 396.3694, 239.5036, 935.032, 13.40417, 948.8128, 218.5324, 359.0915, 153.495, 51.12915, 2035.462, 1063.272, 301.6099, 198.9898, 602.3989, 296.5327, 1393.294, 815.5256, 969.1893, 32.61675, 765.455, 786.4119, 114.7008, 837.0336, 1134.22, 484.898, 557.4543, 1671.117, 658.318, 1486.037, 1565.374, 47.57319, 1374.631, 2.749703, 602.6256, 39.71, 809.608, 11.96337, 2.827134e-05, 3.122898, 664.0485, 1202.565, 6.848167, 13.78714, 1736.823, 24.2048, 1045.391, 98.67227, 85.65284, 2783.356, 1478.081, 0.4623409, 960.5378, 859.4104, 489.2267, 1536.659, 806.9193, 2.606702e-06, 584.6011, 1496.203, 0.001293421, 1429.951, 1550.759, 1171.712, 2327.432, 1160.467, 1282.243
342.4, 379.2609, 228.4563, 896.0534, 12.78066, 917.7095, 207.0019, 343.7657, 242.8741, 48.88528, 2188.943, 1016.36, 288.789, 190.5464, 571.5178, 283.0911, 1379.951, 834.9018, 1028.905, 31.10443, 727.1169, 747.6622, 109.0384, 795.1544, 1125.483, 464.5703, 548.5117, 1600.388, 630.3286, 1423.563, 1495.545, 45.63441, 1316.449, 2.636323, 595.2073, 37.95722, 767.4059, 11.45481, 2.712848e-05, 2.990057, 631.4374, 1221.07, 6.53371, 13.202, 1785.128, 23.19416, 1000.732, 94.60006, 81.68822, 2681.371, 1410.45, 0.4427372, 1039.637, 824.1191, 467.5564, 1538.8, 771.0777, 2.500661e-06, 559.2531, 1506.514, 0.001240219, 1442.18, 1598.38, 1118.998, 2226.626, 1109.771, 1330.214
342.5, 392.1105, 217.9186, 858.6996, 12.18614, 980.9897, 196.0798, 329.094, 232.0341, 46.73988, 2096.077, 971.5182, 296.5901, 182.4613, 671.2327, 270.2588, 1321.765, 798.8598, 1031.527, 29.66222, 690.699, 710.8218, 103.6555, 943.2523, 1074.045, 445.0948, 523.218, 1558.162, 683.6375, 1363.715, 1575.573, 43.77464, 1260.73, 2.527618, 584.3013, 36.28181, 727.4036, 10.96786, 2.603183e-05, 2.862867, 600.4279, 1234.19, 6.233693, 12.6417, 1773.556, 22.22572, 957.9815, 90.69591, 77.9071, 2752.392, 1443.626, 0.4239647, 995.8842, 790.2771, 446.8459, 1470.796, 736.8282, 2.398933e-06, 535.004, 1471.56, 0.001189205, 1479.06, 1532.617, 1068.654, 2282.63, 1096.369, 1391.347
342.6, 410.709, 207.8669, 822.9031, 11.61928, 973.5027, 185.7339, 315.0485, 221.6779, 44.68864, 2007.151, 928.6545, 298.6274, 174.7192, 636.823, 258.0081, 1297.501, 790.8667, 988.4264, 28.28689, 656.1052, 727.1, 98.53836, 896.0587, 1024.958, 426.4356, 499.0907, 1492.215, 697.5916, 1399.945, 1594.397, 41.99067, 1310.744, 2.423395, 641.5073, 34.68035, 689.4865, 10.50161, 2.49795e-05, 2.741087, 751.791, 1364.331, 5.947452, 12.10518, 1771.262, 21.29772, 963.6949, 86.95288, 131.9486, 2634.878, 1492.698, 0.4059882, 953.9724, 982.9211, 427.0529, 1405.798, 803.4543, 2.301344e-06, 511.8065, 1515.843, 0.00114029, 1492.54, 1469.56, 1076.195, 2226.807, 1048.473, 1399.517
