 , C002, C005, C011, C015, C018, C019, C021, C022, C023, C024, C025, C029, C037, C038, C039, C041, C044, C045, C048, C050, C064, C068, C071, C076, C078, C080, C083, C085, C090, C094, C104, C106, C110, C113, C120, C121, C126, C130, C139
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 124.0151, 0, 0, 0, 45.91995, 41.84177, 0, 0, 0, 0, 67.03503, 0, 0, 0, 0, 64.41101, 16.12219, 0, 0, 59.92285, 0, 191.0891, 0, 217.3477, 112.636, 0, 49.51892, 0, 0, 35.30615, 0, 0, 0, 0, 78.9325, 67.29126, 121.1021
0.2, 34.77087, 0, 117.8656, 45.74457, 0, 43.84302, 43.92209, 115.6298, 118.1525, 3.703491, 0, 98.25751, 63.98999, 0, 40.40759, 86.83179, 0, 60.50128, 33.35107, 62.789, 0, 57.28107, 0, 182.3232, -6.103516e-05, 257.8906, 136.9337, 0, 47.48242, 44.25659, 0, 73.2157, 0, 137.6393, 0, 0, 75.31909, 120.7776, 115.9906
0.3, 33.23999, 0, 140.0875, 60.91742, 92.78192, 103.6742, 102.9651, 126.2798, 164.0175, 37.96747, 0, 93.85727, 61.08328, 3.051758e-05, 90.63855, 114.402, 0, 56.82886, 89.59851, 60.02789, 0, 91.7337, 3.051758e-05, 173.9595, 94.63251, 355.5164, 164.463, 1.525879e-05, 45.52972, 42.42975, 39.93231, 184.4165, 0, 131.6121, 64.00165, 0, 148.0436, 115.4044, 162.8372
0.4, 31.77649, 0, 237.1852, 257.1104, 88.83215, 99.15082, 98.48529, 199.9135, 221.5473, 36.40936, 0, 228.7815, 58.30862, 3.051758e-05, 86.862, 109.6336, -7.629395e-06, 273.1463, 204.9296, 91.41205, 0, 87.68958, 49.57074, 165.9795, 101.4438, 413.4619, 213.8333, 16.13107, 43.65723, 103.3863, 67.45044, 266.8934, 0, 125.8488, 117.8356, 0, 141.2665, 155.5301, 227.6495
0.5, 30.37744, 0, 225.424, 245.7059, 166.4666, 94.82477, 94.20041, 349.0798, 241.1163, 34.91516, 0, 218.5361, 55.66, 3.051758e-05, 83.24286, 181.7589, -7.629395e-06, 292.4227, 196.5291, 138.4626, 0, 185.4136, 47.44095, 158.3655, 148.5394, 482.1938, 230.7856, 15.47736, 121.6111, 125.6049, 84.27771, 440.5579, 0, 120.3378, 113.012, 0, 278.363, 246.9765, 267.377
0.6, 81.84558, 0, 214.2461, 234.8073, 159.3801, 223.1324, 90.10193, 333.3824, 228.9693, 94.70227, 0, 208.7496, 53.13168, 3.051758e-05, 156.0416, 174.183, -7.629395e-06, 360.6392, 295.3269, 132.3739, 0, 279.7341, 45.40262, 151.1008, 140.7707, 590.5201, 220.3883, 14.85014, 116.6097, 120.42, 118.2653, 422.6636, 0, 115.0682, 108.3859, 0, 280.5046, 257.0795, 390.8251
0.7, 288.5664, 0, 346.8624, 224.3921, 242.5753, 213.3968, 189.5899, 465.1896, 364.0083, 115.5611, 0, 199.4012, 50.7182, 225.599, 157.1183, 330.6772, 105.7733, 470.2389, 404.3091, 126.5529, 0, 267.4019, 43.45187, 144.1694, 212.1862, 685.2048, 298.2988, 14.24837, 179.1647, 220.5964, 113.1661, 405.496, 0, 207.5591, 103.949, 0, 353.0797, 313.0629, 441.6127
0.8, 336.9446, 0, 329.6627, 214.4388, 325.2411, 335.2307, 181.3412, 539.0848, 345.6702, 110.8185, 0, 190.4716, 141.0908, 267.1144, 250.5145, 335.3071, 101.3248, 490.8851, 421.2526, 120.9878, 0, 255.6133, 218.6992, 137.5559, 328.821, 823.8043, 347.9178, 13.67094, 171.7964, 220.785, 138.2309, 476.976, 0, 343.6848, 99.69391, 0, 442.6498, 465.2822, 520.6322
0.9, 451.8966, 0, 353.125, 204.9271, 422.2432, 440.777, 173.4514, 636.5898, 345.8975, 184.0979, 0, 181.9419, 316.5361, 303.7649, 240.0766, 321.3312, 97.06344, 489.7225, 581.2186, 115.6675, 1.525879e-05, 379.2664, 209.3028, 131.2458, 494.5015, 920.2416, 346.6743, 13.11693, 211.0354, 267.5974, 186.0412, 492.3597, 117.5734, 407.3087, 174.3088, 0, 422.3862, 500.9803, 643.5743
1, 461.2231, 7.629395e-06, 409.1968, 195.8373, 518.492, 421.5454, 197.253, 607.9636, 368.7863, 206.8148, 0, 173.7941, 473.258, 375.3148, 230.0736, 338.6898, 92.98126, 630.3485, 566.1584, 110.5811, 1.525879e-05, 362.5462, 200.3101, 125.2251, 494.4665, 981.2284, 500.1472, 12.58536, 202.3564, 367.1774, 267.9507, 590.0328, 140.4096, 389.4726, 167.1735, -3.051758e-05, 484.8712, 518.3102, 670.5393
1.1, 440.9161, 0, 388.9062, 187.1507, 496.4196, 527.469, 271.7239, 580.6246, 442.8841, 198.3272, 0, 323.0901, 785.5952, 358.5833, 286.191, 376.4308, 89.07077, 592.0863, 730.5471, 167.6058, 1.525879e-05, 391.702, 191.7038, 119.4807, 517.8454, 1107.258, 477.6146, 12.07535, 259.2848, 352.0206, 403.7507, 566.0671, 168.3229, 411.9663, 160.3302, -3.051758e-05, 518.8709, 631.7638, 729.6597
1.2, 421.5033, 0, 369.6217, 178.8493, 475.2867, 601.201, 259.9018, 554.5151, 434.424, 190.188, 0, 308.6214, 900.6605, 342.5977, 274.2666, 360.7408, 85.32475, 612.7598, 767.4736, 160.2355, 1.525879e-05, 413.1295, 183.4673, 113.9997, 581.5261, 1169.637, 456.0972, 11.586, 271.542, 415.2899, 535.579, 632.1426, 189.7745, 444.2919, 194.2377, -3.051758e-05, 527.8193, 690.5732, 698.8619
1.3, 402.9452, 0, 391.5771, 170.9162, 455.0535, 574.9699, 248.594, 529.5796, 412.5384, 182.3828, 0, 294.8007, 900.5541, 327.3248, 262.839, 345.7047, 81.73626, 740.8481, 859.2242, 153.1893, 1.525879e-05, 503.5849, 175.5846, 108.7702, 633.7542, 1134.829, 562.3822, 11.11647, 260.3747, 398.147, 697.3999, 606.4665, 181.6475, 458.0723, 308.8945, 0, 529.4966, 687.1555, 749.696
1.4, 484.8323, -3.814697e-06, 372.1602, 163.335, 493.6835, 719.3052, 237.7782, 505.7654, 475.3647, 193.6539, 0, 331.5455, 929.0611, 312.7327, 360.5759, 368.7851, 144.971, 695.8787, 842.4982, 146.4529, 1.525879e-05, 481.3841, 168.0406, 103.7806, 697.5608, 1196.358, 537.0459, 43.49078, 249.6666, 406.8325, 754.5959, 653.0492, 229.2825, 537.147, 296.2498, -3.051758e-05, 548.3997, 656.5846, 773.1805
1.5, 463.486, -3.814697e-06, 470.778, 156.09, 633.9644, 777.8683, 298.0049, 483.0222, 451.4165, 185.7064, 0, 316.6982, 973.1199, 298.7911, 381.5993, 448.1298, 394.3192, 815.1553, 807.9622, 140.0128, 1.525879e-05, 522.9965, 160.8208, 99.01988, 742.4049, 1256.19, 681.141, 62.88625, 278.2624, 390.0387, 925.7311, 720.8877, 219.4636, 513.6252, 337.554, -6.103516e-05, 625.852, 677.168, 873.9713
1.6, 443.0795, -3.814697e-06, 447.4338, 149.1665, 606.9763, 743.929, 285.0394, 461.3016, 439.6371, 178.0851, 0, 338.7034, 941.8402, 285.4711, 384.6611, 464.0239, 377.7354, 871.7343, 933.5558, 213.2297, 1.525879e-05, 499.9399, 153.9111, 94.47755, 703.5762, 1364.523, 650.4543, 60.33781, 266.8187, 373.9381, 970.0193, 691.6069, 210.0652, 491.1335, 375.3563, -3.051758e-05, 625.4399, 823.8754, 837.0826
1.7, 423.5714, -7.629395e-06, 425.2471, 142.55, 581.1371, 789.6915, 272.6379, 440.5578, 512.1854, 225.0227, 0, 323.5355, 899.0576, 272.7448, 368.6338, 498.0654, 447.9775, 931.6765, 972.5619, 203.8532, 1.525879e-05, 477.8999, 147.2983, 90.14358, 666.7783, 1392.341, 673.4525, 88.85619, 255.8456, 358.5022, 978.7207, 745.8466, 201.0693, 546.6136, 435.6923, -3.051758e-05, 596.8087, 787.222, 801.7508
1.8, 404.9222, -7.629395e-06, 404.1606, 136.2269, 614.6699, 783.2592, 260.7761, 420.7468, 486.3823, 225.5186, 0, 406.0138, 893.7845, 260.5859, 365.8467, 477.3055, 429.1371, 875.1237, 932.6943, 194.8889, 7.629395e-06, 591.5602, 140.9697, 86.00842, 703.3448, 1404.195, 643.1123, 85.25532, 343.151, 394.6013, 981.6655, 715.5521, 242.8608, 677.0347, 445.7694, -6.103516e-05, 626.8524, 752.1992, 899.6984
1.9, 442.6463, -7.629395e-06, 384.1197, 130.1844, 588.5032, 749.0847, 249.4302, 401.8266, 461.8791, 216.2635, 0, 387.8316, 881.4681, 371.6775, 385.4716, 485.5524, 411.0889, 920.4002, 983.293, 186.3189, 7.629395e-06, 581.5364, 134.9129, 82.06296, 760.6646, 1468.207, 692.119, 81.80037, 329.0387, 431.4506, 1066.735, 686.4881, 232.4604, 647.3872, 509.4041, -3.051758e-05, 635.3467, 718.7346, 861.7237
2, 446.029, -7.629395e-06, 365.0725, 124.4099, 638.9338, 920.7787, 238.5781, 383.7572, 474.8911, 207.3882, 0, 370.4636, 936.9895, 355.1082, 369.4106, 465.3141, 393.7999, 922.5244, 953.8652, 223.7555, 7.629395e-06, 590.4799, 129.1164, 78.29849, 720.8808, 1531.559, 723.7084, 78.48543, 429.1448, 413.6406, 1058.771, 658.6046, 222.5054, 619.038, 488.5516, -6.103516e-05, 673.7574, 686.7588, 1020.208
2.1, 426.3911, -3.814697e-06, 346.9698, 118.8915, 675.1392, 880.6041, 257.3738, 366.5004, 586.7181, 237.6444, 0, 401.0471, 918.5614, 339.2775, 387.0061, 445.9193, 377.2379, 960.3617, 986.0487, 213.9161, 7.629395e-06, 581.1599, 123.5689, 74.7067, 683.1778, 1502.119, 691.104, 75.30483, 428.329, 396.5657, 1013.12, 714.6055, 212.9767, 591.9302, 468.5528, -3.051758e-05, 642.9142, 656.2056, 1043.759
2.2, 407.6178, -7.629395e-06, 329.7648, 113.6179, 646.3982, 936.3581, 246.176, 350.0196, 621.3198, 227.8916, 0, 383.0873, 876.8363, 324.1525, 399.9994, 475.3372, 361.3725, 902.0677, 997.7264, 204.5094, 7.629395e-06, 615.1675, 118.2598, 71.27969, 662.2239, 1658.98, 659.9686, 88.34444, 410.7137, 380.1957, 1048.471, 904.8712, 203.8561, 566.0095, 495.5396, -3.051758e-05, 730.873, 718.4828, 999.704
2.3, 474.3491, -7.629395e-06, 313.4129, 108.5782, 618.8807, 895.5038, 274.1759, 334.2798, 870.7167, 218.5391, 0, 400.2649, 901.268, 309.7019, 504.3008, 455.5246, 346.1743, 939.8139, 975.3701, 229.4298, 1.525879e-05, 625.5598, 113.1787, 68.00987, 645.0198, 1680.896, 726.9604, 109.8418, 393.8228, 364.5015, 1068.063, 997.5579, 195.1261, 541.2238, 513.8354, -3.051758e-05, 697.4153, 686.5182, 1074.231
2.4, 453.4643, -1.144409e-05, 297.8718, 103.7621, 747.1176, 856.432, 322.7855, 319.2479, 1005.399, 233.546, 0, 382.3401, 1143.519, 295.8954, 554.4485, 495.1415, 331.6153, 978.0568, 935.3875, 247.1434, 7.629395e-06, 663.4959, 108.316, 64.89005, 611.2844, 1684.579, 756.8522, 105.3905, 377.6266, 349.4551, 1179.127, 1000.652, 186.7699, 517.5234, 536.1241, -3.051758e-05, 772.5033, 655.9757, 1028.889
2.5, 433.499, -1.144409e-05, 283.1014, 99.15957, 715.3125, 819.0649, 393.6183, 304.892, 1000.654, 223.9614, 0, 388.5329, 1168.007, 282.7045, 531.3469, 474.5035, 317.6686, 978.0712, 1032.356, 298.7014, 7.629395e-06, 668.1703, 103.6622, 61.91335, 636.9863, 1749.271, 722.7547, 113.1411, 362.0965, 392.9813, 1128.286, 1010.707, 178.7715, 494.8611, 514.1779, -3.051758e-05, 753.3505, 735.6611, 1088.516
2.6, 414.4127, -1.144409e-05, 269.0634, 94.7612, 684.8613, 897.4417, 376.4928, 291.1816, 1035.174, 256.2165, 0, 443.6526, 1205.618, 270.1016, 509.2079, 506.6913, 304.3085, 918.7023, 1057.837, 285.5663, 7.629395e-06, 638.7137, 99.20839, 59.0732, 614.7952, 1772.852, 815.5544, 116.1935, 398.7407, 376.7593, 1164.44, 1079.503, 171.1157, 473.191, 582.8844, -3.051758e-05, 827.8051, 702.9323, 1069.662
2.7, 426.032, -1.144409e-05, 404.7256, 90.55794, 655.7064, 970.6906, 360.1124, 278.0877, 983.0238, 267.802, 0, 423.7849, 1180.348, 258.0605, 487.9912, 485.5719, 291.5103, 910.8501, 1097.099, 273.0089, 7.629395e-06, 648.2365, 94.94591, 56.36333, 617.9365, 1720.254, 778.8122, 111.4847, 412.127, 431.5033, 1114.233, 1061.863, 242.6548, 612.9705, 585.4858, -3.051758e-05, 825.9685, 789.052, 1091.467
2.8, 483.4067, -9.536743e-06, 384.6567, 86.54111, 743.6057, 928.3383, 406.7389, 265.5826, 933.5006, 256.8116, 0, 493.9744, 1175.563, 246.5562, 467.6586, 465.3327, 279.2503, 909.8794, 1173.54, 261.0036, 0, 619.6587, 90.86657, 53.77779, 585.6176, 1784.347, 791.4036, 106.9669, 416.5233, 413.6911, 1066.191, 1092.974, 232.2632, 586.1284, 572.7831, -4.577637e-05, 872.8932, 753.9479, 1045.398
2.9, 462.123, -7.629395e-06, 365.5829, 82.70245, 746.7875, 1016.695, 389.0425, 400.3513, 1011.213, 326.0934, 0, 471.8531, 1141.575, 235.5648, 448.1732, 445.9372, 267.5059, 854.6498, 1156.562, 300.5266, 0, 592.3407, 86.96249, 51.31084, 822.6872, 1738.098, 755.7495, 102.632, 441.0895, 481.1778, 1087.921, 1056.52, 244.8812, 560.4618, 573.8748, -4.577637e-05, 975.1041, 798.6093, 1001.273
3, 441.7765, -7.629395e-06, 403.4643, 79.03407, 803.7188, 1050.148, 418.2859, 382.3483, 990.724, 365.1924, 0, 450.7225, 1162.72, 225.0634, 429.4996, 427.35, 256.2555, 905.8098, 1188.773, 287.3112, 0, 680.0114, 83.22616, 48.95706, 779.6596, 1829.939, 856.4465, 98.4729, 439.9988, 461.3151, 1076.356, 1064.816, 234.3943, 535.9191, 550.3832, -4.577637e-05, 1088.488, 763.08, 1121.017
3.1, 422.3258, -7.629395e-06, 383.4579, 75.5284, 769.504, 1085.984, 400.0871, 365.1548, 943.3503, 350.2051, 0, 516.2003, 1129.533, 215.0301, 411.6041, 409.5376, 245.4782, 850.8271, 1237.419, 274.677, 0, 727.1727, 79.65035, 46.71125, 857.2972, 1832.519, 817.8621, 94.48231, 421.9036, 462.2209, 1057.515, 1055.716, 307.9658, 624.0689, 527.8533, -4.577637e-05, 1087.687, 729.1313, 1118.286
3.2, 486.5852, -7.629395e-06, 364.4436, 72.17824, 736.7458, 1038.601, 406.3646, 515.0934, 975.6415, 335.8329, 0, 493.0837, 1078.224, 291.3491, 394.4542, 392.4677, 235.1542, 799.1819, 1197.376, 262.5984, 3.814697e-06, 695.1149, 76.22818, 44.56847, 812.4595, 1780.734, 837.8895, 90.65344, 404.5525, 458.8869, 1072.135, 1173.055, 294.7773, 596.7408, 678.699, -6.103516e-05, 1166.052, 733.4597, 1187.725
3.3, 465.1616, -7.629395e-06, 417.4, 68.97667, 705.3823, 1112.989, 416.8403, 491.9307, 926.4902, 322.0505, 0, 471.0024, 1029.247, 278.3608, 378.0189, 376.1092, 225.2644, 793.6321, 1148.293, 251.0509, 3.814697e-06, 664.4705, 72.95305, 42.52398, 845.4891, 1863.526, 872.7491, 86.97974, 387.915, 439.9443, 1067.119, 1125.408, 282.1536, 570.6095, 650.9164, -4.577637e-05, 1112.673, 760.3446, 1137.593
3.4, 490.52, -7.629395e-06, 457.6902, 65.91712, 798.6713, 1064.428, 422.9591, 469.8095, 879.815, 308.8337, 0, 449.9098, 1136.764, 265.9515, 411.843, 360.4325, 215.7905, 797.1686, 1205.842, 240.0112, 3.814697e-06, 707.95, 69.81862, 40.57327, 811.7587, 1934.499, 833.4302, 83.45491, 404.4673, 421.7837, 1039.853, 1198.569, 270.0705, 801.0543, 624.2711, -4.577637e-05, 1197.084, 769.8622, 1138.878
3.5, 468.9232, -7.629395e-06, 434.9949, 62.99326, 764.6714, 1067.01, 501.5296, 448.6831, 898.2246, 296.1593, 0, 484.5211, 1111.775, 293.8001, 491.4936, 345.4093, 206.715, 748.7805, 1220.338, 229.4569, 3.814697e-06, 768.2921, 66.81887, 38.71206, 857.9034, 1958.787, 795.8828, 98.05287, 429.2278, 404.3727, 1047.569, 1279.578, 258.5049, 765.976, 598.7166, -3.051758e-05, 1201.709, 759.7578, 1159.125
3.6, 448.2772, -5.722046e-06, 413.425, 60.1991, 732.119, 1172.235, 479.7092, 428.5067, 881.567, 284.0051, 0, 462.8231, 1061.273, 357.7653, 471.015, 331.0123, 198.0212, 753.6979, 1198.923, 219.3668, 199.7268, 806.0656, 63.94801, 36.93622, 863.2283, 1879.262, 866.3561, 94.0793, 411.5756, 458.5027, 1080.57, 1227.605, 362.3592, 732.4337, 574.2081, -3.051758e-05, 1146.698, 756.8966, 1160.243
3.7, 470.3073, -5.722046e-06, 392.9247, 57.52888, 762.4186, 1121.089, 458.8381, 409.2375, 899.6448, 272.3497, 0, 442.0968, 1068.076, 355.3795, 482.8015, 350.0146, 189.6931, 798.1436, 1248.527, 209.7204, 191.2188, 854.1709, 61.20049, 35.24185, 818.0803, 1981.309, 906.9472, 98.42532, 440.3664, 439.5759, 1033.979, 1197.905, 355.92, 700.3604, 708.1498, -3.051758e-05, 1246.506, 761.4432, 1138.777
3.8, 536.2725, -5.722046e-06, 501.3927, 54.9771, 808.0294, 1130.526, 438.875, 390.8349, 854.3221, 292.6387, 0, 502.6198, 1060.59, 355.0531, 480.5781, 409.6034, 181.7152, 749.6964, 1271.345, 244.1742, 183.0733, 816.5144, 58.57101, 33.6252, 775.2936, 1993.104, 939.5439, 94.43667, 422.2561, 493.2403, 989.3971, 1186.621, 371.0201, 669.6915, 679.1617, -3.051758e-05, 1189.443, 849.0784, 1150.509
3.9, 512.6613, -5.722046e-06, 476.5304, 52.53852, 901.105, 1114.926, 419.7805, 373.2598, 940.6995, 311.2036, 0, 480.1114, 1095.018, 339.2249, 488.1857, 392.5307, 174.0728, 810.6381, 1271.143, 233.4369, 175.2747, 780.5179, 56.05451, 32.08271, 780.183, 1943.085, 920.6076, 90.60965, 404.8905, 472.8796, 1010.573, 1222.988, 355.1313, 640.3656, 724.1776, -3.051758e-05, 1214.222, 875.8821, 1240.587
4, 508.7186, -7.629395e-06, 452.9009, 50.2081, 862.7445, 1146.025, 401.5167, 356.475, 1020.166, 298.4319, 0, 458.6109, 1080.29, 372.3067, 605.7755, 376.1696, 166.7519, 809.8881, 1268.365, 246.4674, 167.8084, 881.3035, 53.64613, 30.61098, 805.5388, 2003.695, 879.1326, 86.93773, 441.2527, 453.3595, 967.0002, 1173.313, 339.9229, 612.3239, 694.5333, -1.525879e-05, 1219.246, 926.8634, 1218.099
4.1, 486.3206, -5.722046e-06, 529.0858, 47.98104, 826.0171, 1096.022, 384.0476, 340.445, 1082.398, 286.1844, 0, 438.0733, 1031.218, 404.4723, 640.9686, 360.4905, 159.7388, 934.7371, 1216.372, 235.6293, 160.6601, 916.7799, 51.34122, 29.20677, 763.4081, 2047.687, 912.3976, 83.4146, 434.5401, 434.6451, 992.8922, 1130.186, 325.3659, 585.5101, 702.3326, -1.525879e-05, 1322.222, 941.5237, 1286.351
4.2, 485.7837, -4.768372e-06, 502.8503, 45.85278, 790.8531, 1096.018, 367.3385, 325.1359, 1027.868, 274.4396, 0, 418.4554, 984.3757, 386.441, 614.262, 403.5471, 153.0207, 877.9985, 1183.425, 310.7531, 153.8163, 876.3633, 49.13536, 27.86697, 737.0244, 2087.606, 964.1517, 81.29478, 424.7823, 433.0727, 1002.797, 1193.655, 311.4323, 559.8705, 685.1596, -1.525879e-05, 1261.694, 946.5254, 1301.411
4.3, 482.973, -4.768372e-06, 477.9157, 43.81891, 757.1862, 1048.198, 351.3564, 310.5151, 1018.154, 263.1767, 0, 399.7161, 939.6609, 369.2135, 588.6682, 386.7269, 146.5852, 915.7325, 1291.047, 344.6484, 147.2641, 837.7284, 47.02426, 26.58862, 801.4318, 2232.633, 944.4847, 78.00034, 407.3128, 415.1957, 959.5597, 1145.171, 367.0537, 535.3537, 764.4232, -1.525879e-05, 1203.936, 904.4153, 1246.481
4.4, 461.7085, -4.768372e-06, 454.2175, 41.87527, 724.9523, 1067.143, 336.0696, 296.5519, 966.8614, 252.3761, 0, 467.801, 896.9774, 352.7541, 564.1407, 370.6077, 140.4203, 891.7699, 1297.075, 329.4929, 140.9909, 829.918, 45.00386, 25.36892, 759.5159, 2168.576, 934.1519, 74.83939, 397.2196, 398.0567, 918.1863, 1121.719, 351.3348, 511.9105, 733.1315, -7.629395e-06, 1288.323, 864.1788, 1252.849
4.5, 474.928, -4.768372e-06, 431.6944, 40.01783, 694.0908, 1040.965, 321.4479, 283.2165, 980.7119, 255.0885, 0, 477.2251, 856.2326, 337.0284, 540.6353, 371.2852, 134.5146, 962.5362, 1243.905, 315.0038, 134.985, 814.6409, 43.07027, 24.20518, 719.7922, 2206.378, 892.0667, 73.03679, 402.2043, 381.6252, 945.8232, 1271.992, 336.2891, 489.4938, 703.1207, -7.629395e-06, 1263.485, 880.4204, 1253.246
4.6, 487.2066, -4.768372e-06, 410.2882, 38.24279, 664.543, 1021.571, 307.4624, 270.4808, 1018.941, 244.6198, 0, 503.9628, 817.3387, 322.0037, 518.1092, 386.6049, 128.8574, 904.1103, 1265.538, 301.1518, 129.2349, 858.3746, 41.21976, 23.09481, 754.8404, 2155.016, 851.8775, 76.00494, 420.6077, 392.8128, 924.649, 1289.929, 354.9245, 468.0588, 702.3886, 0, 1268.244, 876.7139, 1311.311
4.7, 465.7557, -3.814697e-06, 389.9435, 36.54647, 636.2531, 976.9987, 294.0854, 258.3178, 967.6082, 234.5807, 0, 481.3943, 860.1834, 359.3224, 496.5217, 370.4908, 123.4381, 849.2308, 1285.301, 370.45, 123.7298, 820.5328, 39.44875, 22.03538, 759.8732, 2188.842, 862.338, 72.92487, 446.524, 390.3872, 919.6808, 1307.57, 339.725, 447.5624, 739.3544, -7.629395e-06, 1305.927, 837.7097, 1255.962
4.8, 445.2492, -3.814697e-06, 370.6075, 34.9254, 609.1674, 988.1991, 281.2903, 246.7018, 964.2213, 224.9537, 0, 459.8363, 861.9788, 343.3039, 475.8336, 394.003, 118.2467, 915.3896, 1307.907, 354.1598, 118.4591, 839.8335, 37.75384, 21.02455, 761.8677, 2179.002, 913.636, 69.9696, 428.1605, 374.2723, 880.0269, 1254.459, 325.1765, 427.9636, 735.6526, 0, 1246.145, 800.4409, 1308.15
4.9, 524.5133, -4.768372e-06, 352.2304, 33.37624, 583.2349, 961.3073, 269.052, 235.6081, 950.9561, 215.7217, 0, 439.2438, 889.6586, 327.9995, 498.8452, 410.4098, 113.2736, 952.8215, 1254.293, 427.7117, 113.413, 802.809, 36.13175, 20.06009, 722.021, 2109.01, 935.0078, 67.1341, 464.5093, 358.8225, 842.0828, 1357.061, 352.7057, 409.223, 705.5386, 0, 1189.099, 828.1685, 1252.935
5, 575.7454, -3.814697e-06, 507.7714, 31.89579, 558.4064, 934.4622, 257.3461, 365.1393, 1153.936, 206.8686, 0, 419.5735, 871.7001, 345.95, 512.1243, 567.1819, 108.5096, 939.3652, 1327.969, 485.1174, 108.5818, 882.2961, 34.57935, 19.13988, 707.1022, 2233.377, 892.884, 103.8709, 512.4963, 410.9463, 920.6221, 1315.393, 337.6012, 603.3433, 746.4299, 0, 1260.378, 791.324, 1287.897
5.1, 627.6802, -2.861023e-06, 565.8112, 30.48101, 773.8647, 1065.557, 246.1495, 348.7197, 1125.843, 256.5454, 0, 501.9727, 984.2948, 361.1387, 555.8918, 543.5411, 103.9461, 882.3457, 1273.533, 474.9718, 103.9565, 1014.992, 33.09365, 18.26188, 797.2264, 2215.636, 939.834, 99.66161, 501.9301, 448.673, 880.9277, 1300.114, 390.7244, 685.6278, 751.9398, 7.629395e-06, 1223.054, 855.1656, 1290.645
5.2, 683.2871, -2.861023e-06, 710.0015, 29.12898, 740.9209, 1165.617, 235.4401, 383.0907, 1072.256, 324.9535, 0, 494.6736, 991.4935, 366.6478, 532.7301, 529.0986, 99.57443, 975.9427, 1294.789, 607.3284, 99.52814, 970.2453, 31.67179, 17.42415, 755.5305, 2266.408, 897.4928, 105.7037, 551.7394, 453.6216, 874.3642, 1425.501, 470.0113, 736.0328, 737.3163, 7.629395e-06, 1315.003, 857.5876, 1313.283
5.3, 687.4137, -2.861023e-06, 798.3857, 27.83692, 822.798, 1203.703, 309.2714, 365.8638, 1119.346, 311.6175, 0, 571.7111, 1028.935, 428.0984, 543.6575, 542.1128, 182.3671, 1101.928, 1320.011, 580.6218, 95.28845, 927.4716, 30.31101, 16.62485, 716.0152, 2244.235, 911.4218, 101.4201, 529.0487, 434.8965, 881.722, 1435.522, 699.3862, 739.1053, 776.0917, 7.629395e-06, 1270.152, 961.9495, 1257.851
5.4, 723.3676, -1.907349e-06, 921.1464, 26.60218, 901.3934, 1346.927, 295.8157, 364.5494, 1119.696, 435.6773, 0, 580.7663, 1040.093, 409.0139, 584.8464, 519.517, 208.3098, 1108.526, 1265.9, 635.8413, 91.22935, 886.5836, 312.691, 15.86222, 731.4906, 2203.092, 870.3606, 97.31007, 617.6761, 416.9442, 949.949, 1494.927, 1001.778, 838.9339, 744.3223, 7.629395e-06, 1263.491, 954.7576, 1293.839
5.5, 691.5189, -1.907349e-06, 1035.21, 25.4222, 1073.19, 1447.073, 406.0901, 384.1755, 1100.536, 521.7029, 0, 554.7583, 1055.305, 390.7801, 654.7235, 607.7608, 199.5489, 1091.885, 1362.272, 688.9448, 87.34317, 847.4982, 425.2591, 15.13457, 741.5928, 2255.386, 923.6232, 100.7758, 668.1899, 494.582, 1011.012, 1519.812, 1152.848, 934.0464, 737.8508, 0, 1280.666, 945.7548, 1309.089
5.6, 817.1047, -1.907349e-06, 1137.88, 24.29456, 1226.379, 1545.389, 537.2526, 366.8999, 1045.093, 576.5035, 0, 608.2349, 1108.511, 517.626, 674.236, 627.4243, 191.1565, 1152.145, 1409.186, 738.921, 83.62253, 810.1359, 406.9878, 14.4403, 827.9561, 2251.308, 959.2194, 97.3963, 640.7102, 539.2795, 1035.642, 1564.308, 1467.517, 1155.938, 877.9012, 7.629395e-06, 1281.286, 1077.399, 1394.289
5.7, 895.8725, 194.829, 1237.001, 23.21694, 1233.636, 1599.975, 553.3443, 408.9973, 1038.615, 585.6422, 0, 580.9968, 1122.521, 655.2993, 747.1083, 645.535, 183.1171, 1159.546, 1373.814, 706.4277, 80.06039, 774.4207, 389.5016, 13.77788, 842.9626, 2292.624, 916.0049, 93.44934, 729.4381, 543.5655, 1057.571, 1508.78, 1803.954, 1251.905, 976.5686, 0, 1296.549, 1169.489, 1538.695
