 , C000, C001, C002, C003, C006, C009, C011, C016, C019, C021, C022, C025, C027, C032, C033, C034, C035, C039, C042, C043, C044, C046, C047, C056, C063, C065, C067, C081
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 138.2298, 0, 122.6461, 0, 0, 65.78819, 0, 0, 0, 45.41125, 0, 0, 0, 0, 0, 151.9638, 0, 0, 0, 50.94348, 0, 17.65607, 25.03101, 64.8175, 168.4937, 0
0.2, 1.525879e-05, 0, 132.4224, 0, 114.8302, 0, 0, 62.81828, 0, 7.629395e-06, 0, 104.2742, -3.051758e-05, 0, 44.31082, 0, 86.61121, 300.9459, -1.525879e-05, 1.525879e-05, 0, 47.85184, 0, 16.92114, 23.89792, 61.92578, 159.0535, 6.103516e-05
0.3, 47.30054, 0, 126.8591, 0, 190.2856, 0, 0, 59.98245, 9.536743e-07, 7.629395e-06, 80.07068, 292.4961, 0, 0, 42.47656, 0, 82.9234, 288.7587, 0, 1.525879e-05, 1.525879e-05, 44.94783, 0, 89.87402, 22.81607, 87.61639, 220.3384, 44.14954
0.4, 142.1228, 0, 121.5294, 26.31169, 197.0502, 0, 0, 69.10606, 0, 25.15668, 237.9142, 336.8867, 0, -3.051758e-05, 51.16839, 0, 79.39258, 277.0651, 32.7133, 1.525879e-05, 0, 111.3344, 124.6418, 126.5941, 21.7832, 83.70752, 207.9936, 123.0026
0.5, 252.0806, 0, 116.4237, 24.94356, 214.4178, 61.28037, 0, 65.98638, 0, 24.09747, 304.9238, 471.5244, 271.4001, 108.8221, 49.05027, 0, 225.6054, 289.6641, 195.6973, 1.525879e-05, 1.525879e-05, 230.6811, 137.8358, 121.3247, 188.2021, 245.0067, 196.3404, 228.0931
0.6, 391.1796, 0, 111.5324, 23.64656, 200.7535, 112.9526, 0, 109.9157, 0, 55.16232, 291.8649, 642.9498, 363.2392, 256.095, 61.00492, 0, 215.9993, 277.9338, 266.3802, 1.525879e-05, 1.525879e-05, 227.5389, 269.1476, 278.6315, 189.4049, 234.0762, 185.34, 216.8689
0.7, 368.9858, 0, 106.8467, 22.417, 187.9601, 177.0089, 0, 147.9862, -9.536743e-07, 52.83974, 279.3654, 720.5815, 418.8224, 287.7447, 58.47961, 0, 235.9389, 409.8726, 252.226, 1.525879e-05, 1.525879e-05, 284.2198, 257.7097, 307.3901, 249.948, 439.2293, 174.956, 353.4185
0.8, 348.0513, 0, 248.8393, 21.25138, 175.9819, 169.5324, 0, 146.9287, 0, 50.61494, 267.4011, 689.8729, 401.5653, 321.4747, 109.789, 0, 300.0667, 393.2743, 238.8239, 1.525879e-05, 1.525879e-05, 266.9712, 246.7578, 294.5951, 238.6332, 419.634, 165.1538, 409.27
0.9, 328.3044, 0, 238.385, 20.14636, 164.7671, 162.3717, 0, 171.2399, -9.536743e-07, 48.48383, 339.2826, 660.4731, 385.0193, 307.821, 105.2442, 0, 287.2902, 377.3481, 226.134, 1.525879e-05, 2.288818e-05, 250.7693, 304.309, 282.3328, 227.8306, 486.4451, 155.9007, 389.1302
1, 309.6779, 0, 228.3699, 19.09881, 154.2669, 155.5135, 0, 182.4975, 0, 46.44244, 324.7523, 726.3398, 369.1551, 294.7471, 120.2184, 0, 275.0576, 435.2592, 214.1183, 1.525879e-05, 1.525879e-05, 235.5506, 291.3767, 270.5807, 217.5171, 552.4573, 287.635, 369.9816
1.1, 292.1082, 0, 218.7755, 18.10572, 144.4359, 148.9449, 0, 174.2589, 0, 44.48701, 310.8444, 792.1665, 353.9445, 282.2285, 115.2419, 0, 263.3459, 432.1363, 223.6599, 1.525879e-05, 2.288818e-05, 221.2556, 278.9941, 259.318, 207.6705, 527.8105, 354.7112, 497.3226
1.2, 275.5353, 0, 209.5843, 17.16427, 135.2314, 142.6538, 0, 166.3923, 9.536743e-07, 42.61391, 422.2064, 758.4072, 339.3606, 270.2416, 110.4715, 0, 252.1328, 414.6365, 211.7757, 1.525879e-05, 2.288818e-05, 207.8281, 267.1377, 248.524, 198.2696, 504.2634, 400.4036, 472.8498
1.3, 259.9027, 0, 253.9403, 16.27178, 159.3879, 136.6285, 0, 158.8808, 0, 40.81967, 449.2523, 726.0865, 325.3777, 258.7638, 105.8985, 0, 241.3972, 397.8453, 200.523, 1.525879e-05, 1.525879e-05, 195.2154, 255.7851, 238.1793, 248.6025, 481.7667, 377.9702, 493.0518
1.4, 245.157, 0, 342.0795, 15.42569, 196.8534, 130.8576, 0, 151.7084, 0, 39.10098, 430.0124, 695.1435, 311.9708, 247.7735, 126.0757, 0, 231.1187, 465.274, 189.8681, 1.525879e-05, 1.525879e-05, 183.3682, 244.915, 228.2651, 237.3486, 533.9618, 593.5789, 468.7892
1.5, 231.2479, 0, 327.7079, 63.78689, 184.3085, 125.3304, 0, 144.8597, 0, 37.45465, 411.5965, 665.519, 299.1165, 237.25, 120.8567, 0, 221.2779, 517.8761, 179.7794, 1.525879e-05, 1.525879e-05, 172.24, 258.0069, 218.7637, 226.6042, 510.1403, 560.3225, 445.7205
1.6, 218.1279, 0, 341.6229, 60.47015, 172.563, 120.0368, 0, 138.3203, 0, 35.87764, 472.4572, 723.9973, 286.7917, 227.1734, 115.8539, 0, 211.8561, 501.5624, 170.2268, 1.525879e-05, 7.629395e-06, 161.7871, 282.6325, 289.3718, 216.3462, 680.0904, 528.9294, 614.5129
1.7, 205.7523, 0, 327.2705, 82.54321, 161.5661, 114.9667, 0, 132.076, 0, 34.36703, 555.2075, 718.617, 274.9748, 217.5248, 111.0581, 0, 202.8354, 525.8796, 161.1818, 1.525879e-05, 1.525879e-05, 151.9686, 270.6215, 352.2998, 206.5525, 690.0004, 499.2952, 584.2733
1.8, 194.0789, 0, 313.5211, 78.25119, 151.2699, 110.1107, 0, 126.1137, 0, 84.58352, 531.4299, 834.447, 423.759, 384.7991, 182.5564, 0, 194.1988, 504.5834, 278.3395, 2.288818e-05, 1.525879e-05, 142.746, 259.1208, 337.6355, 266.6134, 659.2175, 471.3213, 630.4751
1.9, 410.3831, 0, 317.2328, 91.95107, 171.891, 140.2197, 0, 120.4205, 0, 116.1596, 875.24, 940.3267, 439.8394, 575.0872, 174.9994, 0, 287.4444, 678.2775, 323.0918, 1.525879e-05, 1.525879e-05, 290.4919, 248.109, 497.5002, 375.5575, 886.4484, 590.7064, 658.7157
2, 408.5319, 0, 303.9052, 180.032, 301.8742, 222.9424, 77.32965, 123.9151, 0, 300.0667, 837.7565, 1224.379, 725.0046, 872.8975, 167.7553, 0, 472.6446, 733.243, 522.9078, 232.3807, 1.525879e-05, 366.2035, 428.5692, 670.9333, 654.9608, 1004.458, 700.2148, 1014.428
2.1, 385.3536, 0, 351.4514, 511.5458, 282.6366, 321.3471, 73.84325, 156.4839, 0, 287.4326, 801.8785, 1628.054, 695.1317, 835.8234, 160.811, 0, 452.5197, 920.8619, 620.823, 348.8171, 1.144409e-05, 343.9794, 468.9755, 643.006, 625.3116, 1095.63, 869.8502, 964.5093
2.2, 363.4904, 0, 389.6522, 484.9468, 264.625, 307.7742, 70.51404, 200.5228, -4.768372e-07, 275.3304, 767.5369, 1558.673, 666.4897, 800.324, 228.0535, 0, 433.2518, 918.1919, 587.8354, 520.625, 1.144409e-05, 323.104, 449.0455, 739.1102, 597.0048, 1046.751, 821.1152, 1070.124
2.3, 342.8677, 0, 373.282, 459.7309, 247.7612, 355.9671, 67.33492, 266.5343, -4.768372e-07, 263.7377, 734.6661, 1667.285, 639.0278, 766.3323, 218.6132, 0, 414.8044, 881.0086, 556.6006, 495.8446, 1.144409e-05, 303.4955, 474.2513, 784.9752, 569.9792, 1000.052, 881.0018, 1017.464
2.4, 323.4149, 0, 357.5996, 504.869, 231.972, 340.9318, 64.29913, 254.502, 0, 252.6332, 703.2029, 1596.231, 612.6974, 733.7844, 220.8295, 0, 397.1423, 845.3311, 601.1124, 472.2436, 1.525879e-05, 285.0771, 454.0971, 752.3009, 544.1771, 955.4369, 1079.105, 967.3956
2.5, 305.0658, 0, 412.2492, 478.6172, 217.1891, 344.8431, 61.40022, 262.9146, -4.768372e-07, 241.9962, 673.0873, 1528.206, 587.452, 702.6188, 212.3106, 0, 380.2323, 858.1447, 569.1722, 449.7659, 1.144409e-05, 267.7763, 434.7993, 720.9867, 519.5431, 912.8121, 1156.157, 919.7911
2.6, 287.7578, 0, 394.9297, 701.9016, 203.3483, 330.2777, 58.63199, 251.0458, -9.536743e-07, 231.8071, 644.2614, 1563.074, 563.2467, 672.777, 203.5219, 0, 364.0423, 823.3931, 538.9291, 428.3582, 1.144409e-05, 251.5256, 417.2112, 690.9759, 496.0242, 872.0888, 1111.622, 874.5292
2.7, 271.4317, 0, 378.3377, 665.4046, 190.3895, 316.3276, 55.98857, 239.7127, -9.536743e-07, 222.047, 616.67, 1496.461, 540.0388, 644.2025, 195.0971, 0, 348.5416, 816.8925, 510.293, 407.9694, 179.3418, 236.261, 399.4809, 662.2144, 473.5699, 833.1823, 1310.494, 1030.541
2.8, 256.0319, 0, 362.4429, 630.8054, 212.703, 302.9666, 53.46434, 228.8913, -4.768372e-07, 212.6978, 590.2603, 1591.152, 517.7871, 616.8417, 201.4025, 0, 333.701, 849.8085, 534.5958, 388.5511, 170.1882, 221.9229, 382.5042, 634.6499, 452.1321, 796.0116, 1330.849, 1096.156
2.9, 241.5058, 0, 347.2158, 598.0052, 199.1481, 290.17, 51.0539, 218.5583, -9.536743e-07, 203.7423, 564.9815, 1587.38, 496.4523, 590.643, 227.4223, 0, 319.4923, 815.3945, 506.1899, 370.057, 161.5018, 208.4549, 366.2489, 608.2328, 431.6647, 760.4993, 1397.552, 1250.712
3, 227.8039, 0, 332.6285, 566.9105, 230.6552, 277.9138, 48.75214, 208.6919, -9.536743e-07, 195.1638, 540.7854, 1602.041, 475.9966, 565.557, 218.0081, 0, 305.8886, 818.5729, 479.2934, 352.4432, 186.4705, 195.8042, 350.6844, 582.9154, 412.1239, 726.5711, 1541.076, 1551.01
3.1, 214.8793, 0, 318.654, 537.4327, 215.9562, 266.1754, 46.55415, 199.2708, -9.536743e-07, 186.9465, 517.6255, 1533.768, 456.3837, 541.5365, 208.9836, 0, 292.8641, 785.4239, 453.826, 335.6678, 176.953, 183.9212, 335.7813, 558.6517, 393.4677, 794.5995, 1454.735, 1928.672
3.2, 202.6881, 0, 305.2666, 509.4876, 231.9245, 254.9328, 44.45527, 190.2751, -9.536743e-07, 179.0752, 495.4575, 1468.404, 437.579, 518.5361, 282.2032, 0, 280.3942, 753.6172, 429.7119, 319.6908, 167.9213, 172.7595, 321.5116, 535.3981, 375.656, 839.3714, 1425.628, 2138.69
3.3, 191.1885, 0, 394.1008, 482.9957, 217.1445, 244.165, 42.451, 181.6854, -7.152557e-07, 171.5354, 474.2388, 1405.826, 419.5491, 496.5126, 270.5213, 0, 268.4553, 805.8008, 406.879, 304.4743, 159.3506, 162.2751, 316.7171, 513.1124, 358.6507, 801.9245, 1345.754, 2255.146
3.4, 180.3413, 0, 377.5437, 457.8812, 203.3065, 233.852, 40.53711, 173.4835, -7.152557e-07, 164.313, 581.6567, 1447.566, 402.2621, 475.4246, 259.323, 0, 257.0247, 773.1688, 385.2594, 289.9821, 151.2174, 152.4269, 303.2576, 491.7543, 342.4151, 766.1483, 1270.356, 2478.636
3.5, 170.1096, 0, 361.6822, 434.0726, 190.3504, 223.9746, 38.7095, 191.4556, -4.768372e-07, 157.3947, 556.7465, 1442.895, 385.6873, 455.2322, 248.5883, 0, 246.0808, 837.7554, 364.7886, 276.1797, 143.4992, 143.1765, 290.3701, 471.2852, 326.9145, 731.9681, 1390.924, 2356.665
3.6, 160.4583, 0, 387.4805, 411.502, 299.3309, 214.5144, 36.96428, 182.8126, -4.768372e-07, 150.7676, 560.0895, 1420.677, 369.7955, 435.8974, 238.2979, 0, 235.6029, 896.4115, 345.4055, 263.0342, 254.6908, 134.4874, 278.0302, 451.6681, 312.1156, 699.3129, 1312.995, 2336.681
3.7, 166.9728, 0, 371.2015, 390.105, 323.495, 205.4538, 35.29775, 174.5598, -7.152557e-07, 144.4196, 741.7031, 1360.133, 354.5586, 417.3838, 228.4335, 0, 225.5711, 860.1102, 327.0523, 250.5144, 241.6914, 126.3257, 266.2147, 544.7381, 297.9866, 754.7008, 1239.432, 2319.766
3.8, 157.4995, 0, 460.6039, 416.6375, 326.6977, 227.4418, 33.70636, 266.9743, -9.536743e-07, 138.3389, 709.9386, 1509.01, 411.5311, 399.6565, 218.9775, 0, 215.9665, 825.279, 309.6743, 238.5906, 229.3555, 118.6592, 384.0917, 522.0636, 284.4972, 823.7111, 1169.991, 2338.951
3.9, 148.5637, 0, 441.2528, 406.0197, 305.8781, 291.4552, 32.18671, 254.9222, -7.152557e-07, 132.5142, 751.9169, 1444.702, 417.5068, 382.6821, 209.9129, 0, 206.7708, 844.9123, 293.2197, 227.2342, 217.6492, 318.517, 367.7689, 500.3329, 271.6185, 786.9628, 1104.44, 2296.863
4, 140.1349, 0, 422.7148, 384.9078, 441.7065, 279.1448, 30.73558, 243.4142, -7.152557e-07, 126.9348, 800.5455, 1537.698, 441.9513, 366.4287, 201.2235, 0, 197.9667, 810.6965, 372.0592, 216.4184, 206.5404, 309.3226, 382.5277, 510.1593, 259.3227, 894.8871, 1042.562, 2228.786
4.1, 132.1842, 338.5648, 404.9555, 371.9654, 437.457, 267.3543, 29.34987, 288.1284, -4.768372e-07, 121.5902, 843.0074, 1563.482, 496.2845, 350.8656, 192.8938, 0, 189.5374, 814.9015, 355.7457, 303.7045, 195.9986, 436.1619, 436.8538, 561.5313, 247.5836, 854.9635, 984.1505, 2295.734
4.2, 281.6984, 482.6905, 524.9926, 360.4408, 523.9323, 256.0619, 28.02663, 275.1213, -7.152557e-07, 116.4708, 806.9045, 1496.853, 475.8357, 459.3935, 184.909, 0, 181.4671, 849.345, 445.6554, 289.2489, 185.9948, 453.6419, 446.3027, 580.0757, 236.3758, 1004.718, 929.0117, 2255.357
4.3, 265.7162, 640.4412, 536.7272, 341.6989, 543.2833, 259.293, 26.76305, 262.7014, -4.768372e-07, 111.5668, 798.7274, 1569.337, 456.2295, 439.882, 177.2546, 0, 324.2924, 848.8746, 421.9754, 275.4814, 176.5016, 426.1114, 427.3362, 555.9303, 225.6755, 959.8942, 971.5906, 2265.989
4.4, 250.6406, 600.6719, 514.178, 354.4883, 508.6613, 248.341, 25.55644, 250.8422, -4.768372e-07, 106.8694, 764.5208, 1591.813, 508.0537, 451.8805, 212.2669, 0, 310.4843, 814.4984, 399.5536, 262.3691, 167.493, 400.2516, 471.5404, 532.7899, 215.4595, 1020.143, 917.1555, 2188.316
4.5, 277.5438, 563.3722, 492.5761, 336.0558, 511.5245, 237.8517, 24.40423, 239.5183, -4.768372e-07, 102.3697, 731.7792, 1578.156, 547.3055, 432.688, 210.4752, 0, 297.2641, 843.5002, 378.3233, 249.881, 158.9441, 481.7514, 451.5013, 586.3092, 205.706, 974.6313, 890.9424, 2142.926
4.6, 261.7972, 528.3887, 471.8819, 318.5818, 549.6602, 227.8053, 23.30397, 228.7056, -4.768372e-07, 98.05945, 797.5682, 1510.9, 524.7545, 448.2866, 201.7625, 0, 368.6113, 861.3726, 479.0875, 237.9873, 150.8316, 452.515, 432.3139, 561.9043, 196.394, 931.1502, 841.0258, 2230.869
4.7, 246.944, 495.5775, 452.057, 302.0164, 601.762, 218.1833, 22.25331, 218.3811, -2.384186e-07, 93.93071, 804.3766, 1459.933, 503.1326, 638.4477, 204.9014, 0, 370.572, 826.4902, 453.6311, 226.6597, 143.1332, 425.0528, 413.9418, 566.9222, 187.5035, 1072.629, 915.059, 2155.994
4.8, 232.9335, 464.8038, 433.0651, 286.3124, 563.4134, 208.9678, 21.25002, 341.7312, -2.384186e-07, 89.9758, 808.1848, 1452.599, 482.4016, 611.3313, 196.4194, 0, 474.8721, 851.4774, 429.5273, 326.9631, 135.8277, 399.2572, 396.3505, 543.3243, 179.0155, 1024.776, 952.3749, 2113.643
4.9, 219.7179, 435.941, 414.871, 271.4249, 553.9457, 200.1414, 20.29197, 326.3043, -4.768372e-07, 86.18742, 818.4977, 1534.15, 462.5248, 585.3666, 188.2886, 0, 454.6525, 816.9957, 406.7043, 311.4005, 128.895, 375.0272, 379.5068, 539.646, 170.9117, 1117.511, 952.1312, 2146.897
5, 207.2521, 408.8705, 469.9627, 299.0976, 518.6443, 191.6879, 19.37711, 311.5738, -3.576279e-07, 82.55855, 833.0728, 1468.77, 443.467, 560.5048, 207.6901, 0, 435.2938, 796.0353, 385.094, 296.5786, 122.3162, 352.2676, 363.3788, 571.3228, 163.1748, 1067.655, 898.7863, 2041.25
5.1, 195.4936, 383.481, 450.2185, 283.5453, 496.0802, 183.5914, 18.50349, 297.5083, -3.576279e-07, 79.08247, 797.3953, 1540.613, 425.1945, 536.6987, 199.0927, 0, 416.7593, 763.7989, 364.6319, 282.4622, 116.0732, 330.8892, 347.9363, 547.5417, 155.7881, 1020.024, 897.9915, 2014.966
5.2, 184.4022, 359.6682, 459.8053, 268.8017, 481.9137, 175.8369, 17.66926, 284.0778, -3.576279e-07, 75.75273, 805.1844, 1474.957, 407.6749, 513.9039, 190.8512, 0, 399.0141, 889.6586, 345.2571, 269.0177, 110.1488, 310.8083, 333.1501, 524.7504, 148.7359, 1117.916, 865.5208, 1935.694
5.3, 173.94, 337.334, 440.4878, 301.1855, 451.2027, 168.41, 16.87265, 271.2535, -3.576279e-07, 72.5632, 883.5653, 1412.1, 390.8772, 492.0771, 182.9509, 0, 382.0244, 853.6307, 326.9118, 256.2131, 104.5268, 291.946, 336.8035, 502.9079, 142.0028, 1068.042, 979.0891, 1944.295
5.4, 164.0715, 316.3867, 421.9818, 285.5246, 502.1457, 161.2967, 16.11194, 259.0082, -3.576279e-07, 69.50797, 875.0269, 1415.329, 374.7715, 471.1775, 184.2381, 0, 365.7581, 819.062, 370.2138, 244.018, 99.19178, 274.2284, 370.7383, 481.9745, 135.5746, 1020.394, 924.2339, 1848.618
5.5, 154.7628, 296.7401, 470.2234, 270.6781, 470.1454, 154.4839, 15.38554, 247.3157, -3.576279e-07, 66.58136, 868.5742, 1509.788, 359.3295, 451.1654, 199.5653, 0, 350.1844, 785.893, 350.5424, 232.4034, 94.12903, 257.5861, 354.983, 461.9126, 129.4373, 974.8712, 923.8111, 1875.34
5.6, 145.9823, 319.4763, 450.4683, 256.6036, 440.1843, 147.9589, 14.69188, 236.1511, -3.576279e-07, 63.77799, 831.3762, 1445.446, 344.5238, 432.0034, 191.3042, 0, 335.2739, 807.8771, 331.9163, 221.3416, 89.32468, 241.9538, 344.8548, 442.6856, 123.5779, 972.6, 872.0529, 1929.117
5.7, 199.7835, 341.1433, 445.5345, 243.2609, 470.2324, 141.7094, 14.0295, 225.8884, -3.576279e-07, 61.09266, 827.3452, 1425.123, 330.3281, 413.6552, 183.3851, 0, 320.9982, 775.1612, 410.05, 210.8062, 84.76555, 259.5202, 330.1995, 424.259, 117.9837, 1005.14, 920.4115, 1864.522
5.8, 210.3893, 319.9594, 460.2611, 230.612, 477.9536, 135.7239, 13.39698, 254.7951, -3.576279e-07, 58.52038, 878.9502, 1476.043, 316.7173, 523.3946, 175.7939, 0, 396.4962, 743.7701, 402.5276, 200.7724, 80.43912, 266.1671, 316.167, 406.5994, 335.9577, 1032.498, 868.8438, 1925.766
5.9, 289.8311, 300.091, 542.262, 218.6208, 447.495, 129.9913, 12.79298, 243.2928, -2.384186e-07, 56.05641, 955.6837, 1735.149, 539.3267, 648.7689, 168.5168, 0, 441.0355, 718.0128, 590.2493, 191.2161, 76.33351, 368.0345, 302.7308, 550.4667, 528.2182, 1052.616, 854.3387, 1980.077
6, 380.3179, 281.4564, 519.4803, 207.2531, 499.3996, 124.5007, 12.21621, 232.3097, -2.384186e-07, 53.69619, 1256.572, 1792.207, 517.1044, 836.6312, 161.541, 0, 576.0489, 818.6396, 566.2222, 342.5155, 72.43745, 345.6992, 289.8656, 794.0014, 504.3065, 1212.422, 883.0203, 2242.225
6.1, 358.7404, 263.9789, 610.463, 196.4765, 467.5742, 119.2421, 11.66544, 221.8225, -2.384186e-07, 51.43534, 1202.758, 1715.829, 573.453, 801.0975, 154.854, 0, 551.5212, 972.7039, 536.1359, 326.2126, 68.74024, 483.4551, 277.5472, 760.9514, 481.4774, 1268.541, 833.5475, 2294.451
6.2, 338.3871, 343.7448, 584.816, 186.2603, 437.777, 114.2056, 11.13951, 328.395, -3.576279e-07, 49.26968, 1151.248, 1800.813, 549.8246, 767.073, 148.4438, 0, 528.0379, 933.313, 507.6482, 310.6857, 65.23174, 454.1153, 265.7523, 729.2771, 459.6816, 1254.641, 981.537, 2237.152
6.3, 319.1885, 322.3994, 634.3804, 176.5752, 409.8787, 109.3818, 10.63729, 313.5702, -3.576279e-07, 47.19521, 1101.944, 1815.06, 527.1697, 734.4937, 142.299, 0, 505.5544, 895.5173, 517.7708, 295.8979, 61.90231, 426.556, 254.4586, 698.9213, 438.8725, 1289.03, 1082.479, 2208.737
6.4, 301.0792, 302.3795, 607.7286, 167.3938, 383.7583, 104.7617, 10.1577, 299.4146, -3.576279e-07, 45.20808, 1054.752, 1844.312, 505.4484, 703.298, 136.4085, 0, 484.0284, 859.2523, 490.2589, 281.8139, 58.74282, 454.0394, 243.6449, 669.8289, 419.0054, 1231.523, 1132.106, 2100.047
6.5, 283.9973, 283.6028, 582.1965, 158.6898, 359.3025, 100.3368, 9.699745, 310.8203, -2.384186e-07, 43.30461, 1009.581, 1765.714, 484.6219, 673.4272, 130.7618, 0, 463.4188, 824.4558, 464.2089, 268.4002, 156.596, 426.4847, 233.2907, 641.9476, 400.0377, 1176.581, 1115.604, 1996.706
6.6, 267.8846, 271.2904, 557.7371, 150.4383, 336.4051, 96.09884, 9.262433, 296.7888, -2.384186e-07, 41.48129, 966.344, 1793.342, 464.6537, 644.8253, 125.3489, 0, 443.6868, 815.8347, 487.1021, 255.625, 148.6033, 400.6023, 223.3765, 615.2267, 381.9286, 1124.09, 1153.088, 1941.36
6.7, 252.6861, 255.1143, 534.3052, 142.616, 375.4019, 92.03984, 8.844837, 283.3908, -2.384186e-07, 39.73475, 924.959, 1716.916, 445.5082, 617.438, 120.1601, 0, 424.795, 782.7965, 461.2198, 243.4579, 141.0186, 455.7296, 213.8837, 589.6182, 364.6393, 1073.941, 1088.484, 2034.944
6.8, 238.3498, 239.2726, 511.8578, 135.2003, 351.4786, 88.15228, 8.446069, 324.2395, -2.384186e-07, 38.06174, 885.3463, 1666.478, 427.1516, 591.2139, 115.186, 0, 406.7076, 751.0962, 436.7128, 231.8699, 169.6085, 459.4822, 204.7943, 565.0756, 348.1326, 1026.029, 1069.152, 1934.806
6.9, 224.8269, 224.4146, 490.3535, 128.1703, 370.0628, 84.42892, 8.065279, 309.6022, -2.384186e-07, 36.45917, 847.4301, 1671.623, 409.5513, 566.1036, 110.4179, 0, 389.3903, 841.4881, 413.508, 220.8335, 262.2643, 431.5973, 201.525, 541.5545, 332.3732, 1037.38, 1087.976, 1920.598
7, 212.0712, 210.4792, 469.7526, 121.5058, 346.4798, 80.86284, 7.701657, 295.6258, -1.788139e-07, 34.92407, 811.1378, 1665.655, 392.6763, 542.0599, 105.8471, 0, 372.8104, 905.9266, 451.0279, 210.3224, 248.8784, 405.4045, 192.9607, 519.0125, 317.3271, 991.0994, 1130.2, 1934.333
7.1, 200.0393, 197.4091, 450.0172, 115.1878, 324.3996, 77.44738, 7.354428, 282.2802, -2.384186e-07, 33.45361, 776.3997, 1666.009, 376.4965, 519.0373, 101.4655, 0, 356.9365, 869.24, 427.0625, 200.3116, 236.1756, 380.8014, 184.7605, 497.4088, 302.9622, 946.8835, 1207.01, 1839.147
7.2, 188.69, 202.5498, 431.1109, 109.1983, 303.7265, 74.17618, 7.022855, 269.5371, -1.788139e-07, 32.04507, 795.0314, 1613.283, 360.9834, 496.9926, 97.26535, 0, 341.7384, 834.0391, 404.3704, 190.7772, 224.1212, 357.6914, 176.9087, 550.4142, 289.2476, 904.6403, 1139.385, 1748.644
7.3, 177.9846, 189.9722, 460.5064, 156.3098, 284.3709, 71.04314, 6.70623, 257.3693, -2.384186e-07, 30.69583, 948.2993, 1612.164, 346.1096, 475.8841, 93.23903, 0, 327.1875, 800.2636, 426.2946, 181.6967, 212.6821, 335.9839, 169.3906, 527.5035, 276.1538, 884.8655, 1075.548, 1801.959
7.4, 167.8865, 178.1755, 441.1595, 148.1821, 266.2487, 68.04243, 6.403881, 322.0078, -1.788139e-07, 29.40339, 932.574, 1543.459, 331.8485, 455.6721, 89.37938, 0, 313.2561, 815.1361, 403.6433, 173.0484, 201.8268, 351.5711, 162.192, 505.5464, 263.6527, 881.0577, 1099.377, 1713.286
7.5, 223.7914, 167.1114, 513.4844, 140.4771, 249.2814, 65.16848, 6.115162, 343.6589, -1.788139e-07, 28.16538, 892.6351, 1477.683, 318.1751, 571.1656, 85.6795, 0, 299.9179, 843.1204, 415.6834, 164.8117, 191.5256, 330.235, 155.2993, 533.568, 251.7176, 929.0023, 1168.813, 1628.977
7.6, 211.0945, 224.7015, 578.2955, 133.1726, 343.3245, 62.4159, 5.839461, 385.4088, -1.788139e-07, 26.97949, 968.8098, 1676.161, 305.0651, 546.9069, 82.13278, 0, 287.1476, 808.9772, 443.9514, 156.9671, 181.7501, 310.1938, 148.6996, 511.3584, 240.3227, 921.8259, 1103.328, 1691.567
7.7, 199.118, 210.7483, 618.2256, 126.248, 321.4454, 59.77959, 5.57619, 368.0102, -1.788139e-07, 25.84353, 1047.215, 1754.26, 391.4403, 542.999, 78.73289, 0, 274.9211, 776.2167, 420.3619, 149.4958, 172.4736, 484.7879, 142.3803, 538.6771, 427.3544, 880.7005, 1041.512, 1639.648
7.8, 230.7406, 237.32, 592.2525, 119.6835, 389.3512, 57.25464, 5.324788, 380.8707, -1.788139e-07, 24.75541, 1015.827, 1725.752, 375.3115, 578.5828, 75.47372, 0, 451.5868, 744.7829, 398.0259, 142.3802, 163.6705, 455.3672, 245.166, 516.2549, 418.5073, 948.5922, 983.1596, 1726.717
7.9, 217.6494, 302.5641, 567.3706, 150.6596, 409.4421, 54.83633, 5.08472, 363.6769, -1.192093e-07, 23.71309, 1091.677, 1694.803, 436.1752, 670.5447, 72.34947, 0, 432.3586, 714.6219, 376.8767, 135.6033, 155.3168, 427.7319, 234.7472, 572.8799, 556.2214, 1086.701, 1126.712, 1686.997
8, 285.9138, 283.7759, 543.5341, 276.6579, 420.4606, 52.52017, 4.855476, 347.2593, -1.192093e-07, 22.71466, 1044.924, 1622.576, 418.2031, 662.2535, 69.35455, 0, 413.9491, 756.415, 394.7093, 129.1489, 147.3894, 511.1917, 224.7711, 549.0341, 531.0421, 1077.725, 1082.42, 1720.237
8.1, 269.6923, 266.1544, 520.6989, 325.3956, 393.6658, 50.30183, 29.05406, 331.5828, -5.960464e-08, 21.75827, 1000.174, 1672.634, 400.9715, 634.1261, 66.48361, 0, 396.3235, 725.783, 373.7363, 123.0017, 139.8667, 480.1686, 215.219, 526.1807, 507.0027, 1029.645, 1119.786, 1682.959
