 , C000, C001, C003, C004, C005, C007, C008, C009, C010, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C025, C026, C028, C031, C032, C033, C035, C036, C037, C038, C039, C040, C041, C043, C044, C048, C049, C051, C054, C055, C056, C059, C060, C062, C067, C072, C079, C085, C090, C097, C111
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 117.6912, 88.133, 200.9969, 0, 80.51917, 79.95325, 10.36328, 0, 0, 72.61029, 0, 136.7503, 45.22203, 112.2967, 0, 182.5603, 0, 0, 84.05096, 0, 0, 0, 0, 0, 89.97559, 53.86591, 0, 0, 0, 43.88449, 26.41895, 70.10962, 0, 259.2891, 104.3046, 55.69879, 0, 0, 54.22827, 84.073, 107.2859, 348.3687, 0, 18.97974, 0, 104.6222, 140.8804, 106.0049, 0, 0, 32.13812
0.2, 0, 142.2352, 130.794, 192.5306, 0, 491.2762, 75.67297, 9.801453, 0, 115.5747, 68.45508, 0, 132.7579, 50.81425, 107.6104, 0, 369.8411, 95.27776, 0, 157.4301, -3.051758e-05, 89.35474, 0, 0, 0, 235.4697, 105.2313, 0, 142.0133, 38.83325, 86.7485, 159.5184, 67.0144, 237.4126, 486.8727, 99.89276, 227.1312, 0, 0, 146.1027, 126.4222, 138.2515, 546.3286, 74.9895, 43.86694, 0, 100.1667, 235.0114, 269.5574, 0, 0, 77.94543
0.3, 0, 136.1743, 183.4461, 207.3999, 0, 833.5943, 71.62192, 124.7596, 0, 439.044, 64.53766, 0, 231.201, 136.4828, 148.8002, 0, 420.1677, 101.0998, 0, 306.9449, 0, 84.87268, 0, 0, 0, 806.1073, 100.5563, 0, 135.1579, 156.7425, 82.57224, 168.5387, 222.332, 252.089, 667.4862, 95.66751, 239.4731, 0, 0, 139.6863, 278.0831, 191.6397, 673.3005, 99.56238, 103.0408, 0, 95.901, 224.9921, 441.1326, 90.23853, 0, 143.4489
0.4, 0, 130.3717, 217.6996, 325.2721, 0, 1202.156, 67.78769, 246.1193, 0, 471.7842, 60.84448, 0, 356.9971, 165.6896, 142.5905, 0, 712.7744, 140.5658, 0, 487.9283, 0, 80.61536, 0, 0, 3.051758e-05, 1273.943, 142.2906, 0, 128.6335, 161.7371, 150.352, 235.7614, 482.6062, 296.2822, 673.8265, 91.62098, 228.2871, 0, 3.051758e-05, 264.695, 318.3612, 233.0305, 704.0427, 142.7927, 154.1828, 0, 296.0204, 249.238, 638.386, 101.8101, 0, 404.7151
0.5, -1.525879e-05, 124.8163, 278.9087, 443.3458, 0, 1347.952, 64.15869, 263.6818, 0, 592.247, 57.36261, 0, 527.4594, 158.2669, 136.64, 0, 859.817, 171.1345, 0, 752.6465, -3.051758e-05, 76.57166, 201.8975, 32.11252, 0, 1300.183, 135.9691, 0, 122.4239, 401.231, 538.6062, 268.649, 808.3684, 283.8886, 963.1912, 118.2872, 296.7131, 0, 0, 253.0704, 360.2423, 234.6331, 673.5806, 136.6157, 229.4493, 0, 411.5267, 354.0773, 711.2324, 115.6532, 0, 387.156
0.6, 0, 119.4977, 402.3288, 538.412, 0, 1528.34, 60.724, 325.8832, 0, 641.7118, 54.07996, 118.5845, 515.4882, 151.1767, 145.7443, 0, 910.3204, 163.8803, 0, 837.2155, 0, 72.73077, 285.4105, 239.8928, 3.051758e-05, 1241.645, 129.9285, 0, 116.5141, 500.2017, 705.9265, 399.8597, 966.856, 272.0134, 1206.741, 167.3222, 282.8533, 0, 3.051758e-05, 261.4656, 395.1223, 297.2627, 768.2761, 130.7061, 354.2709, 0, 632.6531, 419.0801, 873.8723, 110.2199, 0, 370.3586
0.7, 0, 114.4056, 462.957, 518.2181, 0, 1461.242, 124.5537, 562.7656, 0, 612.6275, 99.2713, 197.832, 716.7031, 398.3543, 227.888, 3.051758e-05, 1006.243, 156.9336, 0, 984.2797, 3.051758e-05, 69.08258, 489.2356, 287.2524, 3.051758e-05, 1349.322, 124.1562, 0, 110.8897, 477.5364, 671.9418, 383.1682, 924.1714, 260.6349, 1180.801, 301.1885, 326.2787, 0, 1.525879e-05, 374.0616, 548.1241, 425.3376, 937.3359, 125.052, 337.4819, 0, 605.7111, 401.2133, 1068.862, 233.7964, 0, 354.2901
0.8, -7.629395e-06, 109.5306, 440.4003, 592.6827, 0, 1453.984, 134.0512, 532.2513, 0, 584.8614, 153.0186, 345.1046, 721.7179, 380.5084, 302.869, 0, 1296.763, 150.2813, 0, 1114.714, 3.051758e-05, 65.61731, 464.8321, 275.5001, 4.577637e-05, 1363.328, 118.6404, 0, 105.5367, 455.8981, 733.5138, 509.5529, 883.3712, 249.7325, 1235.273, 288.4489, 532.1433, 0, 1.525879e-05, 396.9741, 525.1011, 531.0771, 1049.674, 250.5264, 357.6275, 0, 645.7155, 384.1081, 1118.448, 222.813, 0, 338.9187
0.9, -7.629395e-06, 122.8981, 492.9154, 567.7179, 0, 1435.883, 126.8749, 564.7758, 0, 726.1498, 202.275, 457.7585, 722.9301, 434.4704, 290.2299, 0, 1615.203, 143.911, 0, 1175.455, 22.92184, 390.7235, 665.6065, 264.2286, 3.051758e-05, 1358.642, 182.068, 0, 100.4421, 435.2403, 870.9484, 488.2822, 844.3721, 397.3991, 1353.417, 276.2481, 507.2864, 0, 1.525879e-05, 379.5403, 503.045, 529.0894, 1096.96, 258.7048, 606.2897, 0, 806.6057, 367.7322, 1120.397, 274.9267, 0, 324.2142
1, 0, 196.6369, 468.899, 543.8047, 0, 1498.47, 120.0827, 675.7532, 0, 693.2385, 190.6996, 589.9659, 777.2355, 522.2458, 407.0298, 3.051758e-05, 1588.052, 137.8108, 0, 1126.214, 21.98383, 529.854, 1009.228, 253.4182, 1.525879e-05, 1418.165, 456.7947, 0, 95.59348, 415.5186, 875.1326, 467.8995, 807.0948, 420.0297, 1536.051, 264.5634, 483.5905, 0, 253.3846, 458.17, 481.9153, 663.5881, 1142.358, 247.5136, 621.4767, 0, 1133.659, 352.0546, 1128.31, 262.011, 0, 310.1477
1.1, 0, 188.2579, 446.0529, 685.7385, 0, 1432.683, 258.2522, 667.448, 0, 661.8189, 260.0718, 792.305, 815.5764, 498.8497, 390.0439, 3.051758e-05, 1685.08, 131.9691, 0, 1276.193, 21.08421, 560.8885, 958.887, 243.0501, 1.525879e-05, 1451.964, 533.5936, 0, 90.9789, 396.6904, 873.2236, 448.3677, 771.4633, 402.4596, 1628.438, 253.3729, 461.0015, 0, 242.8189, 438.0486, 567.7176, 760.2109, 1308.731, 464.6683, 781.2422, 0, 1496.039, 399.8553, 1227.296, 364.8578, 0, 296.6915
1.2, 0, 180.2359, 424.3198, 715.0023, 0, 1523.054, 244.4268, 698.4116, 0, 1019.572, 245.189, 769.3655, 958.5582, 476.5017, 373.7668, 3.051758e-05, 1755.755, 126.3751, 0, 1363.404, 20.22142, 532.754, 1050.537, 233.1062, 1.525879e-05, 1408.671, 509.8878, 0, 141.321, 378.7155, 872.5923, 620.4114, 965.3052, 385.6245, 1734.05, 346.0844, 439.4677, 0, 232.6938, 418.811, 682.1554, 843.5801, 1252.106, 444.5675, 744.2189, 0, 1589.989, 419.053, 1344.263, 538.2747, 0, 283.8192
1.3, 0, 172.5557, 403.6456, 752.7424, 0, 1497.935, 301.5494, 771.6301, 0, 1122.447, 274.8321, 795.2897, 918.6429, 587.4394, 358.1691, 0, 1830.594, 121.0182, 0, 1355.508, 19.39392, 529.7167, 1056.176, 239.566, 0, 1511.218, 487.2352, 0, 134.499, 361.555, 830.584, 594.5132, 1172.532, 369.4937, 1913.576, 477.463, 418.9398, 0, 222.9908, 400.4182, 653.5025, 978.1766, 1441.771, 425.3362, 708.9502, 0, 1652.554, 464.7185, 1488.202, 757.3438, 0, 271.5052
1.4, 0, 165.2027, 483.2134, 838.4954, 0, 1556.605, 285.4061, 891.8798, 0, 1071.575, 291.5258, 880.5046, 1064.692, 561.1226, 493.7408, 0, 1895.3, 115.8884, 0, 1540.193, 18.60028, 538.0054, 1206.756, 345.3788, 0, 1443.179, 465.5889, 0, 294.6101, 345.172, 790.598, 569.696, 1120.768, 354.0376, 1826.447, 457.2673, 399.3706, 118.8965, 213.6924, 507.6179, 626.0532, 1098.479, 1458.986, 406.9368, 675.353, 0, 1722.974, 444.9059, 1435.986, 721.7648, 0, 259.7256
1.5, 0, 158.1631, 459.6697, 803.1764, 0, 1488.266, 282.4257, 876.9241, 0, 1189.844, 274.843, 1001.965, 1101.964, 535.9848, 473.1363, 0, 2150.32, 110.976, 0, 1639.886, 17.83911, 556.1085, 1146.562, 436.3274, 1.525879e-05, 1409.528, 444.9043, 0, 467.6361, 329.5314, 832.4767, 574.23, 1170.876, 339.228, 1980.041, 467.3411, 380.7156, 113.9944, 204.7818, 518.2271, 599.7567, 1068.544, 1569.543, 389.3334, 799.0522, 0, 1707.619, 425.9381, 1420.708, 747.0507, 160.9533, 248.457
1.6, 0, 199.2269, 437.2733, 866.6259, 0, 1627.864, 375.1666, 829.3755, 0, 1135.916, 346.9286, 1008.558, 1056.077, 580.3622, 490.3417, -3.051758e-05, 2093.481, 152.0862, 0, 1685.683, 17.10912, 570.9797, 1148.64, 438.508, 3.051758e-05, 1591.151, 425.1387, 0, 640.3809, 314.5996, 946.8165, 550.2596, 1208.596, 325.038, 2152.65, 447.5735, 362.932, 174.1521, 196.2428, 528.9803, 574.5648, 1137.94, 1644.342, 491.4019, 761.1851, 0, 1743.871, 407.7789, 1511.89, 791.5614, 255.2473, 237.6773
1.7, 0, 190.7375, 495.094, 830.1221, 0, 1605.633, 355.0823, 804.3661, 0, 1119.596, 327.0753, 1124.234, 1141.779, 706.6633, 469.8792, -3.051758e-05, 2088.625, 156.0887, 0, 1789.22, 16.40898, 590.0297, 1328.082, 420.5673, 3.051758e-05, 1519.513, 406.2512, 0, 728.9094, 300.3443, 901.2349, 648.6727, 1155.239, 311.4415, 2131.945, 428.6421, 345.9791, 192.8353, 188.0598, 505.7492, 616.9642, 1091.691, 1788.916, 514.1617, 725.1122, 0, 1766.201, 495.7369, 1652.245, 754.3749, 438.2, 227.3654
1.8, 0, 182.6098, 470.9715, 795.1559, 0, 1553.482, 336.0732, 804.1903, 0, 1214.114, 308.3582, 1075.753, 1236.734, 675.0053, 450.2705, -3.051758e-05, 2175.87, 149.4723, 0, 1775.301, 15.7375, 595.8654, 1381.616, 648.2175, 3.051758e-05, 1520.373, 388.2028, 0, 944.9511, 286.735, 984.7445, 626.3597, 1104.237, 298.4137, 2340.695, 437.5715, 329.8181, 248.9433, 180.218, 483.5383, 777.1989, 1047.321, 1711.514, 543.8535, 690.7491, 0, 1786.506, 474.6019, 1582.791, 718.9354, 419.0028, 217.5008
1.9, -7.629395e-06, 174.8284, 591.6592, 780.1035, 0, 1575.597, 678.8769, 889.0791, 0, 1198.506, 290.7122, 1167.794, 1359.405, 644.7657, 431.4801, -3.051758e-05, 2157.897, 143.1363, 95.46451, 1700.931, 15.09351, 711.8024, 1334.157, 907.7711, 3.051758e-05, 1486.051, 370.9562, 0, 1140.628, 273.7424, 1120.481, 758.7853, 1055.488, 285.9309, 2438.525, 419.0631, 314.412, 238.6794, 172.7032, 571.2811, 821.7766, 1004.755, 1774.696, 631.8563, 658.0143, 0, 1740.507, 454.3679, 1548.105, 685.1608, 534.7554, 208.0642
2, 0, 167.3786, 562.8317, 747.2442, 0, 1607.273, 1160.043, 906.2307, 0, 1144.186, 274.0759, 1125.36, 1302.798, 615.8807, 452.2253, -3.051758e-05, 2047.008, 137.0689, 91.39211, 1880.166, 14.47585, 713.027, 1379.961, 870.6315, 4.577637e-05, 1572.594, 354.4758, 0, 1085.566, 465.58, 1066.539, 740.0126, 1556.731, 273.9703, 2468.915, 494.5602, 299.7255, 233.2459, 165.5018, 546.1923, 877.4185, 1208.962, 1999.9, 604.5231, 681.5092, 0, 1742.912, 434.9966, 1784.842, 652.9729, 986.6859, 199.037
2.1, 0, 160.2463, 583.8359, 839.7512, 0, 1618.905, 1138.332, 948.1243, 0, 1126.386, 258.3917, 1233.681, 1288.727, 588.2897, 485.4416, -3.051758e-05, 2195.974, 131.2587, 87.49344, 1801.402, 13.88347, 977.45, 1353.42, 835.0114, 3.051758e-05, 1648.255, 338.7276, 0, 1033.163, 444.4835, 1015.194, 709.1218, 1488.005, 262.51, 2515.056, 572.0045, 285.725, 251.637, 158.6006, 546.9169, 920.6362, 1267.025, 2011.685, 718.838, 649.2124, 0, 1885.998, 472.4255, 1758.647, 662.8881, 1041.703, 190.4015
2.2, -3.814697e-06, 207.1807, 626.4072, 804.3794, 0, 1600.907, 1077.392, 917.6242, 0, 1243.984, 243.605, 1332.295, 1235.063, 561.9349, 552.1697, 149.6391, 2165.1, 169.428, 83.76108, 1875.053, 13.31534, 940.6572, 1315.779, 800.8486, 3.051758e-05, 1664.048, 323.679, 0, 1029.81, 424.3429, 1023.747, 721.1067, 1683.183, 251.5291, 2400.54, 639.8536, 272.3786, 318.5177, 151.9872, 569.6902, 881.9663, 1325.592, 2001.689, 790.6371, 790.4919, 0, 1877.282, 452.2844, 1856.845, 915.0323, 1158.379, 182.1407
2.3, -3.814697e-06, 198.3523, 683.1733, 862.6171, 0, 1638.75, 1123.649, 905.3281, 0, 1307.193, 229.6645, 1396.382, 1429.58, 536.7607, 529.127, 142.3634, 2069.983, 220.3515, 163.2114, 1927.786, 12.77046, 893.4734, 1396.642, 906.5232, 3.051758e-05, 1589.128, 309.2991, 0, 1052.323, 405.1149, 974.4623, 801.303, 1613.213, 241.0075, 2496.213, 612.7892, 259.6555, 305.3852, 145.6496, 544.6712, 844.9207, 1309.424, 2089.95, 771.151, 770.275, 0, 1867.576, 540.1976, 1939.154, 872.0455, 1293.259, 174.2382
2.4, 0, 189.9002, 649.887, 934.4225, 0, 1796.855, 1183.737, 886.5624, 0, 1247.947, 216.5218, 1455.67, 1370.051, 512.7143, 507.0458, 135.4414, 2183.406, 211.011, 156.249, 1915.066, 12.24786, 892.5049, 1383.639, 966.7681, 3.051758e-05, 1517.582, 295.5579, 0, 1001.525, 386.7582, 998.4604, 826.2147, 1716.713, 230.926, 2673.812, 710.0453, 247.5267, 292.7942, 139.5763, 520.751, 809.4311, 1364.875, 2226.991, 802.6968, 733.7715, 0, 1831.999, 517.1671, 1895.582, 831.078, 1265.262, 166.6787
2.5, 3.814697e-06, 219.3046, 618.2225, 915.0846, 0, 1786.486, 1120.366, 923.3746, 0, 1191.387, 204.1311, 1392.896, 1439.165, 489.7451, 485.8861, 128.8559, 2157.333, 202.0665, 149.5836, 1834.841, 11.74667, 847.7364, 1314.621, 950.528, 2.288818e-05, 1678.578, 282.4272, 0, 979.2098, 369.2333, 1072.42, 866.717, 1829.61, 221.2663, 2829.555, 870.6607, 235.9645, 391.6853, 133.7562, 497.8812, 874.6757, 1351.017, 2203.982, 767.9734, 800.7523, 0, 1923.667, 575.4488, 2058.105, 792.035, 1424.528, 159.4471
2.6, 0, 209.9596, 588.1008, 976.3656, 0, 1708.054, 1118.899, 873.3074, 0, 1137.39, 192.4496, 1418.509, 1379.237, 467.805, 583.9174, 122.5907, 2181.896, 193.5011, 143.2026, 2057.001, 11.26598, 895.2168, 1314.424, 977.6284, 2.288818e-05, 1637.017, 269.8799, 0, 1127.334, 352.5025, 1038.431, 862.7032, 1774.685, 212.0106, 2777.193, 833.8336, 224.9424, 428.1374, 128.1788, 476.0159, 837.9363, 1296.312, 2162.256, 734.7521, 762.8045, 0, 2033.722, 550.9154, 1971.59, 754.8264, 1362.12, 152.5292
2.7, 3.814697e-06, 201.0128, 559.4467, 1016.692, 0, 1831.829, 1137.661, 897.8787, 0, 1276.154, 181.4365, 1357.337, 1429.186, 446.8477, 691.3329, 116.6301, 2089.444, 185.2988, 137.0937, 2098.259, 10.80495, 962.7674, 1371.899, 1060.572, 2.288818e-05, 1687.324, 308.0158, 0, 1380.826, 336.5298, 1019.096, 911.3115, 1739.834, 203.1421, 2672.931, 798.5641, 214.4351, 607.0234, 122.8339, 563.6118, 802.7401, 1417.388, 2109.777, 857.5863, 878.6816, 0, 1947.114, 527.428, 2112.264, 719.3657, 1417.385, 145.9115
2.8, 3.814697e-06, 210.1867, 570.5959, 973.8673, 0, 1786.988, 1076.757, 849.1941, 0, 1316.699, 171.0537, 1428.196, 1434.706, 426.8293, 754.7116, 110.9593, 2038.729, 177.4891, 131.2455, 2128.681, 10.36279, 1060.471, 1303.468, 1066.517, 2.288818e-05, 1690.396, 294.3317, 0, 1558.014, 321.2808, 1033.303, 943.0718, 1807.517, 194.6446, 2756.578, 799.921, 204.4186, 614.7097, 117.712, 605.3312, 837.1173, 1430.087, 2221.563, 820.4884, 882.8368, 0, 1864.194, 504.9418, 2023.472, 685.5709, 1355.291, 139.5809
2.9, 3.814697e-06, 201.2303, 558.7819, 932.8463, 0, 1785.071, 1019.114, 803.1491, 0, 1257.022, 161.265, 1537.885, 1440.291, 407.7077, 723.2165, 105.5642, 2145.649, 202.1983, 125.6467, 2160.07, 9.938728, 1007.277, 1280.069, 1032.314, 2.288818e-05, 1655.942, 351.1131, 0, 1836.906, 306.7228, 1007.518, 903.7045, 1727.719, 186.5025, 2815.003, 766.0861, 194.87, 631.4638, 112.8036, 631.5903, 839.9606, 1376.536, 2157.671, 784.9954, 840.999, 196.1095, 1784.805, 615.6462, 1938.413, 653.3638, 1295.917, 133.525
3, 0, 192.6554, 751.5056, 998.5071, 0, 1856.804, 1045.313, 791.6942, 0, 1323.365, 152.0365, 1471.565, 1464.989, 389.4427, 693.0357, 100.4315, 2050.297, 193.6273, 210.6991, 2069.581, 9.532021, 956.7516, 1216.218, 1118.892, 2.288818e-05, 1634.77, 335.5143, 0, 1992.965, 395.9634, 1048.383, 905.642, 2130.46, 178.701, 2988.228, 733.6823, 185.7674, 698.895, 108.0999, 639.2101, 860.9734, 1367.313, 2077.959, 751.0378, 865.7919, 575.8743, 1708.797, 771.92, 2023.42, 622.6697, 1239.144, 127.7318
3.1, 0, 184.446, 714.8899, 1042.018, 0, 1923.601, 989.353, 748.767, 0, 1413.105, 143.3361, 1455.926, 1447.475, 371.996, 664.1144, 95.54829, 1994.766, 224.6912, 375.0695, 1982.883, 9.14196, 908.7604, 1262.086, 1112.715, 2.288818e-05, 1561.168, 320.6085, 0, 1935.583, 462.6906, 1042.431, 867.8372, 2217.032, 171.2259, 2927.676, 702.649, 177.09, 707.743, 103.5923, 623.335, 824.8096, 1468.09, 2200.481, 748.5806, 824.7618, 550.0392, 1696.232, 817.7934, 2110.273, 593.4176, 1226.774, 122.19
3.2, 3.814697e-06, 176.5864, 680.0582, 1000.087, 0, 1874.822, 954.6332, 708.1674, 0, 1349.059, 135.1336, 1460.709, 1387.201, 355.3309, 636.4001, 90.90254, 1892.26, 284.6013, 359.0695, 2167.393, 8.76786, 863.1764, 1328.443, 1067.19, 2.288818e-05, 1619.358, 421.8583, 0, 1942.378, 441.725, 1042.979, 831.6104, 2318.019, 221.6333, 2823.804, 759.4368, 168.818, 729.9009, 99.27265, 695.7983, 790.1648, 1638.354, 2251.049, 799.1922, 841.738, 525.3631, 1782.876, 782.928, 2180.345, 565.5397, 1331.052, 116.8886
3.3, 3.814697e-06, 169.0617, 646.9237, 982.86, 0, 2001.782, 1138.571, 781.6847, 0, 1357.313, 127.4004, 1397.717, 1424.627, 339.4124, 690.0009, 86.48267, 1795.021, 340.9311, 343.7521, 2085.967, 8.409065, 819.879, 1262.179, 1023.529, 2.288818e-05, 1636.054, 559.5769, 0, 1888.618, 421.7094, 992.7678, 796.8959, 2332.204, 322.9953, 2933.092, 910.1731, 160.9323, 793.6298, 95.13316, 665.241, 756.9751, 1632.775, 2204.522, 764.6204, 844.7085, 501.7941, 1893.317, 749.5491, 2225.174, 538.9714, 1295.042, 111.8172
3.4, 3.814697e-06, 182.3021, 615.4036, 996.1964, 0, 1994.507, 1077.618, 829.4061, 0, 1464.316, 120.1098, 1385.635, 1426.207, 324.207, 661.2062, 82.27771, 1841.126, 351.9023, 329.0881, 2052.835, 8.064957, 778.7534, 1414.29, 1026.624, 1.525879e-05, 1677.8, 534.7167, 0, 1797.449, 402.6008, 944.9739, 838.5134, 2229.243, 309.4842, 2799.543, 890.8511, 153.415, 850.5093, 91.16627, 670.2702, 725.1796, 1736.225, 2346.987, 870.6629, 829.589, 479.2824, 1935.954, 717.5931, 2217.482, 513.6512, 1383.065, 106.9659
3.5, 3.814697e-06, 198.6526, 679.7247, 954.2349, 0, 1906.943, 1159.371, 898.8396, 0, 1408.188, 113.2365, 1325.881, 1366.818, 309.6828, 800.1186, 78.2772, 1941.432, 410.7447, 315.0496, 2062.739, 7.734924, 853.9451, 1343.744, 1001.013, 1.525879e-05, 1649.503, 510.961, 0, 1849.332, 384.358, 967.6635, 839.0485, 2130.827, 379.7125, 2907.952, 867.6271, 146.2489, 815.4427, 87.36478, 640.8341, 694.7195, 1739.193, 2389.891, 832.9994, 869.4607, 457.7806, 1873.942, 686.9996, 2247.722, 489.5207, 1415.315, 102.325
3.6, 3.814697e-06, 282.5938, 680.4398, 1059.185, 0, 1931.64, 1139.011, 850.1027, 0, 1372.986, 338.4092, 1349.398, 1457.203, 411.3674, 766.7286, 74.47121, 2132.668, 462.9786, 301.61, 2063.455, 7.418396, 850.291, 1342.037, 1066.049, 1.525879e-05, 1575.238, 488.2607, 0, 1879.353, 366.9418, 996.9635, 902.4088, 2036.755, 363.8289, 2816.561, 830.9283, 139.4174, 835.4341, 83.72182, 612.6907, 732.6157, 1783.175, 2421.002, 895.1093, 857.8696, 437.2435, 1988.504, 657.7103, 2153.236, 466.5237, 1705.279, 97.88547
3.7, 1.907349e-06, 270.5519, 749.5135, 1030.068, 0, 1876.875, 1078.035, 887.9566, 0, 1556.126, 319.0435, 1291.206, 1630.625, 442.0639, 734.732, 180.6164, 2160.24, 443.3534, 288.7437, 2133.863, 7.11483, 807.64, 1319.236, 1085.61, 7.629395e-06, 1538.765, 466.5688, 0, 1815.722, 350.3148, 948.9678, 932.2838, 1946.837, 348.6098, 3083.692, 869.9376, 132.9051, 800.9891, 80.23076, 726.0352, 822.9171, 1908.944, 2391.237, 917.2583, 817.215, 417.6277, 1903.821, 732.7275, 2247.022, 444.6071, 1798.686, 93.63857
3.8, 1.907349e-06, 259.0232, 742.6232, 986.6794, 0, 1794.475, 1147.801, 898.7356, 0, 1572.908, 300.7859, 1377.508, 1630.712, 483.0974, 704.0707, 171.8344, 2194.51, 424.5601, 276.4262, 2139.445, 6.823677, 767.1282, 1281.959, 1041.195, 7.629395e-06, 1543.35, 445.8407, 0, 1766.414, 334.4413, 903.2826, 893.3667, 1860.888, 343.344, 2965.837, 1010.886, 126.697, 810.7442, 76.88527, 694.15, 865.9343, 1847.231, 2438.75, 908.9578, 778.4869, 398.8919, 1872.01, 701.4888, 2271.573, 423.7201, 1835.06, 89.57593
3.9, 1.907349e-06, 348.3239, 706.4403, 960.6649, 0, 1749.342, 1086.354, 1053.001, 0, 1705.636, 283.5732, 1318.104, 1595.563, 743.5188, 674.6889, 316.2477, 2186.924, 406.5634, 264.6342, 2359.198, 6.544441, 844.4002, 1355.212, 1184.058, 0, 1579.047, 426.0335, 0, 1736.731, 319.2869, 859.7968, 926.3758, 1900.606, 328.9818, 2898.949, 968.128, 120.7789, 777.3172, 73.67928, 663.6652, 905.201, 2077.51, 2417.217, 1032.396, 741.5943, 380.9967, 1792.288, 671.5818, 2176.084, 403.8143, 2513.788, 85.68953
4, 1.907349e-06, 333.4811, 672.0203, 1042.927, 0, 1796.989, 1189.526, 995.9057, 0, 1628.332, 267.3455, 1378.349, 1529.122, 710.2098, 763.7285, 369.9734, 2114.618, 389.3297, 253.3453, 2342.443, 6.276634, 802.0446, 1545.576, 1135.615, 0, 1671.3, 407.1062, 0, 1652.894, 362.1993, 818.4045, 887.7055, 2033.864, 329.6413, 2947.597, 927.1782, 115.1372, 925.2431, 70.60699, 634.5192, 867.1794, 2201.6, 2484.491, 1071.482, 826.1338, 363.9043, 1871.055, 642.9499, 2191.568, 384.8437, 2581.785, 81.97177
4.1, 1.907349e-06, 319.2708, 695.2901, 1150.228, 0, 1849.291, 1125.846, 950.2282, 0, 1683.44, 252.0464, 1451.792, 1465.448, 678.393, 731.8571, 351.9846, 2029.448, 372.8264, 242.5379, 2244.315, 6.019783, 761.8135, 1468.481, 1089.154, -3.814697e-06, 1659.775, 472.6194, 0, 1573.104, 386.4933, 803.7756, 850.6494, 2319.32, 349.3001, 2861.544, 995.7638, 109.759, 913.0056, 67.6628, 606.6531, 830.7548, 2148.098, 2564.69, 1093.786, 786.9832, 347.5786, 1902.503, 739.9489, 2218.533, 366.7643, 2506.27, 78.41531
4.2, 3.814697e-06, 305.6661, 676.7664, 1101.779, 0, 1893.025, 1205.203, 942.6033, 0, 1727.24, 237.6229, 1389.184, 1506.073, 648.0015, 747.7906, 334.8704, 1925.16, 357.0226, 232.1915, 2248.904, 5.773438, 723.6005, 1512.437, 1044.594, -3.814697e-06, 1585.048, 451.6225, 0, 1563.136, 368.9804, 771.41, 815.1402, 2402.128, 517.6357, 3037.775, 1131.926, 104.632, 875.3624, 64.84137, 632.4296, 847.8751, 2225.304, 2612.957, 1046.471, 823.6562, 331.9854, 1821.483, 708.4022, 2263.13, 349.5342, 2396.473, 75.01315
4.3, 1.907349e-06, 292.6411, 664.6994, 1055.37, 0, 2024.099, 1140.683, 891.4935, 0, 1843.117, 224.0247, 1338.599, 1518.026, 618.9716, 716.5843, 318.5883, 1853.857, 341.8888, 222.2865, 2154.694, 5.537182, 687.3043, 1436.995, 1001.856, -3.814697e-06, 1622.974, 552.4951, 0, 1645.42, 388.0334, 830.2229, 842.5095, 2296.08, 495.9827, 2948.658, 1160.134, 99.74458, 921.8017, 62.13759, 604.6553, 812.2614, 2285.622, 2499.901, 1086.759, 784.6229, 568.7524, 1743.913, 778.1246, 2412.804, 333.1136, 2291.486, 71.7586
4.4, 1.907349e-06, 280.1711, 688.4774, 1063.061, 0, 1976.579, 1237.254, 911.2289, 0, 1759.582, 211.2047, 1321.213, 1454.814, 591.2422, 783.1465, 303.0979, 1868.041, 327.3965, 212.8041, 2142.127, 5.310593, 652.8287, 1396.729, 960.8672, -7.629395e-06, 1659.498, 527.9495, 0, 1651.289, 370.4507, 790.2543, 807.34, 2385.417, 475.2355, 2814.399, 1131.301, 95.08541, 979.0323, 255.7856, 578.1007, 815.0289, 2221.075, 2542.852, 1039.748, 747.4395, 568.107, 1754.131, 744.9504, 2450.82, 317.4644, 2321.899, 68.64523
