 , C000, C001, C003, C004, C005, C007, C008, C009, C010, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C025, C026, C028, C031, C032, C033, C035, C036, C037, C038, C039, C040, C041, C043, C044, C048, C049, C051, C054, C055, C056, C059, C060, C062, C067, C072, C079, C085, C090, C097, C111
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
48, 226.3248, 160.6314, 858.8308, 913.1647, 211.4761, 746.3022, 410.078, 242.8533, 932.9067, 79.36513, 540.6094, 765.348, 416.3245, 55.49482, 1015.169, 589.9073, 315.9543, 263.665, 107.3513, 0.8343426, 55.54369, 185.7634, 521.8024, 342.8936, 214.749, 1052.398, 89.04001, 60.16551, 508.4753, 1095.5, 2.062694, 3259.039, 1421.69, 112.314, 1004.661, 39.47422, 1114.62, 234.3112, 409.2691, 1183.9, 1224.166, 588.9191, 1457.096, 980.8687, 403.317, 1496.26, 1095.281, 1317.158, 1627.391, 992.4698, 2774.703, 374.6396
48.1, 215.7853, 153.7866, 860.9568, 874.7006, 201.7156, 785.9675, 388.1248, 298.4926, 891.3456, 75.76807, 726.7293, 732.343, 398.9884, 53.00869, 1040.256, 561.2248, 341.3666, 277.7628, 102.7718, 0.7993907, 53.27075, 198.441, 495.7744, 388.3269, 252.1209, 1005.016, 85.08425, 57.33022, 483.9297, 1045.86, 1.963392, 3239.273, 1425.228, 107.6159, 1104.271, 37.80455, 1225.736, 224.6505, 392.2032, 1234.226, 1296.784, 564.9836, 1394.052, 999.8186, 384.2037, 1429.134, 1048.637, 1325.521, 1630.386, 1049.962, 2681.771, 358.3853
48.2, 215.8704, 177.3626, 819.0084, 930.5891, 192.4055, 751.4613, 367.3468, 282.3078, 962.7589, 72.33403, 685.1416, 700.7613, 435.5194, 50.63395, 1026.2, 533.9369, 375.5109, 265.9888, 98.38767, 0.765903, 51.09082, 188.4871, 587.7703, 372.4393, 241.7044, 1064.234, 81.30424, 54.62854, 460.5689, 1079.407, 1.86887, 3136.665, 1372.461, 103.1142, 1152.162, 36.20549, 1245.81, 215.3882, 375.849, 1288.619, 1312.99, 550.1843, 1333.735, 956.568, 463.2039, 1445.157, 1003.979, 1361.948, 1715.871, 1000.637, 2733.694, 342.8363
48.3, 205.8178, 169.8049, 878.6805, 891.3911, 183.5252, 753.2697, 452.9804, 267.0005, 919.8678, 69.05564, 645.9338, 684.1252, 417.384, 48.36559, 983.3752, 507.9758, 356.2143, 254.7138, 260.2019, 0.7338181, 49.0001, 179.0325, 558.4518, 357.2017, 231.7183, 1016.32, 77.69215, 52.05417, 438.3359, 1070.767, 1.778899, 3071.099, 1439.111, 98.80091, 1099.701, 34.67408, 1187.617, 206.5077, 360.1768, 1254.852, 1257.84, 570.7095, 1440.603, 966.6048, 475.8062, 1380.324, 1051.318, 1349.345, 1678.112, 953.6281, 2789.196, 327.9618
48.4, 196.2333, 175.42, 856.8673, 928.6977, 175.0547, 732.1125, 428.7304, 252.5232, 956.4181, 65.92583, 691.8274, 654.6229, 425.3884, 46.19886, 942.3376, 483.277, 498.9624, 243.9167, 262.8135, 0.7030774, 46.99494, 211.3642, 530.5957, 342.5875, 222.1448, 970.5624, 74.24055, 49.60113, 486.6686, 1069.318, 1.693259, 3027.549, 1375.578, 94.66802, 1049.63, 33.20744, 1132.142, 197.9934, 345.158, 1246.248, 1271.819, 624.3871, 1410.198, 945.2831, 453.2577, 1318.399, 1038.284, 1291.818, 1679.715, 976.0215, 2821.89, 313.7327
48.5, 201.5252, 190.2892, 861.4949, 935.8182, 249.6699, 732.9926, 482.7305, 238.8309, 913.8096, 62.93788, 652.237, 626.3928, 436.0834, 44.12919, 903.0127, 664.1458, 593.4161, 235.4558, 289.1746, 0.6736244, 45.07183, 330.9619, 504.1291, 328.5713, 307.3343, 975.2078, 70.94228, 47.26368, 463.1757, 1086.095, 1.611742, 3256.404, 1397.651, 122.4369, 1044.243, 31.80283, 1119.138, 189.8301, 330.7655, 1191.517, 1218.399, 599.0101, 1495.269, 1196.873, 431.7777, 1259.253, 1057.277, 1443.853, 1632.869, 994.2006, 2865.583, 300.121
48.6, 266.4769, 218.1689, 819.5202, 935.9861, 238.1465, 730.3764, 456.8878, 264.0265, 899.6025, 60.08535, 656.5493, 599.3801, 469.538, 42.15224, 865.3288, 631.8537, 562.9219, 225.4751, 298.8734, 0.6454052, 43.22741, 314.3607, 546.3091, 398.2484, 401.004, 990.5527, 67.79055, 45.03638, 440.8168, 1036.882, 1.53415, 3676.768, 1425.349, 117.3153, 1068.084, 30.45764, 1098.239, 182.0034, 316.9731, 1271.291, 1227.339, 574.6645, 1430.573, 1167.906, 411.3157, 1348.752, 1012.252, 1403.716, 1694.506, 1013.326, 2762.185, 287.0998
48.7, 254.0676, 208.8724, 779.5906, 896.5607, 239.1029, 698.3109, 451.833, 249.7105, 935.912, 57.36211, 618.9777, 573.5323, 449.986, 40.26385, 829.2175, 666.5327, 533.9946, 215.9174, 375.5704, 0.6183683, 41.45847, 298.5922, 519.0587, 381.9549, 384.4363, 992.8167, 64.77884, 42.91405, 419.5373, 1077.741, 1.460293, 3878.573, 1479.947, 112.408, 1019.452, 29.16934, 1046.939, 174.4994, 303.7559, 1335.427, 1175.787, 551.3083, 1472.208, 1159.099, 391.8233, 1288.244, 1048.193, 1461.724, 1710.929, 1007.232, 2746.666, 274.6436
48.8, 260.6816, 199.9719, 741.6066, 858.796, 258.4462, 710.179, 427.6444, 236.1707, 894.217, 54.76229, 615.9123, 548.7992, 431.2482, 38.46006, 794.6132, 634.1246, 506.5539, 206.7649, 359.549, 0.5924639, 39.76192, 283.6146, 493.1675, 366.328, 368.5532, 948.1174, 61.90092, 40.89173, 399.2849, 1126.195, 1.389992, 3751.589, 1521.592, 107.7059, 1040.639, 27.93554, 1085.656, 167.3048, 291.0898, 1276.779, 1277.839, 637.8348, 1425.75, 1108.958, 447.778, 1230.45, 1003.555, 1399.405, 1639.009, 959.9141, 2796.031, 262.7278
48.9, 289.1122, 289.1908, 748.4338, 822.622, 246.5178, 791.1263, 404.7508, 254.9025, 854.3796, 52.2803, 580.6662, 525.1327, 413.2906, 36.73709, 775.5546, 603.2922, 480.5233, 198.0003, 344.2111, 0.5676446, 38.1348, 269.3883, 468.5679, 418.411, 353.3263, 978.5395, 59.15087, 38.96471, 456.6636, 1136.895, 1.323075, 3778.341, 1517.709, 103.2005, 1189.628, 26.75393, 1087.97, 160.4068, 278.9518, 1220.707, 1361.29, 637.2141, 1514.718, 1136.608, 495.1031, 1175.249, 960.8173, 1373.025, 1678.185, 977.0794, 2819.846, 251.3289
49, 275.6488, 276.8678, 757.1232, 878.3471, 254.0838, 826.4926, 383.0827, 344.7057, 928.7526, 462.2671, 661.1284, 502.4868, 396.0808, 35.0913, 924.2684, 573.9589, 455.8303, 190.1998, 329.5275, 0.5438651, 36.57426, 255.8756, 445.1953, 401.2926, 338.7285, 934.4831, 56.52299, 37.12851, 434.6191, 1164.555, 1.259379, 3854.635, 1450.706, 120.2975, 1135.461, 25.62229, 1037.15, 153.7933, 553.8234, 1167.097, 1365.75, 611.3157, 1449.18, 1087.44, 471.64, 1122.525, 971.0093, 1419.648, 1731.03, 959.5045, 2750.052, 240.4247
49.1, 277.1547, 265.0699, 776.7866, 841.3495, 262.7387, 790.2073, 413.527, 326.0151, 939.3184, 441.3158, 623.2947, 480.8174, 402.4514, 33.51924, 885.6975, 546.0519, 432.4062, 182.1374, 419.9376, 0.5210818, 35.07758, 243.0408, 422.9886, 438.6656, 384.0959, 892.4102, 54.01186, 35.37883, 465.8278, 1111.786, 1.19875, 3843.345, 1466.135, 115.2654, 1115.085, 24.53852, 1054.487, 147.4524, 560.0104, 1241.97, 1384.9, 599.4998, 1412.572, 1075.737, 449.2889, 1384.2, 1040.003, 1425.97, 1758.77, 914.4283, 2758.471, 229.9935
49.2, 279.5453, 253.7748, 738.9391, 805.9104, 250.6122, 797.3434, 391.3891, 308.338, 957.4628, 421.314, 602.2493, 522.3764, 489.5242, 32.0176, 848.7362, 519.5017, 410.1859, 174.4168, 402.0236, 0.4992529, 33.64214, 230.8497, 401.8895, 420.7185, 368.2268, 962.2967, 51.61229, 33.71161, 471.0869, 1123.31, 1.14104, 3778.1, 1411.899, 110.4438, 1064.313, 23.5006, 1040.417, 141.3729, 536.6589, 1220.098, 1413.682, 645.8394, 1423.914, 1123.036, 427.997, 1322.101, 1141.774, 1365.176, 1769.911, 938.5447, 2875.496, 220.0149
49.3, 266.5275, 242.961, 702.9357, 783.7978, 239.0453, 821.0535, 384.0431, 291.6193, 914.8077, 402.2188, 605.5569, 499.8493, 469.14, 30.58324, 813.3173, 609.2402, 389.1074, 167.0234, 384.8738, 0.4783385, 32.26545, 219.2701, 381.8429, 422.3761, 400.3912, 918.9716, 49.31932, 32.12296, 448.3461, 1072.41, 1.086108, 3804.305, 1349.567, 105.8239, 1086.608, 22.50657, 991.8179, 135.5441, 514.2811, 1208.632, 1437.739, 619.5905, 1449.703, 1074.456, 463.8393, 1262.789, 1093.15, 1306.974, 1695.511, 928.3508, 2872.006, 210.4692
49.4, 254.1159, 232.608, 713.0697, 823.4396, 228.0124, 785.0069, 378.4225, 275.8071, 874.0529, 383.9891, 678.3496, 478.2937, 468.1221, 29.21314, 802.9916, 665.9008, 479.924, 159.9435, 368.4555, 0.4583001, 30.94509, 208.2714, 362.7962, 405.0954, 402.5688, 930.2599, 47.12822, 30.60917, 476.6902, 1023.817, 1.033821, 3738.776, 1322.073, 101.3972, 1156.285, 21.55459, 1055.492, 129.9556, 547.5428, 1155.553, 1522.486, 594.4084, 1386.979, 1027.976, 547.3639, 1206.137, 1100.66, 1289.277, 1753.66, 903.3002, 2801.639, 201.3377
49.5, 242.2822, 222.6961, 678.3267, 793.1381, 217.4886, 750.5429, 358.1639, 260.8523, 957.2868, 366.5856, 639.5305, 457.6677, 538.3663, 275.6595, 769.4818, 633.5234, 455.2618, 153.1636, 352.7377, 0.4391012, 29.67877, 197.8244, 344.6996, 483.0132, 434.5805, 951.6224, 45.03447, 29.16671, 453.6789, 977.4253, 0.9840507, 3716.053, 1282.303, 97.15572, 1103.637, 20.64287, 1048.423, 124.5975, 524.7112, 1104.805, 1637.834, 602.3232, 1385.493, 1021.117, 738.1909, 1152.027, 1053.787, 1367.793, 1722.273, 925.5459, 2881.704, 192.6024
49.6, 283.2055, 213.2066, 742.0957, 759.7297, 254.1891, 717.592, 379.7694, 246.7084, 914.6396, 349.9708, 602.9329, 437.9312, 515.9482, 263.3102, 737.3703, 602.7202, 431.867, 146.6712, 337.6903, 0.4207067, 28.46426, 187.9014, 386.2502, 463.2517, 416.6256, 908.7778, 43.03373, 27.79223, 431.7785, 1095.268, 0.9366766, 3589.792, 1430.166, 93.09164, 1053.386, 19.76972, 1055.226, 119.4604, 541.8619, 1122.926, 1629.292, 577.843, 1408.331, 1114.242, 799.0949, 1100.344, 1132.298, 1309.48, 1694.212, 882.0651, 2903.11, 184.246
49.7, 270.0172, 204.1214, 784.5886, 825.7871, 242.4572, 686.0876, 482.1116, 233.3314, 873.8923, 334.1091, 568.4295, 419.0457, 494.4636, 251.5142, 767.5233, 573.4147, 484.2527, 140.4539, 323.2849, 0.4030826, 27.29946, 178.4762, 378.8251, 444.2988, 399.4126, 867.8623, 41.12188, 26.48253, 410.9352, 1105.894, 0.8915831, 3567.146, 1460.002, 89.19758, 1005.423, 18.93351, 1052.083, 114.535, 519.2672, 1073.61, 1634.796, 554.3576, 1347.396, 1093.937, 761.2256, 1050.98, 1084.078, 1359.062, 1808.885, 840.6269, 2980.154, 176.2522
49.8, 263.5883, 195.4234, 746.361, 844.8718, 231.2667, 716.4821, 456.3021, 220.6797, 834.9603, 318.9663, 535.9006, 400.9747, 473.8737, 240.2465, 748.0612, 602.3632, 459.3681, 134.5002, 309.494, 0.3861969, 26.18232, 169.5237, 359.929, 426.1212, 404.8961, 828.7889, 39.29497, 25.23454, 489.0557, 1171.729, 0.8486606, 3599.165, 1421.646, 85.4664, 1081.261, 18.13266, 1127.56, 109.8127, 592.2137, 1142.602, 1630.215, 531.8268, 1380.212, 1192.299, 878.5144, 1003.831, 1037.911, 1301.12, 1911.91, 847.1326, 2909.651, 168.6053
49.9, 251.3136, 187.0961, 767.7801, 809.2843, 274.6891, 685.0265, 431.8743, 208.714, 873.9265, 304.5098, 556.7836, 383.683, 454.1411, 229.4837, 716.8436, 573.0751, 707.5023, 128.7989, 466.6947, 0.3700185, 25.11089, 161.0203, 368.1136, 408.6873, 466.8846, 843.4661, 37.54922, 24.04537, 465.4475, 1299.981, 0.8078044, 3572.106, 1358.883, 81.8913, 1174.952, 17.36568, 1074.891, 105.2851, 567.5193, 1136.535, 1561.74, 510.2117, 1320.494, 1312.738, 836.8814, 958.7964, 993.7105, 1245.649, 1902.948, 933.8607, 2853.688, 161.2901
50, 239.6104, 179.1236, 730.3715, 900.7535, 303.8151, 654.9519, 408.7542, 197.3971, 849.4207, 290.7085, 635.0812, 367.137, 435.2303, 219.203, 741.1279, 545.2111, 671.1454, 123.3393, 446.7861, 0.3545179, 24.08331, 152.9434, 349.7517, 452.7389, 447.5951, 911.3225, 35.88103, 22.91223, 546.5531, 1328.796, 0.7689151, 3592.06, 1466.583, 78.46574, 1121.454, 239.1013, 1167.772, 100.9442, 543.8547, 1086.622, 1548.258, 536.5493, 1285.569, 1345.545, 797.2214, 915.7825, 951.3922, 1347.807, 1893.532, 999.4579, 2908.469, 154.2923
50.1, 228.4523, 171.4908, 694.7855, 877.6737, 289.7928, 626.1977, 386.8718, 186.6939, 811.5789, 277.5327, 598.7382, 351.3045, 417.1069, 209.3829, 710.1997, 518.7018, 660.5551, 118.111, 427.7268, 0.3396666, 23.09778, 145.2717, 402.0713, 464.3213, 429.1025, 870.2924, 34.28696, 21.8325, 520.1694, 1280.684, 0.731898, 3618.185, 1468.054, 75.18349, 1277.074, 405.5026, 1176.968, 96.7823, 521.1769, 1074.739, 1483.226, 514.7423, 1279.865, 1308.63, 813.2892, 874.6983, 910.8761, 1330.555, 1813.935, 1142.994, 2921.296, 147.5981
50.2, 217.8137, 164.1832, 660.9334, 840.7045, 449.9377, 706.5036, 366.1609, 176.571, 789.7231, 264.9541, 564.4749, 336.1548, 399.7382, 200.0027, 680.5621, 595.5262, 736.2511, 113.1044, 409.4805, 0.3254374, 22.15258, 137.9848, 465.4616, 445.3245, 487.9374, 831.1096, 32.7637, 20.80364, 495.0593, 1385.504, 0.696663, 3682.299, 1469.349, 72.03853, 1218.926, 388.3507, 1121.991, 92.79197, 499.4447, 1051.822, 1420.925, 537.2114, 1255.62, 1309.996, 774.7473, 1059.775, 872.0854, 1440.081, 1818.732, 1114.307, 2958.553, 141.1943
50.3, 214.5458, 157.1871, 707.1299, 805.2925, 469.9868, 675.4861, 346.5587, 166.997, 794.0477, 252.9456, 532.1723, 321.6584, 383.0927, 191.0428, 652.1614, 566.5705, 730.873, 173.748, 392.0126, 0.3118044, 21.24606, 131.0634, 442.244, 427.105, 534.9357, 793.6909, 31.30812, 19.82327, 471.1613, 1348.096, 0.6631243, 3804.675, 1424.342, 69.02512, 1163.426, 646.2629, 1069.582, 88.96616, 478.6187, 1107.859, 1538.731, 515.3775, 1217.834, 1370.49, 738.0319, 1012.231, 834.9467, 1378.685, 1823.405, 1120.347, 2828.942, 135.0684
50.4, 259.1932, 150.489, 672.6763, 771.3722, 469.5489, 706.4368, 328.0059, 157.9421, 936.5328, 241.4814, 501.7183, 307.7871, 367.1404, 182.4842, 624.9459, 718.431, 693.3152, 166.383, 375.2898, 0.2987424, 20.37664, 124.4891, 420.1844, 409.6309, 512.8347, 757.9568, 29.9172, 18.8891, 448.4169, 1295.504, 0.6312002, 3655.516, 1450.04, 66.13777, 1110.453, 646.5898, 1019.621, 85.29808, 458.661, 1096.198, 1474.099, 494.431, 1186.987, 1311.205, 703.0564, 966.8199, 799.3895, 1319.907, 1871.021, 1067.715, 3023.104, 129.2083
50.5, 247.1231, 144.0764, 639.9014, 738.8806, 447.8772, 675.4222, 310.4464, 149.3781, 894.8101, 230.5367, 473.007, 337.1956, 351.8523, 174.3091, 598.8661, 683.4994, 657.6873, 159.3302, 359.2804, 0.2862276, 19.54279, 118.2447, 399.2252, 426.6574, 776.9193, 723.8317, 28.58807, 17.99896, 426.7705, 1315.702, 0.600813, 3575.146, 1571.926, 63.3712, 1227.903, 619.2405, 971.9932, 81.78124, 439.5356, 1048.057, 1542.005, 474.3358, 1216.959, 1313.393, 829.9402, 923.446, 952.1031, 1263.635, 1840.477, 1017.555, 3183.12, 123.6024
50.6, 235.6151, 137.937, 756.5519, 707.7576, 427.2058, 645.7693, 293.8268, 141.2786, 995.6805, 220.0881, 445.9388, 322.6543, 337.2009, 166.5002, 573.8746, 814.4687, 623.8903, 152.5763, 343.9539, 23.65243, 18.74306, 112.3135, 524.918, 409.2016, 744.8206, 691.2429, 27.318, 17.15076, 406.169, 1526.907, 0.5718887, 3425.906, 1795.736, 60.72035, 1500.004, 593.0479, 926.5904, 78.4094, 421.2077, 1159.342, 1722.514, 472.9342, 1164.304, 1256.578, 1032.427, 1038.625, 975.9315, 1209.762, 1900.495, 969.7518, 3522.878, 118.2397
50.7, 224.643, 132.0593, 719.6903, 677.9456, 501.2042, 617.4182, 278.097, 133.6182, 951.3229, 210.1131, 628.6943, 308.7401, 323.1595, 159.0411, 549.9261, 774.8676, 697.5352, 146.1088, 329.2813, 22.66159, 17.97607, 106.6798, 498.7346, 416.7989, 714.048, 660.1213, 26.10435, 16.34253, 386.562, 1457.72, 0.5443568, 3282.896, 1716.458, 58.18039, 1431.706, 567.9633, 883.3085, 75.17658, 403.6441, 1181.758, 1650.163, 453.7127, 1113.928, 1202.22, 983.4999, 992.0303, 1002.497, 1318.726, 1820.605, 924.1943, 3368.544, 113.1097
50.8, 239.0452, 126.432, 684.6248, 723.7656, 478.0715, 800.7971, 263.2093, 126.3731, 908.9413, 200.5901, 592.7168, 295.4259, 425.5069, 151.9162, 620.2457, 737.192, 686.6586, 139.9154, 315.2346, 21.71227, 17.24046, 101.3286, 473.8573, 480.9668, 684.5469, 785.5407, 24.94462, 15.57239, 367.9016, 1391.667, 0.5181504, 3665.21, 1640.68, 55.74667, 1366.517, 711.1542, 986.7023, 72.07705, 707.6155, 1162.724, 1580.85, 435.2724, 1210.981, 1246.529, 936.8917, 1109.15, 959.8041, 1396.127, 1798.26, 1072.99, 3220.971, 108.2023
50.9, 227.9134, 121.0445, 651.2677, 757.7642, 456.0065, 765.6399, 282.9565, 119.521, 868.4479, 191.4988, 558.7981, 282.6859, 407.7884, 145.1105, 594.3621, 701.3482, 651.3728, 133.9845, 301.7871, 20.80271, 16.53495, 96.24594, 450.2209, 461.2891, 656.2646, 804.3047, 23.83641, 14.83855, 350.1418, 1328.607, 0.4932057, 3512.21, 1568.247, 53.41476, 1304.297, 681.0739, 940.6125, 69.10531, 724.8423, 1130.884, 1514.449, 448.8737, 1218.525, 1222.667, 892.4922, 1097.865, 918.9297, 1353.56, 1766.769, 1081.976, 3079.864, 103.5078
51, 269.6753, 115.8865, 742.1326, 725.8458, 434.9598, 732.0261, 376.4874, 113.0403, 829.7584, 182.8195, 526.8204, 270.4953, 508.6288, 138.6097, 605.9127, 667.2473, 836.6633, 128.305, 288.9132, 19.93125, 15.85831, 91.41819, 427.7634, 464.0738, 629.1508, 768.0928, 22.77744, 14.13928, 333.2395, 1321.779, 0.4694618, 3562.215, 1499.013, 51.1804, 1244.91, 652.2659, 1006.26, 66.2561, 694.6176, 1081.219, 1555.727, 478.3275, 1243.801, 1210.41, 850.1968, 1078.382, 879.7961, 1329.328, 1804.907, 1257.761, 2988.188, 99.01692
51.1, 257.1171, 110.9484, 705.9736, 695.2719, 414.8846, 699.8881, 376.5531, 106.911, 836.079, 174.5336, 496.6727, 258.8304, 487.449, 132.4001, 580.6271, 634.8043, 793.6691, 122.8663, 276.5885, 19.0963, 15.20936, 86.8326, 406.4262, 445.0872, 603.1572, 806.4667, 21.76551, 13.47297, 317.153, 1397.703, 0.446861, 3442.312, 1432.834, 49.0395, 1188.226, 722.2361, 959.2568, 63.52436, 665.6531, 1157.818, 1577.234, 511.5403, 1189.985, 1158.05, 809.9058, 1126.953, 891.5963, 1272.654, 1821.313, 1225.025, 3033.212, 94.72093
51.2, 249.7696, 106.2207, 671.5764, 665.9858, 395.7359, 669.1611, 398.8634, 101.1141, 843.9926, 166.6232, 522.5895, 247.6686, 486.0172, 126.4687, 556.3968, 603.9388, 813.2833, 117.6581, 264.7896, 18.29633, 14.58697, 82.47703, 386.1533, 426.8774, 578.2375, 770.1575, 20.79854, 12.83806, 427.5868, 1411.357, 0.4253482, 3492.75, 1369.578, 46.98816, 1134.124, 755.5222, 971.1277, 60.90525, 637.8965, 1106.971, 1571.014, 554.3535, 1178.4, 1325.405, 771.5242, 1114.258, 877.2875, 1278.482, 1914.841, 1245.674, 3076.104, 90.61133
51.3, 238.1384, 101.6944, 684.5884, 668.66, 377.471, 639.783, 494.601, 95.6315, 806.3926, 159.0714, 492.6839, 236.9881, 465.779, 120.803, 533.1776, 574.5741, 771.4906, 112.6707, 253.494, 17.52987, 13.99004, 78.33994, 366.8916, 458.6618, 554.3474, 735.483, 19.87453, 12.23307, 539.5195, 1347.405, 0.4048711, 3452.756, 1309.114, 45.02262, 1082.485, 737.7131, 973.7119, 58.39412, 611.2972, 1079.472, 1603.767, 535.2795, 1192.559, 1268.07, 783.4164, 1173.68, 1019.195, 1281.663, 1883.048, 1324.944, 3062.516, 86.68002
51.4, 260.7343, 97.36101, 717.6548, 670.9084, 360.0491, 671.4536, 510.4992, 90.44617, 799.5719, 151.8618, 526.9909, 226.7681, 446.3835, 115.3911, 586.9022, 546.6371, 731.8455, 107.8947, 242.6803, 16.79552, 13.41755, 74.41035, 348.5907, 439.8966, 531.4443, 744.524, 18.99157, 11.65659, 527.6303, 1304.463, 0.3853799, 3370.918, 1251.319, 43.1393, 1033.197, 732.0789, 965.3301, 55.98653, 694.7838, 1083.924, 1586.51, 595.409, 1176.667, 1213.215, 771.738, 1202.222, 1024.661, 1227.022, 1858.546, 1262.7, 3196.087, 82.91928
51.5, 248.5925, 93.21227, 682.6884, 647.9087, 343.4313, 656.5747, 515.4069, 185.0975, 763.9509, 144.9789, 534.4306, 216.9889, 427.7957, 110.2217, 562.41, 520.0585, 765.6598, 103.3212, 232.3279, 16.09192, 12.86848, 70.67789, 331.2027, 487.757, 509.4875, 743.1132, 18.14783, 11.10727, 528.7247, 1342.413, 0.3668269, 3369.325, 1346.326, 41.33476, 986.1537, 783.3389, 920.2386, 53.6782, 665.8125, 1090.382, 1552.443, 593.0358, 1137.969, 1160.733, 792.342, 1148.287, 981.0243, 1285.218, 1904.049, 1203.38, 3056.069, 79.32171
51.6, 239.453, 89.24032, 700.6451, 703.9061, 327.5805, 727.8463, 487.8149, 175.0612, 833.7296, 138.4081, 503.8474, 207.6315, 440.5976, 105.2839, 538.9399, 494.7722, 769.4755, 98.94151, 222.417, 15.41781, 12.34188, 67.13264, 314.682, 471.3253, 488.4378, 709.6562, 17.34159, 10.58384, 537.7777, 1281.586, 0.3491672, 3331.057, 1286.889, 39.60571, 941.2521, 780.3357, 877.2534, 51.46505, 758.4122, 1158.857, 1558.071, 637.748, 1183.222, 1110.521, 892.6618, 1096.773, 1075.12, 1230.425, 1923.152, 1262.169, 3117.692, 75.88022
51.7, 234.3013, 85.43762, 711.8934, 769.2476, 312.4612, 695.8917, 461.7001, 242.372, 796.5868, 132.135, 555.2367, 198.6775, 473.6544, 100.5672, 554.5468, 470.7154, 857.1591, 94.74748, 212.929, 14.77193, 11.83683, 63.76523, 298.9854, 463.1953, 468.2578, 866.204, 16.57116, 10.08508, 671.7009, 1223.514, 0.3323576, 3305.26, 1230.076, 37.94898, 898.395, 747.3292, 836.2761, 49.34314, 726.7877, 1107.964, 1784.385, 621.5129, 1169.281, 1062.482, 969.2195, 1119.756, 1092.656, 1365.284, 1887.343, 1202.875, 3071.08, 72.58804
51.8, 223.3904, 81.79697, 694.1227, 736.8455, 298.0398, 665.3401, 436.9833, 250.732, 761.0988, 126.1463, 548.2842, 190.1097, 453.9309, 96.0619, 531.4048, 447.8283, 937.7169, 90.73123, 203.8457, 14.15312, 11.35245, 274.3467, 284.0717, 444.2446, 448.9116, 827.2053, 15.83495, 9.609821, 820.8981, 1272.587, 0.3163573, 3328.173, 1213.132, 36.36156, 857.4892, 715.7187, 797.2128, 47.30872, 696.4818, 1059.306, 1808.246, 687.6341, 1118.69, 1154.005, 942.7477, 1176.544, 1046.125, 1415.683, 1968.855, 1270.54, 3016.372, 69.43871
51.9, 212.9875, 78.31144, 726.4991, 738.9904, 284.284, 680.4313, 413.5897, 274.9652, 727.1917, 120.4289, 516.9081, 181.9114, 435.0288, 91.75841, 539.1803, 426.054, 904.3424, 86.88523, 195.1499, 13.56022, 10.88789, 260.5853, 269.9019, 426.0693, 430.3646, 789.9623, 15.13146, 9.15696, 781.2709, 1270.088, 0.3011272, 3348.34, 1159.575, 34.84053, 1020.847, 685.4453, 796.8632, 45.35818, 667.4397, 1055.927, 1732.294, 702.4291, 1070.287, 1104.085, 928.5236, 1164.127, 1001.574, 1474.892, 1923.26, 1210.851, 2884.228, 66.426
52, 203.0692, 74.97444, 691.1019, 707.8628, 271.1631, 718.4874, 455.7589, 260.0561, 694.7952, 114.9707, 507.4822, 174.0666, 510.6465, 240.0672, 516.6796, 405.3383, 940.6458, 83.20226, 186.8251, 12.99216, 10.44233, 258.4668, 256.439, 408.6375, 412.584, 754.3962, 14.45922, 8.725439, 878.2348, 1227.734, 0.2866303, 3363.322, 1108.382, 33.38314, 974.3653, 656.4524, 846.8593, 43.48807, 639.6086, 1009.555, 1792.453, 673.8802, 1123.164, 1122.678, 957.8865, 1177.658, 1071.501, 1554.173, 1989.867, 1275.999, 2976.982, 63.54401
52.1, 193.6126, 71.77964, 702.8636, 718.2652, 258.6478, 765.2874, 431.3601, 282.9141, 714.8116, 109.7599, 478.4411, 166.5601, 549.0782, 229.3124, 629.5235, 385.63, 991.0679, 79.6754, 178.8553, 12.4479, 10.01502, 307.7826, 243.6476, 391.919, 395.5379, 949.4161, 13.81684, 8.314254, 879.0428, 1281.836, 0.2728314, 3362.894, 1137.455, 31.9867, 930.0004, 628.6859, 876.8024, 41.69505, 612.938, 1105.78, 1717.164, 722.684, 1074.568, 1074.113, 951.5306, 1182.492, 1137.867, 1606.215, 2026.126, 1290.676, 2919.446, 60.78706
52.2, 184.5965, 68.72097, 700.7262, 690.1302, 246.7101, 731.6891, 408.2675, 267.574, 702.5081, 104.7853, 483.554, 159.3773, 526.2141, 219.0394, 676.9194, 366.8799, 940.1393, 76.29804, 171.2256, 11.92644, 9.605186, 292.3441, 231.4942, 375.8844, 379.1961, 906.6709, 13.203, 7.922446, 836.6088, 1223.753, 0.2596968, 3298.1, 1207.85, 30.64869, 887.6556, 731.2429, 936.2019, 39.97596, 638.7021, 1057.217, 1675.855, 740.1659, 1062.654, 1027.648, 970.3268, 1185.339, 1350.1, 1537.737, 1940.956, 1264.801, 2930.587, 58.14973
