 , C003, C004, C005, C008, C009, C010, C016, C017, C018, C020, C023, C024, C028, C029, C038, C039, C041, C045, C053, C055, C059, C060, C066, C070, C073, C076, C077, C080, C082, C083, C087, C089
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
387.9, 777.8113, 259.4724, 748.372, 6.375309, 479.7015, 53.22977, 641.1318, 1191.483, 6.341039, 17.63848, 1254.345, 0.8851656, 168.4743, 1399.9, 1343.291, 5.224262, 1155.386, 682.5636, 82.94098, 817.7799, 1072.905, 777.1796, 352.8787, 938.2192, 1833.802, 1124.559, 485.9673, 729.5499, 1077.716, 1162.444, 253.287, 1748
388, 744.61, 245.4285, 797.2628, 6.113217, 458.1093, 50.95837, 614.9704, 1135.302, 6.080463, 16.90753, 1189.87, 0.8494057, 161.2602, 1340.148, 1280.353, 5.001838, 1170.658, 895.9213, 78.8063, 779.4349, 1161.891, 744.9197, 337.7049, 891.58, 2114.741, 1068.974, 465.7138, 696.8388, 1092.041, 1113.177, 242.3021, 1717.859
388.1, 712.8259, 232.1448, 762.8589, 5.861901, 437.4891, 48.78389, 589.8765, 1181.986, 5.830595, 16.20688, 1233.01, 0.8150904, 154.3551, 1464.716, 1220.365, 4.788884, 1117.062, 1101.008, 74.87773, 742.8878, 1110.038, 804.129, 323.1836, 847.2591, 2079.591, 1134.163, 446.3044, 665.5944, 1038.584, 1065.999, 231.7936, 1770.638
388.2, 682.3985, 219.58, 729.9396, 5.620916, 417.7969, 46.7022, 565.8066, 1156.709, 5.590996, 15.53526, 1217.286, 0.7821615, 147.7456, 1496.87, 1163.187, 4.584996, 1065.919, 1107.018, 71.14501, 708.0544, 1060.5, 789.7681, 309.2867, 805.1415, 2183.152, 1157.536, 427.7039, 676.6718, 987.7444, 1020.821, 221.7409, 1686.074
388.3, 653.27, 207.6953, 698.441, 5.389838, 398.9912, 44.70934, 542.7189, 1203.332, 5.361242, 14.89147, 1252.481, 0.7505628, 141.4192, 1459.562, 1108.688, 4.389789, 1017.118, 1297.019, 67.59837, 780.9916, 1013.171, 756.9856, 295.9874, 885.9911, 2224.026, 1216.833, 409.8787, 646.3317, 966.7725, 977.5569, 212.1241, 1605.549
388.4, 625.3848, 196.4538, 668.3015, 5.16826, 444.4516, 42.80152, 520.5733, 1146.592, 5.14093, 14.27436, 1188.101, 0.7202407, 135.3636, 1397.263, 1056.743, 4.202893, 970.5518, 1234.052, 64.22854, 744.3715, 967.9556, 751.7347, 283.2599, 841.9481, 2127.379, 1190.132, 392.7963, 704.5479, 919.4481, 936.1266, 202.9245, 1782.044
388.5, 598.6899, 238.395, 656.076, 4.955791, 424.4461, 40.97511, 499.3313, 1121.692, 4.929671, 13.68282, 1159.784, 0.6911436, 129.5674, 1422.848, 1007.231, 4.023954, 926.1171, 1299.969, 61.02669, 709.4686, 924.7576, 720.5309, 271.0798, 800.0944, 2034.932, 1171.493, 376.4259, 707.4435, 927.8757, 896.4522, 194.1238, 1696.936
388.6, 573.1345, 225.4919, 627.7647, 4.752057, 405.3411, 39.22664, 478.9561, 1068.802, 4.727093, 13.1158, 1100.169, 0.663222, 124.0193, 1435.007, 1087.92, 3.852634, 949.6535, 1236.859, 57.98446, 676.2021, 976.2822, 690.6223, 259.4233, 845.5704, 2129.893, 1113.589, 360.7377, 675.7237, 942.8077, 940.4424, 237.8169, 1678.552
388.7, 613.7177, 213.2872, 600.6751, 4.556698, 387.096, 37.55278, 459.4123, 1103.332, 4.53284, 12.57227, 1153.377, 0.6364284, 118.7088, 1373.756, 1036.948, 3.688607, 941.4277, 1285.174, 55.09388, 644.4956, 970.6321, 661.9553, 248.2681, 803.5367, 2117.484, 1058.547, 345.7034, 645.4261, 896.6564, 960.7045, 348.781, 1598.386
388.8, 685.1114, 247.1458, 574.7545, 4.36937, 390.3176, 35.95034, 440.666, 1117.996, 4.34657, 12.05127, 1197.434, 0.6107172, 113.6257, 1382.318, 988.3635, 3.531564, 898.3264, 1275.661, 52.3474, 614.2758, 927.3146, 634.4781, 237.5926, 853.7749, 2188.12, 1219.684, 331.2957, 669.322, 1060.987, 919.9885, 333.6546, 1522.049
388.9, 655.867, 233.7691, 549.9525, 4.189744, 417.6385, 34.41628, 422.6847, 1065.28, 4.167954, 11.55186, 1193.351, 0.5860448, 108.7603, 1323.316, 1058.893, 3.381207, 1003.5, 1213.731, 49.73783, 585.4728, 1000.09, 608.1416, 227.3761, 862.0841, 2163.27, 1394.049, 317.4884, 639.3114, 1095.69, 880.998, 319.1843, 1553.526
389, 627.871, 229.7152, 560.0504, 4.017502, 398.8398, 32.94769, 405.437, 1152.825, 3.996678, 11.07315, 1340.454, 0.562369, 104.1032, 1336.363, 1009.281, 3.237252, 1093.891, 1154.807, 47.25836, 705.4846, 1066.572, 835.2324, 217.599, 894.256, 2069.263, 1325.145, 304.2565, 644.1813, 1042.055, 917.0312, 305.3415, 1758.906
389.1, 601.0699, 223.8757, 615.8195, 3.852341, 380.8874, 31.54175, 388.8932, 1098.466, 3.832441, 10.61427, 1271.552, 0.5396498, 99.64552, 1394.416, 1059.657, 3.099425, 1081.667, 1151.067, 44.90249, 672.405, 1018.972, 800.5627, 208.2422, 1211.659, 2195.296, 1296.019, 291.5761, 697.358, 991.0453, 878.1661, 292.099, 1750.482
389.2, 575.413, 211.7585, 589.2454, 3.69397, 416.1098, 30.19582, 373.0244, 1046.671, 3.674952, 10.17441, 1206.192, 0.5178485, 95.37871, 1334.898, 1010.009, 2.967466, 1082.898, 1140.283, 42.66406, 640.8765, 1064.53, 767.3322, 199.2878, 1151.427, 2207.637, 1231.959, 279.4242, 721.4801, 942.5327, 886.9911, 279.4309, 1685.309
389.3, 572.9684, 200.2971, 563.8181, 3.54211, 397.38, 28.90731, 357.8031, 1097.892, 3.523935, 9.752778, 1144.192, 0.4969278, 91.2946, 1277.921, 962.6869, 2.841126, 1033.32, 1141.431, 40.53722, 610.8263, 1017.022, 735.481, 190.7184, 1094.189, 2142.943, 1171.067, 267.7787, 689.1309, 971.9683, 849.3992, 267.3122, 1671.987
389.4, 548.511, 211.0412, 539.4879, 4.20958, 379.4933, 27.67379, 343.203, 1184.746, 3.379124, 9.348619, 1142.815, 0.4768524, 87.38538, 1311.522, 917.582, 2.720165, 1021.492, 1115.825, 38.5164, 582.1851, 971.6339, 704.9518, 182.5175, 1039.796, 2049.82, 1113.183, 256.6186, 658.2321, 1014.756, 910.8708, 255.7191, 1592.134
389.5, 525.0975, 226.3577, 516.2077, 15.85846, 461.3467, 26.4929, 329.1986, 1128.883, 3.240264, 8.961207, 1105.07, 0.457588, 83.64355, 1255.542, 874.5905, 2.604353, 1057.623, 1198.778, 36.59632, 554.887, 928.2717, 675.69, 174.6693, 988.1077, 2047.305, 1090.015, 245.9236, 692.0064, 1108.433, 1067.449, 244.6287, 1611.764
389.6, 574.2231, 224.9582, 493.9321, 15.20651, 440.5807, 25.36241, 315.7656, 1176.45, 3.10711, 8.58985, 1048.267, 0.4391018, 80.06194, 1201.952, 833.6133, 2.493472, 1009.202, 1268.082, 34.77197, 528.8688, 886.8447, 647.6428, 167.1585, 938.9884, 1958.337, 1036.138, 235.6743, 660.9787, 1054.174, 1022.209, 269.498, 1594.334
389.7, 549.7121, 212.7823, 472.6177, 87.9152, 431.0551, 24.28016, 302.8808, 1172.257, 2.979428, 8.233883, 994.3846, 0.4213625, 76.63371, 1205.505, 794.556, 2.387312, 962.9974, 1206.52, 33.03855, 504.0706, 847.2665, 620.7598, 159.9707, 892.3109, 2098.601, 1221.283, 225.8522, 720.6606, 1061.686, 978.8864, 257.8101, 1575.164
389.8, 526.2473, 201.2655, 452.2231, 84.30098, 432.3864, 23.24408, 290.5218, 1162.897, 2.856993, 7.892667, 1041.318, 0.4043398, 73.35226, 1171.893, 757.3286, 2.285672, 941.1677, 1157.027, 31.39155, 480.4351, 809.4547, 594.9926, 153.092, 847.9537, 2031.288, 1233.743, 216.4395, 688.3481, 1009.716, 937.3997, 246.629, 1531.111
389.9, 523.1451, 190.3721, 432.7085, 80.83533, 412.924, 22.25222, 278.6671, 1152.975, 2.739589, 7.565591, 987.7921, 0.3880048, 70.21133, 1204.106, 721.8455, 2.188359, 928.8822, 1100.856, 29.82665, 457.9079, 909.8152, 570.295, 146.509, 805.8015, 2042.844, 1211.634, 207.419, 657.4845, 1047.826, 897.6713, 403.3659, 1581.445
390, 500.8143, 180.0683, 414.0361, 77.51217, 563.5719, 21.30268, 267.2961, 1132.889, 2.62701, 7.252069, 937.0179, 0.3723298, 67.2049, 1335.589, 688.0248, 2.095189, 962.6674, 1096.667, 28.33977, 436.437, 869.2119, 546.6226, 140.2091, 765.7448, 1982.586, 1151.746, 198.7745, 628.0047, 1036.123, 859.6267, 436.1805, 1505.917
390.1, 479.4368, 170.3221, 396.1694, 74.32561, 538.2046, 20.39366, 256.389, 1238.729, 2.519057, 6.95154, 888.8535, 0.357288, 64.32719, 1278.582, 655.7887, 2.005986, 918.5937, 1064.079, 26.92701, 415.9728, 848.4041, 523.9329, 134.1801, 727.6793, 1932.274, 1258.34, 190.4902, 599.8467, 1046.157, 823.1945, 436.8824, 1489.969
390.2, 506.0896, 161.1035, 379.0738, 71.27007, 513.9791, 19.52343, 245.9271, 1298.151, 2.41554, 6.663465, 843.1649, 0.3428539, 61.57271, 1284.962, 812.3633, 1.920581, 876.5378, 1012.421, 25.58467, 599.397, 993.4625, 502.1849, 128.4104, 691.506, 1887.376, 1196.143, 182.5512, 572.9512, 994.9466, 788.3063, 417.9351, 1525.837
390.3, 570.4231, 185.8665, 362.7158, 68.34013, 490.844, 18.69034, 235.892, 1236.941, 30.88972, 6.387327, 799.8248, 0.3290029, 58.93618, 1292.936, 774.3016, 1.838812, 924.2441, 963.2703, 24.30925, 571.2918, 949.1262, 481.3397, 122.8888, 657.1309, 2046.919, 1137.021, 174.9431, 547.2616, 1090.997, 754.8967, 399.8096, 1668.456
390.4, 585.6603, 175.8065, 347.0637, 65.53064, 468.7503, 17.89279, 226.2665, 1178.616, 29.62036, 6.122633, 849.0201, 0.3157115, 56.41254, 1237.75, 738.0232, 1.760524, 881.9296, 1019.671, 23.09742, 598.0318, 924.7885, 461.3597, 117.6045, 624.4647, 1957.968, 1322.916, 167.652, 606.2873, 1037.591, 722.9031, 382.4701, 1588.772
390.5, 560.661, 166.291, 332.0871, 62.83665, 447.651, 17.12928, 217.0337, 1328.162, 28.40315, 5.868908, 853.0357, 0.302957, 53.99696, 1184.919, 826.325, 1.68557, 841.5524, 970.1685, 21.94599, 649.9222, 921.8792, 442.2091, 112.5475, 593.4222, 1908.916, 1295.68, 160.6649, 579.103, 986.8004, 692.2654, 365.8827, 1512.894
390.6, 536.7289, 221.7069, 444.8137, 60.25342, 447.3989, 16.39834, 208.1776, 1265.536, 27.23597, 5.625698, 838.1617, 0.2907178, 51.68482, 1332.878, 787.6091, 1.613806, 803.0237, 1013.044, 20.85196, 662.6574, 974.1384, 423.8535, 107.708, 563.923, 1825.962, 1401.105, 153.9689, 553.1376, 1035.727, 662.9261, 350.0146, 1468.622
390.7, 513.8183, 209.7071, 425.6189, 57.77638, 427.2607, 15.6986, 199.6829, 1275.655, 46.36747, 5.392566, 914.3221, 0.278973, 49.47168, 1275.987, 888.1678, 1.545098, 858.3369, 963.8635, 19.81248, 631.5859, 1073.499, 406.2597, 103.0766, 535.8901, 1911.175, 1542.796, 147.552, 528.3364, 1141.305, 634.8304, 334.8347, 1492.68
390.8, 491.8857, 281.5797, 407.2524, 55.40117, 408.029, 15.02871, 191.5349, 1264.301, 44.46207, 5.169096, 964.4329, 0.2677028, 47.35331, 1244.762, 999.392, 1.479315, 869.7509, 917.0704, 18.82481, 683.5339, 1100.036, 389.3963, 98.64427, 509.2508, 1948.443, 1466.539, 277.3868, 504.6472, 1085.437, 607.9254, 353.3131, 1421.391
390.9, 530.9758, 266.3392, 389.6784, 136.4329, 390.0861, 14.38741, 183.7193, 1325.281, 42.63497, 4.954885, 914.8593, 0.2568878, 45.32565, 1331.788, 952.5674, 1.416333, 829.9312, 872.5491, 17.88637, 741.0356, 1050.943, 373.2328, 94.40257, 483.9357, 1982.579, 1394.052, 265.8262, 560.1101, 1108.678, 582.1606, 337.9902, 1544.032
391, 508.3108, 251.9237, 436.975, 130.8241, 413.9575, 13.77348, 176.2226, 1322.644, 40.88295, 4.749553, 867.834, 0.2465098, 43.38482, 1274.943, 958.6845, 1.356033, 851.7023, 945.7856, 16.99472, 827.5413, 1083.774, 357.7403, 90.34326, 459.879, 1953.826, 1363.979, 291.8179, 534.9963, 1054.407, 557.4878, 323.3318, 1550.436
391.1, 486.6132, 273.7375, 418.1185, 125.4459, 395.3246, 13.18574, 169.0319, 1285.471, 39.20292, 4.552729, 823.2258, 0.236551, 41.52708, 1338.196, 913.7672, 1.298299, 812.7089, 933.906, 16.14752, 788.7385, 1035.407, 342.8908, 86.4585, 437.0182, 2035.461, 1399.563, 292.0595, 511.0085, 1113.532, 533.8607, 309.3091, 1476.389
391.2, 494.1706, 308.1703, 433.9614, 120.2888, 377.5303, 12.62309, 162.1345, 1300.283, 37.59194, 4.364062, 780.9106, 0.2269945, 39.7489, 1393.326, 870.9544, 1.243024, 876.2331, 906.4216, 15.34255, 751.7552, 989.199, 328.6578, 82.74079, 415.2939, 2089.865, 1429.849, 465.4607, 488.0963, 1059.024, 511.2349, 340.2465, 1454.956
391.3, 473.0767, 322.4499, 415.2349, 115.3437, 433.3362, 12.08444, 155.5186, 1372.116, 36.04715, 4.183213, 740.7704, 0.2178241, 38.04686, 1352.431, 942.213, 1.190102, 856.7704, 938.7582, 14.57771, 716.506, 945.0529, 315.0155, 79.18294, 394.6494, 2096.007, 1359.175, 446.0619, 466.2113, 1098.462, 489.568, 413.0858, 1447.661
391.4, 452.8831, 304.9974, 397.3165, 188.7677, 483.0261, 11.56878, 149.1727, 1307.417, 34.56585, 4.009859, 702.6935, 0.2090242, 36.4177, 1314.955, 898.0674, 1.139433, 817.545, 893.184, 13.851, 682.9096, 902.877, 301.9395, 75.77808, 375.0312, 2020.96, 1457.944, 427.4715, 525.8433, 1067.799, 468.8194, 395.1706, 1378.522
391.5, 433.5515, 288.4895, 380.1714, 181.0074, 461.2843, 11.07512, 143.0857, 1304.495, 33.14542, 3.843688, 666.5739, 0.2005798, 34.8583, 1277.654, 904.2347, 1.090922, 780.1155, 930.6038, 13.16051, 685.2106, 862.5833, 289.4063, 72.51962, 356.3882, 1970.044, 1385.881, 409.6559, 502.2659, 1015.529, 448.9501, 378.0323, 1372.89
391.6, 415.0451, 272.8751, 363.766, 173.5661, 479.2893, 10.60252, 137.2471, 1242.986, 31.78335, 3.684404, 752.7705, 0.1924766, 33.36567, 1239.126, 861.8686, 1.044475, 854.4889, 900.9734, 12.50445, 653.0816, 824.0879, 277.3933, 69.40128, 338.672, 1884.433, 1341.308, 392.5829, 479.7456, 1092.655, 429.923, 361.6373, 1375.4
391.7, 397.3287, 258.1058, 348.0686, 166.4308, 517.368, 10.1501, 131.6467, 1184.376, 30.47726, 3.53172, 714.0768, 0.1847007, 31.93696, 1257.864, 841.182, 1.000007, 815.3679, 857.2335, 11.88109, 731.7066, 787.3104, 265.879, 66.41703, 321.8365, 1802.543, 1461.83, 376.2213, 458.2351, 1039.168, 411.7022, 358.3779, 1368.802
391.8, 383.7177, 244.1359, 333.0486, 159.5888, 501.7393, 9.716976, 126.2749, 1128.53, 29.22485, 3.385364, 754.1876, 0.1772389, 30.56942, 1204.174, 846.4338, 0.9574311, 836.8828, 875.0911, 11.28881, 697.3975, 752.1743, 254.8426, 63.5611, 305.8379, 1724.212, 1389.575, 360.5417, 437.6891, 1024.914, 591.2279, 397.3547, 1326.703
391.9, 367.3385, 230.9221, 318.6768, 153.028, 479.1552, 9.302337, 121.1223, 1144.133, 28.02389, 3.245073, 715.421, 0.1700786, 29.26044, 1252.782, 806.7758, 0.9166683, 798.5679, 832.6077, 10.72605, 664.6971, 718.6061, 244.2643, 60.82797, 290.6345, 1752.295, 1472.974, 345.5155, 418.0643, 974.7437, 566.1708, 380.1217, 1263.341
392, 399.1386, 309.9434, 304.9251, 146.737, 457.5876, 8.905391, 116.1799, 1189.344, 26.87229, 3.110595, 678.6472, 0.1632076, 28.00751, 1241.101, 768.9758, 0.877641, 762.0071, 792.1868, 10.19135, 633.53, 686.5361, 234.1252, 58.21237, 276.187, 1730.549, 1400.168, 331.1156, 466.8421, 1047.962, 542.1757, 363.6361, 1236.502
392.1, 382.1012, 424.1589, 311.5054, 168.0649, 436.9908, 8.525383, 111.4391, 1293.556, 25.76802, 2.981691, 643.7635, 0.1566142, 26.80824, 1269.221, 732.947, 0.8402752, 727.1203, 768.8967, 9.683302, 703.8054, 655.8973, 224.4069, 55.70924, 262.4576, 1671.035, 1330.961, 317.3158, 508.4208, 996.6629, 519.1974, 347.8655, 1177.448
392.2, 365.791, 475.155, 372.1725, 237.0138, 417.3211, 8.161592, 106.8919, 1232.562, 24.70912, 2.858128, 610.6729, 0.1502871, 25.66031, 1277.121, 757.1769, 0.8045003, 782.7579, 825.0101, 9.200581, 876.4164, 626.6259, 215.0919, 53.31374, 249.4107, 1714.491, 1265.175, 304.0912, 485.6246, 947.8753, 690.2589, 332.7788, 1273.477
392.3, 350.177, 454.3681, 407.0345, 227.2701, 398.5367, 7.813323, 102.5302, 1331.965, 23.69373, 2.739686, 579.2833, 0.1442156, 183.3341, 1222.61, 888.7085, 0.7702486, 759.8666, 818.5024, 8.741923, 958.7127, 695.6656, 206.1637, 51.02125, 237.0124, 1713.111, 1202.64, 291.4176, 463.8505, 1038.484, 742.6319, 376.9226, 1261.334
392.4, 335.2295, 429.7755, 389.4699, 217.927, 380.5979, 7.479916, 98.34641, 1269.16, 22.72007, 2.626152, 549.5071, 0.1383894, 295.3259, 1263.193, 847.0698, 0.7374551, 725.0778, 838.6827, 8.30613, 1219.517, 712.636, 197.606, 48.82734, 225.2304, 1737.134, 1286.191, 279.2723, 443.0527, 1031.31, 711.1581, 360.5758, 1320.341
392.5, 320.92, 745.326, 494.8586, 208.9679, 363.4666, 7.160736, 94.33339, 1319.56, 21.78643, 2.517323, 521.2615, 0.1327986, 389.9668, 1264.815, 807.382, 0.7060578, 691.8816, 797.9669, 7.892063, 1462.041, 912.5682, 189.4036, 46.72776, 214.0341, 1661.646, 1222.617, 267.6332, 423.1874, 1148.999, 681.0182, 344.9379, 1257.283
392.6, 307.2214, 1123, 519.0567, 200.3772, 398.4588, 6.855176, 90.48412, 1311.844, 20.89115, 2.413004, 494.4677, 0.1274337, 427.2013, 1210.828, 769.5536, 0.6759973, 660.2053, 759.2277, 7.498636, 1505.624, 871.842, 181.5416, 44.71847, 203.3943, 1799.075, 1162.186, 256.4792, 404.2129, 1111.367, 652.1556, 329.9781, 1389.34
392.7, 294.1075, 1107.216, 496.6581, 192.1396, 380.5235, 6.562654, 86.79192, 1279.233, 20.03266, 2.313008, 500.656, 0.1222855, 408.9086, 1159.147, 733.4977, 0.6472166, 629.9792, 847.5342, 7.124823, 1541.564, 832.9333, 174.006, 42.79558, 193.2835, 1806.074, 1104.742, 245.7899, 386.0891, 1139.867, 712.4241, 315.6672, 1322.986
392.8, 281.5533, 1176.196, 475.2261, 184.2407, 407.778, 6.282615, 83.25037, 1266.028, 19.20944, 2.217155, 558.8493, 0.1173452, 391.3992, 1201.763, 699.131, 0.6196613, 616.0774, 806.3887, 6.769644, 1616.636, 795.7611, 166.7832, 40.95537, 183.6753, 1727.589, 1050.137, 235.5462, 368.7779, 1139.095, 794.8807, 437.0094, 1259.802
392.9, 269.5351, 1112.535, 525.3084, 176.6665, 389.4232, 6.014526, 79.85334, 1206.332, 18.42006, 2.125275, 557.7488, 0.1126046, 374.6396, 1150.468, 666.3746, 0.5932791, 690.77, 767.2406, 6.432171, 1698.864, 760.2478, 159.8602, 39.19429, 174.5447, 1718.245, 1089.928, 225.7295, 352.2429, 1083.335, 761.1924, 418.0566, 1322.634
393, 258.0298, 1052.319, 502.6401, 169.4037, 371.8946, 5.757876, 76.59492, 1149.451, 17.66312, 2.037203, 690.8701, 0.1080555, 358.5975, 1101.362, 635.153, 0.5680201, 696.8771, 729.9931, 6.111522, 1813.604, 726.3194, 153.2246, 225.9817, 165.868, 1706.484, 1036.055, 216.3218, 336.4492, 1030.305, 883.41, 399.9258, 1259.466
393.1, 247.0157, 1261.515, 480.9499, 162.4394, 355.155, 5.512178, 73.46947, 1180.517, 16.93728, 1.95278, 655.3582, 0.1036901, 343.2424, 1109.61, 605.3941, 0.5438365, 664.972, 735.1953, 5.806857, 2017.908, 693.9052, 146.8644, 216.2645, 157.6227, 1699.476, 1083.623, 207.3063, 321.3638, 1011.909, 845.9698, 382.5813, 1277.501
393.2, 236.4717, 1238.1, 568.8745, 155.7615, 339.1689, 5.276965, 70.47155, 1166.897, 16.24126, 1.871856, 621.6716, 0.09950113, 328.5448, 1062.249, 577.0295, 0.5206826, 634.5277, 734.8851, 5.51738, 2039.212, 662.9375, 140.7682, 206.9651, 149.7872, 1681.021, 1030.062, 198.6664, 403.2956, 1122.633, 841.6907, 365.989, 1316.467
393.3, 226.3777, 1171.088, 544.3262, 149.3581, 323.9023, 5.051788, 67.59596, 1111.875, 15.57385, 1.794285, 589.7166, 0.09548137, 314.4766, 1016.909, 549.994, 0.4985144, 682.9042, 729.2357, 5.242334, 2040.495, 633.3519, 134.925, 198.0656, 142.3412, 1680.327, 1056.721, 190.3867, 431.6307, 1116.171, 871.3811, 350.1163, 1327.361
393.4, 216.7147, 1194.94, 520.8372, 143.2179, 309.3229, 4.83622, 64.83771, 1059.448, 14.93387, 1.719929, 559.4042, 0.091624, 301.0107, 973.5041, 524.225, 0.4772901, 651.6389, 693.8333, 4.980999, 1987.66, 605.0866, 129.3244, 306.1017, 135.2653, 1621.32, 1004.49, 182.452, 461.9363, 1087.515, 834.4507, 334.932, 1263.968
393.5, 207.4641, 1160.207, 592.2763, 137.3302, 295.3997, 4.62985, 62.19201, 1122.581, 14.32018, 1.648654, 530.6498, 0.08792247, 288.1215, 931.952, 499.6635, 0.4569694, 621.805, 700.8544, 4.732692, 1948.78, 578.0828, 123.9563, 292.9394, 128.5412, 1721.282, 985.9984, 174.848, 441.2243, 1034.28, 799.0854, 320.4062, 1273.806
393.6, 198.6084, 1128.952, 566.7181, 131.6845, 282.1033, 4.432287, 59.65426, 1112.233, 13.73172, 1.580333, 503.3735, 0.08437048, 275.7842, 956.8472, 476.2527, 0.4375138, 593.337, 692.7471, 4.496763, 1857.403, 552.2841, 118.811, 280.343, 122.1514, 1711.154, 1022.99, 167.5609, 421.441, 983.6511, 839.7816, 306.5105, 1238.822
393.7, 190.1306, 1083.345, 542.2629, 126.2709, 269.4053, 4.243155, 57.22007, 1111.629, 13.16743, 1.514844, 477.4992, 0.08096198, 263.9751, 916.006, 453.9388, 0.4188866, 614.0755, 722.3471, 4.272595, 1803.58, 527.6367, 113.8792, 268.2882, 116.0792, 1761.896, 996.5126, 160.5776, 533.0986, 989.1207, 829.2463, 293.2173, 1266.907
393.8, 193.4577, 1029.695, 518.8629, 121.0798, 298.9834, 4.062092, 54.8852, 1059.213, 12.62634, 1.452068, 505.0492, 0.07769119, 252.6718, 876.908, 432.6704, 0.4010524, 607.3466, 741.769, 4.059603, 1874.034, 504.0892, 109.1522, 256.7519, 110.3088, 1685.331, 1096.142, 153.8852, 509.1959, 1021.121, 893.4925, 280.5007, 1206.401
393.9, 208.2012, 1004.5, 496.4727, 116.1022, 285.5257, 3.888756, 52.64561, 1009.269, 12.10748, 1.391894, 485.8513, 0.07455254, 241.8524, 839.4789, 412.3984, 0.3839775, 664.76, 777.9077, 3.857228, 1860.078, 481.5927, 104.6214, 245.7115, 104.8253, 1612.094, 1041.963, 147.4718, 486.365, 971.1364, 855.625, 268.3356, 1210.543
394, 199.314, 950.1321, 548.9879, 111.3292, 272.6737, 3.722817, 50.49741, 961.6796, 11.60994, 1.334213, 666.4082, 0.07154068, 231.4963, 911.5464, 393.0763, 0.3676296, 758.3337, 740.1423, 3.664942, 1772.86, 460.1001, 100.2787, 235.1459, 99.61441, 1542.038, 990.4608, 141.3257, 464.5577, 923.5983, 819.3624, 256.6981, 1152.729
394.1, 190.8062, 939.712, 525.2977, 106.7524, 260.4002, 3.563958, 48.43686, 1014.903, 11.13284, 1.278922, 632.1537, 0.06865049, 221.5837, 872.6388, 374.6595, 0.3519777, 723.615, 722.3875, 3.482241, 1746.942, 439.5667, 96.11623, 225.0347, 94.66254, 1475.027, 1050.636, 135.4357, 443.7282, 878.3873, 784.6366, 245.5652, 1097.676
394.2, 259.8669, 899.0581, 502.6298, 102.3638, 248.6791, 3.411878, 46.4604, 1014.252, 10.67535, 1.225923, 599.6599, 0.06587707, 212.0955, 835.3919, 357.1055, 0.3369922, 735.328, 716.3646, 3.308648, 1665.029, 419.9497, 92.12653, 215.3582, 89.95682, 1474.08, 1091.805, 129.7912, 423.8326, 970.5112, 820.4665, 234.9153, 1045.252
394.3, 248.7743, 862.9747, 480.9401, 98.15559, 276.2772, 3.266288, 44.56458, 966.4277, 10.23667, 1.17512, 639.7565, 0.0632157, 203.0136, 799.7348, 340.374, 0.3226447, 701.6626, 681.5869, 3.143709, 1784.01, 401.2082, 88.30245, 206.0978, 85.48502, 1485.618, 1047.907, 124.3819, 404.8291, 923.0038, 785.6939, 224.7271, 995.3317
394.4, 238.1552, 992.181, 460.1863, 94.12038, 263.8415, 3.12691, 42.74612, 920.8585, 9.816006, 1.126423, 773.1138, 0.06066184, 194.3206, 765.5997, 324.4265, 0.308908, 669.5385, 663.6692, 2.986993, 1713.592, 383.303, 84.6371, 197.2356, 81.23553, 1421.059, 1052.751, 119.1981, 386.6777, 919.0831, 752.395, 214.9809, 947.7956
394.5, 227.9895, 938.4794, 440.3282, 90.25105, 251.9656, 2.99348, 41.00187, 992.2565, 9.412631, 1.079743, 733.3745, 0.05821116, 185.9998, 732.9215, 432.1984, 0.2957562, 638.8851, 631.4498, 2.838089, 1775.896, 366.1969, 81.12389, 188.7545, 77.19727, 1475.814, 1104.525, 114.2303, 369.3401, 874.0931, 861.1025, 205.6573, 983.9222
394.6, 218.2576, 976.9478, 421.3269, 86.5408, 240.6242, 2.865743, 39.32878, 945.4695, 9.025833, 1.034998, 695.6777, 0.05585948, 178.0353, 817.6105, 470.0563, 0.2831644, 638.7498, 600.7946, 2.696607, 1744.177, 349.8542, 77.75652, 180.638, 73.35976, 1446.545, 1049.93, 109.4696, 352.7799, 885.4021, 824.6077, 196.7381, 1009.899
394.7, 233.3949, 924.0707, 403.1456, 82.98308, 229.7933, 2.743458, 37.72398, 955.079, 8.65493, 0.9921073, 659.9187, 0.0536028, 170.4119, 820.1651, 448.0327, 0.2711086, 622.8054, 571.6276, 2.562179, 1662.394, 334.2409, 74.52892, 172.8706, 69.71302, 1486.563, 998.0348, 104.9073, 336.9622, 842.0608, 789.6596, 188.2057, 987.3808
394.8, 223.4323, 874.0555, 385.7489, 79.57162, 219.4499, 2.62639, 36.18465, 927.7947, 8.299269, 0.9509939, 625.9977, 0.05143729, 163.1149, 847.368, 427.041, 0.2595661, 681.9412, 585.0356, 2.434452, 1618.773, 319.3244, 71.4353, 165.4372, 66.24755, 1421.963, 1063.831, 100.5351, 321.8537, 988.8748, 756.1927, 180.0434, 1074.381
