 , C000, C001, C002, C003, C004, C005, C006, C007, C009, C011, C013, C014, C015, C016, C017, C020, C021, C022, C023, C024, C025, C026, C028, C029, C030, C031, C032, C033, C035, C038, C039, C040, C042, C043, C044, C045, C050, C051, C052, C053, C055, C060, C063, C069, C076, C087, C093, C103
89.2, 398.2462, 859.2654, 201.3285, 411.2148, 4.134164, 10.04001, 180.9048, 437.7141, 120.542, 310.5057, 8.973259, 104.7987, 190.4247, 24.13918, 325.3849, 1183.441, 534.4183, 334.9323, 233.1049, 796.9653, 423.4006, 631.9919, 363.3035, 188.8252, 414.5928, 498.3721, 123.4126, 28.38417, 300.8998, 252.2635, 97.18642, 300.1819, 75.92657, 2693.765, 2302.702, 16.20621, 150.7105, 242.2939, 208.6477, 0.0006339407, 141.7622, 881.9592, 3877.093, 407.1471, 0.0008065121, 898.9273, 1416.274, 1941.44
89.3, 377.5156, 873.9497, 191.7534, 398.3721, 3.943983, 9.510559, 172.3723, 417.5091, 114.3601, 293.9568, 8.583733, 100.339, 181.7873, 23.09452, 310.3815, 1167.964, 509.4644, 320.1629, 238.7498, 825.572, 404.0198, 595.5448, 344.6451, 179.217, 395.8063, 527.9804, 118.3768, 26.78295, 287.4855, 289.7098, 92.89119, 286.9012, 72.86433, 2681.196, 2320.691, 15.50399, 144.3007, 231.0174, 229.746, 0.0006080625, 135.1356, 921.663, 3824.559, 387.1956, 0.0007724794, 908.906, 1399.362, 1972.495
89.40000000000001, 422.5282, 860.3745, 257.3417, 381.1441, 3.762551, 9.009028, 164.2424, 398.2368, 108.4952, 300.6508, 8.211116, 96.06908, 173.5416, 22.09507, 296.07, 1186.128, 485.6757, 306.0448, 228.3571, 783.8563, 503.1154, 561.1996, 326.9449, 170.0976, 400.4215, 494.3705, 113.5464, 25.27206, 274.6693, 294.8053, 131.6906, 274.2082, 69.92559, 2709.51, 2223.214, 14.8322, 138.1636, 220.2657, 217.6385, 0.0005832408, 128.8187, 910.5515, 3754.321, 423.3878, 0.0007398828, 925.1045, 1434.25, 2020.341
89.5, 496.6426, 860.6385, 283.9925, 364.6612, 3.589464, 8.533946, 156.4958, 379.8541, 102.9312, 284.6272, 7.854674, 91.98085, 165.67, 21.13887, 282.4183, 1203.363, 471.9561, 292.5493, 218.4168, 744.2484, 480.0858, 557.5168, 310.1538, 161.4423, 442.4391, 462.9002, 108.9132, 23.8464, 262.4243, 281.2304, 125.8704, 262.0767, 67.10538, 2634.881, 2206.247, 14.18952, 186.1932, 210.0144, 240.4571, 0.0005594322, 122.7971, 868.4222, 3577.995, 402.6404, 0.0007086617, 968.2688, 1371.117, 1934.024
89.59999999999999, 470.79, 821.4946, 270.486, 410.1785, 3.424341, 8.083917, 149.1147, 362.3199, 97.65247, 269.4575, 7.513706, 88.0666, 158.1554, 63.13242, 324.4989, 1150.893, 449.9187, 279.6488, 208.9092, 721.3317, 458.1104, 525.3647, 294.225, 153.2274, 422.3908, 435.1446, 104.469, 22.50117, 265.3764, 316.1373, 120.3075, 250.4819, 64.3989, 2595.275, 2158.089, 13.57468, 178.2744, 200.2401, 227.7852, 0.0005365955, 117.0569, 828.2422, 3641.256, 382.9096, 0.0006787581, 922.452, 1400.801, 1953.731
89.7, 454.0713, 837.4243, 257.6218, 392.4399, 3.266813, 7.657619, 142.0817, 345.5952, 92.64446, 278.2179, 7.187539, 84.31892, 150.9817, 67.78311, 309.5364, 1167.097, 428.9104, 267.3172, 199.8155, 684.8832, 437.1408, 557.944, 279.1143, 145.4305, 403.251, 458.2577, 100.2061, 21.23182, 266.2801, 301.5801, 114.9904, 239.4001, 61.80159, 2488.5, 2067.441, 12.98649, 170.6924, 190.9208, 215.7811, 0.0005146911, 111.5851, 789.9213, 3481.742, 364.1458, 0.0006501163, 1089.239, 1339.141, 2004.848
89.8, 489.7812, 911.8723, 245.3695, 403.7169, 3.116532, 7.253801, 135.3804, 329.6424, 87.89329, 263.3898, 6.87553, 80.73072, 144.1334, 64.84969, 426.0894, 1116.208, 433.7658, 255.5294, 191.1176, 734.1726, 487.4946, 581.047, 264.7797, 138.0304, 384.9785, 429.0862, 96.1172, 20.03408, 254.4091, 287.6932, 128.4538, 228.8086, 59.30903, 2485.908, 2040.354, 12.42378, 163.4328, 182.0352, 256.3634, 0.0004936808, 106.3691, 833.9594, 3501.154, 346.3015, 0.0006226831, 1037.698, 1280.194, 2058.255
89.90000000000001, 501.7193, 870.3982, 233.6998, 405.6492, 2.973164, 6.871279, 128.9951, 314.426, 83.38577, 310.4834, 6.577066, 77.29522, 152.8927, 72.27763, 406.4426, 1067.537, 490.3282, 244.2614, 220.1079, 750.1799, 465.18, 748.7427, 251.1812, 131.0068, 367.534, 401.7717, 92.19514, 18.90391, 243.0674, 274.4457, 170.7132, 218.6857, 56.917, 2428.714, 2022.554, 11.88546, 156.4819, 173.5632, 345.5059, 0.0004735282, 101.3969, 862.9807, 3315.235, 329.3315, 0.0005964076, 988.5957, 1394.695, 2017.723
90, 524.4095, 830.8104, 222.5852, 388.1065, 2.836392, 6.508928, 122.911, 425.1611, 79.10942, 309.2076, 6.291558, 122.3192, 145.9577, 69.1497, 387.7017, 1103.052, 483.2457, 233.4903, 210.5267, 712.2736, 467.8668, 835.3857, 238.2811, 124.3406, 350.8799, 376.1959, 88.43311, 17.83749, 232.2313, 261.8083, 163.1684, 209.0106, 54.62144, 2577.925, 2013.673, 11.37046, 149.8267, 165.4855, 327.2979, 0.0004541983, 96.65708, 823.0525, 3374.063, 384.853, 0.0005712407, 941.8171, 1333.303, 2016.685
90.09999999999999, 497.1116, 793.0232, 211.9991, 371.3224, 2.705911, 6.165686, 117.1139, 405.5356, 75.05238, 303.3978, 6.018444, 117.1139, 139.3372, 66.15714, 369.825, 1104.211, 460.6812, 223.1942, 201.3625, 812.2117, 461.8196, 787.2089, 226.0435, 133.8333, 334.9805, 450.8205, 84.8246, 16.83124, 221.8783, 249.7528, 155.957, 199.7636, 52.41846, 2494.578, 2019.39, 10.87777, 143.4546, 211.2139, 310.0496, 0.0004356574, 92.13885, 784.9717, 3194.894, 365.994, 0.0005471359, 897.2519, 1395.371, 2032.182
90.2, 507.163, 796.4349, 201.9166, 355.2643, 2.581433, 5.840544, 111.5902, 386.8159, 71.20339, 400.5078, 5.757185, 112.1301, 133.0171, 63.29408, 452.6678, 1056.063, 445.9711, 213.3521, 192.5973, 771.171, 440.6803, 846.7296, 214.4345, 127.0232, 319.8015, 431.9814, 110.6223, 15.88175, 226.7604, 238.2524, 149.0643, 190.9257, 50.30434, 2464.665, 1961.274, 10.40644, 137.3534, 250.8849, 293.7101, 0.0004178734, 87.83183, 748.6528, 3280.633, 397.2387, 0.0005240482, 1034.92, 1333.949, 1945.359
90.3, 480.7628, 760.2112, 192.3135, 339.9005, 2.462681, 5.532548, 106.327, 437.0229, 67.5518, 379.1621, 5.507267, 107.3584, 133.7265, 60.55492, 431.7955, 1028.04, 504.6616, 203.944, 184.2136, 941.8135, 420.5086, 797.8985, 203.4216, 120.5597, 305.3103, 404.4826, 106.1083, 14.98582, 216.6513, 227.2815, 142.4763, 182.4787, 48.27548, 2374.085, 1980.152, 9.955524, 131.5117, 277.6505, 278.2318, 0.0004008153, 83.72614, 714.0142, 3106.425, 377.7727, 0.0005019348, 985.9494, 1368.979, 1956.129
90.40000000000001, 455.7368, 752.212, 183.1672, 325.2012, 2.349392, 5.240795, 101.3121, 416.8498, 64.08748, 358.9541, 5.268199, 111.1078, 127.6609, 57.93431, 411.8856, 1111.352, 481.0971, 194.9507, 206.0739, 996.096, 401.2602, 792.1196, 192.9743, 114.4251, 388.6824, 402.3737, 101.7786, 14.14043, 206.9928, 285.6656, 136.1795, 174.4055, 46.32845, 2457.246, 1923.033, 9.52415, 125.9185, 264.7285, 263.5692, 0.0003844535, 79.81238, 818.7178, 2941.467, 359.2606, 0.0004807545, 939.296, 1308.72, 2019.903
90.5, 432.0135, 764.9238, 174.4558, 311.1375, 2.241314, 4.964426, 96.53368, 397.6079, 60.80082, 398.515, 5.039508, 124.027, 121.8703, 55.42711, 392.8937, 1074.522, 458.633, 186.354, 197.1036, 971.6552, 455.7503, 746.4379, 183.0636, 118.614, 371.0701, 376.7597, 97.6255, 13.34274, 197.765, 296.1334, 130.1609, 166.6895, 44.45995, 2424.363, 1954.662, 9.111466, 126.6924, 252.4078, 249.6793, 0.0003687597, 76.08156, 780.8375, 2918.083, 410.9347, 0.0004604679, 894.8501, 1251.112, 1933.604
90.59999999999999, 409.5252, 730.1332, 166.1588, 297.6821, 2.138209, 4.702631, 91.98065, 379.2543, 57.68271, 377.2755, 4.820745, 118.749, 116.3425, 53.02841, 374.7776, 1027.669, 523.9026, 178.1364, 188.5238, 1007.626, 434.8888, 741.8384, 173.6619, 148.1738, 354.2558, 352.7761, 93.64189, 12.59004, 213.3274, 282.4973, 124.4083, 159.3148, 42.66681, 2324.619, 1872.56, 8.716665, 121.3042, 240.6606, 236.5213, 0.0003537065, 72.52513, 744.7099, 2785.286, 421.7946, 0.0004410374, 905.8231, 1361.295, 1924.411
90.7, 388.2075, 899.8688, 158.2564, 284.8085, 2.039846, 4.454643, 87.64236, 361.7478, 54.72451, 357.168, 4.611478, 145.5854, 111.0653, 50.73352, 357.4968, 1104.941, 499.4397, 170.2812, 180.3174, 972.9424, 414.9821, 794.5391, 164.743, 140.6341, 338.2034, 375.6366, 89.82084, 11.8798, 203.8172, 269.4891, 118.91, 152.2664, 40.94598, 2386.814, 1843.815, 8.33897, 116.1451, 229.4601, 224.0568, 0.0003392678, 69.13495, 710.2538, 2768.416, 441.6813, 0.0004224268, 993.8527, 1342.518, 1907.34
90.8, 405.3912, 858.9406, 150.7298, 272.4917, 1.946008, 4.219731, 83.50869, 345.0494, 51.91803, 338.1322, 4.411296, 139.39, 106.0275, 48.53794, 341.0128, 1056.762, 476.119, 162.7724, 215.3032, 923.78, 424.0772, 748.7178, 156.2822, 217.7322, 322.8784, 351.7246, 86.1557, 11.20964, 342.1591, 257.0799, 113.6547, 209.0653, 39.29456, 2316.981, 1879.468, 7.977641, 192.742, 218.7809, 212.2492, 0.0003254185, 65.90324, 677.3919, 2621.408, 420.0374, 0.0004046015, 946.8253, 1384.413, 1891.346
90.90000000000001, 384.2887, 819.874, 143.5611, 260.7075, 1.856487, 3.997208, 79.56998, 358.7004, 49.25546, 320.1109, 4.219803, 133.4582, 101.2183, 46.43739, 325.2888, 1023.725, 548.4363, 155.5947, 205.9311, 877.1019, 404.6655, 705.5391, 228.0367, 206.653, 308.2478, 329.3347, 82.64012, 10.57727, 326.9054, 319.4161, 108.6316, 199.8158, 37.70975, 2282.3, 1913.949, 7.631968, 184.5446, 208.5986, 201.0638, 0.0003121346, 62.82261, 646.0505, 2606.393, 399.4542, 0.0003875284, 902.0232, 1323.474, 1921.106
91, 412.4155, 782.5841, 136.7334, 249.433, 1.771085, 3.786419, 75.81705, 342.1427, 46.72945, 353.5588, 4.036623, 127.7789, 96.62713, 44.42773, 310.2899, 1037.187, 522.8279, 148.7335, 196.967, 832.7823, 397.9995, 664.8505, 278.2547, 196.1376, 294.2802, 338.8007, 79.26799, 85.41528, 312.3318, 304.7079, 103.8305, 190.9756, 36.18885, 2361.09, 1902.365, 7.301274, 176.6959, 250.6526, 190.4678, 0.0002993929, 59.88597, 716.3953, 2524.539, 379.8796, 0.0003711757, 859.341, 1265.217, 1875.44
91.09999999999999, 390.9474, 816.7853, 130.2305, 238.646, 1.689611, 3.586746, 72.24112, 326.3493, 44.33298, 334.7153, 38.90442, 122.3412, 97.81989, 42.50505, 295.9825, 991.9624, 498.4152, 142.1748, 188.3931, 790.7022, 379.7814, 626.5084, 263.9641, 186.1573, 294.7482, 317.2336, 76.03346, 80.59679, 298.4078, 290.677, 99.24166, 182.5265, 34.72929, 2263.949, 1882.191, 6.984908, 169.181, 238.987, 180.4303, 0.0002871713, 57.08661, 701.8796, 2490.315, 361.2643, 0.0003555131, 922.6443, 1209.525, 1879.367
91.2, 444.9248, 879.9198, 247.2303, 291.007, 1.611885, 3.397602, 68.83385, 311.285, 42.05941, 316.8761, 37.21559, 117.135, 93.3829, 40.66558, 282.3349, 967.4296, 475.1424, 135.9054, 202.0404, 850.6906, 362.3973, 603.2883, 250.4075, 209.6254, 353.4836, 318.536, 72.93092, 76.05013, 285.1046, 277.2921, 94.85559, 174.4511, 33.3286, 2216.506, 1803.133, 6.68225, 161.9857, 298.9299, 170.9218, 0.0002754487, 54.4181, 695.165, 2424.846, 343.5611, 0.0003405114, 889.8774, 1313.535, 1799.073
91.3, 421.7644, 839.8989, 235.4722, 296.3009, 1.537734, 3.218432, 65.58729, 296.916, 39.90244, 299.9877, 35.60007, 112.1503, 89.14718, 38.90571, 269.3166, 1010.471, 506.3627, 129.9124, 193.2457, 807.7056, 345.8089, 568.4965, 237.5472, 198.9587, 337.4662, 298.2588, 69.95497, 102.4707, 272.3945, 264.5236, 90.66337, 166.7331, 31.9844, 2346.178, 1851.769, 6.392707, 155.0964, 285.0175, 161.9143, 0.0002642045, 51.87434, 680.096, 2313.579, 326.7255, 0.0003261427, 892.6043, 1255.716, 1846.159
91.40000000000001, 508.5365, 801.6983, 224.2732, 302.0709, 1.466995, 3.048711, 62.49385, 283.2103, 37.85608, 370.0613, 72.75353, 107.3777, 85.10358, 37.222, 256.8985, 1107.18, 482.7188, 124.1837, 184.8338, 856.7727, 340.4746, 535.7112, 225.3473, 188.8348, 322.1746, 333.876, 67.10046, 118.0779, 260.2509, 252.343, 86.65643, 159.3565, 30.69442, 2268.161, 1872.719, 6.11571, 220.3829, 289.0602, 153.3815, 0.0002534194, 49.44948, 648.6295, 2281.746, 427.6319, 0.0003123803, 897.4033, 1272.327, 1767.283
91.5, 482.0648, 833.0677, 213.6069, 289.0076, 1.39951, 14.79882, 59.54631, 289.2064, 35.91467, 350.3383, 69.59533, 102.8083, 81.24339, 35.61116, 245.0531, 1058.903, 460.1789, 118.7076, 176.788, 852.7401, 324.8897, 584.2177, 213.774, 179.226, 335.2486, 312.6223, 84.08487, 134.3488, 248.6488, 240.7234, 82.82658, 152.3063, 29.45646, 2267.23, 1870.711, 5.850715, 211.01, 275.6072, 145.2984, 0.0002430746, 47.13797, 694.1105, 2243.172, 423.1599, 0.0002991987, 984.8065, 1216.322, 1940.825
91.59999999999999, 456.9711, 841.9794, 203.4479, 276.5092, 1.335129, 14.01842, 56.7378, 303.0635, 34.07282, 331.6665, 90.44849, 98.43325, 77.55829, 34.07003, 233.7538, 1012.732, 543.0511, 113.473, 291.0956, 925.8965, 369.7558, 584.8887, 229.1487, 215.2006, 403.4222, 292.7216, 80.65379, 126.7699, 237.5639, 229.6387, 79.16599, 145.5679, 28.26843, 2200.5, 1792.134, 5.597203, 202.0357, 336.2043, 137.6413, 0.000233152, 44.93451, 661.9955, 2243.372, 402.4236, 0.0002865733, 1015.4, 1162.782, 1872.873
91.7, 470.7993, 803.6841, 193.772, 264.5512, 1.27371, 13.27917, 54.06175, 289.074, 32.32543, 313.9898, 86.52216, 94.24442, 74.04034, 32.5956, 222.9755, 968.5734, 517.6941, 108.4692, 278.4243, 944.7714, 352.8306, 551.158, 220.4585, 271.6996, 386.8833, 299.826, 127.8024, 119.6185, 226.9731, 219.0645, 75.66718, 139.1277, 27.12832, 2254.682, 1920.73, 5.354675, 200.914, 336.423, 130.3877, 0.0002236344, 42.83405, 800.4398, 2223.311, 382.7035, 0.0002744807, 967.3535, 1177.256, 1974.469
91.8, 446.292, 767.1307, 184.5563, 253.1105, 1.215116, 32.18514, 51.51191, 286.8543, 30.66766, 297.2552, 82.76626, 90.23383, 70.68197, 31.18497, 212.6942, 1016.237, 493.5211, 103.6861, 266.3046, 897.0325, 336.6801, 576.8397, 229.4107, 275.2397, 369.3524, 280.7398, 122.5875, 112.8705, 216.8545, 208.9772, 72.323, 132.9725, 26.03419, 2217.447, 1875.661, 5.122656, 192.369, 320.7657, 123.5163, 0.0002145054, 40.83178, 763.4052, 2181.381, 377.6044, 0.0002628983, 1025.289, 1279.275, 1890.112
91.90000000000001, 423.0604, 732.2397, 175.7789, 242.1644, 1.159218, 30.48789, 49.08234, 340.1454, 29.0949, 281.4125, 79.1734, 86.39392, 67.47592, 29.83539, 202.8869, 971.9256, 576.7646, 99.1139, 254.7124, 851.7059, 339.3019, 553.6008, 338.8509, 261.2343, 352.6159, 286.6722, 117.5853, 131.1378, 207.187, 199.3544, 69.12663, 127.0895, 24.98419, 2200.548, 1920.311, 4.90069, 209.3984, 305.837, 117.0071, 0.0002057491, 38.9231, 728.0841, 2208.62, 359.1005, 0.0002518047, 1018.338, 1323.667, 1906.004
92, 401.0381, 766.9963, 167.4189, 231.6918, 1.105891, 28.88014, 46.76736, 387.0464, 27.60279, 266.4142, 75.73651, 82.71742, 72.82806, 28.54422, 193.5319, 929.5465, 549.8334, 94.74331, 243.6249, 951.3625, 323.7707, 521.6745, 321.4483, 303.5156, 336.6378, 268.4234, 168.1254, 123.74, 197.9505, 190.1747, 66.07152, 121.4668, 23.97653, 2177.207, 1960.642, 4.688342, 200.4927, 291.6031, 110.8409, 0.0001973502, 37.10365, 764.1527, 2091.338, 341.5034, 0.0002411792, 970.1518, 1305.761, 2050.524
92.09999999999999, 380.1622, 732.1115, 159.4566, 236.9769, 1.055018, 27.35717, 44.56157, 369.1802, 26.18721, 252.2152, 72.44881, 195.8079, 69.52467, 27.30892, 184.6082, 889.0153, 524.1597, 90.56544, 233.02, 1098.362, 426.4629, 491.5894, 304.9395, 402.961, 321.3838, 251.3363, 161.265, 116.7595, 189.1257, 181.4177, 63.15143, 116.0929, 23.00952, 2089.106, 2033.268, 4.485195, 191.9657, 278.0317, 104.9997, 0.0001892941, 35.36924, 784.4678, 2090.499, 324.7686, 0.0002310021, 924.2459, 1248.284, 1962.918
92.2, 360.373, 739.0837, 151.8729, 226.7286, 1.006485, 25.91451, 42.45982, 375.7856, 24.84423, 238.773, 69.30384, 198.7202, 66.37112, 26.12708, 176.096, 870.7305, 499.6848, 86.57182, 222.8767, 1042.862, 425.5208, 525.3707, 289.2785, 416.6988, 306.8209, 235.3369, 187.18, 175.6973, 180.6944, 173.0639, 60.3604, 110.9567, 22.08151, 2099.698, 2069.55, 4.290851, 183.8013, 265.0919, 99.46627, 0.0001815669, 33.71591, 748.1722, 2016.426, 308.8539, 0.0002212544, 977.2751, 1193.337, 2008.211
92.3, 341.6139, 751.698, 144.6499, 241.8971, 0.9601839, 24.54794, 40.45719, 358.4392, 23.57012, 226.0472, 66.29539, 190.2636, 63.36061, 24.99639, 167.9763, 933.8291, 543.1512, 82.75429, 213.175, 1012.729, 406.043, 591.6002, 274.4218, 395.4953, 316.9442, 220.3559, 179.5422, 165.7858, 172.6389, 237.2585, 57.69272, 180.9426, 21.19092, 2182.981, 2044.169, 4.104927, 175.9842, 252.7544, 94.22446, 0.0001741551, 32.13986, 713.5559, 1980.869, 360.8397, 0.000211918, 931.0321, 1140.809, 2026.98
92.40000000000001, 323.8312, 759.0707, 137.7704, 231.436, 0.9160132, 23.25342, 38.54902, 341.8936, 22.36135, 298.8199, 121.0759, 182.1669, 60.48666, 23.91463, 160.231, 893.1111, 550.4285, 79.1051, 203.8955, 1002.68, 387.4567, 576.9669, 260.3282, 454.1498, 302.5825, 217.4379, 172.2159, 156.4334, 164.9426, 226.3334, 55.14294, 172.9373, 20.33626, 2221.696, 1958.306, 3.92706, 168.4996, 273.1479, 89.2589, 0.0001670459, 30.63749, 785.6859, 2007.208, 423.9451, 0.0002029757, 963.948, 1090.592, 2058.203
92.5, 306.9743, 745.8428, 131.2181, 264.6818, 0.8738744, 22.02718, 36.73085, 326.1117, 21.21457, 307.3435, 115.82, 186.2871, 57.74306, 22.87969, 152.8428, 854.1686, 554.2454, 75.61683, 195.02, 1156.72, 369.7213, 633.595, 343.2641, 431.0406, 288.8716, 203.5964, 165.1887, 200.7222, 157.5893, 215.9114, 52.70586, 185.8495, 19.51606, 2130.291, 1980.733, 3.7569, 161.3332, 260.4354, 184.3749, 0.0001602269, 29.20534, 749.3339, 1989.001, 403.1703, 0.0001944106, 1022.563, 1310.321, 2157.718
92.59999999999999, 290.9948, 711.9201, 124.9775, 253.2354, 0.8336742, 81.30092, 34.99843, 311.0583, 20.12661, 290.9632, 110.7923, 263.7942, 55.12391, 49.66475, 145.7953, 897.1301, 528.3657, 72.28238, 186.5309, 1098.271, 352.7976, 597.0554, 325.6349, 443.9554, 275.7819, 190.636, 164.6721, 189.399, 150.5639, 205.9693, 77.03393, 177.6272, 18.72895, 2050.221, 2094.368, 3.594112, 154.4717, 283.0852, 174.6585, 0.0001536863, 27.84014, 714.6639, 2021.549, 383.4137, 0.000186207, 1052.027, 1252.643, 2065.532
92.7, 275.8472, 679.5403, 181.5537, 259.8831, 0.7953233, 79.94076, 33.34772, 296.6998, 19.09443, 275.4559, 105.9829, 252.5684, 52.62356, 47.51542, 139.0728, 858.0123, 503.6944, 69.09497, 289.0603, 1080.004, 336.6486, 653.5535, 364.9094, 421.3649, 317.0211, 178.5006, 164.1104, 192.5878, 143.8517, 196.485, 75.62365, 169.7686, 17.97358, 2056.114, 2156.816, 3.438379, 177.7636, 423.6661, 190.6426, 0.0001474126, 26.53876, 713.2741, 2009.949, 364.6251, 0.0001783496, 1031.325, 1197.505, 2045.143
92.8, 380.4779, 725.7631, 172.9191, 248.6443, 0.7587366, 75.72516, 31.77487, 390.968, 18.1152, 330.2505, 101.3822, 241.8203, 50.23662, 45.45912, 132.6602, 820.6002, 519.6867, 66.04811, 276.4776, 1112.415, 321.2389, 677.1194, 346.1685, 399.924, 302.656, 228.0223, 203.9331, 181.7234, 137.4387, 187.4374, 72.2814, 162.2577, 17.24867, 2075.142, 2185.525, 3.289393, 201.8177, 403.9484, 232.4848, 0.0001413951, 25.29821, 782.3819, 1990.109, 392.7491, 0.0001708237, 982.5245, 1144.793, 2033.743
92.90000000000001, 372.8712, 692.7537, 235.281, 237.8914, 0.7238329, 71.73186, 30.2762, 372.9208, 17.18618, 329.119, 96.98123, 231.5296, 47.95795, 43.4918, 126.5433, 840.4631, 495.4207, 63.13561, 264.4426, 1082.288, 306.5345, 638.0698, 336.9438, 402.7681, 288.9417, 278.6308, 195.6116, 200.9685, 188.9711, 178.8064, 81.29825, 155.0791, 16.55301, 2029.398, 2229.885, 3.146863, 193.2344, 385.1484, 220.233, 0.0001356232, 24.11564, 815.5684, 1884.43, 391.0582, 0.0001636154, 1040.91, 1234.325, 2071.403
93, 353.4615, 667.4673, 224.0912, 227.6035, 0.6905349, 88.29941, 28.84822, 355.7067, 16.3048, 311.578, 92.77131, 221.6768, 45.78264, 63.49529, 120.7084, 803.8162, 472.2877, 60.35154, 252.9315, 1027.6, 292.5031, 674.6223, 319.6391, 382.2735, 288.8911, 289.9209, 187.6297, 189.6314, 180.5466, 170.5729, 77.70521, 148.2182, 15.8854, 2037.309, 2360.841, 3.010509, 205.0074, 367.2233, 208.6269, 0.0001300869, 22.98836, 777.8339, 1888.134, 477.7956, 0.0001567112, 1033.879, 1179.993, 2031.197
93.09999999999999, 335.0621, 669.9246, 258.9495, 217.7606, 0.6587687, 83.64302, 27.48758, 370.4594, 15.46863, 350.071, 88.74414, 212.2434, 43.706, 60.74743, 115.1426, 845.9253, 450.2348, 57.69024, 241.9215, 975.676, 279.1141, 635.7166, 307.8668, 362.8217, 301.3342, 271.4653, 179.9734, 204.4019, 183.3714, 162.7185, 118.0949, 141.6607, 15.24471, 2031.392, 2332.097, 2.880063, 196.2884, 350.1325, 197.6324, 0.0001247766, 21.91377, 741.8452, 1828.915, 722.7573, 0.0001500985, 996.5218, 1128.052, 1966.104
93.2, 353.8559, 724.2612, 246.634, 208.3433, 0.6284637, 79.23219, 26.19113, 353.3589, 14.67534, 331.4135, 84.89179, 203.2113, 41.72355, 58.11849, 109.8334, 809.0402, 429.2117, 55.1463, 231.3908, 992.8007, 266.3379, 599.0547, 392.9919, 344.3597, 287.6799, 254.1845, 172.6296, 192.8711, 209.9865, 155.2258, 300.6367, 135.3934, 14.62987, 1947.816, 2385.216, 2.755269, 187.9402, 333.8371, 259.7453, 0.0001196831, 20.88942, 754.7171, 1731.796, 687.3398, 0.0001437647, 1028.854, 1119.735, 1933.234
93.3, 335.4361, 691.32, 234.9042, 199.3333, 0.5995529, 75.05395, 24.95582, 337.0478, 13.92273, 313.7502, 81.20667, 251.5491, 39.83102, 55.60332, 104.7691, 856.8294, 409.1703, 52.71453, 221.3184, 942.6349, 254.1466, 640.9202, 372.8087, 347.9359, 285.4212, 238.0038, 165.5855, 181.9908, 200.6251, 214.7865, 287.3498, 129.4033, 14.03982, 2003.937, 2376.118, 2.635883, 179.9471, 318.3, 246.0569, 0.0001147975, 19.91294, 750.0317, 1639.834, 653.6578, 0.0001376982, 1085.519, 1181.081, 2008.03
93.40000000000001, 317.975, 746.9556, 223.7323, 190.713, 0.5719721, 114.5384, 23.77877, 321.4896, 13.20872, 297.0284, 77.68152, 359.3053, 38.02434, 53.19699, 99.9382, 878.315, 414.0457, 50.39, 211.6845, 955.5082, 289.7621, 603.9581, 465.7414, 350.0142, 272.4879, 263.9195, 209.6064, 171.7242, 196.5459, 211.5632, 274.6501, 123.6783, 13.47357, 1963.568, 2461.477, 2.52167, 172.2939, 303.4861, 233.0899, 0.0001101113, 18.98211, 737.5054, 1704.137, 621.6265, 0.0001318877, 1034.154, 1129.092, 1922.239
93.5, 301.4229, 872.073, 213.0917, 182.4654, 0.54566, 115.6997, 22.65724, 306.6495, 12.53132, 281.1978, 74.30939, 355.5076, 36.29961, 50.89481, 225.4361, 840.0176, 518.4738, 48.16796, 202.4699, 1060.847, 318.8636, 684.2327, 441.822, 351.4366, 260.1407, 247.1191, 205.8073, 162.0368, 204.6216, 308.8073, 262.5117, 166.7068, 12.93016, 1979.262, 2436.953, 2.412405, 164.9662, 289.3617, 220.8062, 0.0001056164, 18.0948, 703.3826, 1729.976, 591.1647, 0.0001263224, 985.22, 1184.51, 1933.288
93.59999999999999, 409.41, 863.6017, 202.9571, 174.5745, 0.5205584, 109.5984, 21.58861, 430.57, 11.88867, 266.211, 71.08365, 412.3672, 41.13815, 48.69225, 280.562, 803.3901, 503.0732, 46.04392, 212.1113, 1284.896, 409.1583, 706.2165, 480.5953, 333.554, 248.3529, 231.3881, 197.4093, 246.4538, 223.4408, 294.5876, 250.9098, 159.3314, 12.40867, 2023.158, 2334.593, 2.307875, 157.9501, 275.8946, 209.1699, 0.0001013051, 17.24896, 670.8387, 1638.111, 562.1957, 0.0001209919, 938.6011, 1279.421, 1892.271
93.7, 416.7197, 850.9586, 193.3046, 167.0249, 0.4966115, 103.8188, 20.57038, 558.4579, 11.27897, 252.0228, 67.99793, 394.8188, 39.27217, 46.58502, 267.6255, 905.3922, 544.6185, 44.01353, 202.8781, 1261.615, 407.0835, 723.3115, 455.9131, 316.5813, 237.0993, 216.6585, 189.354, 232.5507, 213.4796, 281.0226, 239.8206, 286.3148, 11.9082, 1975.134, 2252.382, 2.207875, 151.2325, 263.0543, 243.5246, 9.716967e-05, 16.44266, 758.9839, 1666.141, 591.4702, 0.0001158864, 894.1882, 1331.565, 1811.426
