 , C000, C001, C002, C003, C010, C012, C013, C014, C015, C016, C020, C022, C030, C033, C036, C040, C041, C042, C044, C045, C048, C049, C050, C052, C054, C056, C060, C063, C071, C080, C092
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 14.10052, 0, 0, 0, 0, 107.2782, 0, 0, 0, 0, 0, 0, 40.94093, 0, 34.19324, 0, 0, 51.25281, 0, 0, 55.02252, 79.50275, 59.9288, 0, 112.1227, 336.6958, 0, 0, 0
0.2, 0, 0, 117.9127, 0, 39.3645, 0, 0, 102.4651, 0, 0, -3.051758e-05, 0, 27.08075, 0, 117.2121, 0, 32.79077, 51.19189, 55.06824, 65.82339, 0, -1.525879e-05, 134.5484, 319.6032, 57.45006, -7.629395e-06, 126.5159, 320.0849, 120.3463, 0, 0
0.3, 0, 1.525879e-05, 112.5273, 0, 37.71487, 0, 0, 97.86788, 0, 0, -3.051758e-05, 0, 25.88605, 0, 188.166, 0, 31.4458, 53.91736, 52.74727, 63.05667, 12.57385, -1.525879e-05, 128.2721, 396.7172, 55.07382, -7.629395e-06, 159.1438, 483.757, 112.9344, 0, 0
0.4, 0, 60.25592, 107.388, 1.907349e-06, 36.13437, 0, 0, 116.3931, -3.814697e-06, 0, 82.09451, 32.11115, 24.74408, 0, 229.3832, 0, 30.15607, 149.4803, 50.52414, 134.1874, 134.5464, -1.525879e-05, 131.1887, 375.3076, 52.79588, -7.629395e-06, 152.6905, 459.8909, 105.979, 0, -6.103516e-05
0.5, 0, 60.29388, 102.4833, 0, 34.6201, 0, 0, 111.171, -3.814697e-06, 188.2945, 99.46078, 154.3434, 39.18488, 0, 219.2503, 0, 96.70538, 142.3394, 102.0731, 128.5472, 128.5977, -1.525879e-05, 125.0691, 355.0535, 50.61216, -7.629395e-06, 193.6974, 437.2021, 99.45197, 0, -6.103516e-05
0.6, 0, 57.39335, 97.8027, 0, 33.1693, 0, 0, 106.1832, -3.814697e-06, 180.1738, 94.68802, 146.6846, 72.85272, 0, 209.565, 0, 92.73901, 135.5396, 97.77104, 123.1441, 122.912, -1.525879e-05, 119.2351, 335.8925, 66.80246, -3.814697e-06, 185.8429, 415.6328, 197.8526, 7.629395e-06, 58.5838
0.7, 0, 126.4655, 93.33582, 0, 34.61871, 0, 0, 101.4192, -3.814697e-06, 172.4033, 206.9626, 139.4058, 69.63876, 0, 200.3076, 0, 88.9353, 207.8638, 100.0334, 117.9681, 117.4777, -1.525879e-05, 113.6732, 317.7654, 105.3837, -3.814697e-06, 214.679, 395.1275, 185.6672, 1.525879e-05, 159.087
0.8, 0, 120.3816, 89.07294, 0, 33.16797, 0, 0, 96.86889, -3.814697e-06, 164.9679, 197.0312, 132.4881, 66.5666, 0, 191.4591, 0, 85.2876, 197.9338, 126.3796, 113.0096, 112.2836, -1.525879e-05, 171.8674, 300.6167, 101.0248, -3.814697e-06, 205.9737, 375.6339, 174.2324, 1.525879e-05, 152.2679
0.9, 0, 197.4838, 85.00479, 0, 31.77802, 0, 0, 111.4248, 0, 157.8532, 193.2062, 125.9138, 63.62997, 170.0958, 338.5589, 0, 139.3506, 188.4781, 121.0531, 108.2596, 107.3192, -1.525879e-05, 163.8504, 284.3934, 96.84629, -3.814697e-06, 197.6214, 357.1019, 163.5017, 1.525879e-05, 145.741
1, 0, 187.9836, 81.12247, 0, 30.4463, 0, 0, 106.4256, 0, 151.0454, 183.935, 119.6656, 60.82289, 162.6288, 323.6032, 0, 149.9023, 179.4742, 115.951, 103.7092, 102.5744, -1.525879e-05, 156.2073, 269.0456, 92.84058, 0, 189.6078, 339.4843, 153.432, 1.525879e-05, 139.494
1.1, 0, 178.9403, 77.41742, -1.907349e-06, 29.1704, 0, 0, 101.6507, 0, 144.5311, 175.1086, 113.7275, 58.13963, 155.4895, 322.8777, 0, 271.4844, 170.9004, 124.5142, 99.35007, 130.3214, -1.525879e-05, 148.9207, 289.4039, 89.00053, 0, 181.9191, 322.7358, 143.9824, 1.525879e-05, 133.5146
1.2, 0, 170.3321, 196.4189, -1.907349e-06, 27.94797, 0, 0, 97.09006, 0, 138.2978, 166.7058, 161.2028, 55.57475, 148.6636, 308.6147, 0, 260.3494, 162.7362, 128.2483, 95.17418, 136.0023, -1.525879e-05, 141.9741, 299.1345, 114.2708, -3.814697e-06, 241.1642, 306.8136, 135.1148, 1.525879e-05, 198.5836
1.3, 0, 192.8805, 187.448, 0, 26.77676, 0, 0, 92.73401, 0, 132.3333, 158.7062, 153.2035, 53.12303, 142.1374, 294.9818, 0, 249.6711, 154.962, 122.843, 91.17378, 198.8873, -1.525879e-05, 135.3515, 282.9911, 109.5444, -3.814697e-06, 231.3849, 291.6769, 126.7933, 2.288818e-05, 190.0714
1.4, 0, 183.6017, 215.1341, 0, 25.65464, 0, 0, 88.57341, 0, 126.6261, 151.0905, 145.6013, 50.77948, 135.8977, 281.9511, 0, 320.8497, 147.5591, 117.6655, 87.34155, 190.0939, 123.7032, 129.0378, 267.7191, 105.0135, -3.814697e-06, 285.285, 277.287, 118.9844, 1.525879e-05, 181.9241
1.5, 0, 185.9532, 205.3085, 9.536743e-07, 24.57954, 0, 0, 84.59947, -1.907349e-06, 121.1649, 143.8402, 138.3762, 48.53929, 129.9319, 356.4036, 0, 307.6899, 140.51, 112.7063, 83.67038, 181.6893, 117.8592, 123.0186, 253.2711, 100.6699, -3.814697e-06, 330.6675, 263.6071, 111.6563, 2.288818e-05, 174.1261
1.6, 0, 177.0076, 195.9316, 0, 23.5495, 0, 0, 80.80383, -1.907349e-06, 115.9393, 136.9379, 131.5096, 46.39795, 124.228, 347.8311, 0, 297.0788, 133.7975, 107.9561, 80.222, 173.6563, 112.2914, 117.2802, 239.6029, 105.4621, -3.814697e-06, 347.6932, 250.602, 104.7796, 2.288818e-05, 166.6623
1.7, 0, 168.4924, 256.5132, 0, 22.56262, 0, 0, 77.17848, -1.907349e-06, 110.9391, 183.7711, 203.9014, 44.35107, 118.7745, 406.0194, 0, 284.894, 127.4058, 113.1273, 121.4854, 180.4677, 106.9865, 111.8095, 275.9879, 101.1, -3.814697e-06, 333.5941, 238.2385, 98.32646, 2.288818e-05, 159.5185
1.8, 0, 160.3868, 283.4954, -9.536743e-07, 21.6171, 0, 0, 73.71579, -1.907349e-06, 106.1546, 174.9526, 244.4249, 42.39449, 113.5604, 506.7917, 0, 319.3967, 121.3194, 108.3593, 116.3791, 172.4887, 101.9323, 134.274, 261.0938, 96.91832, -3.814697e-06, 320.0667, 226.485, 92.27074, 2.288818e-05, 152.6808
1.9, 0, 152.6711, 295.135, -9.536743e-07, 20.7112, 0, 0, 70.40845, -1.907349e-06, 101.5764, 166.5573, 232.296, 40.52423, 122.7258, 484.4044, 0, 414.2691, 115.5238, 103.7923, 111.4874, 164.8624, 97.11688, 128.0106, 247.0034, 92.90961, -3.814697e-06, 307.0879, 215.3113, 86.58797, 1.525879e-05, 224.033
2, 0, 226.6193, 318.591, 0, 19.84327, 0, 0, 67.24951, -1.907349e-06, 97.19559, 165.6875, 220.7689, 38.73648, 147.0323, 463.006, 0, 415.2974, 110.005, 99.41777, 106.8014, 286.1431, 92.52892, 122.0394, 233.6734, 93.01432, -1.907349e-06, 317.2732, 204.6889, 81.25518, 1.525879e-05, 252.2606
2.1, 0, 215.7174, 304.0403, 0, 45.45007, 0, 0, 64.23228, -1.907349e-06, 93.00375, 157.7368, 209.8138, 37.02759, 264.2392, 442.5529, 0, 398.2638, 204.2985, 95.22762, 102.3123, 318.3457, 271.5352, 116.3466, 221.0628, 168.8495, 41.99354, 374.6388, 194.5906, 76.25083, 1.525879e-05, 241.4476
2.2, 0, 205.4252, 328.9845, 14.17309, 43.54541, 0, 0, 61.35044, -1.907349e-06, 88.99271, 286.8943, 364.4623, 35.39409, 252.6393, 516.7044, 0, 384.0158, 194.5388, 91.21407, 98.01186, 304.2707, 258.7074, 127.891, 255.7818, 161.8656, 107.0701, 376.5752, 184.9905, 249.0462, 1.525879e-05, 231.0982
2.3, 0, 195.5429, 313.959, 13.54917, 52.90787, 0, 0, 58.59789, -1.907349e-06, 85.15463, 273.1273, 346.3768, 33.83266, 248.952, 493.8792, 0, 368.2653, 243.4988, 230.2765, 164.5301, 399.8839, 246.4856, 121.9253, 416.9357, 180.0971, 216.2519, 361.3049, 175.864, 233.708, 1.525879e-05, 300.1757
2.4, 0, 186.136, 382.2767, 37.10281, 50.69068, 0, 0, 55.96884, 0, 81.4821, 260.0209, 329.1888, 32.34009, 251.1457, 472.0623, 0, 444.7038, 231.8664, 266.1206, 157.6145, 409.4799, 234.8412, 116.2379, 559.0142, 199.607, 205.6187, 346.6539, 167.1877, 219.3143, 1.144409e-05, 287.3089
2.5, 0, 177.1816, 364.8173, 35.46946, 48.56641, 0, 0, 53.45773, -1.907349e-06, 77.96797, 247.5435, 312.8537, 30.91339, 240.1206, 491.6543, 0, 426.4641, 220.7897, 254.9045, 150.9896, 391.3756, 223.747, 139.8204, 528.8461, 191.3509, 195.5084, 332.597, 158.9395, 205.8072, 1.144409e-05, 274.9936
2.6, 0, 168.658, 348.1553, 33.90802, 71.98053, 0, 0, 51.0593, -1.907349e-06, 74.60536, 235.6648, 297.3292, 29.54962, 229.5795, 469.9356, 0, 480.6878, 210.2422, 244.161, 144.6432, 374.0717, 213.1768, 133.2983, 500.306, 215.8119, 185.8952, 404.0013, 151.0982, 193.132, 1.525879e-05, 263.2062
2.7, 0, 160.5445, 332.2543, 32.41532, 68.96407, 0, 0, 48.76846, -1.907349e-06, 71.38779, 224.3562, 282.575, 28.24603, 219.5012, 503.9089, 0, 504.481, 200.1985, 233.8704, 138.5635, 357.5329, 203.106, 127.0803, 473.3062, 206.8856, 176.7547, 387.6189, 143.6438, 181.2373, 1.525879e-05, 251.924
2.8, 0, 152.8212, 330.9059, 70.28646, 66.07403, 0, 0, 46.58042, 0, 68.30896, 292.1174, 268.553, 26.99992, 209.8652, 623.1856, 0, 485.761, 190.6347, 224.0135, 132.7394, 341.7253, 193.5109, 222.7721, 447.7634, 198.3285, 168.0636, 499.8795, 136.5571, 170.0753, 1.525879e-05, 241.1255
2.9, 0, 145.4695, 368.0871, 67.1923, 63.3051, 0, 0, 44.49054, -9.536743e-07, 65.36295, 278.0997, 421.3573, 25.80881, 200.6523, 641.3839, 0, 482.3847, 181.5278, 214.572, 127.16, 326.6166, 184.3692, 212.3805, 509.7, 219.4207, 159.7999, 479.6093, 129.82, 159.6007, 1.525879e-05, 230.7898
3, 0, 149.6595, 351.2758, 64.23436, 69.142, 0, 0, 42.49443, -1.907349e-06, 62.54398, 264.7548, 400.4486, 24.67023, 193.3835, 613.051, 0, 462.5996, 172.8558, 205.5285, 128.2768, 387.0805, 175.6593, 202.4737, 539.0773, 210.3451, 151.9424, 460.1609, 123.4153, 149.7712, 1.144409e-05, 220.8971
3.1, 0, 142.4598, 335.2322, 61.40662, 66.24449, 0, 0, 40.58787, -9.536743e-07, 59.84657, 252.0502, 431.3232, 23.58188, 211.6614, 585.9696, 0, 504.8106, 164.5982, 248.1189, 122.885, 434.5549, 167.3608, 193.0289, 509.985, 201.6449, 144.4714, 441.5013, 117.3266, 140.5471, 1.144409e-05, 211.4285
3.2, 0, 135.6066, 319.9214, 66.00394, 63.46841, 0, 0, 38.76685, -1.907349e-06, 57.26552, 239.9552, 409.92, 22.54155, 202.3696, 560.0847, 0, 484.1056, 156.735, 237.6615, 117.7199, 415.342, 159.4544, 184.0248, 482.4628, 193.3045, 137.3677, 423.5982, 111.5383, 131.891, 7.629395e-06, 202.3658
3.3, 0, 129.083, 305.3099, 63.0983, 87.89803, 0, 0, 37.02754, -1.907349e-06, 54.79579, 228.4407, 389.5788, 21.54711, 193.4857, 535.3431, 0, 468.9348, 149.2475, 227.6447, 112.7719, 396.9785, 151.9215, 175.4407, 456.4259, 185.3091, 130.6133, 406.4212, 106.0356, 123.7681, 1.144409e-05, 343.1029
3.4, 0, 245.7742, 291.3658, 60.32058, 84.21452, 0, 0, 35.36626, -1.907349e-06, 145.2571, 217.4787, 370.247, 20.59653, 184.9919, 511.6946, 0, 525.5939, 142.1177, 222.1924, 108.0318, 476.6862, 144.7445, 167.2569, 431.7941, 177.6444, 124.191, 456.061, 100.8043, 116.1455, 1.144409e-05, 397.4769
