 , C000, C001, C002, C003, C010, C012, C013, C014, C015, C016, C020, C022, C030, C033, C036, C040, C041, C042, C044, C045, C048, C049, C050, C052, C054, C056, C060, C063, C071, C080, C092
3.5, 0, 266.1564, 278.0584, 57.66515, 80.68538, 0, 0, 33.77951, -1.907349e-06, 138.9925, 207.0427, 351.8745, 19.6879, 176.8709, 489.0907, 0, 568.3868, 135.3285, 212.8277, 103.491, 455.6105, 137.9066, 159.455, 408.4916, 183.4858, 118.0845, 437.5676, 95.83113, 108.9923, 1.144409e-05, 380.4393
3.6, 0, 265.1325, 265.3589, 55.12661, 77.30413, 0, 0, 32.26396, -1.907349e-06, 226.9431, 197.1075, 334.4137, 44.20178, 169.1064, 467.4853, 0, 545.0743, 128.8636, 203.8577, 122.7761, 435.4667, 131.3916, 152.0169, 445.9232, 175.8965, 112.2782, 500.8475, 91.10329, 102.2797, 9.536743e-06, 425.3005
3.7, 0, 252.3779, 273.6136, 66.0555, 74.06458, 0, 0, 30.81641, -9.536743e-07, 217.1555, 187.649, 317.8193, 42.25178, 161.6828, 446.8343, 0, 627.8802, 168.4056, 195.2657, 117.6155, 416.2134, 125.1845, 144.9258, 421.8582, 225.1839, 106.7575, 480.5379, 86.6087, 95.98048, 9.536743e-06, 407.0703
3.8, 0, 240.2368, 261.1171, 96.90709, 70.96079, 0, 0, 29.4338, -9.536743e-07, 207.7901, 178.6444, 302.0484, 40.38781, 154.585, 437.4026, 0, 644.6628, 185.3885, 187.0359, 132.0519, 397.8114, 119.2705, 138.1655, 423.0285, 229.2579, 101.5082, 461.0519, 82.33586, 90.06923, 9.536743e-06, 389.6215
3.9, 0, 228.6799, 249.1913, 92.64104, 78.1026, 0, 0, 28.11322, 0, 198.8285, 248.6714, 443.3033, 38.60608, 147.7989, 548.063, 0, 618.2218, 176.5322, 179.1529, 126.5014, 380.223, 113.636, 131.7206, 400.1991, 249.2067, 96.51698, 442.3561, 78.27382, 84.52203, 9.536743e-06, 372.9207
4, 0, 285.8202, 237.8102, 88.56278, 74.82959, 0, 0, 26.85189, 0, 190.2535, 236.7385, 421.3056, 36.90294, 145.0543, 523.8525, 0, 601.4575, 194.6437, 192.776, 121.1843, 363.4122, 108.2677, 125.5762, 378.6017, 238.8991, 91.77122, 424.4184, 74.41217, 79.31649, 9.536743e-06, 356.9357
4.1, 0, 272.0704, 226.9489, 84.66406, 71.69374, 0, 0, 25.64715, -9.536743e-07, 182.0483, 225.3783, 400.3994, 35.27493, 138.6865, 500.7115, 0, 653.7387, 261.2745, 214.2542, 124.3114, 431.4599, 103.1529, 119.7185, 358.1698, 229.0179, 87.2588, 533.5865, 70.74104, 74.43153, 7.629395e-06, 476.8406
4.2, 0, 258.982, 216.5836, 80.93697, 68.6893, 0, 0, 24.49646, -9.536743e-07, 174.1969, 214.5633, 380.5307, 33.71875, 132.5983, 478.5928, 0, 656.894, 248.7929, 205.224, 119.0863, 412.3838, 98.27982, 114.1341, 338.8405, 219.5453, 82.96825, 511.9494, 67.25102, 69.84744, 7.629395e-06, 456.4012
4.3, 0, 246.5233, 265.8698, 77.37396, 65.81078, 0, 0, 23.3974, -9.536743e-07, 166.6842, 280.5823, 407.871, 32.23122, 126.7773, 457.4511, 0, 629.9513, 236.9076, 198.708, 128.0777, 394.1511, 93.63692, 108.8101, 381.2143, 210.4646, 78.88868, 491.1897, 63.93319, 65.54567, 7.629395e-06, 436.8378
4.4, 0, 400.0671, 253.7269, 115.3847, 63.05288, 0, 0, 58.20631, -9.536743e-07, 159.4955, 267.1182, 387.6315, 30.80931, 121.2119, 437.2434, 0, 610.7028, 225.5901, 212.8155, 122.6943, 376.7245, 89.21336, 103.7345, 360.6414, 201.7594, 75.0097, 471.2718, 60.77904, 61.50884, 5.722046e-06, 418.113
4.5, 0, 381.528, 242.1387, 110.3053, 60.41055, 0, 0, 55.59482, -4.768372e-07, 417.4497, 254.3002, 418.7285, 103.7621, 115.8908, 417.9283, 0, 623.3048, 214.8133, 203.846, 144.0739, 461.6617, 84.99878, 98.8956, 367.9151, 193.4143, 71.32145, 462.396, 57.7805, 57.72063, 61.55161, 492.2452
4.6, 0, 395.3799, 231.0797, 105.4494, 57.87895, 0, 0, 53.1005, -9.536743e-07, 531.8297, 249.0835, 397.9502, 262.394, 110.8033, 399.4665, 0, 636.5785, 204.5513, 220.235, 138.0181, 441.2503, 80.98329, 94.28246, 348.06, 185.4144, 67.81454, 650.3687, 54.92989, 54.16573, 58.89569, 593.4211
4.7, 0, 378.3873, 220.5257, 131.1053, 55.45345, 0, 0, 50.71809, -9.536743e-07, 508.893, 257.9763, 378.203, 306.8025, 105.9391, 381.8202, 0, 712.1818, 194.7795, 228.5536, 132.2169, 483.2632, 77.15751, 89.88449, 329.2763, 177.7453, 64.48009, 623.996, 52.21992, 50.82977, 56.35436, 567.9845
4.8, 0, 360.1843, 269.5957, 125.3337, 53.12959, 0, 0, 48.44257, -4.768372e-07, 486.9456, 245.5969, 411.2848, 293.2676, 113.9781, 364.9535, 0, 682.9714, 185.4745, 218.9207, 136.6847, 498.5149, 73.51247, 85.69168, 311.5063, 170.3935, 61.30958, 715.9505, 49.64365, 47.69926, 53.9227, 543.6383
4.9, 0, 342.8571, 257.2827, 119.8163, 50.90311, 0, 0, 46.26915, -9.536743e-07, 593.0159, 233.8116, 390.8759, 280.3299, 108.9745, 348.8318, 0, 691.0463, 176.6141, 209.6939, 130.9395, 476.4741, 70.03962, 81.69445, 294.6954, 163.3457, 58.29497, 704.7504, 47.19447, 44.76156, 51.59596, 717.423
5, 0, 326.3634, 309.6723, 114.5417, 48.76993, 0, 0, 44.19323, -9.536743e-07, 567.4404, 222.5919, 371.4797, 267.963, 104.1906, 333.4223, 0, 752.7251, 168.1769, 200.8559, 172.6346, 497.5342, 66.73083, 77.88367, 278.7916, 173.6942, 55.42859, 676.1726, 44.86613, 42.00478, 53.03118, 686.6712
5.1, 0, 382.7664, 337.3561, 109.4994, 71.23204, 0, 0, 42.21046, -9.536743e-07, 542.968, 211.9105, 353.0461, 256.1415, 99.61674, 318.6935, 0, 762.5222, 160.1428, 192.3905, 185.3152, 475.5367, 63.57836, 74.25066, 263.7462, 166.5099, 52.70314, 648.7535, 42.65266, 39.41779, 50.74291, 657.2375
5.2, 0, 364.3528, 321.9483, 104.679, 68.24695, 0, 0, 101.7005, -4.768372e-07, 519.5509, 201.7417, 335.5271, 250.1898, 95.24364, 304.6153, 0, 760.1165, 152.4925, 184.2818, 177.5259, 454.5119, 60.57481, 70.78712, 319.4872, 159.6228, 50.11171, 622.4464, 40.54839, 36.99013, 101.1386, 688.7536
5.3, 0, 346.825, 339.9476, 100.0708, 101.4522, 0, 0, 97.13757, 0, 699.1575, 192.0609, 318.8775, 269.7934, 91.06253, 291.1591, 0, 772.6136, 145.2076, 176.5149, 170.0641, 434.4166, 57.71316, 67.48515, 302.2455, 153.0205, 47.64771, 597.2059, 38.54793, 34.71198, 96.77451, 769.626
5.4, 0, 330.1404, 324.4214, 95.66547, 97.2007, 0, 0, 92.77939, 0, 669.0043, 182.8446, 408.6643, 257.8912, 87.06496, 278.2972, 0, 743.0731, 138.2708, 193.9043, 162.916, 443.0851, 54.9867, 64.33719, 285.9343, 146.6914, 45.30485, 572.989, 36.64616, 32.57413, 117.2241, 736.6365
5.5, 0, 444.5616, 398.918, 91.45407, 93.12736, 0, 0, 88.61674, 0.8054185, 640.1516, 174.0706, 388.3854, 246.5142, 83.24287, 266.0035, 0, 712.5957, 131.6654, 231.4075, 156.0682, 475.1209, 52.38903, 61.33607, 270.5034, 140.624, 43.07719, 597.9066, 34.83822, 30.56796, 112.1659, 705.061
5.6, 0, 423.1753, 380.6985, 87.42808, 89.22472, 0, 0, 84.64086, 0.769762, 612.5433, 201.9641, 369.1129, 235.639, 79.58858, 254.2529, 0, 754.5115, 125.3755, 221.6544, 149.5083, 454.1144, 271.3155, 58.47495, 291.7223, 166.3315, 40.95908, 573.6613, 33.11948, 28.68534, 107.326, 674.8391
5.7, 0, 405.1219, 363.3112, 83.57931, 85.48563, 0, 0, 80.84336, 0.7356839, 586.1256, 192.2726, 350.7966, 225.2436, 76.0947, 243.0214, 0, 739.1931, 119.3861, 212.3123, 143.2242, 434.0367, 258.4981, 55.74729, 342.8715, 159.4518, 38.9451, 710.4489, 31.48552, 26.91866, 102.6949, 645.9125
5.8, 0, 385.6328, 346.718, 79.89998, 81.90321, 0, 0, 77.21624, 0.7031145, 560.8473, 183.0461, 333.3893, 215.3068, 72.75421, 327.1668, 0, 708.8749, 113.6828, 206.0402, 137.2041, 465.7783, 246.2862, 53.14687, 324.3678, 160.9594, 37.03016, 681.64, 29.93218, 25.2608, 98.26369, 689.7045
5.9, 0, 367.0813, 330.8826, 76.38261, 85.04139, 0, 0, 81.32742, 0.6719871, 536.6592, 241.5533, 316.8457, 245.6973, 69.56036, 312.7143, 0, 679.8001, 108.252, 214.9944, 131.4371, 485.2256, 234.6513, 50.66774, 306.8628, 154.3018, 35.20937, 745.3845, 28.45548, 23.70503, 94.02366, 660.1408
6, 0, 403.8297, 315.7705, 73.0201, 126.0325, 0, 0, 107.622, 0.6422374, 513.5142, 234.0171, 383.83, 312.2698, 66.50672, 298.9003, 0, 651.9178, 207.9849, 215.7779, 125.9125, 520.6014, 223.5659, 48.30426, 290.3024, 162.297, 33.47812, 715.1589, 27.05162, 22.24509, 89.96658, 631.8443
6.1, 0, 389.2816, 363.4411, 69.8056, 120.7509, 0, 0, 102.7934, 0.6138051, 598.2053, 222.7875, 364.7835, 298.4938, 63.58713, 285.6965, 0, 661.9041, 198.0491, 206.6835, 120.6201, 535.6861, 213.0043, 46.05103, 274.6357, 155.5842, 31.83198, 735.9776, 25.71703, 20.87506, 86.08456, 604.7607
6.2, 0, 411.5821, 346.842, 66.73261, 115.6907, 0, 0, 98.18146, 0.5866315, 572.4059, 326.1673, 346.6821, 285.3255, 60.79571, 273.4565, 0, 669.0707, 188.588, 204.2652, 115.5502, 512.0018, 202.9417, 43.9029, 259.8145, 149.1489, 30.26679, 742.0654, 24.44828, 19.5894, 82.37006, 646.2764
6.3, 0, 412.1112, 331.0009, 63.7949, 110.8425, 0, 0, 93.77645, 0.5606608, 590.6027, 310.5157, 329.4789, 272.7381, 58.12683, 304.7166, 0, 683.7874, 196.2307, 201.0579, 110.6934, 509.7822, 193.3544, 41.85498, 282.5132, 174.7409, 28.77856, 711.9744, 23.24212, 18.38293, 78.81583, 655.0757
6.4, 0, 392.2859, 315.8834, 60.98652, 106.1975, 0, 0, 89.56907, 1.626814, 565.1313, 295.6152, 313.1294, 260.7061, 55.57511, 291.2559, 0, 697.5935, 289.7473, 192.5839, 106.0407, 487.2432, 184.22, 39.90258, 267.2669, 167.5133, 27.36351, 750.1414, 22.09547, 17.25076, 75.41496, 626.9964
6.5, 0, 373.4144, 301.4563, 58.30177, 101.7471, 0, 0, 85.55046, 1.554794, 540.7584, 366.7758, 297.5912, 249.2048, 53.13541, 354.423, 0, 668.9815, 275.9055, 184.4671, 101.5836, 465.7007, 175.5171, 38.04126, 252.8434, 160.5847, 26.01804, 733.5796, 21.00539, 16.18832, 72.16084, 754.5421
6.6, 0, 355.4507, 363.8848, 55.7352, 97.48323, 0, 0, 201.5113, 1.485962, 633.5519, 349.1757, 282.8241, 238.211, 103.3013, 338.7665, 0, 657.8585, 262.725, 205.2807, 132.3716, 461.9256, 167.2254, 36.26676, 239.1983, 153.9426, 24.73873, 703.8327, 19.96909, 15.19131, 69.04713, 815.659
6.7, 0, 374.4926, 347.2654, 53.28162, 93.39805, 0, 0, 192.4703, 1.420177, 606.2282, 332.42, 268.7897, 227.7021, 98.76644, 344.3091, 0, 697.0758, 250.1742, 196.6288, 165.9166, 536.2834, 159.3254, 34.57504, 226.2896, 147.5753, 23.52231, 804.7673, 18.98391, 14.25571, 121.4793, 864.5513
6.8, 0, 356.477, 343.4544, 50.93605, 127.9122, 0, 0, 183.8349, 1.357305, 650.4229, 316.4684, 441.6878, 227.7444, 94.43068, 329.0994, 0, 668.485, 238.2229, 188.3415, 158.9427, 539.0448, 151.7986, 32.96223, 214.0775, 141.4713, 22.36572, 889.5332, 18.04734, 13.37773, 141.7816, 863.1074
6.9, 0, 339.3281, 380.4922, 48.69374, 152.8952, 0, 0, 175.5869, 1.297216, 622.3716, 341.9101, 419.7703, 232.2522, 90.28525, 371.8103, 0, 641.0669, 226.8426, 222.2446, 152.262, 515.212, 144.6274, 31.42465, 252.1426, 155.5225, 63.29557, 853.4623, 17.15697, 12.55382, 135.6638, 826.1109
7, 0, 420.9072, 452.6343, 46.55014, 151.5145, 0, 0, 167.709, 1.239787, 751.6185, 341.4209, 398.9403, 293.6935, 86.3218, 355.3857, 0, 688.2927, 216.0059, 212.8776, 145.8621, 608.5186, 137.795, 29.95879, 238.5353, 149.0899, 85.22768, 901.6766, 16.31053, 11.78065, 136.9693, 790.7003
7.1, 0, 408.6648, 431.9615, 44.5009, 145.165, 0, 0, 160.1846, 1.184901, 857.4156, 325.0374, 379.144, 280.737, 82.53234, 339.6867, 0, 724.6078, 205.6869, 284.7794, 189.4485, 581.6141, 261.4768, 28.56132, 310.6469, 142.9233, 81.03702, 865.1133, 15.50585, 11.05511, 131.0592, 811.592
7.2, 0, 389.0053, 426.4427, 42.54188, 164.48, 0, 0, 152.9978, 1.132444, 820.4371, 309.44, 447.279, 285.3563, 78.90924, 324.6812, 0, 745.6348, 214.807, 272.7768, 197.7271, 555.8993, 249.1242, 27.22902, 293.8824, 137.0117, 77.0524, 830.0327, 14.74087, 10.37424, 125.4041, 776.8037
7.3, 0, 370.2916, 435.3031, 40.6691, 157.5872, 0, 0, 146.1333, 1.08231, 785.0534, 324.1683, 425.084, 272.7675, 75.44519, 338.4034, 0, 715.0523, 409.2461, 261.2801, 189.4162, 543.6132, 237.3552, 25.95888, 278.0225, 131.3447, 73.2637, 796.3745, 14.01363, 9.735314, 119.9929, 743.5065
7.4, 0, 352.4781, 415.4218, 38.87876, 150.9832, 0, 0, 139.5769, 1.034395, 751.1957, 395.887, 403.9903, 260.7342, 72.13321, 323.4545, 0, 685.7242, 389.6957, 250.2679, 181.4546, 592.6531, 226.1422, 24.74799, 347.5203, 125.9121, 69.66131, 851.515, 13.32226, 9.135736, 114.8153, 711.6367
7.5, 0, 350.7356, 396.4486, 37.16724, 144.6561, 0, 0, 133.3147, 0.9886014, 718.7983, 376.8899, 458.5033, 249.2317, 68.96662, 309.166, 0, 658.2249, 371.0792, 239.7199, 173.8277, 566.4502, 215.4588, 23.59358, 328.7658, 135.8478, 66.23604, 885.5069, 12.66501, 8.573084, 109.8611, 681.1328
7.6, 0, 337.0959, 414.4118, 35.53106, 138.594, 0, 0, 127.3334, 0.9448352, 687.7981, 360.1898, 470.5603, 238.2366, 65.93904, 313.7764, 0, 680.4891, 462.2809, 229.6165, 166.5213, 541.4058, 205.2802, 22.49302, 360.9385, 130.2289, 62.97919, 849.5993, 12.04018, 8.045084, 105.1206, 651.9365
