 , C001, C002, C003, C004, C005, C007, C010, C011, C012, C013, C016, C017, C018, C019, C020, C021, C022, C024, C025, C027, C028, C029, C031, C032, C033, C034, C035, C036, C037, C038, C039, C043, C045, C046, C047, C051, C052, C053, C054, C055, C056, C063, C064, C068, C070, C077, C082, C089, C092, C099, C106
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
21.3, 1308.733, 723.9698, 738.3173, 387.9327, 4.290016, 687.2148, 3231.835, 3606.562, 737.4445, 1014.437, 6521.161, 4102.43, 92.12616, 1054.914, 1113.923, 724.6364, 60.56317, 3.303504, 2184.988, 35.11682, 5.324111, 0, 713.0737, 1577.896, 5231.146, 555.509, 1601.697, 1113.098, 571.0779, 2708.16, 529.183, 356.4888, 1061.081, 645.7884, 415.9675, 2349.622, 3823.477, 2837.596, 37.33798, 4457.69, 506.1114, 0, 2277.317, 3240.998, 1628.258, 74.65201, 1233.67, 2145.251, 0.6419764, 1563.056, 893.4841
21.4, 1338.344, 712.463, 718.0179, 443.7964, 4.10773, 706.7007, 3084.113, 3594.971, 704.1729, 964.9499, 6480.933, 4075.578, 88.13969, 1119.425, 1061.823, 690.6602, 58.00877, 3.131162, 2290.03, 33.24689, 5.076579, 0, 679.491, 1670.305, 5072.379, 530.8994, 1578.014, 1136.394, 546.9269, 2776.023, 506.8694, 340.8786, 1034.414, 617.8701, 398.9331, 2413.042, 3787.463, 2717.611, 35.6799, 4416.17, 484.2834, 0, 2276.705, 3214.318, 1553.903, 71.32659, 1176.786, 2075.855, 0.6145396, 1567.153, 856.1119
21.5, 1305.37, 763.3058, 685.5589, 466.2336, 3.93319, 670.1932, 3058.531, 3666.872, 672.4024, 917.8765, 6449.594, 3902.112, 84.32572, 1067.512, 1125.04, 658.277, 55.56211, 2.967811, 2184.931, 31.47654, 4.840554, 0, 647.49, 1682.77, 5174.313, 570.6089, 1537.693, 1128.086, 523.7973, 2663.4, 485.4967, 325.952, 1132.582, 591.1588, 502.3464, 2311.813, 3907.454, 2672.749, 34.09546, 4351.345, 463.3968, 0, 2297.843, 3220.545, 1524.065, 68.1493, 1122.524, 2168.587, 0.5882754, 1501.625, 820.3029
21.6, 1299.555, 777.2922, 685.2958, 445.7926, 3.766065, 635.5717, 3111.887, 3505.864, 642.0654, 873.0995, 6339.565, 3892.564, 80.6768, 1018.006, 1072.419, 705.5811, 53.21864, 2.812982, 2222.761, 29.80046, 4.615503, 0, 616.9961, 1597.733, 5096.088, 588.4354, 1532.396, 1164.147, 837.7407, 2709.297, 465.0252, 311.6789, 1110.269, 565.6022, 481.7747, 2279.455, 3794.493, 2598.756, 32.58137, 4205.876, 443.411, 0, 2287.184, 3236.827, 1454.468, 65.11355, 1148.035, 2066.995, 0.5631337, 1550.726, 842.6698
21.7, 1281.198, 740.489, 665.8564, 557.9829, 3.606042, 602.7387, 2969.647, 3547.217, 655.3461, 830.5069, 6318.089, 3829.638, 77.18576, 970.7958, 1131.503, 672.4983, 50.97401, 2.66623, 2120.749, 28.21363, 4.400916, 0, 587.9382, 1561.338, 5042.566, 562.3671, 1528.405, 1148.123, 802.3125, 2689.04, 445.417, 298.0309, 1155.188, 541.1505, 462.0453, 2175.344, 3776.134, 2654.133, 31.13452, 4139.985, 424.2872, 0, 2271.151, 3178.57, 1445.227, 62.21302, 1130.436, 1997.739, 0.5390664, 1485.885, 873.521
21.8, 1217.211, 774.2445, 635.7554, 533.5193, 3.452819, 646.1665, 2918.277, 3566.851, 655.1357, 843.0809, 6254.17, 3758.74, 73.84579, 925.775, 1078.58, 640.9667, 48.82406, 2.527135, 2163.284, 26.71129, 4.196304, 0, 560.249, 1741.443, 4959.325, 537.4537, 1526.297, 1096.46, 768.3826, 2579.946, 665.0499, 284.9805, 1217.681, 576.4481, 443.124, 2132.63, 3819.19, 2567.694, 29.75192, 4061.543, 405.9882, 0, 2311.577, 3233.322, 1544.217, 59.4417, 1078.312, 2043.214, 0.5160278, 1539.752, 836.9838
21.9, 1156.419, 772.9752, 731.6077, 556.0067, 3.306106, 612.7862, 3030.204, 3410.234, 699.3122, 801.9527, 6082.498, 3785.608, 70.65034, 958.967, 1135.697, 745.0977, 46.76478, 2.395296, 2252.271, 25.28895, 4.001206, 0, 533.8637, 1653.44, 4880.039, 513.644, 1515.671, 1119.49, 735.8875, 2707.325, 637.0074, 272.5016, 1198.628, 551.5275, 424.9775, 2103.463, 3685.937, 2527.413, 28.43072, 4121.565, 388.4784, 0, 2216.836, 3265.458, 1473.7, 56.79383, 1225.306, 1947.496, 0.4939738, 1475.37, 919.2386
22, 1098.664, 736.3764, 698.5343, 632.4875, 3.165627, 581.1302, 2891.698, 3576.515, 667.761, 859.6371, 6100.912, 3729.447, 67.59318, 914.4948, 1221.518, 710.162, 44.79236, 2.270335, 2265.684, 23.94235, 3.815179, 0, 508.7211, 1569.885, 4945.657, 490.8891, 1527.51, 1069.115, 704.7667, 2638.301, 610.1473, 260.5691, 1141.208, 527.6843, 407.5741, 2119.257, 3712.044, 2473.347, 27.16819, 4046.695, 371.7238, 0, 2277.761, 3230.09, 1406.402, 54.26391, 1206.29, 1948.946, 0.4728623, 1487.241, 880.7892
22.1, 1164.815, 701.5106, 666.9561, 604.7574, 3.031117, 551.1096, 2831.572, 3458.32, 811.0103, 888.7306, 5924.163, 3694.148, 64.6683, 872.085, 1164.385, 731.6629, 42.90313, 2.151893, 2298.144, 22.66745, 3.637801, 0, 484.7626, 1654.61, 4906.923, 469.1422, 1457.419, 1065.267, 849.9206, 2634.609, 584.4197, 249.1591, 1187.532, 504.8718, 390.8834, 2045.194, 3634.695, 2504.792, 25.96173, 3954.972, 355.6918, 0, 2255.173, 3238.047, 1406.791, 51.84669, 1150.668, 1857.643, 0.4526531, 1425.054, 843.948
22.2, 1150.188, 770.0155, 636.8054, 720.8696, 2.902322, 522.6398, 2968.01, 3441.801, 869.0969, 862.2382, 5888.264, 3745.103, 61.86999, 831.6419, 1189.697, 697.3572, 41.09359, 2.03963, 2250.408, 21.46044, 3.468669, 0, 461.9324, 1654.025, 4817.589, 448.3588, 1460.404, 1115.709, 813.9774, 2639.939, 559.7771, 238.2487, 1155.208, 483.0455, 374.8762, 2139.856, 3551.471, 2481.693, 281.311, 3839.203, 340.3512, 0, 2196.657, 3084.337, 1342.549, 49.53715, 1097.611, 1880.262, 0.4333076, 1482.455, 888.3405
22.3, 1092.744, 761.6243, 608.0176, 689.2645, 2.779, 583.7186, 2832.347, 3503.444, 829.8854, 874.2224, 5944.074, 3643.915, 59.19276, 793.0745, 1161.983, 664.66, 39.36037, 1.933223, 2147.127, 20.3177, 3.307401, 0, 440.1774, 1647.986, 4747.074, 502.7855, 1393.392, 1065.505, 779.5541, 2532.837, 536.1735, 227.8161, 1200.448, 657.3115, 359.5245, 2106.385, 3597.612, 2446.024, 268.8187, 3780.998, 325.6722, 0, 2234.505, 3081.512, 1339.886, 47.33049, 1047.001, 1942.213, 0.4147889, 1468.26, 851.1835
22.4, 1132.328, 725.563, 580.5314, 857.4015, 2.660918, 553.5642, 2702.884, 3349.611, 792.4431, 852.613, 5859.028, 3666.671, 56.63138, 756.2955, 1214.564, 633.4958, 37.70025, 1.832368, 2134.437, 19.23581, 3.15363, 0, 489.2964, 1564.706, 4770.062, 480.5116, 1329.456, 1155.499, 746.5867, 2481.323, 513.5652, 217.8403, 1227.369, 628.8951, 344.8015, 2010.179, 3482.77, 2433.027, 256.8812, 3770.877, 311.6264, 0, 2289.749, 2935.232, 1278.699, 45.22212, 1120.781, 1851.226, 0.3970617, 1435.996, 940.2343
22.5, 1075.776, 770.7302, 580.567, 900.3063, 2.547854, 524.9677, 2761.275, 3418.811, 756.6901, 811.0198, 5817.828, 3551.09, 54.18084, 721.2223, 1157.756, 694.1379, 36.11015, 1.736775, 2180.004, 18.21153, 3.007009, 0, 466.2527, 1485.635, 4619.963, 459.2245, 1273.649, 1103.504, 715.0134, 2598.68, 491.9102, 208.3014, 1234.289, 601.7072, 330.6815, 1976.608, 3475.484, 2453.309, 245.4738, 3700.668, 298.1863, 0, 2238.484, 3003.815, 1220.306, 43.20767, 1069.102, 1764.501, 0.3800921, 1452.984, 900.9066
