 , C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C012, C013, C021, C024, C025, C026, C030, C034, C040, C043, C047, C055, C060, C062, C065, C066, C069, C070, C072, C073, C074, C078, C080, C082, C083, C090, C094, C098, C116
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 153.0867, 191.2656, 0, 0, 0, 0, 0, 42.24316, 71.02966, 99.36716, 0, 142.9251, 0, 0, 11.80981, 0, 0, 0, 0, 0, 0, 0, 0, 49.46423, 0, 0, 0, 0, 0, 0, 103.0222, 26.01807, 0, 0, 100.4133, 132.3219, 86.86816
0.2, 19.06696, 0, 165.0474, 191.1094, 0, 0, 32.67407, 40.57939, -7.629395e-06, 134.3826, 67.26953, 115.6092, 0, 137.0636, 64.74274, -3.051758e-05, 107.1094, 151.4193, 0, 0, 0, 0, 0, 0, 0, 47.28732, 64.02893, 89.53467, -1.525879e-05, 56.80591, 0, 21.21153, 160.6987, 64.80164, 112.302, 0, 95.39514, 125.799, 125.7112
0.3, 18.1293, 0, 188.5473, 268.1895, 21.26071, 3.051758e-05, 115.0259, 38.19453, 125.7607, 126.7055, 63.70837, 110.9047, 113.0504, 131.4424, 62.08209, -3.051758e-05, 105.3943, 144.2001, 0, 0, 0, 37.08582, -7.629395e-06, 108.6607, 0, 45.20621, 60.89258, 84.59766, -1.525879e-05, 123.6219, 40.5553, 20.05424, 154.0748, 95.08606, 123.8652, 0, 90.62781, 232.8663, 118.7974
0.4, 17.23773, 96.94977, 178.0219, 467.344, 20.02036, 3.051758e-05, 191.1931, 35.94983, 198.3274, 119.467, 188.6245, 121.6852, 108.4271, 126.0518, 59.53073, -3.051758e-05, 196.95, 234.7483, 177.9534, 0, 0, 64.36639, -7.629395e-06, 188.1151, 0, 43.21669, 57.91003, 79.93292, -1.525879e-05, 304.147, 38.61835, 18.9601, 344.8812, 90.48218, 428.3824, 0, 86.09875, 252.6993, 176.9618
0.5, 16.39001, 92.63562, 168.0841, 612.5918, 26.9765, 3.051758e-05, 287.9712, 33.83705, 274.8091, 317.3035, 257.5173, 116.7334, 103.9929, 120.8823, 59.08868, -3.051758e-05, 194.637, 323.4078, 167.9877, 0, -6.103516e-05, 99.7876, -7.629395e-06, 179.2409, -3.814697e-06, 41.31474, 55.07349, 75.52539, -1.525879e-05, 286.8348, 185.9227, 17.92566, 330.6653, 157.8002, 506.0927, 0, 206.4252, 359.7958, 189.3053
0.6, 66.17844, 157.7259, 241.329, 626.9243, 72.0694, 161.4941, 512.541, 183.6609, 258.2631, 319.5443, 243.8848, 118.8144, 113.6398, 115.9247, 56.66037, 177.7863, 269.5389, 307.9888, 509.8694, 0, -6.103516e-05, 128.0748, -7.629395e-06, 170.7854, -3.814697e-06, 39.49649, 126.0043, 71.36084, 52.62154, 270.5079, 191.4168, 16.94765, 317.0353, 216.1371, 482.8555, 0, 379.6069, 342.059, 233.9354
0.7, 138.7757, 150.7073, 290.5094, 769.6418, 155.6633, 152.5532, 634.1263, 247.1099, 314.3276, 549.0392, 424.9852, 113.9795, 217.4207, 111.1705, 54.33185, 201.071, 428.5225, 334.7056, 524.3767, 0, -6.103516e-05, 121.5162, -7.629395e-06, 162.7288, -7.629395e-06, 37.75826, 411.4196, 360.2922, 49.59105, 385.189, 191.9737, 16.023, 389.4817, 270.194, 647.0344, 0, 626.1516, 363.2273, 221.0696
0.8, 146.1632, 144.001, 331.8398, 1802.832, 207.5437, 319.0073, 707.3147, 577.333, 423.0352, 517.6732, 402.4872, 109.3413, 332.6953, 106.6113, 52.09903, 384.8055, 835.8442, 437.9831, 794.04, 0, -6.103516e-05, 300.3247, 0, 155.0522, -7.629395e-06, 36.09652, 391.2676, 357.3786, 156.6677, 665.0063, 182.8049, 15.14879, 409.1161, 613.915, 835.4626, 0, 1107.693, 423.6631, 208.9114
0.9, 138.9752, 137.5932, 481.7326, 2516.837, 222.4362, 321.5838, 854.0603, 543.403, 615.1807, 577.626, 481.0765, 151.5402, 319.0896, 138.9208, 49.95795, 514.446, 1006.111, 710.2803, 777.7953, 0, -6.103516e-05, 568.715, 0, 147.7378, -7.629395e-06, 34.50792, 609.7295, 337.6726, 147.6452, 627.1538, 246.9814, 97.10474, 439.791, 702.4185, 1078.452, 3.051758e-05, 1362.532, 402.778, 305.1013
1, 218.3825, 186.208, 454.8405, 2655.068, 209.4592, 334.1229, 909.4824, 655.6311, 684.6899, 672.3306, 455.6093, 145.3735, 306.0402, 240.6072, 77.35516, 520.9175, 1001.383, 843.0142, 809.1227, 0, -6.103516e-05, 642.145, 3.814697e-06, 140.7684, -1.144409e-05, 32.98923, 666.8216, 407.0066, 139.1423, 748.8976, 235.1855, 91.80679, 618.7692, 773.0883, 1103.94, 3.051758e-05, 1294.44, 507.7181, 416.4976
1.1, 207.6428, 177.922, 429.4496, 2671.884, 197.2392, 428.5289, 868.2109, 705.0137, 654.5687, 680.2175, 624.2917, 175.6504, 313.7876, 230.7396, 74.17618, 495.5936, 995.7545, 889.6807, 796.7033, 0, 88.93176, 609.261, 3.814697e-06, 277.662, -1.144409e-05, 31.53738, 678.8237, 563.6627, 131.1291, 716.3629, 223.9529, 228.5702, 668.9381, 735.6569, 1150.449, 0, 1229.752, 502.1825, 393.5912
1.2, 247.9038, 170.0047, 405.4762, 2720.262, 250.9113, 404.8038, 892.7786, 663.58, 689.1202, 735.1296, 591.2428, 193.7856, 379.8038, 221.2767, 71.12784, 471.501, 947.2328, 1019.889, 752.0867, 0, 84.41177, 677.2409, 7.629395e-06, 333.1224, -1.144409e-05, 30.14943, 645.5739, 532.582, 138.1345, 709.008, 213.2568, 262.6904, 641.3646, 700.038, 1177.387, 1.525879e-05, 1168.296, 521.3477, 452.1956
1.3, 235.7123, 171.0014, 521.8408, 2664.391, 256.7298, 438.6069, 944.4093, 624.5812, 647.6288, 693.1326, 559.9434, 185.8998, 364.2715, 212.2019, 143.0415, 448.5795, 921.1064, 971.2641, 709.9688, 0, 80.12149, 642.5595, 7.629395e-06, 337.7727, -7.629395e-06, 28.82256, 613.9527, 624.9804, 130.1794, 747.801, 203.0716, 297.6927, 732.3202, 666.1436, 1206.748, 3.051758e-05, 1109.911, 535.8146, 511.3048
1.4, 224.1204, 163.3921, 492.7097, 2686.675, 297.7707, 414.3238, 901.5531, 587.8745, 608.6357, 653.5347, 530.301, 251.1038, 447.334, 229.8468, 156.0153, 426.7723, 876.2223, 1096.899, 718.7592, 0, 76.04926, 609.6542, 7.629395e-06, 452.2021, -7.629395e-06, 27.55408, 583.8804, 590.5187, 267.7976, 720.0054, 193.3728, 281.4508, 702.134, 821.2169, 1151.34, 3.051758e-05, 1120.172, 573.3289, 542.4313
1.5, 226.9767, 156.1214, 465.2048, 2638.46, 284.8034, 429.5732, 931.7366, 553.325, 571.9903, 616.199, 502.2277, 240.8856, 429.0401, 220.4205, 149.6037, 406.0253, 833.5253, 1044.603, 678.5074, 0, 72.18399, 578.4339, 7.629395e-06, 496.3824, -7.629395e-06, 26.34143, 705.8046, 557.9572, 252.3751, 887.5695, 329.2705, 266.0951, 817.2994, 781.4553, 1147.885, 1.525879e-05, 1064.192, 603.3522, 512.5989
1.6, 215.8144, 197.1465, 439.2353, 2507.992, 486.4731, 559.765, 947.0089, 520.806, 670.3479, 580.9962, 583.7579, 231.0832, 411.4943, 211.3808, 143.4556, 429.5184, 792.9088, 994.7993, 765.072, 0, 68.5152, 548.8124, 7.629395e-06, 472.966, -9.536743e-06, 80.04568, 671.2333, 527.1912, 237.8408, 848.147, 313.5444, 251.5772, 874.2062, 839.9183, 1120.117, 3.051758e-05, 1120.8, 573.609, 484.4073
1.7, 205.201, 212.0888, 449.3956, 2596.495, 1400.408, 528.774, 904.0348, 490.1981, 697.0007, 547.8046, 552.8548, 222.5561, 394.666, 202.7118, 137.5602, 408.6379, 754.2715, 1091.344, 722.2267, 0, 65.03287, 520.7079, 3.814697e-06, 450.6543, -7.629395e-06, 247.777, 638.3553, 498.1216, 340.4297, 799.87, 298.5693, 237.8513, 838.1717, 799.2512, 1096.82, 3.051758e-05, 1064.789, 600.076, 457.7661
1.8, 195.1096, 202.6511, 424.3086, 2512.96, 1600.855, 508.8613, 958.6577, 461.3891, 655.035, 516.5092, 523.5876, 213.4996, 378.5259, 194.3983, 153.958, 408.8222, 817.2732, 1063.416, 939.2781, 0, 99.76193, 552.5356, 3.814697e-06, 429.3951, -7.629395e-06, 236.8724, 607.0878, 470.655, 444.8667, 825.2711, 284.3095, 247.6321, 837.0067, 760.5532, 1203.452, 3.051758e-05, 1125.307, 570.4943, 432.59
1.9, 185.5144, 193.6334, 521.0942, 2462.18, 1573.162, 499.4484, 985.9265, 434.2732, 653.3646, 487.0016, 560.6963, 246.8034, 363.0459, 210.3391, 147.631, 416.7046, 777.4487, 1060.784, 916.4042, 0, 197.1755, 524.2405, 7.629395e-06, 409.1389, -7.629395e-06, 226.4477, 577.3518, 444.7028, 419.2468, 926.6786, 295.8857, 234.1215, 802.5055, 850.3496, 1233.328, 3.051758e-05, 1120.772, 542.3708, 408.7987
2, 276.0764, 199.9786, 492.0048, 2389.932, 1534.083, 511.8323, 941.1862, 408.7509, 614.0261, 459.1797, 665.5077, 281.1478, 357.2405, 201.7129, 141.564, 396.447, 774.7076, 1097.16, 865.0841, 0, 187.154, 497.3942, 3.814697e-06, 389.8381, -7.629395e-06, 216.4818, 612.3442, 551.3947, 395.1024, 1025.637, 300.6435, 250.0489, 952.4301, 846.6909, 1288.182, 1.525879e-05, 1064.763, 594.032, 386.3157
2.1, 262.4995, 191.0798, 464.5393, 2426.757, 1507.2, 483.4952, 992.5852, 384.7285, 594.5121, 432.9473, 630.277, 269.7071, 378.5905, 213.7131, 135.7463, 377.1741, 915.2659, 1180.588, 816.638, 0, 177.6418, 471.9227, 3.814697e-06, 498.6733, -7.629395e-06, 206.9544, 582.3506, 520.9905, 372.3484, 967.2572, 286.2846, 302.7473, 913.1712, 912.8095, 1229.036, 3.051758e-05, 1011.552, 611.5131, 429.9212
2.2, 249.5902, 182.577, 438.6071, 2421.79, 1520.019, 490.9672, 947.5428, 362.1179, 558.717, 408.2136, 596.9112, 258.7319, 393.8774, 204.9484, 137.5993, 358.8383, 900.1556, 1181.678, 770.905, 0, 168.613, 447.7557, 3.814697e-06, 475.1488, -7.629395e-06, 197.8464, 553.8263, 536.0953, 350.9048, 912.2004, 272.6115, 286.2296, 983.6975, 868.6132, 1197.751, 3.051758e-05, 961.0002, 645.5394, 435.9938
2.3, 237.3158, 192.3453, 414.1224, 2340.272, 1534.419, 495.4992, 982.8034, 340.8362, 575.6686, 384.8928, 565.3118, 262.3107, 391.1763, 196.5433, 131.9445, 385.7743, 856.2924, 1195.094, 727.7332, 0, 160.0432, 424.8262, 1.907349e-06, 452.7342, -7.629395e-06, 189.1392, 526.6991, 506.5348, 330.6962, 860.2776, 311.757, 270.6132, 943.1497, 872.8708, 1185.403, 3.051758e-05, 912.9748, 613.7166, 528.3627
2.4, 297.5085, 183.7862, 391.0045, 2304.377, 1462.822, 468.0663, 938.2048, 320.8052, 577.8674, 362.9044, 781.4554, 311.315, 389.2584, 188.4828, 172.2992, 434.0145, 814.5665, 1266.495, 686.9789, 0, 151.9089, 439.1009, 0, 769.7344, -7.629395e-06, 180.8153, 500.9006, 590.5106, 311.6514, 811.3103, 322.3529, 255.8488, 904.2733, 830.6082, 1202.07, 1.525879e-05, 867.3496, 658.4633, 499.304
2.5, 282.8775, 175.6079, 431.6389, 2242.086, 1377.48, 442.1523, 972.1395, 301.9514, 543.0745, 429.2926, 785.4818, 298.6466, 389.6365, 180.7529, 230.0531, 412.9154, 878.6854, 1206.113, 679.4953, 0, 144.188, 416.6147, 0, 733.423, -5.722046e-06, 172.8576, 476.3658, 630.6701, 293.7034, 939.1517, 306.9572, 241.8899, 1050.648, 931.5471, 1319.232, 1.525879e-05, 970.7249, 692.1993, 471.8436
2.6, 398.3837, 175.1087, 407.5433, 2302.152, 1410.244, 417.6729, 1081.114, 284.2057, 510.3766, 404.7676, 1012.052, 286.4938, 373.7021, 173.34, 220.5989, 392.842, 856.6851, 1148.61, 641.4426, 0, 136.8596, 479.4598, 0, 698.8245, -7.629395e-06, 165.2502, 453.0327, 595.8947, 276.7889, 1044.107, 348.614, 228.6926, 1085.071, 1133.725, 1440.635, 353.1423, 922.2136, 658.0762, 445.8934
2.7, 378.7919, 167.3166, 384.7927, 2490.513, 1327.97, 494.8037, 1121.576, 267.5029, 479.6472, 406.4869, 958.4757, 358.5553, 358.4193, 222.6026, 211.5332, 373.7444, 913.3528, 1093.848, 705.1941, 0, 225.1867, 565.0217, 193.785, 665.8581, -5.722046e-06, 157.9776, 430.8426, 563.0367, 260.8487, 984.6758, 398.5671, 294.3952, 1040.345, 1078.832, 1516.838, 519.5887, 876.1266, 653.2609, 699.4907
2.8, 360.1635, 218.935, 363.3122, 2631.222, 1343.73, 537.0094, 1237.047, 251.7817, 450.7681, 598.0141, 990.6269, 380.2099, 357.6193, 303.1871, 202.84, 505.3281, 868.8466, 1041.697, 665.7021, 0, 265.4854, 851.8101, 298.5259, 634.4469, -5.722046e-06, 151.025, 479.8447, 531.9907, 245.8264, 928.6276, 379.5314, 278.3332, 1059.728, 1128.527, 1744.797, 494.3192, 1091.581, 642.3407, 1197.928
2.9, 372.3515, 232.9404, 343.0307, 2700.871, 1274.206, 507.2784, 1326.095, 236.9844, 528.4963, 596.4251, 938.1849, 367.6376, 491.6649, 290.753, 194.5042, 480.7621, 826.5089, 992.0323, 628.4219, 0, 256.9987, 1285.245, 281.6617, 604.5175, -4.768372e-06, 144.3784, 527.5229, 502.6564, 231.6692, 875.7698, 447.2541, 263.1476, 1130.988, 1087.906, 1879.185, 571.967, 1037.03, 679.2889, 1374.426
3, 376.7379, 283.9729, 418.8135, 2580.44, 1312.677, 515.6412, 1502.553, 223.0568, 643.4249, 562.352, 888.519, 352.6773, 500.6422, 278.8289, 186.5108, 457.3905, 949.9691, 944.7356, 593.2293, 0, 415.3734, 1593.917, 265.7502, 575.9999, -4.768372e-06, 138.0244, 678.5409, 474.9397, 218.3273, 825.9206, 425.8931, 248.7905, 1084.369, 1035.232, 1881.265, 544.1501, 985.2051, 755.1366, 1658.715
3.1, 358.2105, 271.3365, 403.5074, 2650.719, 1335.344, 487.0932, 1434.369, 209.9477, 615.6951, 632.6046, 841.4823, 338.3258, 511.1343, 298.8152, 178.846, 435.155, 903.6785, 965.9253, 560.0076, 0, 516.7778, 1633.035, 250.7375, 548.8276, -3.814697e-06, 131.9499, 714.0219, 448.7513, 205.7539, 778.9088, 444.5987, 235.2167, 1039.671, 985.1083, 1822.154, 658.0411, 935.9702, 717.9109, 1743.578
3.2, 340.5944, 259.2624, 486.8323, 2547.592, 1500.054, 460.1257, 1373.252, 197.609, 659.3745, 596.4647, 796.9357, 324.5583, 580.4855, 286.5604, 171.4962, 453.0582, 859.6437, 919.8733, 528.6462, 0, 490.5123, 1601.3, 236.5729, 522.9373, -3.814697e-06, 126.1428, 826.3593, 424.0069, 193.9045, 734.573, 423.3645, 222.3835, 996.8163, 1114.46, 1738.491, 667.2701, 949.6343, 682.5203, 1818.733
3.3, 323.8445, 247.7255, 459.6556, 2431.761, 1431.516, 445.7435, 1432.095, 185.9955, 705.2651, 641.7612, 754.7473, 311.3511, 556.7462, 349.8387, 164.4484, 431.0333, 817.7545, 876.0168, 499.0413, 0, 465.5817, 1556.591, 223.2085, 498.2682, -3.814697e-06, 120.5913, 785.8831, 400.627, 182.7375, 692.7609, 581.6302, 210.2504, 955.7278, 1076.421, 1658.669, 654.9267, 902.1769, 748.5074, 1889.528
3.4, 307.9185, 236.7021, 433.9959, 2311.515, 1497.658, 550.6918, 1504.969, 175.0645, 662.8018, 605.0981, 751.927, 298.6813, 608.3739, 338.428, 157.6903, 583.2975, 1082.612, 834.2513, 471.0942, 0, 540.6093, 1590.614, 210.5991, 474.7629, -2.861023e-06, 115.2841, 892.9397, 378.5362, 172.2136, 653.3286, 635.5236, 198.7793, 916.333, 1161.935, 1755.922, 863.839, 1030.875, 826.8419, 1816.952
3.5, 292.7756, 333.3975, 409.7686, 2387.4, 1410.283, 520.2032, 1494.373, 285.9933, 709.9409, 570.5295, 737.0673, 286.527, 583.4941, 324.5487, 151.2099, 717.3509, 1148.625, 870.4049, 444.7122, 0, 573.1581, 1572.759, 198.702, 452.3664, -2.861023e-06, 110.2105, 849.2021, 357.6635, 162.2958, 616.1409, 702.1752, 187.9341, 996.2845, 1409.094, 1867.721, 821.8271, 1132.785, 891.4419, 1928.97
3.6, 336.2628, 318.5618, 386.8939, 2498.23, 1378.428, 491.4026, 1578.09, 321.1689, 745.799, 565.3607, 792.9808, 341.5343, 592.0623, 311.2386, 144.9958, 743.1892, 1177.659, 871.3355, 546.5197, 0, 666.0059, 1622.349, 187.477, 431.0264, -3.814697e-06, 105.3601, 875.3351, 337.9418, 152.9492, 581.0699, 714.1313, 177.6805, 1092.01, 1532.608, 1781.965, 781.8585, 1076.175, 917.3085, 1906.275
3.7, 350.6076, 304.3862, 365.296, 2473.321, 1404.076, 500.9766, 1725.929, 302.2937, 745.2953, 556.3023, 799.6848, 327.6363, 630.2975, 298.4743, 139.037, 883.9338, 1166.059, 829.7932, 547.4404, 0, 662.5454, 1623.126, 176.8861, 410.6932, -2.861023e-06, 100.7233, 855.7548, 319.3075, 144.1409, 591.9291, 702.1567, 167.9864, 1084.255, 1458.402, 2006.049, 743.8337, 1095.362, 939.2336, 2211.462
3.8, 333.3653, 290.8414, 344.9038, 2565.031, 1322.161, 473.2405, 1793.708, 284.5279, 700.4218, 633.0736, 765.4605, 364.8879, 803.8223, 286.2335, 133.3232, 943.8448, 1151.055, 853.899, 516.783, 0, 706.264, 1639.859, 166.8935, 391.3191, -1.907349e-06, 96.29045, 813.8387, 419.0282, 135.8398, 558.2363, 864.018, 158.8212, 1039.562, 1387.789, 1913.942, 707.6582, 1194.29, 910.6943, 2358.501
3.9, 316.971, 333.9035, 325.65, 2455.844, 1318.068, 447.04, 1799.627, 302.4383, 726.3304, 596.9068, 975.1501, 350.0395, 770.9495, 352.4426, 127.8442, 897.9608, 1172.878, 813.1879, 594.8044, 0, 743.2341, 1555.882, 157.4654, 372.859, -1.907349e-06, 92.05273, 1034.474, 430.6198, 128.0168, 526.4613, 822.7521, 150.1561, 996.712, 1320.595, 1955.835, 673.2421, 1156.215, 935.7712, 2599.108
4, 301.3829, 319.0452, 400.8224, 2540.328, 1241.171, 455.6323, 1804.26, 284.6639, 882.4159, 667.3921, 923.5273, 349.5932, 798.3131, 337.9885, 122.5903, 927.0335, 1158.859, 916.9748, 636.7859, 0, 903.5479, 1568.777, 148.5699, 355.2697, -2.861023e-06, 88.0015, 1114.574, 428.7134, 120.6443, 630.0371, 792.7606, 141.9637, 955.6277, 1498.371, 2031.189, 640.4996, 1283.756, 889.6409, 2809.329
4.1, 286.5615, 383.7556, 513.344, 2539.519, 1168.76, 464.7946, 1840.151, 267.9342, 829.2864, 629.2648, 874.6375, 335.3672, 867.5373, 324.1272, 174.6882, 881.9669, 1296.782, 905.8186, 809.1246, 0, 857.6246, 1733.125, 140.177, 338.5102, -2.384186e-06, 84.12857, 1213.877, 445.0106, 113.6963, 594.1751, 777.2361, 134.2183, 970.7866, 1600.365, 1937.927, 609.3497, 1298.519, 845.7845, 2823.469
4.2, 304.6294, 366.679, 499.4166, 2781.926, 1143.58, 494.7047, 1892.935, 373.2899, 779.3558, 660.2133, 883.7949, 360.9174, 832.0588, 311.1019, 167.5093, 1062.715, 1271.612, 1000.799, 949.2455, 0, 961.8057, 1753.492, 132.2581, 322.5413, -2.384186e-06, 80.42609, 1266.779, 491.3674, 107.1486, 745.8605, 740.1149, 126.8954, 930.7711, 1584.283, 2002.872, 579.7147, 1317.975, 957.8305, 2668.185
4.3, 289.6483, 794.5168, 540.5914, 2663.701, 1188.336, 655.6545, 1988.835, 351.3515, 732.4315, 622.4961, 837.0084, 346.2306, 878.2025, 335.2117, 160.6254, 1222.237, 1502.298, 1006.213, 941.226, 0, 989.4102, 1711.603, 124.7866, 307.3257, -2.384186e-06, 76.88655, 1204.73, 464.2732, 100.9779, 703.4058, 879.2925, 119.9721, 973.1875, 1748.099, 2149.402, 551.5209, 1505.902, 934.7158, 2642.112
4.4, 275.4039, 1270.03, 510.4136, 2848.328, 1250.082, 686.2355, 1957.444, 330.7025, 688.3325, 586.9337, 792.6987, 332.1414, 862.1435, 321.4643, 154.0243, 1236.373, 1555.511, 958.2402, 940.8663, 0, 939.1229, 1661.812, 117.7372, 292.828, -2.384186e-06, 73.50279, 1323.241, 438.6729, 95.16254, 749.9703, 844.0244, 113.4265, 1059.381, 1873.725, 2152.994, 524.6983, 1430.645, 1000.215, 2626.978
4.5, 300.5578, 1632.88, 481.9204, 2950.535, 1254.459, 656.6514, 2103.23, 311.2671, 646.8886, 738.8463, 976.0627, 355.8914, 826.8856, 308.2806, 147.6945, 1329.386, 1479.713, 980.0853, 1203.963, 0, 891.3915, 1722.978, 111.0861, 279.0141, -1.907349e-06, 70.26795, 1258.426, 489.235, 89.68213, 912.7395, 803.7134, 107.2381, 1244.628, 1828.328, 2054.14, 499.1802, 1359.15, 950.9081, 2712.79
4.6, 285.7769, 2089.626, 455.0179, 2867.502, 1181.273, 620.2965, 2157.195, 292.9739, 607.94, 763.7428, 924.3916, 356.131, 793.0696, 295.6376, 141.6249, 1264.76, 1595.2, 933.3582, 1304.15, 0, 891.0981, 1745.678, 330.5644, 265.8519, -1.430511e-06, 67.17547, 1196.787, 613.0062, 84.51733, 888.5431, 805.9258, 101.3873, 1193.325, 1871.784, 2058.563, 474.9031, 1291.227, 904.0316, 2719.535
4.7, 271.7229, 2123.555, 429.6171, 2994.146, 1112.356, 708.891, 2150.707, 275.7558, 571.3365, 882.1151, 959.7861, 351.847, 760.6366, 415.7599, 202.474, 1254.844, 1517.468, 1000.613, 1231.115, 0, 895.3356, 1656.282, 343.5727, 253.3106, -1.430511e-06, 64.21909, 1261.497, 724.7079, 79.64998, 1181.736, 767.4344, 95.85565, 1144.136, 1781.156, 2053.185, 451.8068, 1405.959, 1174.693, 2831.097
4.8, 258.36, 2177.795, 405.6343, 2907.188, 1047.461, 669.6439, 2301.737, 259.5496, 636.2481, 831.7209, 989.04, 337.5293, 729.5299, 398.709, 194.1532, 1318.207, 1443.524, 1065.053, 1162.171, 0, 864.0077, 1753.62, 468.1643, 241.3609, -1.430511e-06, 61.39282, 1199.707, 801.1025, 75.06293, 1114.472, 730.7815, 90.62585, 1128.094, 1758.224, 1971.331, 429.8336, 1335.697, 1395.908, 2675.393
4.9, 315.1307, 2084.299, 382.9903, 2776.206, 986.3512, 632.5697, 2224.323, 244.2958, 680.5934, 784.2056, 1012.427, 332.2618, 752.4241, 382.3575, 189.0975, 1254.124, 1400.43, 1125.007, 1199.7, 0, 820.094, 1769.893, 441.7169, 229.9749, -1.430511e-06, 58.69094, 1140.944, 756.9293, 70.74005, 1215.573, 695.8791, 85.68138, 1267.23, 1673.094, 2124.101, 408.9292, 1268.947, 1417.879, 2635.769
5, 391.6452, 2094.275, 361.6104, 2860.509, 977.9616, 711.214, 2123.385, 229.9385, 639.6154, 739.4048, 1006.157, 331.7803, 721.6533, 366.6765, 252.7193, 1242.873, 1389.5, 1130.885, 1156.121, 0, 778.4123, 1756.993, 416.7636, 219.1261, -1.907349e-06, 56.10796, 1144.257, 823.1028, 66.66612, 1229.741, 662.6436, 81.00668, 1214.995, 1592.086, 2084.079, 389.0414, 1302.253, 1347.982, 2545.616
5.1, 388.2477, 2176.367, 341.424, 2878.013, 955.7175, 680.0612, 2118.682, 289.7015, 601.1047, 747.3232, 1088.26, 342.6333, 776.9885, 351.6387, 242.3336, 1232.584, 1321.792, 1113.16, 1214.669, 0, 738.8491, 1778.18, 434.6495, 208.789, -1.907349e-06, 53.63866, 1188.503, 942.3122, 132.7263, 1298.996, 630.9954, 76.58702, 1164.913, 1549.239, 2068.475, 370.1208, 1237.174, 1388.962, 2425.141
5.2, 396.6576, 2079.521, 420.2715, 2801.229, 899.9603, 771.8532, 2123.331, 272.6757, 564.9128, 718.0688, 1152.205, 342.5217, 745.2131, 337.2176, 232.3747, 1291.936, 1257.383, 1116.401, 1341.875, 0, 783.2657, 1743.316, 410.0955, 198.9396, -1.430511e-06, 51.27803, 1148.395, 890.3527, 125.0825, 1257.144, 600.8588, 72.40849, 1243.875, 1563.67, 2162.612, 352.1203, 1245.943, 1388.567, 2420.808
5.3, 389.9326, 2080.93, 396.8104, 2909.419, 847.4559, 729.1202, 2111.064, 300.946, 637.4587, 874.414, 1091.21, 364.9901, 810.6557, 393.7213, 222.825, 1291.499, 1463.922, 1159.292, 1347.956, 0, 765.7631, 1754.34, 598.6623, 189.5548, -1.430511e-06, 49.0213, 1250.794, 1066.282, 261.9899, 1374.702, 572.1616, 68.45794, 1238.23, 1580.416, 2310.875, 334.9954, 1341.929, 1320.115, 2450.094
5.4, 370.7563, 2047.704, 406.8779, 2925.167, 852.468, 688.7532, 2066.066, 385.5797, 686.5108, 866.9866, 1112.762, 365.2924, 777.5034, 452.3026, 213.6678, 1228.714, 1469.732, 1230.921, 1332.423, 0, 889.5105, 1993.919, 708.8287, 180.6127, -1.430511e-06, 46.86388, 1309.988, 1182.832, 246.9019, 1473.524, 544.8348, 64.72293, 1187.191, 1590.736, 2295.052, 318.7032, 1441.201, 1353.232, 2469.599
5.5, 434.2637, 2132.871, 384.1645, 2992.731, 802.7344, 757.1829, 2103.245, 362.9191, 645.1766, 817.4567, 1278.36, 411.4549, 745.707, 433.7531, 205.2912, 1219.298, 1519.747, 1172.235, 1402.151, 0, 852.6798, 2050.964, 668.7858, 172.0925, -1.430511e-06, 44.80141, 1375.768, 1117.61, 232.6828, 1471.986, 518.8133, 61.1917, 1138.255, 1533.634, 2226.71, 303.2035, 1419.529, 1315.196, 2401.614
5.6, 412.9074, 2074.678, 362.719, 2862.208, 797.2283, 715.2622, 2161.62, 341.5903, 721.178, 849.8562, 1210.686, 394.7115, 720.1472, 415.9644, 196.8546, 1189.814, 1542.677, 1200.162, 1323.628, 0, 809.3419, 2016.588, 631.0049, 163.9742, -1.192093e-06, 42.82971, 1336.685, 1120.185, 219.2826, 1388.2, 516.0137, 57.85313, 1091.336, 1589.671, 2124.471, 288.4575, 1468.037, 1380.048, 2541.292
5.7, 392.6013, 2131.2, 387.0985, 3000.948, 755.6381, 794.6592, 2081.364, 407.6888, 677.7565, 801.3049, 1146.594, 378.6495, 887.3869, 398.9052, 188.7647, 1555.89, 1566.452, 1273.058, 1501.334, 0, 811.9412, 2127.466, 595.3584, 156.2389, -1.192093e-06, 40.94478, 1458.848, 1058.417, 206.6541, 1479.266, 515.1035, 54.69672, 1104.772, 1512.703, 2306.104, 274.4287, 1640.348, 1393.333, 2419.599
