 , C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C012, C013, C021, C024, C025, C026, C030, C034, C040, C043, C047, C055, C060, C062, C065, C066, C069, C070, C072, C073, C074, C078, C080, C082, C083, C090, C094, C098, C116
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
180.3, 163.7594, 362.7014, 71.97475, 466.6529, 471.8419, 0.002732802, 301.6148, 417.257, 269.0729, 389.4993, 584.3044, 4935.359, 5455.194, 3147.156, 4217.505, 1345.497, 632.9725, 669.2546, 335.2639, 578.4294, 286.2857, 860.6837, 442.1357, 508.6272, 650.7014, 1578.408, 653.1338, 232.4619, 93.85741, 236.4475, 772.2145, 307.4113, 3643.663, 1221.192, 909.568, 1206.43, 1630.5, 1207.598, 1537.44
180.4, 155.706, 346.5617, 67.95685, 504.1735, 516.4022, 0.002581503, 384.0743, 392.7348, 252.8723, 508.3826, 553.3724, 5073.471, 5730.066, 3345.271, 4268.582, 1373.843, 602.1287, 757.101, 316.4886, 550.9197, 411.812, 816.6083, 417.1587, 484.6332, 616.3278, 1609.491, 621.1423, 219.6438, 88.45216, 222.9888, 776.7927, 290.6392, 3801.544, 1233.116, 964.1962, 1147.757, 1584.787, 1148.067, 1534.352
180.5, 296.9085, 331.1402, 240.3387, 681.8141, 537.1832, 0.00243858, 366.6454, 472.1715, 237.6471, 516.2122, 524.0778, 4989.508, 5915.124, 3417.894, 4536.255, 1518.032, 572.7878, 721.005, 340.0719, 524.7184, 427.9165, 836.5428, 393.5927, 461.7711, 583.7701, 1538.657, 590.7179, 207.5326, 83.35819, 210.2962, 789.9038, 274.7822, 3709.98, 1252.104, 1053.615, 1306.463, 1586.183, 1091.471, 1449.966
180.6, 408.3675, 440.7675, 347.4642, 711.8343, 505.8435, 0.002303571, 489.5731, 444.4219, 223.3385, 707.9346, 496.3341, 4786.47, 5967.122, 3335.047, 4835.033, 1734.901, 597.7849, 740.8843, 707.2221, 499.7631, 469.5247, 878.9561, 458.5381, 439.9875, 552.9322, 1680.271, 799.6874, 196.0891, 78.55759, 198.326, 815.8286, 259.7903, 3786.978, 1222.389, 1005.238, 1334.366, 1856.303, 1200.789, 1648.097
180.7, 449.3463, 485.2863, 362.4613, 676.6352, 493.7881, 0.002176036, 467.3568, 471.8533, 209.8915, 861.0687, 470.059, 4957.275, 6100.732, 3576.228, 4743.899, 1788.456, 568.6558, 705.5615, 934.9081, 475.9947, 445.6609, 833.945, 432.6345, 419.2315, 613.0275, 1715.579, 760.5176, 185.2767, 74.03345, 187.0372, 843.1123, 245.6163, 3630.88, 1163.204, 959.0831, 1269.47, 1763.536, 1654.028, 1734.839
180.8, 427.2482, 463.6917, 342.2274, 643.1766, 555.1555, 0.002055561, 456.5838, 444.1224, 197.2542, 836.6674, 445.1749, 4899.55, 5922.218, 3673.943, 4748.717, 1726.058, 540.946, 671.9227, 975.1033, 453.3567, 423.0099, 791.2389, 408.1942, 399.4547, 722.0464, 1720.962, 723.2664, 175.0604, 69.76986, 176.391, 835.4379, 232.2157, 3775.498, 1118.429, 973.1418, 1300.825, 1829.482, 1717.75, 1767.825
180.9, 492.6687, 443.0581, 323.123, 611.3726, 626.0989, 0.001941757, 597.7621, 418.0212, 185.3777, 821.1832, 421.6082, 4894.784, 5920.62, 3541.884, 4674.878, 1705.378, 514.5865, 649.5683, 996.1941, 431.7954, 458.8154, 901.5267, 385.1347, 491.7519, 683.904, 1725.285, 687.8397, 165.4075, 65.75181, 166.3507, 1095.425, 305.1999, 3656.147, 1194.162, 928.4603, 1416.496, 1900.167, 1686.17, 1748.618
181, 468.4402, 423.3426, 305.0851, 581.1412, 619.762, 0.001834254, 581.089, 470.2971, 174.2162, 809.9208, 399.289, 4912.511, 6002.196, 3605.732, 4841.591, 1716.026, 502.968, 752.933, 940.4057, 411.2595, 468.7167, 887.5603, 363.3778, 468.554, 647.7765, 1649.356, 872.2302, 156.2868, 61.96516, 156.882, 1043.107, 298.963, 3647.181, 1436.292, 979.0956, 1347.606, 2101.01, 1603.047, 1680.938
181.1, 445.4031, 404.5045, 514.783, 668.8555, 583.6047, 0.001732702, 554.7198, 442.6577, 163.7269, 1105.086, 378.1513, 4822.877, 6153.455, 3607.844, 4982.235, 2105.584, 784.3416, 847.2686, 1008.684, 391.7003, 444.8939, 958.6897, 439.3251, 620.3212, 613.5574, 1576.768, 829.5071, 147.6691, 58.39658, 147.9522, 1002.096, 409.6468, 3644.086, 1501.611, 934.1407, 1282.067, 2299.702, 1653.453, 1694.74
181.2, 501.399, 386.5046, 486.0459, 738.4049, 549.5568, 0.001636772, 562.2786, 416.6426, 153.869, 1041.954, 358.1327, 4681.064, 6368.951, 3665.767, 5036.998, 2003.224, 746.1218, 806.8737, 952.1959, 373.0713, 422.2819, 909.5955, 414.5069, 591.0581, 581.146, 1638.732, 846.0125, 139.5266, 55.03352, 139.5307, 1068.445, 387.2968, 3774.956, 1445.785, 975.2902, 1219.715, 2184.776, 1571.943, 1601.533
181.3, 513.6196, 369.3057, 458.913, 735.8285, 517.4952, 0.001546154, 585.5373, 392.1564, 144.6047, 982.4282, 339.1738, 4952.42, 6380.38, 3567.645, 4932.5, 1905.839, 771.0662, 768.4047, 898.8714, 355.3282, 400.8192, 863.0153, 391.0907, 563.1755, 550.4467, 1728.681, 836.5154, 131.833, 51.86413, 131.5886, 1029.982, 430.0555, 3724.428, 1387.998, 930.51, 1261.823, 2253.359, 1494.451, 1513.453
181.4, 488.3607, 352.8721, 489.6221, 699.4429, 487.3042, 0.001460553, 630.9877, 369.1093, 135.8982, 926.3032, 321.2185, 4752.69, 6446.649, 3764.044, 4810.281, 1927.379, 733.4932, 826.6082, 848.5332, 338.4291, 380.4474, 818.8205, 368.9973, 536.6083, 521.3691, 1907.741, 822.5415, 124.5637, 48.87727, 124.0985, 980.7897, 406.592, 3598.397, 1339.595, 887.7859, 1200.456, 2140.749, 1541.493, 1430.217
181.5, 512.635, 337.1697, 462.2896, 664.8566, 458.8745, 0.00137969, 647.7563, 347.4167, 127.7159, 873.3846, 304.2138, 4676.149, 6578.236, 3680.571, 4949.537, 1911.493, 697.7512, 787.1983, 821.5668, 322.3336, 361.1109, 776.8889, 348.152, 511.2943, 493.8276, 1823.782, 782.2523, 117.6952, 46.06243, 117.0348, 933.9467, 384.4087, 3727.363, 1328.52, 847.0234, 1142.073, 2033.767, 1491.388, 1351.558
181.6, 487.4245, 322.1661, 436.4829, 631.9805, 432.1034, 0.001303305, 621.2633, 326.9989, 177.7315, 823.4891, 288.1093, 4542.971, 6493.576, 3785.444, 5066.323, 1818.568, 663.7508, 870.8785, 844.507, 493.4878, 342.7573, 828.4424, 328.4843, 539.3099, 503.8333, 1904.496, 743.9364, 111.2054, 43.40969, 110.3731, 902.7865, 363.4357, 3649.254, 1295.085, 808.1326, 1364.964, 1932.131, 1417.867, 1277.226
181.7, 463.4539, 307.8302, 412.1168, 622.0765, 406.8942, 0.001231149, 593.0711, 307.7812, 275.4359, 776.4442, 272.8573, 4903.127, 6552.262, 3823.452, 5237.267, 1898.913, 685.8855, 894.5731, 925.7932, 470.0179, 325.3365, 786.0181, 309.9277, 673.7919, 704.5087, 1892.671, 707.4973, 105.0735, 40.90973, 272.4982, 859.669, 343.6069, 3843.884, 1232.38, 865.0632, 1298.58, 1835.574, 1388.142, 1206.981
181.8, 483.3116, 294.1322, 389.1109, 591.3158, 383.1557, 0.001162987, 566.1582, 289.6928, 258.8521, 732.0868, 258.4127, 4774.897, 6573.083, 3847.14, 5317.844, 1839.211, 652.4633, 896.8825, 873.9474, 447.6642, 308.8011, 854.1993, 292.4194, 642.0064, 667.2927, 1841.855, 805.7704, 99.27967, 38.55373, 256.9875, 818.6108, 324.86, 3685.44, 1172.71, 825.3441, 1288.034, 1800.742, 1319.711, 1140.6
181.9, 488.9317, 281.0437, 367.3893, 631.6014, 360.8021, 0.0010986, 540.4666, 272.6675, 243.2669, 690.2635, 244.7328, 4916.522, 6681.292, 3977.45, 5396.558, 1823.172, 620.6697, 854.1222, 855.4257, 508.0531, 293.1061, 810.456, 275.9001, 611.7204, 632.0427, 1760.796, 815.8362, 93.80534, 113.6027, 259.3285, 866.7267, 307.1359, 3861.082, 1208.217, 987.97, 1328.444, 1778.296, 1279.264, 1077.87
182, 494.1059, 268.5377, 380.1913, 600.3697, 339.7527, 0.001037777, 515.9409, 256.6428, 228.62, 650.8295, 231.7771, 4889.977, 6567.627, 4094.176, 5387.381, 1734.54, 590.4254, 813.4005, 975.349, 483.8904, 278.2088, 768.9528, 260.3141, 670.4948, 598.6548, 1763.393, 775.8754, 88.63287, 138.5948, 244.5674, 888.1422, 290.3788, 3871.594, 1259.814, 942.6076, 1279.467, 1689.426, 1369.605, 1018.59
182.1, 476.0822, 256.5881, 358.9676, 570.6824, 319.9312, 0.0009803213, 505.0942, 241.5598, 245.2776, 613.6484, 219.5072, 4861.248, 6572.823, 3926.268, 5405.616, 1777.849, 561.6548, 774.6203, 920.728, 541.377, 264.0687, 729.5749, 245.6085, 720.4672, 567.0306, 1904.464, 737.8719, 83.74561, 130.6131, 230.6465, 845.7242, 274.536, 3794.7, 1213.789, 899.3281, 1389.037, 1710.765, 1314.968, 962.5701
182.2, 596.5917, 281.6749, 368.9529, 547.5843, 301.2662, 0.0009260467, 482.1736, 227.3633, 230.5096, 578.5914, 207.8869, 4900.846, 6771.11, 4083.95, 5654.077, 1691.421, 553.6469, 737.689, 869.1658, 555.2102, 250.6473, 692.2136, 231.7336, 703.1252, 537.077, 1856.375, 701.7299, 79.12784, 123.0911, 372.9098, 887.499, 259.5576, 3920.511, 1155.02, 901.6445, 1425.203, 1793.394, 1273.596, 909.631
182.3, 567.2523, 269.1407, 348.3566, 520.5071, 411.5509, 0.000874777, 460.2931, 214.0011, 216.6309, 545.5371, 196.8817, 5114.187, 7020.897, 3951.423, 5647.837, 1609.194, 598.5647, 844.1852, 877.7033, 550.2047, 319.4107, 783.5804, 218.6426, 669.956, 617.6729, 1995.084, 667.3582, 74.76469, 116.0022, 351.6836, 845.1117, 245.3963, 3964.311, 1174.286, 860.2457, 1422.001, 1703.771, 1288.107, 859.6036
182.4, 587.053, 257.1643, 349.9779, 551.05, 400.9709, 0.0008263458, 439.4055, 337.2557, 203.5877, 514.3712, 186.4592, 5053.011, 6980.879, 3825.791, 5669.522, 1530.965, 569.3975, 803.9373, 1053.58, 610.1687, 303.1765, 743.4535, 206.2911, 656.3369, 585.0441, 1907.281, 802.5679, 70.64213, 109.3217, 331.6656, 905.8402, 232.0077, 3874.647, 1193.066, 854.7514, 1524.448, 1654.479, 1224.608, 812.3275
182.5, 558.1827, 245.7209, 330.4409, 569.1604, 377.5779, 0.0007805959, 483.5163, 317.4351, 191.3299, 484.9858, 176.5883, 5030.835, 6930.379, 3968.992, 5757.114, 1652.239, 616.8712, 765.6082, 994.5776, 661.4081, 287.7673, 705.3814, 194.6374, 691.6833, 630.1588, 2097.522, 763.257, 66.74689, 151.3136, 312.7871, 930.2329, 219.3495, 3975.44, 1135.301, 815.5057, 1450.308, 1700.427, 1182.661, 1071.1
182.6, 578.4588, 234.7866, 311.9944, 541.0163, 544.4104, 0.000737379, 461.5749, 298.7794, 291.4014, 457.2791, 167.2401, 5080.304, 6917.809, 3980.624, 5759.768, 1636.762, 586.812, 753.0796, 938.8798, 629.952, 317.8065, 710.1324, 183.642, 659.0538, 596.8704, 2076.969, 725.8715, 63.06643, 142.5994, 294.9832, 885.8046, 252.3528, 3811.573, 1141.56, 854.8926, 1561.222, 1615.449, 1137.85, 1269.492
182.7, 580.3226, 260.1942, 376.3131, 514.2639, 523.413, 0.0006965547, 440.6292, 376.8857, 273.8564, 431.1553, 367.454, 4984.056, 6634.901, 4001.477, 5711.131, 1616.466, 641.8207, 733.4073, 886.301, 787.0673, 301.6538, 810.0122, 380.7293, 627.9636, 565.3405, 1985.562, 690.3173, 59.58892, 134.3871, 359.5565, 843.4982, 238.5847, 3799.937, 1086.288, 978.571, 1532.385, 1534.719, 1188.561, 1199.673
182.8, 551.7834, 355.5304, 418.9249, 530.0095, 492.8767, 0.0006579906, 420.6339, 423.6808, 257.3677, 406.5239, 414.7214, 4898.773, 6930.545, 3914.299, 5713.125, 1537.883, 610.5458, 823.2828, 836.6668, 749.6349, 382.2643, 802.2773, 359.2213, 736.431, 668.1835, 2232.286, 656.5046, 56.30315, 126.6478, 392.1825, 803.2123, 455.1009, 3853.917, 1033.693, 933.6402, 1457.859, 1631.514, 1158.183, 1133.694
182.9, 524.6476, 339.7098, 395.539, 503.8013, 545.878, 0.0006215615, 443.7352, 398.781, 281.5132, 383.2996, 392.7668, 4881.875, 6669.939, 4079.461, 5612.8, 1535.473, 580.7948, 784.0314, 789.8122, 870.0825, 362.8355, 934.8575, 338.9283, 940.4688, 632.8865, 2286.395, 738.5766, 53.19857, 119.3541, 369.8593, 764.8506, 450.406, 3793.577, 983.6434, 890.7724, 1419.266, 1739.389, 1101.089, 1071.343
183, 498.8464, 324.5932, 373.4585, 478.8892, 514.0311, 0.0005871493, 500.1794, 375.3445, 264.5636, 361.4022, 371.9744, 4886.757, 7029.47, 3912.157, 5679.009, 1493.858, 552.4935, 767.0505, 745.5815, 828.7019, 344.3942, 886.9836, 319.7816, 896.1031, 599.454, 2439.521, 702.4001, 50.26517, 112.4805, 348.8068, 728.321, 425.8322, 4012.043, 936.0174, 849.8729, 1580.326, 1652.464, 1118.105, 1012.422
183.1, 474.314, 310.1492, 352.6107, 455.2088, 484.0421, 0.0005546423, 477.4818, 353.2855, 248.6344, 340.7557, 352.2828, 4891.814, 6828.287, 4175.464, 5445.625, 1466.058, 525.5714, 730.4801, 703.8278, 789.2894, 326.8902, 841.5615, 301.7166, 893.4086, 567.7876, 2442.632, 667.9955, 47.49353, 139.4051, 328.9525, 693.5361, 402.5992, 3846.668, 890.6974, 810.8512, 1503.469, 1569.883, 1062.986, 956.7414
183.2, 450.9881, 296.348, 332.9267, 482.7137, 484.2179, 0.0005239351, 455.8143, 332.5228, 233.6644, 321.2887, 333.6335, 4946.24, 6890.548, 4004.223, 5465.03, 1500.251, 499.961, 740.6354, 664.4123, 751.7513, 310.2758, 798.4653, 284.6721, 889.1514, 537.794, 2335.132, 635.2762, 44.87471, 131.3768, 310.2284, 660.4125, 522.8702, 3735.015, 847.5717, 773.6212, 1578.316, 1491.43, 1102.115, 904.1229
183.3, 447.9055, 283.1609, 314.3415, 458.8442, 455.9683, 0.0004949279, 435.1299, 312.9804, 219.5957, 302.9338, 315.9716, 4744.963, 6939.241, 4044.838, 5375.495, 1494.294, 475.5987, 705.3244, 627.2042, 715.9985, 294.5059, 757.5761, 268.5905, 847.2065, 509.3848, 2232.363, 604.1594, 42.4003, 123.8108, 292.5701, 668.8502, 503.9711, 3678.248, 806.534, 738.1006, 1661.595, 1416.896, 1087.959, 854.3984
183.4, 425.8783, 270.5607, 296.7938, 436.1551, 429.3668, 0.0004675266, 415.3842, 294.5865, 206.374, 285.6276, 299.2446, 4838.624, 7035.274, 4095.259, 5391.824, 1507.582, 452.4234, 671.6969, 592.0798, 806.1975, 279.5374, 718.7808, 253.4174, 807.2404, 482.4764, 2341.835, 654.8002, 40.06232, 190.2813, 275.9169, 636.9056, 513.7958, 3786.388, 845.7291, 704.211, 1580.785, 1346.088, 1053.594, 807.4086
183.5, 471.7911, 258.5211, 280.2256, 414.5879, 404.3172, 0.0004416424, 396.5346, 277.2736, 296.4181, 269.31, 312.5145, 4916.76, 7338.703, 4085.962, 5598.569, 1469.266, 430.3775, 763.4558, 558.9224, 767.8553, 265.3298, 681.9722, 239.1014, 769.1595, 456.9894, 2280.616, 681.8743, 37.85326, 229.0108, 260.2116, 606.4868, 538.0902, 3910.944, 804.7806, 671.8774, 1563.591, 1459.074, 1017.365, 763.0031
183.6, 489.687, 247.0173, 264.5824, 394.0872, 380.729, 0.0004171913, 378.5403, 260.9782, 278.571, 253.9246, 318.1749, 4781.457, 7111.861, 4128.524, 5368.491, 1397.839, 409.4059, 727.0568, 527.6218, 799.7643, 251.8443, 647.0486, 225.5942, 873.4145, 538.2266, 2180.247, 648.4752, 35.76602, 246.9476, 245.4003, 596.5065, 508.7325, 3848.297, 819.4167, 641.0283, 1553.655, 1386.158, 1059.508, 721.0397
183.7, 467.9509, 236.0253, 249.8125, 395.108, 358.517, 0.0003940939, 361.3625, 245.6404, 261.7985, 239.4182, 301.3313, 4896.656, 7335.989, 4068.141, 5492.493, 1463.105, 389.4561, 825.5173, 498.0742, 761.7281, 239.0441, 613.9134, 324.9904, 832.212, 557.8978, 2084.294, 616.7119, 33.79386, 232.7259, 231.432, 568.0172, 480.9764, 3805.146, 779.7422, 611.5957, 1598.078, 1341.969, 1041.324, 681.3843
183.8, 475.0384, 225.5225, 235.867, 375.5705, 337.6009, 0.0003722753, 344.9643, 231.2041, 265.1496, 225.7405, 285.3794, 4745.444, 7035.979, 4282.674, 5266.774, 1391.977, 370.4785, 794.1302, 470.1813, 784.7416, 226.8946, 582.475, 306.6311, 926.6724, 700.8409, 2229.182, 586.5045, 31.93045, 219.3232, 218.2588, 666.3363, 810.7803, 3737.013, 818.3774, 678.2729, 1546.974, 1274.905, 989.9903, 643.9098
183.9, 557.544, 215.4871, 288.4939, 356.9991, 317.905, 0.0003516646, 329.3102, 217.6162, 310.5014, 212.8442, 270.2719, 4906.707, 6939.217, 4373.296, 5284.336, 1397.608, 352.4256, 767.251, 443.8504, 808.5468, 215.3625, 552.6466, 494.8095, 882.9575, 663.8187, 2242.57, 557.7766, 30.16979, 206.6924, 205.8354, 646.8595, 1218.897, 3629.932, 778.7533, 647.1302, 1497.003, 1302.413, 962.5433, 608.4963
184, 530.125, 205.8982, 317.8226, 339.3461, 299.3582, 0.000332195, 314.3665, 204.8269, 291.8064, 200.6847, 255.9642, 4859.303, 7005.965, 4377.018, 5303.054, 1329.665, 335.2524, 730.671, 418.9941, 770.0928, 204.4166, 524.3457, 466.8569, 841.3049, 628.7523, 2143.875, 639.3688, 28.50621, 269.0359, 194.1192, 734.9764, 1497.203, 3586.303, 741.0477, 679.2952, 1597.296, 1237.326, 915.0931, 575.0305
184.1, 504.0544, 196.736, 300.0806, 322.566, 281.8934, 0.0003138033, 300.1009, 192.7892, 274.237, 189.2198, 296.3412, 4707.768, 7030.586, 4317.872, 5328.985, 1265.025, 318.9161, 739.7271, 395.5298, 780.5245, 194.027, 497.4941, 440.4834, 801.6171, 812.8154, 2093.202, 608.0516, 26.93437, 253.5421, 183.0698, 699.8736, 1453.067, 3741.905, 705.1677, 648.1056, 1651.495, 1175.491, 896.3841, 543.4052
184.2, 503.228, 187.9815, 338.4299, 306.6156, 265.4475, 0.0002964299, 286.4827, 181.4589, 323.3893, 178.4099, 343.3551, 4881.204, 7305.813, 4312.86, 5392.669, 1203.527, 303.3758, 704.4594, 373.3795, 793.0407, 184.1655, 472.0175, 415.5998, 763.8016, 769.8781, 2153.563, 578.2684, 25.44919, 238.9406, 172.6494, 666.4473, 1373.789, 3832.793, 752.5574, 618.348, 1719.903, 1377.421, 877.5487, 513.5192
184.3, 581.3506, 179.6166, 389.0865, 291.4539, 285.4207, 0.0002800183, 273.4825, 170.7945, 303.9183, 168.2175, 468.8559, 4821.574, 7034.671, 4428.795, 5208.595, 1275.565, 414.3286, 670.8732, 352.4697, 755.3242, 174.8052, 447.8456, 392.1218, 727.77, 729.2089, 2082.391, 596.4121, 24.04591, 225.18, 162.8221, 634.6175, 1419.291, 3674.807, 754.6622, 589.9567, 1655.099, 1308.585, 834.2885, 485.2769
184.4, 552.7608, 171.6239, 367.3663, 277.042, 268.769, 0.0002645154, 261.0721, 160.7569, 285.6196, 158.6074, 525.6554, 4905.344, 6984.369, 4247.165, 5315.372, 1271.96, 394.139, 638.8882, 332.7308, 868.6821, 165.9206, 424.9116, 369.9702, 693.4382, 690.6882, 2135.787, 567.199, 22.72001, 212.2119, 153.5542, 625.2427, 1503.177, 3680.744, 734.6956, 562.869, 1574.605, 1297.237, 874.346, 458.5879
184.5, 525.577, 163.9869, 346.8586, 263.3427, 253.0889, 0.0002498707, 249.225, 151.3092, 304.1298, 149.5464, 505.6949, 4901.33, 7007.175, 4201.6, 5268.684, 1210.125, 374.9332, 608.4282, 314.0974, 827.3682, 157.4876, 403.152, 349.07, 660.7259, 815.8102, 2056.332, 630.472, 21.46722, 238.6026, 144.8139, 595.3808, 1433.382, 3724.67, 717.8791, 537.025, 1725.414, 1309.228, 891.1749, 433.3666
184.6, 499.7301, 156.6897, 327.4956, 250.3209, 238.3235, 0.0002360369, 237.9155, 142.4167, 285.8184, 141.003, 499.6347, 4824.159, 7274.397, 4029.287, 5501.093, 1151.297, 356.6633, 579.4203, 296.5074, 788.0192, 149.4832, 382.5067, 329.3504, 629.5568, 772.7147, 2211.447, 599.5906, 20.2835, 224.8615, 136.571, 598.3407, 1355.178, 3775.195, 847.8442, 512.3677, 1702.803, 1243.8, 847.2429, 409.5325
184.7, 475.1542, 149.7172, 309.2136, 237.9429, 224.4195, 0.0002229689, 227.1191, 134.0469, 268.6096, 132.9476, 473.1849, 5026.793, 7147.186, 4084.599, 5544.317, 1231.194, 339.2836, 621.0941, 279.9026, 750.5415, 141.8857, 362.9186, 310.7449, 599.858, 731.8958, 2114.122, 570.2218, 19.16506, 211.9117, 128.7973, 645.9996, 1435.257, 3726.093, 828.4197, 551.4005, 1619.989, 1181.642, 805.4767, 387.0092
184.8, 451.787, 143.055, 291.9522, 226.177, 261.8017, 0.0002106244, 216.8127, 126.1689, 434.5404, 125.3525, 628.9592, 5029.888, 6854.897, 4330.02, 5423.943, 1171.341, 322.7508, 677.386, 264.2276, 714.8463, 134.6743, 344.3336, 293.1904, 696.9039, 884.2448, 2021.08, 646.86, 18.10829, 228.8247, 224.4629, 615.1464, 1356.95, 3670.051, 788.3093, 526.0831, 1541.203, 1122.591, 821.942, 365.7247
184.9, 429.5689, 136.6893, 275.6543, 281.5958, 321.3398, 0.0001989634, 206.974, 118.7539, 418.1083, 118.1912, 595.6633, 4871.913, 7128.153, 4152.44, 5762.791, 1114.397, 425.2254, 720.9133, 249.4304, 680.8486, 127.8294, 326.7004, 276.6276, 664.0281, 837.5342, 1932.132, 651.2267, 17.10979, 215.6467, 211.6864, 598.3514, 1321.496, 3640.979, 831.7158, 558.7637, 1576.548, 1230.912, 781.423, 345.6107
185, 408.4435, 130.6068, 260.2663, 329.1485, 338.2032, 0.000187948, 197.5818, 111.7748, 392.9344, 111.4391, 564.1299, 5039.502, 7045.885, 4262.116, 5525.964, 1060.222, 404.5048, 705.6192, 235.4619, 826.4559, 121.3324, 309.9701, 261.0004, 872.2058, 937.6292, 1847.1, 619.3287, 16.16635, 222.793, 329.0392, 569.7739, 1249.397, 3610.045, 791.4459, 533.1082, 1733.25, 1275.879, 742.9014, 326.603
185.1, 388.3569, 124.7949, 245.7373, 355.6794, 341.1775, 0.0001775424, 188.6157, 105.2057, 369.2762, 105.0727, 534.2659, 5001.369, 7411.733, 4087.322, 5622.007, 1035.084, 384.7939, 844.3965, 222.2757, 787.1502, 115.1656, 294.0966, 246.256, 831.0604, 930.0148, 1967.984, 588.993, 15.27493, 209.9624, 310.3102, 542.5612, 1296.472, 3755.877, 835.4691, 508.6307, 1648.955, 1212.118, 706.2789, 308.6406
185.2, 369.2582, 119.2417, 232.0193, 338.0916, 389.3033, 0.0001677129, 180.0565, 99.02277, 347.0424, 99.07003, 505.9828, 4972.208, 7108.626, 3976.614, 5728.653, 984.7643, 366.0435, 804.1385, 209.8279, 784.3583, 109.3122, 279.036, 232.3446, 840.8184, 880.8864, 2036.144, 642.9851, 14.43266, 197.8706, 292.6472, 516.6483, 1277.394, 3655.872, 919.1577, 535.4766, 1657.486, 1197.361, 671.4617, 291.6661
185.3, 351.0987, 162.0039, 219.0671, 344.9838, 366.5911, 0.0001584277, 171.8858, 93.20319, 326.1472, 93.41027, 479.197, 4912.401, 6935.056, 3876.242, 5728.919, 936.8912, 348.2067, 765.7999, 198.0772, 773.1524, 103.7564, 264.7466, 219.2191, 801.1536, 834.3532, 1946.534, 611.4908, 13.63684, 186.4752, 275.9896, 491.9729, 1343.527, 3708.338, 954.412, 510.8904, 1576.876, 1137.523, 638.3608, 275.6252
185.4, 333.8323, 154.7949, 206.838, 376.025, 351.048, 0.0001496565, 164.0858, 87.72562, 364.8763, 88.07385, 453.8292, 4968.895, 7035.75, 3899.907, 5636.101, 1071.292, 331.2391, 766.3171, 186.9846, 789.4305, 98.48291, 251.189, 206.835, 763.36, 826.8825, 1860.867, 581.5391, 12.8849, 175.7361, 260.2802, 482.4914, 1270.225, 3555.481, 908.2014, 670.9642, 1619.843, 1151.692, 672.1857, 260.4665
185.5, 317.415, 147.9068, 195.2915, 357.4312, 384.828, 0.0001413709, 156.6398, 82.56997, 342.9074, 83.0423, 429.8043, 5043.551, 7045.954, 3845.082, 5404.48, 1040.061, 547.7844, 891.3074, 176.5132, 751.8857, 93.47746, 238.3257, 195.1506, 779.057, 783.2021, 1778.971, 553.0544, 12.17442, 165.6154, 245.4649, 566.4287, 1200.923, 3489.433, 864.2281, 640.1571, 1541.063, 1094.137, 639.0492, 246.1414
185.6, 301.8051, 141.3251, 184.3896, 339.7568, 362.3769, 0.000133544, 149.5316, 77.71732, 322.2612, 78.29819, 407.0512, 4885.857, 6879.884, 3904.592, 5538.089, 989.4999, 534.877, 917.3621, 166.6282, 716.1265, 88.72642, 226.1211, 184.1262, 841.6559, 741.8291, 1761.418, 525.965, 11.50311, 185.8003, 311.539, 591.1948, 1220.399, 3653.413, 856.0228, 610.7645, 1676.346, 1244.497, 671.1627, 232.6042
185.7, 302.1326, 135.0363, 174.0963, 322.9563, 362.5318, 0.0001261505, 142.7461, 73.14986, 302.8582, 73.8251, 385.5027, 4810.313, 6645, 3879.497, 5373.778, 941.3965, 577.2715, 873.6254, 157.2967, 839.5098, 84.21685, 214.5415, 173.7246, 1016.5, 702.6417, 1929.276, 500.2025, 196.8468, 175.1, 369.1376, 562.959, 1208.989, 3545.018, 814.5759, 582.7214, 1684.021, 1182.304, 674.5394, 219.8116
185.8, 362.6624, 129.0274, 164.3776, 306.9866, 754.8346, 0.0001191663, 136.2684, 68.85083, 284.6234, 69.60756, 365.0948, 4912.813, 6662.578, 3720.395, 5152.938, 998.5706, 549.1419, 831.9739, 148.4879, 799.5833, 79.93649, 203.5549, 163.9106, 1077.111, 665.5244, 1879.986, 475.7019, 185.9925, 165.016, 348.1261, 536.0719, 1209.575, 3398.893, 809.6401, 555.9659, 1658.339, 1123.219, 641.2868, 207.7225
185.9, 344.8273, 160.948, 155.2015, 344.9413, 1663.369, 0.0001125687, 130.0847, 64.80445, 267.4865, 65.63096, 345.7673, 5002.238, 6390.107, 3567.817, 5120.708, 950.0262, 522.3831, 792.3082, 140.1723, 803.3162, 75.87367, 193.1309, 154.651, 1026.3, 696.222, 1797.249, 452.4013, 263.7122, 155.5127, 328.3106, 510.4689, 1143.582, 3605.618, 770.439, 530.4388, 1676.561, 1067.087, 609.6735, 196.2983
