 , C002, C003, C005, C006, C008, C011, C014, C017, C022, C024, C037, C046, C049, C051, C053, C055, C057, C062, C071, C072, C084, C101, C113, C117, C119, C121, C122, C123, C128, C132
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 42.58493, 18.12904, 0, 0, 0, 126.1041, 49.18164, 0, 0, 26.44312, 0, 0, 0, 201.795, 34.90469, 0, 54.40909, 280.898, 0, 59.25984, 135.6671, 78.47137, 0, 0, 113.054, 0, 0, 45.22949, 183.2896, 0
0.2, 40.71841, 17.32066, 0, 0, 133.0171, 120.603, 120.4858, -1.525879e-05, -3.051758e-05, 333.9447, 68.13391, 0, 0, 190.1594, 92.72377, 23.6694, 127.2552, 268.6988, 268.7413, 56.79695, 194.3563, 74.81522, 0, 116.7587, 324.3666, 93.94055, 93.27344, 128.178, 174.8276, 174.4918
0.3, 38.93369, 16.54834, 0, 83.57257, 268.0232, 221.2537, 170.2017, -1.525879e-05, -3.051758e-05, 361.7899, 65.14673, 0, 0, 179.1946, 88.6767, 22.57004, 172.153, 257.0294, 257.2594, 198.4864, 185.5458, 71.32941, 49.37329, 186.1215, 307.4517, 89.72113, 88.05634, 121.2849, 363.9719, 166.6848
0.4, 37.2272, 15.81046, 0, 79.46869, 256.6381, 383.7355, 199.6145, -1.525879e-05, -3.051758e-05, 342.4364, 62.29047, 0, 68.31094, 168.8621, 84.80626, 21.5217, 337.4957, 310.3943, 364.1864, 190.2371, 177.1348, 68.00601, 174.5144, 324.7281, 384.3802, 85.69122, 312.7317, 235.9916, 478.9563, 345.8523
0.5, 35.5955, 15.10547, 0, 220.827, 245.7366, 372.9453, 291.4718, 0, -3.051758e-05, 324.1183, 118.3623, 7.629395e-06, 124.3708, 159.1254, 92.34015, 55.64896, 486.366, 296.914, 405.6877, 310.8504, 169.105, 156.9951, 167.2177, 433.7047, 523.3409, 81.84235, 295.2395, 334.504, 847.7112, 330.3784
0.6, 34.03532, 14.43193, 0, 209.9832, 248.9481, 421.3375, 278.9211, 0, -3.051758e-05, 306.78, 201.6479, 0, 145.1561, 149.95, 88.30981, 53.06421, 565.4187, 284.0193, 452.0914, 520.9669, 161.4392, 149.6804, 160.2258, 407.9247, 700.1517, 215.3239, 278.7258, 383.9506, 808.575, 315.5969
0.7, 32.54352, 13.78842, 0, 199.672, 480.5116, 402.9569, 368.3856, 0, -3.051758e-05, 341.4367, 192.8071, 3.814697e-06, 163.0121, 141.3038, 84.45538, 50.59955, 626.8929, 375.5773, 570.126, 499.3151, 154.1209, 142.7064, 153.5266, 383.677, 663.6407, 260.9392, 263.1357, 439.7891, 1045.031, 399.9725
0.8, 31.11711, 13.17358, 0, 189.8671, 460.1005, 436.264, 450.0875, 1.525879e-05, -3.051758e-05, 374.692, 184.3538, 3.814697e-06, 155.6836, 321.5608, 161.1841, 48.24933, 732.4966, 359.2663, 649.9084, 478.5631, 259.2411, 136.0574, 147.1073, 360.8707, 808.1797, 249.2189, 248.4176, 629.3931, 996.7856, 382.0773
0.9, 29.75322, 12.58618, 0, 180.5436, 506.2777, 441.5, 430.7069, 0, -3.051758e-05, 391.6345, 176.2713, 7.629395e-06, 194.1089, 303.0193, 154.149, 46.00827, 820.2966, 343.6636, 622.1412, 627.2249, 247.4894, 129.7182, 297.1575, 418.3059, 823.0508, 356.1748, 234.5228, 595.546, 1092.374, 460.6233
1, 28.44911, 12.02496, 0, 171.678, 484.7721, 444.4363, 475.0538, -1.525879e-05, -4.577637e-05, 471.5878, 264.6822, 7.629395e-06, 185.3823, 285.547, 147.4209, 43.87137, 901.6979, 371.7364, 688.4874, 803.886, 236.2703, 152.5189, 284.7328, 665.9612, 1093.96, 340.1771, 221.4051, 563.5192, 1298.708, 525.1205
1.1, 38.45949, 11.48877, -3.051758e-05, 163.2477, 464.1798, 425.0481, 472.9673, -1.525879e-05, -4.577637e-05, 446.3608, 341.7684, 117.4964, 339.345, 269.0821, 140.9864, 322.8633, 865.1377, 411.5901, 659.0719, 770.4759, 333.8109, 321.6395, 272.8275, 626.3756, 1106.175, 408.7194, 209.0211, 533.2147, 1238.751, 600.4259
1.2, 36.77377, 10.97648, -3.051758e-05, 155.2314, 444.4623, 406.5056, 452.6015, -1.525879e-05, -3.051758e-05, 422.4833, 337.5586, 112.29, 370.9559, 290.767, 134.8329, 508.3902, 966.3418, 393.7151, 836.3896, 843.5317, 318.6788, 306.6536, 368.183, 658.7157, 1174.733, 529.1742, 197.3299, 877.6504, 1694.993, 611.2504
1.3, 104.1553, 10.48704, -1.525879e-05, 147.6087, 425.5824, 455.0085, 531.151, -1.525879e-05, -3.051758e-05, 556.1045, 322.7591, 148.6114, 354.2787, 322.3072, 169.1911, 484.777, 1157.811, 376.6164, 989.2359, 1098.68, 304.2326, 449.0657, 352.7885, 679.9927, 1175.131, 505.4061, 186.2925, 830.4528, 1616.74, 790.2321
1.4, 129.3695, 10.01942, -1.525879e-05, 140.3603, 584.7017, 444.0945, 535.9839, -1.525879e-05, -3.051758e-05, 526.3563, 308.6084, 169.1446, 338.3513, 406.94, 206.7211, 462.2605, 1174.321, 421.1873, 946.971, 1053.018, 344.1418, 428.1427, 338.0376, 806.8825, 1199.997, 618.0384, 175.8726, 785.7934, 1542.1, 882.4789
1.5, 123.6991, 9.572662, 0, 133.4679, 559.8647, 562.3677, 740.9082, -1.525879e-05, -3.051758e-05, 498.1996, 431.4718, 161.6497, 323.14, 383.4755, 230.7151, 512.8663, 1244.002, 402.8954, 1021.643, 1157.78, 440.5845, 408.1945, 403.7626, 758.9203, 1166.305, 590.2789, 166.0354, 743.5356, 1796.397, 891.3507
1.6, 118.2773, 9.145813, 0, 126.9139, 536.0827, 564.6411, 754.4824, -7.629395e-06, -3.051758e-05, 524.6729, 412.5548, 154.4869, 308.6124, 361.3639, 220.6451, 489.0452, 1193.562, 413.8349, 1090.391, 1326.731, 463.5599, 389.1758, 567.6523, 752.5443, 1284.215, 640.4457, 156.7484, 703.5504, 1883.672, 923.3741
1.7, 113.0931, 8.737999, 0, 120.6818, 692.6622, 583.9243, 721.9946, -1.525879e-05, -4.577637e-05, 584.2297, 513.2983, 208.8581, 294.7381, 340.5274, 211.0147, 620.7233, 1214.584, 395.8623, 1222.797, 1310.717, 442.5461, 371.0432, 543.9177, 804.7714, 1485.869, 768.8628, 147.9809, 939.3253, 1898.097, 990.7361
1.8, 108.1361, 8.348373, 0, 114.7557, 679.5491, 558.451, 690.9058, -1.525879e-05, -3.051758e-05, 552.9771, 523.517, 199.6034, 321.6725, 320.8922, 201.8046, 591.8925, 1207.707, 510.0256, 1170.553, 1379.29, 462.0149, 386.1638, 680.4669, 756.9347, 1644.911, 734.329, 139.7039, 888.811, 1900.7, 946.4094
1.9, 103.3964, 7.97612, 0, 109.1206, 756.0683, 752.3642, 770.3095, -1.525879e-05, -3.814697e-05, 556.6974, 500.5645, 190.7589, 307.211, 302.3893, 192.9965, 564.4008, 1211.985, 487.8756, 1328.592, 1367.765, 515.9094, 487.4396, 776.507, 867.9734, 1667.023, 701.3463, 332.1598, 1043.384, 1945.002, 1062.134
2, 98.86444, 7.620468, 1.525879e-05, 103.7622, 723.952, 741.5222, 737.1402, -2.288818e-05, -3.814697e-05, 526.9176, 478.6183, 182.3062, 293.3997, 284.9532, 306.0714, 599.9056, 1266.686, 566.2557, 1271.828, 1403.297, 523.8127, 464.7286, 744.0397, 851.4821, 1580.092, 783.2924, 313.5809, 1047.805, 2032.477, 1135.598
2.1, 94.53114, 7.280663, 0, 98.66689, 775.6091, 709.1737, 705.3992, -2.288818e-05, -3.051758e-05, 617.1732, 457.6344, 174.2281, 419.2679, 268.5226, 292.7123, 572.0417, 1215.327, 562.0372, 1217.49, 1475.515, 571.3409, 443.0758, 930.4294, 888.3882, 1497.695, 764.5462, 437.0311, 1070.458, 2228.131, 1161.923
2.2, 90.38775, 6.956024, 1.525879e-05, 93.82182, 742.6627, 699.8887, 820.5214, -2.288818e-05, -3.051758e-05, 584.1583, 536.5735, 249.8035, 400.4188, 253.0394, 279.9364, 545.4721, 1166.05, 569.5141, 1445.417, 1414.192, 545.4412, 422.4319, 1062.725, 958.1916, 1473.438, 874.4219, 412.5864, 1012.892, 2317.7, 1109.937
2.3, 86.42598, 6.645851, 0, 89.21468, 808.0842, 784.6597, 845.6506, -2.288818e-05, -2.288818e-05, 552.9095, 513.0486, 238.7346, 382.4171, 238.4489, 267.7182, 520.1365, 1241.844, 544.7805, 1383.662, 1515.793, 559.7399, 402.7498, 1052.324, 901.2354, 1634.496, 944.3936, 389.509, 1195.544, 2263.338, 1060.277
2.4, 82.63786, 6.34951, 1.525879e-05, 84.83377, 773.7584, 750.4294, 938.4725, -2.288818e-05, -2.288818e-05, 523.3323, 575.8232, 364.6868, 445.0439, 321.098, 256.0332, 576.6726, 1220.286, 612.3176, 1324.545, 1478.19, 534.3661, 383.9848, 1008.324, 942.8209, 1700.232, 951.7462, 367.7225, 1457.139, 2266.536, 1098.566
2.5, 79.01575, 6.066383, 0, 80.668, 740.8906, 792.2469, 961.0251, -1.525879e-05, -2.288818e-05, 495.3373, 550.5775, 348.5272, 425.0359, 302.5832, 244.8582, 558.3007, 1289.362, 585.7251, 1368.018, 1416.755, 552.683, 440.384, 1012.178, 886.7783, 1650.931, 908.9981, 347.1544, 1378.778, 2440.693, 1189.688
2.6, 75.55243, 5.795883, 0, 76.70679, 709.4191, 757.6855, 919.6436, -7.629395e-06, -2.288818e-05, 513.0189, 526.4387, 333.0837, 405.9275, 285.1359, 234.171, 595.0488, 1320.608, 560.2875, 1309.57, 1514.455, 856.6194, 419.8654, 969.8569, 834.067, 1564.839, 868.1701, 327.7369, 1304.631, 2594.386, 1200.203
2.7, 72.24088, 5.537445, 7.629395e-06, 72.94008, 764.4762, 902.2465, 1010.723, 0, -1.525879e-05, 485.5756, 503.3581, 318.3245, 387.6782, 268.6947, 223.9502, 581.6279, 1322.016, 535.9547, 1396.446, 1579.557, 817.7876, 522.0248, 966.9587, 974.5673, 1561.644, 1006.227, 409.9115, 1234.472, 2658.549, 1158.174
2.8, 69.0745, 5.290531, 7.629395e-06, 69.35835, 738.1793, 862.8866, 989.6759, -7.629395e-06, -1.525879e-05, 459.6004, 503.0995, 304.2193, 370.2491, 253.2015, 214.1755, 590.1436, 1268.413, 566.3019, 1497.321, 1571.546, 780.7162, 582.0255, 1120.554, 916.6376, 1517.07, 1001.94, 386.9837, 1168.086, 2652.337, 1225.359
2.9, 66.04691, 5.054626, 7.629395e-06, 65.95248, 706.8229, 1019.634, 1090.947, -7.629395e-06, -1.525879e-05, 506.0019, 590.0405, 429.4912, 376.4016, 238.6017, 271.4376, 562.7332, 1279.907, 541.7078, 1656.518, 1506.231, 745.3253, 554.9076, 1171.868, 1009.872, 1578.137, 956.9371, 365.3384, 1387.512, 2629.064, 1304.215
3, 63.15203, 4.829243, 7.629395e-06, 62.71387, 931.4869, 975.1528, 1249.632, -3.814697e-06, -1.525879e-05, 478.9339, 579.8218, 410.4602, 475.2248, 224.8437, 259.5902, 536.5959, 1314.995, 673.5999, 1850.882, 1509.286, 711.5386, 529.0532, 1149.15, 1101.105, 1495.841, 1086.437, 515.6961, 1373.405, 3058.452, 1300.414
3.1, 60.38402, 4.613907, 177.1326, 59.6343, 897.8217, 932.6124, 1195.823, -3.814697e-06, -1.525879e-05, 453.3139, 673.6796, 392.2724, 590.5201, 211.879, 248.26, 511.6726, 1305.97, 710.7964, 1771.803, 1637.988, 679.2836, 504.4034, 1101.101, 1137.097, 1643.724, 1133.923, 486.8514, 1591.738, 3201.16, 1362.863
3.2, 57.73733, 4.408173, 168.1665, 56.70595, 866.5427, 977.4511, 1228.101, -7.629395e-06, -7.629395e-06, 429.0645, 644.1436, 374.8905, 563.9719, 199.6618, 237.4243, 584.657, 1381.839, 679.9271, 1696.104, 1759.063, 648.4907, 533.4681, 1284.362, 1333.63, 1558.008, 1107.828, 459.6201, 1564.378, 3112.353, 1301.886
3.3, 55.20665, 4.211613, 159.6543, 53.92138, 835.3667, 1080.736, 1224.739, -7.629395e-06, -7.629395e-06, 406.1122, 752.0546, 358.2788, 538.6173, 251.6216, 227.0616, 557.5014, 1369.791, 650.3983, 1758.497, 1685.955, 619.0937, 623.202, 1230.66, 1254.358, 1731.114, 1249.738, 433.912, 1535.815, 3142.21, 1243.638
3.4, 52.7869, 4.023819, 151.5729, 51.27355, 872.3146, 1033.589, 1331.607, -3.814697e-06, -1.144409e-05, 384.3878, 719.0824, 342.4032, 514.4025, 365.1451, 217.1511, 531.6071, 1314.251, 653.5166, 1816.3, 1615.885, 716.0844, 608.0521, 1332.333, 1179.797, 1640.841, 1193.606, 409.6418, 1552.009, 3219.904, 1330.549
3.5, 88.54228, 3.844398, 143.9006, 48.75574, 835.2604, 988.4996, 1285.807, -7.629395e-06, -1.144409e-05, 458.1993, 687.5558, 327.2311, 491.2764, 344.0904, 207.6732, 596.0776, 1391.173, 715.9485, 1925.594, 1623.737, 814.4263, 579.7216, 1379.094, 1291.807, 1700.447, 1245.314, 386.7291, 1468.546, 3201.24, 1404.971
3.6, 84.66139, 3.672977, 136.6167, 46.36159, 934.745, 945.3769, 1384.915, -7.629395e-06, -7.629395e-06, 433.6885, 712.3049, 312.7312, 469.1899, 349.5265, 198.6089, 598.2996, 1384.745, 763.1249, 1843.323, 1612.23, 808.198, 726.9562, 1321.431, 1346.714, 1611.773, 1227.06, 365.098, 1659.663, 3320.84, 1406.04
3.7, 80.9506, 44.79063, 129.7014, 44.085, 944.1414, 964.3583, 1342.837, -7.629395e-06, -1.144409e-05, 410.4888, 681.0754, 401.1589, 448.0965, 329.3724, 189.9403, 584.3862, 1374.585, 729.9829, 1764.568, 1641.733, 771.5612, 693.0856, 1480.736, 1315.849, 1694.601, 1416.008, 344.6768, 1570.411, 3490.571, 1522.996
3.8, 89.63106, 42.79341, 252.4725, 41.92019, 904.0361, 1036.828, 1445.003, -7.629395e-06, -7.629395e-06, 388.5303, 724.0096, 383.3832, 427.9512, 310.3805, 181.6501, 557.2432, 1318.851, 768.064, 1689.177, 1717.001, 968.4387, 660.7932, 1517.084, 1348.364, 1635.229, 1352.408, 475.7701, 1485.959, 3643.479, 1454.855
3.9, 121.4709, 54.62439, 239.6929, 39.86169, 865.6343, 991.5969, 1505.958, -7.629395e-06, -7.629395e-06, 367.7463, 722.2725, 366.3952, 408.7117, 357.8548, 173.7216, 531.3609, 1378.092, 734.7075, 1839.89, 1673.331, 924.538, 630.0053, 1500.003, 1326.811, 1628.267, 1291.664, 654.4623, 1406.048, 3475.271, 1418.725
4, 116.1467, 52.18868, 227.5601, 37.90426, 893.1279, 982.5901, 1623.538, -7.629395e-06, -1.144409e-05, 348.0742, 690.606, 350.1599, 569.5239, 549.2544, 166.1393, 687.6865, 1448.817, 764.8771, 1804.149, 1657.163, 882.6273, 600.6519, 1476.265, 1582.992, 1543.358, 1315.607, 617.856, 1523.643, 3626.774, 1405.225
4.1, 111.0559, 49.86159, 216.0415, 36.04296, 929.2902, 1097.238, 1751.063, -7.629395e-06, -7.629395e-06, 402.6025, 660.3279, 334.6441, 543.9196, 839.4125, 158.8878, 757.2408, 1421.353, 731.6591, 1985.234, 1819.182, 842.6166, 572.6662, 1582.576, 1605.657, 1668.32, 1567.603, 583.2971, 1603.466, 3732.129, 1494.018
4.2, 106.1882, 47.63826, 205.1059, 34.27306, 889.8158, 1136.282, 1696.06, -3.814697e-06, -7.629395e-06, 629.4619, 631.3772, 319.8158, 541.3759, 791.0112, 151.9529, 762.8381, 1549.934, 733.9605, 2040.041, 1818.718, 804.4196, 545.9843, 1552.191, 1674.95, 1667.148, 1632.651, 550.6713, 1793.99, 3559.829, 1619.442
4.3, 133.8603, 45.51407, 194.7239, 32.59008, 931.0948, 1086.713, 1623.029, -3.814697e-06, -7.629395e-06, 692.3622, 661.7882, 305.6445, 673.5059, 767.9406, 145.3207, 727.4065, 1487.09, 745.6926, 1952.881, 1914.47, 767.954, 520.5457, 1620.138, 1575.389, 1827.225, 1671.928, 519.8704, 1697.514, 3531.517, 1546.986
4.4, 127.9931, 43.4846, 184.8674, 30.98973, 891.5437, 1049.986, 1553.142, -3.814697e-06, -7.629395e-06, 655.3252, 632.7735, 292.1012, 643.2269, 723.6604, 138.9779, 693.6206, 1553.576, 713.3077, 2009.085, 2083.888, 733.1416, 496.2923, 1633.906, 1561.432, 1731.94, 1652.643, 490.7922, 1606.226, 3455.003, 1554.283
4.5, 122.383, 41.54562, 175.5098, 29.46798, 1014.443, 1017.801, 1678.764, -5.722046e-06, -7.629395e-06, 620.2693, 667.9965, 279.1579, 614.3091, 728.2272, 132.912, 851.228, 1490.585, 714.7607, 1923.247, 2138.507, 699.9073, 531.7293, 1737.183, 1468.619, 1641.623, 1601.172, 463.3405, 1519.848, 3474.492, 1513.022
4.6, 117.0189, 51.34663, 166.6258, 28.02094, 971.3511, 1006.642, 1606.477, -5.722046e-06, -7.629395e-06, 587.0888, 728.2881, 266.7882, 586.6915, 686.2369, 127.1109, 887.3592, 1500.87, 683.7192, 1841.077, 2157.296, 668.1795, 506.9548, 1664.548, 1538.394, 1692.283, 1697.597, 585.7272, 1438.115, 3314.085, 1489.073
4.7, 111.8898, 64.47927, 313.3453, 26.64497, 930.09, 962.7283, 1578.618, -7.629395e-06, -7.629395e-06, 663.8076, 696.3579, 254.9667, 560.3154, 675.7733, 121.5629, 846.144, 1620.852, 654.0258, 2108.909, 2231.912, 769.6308, 483.3346, 1626.57, 1446.949, 1604.035, 1666.126, 552.9655, 1581.864, 3410.462, 1484.228
4.8, 106.9856, 61.60414, 297.4844, 25.33656, 1035.687, 920.73, 1770.736, -5.722046e-06, -7.629395e-06, 715.7268, 713.6824, 243.6689, 535.1252, 886.1942, 116.2571, 860.7696, 1555.133, 650.7045, 2018.806, 2242.049, 769.666, 727.1879, 1654.622, 1505.005, 1711.922, 1735.347, 522.0362, 1844.107, 3305.461, 1655.495
4.9, 218.1636, 58.85721, 282.4264, 24.0924, 991.6928, 895.7896, 1702.342, -7.629395e-06, -3.814697e-06, 731.0012, 687.8447, 317.99, 553.311, 835.0955, 111.1829, 820.7894, 1492.079, 692.1301, 2024.304, 2168.64, 803.3789, 693.3065, 1684.737, 1665.325, 1728.782, 1657.403, 492.8369, 1744.936, 3399.686, 1581.426
5, 208.6013, 56.23277, 268.1305, 22.90934, 949.5676, 858.7867, 1863.254, -7.629395e-06, -3.814697e-06, 796.4423, 690.8301, 303.8996, 528.4356, 786.9431, 106.3301, 955.1132, 1431.581, 755.3661, 2069.014, 2281.308, 766.9606, 661.0037, 1725.057, 1566.336, 1638.63, 1669.942, 465.2708, 1651.098, 3447.344, 1611.627
5.1, 271.2192, 324.4615, 254.5583, 21.78437, 909.2318, 1101.542, 1911.399, -7.629395e-06, -3.814697e-06, 792.2102, 685.8063, 290.4336, 504.6786, 741.5672, 101.6891, 910.751, 1373.536, 722.5611, 2133.134, 2275.098, 732.1932, 630.2061, 1791.621, 1524.288, 1699.601, 1721.683, 439.2466, 1562.307, 3507.741, 1582.521
5.2, 259.3314, 474.2202, 337.1991, 20.71465, 982.7698, 1053.488, 1829.095, -7.629395e-06, -3.814697e-06, 749.8319, 716.1749, 338.026, 481.9896, 698.8077, 97.25076, 1050.269, 1547.635, 691.1808, 2041.996, 2431.705, 750.0407, 600.8433, 1781.075, 1463.569, 1610.972, 1644.353, 414.678, 1765.694, 3345.8, 1578.649
5.3, 247.9647, 949.7737, 320.1308, 19.69745, 1002.737, 1016.512, 1761.854, -7.629395e-06, -3.814697e-06, 770.1617, 684.7757, 323.0478, 460.3206, 658.5138, 93.0061, 1048.863, 1484.885, 661.1634, 2008.499, 2425.107, 930.5179, 572.8486, 1880.842, 1565.218, 1593.987, 1710.205, 568.0132, 1745.566, 3191.335, 1531.743
5.4, 237.0962, 907.4233, 303.9264, 18.7302, 960.1426, 1125.293, 1756.711, -7.629395e-06, -5.722046e-06, 848.0416, 654.7532, 308.7333, 531.8182, 620.5432, 88.94669, 1000.147, 1424.679, 755.4826, 2204.384, 2349.906, 888.3362, 546.1583, 1802.2, 1565.796, 1510.865, 1633.391, 662.1113, 1986.311, 3326.22, 1463.211
5.5, 226.7041, 953.2242, 288.5423, 17.81045, 919.3575, 1146.685, 1696.623, -7.629395e-06, -5.722046e-06, 802.6767, 626.0469, 295.0532, 507.9091, 584.7621, 85.06446, 953.6929, 1366.914, 784.6829, 2416.211, 2316.458, 848.0667, 520.7115, 1726.847, 1472.723, 1541.425, 1632.553, 625.0771, 1879.493, 3385.737, 1518.795
5.6, 216.7674, 979.4927, 273.9369, 16.93586, 880.305, 1243.452, 1623.567, -7.629395e-06, -5.722046e-06, 759.7385, 664.6082, 281.9791, 485.0748, 551.0442, 81.35168, 935.1352, 1449.281, 750.6047, 2312.979, 2371.408, 809.6226, 496.4503, 1654.644, 1385.183, 1594.308, 1559.226, 621.9915, 1778.419, 3349.902, 1509.632
5.7, 207.2663, 978.838, 287.1558, 16.10422, 842.9113, 1352.355, 1661.632, -7.629395e-06, -5.722046e-06, 804.3213, 797.4349, 269.4844, 463.2672, 519.2704, 129.4222, 1083.628, 1390.519, 718.0065, 2480.397, 2292.081, 772.9213, 525.3472, 1888.653, 1302.845, 1604.481, 1489.193, 880.9389, 1682.781, 3443.938, 1570.922
5.8, 198.1817, 935.1916, 377.4983, 15.31342, 965.381, 1306.252, 1759.478, -7.629395e-06, -5.722046e-06, 761.2952, 871.9745, 511.7582, 442.4399, 489.3288, 229.2771, 1097.755, 1334.139, 797.3896, 2374.423, 2492.394, 737.8837, 536.7261, 1949.687, 1522.862, 1520.811, 1569.939, 831.6649, 1592.285, 3284.942, 1714.728
5.9, 350.9239, 893.4914, 358.3901, 14.56145, 924.3734, 1310.08, 1683.716, -5.722046e-06, -5.722046e-06, 791.3454, 833.7447, 515.8384, 422.549, 461.1137, 219.2699, 1160.955, 1459.27, 875.9754, 2272.976, 2564.506, 704.4344, 511.7188, 2031.078, 1489.861, 1441.505, 1499.424, 785.147, 1506.657, 3313.155, 1638.009
6, 335.5426, 853.6506, 340.2491, 13.84641, 907.655, 1252.929, 1611.215, -5.722046e-06, -5.722046e-06, 907.0696, 797.1909, 571.6636, 403.5524, 434.5254, 233.6219, 1143.375, 1400.102, 837.9325, 2353.543, 2689.906, 672.5013, 487.8767, 1946.154, 1538.469, 1366.334, 1432.077, 741.231, 1891.098, 3366.947, 1751.626
6.1, 320.8355, 815.5864, 377.9913, 206.2937, 1025.231, 1255.848, 1555.511, -4.768372e-06, -3.814697e-06, 858.5471, 859.0463, 546.3328, 385.4098, 409.4703, 223.4251, 1090.269, 1537.919, 894.4459, 2252.989, 2667.681, 642.0159, 465.1454, 2001.31, 1447.02, 1295.083, 1367.755, 699.7714, 1789.4, 3211.506, 1673.256
6.2, 306.773, 779.2194, 358.8582, 196.1636, 981.6815, 1201.063, 1627.021, -3.814697e-06, -3.814697e-06, 812.6202, 980.1622, 604.7798, 368.0828, 385.8598, 213.6733, 1039.629, 1517.124, 855.6008, 2320.116, 2708.328, 612.9124, 443.4732, 2036.068, 1361.007, 1362.206, 1471.106, 660.6307, 1693.171, 3123.513, 1598.392
6.3, 313.342, 751.7087, 340.6935, 186.531, 939.9816, 1148.667, 1581.606, -3.814697e-06, -3.814697e-06, 769.1501, 970.6807, 577.9816, 351.5348, 363.6108, 204.3472, 1074.028, 1613.869, 818.4427, 2220.99, 2778.356, 585.1282, 469.6027, 2022.864, 1384.761, 1314.814, 1599.733, 623.6793, 1838.408, 3144.373, 1526.878
6.4, 378.0721, 718.1899, 414.2395, 177.3713, 900.0529, 1098.557, 1597.802, -4.768372e-06, -3.814697e-06, 728.0054, 1125.61, 602.5179, 335.7308, 342.6447, 195.4281, 1024.142, 1548.433, 782.8983, 2193.308, 2802.519, 558.6035, 530.9547, 1938.284, 1302.449, 1363.027, 1562.624, 746.032, 1739.543, 2999.207, 1458.564
6.5, 361.5009, 686.1659, 412.2318, 168.6615, 1008.109, 1050.633, 1638.819, -2.861023e-06, -3.814697e-06, 689.0616, 1235.883, 682.0424, 320.6372, 322.8874, 186.8984, 1025.472, 1694.721, 748.8976, 2099.599, 2780.483, 533.2812, 648.3497, 1907.549, 1225.03, 1585.375, 1492.438, 803.4577, 1645.995, 3073.125, 1488.191
6.6, 361.6538, 715.9458, 391.3654, 160.3793, 965.2868, 1218.701, 1577.303, -2.861023e-06, -2.861023e-06, 796.4372, 1404.616, 651.8206, 306.2222, 304.2694, 178.7409, 997.6968, 1766.397, 855.7814, 2129.675, 2882.095, 509.1069, 618.1416, 1930.913, 1309.453, 1502.702, 1479.054, 866.482, 1557.479, 3059.333, 1569.156
6.7, 345.8022, 684.0218, 499.3461, 216.7999, 924.2833, 1165.536, 1652.768, -2.861023e-06, -2.861023e-06, 753.8328, 1514.447, 749.4265, 292.4553, 286.725, 170.9394, 1031.638, 1898.325, 818.6155, 2096.719, 2790.916, 486.0284, 589.3409, 1974.691, 1231.618, 1424.34, 1538.143, 976.4262, 1473.722, 3047.083, 1498.95
6.8, 330.6454, 653.5212, 541.1592, 206.1539, 1091.95, 1114.69, 1679.613, -2.861023e-06, -2.861023e-06, 713.5075, 1553.879, 771.5581, 279.3073, 270.1921, 163.4785, 1061.44, 1974.304, 783.0637, 2007.137, 2776.235, 463.996, 561.8822, 1892.125, 1158.408, 1704.792, 1525.881, 1046.033, 1530.89, 3185.552, 1464.465
6.9, 316.1529, 624.3807, 513.7669, 196.0307, 1173.117, 1066.062, 1696.996, -2.861023e-06, -2.861023e-06, 675.3393, 1485.752, 737.3698, 266.7504, 254.6126, 188.8953, 1012.139, 1894.254, 787.4405, 2011.685, 2800.174, 442.9624, 535.7028, 1889.718, 1174.89, 1615.891, 1457.346, 987.5249, 1673.45, 3099.182, 1439.245
7, 392.251, 639.1293, 487.7611, 186.4045, 1123.285, 1019.556, 1623.924, -1.907349e-06, -2.861023e-06, 832.6962, 1420.613, 704.6964, 254.758, 239.9314, 180.6507, 965.1284, 1927.227, 894.3391, 2232.583, 2683.797, 422.8823, 510.7433, 2007.957, 1300.052, 1531.627, 1391.888, 932.2892, 1762.79, 3251.456, 1374.852
7.1, 375.0583, 722.055, 502.2575, 211.2874, 1075.57, 1095.213, 1553.998, -2.861023e-06, -2.861023e-06, 788.1522, 1499.963, 673.4708, 243.3048, 226.0967, 265.1628, 1102.668, 1947.425, 855.4986, 2137.196, 2729.993, 403.7124, 486.9465, 1924, 1222.775, 1754.098, 1329.371, 995.7289, 1667.992, 3101.346, 1585.114
7.2, 358.6192, 689.8586, 476.8343, 200.9121, 1197.58, 1047.435, 1542.855, -1.907349e-06, -2.861023e-06, 745.991, 1434.2, 643.6288, 232.3665, 213.0598, 253.5893, 1051.452, 1913.272, 818.3449, 2045.885, 2677.04, 385.4116, 464.2586, 2010.348, 1150.092, 1799.087, 1501.769, 940.0344, 1673.883, 3160.123, 1567.236
7.3, 342.9006, 659.0978, 452.6979, 191.0463, 1146.709, 1111.249, 1596.656, -2.861023e-06, -3.814697e-06, 749.1068, 1371.321, 615.1091, 303.2793, 200.7746, 242.521, 1002.615, 1952.264, 782.8047, 2198.937, 2565.78, 367.9403, 442.6277, 1926.291, 1342.895, 1705.269, 1506.111, 887.455, 1874.487, 3246.088, 1497.116
