 , C000, C001, C003, C004, C060, C083
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted
159.3771711513779, 18.81114, 0.2332898, 1.429884, 15.45916, 0.0128857, 2.827128
159.4770941426954, 17.80754, 0.2235916, 1.370738, 14.77823, 0.01233701, 2.707593
159.5770171340128, 20.14674, 0.2142966, 1.314038, 14.12729, 0.01181168, 2.593112
159.6769401253303, 19.07189, 0.2053881, 1.259684, 13.50503, 0.01130873, 2.483471
159.7768631166478, 18.05438, 0.1968498, 1.207578, 12.91018, 0.01082719, 2.378466
159.8767861079653, 17.09116, 0.1886665, 1.157627, 12.34152, 0.01036615, 2.2779
159.9767090992827, 16.17933, 0.1808234, 1.109743, 11.79792, 0.009924749, 2.181587
160.0766320906002, 15.31614, 0.1733063, 1.063839, 11.27826, 0.009502141, 2.089346
160.1765550819177, 14.49901, 0.1661018, 1.019834, 10.78148, 0.009097528, 2.001006
160.2764780732352, 13.72547, 0.1591967, 0.9776493, 10.30659, 0.008710143, 1.9164
160.3764010645527, 12.9932, 0.1525787, 0.9372095, 9.852621, 0.008339254, 1.835372
160.4763240558702, 12.3, 0.1462358, 0.8984425, 9.418644, 0.007984159, 1.757769
160.5762470471876, 11.64378, 0.1401566, 0.8612791, 9.003782, 0.007644183, 1.683448
160.6761700385051, 11.02257, 0.1343301, 0.8256528, 8.607194, 0.007318684, 1.612269
160.7760930298226, 10.4345, 0.1287459, 0.7915003, 8.228074, 0.007007045, 1.5441
160.8760160211401, 9.877807, 0.1233937, 0.7587604, 7.865653, 0.006708676, 1.478813
160.9759390124575, 11.83106, 0.1182641, 0.7273748, 7.519196, 0.006423012, 1.416286
161.075862003775, 11.19986, 0.1133477, 0.6972874, 15.0911, 0.006149512, 1.356404
161.1757849950925, 20.34866, 0.1086357, 2.999833, 14.42638, 0.005887658, 1.299053
161.27570798641, 19.26304, 0.1041196, 2.875747, 14.82292, 0.005636954, 1.244127
161.3756309777274, 21.63632, 0.09979119, 2.756794, 14.17002, 0.005396925, 1.191523
161.4755539690449, 20.48199, 0.09564275, 8.761442, 27.88482, 0.005167117, 1.141144
161.5754769603624, 21.96469, 0.09166676, 8.399031, 27.98876, 0.004947095, 1.092894
161.6753999516799, 27.02805, 0.08785605, 8.051611, 31.68621, 0.004736442, 74.37961
161.7753229429973, 25.58607, 0.08420376, 7.718562, 46.69609, 0.004534758, 88.90244
161.8752459343148, 24.22102, 0.08070331, 17.59554, 44.63927, 0.004341662, 103.4289
161.9751689256323, 27.32882, 0.07734837, 16.86771, 42.67305, 0.004156789, 114.7045
162.0750919169498, 26.2286, 0.0741329, 16.16999, 40.79344, 0.003979788, 127.6325
162.1750149082673, 24.82927, 0.07105111, 19.17306, 57.2456, 0.003810323, 150.3726
162.2749378995848, 28.02201, 0.06809742, 18.37998, 68.75758, 0.003648075, 166.3321
162.3748608909022, 26.52701, 0.06526653, 17.61971, 65.72903, 0.003492735, 159.2993
162.4747838822197, 25.11176, 0.06255332, 20.83385, 71.97408, 0.00334401, 189.2165
162.5747068735372, 23.77202, 0.0599529, 20.28101, 71.4895, 0.003201618, 217.856
162.6746298648547, 22.50375, 0.05746058, 24.63018, 68.34061, 46.007, 208.6448
162.7745528561721, 21.30315, 0.05507187, 23.61137, 66.21642, 44.04796, 249.7621
162.8744758474896, 20.1666, 0.05278246, 22.63471, 73.10519, 42.17234, 271.4778
162.9743988388071, 19.09069, 0.05058823, 21.69844, 94.19292, 40.37659, 291.0488
163.0743218301246, 18.07218, 0.04848522, 23.78185, 90.04402, 43.64906, 312.3032
163.174244821442, 17.10801, 0.04646963, 29.31221, 86.07787, 44.76696, 299.0985
163.2741678127595, 16.19528, 0.04453782, 28.09973, 82.28641, 42.86073, 303.4991
163.374090804077, 15.33124, 0.04268633, 26.9374, 78.66195, 50.68478, 293.9855
163.4740137953945, 16.33563, 0.04091181, 25.82316, 75.19714, 48.52656, 300.5005
163.573936786712, 15.46411, 0.03921105, 24.755, 71.88493, 46.46024, 312.0209
163.6738597780295, 15.35041, 0.037581, 23.73103, 68.71863, 52.18341, 307.2838
163.7737827693469, 14.53145, 0.03601871, 30.20201, 65.69179, 49.96138, 297.3617
163.8737057606644, 13.75618, 0.03452137, 28.95273, 73.71929, 47.83396, 307.5349
163.9736287519819, 19.99317, 0.03308627, 27.75512, 70.47218, 45.79713, 294.5319
164.0735517432994, 18.92651, 0.03171083, 26.60705, 70.04704, 43.84703, 295.7744
164.1734747346168, 17.91676, 0.03039257, 25.50646, 75.74605, 52.14424, 283.2686
164.2733977259343, 25.61299, 0.02912912, 24.45141, 72.40967, 56.46025, 298.0526
164.3733207172518, 24.24651, 0.02791818, 25.56945, 69.22025, 59.64949, 294.1367
164.4732437085693, 22.95293, 0.02675759, 24.51178, 66.17131, 57.10954, 281.7001
164.5731666998867, 21.72836, 0.02564524, 26.91934, 65.39077, 58.09517, 269.7894
164.6730896912042, 20.56913, 0.02457914, 25.80584, 62.51051, 55.62141, 262.5444
164.7730126825217, 19.47174, 0.02355735, 24.7384, 59.75712, 57.84004, 251.4436
164.8729356738392, 18.4329, 0.02257804, 23.71512, 63.9679, 55.37714, 264.2838
164.9728586651567, 17.44948, 0.02163944, 22.73416, 62.82456, 58.06497, 253.1095
165.0727816564741, 18.11598, 0.02073986, 21.79378, 60.05733, 68.38582, 242.4076
165.1727046477916, 24.20206, 0.01987768, 20.89229, 59.89697, 65.47386, 232.1582
165.2726276391091, 22.91086, 0.01905134, 20.0281, 57.2587, 62.6859, 229.1671
165.3725506304266, 21.68854, 0.01825935, 19.49948, 54.73663, 60.01666, 223.6175
165.4724736217441, 20.53143, 0.01750029, 19.96682, 55.05307, 66.39315, 214.1626
165.5723966130615, 19.43605, 0.01677278, 19.14091, 52.62816, 68.10606, 212.0443
165.672319604379, 21.17036, 0.01607551, 18.34916, 50.31005, 65.20602, 208.6797
165.7722425956965, 20.0409, 0.01540723, 31.33904, 53.11603, 62.42946, 202.8955
165.872165587014, 18.97169, 0.01476674, 32.56725, 53.8666, 59.77114, 200.0842
165.9720885783314, 17.95953, 0.01415286, 31.22013, 51.49394, 77.68955, 216.332
166.0720115696489, 21.70345, 0.01356451, 29.92873, 49.2258, 74.38143, 214.0312
166.1719345609664, 20.54555, 0.01300062, 28.69075, 47.05755, 71.21418, 204.9816
166.2718575522839, 19.44942, 0.01246017, 27.50397, 46.53924, 68.18179, 217.7453
166.3717805436013, 23.40042, 0.01194218, 26.36629, 58.33102, 65.27853, 208.5387
166.4717035349188, 22.15198, 0.01144573, 30.73857, 59.66581, 68.8497, 232.5204
166.5716265262363, 20.97014, 0.01096992, 29.46708, 57.03772, 65.91799, 239.5033
166.6715495175538, 19.85136, 0.01051388, 35.85447, 67.24666, 79.12434, 258.9846
166.7714725088713, 18.79227, 0.01007681, 34.37137, 78.04372, 75.75513, 277.3864
166.8713955001888, 17.78968, 0.009657902, 32.94962, 89.31939, 72.52938, 302.7847
166.9713184915062, 16.84058, 0.00925641, 31.58668, 85.38515, 81.93796, 303.144
167.0712414828237, 15.94211, 0.008871609, 34.91886, 92.88771, 92.67571, 340.2302
167.1711644741412, 19.91204, 0.008502806, 33.47446, 103.4772, 88.72946, 334.9771
167.2710874654587, 18.84971, 0.008149333, 32.08982, 117.5221, 84.95125, 339.8167
167.3710104567761, 17.84406, 0.007810555, 32.34241, 126.099, 81.33392, 365.865
167.4709334480936, 16.89206, 0.007485861, 52.08608, 120.5447, 104.5904, 384.8753
167.5708564394111, 15.99085, 0.007174664, 49.93157, 115.2351, 107.6282, 387.8976
167.6707794307286, 15.13772, 0.006876404, 47.86619, 115.0309, 109.0058, 377.3123
167.770702422046, 14.3301, 0.006590544, 47.65315, 128.5282, 104.3642, 386.8683
167.8706254133635, 13.56558, 0.006316566, 45.8177, 122.8669, 99.9202, 390.0323
167.970548404681, 12.84184, 0.006053979, 43.92248, 119.2874, 95.66547, 382.3675
168.0704713959985, 12.15671, 0.005802307, 56.63273, 118.9135, 100.06, 382.5515
168.170394387316, 11.50813, 0.005561098, 56.561, 113.6757, 101.8577, 394.0054
168.2703173786335, 10.89416, 0.005329916, 54.22139, 123.8024, 114.0952, 403.9889
168.3702403699509, 10.31295, 0.005108345, 51.97856, 127.5625, 109.2369, 386.9076
168.4701633612684, 15.09701, 0.004895985, 49.8285, 121.9438, 115.9661, 390.6406
168.5700863525859, 14.29157, 0.004692452, 50.81536, 116.5726, 111.0281, 402.372
168.6700093439034, 13.5291, 0.004497381, 48.71341, 111.4379, 106.3004, 391.6918
168.7699323352208, 12.80731, 0.00431042, 46.69842, 112.3494, 101.774, 396.7906
168.8698553265383, 12.12402, 0.00413123, 44.76677, 107.4008, 103.4895, 392.7294
168.9697783178558, 17.32099, 0.00395949, 42.91502, 102.7989, 118.0472, 377.9917
169.0697013091733, 19.06592, 0.003794889, 49.79692, 98.27092, 119.6996, 384.4763
169.1696243004907, 18.47886, 0.00363713, 53.08806, 111.1547, 122.8459, 368.22
169.2695472918082, 17.493, 0.00348593, 50.89211, 106.2587, 117.615, 363.6098
169.3694702831257, 18.83275, 0.003341016, 48.92788, 108.8739, 112.6068, 355.5167
169.4693932744432, 17.828, 0.003202125, 57.1751, 109.0336, 119.3114, 364.8231
169.5693162657607, 16.87686, 0.003069009, 55.30464, 104.231, 114.231, 366.8386
169.6692392570781, 15.97646, 0.002941426, 54.21963, 99.63993, 109.3669, 355.0084
169.7691622483956, 15.1241, 0.002819148, 51.97688, 95.25111, 112.7411, 357.8855
169.8690852397131, 18.91784, 0.002701952, 49.82689, 91.0556, 115.7077, 347.7781
169.9690082310306, 17.90855, 0.002589629, 52.963, 101.748, 113.8208, 365.5466
170.0689312223481, 16.95311, 0.002481974, 54.96656, 97.2663, 108.9742, 353.4165
170.1688542136655, 16.04864, 0.002378796, 52.6929, 94.64733, 113.851, 349.9296
170.268777204983, 15.19243, 0.002279906, 68.63313, 90.47841, 109.003, 363.9266
170.3687001963005, 14.38189, 0.002185127, 72.16008, 86.49312, 111.3847, 348.5392
170.468623187618, 18.08294, 0.002094289, 69.17522, 82.68336, 106.6418, 346.1321
170.5685461789354, 17.11819, 0.002007227, 66.31384, 86.8032, 102.1008, 331.4971
170.6684691702529, 23.25303, 0.001923784, 63.57081, 82.97979, 97.75327, 334.0972
170.7683921615704, 22.01245, 0.00184381, 60.94125, 79.32479, 93.59081, 325.4179
170.8683151528879, 20.83806, 0.00176716, 58.42045, 75.83078, 115.2074, 326.8609
170.9682381442054, 19.72633, 0.001693697, 56.00393, 72.49067, 110.3018, 313.0407
171.0681611355228, 18.6739, 0.001623288, 55.38794, 69.29768, 105.605, 315.3616
171.1680841268403, 17.67763, 0.001555806, 53.09686, 66.24534, 115.1449, 302.0276
171.2680071181578, 16.73451, 0.001491129, 50.90054, 63.32744, 110.2419, 307.8862
171.3679301094753, 15.8417, 0.001429141, 48.79508, 60.53806, 105.5477, 300.8872
171.4678531007928, 14.99653, 0.00136973, 46.7767, 57.87155, 101.0533, 295.1258
171.5677760921102, 14.19645, 0.001312788, 50.30467, 55.32249, 96.75032, 282.6474
171.6676990834277, 13.43905, 0.001258214, 48.22385, 52.88571, 92.63057, 270.6967
171.7676220747452, 28.21868, 0.001205909, 49.19464, 50.55626, 88.68624, 266.3961
171.8675450660627, 26.71318, 0.001155778, 48.3441, 48.32941, 94.95111, 273.3107
171.9674680573801, 25.288, 0.00110773, 46.34438, 58.55504, 99.60667, 261.7547
172.0673910486976, 23.93886, 0.001061681, 48.64915, 55.97588, 95.36529, 269.8057
172.1673140400151, 26.50115, 0.001017545, 46.63681, 60.95576, 91.30451, 258.3979
172.2672370313326, 34.34833, 0.0009752447, 44.70771, 58.27085, 87.41665, 247.4724
172.3671600226501, 32.5158, 0.0009347026, 53.29609, 55.7042, 83.69434, 243.0312
172.4670830139675, 30.78105, 0.0008958458, 51.09153, 53.25061, 100.2364, 256.2464
172.567006005285, 29.13884, 0.0008586044, 48.97817, 50.90508, 95.96822, 245.4119
172.6669289966025, 27.58425, 0.0008229111, 46.95222, 48.66287, 91.88177, 235.0355
172.76685198792, 26.1126, 0.0007887016, 50.39648, 46.51942, 87.96933, 225.0978
172.8667749792374, 24.71946, 0.0007559143, 49.88526, 44.47039, 84.22349, 224.1852
172.9666979705549, 23.40065, 0.00072449, 47.82179, 42.51161, 80.63715, 219.3091
173.0666209618724, 22.1522, 0.000694372, 45.84367, 40.6391, 77.20351, 214.5049
173.1665439531899, 20.97035, 0.0006655061, 43.94738, 38.84908, 73.91609, 221.6611
173.2664669445074, 19.85156, 0.0006378401, 46.16248, 37.1379, 70.76865, 212.2889
173.3663899358248, 18.79246, 0.0006113243, 44.253, 35.50209, 67.75523, 203.313
173.4663129271423, 21.06139, 0.0005859108, 42.4225, 33.93834, 64.87013, 194.7166
173.5662359184598, 19.93774, 0.0005615538, 40.66773, 32.44346, 80.62343, 186.4837
173.6661589097773, 24.07812, 0.0005382093, 42.78928, 31.01443, 77.19038, 195.0359
173.7660819010948, 22.79353, 0.0005158352, 41.01933, 29.64834, 73.90352, 186.7894
173.8660048924122, 21.57747, 0.0004943913, 39.32259, 28.34242, 70.75661, 178.8917
173.9659278837297, 20.42628, 0.0004738389, 37.69604, 27.09402, 67.74371, 171.3279
174.0658508750472, 19.33652, 0.0004541408, 36.13677, 25.90062, 64.85909, 164.0839
174.1657738663647, 18.30489, 0.0004352616, 34.642, 24.75978, 62.09731, 157.1461
174.2656968576821, 17.32831, 0.0004171672, 37.96146, 23.66919, 59.45313, 150.5018
174.3656198489996, 20.45437, 0.000399825, 36.39121, 27.12896, 56.92154, 144.1383
174.4655428403171, 19.36311, 0.0003832038, 35.47144, 25.93402, 54.49775, 149.9482
174.5654658316346, 18.33006, 0.0003672735, 34.00419, 24.7917, 62.37268, 154.0984
174.6653888229521, 17.35213, 0.0003520055, 32.59763, 23.69971, 63.56516, 157.6793
174.7653118142695, 16.42637, 0.0003373722, 31.24925, 22.65581, 63.31448, 156.1165
174.865234805587, 17.44191, 0.0003233472, 33.16359, 21.65789, 69.28371, 149.5156
174.9651577969045, 16.51136, 0.0003099052, 31.7918, 20.70393, 66.33352, 146.864
175.065080788222, 15.63046, 0.0002970221, 32.46762, 19.79198, 63.50895, 143.7795
175.1650037795395, 20.64075, 0.0002846745, 31.12462, 18.92021, 64.83896, 137.7003
175.2649267708569, 19.53954, 0.0002728402, 29.83717, 18.08683, 73.49207, 164.0732
175.3648497621744, 18.49708, 0.0002614979, 33.43512, 41.15387, 70.36269, 157.1359
175.4647727534919, 17.51024, 0.0002506271, 32.0521, 39.34117, 92.56494, 150.4919
175.5646957448094, 21.04402, 0.0002402082, 37.1895, 37.60831, 88.62341, 144.1289
175.6646187361268, 19.9213, 0.0002302224, 35.65118, 38.07415, 84.84972, 138.0349
175.7645417274443, 20.74518, 0.0002206518, 34.17649, 36.3971, 81.23671, 132.1986
175.8644647187618, 19.6384, 0.000211479, 32.7628, 34.79392, 77.77755, 126.609
175.9643877100793, 18.59067, 0.0002026876, 31.40759, 33.26136, 74.46568, 121.2558
176.0643107013967, 17.59883, 0.0001942616, 30.10844, 31.7963, 71.29484, 116.1289
176.1642336927142, 16.65991, 0.0001861859, 28.86302, 30.39577, 68.25901, 111.2188
176.2641566840317, 15.77109, 0.0001784459, 33.11273, 29.05693, 65.35246, 116.5046
176.3640796753492, 14.92968, 0.0001710277, 31.74305, 27.77707, 62.56966, 113.9136
176.4640026666667, 14.13317, 0.0001639179, 30.43002, 26.55357, 59.90537, 111.7776
176.5639256579842, 16.53585, 0.0001571036, 29.20371, 25.38397, 57.35452, 107.0515
176.6638486493016, 15.65364, 0.0001505726, 27.99572, 24.26589, 54.9123, 109.2648
176.7637716406191, 19.60206, 0.0001443131, 26.8377, 23.19705, 52.57406, 104.6449
176.8636946319366, 18.55627, 0.0001383138, 25.72758, 22.17529, 50.33539, 100.2203
176.9636176232541, 17.56627, 0.0001325639, 25.31567, 21.19854, 48.19205, 102.3786
177.0635406145715, 16.62909, 0.0001270531, 27.2246, 20.26481, 46.13997, 98.04991
177.163463605889, 15.74191, 0.0001217713, 26.09847, 19.37221, 44.17527, 93.90421
177.2633865972065, 14.90206, 0.0001167091, 32.50063, 18.51893, 42.29423, 89.93378
177.363309588524, 14.10701, 0.0001118574, 31.15626, 17.70323, 40.49329, 98.73344
177.4632325798414, 13.35439, 0.0001072074, 29.86751, 16.92345, 38.76904, 94.55884
177.5631555711589, 12.64192, 0.0001027506, 28.63206, 16.17803, 37.1182, 90.56075
177.6630785624764, 11.96746, 9.847913e-05, 27.44771, 15.46544, 35.53766, 86.7317
177.7630015537939, 34.12679, 9.438523e-05, 28.52788, 14.78423, 34.02443, 83.06454
177.8629245451114, 37.9358, 9.046152e-05, 27.34784, 14.13303, 32.57562, 88.22249
177.9628475364289, 35.91188, 5.736674, 26.21662, 13.51052, 31.18851, 84.4923
178.0627705277463, 33.99594, 5.498194, 25.13218, 12.91542, 29.86046, 80.91984
178.1626935190638, 32.18222, 5.269627, 24.09261, 20.51459, 28.58897, 110.7484
178.2626165103813, 49.14539, 5.050562, 23.09603, 51.93742, 27.37161, 117.1678
178.3625395016988, 46.52342, 4.840604, 22.14068, 49.64974, 26.2061, 171.0622
178.4624624930162, 51.62977, 4.639374, 21.87572, 76.89427, 59.44786, 216.8145
178.5623854843337, 48.87526, 13.24964, 20.97085, 112.2744, 56.9165, 250.5574
178.6623084756512, 46.26771, 12.69884, 21.93007, 107.329, 54.49292, 277.322
178.7622314669687, 43.79927, 12.17093, 28.77259, 127.761, 52.17255, 318.4771
178.8621544582861, 54.78063, 11.66497, 43.65956, 141.6216, 49.95097, 344.5052
178.9620774496036, 60.56825, 11.18004, 47.1007, 176.0957, 47.824, 412.6577
179.0620004409211, 57.33686, 10.71527, 62.79238, 183.5428, 45.78759, 461.1466
179.1619234322386, 54.27788, 25.78489, 79.22762, 197.6617, 43.8379, 516.338
179.2618464235561, 53.13816, 24.71298, 95.36106, 258.2414, 41.97123, 545.747
179.3617694148735, 64.07764, 24.46906, 94.03407, 265.731, 40.18404, 622.3325
179.461692406191, 60.65902, 31.56235, 168.2967, 280.0114, 38.47295, 596.0193
179.5616153975085, 57.42279, 30.25026, 219.8519, 303.1473, 69.93304, 591.2198
179.661538388826, 54.35922, 28.99272, 222.5371, 306.3649, 80.7664, 612.6206
179.7614613801435, 56.14795, 27.78745, 222.5355, 294.0623, 104.8872, 590.7733
179.8613843714609, 53.15239, 26.6323, 214.1959, 311.5972, 100.421, 606.0388
179.9613073627784, 61.80184, 25.52516, 206.9038, 297.8723, 96.14492, 595.7244
180.0612303540959, 58.50464, 24.46404, 198.3454, 298.2022, 92.05095, 614.6288
180.1611533454134, 72.8698, 23.44704, 200.6135, 296.5194, 88.1313, 602.6895
180.2610763367308, 71.30853, 22.47232, 192.3152, 283.4587, 84.37856, 610.6218
180.3609993280483, 67.50414, 46.24346, 200.8575, 272.5085, 80.78561, 607.0062
180.4609223193658, 63.90272, 63.85712, 224.6857, 288.3006, 77.34566, 662.219
180.5608453106833, 60.49343, 64.74451, 227.0066, 311.9301, 74.05219, 676.206
180.6607683020007, 66.30946, 62.05301, 217.6167, 308.8159, 70.89895, 680.5023
180.7606912933182, 62.77177, 59.47338, 223.4337, 302.8138, 67.87998, 666.3338
180.8606142846357, 59.42282, 57.001, 262.1834, 334.1877, 64.98957, 666.7197
180.9605372759532, 56.25255, 54.6314, 277.0929, 335.9919, 62.22223, 648.9984
181.0604602672707, 53.25141, 52.3603, 305.1468, 336.5036, 59.57273, 669.5063
181.1603832585882, 50.41038, 94.69054, 301.6492, 354.3233, 57.03605, 705.0871
181.2603062499056, 47.72093, 99.56071, 308.3318, 342.125, 54.60738, 725.7966
181.3602292412231, 45.17496, 95.42184, 312.5799, 332.293, 52.28213, 754.8909
181.4601522325406, 42.76482, 91.45504, 300.8329, 348.2741, 50.05589, 756.0978
181.5600752238581, 40.48327, 87.65314, 301.2116, 344.2733, 47.92445, 724.1288
181.6599982151755, 38.32344, 84.00928, 293.3579, 335.8925, 45.88377, 693.5115
181.759921206493, 36.27884, 80.51691, 281.2234, 321.0975, 43.92998, 664.1887
181.8598441978105, 34.34332, 77.16972, 269.5908, 306.9541, 42.05938, 636.1058
181.959767189128, 32.51107, 73.96168, 258.4394, 293.4337, 40.26844, 609.2102
182.0596901804454, 30.77656, 70.887, 247.7492, 280.5089, 90.80455, 583.4518
182.1596131717629, 29.1346, 67.94014, 237.5012, 274.3454, 115.3704, 558.7826
182.2595361630804, 27.58023, 65.11578, 227.6771, 263.3242, 122.4572, 588.4423
182.3594591543979, 35.70063, 62.40884, 218.2594, 254.9404, 117.2429, 569.2969
182.4593821457154, 34.50233, 59.81443, 235.3788, 243.7111, 112.2505, 624.5485
182.5593051370329, 32.66159, 57.32787, 233.6814, 236.5932, 107.4707, 598.1416
182.6592281283503, 30.91906, 70.26845, 255.6841, 240.9771, 125.4023, 607.9262
182.7591511196678, 29.26949, 67.3473, 245.1079, 235.2227, 120.0625, 636.0787
182.8590741109853, 27.70793, 83.69807, 246.7434, 231.6135, 114.9501, 645.8104
182.9589971023028, 43.23509, 110.5556, 253.168, 221.4117, 123.0828, 618.5046
183.0589200936202, 43.67695, 105.9597, 292.4168, 211.6592, 144.0343, 664.5696
183.1588430849377, 41.34673, 101.5548, 283.4371, 202.3362, 137.9011, 644.3094
183.2587660762552, 40.19851, 97.33303, 285.0617, 206.74, 132.0291, 665.1675
183.3586890675727, 38.05387, 93.28677, 273.2703, 211.1279, 126.4072, 655.3703
183.4586120588901, 36.02365, 89.40872, 261.9667, 201.8283, 121.0246, 627.6602
183.5585350502076, 34.10175, 85.69189, 273.3659, 192.9384, 115.8712, 601.1218
183.6584580415251, 32.28238, 82.12957, 315.9287, 218.3875, 110.9373, 575.7054
183.7583810328426, 30.56008, 78.71534, 326.3425, 208.7682, 106.2134, 566.8904
183.85830402416, 28.92966, 75.44305, 312.8435, 199.5726, 141.9975, 576.2902
183.9582270154775, 27.38623, 97.80208, 299.903, 190.7821, 177.9102, 665.8639
184.058150006795, 40.44381, 93.73632, 287.4977, 182.3787, 173.4425, 689.8127
184.1580729981125, 38.28609, 105.0452, 275.6056, 174.3455, 174.0809, 710.2487
184.25799598943, 36.24348, 108.343, 264.2053, 166.6661, 166.6683, 710.9948
184.3579189807475, 49.4567, 103.8391, 253.2767, 159.325, 212.278, 724.5757
184.4578419720649, 46.81813, 99.52233, 247.7743, 152.3072, 203.239, 697.1569
184.5577649633824, 44.32032, 107.2149, 250.4729, 145.5986, 194.5848, 712.7432
184.6576879546999, 41.95578, 120.9773, 254.2977, 139.1854, 213.3202, 714.7674
184.7576109460174, 46.11668, 115.9481, 244.7374, 133.0547, 211.56, 691.5952
184.8575339373348, 43.6563, 111.128, 234.614, 127.1941, 202.5515, 679.1048
184.9574569286523, 41.32719, 106.5083, 249.7814, 121.5916, 235.3712, 684.6337
185.0573799199698, 39.12233, 120.8376, 240.6083, 116.2359, 243.373, 666.6436
185.1573029112873, 37.03511, 120.9576, 251.9599, 111.116, 233.0099, 675.5054
185.2572259026047, 35.05925, 115.9293, 241.5378, 106.2217, 223.088, 672.5535
185.3571488939222, 33.18879, 121.6776, 231.5468, 101.543, 213.5887, 655.8936
185.4570718852397, 31.41813, 136.0359, 221.969, 97.07033, 204.4938, 674.6179
185.5569948765572, 29.74194, 130.3807, 220.1082, 92.79469, 195.7862, 659.8817
185.6569178678747, 43.4004, 124.9606, 211.0036, 88.70737, 187.4494, 686.0778
185.7568408591922, 47.17775, 119.7658, 202.2756, 84.80009, 179.4675, 693.4947
185.8567638505096, 44.66076, 114.787, 193.9086, 81.06491, 171.8256, 702.9691
185.9566868418271, 49.60987, 110.0152, 185.8877, 77.49426, 164.509, 702.9091
186.0566098331446, 51.00131, 105.4417, 180.7117, 74.08087, 174.5781, 688.3254
186.1565328244621, 48.28033, 101.0584, 186.2504, 70.81784, 190.1092, 676.7005
186.2564558157795, 47.56487, 104.3194, 178.5463, 67.69853, 194.6051, 678.0645
186.356378807097, 45.02723, 115.1042, 179.8431, 64.71662, 202.991, 652.978
186.4563017984145, 42.62497, 128.1073, 190.4516, 61.86605, 217.3767, 652.7634
186.556224789732, 40.35088, 123.1111, 201.0419, 59.14105, 208.1205, 656.6441
186.6561477810494, 38.19811, 117.9932, 192.7259, 56.53607, 199.2585, 663.2156
186.7560707723669, 36.16019, 125.5012, 200.0176, 54.04583, 210.1629, 652.8605
186.8559937636844, 34.23101, 120.284, 203.5578, 51.66528, 217.4975, 643.1841
186.9559167550019, 32.40474, 116.8897, 195.1378, 49.38958, 221.8325, 639.9299
187.0558397463194, 30.67591, 125.0841, 191.1993, 47.21413, 212.3866, 664.0943
187.1557627376368, 34.14125, 123.0219, 183.6554, 45.13449, 219.4371, 658.1024
187.2556857289543, 32.31977, 117.9077, 180.846, 43.14646, 224.0695, 639.2911
187.3556087202718, 30.59547, 113.5429, 191.8332, 41.24599, 237.9319, 658.4888
187.4555317115893, 28.96317, 119.5681, 187.65, 39.42923, 227.8005, 630.6469
187.5554547029068, 27.41795, 114.5975, 179.888, 37.6925, 218.1004, 622.0489
187.6553776942242, 30.5464, 109.8335, 172.447, 36.03226, 235.4527, 642.0289
187.7553006855417, 42.18748, 105.2676, 179.6378, 34.44515, 229.2512, 638.5101
187.8552236768592, 39.93673, 129.0398, 172.2072, 32.92795, 233.5144, 611.5129
187.9551466681767, 37.80605, 123.6754, 173.5114, 31.47758, 247.0881, 615.9088
188.0550696594941, 35.78905, 136.2813, 186.7198, 30.09109, 244.2527, 616.5706
188.1549926508116, 33.87967, 130.6159, 178.9963, 28.76567, 245.0989, 629.7828
188.2549156421291, 32.07215, 125.186, 186.0627, 27.49863, 257.1241, 626.3647
188.3548386334466, 30.36106, 123.8607, 178.3663, 26.2874, 263.721, 620.4599
188.4547616247641, 33.24902, 118.7117, 176.8053, 25.12952, 269.8912, 614.4985
188.5546846160815, 31.47515, 113.7767, 178.8277, 24.02265, 258.3989, 607.8821
188.654607607399, 29.79591, 118.8852, 182.3539, 22.96453, 288.716, 615.9412
188.7545305987165, 28.20626, 122.8594, 174.8109, 21.95301, 276.4221, 596.7843
188.854453590034, 26.70143, 117.7519, 167.58, 20.98605, 274.6679, 610.59
188.9543765813515, 25.27687, 127.1094, 176.3374, 20.06168, 284.7826, 628.9186
189.0542995726689, 30.69989, 121.8253, 170.0498, 19.17802, 293.6251, 627.2656
189.1542225639864, 29.06201, 117.197, 163.0158, 18.33329, 281.1222, 621.3806
189.2541455553039, 27.51152, 112.325, 168.6883, 17.52577, 287.6975, 617.5552
189.3540685466214, 46.55502, 107.6555, 161.7107, 16.75381, 275.447, 603.3577
189.4539915379388, 45.83956, 103.1801, 164.4975, 16.01586, 263.7181, 607.2151
189.5539145292563, 43.39396, 99.03209, 167.1566, 15.31041, 276.1263, 598.8882
189.6538375205738, 53.98179, 104.6357, 175.741, 14.63604, 289.304, 581.9619
189.7537605118913, 51.1018, 118.1567, 181.6988, 13.99136, 303.7175, 584.0629
189.8536835032088, 48.37546, 114.1867, 174.1829, 13.37509, 293.7459, 595.6591
189.9536064945262, 45.79457, 110.9762, 182.0302, 12.78596, 311.173, 578.7201
190.0535294858437, 43.35138, 106.3628, 184.2096, 12.22278, 311.1867, 577.7856
190.1534524771612, 51.17554, 101.9411, 176.5899, 11.6844, 306.9005, 574.6095
190.2533754684787, 48.44526, 99.99044, 173.9436, 11.16974, 303.7708, 586.9397
190.3532984597962, 45.86065, 115.4034, 166.7486, 10.67775, 290.8358, 565.9166
190.4532214511136, 47.57504, 110.6059, 171.0257, 10.20743, 307.8685, 597.817
