 , C04, C07, C08, C09, C11, C12, C19
3.197542544112219, 13.82032, 0, 42.02455, 323.9343, 29.42944, 0, 1.949021
3.297465748615725, 13.15437, 0, 40.32825, 327.1899, 28.22065, 0, 1.86876
3.397388953119232, 12.52051, 0, 38.70042, 336.87, 27.06151, 0, 1.791804
3.497312157622739, 11.9172, 0, 37.1383, 332.1138, 25.94998, 0, 1.718018
3.597235362126246, 11.34295, 0, 35.63923, 318.541, 24.8841, 0, 1.647269
3.697158566629753, 10.79638, 0, 34.20067, 345.4634, 23.86201, 0, 1.579434
3.797081771133259, 10.27614, 0, 32.82018, 336.2426, 26.53062, 0, 1.514393
3.897004975636766, 9.780972, 0, 31.49541, 327.9216, 25.44089, 0, 1.45203
3.996928180140273, 9.309663, 0, 30.22411, 344.3734, 24.39593, 0, 1.392235
4.09685138464378, 8.861065, 0, 29.00413, 341.4981, 24.56207, 0, 1.334903
4.196774589147287, 8.434084, 0, 27.83339, 342.2757, 23.55321, 3.490282, 1.279931
4.296697793650794, 8.027678, 0, 35.815, 358.7446, 22.58578, 4.940952, 1.227223
4.3966209981543, 7.640854, 0, 34.36935, 344.0835, 21.65808, 4.737794, 1.176686
4.496544202657807, 7.27267, 0, 32.98205, 350.4059, 20.76849, 6.70352, 1.12823
4.596467407161314, 6.922227, 0, 31.65074, 338.2305, 19.91544, 12.14536, 1.081769
4.696390611664821, 6.588671, 0, 30.37317, 332.4873, 19.09743, 14.55089, 1.037222
4.796313816168328, 6.271188, 0, 29.14718, 342.0983, 27.67075, 13.9526, 0.9945086
4.896237020671834, 5.969003, 0, 27.97066, 349.688, 35.13959, 13.3789, 0.9535545
4.996160225175341, 5.681379, 0, 26.84164, 342.0008, 33.69625, 12.8288, 0.914287
5.096083429678848, 5.407615, 0, 25.75819, 343.6991, 62.09877, 12.30132, 0.8766364
5.196006634182355, 8.502324, 0, 24.71848, 332.922, 68.02573, 18.13049, 0.8405364
5.295929838685862, 8.092629, 0, 23.72073, 342.3166, 68.87984, 17.38501, 0.805923
5.395853043189369, 7.702676, 0, 22.76325, 331.0334, 66.05066, 16.67019, 0.7727349
5.495776247692875, 7.331513, 0, 21.84442, 338.4647, 67.00092, 15.98476, 0.7409136
5.595699452196382, 6.978235, 0, 20.96268, 352.9183, 65.71329, 15.32751, 0.7104026
5.695622656699889, 17.38059, 0, 21.30557, 347.9173, 70.71832, 27.28708, 0.6811481
5.795545861203396, 19.87085, 0, 20.44558, 333.6987, 68.19843, 26.16512, 0.6530983
5.895469065706903, 18.91335, 0, 19.62031, 320.804, 71.08458, 25.08928, 0.6262036
5.995392270210409, 18.00199, 0, 23.55718, 335.5389, 68.16483, 24.05768, 0.6004164
6.095315474713916, 17.13454, 0, 22.60631, 335.7051, 65.36501, 23.06849, 0.5756912
6.195238679217423, 16.30889, 0, 21.69382, 321.9856, 62.68019, 22.11998, 0.5519841
6.29516188372093, 15.52303, 0, 20.81816, 317.5415, 60.10566, 21.21047, 0.5292532
6.395085088224437, 14.77503, 0, 22.16449, 323.2427, 57.63686, 20.33836, 0.5074585
6.495008292727944, 14.06308, 0, 21.26983, 326.5593, 55.26947, 28.40847, 0.4865613
6.594931497231451, 13.38543, 0, 20.41128, 313.2136, 54.67995, 27.24039, 0.4665246
6.694854701734958, 12.74044, 0, 19.58739, 324.2716, 62.14856, 27.26218, 0.447313
6.794777906238465, 12.12652, 0, 18.79676, 329.0695, 59.59586, 26.14124, 0.4288926
6.894701110741972, 11.54219, 0, 18.03804, 315.6212, 57.14801, 25.06638, 0.4112307
6.994624315245478, 10.98602, 0, 17.30994, 307.3465, 54.8007, 26.41037, 0.3942961
7.094547519748985, 11.76099, 0, 16.61123, 309.6689, 52.5498, 27.76621, 0.3780589
7.194470724252492, 11.19428, 0, 15.94073, 307.9573, 50.39136, 26.62454, 0.3624904
7.294393928755999, 10.65487, 0, 15.29729, 316.3149, 51.30671, 25.52982, 0.347563
7.394317133259506, 10.14145, 0, 14.67982, 311.3351, 49.19932, 39.99131, 0.3332503
7.494240337763012, 9.65277, 0, 14.08728, 301.5632, 51.88022, 38.34698, 0.3195269
7.594163542266519, 10.50825, 0, 13.51865, 303.0205, 49.74928, 36.77026, 0.3063688
7.694086746770026, 10.00189, 0, 12.97298, 318.0203, 47.70587, 35.25837, 0.2937524
7.794009951273533, 9.519939, 0, 12.44933, 305.0235, 45.74639, 33.80864, 0.2816556
7.89393315577704, 9.06121, 0, 11.94682, 301.5437, 43.86739, 32.41852, 0.270057
7.993856360280546, 8.624584, 0, 11.46459, 293.1251, 42.06557, 31.08556, 0.258936
8.093779564784054, 8.208998, 0, 11.00183, 283.3657, 40.33776, 29.80741, 0.248273
8.19370276928756, 7.813437, 0, 10.55775, 301.0284, 38.68092, 28.58182, 0.238049
8.293625973791066, 7.436937, 0, 10.13159, 288.7261, 37.09213, 27.40661, 0.2282461
8.393549178294574, 7.078579, 0, 9.722632, 293.5526, 35.5686, 32.86371, 0.2188469
8.49347238279808, 6.737489, 0, 9.330183, 281.5558, 34.10765, 32.76745, 0.2098347
8.593395587301588, 6.412835, 0.2956459, 8.953575, 282.0472, 32.70671, 31.42014, 0.2011937
8.693318791805094, 6.103824, 0.2836223, 8.592169, 285.6732, 31.3633, 30.12823, 0.1929085
8.7932419963086, 5.809704, 0.2720877, 8.24535, 292.7806, 30.07508, 28.88945, 0.1849645
8.893165200812108, 5.529756, 0.2610222, 7.91253, 296.0088, 28.83977, 29.58112, 0.1773476
8.993088405315614, 5.263298, 0.2504068, 7.593144, 283.9116, 27.6552, 28.6082, 0.1700444
9.093011609819122, 5.009679, 0.240223, 7.286651, 277.9631, 26.51929, 38.06755, 0.163042
9.192934814322628, 4.768281, 0.2304535, 9.090438, 276.7823, 27.44986, 36.50232, 0.1563279
9.292858018826134, 4.538516, 0.2210812, 8.723507, 271.7913, 26.32238, 35.00144, 0.1498902
9.392781223329642, 4.319822, 0.2120901, 8.371387, 260.6838, 27.31195, 33.56228, 0.1437177
9.492704427833148, 4.111666, 0.2034646, 8.03348, 252.5876, 26.19014, 32.1823, 0.1377994
9.592627632336656, 3.91354, 0.19519, 7.709212, 255.9551, 25.1144, 37.55508, 0.1321248
9.692550836840162, 3.724961, 0.1872518, 7.398033, 245.4948, 26.07475, 36.01092, 0.1266839
9.792474041343668, 3.545469, 0.3077175, 7.099415, 258.0847, 25.00375, 41.86769, 0.121467
9.892397245847176, 3.374626, 1.798928, 6.812851, 247.5373, 23.97674, 40.14621, 0.116465
9.992320450350682, 3.212016, 9.790202, 6.537854, 253.904, 22.99191, 38.49551, 0.1116689
10.09224365485419, 3.057241, 9.392047, 6.273956, 255.5101, 22.04754, 36.91268, 0.1070704
10.1921668593577, 2.909924, 9.010084, 6.020711, 273.9153, 21.14195, 50.02366, 0.1026612
10.2920900638612, 2.769706, 12.40848, 5.777688, 265.5851, 20.27357, 47.96683, 0.0984336
10.39201326836471, 2.636244, 11.90384, 8.500878, 259.8448, 22.20901, 45.99457, 0.09438008
10.49193647286822, 2.509213, 11.41973, 8.157745, 263.4742, 21.29679, 47.12984, 0.09049349
10.59185967737172, 4.76044, 11.68324, 7.828462, 257.7521, 20.42204, 45.192, 0.08676695
10.69178288187523, 4.531052, 11.20809, 13.18222, 247.2183, 23.78556, 43.33383, 0.08319387
10.79170608637874, 4.312718, 10.75227, 17.98508, 255.9759, 22.80859, 42.9844, 0.07976793
10.89162929088224, 9.938528, 10.31499, 17.25912, 245.5148, 33.93367, 43.51758, 0.07648307
10.99155249538575, 9.459628, 9.895494, 16.56246, 256.7163, 32.53988, 41.72826, 0.07333349
11.09147569988926, 15.66369, 17.06843, 15.89393, 258.1497, 31.20333, 41.47783, 0.0703136
11.19139890439276, 14.90892, 18.63903, 15.25238, 249.2846, 36.00673, 43.31514, 0.06741808
11.29132210889627, 14.19051, 17.88101, 14.63672, 270.3773, 34.52778, 41.53414, 0.06464179
11.39124531339978, 13.50673, 17.15381, 14.04592, 259.3276, 33.10958, 39.82637, 0.06197983
11.49116851790328, 12.85589, 16.45618, 13.47896, 260.4612, 31.74963, 38.18882, 0.05942748
11.59109172240679, 12.23641, 15.78693, 12.93489, 262.6794, 30.44554, 36.6186, 0.05698025
11.6910149269103, 11.64678, 19.93636, 12.41278, 254.2218, 29.19501, 53.17231, 0.05463379
11.79093813141381, 11.08557, 20.36732, 11.91174, 255.0421, 27.99585, 50.98602, 0.05238396
11.89086133591731, 10.5514, 22.32819, 11.43093, 244.6191, 26.84594, 48.98615, 0.05022678
11.99078454042082, 10.04297, 21.42013, 10.96953, 243.4726, 25.74327, 46.97198, 0.04815843
12.09070774492433, 9.559033, 20.549, 10.52675, 240.4188, 24.68588, 49.77528, 0.04617526
12.19063094942783, 9.098419, 19.7133, 10.10184, 230.5935, 23.67193, 47.72866, 0.04427375
12.29055415393134, 8.660001, 18.91158, 9.694085, 248.4216, 22.69962, 45.76619, 0.04245055
12.39047735843485, 9.109327, 18.14247, 9.302788, 238.2691, 21.76725, 52.397, 0.04070243
12.49040056293835, 8.670383, 17.40464, 8.927286, 238.4203, 20.87318, 50.24258, 0.03902629
12.59032376744186, 8.25259, 16.69681, 8.56694, 239.1935, 20.01583, 48.17675, 0.03741919
12.69024697194537, 7.854929, 16.01777, 8.22114, 235.7389, 19.1937, 46.19586, 0.03587826
12.79017017644887, 7.476429, 15.36635, 7.889298, 226.1048, 18.40533, 44.29641, 0.03440078
12.89009338095238, 7.116168, 14.74142, 13.5583, 216.8644, 24.32268, 63.38921, 0.03298415
12.99001658545589, 6.773267, 16.96236, 17.02055, 230.9794, 23.32365, 68.52023, 0.03162586
13.0899397899594, 6.446889, 16.27252, 16.33353, 232.3427, 22.36565, 77.31144, 0.0303235
13.1898629944629, 6.136238, 15.61074, 15.67423, 227.8084, 21.44699, 76.89297, 0.02907477
13.28978619896641, 5.840555, 14.97587, 15.04155, 237.8969, 31.12001, 89.7056, 0.02787747
13.38970940346992, 5.559121, 22.41763, 14.43441, 228.1746, 29.84178, 99.24776, 0.02672947
13.48963260797342, 5.291247, 24.02243, 13.85177, 231.2138, 28.61605, 125.4499, 0.02562874
13.58955581247693, 5.036282, 23.04546, 13.29265, 224.0498, 27.44067, 120.2917, 0.02457334
13.68947901698044, 4.793602, 22.10823, 32.96904, 220.296, 26.31356, 119.5755, 0.02356141
13.78940222148394, 4.562617, 21.20912, 31.63826, 227.3494, 25.23276, 147.6019, 0.02259115
13.88932542598745, 4.342762, 20.34657, 30.3612, 228.846, 24.19634, 156.3811, 0.02166084
13.98924863049096, 4.1335, 19.5191, 29.13568, 219.4936, 23.2025, 149.9512, 0.02076884
14.08917183499446, 3.934322, 18.72528, 27.95964, 220.3214, 22.24947, 154.6963, 0.01991357
14.18909503949797, 3.744742, 17.96375, 26.83106, 211.3174, 21.33559, 148.3356, 0.01909353
14.28901824400148, 3.564297, 17.23318, 25.74804, 212.3532, 20.45925, 160.5294, 0.01830726
14.38894144850498, 3.392547, 16.53233, 24.70873, 208.9309, 19.6189, 170.2803, 0.01755336
14.48886465300849, 3.229073, 15.85998, 23.71137, 200.3924, 18.81307, 163.2789, 0.01683051
14.588787857512, 3.073476, 15.21497, 22.75428, 212.55, 18.04034, 161.9411, 0.01613742
14.6887110620155, 2.925377, 14.5962, 21.83581, 209.4156, 17.29935, 179.2769, 0.01547288
14.78863426651901, 2.784414, 14.00259, 20.95442, 205.5403, 16.58879, 171.9055, 0.01483571
14.88855747102252, 2.650244, 13.43312, 20.1086, 207.5026, 15.90742, 170.5109, 0.01422477
14.98848067552602, 2.522538, 12.88681, 19.29693, 204.8363, 15.25403, 163.5, 0.01363899
15.08840388002953, 2.400986, 12.36272, 18.51802, 202.3797, 14.62748, 176.1892, 0.01307733
15.18832708453304, 2.285292, 11.85994, 17.77055, 201.884, 14.02667, 168.9448, 0.01253881
15.28825028903655, 2.175172, 17.47115, 17.05325, 205.3623, 13.45054, 173.1272, 0.01202246
15.38817349354005, 2.070359, 16.76062, 16.3649, 196.9697, 12.89807, 166.0087, 0.01152737
15.48809669804356, 1.970596, 16.07898, 15.70434, 188.92, 12.36829, 185.6976, 0.01105267
15.58801990254707, 1.875641, 15.42507, 15.07044, 187.8844, 11.86027, 183.3073, 0.01059752
15.68794310705057, 1.78526, 19.02162, 14.46213, 193.0308, 11.37312, 175.7702, 0.01016111
15.78786631155408, 1.699235, 18.24804, 13.87838, 197.7737, 10.90598, 168.5431, 0.009742674
15.88778951605759, 1.617356, 20.12101, 13.31818, 189.6911, 10.45802, 167.6112, 0.009341469
15.98771272056109, 1.539421, 28.99046, 12.7806, 181.9389, 10.02847, 174.3525, 0.008956785
16.0876359250646, 1.465243, 27.81146, 12.26472, 198.4497, 9.616557, 198.9706, 0.008587943
16.18755912956811, 1.394638, 26.6804, 11.76966, 192.5316, 9.221564, 190.7895, 0.00823429
16.28748233407161, 1.327436, 25.59534, 11.29458, 195.8423, 8.842795, 182.9448, 0.007895201
16.38740553857512, 1.263471, 24.55441, 10.83868, 187.8386, 8.479585, 175.4226, 0.007570074
16.48732874307863, 4.491177, 23.55581, 10.40119, 189.1697, 8.131292, 193.7502, 0.007258337
16.58725194758213, 4.274764, 28.6252, 9.981346, 192.1472, 7.797306, 197.8872, 0.006959438
16.68717515208564, 4.068779, 27.46105, 9.578454, 184.2946, 7.477038, 189.7507, 0.006672847
16.78709835658915, 3.87272, 26.34424, 9.191825, 186.6823, 7.169924, 181.9486, 0.006398058
16.88702156109266, 8.208556, 25.27285, 8.820801, 187.5988, 6.875425, 174.4674, 0.006134585
16.98694476559616, 7.813017, 24.24504, 8.464754, 179.9321, 6.593023, 167.2938, 0.005881961
17.08686797009967, 7.436537, 23.25902, 8.123078, 172.5786, 6.322219, 181.0549, 0.005639741
17.18679117460318, 7.078198, 22.31311, 7.795194, 165.5258, 6.062539, 173.6105, 0.005407495
17.28671437910668, 6.737126, 21.40566, 7.480545, 166.5604, 5.813525, 166.4721, 0.005184813
17.38663758361019, 6.412489, 20.53512, 7.178596, 168.025, 5.574739, 161.0298, 0.004971302
17.4865607881137, 6.103496, 19.69998, 6.888836, 180.5723, 5.345761, 159.7892, 0.004766583
17.5864839926172, 5.809391, 18.8988, 6.684741, 173.1927, 5.126188, 153.2191, 0.004570294
17.68640719712071, 5.529459, 18.13021, 6.414915, 178.6281, 4.915634, 146.9191, 0.004382088
17.78633040162422, 10.66931, 25.25288, 6.15598, 173.031, 4.713728, 152.4723, 0.004201633
17.88625360612772, 10.1552, 24.22588, 5.907496, 165.9596, 4.520115, 146.203, 0.004028609
17.98617681063123, 9.665855, 23.24064, 5.669043, 164.9614, 4.334455, 148.0425, 0.00386271
18.08610001513474, 9.200094, 22.29547, 5.440215, 159.5521, 4.156421, 142.135, 0.003703643
18.18602321963824, 8.756776, 21.38874, 5.220623, 161.8517, 3.985699, 140.3194, 0.003551126
18.28594642414175, 8.33482, 32.79057, 5.009895, 159.5081, 3.82199, 151.0614, 0.00340489
18.38586962864526, 7.933196, 31.45702, 4.807674, 165.1658, 3.665004, 164.6492, 0.003264676
18.48579283314876, 7.550925, 30.1777, 4.613615, 166.1793, 3.514467, 157.8793, 0.003130236
18.58571603765227, 7.187075, 28.95041, 4.427388, 169.758, 3.370113, 151.3877, 0.003001333
18.68563924215578, 6.840756, 27.77303, 4.248679, 162.8203, 3.231688, 145.1631, 0.002877737
18.78556244665928, 6.511126, 26.64354, 4.077183, 157.377, 3.098949, 139.1944, 0.002759232
18.88548565116279, 6.197379, 25.55998, 3.91261, 150.9453, 2.971662, 135.8704, 0.002645606
18.9854088556663, 7.358912, 24.52048, 3.754679, 175.6149, 2.849604, 142.9052, 0.002536659
19.0853320601698, 7.004313, 23.52326, 3.603123, 168.438, 2.732558, 137.0294, 0.002432199
19.18525526467331, 6.666802, 22.5666, 3.457685, 161.5543, 2.620321, 131.3951, 0.002332041
19.28517846917682, 6.345554, 21.64884, 3.318118, 154.9519, 2.512693, 141.8428, 0.002236007
19.38510167368032, 6.039785, 20.76841, 8.056421, 163.0889, 2.409486, 136.0106, 0.002143928
19.48502487818383, 5.748751, 19.92379, 7.731228, 156.4238, 2.310519, 130.4183, 0.002055641
19.58494808268734, 5.47174, 19.11351, 7.419161, 167.5824, 2.215616, 128.8744, 0.001970989
19.68487128719084, 5.208077, 18.33619, 15.99812, 160.7337, 2.124611, 123.5755, 0.001889823
19.78479449169435, 4.957119, 17.59048, 15.35236, 163.5375, 2.037344, 126.388, 0.001812
19.88471769619786, 4.718255, 16.87509, 18.57547, 156.8541, 1.953662, 126.2197, 0.001737381
19.98464090070136, 4.4909, 16.1888, 17.82568, 154.9316, 1.873417, 121.0299, 0.001665836
20.08456410520487, 4.2745, 15.53043, 17.10616, 156.527, 1.796468, 117.1676, 0.001597236
20.18448730970838, 4.068528, 19.77041, 16.41567, 150.1301, 1.722679, 112.35, 0.001531462
20.28441051421188, 3.872481, 18.96637, 15.75306, 153.8504, 1.651922, 131.7238, 0.001468396
20.38433371871539, 3.68588, 18.19503, 15.1172, 147.5629, 1.58407, 134.4078, 0.001407927
20.4842569232189, 3.508272, 17.45506, 14.507, 147.0266, 1.519006, 128.8813, 0.001349948
20.58418012772241, 3.339221, 20.90668, 13.92143, 148.1193, 1.456614, 123.5821, 0.001294357
20.68410333222591, 3.178317, 20.05643, 13.3595, 155.4398, 1.396785, 118.5007, 0.001241055
20.78402653672942, 3.025166, 19.24076, 12.82025, 149.0873, 1.339413, 116.1477, 0.001189948
20.88394974123293, 2.879395, 18.45827, 12.30277, 147.3681, 1.284397, 111.372, 0.001140946
20.98387294573643, 2.740647, 17.70759, 11.80617, 151.9265, 1.231642, 130.4876, 0.001093962
21.08379615023994, 2.608586, 17.44999, 11.32962, 145.7176, 1.181053, 125.1223, 0.001048912
21.18371935474345, 2.482888, 16.74032, 10.87231, 146.3207, 1.132542, 119.9776, 0.001005718
21.28364255924695, 2.363247, 16.05951, 10.43345, 142.9077, 1.086024, 115.0445, 0.000964302
21.38356576375046, 2.249371, 17.04456, 10.01231, 137.0674, 1.041416, 120.5884, 0.0009245919
21.48348896825397, 2.140982, 18.50858, 9.608169, 131.4657, 0.998641, 119.0787, 0.0008865171
21.58341217275748, 2.037816, 17.75586, 9.22034, 136.416, 0.9576226, 114.1825, 0.0008500101
21.68333537726098, 1.939622, 17.03375, 8.848166, 130.841, 0.918289, 111.0056, 0.0008150065
21.78325858176449, 1.846159, 16.34101, 8.491014, 144.1606, 0.880571, 112.8525, 0.0007814444
21.883181786268, 1.757199, 15.67644, 8.148279, 143.6161, 0.8444023, 124.5365, 0.0007492643
21.9831049907715, 1.672526, 15.0389, 7.819378, 137.7469, 0.8097191, 119.4159, 0.0007184095
22.08302819527501, 1.591933, 22.44458, 7.503753, 143.9021, 0.7764605, 116.737, 0.0006888253
22.18295139977852, 1.515224, 21.53179, 7.200867, 139.9452, 0.744568, 111.9371, 0.0006604593
22.28287460428202, 1.442211, 20.65611, 6.910208, 137.3546, 0.7139855, 108.7332, 0.0006332615
22.38279780878553, 1.372717, 19.81606, 6.631281, 137.6869, 0.6846591, 104.2624, 0.0006071837
22.48272101328904, 1.306571, 19.01016, 6.363613, 132.06, 0.6565373, 109.2214, 0.0005821798
22.58264421779255, 7.447739, 18.23704, 6.106749, 135.8301, 0.6295705, 104.7305, 0.0005582055
22.68256742229605, 11.53154, 17.49536, 5.860253, 130.2791, 0.6037114, 127.0661, 0.0005352185
22.78249062679956, 16.93689, 22.47076, 5.623706, 134.0302, 0.5789145, 126.34, 0.0005131781
22.88241383130307, 20.04449, 21.5569, 5.396708, 130.478, 0.555136, 137.3793, 0.0004920453
22.98233703580657, 19.07862, 20.68021, 5.178873, 127.5145, 0.5323343, 131.7307, 0.0004717828
23.08226024031008, 18.15929, 19.83917, 4.96983, 130.4346, 0.5104691, 126.3143, 0.0004523547
23.18218344481359, 17.28426, 19.03234, 4.769225, 126.1614, 0.489502, 121.1206, 0.0004337266
23.28210664931709, 16.4514, 18.25831, 4.576718, 121.0055, 0.4693961, 116.1404, 0.0004158657
23.3820298538206, 15.65867, 17.51577, 4.391981, 119.4827, 0.450116, 111.3651, 0.0003987403
23.48195305832411, 14.90414, 16.80342, 4.214701, 121.7896, 0.4316278, 106.7861, 0.0003823201
23.58187626282761, 14.18596, 20.57226, 4.044577, 116.8123, 0.413899, 102.3953, 0.000366576
23.68179946733112, 13.50239, 24.99693, 3.88132, 117.4805, 0.3968984, 119.2359, 0.0003514804
23.78172267183463, 12.85176, 23.98034, 3.724652, 122.6609, 0.3805962, 115.2095, 0.0003370063
23.88164587633813, 12.23249, 23.00508, 3.574308, 118.4208, 0.3649635, 110.4724, 0.0003231284
23.98156908084164, 11.64305, 22.0695, 3.430033, 113.5813, 0.3499729, 105.9301, 0.0003098219
24.08149228534515, 11.08201, 21.17196, 3.291582, 121.461, 0.335598, 101.5745, 0.0002970634
24.18141548984865, 10.54801, 20.31092, 3.158719, 118.9809, 0.3218136, 114.0794, 0.0002848302
24.28133869435216, 10.03974, 19.4849, 3.031219, 119.1933, 0.3085953, 115.6184, 0.0002731009
24.38126189885567, 9.555966, 18.69247, 2.908865, 114.3222, 0.29592, 114.3073, 0.0002618545
24.48118510335917, 9.0955, 17.93227, 2.79145, 109.6501, 0.2837653, 109.6073, 0.0002510713
24.58110830786268, 8.657222, 17.20299, 10.10284, 106.3025, 0.2721099, 105.1005, 0.0002407321
24.68103151236619, 8.240063, 16.50336, 10.83717, 111.2713, 0.2609332, 100.7791, 0.0002308187
24.78095471686969, 7.843005, 15.83219, 16.93678, 123.374, 0.2502156, 96.63535, 0.0002213135
24.8808779213732, 7.46508, 15.18831, 16.25313, 118.332, 0.2399382, 93.36954, 0.0002121998
24.98080112587671, 7.105366, 14.57062, 15.59708, 120.7871, 0.2300829, 111.2245, 0.0002034614
25.08072433038021, 6.762985, 13.97805, 14.96751, 115.8508, 0.2206324, 112.1192, 0.0001950828
25.18064753488372, 6.437102, 13.40958, 14.36336, 123.3055, 0.2115701, 107.5091, 0.0001870493
25.28057073938723, 6.126923, 12.86423, 13.78359, 118.2663, 0.20288, 107.664, 0.0001793465
25.38049394389073, 5.831689, 12.34106, 13.22722, 126.7792, 0.1945469, 103.2372, 0.000171961
25.48041714839424, 5.550682, 11.83916, 12.69331, 121.5981, 0.186556, 98.99234, 0.0001648796
25.58034035289775, 5.283216, 11.35768, 12.18095, 124.7107, 0.1788934, 95.7578, 0.0001580899
25.68026355740125, 5.028637, 10.89578, 11.68927, 123.1684, 0.1715455, 91.8205, 0.0001515797
25.78018676190476, 4.786326, 10.45266, 11.21744, 118.1348, 0.1644994, 88.0451, 0.0001453376
25.88010996640827, 4.555691, 10.02756, 10.76465, 123.4723, 0.1577427, 96.79739, 0.0001393526
25.98003317091177, 4.33617, 9.619754, 10.33014, 118.4262, 0.1512635, 92.81736, 0.000133614
26.07995637541528, 4.127226, 9.22853, 9.913172, 124.4363, 0.1450505, 97.14347, 0.0001281118
26.17987957991879, 3.92835, 8.853217, 9.513031, 128.8507, 0.1390927, 93.1492, 0.0001228361
26.27980278442229, 3.739058, 8.709526, 9.129043, 123.5849, 0.1333795, 111.2091, 0.0001177777
26.3797259889258, 3.558887, 8.35532, 8.760552, 127.9741, 0.1279011, 114.1011, 0.0001129276
26.47964919342931, 3.387397, 8.015519, 8.406938, 122.7441, 0.1226477, 109.4096, 0.0001082772
26.57957239793282, 5.522528, 14.93028, 8.067595, 120.8738, 0.11761, 106.9195, 0.0001038183
26.67949560243632, 5.256418, 14.98732, 7.741951, 115.934, 0.1127793, 102.5233, 9.954306e-05
26.77941880693983, 5.003131, 14.37781, 7.429451, 111.196, 0.1081469, 98.3078, 9.544386e-05
26.87934201144334, 4.762049, 13.79308, 7.129565, 106.6517, 0.1037049, 106.8821, 9.151346e-05
26.97926521594684, 4.532584, 13.23213, 6.841784, 124.174, 0.0994453, 102.4874, 8.774492e-05
27.07918842045035, 4.314176, 12.694, 6.565618, 121.4586, 0.09536066, 98.27338, 8.413157e-05
27.17911162495386, 4.106292, 12.17775, 6.3006, 116.4948, 0.09144379, 94.23266, 8.066701e-05
27.27903482945736, 3.908425, 11.68249, 6.04628, 136.7746, 0.08768781, 90.35808, 7.734513e-05
27.37895803396087, 3.720093, 11.20738, 5.802225, 131.185, 0.08408611, 86.64281, 7.416005e-05
27.47888123846438, 3.540835, 10.75159, 5.568021, 125.8238, 0.08063234, 83.0803, 7.110612e-05
27.57880444296789, 3.370216, 10.31434, 5.34327, 124.8178, 0.07732043, 95.38139, 6.817796e-05
27.67872764747139, 3.207818, 9.894864, 5.127592, 119.7168, 0.07414455, 91.45958, 6.537038e-05
27.7786508519749, 9.683807, 9.492452, 4.920619, 114.8243, 0.07109912, 94.01318, 6.267841e-05
27.87857405647841, 9.217181, 9.785578, 4.722001, 122.1113, 0.06817878, 93.76994, 6.00973e-05
27.97849726098191, 9.362041, 13.23789, 4.531399, 136.3129, 0.06537839, 98.60767, 5.762248e-05
28.07842046548542, 8.910919, 12.69952, 4.348492, 130.7421, 0.06269302, 94.55319, 5.524958e-05
