 , C04, C08, C10, C15, C16, C18, C20, C22, C25, C27, C28, C30, C32
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
53.15918405313163, 0.3446164, 6.913921, 19.53394, 63.71693, 37.90044, 71.58728, 1.253264, 19.38579, 321.4742, 286.0791, 313.5179, 173.2616, 410.141
53.25910733142699, 0.3299208, 6.625781, 18.71971, 61.11063, 36.35931, 68.69249, 1.201898, 18.55066, 315.3933, 274.2774, 327.6122, 174.2053, 424.2069
53.35903060972235, 0.3158519, 6.349649, 17.93942, 58.61094, 34.88084, 65.91476, 1.152638, 17.75152, 326.4568, 293.7365, 314.3096, 179.9312, 439.1405
53.45895388801771, 0.3023829, 6.085026, 17.19166, 60.90004, 33.46249, 63.24935, 1.105396, 16.98679, 313.2906, 284.7688, 337.6008, 172.6144, 429.4916
53.55887716631307, 7.05033, 5.83143, 16.47506, 71.11808, 34.88301, 66.35925, 1.060091, 16.25501, 316.7236, 293.3792, 323.8926, 165.5951, 432.2308
53.65880044460843, 6.749681, 5.588404, 15.78833, 68.20905, 33.46457, 63.67587, 1.016642, 15.55476, 303.9499, 300.5543, 310.7411, 191.4704, 414.6391
53.75872372290379, 6.461852, 7.663379, 15.13023, 65.419, 32.10381, 61.10099, 0.9749746, 14.88467, 307.9708, 288.1554, 305.3961, 183.6844, 423.0858
53.85864700119915, 6.186297, 7.344005, 14.49956, 62.74308, 30.79838, 58.63024, 0.9350146, 14.24345, 299.9475, 276.2681, 322.3173, 176.2149, 417.1063
53.95857027949451, 5.922493, 7.037941, 13.89518, 60.17661, 35.89885, 56.2594, 0.8966925, 13.62986, 308.4307, 274.3708, 322.0059, 183.0911, 400.1302
54.05849355778987, 5.669938, 6.744633, 13.31599, 57.71513, 34.4391, 53.98442, 0.8599409, 13.04269, 305.3492, 272.0909, 336.9454, 175.6458, 419.1703
54.15841683608523, 9.011548, 6.463548, 12.76094, 55.35433, 35.86665, 51.80144, 0.8246957, 12.48082, 321.1181, 275.304, 325.9349, 168.5033, 410.1946
54.25834011438059, 8.627266, 6.194177, 12.22903, 53.0901, 34.40821, 49.70673, 0.790895, 11.94316, 327.7092, 274.6482, 312.7005, 161.6511, 415.916
54.35826339267595, 8.259371, 5.936033, 11.71929, 56.09115, 33.00908, 47.69673, 0.7584797, 11.42865, 316.3454, 275.2381, 319.4954, 169.7633, 398.9883
54.45818667097132, 7.907164, 5.688647, 11.2308, 63.94847, 31.66684, 45.76801, 0.7273929, 10.93632, 318.1739, 274.4271, 331.3511, 162.8599, 420.9265
54.55810994926667, 7.569976, 5.451571, 10.76267, 61.3327, 30.37918, 43.91728, 0.6975802, 10.46519, 305.3417, 263.1061, 324.8329, 172.1365, 413.3661
54.65803322756204, 7.247168, 5.224374, 10.31405, 58.82393, 29.14388, 52.67979, 0.6689894, 10.01436, 293.027, 267.8408, 311.6432, 165.1366, 419.2635
54.75795650585739, 6.938124, 5.006647, 9.884131, 56.41777, 27.95881, 50.54957, 0.6415704, 9.582945, 284.0758, 275.8884, 342.4841, 158.4214, 402.1996
54.85787978415275, 6.64226, 4.797993, 9.472134, 54.11004, 26.82193, 48.50549, 0.6152753, 9.170118, 310.341, 264.5071, 328.5777, 163.9767, 408.9974
54.95780306244811, 6.359012, 4.598035, 9.077309, 51.8967, 25.73128, 52.09593, 0.5900578, 8.775077, 297.8247, 253.5953, 317.2496, 162.0573, 405.9165
55.05772634074347, 6.087842, 4.406411, 8.698941, 49.7739, 24.68498, 50.35951, 0.5658739, 8.397053, 291.4966, 251.151, 317.147, 155.4673, 405.1785
55.15764961903884, 5.828237, 4.222772, 8.336345, 51.75277, 23.68122, 48.32311, 0.5426812, 8.035314, 303.6789, 255.4473, 304.2694, 158.6148, 413.7083
55.25757289733419, 5.579701, 4.046787, 7.988863, 51.87311, 22.71828, 46.36906, 0.5204391, 7.689158, 308.968, 264.413, 311.7185, 152.1647, 402.3203
55.35749617562956, 11.61827, 3.878136, 7.655865, 49.75128, 21.79449, 48.38133, 0.4991086, 12.9106, 308.3101, 263.5555, 302.8352, 169.6863, 395.569
55.45741945392491, 11.12283, 3.716513, 17.79404, 47.71624, 20.90827, 48.40053, 0.4786523, 12.35442, 305.5863, 252.683, 291.4387, 162.7861, 400.4249
55.55734273222028, 10.64851, 3.561626, 17.05234, 53.95602, 20.05808, 55.73696, 0.4590344, 11.8222, 313.5164, 274.6017, 310.5774, 168.87, 400.3679
55.65726601051563, 10.19442, 7.226105, 16.34155, 63.81324, 24.61469, 53.48311, 0.4402206, 11.31291, 303.8347, 290.2704, 310.3758, 162.003, 408.5115
55.757189288811, 16.50615, 15.65615, 15.66039, 61.203, 23.61379, 51.3204, 0.4221779, 10.82556, 306.7587, 282.5326, 323.7791, 155.4152, 401.3184
55.85711256710636, 15.80227, 25.13736, 27.5956, 58.69953, 37.71093, 59.36737, 0.4048746, 10.3592, 312.6768, 340.5187, 341.8618, 149.0953, 404.2218
55.95703584540171, 15.12841, 24.08976, 32.73279, 56.29847, 36.1775, 56.96672, 0.3882806, 9.912935, 310.4753, 330.8797, 333.309, 143.0324, 406.1299
56.05695912369708, 14.48328, 23.08581, 31.36839, 60.33652, 34.70642, 70.27413, 0.3723666, 9.485893, 316.3783, 343.5546, 332.36, 158.6539, 397.4779
56.15688240199243, 13.86567, 25.4319, 45.47102, 57.8685, 50.78725, 67.43244, 0.357105, 9.077248, 303.6185, 334.8383, 327.3006, 164.2693, 396.7333
56.2568056802878, 13.27439, 27.8025, 43.57566, 55.50142, 48.72211, 64.70566, 0.3424688, 12.57877, 317.6228, 332.8462, 323.1447, 157.5894, 399.7294
56.35672895858315, 12.70833, 26.64383, 41.75931, 61.834, 52.99802, 62.08914, 0.3284325, 12.03688, 311.1007, 345.7565, 327.5137, 151.181, 401.328
56.45665223687852, 12.1664, 25.53344, 40.01867, 72.1719, 50.84297, 65.88414, 0.3149714, 11.51834, 298.5537, 360.6978, 322.3691, 145.0333, 406.757
56.55657551517388, 12.75597, 24.46932, 38.35057, 69.21976, 55.17354, 63.21997, 0.3020622, 16.70114, 294.6815, 353.9341, 325.8429, 146.1964, 403.6337
56.65649879346924, 13.89483, 23.44955, 45.832, 77.67889, 52.93003, 60.66353, 0.2896819, 15.98167, 282.7968, 359.998, 322.4494, 155.7203, 400.6606
56.7564220717646, 13.85711, 22.47229, 49.6605, 74.50148, 60.22763, 58.21046, 0.2778091, 31.78319, 304.4922, 345.1469, 337.7954, 153.3174, 406.3658
56.85634535005996, 14.94402, 21.53575, 47.59051, 71.45405, 57.77861, 57.04768, 0.266423, 30.41399, 315.6663, 359.6486, 341.4622, 154.3041, 389.8268
56.95626862835532, 25.87385, 22.54204, 45.60681, 78.3317, 55.42918, 74.67583, 0.2555034, 29.10378, 303.4572, 350.2686, 355.1472, 148.0294, 400.0714
57.05619190665067, 24.7705, 21.60259, 43.70579, 75.12759, 69.14229, 71.88556, 0.2450315, 28.06526, 293.6445, 366.0175, 359.9751, 151.9084, 401.8336
57.15611518494604, 23.71421, 20.70229, 43.69633, 74.96633, 77.75953, 68.97871, 0.2349887, 49.79018, 301.0695, 370.1004, 365.037, 145.7311, 385.4791
57.2560384632414, 24.00286, 19.83952, 41.87495, 89.17596, 74.59762, 66.1894, 0.2253575, 47.64526, 307.3075, 369.633, 381.1096, 158.5022, 410.3213
57.35596174153676, 22.9793, 24.68601, 45.39703, 85.52827, 83.21863, 63.51289, 0.2161211, 45.59274, 314.6432, 433.7498, 396.0331, 152.0568, 401.8356
57.45588501983212, 21.99938, 23.65722, 84.65044, 83.89281, 86.73212, 65.95851, 0.2072633, 43.62864, 324.372, 463.8558, 384.8369, 181.0543, 406.6645
57.55580829812748, 21.06126, 22.6713, 81.12197, 80.46123, 88.7262, 63.38762, 0.1987684, 47.27947, 313.5276, 459.1269, 390.7581, 173.6918, 397.3
57.65573157642284, 20.16314, 28.06482, 83.21803, 82.11369, 85.11835, 77.05799, 0.1906218, 45.24271, 325.4092, 459.9172, 390.713, 166.6287, 415.7452
57.7556548547182, 19.30331, 26.89521, 93.46098, 80.57047, 104.7541, 73.94198, 10.26991, 43.29369, 327.7147, 484.4354, 401.5615, 159.8528, 410.1124
57.85557813301356, 18.48016, 25.77434, 112.1709, 77.27478, 106.8759, 70.95197, 9.848989, 41.42863, 336.5212, 518.8192, 411.6105, 183.4687, 403.8368
57.95550141130892, 20.11119, 24.70019, 107.4953, 77.01164, 117.5917, 73.33937, 9.445322, 39.64391, 340.3892, 546.7369, 412.4529, 176.008, 401.9433
58.05542468960428, 19.25358, 23.6708, 106.6605, 73.86153, 112.8101, 79.7852, 9.0582, 37.93608, 344.7315, 580.441, 436.23, 168.8507, 422.4203
58.15534796789964, 18.43255, 22.68431, 106.058, 70.84028, 108.2229, 92.23885, 8.686944, 36.30183, 334.0341, 581.6475, 438.6394, 171.6594, 409.9757
58.255271246195, 20.11202, 21.73894, 101.6372, 67.9426, 134.5062, 98.774, 8.330904, 34.73797, 329.2078, 589.4043, 457.409, 185.3338, 420.9245
58.35519452449036, 19.25437, 20.83296, 97.40064, 73.0595, 129.0368, 94.77985, 12.22704, 33.24149, 343.5477, 601.2246, 456.0506, 177.7973, 415.8396
58.45511780278572, 19.25134, 31.42662, 94.43802, 85.16979, 123.7898, 90.94722, 11.7259, 33.86898, 365.1857, 588.2809, 442.5456, 176.7126, 411.2822
58.55504108108108, 18.4304, 30.11691, 97.06721, 81.68597, 118.7562, 87.26957, 11.24531, 32.40993, 364.6858, 594.5972, 453.789, 169.5267, 410.6044
58.65496435937644, 17.64447, 28.86177, 114.1801, 78.34467, 113.9272, 100.2472, 10.78441, 31.01374, 382.8123, 601.0884, 440.1524, 162.6329, 417.2846
58.7548876376718, 16.89205, 45.6787, 139.0072, 94.13514, 123.6441, 107.0606, 10.34241, 29.67769, 374.4993, 614.0425, 436.811, 187.1339, 408.8835
58.85481091596716, 16.17172, 43.77503, 133.213, 90.28461, 118.6163, 102.7314, 9.918517, 47.11084, 359.3954, 619.5809, 439.0356, 179.5242, 413.4832
58.95473419426252, 15.4821, 41.95069, 154.2728, 89.68673, 113.7931, 98.57724, 27.80599, 50.68555, 379.4873, 608.6315, 433.0838, 172.2239, 435.826
59.05465747255789, 14.82189, 40.20238, 171.8649, 123.7687, 115.8643, 94.59105, 48.48373, 48.50205, 385.3536, 631.3403, 447.1619, 168.1856, 442.7584
59.15458075085324, 18.98307, 38.52693, 164.7011, 128.335, 122.4364, 97.09364, 46.4966, 46.41262, 399.6855, 637.9341, 450.0403, 161.3464, 445.0865
59.25450402914861, 18.17357, 36.92131, 159.6412, 123.0856, 117.4578, 97.61494, 45.72442, 51.53402, 401.3049, 625.09, 479.506, 154.7853, 434.0827
59.35442730744396, 17.39859, 46.10485, 158.8234, 120.8107, 127.4637, 98.32668, 47.19597, 49.80997, 385.12, 655.298, 473.7673, 156.2231, 423.7417
59.45435058573932, 16.65666, 44.18342, 174.4293, 133.2095, 124.5148, 98.36441, 45.26161, 47.6642, 381.3566, 667.7539, 454.5302, 149.8704, 433.2808
59.55427386403468, 27.07288, 42.34206, 174.23, 134.5169, 119.4516, 94.38683, 43.94765, 49.90394, 380.9006, 660.9344, 467.165, 155.1294, 448.7131
59.65419714233004, 25.9184, 40.57744, 168.9418, 129.0146, 132.8732, 90.57008, 51.71176, 47.75411, 387.8185, 650.7076, 472.7877, 162.7112, 430.4506
59.75412042062541, 24.81316, 38.88636, 166.0711, 126.7902, 127.4702, 102.5083, 51.63329, 45.6969, 386.4079, 651.0176, 453.5904, 160.8369, 431.6825
59.85404369892076, 23.75504, 37.26576, 180.0961, 125.459, 122.287, 98.80531, 49.51706, 43.72831, 374.9722, 641.7003, 465.168, 154.2965, 429.7603
59.95396697721613, 22.74205, 35.7127, 172.5892, 120.3271, 117.3144, 95.59779, 47.48758, 41.93435, 385.345, 643.2476, 464.5133, 160.9986, 433.221
60.05389025551148, 21.77225, 34.22436, 172.7269, 128.4003, 125.6573, 91.73208, 45.54127, 47.38509, 389.2452, 650.2644, 465.4695, 163.9742, 415.589
60.15381353380685, 20.84381, 32.79805, 165.5271, 143.5186, 120.5477, 88.02269, 43.67473, 45.34378, 395.1421, 659.2302, 472.0771, 166.1597, 449.1362
60.2537368121022, 19.95496, 31.43118, 158.6275, 137.6481, 134.8899, 96.22211, 59.58972, 43.3904, 395.5922, 656.0221, 458.2191, 172.0677, 430.8565
60.35366009039757, 19.10402, 30.12128, 156.2086, 137.0365, 135.2868, 92.33115, 69.98273, 41.52118, 392.4229, 643.3729, 491.6145, 172.0392, 438.019
60.45358336869293, 18.28936, 28.86596, 149.6974, 139.3242, 129.7856, 101.8193, 67.11444, 39.73248, 406.139, 633.0959, 471.6527, 165.0432, 443.103
60.55350664698828, 17.50944, 27.66296, 143.4576, 137.2174, 125.5943, 97.70201, 64.36372, 38.02083, 393.4444, 644.054, 481.9326, 158.3318, 425.0688
60.65342992528365, 16.76278, 40.08515, 137.4778, 152.1888, 120.4873, 93.75121, 61.72573, 40.92031, 388.9114, 629.8328, 487.1958, 174.3662, 435.365
60.753353203579, 20.13699, 38.41459, 131.7474, 145.9636, 126.5824, 89.96017, 59.19586, 39.15749, 391.1161, 646.8175, 468.2775, 172.5372, 451.0817
60.85327648187437, 19.27829, 36.81364, 126.2558, 147.6605, 121.4352, 96.5444, 64.84517, 43.98888, 386.4889, 650.4629, 458.0806, 180.2272, 452.871
60.95319976016972, 18.4562, 43.27428, 134.4985, 162.9494, 121.8631, 92.64041, 62.18745, 42.09388, 380.7432, 644.4979, 498.7914, 172.8984, 455.671
61.05312303846509, 17.66916, 44.33336, 131.503, 159.8587, 127.4005, 108.0151, 59.63865, 40.2805, 410.5448, 661.6125, 478.5382, 166.5021, 458.0215
61.15304631676045, 16.91569, 45.362, 126.0216, 153.3198, 122.22, 103.6472, 74.19643, 38.54525, 393.9872, 675.9618, 496.6486, 159.7314, 439.3801
61.25296959505581, 16.19435, 43.47153, 140.5968, 147.0484, 145.1533, 103.8519, 71.15544, 43.19374, 389.6816, 704.8729, 499.4654, 172.7075, 462.6091
61.35289287335117, 15.50377, 41.65984, 137.1124, 141.0334, 139.2509, 104.3131, 72.91714, 41.33298, 394.0717, 696.0762, 525.6918, 165.6844, 459.4851
61.45281615164653, 14.84264, 39.92365, 139.1754, 150.2505, 136.2148, 103.3901, 69.92858, 39.55239, 413.0872, 688.974, 504.3463, 173.3325, 473.3885
61.55273942994189, 14.2097, 38.25982, 133.3742, 144.1046, 130.676, 99.20934, 67.06252, 41.28936, 396.4271, 693.3466, 522.3823, 166.284, 454.1217
61.65266270823724, 13.60375, 36.66533, 127.8148, 138.2101, 139.198, 95.19759, 64.31391, 39.51065, 384.988, 689.5764, 501.1712, 176.2238, 463.2493
61.75258598653261, 13.02364, 38.30877, 123.5103, 138.3087, 133.5379, 91.34806, 83.53406, 37.80856, 408.868, 674.7957, 490.5761, 188.9226, 444.3952
61.85250926482797, 12.46827, 36.71224, 118.3621, 147.1337, 128.1078, 94.07539, 80.11036, 36.17979, 411.0471, 677.6831, 486.6122, 181.2401, 450.9019
61.95243254312333, 11.93658, 35.18224, 113.4284, 141.1153, 135.8042, 102.5019, 78.3884, 39.04393, 402.0418, 673.1904, 492.1562, 173.87, 455.2737
62.05235582141869, 11.42757, 38.07826, 108.7004, 146.8085, 130.282, 98.35703, 79.62367, 37.36195, 404.2689, 682.7809, 506.3225, 179.6445, 436.7442
62.15227909971405, 10.94026, 36.49134, 107.4362, 152.8261, 124.9844, 107.4646, 86.76193, 35.75242, 410.3108, 674.1678, 498.347, 172.3394, 452.3213
62.25220237800941, 10.47373, 34.97055, 105.1238, 146.5748, 119.9022, 109.2638, 90.21591, 34.21223, 393.7626, 659.3199, 491.9749, 165.3312, 458.1666
62.35212565630477, 10.02709, 33.51314, 101.4984, 140.5793, 115.0266, 107.0932, 86.51836, 32.7384, 397.919, 653.7871, 471.9985, 165.9569, 439.5193
62.45204893460013, 9.599506, 32.11647, 97.26771, 134.829, 126.7918, 102.7627, 82.97234, 31.32805, 403.4543, 644.5485, 492.3965, 159.2083, 442.3485
62.55197221289549, 9.190151, 30.778, 93.21332, 138.1768, 121.6361, 98.60724, 83.505, 29.97846, 424.0535, 631.0394, 472.403, 153.675, 449.8098
62.65189549119085, 8.798253, 30.84225, 89.32793, 132.5248, 116.6901, 114.0659, 80.0825, 28.68701, 406.9511, 626.4818, 453.2213, 165.2292, 444.1726
62.75181876948621, 8.924779, 29.55689, 85.60449, 130.4081, 113.3748, 114.6751, 76.80026, 27.4512, 390.5384, 617.4775, 474.4624, 158.5102, 441.356
62.85174204778157, 8.544197, 28.32509, 82.03626, 125.0739, 108.7646, 110.0379, 73.65256, 26.26862, 398.0438, 635.1498, 459.0154, 167.7085, 465.3708
62.95166532607693, 8.179844, 27.14464, 78.61676, 119.9578, 109.4832, 105.5883, 76.10965, 30.88923, 387.1679, 608.9478, 465.1214, 161.2719, 459.7812
63.05158860437229, 7.831028, 26.01337, 75.3398, 115.051, 105.0314, 101.3186, 72.99025, 30.68554, 377.9973, 595.7424, 472.9036, 154.7138, 445.4759
63.15151188266765, 7.497087, 24.92926, 85.20496, 118.1623, 100.7605, 97.22157, 69.9987, 29.36363, 403.8069, 584.0006, 453.7016, 151.9504, 434.918
63.25143516096301, 17.05239, 23.89032, 81.65337, 125.7577, 96.66331, 103.847, 67.12975, 41.76211, 404.8763, 599.3077, 447.7399, 158.1454, 430.9816
63.35135843925837, 19.46462, 22.89469, 84.16409, 120.6137, 100.7413, 99.64776, 64.3784, 39.96303, 397.5091, 613.5576, 451.1355, 151.7145, 429.4316
63.45128171755373, 18.63459, 21.94054, 80.6559, 140.2984, 96.64487, 95.61828, 61.7398, 38.24146, 401.3779, 588.2463, 450.5683, 145.5451, 432.5081
63.55120499584909, 17.83995, 21.02616, 94.74007, 148.6143, 92.71503, 110.1172, 59.20936, 43.31018, 385.19, 598.8689, 470.6468, 139.6265, 447.1599
63.65112827414445, 17.0792, 20.14989, 90.79104, 156.9725, 88.94499, 105.6644, 56.78262, 41.44441, 396.6144, 602.243, 451.5364, 151.4263, 462.6476
63.75105155243981, 16.35088, 27.11026, 87.00661, 150.5517, 93.76801, 101.3916, 67.05434, 39.65902, 391.3522, 581.7307, 433.202, 145.2686, 464.2793
63.85097483073517, 15.65363, 25.98043, 83.37994, 146.8353, 89.95515, 97.78549, 72.39635, 37.95053, 394.136, 578.8937, 441.0132, 139.3613, 445.3833
63.95089810903053, 14.9861, 37.34238, 79.90443, 140.8291, 115.2284, 93.83132, 69.42915, 36.31565, 390.0292, 576.3976, 462.983, 147.1929, 455.0545
64.0508213873259, 14.34705, 35.78612, 76.57379, 137.8284, 110.5429, 100.4953, 66.58355, 34.7512, 400.9421, 562.8466, 460.4959, 141.2074, 436.5339
64.15074466562125, 13.73524, 34.29472, 78.26058, 140.6487, 106.0479, 96.43153, 63.85458, 33.25415, 391.4114, 594.6404, 462.8528, 144.386, 449.411
64.25066794391661, 13.14952, 36.93089, 74.99847, 138.1336, 103.4895, 92.53211, 63.23067, 31.82158, 395.8214, 577.0662, 453.6174, 140.01, 457.8805
64.35059122221197, 12.58878, 35.39178, 71.87232, 135.0683, 99.28135, 88.79037, 70.66214, 30.45073, 396.1734, 561.1476, 443.4207, 141.6499, 466.8929
64.45051450050734, 12.05196, 33.91681, 68.87648, 139.9476, 95.2443, 88.10378, 67.76601, 29.13894, 408.9541, 561.3812, 425.4158, 135.8898, 455.1644
64.55043777880269, 11.53802, 32.50332, 66.00552, 134.2231, 91.37141, 104.6203, 64.98857, 37.35933, 392.8955, 538.2224, 408.142, 158.7291, 458.6183
64.65036105709805, 11.046, 31.14873, 63.25422, 128.7328, 100.1668, 108.7112, 62.32497, 35.74992, 388.7069, 545.7421, 428.4767, 152.2745, 453.0837
64.75028433539342, 10.57496, 29.8506, 60.61761, 123.4671, 96.09372, 104.3152, 67.30088, 34.20984, 383.9336, 523.2284, 424.0926, 150.1685, 438.3936
64.85020761368878, 10.12401, 28.60657, 58.0909, 119.4819, 92.18629, 100.097, 64.54251, 32.7361, 374.8066, 518.0819, 417.045, 153.0907, 423.7274
64.95013089198413, 9.692291, 27.41438, 55.66951, 114.5946, 88.43774, 103.5241, 61.89719, 31.32586, 374.4283, 537.0994, 433.1404, 154.3371, 427.9631
65.05005417027949, 9.27898, 33.88848, 53.34905, 135.976, 84.84163, 99.33784, 59.3603, 32.48654, 391.5528, 514.9422, 415.5529, 148.061, 442.6947
65.14997744857486, 8.883294, 32.47617, 51.12531, 132.3378, 81.39174, 95.32089, 56.92738, 31.08704, 384.5997, 501.6388, 434.488, 142.0401, 442.1259
65.24990072687021, 8.504481, 31.12271, 48.99427, 126.9246, 94.15361, 91.46638, 54.59417, 29.74784, 372.267, 525.9128, 435.0094, 136.2641, 437.9701
65.34982400516557, 8.141822, 29.82567, 46.95205, 121.7329, 90.32507, 88.72484, 52.3566, 28.46632, 375.5491, 504.2172, 425.8224, 140.8906, 442.866
65.44974728346094, 7.794628, 28.58267, 44.99496, 118.413, 86.65221, 95.19997, 50.21073, 27.24001, 372.8842, 487.6547, 408.5321, 135.5948, 436.9405
65.5496705617563, 7.462239, 27.39148, 43.11944, 113.5694, 85.09751, 102.7176, 48.15281, 26.06653, 357.8454, 499.6352, 415.0552, 156.1491, 429.607
65.64959384005165, 7.144024, 26.24993, 41.32211, 122.0581, 81.63721, 98.56394, 46.17923, 24.94361, 365.5842, 481.739, 404.558, 149.7994, 426.4062
65.74951711834701, 6.839379, 25.15596, 39.59969, 117.0654, 78.31763, 94.57829, 44.28655, 23.86905, 375.6181, 473.3546, 388.1311, 143.7078, 431.735
65.84944039664238, 6.547726, 24.10757, 37.94906, 112.2769, 84.43095, 91.72771, 42.47144, 22.84079, 384.67, 475.4031, 402.457, 137.864, 414.1635
65.94936367493774, 6.268509, 23.10288, 36.36724, 107.6843, 80.99776, 88.0185, 40.73072, 21.85683, 375.3623, 471.1232, 402.0903, 144.0936, 407.3921
66.04928695323309, 6.001199, 22.14006, 34.85135, 126.6786, 77.70417, 91.85321, 39.06134, 25.37304, 379.3272, 462.6417, 385.7636, 138.2341, 433.5082
66.14921023152846, 5.745288, 21.21737, 33.39865, 121.4969, 74.54451, 88.13892, 37.46038, 24.27999, 364.0286, 450.5296, 399.4023, 132.6129, 415.8645
66.24913350982382, 5.50029, 20.33313, 32.0065, 116.5271, 71.51333, 89.56755, 35.92505, 23.23402, 361.8847, 449.2084, 404.9877, 127.2202, 424.1827
66.34905678811917, 5.265739, 19.48574, 30.67238, 111.7607, 68.6054, 85.94569, 37.5873, 22.23312, 360.3524, 430.6771, 394.8524, 122.0469, 447.7456
66.44898006641453, 5.041191, 18.67366, 29.39387, 107.1892, 70.76634, 95.10616, 36.04676, 36.91994, 345.8191, 450.5512, 378.8196, 117.0839, 429.5225
66.5489033447099, 4.826218, 17.89543, 28.16866, 102.8047, 67.88879, 91.26034, 34.56936, 35.32946, 373.8035, 447.0993, 383.1535, 139.1405, 424.8107
66.64882662300526, 4.620412, 17.14964, 26.99451, 98.59953, 78.22553, 87.57002, 33.15252, 34.01881, 358.7277, 444.7284, 372.0999, 133.4825, 407.5211
66.74874990130061, 4.423383, 16.43492, 25.8693, 94.56638, 75.04467, 84.02893, 31.79374, 32.55331, 355.0029, 426.3819, 385.1375, 128.0544, 424.0483
66.84867317959598, 4.234755, 31.27, 24.791, 117.911, 71.99315, 80.63103, 30.49065, 31.15094, 351.9664, 422.6678, 381.0369, 122.8472, 411.9244
66.94859645789134, 4.054171, 29.96681, 23.75764, 113.0879, 69.06571, 77.37054, 44.80387, 29.80898, 341.2355, 410.0825, 365.5651, 117.8516, 414.7307
67.04851973618671, 3.881288, 28.71793, 22.76735, 108.4621, 66.25732, 74.24189, 42.96756, 28.52483, 371.7122, 426.9773, 357.7838, 113.0592, 423.0508
67.14844301448205, 3.715777, 27.5211, 21.81835, 104.0256, 63.56311, 72.98387, 41.2065, 27.296, 356.7207, 436.4998, 373.3351, 122.6506, 422.1838
67.24836629277742, 3.557324, 26.37415, 20.9089, 114.9407, 67.15015, 88.0825, 39.51763, 26.12011, 352.7216, 447.8418, 363.8099, 123.4026, 428.1784
67.34828957107278, 3.405628, 25.275, 20.03736, 126.8063, 64.41965, 84.52068, 42.73058, 24.99487, 351.459, 454.9339, 376.6845, 125.12, 428.3826
67.44821284936813, 3.260401, 37.89714, 49.93811, 121.6193, 61.80017, 87.24214, 40.97924, 23.91811, 365.1608, 444.6926, 376.6646, 132.1792, 410.9475
67.5481361276635, 3.121367, 36.31776, 47.85655, 117.6483, 81.72884, 91.79034, 39.29968, 22.88774, 350.4336, 453.1061, 396.9278, 126.8042, 420.8928
67.64805940595886, 2.988261, 34.80421, 56.26167, 115.709, 78.40552, 88.07859, 37.68896, 21.90175, 360.1223, 456.4944, 380.8107, 136.9626, 425.8965
67.74798268425423, 2.860832, 33.35373, 57.92356, 110.976, 83.28581, 84.51694, 36.14426, 36.48231, 369.8767, 456.2856, 381.1286, 131.3931, 415.2977
67.84790596254958, 2.738837, 31.96371, 55.50914, 107.617, 88.72031, 91.22849, 34.66286, 34.91068, 354.9593, 447.0442, 396.5987, 127.3615, 398.3952
67.94782924084494, 2.622043, 30.63161, 55.52195, 103.215, 85.1127, 87.53947, 33.24218, 33.40675, 357.5518, 452.799, 389.1333, 122.1824, 422.2386
68.0477525191403, 2.510231, 29.35502, 53.20764, 98.99301, 81.65179, 92.79169, 31.87973, 31.96761, 355.0698, 453.241, 383.907, 117.626, 405.0536
68.14767579743567, 2.403186, 43.30564, 57.28566, 94.94376, 78.3316, 89.03945, 30.57312, 30.59047, 346.3712, 458.8537, 382.2855, 124.6121, 419.594
68.24759907573102, 2.300706, 41.50087, 54.89783, 100.2161, 75.14643, 97.84151, 29.32006, 29.27266, 344.0599, 445.7238, 386.0892, 119.5448, 404.4482
68.34752235402638, 2.202597, 39.77131, 52.60954, 96.1168, 76.02301, 93.88507, 28.11835, 28.01161, 337.1527, 442.1031, 377.9809, 114.6836, 406.1195
68.44744563232175, 2.108671, 38.11382, 54.43877, 109.8005, 72.93171, 92.68221, 26.96591, 26.80489, 344.5845, 450.4897, 375.3706, 127.105, 408.86
68.5473689106171, 2.01875, 36.52542, 56.04037, 105.3092, 73.01665, 88.93439, 25.86069, 26.73005, 346.7725, 437.9849, 367.6234, 121.9364, 418.8625
68.64729218891246, 1.932664, 35.79615, 58.82707, 110.2406, 70.04759, 85.33813, 24.80077, 25.57854, 337.264, 427.6297, 379.4582, 116.9779, 401.815
68.74721546720782, 1.850249, 34.30434, 66.66592, 106.2644, 67.19926, 81.8873, 23.7843, 26.67934, 362.8908, 432.0333, 364.0505, 121.2776, 427.0867
68.84713874550319, 1.771348, 32.87469, 63.8871, 115.8755, 64.46676, 78.576, 24.18856, 25.53002, 357.466, 414.2105, 362.5692, 116.3459, 414.011
68.94706202379854, 1.695812, 35.61567, 61.22411, 111.1357, 64.41798, 75.39861, 29.60556, 29.58469, 344.3917, 442.1132, 368.2455, 112.3099, 419.274
69.0469853020939, 1.623497, 52.36975, 58.67212, 106.5898, 64.55214, 73.81801, 28.39215, 28.3102, 355.6313, 438.6001, 372.4021, 117.1188, 402.2097
69.14690858038927, 1.554265, 50.18723, 70.33317, 102.2298, 61.92727, 84.87708, 27.22848, 27.09062, 341.2884, 420.5063, 358.4408, 112.3562, 397.1215
69.24683185868463, 1.487986, 48.09566, 67.40149, 108.5829, 59.40914, 81.44489, 26.1125, 25.92357, 367.0482, 418.8115, 343.8865, 118.0406, 380.9588
