 , C000, C001, C002, C003, C004, C005, C006, C008, C009, C011, C012, C013, C015, C024, C025, C029, C037, C039, C111
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
30.8, 151.8984, 560.108, 196.9592, 392.0447, 949.813, 491.1088, 558.5256, 1155.991, 437.5678, 513.9883, 370.5266, 1097.38, 1326.854, 320.6112, 995.601, 1271.938, 1316.556, 997.3752, 1816.819
30.9, 142.615, 526.7526, 251.8129, 373.992, 897.3308, 450.0126, 522.3293, 1177.481, 409.4951, 1198.959, 352.1618, 1034.717, 1264.84, 300.2187, 941.6912, 1367.084, 1376.336, 1002.236, 1757.145
31, 133.899, 495.3836, 238.8734, 356.7707, 847.2822, 412.3554, 488.4789, 1180.239, 383.2235, 1365.779, 334.7073, 975.6317, 1252.514, 281.1232, 927.3537, 1289.97, 1333.076, 946.3456, 1667.651
31.1, 125.7156, 465.8826, 226.5987, 340.3423, 849.3612, 377.8494, 505.0328, 1252.367, 409.8478, 1372.829, 318.1179, 919.9204, 1239.701, 263.2423, 877.1394, 1217.206, 1316.218, 908.3271, 1732.343
31.2, 118.0324, 496.8279, 214.9548, 324.6705, 801.9882, 346.2308, 584.6492, 1179.77, 383.5535, 1337.866, 302.3507, 988.1423, 1181.761, 246.4987, 829.6441, 1148.546, 1233.271, 885.4479, 1644.112
31.3, 110.8188, 467.2409, 203.9092, 309.7202, 757.2573, 317.2581, 546.7599, 1147.776, 358.9462, 1262.822, 287.365, 1080.978, 1126.529, 230.8201, 784.7206, 1083.759, 1155.552, 836.0698, 1612.859
31.4, 104.046, 476.0309, 193.4312, 295.4584, 774.4922, 290.7098, 572.154, 1118.546, 335.9176, 1191.986, 273.122, 1019.252, 1073.878, 216.1388, 742.2296, 1022.627, 1163.943, 789.4453, 1530.714
31.5, 97.68717, 447.6825, 206.1059, 281.8533, 733.7142, 266.3831, 617.0721, 1303.12, 341.3643, 1253.64, 259.5851, 961.0495, 1023.688, 202.3912, 739.2308, 1090.003, 1090.592, 745.4209, 1519.179
31.6, 91.71695, 465.6304, 195.515, 268.8747, 692.7913, 244.0921, 640.0953, 1227.581, 457.9724, 1223.436, 246.719, 1055.973, 975.8431, 189.5181, 699.2029, 1126.672, 1128.906, 703.8516, 1549.497
31.7, 86.1116, 460.8628, 185.4684, 256.4937, 654.1509, 317.8893, 598.6128, 1332.615, 523.3403, 1154.81, 234.4906, 995.674, 1007.131, 177.4638, 661.3425, 1092.07, 1719.602, 729.9891, 1544.936
31.8, 80.84883, 680.9416, 175.9379, 244.6829, 634.4058, 291.2882, 559.8186, 1288.957, 549.1286, 1090.033, 222.8683, 938.8182, 1011.407, 419.7883, 671.7601, 1030.468, 1821.431, 708.7621, 1466.25
31.9, 75.90769, 640.3903, 166.8973, 233.4159, 656.575, 266.9131, 523.5385, 1214.239, 521.9558, 1159.354, 211.8221, 1058.098, 1029.197, 489.7387, 635.3856, 1024.415, 1937.877, 669.2372, 1467.325
32, 71.26854, 602.254, 158.3211, 222.6677, 621.6553, 468.4622, 489.6096, 1424.86, 522.6122, 1142.085, 201.3234, 1070.751, 1093.13, 458.5888, 600.9808, 1174.311, 1925.584, 631.9164, 1678.762
32.1, 66.91291, 589.4105, 198.0253, 212.4144, 586.9825, 429.2611, 457.8796, 1488.023, 731.8401, 1185.694, 191.345, 1094.956, 1042.04, 429.4202, 581.6954, 1108.07, 1942.708, 706.1299, 1675.701
32.2, 62.82348, 554.3101, 187.8497, 202.6333, 554.2436, 393.3404, 428.2059, 1401.765, 749.861, 1119.185, 181.8612, 1032.431, 993.3381, 402.1068, 550.1978, 1180.889, 1820.28, 728.4362, 1639.567
32.3, 58.98397, 521.2999, 235.4338, 218.577, 523.3307, 360.4255, 400.4552, 1320.508, 757.9307, 1111.729, 172.8474, 973.4765, 946.9122, 376.5307, 520.4057, 1114.277, 1705.568, 687.814, 1556.061
32.4, 55.37912, 490.2556, 223.3359, 208.5121, 494.142, 330.265, 374.503, 1243.961, 709.3047, 1049.368, 164.2804, 917.8883, 902.6561, 352.5814, 634.524, 1051.424, 1598.085, 649.4572, 1662.65
32.5, 51.99459, 461.06, 211.8597, 198.9106, 466.5812, 302.6283, 352.7057, 1171.852, 663.7985, 990.5062, 156.138, 865.4744, 860.4683, 330.1554, 600.1658, 992.1152, 1497.375, 613.2394, 1577.968
32.6, 48.8169, 433.6031, 200.9731, 223.9951, 440.5577, 277.3043, 368.7722, 1103.922, 621.2117, 934.9458, 148.3992, 816.0534, 820.2523, 392.7519, 567.6681, 936.1522, 1403.012, 579.0414, 1497.6
32.7, 45.83342, 415.5161, 190.646, 277.6993, 415.9856, 254.0993, 344.8733, 1039.93, 581.3571, 882.5019, 141.044, 769.4545, 781.9159, 383.7345, 536.93, 883.3459, 1314.595, 546.7504, 1421.324
32.8, 43.03227, 390.7714, 180.8495, 433.4779, 392.7841, 232.8362, 420.9433, 979.6476, 544.0594, 832.9998, 134.0533, 725.5165, 745.3712, 359.327, 507.8563, 833.5184, 1231.751, 516.2602, 1552.289
32.9, 40.40232, 367.5003, 171.5565, 413.5174, 370.8766, 213.3524, 454.6213, 922.8596, 661.5204, 786.2743, 127.4091, 684.0876, 710.5345, 336.472, 480.3569, 786.5015, 1154.127, 487.4703, 1590.797
33, 37.93311, 345.615, 162.7409, 462.8029, 350.1909, 195.499, 425.1588, 869.3635, 619.0798, 742.1698, 121.0942, 645.0243, 677.3261, 315.0706, 454.3466, 742.1367, 1081.395, 460.2859, 1657.274
33.1, 35.6148, 325.033, 154.3784, 441.492, 330.6591, 179.1396, 397.6056, 818.9684, 579.3621, 700.5393, 115.0923, 608.1917, 645.6697, 295.0305, 429.7447, 700.2744, 1013.247, 434.6175, 1572.866
33.2, 33.43817, 305.6767, 146.4455, 438.0045, 312.2166, 164.1491, 371.838, 771.4946, 542.1924, 661.244, 109.3878, 573.4622, 615.4928, 276.265, 406.4749, 660.7735, 949.3927, 410.3806, 1492.758
33.3, 31.39457, 287.4731, 138.9203, 417.8355, 297.714, 150.4131, 347.7404, 726.7728, 507.4074, 667.9805, 103.9661, 540.7159, 586.7263, 258.6931, 394.3222, 623.5007, 889.5629, 387.4952, 1416.729
33.4, 29.47587, 270.3536, 131.7818, 398.5952, 281.109, 137.8265, 325.2045, 684.6434, 474.8541, 630.5115, 98.81316, 509.8396, 654.353, 242.2389, 391.3186, 588.3304, 833.5035, 365.886, 1506.9
33.5, 27.67443, 254.2535, 125.0101, 454.2145, 265.4302, 166.8357, 304.129, 644.9561, 444.3893, 747.7755, 93.9156, 540.1757, 623.7703, 284.9922, 370.1295, 816.8073, 1133.921, 345.482, 1612.611
33.6, 25.98309, 239.1123, 118.5864, 433.2991, 250.6259, 203.0699, 284.4194, 607.5695, 415.8789, 705.8305, 89.26077, 509.3301, 594.6169, 266.8653, 350.0877, 770.733, 1343.331, 326.2157, 1624.823
33.7, 24.39511, 224.8727, 112.4928, 413.3468, 236.6472, 186.0769, 265.9871, 757.6835, 389.1977, 760.3893, 84.83665, 480.246, 673.1282, 266.1338, 331.1312, 727.2577, 1406.433, 308.0239, 1832.854
33.8, 22.90419, 211.4812, 106.7123, 394.3132, 467.1849, 170.5059, 248.7493, 755.0707, 364.2283, 737.7555, 350.326, 452.8226, 718.2017, 323.1895, 313.2011, 686.2347, 1406.748, 460.1846, 1739.504
33.9, 21.50438, 198.8871, 101.2288, 376.1561, 441.1277, 233.5636, 232.6286, 711.301, 340.8608, 696.3726, 1235.016, 426.9652, 775.3066, 329.7037, 296.2419, 647.5258, 1426.152, 507.6675, 1650.908
34, 20.19012, 187.043, 96.02708, 358.8351, 525.0546, 214.019, 217.5527, 732.1539, 318.9925, 657.311, 1504.667, 451.5027, 767.309, 308.7328, 327.0392, 611.0003, 1336.277, 652.7122, 1566.825
34.1, 18.95619, 175.9042, 114.3316, 342.3117, 495.7697, 196.1098, 203.4538, 689.7126, 298.5271, 620.4405, 1430.09, 494.6278, 731.4471, 289.0958, 309.3307, 576.5352, 1252.066, 633.5505, 1487.024
34.2, 17.79767, 170.15, 108.4566, 326.5491, 468.1182, 179.6992, 190.2686, 694.0193, 279.3748, 585.6381, 1406.161, 466.3832, 742.6133, 270.7078, 333.3917, 544.0141, 1173.162, 657.5635, 1411.287
34.3, 16.70995, 171.7478, 102.8835, 311.5124, 442.0089, 164.662, 177.9379, 653.7885, 261.4512, 552.788, 1336.466, 439.7515, 802.7234, 253.4894, 315.3392, 513.3275, 1099.231, 651.6926, 1339.408
34.4, 15.68871, 161.5199, 97.59672, 323.8154, 431.2508, 150.883, 166.4063, 615.8898, 244.6775, 521.7805, 1405.136, 414.6404, 852.7918, 237.3661, 298.2642, 484.3719, 1029.958, 761.1362, 1570.997
34.5, 14.72988, 225.1766, 92.58165, 308.9046, 407.1978, 138.257, 155.6221, 580.188, 228.9799, 506.045, 1487.409, 390.9633, 812.9346, 341.0104, 282.1138, 457.0495, 965.0513, 718.6905, 1490.983
34.6, 13.82965, 240.4908, 87.82428, 294.6803, 384.4864, 126.6877, 145.5367, 546.5558, 214.2894, 477.6595, 1413.687, 368.6383, 774.9402, 319.3203, 266.838, 431.2684, 998.5196, 678.6118, 1415.045
34.7, 12.98444, 226.1691, 83.31137, 281.1111, 394.0175, 116.0864, 136.1049, 514.8732, 200.5414, 450.8661, 1396.81, 429.3566, 738.7216, 299.0099, 278.0367, 406.9415, 935.5939, 640.7682, 1342.974
34.8, 12.19089, 213.2515, 79.03036, 268.1666, 372.0413, 106.3722, 127.2844, 485.0272, 187.6755, 465.0381, 1381.461, 433.9692, 704.1957, 279.9913, 262.9815, 383.9869, 876.6337, 605.035, 1274.575
34.9, 11.44584, 200.552, 74.96934, 255.8183, 351.2907, 97.47098, 119.0355, 456.9112, 175.6349, 438.9528, 1339.171, 409.1884, 671.2835, 284.1122, 248.7416, 362.3271, 897.4451, 571.2944, 1209.658
35, 10.74631, 188.6088, 71.11699, 244.0385, 331.6975, 89.31458, 111.3212, 430.4251, 164.3669, 414.3306, 1272.797, 385.8226, 639.9095, 266.0412, 235.2728, 341.889, 1025.66, 539.4355, 1148.049
35.1, 10.08955, 177.3768, 67.46259, 232.8011, 313.1971, 81.8407, 104.1068, 405.4743, 153.8217, 428.9438, 1209.712, 410.3938, 610.0019, 249.1196, 222.5332, 322.6038, 1058.53, 509.3532, 1089.577
35.2, 9.472916, 166.8137, 63.99599, 222.0813, 295.7285, 74.99224, 97.35999, 381.9698, 143.9531, 404.8831, 1256.257, 455.9651, 581.4921, 233.2743, 210.4835, 304.4065, 991.822, 480.9485, 1034.083
35.3, 8.893971, 156.8797, 60.70751, 211.855, 279.2343, 68.71687, 91.05039, 359.8279, 134.7176, 382.172, 1256.073, 429.9283, 554.3147, 218.4369, 328.0764, 287.2356, 929.3184, 454.1278, 981.4151
35.4, 8.35041, 147.5372, 57.58802, 202.0996, 263.66, 62.96661, 85.1497, 338.9695, 126.0747, 360.7348, 1193.817, 405.3782, 528.4075, 204.5431, 310.3117, 271.0333, 937.3433, 428.8029, 931.4301
35.5, 7.840068, 138.7511, 54.62882, 192.7935, 279.5272, 57.69755, 79.63142, 319.3202, 117.9862, 352.2819, 1134.647, 382.23, 573.654, 191.5331, 334.9979, 255.7449, 1043.589, 404.8901, 883.9908
35.6, 7.360916, 130.4882, 51.82168, 254.9936, 263.9366, 52.8694, 74.47076, 300.8099, 110.4166, 332.5213, 1097.393, 360.4036, 546.843, 179.3506, 316.8584, 241.3189, 1194.563, 382.3109, 838.9677
35.7, 6.911048, 122.7174, 49.15879, 335.1284, 290.0286, 48.44527, 69.64455, 283.3726, 103.3327, 382.4535, 1130.296, 339.8236, 521.285, 167.943, 357.2556, 227.7066, 1456.273, 360.9909, 796.2377
35.8, 6.488675, 115.4094, 46.63274, 319.6966, 273.8523, 44.39135, 65.13111, 266.9461, 96.7033, 361.0005, 1074.274, 320.4187, 577.3941, 157.261, 343.1365, 214.8622, 1445.369, 463.6154, 755.684
35.9, 6.092114, 108.5365, 44.23648, 304.9754, 258.5782, 40.67667, 60.91017, 312.0994, 90.49918, 340.7509, 1131.494, 302.1219, 550.4083, 147.2583, 324.5564, 202.7423, 1473.971, 437.7613, 717.1958
36, 5.71979, 102.073, 41.96336, 290.932, 244.156, 37.27283, 56.96278, 294.0077, 84.6931, 321.6372, 1146.642, 419.4834, 524.6837, 137.892, 306.9823, 191.3061, 1647.514, 435.7579, 680.6678
36.1, 5.370221, 95.99435, 39.80705, 351.4082, 230.5382, 34.15383, 53.2712, 276.9647, 79.25951, 337.7629, 1101.936, 555.897, 500.1614, 129.1213, 290.3598, 180.5149, 1918.588, 411.4574, 646.0003
36.2, 5.042016, 113.9404, 37.76154, 335.2268, 217.68, 31.29582, 49.81886, 260.9097, 74.17453, 318.8168, 1143.081, 524.1538, 710.5116, 120.9085, 332.69, 170.3325, 2018.558, 523.9194, 613.0984
36.3, 4.73387, 282.1463, 35.82114, 339.7516, 241.6336, 28.67698, 46.59026, 245.7853, 69.41578, 318.4371, 1159.298, 494.2232, 729.6132, 113.2181, 334.2598, 160.7244, 1891.351, 494.7024, 581.8723
36.4, 4.444556, 388.14, 33.98045, 324.107, 334.0886, 26.27728, 43.57089, 231.5377, 64.96233, 300.575, 1156.933, 466.0017, 712.4421, 106.0169, 316.1603, 151.6583, 1772.16, 540.9183, 552.2366
36.5, 4.172924, 408.8866, 32.23434, 349.5865, 315.4548, 24.07839, 40.7472, 218.116, 60.79459, 293.5811, 1099.591, 503.6433, 679.1445, 99.27363, 299.0409, 143.1036, 1660.48, 510.7534, 524.1103
36.6, 3.917892, 393.8865, 30.57796, 333.489, 297.8604, 22.0635, 38.1065, 205.4723, 56.89424, 304.3779, 1058.818, 474.8839, 680.9879, 92.95931, 282.8484, 135.0315, 1555.838, 648.0847, 497.4165
36.7, 3.678447, 424.8568, 29.00669, 318.1327, 281.2472, 20.21722, 35.63694, 193.5615, 53.24413, 287.3045, 1126.714, 548.7238, 685.3112, 121.1555, 267.5327, 127.4146, 1457.791, 611.9434, 472.0823
36.8, 3.453636, 399.5558, 27.51616, 303.4836, 265.5607, 67.6031, 33.32742, 182.3412, 49.82819, 271.1887, 1145.475, 517.3901, 653.2816, 113.4494, 438.56, 120.2275, 1430.068, 577.8176, 633.249
36.9, 3.242565, 375.7616, 26.10222, 289.5089, 334.0211, 61.94604, 31.16758, 171.7712, 46.6314, 421.1195, 1088.701, 575.2518, 622.749, 106.2334, 414.8128, 113.4457, 1432.491, 545.5949, 925.114
37, 3.044393, 373.7982, 37.99926, 276.1778, 332.6084, 56.76238, 29.14771, 161.814, 43.63971, 453.8713, 1034.74, 592.6579, 593.6434, 99.47641, 392.3516, 461.8552, 1342.217, 515.1691, 877.9965
37.1, 2.858332, 351.5378, 36.04664, 263.4605, 391.6692, 65.15923, 27.25874, 152.434, 40.83995, 618.6276, 983.4544, 558.8155, 565.8981, 93.14919, 371.1065, 435.8029, 1257.632, 486.4401, 833.2787
37.2, 2.683643, 330.6031, 34.19437, 251.3289, 429.2124, 103.0986, 25.49219, 143.5978, 38.21982, 583.9269, 967.6729, 526.9056, 674.2261, 87.22442, 351.0119, 452.3411, 1178.377, 459.3132, 790.8384
37.3, 2.51963, 310.9151, 32.43727, 239.7558, 405.2731, 94.47126, 23.84012, 135.2737, 35.76778, 555.1304, 1044.943, 496.8178, 642.7146, 81.67649, 332.0053, 426.8256, 1104.117, 521.0908, 750.5598
37.4, 18.42823, 292.3996, 30.77046, 228.7157, 382.669, 86.56587, 22.29512, 127.4322, 33.47306, 523.9915, 993.1519, 468.4482, 674.0549, 76.48145, 314.0279, 402.7493, 1133.862, 492.0315, 712.3325
37.5, 30.71856, 274.9867, 29.1893, 218.1839, 361.3257, 79.32201, 20.85024, 120.0452, 31.32555, 588.1825, 978.057, 441.6985, 642.5514, 71.61683, 412.5329, 411.5974, 1062.407, 464.5927, 676.0522
37.6, 32.69761, 258.6107, 46.61516, 225.8056, 341.1728, 72.68432, 19.499, 113.0865, 378.2895, 555.1896, 1044.721, 556.4515, 612.5203, 67.06163, 469.0622, 721.2845, 1102.472, 438.6842, 641.6198
37.7, 52.70968, 243.21, 44.21981, 215.4078, 322.1439, 66.60207, 18.23534, 106.5311, 354.0199, 595.7592, 1112.75, 524.6766, 583.8927, 62.79616, 443.6634, 680.5984, 1116.278, 507.5515, 608.941
37.8, 49.48829, 228.7264, 41.94754, 205.4889, 304.1763, 61.02879, 17.05356, 100.3558, 331.3073, 744.6662, 1196.662, 494.7162, 556.6031, 58.802, 419.64, 642.2074, 1045.931, 479.2473, 577.9267
37.9, 46.46378, 215.1054, 148.0289, 196.0266, 287.2109, 55.92188, 15.94837, 94.53835, 310.0519, 702.8956, 1335.743, 466.4665, 530.589, 55.06189, 719.934, 605.9819, 1069.931, 452.5215, 548.4919
38, 43.62411, 202.2955, 140.4223, 187.0001, 274.0882, 51.24232, 14.91481, 89.05817, 290.1602, 663.4681, 1874.151, 439.83, 505.7907, 51.55967, 704.82, 571.7999, 1058.017, 427.286, 520.5563
38.1, 40.95799, 190.2484, 267.9704, 200.3485, 258.801, 46.95434, 13.94823, 83.89567, 271.5446, 626.2523, 3183.875, 414.7145, 482.1514, 48.2802, 666.6555, 539.5459, 1044.068, 403.4579, 494.0435
38.2, 38.45481, 178.9188, 254.2006, 191.123, 244.3664, 43.02519, 13.04429, 79.03242, 254.1233, 591.1239, 3888.33, 391.0332, 459.6169, 45.20933, 778.9147, 509.1113, 978.2714, 380.9586, 468.8811
38.3, 36.10462, 168.2638, 323.2028, 182.3223, 264.9151, 39.42483, 12.19893, 74.45109, 237.8197, 557.966, 3820.375, 368.7041, 438.1357, 42.33378, 736.7381, 480.3935, 1002.623, 359.714, 445.0002
38.4, 33.89806, 158.2434, 306.5948, 173.9268, 250.1395, 36.12574, 11.40836, 70.13532, 222.5621, 579.1694, 3929.55, 347.6501, 417.6584, 39.64113, 790.7646, 453.2956, 964.6655, 463.0189, 422.3356
38.5, 31.82635, 148.8197, 290.8403, 165.918, 236.188, 33.10273, 10.66902, 66.06973, 255.6584, 698.8583, 3734.786, 327.7983, 398.1382, 37.11975, 747.9463, 427.7262, 903.8732, 437.1981, 400.8254
38.6, 29.88126, 167.9275, 433.6874, 264.7449, 223.0146, 30.33268, 9.977592, 62.23982, 323.7993, 730.2319, 3595.729, 309.0801, 514.4127, 34.75874, 707.4465, 403.5991, 920.618, 412.8172, 380.4107
38.7, 67.99578, 157.9272, 411.4021, 252.5541, 210.576, 27.79443, 9.330976, 58.63192, 303.0256, 689.2711, 3706.213, 461.6038, 673.6884, 32.5479, 851.3323, 380.833, 862.6015, 389.7959, 361.0357
38.8, 88.07627, 148.5223, 420.6379, 240.9246, 198.8311, 25.46859, 8.726266, 55.23315, 283.5846, 654.738, 3732.991, 525.3839, 642.202, 30.47769, 805.2344, 359.351, 883.5283, 368.0585, 342.6476
38.9, 111.3176, 139.6775, 598.959, 309.413, 187.7413, 23.33737, 8.160745, 52.03141, 455.219, 671.0516, 3547.969, 559.8502, 612.1873, 28.53915, 761.6326, 339.0809, 994.8837, 347.5332, 325.196
39, 278.4754, 131.3595, 568.1811, 295.1653, 177.2701, 21.38449, 7.631873, 49.01527, 551.583, 633.4103, 3692.982, 527.8812, 760.6907, 26.72391, 815.9319, 319.9541, 932.1871, 328.1526, 308.6332
39.1, 261.4561, 123.5368, 538.9847, 281.5738, 167.3828, 19.59503, 7.137275, 46.17396, 516.1956, 597.8804, 3690.087, 497.7377, 777.7477, 25.02413, 771.7509, 301.9062, 873.4415, 378.0338, 292.914
39.2, 280.2521, 116.18, 511.2887, 339.2976, 158.0471, 17.95531, 6.674731, 43.49736, 515.2798, 564.3436, 3660.866, 736.1995, 773.8352, 23.43247, 866.4512, 284.8763, 928.769, 516.0806, 277.9954
39.3, 263.1243, 109.2612, 485.0158, 323.6738, 149.232, 16.4528, 6.242163, 40.97591, 482.2214, 778.9973, 3604.774, 694.1605, 817.1404, 21.94204, 819.5347, 268.8071, 870.2389, 487.3007, 263.8367
39.4, 247.0433, 102.7545, 460.0929, 308.7695, 140.9086, 15.07603, 5.837628, 38.60063, 484.4698, 735.301, 3459.647, 680.4653, 778.9495, 20.54641, 786.5206, 253.6443, 882.4552, 460.1258, 250.399
39.5, 231.9451, 96.63533, 436.4507, 300.9288, 133.0494, 13.81446, 5.45931, 36.36304, 526.514, 694.0558, 3384.467, 715.9877, 742.5435, 19.23955, 743.9321, 239.3368, 991.6068, 434.4663, 237.6458
39.6, 217.7696, 90.88052, 414.0234, 287.0718, 125.6286, 12.65846, 5.10551, 34.25515, 492.7349, 655.1241, 3231.731, 1177.714, 707.839, 18.01582, 880.2922, 225.8363, 981.3564, 410.2377, 225.5421
39.7, 204.4604, 85.46843, 392.7486, 273.8529, 118.6217, 11.5992, 4.774638, 32.26946, 523.8203, 618.3763, 3379.375, 1110.464, 753.8143, 16.86992, 832.6262, 213.0974, 1019.26, 387.3603, 214.0549
39.8, 191.9647, 80.37863, 412.9987, 261.2427, 175.9087, 10.62857, 4.465209, 30.39887, 490.214, 583.6897, 3249.636, 1047.053, 718.5831, 15.7969, 815.3478, 201.0771, 955.0276, 549.2295, 203.1527
39.9, 277.1607, 75.59194, 469.2723, 249.2131, 166.0974, 9.739168, 4.175833, 28.63671, 562.0286, 580.9285, 3131.656, 987.2634, 712.716, 14.79214, 771.1984, 189.7348, 894.8427, 518.601, 192.8058
40, 260.2219, 156.3939, 445.1585, 237.7375, 156.8333, 8.924191, 3.90521, 26.97671, 546.9476, 548.3425, 2998.347, 1051.417, 764.8301, 13.85128, 729.4396, 179.0323, 838.4505, 489.6806, 182.9859
40.1, 293.4301, 179.9758, 422.2837, 226.7903, 148.086, 8.177412, 3.652126, 25.41293, 549.1107, 517.5843, 3134.481, 991.3781, 764.2582, 12.97027, 689.9419, 168.9335, 785.6122, 462.373, 173.6661
40.2, 275.4969, 169.2579, 400.5844, 221.9901, 139.8265, 7.493124, 3.415443, 23.9398, 629.6392, 488.5515, 2979.124, 934.7677, 749.7609, 12.14529, 652.5829, 159.4043, 736.1036, 436.5882, 164.821
40.3, 258.6597, 159.1783, 380.0001, 211.768, 167.6794, 6.866096, 3.194099, 22.55206, 589.244, 461.1472, 2974.179, 881.3899, 714.7191, 11.37279, 617.2469, 150.4127, 689.7151, 412.2413, 156.4264
40.4, 242.8515, 149.6989, 383.179, 245.0538, 158.3271, 6.291539, 2.9871, 21.24477, 551.4403, 435.28, 2996.944, 831.0601, 765.1902, 10.64942, 608.624, 141.9282, 646.2499, 389.2522, 148.4594
40.5, 228.0095, 140.7841, 363.4891, 233.7697, 198.5684, 5.765061, 2.793515, 20.01325, 535.7533, 410.8639, 3074.828, 881.9984, 729.4273, 9.972061, 617.7504, 133.9224, 605.5238, 367.545, 140.8981
40.6, 396.7977, 132.4002, 344.811, 223.0052, 187.4932, 33.23621, 2.612477, 18.85313, 629.2017, 387.8173, 2922.427, 939.5927, 695.3358, 9.337787, 697.4816, 126.3681, 567.3643, 347.0484, 133.7219
40.7, 414.7539, 124.5155, 327.0927, 212.7364, 214.3838, 154.8847, 2.44317, 17.76026, 731.5812, 435.9106, 2777.58, 885.9393, 662.8377, 8.743855, 659.7144, 119.24, 531.6095, 327.6949, 126.9113
40.8, 460.2466, 117.1004, 310.2848, 247.0821, 202.4265, 141.9239, 2.284836, 16.73073, 698.6063, 411.459, 2695.94, 835.3498, 631.8585, 8.1877, 628.2159, 112.5139, 679.5596, 309.4206, 120.4475
40.9, 432.1183, 110.1268, 294.3406, 235.7046, 191.1362, 130.0477, 2.136763, 15.76089, 653.7864, 388.3791, 2865.421, 787.649, 602.3271, 7.66692, 594.1993, 106.1673, 636.7344, 292.1653, 114.3129
41, 405.709, 103.5686, 279.2157, 224.851, 180.4756, 119.1652, 1.998286, 14.84727, 801.9077, 366.5938, 2723.399, 742.6721, 574.176, 7.179264, 562.0247, 100.1786, 596.608, 275.8724, 108.4907
41.1, 380.9138, 97.4009, 264.868, 301.8192, 170.4096, 109.1935, 1.868784, 13.9866, 750.4603, 385.8689, 2729.551, 700.2635, 547.3405, 6.722626, 531.5922, 94.52776, 559.0103, 260.488, 102.9651
41.2, 357.634, 91.6005, 251.2576, 340.7451, 160.905, 100.0561, 1.747674, 13.17583, 773.4559, 364.2244, 2693.378, 729.621, 521.7593, 6.295032, 502.8075, 89.19566, 523.782, 245.9616, 97.72095
41.3, 398.0966, 86.14553, 238.3466, 325.0547, 151.9305, 92.70374, 1.634413, 12.41206, 723.8339, 343.7939, 2577.162, 687.9576, 497.3737, 5.894635, 475.5815, 84.16433, 544.8914, 232.2452, 92.74386
41.4, 373.7666, 81.01541, 226.099, 310.0867, 143.4566, 84.94626, 1.528492, 11.69256, 742.1034, 324.5095, 2593.808, 648.6734, 474.1277, 5.519706, 449.8297, 79.41681, 549.9759, 219.2938, 88.02026
41.5, 350.9236, 76.1908, 214.4808, 295.808, 135.4553, 77.83793, 19.33391, 11.01477, 694.4929, 306.3068, 2784.246, 611.6324, 451.9683, 171.9504, 442.238, 74.93709, 515.317, 207.0646, 83.53725
41.6, 329.4767, 71.6535, 203.4595, 282.1869, 127.9003, 71.32442, 18.08094, 10.37626, 649.9368, 289.1252, 2646.247, 576.7065, 430.8445, 222.2426, 418.2917, 70.71005, 482.8422, 195.5174, 79.28255
41.7, 309.3405, 157.2545, 193.0046, 269.1929, 120.7667, 65.35597, 16.90917, 9.774776, 608.2394, 358.941, 2647.229, 543.775, 410.708, 208.1068, 527.5556, 66.72146, 512.3382, 184.6141, 75.24457
41.8, 290.4349, 147.8897, 183.087, 256.7973, 114.0309, 59.88696, 15.81334, 9.208154, 702.0453, 338.8069, 2586.47, 512.7239, 391.5126, 207.0291, 498.9895, 62.95785, 480.0511, 174.3189, 71.41224
41.9, 272.6847, 139.0826, 173.6789, 290.8677, 107.6709, 54.8756, 14.78853, 8.674377, 695.9489, 319.8022, 2508.604, 483.446, 373.2144, 193.861, 540.705, 59.40654, 449.7988, 164.5978, 387.8951
42, 256.0194, 130.8, 164.7543, 277.474, 101.6655, 50.28359, 18.05593, 8.171543, 703.6835, 301.8636, 2469.96, 455.8399, 355.7713, 181.5304, 511.4269, 56.05555, 573.1661, 155.4188, 456.7658
42.1, 240.3726, 123.0106, 156.2883, 272.0681, 95.99516, 91.17033, 16.88579, 7.697857, 658.5379, 373.9102, 2508.1, 429.8102, 339.1435, 169.9841, 488.493, 52.89358, 537.0457, 146.7517, 629.2684
42.2, 225.682, 115.6851, 172.228, 288.0027, 90.64103, 83.54117, 15.79147, 7.251629, 616.2886, 398.6576, 2664.341, 405.2669, 459.7698, 159.1723, 496.2956, 49.90997, 503.2016, 138.5679, 597.2188
42.3, 211.8893, 108.7959, 163.3779, 274.7409, 85.58553, 76.55042, 14.76808, 6.831268, 576.7499, 376.2957, 2532.286, 529.269, 438.2814, 149.0481, 469.4222, 47.09467, 471.4903, 130.8405, 566.8015
42.4, 210.5653, 102.3169, 246.1701, 262.0898, 80.812, 70.14465, 13.81101, 6.435275, 594.0071, 355.1881, 2502.674, 499.0463, 417.7973, 139.5679, 444.004, 44.43816, 441.7775, 123.544, 537.9333
42.5, 207.4053, 96.22374, 233.5205, 250.0213, 76.30472, 64.27493, 12.91596, 6.062236, 555.8979, 405.8028, 2540.537, 470.5493, 398.2706, 130.6906, 419.9621, 41.9315, 413.9371, 116.6544, 510.5355
42.6, 266.0007, 90.49345, 221.5209, 238.5085, 72.04883, 58.89638, 83.74532, 5.710822, 520.2336, 383.0401, 2510.482, 443.6797, 379.6565, 122.378, 397.222, 39.56624, 387.8512, 110.149, 484.5331
