 , C000, C001, C002, C003, C004, C005, C006, C008, C009, C011, C012, C013, C015, C024, C025, C029, C037, C039, C111
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
266, 284.9876, 142.8526, 20.07537, 109.1824, 219.3805, 212.8913, 333.1858, 239.6486, 165.1864, 15.96886, 66.00035, 1051.961, 285.3887, 504.7627, 456.7573, 100.1448, 87.85621, 15.48557, 1085.011
266.1, 267.5704, 158.4981, 19.04379, 108.092, 207.1446, 295.3787, 517.4362, 225.7567, 154.5886, 15.07312, 62.72911, 991.8913, 272.0504, 472.6572, 432.0248, 94.49583, 82.3196, 14.622, 1029.749
266.2, 251.2176, 149.0593, 18.06521, 183.9352, 195.5911, 347.0986, 593.4473, 280.6455, 144.6708, 181.3272, 59.62001, 1012.257, 259.3355, 648.8475, 408.6315, 89.16553, 294.7836, 13.80658, 977.3024
266.3, 235.8643, 140.1825, 53.08327, 175.4654, 184.682, 318.0533, 770.2321, 384.3252, 135.3893, 258.5874, 56.66501, 1171.961, 443.8032, 613.5104, 386.505, 84.1359, 360.0028, 13.03664, 1030.441
266.4, 221.4492, 131.8344, 143.6482, 167.3857, 174.3814, 291.4385, 815.9378, 362.0467, 126.7032, 244.0825, 255.3727, 1127.31, 777.0563, 574.488, 365.5765, 602.418, 466.1155, 131.5842, 1185.065
266.5, 207.9152, 232.2509, 189.1983, 159.678, 164.6553, 474.4415, 763.0594, 354.289, 118.5744, 369.9454, 254.6779, 1117.007, 1322.096, 537.9476, 345.7813, 1061.545, 606.9905, 332.6793, 1124.707
266.6, 195.2083, 218.42, 179.4762, 152.3253, 155.4717, 434.7401, 713.608, 333.7516, 110.9672, 451.3027, 410.5675, 1229.524, 1670.882, 503.7313, 327.0579, 1196.345, 610.0685, 314.127, 1067.424
266.7, 183.278, 205.4127, 271.1897, 145.3111, 262.0919, 398.3609, 687.4792, 314.4048, 103.8479, 425.9878, 390.2181, 1340.343, 1721.408, 528.9186, 309.3484, 1128.861, 609.1085, 296.6093, 1013.058
266.8, 172.0768, 281.3819, 348.0587, 138.6199, 247.4737, 365.0259, 642.9258, 328.2758, 97.18545, 458.3494, 402.9745, 1263.806, 1998.6, 495.2767, 306.2518, 1330.445, 570.723, 280.0686, 961.4617
266.9, 161.5602, 264.6251, 337.2216, 132.2368, 233.6709, 446.0568, 845.9659, 309.2464, 90.9504, 432.6392, 436.8647, 1191.639, 2357.031, 668.5854, 289.6689, 1703.331, 660.9561, 404.1846, 1343.717
267, 151.6864, 248.8662, 319.8932, 126.1477, 220.6379, 408.7307, 791.1415, 291.3201, 85.11537, 437.6334, 520.0611, 1296.554, 2721.164, 828.3201, 273.9839, 2050.336, 731.4534, 404.6166, 1337.183
267.1, 142.4159, 234.0458, 303.4553, 120.3389, 208.3319, 374.5279, 829.2418, 274.4329, 79.65469, 413.0852, 494.2848, 1341.453, 2655.615, 775.6346, 259.1483, 1954.424, 685.3579, 382.0527, 1269.078
267.2, 133.7121, 274.4698, 287.8621, 114.7976, 196.7122, 350.8266, 775.5012, 258.5246, 74.54435, 483.4414, 469.7861, 1401.271, 2531.499, 1167.63, 245.1159, 1921.629, 642.1673, 414.8202, 1204.442
267.3, 125.5402, 258.1247, 273.0701, 122.4719, 185.7406, 486.4935, 725.2435, 243.5385, 69.76187, 456.3237, 446.5016, 1321.255, 2450.085, 1504.032, 231.8434, 1813.234, 601.6985, 400.4476, 1143.097
267.4, 117.8677, 251.6724, 259.0382, 116.8324, 175.3809, 445.7835, 679.1409, 229.4211, 65.28622, 456.2581, 424.3713, 1309.696, 2335.574, 1408.368, 219.2896, 1765.576, 563.7801, 455.9096, 1084.878
267.5, 240.2505, 315.3125, 245.7274, 120.7183, 165.5991, 408.4802, 635.1279, 216.1221, 61.0977, 430.6653, 403.3378, 1234.909, 2226.416, 1318.788, 207.4155, 1665.984, 528.2512, 430.4853, 1029.623
267.6, 225.5674, 296.5351, 233.1005, 120.7582, 156.3628, 374.2985, 680.37, 203.594, 57.17791, 406.508, 383.3468, 1217.119, 2180.644, 1250.283, 196.1844, 1572.009, 494.9613, 406.4788, 1126.383
267.7, 211.7816, 355.2292, 221.1225, 115.1976, 147.6417, 642.3499, 736.7792, 191.7921, 53.50959, 383.7057, 364.3466, 1179.276, 2235.24, 1296.67, 185.5614, 1706.589, 564.1033, 487.9169, 1069.014
267.8, 214.1315, 334.0747, 209.76, 156.8728, 140.8861, 588.5978, 689.0309, 180.6743, 50.07662, 362.1825, 425.1295, 1132.121, 2320.941, 1366.73, 175.5136, 1853.152, 626.9473, 630.9548, 1098.438
267.9, 232.5406, 314.1799, 198.9813, 230.302, 133.0282, 539.3438, 653.452, 170.201, 46.8639, 444.2085, 620.2078, 1141.837, 2491.421, 1303.852, 254.5407, 1771.703, 713.1222, 698.0873, 1042.493
268, 309.013, 320.1476, 188.7565, 219.6972, 125.6086, 494.2113, 611.1038, 160.3349, 43.85729, 449.611, 589.4678, 1196.478, 2374.979, 1345.084, 240.7578, 1842.903, 668.1819, 784.5964, 989.3973
268.1, 290.1275, 301.0822, 179.0572, 347.6966, 118.6028, 452.8555, 571.5001, 151.0406, 41.04357, 424.391, 560.2515, 1128.156, 2466.296, 1259.53, 227.7213, 1879.295, 626.0738, 740.8424, 1054.128
268.2, 423.9967, 283.1522, 169.8562, 331.6861, 111.9877, 493.123, 534.463, 142.2851, 38.41037, 400.5856, 532.4832, 1164.246, 2406.754, 1179.417, 215.3906, 2059.857, 677.004, 721.9039, 1000.439
268.3, 511.8835, 313.4559, 161.128, 412.3503, 105.7416, 451.8583, 550.2221, 134.0372, 35.94611, 378.1156, 506.0912, 1097.764, 2628.628, 1133.203, 203.7277, 2013.787, 634.3398, 772.7459, 1024.65
268.4, 738.0803, 321.1297, 279.912, 393.3627, 99.84388, 414.0467, 632.9163, 126.2673, 33.63995, 356.9059, 481.0074, 1072.464, 2563.878, 1202.299, 192.6962, 1900.194, 594.3644, 768.2543, 972.4633
268.5, 743.2179, 319.8672, 265.5286, 478.4418, 94.27509, 435.8302, 591.899, 118.9479, 31.48174, 413.9509, 457.1667, 1011.224, 2504.463, 1125.827, 182.2621, 2131.433, 789.2567, 992.7896, 1117.33
268.6, 946.6025, 300.8186, 251.8842, 456.4108, 89.01691, 399.3598, 553.5399, 112.0527, 29.46199, 390.7312, 434.5078, 1168.496, 2468.295, 1054.218, 172.393, 2167.091, 739.5184, 1062.95, 1060.422
268.7, 888.7502, 282.9043, 246.1144, 435.3943, 84.05199, 451.4608, 517.6667, 105.5573, 27.57182, 368.8139, 412.9718, 1173.706, 2412.304, 1018.521, 163.0583, 2078.973, 692.9147, 1003.674, 1058.572
268.8, 834.4335, 266.0569, 256.7905, 415.3455, 165.1554, 532.4455, 484.1184, 142.2084, 208.4661, 348.126, 392.5033, 1159.974, 2348.884, 1130.124, 154.229, 1961.703, 649.2479, 1036.648, 1088.978
268.9, 783.4365, 250.2127, 243.5951, 558.2648, 155.9439, 487.8903, 605.1595, 133.9649, 195.0917, 328.5986, 373.0493, 1093.736, 2239.103, 1080.08, 145.8778, 1966.951, 608.3329, 978.8384, 1033.515
269, 735.5562, 235.3121, 231.0778, 532.5581, 185.5135, 493.1858, 754.2361, 163.0295, 182.5754, 310.1665, 354.5595, 1031.281, 2355.98, 1548.929, 137.9788, 1928.316, 569.9963, 982.7977, 1131.161
269.1, 690.6022, 221.2988, 310.2874, 579.9009, 214.8147, 451.9159, 705.3565, 340.838, 170.862, 292.7684, 336.9861, 1074.895, 2360.497, 1450.409, 130.5076, 1819.544, 534.0757, 945.1628, 1212.851
269.2, 648.3955, 210.6735, 317.4748, 553.198, 202.8334, 414.0994, 659.6446, 339.6148, 159.9002, 276.3461, 320.2838, 1013.515, 2250.174, 1414.408, 123.4408, 1716.908, 500.4188, 958.1993, 1151.079
269.3, 608.7683, 198.1275, 318.8289, 615.2501, 217.3102, 379.4474, 637.1722, 319.9281, 149.6416, 344.2022, 304.4092, 955.6407, 2145.007, 1361.79, 116.7568, 1620.061, 468.8829, 963.5916, 1197.831
269.4, 571.563, 186.3287, 398.6585, 586.9194, 264.36, 399.1256, 595.8792, 301.3826, 140.0412, 324.8949, 289.3215, 901.071, 2044.755, 1286.183, 110.4346, 1602.475, 439.3343, 1157.795, 1136.824
269.5, 536.6315, 175.2325, 378.1732, 559.8933, 249.6154, 498.8655, 557.2621, 283.9121, 131.0567, 306.6706, 274.9816, 963.6753, 2194.653, 1204.375, 104.4548, 1710.264, 411.6479, 1119.737, 1137.485
269.6, 503.8348, 205.253, 472.7284, 586.4951, 269.0301, 457.1203, 521.1478, 267.4543, 122.6486, 289.4685, 261.3524, 983.3457, 2152.371, 1733.99, 98.79881, 1673.419, 385.7062, 1223.463, 1079.551
269.7, 473.0426, 193.0298, 448.437, 559.4885, 256.5341, 418.8683, 487.3738, 251.9506, 114.7799, 273.2314, 248.3988, 927.194, 2136.008, 1669.928, 93.44906, 1666.766, 361.3994, 1155.235, 1024.568
269.8, 444.1323, 217.4533, 425.3937, 533.7255, 242.226, 432.5984, 455.7887, 237.3456, 107.4161, 257.905, 236.0872, 1035.795, 2036.177, 1563.712, 88.38898, 1650.171, 338.6244, 1090.812, 1109.555
269.9, 416.9888, 204.5036, 403.5346, 509.1488, 228.7159, 396.3985, 426.2505, 243.2495, 100.5247, 243.4383, 224.3857, 976.6482, 1941.012, 1464.251, 83.60291, 1587.495, 317.2846, 1029.981, 1053.044
270, 391.5042, 192.325, 382.7987, 502.7883, 215.9592, 363.2277, 449.52, 229.1488, 94.07538, 229.7832, 213.2643, 920.8789, 1956.93, 1538.737, 79.07598, 1497.948, 297.2896, 1101.991, 999.4105
270.1, 474.3694, 180.8717, 378.071, 509.7881, 203.9141, 332.8327, 420.388, 219.9724, 88.03986, 216.8939, 202.6941, 868.2942, 1865.469, 1440.865, 74.79418, 1450.783, 278.5547, 1040.538, 1141.135
270.2, 445.9535, 253.4797, 358.6435, 486.3137, 192.5408, 309.3054, 407.302, 207.2211, 82.39156, 204.7277, 192.6478, 818.7122, 1918.615, 1515.2, 70.74423, 1440.433, 261.0005, 1088.737, 1083.015
270.3, 449.2489, 251.6592, 340.2144, 612.613, 181.8019, 283.4226, 380.9061, 195.2089, 77.10564, 193.2439, 183.0994, 971.8593, 1890.358, 1527.766, 66.91357, 1359.182, 244.5525, 1028.022, 1027.855
270.4, 421.7928, 236.6725, 322.7322, 586.7454, 176.6959, 322.4675, 452.2659, 211.1838, 72.15884, 182.4043, 174.0242, 916.3634, 1802.008, 1492.22, 63.29034, 1282.514, 229.141, 970.6929, 975.5048
270.5, 396.0146, 273.8406, 329.0708, 653.2209, 166.8407, 295.4833, 422.956, 198.9419, 67.5294, 172.1727, 165.3989, 864.0366, 1776.395, 1397.307, 151.878, 1210.17, 214.7008, 916.561, 925.8207
270.6, 371.8119, 257.5329, 355.2943, 623.1418, 157.5352, 270.7572, 395.5456, 187.4097, 63.19698, 162.515, 157.2011, 949.3273, 1746.786, 1341.023, 143.6541, 1202.551, 201.1705, 901.0553, 878.6672
270.7, 349.0883, 242.1964, 337.0373, 665.3339, 148.7487, 248.1001, 419.9349, 176.546, 59.1425, 153.3991, 149.4096, 909.8069, 1868.742, 1341.395, 135.8755, 1259.282, 188.493, 850.8068, 833.9152
270.8, 327.7535, 227.7731, 329.3804, 781.8088, 140.4522, 227.339, 392.7202, 166.312, 55.34814, 144.7944, 142.0043, 1038.131, 1781.402, 1256.076, 170.9727, 1261.344, 176.6143, 803.3605, 791.4426
270.9, 341.1671, 214.2088, 379.3144, 758.7369, 132.6185, 208.3152, 457.3499, 156.6713, 51.79721, 136.6725, 134.966, 1157.812, 1804.638, 1176.183, 289.2566, 1190.195, 165.4843, 758.5602, 751.1331
271, 320.3164, 201.4523, 368.0496, 723.799, 125.2217, 190.8833, 427.7105, 147.5894, 48.4741, 129.0061, 128.2765, 1213.437, 1947.502, 1101.371, 273.5939, 1123.058, 155.0556, 837.5424, 712.8767
271.1, 300.74, 189.4555, 349.1371, 703.465, 118.2375, 174.9102, 565.2496, 139.034, 45.36419, 121.7698, 121.9186, 1378.125, 1937.355, 1031.318, 258.7794, 1337.846, 145.2841, 790.8358, 1019.461
271.2, 418.0293, 178.1731, 331.1965, 671.0723, 111.6428, 160.2736, 528.6176, 130.9745, 42.4538, 114.9394, 115.8759, 1299.43, 1846.808, 1022.197, 370.968, 1298.909, 136.1285, 843.8307, 967.5381
271.3, 392.4811, 167.5625, 341.6617, 640.1712, 105.416, 146.8619, 494.3595, 205.7716, 39.73012, 108.4921, 110.1326, 1606.012, 1792.419, 1048.044, 350.8808, 1225.641, 127.5498, 796.7735, 918.2598
271.4, 368.4943, 157.5839, 324.1052, 649.0787, 99.53638, 134.5724, 495.2196, 193.8435, 37.18119, 102.4064, 104.674, 1648.736, 1708.646, 981.3828, 390.9901, 1156.505, 119.5117, 752.3405, 871.4913
271.5, 345.9735, 215.159, 335.2986, 686.5345, 93.98475, 123.3114, 463.126, 191.946, 34.79579, 96.66216, 99.48594, 1554.589, 1670.306, 918.9618, 369.8187, 1091.269, 111.9802, 841.273, 827.1048
271.6, 324.8291, 232.2016, 318.0691, 654.9214, 88.74276, 112.9926, 433.1123, 180.8194, 32.56342, 91.24009, 94.55502, 1465.817, 1592.24, 860.511, 349.7938, 1234.922, 104.9233, 794.3584, 784.979
271.7, 304.9769, 218.3735, 301.7249, 624.764, 83.79314, 103.5374, 405.0437, 170.3377, 30.47428, 86.12216, 89.8685, 1382.115, 1591.013, 805.7781, 330.8532, 1165.263, 98.31115, 750.0601, 744.9987
271.8, 286.338, 205.369, 332.7037, 595.9953, 79.11958, 94.87334, 378.7941, 160.4636, 28.51917, 81.29131, 85.41426, 1303.193, 1516.653, 754.5264, 312.9381, 1099.533, 92.11568, 708.2321, 1002.698
271.9, 268.8383, 241.2868, 324.0872, 568.5513, 74.7067, 86.9343, 423.8566, 175.424, 26.68949, 76.73144, 81.18079, 1228.777, 1445.769, 706.5346, 360.4717, 1037.511, 86.31064, 668.7366, 951.6291
272, 378.7077, 226.9177, 320.2512, 542.371, 70.53993, 79.65961, 396.3878, 219.097, 24.97719, 72.42735, 77.15715, 1158.61, 1378.197, 661.5953, 340.9529, 978.9875, 288.6833, 631.4437, 903.1611
272.1, 358.3949, 213.4044, 303.7949, 517.3962, 66.60558, 72.99368, 503.9411, 206.3965, 23.37475, 68.36468, 73.33294, 1326.911, 1344.767, 619.5145, 322.491, 1121.008, 487.1091, 596.2305, 1192.856
272.2, 336.4914, 200.6958, 418.8966, 557.5374, 158.4615, 66.88554, 471.2823, 315.1504, 21.87511, 128.8698, 69.69827, 1480.278, 1591.4, 580.1101, 315.8593, 1120.951, 514.7225, 754.7781, 1344.027
272.3, 315.9265, 188.744, 602.9808, 575.6732, 279.8135, 61.28854, 816.9666, 639.3452, 20.47169, 684.7221, 66.24375, 1395.75, 1665.336, 543.2121, 542.114, 1208.915, 627.0992, 712.687, 1275.573
272.4, 296.6184, 177.504, 916.8936, 549.1649, 392.0379, 56.15989, 1083.088, 1527.027, 19.15831, 856.4183, 62.96045, 1461.761, 1617.141, 508.661, 512.7596, 1140.723, 587.58, 766.4961, 1210.606
272.5, 278.4903, 166.9333, 1009.405, 523.8773, 408.6851, 51.46041, 1139.422, 2106.244, 441.3318, 897.141, 59.83988, 1412.516, 1541.56, 476.3075, 542.2397, 1201.422, 730.5771, 895.4312, 1148.948
272.6, 261.4702, 209.9901, 1060.635, 499.7542, 468.6224, 47.15419, 1326.449, 2164.244, 999.7446, 897.5607, 56.87398, 1331.857, 1573.048, 446.0119, 675.8408, 1133.652, 869.4516, 862.9792, 1264.371
272.7, 245.4902, 197.4848, 1006.134, 476.7418, 442.485, 43.20831, 1423.121, 2241.037, 1076.753, 893.4202, 54.05508, 1255.804, 1499.528, 417.6432, 639.2454, 1105.936, 1283.075, 955.8784, 1199.974
272.8, 230.4869, 240.6993, 954.433, 454.7891, 602.4449, 39.59263, 1476.767, 2111.129, 1007.673, 853.2747, 51.3759, 1184.094, 1429.444, 618.3907, 723.9458, 1043.553, 1392.845, 1219.143, 1138.858
272.9, 216.4005, 226.3652, 905.3889, 433.8472, 644.0766, 36.2795, 1493.978, 1988.751, 943.0242, 805.412, 48.82951, 1116.479, 1362.635, 579.0579, 684.7456, 1100.932, 1305.069, 1299.346, 1080.854
273, 203.1751, 212.8848, 858.8649, 413.8697, 608.1533, 33.24362, 1397.743, 1873.468, 882.5234, 760.234, 46.40933, 1052.725, 1420.935, 568.6881, 772.3313, 1275.13, 1222.825, 1289.172, 1025.804
273.1, 190.7579, 225.5446, 814.7316, 394.812, 574.2336, 30.46178, 1339.61, 1770.996, 825.9041, 717.5902, 44.1091, 1078.568, 1416.811, 532.5166, 819.9002, 1203.202, 1145.764, 1503.881, 973.5582
273.2, 179.0996, 212.113, 772.8661, 376.632, 542.2057, 27.91273, 1252.794, 1707.903, 772.9172, 677.3384, 41.92288, 1016.979, 1350.593, 498.6458, 817.2152, 1163.897, 1073.559, 1538.847, 923.9733
273.3, 168.1538, 199.4813, 733.1519, 359.2891, 511.9643, 25.57699, 1171.604, 1608.9, 723.3298, 639.3445, 39.84502, 958.9068, 1357.422, 466.9293, 772.9647, 1269.82, 1005.904, 1668.959, 1115.765
273.4, 157.8769, 187.6018, 695.4785, 342.7448, 483.4095, 23.4367, 1146.011, 1515.636, 676.9238, 603.4818, 37.87014, 1010.809, 1412.891, 553.5098, 731.1102, 1247.644, 942.5129, 1929.367, 1058.937
273.5, 148.2282, 176.4298, 659.7408, 326.9622, 456.4474, 21.4755, 1071.742, 1533.36, 633.4949, 665.8688, 35.99314, 953.0892, 1470.633, 875.3868, 741.4596, 1417.741, 883.1166, 1870.239, 1005.004
273.6, 139.1691, 165.9231, 702.6283, 311.9065, 430.989, 19.67843, 1002.286, 1456.782, 592.8523, 628.5182, 34.20918, 898.6652, 1478.275, 819.7077, 747.8282, 1337.77, 827.4635, 1813.663, 1174.741
273.7, 130.6637, 184.8346, 696.0306, 297.544, 496.0274, 18.03173, 937.3307, 1544.609, 554.8171, 593.2628, 32.51364, 923.0859, 1409.184, 783.6725, 1057.196, 1376.022, 775.3176, 1842.877, 1114.91
273.8, 122.6781, 173.8273, 733.2824, 283.8429, 493.8777, 16.52283, 876.5853, 1624.256, 620.4012, 620.5994, 30.90214, 975.0485, 1343.323, 763.8557, 1048.164, 1386.061, 726.4578, 1786.993, 1089.599
273.9, 115.1805, 163.4756, 724.2806, 270.7727, 541.8768, 15.14019, 819.7766, 1746.37, 580.5987, 1031.101, 29.37051, 980.4405, 1280.54, 761.0011, 991.4077, 1476.187, 680.6771, 1869.26, 1186.979
274, 108.1412, 153.7403, 790.7832, 258.3043, 511.6537, 13.87325, 766.6494, 1685.914, 543.3497, 973.2635, 27.91479, 924.4547, 1352.745, 712.5975, 975.6591, 1417.531, 764.8264, 1827.207, 1126.524
274.1, 101.532, 144.5848, 777.8024, 246.41, 483.1162, 12.71234, 716.9653, 1588.185, 598.5059, 918.6703, 26.53122, 883.463, 1443.6, 667.2726, 1004.721, 1392.226, 716.6277, 1793.441, 1147.484
274.2, 95.32683, 135.9745, 737.8345, 235.0635, 456.1705, 11.64856, 670.5011, 1496.122, 603.7538, 867.1393, 25.21623, 833.0148, 1376.13, 624.8306, 950.3176, 1341.294, 671.4666, 1798.288, 1176.962
274.3, 89.50085, 127.877, 942.509, 224.2394, 430.7276, 10.67381, 627.048, 1416.979, 565.0192, 818.4989, 23.96641, 892.66, 1311.814, 585.0881, 898.8599, 1417.32, 629.1514, 1698.004, 1117.018
274.4, 84.03094, 120.2617, 961.7104, 213.9138, 406.7038, 172.5181, 652.3624, 2031.781, 557.1481, 772.5869, 22.77854, 841.6867, 1582.652, 547.8734, 850.1884, 1556.053, 589.5029, 1903.33, 1060.126
274.5, 78.89533, 113.0999, 1047.297, 217.7749, 384.0199, 196.9339, 710.6594, 1914.003, 521.4036, 729.2502, 21.64955, 851.6107, 1621.389, 513.0258, 804.1525, 2062.169, 829.3448, 1797.188, 1006.132
274.6, 76.26165, 106.3646, 1517.8, 443.1116, 362.6013, 206.3627, 698.0012, 1952.025, 558.2579, 688.3444, 20.57651, 802.9814, 1884.541, 480.3947, 760.6093, 2569.318, 777.0803, 1696.966, 954.8883
274.7, 94.40955, 100.0304, 1775.624, 603.1904, 342.3772, 189.0942, 789.2307, 1838.871, 599.7697, 649.7331, 19.55666, 776.3045, 1984.259, 449.8391, 719.4238, 2638.113, 728.1095, 1667.098, 1172.243
274.8, 88.63963, 94.07343, 2012.677, 575.415, 323.2811, 173.2708, 769.5334, 1732.276, 561.2908, 613.2877, 18.58735, 731.9754, 1891.52, 421.227, 701.784, 2524.507, 682.2247, 1574.131, 1112.539
274.9, 83.22236, 88.47118, 2037.858, 678.2681, 305.2502, 158.7714, 719.6624, 1631.859, 525.2805, 578.8865, 17.66609, 725.2495, 1924.203, 409.8141, 676.3757, 2382.105, 639.2316, 1746.329, 1120.789
275, 78.13616, 83.20257, 1984.313, 799.3288, 288.2249, 145.4854, 673.0233, 1537.264, 491.5805, 546.415, 16.79049, 708.035, 1834.271, 397.0249, 639.7513, 2268.822, 598.9478, 1648.943, 1115.715
275.1, 73.36081, 78.24771, 1887.141, 762.5218, 272.1491, 133.3111, 629.4068, 1448.152, 460.0426, 515.765, 15.95829, 667.6043, 1809.051, 371.772, 605.1101, 2233.461, 561.2027, 1556.988, 1180.242
275.2, 68.87731, 73.58792, 1872.169, 727.4097, 256.97, 155.5601, 588.6169, 1364.206, 430.528, 486.8342, 15.16733, 629.4823, 1796.042, 348.1254, 572.3446, 2202.457, 525.8362, 1604.295, 1120.13
275.3, 64.66782, 69.20563, 1775.966, 693.9144, 242.6375, 142.5427, 550.4706, 1285.126, 498.4182, 459.5262, 14.41558, 593.5371, 1712.1, 325.9828, 541.3533, 2131.395, 492.6985, 1528.675, 1063.08
275.4, 60.7156, 65.08431, 1732.109, 661.9614, 229.1044, 177.9144, 597.1622, 1210.63, 466.4417, 433.7501, 13.70109, 586.3727, 1632.081, 434.0897, 512.0402, 2119.146, 461.6492, 1443.427, 1058.713
275.5, 57.00492, 138.1835, 1643.103, 682.8245, 216.3262, 238.5104, 560.472, 1153.29, 544.6675, 409.4197, 13.02201, 584.0747, 1697.39, 436.0168, 484.3142, 2067.864, 432.5565, 1472.735, 1076.416
275.6, 53.52103, 129.9544, 1635.944, 831.0948, 204.2606, 284.0298, 524.1497, 1086.436, 509.7238, 386.4542, 12.37659, 550.7224, 1803.417, 408.2838, 458.0896, 2073.434, 405.2972, 1421.589, 1099.931
275.7, 50.25005, 136.4887, 1551.88, 884.9564, 307.1885, 260.2621, 575.4345, 1023.458, 477.0218, 364.7768, 11.76315, 688.1285, 1796.125, 553.7328, 433.285, 1997.552, 379.7557, 1374.661, 1114.76
275.8, 47.17898, 128.3606, 1472.136, 844.2065, 290.0551, 238.4833, 538.1425, 1048.413, 446.4179, 344.3154, 11.18013, 648.8345, 1712.178, 518.5126, 409.8235, 1884.874, 355.8239, 1298.001, 1057.984
275.9, 44.2956, 120.7165, 1448.146, 805.3329, 273.8773, 218.527, 503.2672, 987.6392, 417.7775, 325.0017, 10.62599, 611.7843, 1632.156, 485.5325, 387.6324, 1778.553, 333.4002, 1250.244, 1004.099
276, 41.58845, 113.5276, 1376.439, 768.2495, 258.6018, 200.2406, 470.652, 930.3879, 411.2393, 306.7714, 10.09933, 576.8497, 1555.873, 595.9422, 420.9732, 1678.229, 312.3896, 1249.741, 1069.837
276.1, 39.04674, 106.7668, 1305.71, 732.8736, 244.1783, 183.4844, 440.1505, 876.4554, 501.8816, 289.5637, 9.598765, 543.91, 1765.998, 558.0372, 470.2646, 1583.563, 292.7032, 1235.625, 1015.349
276.2, 36.66037, 100.4087, 1238.615, 767.5845, 230.5593, 168.1303, 411.6258, 920.3831, 469.6828, 273.3212, 9.123013, 512.8513, 1683.46, 545.3967, 444.8007, 1684.976, 274.2573, 1206.728, 1041.342
276.3, 34.41984, 207.5241, 1324.999, 732.2393, 217.6998, 154.0611, 384.9496, 1196.47, 439.5498, 257.9898, 8.67084, 483.566, 1604.78, 510.7066, 420.7156, 1589.93, 256.9739, 1184.371, 988.3044
276.4, 32.31625, 318.842, 1270.308, 698.5215, 205.5576, 141.1692, 360.0023, 1167.258, 579.472, 243.5184, 8.241079, 455.9531, 1529.777, 478.223, 397.9348, 1500.246, 240.7796, 1118.323, 1061.231
276.5, 30.34122, 341.5049, 1205.033, 666.3564, 194.0927, 129.3561, 336.6717, 1099.594, 542.2953, 229.8587, 7.832619, 429.9169, 1458.279, 524.3181, 376.3874, 1478.512, 225.6059, 1055.958, 1241.309
276.6, 28.48689, 345.9968, 1228.417, 635.6725, 183.2672, 118.5316, 314.8531, 1125.058, 507.5037, 216.9652, 7.444403, 405.3675, 1390.123, 490.9687, 356.0068, 1395.112, 211.3885, 1024.063, 1178.087
276.7, 26.74589, 448.983, 1186.096, 606.4014, 173.0455, 108.6128, 294.4484, 1059.841, 474.9442, 204.795, 7.075429, 382.2199, 1325.153, 459.7406, 336.7297, 1316.417, 198.067, 993.8077, 1118.085
276.8, 25.1113, 422.2453, 1137.076, 722.4259, 163.3939, 99.52406, 275.3661, 998.4045, 444.4736, 193.3074, 6.724743, 510.3777, 1263.219, 430.4987, 318.4965, 1326.033, 185.585, 938.3868, 1117.62
276.9, 23.5766, 397.0998, 1186.914, 689.1601, 154.2806, 91.19585, 330.3163, 940.5292, 415.9579, 182.4642, 6.391438, 511.7383, 1348.363, 403.1167, 351.0405, 1251.234, 173.8896, 886.0565, 1191.152
277, 22.1357, 373.4518, 1186.336, 677.9852, 145.6756, 83.56455, 308.9095, 886.0089, 389.2716, 172.2293, 6.074653, 482.5167, 1462.769, 377.4764, 332.0324, 1283.027, 162.9312, 860.9525, 1231.302
277.1, 20.78286, 371.9141, 1125.375, 802.7641, 137.5506, 76.57185, 288.8901, 864.3867, 364.2974, 162.5684, 5.77357, 473.175, 1394.403, 434.3972, 314.0535, 1279.173, 152.6635, 952.5165, 1168.59
277.2, 19.5127, 349.7659, 1150.022, 765.7989, 129.8787, 70.16429, 270.1681, 1045.501, 340.9255, 153.4495, 5.487409, 446.1554, 1393.84, 437.3382, 297.0482, 1387.815, 143.0428, 899.3983, 1109.071
277.3, 18.32017, 341.5716, 1110.725, 730.5358, 122.6347, 64.29292, 252.6593, 984.8955, 319.053, 144.842, 5.215431, 490.3668, 1428.982, 410.4991, 280.9636, 1309.532, 134.0283, 898.5393, 1052.585
277.4, 17.20052, 324.1419, 1053.65, 721.5703, 196.3909, 58.91287, 339.3017, 1087.103, 515.426, 136.7174, 4.956934, 462.3655, 1399.323, 579.0854, 529.9442, 1330.755, 125.582, 848.4312, 1200.661
277.5, 16.14929, 304.8387, 999.5074, 692.7001, 199.2793, 53.98302, 330.0368, 1285.255, 482.3582, 129.0485, 4.711249, 435.9632, 1676.74, 569.6668, 501.2487, 1255.69, 117.6679, 982.7573, 1326.634
277.6, 15.16232, 287.6377, 1054.229, 660.803, 188.1646, 49.4657, 350.7223, 1392.12, 451.412, 121.8098, 649.3801, 411.0685, 1598.374, 607.8806, 474.1071, 1310.725, 110.2526, 927.9526, 1259.066
277.7, 14.23566, 270.5083, 1075.986, 630.3748, 177.6697, 45.3264, 481.8633, 1545.687, 422.4511, 114.9771, 917.4785, 600.2159, 1523.67, 569.2162, 448.4352, 1236.79, 103.3046, 998.8092, 1194.94
