 , C000, C001, C002, C003, C004, C005, C006, C007, C010, C012, C014, C015, C018, C019, C020, C023, C024, C026, C035, C050, C058, C085, C089, C101
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 47.80936, 0, 0, 0, 0, 0, 0, 120.1759, 219.3244, 0, 119.6162, 0, 160.5538, 0, 0, 16.42459, 0, 0, 41.70239, 0, 118.6183, 0
0.2, -1.525879e-05, 0, 128.8086, 0, 1.525879e-05, 0, 0, 85.702, 27.76266, 162.0098, 208.2577, 0, 113.9982, 1.525879e-05, 150.9232, 94.72099, 44.22766, 15.52496, 0, 0, 60.05817, 0, 231.1778, 55.13068
0.3, 0, 13.26339, 121.6222, 245.9184, 1.525879e-05, -1.525879e-05, 285.6121, 80.76421, 46.73282, 154.8397, 197.7494, 0, 156.9221, 69.73219, 141.8702, 89.41991, 103.2818, 50.71194, 0, 103.5146, 56.93973, 62.13513, 286.5797, 86.75482
0.4, 0, 78.11067, 114.8367, 262.9722, 113.6949, 0, 271.3625, 76.11092, 92.43353, 272.4089, 252.5412, 0, 215.5063, 65.99977, 133.3603, 152.0021, 98.77393, 57.31036, 0, 98.90771, 357.459, 58.91248, 270.4036, 166.562
0.5, 0, 73.41461, 154.6134, 261.8185, 129.3226, 0, 257.8239, 71.72572, 88.39487, 392.8445, 239.7984, 0, 374.0676, 62.46715, 125.3608, 143.4952, 184.421, 97.8492, 0, 94.50574, 338.8984, 55.85687, 522.2766, 159.278
0.6, 0, 69.00089, 145.9873, 427.0238, 123.4842, 0, 244.9607, 67.5932, 351.9722, 452.8708, 227.6986, 0, 385.299, 172.244, 117.8412, 135.4644, 176.3716, 152.9901, 0, 127.1401, 321.3017, 52.9599, 492.7965, 271.7631
0.7, -1.525879e-05, 184.1106, 158.881, 397.5003, 117.9094, 0, 232.7393, 63.69877, 422.5754, 432.8284, 216.2093, 0, 367.2026, 163.0246, 110.7726, 127.8831, 285.8782, 144.6107, 0, 121.4817, 304.6186, 50.21307, 464.9805, 259.8785
0.8, 0, 173.0418, 150.0168, 583.5744, 369.973, 0, 272.1787, 60.02872, 404.112, 459.5464, 205.2998, 0, 349.9563, 154.2987, 104.128, 182.5403, 273.4005, 136.6903, 0, 244.0015, 288.8017, 47.6087, 438.7345, 248.5136
0.9, 0, 162.6384, 156.5456, 543.2273, 353.2703, 19.54236, 258.5994, 56.57011, 386.4553, 439.2085, 194.9407, 0, 361.2956, 146.0399, 97.88202, 172.3243, 261.4674, 129.2037, 0, 233.1422, 273.8061, 143.2101, 413.9699, 273.8055
1, 0, 152.8605, 147.8117, 615.1049, 337.3217, 19.85281, 245.6975, 53.31078, 369.5701, 545.1907, 185.1043, 0, 344.3266, 171.7076, 92.01068, 162.6801, 250.0552, 122.1271, 0, 255.6458, 259.5891, 135.7823, 390.6033, 261.8315
1.1, 0, 143.6705, 164.1528, 572.5779, 322.093, 57.20425, 348.8998, 50.23924, 353.4226, 521.0624, 175.7643, 0, 328.1547, 197.5213, 86.49152, 153.5756, 239.1411, 115.4381, 0, 244.2681, 246.1104, 128.7399, 368.5555, 250.3812
1.2, 7.629395e-06, 135.0329, 284.6517, 569.9157, 351.9404, 53.70838, 358.8411, 47.34467, 337.9807, 498.002, 166.8955, 0, 391.9596, 186.949, 81.30344, 144.9807, 228.7033, 109.1154, 0, 322.1383, 233.3315, 241.9303, 347.7523, 401.2916
1.3, 7.629395e-06, 126.9146, 268.7706, 530.5129, 349.8759, 50.42615, 340.938, 159.6118, 511.3062, 637.1612, 158.4743, 202.2037, 373.5505, 176.9426, 76.42653, 136.8668, 321.7928, 103.1391, 0, 307.8015, 221.2161, 273.9622, 328.1233, 832.7745
1.4, 7.629395e-06, 119.2845, 292.9636, 675.783, 376.8217, 47.34451, 323.9282, 435.0331, 506.7686, 812.7604, 150.4779, 191.3259, 356.006, 240.9099, 71.84218, 129.207, 664.5516, 97.49011, 0, 392.8832, 209.7298, 259.7529, 309.6023, 904.1644
1.5, 0, 112.113, 276.6188, 641.6526, 359.8098, 44.45119, 400.798, 409.9683, 484.6265, 776.7904, 142.8851, 263.9845, 596.3724, 228.0152, 67.53281, 121.9758, 635.546, 92.15051, 0, 485.4531, 198.8399, 404.5805, 292.1266, 864.6238
1.6, 0, 105.3727, 342.4092, 597.2901, 343.5659, 41.73469, 396.1119, 386.3476, 463.4519, 800.556, 135.6754, 323.0419, 568.3627, 255.8054, 63.4819, 154.5382, 607.8065, 87.10335, 0, 463.8479, 188.5154, 483.9723, 275.6375, 850.1356
1.7, 7.629395e-06, 99.03764, 376.5252, 568.9079, 367.9742, 102.7012, 432.4074, 364.088, 443.2025, 765.1261, 128.8294, 305.6635, 541.6685, 242.1134, 59.67403, 188.5696, 581.2776, 82.33263, 0, 443.2042, 178.7271, 458.8708, 260.079, 826.7817
1.8, 7.629395e-06, 93.08344, 355.5184, 529.5748, 351.3618, 96.42488, 410.834, 343.1107, 423.8378, 731.2643, 122.3289, 289.22, 516.228, 325.6943, 56.09454, 178.0163, 555.9068, 77.8232, 0, 491.0272, 169.4469, 435.0711, 245.3988, 856.3228
1.9, 7.629395e-06, 224.5692, 348.0742, 492.9611, 335.4992, 90.53217, 390.337, 323.3421, 405.3193, 742.7368, 116.1564, 273.661, 491.9824, 382.0682, 52.72978, 168.0535, 531.6432, 73.56078, 0, 469.174, 160.6487, 412.5059, 231.5471, 830.3633
2, 7.629395e-06, 211.068, 369.0306, 558.6158, 320.3529, 84.99956, 414.8983, 304.7125, 387.6099, 903.9763, 110.2954, 258.9391, 468.8755, 361.618, 49.56685, 158.6483, 508.4387, 69.53179, 0, 448.2932, 152.3072, 391.1109, 218.4774, 906.9625
2.1, 7.629395e-06, 218.5458, 348.4419, 519.9943, 305.8903, 79.80505, 394.1985, 287.1563, 527.692, 863.9695, 104.7301, 245.0092, 446.8539, 342.2624, 46.59364, 149.7695, 486.247, 65.72347, 0, 428.3417, 144.3989, 370.8257, 206.1454, 882.3111
2.2, 7.629395e-06, 369.1854, 329.0019, 484.0431, 332.0938, 74.928, 374.5314, 270.6115, 616.83, 897.4849, 99.44556, 231.8287, 425.8666, 323.9428, 216.2732, 184.0616, 465.0238, 62.12375, 0, 409.2783, 136.9012, 351.5926, 194.5094, 857.7465
2.3, 7.629395e-06, 346.9897, 310.6465, 576.4284, 339.0042, 70.349, 355.8455, 255.0201, 589.8791, 857.7653, 94.4277, 219.3572, 405.865, 367.6527, 275.0543, 173.7605, 444.7271, 58.72117, 0, 462.6176, 129.7929, 333.357, 183.5302, 919.6011
2.4, 1.144409e-05, 326.1285, 308.3554, 536.5754, 406.1462, 66.04982, 338.0919, 240.3269, 609.4787, 819.8036, 89.66305, 376.3423, 386.8028, 347.9741, 258.5554, 198.1917, 425.3161, 55.50497, 0, 442.0287, 123.0536, 316.0672, 173.1708, 887.7334
2.5, 7.629395e-06, 306.5215, 291.1518, 499.4777, 387.8104, 62.01338, 410.2363, 226.4803, 582.849, 813.4145, 85.13881, 356.0966, 368.6359, 329.3488, 273.4246, 187.0998, 406.7525, 52.46493, 0, 422.356, 116.6642, 299.6742, 163.3961, 848.9114
2.6, 7.629395e-06, 312.3633, 291.8199, 464.9449, 370.3023, 105.4421, 389.7691, 213.4314, 557.3828, 831.3627, 80.84286, 336.94, 351.3222, 311.7205, 333.6358, 196.404, 388.999, 49.59138, 0, 523.7188, 110.6066, 284.1314, 154.1732, 811.787
2.7, 7.629395e-06, 470.1385, 379.4781, 537.2054, 353.5847, 98.99834, 370.3231, 201.1344, 533.0294, 794.5696, 76.76367, 318.814, 334.8217, 534.0523, 313.623, 185.4121, 372.0204, 46.87522, 0, 500.4106, 104.8635, 269.3948, 519.5967, 808.7592
2.8, 7.629395e-06, 441.8736, 358.3066, 573.9319, 337.6219, 408.2884, 351.8472, 189.5459, 509.74, 845.0566, 72.89032, 301.663, 319.0962, 1529.475, 294.8107, 175.0355, 355.783, 44.30783, 0, 601.4262, 99.41864, 255.4225, 575.3758, 773.3909
2.9, 1.144409e-05, 480.0891, 360.6193, 534.2516, 322.3797, 502.2688, 430.4238, 178.6251, 487.4681, 807.6575, 69.2124, 285.4347, 304.1093, 1763.524, 378.2634, 165.2395, 340.2542, 41.88105, 0, 612.6758, 94.25648, 382.334, 542.8985, 739.5692
3, 1.144409e-05, 451.2259, 400.8694, 616.0366, 307.8256, 474.6832, 408.9495, 168.3334, 466.1693, 964.3269, 249.8593, 270.0794, 407.5068, 1745.323, 355.5737, 155.9918, 325.4032, 39.58719, 0, 585.4086, 89.36237, 362.5041, 512.2545, 707.2267
3.1, 7.629395e-06, 424.0979, 378.5044, 578.6638, 361.9723, 445.6743, 388.5465, 158.6348, 445.8012, 1046.403, 237.2518, 255.5502, 388.3675, 1715.707, 334.245, 147.2617, 311.2003, 37.41897, 0, 559.3547, 84.72236, 343.7026, 483.3401, 795.1249
3.2, 1.144409e-05, 432.9977, 357.3872, 538.6562, 345.6308, 418.4383, 369.1614, 149.4949, 484.567, 1000.093, 529.2429, 241.8026, 370.1271, 1695.775, 314.1957, 139.0201, 297.6175, 35.3695, 0, 534.4604, 80.32329, 325.8762, 456.0577, 760.3528
3.3, 7.629395e-06, 406.9656, 415.0538, 501.4147, 330.027, 448.0118, 350.7435, 140.8817, 463.395, 955.8325, 502.5382, 228.7946, 352.7434, 1624.105, 295.349, 131.2397, 284.6274, 33.43229, 0, 696.4646, 76.15263, 408.2659, 602.297, 727.1013
3.4, 3.814697e-06, 382.4986, 424.5264, 466.7479, 315.1277, 420.6329, 333.2445, 132.7646, 443.148, 913.5307, 477.181, 216.4863, 336.1762, 1591.154, 277.6328, 146.3613, 272.2043, 31.60117, 0, 710.1406, 72.19852, 387.091, 639.4324, 695.304
3.5, 7.629395e-06, 359.5025, 400.8415, 483.4269, 300.9009, 394.9272, 338.9275, 125.1153, 423.7857, 873.101, 453.1033, 204.8402, 320.387, 1505.988, 344.8033, 157.5306, 260.3235, 29.87035, 0, 780.551, 68.44972, 367.0142, 732.8401, 664.8972
3.6, 5.722046e-06, 351.1955, 378.4781, 450.0038, 408.9235, 370.7924, 367.9308, 117.9067, 431.0174, 834.4606, 430.2405, 193.8206, 482.898, 1537.125, 502.4894, 148.7143, 248.9612, 143.8228, 0, 745.8124, 64.89558, 427.1537, 735.9753, 725.2659
3.7, 5.722046e-06, 330.0814, 357.3623, 418.8915, 390.4623, 401.3872, 427.614, 111.1134, 412.1852, 922.2525, 408.5313, 183.3938, 497.228, 1503.302, 472.3481, 140.3915, 238.0948, 299.4227, 0, 776.4303, 61.52599, 539.9352, 759.7783, 693.5488
3.8, 3.814697e-06, 310.2367, 475.1589, 389.9302, 372.8346, 376.8576, 406.2798, 104.7115, 394.1757, 920.4166, 387.9175, 173.5279, 473.8747, 1422.838, 444.0148, 132.5344, 227.7028, 629.6161, 0, 787.3242, 58.33134, 511.931, 716.8924, 691.2419
3.9, 3.814697e-06, 1105.429, 448.6491, 362.9713, 356.0026, 353.8271, 405.9634, 98.67851, 376.9532, 952.609, 368.3439, 164.1928, 451.6183, 1346.68, 417.3811, 125.117, 217.7643, 629.6098, 0, 791.7589, 55.30258, 485.3794, 1053.137, 661.0128
4, 3.814697e-06, 1772.792, 472.5528, 337.8762, 339.9306, 332.204, 385.7094, 92.99307, 360.4831, 931.2078, 349.7579, 155.3598, 430.4072, 1274.599, 392.3449, 118.1148, 208.2595, 681.0284, 0, 756.5214, 52.43108, 540.6558, 993.6922, 632.1056
4.1, 3.814697e-06, 1666.211, 446.1885, 436.1517, 324.5842, 342.9163, 406.4052, 87.63522, 384.0711, 889.9957, 332.1097, 147.0021, 410.1924, 1317.425, 368.8106, 111.5044, 199.1697, 716.4856, 0, 774.1106, 49.70868, 512.6144, 937.6029, 604.4626
4.2, 3.814697e-06, 1622.676, 451.887, 437.9972, 309.9306, 321.96, 386.1291, 82.58604, 396.974, 896.3307, 315.352, 139.0939, 390.9269, 1319.531, 346.6879, 180.4448, 190.4765, 677.2431, 0, 739.6586, 47.12763, 486.0273, 884.6796, 578.0284
4.3, 1.907349e-06, 1525.12, 451.8791, 407.715, 295.9385, 332.7592, 366.8647, 77.82779, 379.6292, 999.2407, 348.9468, 131.6112, 423.4165, 1248.903, 325.8922, 170.3461, 182.1629, 662.4055, 0, 706.7399, 282.5095, 531.295, 834.7435, 741.7567
4.4, 1.907349e-06, 1477.988, 426.6682, 379.5264, 338.4682, 312.4236, 348.5613, 73.34368, 363.0422, 955.0179, 331.3396, 124.5311, 518.1674, 1408.6, 306.3439, 160.8126, 174.2121, 626.125, 0, 787.8209, 438.9945, 651.933, 787.6262, 709.3184
4.5, 3.814697e-06, 1451.791, 405.7908, 353.2868, 323.1878, 293.3308, 331.1712, 69.11793, 459.4607, 1061.734, 521.3753, 538.1699, 493.8307, 1333.204, 287.9682, 151.8126, 166.6083, 591.8316, 0, 752.7587, 416.2004, 810.2833, 743.1683, 842.4311
4.6, 3.814697e-06, 1465.037, 383.1512, 328.8613, 308.5972, 275.4048, 314.6487, 413.3786, 485.728, 1014.745, 495.0676, 509.2184, 470.637, 1327.264, 270.6947, 143.3164, 159.3363, 559.4165, 0, 719.257, 394.5899, 891.5927, 701.2199, 879.1584
4.7, 1.907349e-06, 1376.958, 361.7747, 402.4671, 294.6653, 263.7103, 298.9504, 389.5615, 523.2351, 969.8362, 470.0874, 481.8245, 448.5327, 1256.222, 254.4574, 135.2956, 152.3818, 528.7769, 0, 837.6745, 374.1014, 845.3497, 661.6393, 840.7114
4.8, 1.907349e-06, 1332.13, 424.847, 374.6414, 399.0598, 247.5944, 284.0354, 367.1166, 500.3736, 926.9147, 446.3676, 507.8517, 427.4665, 1324.082, 239.194, 127.7237, 145.7309, 499.8154, 0, 800.3936, 354.6768, 801.5051, 624.2928, 803.9457
4.9, 2.861023e-06, 1252.041, 447.3975, 348.7395, 381.0439, 232.4634, 361.7074, 345.9649, 478.511, 885.8926, 423.8446, 480.5312, 407.3897, 1253.21, 359.0378, 120.5756, 139.3702, 573.0917, 0, 764.7717, 336.2607, 759.9345, 589.0544, 812.1788
5, 2.861023e-06, 1190.389, 422.4366, 324.6284, 363.8414, 218.2571, 343.6613, 326.0319, 457.6036, 896.7936, 402.4582, 454.6805, 388.2559, 1231.226, 337.5013, 113.8275, 133.2871, 843.4721, 0, 730.7354, 318.8009, 720.52, 555.8049, 776.6609
5.1, 1.907349e-06, 1173.796, 508.3932, 302.1843, 347.4154, 242.0815, 326.5157, 307.2473, 437.6097, 895.9777, 382.1508, 430.2204, 370.0208, 1227.38, 604.7831, 107.4571, 127.4695, 1032.403, 0, 698.2138, 302.2477, 683.1498, 524.4324, 742.6963
5.2, 1.907349e-06, 1235.836, 527.8468, 281.2919, 331.7311, 320.0501, 310.2254, 289.545, 418.4894, 881.4456, 362.8682, 528.3945, 352.642, 1197.711, 568.5059, 101.4432, 121.9059, 996.5466, 0, 667.1396, 286.5539, 647.7178, 494.8306, 710.2169
5.3, 1.907349e-06, 1186.341, 498.3975, 261.844, 316.7548, 343.4719, 294.7479, 272.8626, 400.2045, 942.6938, 344.5585, 571.6655, 336.0796, 1154.849, 534.4047, 95.76589, 116.5851, 995.5493, 0, 637.4484, 271.675, 683.7789, 466.8997, 745.4249
5.4, 1.907349e-06, 1115.018, 470.5913, 243.7407, 302.4547, 322.4817, 280.0425, 257.1415, 382.7186, 900.9736, 327.1727, 540.9121, 320.295, 1109.846, 502.349, 90.40631, 500.3861, 987.1929, 0, 609.0785, 257.5688, 648.3143, 440.5454, 712.8263
5.5, 1.907349e-06, 1047.982, 525.6552, 226.889, 288.8001, 347.2579, 266.0709, 242.3261, 415.3665, 988.4557, 310.6641, 511.8132, 305.2517, 1107.32, 472.2162, 85.34668, 478.5458, 989.9832, 0, 581.9713, 244.1949, 614.6891, 415.6786, 681.6532
5.6, 1.907349e-06, 984.977, 597.119, 211.2023, 275.762, 331.0788, 252.7963, 397.9798, 397.218, 944.7101, 294.9885, 484.2796, 290.915, 1141.363, 443.8908, 80.57021, 457.6588, 993.6908, 0, 556.0704, 231.5155, 582.8079, 392.2155, 651.8434
5.7, 1.907349e-06, 925.7596, 563.8051, 196.6003, 263.3125, 386.057, 240.1839, 390.9224, 379.8625, 902.9006, 280.1039, 458.2272, 277.2516, 1080.272, 417.2645, 76.06106, 437.6835, 1185.001, 0, 531.3224, 219.4944, 652.7263, 370.0768, 644.238
5.8, 1.907349e-06, 870.1024, 555.9868, 183.0077, 251.425, 362.4642, 228.2009, 415.1178, 447.2157, 990.8679, 265.9704, 433.5764, 264.23, 1022.45, 392.2353, 71.80426, 483.8312, 1120.097, 0, 507.6758, 208.0975, 618.8723, 349.1876, 616.0645
5.9, 1.907349e-06, 967.2059, 527.307, 170.3549, 240.0743, 340.3133, 346.3459, 391.2005, 427.6757, 947.0154, 252.55, 538.6154, 350.2061, 1146.592, 368.7075, 67.78571, 462.7135, 1058.749, 0, 485.0815, 197.2923, 586.774, 329.4776, 589.1229
6, 2.861023e-06, 909.0569, 497.8879, 158.577, 229.2359, 400.7292, 329.0663, 697.986, 408.9895, 1004.467, 239.8067, 559.2248, 458.522, 1085.221, 346.591, 63.99204, 527.4413, 1000.76, 0, 564.9736, 187.0482, 823.8998, 310.8801, 702.2701
6.1, 2.861023e-06, 854.4039, 470.1101, 147.6133, 218.8869, 376.2398, 366.896, 657.771, 391.1197, 960.0125, 227.7065, 700.6684, 502.3492, 1027.134, 325.8011, 60.4107, 607.9257, 945.9479, 0, 539.8292, 177.336, 951.0651, 293.3324, 671.5587
6.2, 2.861023e-06, 803.0366, 443.8821, 137.4076, 209.0051, 353.247, 348.5911, 721.441, 443.0376, 917.5257, 216.2168, 662.9752, 478.7555, 1072.694, 306.2583, 57.02979, 581.3917, 894.1376, 0, 515.804, 168.1281, 901.7375, 276.7751, 722.3214
6.3, 2.861023e-06, 781.9177, 532.8579, 127.9076, 199.5694, 381.7398, 331.1995, 793.3607, 497.7345, 957.0248, 205.3069, 627.3097, 456.2698, 1015.278, 287.8877, 53.83809, 556.0157, 845.165, 0, 492.848, 159.3983, 854.9683, 261.1525, 872.1584
6.4, 2.384186e-06, 775.3995, 503.1291, 119.0643, 190.5596, 361.0573, 314.6755, 747.6506, 475.9872, 914.6702, 194.9475, 644.4515, 434.8403, 960.9353, 270.6191, 50.82501, 604.4578, 798.8747, 0, 561.2848, 151.1218, 810.6249, 246.4116, 834.0176
6.5, 1.907349e-06, 728.7821, 485.0235, 110.8325, 181.9567, 342.0381, 298.976, 704.5741, 455.1901, 988.8553, 185.1108, 661.9063, 414.4172, 909.5012, 254.3863, 47.98056, 578.0751, 755.1198, 0, 653.972, 143.2751, 768.5813, 232.5028, 797.5446
6.6, 1.907349e-06, 740.7554, 457.9634, 103.1697, 173.7421, 367.7982, 413.6971, 791.0026, 435.3017, 945.092, 175.7704, 650.9734, 601.8917, 860.8203, 239.1272, 45.29531, 686.6606, 713.7613, 0, 624.8668, 135.8357, 921.5639, 219.3791, 762.6667
6.7, 1.907349e-06, 787.126, 447.2432, 96.03679, 292.3148, 405.4895, 393.0572, 745.4283, 416.2822, 903.2655, 166.9013, 739.0195, 573.6227, 960.1545, 224.7834, 42.76033, 656.6901, 674.668, 0, 597.0569, 128.7827, 1007.727, 206.9962, 921.0636
6.8, 1.430511e-06, 739.8035, 558.5507, 89.39701, 279.118, 380.7092, 398.575, 702.4799, 398.0938, 940.0254, 158.4798, 758.955, 546.6815, 908.7623, 211.3, 40.36723, 704.3454, 637.716, 0, 717.6921, 122.0958, 1217.321, 195.3122, 912.0906
6.9, 1.907349e-06, 695.3261, 527.3884, 83.21629, 266.517, 357.4433, 378.6895, 662.006, 380.7, 988.8917, 150.4832, 718.1262, 521.0056, 860.1208, 198.6254, 38.10806, 772.4737, 602.7878, 0, 811.4352, 115.7562, 1154.184, 184.2877, 907.4627
7, 1.907349e-06, 660.1556, 547.8589, 77.4629, 254.4849, 371.3408, 359.7963, 678.9355, 364.0663, 1223.25, 142.89, 792.5278, 496.5356, 947.6432, 186.7111, 35.97532, 738.7577, 569.7726, 0, 866.9001, 109.7457, 1094.321, 173.8856, 896.7944
7.1, 1.907349e-06, 620.4667, 517.2932, 72.10728, 242.9959, 349.1618, 517.6505, 862.6774, 348.1593, 1169.113, 135.6801, 749.8929, 473.2149, 1046.443, 175.5114, 33.96195, 706.5133, 538.5657, 0, 846.7455, 104.0474, 1334.757, 164.0705, 941.5852
7.2, 1.430511e-06, 610.783, 577.3304, 67.12193, 232.0257, 347.7534, 509.3431, 1008.973, 537.6429, 1189.641, 128.8339, 859.1403, 450.9894, 990.4326, 164.9836, 32.06125, 675.6763, 509.0681, 78.5808, 809.0609, 98.64487, 1406.765, 154.8095, 987.6349
7.3, 1.907349e-06, 639.7223, 545.1204, 62.48126, 221.5507, 326.5015, 483.9313, 995.7545, 514.1519, 1295.964, 122.3332, 812.9219, 429.8079, 937.4197, 155.0872, 30.26693, 646.1852, 481.186, 249.4789, 877.5178, 93.52288, 1333.802, 146.0712, 944.444
7.4, 1.430511e-06, 668.2869, 514.7074, 58.16144, 211.5486, 306.5483, 459.7874, 1069.061, 491.6873, 1283.482, 116.1604, 883.0023, 409.6212, 887.2444, 145.7845, 28.57302, 617.9813, 454.8311, 295.8884, 895.2825, 88.66685, 1321.251, 137.8262, 995.8114
7.5, 1.66893e-06, 628.1091, 485.9912, 54.14028, 298.0983, 287.8145, 501.3432, 1007.466, 491.9982, 1349.693, 110.2992, 835.5002, 390.3826, 985.4453, 137.0397, 26.97392, 591.0084, 429.9196, 277.3104, 920.1883, 84.06296, 1320.905, 130.0465, 1053.305
7.6, 1.430511e-06, 590.3468, 458.8772, 237.9291, 347.8907, 409.9361, 476.3305, 1023.155, 611.0598, 1332.814, 268.0413, 854.5504, 372.0475, 932.6993, 128.8196, 25.46431, 990.9625, 406.3726, 387.0526, 879.235, 316.2614, 1688.684, 122.706, 1086.27
7.7, 1.430511e-06, 576.3146, 571.9092, 331.1114, 332.1849, 384.8841, 631.7835, 1123.601, 584.361, 1529.727, 254.5164, 1025.858, 354.5736, 882.7767, 121.0925, 24.03919, 1106.913, 384.1153, 362.7507, 870.6577, 299.84, 1929.047, 115.7798, 1038.766
7.8, 1.192093e-06, 541.6663, 602.3196, 327.0881, 372.2844, 361.363, 600.2631, 1087.188, 706.2084, 1462.027, 241.6739, 970.6705, 337.9204, 835.5261, 113.8289, 96.34179, 1300.116, 363.077, 462.1711, 831.9088, 284.2712, 1942.117, 109.2446, 1163.889
7.9, 1.192093e-06, 509.101, 707.5057, 304.4739, 355.4773, 339.2794, 570.3152, 1037.755, 675.3523, 1397.323, 229.4795, 918.4522, 322.0494, 790.8046, 107.001, 154.3234, 1332.057, 343.191, 433.1527, 849.9566, 269.5109, 1976.011, 103.0782, 1120.951
8, 1.192093e-06, 478.4935, 668.033, 368.7293, 405.7768, 318.5453, 541.8615, 1065.643, 645.8444, 1335.482, 217.9003, 869.043, 306.9238, 748.4767, 100.5826, 247.2057, 1273.917, 324.3942, 405.9564, 812.1291, 255.517, 1873.524, 97.25995, 1071.93
8.1, 1.192093e-06, 536.6049, 677.6442, 343.2361, 387.4576, 299.0783, 540.4545, 1004.245, 617.6257, 1378.192, 206.9055, 1044.205, 292.5085, 708.4146, 94.54929, 233.3707, 1218.314, 306.6269, 440.1175, 814.8159, 242.2496, 1776.352, 91.77007, 1130.916
8.199999999999999, 9.536743e-07, 504.3439, 639.8376, 553.2618, 633.8383, 280.8011, 639.0361, 946.3849, 590.6401, 1317.198, 196.4654, 988.0309, 278.7703, 731.0773, 88.87785, 220.31, 1296.275, 289.8327, 548.0722, 820.8262, 229.6712, 1684.221, 86.59007, 1081.459
8.300000000000001, 9.536743e-07, 474.0225, 604.1403, 547.8658, 643.2628, 263.6407, 607.1538, 891.8583, 564.8335, 1258.903, 186.5521, 1115.54, 265.6773, 691.9464, 83.54662, 207.9802, 1239.697, 273.9583, 513.6604, 784.2951, 217.7459, 1596.867, 81.70247, 1152.857
8.4, 9.536743e-07, 445.524, 580.6681, 509.9876, 670.7632, 247.5291, 576.8621, 1016.656, 540.1545, 1203.189, 177.139, 1134.194, 253.1993, 719.6647, 78.53516, 227.4374, 1235.722, 258.9534, 481.4092, 749.3898, 206.4398, 1785.565, 77.09074, 1105.867
8.5, 9.536743e-07, 418.7388, 678.3935, 474.7281, 640.481, 232.4021, 548.0817, 958.0804, 588.1041, 1149.94, 280.6722, 1073.179, 241.3073, 808.4702, 73.82432, 214.7087, 1226.88, 244.7703, 451.183, 716.038, 195.7207, 1692.956, 72.73933, 1108.302
8.6, 7.152557e-07, 426.3076, 640.5451, 441.9064, 611.566, 218.1995, 520.7372, 1016.823, 562.4084, 1232.18, 266.51, 1015.446, 229.9739, 765.1968, 69.39605, 202.6925, 1173.33, 231.3641, 422.8546, 684.1705, 291.9265, 1605.149, 594.7389, 1059.834
8.699999999999999, 8.34465e-07, 400.6777, 605.9047, 411.354, 583.9564, 204.8649, 559.4058, 958.2381, 537.8353, 1327.951, 269.6306, 960.8191, 219.1728, 787.5782, 65.23341, 342.5569, 1235.948, 218.6921, 396.3048, 704.4225, 432.244, 1521.897, 749.3195, 1167.741
8.800000000000001, 7.152557e-07, 376.5887, 572.1005, 478.5111, 557.5933, 192.3452, 589.3408, 978.2029, 514.3359, 1269.18, 313.1056, 961.1683, 208.8789, 745.4232, 61.32045, 323.3855, 1373.997, 206.7142, 492.9471, 673.072, 507.691, 1613.264, 1055.747, 1116.674
8.9, 8.34465e-07, 353.948, 571.7911, 447.5923, 734.6295, 180.5906, 567.7028, 1114.008, 517.1232, 1713.628, 512.6552, 1016.865, 199.0685, 705.5244, 57.64221, 305.2871, 1314.027, 195.3923, 582.4857, 643.1167, 652.6157, 1614.99, 996.1547, 1128.322
9, 8.34465e-07, 332.6684, 593.6635, 416.6467, 939.4593, 169.5543, 638.297, 1049.823, 573.1152, 1806.287, 657.0408, 1147.804, 189.7189, 787.6881, 54.1846, 288.2016, 1433.98, 184.6905, 545.9132, 663.8259, 858.9098, 1768.713, 1077.36, 1125.566
9.1, 7.152557e-07, 312.6682, 587.0488, 395.1527, 919.815, 159.1925, 606.4516, 989.337, 548.0743, 1905.415, 804.2565, 1147.123, 180.8084, 745.5271, 50.9344, 272.0722, 1470.827, 174.5748, 535.1485, 634.2822, 1072.565, 1766.626, 1016.548, 1142.159
9.199999999999999, 5.960464e-07, 293.8704, 574.1642, 367.8327, 878.2892, 149.4639, 666.5781, 932.3356, 524.1276, 1956.548, 763.6751, 1085.412, 172.3164, 705.6228, 47.87915, 256.8456, 1498.073, 165.0132, 600.0841, 633.2943, 1222.36, 1694.869, 959.1691, 1178.134
9.300000000000001, 91.17761, 276.2028, 544.9871, 342.4016, 918.6107, 140.3299, 774.6399, 878.6184, 516.5142, 1869.958, 725.1414, 1097.551, 164.2232, 776.6178, 45.00717, 242.4711, 1432.687, 155.9753, 646.1799, 605.1093, 1158.891, 1701.271, 1399.248, 1150.961
9.4, 86.35687, 259.5973, 595.5582, 318.7286, 877.1393, 131.754, 735.9921, 827.9962, 593.139, 1787.2, 688.552, 1197.579, 156.5102, 735.0493, 42.30747, 228.9011, 1370.155, 147.4324, 670.6434, 789.2495, 1226.399, 1646.399, 1320.267, 1100.628
