 , C000, C002, C003, C004, C005, C006, C008, C009, C011, C012, C013, C016, C018, C022, C023, C024, C038, C072, C083, C128, C130
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 0, 145.7292, 0, 46.89172, 0, 0, 0, 371.7119, 95.53931, 0, 0, 14.1143, 98.31915, 66.22125, 0, 140.2438, 5.131836, 0, 144.255
0.2, 0, 0, 26.79385, 227.9011, 0, 44.06274, -1.525879e-05, 0, 218.4306, 443.3396, 91.36157, 0, 0, 114.8527, 93.90378, 62.55487, 0, 132.9949, 179.2412, -0.0001220703, 138.001
0.3, 0, 0, 25.62122, 216.6703, 0, 41.40466, -1.525879e-05, 0, 242.6396, 611.3623, 118.429, 0, 0, 170.4074, 177.3866, 58.823, 0, 126.1206, 170.1381, 147.4923, 132.0182
0.4, 0, 0, 59.88257, 257.9634, 0, 74.83203, 0, 0, 278.871, 594.807, 113.2504, 1.772782, 0, 160.8788, 169.4204, 55.31366, 0, 119.6017, 161.4973, 169.9021, 126.2947
0.5, 0, 0, 57.26178, 392.1664, 0, 257.8033, 4.378677, 0, 266.2309, 651.6481, 108.2982, 1.681879, 174.2751, 151.883, 161.8119, 52.01379, 0, 113.4197, 230.4908, 162.3029, 283.4822
0.6, 0, 0, 54.75571, 372.8407, 0, 242.2505, 4.13092, 0, 430.4351, 785.2008, 103.5625, 1.595636, 214.8975, 143.3902, 154.5451, 88.21945, 0, 238.1332, 339.7361, 325.5576, 315.8575
0.7, 0, 0, 52.3593, 459.6157, 0, 227.6359, 3.897186, 0, 410.9252, 777.8241, 99.03394, 1.513817, 340.8892, 135.3723, 147.6047, 82.95648, 0, 241.716, 322.482, 432.5858, 302.1638
0.8, 0, 0, 102.1797, 446.3707, 0, 213.903, 52.45633, 0, 392.2996, 734.634, 94.70337, 30.21602, 326.7317, 127.8027, 140.9759, 351.5528, 0, 229.2221, 306.1041, 584.326, 543.36
0.9, 6.052679, 0, 292.8262, 424.3739, 0, 200.9986, 49.48824, 0, 374.5182, 846.1986, 90.56223, 28.66663, 444.5295, 307.4573, 301.3773, 526.0505, -1.525879e-05, 217.3741, 290.558, 685.3132, 694.2447
1, 48.30067, 0, 280.0106, 412.8891, 0, 188.8727, 46.68808, 0, 357.5427, 801.8727, 86.60214, 27.19668, 601.1134, 348.8095, 365.9267, 494.6676, -1.525879e-05, 329.9728, 297.5457, 974.0361, 723.1945
1.1, 180.5913, 0, 345.1307, 510.5493, 0, 312.1448, 44.04639, 0, 433.1655, 909.3993, 82.81519, 25.80211, 727.8187, 338.6838, 349.4933, 566.896, -1.525879e-05, 312.9171, 282.4342, 1064.721, 815.4045
1.2, 171.7733, 0, 353.2198, 485.3898, 0, 293.3136, 41.55415, 5.131925, 471.2809, 1089.951, 128.734, 24.47905, 823.7065, 319.7457, 333.798, 570.4863, 0, 421.4174, 268.0903, 1337.721, 933.7945
1.3, 163.3859, 0, 498.5107, 461.4702, 0, 275.6184, 39.20292, 42.80683, 469.3232, 1029.429, 123.1048, 23.22383, 795.3009, 388.1895, 350.6748, 675.8988, 1.525879e-05, 533.7603, 310.37, 1501.684, 1066.613
1.4, 251.3258, 8.717784, 581.4363, 507.7157, 0, 258.9908, 36.98473, 40.64049, 448.0507, 972.2679, 117.7216, 22.03297, 817.9095, 413.8486, 442.6915, 635.5762, 1.525879e-05, 584.536, 468.45, 2020.199, 1020.371
1.5, 239.054, 8.251715, 555.9896, 482.696, 0, 388.6053, 34.89205, 38.58379, 427.7423, 918.2809, 137.2259, 20.90318, 796.8938, 390.7076, 422.8107, 597.6591, 1.525879e-05, 614.3682, 447.715, 1975.616, 976.1343
1.6, 232.3507, 7.810563, 531.6566, 574.6382, 0, 434.1598, 32.91778, 36.63116, 519.6866, 867.2916, 131.2253, 19.83132, 839.3181, 368.8605, 403.8228, 575.5629, 1.525879e-05, 584.3546, 492.7649, 1887.251, 1132.99
1.7, 221.0054, 7.392995, 508.3885, 546.3205, 0, 485.7198, 31.05522, 42.0737, 496.1312, 937.0837, 257.5973, 18.81443, 804.4603, 388.1438, 385.6876, 541.2261, 3.051758e-05, 554.1503, 732.7812, 1933.81, 1197.923
1.8, 210.2141, 6.997752, 509.1694, 549.6566, 0, 456.4171, 29.29805, 39.94447, 473.6436, 885.0502, 246.3331, 17.84967, 811.4733, 366.4401, 437.8194, 508.9378, 2.288818e-05, 610.7664, 695.5654, 2026.779, 1246.839
1.9, 199.9497, 6.62364, 486.8855, 549.0469, 0, 428.8822, 27.6403, 37.92299, 670.3411, 835.9062, 283.5922, 16.93439, 777.772, 345.95, 418.1575, 731.783, 2.288818e-05, 668.4647, 765.2732, 1959.956, 1192.784
2, 190.1865, 6.269527, 498.4296, 521.9904, 0, 403.0084, 26.07635, 36.00381, 639.9572, 887.6473, 271.1913, 36.51389, 745.4702, 326.6057, 462.2892, 688.1265, 2.288818e-05, 829.2126, 804.3196, 1981.384, 1192.303
2.1, 271.9168, 5.934347, 476.6157, 650.0616, 0, 456.8077, 72.86765, 34.18175, 686.0834, 864.8208, 259.3326, 34.64155, 714.51, 308.343, 441.5284, 792.9009, 2.288818e-05, 808.5051, 818.8115, 2054.716, 1329.436
2.2, 262.7177, 5.617085, 455.7565, 681.2957, 0, 467.0283, 103.144, 32.45191, 654.9858, 842.0539, 247.9926, 32.86523, 706.1306, 291.1014, 472.3564, 745.5981, 2.288818e-05, 904.0023, 803.775, 1962.813, 1271.8
2.3, 249.8896, 5.316786, 520.9957, 903.3444, 0, 547.8708, 97.30794, 30.80961, 625.298, 795.2972, 237.1484, 38.44158, 701.9368, 274.824, 451.1435, 775.5435, 3.051758e-05, 939.4523, 931.85, 2216.842, 1426.531
2.4, 237.6879, 5.032541, 498.1942, 858.8282, 0, 528.0828, 91.80204, 29.25042, 714.8403, 978.3017, 226.7784, 36.4704, 720.9357, 259.4568, 486.2954, 729.2763, 3.051758e-05, 890.8938, 995.0172, 2117.688, 1364.686
2.5, 226.082, 4.763492, 525.1376, 816.5059, 0, 496.2244, 86.60768, 27.77013, 682.4395, 923.9796, 216.8618, 34.6003, 752.2589, 244.9488, 480.1274, 771.0333, 3.051758e-05, 988.2175, 986.6628, 2022.969, 1348.853
2.6, 215.0428, 4.508827, 502.1548, 776.2692, 0, 466.288, 81.70722, 26.36476, 684.4457, 872.6739, 263.0022, 32.82609, 721.0167, 361.5905, 480.1905, 799.6409, 3.051758e-05, 982.7437, 1009.721, 2118.825, 1478.61
2.7, 204.5426, 4.267776, 552.0732, 1010.26, 0, 530.9462, 77.08405, 25.03051, 653.4224, 886.0309, 251.5017, 31.14286, 691.0721, 341.3716, 458.6257, 751.9362, 2.288818e-05, 997.0657, 964.2826, 2077.75, 1462.074
2.8, 254.3625, 4.039613, 527.9116, 971.3998, 0, 731.0034, 72.72247, 23.76379, 775.3871, 977.0226, 240.504, 29.54594, 780.6143, 322.2832, 438.0294, 707.0773, 1.525879e-05, 945.5292, 921.053, 2158.824, 1398.688
2.9, 241.9425, 3.823648, 504.8073, 923.5302, 0, 686.9031, 68.60768, 22.56117, 740.2418, 983.488, 229.9873, 28.0309, 798.8894, 304.2622, 418.358, 664.8947, 1.525879e-05, 988.273, 972.1093, 2091.856, 1338.049
3, 230.1288, 3.619229, 482.7143, 878.0194, 0, 645.4633, 64.72571, 21.41941, 706.6896, 946.3427, 219.9304, 26.59355, 765.7623, 395.1594, 399.57, 788.3668, 1.525879e-05, 937.1911, 922.7388, 2214.56, 1364.372
3.1, 218.892, 3.425738, 479.4543, 834.7514, 0, 606.5235, 61.06339, 20.33543, 873.137, 1082.992, 210.3133, 25.22991, 763.2203, 373.0634, 381.6258, 1049.259, 7.629395e-06, 941.4943, 875.8757, 2136.503, 1305.221
3.2, 208.2039, 3.242592, 458.4708, 864.1785, 0, 666.3608, 57.60829, 19.30631, 833.5612, 1022.857, 318.1436, 23.93619, 731.5229, 352.2029, 364.4874, 986.6624, 1.525879e-05, 1112.594, 831.3927, 2067.422, 1479.232
3.3, 198.0376, 3.069237, 453.5877, 841.7202, 0, 626.1604, 54.34869, 18.32927, 970.9058, 966.0608, 304.2319, 22.70881, 701.9971, 413.575, 348.1187, 927.8002, 1.144409e-05, 1284.381, 789.1688, 2125.271, 1480.302
3.4, 188.3678, 2.90515, 545.4111, 935.7703, 0, 588.3851, 51.27352, 17.40168, 965.2081, 912.4185, 390.6663, 21.54436, 727.908, 420.3326, 332.4851, 911.3907, 1.144409e-05, 1336.713, 858.3508, 2153.032, 1529.779
3.5, 243.6045, 2.749835, 595.1613, 937.2164, 0, 552.8887, 48.37235, 16.52102, 921.459, 926.9594, 373.5833, 20.43962, 716.8989, 467.1349, 317.5536, 857.0193, 1.525879e-05, 1267.621, 814.7577, 2056.732, 1463.458
3.6, 231.7097, 2.602824, 569.1139, 891.0312, 0, 519.5338, 45.63535, 15.68494, 879.6929, 910.6226, 357.2472, 87.01244, 687.1252, 441.0143, 303.2926, 805.8914, 1.525879e-05, 1202.1, 868.3029, 2090.823, 1400.011
3.7, 220.3957, 2.463672, 648.379, 991.3256, 0, 657.5364, 43.0532, 14.89117, 960.9128, 1071.624, 341.6255, 82.55067, 694.4883, 416.3542, 289.6721, 949.2742, 1.144409e-05, 1257.036, 999.4321, 1997.306, 1691.838
3.8, 209.6341, 2.331959, 620.0026, 942.4739, 0, 617.8683, 40.61716, 34.43426, 917.3583, 1012.12, 326.687, 78.3177, 757.0916, 393.0731, 319.1769, 909.3346, 1.144409e-05, 1192.062, 997.4222, 1907.971, 1791.519
3.9, 199.398, 2.207289, 592.868, 954.0883, 0, 697.9308, 38.31895, 57.18086, 912.849, 955.9197, 392.3243, 196.5865, 725.6487, 371.0938, 331.8211, 957.9789, 1.144409e-05, 1130.446, 952.5181, 2042.436, 1746.134
4, 189.6618, 2.089283, 566.9209, 1044.057, 0, 768.7825, 36.15078, 54.28709, 871.4731, 902.8405, 385.67, 186.5061, 719.527, 402.0876, 316.9194, 900.8281, 7.629395e-06, 1072.016, 904.1426, 1951.083, 1747.959
4.1, 180.4009, 1.977586, 542.1094, 1095.783, 0, 722.4031, 34.10529, 63.34079, 889.1591, 852.7084, 387.0353, 176.9426, 689.6443, 379.6042, 302.687, 886.4609, 7.629395e-06, 1016.605, 858.2239, 2105.958, 1672.178
4.2, 171.5922, 1.87186, 518.3839, 1041.784, 0, 678.8216, 32.17554, 60.13529, 848.8571, 909.2521, 370.111, 167.8694, 661.0027, 358.378, 289.0937, 833.5767, 7.629395e-06, 964.0588, 868.6779, 2011.764, 1599.683
4.3, 163.2137, 1.771787, 495.6966, 990.4458, 0, 695.9805, 30.35498, 57.09201, 810.3817, 861.0775, 353.9268, 159.2616, 749.3671, 338.3387, 276.1108, 783.8473, 1.144409e-05, 914.2284, 934.5298, 1921.783, 1530.33
4.4, 155.2442, 1.677064, 474.0023, 941.6375, 0, 654.4481, 28.63743, 54.20274, 776.4545, 925.4407, 338.4503, 151.095, 718.2451, 319.4199, 263.711, 847.2981, 7.629395e-06, 893.6995, 887.0679, 1960.022, 1706.475
4.5, 147.6639, 1.587405, 453.2574, 895.2343, 0, 614.9662, 27.01706, 51.45968, 873.3174, 894.8405, 354.0853, 143.3473, 710.9995, 301.559, 301.4799, 858.3433, 1.144409e-05, 847.5058, 842.0164, 1980.031, 1632.493
4.6, 140.4538, 1.50254, 433.4205, 969.1505, 0, 577.8663, 25.48837, 56.93505, 833.7333, 899.2426, 338.6019, 135.9968, 681.4709, 397.5771, 287.9408, 807.1364, 1.144409e-05, 934.4677, 812.212, 2123.609, 1561.718
4.7, 133.5956, 1.422211, 447.2919, 921.3915, 0, 551.3807, 24.04619, 54.05372, 795.9435, 923.5312, 323.7956, 129.0233, 727.7971, 428.7635, 275.0097, 892.1971, 9.536743e-06, 886.1667, 811.1893, 2100.768, 1494.012
4.8, 127.0724, 1.346177, 427.716, 964.869, 0, 518.1168, 22.6856, 51.31821, 759.8665, 925.0121, 417.902, 122.4073, 697.5709, 404.7885, 262.6593, 838.9707, 9.536743e-06, 856.7333, 801.4941, 2195.814, 1527.89
4.9, 120.8677, 1.274208, 477.798, 917.3211, 0, 486.8596, 21.402, 48.72113, 972.5286, 914.2339, 399.6281, 116.1306, 762.1877, 382.1541, 250.8636, 849.619, 9.536743e-06, 812.4503, 774.1582, 2097.601, 1834.934
5, 151.4447, 1.206086, 511.1856, 936.2847, 0, 495.9395, 20.19103, 46.25549, 928.4478, 863.4694, 382.1531, 110.1758, 737.2529, 360.7853, 239.5976, 846.0139, 9.536743e-06, 770.4563, 781.4647, 2069.125, 1755.383
5.1, 151.3308, 1.141607, 508.8526, 934.2202, 0, 466.0203, 19.04857, 139.1603, 886.3649, 815.5236, 365.4424, 104.5262, 936.7899, 340.6114, 228.8376, 817.6511, 9.536743e-06, 770.1979, 741.7765, 2166.958, 1940.575
5.2, 167.0781, 1.080574, 498.1603, 888.1827, 0, 437.9061, 17.97076, 132.1177, 846.1895, 770.2401, 349.4623, 99.16642, 1136.584, 356.9449, 218.5607, 768.8718, 7.629395e-06, 844.2542, 704.1039, 2212.385, 2029.979
5.3, 210.395, 1.022805, 808.6041, 960.0349, 0, 484.3719, 16.95394, 125.4316, 856.5378, 808.5042, 334.181, 94.08144, 1583.306, 403.9206, 208.7454, 1020.674, 5.722046e-06, 830.4398, 706.3262, 2593.667, 1941.971
5.4, 232.6658, 0.9681238, 801.7355, 912.7252, 0, 455.1505, 15.99465, 119.0839, 817.7144, 763.6105, 417.7612, 89.25719, 1695.371, 381.3347, 199.3709, 959.783, 5.722046e-06, 906.1349, 878.7099, 2477.658, 2255.519
5.5, 245.1792, 0.9163661, 784.7216, 867.7469, 0, 427.692, 15.08964, 113.0574, 824.7609, 721.2095, 399.4934, 84.68033, 2051.291, 360.0117, 190.4174, 1042.69, 3.814697e-06, 960.5363, 911.8929, 2620.099, 2157.733
5.6, 233.2075, 0.8673755, 1037.205, 911.7307, 0, 401.89, 14.23583, 107.3358, 787.3778, 883.6286, 382.0244, 80.33815, 2199.73, 339.8811, 181.866, 1169.665, 3.814697e-06, 910.888, 865.5806, 2502.908, 2064.187
5.7, 319.6603, 0.821004, 991.8115, 895.3583, 0, 377.6447, 13.43034, 101.9039, 751.689, 834.5635, 365.3192, 76.21863, 2551.913, 320.8761, 173.6986, 1272.586, 3.814697e-06, 892.5642, 821.6204, 2747.292, 2215.368
5.8, 304.0519, 0.7771116, 1053.208, 947.7303, 0, 470.5125, 12.67042, 96.74678, 1202.842, 822.9898, 349.3446, 72.31034, 2819.297, 302.9337, 165.898, 1196.666, 3.814697e-06, 865.9973, 895.5045, 2748.789, 2337.395
5.9, 289.2055, 0.7355658, 1068.53, 901.0269, 0, 442.1273, 11.9535, 91.85069, 1148.322, 777.2917, 376.6188, 68.60246, 3060.894, 291.9597, 158.4477, 1225.78, 1.907349e-06, 1054.15, 873.336, 2645.207, 2236.06
6, 308.9132, 0.6962411, 1167.741, 933.556, 0, 415.4544, 11.27715, 87.20238, 1184.314, 734.1312, 360.15, 94.63148, 3217.253, 275.6342, 151.332, 1152.652, 1.907349e-06, 1250.363, 828.9819, 2600.179, 2338.662
6.1, 293.8295, 0.6590188, 1116.635, 919.382, 0, 390.3907, 10.63906, 82.78931, 1130.634, 742.7397, 400.4571, 141.0021, 3324.369, 260.2217, 144.5359, 1185.571, 2.861023e-06, 1506.199, 790.1086, 2483.88, 2444.843
6.2, 296.5892, 0.6237864, 1067.765, 874.0756, 0, 366.8391, 10.03708, 78.59956, 1244.387, 701.4977, 382.9459, 133.7719, 3186.304, 245.671, 138.0449, 1114.843, 2.861023e-06, 1433.843, 841.194, 2521.041, 2338.85
6.3, 282.1073, 0.5904376, 1021.034, 909.1601, 0, 344.7083, 9.469162, 74.62186, 1187.984, 662.5457, 417.8246, 126.9124, 3214.717, 231.9339, 131.8455, 1231.239, 2.861023e-06, 1619.705, 798.4722, 2408.281, 2237.451
6.4, 268.3325, 0.5588717, 976.3479, 921.9087, 0, 323.9125, 8.933376, 70.84545, 1134.137, 625.7566, 399.554, 179.786, 3234.106, 317.427, 125.9245, 1209.907, 2.861023e-06, 2055.39, 757.9203, 2435.664, 2318.974
6.5, 255.2302, 0.5289934, 1019.393, 876.4778, 0, 304.3714, 8.427906, 67.26015, 1082.731, 591.0103, 420.518, 170.5671, 3099.79, 347.6357, 120.2694, 1137.727, 2.861023e-06, 2899.124, 719.4278, 2533.798, 2218.437
6.6, 242.7678, 0.5007124, 1113.698, 833.2857, 0, 286.0092, 7.951037, 63.8563, 1033.656, 558.1932, 402.1296, 203.9515, 3166.788, 533.3914, 114.8682, 1226.88, 2.861023e-06, 3248.933, 682.8903, 2537.768, 2271.927
6.7, 230.9138, 0.4739434, 1073.788, 848.9884, 0, 268.7547, 7.50115, 60.62471, 1065.618, 648.0182, 384.5453, 296.5799, 3112.382, 503.5659, 109.7096, 1405.421, 2.861023e-06, 3303.412, 648.2083, 2590.521, 2173.43
6.8, 256.1043, 0.4486055, 1177.486, 891.1304, 0, 252.5411, 7.076719, 57.55666, 1017.318, 612.0357, 367.7299, 281.3721, 3044.641, 475.4082, 104.7827, 1362.51, 2.861023e-06, 3324.524, 615.2878, 2759.856, 2326.917
6.9, 290.2338, 55.28621, 1125.953, 969.1833, 0, 237.3057, 6.676303, 54.64388, 1012.288, 578.0513, 351.6498, 407.2562, 3044.078, 448.825, 100.077, 1353.9, 163.6178, 3540.248, 584.0392, 2738.308, 2467.132
7, 276.0621, 52.33051, 1167.153, 921.4228, 0, 222.9894, 6.298544, 51.8785, 1303.498, 545.9539, 405.9602, 386.3732, 2977.422, 423.7282, 95.58266, 1273.129, 199.0215, 3665.872, 554.3776, 2615.83, 2722.813
7.1, 306.5569, 49.53282, 1170.398, 876.0158, 0, 209.5368, 5.942159, 49.25307, 1244.416, 515.6387, 418.6166, 366.561, 2917.432, 400.0347, 91.29016, 1197.177, 189.6102, 3726.066, 618.7506, 2679.646, 2604.768
7.2, 291.5883, 46.8847, 1172.573, 832.8465, 0, 196.8958, 5.605939, 46.76051, 1336.163, 487.0069, 400.3113, 347.7648, 2930.502, 377.6661, 87.19043, 1209.101, 180.6439, 3846.713, 587.3261, 2658.002, 2666.724
7.3, 330.2432, 44.37816, 1121.255, 806.9304, 0, 185.0174, 5.288743, 44.39409, 1275.6, 551.2623, 393.7098, 329.9323, 2929.789, 356.5483, 83.27481, 1174.3, 333.897, 3691.764, 598.4993, 2539.116, 2551.111
7.4, 314.118, 42.00562, 1072.183, 767.1655, 0, 173.8556, 4.989494, 42.14743, 1217.782, 520.6525, 376.4937, 313.0143, 2936.316, 336.6113, 79.53504, 1163.861, 318.1077, 3662.527, 579.8922, 2454.817, 2597.558
7.5, 298.7801, 39.75993, 1025.259, 729.3602, 0, 163.3672, 4.707178, 40.01446, 1162.585, 491.7422, 360.0304, 296.9638, 3003.086, 317.7891, 75.96322, 1372.738, 429.7765, 3615.014, 664.7161, 2408.712, 2484.944
7.6, 299.8647, 37.63428, 980.388, 748.14, 0, 191.4728, 4.440836, 37.98944, 1109.89, 547.581, 344.287, 281.7363, 2987.774, 300.0194, 72.5518, 1312.121, 549.2006, 3547.551, 782.3735, 2300.977, 2640.569
7.7, 352.2729, 35.62229, 1005.21, 787.0615, 0, 255.7721, 4.189564, 36.0669, 1059.583, 517.1755, 406.3427, 267.2896, 2896.928, 283.2433, 69.29359, 1265.978, 523.2299, 3502.652, 742.6392, 2198.059, 2720.924
7.8, 335.072, 33.71785, 961.217, 766.088, 0, 240.3418, 3.95251, 34.24165, 1011.556, 488.4584, 436.6549, 329.0202, 2856.622, 267.4053, 66.18169, 1190.452, 775.7535, 3506.527, 715.9419, 2226.392, 2652.058
7.9, 318.711, 31.91524, 919.149, 728.3359, 0, 365.3214, 3.728868, 32.50877, 965.7062, 461.3358, 476.1508, 312.149, 2886.66, 252.4529, 138.0454, 1119.433, 1300.394, 3505.398, 838.1183, 2427.291, 2537.081
8, 367.9206, 30.20899, 878.9222, 698.4671, 0, 343.2821, 3.51788, 30.86359, 977.2692, 616.1683, 511.731, 372.9366, 3002.154, 238.3365, 131.8459, 1052.65, 1588.275, 3623.305, 795.5528, 2524.562, 2512.856
8.1, 349.9557, 28.59396, 977.3025, 710.8383, 0, 440.8118, 3.318831, 29.30167, 932.9734, 735.5208, 489.3541, 353.8134, 2899.01, 225.0095, 125.9249, 989.851, 1726.877, 3506.029, 928.7303, 2494.493, 2592.598
8.199999999999999, 332.8679, 27.06527, 1000.399, 744.2957, 0, 414.2184, 3.131044, 27.81879, 1151.186, 694.6796, 467.9556, 351.12, 2815.47, 212.4277, 148.38, 930.7988, 1645.216, 3474.47, 896.2028, 2571.376, 2480.198
8.300000000000001, 316.6145, 25.61831, 1138.128, 716.6605, 0, 390.7024, 2.953883, 26.41096, 1099.007, 759.7858, 447.4929, 333.1155, 2802.373, 213.6595, 229.8797, 875.2694, 1602.735, 3476.7, 850.6874, 2456.365, 2432.648
8.4, 301.1548, 24.24871, 1088.317, 681.3441, 0, 380.2818, 2.786747, 25.07438, 1078.091, 717.5973, 427.925, 316.0342, 2777.494, 205.8752, 219.5561, 823.0528, 1652.858, 3296.996, 807.4835, 2346.497, 2399.006
8.5, 352.3846, 22.95233, 1040.687, 647.768, 0, 357.34, 2.629066, 23.80543, 1269.373, 771.2886, 409.2127, 316.6053, 2808.11, 288.6618, 307.9952, 773.9513, 1794.57, 3126.58, 766.4739, 2481.995, 2716.774
8.6, 341.9565, 21.72526, 1164.156, 712.9419, 0, 357.1055, 2.480308, 22.6007, 1211.837, 728.4613, 391.3186, 301.0053, 2691.486, 289.8571, 294.1635, 727.7791, 1742.443, 2964.973, 727.547, 2604.624, 2815.712
8.699999999999999, 325.2594, 20.56378, 1113.207, 710.642, 0, 335.5619, 2.339967, 21.45694, 1262.185, 688.0121, 374.2071, 285.5706, 2800.696, 273.6493, 280.9529, 684.3614, 1784.514, 3005.76, 815.7949, 2488.126, 2693.64
8.800000000000001, 309.3775, 19.46441, 1064.487, 701.1434, 0, 333.1783, 2.207566, 20.37107, 1204.975, 681.4066, 357.8438, 275.2548, 2831.181, 258.3477, 268.3356, 643.5339, 1700.127, 2850.398, 774.3632, 2537.922, 2576.861
8.9, 363.2023, 18.4238, 1187.599, 804.4236, 0, 313.0781, 2.082658, 19.34014, 1163.397, 643.5702, 342.196, 261.1405, 2713.599, 243.9017, 256.285, 619.2797, 1878.289, 2703.067, 735.0356, 2424.407, 2796.183
9, 345.4677, 17.43883, 1135.624, 764.7823, 0, 405.9592, 1.964817, 18.36139, 1229.698, 607.8348, 327.2325, 252.0183, 2752.762, 263.6382, 244.7755, 696.2977, 1789.469, 2888.434, 697.7053, 2386.338, 2674.958
9.1, 328.5991, 16.50652, 1085.923, 727.0945, 0, 381.4684, 1.853643, 17.43217, 1235.248, 749.3501, 332.3746, 239.0955, 2801.481, 248.8965, 233.783, 654.7581, 1704.848, 2739.136, 662.271, 2403.896, 2731.659
9.199999999999999, 312.5542, 15.62405, 1038.397, 691.2639, 0, 358.455, 1.74876, 16.54998, 1275.233, 788.7496, 317.8405, 226.8353, 2685.133, 234.979, 223.2841, 615.6967, 1624.229, 2597.555, 628.6362, 2444.415, 2687.077
9.300000000000001, 297.2927, 14.78876, 992.9514, 784.3759, 0, 336.83, 1.649811, 15.71243, 1217.431, 744.9528, 303.942, 215.2038, 2673.722, 221.8398, 213.2566, 578.9656, 1547.423, 2861.123, 596.7097, 2335.082, 2570.582
9.4, 282.7764, 13.99813, 949.4946, 745.7225, 0, 316.5096, 1.556461, 14.91726, 1178.97, 703.5878, 290.6513, 204.1687, 2731.724, 209.4352, 203.6795, 544.4258, 1474.248, 2803.073, 669.4366, 2230.64, 2459.137
9.5, 268.9689, 13.24976, 907.9396, 795.2224, 0, 301.537, 1.468394, 14.16234, 1162.02, 691.119, 310.4135, 193.6995, 2692.997, 197.7243, 194.5325, 511.9466, 1404.534, 2753.673, 707.1798, 2317.169, 2352.524
9.6, 255.8356, 12.5414, 868.2034, 876.8469, 0, 350.0819, 1.385309, 13.44562, 1109.35, 708.6857, 371.9261, 183.7671, 2708.296, 186.6682, 185.7963, 481.4051, 1484.943, 2643.458, 679.4708, 2213.528, 2250.533
9.699999999999999, 243.3436, 11.87092, 830.2062, 833.6366, 0, 328.962, 1.306925, 12.76518, 1059.067, 669.3345, 355.6625, 174.344, 2595.818, 176.2303, 177.4524, 452.6855, 1496.807, 2718.089, 644.9626, 2166.36, 2152.964
9.800000000000001, 231.4615, 11.23628, 793.8719, 874.6454, 0, 309.1162, 1.232976, 12.11917, 1011.064, 632.1684, 373.7828, 165.4041, 2535.781, 166.3761, 169.4832, 425.6793, 1426.026, 2691.291, 612.2069, 2198.845, 2246.753
9.9, 220.1596, 10.63556, 759.1279, 886.4133, 0, 290.4677, 1.163212, 11.50585, 1052.724, 695.5591, 357.438, 156.9227, 2629.116, 157.0729, 161.8719, 486.8823, 1358.592, 2552.183, 581.1147, 2262.331, 2377.681
10, 209.4096, 10.06697, 725.9044, 842.7316, 0, 272.9443, 1.097395, 10.92357, 1009.27, 656.937, 346.3754, 148.8761, 2645.245, 148.2899, 154.6024, 457.836, 1381.199, 2491.911, 741.7643, 2238.04, 2274.6
10.1, 199.1845, 9.528769, 694.135, 943.2087, 0, 324.5409, 1.035302, 10.37076, 963.5239, 868.7863, 331.2292, 141.2421, 2535.385, 186.5137, 147.6594, 430.5225, 1361.234, 2490.036, 704.0924, 2137.938, 2288.372
10.2, 189.4586, 9.019343, 663.756, 957.3573, 0, 304.9618, 0.9767223, 9.845923, 919.8511, 844.7998, 316.7451, 133.9996, 2600.945, 176.0845, 141.0282, 508.7606, 1296.864, 2361.331, 844.3748, 2143.946, 2269.427
10.3, 180.2077, 8.537152, 634.7065, 910.1796, 0, 286.5639, 0.9214573, 9.347649, 919.5697, 797.8907, 303.7262, 127.1285, 2645.13, 166.2384, 134.6948, 540.5776, 1331.879, 2421.786, 801.4915, 2048.052, 2206.264
10.4, 171.4085, 8.08074, 606.9283, 1008.935, 0, 269.276, 0.8693192, 8.87459, 1023.728, 753.5863, 290.4449, 120.6097, 2535.275, 156.9429, 128.6458, 508.328, 1366.438, 2431.51, 760.7862, 2053.108, 2260.365
10.5, 163.0389, 20.52401, 580.366, 959.2156, 0, 253.031, 0.8201313, 8.425471, 977.3267, 995.2186, 277.7443, 114.4251, 2731.122, 187.9025, 122.8685, 478.0023, 1483.553, 2447.76, 821.6915, 2033.024, 2162.369
10.6, 155.078, 19.42676, 554.9661, 911.9463, 0, 297.3471, 0.7737265, 7.999081, 1157.514, 1008.874, 265.5992, 108.5577, 2708.482, 233.052, 117.3506, 631.454, 1563.351, 2321.24, 779.9603, 1942.091, 2133.358
10.7, 147.5058, 18.38817, 618.2369, 867.0063, 0, 279.4086, 0.7299475, 7.59427, 1105.048, 952.8539, 253.985, 109.8793, 2697.416, 235.4373, 112.0806, 614.3148, 1489.423, 2201.259, 740.3484, 1929.154, 2195.558
10.8, 140.3033, 17.4051, 631.5947, 1143.103, 0, 274.1648, 0.6886455, 7.209945, 1054.961, 899.9449, 354.1727, 104.245, 2638.952, 292.1359, 107.0471, 577.6661, 1418.991, 2087.48, 702.7484, 2266.622, 2205.55
10.9, 243.1651, 16.47459, 896.5597, 1086.772, 0, 257.6249, 0.6496805, 6.845069, 1007.143, 1000.788, 338.6855, 124.7301, 2586.816, 346.9012, 108.443, 607.8109, 1787.715, 1979.582, 667.0579, 2165.241, 2468.328
