 , C01, C02, C04, C05, C10, C12, C13, C43, C52, C55, C62
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
258.3, 1026.191, 173.7879, 0.05298188, 320.1277, 1168.442, 1321.607, 22.78144, 1172.021, 364.5169, 393.2392, 1230.823
258.4, 1017.19, 165.1298, 0.04990316, 370.7514, 1116.449, 1290.397, 21.61375, 1110.271, 346.2993, 367.5756, 1166.552
258.5, 961.3188, 156.9031, 0.04700334, 348.615, 1126.69, 1276.789, 20.5059, 1092.958, 328.992, 343.5869, 1260.909
258.6, 908.5165, 149.0862, 0.04427203, 327.8003, 1096.796, 1287.428, 19.45484, 1035.374, 312.5498, 321.1638, 1195.067
258.7, 858.6144, 141.6587, 0.04169943, 308.2283, 1086.854, 1310.006, 18.45766, 1011.402, 296.9293, 300.2041, 1132.662
258.8, 811.4532, 134.6013, 0.03927632, 289.825, 1088.004, 1234.68, 17.51158, 1021.132, 282.0895, 280.6122, 1073.517
258.9, 796.7255, 127.8955, 0.03699401, 272.5204, 1047.242, 1163.685, 16.614, 967.332, 267.9914, 262.2989, 1017.459
259, 808.294, 121.5238, 0.03484433, 256.249, 1259.844, 1096.773, 15.76243, 916.3665, 254.5978, 245.1808, 1182.493
259.1, 763.8969, 115.4695, 0.03281957, 240.9492, 1203.783, 1053.331, 14.9545, 902.298, 241.8736, 229.1798, 1120.745
259.2, 736.8311, 109.7168, 0.03091246, 226.5629, 1161.678, 992.7635, 14.18798, 916.6232, 356.3026, 214.2231, 1062.221
259.3, 696.3591, 104.2507, 0.02911616, 213.0355, 1153.69, 935.6791, 13.46076, 894.3154, 338.4955, 200.2425, 1006.754
259.4, 759.6038, 99.05698, 0.02742426, 200.3158, 1108.755, 963.6883, 12.77081, 847.1968, 321.5783, 187.1743, 1061.974
259.5, 717.881, 94.12197, 0.02583066, 220.4364, 1059.418, 908.2757, 12.11622, 802.5609, 368.4136, 174.9589, 1006.519
259.6, 683.0791, 89.43283, 0.02432967, 207.2748, 1053.844, 947.5846, 11.49519, 760.2766, 364.6631, 163.5408, 953.9606
259.7, 645.5596, 84.9773, 0.0229159, 194.899, 1006.951, 1003.567, 10.90598, 720.2201, 463.891, 152.8678, 993.0543
259.8, 651.7075, 80.74375, 0.02158428, 183.2622, 1048.841, 1533.948, 10.34698, 682.2741, 440.7068, 142.8914, 941.1986
259.9, 615.9111, 76.72112, 0.02033004, 172.3202, 1002.17, 1640.396, 9.816631, 724.874, 418.6813, 571.8481, 945.6974
260, 582.081, 72.89888, 0.01914868, 162.0315, 957.5759, 1668.017, 9.313465, 686.6828, 397.7567, 1540.347, 1057.458
260.1, 550.109, 69.26707, 0.01803597, 152.3571, 944.1221, 1581.241, 8.83609, 650.5038, 377.8777, 1747.052, 1262.258
260.2, 712.2363, 65.81619, 0.01698792, 143.2603, 927.6281, 1671.938, 8.383183, 616.2309, 358.9923, 1712.048, 1196.345
260.3, 726.7609, 62.53724, 0.01600077, 134.7067, 956.2241, 1575.801, 7.953491, 632.7828, 341.0507, 1732.379, 1133.874
260.4, 1476.762, 59.42165, 0.01507099, 126.6638, 913.6743, 1485.192, 7.545823, 983.4277, 324.0058, 1743.116, 1074.665
260.5, 2012, 56.46127, 0.01419523, 153.3321, 873.0178, 1399.792, 7.159051, 1148.671, 307.8128, 1629.357, 1018.548
260.6, 2373.129, 53.64838, 0.01337036, 197.9364, 834.1705, 1362.764, 6.792103, 1263.835, 368.6414, 1523.022, 965.361
260.7, 2505.666, 50.97563, 0.01259342, 186.1183, 839.5891, 1309.013, 6.443964, 1197.248, 420.6179, 1591.123, 914.9515
260.8, 2499.118, 48.43604, 0.01186163, 175.0057, 855.5964, 1233.744, 6.113669, 1241.089, 399.5964, 1487.283, 1012.345
260.9, 2437.552, 46.02296, 0.01117236, 216.949, 858.9119, 1162.803, 5.800304, 1203.649, 379.6255, 1390.22, 959.4823
261, 2363.235, 43.73011, 0.01052315, 203.9957, 853.6345, 1137.6, 5.503001, 1140.233, 434.3659, 1299.492, 909.3798
